id,x0,x1,x2,fitness-2,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness-1,fitness-4
68177,1.47081,2.32722,-4.98267,NA,NA,NA,-27.552,NA,NA,NA
68270,1.47338,1.60703,-5,NA,-18.209,NA,NA,NA,NA,NA
68558,1.9151,2.70765,-5,NA,-37.59,NA,NA,NA,NA,NA
68707,1.8123,2.71236,-5,NA,NA,NA,-42.018,NA,NA,NA
68973,2.50066,2.41773,-4.16743,-33.006,NA,NA,NA,NA,NA,NA
69136,1.90008,1.82042,-4.31893,NA,-3.829,NA,NA,NA,NA,NA
69205,0.773095,2.25554,-4.55638,-44.118,NA,NA,NA,NA,NA,NA
69524,0.668876,2.35612,-4.81535,NA,NA,NA,-52.078,NA,NA,NA
69617,0.40996,2.26544,-4.85318,NA,NA,NA,-60.237,NA,NA,NA
69974,1.41985,1.85691,-4.55841,NA,NA,NA,-20.432,NA,NA,NA
70118,1.95924,2.75387,-4.53666,NA,NA,NA,-41.133,NA,NA,NA
70324,2.20744,3.17898,-5,NA,-65.273,NA,NA,NA,NA,NA
70424,0.894992,2.36864,-5,NA,-42.529,NA,NA,NA,NA,NA
70655,0.908117,2.87449,-4.80755,NA,-55.585,NA,NA,NA,NA,NA
70995,1.37534,1.1684,-4.38903,NA,-17.876,NA,NA,NA,NA,NA
71106,1.99686,1.36286,-4.69742,NA,-8.896,NA,NA,NA,NA,NA
71315,2.39671,1.0981,-4.54047,NA,-24.147,NA,NA,NA,NA,NA
71569,1.75331,1.71475,-4.19933,NA,-2.434,NA,NA,NA,NA,NA
71729,2.1869,2.08607,-4.13822,NA,NA,NA,NA,-29.886,NA,NA
71912,1.5694,2.38112,-5,NA,-26.031,NA,NA,NA,NA,NA
72128,1.25649,2.54349,-5,NA,NA,NA,-37.641,NA,NA,NA
72284,1.22696,2.49062,-5,-37.052,NA,NA,NA,NA,NA,NA
72565,1.26955,1.9647,-5,-30.237,NA,NA,NA,NA,NA,NA
72623,1.51706,1.42922,-4.59947,NA,-7.916,NA,NA,NA,NA,NA
72805,1.61706,1.94702,-4.26118,NA,NA,NA,NA,-25.173,NA,NA
73106,1.5229,2.15751,-3.74191,NA,NA,NA,NA,-53.729,NA,NA
73300,1.37027,1.66719,-5,NA,NA,NA,-20.671,NA,NA,NA
73473,1.72813,1.89376,-5,NA,NA,NA,-17.759,NA,NA,NA
73728,2.25077,2.91716,-5,NA,-51.361,NA,NA,NA,NA,NA
73802,2.08825,2.13377,-5,NA,-21.633,NA,NA,NA,NA,NA
74108,2.88378,1.53163,-4.58653,-35.387,NA,NA,NA,NA,NA,NA
74319,2.04622,0.95414,-4.93103,NA,NA,-57.878,NA,NA,NA,NA
74566,1.93666,1.98779,-5,NA,-17.172,NA,NA,NA,NA,NA
74606,2.74057,1.77616,-5,-45.214,NA,NA,NA,NA,NA,NA
74859,1.64304,2.33472,-5,-33.575,NA,NA,NA,NA,NA,NA
75116,1.17124,0.731174,-4.53379,NA,NA,NA,NA,-95.425,NA,NA
75349,1.75504,1.58397,-4.66361,NA,NA,NA,NA,-25.92,NA,NA
75548,1.14179,2.17097,-5,NA,-30.255,NA,NA,NA,NA,NA
75685,0.807553,1.4935,-4.50088,NA,NA,NA,NA,-65.313,NA,NA
75965,2.17471,1.75275,-5,NA,-17.668,NA,NA,NA,NA,NA
76132,2.0088,1.69819,-5,NA,-15.833,NA,NA,NA,NA,NA
76264,1.12934,1.61843,-4.39185,NA,-14.94,NA,NA,NA,NA,NA
76476,1.422,2.82596,-5,-53.858,NA,NA,NA,NA,NA,NA
76629,1.66394,1.6639,-5,NA,-15.015,NA,NA,NA,NA,NA
76988,2.30959,2.15097,-5,NA,NA,NA,-35.743,NA,NA,NA
77013,2.31788,1.97148,-5,NA,NA,-39.479,NA,NA,NA,NA
77255,1.52038,1.59616,-5,NA,-17.858,NA,NA,NA,NA,NA
77503,1.57659,1.49785,-5,NA,NA,NA,-25.171,NA,NA,NA
77775,1.07638,1.7562,-5,NA,-29.038,NA,NA,NA,NA,NA
77868,1.3268,1.61154,-3.64915,-29.115,NA,NA,NA,NA,NA,NA
78069,1.78279,1.77055,-5,-16.933,NA,NA,NA,NA,NA,NA
78351,2.18431,2.3351,-4.3627,-29.019,NA,NA,NA,NA,NA,NA
78561,1.68053,2.26694,-4.90799,NA,-19.341,NA,NA,NA,NA,NA
78638,2.11036,1.02926,-4.6845,NA,NA,NA,NA,-42.304,NA,NA
78932,2.53021,1.52387,-5,-33.993,NA,NA,NA,NA,NA,NA
79089,2.00801,1.21144,-5,NA,-23.376,NA,NA,NA,NA,NA
79237,1.32998,1.74685,-4.21504,NA,NA,NA,-16.129,NA,NA,NA
79503,2.71803,1.10425,-3.55788,NA,NA,-71.845,NA,NA,NA,NA
79658,1.87962,1.49706,-4.06034,NA,NA,NA,-18.975,NA,NA,NA
79988,1.18677,1.81129,-5,NA,NA,NA,-25.941,NA,NA,NA
80171,2.28238,2.18029,-4.97604,NA,-24.051,NA,NA,NA,NA,NA
80258,2.14968,2.34008,-4.19827,NA,NA,NA,-29.058,NA,NA,NA
80469,2.22566,1.55987,-4.13164,NA,-7.943,NA,NA,NA,NA,NA
80608,1.6279,1.65412,-4.97387,-28.283,NA,NA,NA,NA,NA,NA
80963,1.49419,2.71544,-5,NA,-38.912,NA,NA,NA,NA,NA
81164,1.31944,1.59499,-4.63824,NA,-10.647,NA,NA,NA,NA,NA
81316,2.3882,1.81485,-3.74767,NA,-21.684,NA,NA,NA,NA,NA
81528,2.99259,2.61255,-4.61309,NA,-56.737,NA,NA,NA,NA,NA
81763,2.59301,1.91868,-5,NA,-30.472,NA,NA,NA,NA,NA
81900,2.15938,2.09451,-4.56267,NA,NA,NA,-14.808,NA,NA,NA
82060,2.31671,1.27508,-4.42205,NA,-15.078,NA,NA,NA,NA,NA
82228,2.53294,1.69758,-4.59962,NA,NA,NA,-22.481,NA,NA,NA
82520,1.68219,2.21628,-4.10016,NA,NA,-38.201,NA,NA,NA,NA
82709,1.60807,1.741,-5,NA,-15.557,NA,NA,NA,NA,NA
82944,1.29846,1.59891,-5,NA,-23.205,NA,NA,NA,NA,NA
83153,1.38919,2.08889,-4.7792,NA,NA,NA,-22.178,NA,NA,NA
83235,1.15557,1.23359,-4.89488,NA,NA,NA,NA,NA,NA,-69.823
83544,1.09146,1.90884,-4.79047,NA,NA,NA,-26.143,NA,NA,NA
83686,1.34526,1.49171,-4.61175,NA,NA,NA,NA,NA,NA,-64.163
83817,2.39481,2.4986,-3.94963,-36.564,NA,NA,NA,NA,NA,NA
84112,3.04642,1.64091,-4.53943,NA,NA,NA,-41.9,NA,NA,NA
84282,1.2253,1.6495,-4.43293,-16.242,NA,NA,NA,NA,NA,NA
84459,1.58063,1.8716,-4.2732,NA,-3.898,NA,NA,NA,NA,NA
84679,2.65168,1.87531,-4.21241,-25.958,NA,NA,NA,NA,NA,NA
84851,1.28552,2.83683,-3.31474,NA,-63.987,NA,NA,NA,NA,NA
85165,1.99399,2.85489,-4.27161,NA,NA,NA,NA,-49.052,NA,NA
85328,2.59669,2.10913,-3.69855,-38.703,NA,NA,NA,NA,NA,NA
85435,2.36368,2.23585,-5,NA,NA,NA,-32.778,NA,NA,NA
85632,1.77352,1.90464,-5,NA,-15.803,NA,NA,NA,NA,NA
85870,2.01319,1.19626,-5,NA,NA,NA,-26.704,NA,NA,NA
86098,2.27798,1.25818,-5,NA,-25.78,NA,NA,NA,NA,NA
86317,2.44458,1.67104,-5,NA,-25.015,NA,NA,NA,NA,NA
86423,1.48312,1.80539,-5,NA,NA,-40.118,NA,NA,NA,NA
86687,2.74858,1.74451,-4.72405,NA,-28.731,NA,NA,NA,NA,NA
86853,2.34897,2.12586,-4.85818,NA,NA,-34.258,NA,NA,NA,NA
87173,1.75064,1.21269,-3.75322,NA,-20.181,NA,NA,NA,NA,NA
87374,2.00896,1.06789,-4.72585,-29.948,NA,NA,NA,NA,NA,NA
87545,1.71452,0.940169,-4.83162,NA,NA,NA,-37.205,NA,NA,NA
87653,1.69304,2.03558,-4.7714,NA,-10.97,NA,NA,NA,NA,NA
87948,1.83132,1.23638,-5,NA,NA,NA,-25.321,NA,NA,NA
88073,0.707842,1.98243,-5,NA,NA,-73.381,NA,NA,NA,NA
88281,1.75125,1.35755,-5,NA,-19.248,NA,NA,NA,NA,NA
88587,2.26588,1.22995,-4.89873,NA,NA,-47.001,NA,NA,NA,NA
88706,1.80529,1.24722,-5,NA,-23.635,NA,NA,NA,NA,NA
88819,1.6172,1.51866,-5,-19.805,NA,NA,NA,NA,NA,NA
89150,2.69998,1.30839,-5,NA,-37.891,NA,NA,NA,NA,NA
89222,1.83646,2.02989,-4.66502,NA,-8.828,NA,NA,NA,NA,NA
89477,1.99879,1.48252,-4.84787,NA,-11.139,NA,NA,NA,NA,NA
89758,2.38521,1.55353,-5,NA,NA,-37.001,NA,NA,NA,NA
89879,1.76566,1.10147,-5,NA,-28.608,NA,NA,NA,NA,NA
90060,1.84739,2.26478,-4.17001,NA,NA,NA,-15.058,NA,NA,NA
90347,2.40706,2.14661,-4.88005,NA,NA,NA,-25.333,NA,NA,NA
90508,2.85931,1.48449,-5,-43.146,NA,NA,NA,NA,NA,NA
90704,1.79547,2.18405,-4.75206,NA,-13.568,NA,NA,NA,NA,NA
90945,2.49161,1.98683,-5,NA,-28.053,NA,NA,NA,NA,NA
91003,1.82435,1.12455,-5,-36.914,NA,NA,NA,NA,NA,NA
91228,1.49382,2.26077,-4.79532,-23.107,NA,NA,NA,NA,NA,NA
91487,1.87339,1.0846,-3.86074,NA,-20.938,NA,NA,NA,NA,NA
91758,2.00823,1.6592,-4.47787,-13.969,NA,NA,NA,NA,NA,NA
91942,1.78332,1.76074,-3.86024,-14.945,NA,NA,NA,NA,NA,NA
92062,2.41269,2.05968,-3.93373,NA,NA,NA,NA,-34.554,NA,NA
92253,2.14825,2.6422,-4.64181,NA,-30.529,NA,NA,NA,NA,NA
92568,2.39518,2.08039,-4.33607,-18.216,NA,NA,NA,NA,NA,NA
92618,1.63047,1.38106,-4.77155,NA,-10.154,NA,NA,NA,NA,NA
92898,1.79571,1.11762,-5,NA,-28.566,NA,NA,NA,NA,NA
93186,1.79667,2.14477,-2.86241,-73.531,NA,NA,NA,NA,NA,NA
93310,1.90029,1.31104,-3.72351,-24.069,NA,NA,NA,NA,NA,NA
93479,2.54601,1.70205,-3.62836,NA,-31.592,NA,NA,NA,NA,NA
93786,1.59431,1.59673,-3.74413,-26.418,NA,NA,NA,NA,NA,NA
93929,2.68892,1.55559,-4.16584,NA,NA,NA,NA,-44.192,NA,NA
94144,2.02967,2.20154,-5,-26.487,NA,NA,NA,NA,NA,NA
94381,2.70794,2.43096,-4.43401,NA,NA,NA,NA,NA,NA,-76.28
94567,3.32522,1.94222,-4.21489,-64.148,NA,NA,NA,NA,NA,NA
94755,2.0155,2.56061,-3.49606,NA,-40.988,NA,NA,NA,NA,NA
94827,0.464852,2.39005,-4.8431,NA,-59.024,NA,NA,NA,NA,NA
95078,1.98628,2.31293,-4.93764,NA,NA,-47.558,NA,NA,NA,NA
95299,1.95326,2.44319,-4.9418,NA,NA,NA,-32.088,NA,NA,NA
95415,2.16221,2.09897,-4.81979,NA,NA,NA,-27.785,NA,NA,NA
95783,1.61297,1.67888,-3.63263,-23.53,NA,NA,NA,NA,NA,NA
95887,0.976962,2.22536,-3.63244,-48.978,NA,NA,NA,NA,NA,NA
96006,1.21173,1.77303,-5,-32.223,NA,NA,NA,NA,NA,NA
96297,2.08843,2.13333,-4.65147,NA,-13.894,NA,NA,NA,NA,NA
96466,2.03203,1.36344,-4.52834,NA,NA,NA,-19.204,NA,NA,NA
96754,2.77715,1.39509,-5,NA,NA,NA,NA,-53.153,NA,NA
96851,1.80418,2.5265,-4.23879,NA,-21.81,NA,NA,NA,NA,NA
97126,2.18272,1.884,-5,NA,NA,NA,-20.101,NA,NA,NA
97278,1.97816,1.65325,-5,-17.38,NA,NA,NA,NA,NA,NA
97589,1.5352,1.95028,-4.89989,NA,NA,NA,-22.342,NA,NA,NA
97627,2.60082,0.776755,-4.22281,NA,-50.587,NA,NA,NA,NA,NA
97953,2.65994,2.79378,-4.3576,NA,NA,NA,-51.244,NA,NA,NA
98155,1.09652,2.51251,-4.39403,-37.388,NA,NA,NA,NA,NA,NA
98231,1.92432,2.94776,-5,NA,NA,NA,-58.169,NA,NA,NA
98417,1.79104,2.7747,-5,NA,-40.135,NA,NA,NA,NA,NA
98700,1.54448,2.4745,-5,NA,NA,NA,NA,-49.913,NA,NA
98849,2.69851,1.84522,-5,NA,-33.808,NA,NA,NA,NA,NA
99020,1.25162,2.18292,-4.57304,NA,NA,NA,NA,-34.886,NA,NA
99224,1.98391,1.50051,-4.4849,-7.035,NA,NA,NA,NA,NA,NA
99547,2.47389,1.80853,-5,-27.255,NA,NA,NA,NA,NA,NA
99700,2.08242,2.32909,-5,NA,NA,NA,NA,-49.764,NA,NA
99839,1.73275,2.60644,-4.26311,-27.389,NA,NA,NA,NA,NA,NA
100087,2.40423,2.30434,-4.54324,NA,-23.297,NA,NA,NA,NA,NA
100263,1.65875,1.91027,-3.89016,-18.902,NA,NA,NA,NA,NA,NA
100461,1.12798,2.67668,-3.75997,NA,NA,NA,-45.827,NA,NA,NA
100708,1.71253,1.53621,-4.77674,NA,-8.744,NA,NA,NA,NA,NA
100893,0.919499,1.21234,-4.76594,-49.008,NA,NA,NA,NA,NA,NA
101022,1.56784,1.68561,-5,-19.032,NA,NA,NA,NA,NA,NA
101334,2.87344,1.10095,-5,-59.825,NA,NA,NA,NA,NA,NA
101447,1.32636,2.66267,-5,NA,NA,NA,-48.816,NA,NA,NA
101693,0.937868,1.28802,-4.68786,NA,-36.982,NA,NA,NA,NA,NA
101883,1.87703,1.60319,-5,NA,-15.342,NA,NA,NA,NA,NA
102066,2.48291,1.98461,-4.03913,NA,-19.896,NA,NA,NA,NA,NA
102311,1.39439,0.969609,-5,NA,NA,NA,-43.776,NA,NA,NA
102573,1.48834,1.49623,-4.44955,NA,-5.087,NA,NA,NA,NA,NA
102653,1.32277,2.01439,-5,-27.541,NA,NA,NA,NA,NA,NA
102988,2.01266,2.43188,-4.03922,NA,NA,NA,NA,-53.68,NA,NA
103047,2.31683,2.50103,-4.63984,NA,-28.36,NA,NA,NA,NA,NA
103243,1.91924,1.59666,-5,NA,NA,NA,NA,-32.899,NA,NA
103594,2.67767,1.5325,-5,NA,NA,NA,NA,NA,-69.569,NA
103612,1.71109,2.67045,-5,-42.883,NA,NA,NA,NA,NA,NA
103974,2.1881,1.45482,-5,-28.421,NA,NA,NA,NA,NA,NA
104043,1.61024,2.41672,-4.21525,-25.458,NA,NA,NA,NA,NA,NA
104255,1.2976,1.80547,-3.42019,NA,NA,NA,-37.76,NA,NA,NA
104573,1.82856,1.70317,-3.72805,NA,-13.47,NA,NA,NA,NA,NA
104699,2.8631,1.89388,-5,NA,NA,NA,NA,-54.87,NA,NA
104898,2.25098,1.75387,-5,NA,NA,NA,-22.684,NA,NA,NA
105044,1.74718,1.98968,-4.35707,-8.819,NA,NA,NA,NA,NA,NA
105274,2.1064,1.4517,-4.03554,NA,-8.269,NA,NA,NA,NA,NA
105536,1.65963,1.99169,-5,NA,NA,NA,-23.147,NA,NA,NA
105726,2.06576,1.59612,-4.33161,NA,NA,NA,-7.489,NA,NA,NA
105862,1.80732,1.577,-4.6948,-11.656,NA,NA,NA,NA,NA,NA
106061,1.81504,1.55445,-4.81128,NA,-8.642,NA,NA,NA,NA,NA
106387,1.41507,1.6091,-4.33327,NA,-4.516,NA,NA,NA,NA,NA
106449,1.50798,1.22947,-4.33209,NA,-10.422,NA,NA,NA,NA,NA
106621,2.08358,1.88127,-4.61776,NA,NA,NA,-10.197,NA,NA,NA
106836,2.83212,1.3431,-4.42247,-37.894,NA,NA,NA,NA,NA,NA
107160,1.58191,2.08381,-4.05131,NA,-9.516,NA,NA,NA,NA,NA
107227,1.24369,1.88626,-4.27199,NA,NA,NA,-12.518,NA,NA,NA
107466,1.31541,1.93176,-5,-23.202,NA,NA,NA,NA,NA,NA
107697,2.47797,1.96132,-4.07354,NA,-19.31,NA,NA,NA,NA,NA
107898,1.9029,1.55479,-4.55774,-9.395,NA,NA,NA,NA,NA,NA
108150,1.68712,0.914913,-5,-52.86,NA,NA,NA,NA,NA,NA
108250,1.2826,1.13266,-4.3379,NA,NA,NA,-24.519,NA,NA,NA
108530,1.7041,0.902147,-4.92053,NA,NA,NA,-42.245,NA,NA,NA
108620,1.4633,1.5769,-5,NA,-19.783,NA,NA,NA,NA,NA
108946,1.09214,1.91869,-4.10227,NA,NA,NA,-20.429,NA,NA,NA
109119,1.9129,2.23675,-4.89743,NA,-18.804,NA,NA,NA,NA,NA
109337,2.57095,1.76286,-4.31674,NA,NA,-39.643,NA,NA,NA,NA
109525,1.76798,0.968241,-4.25174,NA,NA,NA,-29.855,NA,NA,NA
109613,1.47485,1.22403,-4.97554,NA,NA,-40.194,NA,NA,NA,NA
109933,1.51551,2.05052,-5,-21.706,NA,NA,NA,NA,NA,NA
110143,0.554342,1.49336,-4.3732,NA,NA,-60.466,NA,NA,NA,NA
110387,1.51662,1.45695,-5,NA,NA,NA,-23.379,NA,NA,NA
110489,2.38196,2.42342,-5,-38.518,NA,NA,NA,NA,NA,NA
110729,2.52606,1.63084,-4.54138,NA,-17.508,NA,NA,NA,NA,NA
110884,2.86291,2.05517,-4.49454,NA,NA,NA,-38.452,NA,NA,NA
111096,1.90467,1.27092,-4.16483,NA,NA,NA,-14.589,NA,NA,NA
111391,1.54068,1.36189,-4.33977,NA,NA,-26.96,NA,NA,NA,NA
111549,1.16859,1.89998,-5,NA,NA,NA,NA,NA,NA,-67.965
111761,0.684364,0.780864,-5,NA,NA,NA,-99.907,NA,NA,NA
111852,2.22956,1.50241,-5,NA,NA,-37.988,NA,NA,NA,NA
112049,1.43011,1.90233,-4.20687,NA,-6.685,NA,NA,NA,NA,NA
112284,0.94762,1.95328,-3.56069,NA,-39.162,NA,NA,NA,NA,NA
112465,1.32837,1.25213,-3.79747,NA,NA,NA,-27.341,NA,NA,NA
112714,1.39987,1.52656,-4.1287,-15.622,NA,NA,NA,NA,NA,NA
112947,2.64602,0.738813,-5,NA,NA,NA,-66.872,NA,NA,NA
113180,1.96582,1.76593,-5,NA,NA,NA,-21.764,NA,NA,NA
113243,1.44535,2.00442,-5,NA,-19.964,NA,NA,NA,NA,NA
113504,1.11223,2.45805,-5,NA,NA,NA,-41.565,NA,NA,NA
113759,1.14405,1.25336,-4.20588,NA,-22.347,NA,NA,NA,NA,NA
113993,1.0053,1.38549,-5,NA,NA,NA,-48.165,NA,NA,NA
114052,1.87557,1.1265,-5,NA,-28.02,NA,NA,NA,NA,NA
114252,1.58241,2.1984,-4.86181,NA,NA,NA,-18.399,NA,NA,NA
114462,2.16802,1.54792,-4.38639,NA,NA,-30.613,NA,NA,NA,NA
114605,1.02193,2.66799,-4.80322,NA,NA,NA,-48.534,NA,NA,NA
114853,1.18535,1.90025,-4.19368,-17.075,NA,NA,NA,NA,NA,NA
115134,1.2238,1.71089,-4.17279,NA,-11.009,NA,NA,NA,NA,NA
115278,1.98355,1.82177,-3.74017,NA,NA,NA,-19.153,NA,NA,NA
115572,1.4449,2.20704,-4.83386,NA,NA,NA,NA,-31.666,NA,NA
115750,2.55423,1.96243,-4.34154,NA,NA,NA,-21.826,NA,NA,NA
115924,2.60024,1.59842,-5,NA,-30.397,NA,NA,NA,NA,NA
116022,1.89612,2.51535,-5,NA,NA,NA,-32.059,NA,NA,NA
116376,1.02737,1.88358,-5,NA,NA,NA,-35.131,NA,NA,NA
116467,2.18969,1.70977,-3.61713,NA,NA,NA,-23.74,NA,NA,NA
116635,1.41692,1.9404,-4.84783,NA,NA,NA,-24.357,NA,NA,NA
116936,1.63238,1.2598,-4.69034,NA,-12.248,NA,NA,NA,NA,NA
117119,1.85576,2.17461,-5,NA,NA,NA,-22.964,NA,NA,NA
117299,2.15587,1.23136,-5,-31.045,NA,NA,NA,NA,NA,NA
117502,2.39657,2.90112,-4.4399,NA,-45.747,NA,NA,NA,NA,NA
117735,2.77021,1.64438,-4.13532,NA,-27.951,NA,NA,NA,NA,NA
117911,2.15264,2.09379,-5,NA,NA,-51.622,NA,NA,NA,NA
118172,1.36849,2.19466,-5,NA,NA,-38.955,NA,NA,NA,NA
118333,1.20751,2.1743,-5,NA,NA,NA,-31.209,NA,NA,NA
118530,2.10898,1.17152,-5,NA,NA,NA,-37.719,NA,NA,NA
118774,1.99888,1.08553,-5,NA,-29.369,NA,NA,NA,NA,NA
118978,1.11199,1.20625,-5,NA,NA,NA,-47.824,NA,NA,NA
119051,0.445391,1.40683,-5,NA,NA,NA,-71.554,NA,NA,NA
119355,2.21625,2.16775,-4.18482,NA,-14.118,NA,NA,NA,NA,NA
119574,1.74652,2.18385,-4.6744,-16.036,NA,NA,NA,NA,NA,NA
119714,1.30156,2.82266,-5,NA,-47.396,NA,NA,NA,NA,NA
119993,1.85917,2.42115,-5,NA,-27.333,NA,NA,NA,NA,NA
120154,1.66456,1.77656,-4.19353,NA,-2.687,NA,NA,NA,NA,NA
120227,1.80611,1.00431,-3.44356,NA,NA,NA,-54.935,NA,NA,NA
120576,1.55578,0.549505,-3.88404,NA,NA,NA,-71.365,NA,NA,NA
120628,1.65359,2.48741,-3.82298,NA,-26.064,NA,NA,NA,NA,NA
120989,2.2134,2.18711,-4.4901,-16.265,NA,NA,NA,NA,NA,NA
121200,2.55306,2.48811,-4.51245,NA,NA,-48.005,NA,NA,NA,NA
121362,2.67639,1.86116,-5,NA,NA,NA,-36.113,NA,NA,NA
121437,1.26908,1.98395,-5,-26.273,NA,NA,NA,NA,NA,NA
121747,1.95379,1.43559,-4.86967,-18.516,NA,NA,NA,NA,NA,NA
121897,1.64437,1.24975,-5,-25.728,NA,NA,NA,NA,NA,NA
122198,1.83817,1.05755,-4.80296,NA,NA,NA,NA,NA,-87.364,NA
122265,1.9733,1.4976,-3.97746,NA,NA,NA,NA,-38.509,NA,NA
122419,2.00261,1.43806,-5,NA,-18.207,NA,NA,NA,NA,NA
122638,2.38442,2.41395,-4.97918,NA,-33.167,NA,NA,NA,NA,NA
122939,2.1427,1.06789,-5,NA,NA,NA,-36.034,NA,NA,NA
123066,2.53339,1.02125,-3.87418,NA,NA,-58.767,NA,NA,NA,NA
123378,3.07006,1.38146,-4.5793,NA,-44.868,NA,NA,NA,NA,NA
123591,1.84746,1.39154,-5,NA,NA,NA,-19.981,NA,NA,NA
123682,1.68479,1.51349,-5,NA,-16.058,NA,NA,NA,NA,NA
123816,1.98267,2.07658,-5,NA,-19.049,NA,NA,NA,NA,NA
124068,2.06629,1.86821,-5,-20.119,NA,NA,NA,NA,NA,NA
124269,1.5509,2.29498,-4.34598,NA,NA,NA,-24.35,NA,NA,NA
124510,2.49351,2.44652,-4.75374,-33.457,NA,NA,NA,NA,NA,NA
124729,3.27903,1.91748,-4.35574,-59.798,NA,NA,NA,NA,NA,NA
124815,2.83349,2.4465,-3.96532,NA,-46.16,NA,NA,NA,NA,NA
125015,2.33111,2.09482,-3.8079,NA,-22.601,NA,NA,NA,NA,NA
125215,2.09517,0.966276,-3.74729,NA,NA,NA,-36.243,NA,NA,NA
125474,2.39922,0.797759,-4.37051,NA,-42.877,NA,NA,NA,NA,NA
125750,2.37649,1.01075,-4.31639,NA,NA,NA,NA,-46.521,NA,NA
125877,1.59096,1.41991,-4.89706,NA,-13.671,NA,NA,NA,NA,NA
126146,1.59178,1.33839,-4.59245,NA,NA,NA,NA,-26.108,NA,NA
126202,1.512,2.53941,-4.59865,-25.857,NA,NA,NA,NA,NA,NA
126431,1.3341,2.37128,-5,NA,NA,NA,-31.9,NA,NA,NA
126668,1.85179,2.50029,-5,NA,NA,-52.236,NA,NA,NA,NA
126976,1.35723,1.95347,-5,NA,NA,-51.58,NA,NA,NA,NA
127077,0.609498,2.56091,-4.11186,NA,NA,-74.545,NA,NA,NA,NA
127382,1.13807,1.9234,-5,NA,NA,-37.977,NA,NA,NA,NA
127503,2.65582,1.50684,-4.22654,NA,NA,NA,-29.467,NA,NA,NA
127639,2.95065,1.02582,-5,NA,-58.057,NA,NA,NA,NA,NA
127876,1.97739,1.22459,-4.96185,-27.62,NA,NA,NA,NA,NA,NA
128080,2.37923,2.35672,-5,-37.666,NA,NA,NA,NA,NA,NA
128334,2.63154,1.90373,-5,NA,-31.54,NA,NA,NA,NA,NA
128505,1.98671,2.77615,-4.06746,-41.073,NA,NA,NA,NA,NA,NA
128685,2.41452,1.18185,-4.41345,NA,-21.935,NA,NA,NA,NA,NA
128862,1.59428,2.61935,-4.30084,NA,-26.199,NA,NA,NA,NA,NA
129064,2.62422,1.45357,-5,-39.843,NA,NA,NA,NA,NA,NA
129239,2.1849,2.3764,-5,NA,-28.74,NA,NA,NA,NA,NA
129568,1.45141,1.41761,-4.79138,NA,NA,-37.617,NA,NA,NA,NA
129613,2.27431,3.14448,-5,NA,NA,NA,-74.516,NA,NA,NA
129916,1.80082,1.9758,-5,NA,NA,NA,-26.905,NA,NA,NA
130187,2.15613,1.53309,-5,NA,NA,NA,-22.134,NA,NA,NA
130381,2.3124,2.62126,-5,NA,-39.186,NA,NA,NA,NA,NA
130413,1.82162,2.36904,-5,NA,-24.954,NA,NA,NA,NA,NA
130793,1.82686,1.97901,-4.01115,-15.365,NA,NA,NA,NA,NA,NA
130992,1.86669,2.97898,-4.29352,-43.22,NA,NA,NA,NA,NA,NA
131081,1.39299,1.29972,-4.54397,NA,NA,-40.337,NA,NA,NA,NA
131347,2.2631,1.27631,-5,NA,NA,-39.343,NA,NA,NA,NA
131407,2.00936,1.04433,-4.58948,NA,-18.559,NA,NA,NA,NA,NA
131682,2.19074,1.73606,-3.64552,NA,-19.391,NA,NA,NA,NA,NA
131874,2.16089,2.1984,-5,NA,-23.793,NA,NA,NA,NA,NA
132195,1.26479,1.54644,-4.43522,NA,-10.882,NA,NA,NA,NA,NA
132322,1.95736,2.08505,-3.78769,-21.703,NA,NA,NA,NA,NA,NA
132494,2.01744,1.82702,-4.57194,NA,NA,NA,-15.178,NA,NA,NA
132758,2.01887,1.77165,-4.77048,-10.749,NA,NA,NA,NA,NA,NA
132920,1.9353,1.42446,-4.03464,NA,NA,NA,-11.836,NA,NA,NA
133026,1.52935,2.32178,-3.92831,NA,NA,NA,-20.382,NA,NA,NA
133397,1.32194,1.80672,-4.62493,NA,-10.975,NA,NA,NA,NA,NA
133407,1.48076,2.00011,-5,NA,-19.689,NA,NA,NA,NA,NA
133777,1.21827,1.59919,-4.25436,NA,NA,NA,-18.244,NA,NA,NA
133974,1.09099,1.94728,-4.03123,-22.046,NA,NA,NA,NA,NA,NA
134162,1.42827,1.41392,-3.7988,NA,NA,NA,-26.789,NA,NA,NA
134237,1.46718,2.08563,-4.33008,-13.636,NA,NA,NA,NA,NA,NA
134493,0.339697,2.13418,-4.65457,-70.034,NA,NA,NA,NA,NA,NA
134701,1.21638,1.793,-5,NA,-23.857,NA,NA,NA,NA,NA
134923,1.18815,1.2686,-5,NA,-36.298,NA,NA,NA,NA,NA
135006,2.71549,1.47712,-5,NA,-37.421,NA,NA,NA,NA,NA
135399,2.41865,1.78297,-4.43538,NA,-14.511,NA,NA,NA,NA,NA
135534,1.67639,1.02119,-4.96842,NA,-34.847,NA,NA,NA,NA,NA
135617,1.38545,1.27511,-5,NA,NA,NA,-28.627,NA,NA,NA
135950,1.78438,2.17241,-5,NA,-19.703,NA,NA,NA,NA,NA
136166,1.36737,1.85237,-4.16263,-9.911,NA,NA,NA,NA,NA,NA
