id,x0,x1,x2,fitness-1,fitness-2.5,fitness-3,fitness-4,fitness-4.5,fitness-5,fitness-3.5,fitness-2
60208,-2.90483,3.65598,-4.0908,NA,NA,NA,NA,NA,-88.604,NA,NA
60540,-1.95852,4.45119,-4.99397,NA,NA,NA,-69.13,NA,NA,NA,NA
60602,-3.56774,4.49905,-4.91448,NA,NA,-157.411,NA,NA,NA,NA,NA
60837,-3.62594,4.51002,-3.51904,NA,NA,-223.736,NA,NA,NA,NA,NA
61157,-2.37348,4.22348,-4.28542,NA,NA,NA,-81.321,NA,NA,NA,NA
61283,-1.89329,3.60587,-3.8109,NA,NA,NA,NA,NA,NA,-123.948,NA
61556,-1.33672,4.02352,-3.69306,NA,NA,NA,-130.872,NA,NA,NA,NA
61650,-1.43865,2.9756,-4.49364,NA,NA,NA,NA,-83.71,NA,NA,NA
61842,-1.93182,2.84171,-4.20679,NA,NA,NA,NA,-82.393,NA,NA,NA
62091,-1.90804,1.29587,-4.85757,NA,NA,NA,NA,-292.538,NA,NA,NA
62376,-1.94852,1.07355,-4.89179,NA,NA,NA,NA,-315.281,NA,NA,NA
62430,-1.41888,2.3918,-4.66975,NA,NA,NA,-212.364,NA,NA,NA,NA
62769,-2.4199,3.63398,-3.97057,NA,NA,NA,NA,-79.617,NA,NA,NA
62893,-1.70008,3.43404,-3.77039,NA,NA,NA,-135.836,NA,NA,NA,NA
63198,-2.59711,4.74599,-4.65374,NA,NA,-128.19,NA,NA,NA,NA,NA
63396,-3.2227,4.67646,-3.98992,NA,-186.918,NA,NA,NA,NA,NA,NA
63598,-2.30702,4.50906,-4.85711,NA,NA,NA,NA,NA,NA,-84.106,NA
63797,-1.60879,4.50419,-4.75982,NA,NA,NA,NA,-51.601,NA,NA,NA
63998,-2.16968,4.86327,-4.03095,NA,NA,NA,NA,NA,NA,-109.659,NA
64050,-1.53351,3.44816,-4.70548,NA,NA,NA,NA,-16.693,NA,NA,NA
64201,-0.905116,4.1248,-4.7689,NA,NA,NA,NA,NA,-84.008,NA,NA
64486,-1.11622,3.20886,-3.67286,NA,NA,NA,NA,-168.734,NA,NA,NA
64772,-0.116137,4.42684,-3.09325,NA,NA,NA,-317.622,NA,NA,NA,NA
64964,-2.15943,3.68327,-3.83814,NA,NA,NA,NA,NA,NA,-145.985,NA
65050,-3.39114,3.87083,-3.94288,NA,NA,NA,-120.909,NA,NA,NA,NA
65329,-3.1364,3.82775,-4.64316,NA,NA,NA,-94.138,NA,NA,NA,NA
65566,-3.12236,3.43483,-4.4799,NA,NA,NA,-95.321,NA,NA,NA,NA
65768,-3.11707,2.99599,-4.63879,NA,NA,NA,-116.145,NA,NA,NA,NA
65845,-3.18984,2.3105,-3.90515,NA,NA,NA,NA,NA,-171.616,NA,NA
66137,-2.30388,2.11866,-3.03599,NA,NA,NA,NA,NA,NA,-283.467,NA
66208,-2.17759,2.716,-3.33913,NA,NA,NA,NA,NA,-164.384,NA,NA
66549,-2.92098,3.08473,-4.98225,NA,NA,NA,NA,NA,NA,-123.824,NA
66680,-2.94963,2.6138,-4.82034,NA,NA,NA,NA,NA,-102.725,NA,NA
66820,-2.49299,3.87675,-4.58253,NA,NA,NA,NA,NA,-57.944,NA,NA
67110,-3.068,3.7561,-4.58996,NA,NA,NA,NA,-82.239,NA,NA,NA
67280,-1.86658,3.56297,-4.33335,NA,NA,NA,NA,NA,-58.034,NA,NA
67593,-1.75747,3.43771,-4.13752,NA,NA,NA,NA,-72.429,NA,NA,NA
67655,-1.94529,3.88996,-4.27727,NA,NA,NA,NA,NA,NA,-104.306,NA
67935,-1.9005,4.7076,-3.55876,NA,NA,NA,-117.863,NA,NA,NA,NA
68130,-3.00378,4.46332,-4.95767,NA,-154.679,NA,NA,NA,NA,NA,NA
68263,-2.61875,4.51758,-3.78038,NA,NA,-163.265,NA,NA,NA,NA,NA
68581,-3.3511,3.64248,-3.64005,NA,NA,NA,NA,NA,NA,-148.438,NA
68794,-3.11554,3.53439,-3.6105,NA,NA,NA,-127.465,NA,NA,NA,NA
68871,-3.31256,3.55479,-3.77763,NA,NA,NA,-122.235,NA,NA,NA,NA
69160,-2.15516,4.28035,-3.3728,NA,NA,NA,NA,NA,NA,-163.092,NA
69340,-2.15243,4.82064,-3.61643,NA,NA,NA,-114.622,NA,NA,NA,NA
69424,-2.10096,4.7531,-4.58727,NA,NA,NA,-68.279,NA,NA,NA,NA
69787,-1.951,3.47055,-4.61936,NA,NA,NA,NA,-39.556,NA,NA,NA
69887,-2.19661,4.14602,-4.05735,NA,NA,NA,NA,-68.342,NA,NA,NA
70149,-0.873574,4.0117,-3.66981,NA,NA,NA,NA,NA,NA,-239.118,NA
70307,-1.99078,2.90632,-4.58386,NA,NA,NA,-93.386,NA,NA,NA,NA
70522,-1.89393,3.56036,-3.97217,NA,NA,NA,-80.772,NA,NA,NA,NA
70794,-1.91278,2.11817,-4.36091,NA,NA,NA,NA,-163.078,NA,NA,NA
70925,-2.16857,3.35849,-3.83087,NA,NA,NA,NA,-94.822,NA,NA,NA
71098,-2.49464,4.8961,-4.20431,NA,NA,NA,NA,-86.578,NA,NA,NA
71320,-1.45002,4.60463,-3.7409,NA,NA,NA,NA,NA,NA,-101.855,NA
71597,-1.74373,4.4874,-3.47344,NA,NA,NA,NA,NA,NA,-139.774,NA
71705,-1.58631,3.56809,-3.08592,NA,NA,NA,NA,NA,NA,-231.168,NA
71825,-2.61637,3.02374,-3.68959,NA,NA,NA,NA,NA,NA,-191.321,NA
72153,-3.90453,4.2387,-4.24412,NA,NA,NA,NA,NA,NA,-175.596,NA
72278,-2.44145,3.9973,-3.6503,NA,NA,NA,-97.308,NA,NA,NA,NA
72462,-3.23131,4.60806,-3.87459,NA,NA,NA,NA,-125.385,NA,NA,NA
72721,-2.45442,4.67716,-4.51564,NA,NA,NA,-77.746,NA,NA,NA,NA
72925,-2.22003,4.49836,-3.82468,NA,NA,NA,NA,-87.458,NA,NA,NA
73111,-2.74148,4.15653,-3.14924,NA,NA,NA,NA,-136.992,NA,NA,NA
73386,-2.46219,3.93946,-3.67032,NA,NA,NA,NA,NA,-96.683,NA,NA
73519,-3.33248,3.81662,-3.21697,NA,NA,NA,NA,-154.084,NA,NA,NA
73722,-2.67087,3.43025,-4.3582,NA,NA,NA,NA,-87.874,NA,NA,NA
73979,-3.06754,4.86189,-4.72969,NA,NA,NA,NA,NA,-100.524,NA,NA
74031,-2.34606,4.67544,-3.69617,NA,NA,NA,NA,-98.476,NA,NA,NA
74220,-1.80154,3.6114,-4.69039,NA,NA,NA,NA,-15.399,NA,NA,NA
74536,-2.9184,3.86375,-3.43329,NA,NA,NA,NA,-121.393,NA,NA,NA
74663,-3.09766,4.91707,-3.53238,NA,NA,NA,NA,NA,-142.97,NA,NA
74908,-2.24677,4.72777,-4.29654,NA,NA,NA,NA,-78.234,NA,NA,NA
75062,-2.70159,4.23093,-4.77201,NA,NA,NA,NA,-57.494,NA,NA,NA
75250,-2.22986,4.75695,-4.53208,NA,NA,NA,-73.597,NA,NA,NA,NA
75421,-1.81461,4.3628,-4.73045,NA,NA,-117.913,NA,NA,NA,NA,NA
75662,-1.59798,4.43501,-4.20013,NA,NA,NA,NA,NA,NA,-107.075,NA
75999,-2.31652,4.52939,-3.24181,NA,NA,NA,NA,-136.711,NA,NA,NA
76184,-2.75687,4.53229,-4.53406,NA,NA,NA,-76.92,NA,NA,NA,NA
76368,-3.06716,4.74723,-4.8091,NA,NA,NA,NA,NA,-101.052,NA,NA
76556,-2.31094,4.18371,-4.30799,NA,NA,NA,NA,-62.441,NA,NA,NA
76754,-0.742437,4.74413,-4.71525,NA,NA,NA,NA,-123.995,NA,NA,NA
76855,-3.07184,3.55565,-3.58526,NA,NA,NA,NA,NA,-121.009,NA,NA
77099,-2.185,4.11818,-4.50745,NA,NA,NA,-65.754,NA,NA,NA,NA
77311,-3.07445,4.82102,-4.32791,NA,NA,-163.612,NA,NA,NA,NA,NA
77475,-3.60749,4.4689,-4.27709,NA,NA,NA,-133.84,NA,NA,NA,NA
77630,-4.04968,4.56914,-4.46596,NA,NA,NA,NA,-163.202,NA,NA,NA
77870,-3.98538,4.17491,-4.97078,NA,NA,NA,NA,-145.989,NA,NA,NA
78014,-1.38905,4.32031,-4.48697,NA,-168.358,NA,NA,NA,NA,NA,NA
78374,-2.50584,4.29993,-4.85694,NA,NA,-105.346,NA,NA,NA,NA,NA
78459,-2.57406,4.82861,-4.10422,NA,NA,NA,NA,NA,NA,-112.917,NA
78708,-1.81832,3.31302,-3.40959,NA,NA,NA,NA,-130.559,NA,NA,NA
78896,-1.26922,2.9683,-3.26966,NA,NA,NA,NA,NA,NA,-310.763,NA
79114,-1.09246,4.69657,-3.46568,NA,NA,NA,NA,NA,-136.862,NA,NA
79377,-2.42489,4.66406,-3.12041,NA,NA,NA,NA,-151.676,NA,NA,NA
79559,-1.98639,2.93984,-4.83931,NA,NA,NA,-48.91,NA,NA,NA,NA
79761,-2.53138,2.80904,-4.64452,NA,NA,NA,NA,NA,NA,-130.72,NA
79922,-3.6857,2.76656,-4.35819,NA,NA,NA,NA,NA,NA,-163.724,NA
80155,-3.93001,3.13923,-4.91561,NA,NA,NA,-154.922,NA,NA,NA,NA
80248,-2.85176,3.4227,-4.33599,NA,NA,NA,NA,NA,-86.904,NA,NA
80495,-3.32392,4.12494,-4.17442,NA,NA,NA,NA,NA,-105.922,NA,NA
80710,-2.84561,4.49732,-4.9849,NA,NA,NA,NA,-74.902,NA,NA,NA
80984,-2.12257,4.62102,-4.84174,NA,NA,NA,NA,NA,-56.728,NA,NA
81055,-1.25355,4.46335,-4.4745,NA,NA,NA,-70.832,NA,NA,NA,NA
81358,-1.06972,3.13203,-4.03927,NA,NA,NA,NA,-138.084,NA,NA,NA
81594,-2.10423,2.95236,-4.948,NA,NA,NA,NA,NA,NA,-76.888,NA
81643,-3.18954,2.65457,-4.23381,NA,NA,NA,NA,NA,-129.06,NA,NA
81977,-2.91892,2.91771,-4.02998,NA,NA,NA,NA,NA,-118.078,NA,NA
82093,-2.00341,3.76184,-3.73634,NA,NA,NA,-98.836,NA,NA,NA,NA
82364,-1.39027,4.47432,-3.87604,NA,NA,NA,NA,NA,NA,-133.512,NA
82595,0.864836,4.6371,-3.67629,NA,NA,NA,-342.217,NA,NA,NA,NA
82734,-0.0111736,3.5491,-4.77759,NA,NA,NA,NA,-222.381,NA,NA,NA
82818,0.147901,2.48383,-4.726,NA,NA,NA,-220.861,NA,NA,NA,NA
83010,-0.834348,2.368,-4.66011,NA,NA,NA,NA,NA,-236.464,NA,NA
83355,-2.23478,3.53544,-4.68773,NA,NA,NA,NA,-48.078,NA,NA,NA
83429,-1.11637,3.40433,-4.90871,NA,NA,NA,NA,NA,NA,-175.225,NA
83683,-1.76192,3.74858,-4.59251,NA,NA,NA,NA,-18.741,NA,NA,NA
83801,-1.23152,3.99072,-4.84311,NA,NA,NA,NA,-22.538,NA,NA,NA
84155,-0.422566,4.61005,-4.21035,NA,NA,NA,NA,NA,-118.899,NA,NA
84280,-2.28409,4.5605,-3.39873,NA,NA,NA,NA,-113.803,NA,NA,NA
84495,-1.53548,3.1549,-3.81627,NA,NA,NA,NA,NA,NA,-182.223,NA
84628,-2.11097,2.83198,-3.84493,NA,NA,-258.525,NA,NA,NA,NA,NA
84904,-2.29598,4.12416,-4.28827,NA,NA,NA,-52.863,NA,NA,NA,NA
85033,-2.46279,3.46582,-4.96314,NA,NA,NA,-62.686,NA,NA,NA,NA
85284,-1.59022,4.24571,-3.89838,NA,NA,NA,NA,NA,NA,-109.659,NA
85434,-2.05807,3.10226,-4.316,NA,NA,NA,NA,-79.851,NA,NA,NA
85655,-1.3958,4.02368,-4.0425,NA,NA,NA,NA,-73.835,NA,NA,NA
85866,-1.7156,3.92654,-4.81734,NA,NA,NA,-25.378,NA,NA,NA,NA
86084,-2.3688,3.89569,-3.2608,NA,NA,NA,NA,NA,NA,-144.931,NA
86312,-1.76472,3.25237,-3.49652,NA,NA,NA,NA,NA,NA,-175.082,NA
86497,-2.59258,3.14987,-2.38778,NA,NA,NA,NA,-234.6,NA,NA,NA
86663,-2.87363,2.06961,-4.02044,NA,NA,NA,NA,-177.776,NA,NA,NA
86888,-2.87583,2.61982,-4.12097,NA,NA,NA,NA,-126.4,NA,NA,NA
87180,-2.56602,1.8405,-3.71054,NA,NA,NA,-236.733,NA,NA,NA,NA
87381,-2.946,4.02831,-4.74266,NA,NA,NA,NA,-72.904,NA,NA,NA
87518,-1.64012,4.13568,-3.83785,NA,NA,NA,-92.353,NA,NA,NA,NA
87734,-1.54819,4.4051,-4.74886,NA,NA,NA,NA,-48.969,NA,NA,NA
87982,-1.85311,4.90593,-4.69645,NA,NA,NA,NA,NA,-73.443,NA,NA
88128,-2.26593,4.12137,-4.84948,NA,NA,NA,NA,-49.562,NA,NA,NA
88382,-2.49636,3.73952,-3.57439,NA,NA,NA,NA,-104.955,NA,NA,NA
88579,-1.73001,4.24237,-4.91167,NA,NA,NA,NA,-40.787,NA,NA,NA
88761,-3.1804,3.91849,-4.85739,NA,NA,NA,NA,-87.705,NA,NA,NA
88992,-4.54273,3.72721,-4.67522,NA,NA,NA,NA,-201.015,NA,NA,NA
89082,-4.11681,4.32405,-3.77579,NA,NA,NA,NA,-187.866,NA,NA,NA
89281,-3.09407,3.59535,-4.16178,NA,NA,NA,NA,NA,-95.867,NA,NA
89579,-4.75024,2.80729,-4.73371,NA,NA,NA,NA,-244.165,NA,NA,NA
89675,-3.81605,3.55174,-4.74002,NA,NA,NA,NA,NA,-134.863,NA,NA
89926,-2.77659,4.4512,-3.26717,NA,NA,NA,NA,NA,NA,-151.554,NA
90098,-2.84772,3.85732,-4.26955,NA,NA,NA,NA,-81.371,NA,NA,NA
90258,-4.73916,3.38271,-3.96459,NA,NA,NA,-246.862,NA,NA,NA,NA
90476,-4.25941,4.05041,-4.78797,NA,NA,NA,NA,NA,NA,-180.623,NA
90651,-4.38651,3.23532,-4.94118,NA,NA,NA,-194.415,NA,NA,NA,NA
90886,-2.63787,4.0807,-4.11567,NA,NA,-134.05,NA,NA,NA,NA,NA
91059,-2.5785,3.64816,-4.73751,NA,NA,NA,NA,-62.201,NA,NA,NA
91295,-1.61115,4.09005,-4.26774,NA,NA,NA,NA,NA,-59.773,NA,NA
91438,-0.133268,4.17985,-4.72516,NA,NA,NA,NA,NA,-228.385,NA,NA
91734,-0.704748,3.06198,-4.14299,NA,NA,NA,NA,NA,-210.563,NA,NA
91900,0.506156,4.11904,-3.97746,NA,NA,NA,NA,NA,-337.476,NA,NA
92187,0.0984785,3.5613,-4.44176,NA,NA,NA,NA,-258.826,NA,NA,NA
92298,-0.916945,3.55111,-4.48016,NA,NA,NA,NA,-85.427,NA,NA,NA
92487,-0.181789,3.53105,-4.75848,NA,NA,NA,NA,-174.891,NA,NA,NA
92789,-0.97495,3.97832,-3.82711,NA,NA,NA,-185.816,NA,NA,NA,NA
92997,-2.64788,4.54863,-4.8056,NA,NA,-136.802,NA,NA,NA,NA,NA
93099,-2.79271,4.6577,-4.28066,NA,NA,NA,-97.947,NA,NA,NA,NA
93285,-1.87538,4.18026,-4.42511,NA,NA,NA,NA,-46.535,NA,NA,NA
93514,-2.08451,3.81556,-4.56552,NA,NA,NA,NA,-35.473,NA,NA,NA
93659,-2.65893,3.43661,-3.58695,NA,NA,NA,NA,NA,NA,-147.987,NA
93982,-2.82958,4.18073,-4.22535,NA,NA,NA,NA,NA,NA,-109.299,NA
94041,-2.44233,4.10087,-4.73053,NA,NA,NA,NA,-54.957,NA,NA,NA
94252,-1.67642,3.27049,-4.78675,NA,NA,NA,NA,NA,-35.709,NA,NA
94424,-2.16298,3.67606,-4.50923,NA,NA,NA,NA,-43.405,NA,NA,NA
94797,-2.39037,2.23965,-4.42631,NA,NA,NA,NA,-158.187,NA,NA,NA
94873,-0.97436,3.72294,-4.75416,NA,NA,NA,NA,NA,-68.587,NA,NA
95151,-2.1696,4.0527,-3.25785,NA,NA,NA,NA,-126.288,NA,NA,NA
95216,-2.81376,3.50958,-3.78725,NA,NA,NA,-109.134,NA,NA,NA,NA
95505,-3.16134,3.96652,-4.80954,NA,NA,NA,NA,NA,-84.664,NA,NA
95674,-4.18074,4.37655,-4.41574,NA,NA,-196.344,NA,NA,NA,NA,NA
95935,-3.14825,4.96784,-4.16879,NA,NA,NA,NA,-117.218,NA,NA,NA
96040,-1.61626,3.46038,-3.97898,NA,NA,NA,-95.778,NA,NA,NA,NA
96400,-2.15681,2.01551,-3.60776,NA,NA,NA,NA,NA,-205.559,NA,NA
96599,-2.57193,2.76299,-4.61611,NA,NA,NA,NA,-102.894,NA,NA,NA
96617,-2.22459,2.3969,-4.04838,NA,NA,NA,NA,NA,NA,-204.241,NA
96931,-2.08253,3.07466,-4.74741,NA,NA,NA,-72.388,NA,NA,NA,NA
97199,-2.13456,3.71139,-4.19784,NA,NA,NA,-58.165,NA,NA,NA,NA
97239,-2.41658,3.37065,-3.03341,NA,NA,-205.166,NA,NA,NA,NA,NA
97588,-2.57409,3.56583,-3.50513,NA,NA,NA,NA,-111.997,NA,NA,NA
97654,-1.84452,4.62604,-2.9044,NA,NA,NA,NA,NA,NA,-202.231,NA
97959,-1.47716,3.84214,-3.10297,NA,NA,NA,NA,-134.837,NA,NA,NA
98168,-2.85416,3.6681,-2.67903,NA,NA,NA,NA,-191.071,NA,NA,NA
98329,-2.31637,4.13192,-3.15044,NA,NA,NA,NA,NA,NA,-180.996,NA
98474,-3.16905,4.85378,-4.24427,NA,NA,NA,-117.772,NA,NA,NA,NA
98684,-2.14079,3.87328,-4.84028,NA,NA,NA,NA,NA,NA,-69.709,NA
98893,-2.80199,3.60901,-3.94377,NA,NA,NA,-106.546,NA,NA,NA,NA
99052,-3.48259,3.36915,-3.2614,NA,NA,NA,NA,NA,-173.514,NA,NA
99243,-1.87658,4.17484,-3.99056,NA,NA,NA,NA,NA,NA,-114.176,NA
99460,-2.41876,4.91561,-4.53714,NA,NA,NA,NA,NA,-80.391,NA,NA
99624,-1.53674,4.44798,-4.89877,NA,NA,NA,-71.544,NA,NA,NA,NA
99828,-2.2838,3.87375,-4.65997,NA,NA,-116.398,NA,NA,NA,NA,NA
100012,-0.419571,4.90218,-4.91762,NA,NA,NA,NA,NA,NA,-203.961,NA
100303,-0.660268,3.60246,-2.87726,NA,NA,NA,NA,NA,NA,-345.032,NA
100483,-1.43364,3.5106,-4.97608,NA,NA,NA,-13.27,NA,NA,NA,NA
100730,-1.63447,3.8048,-4.75271,NA,NA,NA,-4.926,NA,NA,NA,NA
100822,-1.52743,4.66411,-4.55532,NA,NA,NA,-74.41,NA,NA,NA,NA
101162,-2.42393,3.36624,-4.13428,NA,NA,NA,NA,-72.796,NA,NA,NA
101328,-3.40994,4.17075,-3.65065,NA,NA,NA,-134.665,NA,NA,NA,NA
101455,-3.42663,4.11505,-4.16719,NA,NA,NA,NA,NA,NA,-132.108,NA
101611,-1.24888,4.87511,-3.9856,NA,NA,NA,-117.744,NA,NA,NA,NA
101953,-1.74849,3.90211,-4.2212,NA,NA,NA,NA,-55.948,NA,NA,NA
102010,-1.74639,4.23207,-3.44628,NA,NA,NA,NA,-106.174,NA,NA,NA
102252,-1.09396,4.31648,-2.82597,NA,NA,NA,NA,-199.837,NA,NA,NA
102444,-2.0307,3.6045,-4.50095,NA,NA,NA,NA,-38.73,NA,NA,NA
102744,-1.62212,4.46375,-4.855,NA,NA,-123.426,NA,NA,NA,NA,NA
102914,-1.34017,3.59989,-4.83142,NA,NA,-182.225,NA,NA,NA,NA,NA
103035,-1.83811,4.26848,-4.77529,NA,NA,NA,NA,-38.81,NA,NA,NA
103295,-3.28758,3.43293,-4.81351,NA,NA,-165.406,NA,NA,NA,NA,NA
103489,-2.90856,2.86621,-3.99342,NA,NA,-171.398,NA,NA,NA,NA,NA
103624,-1.8199,2.66395,-4.43608,NA,NA,NA,NA,NA,NA,-177.376,NA
103818,-2.65878,3.166,-4.38442,NA,NA,NA,-95.498,NA,NA,NA,NA
104018,-3.15043,2.93946,-4.51777,NA,-231.566,NA,NA,NA,NA,NA,NA
104377,-2.5196,4.52169,-3.68612,NA,NA,-154.31,NA,NA,NA,NA,NA
104419,-2.53429,3.94838,-4.52564,NA,NA,NA,NA,NA,NA,NA,-211.887
104732,-1.15813,4.40962,-3.89459,NA,NA,NA,NA,NA,NA,-187.967,NA
104956,-2.321,4.80929,-4.40504,NA,NA,NA,NA,NA,NA,NA,-208.567
105081,-2.25077,4.22234,-3.66011,NA,NA,NA,NA,NA,NA,-149.474,NA
105302,-3.0333,4.16009,-4.2443,NA,NA,NA,NA,NA,NA,-115.918,NA
105588,-3.19862,4.17614,-3.92583,NA,NA,-142.56,NA,NA,NA,NA,NA
105677,-3.94136,4.27297,-4.87167,NA,NA,-170.245,NA,NA,NA,NA,NA
105994,-2.26065,3.65323,-3.84786,NA,NA,NA,NA,NA,NA,-126.621,NA
106009,-1.76247,3.96776,-4.93883,NA,NA,NA,NA,NA,NA,-82.008,NA
106292,-1.50112,4.37693,-4.65732,NA,NA,NA,-66.428,NA,NA,NA,NA
106451,-3.45519,3.15996,-4.47055,NA,NA,NA,NA,NA,NA,-143.845,NA
106685,-2.24372,3.90754,-4.72756,NA,NA,NA,NA,-34.653,NA,NA,NA
106830,-0.961153,4.21516,-4.95369,NA,NA,NA,-77.742,NA,NA,NA,NA
107020,-1.80952,4.53973,-4.77928,NA,NA,NA,NA,-48.302,NA,NA,NA
107300,-3.69914,4.93113,-3.91931,NA,NA,NA,NA,-162.803,NA,NA,NA
107536,-2.66181,4.88658,-4.76752,NA,NA,NA,NA,-81.712,NA,NA,NA
107697,-3.12469,3.42238,-4.06924,NA,NA,NA,NA,NA,NA,-133.369,NA
107916,-3.46349,3.5412,-4.26178,NA,NA,NA,-126.354,NA,NA,NA,NA
108033,-1.65206,3.38374,-4.83451,NA,NA,NA,NA,-23.739,NA,NA,NA
108232,-0.756028,4.76267,-4.85555,NA,NA,NA,NA,-154.911,NA,NA,NA
108413,-1.68631,3.3759,-4.27902,NA,NA,-81.462,NA,NA,NA,NA,NA
108737,-2.70911,4.37016,-4.21762,NA,NA,NA,NA,NA,NA,-127.95,NA
108882,-1.48319,4.99166,-4.68396,NA,NA,-131.882,NA,NA,NA,NA,NA
109010,-1.0265,4.65098,-4.71961,NA,NA,NA,NA,NA,NA,-156.875,NA
109386,-2.50902,4.46671,-3.87557,NA,NA,NA,NA,NA,NA,-110.657,NA
109553,-1.90296,4.72563,-4.42113,NA,NA,NA,NA,-69.499,NA,NA,NA
109776,-1.21528,4.56095,-4.67235,NA,NA,NA,-77.342,NA,NA,NA,NA
109913,-2.46291,4.28894,-4.71709,NA,NA,-108.844,NA,NA,NA,NA,NA
110107,-2.78755,2.75478,-4.19506,NA,NA,NA,NA,NA,NA,-147.479,NA
110344,-1.76361,3.65897,-4.87797,NA,NA,NA,NA,NA,NA,-66.56,NA
110559,-2.6583,4.81703,-4.83107,NA,NA,NA,-83.7,NA,NA,NA,NA
110749,-2.73899,3.96937,-4.65683,NA,NA,NA,-69.741,NA,NA,NA,NA
110845,-2.85038,3.65785,-3.54111,NA,NA,NA,NA,NA,-116.671,NA,NA
111117,-3.09249,4.49229,-3.84478,NA,NA,NA,NA,-110.132,NA,NA,NA
111390,-3.00859,4.40065,-4.32766,NA,NA,NA,NA,NA,NA,-112.164,NA
111594,-1.99031,4.49999,-4.30315,NA,NA,NA,NA,NA,NA,-98.609,NA
111781,-1.88908,3.99347,-4.25239,NA,NA,NA,NA,-46.883,NA,NA,NA
111814,-1.4982,4.46251,-4.18299,NA,NA,NA,NA,NA,NA,-100.788,NA
112114,-0.204578,4.81404,-4.46689,NA,NA,NA,NA,-176.191,NA,NA,NA
112266,-3.32031,4.64301,-4.18992,NA,NA,NA,NA,-111.444,NA,NA,NA
112576,-2.61496,4.57124,-4.87993,NA,NA,NA,NA,NA,NA,-71.166,NA
112797,-3.06587,4.85576,-4.86862,NA,NA,NA,NA,-94.102,NA,NA,NA
112929,-1.97495,4.72404,-4.44284,NA,NA,NA,NA,-64.52,NA,NA,NA
113112,-2.47635,4.58602,-4.97964,NA,NA,NA,NA,NA,NA,-97.805,NA
113202,-2.52444,3.90549,-4.95111,NA,NA,-125.013,NA,NA,NA,NA,NA
113576,-3.00039,4.86551,-3.67139,NA,NA,NA,NA,NA,NA,-146.025,NA
113799,-3.40268,3.21645,-4.71292,NA,NA,NA,NA,NA,-112.433,NA,NA
113890,-1.24728,3.76207,-4.5153,NA,NA,NA,-31.935,NA,NA,NA,NA
114198,-1.4254,3.51816,-4.87692,NA,NA,NA,NA,-4.213,NA,NA,NA
114218,-1.43076,3.12437,-4.48638,NA,NA,NA,NA,NA,NA,-165.964,NA
114447,-2.11971,4.68469,-4.16288,NA,NA,NA,-83.119,NA,NA,NA,NA
114789,-2.59213,3.63582,-4.5765,NA,NA,NA,-68.02,NA,NA,NA,NA
114823,-2.29196,4.2516,-4.69344,NA,NA,NA,NA,NA,NA,-57.509,NA
115151,-1.17451,4.09104,-4.80415,NA,NA,NA,-38.121,NA,NA,NA,NA
115302,-1.69219,3.95966,-4.96496,NA,NA,NA,NA,-14.842,NA,NA,NA
115424,-1.54119,3.46016,-3.88716,NA,NA,NA,NA,-96.463,NA,NA,NA
115701,-3.39904,4.30103,-4.79217,NA,NA,NA,-112.029,NA,NA,NA,NA
115904,-3.14936,4.22158,-3.60989,NA,NA,NA,NA,-119.206,NA,NA,NA
116161,-2.59136,4.17363,-4.11041,NA,NA,NA,NA,-82.073,NA,NA,NA
116370,-1.36772,4.85336,-4.36584,NA,NA,NA,NA,-73.483,NA,NA,NA
116412,-2.07685,4.73709,-3.37726,NA,NA,NA,NA,-110.346,NA,NA,NA
116648,-1.45215,4.85951,-2.57218,NA,NA,NA,-235.512,NA,NA,NA,NA
116896,-1.79701,4.13085,-4.70377,NA,NA,NA,-45.158,NA,NA,NA,NA
117020,-2.9355,2.68852,-4.18272,NA,NA,NA,NA,-125.871,NA,NA,NA
117359,-3.38021,3.90084,-4.12613,NA,NA,NA,-108.161,NA,NA,NA,NA
117519,-3.55111,3.92353,-3.11267,NA,NA,NA,NA,-186.066,NA,NA,NA
117626,-3.10488,3.90285,-4.02619,NA,NA,NA,NA,-97.186,NA,NA,NA
117846,-3.76554,4.24421,-4.04416,NA,NA,NA,-143.583,NA,NA,NA,NA
118151,-2.98766,4.55785,-4.36173,NA,NA,NA,NA,NA,NA,-125.631,NA
118247,-3.44981,4.61673,-4.61617,NA,NA,NA,NA,-112.088,NA,NA,NA
118448,-2.07124,4.34165,-4.31612,NA,NA,NA,NA,-72.475,NA,NA,NA
118797,-1.75074,4.57276,-4.56953,NA,NA,-133.865,NA,NA,NA,NA,NA
118857,-2.38759,4.01379,-4.39495,NA,NA,NA,-61.785,NA,NA,NA,NA
119096,-1.94372,3.12991,-4.36697,NA,NA,NA,NA,NA,NA,-112.385,NA
119222,-2.09928,3.58283,-4.6634,NA,NA,NA,NA,NA,NA,-101.695,NA
119544,-0.450975,3.54439,-4.3725,NA,NA,NA,-159.021,NA,NA,NA,NA
119797,-1.5018,4.62662,-4.11731,NA,NA,NA,NA,-78.966,NA,NA,NA
119828,-1.13385,4.66647,-4.04025,NA,NA,NA,NA,NA,-105.228,NA,NA
120176,-1.53554,3.81258,-3.52483,NA,NA,NA,NA,NA,NA,-193.431,NA
120356,-1.52615,4.04479,-4.33202,NA,NA,NA,-63.739,NA,NA,NA,NA
120506,-2.30949,3.91163,-4.46441,NA,NA,NA,NA,NA,-49.94,NA,NA
120735,-2.42696,2.83267,-4.20988,NA,NA,NA,NA,-111.765,NA,NA,NA
