id,x0,x1,x2,fitness6,fitness5.5,fitness6.5,fitness8,fitness8.5,fitness7.5,fitness7,fitness9,fitness9.5,fitness4.5,fitness3.5,fitness4,fitness5
47660,7.9615,7.47448,6.01061,NA,NA,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA
47931,7.92652,8.04369,6.42212,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
48152,7.33324,6.59852,7.04469,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA,NA
48203,7.37333,6.99704,7.62115,NA,NA,NA,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA
48511,6.98507,7.45233,8.46226,NA,NA,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA
48702,7.32028,8.09045,7.47923,NA,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA
48887,8.26186,7.86997,7.29652,NA,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA
49105,7.6701,8.50354,7.73975,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA,NA
49210,7.74713,7.92055,8.5591,NA,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA
49509,8.29417,6.97852,7.97935,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA
49728,7.33001,7.58547,8.55505,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
49909,7.89903,7.64162,8.54867,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA
50059,7.39617,7.65691,8.85277,NA,NA,NA,NA,NA,NA,0.724,NA,NA,NA,NA,NA,NA
50289,8.02644,7.83796,9.28128,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA
50441,7.86612,7.53581,8.1393,NA,NA,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA
50727,7.77639,7.32506,8.32035,NA,NA,NA,NA,NA,0.872,NA,NA,NA,NA,NA,NA,NA
50974,7.26841,7.08621,7.80144,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
51038,8.32672,7.11666,7.66836,NA,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
51376,6.89617,7.52874,8.05999,NA,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA
51539,8.23279,7.75293,8.08239,NA,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51660,7.39501,7.35989,7.47131,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA
51803,7.61501,7.55754,7.33631,NA,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA,NA,NA
52023,8.66516,7.44949,7.50612,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA
52305,8.20982,7.20514,8.10116,NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA
52577,7.78563,8.11941,7.87373,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA
52601,6.9346,8.44916,8.14628,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA
52894,8.80224,7.67371,8.1552,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
53118,8.17956,7.51297,7.54803,NA,NA,NA,NA,NA,0.928,NA,NA,NA,NA,NA,NA,NA
53380,6.84128,7.76494,7.4207,NA,NA,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA
53599,7.43888,7.92102,7.512,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA,NA
53705,8.35618,8.53426,7.70434,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
53805,8.20953,7.95686,7.5764,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
54094,7.32337,7.19776,6.58133,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA
54347,7.66907,8.02207,7.0514,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA
54566,7.89475,6.90057,6.91841,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA
54682,8.20521,7.5136,6.98849,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
54972,8.87523,8.04859,8.50474,NA,NA,NA,NA,NA,NA,0.563,NA,NA,NA,NA,NA,NA
55050,8.77608,8.06917,8.47737,NA,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA,NA
55333,8.08386,7.30489,8.16247,NA,NA,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
55414,7.7686,8.60277,7.32785,NA,NA,NA,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA
55794,7.73426,7.06391,8.4608,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA
55955,7.84598,7.74491,7.89199,NA,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA
56047,7.59688,8.14567,7.89944,NA,NA,NA,NA,NA,0.912,NA,NA,NA,NA,NA,NA,NA
56251,7.86296,7.6537,8.39365,NA,NA,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA
56450,8.22571,7.2797,6.94673,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA
56742,8.34332,7.67242,7.4426,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA
56814,8.23365,7.69638,7.71995,NA,NA,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA
57086,8.94707,7.3572,7.0789,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA
57399,8.57732,7.70217,8.50336,NA,NA,NA,NA,NA,NA,0.588,NA,NA,NA,NA,NA,NA
57488,8.72388,7.67493,8.21456,NA,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA
57767,8.02014,8.11356,8.65697,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA
57843,7.59669,8.06537,7.90127,NA,NA,NA,NA,NA,0.964,NA,NA,NA,NA,NA,NA,NA
58053,8.14506,7.59871,8.49596,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA
58363,7.89562,6.87847,9.66833,NA,NA,NA,NA,NA,NA,0.357,NA,NA,NA,NA,NA,NA
58446,7.291,7.3022,8.14654,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
58661,7.79633,7.94375,7.42216,NA,NA,NA,0.969,NA,NA,NA,NA,NA,NA,NA,NA,NA
58965,8.05785,8.54757,7.92799,NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA
59176,7.26162,7.90312,7.34529,NA,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA
59368,7.20244,7.5841,7.13882,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA
59568,7.94668,7.75794,7.22344,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
59707,8.2893,8.52539,7.80385,NA,NA,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA
59993,8.0887,8.14258,8.7518,NA,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA
60145,7.69655,7.14105,8.14251,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
60277,8.07206,6.90487,8.08208,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA
60468,6.83355,7.0328,7.33931,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA
60795,7.73259,8.35396,7.76241,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA
60899,7.10908,8.11571,7.4862,NA,NA,NA,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA
61065,8.33878,8.60115,7.46058,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
61312,6.77947,7.75095,7.79964,NA,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA
61472,6.84765,7.72993,7.68212,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA
61646,7.5628,8.1432,8.16686,NA,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA
61978,7.26067,8.63793,8.35635,NA,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA
62117,7.33302,8.05475,7.93555,NA,NA,NA,NA,0.798,NA,NA,NA,NA,NA,NA,NA,NA
62254,6.90537,7.47739,7.95854,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA
62459,7.64905,7.66198,7.94721,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA
62667,6.86236,7.51941,8.34381,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA
62952,7.67632,8.06436,7.42659,NA,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63036,7.99586,7.25324,7.68917,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA
63277,7.1666,7.389,6.74162,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
63567,8.06038,6.10485,8.36903,NA,NA,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA
63719,8.08108,6.70443,7.96704,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
63834,7.84115,7.66301,9.4592,NA,NA,NA,NA,NA,0.596,NA,NA,NA,NA,NA,NA,NA
64099,7.98575,6.52372,8.1133,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA
64311,9.02462,7.07929,9.24007,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
64454,7.23566,8.42655,7.53079,NA,NA,NA,NA,NA,0.85,NA,NA,NA,NA,NA,NA,NA
64714,8.68719,7.57114,6.91973,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA
64954,8.4929,8.6906,8.38846,NA,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA
65042,7.16025,8.22231,8.74432,NA,NA,NA,NA,NA,0.708,NA,NA,NA,NA,NA,NA,NA
65274,7.14945,7.07036,8.26162,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
65497,7.72423,8.32792,8.23848,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
65637,7.29364,7.00206,7.8708,NA,NA,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA
65940,7.44989,7.49611,8.44523,NA,NA,NA,NA,NA,0.879,NA,NA,NA,NA,NA,NA,NA
66051,8.24843,7.46317,7.73562,NA,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA
66348,7.66702,7.69637,7.55133,NA,NA,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA
66401,7.44336,7.19548,6.50814,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA
66621,8.19314,7.33705,7.24761,NA,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA
66824,8.06954,7.05604,8.37566,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA
67032,7.44569,7.03371,8.45391,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA,NA,NA,NA
67382,6.85824,7.13496,9.02393,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA
67507,7.2226,8.13774,7.33309,NA,NA,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA
67647,7.9335,6.97473,7.59896,NA,NA,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA
67979,7.74425,7.71622,7.66786,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68094,7.59426,7.91089,8.29237,NA,NA,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA
68230,8.25397,6.69733,7.74431,NA,NA,NA,NA,NA,NA,0.612,NA,NA,NA,NA,NA,NA
68436,8.27739,7.80387,7.05544,NA,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
68711,7.37008,7.71048,7.92348,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA
68839,7.68187,6.89475,7.90437,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA
69124,8.49497,6.94034,6.83134,NA,NA,NA,NA,NA,0.587,NA,NA,NA,NA,NA,NA,NA
69365,7.35862,9.09391,7.80481,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA
69533,7.4309,10.0435,8.06463,NA,NA,NA,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA
69694,8.02451,8.79424,7.07642,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA
69925,7.84211,6.90249,8.16664,NA,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA
70056,8.01785,8.07088,8.02966,NA,NA,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA,NA
70360,8.0716,8.07501,7.42082,NA,NA,NA,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA
70593,7.83079,8.46912,7.77519,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
70649,7.75964,8.54767,8.45352,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
70833,7.88565,7.96211,8.24915,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA
71081,7.92932,7.79172,7.33541,NA,NA,NA,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA
71336,7.76232,7.72736,7.7965,NA,NA,NA,NA,NA,0.968,NA,NA,NA,NA,NA,NA,NA
71586,7.75888,7.73528,8.4102,NA,NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA,NA,NA
71721,8.68147,6.87134,7.75054,NA,NA,NA,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA
71928,7.94192,6.64399,7.51192,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA
72028,7.5595,7.21562,7.86348,NA,NA,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA
72340,8.48504,7.61378,7.92129,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA
72452,7.55307,7.20333,8.63455,NA,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA
72635,7.47246,6.7345,8.98996,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA,NA,NA,NA
72930,7.43333,7.64689,7.63564,NA,NA,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA
73048,7.36645,7.54574,8.10697,NA,NA,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA
73374,6.73891,7.96492,7.30095,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA
73510,7.90917,8.15993,7.79792,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
73715,7.4784,8.11264,8.01244,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA
73992,7.58526,7.75317,7.85411,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA
74062,8.64203,8.57738,7.91065,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA
74326,7.79354,8.08528,8.59537,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA
74512,7.56421,7.3208,8.088,NA,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA
74737,7.01823,6.80622,8.1148,NA,NA,NA,NA,NA,0.685,NA,NA,NA,NA,NA,NA,NA
74834,7.16781,6.47303,8.01432,NA,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA,NA
75003,7.41537,8.13262,8.07654,NA,NA,NA,NA,NA,0.916,NA,NA,NA,NA,NA,NA,NA
75369,7.82943,8.05992,9.04907,NA,NA,NA,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA
75584,7.19659,7.56035,8.49372,NA,NA,NA,NA,NA,0.805,NA,NA,NA,NA,NA,NA,NA
75693,7.71677,7.43164,7.82244,NA,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA
75855,8.70896,7.21055,8.40974,NA,NA,NA,NA,NA,NA,0.546,NA,NA,NA,NA,NA,NA
76109,8.1225,7.4476,8.60596,NA,NA,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA
76216,8.49677,7.88443,7.05476,NA,NA,NA,NA,NA,NA,0.624,NA,NA,NA,NA,NA,NA
76459,7.1336,7.3185,7.77358,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA
76614,7.33286,7.34739,7.92587,NA,NA,NA,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA
76825,7.49644,7.31947,7.36933,NA,NA,NA,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA
77039,8.18373,6.94395,7.62122,NA,NA,NA,NA,NA,0.829,NA,NA,NA,NA,NA,NA,NA
77391,7.64406,7.16036,7.88877,NA,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
77406,7.00362,6.97294,7.19161,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA
77797,7.67499,8.0806,6.22462,NA,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA
77856,7.68073,7.01642,6.85453,NA,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
78151,7.99387,7.91522,7.01283,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA
78301,7.55447,8.20392,7.64636,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA
78540,7.49074,7.90038,7.62328,NA,NA,NA,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA
78624,7.28225,7.62899,7.1888,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
78845,7.03625,7.70967,7.61507,NA,NA,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA
79159,7.60473,7.27678,7.41604,NA,NA,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA
79375,7.68268,8.10861,8.63925,NA,NA,NA,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA
79592,7.50482,7.52588,7.09583,NA,NA,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA
79768,7.43123,7.61291,8.03517,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA,NA,NA
79946,8.62722,7.43244,7.92451,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA,NA
80181,7.92183,7.24118,7.04453,NA,NA,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA
80281,7.87369,6.30508,8.45535,NA,NA,NA,NA,0.415,NA,NA,NA,NA,NA,NA,NA,NA
80456,8.47651,7.31604,8.24174,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA
80663,8.33213,8.23867,8.6602,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA,NA,NA
80852,7.45419,6.74617,8.25012,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA
81084,6.71213,7.23195,7.60085,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA
81355,7.07776,6.9701,8.39453,NA,NA,NA,NA,NA,NA,0.578,NA,NA,NA,NA,NA,NA
81594,7.12636,7.67265,8.11593,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA
81781,7.59303,8.21356,8.75639,NA,NA,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA
81906,7.21561,8.0832,7.08204,NA,NA,NA,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA
82051,7.20395,6.92585,8.20396,NA,NA,NA,NA,NA,0.753,NA,NA,NA,NA,NA,NA,NA
82257,7.86497,8.30423,6.8811,NA,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA
82477,7.40939,8.25064,7.5064,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA
82632,6.86214,7.68336,6.99844,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
82837,7.13123,7.32199,7.79562,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA,NA,NA
83035,7.19529,8.04114,8.11141,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA
83255,8.06525,8.01368,8.18655,NA,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA
83434,7.82522,7.68372,7.44098,NA,NA,NA,NA,NA,0.976,NA,NA,NA,NA,NA,NA,NA
83769,7.37006,7.12555,7.3165,NA,NA,NA,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA
83811,7.96055,8.0501,7.01933,NA,NA,NA,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA
84196,7.75991,7.40632,6.70372,NA,NA,NA,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA
84275,8.42113,7.43534,8.92234,NA,NA,NA,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
84522,9.05177,7.25407,7.85558,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA
84603,7.95603,7.05116,8.00704,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA
84861,7.72621,6.9458,7.89553,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA
85076,7.01371,8.03388,7.28346,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA,NA
85365,7.66258,8.35556,6.85207,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA
85591,8.73992,7.64895,6.89193,NA,NA,NA,NA,NA,0.653,NA,NA,NA,NA,NA,NA,NA
85748,8.18726,8.03238,8.27654,NA,NA,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA
85997,7.81605,8.17018,8.37426,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA
86053,7.61575,7.62405,8.44312,NA,NA,NA,NA,NA,0.887,NA,NA,NA,NA,NA,NA,NA
86210,7.48922,7.5065,9.20427,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
86498,8.28707,6.59854,7.61375,NA,NA,NA,NA,0.599,NA,NA,NA,NA,NA,NA,NA,NA
86628,8.05059,7.83589,7.5826,NA,NA,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
86898,7.65205,7.042,7.56492,NA,NA,NA,NA,NA,0.897,NA,NA,NA,NA,NA,NA,NA
87113,7.6655,8.73323,7.21823,NA,NA,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA
87278,8.3862,8.26308,7.68034,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
87572,8.41365,7.59624,7.88233,NA,NA,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA
87774,7.58137,7.64068,7.58939,NA,NA,NA,0.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
87801,7.52833,7.26906,8.3055,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
88094,7.75956,6.99121,8.4038,NA,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA
88269,7.88474,7.64464,7.90331,NA,NA,NA,NA,0.903,NA,NA,NA,NA,NA,NA,NA,NA
88519,7.4078,7.81796,7.97617,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
88734,7.75784,7.20208,8.22494,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA
88996,6.84417,7.75496,7.82919,NA,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
89077,7.51189,8.16513,7.14876,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
89385,7.43845,8.3238,7.66848,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA
89473,7.18965,8.63286,8.11959,NA,NA,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
89640,8.2025,8.44397,8.42607,NA,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA,NA
89932,8.54405,8.41675,7.40535,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
90123,8.75047,7.86571,6.89975,NA,NA,NA,NA,NA,NA,0.559,NA,NA,NA,NA,NA,NA
90390,8.89015,8.32024,7.22304,NA,NA,NA,NA,NA,0.659,NA,NA,NA,NA,NA,NA,NA
90406,9.21638,8.3764,7.09844,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
90780,8.47284,7.76099,7.65275,NA,NA,NA,NA,NA,NA,0.831,NA,NA,NA,NA,NA,NA
90857,8.07809,7.20918,7.64008,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA
91074,8.10953,7.42294,8.11894,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91348,8.4411,8.59915,8.3798,NA,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA
91574,7.91784,7.97644,8.11543,NA,NA,NA,NA,0.838,NA,NA,NA,NA,NA,NA,NA,NA
91770,8.33629,7.11687,8.17498,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA
91989,8.55387,7.06696,7.60447,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
92075,6.90606,7.70625,8.03157,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA
92253,7.45258,8.17626,6.67821,NA,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA,NA
92535,7.0879,7.66496,7.81103,NA,NA,NA,0.882,NA,NA,NA,NA,NA,NA,NA,NA,NA
92715,8.93273,7.88496,7.72455,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA
92900,8.50465,8.0405,8.31266,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA,NA
93178,8.28606,7.26312,7.37135,NA,NA,NA,NA,NA,NA,NA,0.627,NA,NA,NA,NA,NA
93204,9.04171,7.25134,8.15438,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA
93477,7.75944,7.93229,6.99481,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA
93760,8.53675,7.97244,7.71808,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA
93959,8.10545,8.43474,7.79639,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA,NA
94113,8.53017,6.79229,7.94472,NA,NA,NA,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA
94386,8.09944,7.01066,8.33529,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA,NA
94451,8.11975,7.32619,8.28666,NA,NA,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
94705,8.09959,7.8707,8.0202,NA,NA,NA,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA
94851,7.85805,7.48595,7.88141,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
95050,8.52316,7.73169,8.44944,NA,NA,NA,NA,NA,0.784,NA,NA,NA,NA,NA,NA,NA
95214,7.00443,7.24585,7.48078,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
