id,x0,x1,x2,fitness1.5,fitness0.5,fitness1,fitness-0.5,fitness-1,fitness0,fitness-1.5,fitness-3,fitness-4.5,fitness-2.5,fitness-2,fitness2.5,fitness-3.5,fitness-4,fitness-5,fitness3,fitness3.5,fitness5,fitness4,fitness2,fitness4.5
32481,0.218949,-0.649942,0.34638,NA,NA,NA,NA,NA,97.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32622,-0.792868,-0.994424,-0.39732,NA,NA,NA,3433.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32957,-0.777644,1.26479,-1.26347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1656.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33079,-2.04851,2.18075,0.293552,NA,NA,NA,NA,NA,NA,579.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33345,-1.53023,2.52937,-1.26534,NA,NA,NA,NA,NA,339.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33451,-1.07788,3.94027,-0.78191,NA,198.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33730,-1.76222,3.74308,-2.00656,NA,NA,36.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33912,-2.73609,4.43458,-1.86901,-8.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34144,-0.753816,4.1049,-1.56085,NA,1838.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34280,0.763163,4.17617,-2.31964,NA,NA,NA,104.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34440,0.115493,1.76992,-1.72248,NA,NA,NA,NA,NA,-11.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34621,1.75067,0.557168,-1.88259,NA,NA,NA,56.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34963,1.0164,0.99586,-1.81496,NA,NA,NA,NA,NA,NA,10.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35012,0.711277,-0.631552,-2.89121,NA,NA,NA,NA,NA,NA,NA,251.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35385,-0.14927,-1.19148,-3.57579,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35554,-1.20336,0.211624,-2.78706,NA,NA,NA,110.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35705,-1.37551,1.40124,-2.0975,NA,NA,NA,1025.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35834,-1.53258,-1.84215,-2.14151,NA,NA,NA,615.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36049,-3.40377,-0.132014,-1.00954,NA,151.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36335,-2.62369,-1.18516,-0.410155,NA,73.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36494,-2.11535,-1.69726,-1.13328,NA,NA,NA,-20.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36700,-1.45839,-1.71256,-0.188046,NA,NA,NA,1659.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36864,-1.56173,-2.28639,-2.12792,NA,NA,NA,NA,42.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37180,-1.45473,-2.01532,-1.15929,NA,NA,NA,988.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37317,-0.952542,-1.87437,-1.99377,NA,NA,NA,NA,228.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37492,-1.30304,-2.23044,-2.36262,NA,NA,NA,NA,NA,NA,212.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37691,-0.528417,-1.43588,-2.06422,NA,NA,NA,2648.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37806,-3.38074,-1.89624,-3.33489,NA,NA,NA,NA,NA,68.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38117,-2.31439,-0.413855,-4.56729,NA,NA,NA,NA,NA,NA,-38.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38233,-3.0086,-1.84783,-3.84536,NA,NA,NA,116.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38474,-1.2431,-1.50233,-4.31194,NA,NA,NA,800.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38631,-1.49188,-1.21071,-3.80992,NA,NA,NA,NA,NA,NA,1246.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38843,-1.3187,0.237603,-4.09417,NA,NA,NA,NA,177.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39120,-1.23104,0.0270879,-3.08071,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39270,-1.51407,-0.00518572,-2.08897,NA,NA,NA,NA,NA,NA,3161.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39588,-0.810595,-0.710316,-2.86267,NA,NA,NA,NA,NA,NA,5145.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39601,-1.2311,-0.754379,-3.31514,NA,NA,NA,NA,240.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39909,-0.549346,-0.88981,-3.34379,NA,NA,NA,798.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40077,0.256049,-0.759187,-3.09282,NA,NA,NA,NA,NA,532.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40374,0.490872,-0.779822,-1.39339,NA,NA,NA,3446.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40441,-0.0178602,-0.307465,-2.55715,NA,NA,NA,NA,317.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40744,0.0180388,0.360062,-2.57888,NA,NA,NA,NA,307.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40830,-0.573899,-0.755484,-2.42694,NA,NA,NA,3213.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41102,-0.841802,-0.866484,-2.1096,NA,NA,NA,4017.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41285,-0.554058,-2.55505,-3.76024,NA,NA,NA,89.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41533,-0.235152,-1.40976,-3.18421,NA,NA,58.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41785,-0.58002,-2.69863,-2.43795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.965,NA,NA,NA,NA,NA
41973,-1.75633,-1.85294,-1.12281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.048,NA,NA
42026,0.360202,-1.45449,-1.51892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.403,NA,NA,NA,NA,NA,NA,NA,NA,NA
42213,-0.185867,-0.75434,-1.88488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
42428,0.347818,-1.62741,-1.57376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.367,NA,NA,NA,NA
42793,-0.304446,-1.64991,-1.0784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.378,NA
42864,1.35107,-1.66887,-1.48922,NA,266.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43034,-0.498662,-2.05877,-2.11916,NA,NA,254.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43328,-0.737718,-0.404415,-2.51842,NA,NA,526.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43466,-0.635615,-1.24973,-2.46392,NA,226.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43796,0.0700253,-1.36026,-3.59062,93.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43939,-0.34047,-1.22362,-3.23693,NA,65.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44058,-0.139233,0.277481,-3.92169,NA,294.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44375,-1.08693,-0.783117,-2.9227,NA,NA,NA,NA,NA,656.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44561,-0.101016,0.451711,-3.29765,NA,NA,NA,NA,63.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44761,-0.496446,1.04929,-3.10185,NA,NA,NA,44.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44855,-1.27889,3.19344,-2.66897,NA,NA,NA,NA,236.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45027,-1.07284,2.41804,-1.97408,NA,NA,NA,NA,NA,36.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45336,-2.21211,2.24508,-1.45789,NA,213.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45517,-2.43005,2.72017,-1.7149,NA,50.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45719,-0.908599,2.57489,-1.32213,NA,NA,188.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45896,-0.520235,3.14412,-1.48416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.025,NA,NA,NA,NA,NA,NA,NA,NA,NA
46094,0.233465,3.74451,-1.58706,NA,NA,NA,NA,NA,788.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46273,1.10098,4.84059,-1.68867,NA,NA,NA,66.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46471,2.18636,4.70599,-0.715166,NA,NA,NA,NA,4034.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46678,2.36943,4.49943,-1.03289,NA,NA,NA,NA,NA,NA,80.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46968,1.29109,4.48715,-1.47598,NA,NA,NA,410.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47188,1.20664,4.60784,-0.299369,NA,NA,NA,NA,219.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47354,1.48735,4.58272,0.914405,NA,NA,NA,NA,NA,NA,106.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47404,2.27626,4.32456,-1.22342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47751,1.60049,3.61159,-0.77844,NA,NA,NA,NA,NA,NA,180.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47995,-0.326087,3.51661,-0.0106992,NA,NA,NA,NA,NA,NA,133.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48045,-0.202517,4.57726,-0.200575,NA,NA,NA,NA,2376.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48286,0.0959468,4.59026,-0.554738,NA,NA,NA,NA,NA,NA,108.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48586,0.376042,3.41329,-0.968442,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48650,0.0706925,2.22523,-1.81193,NA,NA,NA,NA,51.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48941,-0.143778,2.088,-1.6638,NA,NA,NA,NA,NA,NA,415.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49015,0.430843,3.00431,-2.29762,NA,NA,NA,NA,-0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49227,-0.655085,2.88227,-1.73264,NA,NA,NA,NA,NA,235.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49545,-0.279844,2.80489,0.390659,NA,NA,NA,NA,NA,NA,803.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49637,-0.00857674,2.96805,0.667016,NA,NA,NA,NA,118.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49930,-0.752263,2.76509,0.749857,NA,NA,NA,NA,NA,NA,301.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50178,0.12422,4.17466,0.937215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50289,-0.900501,3.42509,-1.11748,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50431,-3.08426,3.79075,-0.309981,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50705,-2.15562,4.18369,-1.05579,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50951,-2.23675,4.64896,-1.83609,NA,NA,NA,NA,NA,NA,NA,117.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51189,-2.20722,4.84037,-1.01527,NA,NA,NA,NA,NA,NA,NA,525.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51216,-2.63201,4.75943,0.319972,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51512,-2.94976,4.067,-0.745887,NA,NA,NA,NA,NA,NA,1298.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51623,-2.74958,4.66355,-0.121945,NA,NA,NA,NA,24.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51963,-1.10268,4.75909,-1.31435,NA,NA,NA,NA,NA,NA,1874.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52045,0.807582,4.59012,-2.15686,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52400,0.267146,4.57816,-0.688539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52429,-0.388335,4.13062,-1.94937,NA,NA,NA,654.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52710,-1.62788,4.28291,-0.700569,NA,NA,NA,NA,NA,1801.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52880,-1.54534,3.39786,-0.672213,NA,NA,NA,NA,NA,760.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53162,-2.04627,2.84705,-1.68302,NA,NA,239.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53365,-1.70047,2.29911,-0.851885,238.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53463,-1.6287,3.02638,-0.651869,NA,81.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53743,-1.3987,3.68076,0.229806,NA,NA,NA,NA,NA,78.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53978,-0.638156,3.26655,0.43246,NA,NA,NA,NA,NA,948.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54064,-0.835985,4.43239,0.934443,NA,505.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54347,-0.63931,3.969,2.16076,NA,NA,NA,NA,NA,34.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54554,0.869041,4.09603,1.26499,NA,106.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54622,0.841283,4.57102,3.1629,NA,NA,NA,NA,NA,188.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54989,0.62312,3.77334,4.5144,NA,NA,NA,NA,-0.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55125,0.0393381,4.9631,2.80154,NA,NA,NA,NA,NA,255.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55238,0.33344,4.62575,2.52435,NA,NA,NA,NA,157.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55479,0.0025502,4.36283,3.44973,NA,NA,NA,NA,NA,NA,NA,130.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55632,-0.251427,4.14725,2.09436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55804,-0.313478,3.99283,2.67564,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56078,-0.788496,4.86621,2.44531,NA,NA,NA,NA,NA,NA,NA,566.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56253,-2.05258,3.07746,2.45743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.585,NA,NA,NA,NA,NA,NA,NA,NA
56418,-2.58637,2.51418,0.447813,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56793,-0.770851,3.46553,1.81267,NA,NA,NA,455.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56829,-0.197806,4.05495,1.85176,NA,NA,NA,119.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57031,0.586859,4.96772,2.51378,NA,NA,NA,NA,-10.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57284,0.131039,4.26724,3.59099,NA,NA,NA,19.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57534,0.667755,4.21881,2.79156,NA,43.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57762,0.43225,3.57931,3.14533,NA,26.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57894,1.58677,4.56444,2.77169,NA,NA,NA,NA,8.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58084,1.87857,4.92196,3.34414,NA,NA,NA,NA,NA,821.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58392,3.32553,4.44955,4.69512,NA,NA,NA,NA,1138.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58405,0.253203,2.82673,4.0676,NA,NA,NA,NA,NA,60.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58676,-0.545828,2.27228,3.12684,NA,NA,NA,NA,NA,268.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58873,-1.57987,2.39413,4.03845,NA,NA,NA,NA,403.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59172,-2.49307,2.43316,4.90519,NA,NA,NA,NA,NA,590.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59292,-1.50748,3.11099,4.38906,NA,NA,NA,NA,1382.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59502,-0.523288,1.68735,4.42302,NA,NA,NA,287.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59615,-1.22602,1.63551,4.99483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59968,-1.68715,2.72964,4.0899,NA,NA,NA,NA,NA,NA,354.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60005,-1.88733,1.98914,4.87612,NA,NA,NA,NA,397.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60386,0.00355483,2.29092,3.89917,NA,NA,NA,NA,NA,210.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60508,0.0447273,2.39379,3.65238,NA,NA,NA,NA,NA,145.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60761,-1.19147,1.94124,4.66085,NA,NA,NA,NA,846.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60824,-0.546806,0.32003,4.31866,NA,NA,NA,NA,NA,NA,938.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61155,-1.28961,0.398983,4.28632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61318,-2.66794,1.95462,4.19698,NA,NA,NA,NA,NA,NA,126.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61440,-1.35541,3.31149,3.82018,NA,NA,NA,NA,NA,NA,1058.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61676,-1.90254,2.31348,4.92627,NA,108.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61973,-1.48259,0.234544,4.19947,NA,5.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62126,-0.721071,0.305706,4.90349,NA,2395.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62359,-2.33327,1.83319,4.26105,NA,NA,NA,23.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62566,-2.42944,3.5285,4.91221,NA,NA,12.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62714,-2.58222,1.96462,4.90979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
62963,-1.10275,1.8653,3.94631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.294,NA,NA,NA,NA,NA
63049,-1.10407,0.251546,4.1829,NA,68.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63378,-1.15718,1.63051,4.65559,NA,NA,NA,NA,284.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63468,-0.779513,0.686528,4.72739,NA,NA,NA,NA,NA,NA,3623.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63605,0.551002,0.213887,4.38249,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63882,-0.442783,0.0653203,1.70854,NA,NA,NA,NA,NA,NA,NA,3.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64032,-0.329636,0.706164,1.72457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64255,-0.29888,1.35234,2.73606,NA,NA,NA,NA,NA,NA,638.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64468,0.0502888,2.3803,2.23418,NA,NA,NA,NA,231.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64774,0.329218,4.38502,3.6044,NA,NA,NA,NA,387.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64989,0.375216,2.23154,2.07578,NA,NA,NA,32.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65012,-0.207909,2.18235,0.0938216,NA,NA,NA,NA,NA,NA,210.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65322,-0.886634,2.76449,0.887706,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
