id,x0,x1,x2,fitness-4.5,fitness-3,fitness-5,fitness-4,fitness-3.5,fitness-2.5
69578,-1.6192,4.15026,-4.81968,-29.83,NA,NA,NA,NA,NA
69719,-2.57534,3.52004,-4.97744,NA,NA,-67.476,NA,NA,NA
69809,-1.65813,3.94415,-4.9362,-10.568,NA,NA,NA,NA,NA
70001,-2.29711,4.20822,-4.62991,NA,NA,NA,NA,-76.774,NA
70362,-3.29477,3.7078,-4.09197,NA,NA,NA,NA,-131.208,NA
70470,-2.74288,2.66186,-4.75587,NA,NA,NA,-115.246,NA,NA
70623,-2.07977,4.03255,-3.90483,-77.051,NA,NA,NA,NA,NA
70918,-1.84693,4.15734,-4.85639,-34.205,NA,NA,NA,NA,NA
71002,-1.90986,4.51017,-4.59574,NA,NA,-56.63,NA,NA,NA
71275,-1.21961,4.45285,-4.36343,-74.698,NA,NA,NA,NA,NA
71468,-1.91626,3.28963,-4.81161,-41.004,NA,NA,NA,NA,NA
71601,-1.36458,4.10389,-4.97151,NA,NA,-52.309,NA,NA,NA
71894,-2.88429,4.01179,-3.81467,NA,NA,-101.415,NA,NA,NA
72131,-1.5208,4.78498,-4.98119,-67.97,NA,NA,NA,NA,NA
72263,-1.26838,4.23742,-3.60906,NA,NA,NA,-140.504,NA,NA
72584,-1.37925,4.18851,-4.70517,NA,NA,-65.912,NA,NA,NA
72610,-1.4171,4.85687,-4.61438,-82.396,NA,NA,NA,NA,NA
72850,-2.30471,3.74691,-4.41174,NA,NA,-46.278,NA,NA,NA
73085,-1.71817,4.36759,-3.37377,NA,NA,NA,-132.984,NA,NA
73292,-2.43982,4.05146,-4.43133,NA,NA,NA,NA,-82.214,NA
73556,-2.77554,4.15764,-4.68422,-67.025,NA,NA,NA,NA,NA
73696,-2.38136,4.90756,-4.00061,NA,NA,NA,NA,-120.995,NA
73899,-2.47403,3.22104,-4.20795,NA,NA,NA,NA,-120.235,NA
74153,-2.68516,3.91393,-4.08327,NA,NA,NA,NA,-109.301,NA
74269,-1.71764,4.06918,-4.31148,NA,NA,NA,-42.808,NA,NA
74439,-1.88063,3.54747,-4.59033,NA,NA,NA,-59.114,NA,NA
74733,-2.40043,4.09237,-4.66042,NA,NA,-54.641,NA,NA,NA
74934,-2.49273,4.5119,-4.8565,-62.236,NA,NA,NA,NA,NA
75107,-1.09399,4.46433,-4.56911,NA,NA,NA,-79.15,NA,NA
75205,-1.29788,4.57198,-4.64342,NA,NA,-66.75,NA,NA,NA
75521,-1.28344,4.59152,-4.81419,NA,NA,-62.871,NA,NA,NA
75698,-0.982021,3.21851,-4.74909,NA,NA,NA,-102.083,NA,NA
75947,-1.00359,3.17674,-4.6992,NA,NA,NA,-91.574,NA,NA
76043,-2.28983,3.61533,-4.99815,NA,NA,NA,-44.942,NA,NA
76337,-1.58291,4.72956,-3.97921,NA,NA,NA,-97.109,NA,NA
76465,-1.88506,4.02488,-4.6303,-36.012,NA,NA,NA,NA,NA
76785,-1.77612,3.00196,-4.4254,-94,NA,NA,NA,NA,NA
76959,-1.98169,3.61962,-4.97761,-34.084,NA,NA,NA,NA,NA
77134,-1.58005,4.10182,-4.04773,-68.225,NA,NA,NA,NA,NA
77285,-1.62602,4.52782,-4.44845,NA,NA,-60.427,NA,NA,NA
77438,-1.80592,3.88491,-4.97901,NA,NA,NA,-15.638,NA,NA
77622,-2.06516,4.40816,-4.0457,NA,NA,-73.475,NA,NA,NA
77888,-0.902884,4.56634,-4.36613,-101.386,NA,NA,NA,NA,NA
78129,-1.20615,4.22614,-3.61588,NA,NA,-116.53,NA,NA,NA
78382,-1.23356,4.41082,-4.09935,-88.063,NA,NA,NA,NA,NA
78546,-1.58114,4.65758,-4.3501,-69.658,NA,NA,NA,NA,NA
78676,-2.63257,3.70949,-4.30374,NA,NA,NA,-61.09,NA,NA
78994,-2.36431,4.82957,-4.20265,-82.884,NA,NA,NA,NA,NA
79106,-2.53029,3.62077,-4.6943,NA,NA,NA,-63.968,NA,NA
79262,-1.53321,3.20914,-4.83574,NA,NA,NA,-57.372,NA,NA
79596,-2.80469,4.25907,-3.74268,-99.926,NA,NA,NA,NA,NA
79697,-1.66425,4.09953,-4.52152,NA,NA,NA,-42.787,NA,NA
79928,-2.0281,4.84363,-4.47791,-68.528,NA,NA,NA,NA,NA
80200,-1.4763,4.30813,-4.77966,NA,NA,-50.918,NA,NA,NA
80400,-0.941053,4.15238,-4.37766,-74.735,NA,NA,NA,NA,NA
80469,-2.06288,3.91392,-4.37861,NA,NA,NA,-60.141,NA,NA
80780,-2.09491,4.45261,-4.40438,-60.606,NA,NA,NA,NA,NA
80980,-1.48463,4.65323,-4.24095,-79.618,NA,NA,NA,NA,NA
81097,-0.860235,4.51177,-4.1083,-119.499,NA,NA,NA,NA,NA
81330,-2.76868,3.33605,-3.44642,NA,NA,-124.996,NA,NA,NA
81581,-1.83031,2.84339,-4.57603,-89.213,NA,NA,NA,NA,NA
81734,-2.18352,3.04589,-4.99222,NA,NA,NA,-69.61,NA,NA
81825,-1.85377,4.29618,-4.63404,-45.48,NA,NA,NA,NA,NA
82195,-2.13145,4.31157,-4.40268,NA,NA,NA,NA,-78.061,NA
82397,-2.82352,4.25584,-4.18979,NA,NA,NA,-90.493,NA,NA
82467,-1.81028,4.88107,-3.12837,NA,NA,-142.985,NA,NA,NA
82785,-1.67413,4.913,-4.69503,NA,NA,NA,-75.222,NA,NA
82945,-3.18369,4.57946,-4.7826,NA,NA,NA,-97.846,NA,NA
83170,-2.17887,3.71436,-4.30092,-55.561,NA,NA,NA,NA,NA
83267,-1.74075,4.07883,-4.71251,-26.005,NA,NA,NA,NA,NA
83495,-3.24478,4.01367,-4.67115,NA,NA,-89.35,NA,NA,NA
83709,-2.38373,4.92855,-3.79221,-103.234,NA,NA,NA,NA,NA
83864,-2.22318,3.70071,-4.93014,-40.017,NA,NA,NA,NA,NA
84129,-3.19917,3.05401,-4.3783,-101.752,NA,NA,NA,NA,NA
84267,-1.83193,3.14659,-4.31364,-71.938,NA,NA,NA,NA,NA
84429,-2.44367,3.06698,-3.93621,-101.528,NA,NA,NA,NA,NA
84701,-2.32127,2.49234,-4.16854,NA,NA,-147.264,NA,NA,NA
84841,-1.77227,3.38732,-3.90333,NA,NA,-73.622,NA,NA,NA
85184,-1.37277,3.83924,-4.65319,-25.766,NA,NA,NA,NA,NA
85357,-1.61549,4.3875,-4.36651,NA,NA,-71.393,NA,NA,NA
85485,-2.4334,4.24749,-4.15585,NA,NA,NA,NA,-105.227,NA
85727,-1.7253,4.2057,-4.83772,NA,NA,NA,-34.147,NA,NA
85869,-2.69163,4.69613,-4.89711,NA,NA,NA,NA,-72.814,NA
86176,-2.12853,4.95147,-4.9998,NA,NA,NA,-80.304,NA,NA
86244,-2.15403,4.59385,-4.17471,NA,NA,-76.234,NA,NA,NA
86467,-1.61521,4.71265,-4.5174,NA,NA,NA,-75.253,NA,NA
86677,-1.47403,3.83836,-4.91253,-11.667,NA,NA,NA,NA,NA
86802,-1.22176,4.10283,-4.75397,-34.52,NA,NA,NA,NA,NA
87199,-2.02587,3.39478,-4.43736,-67.662,NA,NA,NA,NA,NA
87292,-2.2123,4.22367,-4.48892,-54.669,NA,NA,NA,NA,NA
87566,-2.65731,4.52166,-4.71346,NA,NA,-70.191,NA,NA,NA
87660,-1.83137,3.15616,-4.96023,NA,NA,NA,-67.051,NA,NA
87994,-1.38302,3.81293,-4.84314,NA,NA,NA,-14.872,NA,NA
88070,-2.01347,4.22099,-4.52799,-47.703,NA,NA,NA,NA,NA
88259,-2.1443,3.69074,-3.35821,NA,NA,NA,-123.507,NA,NA
88453,-2.21368,3.06221,-4.42342,-82.893,NA,NA,NA,NA,NA
88738,-2.48939,3.92929,-4.79608,-54.175,NA,NA,NA,NA,NA
88880,-0.958914,4.3965,-4.54844,-83.205,NA,NA,NA,NA,NA
89085,-1.55519,3.55197,-4.81847,NA,NA,-28.721,NA,NA,NA
89387,-1.33405,3.19509,-4.54882,NA,NA,-68.471,NA,NA,NA
89478,-3.33454,3.40822,-4.84223,NA,NA,NA,-89.374,NA,NA
89755,-2.33956,4.105,-4.47818,-51.347,NA,NA,NA,NA,NA
89804,-2.58858,3.94064,-4.84445,-59.781,NA,NA,NA,NA,NA
90071,-2.40893,4.84868,-4.80092,-67.595,NA,NA,NA,NA,NA
90380,-1.22907,3.9122,-4.93121,NA,NA,-37.148,NA,NA,NA
90407,-2.16079,4.85156,-4.90602,NA,NA,-70.315,NA,NA,NA
90658,-1.88849,3.72376,-4.98821,-22.228,NA,NA,NA,NA,NA
90923,-1.51981,3.35015,-4.36793,NA,NA,-58.857,NA,NA,NA
91100,-2.37743,4.19776,-4.1135,NA,NA,-79.644,NA,NA,NA
91372,-1.37843,4.07518,-4.87778,-25.04,NA,NA,NA,NA,NA
91497,-1.91794,3.71971,-4.5351,-39.005,NA,NA,NA,NA,NA
91689,-1.09679,4.31799,-4.59927,NA,NA,-68.732,NA,NA,NA
91977,-1.08206,3.93482,-4.73768,NA,NA,NA,-40.609,NA,NA
92160,-1.91446,3.81148,-4.90154,-26.35,NA,NA,NA,NA,NA
92395,-1.59309,3.40291,-4.62833,-21.772,NA,NA,NA,NA,NA
92472,-1.53701,3.68946,-4.2793,NA,NA,NA,-54.225,NA,NA
92665,-2.24868,3.89387,-4.52129,-49.027,NA,NA,NA,NA,NA
92947,-2.60717,3.36615,-4.54448,NA,NA,NA,NA,-107.03,NA
93057,-3.28539,4.19003,-4.66818,NA,NA,-97.183,NA,NA,NA
93274,-2.84159,4.54354,-4.6572,NA,NA,NA,NA,-96.77,NA
93462,-2.39895,4.74077,-4.58077,-69.95,NA,NA,NA,NA,NA
93770,-1.69456,4.28612,-4.30012,-60.675,NA,NA,NA,NA,NA
93843,-0.4965,3.87837,-4.51114,NA,NA,NA,-145.405,NA,NA
94033,-2.17984,4.78379,-4.03929,NA,NA,NA,-89.961,NA,NA
94264,-2.73015,4.83537,-4.63033,NA,NA,NA,-85.386,NA,NA
94527,-2.68751,4.67114,-4.8566,NA,NA,NA,NA,-112.36,NA
94800,-1.63547,3.56029,-4.46681,-29.455,NA,NA,NA,NA,NA
94970,-1.63445,4.02121,-3.85278,-84.153,NA,NA,NA,NA,NA
95191,-1.36013,4.97518,-4.71077,-78.003,NA,NA,NA,NA,NA
95371,-2.23842,4.67106,-4.1291,-85.671,NA,NA,NA,NA,NA
95420,-2.14525,4.8479,-4.34509,-73.503,NA,NA,NA,NA,NA
95660,-1.18565,4.93412,-4.32917,NA,NA,-98.314,NA,NA,NA
95894,-1.57123,3.92944,-4.11826,-61.316,NA,NA,NA,NA,NA
96037,-2.30714,4.84373,-4.88854,-60.799,NA,NA,NA,NA,NA
96252,-1.67196,4.04774,-3.7652,NA,NA,NA,-108.237,NA,NA
96427,-2.24445,3.05035,-3.75219,-98.255,NA,NA,NA,NA,NA
96610,-2.73617,4.56949,-3.43149,-120.369,NA,NA,NA,NA,NA
96824,-2.28876,4.25171,-4.68564,NA,NA,NA,-59.404,NA,NA
97106,-1.8598,4.14057,-4.87345,-30.82,NA,NA,NA,NA,NA
97273,-1.86779,3.5811,-3.20527,NA,NA,-139.483,NA,NA,NA
97554,-2.214,4.8146,-4.11025,NA,NA,NA,-90.638,NA,NA
97636,-1.14334,3.73871,-4.4566,NA,NA,NA,-55.087,NA,NA
97895,-1.89119,3.35759,-4.66059,NA,NA,NA,-42.677,NA,NA
98139,-1.53111,3.89869,-4.63461,NA,NA,-38.812,NA,NA,NA
98332,-3.34866,4.66467,-4.81973,NA,NA,-105.743,NA,NA,NA
98520,-2.44345,3.659,-3.45897,NA,NA,NA,-119.912,NA,NA
98706,-1.98426,4.79768,-4.89695,NA,NA,NA,-77.345,NA,NA
98942,-2.47977,4.81069,-4.34274,NA,NA,NA,-91.479,NA,NA
99014,-2.74776,3.97882,-3.91832,NA,NA,NA,-100.401,NA,NA
99241,-1.8384,4.08902,-3.86553,NA,NA,NA,NA,-137.518,NA
99438,-2.35885,3.49721,-4.0233,NA,NA,NA,-89.959,NA,NA
99785,-2.93637,4.76353,-4.57492,NA,NA,NA,-96.064,NA,NA
99843,-3.29564,4.77124,-3.62884,-147.743,NA,NA,NA,NA,NA
100025,-1.47357,3.57134,-3.89741,-91.864,NA,NA,NA,NA,NA
100326,-0.904433,3.86964,-4.94507,NA,NA,-67.037,NA,NA,NA
100517,-2.47507,3.99352,-4.77912,-51.898,NA,NA,NA,NA,NA
100642,-2.56335,3.53501,-4.07339,NA,NA,-81.851,NA,NA,NA
100904,-2.31285,4.2466,-3.98163,-84.093,NA,NA,NA,NA,NA
101181,-2.08884,3.5427,-4.91004,NA,NA,NA,-32.658,NA,NA
101373,-2.81675,3.43821,-4.05226,NA,NA,NA,-100.945,NA,NA
101439,-1.15642,3.75863,-4.51395,-44.275,NA,NA,NA,NA,NA
101699,-1.80649,4.36274,-4.18862,-58.042,NA,NA,NA,NA,NA
101922,-1.39361,4.6525,-4.9918,NA,NA,NA,-78.674,NA,NA
102129,-1.22114,4.56779,-4.24353,NA,NA,-86.714,NA,NA,NA
102258,-1.96716,3.58464,-4.61432,NA,NA,-49.233,NA,NA,NA
102572,-1.13994,3.90151,-4.76309,NA,NA,NA,-20.156,NA,NA
102675,-1.37106,3.8978,-4.06259,-67.192,NA,NA,NA,NA,NA
102807,-1.65187,4.19973,-3.88404,-80.597,NA,NA,NA,NA,NA
103068,-2.44988,4.16436,-4.73351,NA,NA,NA,-58.947,NA,NA
103353,-2.05295,4.99881,-4.97213,NA,NA,NA,-82.929,NA,NA
103563,-1.53093,4.15572,-4.67981,NA,NA,-49.126,NA,NA,NA
103606,-1.49859,4.3508,-4.35236,-62.228,NA,NA,NA,NA,NA
103944,-1.14348,3.84284,-4.46894,-51.255,NA,NA,NA,NA,NA
104050,-1.2595,4.17062,-4.54912,NA,NA,NA,-60.808,NA,NA
104284,-2.24526,3.74447,-3.86842,NA,NA,NA,-126.652,NA,NA
104426,-2.83318,3.99625,-3.88454,-91.834,NA,NA,NA,NA,NA
104792,-2.486,4.15238,-4.26352,-68.864,NA,NA,NA,NA,NA
104980,-2.64349,3.5383,-4.47584,NA,NA,NA,-76.245,NA,NA
105071,-2.39017,4.2819,-3.67108,-89.72,NA,NA,NA,NA,NA
105227,-2.4213,4.41729,-4.64554,NA,NA,-62.235,NA,NA,NA
105464,-1.86051,3.23405,-4.57233,-52.167,NA,NA,NA,NA,NA
105607,-1.14564,2.99389,-4.34428,NA,NA,NA,-118.959,NA,NA
105942,-1.59501,4.58029,-4.63641,-54.6,NA,NA,NA,NA,NA
106010,-1.83066,4.76725,-4.84975,NA,NA,-65.664,NA,NA,NA
106316,-2.48931,4.4005,-3.86211,NA,NA,-87.579,NA,NA,NA
106464,-3.14039,4.22542,-3.95071,-102.38,NA,NA,NA,NA,NA
106783,-3.34583,4.32891,-4.40856,-108.45,NA,NA,NA,NA,NA
106885,-2.04338,3.07229,-4.47389,NA,NA,NA,-70.425,NA,NA
107112,-2.38896,4.22483,-4.23651,-65.148,NA,NA,NA,NA,NA
107265,-2.41391,4.46104,-4.43785,-63.483,NA,NA,NA,NA,NA
107530,-1.92202,3.65416,-4.72985,-25.6,NA,NA,NA,NA,NA
107679,-3.19844,4.63816,-4.79929,NA,NA,NA,-100.65,NA,NA
107815,-2.83201,4.25723,-4.90447,NA,NA,NA,-74.153,NA,NA
108129,-2.29196,4.10231,-4.47683,NA,NA,NA,NA,-79.984,NA
108210,-1.61659,4.00913,-4.81874,-24.737,NA,NA,NA,NA,NA
108424,-3.17516,3.90673,-3.55677,-127.302,NA,NA,NA,NA,NA
108697,-2.93736,3.7192,-3.2556,NA,NA,-125.955,NA,NA,NA
108846,-2.3532,4.02843,-3.67098,NA,NA,NA,-115.734,NA,NA
109096,-1.95395,4.45478,-4.89261,NA,NA,NA,-50.888,NA,NA
109381,-1.87549,4.53749,-4.82528,NA,NA,-55.305,NA,NA,NA
109584,-2.32868,3.49698,-4.69797,NA,NA,-50.967,NA,NA,NA
109751,-3.29631,4.60107,-4.94929,NA,NA,NA,NA,-107.929,NA
109929,-2.86681,4.23539,-4.60389,NA,NA,NA,NA,NA,-152.401
110009,-3.72677,3.83594,-4.38036,NA,NA,NA,-131.763,NA,NA
110282,-2.50478,4.59689,-4.99561,-66.445,NA,NA,NA,NA,NA
110561,-2.20877,4.62784,-4.95938,-57.411,NA,NA,NA,NA,NA
110653,-1.97516,4.5889,-3.94802,-85.372,NA,NA,NA,NA,NA
110884,-2.83673,4.95852,-4.76854,NA,NA,-93.64,NA,NA,NA
111138,-2.87828,4.26949,-3.91934,-101.059,NA,NA,NA,NA,NA
111324,-2.3269,4.1177,-4.21694,NA,NA,-68.463,NA,NA,NA
111509,-2.51371,2.44101,-3.15982,NA,NA,NA,-215.417,NA,NA
111644,-3.24271,2.61012,-4.23718,NA,NA,NA,-143.656,NA,NA
111938,-2.88528,4.5174,-4.3337,NA,NA,-85.959,NA,NA,NA
112150,-2.30094,4.74055,-4.63011,-68.528,NA,NA,NA,NA,NA
112288,-2.6865,4.70452,-4.5146,NA,NA,-85.998,NA,NA,NA
112529,-2.70534,3.71957,-4.33262,-63.479,NA,NA,NA,NA,NA
112772,-1.92421,4.35522,-4.71205,NA,NA,-56.858,NA,NA,NA
112936,-2.14433,4.60795,-4.24296,-67.075,NA,NA,NA,NA,NA
113047,-2.1084,3.71467,-4.6106,NA,NA,-46.444,NA,NA,NA
113318,-2.10776,4.47044,-4.80929,-52.028,NA,NA,NA,NA,NA
113447,-2.32277,2.6439,-4.87487,NA,NA,NA,-118.49,NA,NA
113603,-2.48014,3.74389,-4.61988,NA,NA,-62.107,NA,NA,NA
113942,-2.53336,4.25274,-4.65759,-56.174,NA,NA,NA,NA,NA
114143,-1.59303,3.84197,-4.10159,NA,NA,-65.644,NA,NA,NA
114278,-1.77346,4.44052,-4.50657,-49.809,NA,NA,NA,NA,NA
114461,-1.94636,3.55444,-4.61244,NA,NA,NA,NA,-80.258,NA
114604,-2.8854,4.51758,-4.26408,NA,NA,NA,NA,-110.91,NA
114973,-2.01611,4.38722,-4.76486,NA,NA,NA,NA,-82.809,NA
115094,-1.3929,4.4892,-4.99596,NA,NA,-60.856,NA,NA,NA
115364,-1.78071,4.20877,-4.90132,NA,NA,NA,-36.301,NA,NA
115498,-3.27315,3.43395,-4.53953,NA,NA,-96.616,NA,NA,NA
115627,-2.93059,4.51811,-4.6482,-79.151,NA,NA,NA,NA,NA
115965,-1.5639,4.73071,-4.83823,NA,NA,NA,-71.025,NA,NA
116104,-2.49337,4.21101,-4.87199,NA,NA,NA,NA,NA,-148.421
116347,-1.2867,4.17181,-4.43228,NA,NA,NA,-60.136,NA,NA
116422,-3.05018,3.81325,-4.54416,-83.117,NA,NA,NA,NA,NA
116603,-3.12597,4.43082,-4.17986,NA,NA,NA,-105.25,NA,NA
116954,-2.98833,4.10463,-4.41308,-76.058,NA,NA,NA,NA,NA
117040,-2.10063,3.04503,-4.81229,NA,NA,NA,-70.766,NA,NA
117205,-1.62341,3.49663,-3.59658,NA,NA,NA,NA,-152.176,NA
117419,-2.1584,4.40544,-4.41132,-61.027,NA,NA,NA,NA,NA
117604,-2.32778,2.6944,-4.16145,NA,NA,NA,-149.018,NA,NA
117976,-2.01315,4.10951,-3.92428,-75.7,NA,NA,NA,NA,NA
118111,-2.11309,3.30038,-4.96692,NA,NA,NA,-70.806,NA,NA
118258,-1.9177,3.0962,-4.53566,NA,NA,-77.107,NA,NA,NA
118446,-2.60129,3.75445,-4.65753,-64.264,NA,NA,NA,NA,NA
118742,-2.50783,4.54168,-4.36757,NA,NA,NA,-71.772,NA,NA
118925,-2.49169,4.92367,-4.93428,NA,NA,NA,NA,-104.245,NA
119079,-3.19503,4.34169,-4.47861,NA,NA,-92.226,NA,NA,NA
119371,-3.37889,4.5002,-3.96626,NA,NA,NA,-125.991,NA,NA
119552,-2.07131,4.09319,-4.95396,NA,NA,NA,-35.828,NA,NA
119601,-3.31019,4.87781,-4.05207,NA,NA,NA,-135.214,NA,NA
119916,-2.94024,3.56548,-4.67905,-76.531,NA,NA,NA,NA,NA
120085,-1.80608,3.01496,-4.90466,NA,NA,NA,-57.696,NA,NA
120292,-2.61026,4.01396,-4.86759,-60.444,NA,NA,NA,NA,NA
120568,-0.894451,3.37029,-4.1349,NA,NA,-127.018,NA,NA,NA
120748,-2.08114,4.9948,-4.10202,NA,NA,-88.539,NA,NA,NA
120911,-1.98188,4.36054,-4.51508,NA,NA,NA,-56.416,NA,NA
121106,-1.68426,4.14316,-4.864,NA,NA,NA,NA,-36.573,NA
121217,-1.76704,4.96553,-4.07996,NA,NA,NA,-94.73,NA,NA
121532,-2.50591,4.54004,-4.58109,-66.146,NA,NA,NA,NA,NA
121680,-2.29663,4.94649,-4.59408,NA,NA,NA,-80.38,NA,NA
121817,-2.26618,4.11543,-4.36136,-48.336,NA,NA,NA,NA,NA
122018,-1.46558,4.76463,-4.99828,NA,NA,NA,-72.098,NA,NA
122298,-3.19414,4.45042,-4.82037,-88.679,NA,NA,NA,NA,NA
122570,-2.24407,3.48012,-4.19294,-72.839,NA,NA,NA,NA,NA
122798,-1.39671,4.36932,-4.97018,NA,NA,-59.555,NA,NA,NA
122802,-1.43521,4.27793,-4.60196,-43.875,NA,NA,NA,NA,NA
123070,-2.21521,4.50633,-4.6478,-57.918,NA,NA,NA,NA,NA
123326,-3.01532,4.17548,-4.77567,NA,NA,NA,NA,-81.189,NA
123539,-2.00014,4.18624,-4.31472,NA,NA,NA,NA,-56.885,NA
123728,-2.36235,4.51408,-4.94843,NA,NA,NA,NA,-92.003,NA
123839,-2.60775,2.89417,-4.77438,NA,NA,NA,-86.082,NA,NA
124020,-3.30099,3.20331,-4.04754,NA,NA,NA,-124.788,NA,NA
124215,-1.15946,3.33535,-4.99294,NA,NA,NA,-55.271,NA,NA
124491,-1.53672,4.69366,-4.55799,-67.883,NA,NA,NA,NA,NA
124676,-2.7086,4.03408,-4.73878,-63.034,NA,NA,NA,NA,NA
124980,-2.53475,4.50211,-4.7196,NA,NA,NA,-66.663,NA,NA
125075,-1.90615,4.54135,-4.74896,-53.968,NA,NA,NA,NA,NA
125313,-2.02378,4.49018,-4.74864,-52.377,NA,NA,NA,NA,NA
125562,-1.76518,4.49565,-4.74837,-47.543,NA,NA,NA,NA,NA
125676,-1.51126,4.06044,-4.74068,NA,NA,NA,NA,-104.954,NA
125947,-1.42738,3.46624,-4.66196,-10.796,NA,NA,NA,NA,NA
126001,-1.61138,4.27282,-4.70852,NA,-164.351,NA,NA,NA,NA
126255,-2.66135,4.85606,-4.47716,NA,NA,NA,-97.507,NA,NA
126509,-2.39461,4.57368,-3.61434,NA,NA,-108.401,NA,NA,NA
126790,-2.84119,4.20931,-4.23763,-75.038,NA,NA,NA,NA,NA
126955,-1.20381,4.74982,-4.35143,NA,NA,NA,-101.724,NA,NA
127083,-2.04317,4.86907,-4.424,NA,NA,NA,NA,-108.241,NA
127318,-2.3015,4.62811,-4.72463,NA,NA,NA,-55.159,NA,NA
127599,-2.28792,4.63197,-3.37475,-133.104,NA,NA,NA,NA,NA
127668,-2.49651,4.41976,-4.53182,-65.233,NA,NA,NA,NA,NA
127880,-2.7471,4.75292,-4.13028,-91.918,NA,NA,NA,NA,NA
128199,-2.21652,4.00572,-4.27778,-57.824,NA,NA,NA,NA,NA
128331,-2.00402,3.22748,-4.84155,NA,NA,NA,-65.406,NA,NA
128564,-2.03394,3.77009,-4.4711,NA,NA,NA,NA,-85.516,NA
128786,-2.89936,4.15963,-4.89732,NA,NA,NA,-76.097,NA,NA
128845,-2.72785,3.63797,-4.71233,-67.19,NA,NA,NA,NA,NA
129190,-1.40761,4.89454,-4.46621,NA,NA,NA,-84.593,NA,NA
129393,-1.50455,4.38699,-4.54628,NA,NA,NA,-59.809,NA,NA
129467,-1.26335,3.66014,-4.66368,NA,NA,-48.351,NA,NA,NA
129644,-1.81087,4.45533,-4.72084,NA,NA,-52.205,NA,NA,NA
129830,-2.09548,4.21881,-3.89906,NA,NA,-88.174,NA,NA,NA
130123,-2.30931,3.77848,-4.36964,NA,NA,NA,-49.244,NA,NA
130208,-2.02524,3.48203,-3.62317,NA,NA,NA,-95.254,NA,NA
130450,-1.29385,4.81572,-4.46726,NA,NA,NA,-106.526,NA,NA
130643,-2.80875,4.46677,-4.44923,NA,NA,NA,-79.462,NA,NA
130888,-0.963501,4.57387,-4.14508,NA,NA,-101.996,NA,NA,NA
131163,-0.804918,4.0231,-4.89349,NA,NA,NA,-82.737,NA,NA
131218,-1.76604,4.02757,-4.75845,NA,NA,-38.037,NA,NA,NA
131453,-1.95131,3.86882,-4.16319,NA,NA,-72.067,NA,NA,NA
131736,-2.76145,3.95635,-4.57278,NA,NA,NA,-79.979,NA,NA
131950,-2.74831,3.17609,-4.724,NA,NA,-84.554,NA,NA,NA
132095,-2.2921,4.66227,-4.77899,-59.591,NA,NA,NA,NA,NA
132239,-1.72058,3.83549,-4.779,-15.967,NA,NA,NA,NA,NA
132483,-1.78663,4.80663,-4.67439,-60.887,NA,NA,NA,NA,NA
132610,-1.61429,4.24837,-4.62263,NA,NA,NA,-39.867,NA,NA
132965,-1.58631,4.60204,-4.68883,-54.885,NA,NA,NA,NA,NA
133043,-2.04101,3.91243,-4.32339,-34.124,NA,NA,NA,NA,NA
133363,-2.21631,4.01594,-4.69255,-42.445,NA,NA,NA,NA,NA
133553,-1.23656,3.00355,-4.67212,-85.306,NA,NA,NA,NA,NA
133733,-1.43753,2.68825,-4.9161,-112.95,NA,NA,NA,NA,NA
133922,-1.9837,3.25622,-4.18134,NA,NA,NA,-91.512,NA,NA
134003,-1.17083,3.61176,-3.97482,NA,NA,NA,-114.239,NA,NA
134388,-1.35656,4.40741,-4.2734,-69.746,NA,NA,NA,NA,NA
134529,-1.7851,4.31986,-4.90333,-46.763,NA,NA,NA,NA,NA
134614,-1.25075,4.24216,-4.4899,-56.615,NA,NA,NA,NA,NA
134805,-0.743086,2.98528,-4.83387,NA,NA,-109.235,NA,NA,NA
135143,-1.30089,2.60597,-4.20758,-161.679,NA,NA,NA,NA,NA
135303,-2.57269,3.28518,-4.68107,-68.771,NA,NA,NA,NA,NA
135492,-2.07646,4.61334,-4.87053,NA,NA,NA,-67.701,NA,NA
135795,-2.29397,3.47272,-4.32339,-48.777,NA,NA,NA,NA,NA
135863,-2.24064,2.51958,-4.0697,-135.141,NA,NA,NA,NA,NA
136066,-2.46143,4.11618,-4.27902,-64.04,NA,NA,NA,NA,NA
136338,-2.80556,4.61467,-4.64851,-78.31,NA,NA,NA,NA,NA
136562,-2.69134,4.28522,-4.95866,NA,NA,-72.092,NA,NA,NA
136740,-2.6716,4.42674,-4.91674,NA,NA,NA,-65.94,NA,NA
136854,-2.923,4.7007,-4.32309,-100.083,NA,NA,NA,NA,NA
137008,-2.15964,4.54071,-3.46312,-113.666,NA,NA,NA,NA,NA
137342,-2.30902,4.94898,-4.95702,-75.974,NA,NA,NA,NA,NA
137467,-3.34697,4.04644,-4.8413,NA,NA,-97.155,NA,NA,NA
137676,-2.90788,4.41629,-4.17359,-83.617,NA,NA,NA,NA,NA
137998,-2.50561,4.44472,-3.38679,NA,NA,-116.839,NA,NA,NA
138078,-1.93314,4.3954,-3.96852,NA,NA,NA,-98.687,NA,NA
138340,-2.44096,4.86387,-4.60501,NA,NA,NA,-86.781,NA,NA
138575,-2.72033,4.12141,-4.14852,NA,NA,-77.096,NA,NA,NA
138731,-3.14965,4.66672,-3.98565,-113.743,NA,NA,NA,NA,NA
138915,-3.12776,3.91987,-4.68848,-82.512,NA,NA,NA,NA,NA
