id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1,fitness-2,fitness-1.5,fitness-2.5,fitness-3,fitness-3.5,fitness-4,fitness-4.5,fitness-5,fitness0,fitness1
46939,3.06885,0.901387,-4.04967,NA,NA,NA,-66.473,NA,NA,NA,NA,NA,NA,NA,NA,NA
47033,3.46044,0.501344,-4.52696,NA,NA,NA,NA,NA,-109.37,NA,NA,NA,NA,NA,NA,NA
47361,1.98434,-0.0494924,-4.10882,NA,NA,NA,NA,NA,-152.782,NA,NA,NA,NA,NA,NA,NA
47527,1.74824,0.279076,-4.36405,NA,NA,NA,NA,NA,NA,NA,NA,-134.827,NA,NA,NA,NA
47786,1.89959,1.31794,-4.11759,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.903,NA,NA,NA
47809,0.778978,2.14948,-2.49212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-223.987,NA,NA
48055,0.827564,1.97015,-4.13238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-153.705,NA,NA
48348,1.35498,1.13489,-3.92873,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.96,NA,NA,NA
48585,3.17836,1.54809,-4.28627,NA,NA,NA,NA,NA,NA,NA,NA,-97.138,NA,NA,NA,NA
48704,3.88591,0.906407,-4.75706,NA,NA,NA,NA,NA,NA,NA,NA,-165.545,NA,NA,NA,NA
48836,2.28994,0.750553,-5,NA,NA,NA,-70.307,NA,NA,NA,NA,NA,NA,NA,NA,NA
49016,3.77433,1.11053,-4.08191,NA,NA,NA,-107.935,NA,NA,NA,NA,NA,NA,NA,NA,NA
49265,4.5328,0.609037,-4.30022,NA,NA,-218.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49561,2.80524,0.864757,-4.1106,NA,NA,NA,-62.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
49647,3.1738,0.93904,-5,NA,NA,NA,-78.157,NA,NA,NA,NA,NA,NA,NA,NA,NA
49865,3.07862,1.06454,-5,NA,NA,NA,NA,NA,-64.428,NA,NA,NA,NA,NA,NA,NA
50111,2.4497,2.5863,-5,NA,NA,NA,NA,-68.42,NA,NA,NA,NA,NA,NA,NA,NA
50244,2.12739,3.26126,-4.20933,NA,NA,NA,NA,-91.845,NA,NA,NA,NA,NA,NA,NA,NA
50563,1.17804,4.51956,-4.14804,NA,NA,-234.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50609,0.295136,5,-5,NA,NA,NA,NA,NA,-286.161,NA,NA,NA,NA,NA,NA,NA
50963,0.309553,3.46289,-4.20235,NA,NA,NA,NA,NA,NA,-126.729,NA,NA,NA,NA,NA,NA
51166,0.875789,1.91353,-5,NA,NA,NA,NA,NA,-39.174,NA,NA,NA,NA,NA,NA,NA
51209,0.801407,1.95551,-3.70839,NA,NA,NA,NA,NA,-41.114,NA,NA,NA,NA,NA,NA,NA
51562,1.57888,1.6558,-3.58568,NA,NA,NA,NA,NA,NA,-28.545,NA,NA,NA,NA,NA,NA
51762,2.59319,0.868963,-3.156,NA,NA,NA,NA,NA,-81.692,NA,NA,NA,NA,NA,NA,NA
51917,1.55254,1.42428,-3.18297,NA,NA,NA,NA,NA,-43.473,NA,NA,NA,NA,NA,NA,NA
52020,2.10018,1.97243,-3.29112,NA,NA,NA,NA,NA,NA,NA,NA,-81.386,NA,NA,NA,NA
52207,1.65023,0.607785,-4.23276,NA,NA,NA,NA,NA,NA,-65.636,NA,NA,NA,NA,NA,NA
52510,2.95731,0.633227,-4.60334,NA,NA,NA,NA,NA,-73.528,NA,NA,NA,NA,NA,NA,NA
52617,1.36622,0.758097,-3.77466,NA,NA,NA,NA,NA,NA,-60.166,NA,NA,NA,NA,NA,NA
52911,1.46296,2.62257,-4.44952,NA,NA,NA,NA,NA,NA,-27.954,NA,NA,NA,NA,NA,NA
53156,2.18399,2.58805,-4.91166,NA,NA,NA,NA,NA,-32.861,NA,NA,NA,NA,NA,NA,NA
53316,1.41759,2.66072,-5,NA,NA,NA,NA,-67.296,NA,NA,NA,NA,NA,NA,NA,NA
53413,1.73856,2.34095,-5,NA,NA,NA,-29.829,NA,NA,NA,NA,NA,NA,NA,NA,NA
53751,2.17903,2.70543,-5,NA,NA,NA,NA,-55.566,NA,NA,NA,NA,NA,NA,NA,NA
53921,1.45949,3.40369,-4.4413,NA,NA,NA,-79.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
54182,1.21044,2.52879,-4.77047,NA,NA,NA,NA,NA,-31.466,NA,NA,NA,NA,NA,NA,NA
54225,0.258129,2.88878,-5,NA,NA,NA,NA,NA,-92.707,NA,NA,NA,NA,NA,NA,NA
54414,0.179538,3.35575,-5,NA,NA,NA,-125.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
54775,1.26074,2.99496,-5,NA,NA,NA,NA,NA,NA,-60.45,NA,NA,NA,NA,NA,NA
55000,0.769214,1.91051,-5,NA,NA,NA,NA,NA,NA,-43.062,NA,NA,NA,NA,NA,NA
55115,0.707987,2.08706,-4.42675,NA,NA,NA,NA,NA,NA,-43.707,NA,NA,NA,NA,NA,NA
55390,0.106682,2.76323,-5,NA,NA,NA,NA,NA,NA,NA,-109.723,NA,NA,NA,NA,NA
55479,-0.00780786,2.4199,-5,NA,NA,NA,NA,NA,-94.015,NA,NA,NA,NA,NA,NA,NA
55702,0.244501,3.06187,-3.80321,NA,NA,NA,NA,NA,NA,NA,-125.107,NA,NA,NA,NA,NA
55930,2.32081,2.34284,-4.83806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-152.853,NA,NA
56179,2.44754,3.18551,-4.76721,NA,NA,NA,NA,NA,NA,NA,NA,-112.092,NA,NA,NA,NA
56202,2.69073,2.08468,-4.98004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.926,NA,NA
56437,1.69394,1.66631,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.293,NA,NA,NA
56762,1.24604,2.68323,-5,NA,NA,NA,NA,NA,NA,NA,NA,-87.762,NA,NA,NA,NA
56844,2.16618,1.70177,-3.91756,NA,NA,NA,-18.085,NA,NA,NA,NA,NA,NA,NA,NA,NA
57075,4.29305,1.00951,-3.61605,NA,NA,NA,NA,NA,-166.139,NA,NA,NA,NA,NA,NA,NA
57379,5,1.2701,-5,NA,NA,NA,NA,NA,-226.752,NA,NA,NA,NA,NA,NA,NA
57425,4.34532,2.38421,-5,NA,NA,NA,NA,NA,NA,NA,NA,-197.734,NA,NA,NA,NA
57780,3.58716,3.13957,-4.31511,NA,NA,NA,NA,NA,NA,NA,NA,NA,-212.011,NA,NA,NA
57840,2.60379,1.96385,-5,NA,NA,NA,NA,NA,NA,-39.284,NA,NA,NA,NA,NA,NA
58177,3.42148,1.77008,-3.38115,NA,NA,NA,NA,NA,NA,-99.482,NA,NA,NA,NA,NA,NA
58266,2.96779,1.56184,-3.49377,NA,NA,NA,NA,NA,NA,NA,-87.245,NA,NA,NA,NA,NA
58507,2.29714,2.57841,-2.97123,NA,NA,NA,-83.176,NA,NA,NA,NA,NA,NA,NA,NA,NA
58656,2.80754,2.52433,-3.10852,NA,NA,NA,NA,NA,-89.541,NA,NA,NA,NA,NA,NA,NA
58825,2.64142,1.54367,-4.01936,NA,NA,NA,-30.118,NA,NA,NA,NA,NA,NA,NA,NA,NA
59154,0.382061,1.71256,-3.05841,NA,NA,NA,NA,NA,NA,-99.521,NA,NA,NA,NA,NA,NA
59287,1.69831,0.960724,-5,NA,NA,NA,NA,NA,-37.907,NA,NA,NA,NA,NA,NA,NA
59522,1.85318,0.470928,-5,NA,NA,NA,NA,NA,-82.224,NA,NA,NA,NA,NA,NA,NA
59757,1.77964,0.364107,-4.97339,NA,NA,NA,NA,NA,NA,-93.58,NA,NA,NA,NA,NA,NA
59945,3.16467,1.41667,-5,NA,NA,NA,NA,NA,NA,NA,NA,-98.906,NA,NA,NA,NA
60184,2.60466,1.07678,-3.99079,NA,NA,NA,NA,NA,NA,NA,-61.59,NA,NA,NA,NA,NA
60356,3.2918,1.46369,-3.66844,NA,NA,NA,-74.745,NA,NA,NA,NA,NA,NA,NA,NA,NA
60597,2.68257,1.86398,-4.82547,NA,NA,NA,NA,NA,-29.34,NA,NA,NA,NA,NA,NA,NA
60714,3.2054,2.65456,-4.58841,NA,NA,NA,NA,NA,NA,NA,NA,-102.939,NA,NA,NA,NA
60911,3.10929,2.10051,-3.27721,NA,NA,NA,NA,NA,NA,-105.707,NA,NA,NA,NA,NA,NA
61127,2.17936,0.92828,-2.90835,NA,NA,NA,NA,NA,NA,NA,-103.595,NA,NA,NA,NA,NA
61250,2.79731,0.229986,-3.85594,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173.248,NA,NA,NA
61528,1.76011,-0.101817,-4.9668,NA,NA,NA,NA,NA,NA,NA,NA,NA,-231.902,NA,NA,NA
61742,1.36643,0.921562,-3.48697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.992,NA,NA
61849,1.11534,1.1065,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.785,NA,NA
62052,1.61231,0.322634,-4.82244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-201.33,NA,NA
62351,1.11315,1.93282,-4.6083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-144.214,NA,NA
62573,0.297813,2.30309,-5,NA,NA,NA,NA,NA,-70.36,NA,NA,NA,NA,NA,NA,NA
62681,1.20682,1.05842,-5,NA,NA,NA,NA,NA,NA,NA,-55.12,NA,NA,NA,NA,NA
62848,0.62535,0.914352,-4.99049,NA,NA,NA,NA,NA,-94.176,NA,NA,NA,NA,NA,NA,NA
63179,1.29108,2.87349,-5,NA,NA,NA,-53.126,NA,NA,NA,NA,NA,NA,NA,NA,NA
63305,0.219684,2.32993,-5,NA,NA,-127.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63471,0.300034,1.66713,-5,NA,NA,NA,-76.532,NA,NA,NA,NA,NA,NA,NA,NA,NA
63700,0.493855,1.7744,-4.23161,NA,NA,NA,NA,NA,NA,-57.082,NA,NA,NA,NA,NA,NA
63839,0.817228,1.26605,-4.23808,NA,NA,NA,NA,NA,NA,NA,-55.35,NA,NA,NA,NA,NA
64165,2.00628,1.02773,-3.9403,NA,NA,NA,NA,NA,NA,NA,NA,-81.683,NA,NA,NA,NA
64391,1.82655,1.35825,-5,NA,NA,NA,NA,NA,NA,NA,-33.356,NA,NA,NA,NA,NA
64461,0.780401,0.952482,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-137.712,NA,NA,NA
64663,1.68919,0.803238,-4.34645,NA,NA,NA,NA,NA,NA,-47.771,NA,NA,NA,NA,NA,NA
64871,1.83607,0.305266,-5,NA,NA,NA,NA,NA,-108.49,NA,NA,NA,NA,NA,NA,NA
65020,1.76761,1.15294,-4.29378,NA,NA,NA,NA,NA,-8.877,NA,NA,NA,NA,NA,NA,NA
65398,3.45859,1.01725,-5,NA,NA,NA,NA,NA,NA,-86.714,NA,NA,NA,NA,NA,NA
65587,3.3291,0.707896,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.897,NA,NA,NA
65631,3.8489,0.88314,-5,NA,NA,NA,NA,NA,NA,NA,NA,-148.84,NA,NA,NA,NA
65912,3.91276,1.92265,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-236.661,NA,NA
66182,3.52412,1.36926,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173.398,NA,NA,NA
66392,3.67393,0.64265,-4.29083,NA,NA,NA,NA,NA,NA,NA,NA,-139.403,NA,NA,NA,NA
66583,4.1495,1.57034,-4.74598,NA,NA,NA,NA,NA,NA,-130.151,NA,NA,NA,NA,NA,NA
66752,3.19196,2.71249,-4.89314,NA,NA,NA,NA,NA,NA,NA,-90.449,NA,NA,NA,NA,NA
66950,1.6503,3.06424,-5,NA,NA,NA,NA,NA,NA,NA,NA,-110.625,NA,NA,NA,NA
67179,1.6536,2.5694,-5,NA,NA,NA,NA,NA,NA,-38.963,NA,NA,NA,NA,NA,NA
67360,0.574004,2.61544,-5,NA,NA,NA,NA,NA,NA,NA,-91.678,NA,NA,NA,NA,NA
67527,1.10977,2.15016,-5,NA,NA,NA,NA,NA,NA,NA,-41.605,NA,NA,NA,NA,NA
67784,2.30634,1.67677,-3.19528,NA,NA,NA,NA,NA,NA,NA,NA,-97.916,NA,NA,NA,NA
67976,2.95388,1.76342,-3.64149,NA,NA,NA,NA,NA,NA,NA,NA,-105.945,NA,NA,NA,NA
68148,3.5973,0.828772,-3.70445,NA,NA,NA,NA,NA,NA,NA,-123.371,NA,NA,NA,NA,NA
68234,2.23315,1.60372,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.623,NA,NA,NA
68575,1.45686,2.62996,-5,NA,NA,NA,NA,NA,-37.275,NA,NA,NA,NA,NA,NA,NA
68685,2.36202,2.64869,-5,NA,NA,NA,NA,NA,NA,-47.49,NA,NA,NA,NA,NA,NA
68922,1.6165,3.09504,-3.7081,NA,NA,NA,NA,NA,NA,NA,NA,-94.841,NA,NA,NA,NA
69036,0.537579,2.87337,-3.55391,NA,NA,NA,NA,NA,NA,NA,-98.143,NA,NA,NA,NA,NA
69362,2.12839,1.4383,-4.39417,NA,NA,NA,NA,NA,NA,NA,NA,-55.076,NA,NA,NA,NA
69434,3.24769,1.19208,-4.29777,NA,NA,NA,NA,NA,NA,NA,NA,-97.558,NA,NA,NA,NA
69710,2.44138,1.87757,-4.53315,NA,NA,NA,NA,NA,-15.322,NA,NA,NA,NA,NA,NA,NA
69980,1.45808,1.61769,-4.29751,NA,NA,NA,-11.229,NA,NA,NA,NA,NA,NA,NA,NA,NA
70070,1.65581,2.26334,-4.39642,NA,NA,NA,NA,NA,-12.152,NA,NA,NA,NA,NA,NA,NA
70245,2.11713,2.52836,-5,NA,NA,NA,NA,NA,NA,NA,-47.104,NA,NA,NA,NA,NA
70433,2.09306,1.7843,-4.17841,NA,NA,NA,NA,NA,NA,NA,-33.407,NA,NA,NA,NA,NA
70730,0.59998,1.57725,-4.54871,NA,NA,NA,NA,NA,NA,NA,-57.649,NA,NA,NA,NA,NA
70924,-0.287303,1.34462,-5,NA,NA,NA,NA,NA,NA,NA,NA,-157.048,NA,NA,NA,NA
71020,0.542895,1.70324,-4.71526,NA,NA,NA,NA,NA,NA,NA,NA,-81.117,NA,NA,NA,NA
71397,-0.19542,2.35101,-5,NA,NA,NA,NA,NA,-108.712,NA,NA,NA,NA,NA,NA,NA
71477,0.733143,1.4585,-4.78408,NA,NA,-116.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71725,1.27036,0.833327,-4.10192,NA,NA,NA,-51.859,NA,NA,NA,NA,NA,NA,NA,NA,NA
71950,1.00709,0.344323,-4.76282,NA,NA,NA,NA,NA,-147.424,NA,NA,NA,NA,NA,NA,NA
72034,1.90798,1.43967,-4.93641,NA,NA,NA,NA,NA,-15.458,NA,NA,NA,NA,NA,NA,NA
72201,1.57529,2.00649,-5,NA,NA,NA,NA,NA,NA,NA,NA,-59.632,NA,NA,NA,NA
72486,0.891693,2.68449,-5,NA,NA,NA,NA,NA,NA,NA,-70.029,NA,NA,NA,NA,NA
72659,1.42328,3.12031,-5,NA,NA,NA,NA,-88.367,NA,NA,NA,NA,NA,NA,NA,NA
72896,1.36659,2.62122,-4.74037,NA,NA,-84.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73136,2.49506,2.74943,-5,NA,NA,-86.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73220,2.27412,2.16381,-4.91696,NA,NA,NA,NA,-38.739,NA,NA,NA,NA,NA,NA,NA,NA
73426,1.92223,0.110126,-5,NA,NA,NA,-162.697,NA,NA,NA,NA,NA,NA,NA,NA,NA
73616,2.62213,0.677094,-5,NA,NA,NA,NA,NA,-68.16,NA,NA,NA,NA,NA,NA,NA
73886,1.86458,0.752954,-4.28154,NA,NA,NA,NA,-78.791,NA,NA,NA,NA,NA,NA,NA,NA
74056,1.37455,2.23171,-4.55283,NA,NA,-60.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74343,1.55499,2.02498,-5,-188.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74510,2.59602,3.26337,-4.70444,-247.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74717,2.99756,1.52252,-3.91085,NA,-122.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74820,1.95991,2.26208,-2.8631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-212.313,NA
75113,2.51432,2.80513,-4.56043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-285.086
75297,1.28057,2.26609,-5,NA,NA,-70.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75505,-0.190533,2.71626,-4.42282,NA,NA,NA,NA,-130.963,NA,NA,NA,NA,NA,NA,NA,NA
75620,-0.598254,2.88116,-3.79743,NA,NA,NA,NA,-204.435,NA,NA,NA,NA,NA,NA,NA,NA
75911,-0.869487,1.67406,-4.82122,NA,NA,NA,NA,-194.516,NA,NA,NA,NA,NA,NA,NA,NA
76059,-0.0993656,1.28959,-5,NA,NA,NA,NA,NA,-114.183,NA,NA,NA,NA,NA,NA,NA
76387,-0.117335,1.53241,-4.67743,NA,NA,NA,NA,NA,-98.353,NA,NA,NA,NA,NA,NA,NA
76589,0.678062,1.60838,-5,NA,NA,NA,NA,NA,NA,NA,-58.584,NA,NA,NA,NA,NA
76646,2.78057,1.52213,-4.89237,NA,NA,NA,NA,NA,NA,NA,-49.621,NA,NA,NA,NA,NA
76915,1.33136,2.23,-5,NA,NA,NA,NA,NA,NA,-28.337,NA,NA,NA,NA,NA,NA
77034,0.169393,2.34191,-4.43002,NA,NA,NA,NA,NA,NA,NA,-87.912,NA,NA,NA,NA,NA
77399,0.930253,1.47853,-4.40878,NA,NA,NA,NA,NA,NA,NA,-53.051,NA,NA,NA,NA,NA
77543,1.94779,2.18556,-3.18273,NA,NA,NA,NA,NA,NA,NA,-67.588,NA,NA,NA,NA,NA
77652,1.49816,2.7542,-5,NA,NA,NA,NA,NA,NA,NA,NA,-82.451,NA,NA,NA,NA
77926,2.10251,2.977,-5,NA,NA,NA,NA,NA,NA,-58.377,NA,NA,NA,NA,NA,NA
78169,2.46413,1.74921,-4.46341,NA,NA,NA,NA,NA,NA,NA,NA,-62.692,NA,NA,NA,NA
78259,3.89732,2.18376,-4.46571,NA,NA,NA,-109.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
78485,4.43008,2.83201,-4.85876,NA,NA,NA,NA,NA,NA,NA,-205.731,NA,NA,NA,NA,NA
78687,2.82404,3.20024,-5,NA,NA,NA,NA,NA,-85.504,NA,NA,NA,NA,NA,NA,NA
78836,2.60475,2.86667,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-164.79,NA,NA
79144,1.89064,2.6185,-3.40074,NA,NA,NA,NA,NA,-46.314,NA,NA,NA,NA,NA,NA,NA
79340,2.37465,3.03555,-3.8637,NA,NA,NA,NA,NA,NA,NA,-80.813,NA,NA,NA,NA,NA
79553,1.47436,3.5898,-4.74261,NA,NA,NA,NA,NA,NA,NA,NA,-136.276,NA,NA,NA,NA
79657,1.95531,3.33314,-4.06161,NA,NA,NA,NA,NA,NA,NA,-91.477,NA,NA,NA,NA,NA
79961,1.71449,3.28316,-4.3455,NA,NA,-97.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80059,1.13237,2.89442,-4.38868,NA,NA,NA,NA,-76.452,NA,NA,NA,NA,NA,NA,NA,NA
80225,1.59595,2.43231,-2.46777,NA,NA,-180.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80493,1.99726,1.65547,-2.79372,NA,NA,NA,NA,-105.88,NA,NA,NA,NA,NA,NA,NA,NA
80608,1.65212,1.69959,-2.89538,NA,NA,NA,NA,-81.872,NA,NA,NA,NA,NA,NA,NA,NA
80802,2.88242,3.90518,-3.58967,NA,NA,NA,NA,NA,-154.277,NA,NA,NA,NA,NA,NA,NA
81178,2.13694,2.6456,-3.60386,NA,NA,NA,NA,NA,NA,-44.933,NA,NA,NA,NA,NA,NA
81229,1.27932,1.26398,-3.47727,NA,NA,NA,-43.918,NA,NA,NA,NA,NA,NA,NA,NA,NA
81475,1.68322,2.45198,-2.93215,NA,NA,NA,NA,-83.505,NA,NA,NA,NA,NA,NA,NA,NA
81656,2.86962,2.00764,-3.55962,NA,NA,-99.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81888,2.72604,2.70603,-4.22186,NA,NA,-97.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82067,2.42297,2.30964,-5,NA,NA,NA,NA,-62.019,NA,NA,NA,NA,NA,NA,NA,NA
82275,2.92508,2.68175,-5,NA,NA,-109.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82430,2.23636,2.22206,-5,NA,NA,NA,NA,-42.611,NA,NA,NA,NA,NA,NA,NA,NA
82766,2.88355,1.8709,-5,NA,NA,NA,-45.641,NA,NA,NA,NA,NA,NA,NA,NA,NA
82946,0.998049,2.15331,-5,NA,NA,NA,-36.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
83046,2.24647,2.66134,-5,NA,NA,NA,NA,NA,NA,NA,-59.91,NA,NA,NA,NA,NA
83318,1.63241,3.44481,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180.218,NA,NA,NA
83480,2.23324,2.53255,-5,NA,NA,NA,NA,NA,NA,NA,NA,-85.514,NA,NA,NA,NA
83637,1.39048,1.87634,-4.67911,NA,NA,NA,NA,NA,NA,NA,-27.731,NA,NA,NA,NA,NA
83810,0.786226,0.538279,-4.04804,NA,NA,NA,NA,NA,NA,-117.752,NA,NA,NA,NA,NA,NA
84040,1.2369,0.520502,-4.72162,NA,NA,NA,NA,NA,NA,NA,-93.607,NA,NA,NA,NA,NA
84223,2.72898,0.501191,-5,NA,NA,NA,NA,NA,NA,-83.807,NA,NA,NA,NA,NA,NA
84573,3.25016,1.00505,-5,NA,NA,NA,NA,-100.23,NA,NA,NA,NA,NA,NA,NA,NA
84689,4.97834,2.18385,-5,NA,NA,NA,NA,NA,NA,-236.572,NA,NA,NA,NA,NA,NA
84927,1.82034,2.1186,-5,NA,NA,NA,NA,NA,NA,NA,NA,-68.778,NA,NA,NA,NA
85145,1.3158,2.31626,-4.19655,NA,NA,NA,NA,NA,-19.674,NA,NA,NA,NA,NA,NA,NA
85233,2.85105,1.64382,-3.77107,NA,NA,NA,NA,NA,-40.413,NA,NA,NA,NA,NA,NA,NA
85421,3.65193,2.04836,-3.89682,NA,NA,NA,NA,NA,-90.985,NA,NA,NA,NA,NA,NA,NA
85770,2.82921,3.12958,-3.58096,NA,NA,NA,NA,-104.079,NA,NA,NA,NA,NA,NA,NA,NA
85957,2.71862,2.80121,-4.85557,NA,NA,NA,-61.288,NA,NA,NA,NA,NA,NA,NA,NA,NA
86098,2.53423,2.66668,-4.54137,NA,NA,NA,NA,-64.034,NA,NA,NA,NA,NA,NA,NA,NA
86237,1.84563,3.79164,-5,NA,NA,-161.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86559,1.27557,4.10159,-5,NA,NA,-172.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86602,2.55287,3.48379,-5,NA,NA,NA,-101.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
86989,2.10443,2.49251,-5,NA,NA,NA,NA,NA,-30.875,NA,NA,NA,NA,NA,NA,NA
87158,1.92224,2.06946,-5,NA,NA,NA,NA,NA,-18.993,NA,NA,NA,NA,NA,NA,NA
87397,1.16955,3.76575,-5,NA,NA,-147.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87564,1.8629,1.27321,-4.61204,NA,NA,NA,NA,NA,-9.04,NA,NA,NA,NA,NA,NA,NA
87601,1.61199,2.26782,-4.07507,NA,NA,NA,NA,NA,NA,-17.736,NA,NA,NA,NA,NA,NA
87943,3.33709,2.60973,-4.32949,NA,NA,NA,NA,NA,-75.514,NA,NA,NA,NA,NA,NA,NA
88017,2.74203,1.97529,-4.0743,NA,NA,NA,-31.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
88254,2.01563,2.2358,-4.64734,NA,NA,NA,NA,NA,-14.54,NA,NA,NA,NA,NA,NA,NA
88500,1.6756,3.75041,-4.6274,NA,NA,NA,NA,NA,-96.773,NA,NA,NA,NA,NA,NA,NA
88776,2.21001,3.78959,-4.29118,NA,NA,NA,NA,NA,-103.232,NA,NA,NA,NA,NA,NA,NA
88900,1.76622,2.56028,-4.77711,NA,NA,NA,NA,NA,NA,NA,-50.414,NA,NA,NA,NA,NA
89097,1.45216,1.78868,-4.42466,NA,NA,NA,-16.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
89201,1.20321,2.10564,-5,NA,NA,-87.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89527,1.56029,2.2996,-4.96105,NA,NA,NA,NA,-48.714,NA,NA,NA,NA,NA,NA,NA,NA
89634,1.42349,3.40386,-3.95686,NA,NA,NA,NA,NA,NA,-75.431,NA,NA,NA,NA,NA,NA
89878,1.19392,3.09329,-4.48179,NA,NA,NA,NA,NA,NA,NA,NA,-86.301,NA,NA,NA,NA
90034,1.81123,3.39216,-5,NA,NA,NA,NA,NA,NA,NA,NA,-111.187,NA,NA,NA,NA
90353,2.15638,1.93756,-5,NA,NA,NA,NA,NA,-19.018,NA,NA,NA,NA,NA,NA,NA
90504,1.00866,1.41832,-5,NA,NA,NA,NA,NA,NA,-36.992,NA,NA,NA,NA,NA,NA
90627,2.66456,0.767448,-4.74015,NA,NA,NA,-65.743,NA,NA,NA,NA,NA,NA,NA,NA,NA
90989,2.37682,1.54926,-3.58692,NA,NA,NA,NA,NA,NA,-34.556,NA,NA,NA,NA,NA,NA
91073,1.66739,1.41879,-5,NA,NA,NA,NA,NA,NA,NA,NA,-69.694,NA,NA,NA,NA
91208,0.540071,1.60713,-4.78445,NA,NA,NA,NA,NA,NA,-55.718,NA,NA,NA,NA,NA,NA
91590,0.969299,1.34784,-4.99507,NA,NA,NA,NA,NA,-40.093,NA,NA,NA,NA,NA,NA,NA
91670,1.30994,1.97569,-5,NA,NA,NA,NA,NA,NA,-25.206,NA,NA,NA,NA,NA,NA
91899,2.36788,1.62087,-4.06293,NA,NA,NA,NA,NA,NA,-19.895,NA,NA,NA,NA,NA,NA
92073,2.60193,1.11477,-4.51106,NA,NA,NA,NA,NA,NA,NA,-58.129,NA,NA,NA,NA,NA
92298,1.78396,1.33935,-5,NA,NA,NA,NA,NA,NA,NA,-41.301,NA,NA,NA,NA,NA
92507,1.15965,1.54255,-4.58539,NA,NA,NA,NA,NA,-15.75,NA,NA,NA,NA,NA,NA,NA
92613,1.47501,1.76496,-4.19447,NA,NA,NA,NA,NA,NA,NA,NA,-68.331,NA,NA,NA,NA
92982,1.9395,0.427643,-5,NA,NA,NA,NA,NA,NA,-86.829,NA,NA,NA,NA,NA,NA
93156,1.95292,1.00488,-5,NA,NA,NA,NA,NA,-32.591,NA,NA,NA,NA,NA,NA,NA
93312,2.401,1.19726,-5,NA,NA,NA,NA,-64.15,NA,NA,NA,NA,NA,NA,NA,NA
93486,4.37349,1.74593,-5,NA,NA,NA,-157.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
93627,4.2441,2.73995,-5,NA,NA,NA,-170.589,NA,NA,NA,NA,NA,NA,NA,NA,NA
93972,2.87187,2.59333,-5,NA,NA,NA,-60.999,NA,NA,NA,NA,NA,NA,NA,NA,NA
