id,x0,x1,x2,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness-4,fitness-2,fitness-5,fitness-1,fitness0.5,fitness0,fitness1.5,fitness1,fitness3,fitness3.5,fitness4,fitness5,fitness4.5,fitness2.5,fitness-4.5,fitness-0.5,fitness2
32928,-4.15856,1.9683,1.73017,NA,NA,NA,NA,NA,NA,NA,NA,-12.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33175,-5,1.03429,1.51055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.912
33380,-5,0.746504,2.61368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.088,NA,NA,NA
33572,-2.79412,0.333986,1.91023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.407,NA,NA,NA,NA,NA,NA,NA,NA
33607,-2.6473,0.066163,2.30568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.194,NA,NA,NA,NA,NA,NA,NA
33922,-1.75569,0.57602,3.0535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,NA,NA,NA
34137,-1.78242,0.654725,1.25512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.722
34377,-2.26234,0.0726787,1.28872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.967,NA,NA,NA
34458,-2.63519,-0.495021,0.839661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.973
34687,-3.8709,-0.51859,0.811022,NA,NA,NA,NA,NA,NA,NA,NA,106.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34949,0.217065,-2.04227,2.55732,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35084,-0.446302,-1.59946,2.17978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.691,NA
35214,-0.885838,-1.62904,2.97687,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35568,-0.703693,-1.20427,3.51328,NA,NA,NA,NA,NA,NA,NA,251.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35669,-1.15929,-0.897618,5,NA,NA,NA,4020.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35943,-1.27629,-1.5738,5,NA,NA,781.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36076,-1.78914,-2.37129,4.668,NA,27.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36299,-2.94216,-2.99983,3.32128,NA,NA,NA,360.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36590,-1.4353,-3.90528,2.79454,NA,NA,NA,1041.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36766,-0.433289,-3.06563,2.72488,25.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36818,0.601045,-2.89924,2.02132,NA,NA,NA,NA,NA,-3.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37040,1.09006,-2.13527,4.0246,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37275,2.30031,-2.47895,2.76661,NA,56.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37584,1.84687,-2.32278,3.90903,NA,NA,NA,NA,NA,NA,12.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37752,2.36282,-2.63558,3.98931,NA,NA,NA,NA,NA,NA,-0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37895,1.78442,-3.0342,4.03863,NA,NA,NA,NA,NA,NA,39.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38113,2.11202,-3.23087,4.88303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.819,NA,NA
38321,2.55955,-1.44761,5,NA,NA,NA,NA,NA,NA,49.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38490,2.11734,-2.80157,4.86815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.177,NA,NA
38681,1.79597,-3.32781,5,NA,NA,NA,NA,NA,NA,34.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38806,3.12783,-0.991071,4.73716,NA,NA,NA,NA,NA,NA,579.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39128,3.22529,-0.922188,5,NA,NA,NA,NA,NA,NA,1159.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39331,3.92227,-2.09043,4.31538,NA,NA,NA,NA,89.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39582,3.55594,-2.12442,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.312,NA,NA
39670,3.54445,-2.5282,5,NA,NA,32.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39918,3.97708,-1.47591,4.02794,NA,NA,-16.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40087,3.52174,-2.20622,4.92061,NA,NA,5.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40246,5,-3.31613,3.98638,NA,NA,NA,NA,NA,NA,2.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40542,5,-3.19866,4.56246,NA,NA,NA,NA,NA,NA,-99.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40684,5,-3.94198,3.25717,NA,NA,NA,NA,NA,NA,277.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40852,5,-3.35381,2.0575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.551,NA,NA
41045,5,-4.83211,1.68101,NA,NA,NA,NA,NA,NA,-100.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41327,5,-4.89078,2.98316,NA,NA,NA,NA,-38.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41461,5,-4.74615,3.23047,NA,NA,NA,NA,NA,NA,50.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41768,5,-4.42454,3.62311,NA,NA,NA,NA,NA,NA,50.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41959,4.34783,-4.49758,4.05113,NA,NA,NA,NA,NA,NA,78.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42070,4.03891,-4.51869,3.53107,NA,NA,NA,NA,NA,NA,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42357,4.80543,-5,3.16676,NA,NA,NA,NA,285.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42584,5,-4.01236,2.877,NA,NA,-108.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42721,5,-4.26758,0.126066,NA,NA,NA,NA,-0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42822,5,-3.30284,-0.175362,NA,NA,NA,NA,59.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43042,4.05897,-2.93352,0.358753,NA,44.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43354,5,-2.35664,-0.0992815,NA,NA,NA,NA,273.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43494,5,-3.73616,-0.0251565,NA,NA,NA,NA,NA,NA,-12.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43707,4.11652,-3.26154,-0.586996,NA,NA,NA,NA,NA,NA,-16.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43843,4.64971,-2.50168,-1.48427,NA,NA,NA,NA,NA,NA,876.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44076,4.98004,-2.55457,-2.79335,NA,NA,NA,NA,NA,NA,-97.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44243,3.66718,-1.68571,-2.22337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.025,NA,NA
44459,5,-3.70609,-1.5137,NA,NA,NA,NA,NA,NA,121.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44629,5,-3.84779,-2.13337,NA,NA,NA,NA,NA,NA,242.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44869,5,-5,0.492392,NA,NA,NA,NA,NA,NA,148.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45116,5,-5,-1.87862,NA,NA,337.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45323,4.91588,-5,-2.39191,279.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45575,4.65476,-3.80693,-2.13835,NA,NA,82.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45658,5,-5,-2.81176,NA,NA,118.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45915,5,-4.78822,-1.77251,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46020,4.29332,-4.76244,-1.71074,NA,NA,NA,NA,NA,NA,43.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46202,3.14616,-4.73933,-1.00769,NA,NA,NA,NA,NA,NA,-21.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46442,2.46187,-5,-2.2901,NA,NA,NA,NA,-0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46641,1.99414,-5,-2.2111,NA,NA,NA,NA,NA,NA,18.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46862,3.0327,-4.20016,-1.75669,NA,NA,NA,NA,NA,NA,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47092,3.73678,-4.02616,-4.20673,NA,NA,NA,NA,NA,NA,14.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47256,2.86592,-1.84777,-2.82925,NA,NA,NA,NA,NA,NA,35.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47493,2.32266,-2.61668,-3.03226,NA,NA,NA,NA,47.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47702,1.34898,-2.28037,-3.04978,NA,NA,NA,NA,NA,NA,-10.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47929,1.09504,-2.79987,-1.68507,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48136,-0.786852,-2.22995,-2.2052,NA,NA,NA,NA,-45.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48245,-1.17413,-3.09816,-1.72097,NA,28.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48444,0.634269,-2.99819,-3.21374,NA,-14.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48626,0.893537,-4.37576,-3.65869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.843,NA,NA
48871,-0.208731,-5,-4.35761,NA,NA,NA,NA,NA,NA,-101.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49128,-1.65473,-5,-4.51913,NA,60.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49296,-2.28391,-4.87954,-3.44581,NA,NA,NA,NA,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49547,-2.18628,-4.91776,-3.26519,NA,NA,NA,NA,-3.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49721,-1.16806,-4.12936,-2.86017,NA,NA,NA,NA,NA,NA,36.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49907,-1.32257,-3.51315,-2.5951,NA,NA,NA,NA,NA,NA,253.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50077,-3.99661,-3.2494,-2.13029,NA,NA,NA,NA,-12.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50283,-2.83855,-2.73753,-4.26701,NA,0.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50557,-2.24921,-2.46659,-4.67053,12.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50643,-2.51844,-3.03282,-3.24712,-6.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50868,-2.30777,-3.86523,-1.86581,NA,NA,12.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51029,-1.20938,-3.7268,-2.10774,8.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51218,-1.47053,-5,-2.23447,-58.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51438,0.411438,-5,-1.83282,NA,NA,NA,306.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51800,0.0599397,-5,-0.982335,NA,NA,NA,NA,NA,NA,NA,95.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51920,-1.38806,-5,-0.222681,NA,NA,NA,NA,NA,-413.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52121,-1.67134,-5,-1.60541,NA,NA,NA,1536.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52386,-1.90595,-4.32838,-0.881261,NA,NA,NA,NA,NA,NA,NA,496.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52579,-0.507236,-4.43734,0.210532,NA,NA,NA,NA,NA,30.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52728,-0.327359,-4.27432,0.328604,14.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52993,-0.570116,-4.61498,1.0851,1.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53027,-2.37665,-3.78874,-0.137025,NA,NA,NA,NA,-50.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53380,-2.88381,-4.86172,0.556448,NA,6.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53502,-3.43048,-5,-1.47794,NA,206.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53695,-2.47619,-4.04728,-0.450103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.89,NA,NA
53912,-2.57893,-4.82858,-0.706401,NA,NA,NA,NA,218.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54151,-3.11634,-4.10774,0.710505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44.613,NA,NA
54389,-4.00141,-4.43971,-0.0533563,NA,NA,NA,NA,-30.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54540,-5,-4.66543,0.137975,NA,NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54723,-5,-4.04746,-2.22963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.935,NA,NA
54896,-4.51831,-4.00344,-1.45174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264.007,NA,NA
55112,-3.69865,-2.78583,-0.816716,NA,NA,NA,NA,NA,NA,18.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55264,-3.84822,-1.12649,-0.665387,NA,NA,NA,NA,NA,NA,18.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55507,-2.70864,-0.968955,-0.15956,NA,NA,NA,NA,NA,NA,-224.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55619,-4.38962,-0.836787,0.737142,NA,261.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55838,-3.34149,-1.0485,-1.26098,113.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56180,-4.10528,-0.884225,0.941893,NA,NA,285.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56252,-3.34982,-0.267384,1.54995,NA,NA,-5.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56438,-4.06601,1.44556,1.31615,NA,NA,-29.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56644,-5,-0.605732,3.40151,223.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56867,-4.32724,-2.16939,2.71325,NA,NA,NA,157.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57167,-4.44092,-0.60061,3.9405,NA,NA,NA,324.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57301,-3.60283,1.81123,4.48673,NA,NA,NA,78.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57479,-3.91496,2.88978,5,57.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57649,-4.28689,4.19439,4.55448,NA,NA,NA,102.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57874,-4.60888,4.7358,4.42741,NA,NA,NA,NA,NA,NA,NA,162.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58062,-5,3.02669,3.7576,NA,NA,NA,NA,NA,11.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58372,-5,1.64915,3.27601,NA,NA,NA,NA,NA,NA,NA,202.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58407,-4.24509,2.22825,2.13199,NA,NA,NA,NA,NA,NA,NA,8.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58738,-3.14633,3.28002,1.95678,NA,NA,NA,NA,NA,67.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58942,-2.68767,3.10853,1.61315,NA,NA,NA,NA,-6.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59051,-2.42414,2.07563,1.3059,NA,NA,NA,NA,NA,NA,12.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59209,-3.3756,2.57572,1.61622,NA,NA,NA,NA,1.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59529,-2.28927,2.7599,2.71826,NA,NA,NA,NA,NA,NA,-1.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59678,-2.9499,1.458,3.72335,NA,NA,NA,NA,NA,NA,61.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59910,-3.15668,-0.244578,5,NA,128.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60037,-3.85312,-1.31278,4.3152,NA,NA,NA,NA,NA,NA,369.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60228,-3.86775,-0.890976,4.05066,NA,NA,NA,NA,NA,NA,-147.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60451,-2.06798,-2.06851,2.96242,NA,NA,NA,NA,NA,NA,87.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60744,-2.95609,-3.19805,1.93027,NA,NA,NA,NA,NA,NA,26.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60860,-2.77488,-2.79331,1.53219,NA,NA,NA,NA,NA,NA,-0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61091,-3.45158,-4.08029,2.12418,NA,NA,NA,NA,NA,NA,23.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61332,-3.69813,-5,2.03433,NA,NA,NA,NA,NA,NA,-1.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61424,-3.8802,-4.27506,1.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.338,NA,NA
61729,-5,-4.34966,1.03918,NA,NA,NA,NA,NA,NA,-14.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61873,-5,-5,1.87261,NA,NA,NA,NA,NA,NA,56.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62046,-5,-4.82335,2.28886,NA,NA,NA,NA,NA,NA,-42.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62325,-3.59486,-5,1.47161,NA,NA,NA,NA,NA,NA,27.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62403,-4.40599,-4.23314,0.876884,NA,NA,NA,NA,-1.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62614,-5,-4.24594,1.04513,1.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62950,-5,-3.11047,-0.557243,NA,NA,-94.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63022,-5,-3.5758,2.09487,NA,NA,NA,NA,NA,33.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63290,-5,-3.80372,1.99166,NA,NA,NA,NA,NA,21.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63488,-5,-4.65421,2.96299,NA,NA,NA,23.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63746,-5,-3.77832,2.57745,NA,NA,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63874,-5,-4.03746,3.60862,NA,NA,NA,NA,26.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64096,-5,-3.12203,1.83943,NA,NA,NA,NA,NA,NA,NA,63.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64307,-5,-3.06173,1.68941,NA,NA,NA,NA,NA,NA,NA,273.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64488,-5,-2.55713,2.4556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
64791,-4.32559,-4.40107,2.05451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.335,NA
64973,-5,-5,0.578779,NA,NA,NA,NA,NA,NA,NA,10.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65051,-5,-5,-0.345911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65210,-5,-5,-0.0833609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.977,NA,NA,NA,NA,NA,NA,NA,NA,NA
65597,-4.98488,-4.17553,1.17947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.48
65707,-3.9945,-3.88432,1.24533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65847,-4.17552,-4.41626,0.626009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA
66128,-5,-2.90389,-0.557232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
