id,x0,x1,x2,fitness7,fitness6.5,fitness7.5,fitness8.5,fitness8,fitness9,fitness9.5,fitness5.5,fitness5,fitness4.5,fitness3,fitness4,fitness6,fitness10,fitness3.5
43124,6.95259,5.51472,7.56178,NA,NA,NA,NA,0.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43270,6.31989,6.6574,7.25378,NA,NA,NA,0.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43536,6.76876,8.03685,5.86232,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA
43758,8.55954,7.30229,6.95296,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43981,7.64333,7.02327,7.51238,NA,NA,NA,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44078,8.35956,8.81211,7.47548,NA,NA,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44283,7.1618,8.45462,7.23302,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44443,7.46794,9.97195,7.25081,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44608,7.98101,8.17386,6.75763,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44914,8.306,8.09764,6.96688,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45089,8.50783,7.32513,8.13672,NA,NA,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45259,8.08087,8.33105,7.78421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516,NA,NA
45424,6.75386,7.1481,7.56057,NA,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45621,7.30346,7.93906,8.55811,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45848,7.38172,9.09864,7.88782,NA,NA,NA,NA,0.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46037,6.88179,8.63562,7.96502,NA,NA,NA,NA,0.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46355,7.546,6.72421,9.04011,NA,NA,NA,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46415,7.26755,6.2891,8.45807,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46602,8.01784,6.63983,7.38386,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46815,8.07147,8.20305,7.76475,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47099,7.44548,7.16821,8.16761,NA,NA,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47227,7.03684,6.97553,8.16736,NA,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47449,7.24557,9.61727,8.14356,NA,NA,NA,NA,0.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47739,8.17273,8.89541,7.86035,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47991,7.46945,7.85911,7.16239,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48133,8.3307,8.09596,8.82023,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48281,8.46524,7.59263,7.79927,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48412,7.17873,8.84599,8.28288,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48767,7.44089,8.44529,8.69286,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48851,8.55954,8.91928,7.62171,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49004,8.55932,8.62592,7.29311,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49338,8.54157,7.95348,6.2838,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49581,8.82031,7.48943,7.16652,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49687,8.85184,6.8796,7.50022,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49817,9.1873,7.51784,6.52413,NA,NA,0.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50164,8.75045,7.95493,6.84456,0.511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50352,7.74133,8.13334,7.57196,NA,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50592,7.64302,8.1839,7.99344,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50703,8.0214,9.62136,8.20809,NA,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50874,8.12723,9.92496,8.45519,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51096,7.7678,8.70752,7.69064,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51202,7.46638,6.72033,9.24644,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51493,7.86803,7.05002,8.45481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA
51606,7.88257,7.71781,8.25598,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51920,7.85133,7.34043,7.40684,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52037,7.60305,7.51905,7.22434,NA,NA,NA,NA,NA,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA
52322,7.22701,7.38768,8.52251,NA,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA
52541,7.34844,8.1127,7.70435,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52762,7.42361,6.39085,5.97339,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52807,7.53611,7.39233,7.8056,NA,NA,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53115,7.85298,6.88101,7.40345,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53257,7.61133,7.11366,6.95999,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53519,8.79651,7.33545,7.90652,NA,NA,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53680,7.3718,7.99084,7.62023,NA,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53835,7.33257,7.94316,8.0213,NA,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54176,7.63325,7.17488,8.41823,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54312,8.86672,6.9322,7.04294,NA,NA,NA,0.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54591,8.63372,8.3603,8.73132,0.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54616,7.38481,7.38966,7.91793,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54839,8.36661,8.39915,7.32189,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55149,7.95337,7.64236,6.3303,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55211,7.69467,7.65297,6.05573,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55405,7.82537,7.87156,6.09104,NA,NA,NA,NA,0.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55752,7.73289,9.05592,6.7552,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55858,7.83625,9.62619,6.78395,NA,NA,NA,NA,0.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56022,7.99904,9.11812,7.26993,NA,0.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56303,7.60116,8.82692,7.25808,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56531,6.9939,7.59223,7.73336,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56620,7.63098,7.60218,8.19324,NA,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56853,7.97409,7.42451,7.6492,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57076,7.75383,7.84214,7.38853,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57365,7.71232,7.79189,6.51872,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57464,7.96006,8.18278,8.48918,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57768,7.85598,8.24863,7.63863,NA,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57908,7.52773,8.05282,8.27712,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58051,7.02631,8.11324,8.11902,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58296,7.01461,7.37933,8.19776,NA,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58501,6.63923,7.32648,8.51063,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58655,7.0757,8.90928,8.19112,NA,NA,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58990,6.6636,8.27394,7.17771,0.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59125,8.07301,8.66042,7.77061,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA
59313,7.46604,7.6123,8.10246,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
59547,7.14864,6.03498,7.54811,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA
59740,7.40755,7.87886,7.07428,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59853,7.84984,8.31354,6.9505,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60029,7.47328,7.9638,8.27749,NA,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60262,7.71218,7.791,8.09043,NA,NA,NA,NA,NA,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA
60418,9.02803,7.00585,7.24789,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60622,8.72693,7.3741,7.40504,NA,NA,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60906,8.29668,8.96508,8.3594,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61181,8.75915,8.18808,8.59566,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61397,9.46818,7.84478,7.78668,NA,NA,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61598,8.24755,7.54451,7.27469,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61762,7.89892,8.29159,7.07183,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61985,7.91009,8.33858,7.28852,NA,NA,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62084,7.21059,7.94037,7.88465,NA,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62227,8.18752,8.69639,8.03382,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62403,7.71966,9.09166,8.1419,NA,NA,NA,NA,NA,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA
62786,7.61647,7.89084,7.62453,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62963,7.73577,6.26179,7.34119,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63078,7.45841,7.27585,7.20925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.417,NA,NA
63216,8.18174,7.69284,7.23128,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63458,8.10965,8.18129,6.73874,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63673,7.28905,7.93863,7.25395,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63885,7.50476,7.2141,8.81645,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64074,7.9408,6.63633,8.49324,NA,NA,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64385,8.77936,7.17498,7.6756,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64547,8.25699,7.03958,7.53608,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64793,8.79326,7.2962,6.37794,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64842,8.91938,8.01594,6.69885,NA,NA,NA,NA,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65199,7.50635,8.60828,8.74998,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65271,7.57982,7.81813,8.20841,NA,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65402,7.20502,8.90206,9.21397,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65680,8.15661,7.35929,7.90194,NA,NA,NA,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65948,7.55625,8.06974,8.20155,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66096,7.80595,8.20824,8.26393,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66201,6.3416,7.94653,7.45348,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66519,8.15931,8.88416,7.86851,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66793,8.21218,6.9996,7.44194,NA,NA,NA,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66824,9.31275,7.21622,7.89568,NA,NA,0.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67014,8.70308,7.28774,7.62391,NA,NA,NA,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67388,8.00383,7.26634,7.74976,NA,NA,NA,NA,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67510,7.40142,7.80653,8.15198,NA,NA,NA,NA,0.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67737,6.79317,7.49953,7.82927,NA,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67960,7.12067,6.53066,8.65269,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68173,7.32652,7.06514,8.23548,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68348,6.31316,6.73473,8.23322,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68432,6.38182,6.59701,8.23043,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68724,7.40358,7.59357,8.47084,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68917,6.65067,7.82344,7.7178,NA,NA,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69033,6.91835,8.13098,8.83502,NA,NA,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69392,6.91934,7.24656,7.7874,NA,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69546,6.78369,7.34217,8.70801,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69667,6.63269,7.44752,8.00468,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69911,7.33555,6.68724,6.58095,NA,NA,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70169,7.17999,5.93476,7.43433,NA,NA,NA,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70333,7.32746,6.79948,7.34164,NA,NA,NA,0.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70598,5.46396,7.70336,6.92775,NA,NA,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70644,6.36074,8.30863,6.55155,NA,NA,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70895,7.41568,8.06349,8.06272,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71072,8.22558,7.21947,8.40051,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71313,7.9626,7.53955,7.91254,NA,NA,NA,NA,0.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71431,7.93055,6.26967,7.85626,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71646,8.16906,6.86219,7.1204,NA,NA,NA,NA,NA,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA
71807,8.0622,6.2268,8.12425,NA,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72114,6.43885,7.23416,7.85392,NA,NA,0.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72308,7.11297,7.21475,7.61572,NA,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72552,7.61415,7.23682,8.77471,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72673,6.96162,8.71051,6.86568,NA,NA,NA,0.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72949,6.79531,8.05723,6.83317,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73133,7.31206,8.28686,7.06366,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73304,7.46319,8.02094,8.27792,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73582,6.56128,7.96836,8.19601,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73721,5.82321,7.60382,6.87272,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73921,5.47524,7.07367,7.60792,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74175,8.06826,7.44775,8.31053,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74213,6.83837,8.23917,7.63836,0.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74444,8.08935,9.19782,8.53276,NA,NA,NA,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74732,7.59562,7.03172,8.97726,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74914,8.15911,7.77445,8.47575,NA,NA,NA,NA,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75036,8.12637,8.68488,8.6557,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75370,8.11695,7.03004,7.63853,NA,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75461,7.14384,8.17776,7.55455,NA,NA,NA,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75644,7.49188,8.22534,7.13573,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75851,7.436,7.45147,7.94626,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76142,8.01322,7.68643,6.36159,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76313,7.15719,8.06525,8.14406,NA,NA,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76556,6.93444,7.46798,9.53933,0.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76776,7.35905,7.83488,8.25684,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76955,7.9776,6.88752,9.14588,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77033,7.86731,7.40944,8.22337,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77286,7.67375,7.51175,8.72287,NA,NA,NA,NA,0.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77509,6.93226,7.66668,7.49404,NA,NA,NA,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77655,7.81026,8.32566,7.39809,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
77811,7.06925,7.03435,8.70425,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78005,8.05315,8.3789,6.95045,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78324,7.22285,7.06672,7.68957,NA,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78476,7.56316,8.41094,8.73964,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78649,7.02289,8.34422,9.07774,NA,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78917,7.02322,8.69579,9.29096,NA,NA,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79107,7.12677,8.48176,8.84595,NA,NA,NA,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79386,6.09886,8.02461,7.84868,NA,NA,NA,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79513,6.79824,8.59792,7.15073,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79613,7.27762,8.05301,7.01653,NA,NA,NA,NA,0.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79843,6.57265,7.75757,6.75969,NA,NA,NA,NA,0.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80070,8.22834,7.87254,8.37831,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80351,8.13567,6.34624,7.44325,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80488,7.43746,6.48713,7.39784,NA,NA,NA,0.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80720,7.70486,5.22354,6.64183,NA,NA,NA,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80832,7.74268,6.86847,7.23501,NA,NA,NA,NA,NA,0.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
81031,7.80926,7.14961,6.71548,0.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81231,7.28535,6.99947,7.11001,NA,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81570,6.84303,6.9815,6.93896,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81779,6.87195,6.96479,7.0563,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81966,6.14403,7.36384,7.354,NA,NA,0.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82186,7.04347,6.95153,8.44042,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82261,7.90463,8.09309,8.18213,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82453,7.09429,7.87334,8.10653,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82717,7.60195,7.75802,8.88871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,NA,NA
82977,8.08714,8.85607,7.89237,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726,NA,NA,NA,NA,NA
83172,6.98443,7.94533,7.16351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA
83344,7.603,8.50401,7.13225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602
83436,7.73993,7.47379,5.67746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215
83741,7.17949,7.99099,7.32658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521
83955,8.65918,7.93718,7.64483,0.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84155,6.95462,8.29969,8.44737,NA,NA,0.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84319,7.93691,7.90456,8.07856,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84401,9.39066,6.90083,7.51687,NA,0.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84625,7.7609,5.74599,7.84095,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA
84938,8.45123,7.22075,7.5085,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85150,9.29753,7.30837,8.15279,NA,NA,NA,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85349,8.27332,7.07713,7.99693,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85438,7.94291,7.26052,7.56003,NA,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85687,7.03543,7.70602,7.7963,NA,NA,NA,NA,NA,NA,0.541,NA,NA,NA,NA,NA,NA,NA,NA
85924,7.69754,8.18098,7.74227,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA
86054,6.80327,7.50354,7.37451,NA,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86355,8.02132,6.81038,6.60315,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
