id,x0,x1,x2,fitness-4,fitness-4.5,fitness-3,fitness-2,fitness-1,fitness-5,fitness-3.5,fitness-2.5,fitness-1.5,fitness-0.5,fitness0,fitness0.5,fitness1.5
45860,1.35181,2.47841,-4.65521,NA,NA,NA,NA,NA,-130.711,NA,NA,NA,NA,NA,NA,NA
46193,1.57913,2.3932,-4.95064,NA,NA,NA,NA,NA,NA,-56.238,NA,NA,NA,NA,NA,NA
46345,1.97552,2.65501,-4.21005,-81.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46502,1.94405,2.15559,-3.76958,NA,-120.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46750,1.80497,2.7996,-4.38072,-82.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46860,2.46319,1.46347,-4.95814,NA,NA,-31.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47063,1.52487,1.4876,-4.9651,NA,NA,NA,NA,NA,NA,NA,-17.13,NA,NA,NA,NA,NA
47358,2.5905,2.52924,-3.73722,NA,NA,-47.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47531,3.06016,1.95386,-4.59167,NA,NA,NA,NA,NA,NA,-74.491,NA,NA,NA,NA,NA,NA
47731,3.2331,0.215765,-4.07044,NA,NA,NA,NA,NA,NA,NA,-129.459,NA,NA,NA,NA,NA
47923,3.26941,0.524356,-4.30257,NA,NA,NA,-101.372,NA,NA,NA,NA,NA,NA,NA,NA,NA
48126,3.8651,1.95033,-3.31564,NA,NA,-152.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48247,3.56016,2.33687,-2.87522,NA,NA,NA,NA,NA,NA,NA,-184.464,NA,NA,NA,NA,NA
48535,2.17154,1.26879,-4.69362,-61.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48711,2.7471,2.28042,-4.14889,-82.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48870,2.25437,1.10032,-4.11418,NA,NA,-26.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49054,2.38083,2.01984,-3.75405,NA,-93.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49381,1.59775,0.895225,-4.83414,NA,NA,-45.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49430,0.551164,0.881817,-4.45724,NA,NA,-92.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49792,-0.16623,1.33073,-3.52936,NA,NA,-128.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49894,-0.559714,2.0567,-3.82588,NA,NA,-142.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50041,-0.423981,2.31534,-4.28438,NA,NA,NA,NA,NA,NA,-134.926,NA,NA,NA,NA,NA,NA
50262,1.23321,0.965298,-4.74379,NA,NA,NA,NA,NA,NA,NA,-41.693,NA,NA,NA,NA,NA
50524,0.213285,1.47113,-4.60673,NA,NA,-75.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50697,1.10358,1.74282,-4.1509,-54.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50942,0.857734,2.12373,-4.47176,NA,NA,-40.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51076,1.66645,1.1712,-3.09883,NA,NA,NA,NA,NA,NA,-66.175,NA,NA,NA,NA,NA,NA
51264,0.28298,1.27362,-4.37486,NA,NA,NA,NA,NA,NA,NA,-76.787,NA,NA,NA,NA,NA
51468,1.18594,1.90579,-4.14574,NA,NA,-21.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51797,2.76749,0.930552,-3.9599,NA,NA,NA,-55.707,NA,NA,NA,NA,NA,NA,NA,NA,NA
51966,1.83136,0.876916,-4.30225,NA,NA,-35.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52164,0.000565263,1.26592,-4.92532,NA,NA,NA,-113.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
52269,1.01056,1.2254,-4.69097,NA,NA,NA,NA,NA,NA,NA,-34.247,NA,NA,NA,NA,NA
52437,2.57084,1.35961,-4.78631,NA,NA,NA,NA,NA,NA,NA,-27.404,NA,NA,NA,NA,NA
52718,3.20225,2.50102,-3.83388,NA,NA,-83.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52963,2.243,3.17949,-4.23218,NA,NA,NA,NA,NA,NA,NA,-58.358,NA,NA,NA,NA,NA
53029,2.21254,1.71667,-3.97812,NA,NA,NA,-13.162,NA,NA,NA,NA,NA,NA,NA,NA,NA
53203,2.06682,2.40654,-3.2975,NA,NA,NA,NA,NA,NA,-60.462,NA,NA,NA,NA,NA,NA
53509,3.03699,3.00404,-3.83849,NA,NA,NA,NA,NA,-217.895,NA,NA,NA,NA,NA,NA,NA
53653,1.61091,3.21347,-4.03145,NA,NA,NA,NA,NA,NA,-78.761,NA,NA,NA,NA,NA,NA
53887,0.840475,2.06962,-4.13568,NA,NA,-32.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54186,0.973974,1.34593,-4.78867,NA,NA,NA,NA,NA,NA,-50.683,NA,NA,NA,NA,NA,NA
54277,1.74294,2.56144,-4.93187,NA,NA,NA,NA,NA,NA,-47.744,NA,NA,NA,NA,NA,NA
54449,1.39703,2.78528,-3.80796,NA,NA,NA,NA,NA,NA,NA,NA,-62.125,NA,NA,NA,NA
54763,1.42086,3.4974,-3.76923,NA,NA,NA,NA,NA,NA,NA,-86.072,NA,NA,NA,NA,NA
54981,1.46869,3.81058,-4.67873,NA,NA,NA,NA,NA,NA,NA,-104.923,NA,NA,NA,NA,NA
55173,1.68161,3.58955,-4.75939,NA,NA,NA,-91.499,NA,NA,NA,NA,NA,NA,NA,NA,NA
55394,2.61593,2.99039,-3.86694,NA,NA,-67.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55465,2.54931,3.13614,-3.99977,NA,NA,NA,NA,NA,NA,NA,-66.851,NA,NA,NA,NA,NA
55655,2.18945,2.45283,-3.69767,NA,NA,NA,NA,NA,NA,NA,NA,-56.736,NA,NA,NA,NA
55923,3.03758,2.10061,-4.19639,NA,NA,NA,NA,-100.822,NA,NA,NA,NA,NA,NA,NA,NA
56013,2.77561,1.37607,-3.58344,-94.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56260,3.69237,1.13872,-2.88007,NA,NA,NA,NA,NA,NA,NA,-173.574,NA,NA,NA,NA,NA
56535,1.93155,1.79493,-3.28369,NA,NA,-44.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56702,1.04526,1.87911,-4.31809,-69.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56838,0.945578,1.85044,-4.26131,NA,-99.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57191,1.18898,0.4977,-3.1576,-154.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57263,0.296175,1.59706,-3.63547,NA,NA,-77.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57564,-0.521542,0.851661,-4.53033,NA,NA,-189.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57607,1.14431,0.749099,-4.9029,NA,NA,NA,NA,NA,NA,-90.778,NA,NA,NA,NA,NA,NA
57846,1.16601,1.81245,-4.59155,NA,NA,-23.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58031,1.88643,2.24542,-4.45177,-48.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58226,1.14065,1.22221,-4.89355,NA,NA,NA,NA,NA,NA,NA,-35.559,NA,NA,NA,NA,NA
58455,1.76503,1.88498,-4.28209,NA,NA,NA,-15.466,NA,NA,NA,NA,NA,NA,NA,NA,NA
58605,2.73998,1.28297,-3.98466,NA,NA,NA,-38.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
58934,2.54705,0.0328043,-3.54802,NA,NA,NA,NA,NA,NA,NA,NA,-205.966,NA,NA,NA,NA
59137,3.39121,0.605139,-4.99893,NA,NA,NA,NA,NA,NA,NA,-105.09,NA,NA,NA,NA,NA
59387,3.56768,0.996294,-4.28563,NA,NA,-90.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59448,2.85384,1.86489,-4.99727,-76.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59683,1.42818,2.6178,-4.32734,NA,NA,NA,NA,NA,NA,-39.669,NA,NA,NA,NA,NA,NA
59865,1.01799,2.9542,-3.40517,NA,NA,-76.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60128,0.0371889,3.82005,-3.57352,NA,NA,NA,NA,NA,NA,NA,-181.818,NA,NA,NA,NA,NA
60226,0.92079,3.0729,-3.67095,NA,NA,NA,NA,NA,NA,-93.293,NA,NA,NA,NA,NA,NA
60439,0.1405,3.05537,-2.3992,NA,NA,-207.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60666,-0.293315,1.99157,-3.10327,-182.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60838,0.814927,0.940876,-3.4818,NA,NA,-88.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61064,-0.166154,1.3326,-4.26644,-151.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61397,-0.58803,2.15204,-4.48855,NA,NA,NA,NA,NA,NA,-143.115,NA,NA,NA,NA,NA,NA
61414,0.754022,2.14676,-4.10948,NA,NA,NA,NA,NA,NA,-61.355,NA,NA,NA,NA,NA,NA
61691,1.56949,1.7196,-3.8724,-65.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61946,1.88636,2.30869,-4.41688,NA,NA,-17.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62168,1.58419,4.59444,-4.42058,NA,NA,NA,NA,-246.203,NA,NA,NA,NA,NA,NA,NA,NA
62307,2.84277,3.47574,-4.52502,NA,NA,NA,-104.011,NA,NA,NA,NA,NA,NA,NA,NA,NA
62597,3.83845,3.94511,-4.73377,-269.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62718,3.20869,2.80193,-3.97186,NA,NA,NA,NA,NA,NA,-110.189,NA,NA,NA,NA,NA,NA
62875,2.0193,2.37794,-4.39528,NA,-99.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63049,1.90731,1.50564,-4.61294,-51.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63252,1.78097,1.04482,-4.30068,NA,NA,-16.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63453,1.57891,2.12409,-4.86792,NA,NA,NA,NA,NA,NA,NA,-15.653,NA,NA,NA,NA,NA
63643,0.729068,1.91884,-4.13242,NA,NA,NA,NA,NA,NA,-54.245,NA,NA,NA,NA,NA,NA
63902,1.0595,3.0053,-4.65816,NA,NA,NA,-59.967,NA,NA,NA,NA,NA,NA,NA,NA,NA
64093,1.40434,1.42161,-4.91124,NA,NA,NA,-31.411,NA,NA,NA,NA,NA,NA,NA,NA,NA
64210,2.01574,1.73942,-4.54967,NA,NA,NA,-15.723,NA,NA,NA,NA,NA,NA,NA,NA,NA
64422,1.52396,1.87497,-4.61434,NA,NA,-15.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64666,2.3643,2.12425,-3.57012,NA,NA,NA,NA,NA,NA,-47.072,NA,NA,NA,NA,NA,NA
64925,2.52941,2.38773,-3.3719,NA,NA,NA,NA,NA,NA,NA,-53.944,NA,NA,NA,NA,NA
65072,2.62056,3.74544,-4.05558,NA,NA,NA,NA,NA,NA,NA,-113.867,NA,NA,NA,NA,NA
65339,2.81612,3.41006,-4.90811,NA,NA,NA,-99.261,NA,NA,NA,NA,NA,NA,NA,NA,NA
65417,2.45325,2.5119,-4.49662,NA,NA,NA,NA,NA,NA,NA,-30.76,NA,NA,NA,NA,NA
65727,2.13298,2.57194,-3.54604,NA,NA,-44.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65969,3.96105,2.12731,-4.90494,NA,NA,NA,NA,NA,NA,NA,-113.813,NA,NA,NA,NA,NA
66025,2.01585,2.01704,-3.93586,NA,NA,NA,NA,NA,NA,NA,-10.704,NA,NA,NA,NA,NA
66289,1.2865,1.53541,-3.8731,NA,NA,NA,NA,NA,NA,NA,-17.273,NA,NA,NA,NA,NA
66503,1.73789,0.835903,-3.96301,NA,NA,NA,NA,NA,NA,NA,NA,-84.886,NA,NA,NA,NA
66786,3.10599,2.23069,-4.60073,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.26,NA,NA,NA
66929,3.08942,1.46926,-4.24654,NA,NA,NA,-51.777,NA,NA,NA,NA,NA,NA,NA,NA,NA
67045,3.12986,2.35481,-3.35509,NA,NA,NA,NA,NA,NA,NA,NA,-97.591,NA,NA,NA,NA
67262,3.52333,3.44528,-3.38314,NA,NA,NA,NA,NA,NA,NA,NA,-179.57,NA,NA,NA,NA
67544,3.53971,1.75102,-3.94193,NA,NA,NA,NA,NA,NA,NA,-79.181,NA,NA,NA,NA,NA
67606,1.84549,2.91613,-3.35514,NA,NA,NA,NA,NA,NA,NA,-62.217,NA,NA,NA,NA,NA
67903,1.72829,4.02266,-4.54355,NA,NA,NA,-125.218,NA,NA,NA,NA,NA,NA,NA,NA,NA
68036,1.42817,2.41746,-4.95635,NA,NA,NA,-30.098,NA,NA,NA,NA,NA,NA,NA,NA,NA
68377,1.47714,3.04441,-4.68403,NA,NA,NA,NA,NA,NA,NA,NA,-80.886,NA,NA,NA,NA
68571,1.87895,2.81278,-4.67044,NA,NA,-36.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68765,1.81104,2.73637,-4.21781,NA,NA,NA,-32.966,NA,NA,NA,NA,NA,NA,NA,NA,NA
68992,1.0769,1.80638,-4.5647,NA,NA,-27.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69094,0.731682,2.84896,-4.57457,NA,NA,-62.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69244,1.60943,2.22695,-4.38521,NA,-98.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69566,2.0103,2.4383,-2.59069,NA,-184.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69769,0.971652,1.46388,-4.11906,NA,-105.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69982,0.694812,2.1115,-4.63912,NA,NA,-42.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70044,0.603799,3.16825,-3.36965,NA,NA,NA,NA,NA,NA,NA,-105.047,NA,NA,NA,NA,NA
70371,2.03984,2.77716,-4.05547,NA,NA,NA,-38.123,NA,NA,NA,NA,NA,NA,NA,NA,NA
70585,1.7876,2.46773,-4.74965,NA,NA,-25.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70625,1.35371,2.13006,-4.11919,NA,NA,NA,NA,-60.171,NA,NA,NA,NA,NA,NA,NA,NA
70955,1.72007,2.63501,-4.63883,NA,NA,NA,-34.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
71051,1.68427,3.21218,-3.27802,NA,NA,-88.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71255,1.55367,4.66028,-4.33027,NA,NA,NA,-193.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
71579,1.87036,3.43061,-4.9663,NA,NA,NA,NA,-128.524,NA,NA,NA,NA,NA,NA,NA,NA
71682,1.42677,4.10747,-2.80315,NA,NA,NA,NA,-250.489,NA,NA,NA,NA,NA,NA,NA,NA
71888,1.25581,4.59456,-3.9583,NA,NA,NA,NA,NA,NA,NA,NA,-215.845,NA,NA,NA,NA
72184,1.79458,3.47047,-4.29452,NA,NA,NA,NA,NA,NA,NA,-73.42,NA,NA,NA,NA,NA
72308,3.54346,2.66579,-4.52246,NA,NA,NA,NA,NA,NA,NA,NA,-106.117,NA,NA,NA,NA
72520,1.23331,2.63067,-3.16335,NA,NA,NA,-67.227,NA,NA,NA,NA,NA,NA,NA,NA,NA
72641,1.16537,1.32194,-3.72639,NA,NA,-31.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72966,1.63716,0.734348,-3.19344,NA,NA,NA,NA,NA,NA,NA,-87.077,NA,NA,NA,NA,NA
73147,1.57429,1.70629,-4.17455,NA,NA,NA,-7.794,NA,NA,NA,NA,NA,NA,NA,NA,NA
73209,0.588666,1.03067,-4.46537,NA,NA,NA,NA,NA,NA,NA,NA,NA,-213.71,NA,NA,NA
73509,-0.470504,1.1478,-4.14837,NA,NA,NA,NA,NA,NA,NA,-151.795,NA,NA,NA,NA,NA
73757,-0.0769214,0.555318,-4.41639,NA,NA,NA,NA,NA,NA,-195.787,NA,NA,NA,NA,NA,NA
73904,0.940108,1.83877,-4.33686,NA,NA,NA,NA,NA,NA,-40.007,NA,NA,NA,NA,NA,NA
74101,0.841406,2.31703,-3.91165,NA,NA,NA,-43.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
74382,2.68034,2.20446,-2.66288,NA,NA,-124.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74473,2.75084,2.08184,-3.13355,NA,NA,NA,NA,NA,NA,NA,-71.311,NA,NA,NA,NA,NA
74780,2.66518,1.17747,-3.08765,NA,NA,-84.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74815,1.61797,1.77119,-4.61908,NA,NA,-15.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75032,3.03179,1.32801,-4.81873,-89.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75343,1.5119,2.01478,-3.95786,NA,NA,NA,NA,NA,NA,NA,-11.045,NA,NA,NA,NA,NA
75441,1.7468,3.39305,-4.23615,NA,NA,NA,NA,NA,NA,-79.328,NA,NA,NA,NA,NA,NA
75607,2.15523,2.7152,-3.70156,-81.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75844,2.74326,2.69617,-3.07939,NA,NA,NA,NA,NA,NA,-134.457,NA,NA,NA,NA,NA,NA
76028,1.38906,1.58615,-4.41966,NA,-89.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76355,1.40329,0.682087,-4.62591,NA,-131.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76528,2.82054,0.69533,-4.81571,NA,NA,NA,NA,NA,NA,-81.782,NA,NA,NA,NA,NA,NA
76702,2.111,-0.0507379,-4.80626,NA,NA,NA,NA,NA,NA,-147.192,NA,NA,NA,NA,NA,NA
76988,1.29083,0.728953,-3.73677,NA,NA,NA,NA,NA,NA,NA,NA,NA,-179.859,NA,NA,NA
77098,1.5824,2.47562,-3.80736,NA,NA,NA,NA,NA,NA,NA,-26.997,NA,NA,NA,NA,NA
77280,2.37834,2.01044,-4.79718,-55.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77598,1.31967,2.65761,-4.43954,NA,NA,NA,NA,NA,-155.862,NA,NA,NA,NA,NA,NA,NA
77668,2.18056,2.83536,-3.86622,NA,NA,NA,NA,NA,-157.862,NA,NA,NA,NA,NA,NA,NA
77870,2.26723,2.44007,-4.88284,NA,NA,NA,NA,NA,-137.491,NA,NA,NA,NA,NA,NA,NA
78124,1.78283,0.770896,-3.95348,-96.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78347,1.26809,0.938055,-3.5172,NA,NA,NA,NA,NA,-151.684,NA,NA,NA,NA,NA,NA,NA
78427,2.96529,-0.436303,-4.67092,-234.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78785,4.59903,0.0321507,-4.58821,NA,NA,NA,NA,NA,NA,-246.46,NA,NA,NA,NA,NA,NA
78899,4.39448,0.184881,-4.83009,NA,NA,NA,-211.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
79091,3.09631,0.35544,-3.98683,NA,NA,NA,NA,NA,NA,NA,-103.151,NA,NA,NA,NA,NA
79299,4.21809,0.369803,-3.22303,-258.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79514,3.34421,-0.0672896,-4.32092,NA,NA,NA,NA,NA,-261.433,NA,NA,NA,NA,NA,NA,NA
79773,4.46027,-0.0793343,-3.75937,NA,NA,NA,NA,NA,-364.794,NA,NA,NA,NA,NA,NA,NA
79959,4.16694,-0.663362,-3.91112,NA,NA,-289.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80069,3.58182,1.02624,-3.97091,NA,NA,NA,NA,NA,NA,NA,-91.329,NA,NA,NA,NA,NA
80279,3.93071,0.895403,-3.95939,NA,NA,NA,NA,NA,NA,NA,-123.246,NA,NA,NA,NA,NA
80597,2.83314,1.51477,-4.19963,-80.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80782,1.87254,2.4936,-4.26141,NA,NA,-24.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80899,1.24474,2.80571,-4.70454,-76.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81093,0.287472,4.09533,-4.99226,NA,NA,-180.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81212,0.998652,1.45987,-4.79066,NA,-92.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81579,2.16488,1.73114,-4.7089,NA,-114.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81731,1.70114,1.76384,-3.15745,NA,-131.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81921,1.55047,0.85613,-3.84795,NA,NA,NA,NA,NA,NA,-57.545,NA,NA,NA,NA,NA,NA
82117,1.83284,1.72854,-4.54382,-43.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82380,1.98616,1.93881,-2.2842,NA,NA,-129.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82478,2.07316,0.297248,-4.74606,NA,NA,NA,NA,NA,NA,-100.62,NA,NA,NA,NA,NA,NA
82694,2.12139,0.638871,-4.86585,NA,NA,NA,-67.671,NA,NA,NA,NA,NA,NA,NA,NA,NA
82936,1.12827,0.961651,-4.6838,NA,NA,NA,-65.322,NA,NA,NA,NA,NA,NA,NA,NA,NA
83036,0.947496,1.01028,-4.75915,NA,NA,NA,NA,NA,NA,NA,NA,-97.464,NA,NA,NA,NA
83234,0.898217,1.4168,-3.85705,NA,NA,NA,NA,-100.953,NA,NA,NA,NA,NA,NA,NA,NA
83566,2.47099,2.52597,-3.52609,NA,NA,NA,NA,NA,NA,NA,-49.038,NA,NA,NA,NA,NA
83744,2.54292,2.67508,-3.74496,NA,NA,-52.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83967,1.32875,2.7492,-3.49261,NA,NA,-54.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84041,1.93696,3.03262,-4.16141,NA,NA,NA,NA,NA,NA,NA,-45.562,NA,NA,NA,NA,NA
84283,3.03989,3.78804,-3.98828,NA,NA,NA,NA,NA,NA,NA,-137.838,NA,NA,NA,NA,NA
84427,1.86632,3.46781,-4.27923,NA,NA,NA,-78.224,NA,NA,NA,NA,NA,NA,NA,NA,NA
84798,3.54915,1.72927,-4.83046,NA,NA,NA,NA,NA,NA,NA,NA,-91.628,NA,NA,NA,NA
84945,1.7074,2.20583,-4.36004,NA,NA,NA,-15.129,NA,NA,NA,NA,NA,NA,NA,NA,NA
85016,1.58691,1.61213,-4.9502,NA,NA,NA,NA,NA,NA,NA,NA,-31.865,NA,NA,NA,NA
85396,0.146495,1.72075,-4.96466,NA,NA,NA,NA,-144.393,NA,NA,NA,NA,NA,NA,NA,NA
85417,0.62516,2.87942,-4.74377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198.46,NA,NA
85691,0.376092,2.20083,-4.75393,NA,NA,NA,NA,-111.608,NA,NA,NA,NA,NA,NA,NA,NA
85818,-1.15572,2.11895,-4.7752,NA,NA,NA,NA,NA,NA,NA,-200.355,NA,NA,NA,NA,NA
86148,-1.06698,1.65579,-4.17334,NA,NA,NA,NA,NA,NA,NA,NA,-250.088,NA,NA,NA,NA
86245,1.40684,1.05892,-4.12355,NA,NA,NA,NA,NA,NA,NA,NA,-46.961,NA,NA,NA,NA
86467,1.82688,2.04239,-3.23822,NA,NA,NA,NA,NA,NA,NA,-37.486,NA,NA,NA,NA,NA
86676,1.92307,2.23559,-3.7306,NA,-94.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86906,1.59661,3.35229,-4.44224,NA,NA,NA,NA,NA,-175.37,NA,NA,NA,NA,NA,NA,NA
87117,2.15423,3.86702,-4.11215,NA,NA,NA,NA,NA,NA,-125.074,NA,NA,NA,NA,NA,NA
87344,3.01259,3.65882,-4.19365,NA,NA,-134.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87430,3.53803,2.26601,-3.7617,NA,NA,NA,NA,NA,NA,NA,-91.454,NA,NA,NA,NA,NA
87757,2.89844,3.16424,-3.71691,-139.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87892,0.740184,2.5628,-1.77731,NA,NA,-224.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88135,0.928601,2.80706,-1.9124,NA,NA,-206.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88384,1.1492,2.98255,-2.88141,NA,NA,NA,NA,NA,NA,NA,-101.439,NA,NA,NA,NA,NA
88456,1.66564,3.09778,-4.04539,NA,NA,NA,-60.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
88692,1.58945,2.31295,-4.62146,-76.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88985,2.23802,2.49774,-4.64142,NA,NA,NA,NA,NA,NA,-52.117,NA,NA,NA,NA,NA,NA
89176,1.87781,2.21338,-4.8473,NA,-99.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89378,1.66421,2.1044,-4.65103,NA,NA,NA,NA,NA,NA,-23.095,NA,NA,NA,NA,NA,NA
89413,1.61034,2.27126,-4.78434,NA,NA,NA,-18.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
89612,0.593021,3.17434,-4.94925,NA,NA,-89.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89804,0.310013,2.42478,-3.83978,NA,NA,NA,NA,NA,NA,NA,-71.696,NA,NA,NA,NA,NA
90089,1.09573,2.86432,-3.45809,NA,NA,NA,-68.517,NA,NA,NA,NA,NA,NA,NA,NA,NA
90391,2.64303,1.51378,-3.26272,NA,NA,-59.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90459,2.85432,1.08529,-3.67113,NA,NA,NA,NA,NA,NA,-80.232,NA,NA,NA,NA,NA,NA
90604,2.1341,0.559902,-4.34539,-89.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90870,2.00141,0.309704,-3.66771,NA,NA,NA,NA,NA,-185.425,NA,NA,NA,NA,NA,NA,NA
91197,2.6571,0.0851882,-2.6119,-251.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91279,3.54891,1.75672,-3.67997,-147.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91515,2.8551,1.37429,-4.19489,NA,NA,-36.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91611,2.57884,0.974393,-3.991,-75.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91854,0.68973,0.467357,-4.33635,NA,NA,NA,NA,NA,-215.186,NA,NA,NA,NA,NA,NA,NA
