id,x0,x1,x2,fitness-2.5,fitness-2,fitness-3,fitness-3.5,fitness-4,fitness-1.5
72936,1.35043,1.75136,-4.15064,NA,-15.402,NA,NA,NA,NA
73049,2.24451,1.48295,-4.97432,-19.757,NA,NA,NA,NA,NA
73312,1.78775,1.15813,-4.51569,-11.718,NA,NA,NA,NA,NA
73526,2.45906,2.13707,-4.36615,-20.441,NA,NA,NA,NA,NA
73625,1.97931,1.63271,-5,NA,NA,-17.677,NA,NA,NA
73931,2.29553,1.43773,-3.78316,NA,NA,-25.89,NA,NA,NA
74091,3.06428,1.2216,-4.5728,NA,NA,-53.158,NA,NA,NA
74258,2.41054,1.79364,-5,NA,NA,-31.645,NA,NA,NA
74529,2.44787,0.959042,-4.5074,NA,NA,-36.432,NA,NA,NA
74761,1.7479,1.4798,-4.22072,NA,-4.414,NA,NA,NA,NA
74903,1.46514,2.68261,-4.73877,-32.724,NA,NA,NA,NA,NA
75121,2.57754,1.74765,-4.33892,-18.71,NA,NA,NA,NA,NA
75215,1.49891,1.5602,-3.85345,NA,NA,-19.649,NA,NA,NA
75566,1.74724,1.64651,-5,-15.807,NA,NA,NA,NA,NA
75668,1.0855,1.54574,-5,-30.417,NA,NA,NA,NA,NA
75880,1.53097,1.34255,-5,-20.983,NA,NA,NA,NA,NA
76066,0.678647,2.03536,-4.5391,NA,NA,-38.642,NA,NA,NA
76220,1.63648,1.27,-3.96999,-10.288,NA,NA,NA,NA,NA
76540,2.79806,1.9351,-3.93715,NA,NA,-35.655,NA,NA,NA
76780,2.18402,2.12269,-4.4832,-12.33,NA,NA,NA,NA,NA
76995,1.92421,1.06488,-4.58214,NA,-25.01,NA,NA,NA,NA
77192,2.39941,2.32045,-4.63067,NA,NA,NA,NA,NA,-38.149
77356,1.79581,1.5626,-5,NA,NA,-17.496,NA,NA,NA
77426,1.77181,1.67906,-5,-14.746,NA,NA,NA,NA,NA
77730,1.63059,2.19353,-4.41789,NA,NA,-13.802,NA,NA,NA
77968,1.67025,1.65207,-4.54789,NA,NA,-4.429,NA,NA,NA
78180,2.31591,1.43132,-4.23554,NA,-17.899,NA,NA,NA,NA
78355,2.4348,2.64368,-4.57503,NA,-38.409,NA,NA,NA,NA
78436,1.74203,1.80101,-5,NA,NA,-23.185,NA,NA,NA
78672,1.18405,2.25623,-3.81682,-26.932,NA,NA,NA,NA,NA
78988,1.87316,1.66927,-4.34745,-1.652,NA,NA,NA,NA,NA
79075,1.75527,2.12384,-5,NA,NA,-21.535,NA,NA,NA
79216,1.32199,1.81144,-5,NA,NA,-22.709,NA,NA,NA
79487,1.24139,1.83639,-5,NA,NA,NA,-42.223,NA,NA
79738,1.69053,1.46286,-5,NA,-23.649,NA,NA,NA,NA
79967,1.76859,2.08028,-5,NA,NA,-25.523,NA,NA,NA
80123,1.49588,2.03517,-4.25474,-9.067,NA,NA,NA,NA,NA
80243,1.98619,1.63758,-4.51409,-3.509,NA,NA,NA,NA,NA
80554,1.82149,2.50898,-5,NA,NA,-31.306,NA,NA,NA
80756,1.12743,1.62967,-4.50582,-15.537,NA,NA,NA,NA,NA
80859,1.70365,2.17619,-4.11714,-11.078,NA,NA,NA,NA,NA
81012,1.60122,2.3662,-4.77941,NA,NA,-23.822,NA,NA,NA
81243,1.67334,1.81041,-4.17691,-2.579,NA,NA,NA,NA,NA
81403,1.94176,1.19188,-4.56098,NA,NA,-15.112,NA,NA,NA
81745,1.15528,2.32989,-4.78419,NA,-34.843,NA,NA,NA,NA
81857,2.48255,1.72349,-4.18737,NA,NA,NA,NA,NA,-29.548
82136,1.7948,2.08353,-5,-17.976,NA,NA,NA,NA,NA
82247,1.53484,2.01231,-4.36453,NA,NA,-8.688,NA,NA,NA
82594,1.19463,1.42702,-4.30604,NA,-29.16,NA,NA,NA,NA
82604,0.963442,2.60816,-4.26172,NA,-42.965,NA,NA,NA,NA
82856,0.904804,2.11524,-5,NA,NA,-42.994,NA,NA,NA
83015,1.02281,2.56179,-5,NA,NA,-46.107,NA,NA,NA
83321,1.72141,1.89394,-5,-15.55,NA,NA,NA,NA,NA
83517,1.52385,1.40552,-3.78561,NA,-17.527,NA,NA,NA,NA
83711,2.16029,1.86178,-4.08485,NA,NA,-10.564,NA,NA,NA
83977,1.63031,1.94395,-3.94624,NA,NA,NA,-22.678,NA,NA
84090,2.44097,1.72529,-4.49571,NA,NA,-18.188,NA,NA,NA
84273,1.78535,1.48569,-5,NA,NA,NA,-36.953,NA,NA
84412,2.24599,1.12483,-5,NA,NA,-30.306,NA,NA,NA
84738,1.68374,1.30616,-4.62884,NA,NA,-12.122,NA,NA,NA
84894,1.44228,1.26312,-4.79292,NA,NA,-20.02,NA,NA,NA
85189,1.2684,1.50054,-3.46616,NA,NA,-36.185,NA,NA,NA
85286,1.67622,1.82321,-3.70533,-15.318,NA,NA,NA,NA,NA
85500,1.63835,1.81821,-4.58133,NA,NA,-6.109,NA,NA,NA
85757,2.29424,1.9439,-4.40877,NA,-13.148,NA,NA,NA,NA
85813,1.83708,1.40934,-4.65064,-5.723,NA,NA,NA,NA,NA
86133,2.04433,1.44131,-5,-17.73,NA,NA,NA,NA,NA
86253,1.44876,1.19543,-4.80248,-21.644,NA,NA,NA,NA,NA
86470,1.88471,1.56594,-5,-15.407,NA,NA,NA,NA,NA
86606,2.41111,0.922956,-4.15146,NA,-40.687,NA,NA,NA,NA
86882,1.56951,1.52006,-3.93811,NA,NA,-8.849,NA,NA,NA
87131,2.17248,2.12823,-4.00677,-14.563,NA,NA,NA,NA,NA
87323,2.13876,2.27926,-3.69261,-25.184,NA,NA,NA,NA,NA
87487,1.99911,2.01392,-3.94771,NA,NA,-15.035,NA,NA,NA
87723,2.35228,2.10953,-4.38487,-15.66,NA,NA,NA,NA,NA
87903,0.990576,1.57383,-4.28416,-23.275,NA,NA,NA,NA,NA
88008,1.57033,1.2664,-3.91374,-14.343,NA,NA,NA,NA,NA
88291,2.26846,1.34986,-3.85823,NA,NA,-19.147,NA,NA,NA
88537,1.72613,1.82421,-3.29141,-33.948,NA,NA,NA,NA,NA
88779,2.15672,1.79385,-3.55608,-23.873,NA,NA,NA,NA,NA
88864,2.00625,1.79635,-4.45671,-4.527,NA,NA,NA,NA,NA
89044,1.37216,2.0559,-5,NA,-25.632,NA,NA,NA,NA
89311,1.58165,2.13918,-4.49807,-9.621,NA,NA,NA,NA,NA
89501,1.68545,1.70778,-5,NA,NA,-18.877,NA,NA,NA
89704,2.00181,1.55272,-5,NA,NA,-20.038,NA,NA,NA
89879,2.52479,1.66586,-5,NA,NA,-28.174,NA,NA,NA
90200,1.00637,1.61803,-4.83344,NA,NA,-29.847,NA,NA,NA
90301,0.970883,2.13009,-3.99175,NA,-39.694,NA,NA,NA,NA
90551,2.35872,1.76148,-4.46961,NA,-23.665,NA,NA,NA,NA
90716,2.12514,2.36933,-4.70344,NA,-21.746,NA,NA,NA,NA
90861,2.32319,1.8817,-4.7664,NA,NA,-19.338,NA,NA,NA
91161,1.3759,1.43292,-4.49673,NA,NA,-16.82,NA,NA,NA
91291,1.09508,2.54854,-4.75215,-36.435,NA,NA,NA,NA,NA
91558,1.43878,2.32917,-5,-27.086,NA,NA,NA,NA,NA
91764,2.08936,2.40009,-5,-27.364,NA,NA,NA,NA,NA
91899,1.76401,1.73284,-4.67319,NA,NA,NA,-31.065,NA,NA
92031,1.89335,1.84932,-4.6832,NA,NA,-9.22,NA,NA,NA
92322,1.17911,1.79268,-4.1352,-14.373,NA,NA,NA,NA,NA
92561,1.48949,2.80673,-5,-43.156,NA,NA,NA,NA,NA
92700,1.58306,2.28604,-5,-23.469,NA,NA,NA,NA,NA
92923,2.25727,2.01756,-4.66505,-13.711,NA,NA,NA,NA,NA
93099,1.92275,1.59891,-4.94248,-13.915,NA,NA,NA,NA,NA
93231,1.73685,1.25745,-5,-23.923,NA,NA,NA,NA,NA
93404,1.94376,2.02497,-4.95434,NA,NA,-17.18,NA,NA,NA
93608,1.54222,2.01331,-5,-18.253,NA,NA,NA,NA,NA
93963,0.959659,1.36968,-5,NA,-46.379,NA,NA,NA,NA
94099,1.96203,1.96717,-5,-17.318,NA,NA,NA,NA,NA
94224,2.28558,2.25706,-4.16689,-18.254,NA,NA,NA,NA,NA
94405,1.47515,2.02035,-3.80503,-15.253,NA,NA,NA,NA,NA
94669,1.39364,1.26263,-4.96863,NA,-28.335,NA,NA,NA,NA
94879,2.10081,2.26105,-5,NA,NA,-27.035,NA,NA,NA
95131,2.29946,1.56082,-4.61288,-11.247,NA,NA,NA,NA,NA
95334,1.4497,1.04245,-4.43089,-21.715,NA,NA,NA,NA,NA
95416,1.56643,1.24705,-3.7894,-17.691,NA,NA,NA,NA,NA
95763,1.71753,1.51127,-5,NA,-26.811,NA,NA,NA,NA
95897,1.35672,1.89844,-5,NA,NA,NA,NA,NA,-35.649
96100,2.09504,2.24824,-4.33779,NA,NA,-16.243,NA,NA,NA
96202,1.66203,2.04896,-4.20189,-6.913,NA,NA,NA,NA,NA
96564,1.69734,1.16406,-4.4574,NA,-13.103,NA,NA,NA,NA
96730,1.47316,1.73621,-4.5687,NA,-12.449,NA,NA,NA,NA
96852,1.82721,1.69316,-3.63208,NA,NA,-20.344,NA,NA,NA
97035,1.83431,1.66978,-4.74259,NA,-8.288,NA,NA,NA,NA
97378,1.87552,1.87609,-3.76871,NA,NA,-18.285,NA,NA,NA
97581,2.24218,1.49223,-4.49296,NA,NA,NA,NA,NA,-25.749
97791,2.18078,1.92023,-4.79325,NA,NA,-19.692,NA,NA,NA
97907,1.77833,1.75693,-4.49683,-2.047,NA,NA,NA,NA,NA
98001,2.54255,2.01305,-4.03475,-23.054,NA,NA,NA,NA,NA
98369,2.97823,1.36684,-4.06548,-41.669,NA,NA,NA,NA,NA
98444,2.8523,1.72863,-4.83595,NA,-39.737,NA,NA,NA,NA
98729,1.50505,1.93633,-4.83446,NA,NA,-14.73,NA,NA,NA
98845,1.8793,1.38236,-5,-17.226,NA,NA,NA,NA,NA
99114,1.76609,1.55541,-5,NA,NA,NA,-35.572,NA,NA
99235,1.49745,1.30043,-4.63283,NA,-13.494,NA,NA,NA,NA
99429,2.8647,1.9124,-4.44331,NA,NA,NA,-46.53,NA,NA
99602,2.03112,1.14121,-5,NA,NA,-35.811,NA,NA,NA
99978,1.94785,1.06591,-4.62335,NA,NA,NA,NA,NA,-47.028
100084,1.44682,1.49452,-5,NA,-22.131,NA,NA,NA,NA
100309,1.43779,1.92677,-4.44566,NA,-16.488,NA,NA,NA,NA
100462,1.71183,1.20847,-4.72059,-15.041,NA,NA,NA,NA,NA
100703,1.18281,2.16723,-5,-28.174,NA,NA,NA,NA,NA
100916,1.31279,2.27748,-4.11644,NA,NA,-28.707,NA,NA,NA
101115,2.14933,2.24332,-3.99549,NA,NA,-20.94,NA,NA,NA
101265,1.40375,1.66451,-4.44762,-5.348,NA,NA,NA,NA,NA
101591,1.26191,1.38076,-4.88514,NA,NA,-34.176,NA,NA,NA
101661,1.26084,1.23739,-5,NA,-35.9,NA,NA,NA,NA
101962,1.25438,1.05272,-4.50052,-28.641,NA,NA,NA,NA,NA
102154,2.35216,1.56181,-4.38334,NA,-17.079,NA,NA,NA,NA
102327,2.66711,1.65091,-4.52157,-22.803,NA,NA,NA,NA,NA
102511,2.46564,1.22672,-4.38446,NA,-27.031,NA,NA,NA,NA
102711,1.72765,1.94614,-3.80066,-12.628,NA,NA,NA,NA,NA
102985,0.820454,1.46685,-4.55675,NA,-47.957,NA,NA,NA,NA
103020,1.76904,1.67,-4.58855,-3.99,NA,NA,NA,NA,NA
103387,1.27903,1.77512,-5,NA,-26.02,NA,NA,NA,NA
103469,2.3932,2.62122,-5,NA,-46.716,NA,NA,NA,NA
103639,1.99946,1.87874,-5,-16.489,NA,NA,NA,NA,NA
103882,1.44041,2.23034,-4.8263,-19.552,NA,NA,NA,NA,NA
104144,2.23565,1.37964,-4.10022,-12.421,NA,NA,NA,NA,NA
104350,1.28908,1.28002,-3.85375,NA,-28.735,NA,NA,NA,NA
104489,1.80491,1.33508,-4.60759,-5.998,NA,NA,NA,NA,NA
104672,1.95813,1.78722,-4.22776,NA,-6.162,NA,NA,NA,NA
104840,2.0027,1.24617,-5,NA,-26.103,NA,NA,NA,NA
105022,2.27843,1.29955,-4.58232,-14.341,NA,NA,NA,NA,NA
105324,1.72188,1.13717,-4.75248,NA,-20.958,NA,NA,NA,NA
105547,1.68028,2.11166,-4.41116,NA,NA,-12.67,NA,NA,NA
105722,1.84562,1.977,-3.67208,NA,NA,-26.075,NA,NA,NA
105828,1.61679,1.85954,-3.70305,NA,NA,-23.162,NA,NA,NA
106190,2.30384,1.63738,-3.81581,NA,NA,NA,-32.394,NA,NA
106220,1.667,1.81999,-4.03889,NA,NA,-12.483,NA,NA,NA
106572,1.34887,1.46103,-4.71127,NA,NA,NA,-43.043,NA,NA
106739,1.56863,2.06441,-4.05209,NA,NA,-19.479,NA,NA,NA
106898,1.67239,2.35291,-4.93861,NA,NA,NA,-44.185,NA,NA
107008,2.22309,1.65652,-3.61282,NA,NA,-26.756,NA,NA,NA
107344,2.13162,1.60765,-4.50349,NA,NA,NA,-31.427,NA,NA
107545,2.04372,0.930454,-4.31979,-23.447,NA,NA,NA,NA,NA
107618,2.67805,1.70232,-5,NA,NA,-36.832,NA,NA,NA
107841,2.4685,1.74871,-5,-25.032,NA,NA,NA,NA,NA
108111,1.46195,2.48732,-4.27621,NA,NA,-29.557,NA,NA,NA
108290,1.81569,1.59613,-4.19469,-0.767,NA,NA,NA,NA,NA
108401,2.03858,1.18206,-4.60642,NA,NA,-22.434,NA,NA,NA
108654,2.45099,1.01544,-4.57068,NA,-32.736,NA,NA,NA,NA
108849,2.29665,1.18172,-4.24736,NA,-23.538,NA,NA,NA,NA
109111,1.74645,1.95382,-4.74942,-9.694,NA,NA,NA,NA,NA
109217,1.87025,1.90545,-4.1184,-4.345,NA,NA,NA,NA,NA
109523,1.72274,1.79319,-4.27066,-1.521,NA,NA,NA,NA,NA
109732,1.45317,1.34992,-4.54379,NA,NA,-16.074,NA,NA,NA
109908,0.860746,1.35697,-5,-47.662,NA,NA,NA,NA,NA
110039,1.0632,1.3252,-4.41325,NA,NA,-28.717,NA,NA,NA
110317,2.01292,1.39742,-4.22235,NA,NA,NA,NA,NA,-21.865
110504,2.06645,2.29523,-5,-24.005,NA,NA,NA,NA,NA
110701,2.11611,2.51662,-4.07335,-24.15,NA,NA,NA,NA,NA
110836,2.31637,2.22517,-4.50816,-17.864,NA,NA,NA,NA,NA
111149,1.65317,1.11064,-5,-28.75,NA,NA,NA,NA,NA
111340,1.24001,1.3262,-5,NA,-33.176,NA,NA,NA,NA
111534,1.45889,1.6117,-4.81749,NA,NA,NA,NA,NA,-39.78
111713,2.29937,2.23329,-4.23084,NA,-21.727,NA,NA,NA,NA
111913,2.21913,1.67161,-4.69929,-10.664,NA,NA,NA,NA,NA
112046,2.46909,1.95222,-4.80892,NA,-27.25,NA,NA,NA,NA
112216,2.28912,1.69656,-4.30877,NA,-20.743,NA,NA,NA,NA
112496,1.85494,1.62305,-4.13388,NA,NA,-8.618,NA,NA,NA
112616,1.65917,1.59351,-4.44783,-1.135,NA,NA,NA,NA,NA
112822,2.14348,1.06845,-4.89126,-26.78,NA,NA,NA,NA,NA
113135,1.3276,1.3927,-5,-24.684,NA,NA,NA,NA,NA
113319,1.29767,2.02214,-4.2791,-12.243,NA,NA,NA,NA,NA
113598,2.61505,1.7132,-4.30664,-20.739,NA,NA,NA,NA,NA
113602,2.04031,2.33454,-5,NA,-28.534,NA,NA,NA,NA
113961,1.82681,2.0033,-5,NA,-19.289,NA,NA,NA,NA
114121,1.56793,1.95444,-3.81658,-12.365,NA,NA,NA,NA,NA
114370,2.3527,2.11084,-4.14528,NA,NA,-21.443,NA,NA,NA
114487,1.80524,2.23007,-3.78267,-18.965,NA,NA,NA,NA,NA
114717,1.84377,1.60292,-3.49577,NA,NA,-25.476,NA,NA,NA
114872,2.06442,0.777995,-4.25698,-34.839,NA,NA,NA,NA,NA
115180,2.18546,1.69248,-4.12033,-7.459,NA,NA,NA,NA,NA
115267,2.20546,2.3353,-4.23784,-18.638,NA,NA,NA,NA,NA
115565,2.15855,1.76814,-4.15908,NA,NA,NA,-28.936,NA,NA
115739,2.1442,2.19912,-4.2196,NA,NA,NA,-26.144,NA,NA
115983,1.83234,2.24097,-3.88645,NA,NA,NA,-30.213,NA,NA
116036,0.901825,2.21787,-4.52527,-30.235,NA,NA,NA,NA,NA
116222,1.80892,2.37276,-5,-25.783,NA,NA,NA,NA,NA
116448,1.81509,2.12561,-3.8523,-13.589,NA,NA,NA,NA,NA
116626,1.27669,1.86113,-5,-21.814,NA,NA,NA,NA,NA
116921,2.54553,1.46027,-4.91508,NA,-37.008,NA,NA,NA,NA
117030,2.5916,2.0134,-5,-30.911,NA,NA,NA,NA,NA
117364,2.92977,1.61247,-5,-43.659,NA,NA,NA,NA,NA
117544,2.4304,2.54227,-4.47473,NA,NA,-34.932,NA,NA,NA
117637,1.65803,2.20436,-4.48422,NA,-15.869,NA,NA,NA,NA
117843,1.42256,1.7082,-4.21366,-4.674,NA,NA,NA,NA,NA
118001,1.60826,1.79783,-5,-15.733,NA,NA,NA,NA,NA
118253,1.88593,1.71403,-5,-14.61,NA,NA,NA,NA,NA
118482,2.07609,1.67297,-5,-16.135,NA,NA,NA,NA,NA
118792,2.03787,1.35973,-4.25456,NA,NA,-16.608,NA,NA,NA
118939,1.41789,1.67552,-4.29239,-5.786,NA,NA,NA,NA,NA
119159,1.43895,1.20359,-4.6239,NA,NA,-24.768,NA,NA,NA
119316,1.88986,1.1331,-4.52427,-13.36,NA,NA,NA,NA,NA
119438,2.42469,1.79854,-4.134,-14.331,NA,NA,NA,NA,NA
119798,2.38472,0.949386,-5,-43.815,NA,NA,NA,NA,NA
119828,1.60803,1.38558,-4.36094,NA,NA,-10.81,NA,NA,NA
120190,1.60483,1.67657,-4.03218,-4.655,NA,NA,NA,NA,NA
120338,1.32457,1.51442,-4.64829,NA,NA,-14.821,NA,NA,NA
120570,2.19278,1.76297,-5,-18.809,NA,NA,NA,NA,NA
120698,1.67686,1.51478,-5,-16.167,NA,NA,NA,NA,NA
120903,2.03401,1.43021,-5,NA,NA,NA,-35.847,NA,NA
121181,1.96097,2.21791,-4.75143,NA,NA,-20.122,NA,NA,NA
121348,2.47295,1.29339,-4.49248,NA,NA,-23.906,NA,NA,NA
121583,1.99738,2.07683,-5,-18.598,NA,NA,NA,NA,NA
121641,1.83286,1.52983,-4.88267,NA,NA,-18.938,NA,NA,NA
121852,1.65386,1.70655,-5,-15.68,NA,NA,NA,NA,NA
122086,2.27805,1.4484,-4.16219,NA,-22.312,NA,NA,NA,NA
122217,2.06394,1.81263,-5,-17.128,NA,NA,NA,NA,NA
122416,1.88155,1.44559,-4.42658,-2.328,NA,NA,NA,NA,NA
122795,2.06454,1.05384,-4.32501,NA,NA,-18.792,NA,NA,NA
122815,1.82581,2.31021,-4.5567,-14.394,NA,NA,NA,NA,NA
123025,1.85159,1.34957,-4.45488,NA,NA,-11.277,NA,NA,NA
123274,1.64475,1.22947,-3.95423,-12.108,NA,NA,NA,NA,NA
123531,2.05419,2.4976,-5,NA,NA,-34.305,NA,NA,NA
123658,2.37999,2.03086,-5,-24.885,NA,NA,NA,NA,NA
123948,2.63629,1.8188,-5,NA,-35.999,NA,NA,NA,NA
124188,2.10479,0.624466,-5,-63.144,NA,NA,NA,NA,NA
124306,2.78656,1.13092,-4.59154,-38.659,NA,NA,NA,NA,NA
124454,2.05711,1.36724,-4.4209,NA,NA,-9.069,NA,NA,NA
124731,2.14167,1.45476,-4.46067,-7.15,NA,NA,NA,NA,NA
124824,2.41089,1.47414,-4.78581,-19.254,NA,NA,NA,NA,NA
125168,0.955732,1.54326,-4.32443,-26.215,NA,NA,NA,NA,NA
125289,1.67931,1.87514,-5,NA,NA,-23.522,NA,NA,NA
125568,1.76754,1.04904,-5,NA,NA,-31.139,NA,NA,NA
125705,2.16802,1.55281,-5,NA,NA,-24.691,NA,NA,NA
125853,1.53625,1.36745,-4.80591,-15.076,NA,NA,NA,NA,NA
126144,1.87898,1.32267,-4.25135,-3.956,NA,NA,NA,NA,NA
126349,2.47034,1.81563,-4.65936,NA,-19.953,NA,NA,NA,NA
126504,2.45949,1.57844,-5,NA,-28.04,NA,NA,NA,NA
126636,2.03066,0.89447,-4.06516,NA,NA,-28.738,NA,NA,NA
126931,2.07072,1.53667,-5,NA,NA,NA,-35.05,NA,NA
127086,1.7295,1.35018,-5,NA,-22.351,NA,NA,NA,NA
127289,1.29621,1.25294,-4.72092,NA,-31.096,NA,NA,NA,NA
127519,1.3222,1.11085,-5,NA,NA,-36.517,NA,NA,NA
127731,2.41002,1.40921,-5,NA,NA,-34.38,NA,NA,NA
127886,1.3212,1.26637,-5,-28.921,NA,NA,NA,NA,NA
128154,1.5742,1.23491,-5,NA,NA,-24.966,NA,NA,NA
128363,1.51893,1.97701,-5,-18.738,NA,NA,NA,NA,NA
128579,1.54541,1.63512,-4.43559,NA,NA,-7.291,NA,NA,NA
128770,2.09846,1.47972,-4.5063,-5.659,NA,NA,NA,NA,NA
128972,2.05963,1.16781,-4.40133,-11.904,NA,NA,NA,NA,NA
129035,1.96989,1.96668,-5,NA,-20.259,NA,NA,NA,NA
129211,1.83874,1.51668,-4.58199,-2.979,NA,NA,NA,NA,NA
129524,1.35901,2.61904,-5,-37.816,NA,NA,NA,NA,NA
129772,1.59766,1.83762,-4.92608,NA,NA,-15.639,NA,NA,NA
129886,1.99666,1.41877,-4.13426,-5.936,NA,NA,NA,NA,NA
130085,2.2343,1.67066,-4.52209,NA,NA,NA,NA,NA,-33.306
130359,1.21811,0.843653,-4.20256,NA,NA,-52.971,NA,NA,NA
130587,1.94783,1.13734,-4.97209,-24.683,NA,NA,NA,NA,NA
130699,2.53504,1.8889,-5,-28.221,NA,NA,NA,NA,NA
130829,1.49942,2.46791,-5,NA,NA,-40.343,NA,NA,NA
131013,1.63017,1.61156,-5,NA,-20.333,NA,NA,NA,NA
131381,2.86211,1.94209,-4.197,NA,NA,-38.106,NA,NA,NA
131497,2.01307,1.43713,-4.62836,NA,NA,-18.108,NA,NA,NA
131604,1.78373,1.49032,-3.72549,-14.035,NA,NA,NA,NA,NA
131811,2.26916,2.10662,-4.27458,NA,NA,-15.009,NA,NA,NA
132166,1.20131,2.45525,-4.42789,NA,-31.689,NA,NA,NA,NA
132213,1.58165,1.10685,-5,NA,-38.444,NA,NA,NA,NA
132526,1.96072,1.98175,-4.4307,-7.171,NA,NA,NA,NA,NA
132720,1.44058,2.35041,-5,-27.206,NA,NA,NA,NA,NA
132856,2.14366,1.85133,-5,NA,-22.988,NA,NA,NA,NA
133057,1.79401,1.20009,-4.73775,NA,NA,-22.915,NA,NA,NA
133293,2.12169,1.63961,-5,-16.722,NA,NA,NA,NA,NA
133596,1.32787,1.72346,-4.97739,-20.109,NA,NA,NA,NA,NA
133682,1.52259,2.36665,-4.20718,NA,NA,-17.82,NA,NA,NA
133956,1.36999,1.14242,-3.99515,-20.818,NA,NA,NA,NA,NA
134075,1.67187,1.34879,-4.96728,-18.006,NA,NA,NA,NA,NA
134247,1.79854,2.21983,-5,-20.798,NA,NA,NA,NA,NA
134578,1.98583,1.41847,-5,-17.943,NA,NA,NA,NA,NA
134654,1.6245,1.82556,-5,NA,-26.257,NA,NA,NA,NA
134835,1.29438,1.34614,-4.76838,-19.938,NA,NA,NA,NA,NA
135143,1.71346,2.41102,-4.84537,NA,-24.977,NA,NA,NA,NA
135205,1.37791,1.65643,-5,-19.322,NA,NA,NA,NA,NA
135552,2.20286,1.43741,-5,-20.623,NA,NA,NA,NA,NA
135778,1.85619,2.72047,-4.96624,NA,NA,-39.908,NA,NA,NA
135908,1.8419,2.18694,-4.3685,NA,NA,-17.535,NA,NA,NA
136095,1.7523,1.50113,-4.75169,NA,NA,NA,NA,NA,-25.682
136387,1.64478,1.56049,-3.52508,NA,NA,-30.482,NA,NA,NA
136542,1.59327,2.0422,-4.17533,NA,-9.901,NA,NA,NA,NA
136663,2.01162,1.87072,-5,NA,NA,-17.641,NA,NA,NA
136993,1.74151,1.78224,-5,NA,NA,-25.956,NA,NA,NA
137022,1.97686,0.873067,-4.95277,-40.61,NA,NA,NA,NA,NA
137246,1.85631,2.02112,-4.81739,NA,-16.954,NA,NA,NA,NA
137586,1.79334,1.3746,-4.40926,-3.404,NA,NA,NA,NA,NA
137613,1.43653,1.98707,-4.3617,NA,NA,NA,NA,NA,-25.532
137992,2.32579,1.36695,-4.13393,NA,NA,-21.63,NA,NA,NA
138052,2.30516,1.36332,-4.48481,NA,NA,-14.092,NA,NA,NA
138325,1.58617,1.85624,-5,NA,NA,NA,-29.205,NA,NA
138474,1.04769,1.42622,-4.75754,NA,NA,NA,-40.323,NA,NA
138684,1.50562,1.50512,-5,NA,-22.744,NA,NA,NA,NA
138965,1.75343,1.50776,-5,NA,-18.359,NA,NA,NA,NA
139116,1.59231,1.46465,-4.34371,NA,NA,NA,NA,NA,-44.495
139373,2.14027,1.54801,-4.43664,-6.747,NA,NA,NA,NA,NA
139514,2.44054,1.91519,-3.54747,-32.017,NA,NA,NA,NA,NA
139714,2.23873,1.33379,-4.65619,NA,-19.936,NA,NA,NA,NA
139997,2.09568,2.65925,-5,-37.408,NA,NA,NA,NA,NA
140076,2.96002,2.18972,-4.46638,NA,-43.804,NA,NA,NA,NA
140344,1.98915,2.45347,-4.53576,NA,-21.539,NA,NA,NA,NA
140442,1.39413,1.94264,-5,NA,NA,-23.361,NA,NA,NA
140725,1.65239,1.59295,-5,NA,NA,-20.919,NA,NA,NA
140961,1.92187,1.30771,-4.63313,NA,NA,NA,-26.211,NA,NA
141070,2.02718,1.46374,-4.07704,-6.784,NA,NA,NA,NA,NA
141348,1.4642,1.79369,-4.5778,-6.291,NA,NA,NA,NA,NA
141419,1.29745,2.01399,-5,-22.49,NA,NA,NA,NA,NA
141670,1.71823,1.619,-4.71388,-6.434,NA,NA,NA,NA,NA
141861,1.81178,2.2925,-3.88009,NA,NA,-22.387,NA,NA,NA
142071,1.62667,1.86823,-4.67194,-6.73,NA,NA,NA,NA,NA
142400,1.30353,1.71226,-4.86546,-17.202,NA,NA,NA,NA,NA
142457,1.85877,1.5697,-5,-15.407,NA,NA,NA,NA,NA
142632,1.94081,1.9375,-5,NA,NA,NA,NA,NA,-30.654
142857,2.50909,1.67263,-5,NA,NA,-27.452,NA,NA,NA
143034,2.00036,1.98546,-5,-18.637,NA,NA,NA,NA,NA
143395,1.96378,2.08314,-4.26233,NA,-10.62,NA,NA,NA,NA
143498,1.33519,1.88024,-4.23978,NA,-11.585,NA,NA,NA,NA
143728,1.37308,1.53772,-4.01978,NA,NA,-23.858,NA,NA,NA
143859,2.16406,1.24595,-4.45155,NA,NA,-15.948,NA,NA,NA
144089,1.65229,2.13835,-3.65025,NA,NA,-25.994,NA,NA,NA
144283,1.56155,2.13498,-4.30632,-9.965,NA,NA,NA,NA,NA
144514,1.72718,2.15199,-4.88507,-16.744,NA,NA,NA,NA,NA
144635,1.96081,1.65181,-5,NA,-23.629,NA,NA,NA,NA
144931,1.51103,1.81338,-4.5607,NA,-17.047,NA,NA,NA,NA
145076,1.27795,2.00214,-4.83218,-17.935,NA,NA,NA,NA,NA
145216,1.24439,1.5027,-3.99731,NA,NA,-18.317,NA,NA,NA
145488,1.65112,1.69334,-4.25495,NA,-4.405,NA,NA,NA,NA
145734,1.34182,1.8165,-4.49766,-8.454,NA,NA,NA,NA,NA
145880,2.27993,1.97449,-5,-22.534,NA,NA,NA,NA,NA
