id,x0,x1,x2,fitness-4,fitness-2.5,fitness-3,fitness-1.5,fitness-3.5,fitness-1,fitness-2,fitness-4.5,fitness-5,fitness-0.5
55415,2.8973,2.73267,-4.55367,NA,NA,-58.454,NA,NA,NA,NA,NA,NA,NA
55711,2.29052,1.87172,-4.38646,NA,NA,-11.688,NA,NA,NA,NA,NA,NA,NA
55841,0.660591,2.07966,-4.50206,NA,-41.034,NA,NA,NA,NA,NA,NA,NA,NA
56022,0.725152,1.3656,-3.20018,NA,NA,NA,NA,NA,NA,-98.849,NA,NA,NA
56214,0.792887,1.28958,-3.67238,NA,-56.729,NA,NA,NA,NA,NA,NA,NA,NA
56545,1.71866,2.31592,-3.66201,NA,NA,NA,-43.999,NA,NA,NA,NA,NA,NA
56643,1.02694,2.01761,-4.50904,NA,NA,NA,NA,NA,NA,-26.171,NA,NA,NA
56880,2.21424,2.24732,-5,NA,-24.987,NA,NA,NA,NA,NA,NA,NA,NA
57128,2.1473,1.50342,-5,NA,-18.829,NA,NA,NA,NA,NA,NA,NA,NA
57282,2.53702,0.90996,-4.77477,NA,NA,-48.87,NA,NA,NA,NA,NA,NA,NA
57484,1.53445,1.20385,-5,NA,NA,NA,NA,NA,NA,-29.337,NA,NA,NA
57792,0.914314,1.52466,-4.95738,NA,NA,NA,NA,NA,NA,-50.236,NA,NA,NA
57865,1.34486,1.0394,-4.09248,NA,NA,-26.407,NA,NA,NA,NA,NA,NA,NA
58046,0.864659,1.13765,-4.51409,NA,NA,NA,NA,NA,NA,-57.38,NA,NA,NA
58272,1.08707,1.07246,-4.98172,NA,NA,NA,NA,NA,NA,-61.649,NA,NA,NA
58490,0.365708,1.53311,-4.81495,NA,NA,NA,NA,NA,NA,-66.222,NA,NA,NA
58714,0.467981,2.30399,-5,NA,-61.131,NA,NA,NA,NA,NA,NA,NA,NA
58988,1.77105,2.43036,-5,NA,NA,NA,-52.229,NA,NA,NA,NA,NA,NA
59199,1.00454,2.15981,-3.54131,NA,NA,NA,NA,NA,NA,-45.175,NA,NA,NA
59233,1.76043,1.59416,-4.21194,NA,NA,NA,NA,NA,NA,-11.383,NA,NA,NA
59401,2.12647,1.83208,-4.47796,NA,NA,NA,NA,NA,NA,-16.617,NA,NA,NA
59626,1.82434,2.36491,-5,NA,NA,NA,-37.418,NA,NA,NA,NA,NA,NA
59868,1.97417,2.08428,-4.33863,NA,-8.277,NA,NA,NA,NA,NA,NA,NA,NA
60044,1.00141,1.11828,-4.64648,NA,NA,-39.945,NA,NA,NA,NA,NA,NA,NA
60234,1.38976,1.57212,-4.90777,NA,-16.318,NA,NA,NA,NA,NA,NA,NA,NA
60560,2.01243,0.613735,-4.63732,NA,-55.389,NA,NA,NA,NA,NA,NA,NA,NA
60768,2.63794,1.22081,-3.85753,NA,NA,NA,NA,-50.676,NA,NA,NA,NA,NA
60815,2.10973,0.27998,-3.69743,NA,NA,-106.022,NA,NA,NA,NA,NA,NA,NA
61009,1.73002,1.22615,-3.51376,NA,-33.492,NA,NA,NA,NA,NA,NA,NA,NA
61306,1.68576,1.66133,-4.31762,NA,-0.36,NA,NA,NA,NA,NA,NA,NA,NA
61478,1.28162,1.99184,-5,NA,NA,NA,NA,NA,NA,-34.671,NA,NA,NA
61755,1.29536,2.82375,-5,NA,-46.756,NA,NA,NA,NA,NA,NA,NA,NA
61976,1.05375,1.80333,-4.95311,NA,NA,NA,-44.018,NA,NA,NA,NA,NA,NA
62025,1.23363,2.2152,-5,NA,NA,NA,NA,NA,-86.15,NA,NA,NA,NA
62331,1.74814,2.11226,-4.9754,NA,NA,NA,-49.637,NA,NA,NA,NA,NA,NA
62492,1.60036,2.27643,-4.56173,NA,NA,NA,-28.953,NA,NA,NA,NA,NA,NA
62611,1.49043,1.77296,-4.29858,NA,NA,-9.567,NA,NA,NA,NA,NA,NA,NA
62855,0.522193,2.36038,-4.27308,NA,NA,NA,NA,NA,NA,-57.369,NA,NA,NA
63080,1.36388,1.82931,-5,NA,-19.901,NA,NA,NA,NA,NA,NA,NA,NA
63246,2.74615,1.90465,-4.99663,NA,-35.212,NA,NA,NA,NA,NA,NA,NA,NA
63472,1.66046,1.26487,-4.84008,NA,-16.468,NA,NA,NA,NA,NA,NA,NA,NA
63648,1.81172,2.09701,-5,NA,-18.09,NA,NA,NA,NA,NA,NA,NA,NA
63875,2.192,2.2958,-5,-65.974,NA,NA,NA,NA,NA,NA,NA,NA,NA
64163,2.30233,2.48623,-5,NA,-33.913,NA,NA,NA,NA,NA,NA,NA,NA
64323,1.73005,1.72608,-4.35108,NA,NA,-15.241,NA,NA,NA,NA,NA,NA,NA
64490,0.793353,1.14516,-4.7068,NA,NA,NA,NA,-74.772,NA,NA,NA,NA,NA
64751,1.4799,1.23102,-3.78941,-64.562,NA,NA,NA,NA,NA,NA,NA,NA,NA
64803,1.54242,1.79625,-3.74021,NA,NA,NA,NA,NA,NA,-19.571,NA,NA,NA
65167,2.63405,1.80244,-3.55616,NA,NA,NA,NA,NA,-78.471,NA,NA,NA,NA
65262,2.33801,1.15814,-2.71348,NA,NA,NA,NA,NA,NA,-98.161,NA,NA,NA
65541,2.27379,0.703144,-4.78218,NA,NA,NA,NA,NA,NA,-59.588,NA,NA,NA
65773,1.43222,1.90574,-4.68715,NA,-10.621,NA,NA,NA,NA,NA,NA,NA,NA
65929,1.06299,2.04879,-5,NA,NA,NA,NA,NA,-75.077,NA,NA,NA,NA
66045,2.18786,1.86654,-4.50339,NA,-9.455,NA,NA,NA,NA,NA,NA,NA,NA
66300,2.86479,1.76438,-5,NA,NA,NA,NA,NA,NA,-44.765,NA,NA,NA
66435,1.95385,2.73406,-5,NA,NA,NA,-59.103,NA,NA,NA,NA,NA,NA
66629,1.63109,2.9768,-5,NA,NA,-57.347,NA,NA,NA,NA,NA,NA,NA
66869,1.34202,2.51673,-5,NA,NA,NA,NA,NA,NA,-43.329,NA,NA,NA
67111,1.08115,1.71829,-5,NA,-28.673,NA,NA,NA,NA,NA,NA,NA,NA
67396,1.24413,1.60815,-5,NA,NA,NA,NA,NA,NA,-25.798,NA,NA,NA
67480,2.0915,1.24409,-5,NA,NA,NA,NA,NA,NA,-36.583,NA,NA,NA
67781,0.113017,2.16098,-4.04608,NA,-76.313,NA,NA,NA,NA,NA,NA,NA,NA
67935,2.105,2.58257,-4.77009,NA,NA,-32.738,NA,NA,NA,NA,NA,NA,NA
68107,1.9444,2.61054,-5,NA,NA,NA,NA,NA,NA,-35.541,NA,NA,NA
68233,2.82983,1.4993,-2.88651,NA,NA,NA,NA,NA,NA,-95.654,NA,NA,NA
68561,1.67019,1.21975,-3.78696,NA,-18.862,NA,NA,NA,NA,NA,NA,NA,NA
68748,2.35732,1.69983,-4.3053,NA,-11.247,NA,NA,NA,NA,NA,NA,NA,NA
68801,1.70237,0.826961,-3.83776,NA,NA,-47.442,NA,NA,NA,NA,NA,NA,NA
69150,2.5219,1.18903,-3.25847,NA,NA,NA,NA,NA,NA,-66.873,NA,NA,NA
69253,2.46329,1.18913,-3.04337,NA,NA,NA,NA,NA,NA,-74.804,NA,NA,NA
69453,2.02408,1.46135,-4.29994,NA,NA,-6.99,NA,NA,NA,NA,NA,NA,NA
69601,0.691174,2.99968,-4.10211,-101.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
69957,1.62766,2.10775,-5,NA,NA,NA,NA,NA,NA,-29.543,NA,NA,NA
70176,1.11577,1.81789,-5,NA,NA,NA,NA,NA,NA,-31.727,NA,NA,NA
70282,0.612353,1.86423,-4.7083,NA,NA,NA,NA,NA,NA,-46.169,NA,NA,NA
70451,1.83781,1.71015,-4.59444,NA,NA,NA,NA,NA,NA,-6.261,NA,NA,NA
70631,2.27973,2.03352,-4.29128,NA,NA,NA,NA,NA,NA,-13.877,NA,NA,NA
70896,1.69994,0.970853,-4.13161,-61.923,NA,NA,NA,NA,NA,NA,NA,NA,NA
71128,1.87839,1.7542,-5,NA,NA,NA,NA,-30.021,NA,NA,NA,NA,NA
71391,3.82172,0.932259,-4.38535,NA,-108.766,NA,NA,NA,NA,NA,NA,NA,NA
71563,3.34797,1.58535,-5,NA,NA,-69.622,NA,NA,NA,NA,NA,NA,NA
71665,1.00976,1.56249,-4.32918,NA,NA,-21.977,NA,NA,NA,NA,NA,NA,NA
71910,1.20886,1.3842,-5,NA,NA,NA,-61.312,NA,NA,NA,NA,NA,NA
72120,3.01802,2.20089,-5,NA,NA,NA,NA,NA,NA,-56.606,NA,NA,NA
72327,2.0584,1.56247,-4.35427,NA,NA,NA,NA,NA,NA,-11.507,NA,NA,NA
72500,1.60474,1.50693,-4.27084,NA,NA,NA,NA,NA,NA,-19.614,NA,NA,NA
72714,3.39859,1.20988,-4.05022,NA,NA,-82.523,NA,NA,NA,NA,NA,NA,NA
72866,4.04039,1.69081,-4.19896,NA,NA,NA,NA,NA,-142.512,NA,NA,NA,NA
73134,2.77421,1.54431,-4.37696,NA,NA,NA,-50.32,NA,NA,NA,NA,NA,NA
73287,2.65514,3.23474,-5,NA,-81.327,NA,NA,NA,NA,NA,NA,NA,NA
73450,2.32819,2.57991,-4.68742,NA,NA,NA,NA,-47.319,NA,NA,NA,NA,NA
73695,1.26541,2.93134,-5,NA,NA,-57.263,NA,NA,NA,NA,NA,NA,NA
73881,1.81434,2.35392,-4.06916,NA,-16.572,NA,NA,NA,NA,NA,NA,NA,NA
74144,0.762425,2.49089,-5,NA,NA,NA,-66.06,NA,NA,NA,NA,NA,NA
74343,0.892318,2.12322,-5,NA,NA,NA,NA,NA,NA,-48.048,NA,NA,NA
74555,1.26811,1.97331,-4.86867,NA,-18.977,NA,NA,NA,NA,NA,NA,NA,NA
74749,1.61759,2.69684,-5,NA,-37.274,NA,NA,NA,NA,NA,NA,NA,NA
74820,2.53917,1.61756,-5,NA,NA,NA,NA,NA,NA,-30.7,NA,NA,NA
75096,2.53164,0.89918,-5,NA,NA,NA,NA,NA,NA,-62.152,NA,NA,NA
75373,1.55628,1.31395,-4.97825,NA,NA,NA,-57.188,NA,NA,NA,NA,NA,NA
75536,1.62979,1.42199,-4.77998,NA,NA,NA,NA,NA,-56.817,NA,NA,NA,NA
75643,1.70445,2.30221,-4.90898,NA,NA,NA,-43.073,NA,NA,NA,NA,NA,NA
75967,1.32725,2.86258,-5,NA,NA,-55.514,NA,NA,NA,NA,NA,NA,NA
76130,1.44425,1.55633,-5,NA,NA,NA,NA,-35.06,NA,NA,NA,NA,NA
76232,1.6356,1.47963,-4.28609,NA,NA,-4.109,NA,NA,NA,NA,NA,NA,NA
76597,2.1193,2.71486,-5,NA,NA,-50.405,NA,NA,NA,NA,NA,NA,NA
76724,1.61289,2.45113,-4.45023,NA,NA,NA,NA,-38.315,NA,NA,NA,NA,NA
76909,2.5932,0.9899,-4.68025,NA,-38.864,NA,NA,NA,NA,NA,NA,NA,NA
77154,1.15119,1.87658,-5,NA,-27.607,NA,NA,NA,NA,NA,NA,NA,NA
77285,1.66776,1.53303,-4.94279,NA,NA,NA,NA,NA,NA,-20.45,NA,NA,NA
77573,1.24239,2.42511,-4.88173,NA,NA,NA,NA,NA,NA,-33.759,NA,NA,NA
77800,0.494715,1.97238,-4.58631,NA,NA,-49.15,NA,NA,NA,NA,NA,NA,NA
77863,0.8788,2.33254,-5,NA,NA,NA,NA,NA,NA,-45.05,NA,NA,NA
78163,1.33956,1.51372,-4.84899,NA,NA,-19.446,NA,NA,NA,NA,NA,NA,NA
78333,2.22648,1.19381,-4.49139,NA,-14.71,NA,NA,NA,NA,NA,NA,NA,NA
78535,2.77412,2.63221,-4.32803,NA,NA,-54.865,NA,NA,NA,NA,NA,NA,NA
78615,3.19513,1.54451,-5,NA,NA,NA,NA,NA,NA,-62.963,NA,NA,NA
78804,1.60225,1.46432,-4.91007,NA,NA,NA,NA,NA,NA,-23.492,NA,NA,NA
79176,1.47586,1.50313,-4.60305,NA,NA,NA,NA,NA,NA,-17.945,NA,NA,NA
79375,1.5555,1.17249,-4.11944,NA,NA,NA,NA,-41.33,NA,NA,NA,NA,NA
79500,1.35481,0.794165,-4.3541,NA,-46.68,NA,NA,NA,NA,NA,NA,NA,NA
79686,0.507733,2.01346,-4.58562,NA,NA,NA,NA,NA,-89.366,NA,NA,NA,NA
79958,1.79932,2.69095,-4.91166,NA,NA,NA,NA,NA,-70.358,NA,NA,NA,NA
80084,1.87673,1.97145,-4.0657,NA,-6.287,NA,NA,NA,NA,NA,NA,NA,NA
80283,0.964043,3.12009,-3.51876,NA,NA,-82.621,NA,NA,NA,NA,NA,NA,NA
80520,0.611139,2.04427,-5,NA,-49.953,NA,NA,NA,NA,NA,NA,NA,NA
80621,0.62761,1.56264,-5,NA,-52.866,NA,NA,NA,NA,NA,NA,NA,NA
80915,2.23292,2.0468,-5,NA,NA,NA,NA,-33.605,NA,NA,NA,NA,NA
81142,1.71947,1.75643,-4.98911,NA,NA,NA,NA,NA,NA,NA,-91.424,NA,NA
81349,3.04515,2.54734,-5,NA,NA,NA,NA,NA,NA,-67.147,NA,NA,NA
81480,2.41703,2.07656,-5,NA,NA,NA,NA,NA,NA,-31.928,NA,NA,NA
81744,1.55969,2.4596,-4.72841,NA,-23.422,NA,NA,NA,NA,NA,NA,NA,NA
81928,2.70601,2.14121,-4.46571,NA,-28.508,NA,NA,NA,NA,NA,NA,NA,NA
82013,2.10345,1.5853,-5,NA,NA,NA,-36.806,NA,NA,NA,NA,NA,NA
82365,1.20067,0.631449,-4.96311,NA,NA,-85.843,NA,NA,NA,NA,NA,NA,NA
82402,0.12116,1.46844,-4.81677,NA,NA,NA,NA,-93.405,NA,NA,NA,NA,NA
82631,0.838098,1.42361,-4.66406,NA,NA,-37.43,NA,NA,NA,NA,NA,NA,NA
82988,2.31614,1.20109,-4.37005,NA,NA,NA,NA,NA,NA,-24.194,NA,NA,NA
83177,2.17806,1.27889,-3.93074,NA,NA,NA,NA,NA,NA,-18.479,NA,NA,NA
83271,2.21218,1.13534,-3.89992,NA,NA,NA,NA,-38.01,NA,NA,NA,NA,NA
83512,1.96337,0.937065,-3.90519,NA,NA,NA,NA,-56.787,NA,NA,NA,NA,NA
83714,1.49715,3.09826,-3.35449,NA,NA,NA,NA,-96.485,NA,NA,NA,NA,NA
83803,1.88274,1.5301,-3.7285,NA,NA,NA,-34.038,NA,NA,NA,NA,NA,NA
84029,1.95625,2.12542,-4.29848,NA,-9.393,NA,NA,NA,NA,NA,NA,NA,NA
84381,1.94001,1.94114,-5,NA,NA,NA,-36.506,NA,NA,NA,NA,NA,NA
84597,2.56978,1.46225,-4.58692,NA,NA,NA,-43.074,NA,NA,NA,NA,NA,NA
84728,2.32848,2.09374,-5,NA,NA,NA,NA,NA,NA,-26.642,NA,NA,NA
84821,1.92176,0.750181,-4.92267,NA,NA,NA,NA,NA,NA,-52.597,NA,NA,NA
85147,2.74382,2.13119,-3.47126,NA,-51.253,NA,NA,NA,NA,NA,NA,NA,NA
85367,3.38099,2.37683,-4.42449,NA,NA,-73.419,NA,NA,NA,NA,NA,NA,NA
85571,2.9221,1.44853,-4.28855,NA,NA,NA,NA,NA,NA,-38.799,NA,NA,NA
85676,2.35247,2.06516,-5,NA,-24.488,NA,NA,NA,NA,NA,NA,NA,NA
85912,2.60437,1.52106,-4.37896,NA,-20.782,NA,NA,NA,NA,NA,NA,NA,NA
86159,2.42118,2.01189,-5,NA,NA,NA,NA,NA,NA,-28.055,NA,NA,NA
86253,2.59695,2.17374,-5,NA,NA,NA,NA,NA,NA,-35.902,NA,NA,NA
86494,1.94451,1.07309,-5,NA,NA,NA,-63.406,NA,NA,NA,NA,NA,NA
86726,1.42171,1.38625,-5,NA,NA,-29.432,NA,NA,NA,NA,NA,NA,NA
86840,1.17203,3.80012,-5,NA,NA,-116.767,NA,NA,NA,NA,NA,NA,NA
87175,1.9115,3.57271,-3.8706,NA,NA,NA,NA,NA,NA,-93.165,NA,NA,NA
87345,2.43232,2.09513,-4.12184,NA,NA,NA,NA,NA,NA,-24.697,NA,NA,NA
87443,2.30755,2.2363,-4.32408,NA,NA,NA,NA,NA,NA,-20.33,NA,NA,NA
87699,1.50745,2.17213,-4.43859,NA,NA,-22.261,NA,NA,NA,NA,NA,NA,NA
87979,1.48006,1.67974,-5,NA,NA,NA,NA,-31.354,NA,NA,NA,NA,NA
88021,1.89088,1.39413,-4.74213,NA,NA,-14.101,NA,NA,NA,NA,NA,NA,NA
88320,1.99554,2.0134,-5,NA,-17.518,NA,NA,NA,NA,NA,NA,NA,NA
88587,2.85464,1.90676,-5,NA,NA,NA,NA,NA,NA,-46.248,NA,NA,NA
88637,1.74533,2.95831,-5,NA,-49.88,NA,NA,NA,NA,NA,NA,NA,NA
88866,2.27447,3.19466,-3.64859,NA,-72.265,NA,NA,NA,NA,NA,NA,NA,NA
89027,3.52663,2.02524,-4.78071,NA,NA,NA,NA,NA,NA,-78.659,NA,NA,NA
89240,2.96579,1.91482,-4.34203,NA,NA,NA,NA,NA,NA,-42.167,NA,NA,NA
89444,2.46484,1.2507,-3.82186,NA,NA,NA,NA,NA,NA,-30.295,NA,NA,NA
89612,2.17031,1.46179,-3.95443,NA,-11.233,NA,NA,NA,NA,NA,NA,NA,NA
89801,2.2507,1.02393,-4.19307,NA,NA,NA,NA,NA,-94.254,NA,NA,NA,NA
90190,1.27335,1.35775,-3.50311,NA,-35.669,NA,NA,NA,NA,NA,NA,NA,NA
90250,0.73354,1.42333,-3.64098,NA,-54.496,NA,NA,NA,NA,NA,NA,NA,NA
90489,0.414529,2.06898,-3.95283,NA,NA,NA,NA,NA,-101.636,NA,NA,NA,NA
90761,2.15955,1.60434,-3.87582,NA,-11.425,NA,NA,NA,NA,NA,NA,NA,NA
90876,1.29764,2.60007,-4.80168,NA,NA,NA,-61.942,NA,NA,NA,NA,NA,NA
91162,2.60111,2.0725,-4.00869,NA,NA,NA,NA,NA,-77.025,NA,NA,NA,NA
91255,1.77546,1.16179,-3.71775,NA,-23.782,NA,NA,NA,NA,NA,NA,NA,NA
91565,3.10834,1.26477,-4.28299,NA,NA,NA,NA,NA,NA,-59.318,NA,NA,NA
91694,2.75719,1.38953,-5,NA,NA,-46.066,NA,NA,NA,NA,NA,NA,NA
91805,3.24812,2.55594,-3.57014,NA,NA,NA,NA,-120.529,NA,NA,NA,NA,NA
92160,1.87561,2.02705,-5,NA,NA,NA,-37.043,NA,NA,NA,NA,NA,NA
92205,3.1937,0.835874,-5,NA,NA,NA,NA,NA,-136.908,NA,NA,NA,NA
92585,3.47107,2.18886,-4.439,NA,NA,NA,NA,NA,-107.863,NA,NA,NA,NA
92646,2.44448,1.54528,-5,NA,NA,NA,NA,NA,NA,-29.365,NA,NA,NA
92812,2.41741,2.30521,-4.39732,NA,NA,NA,NA,NA,NA,-31.366,NA,NA,NA
93088,3.20597,2.23604,-4.252,NA,-56.392,NA,NA,NA,NA,NA,NA,NA,NA
93295,2.12134,2.72507,-3.8515,NA,NA,NA,-53.23,NA,NA,NA,NA,NA,NA
93505,1.31899,1.05072,-3.63247,NA,NA,NA,NA,NA,-131.898,NA,NA,NA,NA
93724,1.71823,1.44959,-3.62563,NA,NA,NA,-42.677,NA,NA,NA,NA,NA,NA
93880,2.34317,2.63585,-3.75994,NA,NA,NA,NA,NA,NA,-43.403,NA,NA,NA
94012,1.50789,2.7316,-5,NA,NA,NA,NA,NA,NA,-47.435,NA,NA,NA
94210,0.970138,3.29541,-4.07743,NA,NA,-82.14,NA,NA,NA,NA,NA,NA,NA
94467,0.881913,1.83506,-4.15306,NA,-29.352,NA,NA,NA,NA,NA,NA,NA,NA
94776,1.36732,2.49079,-4.53019,NA,-24.264,NA,NA,NA,NA,NA,NA,NA,NA
94981,1.8789,1.31868,-5,NA,NA,NA,-46.072,NA,NA,NA,NA,NA,NA
95118,1.58003,2.13185,-5,NA,NA,NA,-39.522,NA,NA,NA,NA,NA,NA
95370,1.5961,1.06583,-5,NA,NA,-39.22,NA,NA,NA,NA,NA,NA,NA
95488,1.17972,1.1573,-5,NA,NA,NA,NA,-59.781,NA,NA,NA,NA,NA
95625,2.41021,1.1425,-5,NA,NA,NA,-54.102,NA,NA,NA,NA,NA,NA
95915,2.8116,1.29373,-5,NA,NA,NA,NA,NA,NA,-46.672,NA,NA,NA
96034,2.65334,1.23734,-5,NA,NA,-47.256,NA,NA,NA,NA,NA,NA,NA
96264,2.91682,1.74624,-5,NA,NA,-49.038,NA,NA,NA,NA,NA,NA,NA
96580,2.45438,1.69992,-5,NA,NA,NA,NA,NA,NA,-31.701,NA,NA,NA
96745,2.67145,2.25546,-4.96445,NA,NA,NA,NA,-67.524,NA,NA,NA,NA,NA
96909,1.99963,2.51335,-5,NA,-30.21,NA,NA,NA,NA,NA,NA,NA,NA
97111,2.18651,1.94934,-5,NA,-20.139,NA,NA,NA,NA,NA,NA,NA,NA
97297,2.77743,2.05826,-3.90187,NA,-35.46,NA,NA,NA,NA,NA,NA,NA,NA
97417,1.82281,1.76893,-3.99795,NA,NA,NA,NA,NA,NA,-11.302,NA,NA,NA
97601,0.807929,1.82914,-4.62529,NA,NA,NA,NA,-45.046,NA,NA,NA,NA,NA
97858,1.3052,1.16308,-5,NA,NA,-38.805,NA,NA,NA,NA,NA,NA,NA
98153,1.0425,1.74744,-5,NA,NA,NA,-57.352,NA,NA,NA,NA,NA,NA
98310,2.21293,0.926204,-5,NA,NA,-42.194,NA,NA,NA,NA,NA,NA,NA
98460,1.15243,1.6559,-5,NA,NA,NA,NA,NA,NA,-35.615,NA,NA,NA
98674,1.85575,0.669155,-4.69511,NA,-52.769,NA,NA,NA,NA,NA,NA,NA,NA
98986,1.01113,1.05316,-4.6234,NA,NA,NA,NA,NA,NA,-48.889,NA,NA,NA
99151,1.32826,1.83147,-4.89656,NA,-16.943,NA,NA,NA,NA,NA,NA,NA,NA
99356,2.00491,1.16649,-4.84876,NA,NA,NA,NA,-49.697,NA,NA,NA,NA,NA
99570,2.58273,1.81924,-5,NA,NA,-34.586,NA,NA,NA,NA,NA,NA,NA
99685,1.94222,1.43017,-5,NA,-16.718,NA,NA,NA,NA,NA,NA,NA,NA
99898,1.68897,1.84672,-5,NA,NA,NA,NA,NA,NA,-29.451,NA,NA,NA
100096,1.43873,2.19576,-3.89565,NA,-18.133,NA,NA,NA,NA,NA,NA,NA,NA
100302,2.46752,2.45506,-5,NA,NA,NA,-52.463,NA,NA,NA,NA,NA,NA
100586,1.33528,2.05473,-4.38086,NA,NA,NA,-29.269,NA,NA,NA,NA,NA,NA
100657,0.481217,2.36443,-4.78576,NA,NA,NA,-72.901,NA,NA,NA,NA,NA,NA
100898,0.137963,1.52372,-4.26932,NA,NA,NA,-95.948,NA,NA,NA,NA,NA,NA
101003,1.3161,1.71987,-3.81311,NA,-15.598,NA,NA,NA,NA,NA,NA,NA,NA
101400,1.79387,2.56857,-4.98408,NA,-30.982,NA,NA,NA,NA,NA,NA,NA,NA
101562,1.60826,2.82738,-4.22057,NA,-34.275,NA,NA,NA,NA,NA,NA,NA,NA
101710,1.38132,2.47262,-5,NA,NA,-34.195,NA,NA,NA,NA,NA,NA,NA
101903,1.57835,2.53854,-3.90772,NA,-26.497,NA,NA,NA,NA,NA,NA,NA,NA
102120,1.63493,2.34409,-5,NA,NA,-28.871,NA,NA,NA,NA,NA,NA,NA
102219,1.5812,1.68122,-4.48492,NA,NA,NA,NA,-39.387,NA,NA,NA,NA,NA
102487,1.61176,1.57933,-5,NA,NA,NA,NA,NA,NA,-20.147,NA,NA,NA
102632,2.02727,2.67316,-3.70674,NA,NA,NA,NA,NA,NA,-41.957,NA,NA,NA
102848,2.28595,2.82414,-3.94365,NA,-43.895,NA,NA,NA,NA,NA,NA,NA,NA
103023,2.16161,3.56422,-4.49604,NA,-83.556,NA,NA,NA,NA,NA,NA,NA,NA
103395,2.62235,1.79845,-5,NA,-31.582,NA,NA,NA,NA,NA,NA,NA,NA
103484,3.59984,1.31106,-3.78286,NA,NA,NA,-115.076,NA,NA,NA,NA,NA,NA
103674,3.68484,1.39608,-5,NA,NA,NA,-114.923,NA,NA,NA,NA,NA,NA
103893,1.87551,0.961741,-5,NA,NA,NA,-59.431,NA,NA,NA,NA,NA,NA
104071,2.07822,2.03142,-4.72303,NA,NA,NA,NA,-38.372,NA,NA,NA,NA,NA
104218,2.2551,1.30546,-5,NA,-23.698,NA,NA,NA,NA,NA,NA,NA,NA
104558,1.35368,1.28364,-4.23867,NA,-11.513,NA,NA,NA,NA,NA,NA,NA,NA
104698,1.46316,2.08448,-3.89777,NA,NA,NA,-34.529,NA,NA,NA,NA,NA,NA
104909,1.62395,1.52274,-4.59341,NA,NA,-14.129,NA,NA,NA,NA,NA,NA,NA
105184,2.20032,1.65349,-5,NA,NA,NA,NA,-32.927,NA,NA,NA,NA,NA
105317,1.6376,2.1241,-5,NA,-20.431,NA,NA,NA,NA,NA,NA,NA,NA
105410,1.69594,1.32314,-5,NA,NA,-28.738,NA,NA,NA,NA,NA,NA,NA
105719,1.50455,1.92625,-4.66072,NA,NA,NA,NA,-42.066,NA,NA,NA,NA,NA
105933,1.62761,2.9512,-4.04087,NA,NA,-43.663,NA,NA,NA,NA,NA,NA,NA
106117,0.894964,1.29943,-4.21215,NA,NA,NA,-61.342,NA,NA,NA,NA,NA,NA
106367,1.19069,2.26171,-4.0164,NA,-22.77,NA,NA,NA,NA,NA,NA,NA,NA
106414,0.471483,2.05873,-4.19295,NA,NA,-53.368,NA,NA,NA,NA,NA,NA,NA
106701,0.554822,2.74921,-5,NA,-70.6,NA,NA,NA,NA,NA,NA,NA,NA
106857,1.59448,3.05698,-4.98812,NA,-55.165,NA,NA,NA,NA,NA,NA,NA,NA
107182,1.84426,2.08959,-4.90951,NA,-15.73,NA,NA,NA,NA,NA,NA,NA,NA
107391,2.38876,1.32978,-4.44439,NA,-16.605,NA,NA,NA,NA,NA,NA,NA,NA
107487,2.04888,1.51598,-4.12144,NA,NA,NA,NA,NA,NA,-8.987,NA,NA,NA
107601,1.60449,1.67153,-4.79136,NA,NA,NA,-47.504,NA,NA,NA,NA,NA,NA
107939,1.35366,1.87137,-3.75697,NA,NA,-22.459,NA,NA,NA,NA,NA,NA,NA
108005,1.308,1.16824,-4.74642,NA,NA,-36.038,NA,NA,NA,NA,NA,NA,NA
108250,1.7419,1.22871,-5,NA,NA,NA,NA,-51.21,NA,NA,NA,NA,NA
108597,2.20186,1.45703,-4.54794,NA,NA,NA,NA,-24.833,NA,NA,NA,NA,NA
108739,2.36407,1.97974,-5,NA,-23.684,NA,NA,NA,NA,NA,NA,NA,NA
108934,0.887299,2.47022,-5,NA,-45.509,NA,NA,NA,NA,NA,NA,NA,NA
109057,1.26603,2.31594,-4.31672,NA,NA,NA,NA,NA,-74.754,NA,NA,NA,NA
109211,1.01495,2.58943,-5,NA,-46.308,NA,NA,NA,NA,NA,NA,NA,NA
109441,0.913549,2.06639,-5,NA,NA,NA,NA,-50.922,NA,NA,NA,NA,NA
109722,1.56903,2.22995,-4.82376,NA,NA,NA,NA,NA,NA,-18.905,NA,NA,NA
109999,1.7323,2.25203,-5,NA,-21.849,NA,NA,NA,NA,NA,NA,NA,NA
110161,0.535648,2.80001,-5,NA,NA,-77.061,NA,NA,NA,NA,NA,NA,NA
110397,1.95385,2.02071,-3.83691,NA,NA,NA,NA,-40.928,NA,NA,NA,NA,NA
110421,1.54239,1.91158,-4.70493,NA,-8.745,NA,NA,NA,NA,NA,NA,NA,NA
110790,0.98369,2.46346,-5,NA,NA,-43.317,NA,NA,NA,NA,NA,NA,NA
110923,1.96591,2.39939,-5,NA,NA,NA,NA,NA,NA,-27.662,NA,NA,NA
111165,1.51947,2.74757,-4.62029,NA,NA,NA,NA,NA,NA,-40.724,NA,NA,NA
