id,x0,x1,x2,fitness0.5,fitness0,fitness-1.5,fitness-2,fitness-0.5,fitness2.5,fitness3,fitness3.5,fitness4.5,fitness5,fitness4,fitness2
51893,5,-0.841804,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16183.55,NA,NA
51996,3.80594,-0.836707,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4651.968,NA,NA
52312,5,-1.05999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3860.141,NA,NA
52448,4.36051,-1.19353,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2373.344,NA,NA
52599,4.7564,-2.54031,5,NA,NA,NA,NA,NA,NA,NA,NA,670.078,NA,NA,NA
52896,3.43494,-2.50591,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.963,NA,NA
52998,4.69229,-0.744896,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11666.266,NA,NA
53318,5,-0.951357,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12628.965,NA,NA
53576,5,0.21896,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2363.688,NA,NA
53658,5,1.35927,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2549.994,NA,NA
53797,5,0.245598,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2810.353,NA,NA
54140,5,-0.167994,3.46593,NA,NA,NA,NA,NA,NA,NA,99.223,NA,NA,NA,NA
54225,5,-0.0490359,3.82997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657.549,NA
54435,5,0.282709,4.75763,NA,NA,NA,NA,NA,NA,NA,1391.967,NA,NA,NA,NA
54635,5,0.0120426,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258.541,NA
54851,5,-0.161511,5,NA,NA,NA,NA,NA,NA,NA,NA,4436.201,NA,NA,NA
55172,5,0.193082,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828.273,NA,NA
55309,4.90168,-0.756811,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16613.634,NA,NA
55472,5,-0.498105,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2217.955,NA,NA
55708,4.63143,-1.20114,4.38511,NA,NA,NA,NA,NA,NA,NA,NA,NA,1472.558,NA,NA
55944,4.38345,-1.28232,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.278,NA,NA
56072,4.16366,-2.4245,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1352.109,NA,NA
56272,4.98929,-1.64029,5,NA,NA,NA,NA,NA,NA,NA,NA,3994.926,NA,NA,NA
56570,4.81837,-1.52611,5,NA,NA,NA,NA,NA,NA,NA,NA,8464.732,NA,NA,NA
56610,3.73444,-2.08981,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763.089,NA,NA
56846,4.81908,-0.790911,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17064.326,NA,NA
56986,5,-1.0532,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4269.536,NA,NA
57366,5,-0.788472,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13036.355,NA,NA
57376,5,-2.15314,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3674.502,NA,NA
57728,5,-2.19895,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2534.592,NA,NA
57924,5,-1.99225,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530.15,NA,NA
58121,4.65775,-2.0859,4.95092,NA,NA,NA,NA,NA,NA,NA,NA,NA,4502.821,NA,NA
58340,3.22602,-2.59143,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1151.17,NA,NA
58470,4.68878,-1.93877,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6125.08,NA,NA
58598,4.38236,-1.3683,4.64068,NA,NA,NA,NA,NA,NA,NA,NA,NA,3781.16,NA,NA
58889,4.95341,-2.22251,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775.282,NA,NA
59095,5,-3.11343,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3408.629,NA,NA
59194,4.86026,-1.99475,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7381.044,NA,NA
59444,5,-2.07195,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5145.855,NA,NA
59679,5,-2.04481,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5412.446,NA,NA
59959,5,-1.83997,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2643.053,NA,NA
60166,4.33263,-2.44912,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768.74,NA,NA
60355,4.57881,-1.54731,4.33671,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995.371,NA,NA
60549,3.85947,-2.14804,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.218,NA,NA
60585,4.57632,-1.60751,4.38951,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202.805,NA,NA
60862,5,-0.880201,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12075.655,NA,NA
61072,4.30911,-1.31514,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6152.091,NA,NA
61344,5,-0.568484,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5996.723,NA,NA
61407,5,-0.809802,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13044.101,NA,NA
61766,5,0.981115,4.66992,NA,NA,NA,NA,NA,NA,NA,NA,884.566,NA,NA,NA
61941,4.86554,1.35162,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3436.535,NA,NA
62063,4.30701,0.842798,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100.364,NA,NA
62321,5,-0.6204,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8546.494,NA,NA
62559,5,-0.551265,4.9325,NA,NA,NA,NA,NA,NA,NA,NA,NA,6312.392,NA,NA
62616,5,-3.10756,4.71863,NA,NA,NA,NA,NA,NA,NA,NA,NA,2726.875,NA,NA
62932,4.65519,-2.19716,4.9567,NA,NA,NA,NA,NA,NA,NA,NA,NA,2269.203,NA,NA
63092,4.81038,-0.630997,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11690.421,NA,NA
63201,5,-0.735496,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12421.038,NA,NA
63429,4.78341,-1.55179,3.0879,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819.769,NA,NA
63576,5,-0.159375,3.37804,NA,NA,NA,NA,NA,NA,NA,NA,NA,2618.337,NA,NA
63853,5,-1.02896,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7579.804,NA,NA
64089,5,-1.66073,3.19499,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.875,NA,NA
64307,5,-0.224624,3.42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,1821.189,NA,NA
64445,4.83914,-0.0390742,5,NA,NA,NA,NA,NA,NA,NA,NA,4143.415,NA,NA,NA
64765,3.7579,-0.797491,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4828.919,NA,NA
64826,3.81753,-0.648312,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3453.371,NA,NA
64999,3.77028,-0.748289,4.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,5780.915,NA,NA
65266,3.73781,-0.722734,4.53289,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.459,NA,NA
65437,4.8206,-1.08254,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4098.382,NA,NA
65609,4.71894,-1.95152,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6905.195,NA,NA
65781,4.38039,-0.451215,5,NA,NA,NA,NA,NA,NA,NA,NA,40.493,NA,NA,NA
66035,5,-0.802364,5,NA,NA,NA,NA,NA,NA,NA,NA,8117.528,NA,NA,NA
66173,5,-0.905676,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14174.856,NA,NA
66462,5,-1.05872,5,NA,NA,NA,NA,NA,NA,NA,NA,3499.674,NA,NA,NA
66648,4.61142,-0.960691,4.86753,NA,NA,NA,NA,NA,NA,NA,NA,NA,7206.628,NA,NA
66838,4.74926,-0.871178,5,NA,NA,NA,NA,NA,NA,NA,NA,10353.504,NA,NA,NA
66971,5,-2.07795,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5069.694,NA,NA
67300,5,-2.24054,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.624,NA,NA
67537,5,-0.602929,4.9619,NA,NA,NA,NA,NA,NA,NA,NA,NA,8906.947,NA,NA
67581,4.37975,-1.18554,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951.632,NA,NA
67776,4.99653,0.325911,5,NA,NA,NA,NA,NA,NA,NA,NA,1341.834,NA,NA,NA
68085,5,1.42884,4.77915,NA,NA,NA,NA,NA,NA,NA,NA,NA,3099.251,NA,NA
68363,4.30323,3.57743,4.26338,NA,NA,NA,NA,NA,NA,NA,NA,97.333,NA,NA,NA
68501,5,4.99644,4.38208,NA,NA,NA,NA,NA,NA,NA,NA,NA,4438.375,NA,NA
68670,4.46512,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865.585,NA,NA
68845,5,5,4.10365,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035.701,NA,NA
69128,5,5,3.73156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828.733,NA
69236,4.93229,4.45753,4.89687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915.068,NA
69551,4.08571,4.61469,4.73208,NA,NA,NA,NA,NA,NA,NA,NA,NA,1802.144,NA,NA
69589,4.21944,4.72116,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5488.145,NA,NA
69918,4.22463,4.6808,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4628.867,NA,NA
70119,3.78382,5,4.33511,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921.654,NA,NA
70236,5,4.32858,4.65482,NA,NA,NA,NA,NA,NA,NA,NA,NA,3944.332,NA,NA
70497,5,5,4.33805,NA,NA,NA,NA,NA,NA,NA,NA,NA,5149.607,NA,NA
70655,5,4.42109,4.59155,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780.01,NA,NA
70926,5,4.19399,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6514.325,NA,NA
71165,4.92017,4.0958,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3596.474,NA,NA
71260,4.35693,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5446.059,NA,NA
71478,5,4.77794,4.69788,NA,NA,NA,NA,NA,NA,NA,NA,5022.036,NA,NA,NA
71669,5,4.36539,4.94856,NA,NA,NA,NA,NA,NA,NA,NA,6268.14,NA,NA,NA
71819,2.40139,5,4.68324,NA,NA,NA,NA,NA,NA,NA,NA,NA,1873.229,NA,NA
72084,4.38801,5,4.70997,NA,NA,NA,NA,NA,NA,NA,NA,NA,4242.618,NA,NA
72321,5,4.88091,4.41834,NA,NA,NA,NA,NA,NA,NA,NA,NA,4541.073,NA,NA
72396,4.97485,4.37173,4.66041,NA,NA,NA,NA,NA,NA,NA,NA,NA,3941.558,NA,NA
72760,5,5,3.59994,NA,NA,NA,NA,NA,NA,NA,NA,486.432,NA,NA,NA
72944,5,4.68475,4.32573,NA,NA,NA,NA,NA,NA,NA,NA,NA,4726.012,NA,NA
73087,5,5,4.95196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5511.002,NA
73188,5,4.16127,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4342.955,NA,NA
73458,5,3.16473,3.8786,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.433,NA,NA
73711,5,4.49348,4.96412,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.531,NA,NA
73872,4.92955,4.19033,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6055.793,NA,NA
73971,4.40968,3.78645,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359.833,NA,NA
74278,4.31741,2.94937,5,NA,NA,NA,NA,NA,NA,NA,NA,699.737,NA,NA,NA
74439,5,-0.48374,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1443.235,NA,NA
74754,4.71514,-0.888861,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12132.296,NA,NA
74968,4.36777,-1.36026,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5891.153,NA,NA
75003,4.77106,-0.998278,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8956.145,NA,NA
75282,4.73585,-1.8262,4.73823,NA,NA,NA,NA,NA,NA,NA,NA,1389.86,NA,NA,NA
75392,5,-0.767935,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12897.079,NA,NA
75645,5,-0.560102,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5558.238,NA,NA
75847,5,-0.732956,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12370.946,NA,NA
76143,4.62005,-0.974377,4.92644,NA,NA,NA,NA,NA,NA,NA,NA,NA,6150.647,NA,NA
76341,5,-1.35215,3.21613,NA,NA,NA,NA,NA,NA,NA,NA,NA,3745.383,NA,NA
76436,5,-0.78075,2.89337,NA,NA,NA,NA,NA,NA,NA,NA,NA,2645.732,NA,NA
76579,5,-1.32542,4.19959,NA,NA,NA,NA,NA,NA,NA,NA,NA,5824.871,NA,NA
76938,4.93339,-0.558456,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6772.638,NA,NA
77114,5,-0.996634,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7472.007,NA,NA
77259,5,-1.00285,4.39143,NA,NA,NA,NA,NA,NA,NA,NA,2121.214,NA,NA,NA
77438,5,-1.28206,4.30978,NA,NA,NA,NA,NA,NA,NA,NA,NA,7179.041,NA,NA
77719,5,-0.931186,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13573.502,NA,NA
77782,5,-1.40091,4.22277,NA,NA,NA,NA,NA,NA,NA,NA,NA,6980.298,NA,NA
78008,5,-1.35179,4.28323,NA,NA,NA,NA,NA,NA,NA,NA,NA,6894.605,NA,NA
78221,5,-0.711535,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11877.645,NA,NA
78500,4.9349,-1.5504,5,NA,NA,NA,NA,NA,NA,NA,NA,7010.479,NA,NA,NA
78746,5,-1.07852,4.89874,NA,NA,NA,NA,NA,NA,NA,NA,NA,3557.81,NA,NA
78882,5,-0.639184,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11252.97,NA,NA
79149,5,-2.19704,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584.804,NA,NA
79364,5,-0.767219,4.69377,NA,NA,NA,NA,NA,NA,NA,NA,NA,14709.325,NA,NA
79454,4.26508,-0.962065,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3047.008,NA
79620,5,-1.87917,4.91325,NA,NA,NA,NA,NA,NA,NA,NA,4334.215,NA,NA,NA
79961,5,-1.03655,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5254.747,NA,NA
80075,5,0.450494,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2464.715,NA,NA
80277,4.99518,-1.45892,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4237.094,NA
80559,5,-0.664378,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10378.254,NA,NA
80727,3.84293,-0.754038,4.92907,NA,NA,NA,NA,NA,NA,NA,NA,NA,5228.909,NA,NA
80780,4.38175,-0.377248,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.538,NA,NA
81012,4.41566,-2.42872,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101.378,NA,NA
81329,4.84714,-1.20888,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2996.815,NA
81475,5,-1.31066,4.35232,NA,NA,NA,NA,NA,NA,NA,NA,628.558,NA,NA,NA
81653,3.83132,-0.852597,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4319.162,NA,NA
81862,3.36817,-1.57673,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2752.364,NA,NA
82053,4.68507,-2.06595,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4663.286,NA,NA
82355,5,-2.1165,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447.187,NA,NA
82377,5,-2.89705,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2582.395,NA,NA
82631,5,-0.777243,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12976.08,NA,NA
82836,5,-1.097,4.71113,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588.583,NA,NA
83064,5,-1.06513,4.89843,NA,NA,NA,NA,NA,NA,NA,NA,2992.663,NA,NA,NA
83282,5,-0.984601,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8089.906,NA,NA
83522,4.66984,-0.99564,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6190.186,NA,NA
83635,5,-2.18541,4.65739,NA,NA,NA,NA,NA,NA,NA,NA,NA,2199.59,NA,NA
83770,5,-0.897295,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11617.103,NA,NA
83983,5,-0.698509,4.89091,NA,NA,NA,NA,NA,NA,NA,NA,15627.064,NA,NA,NA
84336,5,-1.09797,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.656,NA,NA
84381,5,-1.01539,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6459.311,NA,NA
84626,5,-1.30926,4.36893,NA,NA,NA,NA,NA,NA,NA,NA,NA,5151.182,NA,NA
84788,5,-2.40013,3.49996,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.687,NA,NA
85077,5,-4.1741,4.80683,NA,NA,NA,NA,NA,NA,NA,NA,293.851,NA,NA,NA
85367,5,-3.93107,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3030.966,NA,NA
85445,5,-1.23439,5,NA,NA,NA,NA,NA,NA,NA,NA,4100.467,NA,NA,NA
85620,5,-1.70757,4.85416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2279.87,NA
85870,5,-1.61637,5,NA,NA,NA,NA,NA,NA,NA,NA,4487.861,NA,NA,NA
86009,5,-1.42723,5,NA,NA,NA,NA,NA,NA,NA,NA,6876.547,NA,NA,NA
86242,5,-2.0762,4.63921,NA,NA,NA,NA,NA,NA,NA,NA,NA,3413.552,NA,NA
86488,5,-1.9968,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5542.054,NA,NA
86654,5,-1.8433,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2754.482,NA,NA
86783,5,-2.08201,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5896.45,NA,NA
87046,5,-1.48395,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5278.787,NA
87282,5,-1.20999,4.74901,NA,NA,NA,NA,NA,NA,NA,NA,3563.151,NA,NA,NA
87527,4.70805,-0.708926,4.5711,NA,NA,NA,NA,NA,NA,NA,NA,NA,3629.558,NA,NA
87676,4.18265,0.781636,4.61011,NA,NA,NA,NA,NA,NA,NA,NA,NA,922.476,NA,NA
87778,4.0592,-1.56393,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937.674,NA,NA
88029,3.66407,-2.02684,4.59283,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.351,NA,NA
88346,5,-2.02033,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5535.714,NA,NA
88515,5,-1.81492,4.72661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1867.205,NA,NA
88745,5,-1.04925,4.80034,NA,NA,NA,NA,NA,NA,NA,NA,NA,5763.104,NA,NA
88872,5,-2.17538,4.77375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304.72,NA
89141,5,-1.25644,5,NA,NA,NA,NA,NA,NA,NA,NA,3364.169,NA,NA,NA
89263,5,-0.475275,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.683,NA,NA
89402,4.85129,-1.62838,5,NA,NA,NA,NA,NA,NA,NA,NA,5474.8,NA,NA,NA
89647,5,-1.55196,4.39433,NA,NA,NA,NA,NA,NA,NA,NA,3704.068,NA,NA,NA
89878,5,-0.894145,3.77796,NA,NA,NA,NA,NA,NA,NA,NA,4130.008,NA,NA,NA
90021,4.72414,-0.895803,4.69061,NA,NA,NA,NA,NA,NA,NA,NA,NA,11347.64,NA,NA
90361,5,-1.43415,5,NA,NA,NA,NA,NA,NA,NA,NA,7306.444,NA,NA,NA
90515,5,-0.799217,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17338.941,NA,NA
90626,5,-0.793023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16648.556,NA,NA
90961,5,-0.575806,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6374.926,NA,NA
91064,5,0.450812,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513.567,NA,NA
91177,4.8329,-1.02529,4.95024,NA,NA,NA,NA,NA,NA,NA,NA,NA,9296.442,NA,NA
91495,4.71174,-0.595546,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7438.897,NA,NA
91701,5,1.30169,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2616.259,NA,NA
91851,5,1.44422,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1835.025,NA,NA
92081,5,1.63626,4.47202,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.105,NA,NA
92332,5,0.386696,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3246.088,NA,NA
92468,4.82651,0.471021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2787.308,NA,NA
92689,5,1.48676,4.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.705,NA
92967,5,0.444148,4.94707,NA,NA,NA,NA,NA,NA,NA,NA,NA,4017.247,NA,NA
93068,5,-0.122382,4.46957,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382.354,NA,NA
93306,4.98473,-0.735365,4.86728,NA,NA,NA,NA,NA,NA,NA,3191.271,NA,NA,NA,NA
93462,5,-1.06355,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3643.994,NA,NA
93740,5,-1.55626,4.29639,NA,NA,NA,NA,NA,NA,NA,NA,NA,5892.727,NA,NA
93791,5,-0.978303,4.67636,NA,NA,NA,NA,NA,NA,NA,NA,NA,8554.012,NA,NA
93993,5,-0.804521,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13055.28,NA,NA
94273,4.65827,-2.20722,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1774.449,NA,NA
94444,4.59541,-0.974993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3762.609,NA,NA
94755,5,-1.01369,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6553.392,NA,NA
94909,5,-0.552652,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6604.556,NA,NA
95080,5,-1.08973,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2030.382,NA,NA
95342,5,-1.61564,5,NA,NA,NA,NA,NA,NA,NA,NA,2712.996,NA,NA,NA
95558,4.72962,-1.36462,5,NA,NA,NA,NA,NA,NA,NA,NA,7356.963,NA,NA,NA
95655,4.6827,-0.727663,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11139.704,NA,NA
95878,2.81075,-0.806685,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3518.339,NA,NA
96069,4.5269,0.359491,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.802,NA,NA
96366,4.3715,1.01215,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.785,NA,NA
96470,4.32019,-0.0172396,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798.959,NA,NA
96571,4.20632,-0.428218,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,835.304,NA,NA
96915,5,-0.336336,4.53655,NA,NA,NA,NA,NA,NA,NA,NA,427.582,NA,NA,NA
97040,4.97037,-0.856571,5,NA,NA,NA,NA,NA,NA,NA,NA,10111.213,NA,NA,NA
97264,5,-0.712702,5,NA,NA,NA,NA,NA,NA,NA,NA,12989.322,NA,NA,NA
97492,5,-0.290742,5,NA,NA,NA,NA,NA,NA,NA,NA,4196.485,NA,NA,NA
97758,5,-0.77065,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12922.823,NA,NA
97854,4.96998,-0.982199,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9227.91,NA,NA
97978,5,-1.06566,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3515.437,NA,NA
98178,5,-0.974773,5,NA,NA,NA,NA,NA,NA,NA,2239.688,NA,NA,NA,NA
98518,5,-1.61147,4.94882,NA,NA,NA,NA,NA,NA,NA,NA,3246.423,NA,NA,NA
98687,4.94633,-0.788023,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,19813.92,NA,NA
98765,5,-2.16073,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3496.789,NA,NA
99034,4.74745,-1.83299,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2744.878,NA,NA
99356,5,-1.43353,4.36273,NA,NA,NA,NA,NA,NA,NA,NA,NA,6342.011,NA,NA
99468,4.91039,-0.924968,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13775.213,NA,NA
99626,5,0.230041,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562.852,NA,NA
99916,5,0.213626,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2261.231,NA,NA
99984,5,-0.548949,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4967.124,NA,NA
100355,5,-0.708054,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11785.827,NA,NA
100483,5,-0.336231,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.969,NA
100578,4.69215,0.220807,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2735.632,NA,NA
100769,4.2865,-0.0461166,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3915.154,NA,NA
101002,4.13339,-0.19637,5,NA,NA,NA,NA,NA,NA,NA,NA,2836.633,NA,NA,NA
101242,4.67369,-0.141715,4.03439,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.352,NA,NA
101423,5,-0.913609,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11102.98,NA,NA
101665,4.31832,-1.39696,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7082.551,NA,NA
101806,5,-0.157261,4.78682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3823.95,NA
102142,4.69694,-1.00516,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6647.381,NA,NA
102192,5,-0.966755,5,NA,NA,NA,NA,NA,NA,NA,NA,7774.26,NA,NA,NA
102396,4.0871,0.0762922,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.605,NA,NA
102601,5,-0.61186,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8151.403,NA,NA
102857,5,-1.60862,4.07649,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968.75,NA,NA
103072,5,0.380439,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3293.876,NA,NA
103356,5,1.89098,4.3659,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.87,NA,NA
103428,5,1.3896,4.99856,NA,NA,NA,NA,NA,NA,NA,NA,NA,2387.773,NA,NA
103709,4.79833,1.33895,4.79387,NA,NA,NA,NA,NA,NA,NA,NA,NA,4223.74,NA,NA
103952,4.92463,0.348275,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4338.385,NA,NA
104127,5,-0.729973,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12309.805,NA,NA
104164,5,-1.31149,4.18696,NA,NA,NA,NA,NA,NA,NA,NA,NA,5366.896,NA,NA
