id,x0,x1,x2,fitness-1.5,fitness-0.5,fitness-1,fitness-3.5,fitness-3,fitness-4,fitness-5,fitness-2.5,fitness-4.5,fitness-2,fitness0,fitness0.5
49536,2.74709,1.88476,-5,NA,NA,NA,NA,NA,NA,-161.4,NA,NA,NA,NA,NA
49707,2.69942,0.70751,-4.46298,NA,NA,NA,NA,NA,NA,NA,NA,-134.731,NA,NA,NA
49821,3.00619,0.141254,-4.11318,NA,NA,NA,NA,NA,-146.399,NA,NA,NA,NA,NA,NA
50016,2.60365,1.08525,-4.48751,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.68,NA,NA
50301,3.02672,0.67922,-3.09843,NA,NA,-173.561,NA,NA,NA,NA,NA,NA,NA,NA,NA
50406,3.64402,0.608882,-2.69576,NA,NA,-228.347,NA,NA,NA,NA,NA,NA,NA,NA,NA
50703,4.14021,1.53946,-3.96215,-147.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50862,3.60677,1.49429,-2.95099,NA,NA,-184.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
51066,2.68166,2.45321,-4.02934,NA,-138.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51227,3.25563,1.44804,-4.09685,-67.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51483,3.13179,1.04191,-4.58757,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65.808,NA,NA
51715,3.39473,0.314179,-4.52647,NA,NA,NA,NA,NA,NA,NA,-127.327,NA,NA,NA,NA
51966,2.31616,1.74296,-4.20489,NA,NA,NA,NA,NA,NA,NA,-10.22,NA,NA,NA,NA
52187,2.3791,2.42765,-3.65744,NA,NA,NA,NA,NA,NA,NA,-38.448,NA,NA,NA,NA
52229,2.67859,1.89616,-3.39707,NA,NA,NA,NA,-50.977,NA,NA,NA,NA,NA,NA,NA
52408,1.32866,0.079477,-3.4028,NA,NA,NA,NA,NA,-183.254,NA,NA,NA,NA,NA,NA
52791,1.62302,0.601052,-5,NA,NA,NA,NA,-74.497,NA,NA,NA,NA,NA,NA,NA
52924,2.35059,0.683578,-5,NA,NA,NA,NA,-65.033,NA,NA,NA,NA,NA,NA,NA
53038,1.54859,1.1947,-5,NA,NA,NA,NA,NA,NA,NA,-28.022,NA,NA,NA,NA
53295,3.21572,1.29459,-4.43862,-72.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53597,3.6835,0.716861,-3.60887,NA,NA,NA,NA,NA,NA,NA,-124.457,NA,NA,NA,NA
53616,3.02427,0.96537,-4.72902,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.589,NA,NA
53818,2.87924,2.0301,-5,NA,NA,NA,NA,NA,NA,NA,-42.414,NA,NA,NA,NA
54051,3.6964,1.7358,-4.18081,NA,NA,NA,NA,NA,NA,NA,NA,NA,-92.107,NA,NA
54305,1.97169,1.06775,-3.26593,-71.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54467,4.13383,2.04269,-3.33381,NA,NA,NA,NA,NA,NA,NA,-167.137,NA,NA,NA,NA
54741,2.31956,2.07647,-3.83411,NA,NA,NA,NA,NA,NA,NA,-21.436,NA,NA,NA,NA
54833,2.81316,0.73362,-4.17444,NA,NA,NA,NA,NA,NA,NA,-62.121,NA,NA,NA,NA
55015,3.53173,1.94649,-3.6701,NA,NA,NA,NA,NA,NA,NA,-88.23,NA,NA,NA,NA
55226,2.40539,2.88543,-3.73139,NA,NA,NA,NA,NA,NA,NA,-55.162,NA,NA,NA,NA
55584,1.27111,2.5012,-4.60437,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.607,NA,NA
55785,1.89819,2.97768,-5,NA,NA,NA,-73.216,NA,NA,NA,NA,NA,NA,NA,NA
55942,2.19933,2.9048,-5,NA,NA,NA,NA,-54.549,NA,NA,NA,NA,NA,NA,NA
56180,0.753293,2.98548,-5,NA,NA,NA,NA,-76.177,NA,NA,NA,NA,NA,NA,NA
56361,2.49006,2.04712,-5,NA,NA,NA,NA,NA,NA,NA,-28.796,NA,NA,NA,NA
56452,2.32529,3.24575,-5,NA,NA,NA,NA,NA,-112.073,NA,NA,NA,NA,NA,NA
56632,0.352696,2.77097,-4.4039,NA,NA,NA,-91.468,NA,NA,NA,NA,NA,NA,NA,NA
56859,1.61377,2.92613,-4.94129,NA,NA,NA,NA,NA,NA,NA,NA,NA,-47.794,NA,NA
57087,0.426492,1.93091,-5,NA,NA,-100.374,NA,NA,NA,NA,NA,NA,NA,NA,NA
57222,2.36002,1.63881,-5,NA,NA,-81.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
57504,1.70636,1.66079,-4.46444,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.466,NA,NA
57674,2.33959,1.99256,-4.062,-41.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57926,1.42125,2.75538,-4.1643,-60.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58046,1.99788,4.13437,-4.93651,NA,NA,-193.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
58270,2.81106,2.97422,-4.3626,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.952,NA,NA
58519,3.04725,2.97384,-3.6582,-100.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58629,2.97659,2.18774,-3.98526,NA,NA,-92.765,NA,NA,NA,NA,NA,NA,NA,NA,NA
58901,2.69457,3.07477,-4.44885,-76.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59054,2.73325,1.67156,-5,NA,-113.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59396,0.900282,2.28979,-4.66632,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.913,NA,NA
59501,0.711907,2.52081,-4.76045,NA,NA,NA,NA,NA,NA,NA,-49.013,NA,NA,NA,NA
59606,0.800519,2.7415,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.872,NA,NA
59824,0.914645,2.11364,-5,NA,NA,NA,NA,-43.098,NA,NA,NA,NA,NA,NA,NA
60109,1.97479,3.54013,-4.29726,NA,NA,NA,-109.278,NA,NA,NA,NA,NA,NA,NA,NA
60262,1.45431,1.93816,-4.55007,NA,NA,NA,NA,NA,-71.446,NA,NA,NA,NA,NA,NA
60529,2.27429,0.303368,-5,NA,NA,NA,NA,NA,NA,NA,-102.932,NA,NA,NA,NA
60686,2.72378,1.49047,-3.59404,-61.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60941,2.50082,1.28071,-4.37607,-44.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61118,2.99595,2.79243,-3.95279,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.872,NA,NA
61256,2.63209,3.16531,-3.04746,NA,NA,NA,NA,-128.518,NA,NA,NA,NA,NA,NA,NA
61569,1.1216,2.71293,-3.44557,NA,NA,NA,NA,-59.75,NA,NA,NA,NA,NA,NA,NA
61627,1.9485,1.25469,-3.49613,NA,NA,NA,NA,NA,-64.555,NA,NA,NA,NA,NA,NA
61828,3.98982,1.67983,-3.70241,NA,NA,NA,NA,NA,NA,NA,-123.942,NA,NA,NA,NA
62046,4.08045,2.41821,-4.72362,NA,NA,NA,NA,-136.356,NA,NA,NA,NA,NA,NA,NA
62346,3.56626,3.12869,-4.62975,NA,NA,NA,-133.352,NA,NA,NA,NA,NA,NA,NA,NA
62556,2.5247,2.32958,-3.74302,NA,NA,NA,-63.957,NA,NA,NA,NA,NA,NA,NA,NA
62629,1.9827,2.08056,-5,NA,NA,NA,NA,NA,NA,NA,-18.564,NA,NA,NA,NA
62862,1.59858,1.59277,-4.39459,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.842,NA,NA
63097,1.975,1.4786,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.114,NA,NA
63395,0.544527,1.47581,-5,-91.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63478,0.843195,1.65186,-4.17858,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.835,NA,NA
63656,1.24087,0.753718,-4.37746,NA,NA,NA,NA,NA,NA,NA,-57.754,NA,NA,NA,NA
63809,0.691643,2.30072,-4.18166,NA,NA,NA,NA,-41.34,NA,NA,NA,NA,NA,NA,NA
64195,1.19766,4.58602,-5,NA,NA,NA,NA,NA,NA,NA,-195.857,NA,NA,NA,NA
64320,0.538052,3.01396,-5,NA,NA,NA,NA,NA,NA,NA,-83.84,NA,NA,NA,NA
64592,-0.335986,3.13523,-4.85327,NA,NA,NA,NA,NA,NA,NA,NA,NA,-147.094,NA,NA
64756,-0.000499227,3.25821,-5,NA,NA,NA,NA,NA,NA,NA,-129.868,NA,NA,NA,NA
64990,2.1752,3.65631,-5,NA,NA,NA,NA,NA,NA,NA,-99.19,NA,NA,NA,NA
65156,2.48146,1.99942,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.478,NA,NA
65247,1.41613,1.49663,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.301,NA,NA
65594,2.28107,2.04157,-3.94141,NA,NA,NA,NA,-18.873,NA,NA,NA,NA,NA,NA,NA
65634,2.44914,0.721961,-3.05361,NA,NA,NA,NA,NA,NA,NA,-93.98,NA,NA,NA,NA
65909,0.91731,1.06508,-4.50213,NA,NA,NA,NA,-52.217,NA,NA,NA,NA,NA,NA,NA
66045,1.59535,1.55757,-5,-32.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66270,1.45959,2.97151,-4.64821,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.305,NA,NA
66560,0.560526,2.3865,-4.70554,-67.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66621,0.999738,2.39654,-5,-53.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66864,1.11322,1.21771,-5,NA,NA,NA,NA,-46.043,NA,NA,NA,NA,NA,NA,NA
67105,1.00518,2.40976,-4.22439,NA,NA,NA,NA,NA,-61.044,NA,NA,NA,NA,NA,NA
67329,-0.279231,1.95989,-4.72827,NA,NA,NA,NA,NA,-135.038,NA,NA,NA,NA,NA,NA
67561,0.571894,1.75933,-5,NA,NA,NA,NA,-62.194,NA,NA,NA,NA,NA,NA,NA
67688,1.20882,0.974023,-5,NA,NA,NA,NA,-50.512,NA,NA,NA,NA,NA,NA,NA
67948,0.225489,1.84243,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.805,NA,NA
68140,1.7065,2.85983,-4.47797,NA,NA,-87.573,NA,NA,NA,NA,NA,NA,NA,NA,NA
68375,1.61341,2.98877,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-58.68,NA,NA
68457,0.931372,3.59725,-4.35362,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.266,NA,NA
68785,1.13327,3.71246,-4.41382,NA,NA,NA,NA,NA,NA,NA,-100.61,NA,NA,NA,NA
68913,0.889216,2.95422,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.148,NA,NA
69087,2.19381,1.78711,-5,-37.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69344,3.00247,1.13171,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-172.749,NA
69599,1.67016,1.04918,-4.99021,NA,-155.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69793,2.86538,2.16772,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-53.994,NA,NA
69807,2.68413,3.0706,-3.08933,NA,NA,NA,NA,NA,NA,NA,-113.099,NA,NA,NA,NA
70028,2.67897,0.698361,-4.20283,NA,NA,NA,NA,-65.719,NA,NA,NA,NA,NA,NA,NA
70317,1.06932,2.06797,-2.67193,NA,NA,NA,-94.516,NA,NA,NA,NA,NA,NA,NA,NA
70436,0.80582,2.2093,-3.17531,NA,NA,NA,NA,-66.133,NA,NA,NA,NA,NA,NA,NA
70689,1.65598,3.22808,-3.92408,NA,NA,NA,NA,NA,-112.513,NA,NA,NA,NA,NA,NA
70955,1.57107,2.88822,-4.61824,NA,NA,NA,NA,-40.418,NA,NA,NA,NA,NA,NA,NA
71085,1.64988,3.14224,-5,NA,NA,NA,NA,-62.059,NA,NA,NA,NA,NA,NA,NA
71358,2.01812,3.40013,-4.96803,NA,NA,NA,NA,NA,NA,NA,-76.665,NA,NA,NA,NA
71412,2.27916,3.06627,-4.47044,NA,NA,NA,-67.348,NA,NA,NA,NA,NA,NA,NA,NA
71693,1.72087,2.05001,-4.13284,NA,NA,NA,NA,NA,NA,NA,NA,-75.278,NA,NA,NA
71818,0.511085,2.03562,-4.13847,NA,NA,NA,NA,-51.176,NA,NA,NA,NA,NA,NA,NA
72149,1.32677,1.42369,-4.18275,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22.553,NA,NA
72219,2.02983,1.15094,-4.33333,NA,NA,NA,NA,NA,NA,NA,-11.401,NA,NA,NA,NA
72401,3.03903,0.515851,-4.09835,NA,NA,NA,NA,NA,NA,NA,-89.212,NA,NA,NA,NA
72711,3.52442,1.78708,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.295,NA,NA
72961,2.57485,0.878715,-5,NA,NA,NA,-74.371,NA,NA,NA,NA,NA,NA,NA,NA
73199,1.91522,2.17861,-4.64143,NA,NA,NA,NA,NA,NA,NA,NA,-76.704,NA,NA,NA
73253,1.6225,1.97805,-4.68546,NA,NA,NA,NA,NA,NA,NA,NA,-111.894,NA,NA,NA
73449,1.32555,1.55552,-4.59391,NA,NA,NA,-41,NA,NA,NA,NA,NA,NA,NA,NA
73651,0.7854,1.58573,-5,NA,NA,NA,NA,NA,-79.173,NA,NA,NA,NA,NA,NA
73812,1.01012,1.68509,-5,NA,NA,NA,NA,NA,-62.914,NA,NA,NA,NA,NA,NA
74145,1.22674,1.94282,-5,NA,NA,NA,NA,NA,NA,-148.88,NA,NA,NA,NA,NA
74338,1.2221,1.60579,-5,NA,NA,NA,NA,NA,NA,-148.953,NA,NA,NA,NA,NA
74424,1.57647,1.18597,-5,NA,NA,NA,NA,NA,NA,-150.84,NA,NA,NA,NA,NA
74745,1.16542,2.80801,-4.6914,NA,NA,NA,NA,NA,NA,-168.039,NA,NA,NA,NA,NA
74814,1.33254,2.1439,-4.37576,NA,NA,NA,NA,NA,NA,-140.331,NA,NA,NA,NA,NA
75047,0.236132,1.76488,-4.21294,NA,NA,NA,NA,NA,NA,-181.394,NA,NA,NA,NA,NA
75274,0.442275,3.01917,-4.90554,NA,NA,NA,NA,NA,NA,NA,NA,-182.202,NA,NA,NA
75503,1.1516,2.17607,-5,NA,NA,NA,NA,NA,NA,-153.855,NA,NA,NA,NA,NA
75768,1.39075,2.54164,-4.36526,NA,NA,NA,NA,NA,NA,NA,NA,-123.605,NA,NA,NA
75892,0.779546,1.22371,-2.72941,NA,NA,NA,-114.679,NA,NA,NA,NA,NA,NA,NA,NA
76199,0.160048,2.08639,-3.412,NA,NA,NA,NA,-94.882,NA,NA,NA,NA,NA,NA,NA
76298,0.557159,1.43877,-3.23622,NA,NA,NA,NA,-81.624,NA,NA,NA,NA,NA,NA,NA
76433,1.51593,1.05441,-3.47056,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54.488,NA,NA
76791,1.94782,2.3425,-4.78065,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.27,NA,NA
76836,1.09271,0.120187,-4.90443,NA,NA,NA,NA,NA,NA,NA,NA,NA,-213.349,NA,NA
77150,0.593531,1.48468,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-62.987,NA,NA
77318,1.10288,1.32196,-4.71059,NA,NA,NA,NA,NA,NA,NA,-25.549,NA,NA,NA,NA
77476,1.61268,1.32485,-5,NA,NA,NA,-33.671,NA,NA,NA,NA,NA,NA,NA,NA
77733,1.04854,1.29643,-4.32846,NA,NA,NA,-45.533,NA,NA,NA,NA,NA,NA,NA,NA
77979,0.933698,1.33803,-3.38201,NA,NA,NA,NA,NA,NA,NA,-56.658,NA,NA,NA,NA
78177,1.48712,1.31685,-4.33453,NA,NA,NA,NA,NA,NA,NA,-8.398,NA,NA,NA,NA
78201,1.81506,2.16037,-4.54571,NA,NA,NA,NA,NA,NA,NA,-10.381,NA,NA,NA,NA
78576,2.97148,1.76194,-4.43558,NA,NA,NA,-60.185,NA,NA,NA,NA,NA,NA,NA,NA
78695,3.12514,1.97526,-4.24033,NA,NA,NA,NA,NA,-81.965,NA,NA,NA,NA,NA,NA
78915,3.34239,2.85861,-4.40686,NA,NA,NA,NA,NA,NA,NA,NA,-171.721,NA,NA,NA
79141,2.08113,1.97938,-4.90665,NA,NA,NA,NA,NA,NA,-142.288,NA,NA,NA,NA,NA
79390,2.72798,0.580569,-4.26715,NA,NA,NA,NA,NA,NA,NA,NA,-143.694,NA,NA,NA
79594,1.97411,1.97649,-3.9243,NA,NA,NA,NA,NA,NA,-140.481,NA,NA,NA,NA,NA
79697,1.56228,2.4419,-3.87205,NA,NA,NA,NA,NA,NA,-149.594,NA,NA,NA,NA,NA
79882,0.591748,2.64366,-3.9822,NA,NA,NA,NA,NA,NA,-181.516,NA,NA,NA,NA,NA
80173,0.284773,2.64093,-3.4923,NA,NA,NA,NA,NA,NA,-211.209,NA,NA,NA,NA,NA
80373,1.45731,1.83412,-5,NA,NA,NA,NA,NA,NA,-144.182,NA,NA,NA,NA,NA
80553,0.325071,0.758295,-3.39379,NA,NA,NA,NA,NA,-157.305,NA,NA,NA,NA,NA,NA
80745,1.3809,1.91975,-4.05757,NA,NA,NA,-24.555,NA,NA,NA,NA,NA,NA,NA,NA
80914,1.54036,3.3071,-3.33933,NA,NA,NA,NA,-88.381,NA,NA,NA,NA,NA,NA,NA
81150,2.56982,4.704,-3.81214,NA,NA,NA,NA,-222.64,NA,NA,NA,NA,NA,NA,NA
81279,1.3785,4.817,-4.77124,NA,NA,NA,NA,NA,NA,NA,-216.383,NA,NA,NA,NA
81449,1.21692,5,-5,NA,NA,NA,-277.142,NA,NA,NA,NA,NA,NA,NA,NA
81693,0.910843,5,-4.71682,NA,NA,NA,NA,NA,NA,-378.629,NA,NA,NA,NA,NA
81852,0.783868,4.3115,-4.55432,NA,NA,NA,NA,NA,NA,-296.621,NA,NA,NA,NA,NA
82026,2.17399,4.38825,-4.34051,NA,NA,NA,NA,NA,NA,-292.575,NA,NA,NA,NA,NA
82400,3.00263,3.92571,-4.93799,NA,NA,NA,-172.988,NA,NA,NA,NA,NA,NA,NA,NA
82483,1.8239,3.25102,-5,NA,NA,NA,-92.601,NA,NA,NA,NA,NA,NA,NA,NA
82755,1.77016,3.1567,-4.8177,NA,NA,NA,NA,NA,NA,NA,NA,-149.195,NA,NA,NA
82991,0.74779,2.1307,-5,NA,NA,NA,NA,NA,NA,NA,NA,-138.449,NA,NA,NA
83132,1.10612,2.44245,-3.31414,NA,NA,NA,NA,NA,NA,NA,-52.767,NA,NA,NA,NA
83247,0.612036,2.08794,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.638,NA,NA
83530,0.997115,1.80763,-5,NA,NA,NA,NA,-37.118,NA,NA,NA,NA,NA,NA,NA
83701,1.15243,3.00518,-4.08209,NA,NA,NA,NA,NA,NA,NA,NA,NA,-63.769,NA,NA
83878,0.919471,3.54562,-3.8269,NA,NA,NA,NA,NA,NA,NA,-101.817,NA,NA,NA,NA
84009,1.25365,4.32858,-5,NA,NA,NA,NA,NA,NA,NA,-166.11,NA,NA,NA,NA
84213,1.97069,3.40162,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.601,NA,NA
84402,3.00325,2.98578,-4.99678,-97.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84767,0.983044,3.49945,-5,-122.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84900,0.798001,1.85868,-4.44142,-62.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85196,1.60286,2.3374,-4.06791,NA,-117.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85394,1.67255,2.04478,-4.1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.47,NA,NA
85548,0.309759,1.66093,-4.22422,NA,NA,NA,NA,NA,NA,NA,NA,NA,-76.834,NA,NA
85653,0.582815,1.02764,-5,-119.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85973,0.561958,0.985483,-5,-122.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86055,1.80087,-0.165597,-5,NA,NA,-282.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
86310,0.115751,1.33209,-5,NA,NA,NA,NA,-90.236,NA,NA,NA,NA,NA,NA,NA
86519,1.43761,0.724276,-4.39172,NA,NA,-136.756,NA,NA,NA,NA,NA,NA,NA,NA,NA
86661,1.15483,1.64843,-3.14056,NA,NA,NA,NA,NA,NA,NA,-51.735,NA,NA,NA,NA
86891,0.833683,0.596226,-2.747,NA,NA,NA,NA,NA,NA,NA,-180.969,NA,NA,NA,NA
87036,1.86617,1.87239,-3.80295,NA,NA,NA,NA,NA,NA,NA,-10.617,NA,NA,NA,NA
87201,1.60733,2.14008,-3.10327,NA,NA,NA,-65.604,NA,NA,NA,NA,NA,NA,NA,NA
87517,2.44754,1.90522,-3.22816,NA,NA,NA,NA,NA,-112.708,NA,NA,NA,NA,NA,NA
87750,1.56845,1.29409,-2.25187,NA,NA,NA,-140.779,NA,NA,NA,NA,NA,NA,NA,NA
87847,1.73108,2.57039,-2.91082,NA,NA,NA,-82.326,NA,NA,NA,NA,NA,NA,NA,NA
88162,1.98758,3.1555,-4.01352,NA,NA,NA,-80.084,NA,NA,NA,NA,NA,NA,NA,NA
88344,3.124,1.74971,-5,NA,NA,NA,NA,-57.572,NA,NA,NA,NA,NA,NA,NA
88524,3.57623,2.68871,-5,NA,NA,NA,NA,NA,NA,NA,-101.883,NA,NA,NA,NA
88689,4.3803,2.30597,-5,NA,NA,NA,-173.568,NA,NA,NA,NA,NA,NA,NA,NA
88985,4.39065,2.11935,-5,NA,NA,NA,NA,-167.753,NA,NA,NA,NA,NA,NA,NA
89032,4.97581,2.10447,-4.56088,NA,NA,-253.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
89321,3.45588,2.48047,-4.90132,-97.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89513,2.19548,1.9932,-5,NA,NA,NA,NA,NA,NA,NA,-19.851,NA,NA,NA,NA
89793,1.60973,2.08958,-5,-39.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89979,1.61434,1.90644,-4.09344,NA,NA,NA,NA,NA,NA,NA,-5.021,NA,NA,NA,NA
90047,1.38466,2.20772,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.389,NA,NA
90242,1.75158,2.63259,-3.07871,NA,NA,NA,NA,NA,NA,NA,-63.626,NA,NA,NA,NA
90580,1.46901,0.93061,-2.54349,NA,NA,NA,NA,NA,NA,NA,-116.822,NA,NA,NA,NA
90719,1.33244,0.687226,-2.74556,-176.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90965,1.20295,0.24841,-4.24454,NA,NA,NA,NA,NA,NA,NA,NA,NA,-156.948,NA,NA
91181,3.03173,0.766055,-5,NA,NA,NA,NA,NA,NA,NA,-79.296,NA,NA,NA,NA
91311,3.17407,2.57524,-4.26078,NA,NA,-108.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
91518,3.40639,1.56995,-4.66244,-91.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91612,2.66014,0.897462,-3.30561,NA,NA,NA,NA,-77.218,NA,NA,NA,NA,NA,NA,NA
91973,1.88006,2.37875,-4.20919,NA,NA,NA,NA,-26.435,NA,NA,NA,NA,NA,NA,NA
92131,2.75653,2.85063,-4.84116,NA,NA,NA,NA,NA,-105.552,NA,NA,NA,NA,NA,NA
92392,1.58509,1.97248,-2.92577,NA,NA,NA,NA,NA,-106.488,NA,NA,NA,NA,NA,NA
92426,1.77381,1.57025,-3.63248,NA,NA,NA,NA,NA,-59.27,NA,NA,NA,NA,NA,NA
92728,0.934725,3.11409,-4.71938,NA,NA,NA,NA,-71.909,NA,NA,NA,NA,NA,NA,NA
92825,2.20498,2.19074,-4.22563,NA,NA,NA,-32.546,NA,NA,NA,NA,NA,NA,NA,NA
93178,1.17092,0.939641,-5,NA,NA,NA,-70.952,NA,NA,NA,NA,NA,NA,NA,NA
93229,1.88059,1.32283,-5,NA,NA,NA,-35.024,NA,NA,NA,NA,NA,NA,NA,NA
93408,2.1429,1.14097,-5,NA,NA,NA,NA,NA,NA,NA,-27.584,NA,NA,NA,NA
93681,1.52386,1.2396,-5,NA,-124.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93873,1.34376,1.00534,-4.27395,NA,-143.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94049,2.59399,1.74391,-4.85018,NA,NA,-69.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
94231,1.44048,1.13961,-4.29627,NA,NA,NA,NA,NA,NA,NA,-15.291,NA,NA,NA,NA
94555,2.32952,1.16905,-4.69336,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.568,NA,NA
94679,2.62466,2.65484,-4.48078,NA,NA,NA,-66.947,NA,NA,NA,NA,NA,NA,NA,NA
94884,3.53126,2.95663,-5,NA,NA,NA,-128.551,NA,NA,NA,NA,NA,NA,NA,NA
95168,2.19424,1.46358,-5,NA,NA,NA,NA,-27.616,NA,NA,NA,NA,NA,NA,NA
95305,2.0197,0.540222,-4.69925,NA,NA,NA,NA,-65.03,NA,NA,NA,NA,NA,NA,NA
95467,1.59048,0.995923,-5,NA,NA,NA,NA,NA,NA,NA,-36.748,NA,NA,NA,NA
95604,2.16533,1.46532,-5,NA,NA,NA,NA,-25.156,NA,NA,NA,NA,NA,NA,NA
95919,1.59241,1.82542,-5,NA,NA,NA,NA,NA,-67.626,NA,NA,NA,NA,NA,NA
96034,1.2324,0.87075,-4.31746,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.892,NA,NA
96318,2.62027,0.889379,-5,NA,NA,NA,-65.337,NA,NA,NA,NA,NA,NA,NA,NA
96491,2.01546,0.714336,-3.37804,NA,NA,NA,NA,NA,NA,NA,-68.472,NA,NA,NA,NA
96763,2.61105,0.289917,-4.8092,-142.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96855,3.67969,0.522349,-4.77908,NA,NA,NA,NA,NA,NA,NA,-123.579,NA,NA,NA,NA
97004,4.07485,1.05798,-4.19005,NA,NA,NA,NA,-135.154,NA,NA,NA,NA,NA,NA,NA
97260,1.82408,1.43119,-3.74044,NA,NA,NA,NA,NA,NA,NA,NA,-117.318,NA,NA,NA
97596,1.95175,2.41228,-3.57726,NA,NA,NA,NA,NA,NA,-160.191,NA,NA,NA,NA,NA
97710,1.9244,2.48017,-3.51882,NA,NA,NA,-56.181,NA,NA,NA,NA,NA,NA,NA,NA
97872,0.633584,2.65408,-4.11806,NA,NA,NA,NA,-60.539,NA,NA,NA,NA,NA,NA,NA
98133,1.99235,2.69254,-5,NA,NA,NA,NA,NA,NA,NA,-37.499,NA,NA,NA,NA
98219,2.76698,1.69826,-5,NA,NA,NA,NA,NA,-68.846,NA,NA,NA,NA,NA,NA
98477,1.96028,2.16052,-4.84387,NA,NA,NA,-28.303,NA,NA,NA,NA,NA,NA,NA,NA
98780,2.48795,2.73636,-4.44427,NA,NA,NA,NA,NA,-100.166,NA,NA,NA,NA,NA,NA
98921,3.15227,3.13783,-4.95666,NA,NA,NA,-114.552,NA,NA,NA,NA,NA,NA,NA,NA
