id,x0,x1,x2,fitness-3,fitness-3.5,fitness-5,fitness-4,fitness-4.5,fitness-2.5
74136,-2.24959,3.44204,-5,NA,NA,-49.441,NA,NA,NA
74348,-1.39179,3.68808,-3.93213,NA,NA,-79.984,NA,NA,NA
74462,-1.19236,4.08346,-4.40146,NA,NA,-75.97,NA,NA,NA
74785,-1.76326,5,-4.79711,NA,NA,-71.289,NA,NA,NA
74987,-1.2171,3.05592,-5,NA,NA,-97.378,NA,NA,NA
75028,-1.71708,2.78658,-5,NA,NA,NA,NA,-74.068,NA
75366,-2.06271,2.99469,-4.95949,NA,-65.987,NA,NA,NA,NA
75543,-2.38508,4.02878,-5,NA,NA,NA,NA,-50.179,NA
75635,-1.71064,2.9292,-5,NA,NA,NA,NA,-56.105,NA
75846,-1.30596,3.82471,-3.55754,NA,NA,-112.703,NA,NA,NA
76035,-1.52154,4.40993,-4.76843,NA,NA,NA,NA,-43.789,NA
76301,-1.29571,3.90255,-4.61844,NA,NA,-50.05,NA,NA,NA
76411,-1.55207,3.64107,-4.85771,NA,NA,-43.487,NA,NA,NA
76691,-1.65811,3.10807,-4.64948,NA,NA,NA,-78.399,NA,NA
76974,-1.7684,4.48449,-5,NA,NA,-57.287,NA,NA,NA
77076,-2.47016,4.16867,-5,NA,NA,-59.119,NA,NA,NA
77355,-1.84766,4.02144,-4.46316,NA,NA,-47.901,NA,NA,NA
77403,-2.38682,3.47045,-5,NA,NA,NA,NA,-60.363,NA
77705,-1.89214,4.8195,-5,NA,NA,NA,-70.77,NA,NA
77933,-2.86793,4.94118,-5,NA,NA,NA,NA,-91.349,NA
78151,-2.159,5,-5,NA,-100.987,NA,NA,NA,NA
78238,-2.25112,5,-5,NA,NA,NA,-82.96,NA,NA
78550,-2.34293,4.69322,-5,NA,NA,NA,-59.556,NA,NA
78756,-1.18709,3.9887,-5,NA,NA,NA,-41.477,NA,NA
78952,-1.87091,4.32381,-5,NA,NA,-53.765,NA,NA,NA
79113,-1.19804,5,-4.75714,NA,NA,-89.768,NA,NA,NA
79250,-1.44564,3.23658,-5,NA,NA,NA,NA,-26.589,NA
79515,-2.25592,3.04403,-4.23988,NA,NA,-74.995,NA,NA,NA
79698,-1.86536,4.55592,-4.72838,NA,NA,NA,NA,-53.431,NA
79855,-2.0635,4.60023,-5,NA,-70.753,NA,NA,NA,NA
80177,-2.52996,4.39781,-5,NA,NA,-66.091,NA,NA,NA
80372,-3.00272,3.47469,-5,NA,NA,-76.929,NA,NA,NA
80536,-2.36783,3.24145,-5,NA,NA,-60.256,NA,NA,NA
80705,-1.9209,2.91565,-4.70502,NA,NA,NA,NA,-86.814,NA
80846,-2.42502,4.25502,-5,NA,NA,-54.806,NA,NA,NA
81133,-2.5978,3.05758,-3.99906,NA,NA,NA,NA,-102.318,NA
81267,-2.28902,3.50199,-4.03891,NA,NA,-81.658,NA,NA,NA
81552,-2.67629,3.75799,-4.91407,NA,NA,-53.332,NA,NA,NA
81609,-2.32727,4.21532,-5,NA,NA,NA,NA,-56.205,NA
81920,-2.53644,3.51906,-5,NA,NA,NA,-64.626,NA,NA
82093,-2.15369,4.22156,-5,NA,NA,-48.084,NA,NA,NA
82245,-2.08506,5,-4.3195,NA,-91.964,NA,NA,NA,NA
82543,-2.06454,3.81581,-5,NA,NA,NA,NA,-36.46,NA
82647,-1.03027,2.98188,-4.18145,NA,NA,-94.64,NA,NA,NA
82943,-1.3131,2.58758,-4.90008,NA,NA,NA,-124.186,NA,NA
83117,-1.69311,3.35438,-4.71717,NA,NA,NA,NA,-34.003,NA
83292,-2.367,4.42472,-5,NA,NA,-57.477,NA,NA,NA
83454,-1.58568,4.16022,-4.90628,NA,NA,-41.249,NA,NA,NA
83785,-2.97592,4.6607,-4.44702,NA,NA,-87.726,NA,NA,NA
83858,-1.83015,4.77691,-4.27745,NA,NA,-74.059,NA,NA,NA
84084,-1.65767,4.42983,-5,NA,NA,NA,NA,-47.125,NA
84219,-1.79136,4.62973,-5,NA,NA,-68.752,NA,NA,NA
84550,-2.40159,5,-5,NA,NA,NA,NA,-78.27,NA
84648,-2.52309,4.3416,-5,NA,NA,-67.34,NA,NA,NA
84983,-1.4297,4.34216,-4.16473,NA,NA,-62.571,NA,NA,NA
85154,-1.88664,4.47136,-4.38216,NA,NA,NA,NA,-59.051,NA
85208,-3.32714,3.11015,-5,NA,NA,-107.633,NA,NA,NA
85547,-2.35974,4.95091,-5,NA,NA,-78.285,NA,NA,NA
85679,-1.90726,4.33428,-5,NA,NA,NA,NA,-37.051,NA
85877,-1.77804,4.25621,-4.93262,NA,NA,-37.712,NA,NA,NA
86049,-1.7765,4.04915,-4.6162,NA,NA,-47.636,NA,NA,NA
86204,-1.54922,4.29846,-4.8939,NA,NA,NA,-38.068,NA,NA
86455,-1.27596,4.42485,-4.9478,NA,NA,-70.812,NA,NA,NA
86770,-1.79275,4.11151,-5,NA,NA,-42.579,NA,NA,NA
86910,-1.81377,3.42347,-5,NA,NA,NA,NA,-25.651,NA
87033,-1.97501,3.35902,-5,NA,NA,-70.26,NA,NA,NA
87322,-3.54748,3.15576,-4.31477,NA,NA,NA,NA,-125.595,NA
87498,-2.83538,3.87268,-5,NA,NA,NA,NA,-65.938,NA
87784,-1.29789,2.72398,-5,NA,NA,NA,NA,-126.432,NA
87809,-0.949209,3.90627,-5,NA,NA,NA,NA,-64.14,NA
88064,-1.47022,3.60783,-5,NA,NA,NA,-7.665,NA,NA
88206,-1.69714,4.64576,-4.33291,NA,NA,-52.097,NA,NA,NA
88510,-2.24248,4.28922,-4.87857,NA,NA,-45.89,NA,NA,NA
88770,-2.67703,3.86527,-5,NA,NA,-56.914,NA,NA,NA
88972,-3.5085,4.25748,-5,NA,NA,-109.051,NA,NA,NA
89087,-2.81278,3.83672,-5,NA,NA,-72.346,NA,NA,NA
89216,-2.57544,5,-4.33897,NA,NA,-89.646,NA,NA,NA
89494,-1.11756,3.71255,-5,NA,NA,NA,-31.336,NA,NA
89800,-1.91224,4.21902,-3.93328,NA,NA,NA,-79.177,NA,NA
89820,-2.26598,5,-4.8529,NA,NA,-73.428,NA,NA,NA
90091,-1.84845,4.74244,-5,NA,NA,NA,NA,-59.91,NA
90381,-0.871275,4.52825,-5,NA,NA,-89.944,NA,NA,NA
90429,-2.44191,3.42567,-4.79588,NA,NA,NA,NA,-58.783,NA
90688,-2.09931,3.44364,-5,NA,NA,-63.016,NA,NA,NA
90966,-0.758255,4.20958,-5,NA,NA,NA,NA,-72.71,NA
91163,-2.41552,4.65388,-4.18429,NA,NA,-75.303,NA,NA,NA
91264,-3.20506,4.28841,-4.86349,NA,NA,NA,NA,-80.457,NA
91499,-2.12715,5,-5,NA,-92.091,NA,NA,NA,NA
91638,-1.64125,4.9258,-4.50431,NA,NA,NA,-82.188,NA,NA
91900,-2.11573,3.60323,-5,NA,NA,NA,-45.403,NA,NA
92195,-3.08033,4.35838,-5,NA,-94.005,NA,NA,NA,NA
92250,-2.39867,4.86833,-5,NA,NA,NA,-88.619,NA,NA
92410,-1.15303,5,-5,NA,NA,-87.749,NA,NA,NA
92789,-2.11664,4.94058,-4.50824,NA,NA,NA,-84.681,NA,NA
92861,-1.70574,5,-4.78658,NA,NA,NA,NA,-84.237,NA
93020,-2.71454,4.86586,-4.32552,NA,NA,NA,NA,-85.08,NA
93221,-3.89596,3.73991,-3.1408,NA,NA,-212.139,NA,NA,NA
93430,-2.20446,3.03022,-4.92761,NA,NA,NA,NA,-73.577,NA
93741,-1.39621,3.66945,-5,NA,NA,-38.86,NA,NA,NA
93916,-2.14136,4.00659,-5,NA,NA,NA,NA,-37.745,NA
94009,-1.84247,3.16292,-4.82516,NA,NA,NA,-46.523,NA,NA
94370,-0.93933,4.3417,-5,NA,NA,-75.837,NA,NA,NA
94453,-1.24354,5,-5,NA,NA,-90.965,NA,NA,NA
94714,-1.02424,5,-5,NA,NA,-91.214,NA,NA,NA
94944,-1.654,5,-5,NA,NA,NA,NA,-76.936,NA
95149,-2.18445,5,-4.65502,NA,NA,-79.769,NA,NA,NA
95327,-1.96375,5,-4.63341,NA,NA,-81.029,NA,NA,NA
95483,-1.17601,5,-5,NA,NA,-88.524,NA,NA,NA
95637,-1.66398,4.85319,-5,NA,NA,-78.714,NA,NA,NA
95966,-1.86214,5,-5,NA,NA,NA,-76.762,NA,NA
96120,-2.40895,5,-4.51727,NA,NA,NA,NA,-80.057,NA
96327,-1.61306,4.4025,-5,NA,NA,-50.723,NA,NA,NA
96418,-1.58286,2.97916,-4.63328,NA,NA,-92.835,NA,NA,NA
96628,-1.66846,2.88109,-4.45502,NA,NA,-70.442,NA,NA,NA
96949,-2.26887,4.49378,-5,NA,NA,-60.549,NA,NA,NA
97173,-2.43248,4.81289,-5,NA,NA,NA,NA,-67.554,NA
97368,-1.80877,5,-5,NA,-91.153,NA,NA,NA,NA
97519,-2.00694,4.89861,-5,NA,NA,-68.211,NA,NA,NA
97695,-1.85574,5,-5,NA,NA,-77.047,NA,NA,NA
97908,-1.3852,4.16003,-5,NA,NA,-64.782,NA,NA,NA
98158,-1.52533,4.14997,-5,NA,NA,NA,NA,-34.173,NA
98397,-1.10102,4.35661,-5,NA,NA,-57.166,NA,NA,NA
98492,-1.23465,3.29353,-5,NA,NA,NA,NA,-37.292,NA
98691,-1.6351,3.80212,-5,NA,NA,-51.815,NA,NA,NA
98826,-1.52532,5,-4.68842,NA,NA,-83.927,NA,NA,NA
99070,-2.66629,4.63522,-5,NA,NA,-70.394,NA,NA,NA
99314,-2.3339,3.68123,-4.96097,NA,NA,-62.671,NA,NA,NA
99427,-2.2735,3.0136,-5,NA,NA,-82.881,NA,NA,NA
99748,-2.17316,3.51751,-5,NA,NA,-50.726,NA,NA,NA
99864,-2.27013,3.1583,-4.50782,NA,NA,NA,-90.819,NA,NA
100190,-2.06662,2.42034,-5,NA,NA,NA,NA,-103.516,NA
100239,-1.7189,2.6145,-5,NA,NA,NA,NA,-138.161,NA
100530,-1.37945,3.54176,-4.81241,NA,NA,-58.637,NA,NA,NA
100772,-2.01003,3.93437,-5,NA,NA,-38.385,NA,NA,NA
100948,-2.21658,4.43049,-5,NA,NA,-57.299,NA,NA,NA
101122,-2.49632,3.84903,-5,NA,NA,-58.1,NA,NA,NA
101390,-2.20166,2.95367,-5,NA,NA,-88.135,NA,NA,NA
101409,-1.41617,3.78312,-5,NA,-34.532,NA,NA,NA,NA
101721,-1.20871,3.68666,-5,NA,NA,NA,-21.46,NA,NA
101953,-1.80827,5,-5,NA,-93.008,NA,NA,NA,NA
102135,-2.33734,5,-5,NA,NA,NA,-81.247,NA,NA
102356,-1.99308,4.3484,-4.45167,NA,NA,NA,-54.264,NA,NA
102535,-1.94828,4.79185,-5,NA,NA,NA,-66.799,NA,NA
102658,-1.30805,4.64869,-5,NA,NA,-60.756,NA,NA,NA
102851,-2.57964,5,-5,NA,NA,-90.087,NA,NA,NA
103154,-2.68412,4.43612,-5,NA,NA,NA,NA,-67.845,NA
103310,-2.19021,4.60876,-5,NA,NA,NA,NA,-56.441,NA
103484,-1.4806,4.9453,-4.29408,NA,NA,-88.696,NA,NA,NA
103619,-1.45127,3.91331,-3.97193,NA,NA,-77.688,NA,NA,NA
103882,-1.718,3.78529,-4.71181,NA,NA,-42.432,NA,NA,NA
104046,-0.332261,5,-4.80983,NA,NA,-143.025,NA,NA,NA
104368,-1.20405,4.56309,-5,NA,NA,NA,NA,-64.551,NA
104596,-0.689302,4.63077,-3.75323,NA,NA,-113.144,NA,NA,NA
104749,-1.68726,4.62732,-4.18534,NA,NA,-62.881,NA,NA,NA
104997,-2.05258,5,-5,NA,NA,-81.597,NA,NA,NA
105103,-1.53466,3.4805,-4.81636,NA,NA,NA,NA,-11.79,NA
105400,-1.30116,3.57602,-4.76299,NA,NA,-55.938,NA,NA,NA
105600,-2.14751,3.43888,-5,NA,NA,-55.42,NA,NA,NA
105624,-1.39434,2.5631,-4.70601,NA,NA,NA,NA,-98.999,NA
105875,-1.49296,3.02488,-5,NA,NA,-71.924,NA,NA,NA
106023,-2.49408,3.82503,-3.75579,NA,NA,-90.713,NA,NA,NA
106204,-2.10987,3.69386,-4.04895,NA,NA,-75.504,NA,NA,NA
106511,-1.65975,3.67973,-5,NA,NA,NA,-6.162,NA,NA
106740,-2.6948,3.97815,-5,NA,NA,NA,NA,-61.55,NA
106900,-2.00001,3.32905,-5,NA,NA,NA,NA,-31.162,NA
107078,-1.17008,3.3589,-4.76372,NA,NA,-54.428,NA,NA,NA
107340,-1.59713,3.42534,-5,NA,NA,-41.822,NA,NA,NA
107576,-2.31165,4.31124,-3.35039,NA,NA,-130.957,NA,NA,NA
107699,-2.73647,4.00713,-4.85153,NA,NA,NA,NA,-64.487,NA
107965,-2.23246,3.51599,-4.33772,NA,NA,-70.618,NA,NA,NA
108041,-0.932983,3.63441,-5,NA,NA,NA,NA,-51.353,NA
108350,-1.39695,3.70371,-5,NA,NA,-35.512,NA,NA,NA
108463,-0.851286,4.67963,-5,NA,NA,NA,-117.664,NA,NA
108746,-0.793089,3.87462,-5,NA,NA,-64.962,NA,NA,NA
108803,-1.78674,5,-5,NA,NA,NA,NA,-72.791,NA
109031,-2.60462,4.60843,-4.79976,NA,NA,-65.712,NA,NA,NA
109382,-1.84812,3.78809,-5,NA,NA,NA,NA,-16.526,NA
109401,-1.29552,3.69758,-5,NA,NA,-43.098,NA,NA,NA
109630,-1.77039,3.87367,-5,NA,-61.548,NA,NA,NA,NA
109936,-2.17421,3.52486,-5,NA,-77,NA,NA,NA,NA
110095,-2.03433,3.02049,-5,NA,NA,-61.314,NA,NA,NA
110237,-2.85879,4.30226,-3.6934,NA,NA,-101.385,NA,NA,NA
110525,-1.82847,4.22371,-3.82879,NA,NA,-79.541,NA,NA,NA
110614,-0.953082,4.40278,-4.69221,NA,NA,-82.638,NA,NA,NA
110854,-1.96492,3.7145,-4.19713,NA,NA,-79.772,NA,NA,NA
111025,-1.23222,4.3784,-5,NA,NA,-67.506,NA,NA,NA
111268,-0.281682,4.02506,-5,NA,NA,-158.917,NA,NA,NA
111553,-1.25764,3.52335,-4.92339,NA,NA,NA,NA,-17.357,NA
111736,-1.45512,4.93194,-5,NA,NA,NA,NA,-76.631,NA
111848,-2.55593,3.98852,-3.90454,NA,NA,-83.019,NA,NA,NA
112004,-1.39745,4.5927,-5,NA,NA,NA,NA,-64.897,NA
112203,-2.81534,5,-5,NA,NA,-95.844,NA,NA,NA
112420,-0.939198,3.86466,-5,NA,NA,-67.623,NA,NA,NA
112638,-1.89483,5,-5,NA,NA,NA,NA,-73.553,NA
112809,-1.6738,4.31077,-3.47488,NA,NA,NA,-120.08,NA,NA
113038,-2.35423,4.37522,-3.70989,NA,NA,NA,NA,-109.922,NA
113297,-2.20862,3.2034,-4.17078,NA,NA,-88.917,NA,NA,NA
113588,-2.21606,3.91401,-5,NA,NA,NA,NA,-43.248,NA
113614,-2.58922,3.72064,-5,NA,NA,NA,-64.15,NA,NA
113818,-1.27794,3.0874,-5,NA,NA,NA,NA,-70.165,NA
114188,-1.27613,3.13482,-4.89911,NA,NA,-80.496,NA,NA,NA
114274,-1.56973,5,-5,NA,NA,NA,NA,-79.744,NA
114521,-1.79155,5,-5,NA,NA,-74.005,NA,NA,NA
114719,-2.24402,5,-5,NA,NA,-76.728,NA,NA,NA
114833,-1.79176,5,-5,NA,NA,-74.013,NA,NA,NA
115054,-1.46272,5,-5,NA,NA,-87.932,NA,NA,NA
115258,-2.59476,5,-4.82395,NA,NA,NA,NA,-77.939,NA
115444,-2.04925,5,-5,NA,NA,NA,NA,-68.45,NA
115774,-2.29875,4.04934,-5,NA,NA,-53.352,NA,NA,NA
115841,-2.25632,4.20207,-4.6832,NA,NA,-49.941,NA,NA,NA
116047,-2.30359,3.28526,-5,NA,NA,-53.07,NA,NA,NA
116354,-3.24495,4.1339,-5,NA,NA,-96.947,NA,NA,NA
116421,-3.31648,3.592,-4.99505,NA,NA,-98.162,NA,NA,NA
116793,-2.63518,3.98797,-5,NA,NA,-60.732,NA,NA,NA
116976,-2.45412,4.93236,-4.0532,NA,NA,NA,NA,-93.612,NA
117126,-2.18504,5,-4.82519,NA,NA,-77.77,NA,NA,NA
117264,-1.14395,4.52527,-4.45956,NA,NA,-79.782,NA,NA,NA
117490,-2.07189,4.83074,-3.57218,NA,NA,-107.284,NA,NA,NA
117707,-1.98951,3.67065,-4.70213,NA,NA,-38.095,NA,NA,NA
117861,-1.11582,3.83918,-4.92408,NA,NA,-87.306,NA,NA,NA
118154,-1.49076,4.1155,-4.77065,NA,NA,-53.673,NA,NA,NA
118364,-0.535586,4.49913,-4.86113,NA,NA,-130.144,NA,NA,NA
118509,-2.62814,4.5963,-4.95888,NA,NA,-67.29,NA,NA,NA
118714,-1.81079,5,-5,NA,NA,-74.843,NA,NA,NA
118902,-1.4137,5,-5,NA,NA,-91.132,NA,NA,NA
119175,-2.09603,5,-4.89058,NA,NA,NA,-71.596,NA,NA
119365,-1.52165,3.59584,-5,NA,NA,-44.917,NA,NA,NA
119476,-1.06511,3.49161,-4.90273,NA,NA,-47.199,NA,NA,NA
119669,-0.876499,3.4261,-4.27237,NA,NA,-100.708,NA,NA,NA
119974,-1.44457,3.4972,-5,NA,NA,-59.096,NA,NA,NA
120131,-2.52058,3.88908,-5,NA,NA,-56.806,NA,NA,NA
120392,-2.2671,4.93608,-5,NA,NA,NA,NA,-73.117,NA
120421,-2.05055,4.86151,-5,-140.588,NA,NA,NA,NA,NA
120680,-2.6603,4.60161,-5,NA,-90.947,NA,NA,NA,NA
120928,-2.96178,4.26217,-4.15087,NA,NA,NA,-102.463,NA,NA
121057,-2.04201,3.90431,-4.82179,NA,NA,-32.957,NA,NA,NA
121336,-1.45313,3.91867,-5,NA,NA,NA,NA,-12.197,NA
121491,-1.61976,4.46172,-4.86983,NA,NA,-55.374,NA,NA,NA
121722,-2.60104,4.56636,-5,NA,NA,-68.296,NA,NA,NA
121879,-2.77805,4.21176,-5,NA,NA,-70.496,NA,NA,NA
122010,-1.24733,3.71195,-5,NA,NA,NA,NA,-12.403,NA
122271,-1.57356,3.28335,-5,NA,NA,NA,NA,-27.77,NA
122425,-2.18704,3.79729,-4.52664,NA,NA,NA,-51.191,NA,NA
122660,-1.93594,4.54605,-4.10532,NA,NA,-79.599,NA,NA,NA
122846,-0.927698,4.41531,-5,NA,NA,-85.846,NA,NA,NA
123186,-1.67611,3.79456,-5,NA,NA,NA,NA,-5.565,NA
123212,-1.61803,5,-4.85462,NA,NA,-72.719,NA,NA,NA
123416,-0.808371,5,-5,NA,NA,-124.571,NA,NA,NA
123752,-2.07074,5,-5,NA,NA,NA,NA,-68.771,NA
123847,-1.78393,5,-5,NA,-90.06,NA,NA,NA,NA
124119,-2.21654,4.98311,-5,NA,NA,-75.241,NA,NA,NA
124268,-1.97974,5,-5,NA,NA,-81.627,NA,NA,NA
124442,-2.15153,4.76193,-5,NA,NA,-66.91,NA,NA,NA
124611,-1.9573,5,-5,NA,NA,-76.344,NA,NA,NA
124844,-0.672722,4.83684,-4.58948,NA,NA,-122.909,NA,NA,NA
125128,-0.810738,5,-4.48114,NA,NA,-110.957,NA,NA,NA
125226,-1.50408,5,-5,NA,NA,NA,NA,-78.22,NA
125479,-1.94766,3.85172,-4.08865,NA,NA,-76.135,NA,NA,NA
125672,-0.825065,3.74712,-5,NA,NA,-69.062,NA,NA,NA
125845,-1.83193,4.88989,-4.4188,NA,NA,-75.151,NA,NA,NA
126045,-1.53561,5,-4.01749,NA,NA,-101.398,NA,NA,NA
126346,-1.07193,4.0043,-5,NA,NA,NA,NA,-39.294,NA
126563,-1.81819,5,-5,NA,NA,NA,NA,-76.529,NA
126613,-1.92199,3.50144,-5,NA,NA,-54.447,NA,NA,NA
126818,-1.54381,3.5727,-5,NA,NA,-45.115,NA,NA,NA
127011,-1.81273,2.88528,-5,NA,NA,-91.555,NA,NA,NA
127253,-1.29421,3.70249,-4.85698,NA,NA,NA,NA,-24.126,NA
127438,-1.12343,3.62255,-5,NA,NA,NA,NA,-32.418,NA
127613,-1.62084,3.31338,-5,NA,NA,-43.749,NA,NA,NA
127896,-1.74772,3.40167,-5,NA,NA,NA,NA,-26.885,NA
128058,-3.62942,3.85408,-3.91875,NA,NA,NA,NA,-127.168,NA
128228,-2.16618,4.08812,-5,NA,NA,NA,-41.677,NA,NA
128480,-1.5632,3.22815,-5,NA,NA,NA,-50.034,NA,NA
128694,-2.07009,3.40652,-5,NA,NA,NA,NA,-39.972,NA
128881,-2.2912,3.29009,-4.82545,NA,NA,-46.537,NA,NA,NA
129043,-0.789637,3.94321,-5,NA,NA,NA,-85.433,NA,NA
129370,-2.27694,4.62683,-4.35667,NA,NA,-61.993,NA,NA,NA
129508,-2.19048,3.61708,-5,NA,NA,-48.431,NA,NA,NA
129631,-2.11137,4.58706,-5,NA,NA,-58.178,NA,NA,NA
129910,-1.79598,5,-5,NA,NA,-74.189,NA,NA,NA
130117,-2.25501,5,-4.65192,-149.57,NA,NA,NA,NA,NA
130249,-2.17744,4.49862,-5,NA,-83.311,NA,NA,NA,NA
130445,-2.2314,2.72071,-4.68702,NA,NA,-101.688,NA,NA,NA
130681,-1.58884,3.3807,-5,NA,NA,NA,NA,-27.836,NA
130992,-0.64922,3.77289,-5,NA,NA,-94.342,NA,NA,NA
131186,-2.23245,4.16509,-5,NA,NA,-48.931,NA,NA,NA
131377,-1.96446,4.30633,-5,NA,NA,-57.858,NA,NA,NA
131516,-1.10782,3.84622,-4.47795,NA,NA,NA,-58.28,NA,NA
131780,-0.650937,3.41117,-4.567,NA,NA,-135.124,NA,NA,NA
131886,-1.26554,4.44181,-5,NA,NA,-69.575,NA,NA,NA
132124,-1.09588,3.93716,-5,NA,NA,NA,NA,-24.77,NA
132393,-2.65801,4.62155,-5,NA,NA,NA,NA,-77.814,NA
132447,-1.84632,4.8147,-5,NA,NA,-65.537,NA,NA,NA
132684,-1.38033,5,-5,NA,NA,-92.945,NA,NA,NA
132934,-1.76967,5,-5,NA,NA,NA,NA,-74.076,NA
133137,-1.43034,5,-5,NA,NA,-90.36,NA,NA,NA
133271,-2.34913,5,-4.6178,NA,NA,-80.591,NA,NA,NA
133536,-2.16698,3.7706,-3.02043,NA,NA,-144.856,NA,NA,NA
133746,-1.94431,2.78131,-3.91532,NA,NA,-116.486,NA,NA,NA
133912,-0.967411,3.48867,-4.89341,NA,NA,-67.509,NA,NA,NA
134050,-1.70558,4.19748,-4.70186,NA,NA,-37.907,NA,NA,NA
134240,-2.22948,4.7032,-5,NA,NA,-72.759,NA,NA,NA
134470,-2.13437,4.66736,-4.78421,NA,NA,NA,-66.301,NA,NA
134636,-2.86306,5,-5,NA,NA,-96.863,NA,NA,NA
134804,-1.65543,4.32703,-5,NA,NA,-41.598,NA,NA,NA
135145,-1.97529,4.32903,-4.06974,NA,-109.7,NA,NA,NA,NA
135377,-3.1698,5,-4.61373,NA,NA,-112.808,NA,NA,NA
135576,-2.18093,5,-5,NA,NA,NA,NA,-74.206,NA
135779,-2.67442,5,-4.46369,NA,NA,NA,-94.559,NA,NA
135804,-1.70163,5,-5,NA,NA,NA,NA,-78.662,NA
136030,-2.03776,2.93775,-4.57645,NA,NA,-87.342,NA,NA,NA
136275,-2.36973,3.13825,-5,NA,NA,NA,-84.67,NA,NA
136583,-0.895363,3.79384,-5,NA,NA,NA,-69.528,NA,NA
136752,-2.38788,3.32767,-5,NA,NA,-54.555,NA,NA,NA
136938,-1.61763,2.91735,-4.83992,NA,NA,NA,NA,-48.144,NA
137176,-1.09765,2.89482,-4.27091,NA,NA,-69.691,NA,NA,NA
137370,-1.64554,2.53391,-4.80811,NA,NA,-77.815,NA,NA,NA
137464,-1.65706,2.54735,-5,NA,NA,-91.178,NA,NA,NA
137728,-1.22917,3.25987,-4.60074,NA,NA,NA,NA,-55.077,NA
137973,-1.07188,3.35568,-4.80436,NA,NA,NA,NA,-75.262,NA
138181,-1.42769,4.07978,-5,NA,NA,NA,NA,-19.746,NA
138201,-1.22644,4.32009,-5,NA,NA,-64.979,NA,NA,NA
138507,-2.00849,5,-5,NA,NA,-81.881,NA,NA,NA
138647,-2.01892,5,-5,NA,NA,NA,-78.014,NA,NA
138971,-1.91073,5,-5,NA,NA,-79.624,NA,NA,NA
139061,-2.61645,5,-5,NA,NA,NA,NA,-80.322,NA
139342,-2.27829,5,-5,NA,NA,-76.555,NA,NA,NA
139457,-1.38015,5,-4.33896,NA,NA,NA,NA,-102.295,NA
139664,-1.40568,4.19985,-4.39556,NA,NA,NA,NA,-68.125,NA
139824,-1.69909,4.82842,-5,NA,NA,NA,NA,-60.781,NA
140150,-1.05405,5,-4.88259,NA,NA,NA,NA,-96.002,NA
140311,-1.50241,4.26638,-5,NA,NA,NA,NA,-33.96,NA
140580,-1.17814,5,-5,NA,NA,-88.608,NA,NA,NA
140779,-0.996796,4.53514,-4.73244,NA,NA,-95.575,NA,NA,NA
140959,-2.2249,3.19117,-4.72473,NA,NA,-66.505,NA,NA,NA
141160,-1.64717,3.90499,-5,NA,NA,NA,-12.208,NA,NA
141381,-1.51145,3.21702,-4.95423,NA,NA,NA,-42.62,NA,NA
141455,-1.44199,3.53953,-5,NA,NA,NA,NA,-5.956,NA
141666,-2.09145,4.59351,-4.08052,NA,NA,-77.634,NA,NA,NA
141848,-1.95311,5,-4.65016,NA,NA,NA,-79.783,NA,NA
142132,-2.20481,4.38734,-4.55218,NA,NA,NA,NA,-55.09,NA
142329,-1.42089,4.37159,-5,NA,NA,-69.647,NA,NA,NA
142557,-1.75587,4.34196,-4.70018,NA,NA,-44.839,NA,NA,NA
142776,-2.65729,3.89299,-5,NA,NA,-56.186,NA,NA,NA
142952,-1.94551,3.51961,-4.83035,NA,NA,NA,-31.882,NA,NA
143149,-1.31938,3.68633,-5,NA,NA,NA,NA,-8.363,NA
143256,-1.59872,5,-5,NA,NA,-76.216,NA,NA,NA
143553,-2.75944,4.44588,-5,NA,NA,-75.505,NA,NA,NA
143736,-2.09264,4.65712,-5,NA,NA,-57.35,NA,NA,NA
143876,-2.87668,3.33655,-5,NA,NA,-73.551,NA,NA,NA
144098,-1.60011,3.69117,-4.3837,NA,NA,-48.082,NA,NA,NA
144301,-1.0973,4.13458,-5,NA,NA,-54.211,NA,NA,NA
144507,-1.46848,4.82595,-4.39449,NA,NA,-93.244,NA,NA,NA
144675,-1.37959,4.93486,-4.24856,NA,NA,-93.473,NA,NA,NA
144970,-1.43349,4.93498,-4.55919,NA,NA,NA,NA,-81.42,NA
145050,-1.05152,5,-5,NA,NA,-88.647,NA,NA,NA
145221,-1.91482,5,-4.30799,NA,NA,-80.898,NA,NA,NA
145576,-1.41599,3.687,-4.34373,NA,NA,NA,NA,-30.475,NA
145610,-2.26891,4.51953,-5,NA,NA,-60.459,NA,NA,NA
145876,-3.0332,4.53605,-4.77541,NA,NA,-91.725,NA,NA,NA
146129,-2.42861,4.30157,-5,NA,NA,-56.283,NA,NA,NA
146374,-2.7492,5,-5,NA,NA,NA,NA,-86.497,NA
146531,-2.9366,4.73202,-5,NA,NA,NA,NA,-79.995,NA
146673,-2.00576,5,-5,NA,NA,NA,-73.678,NA,NA
146995,-1.79428,4.7603,-4.41622,NA,NA,-64.367,NA,NA,NA
147181,-1.92286,5,-4.80877,NA,NA,-82.027,NA,NA,NA
147353,-2.03978,3.91442,-5,NA,NA,-38.098,NA,NA,NA
147529,-1.59836,3.08858,-4.74764,NA,NA,-81.607,NA,NA,NA
147760,-1.71157,3.42195,-5,NA,NA,-34.868,NA,NA,NA
147878,-2.91016,4.01269,-4.84857,NA,NA,-77.256,NA,NA,NA
148100,-1.74573,5,-4.54197,NA,NA,-83.326,NA,NA,NA
