id,x0,x1,x2,fitness7.5,fitness7,fitness9,fitness8.5,fitness8,fitness6.5,fitness9.5,fitness6
64736,7.38094,8.24478,7.51829,0.889,NA,NA,NA,NA,NA,NA,NA
64811,7.44419,7.4741,8.34752,NA,NA,NA,NA,0.851,NA,NA,NA
65148,7.10489,6.68447,7.45354,NA,NA,NA,NA,0.656,NA,NA,NA
65365,7.56346,8.28841,7.97113,NA,NA,0.724,NA,NA,NA,NA,NA
65470,7.39724,8.62475,8.10022,NA,NA,NA,0.716,NA,NA,NA,NA
65656,6.85358,8.3339,7.81404,NA,NA,NA,0.676,NA,NA,NA,NA
65894,7.89491,7.46383,9.17933,NA,NA,NA,0.515,NA,NA,NA,NA
66011,7.45714,7.80721,8.73591,0.808,NA,NA,NA,NA,NA,NA,NA
66334,8.06867,7.12885,7.76483,NA,NA,NA,NA,0.899,NA,NA,NA
66410,8.56672,7.69716,8.06756,NA,NA,NA,NA,0.828,NA,NA,NA
66769,7.47207,7.63794,7.84572,NA,NA,NA,NA,0.952,NA,NA,NA
66832,8.43951,7.0642,8.91541,NA,0.53,NA,NA,NA,NA,NA,NA
67025,6.78418,7.74663,7.67542,NA,0.761,NA,NA,NA,NA,NA,NA
67213,7.84811,7.73224,8.20726,NA,NA,NA,0.81,NA,NA,NA,NA
67452,8.0863,7.22706,7.38926,NA,NA,0.712,NA,NA,NA,NA,NA
67730,7.67002,8.32376,7.69377,NA,NA,NA,0.858,NA,NA,NA,NA
67835,7.6674,7.59042,8.64654,0.832,NA,NA,NA,NA,NA,NA,NA
68068,8.21048,7.83085,8.74908,NA,0.642,NA,NA,NA,NA,NA,NA
68309,8.27783,7.84014,7.94272,NA,NA,NA,NA,NA,0.655,NA,NA
68402,7.49222,7.94745,7.32257,NA,0.815,NA,NA,NA,NA,NA,NA
68781,7.36383,8.31642,6.83736,NA,NA,NA,NA,0.746,NA,NA,NA
68923,7.85506,7.74479,7.19912,NA,NA,NA,NA,0.936,NA,NA,NA
69053,7.70023,7.71385,8.22099,0.945,NA,NA,NA,NA,NA,NA,NA
69296,7.81225,7.43751,7.64894,NA,NA,NA,NA,NA,0.783,NA,NA
69445,8.59185,7.10571,7.22012,0.733,NA,NA,NA,NA,NA,NA,NA
69608,8.5027,7.31056,7.62044,0.843,NA,NA,NA,NA,NA,NA,NA
69835,8.33804,7.60945,6.49083,0.629,NA,NA,NA,NA,NA,NA,NA
70044,7.96988,9.03898,8.43974,NA,NA,NA,NA,0.631,NA,NA,NA
70220,9.15968,7.90563,7.74095,NA,NA,NA,NA,0.692,NA,NA,NA
70591,8.67263,7.7907,7.21161,NA,0.745,NA,NA,NA,NA,NA,NA
70657,8.15432,9.1306,7.70289,NA,NA,NA,0.547,NA,NA,NA,NA
70888,7.58081,8.00839,7.06635,NA,NA,NA,0.741,NA,NA,NA,NA
71043,6.38533,7.279,7.83503,NA,NA,NA,NA,0.599,NA,NA,NA
71344,7.14119,8.04675,8.55835,NA,NA,NA,0.668,NA,NA,NA,NA
71460,7.53668,8.48616,7.73935,NA,NA,NA,NA,0.858,NA,NA,NA
71767,6.78846,8.32466,8.0426,0.731,NA,NA,NA,NA,NA,NA,NA
71820,7.4113,7.11739,7.62875,0.9,NA,NA,NA,NA,NA,NA,NA
72104,7.64688,7.44432,6.85504,NA,NA,NA,NA,0.825,NA,NA,NA
72263,7.68579,7.80647,6.62108,NA,NA,NA,NA,0.756,NA,NA,NA
72410,7.49122,7.62748,7.75869,0.96,NA,NA,NA,NA,NA,NA,NA
72786,7.16584,7.48478,7.26177,NA,NA,NA,NA,0.872,NA,NA,NA
72947,7.99619,7.45919,6.92326,NA,NA,NA,NA,0.833,NA,NA,NA
73187,8.17221,8.07205,7.92992,0.898,NA,NA,NA,NA,NA,NA,NA
73341,8.53211,7.88186,8.98046,0.629,NA,NA,NA,NA,NA,NA,NA
73585,7.8459,8.21653,8.45224,NA,NA,NA,NA,0.841,NA,NA,NA
73765,7.63091,6.55107,7.67442,NA,NA,NA,NA,0.706,NA,NA,NA
73973,7.7792,7.73691,8.18611,0.938,NA,NA,NA,NA,NA,NA,NA
74200,7.88056,7.33851,8.43236,0.846,NA,NA,NA,NA,NA,NA,NA
74350,7.54233,7.09759,8.7109,NA,NA,NA,0.639,NA,NA,NA,NA
74531,7.02341,7.62104,8.12747,NA,NA,NA,0.777,NA,NA,NA,NA
74714,6.28184,7.97836,8.25101,NA,NA,NA,0.428,NA,NA,NA,NA
74972,6.50423,7.80968,6.8778,0.564,NA,NA,NA,NA,NA,NA,NA
75110,7.51267,7.45569,7.89678,NA,NA,NA,0.879,NA,NA,NA,NA
75340,7.26474,7.73225,8.84261,0.756,NA,NA,NA,NA,NA,NA,NA
75488,6.79432,7.4761,7.47139,NA,0.736,NA,NA,NA,NA,NA,NA
75619,7.72694,7.76291,7.78149,0.987,NA,NA,NA,NA,NA,NA,NA
75955,7.59864,7.8579,7.28053,NA,0.891,NA,NA,NA,NA,NA,NA
76063,7.47365,6.99341,7.647,NA,NA,NA,NA,NA,NA,NA,0.398
76309,7.94003,8.28055,8.39379,0.841,NA,NA,NA,NA,NA,NA,NA
76498,8.33593,8.53245,7.82278,NA,0.624,NA,NA,NA,NA,NA,NA
76699,7.80684,7.78757,8.50287,NA,0.813,NA,NA,NA,NA,NA,NA
76976,7.06719,8.72415,8.39013,NA,0.605,NA,NA,NA,NA,NA,NA
77028,8.47557,8.08309,9.02613,0.597,NA,NA,NA,NA,NA,NA,NA
77230,7.03571,7.70357,8.38189,0.804,NA,NA,NA,NA,NA,NA,NA
77453,7.24145,7.17067,7.6203,0.853,NA,NA,NA,NA,NA,NA,NA
77697,7.56435,7.15461,7.66771,0.888,NA,NA,NA,NA,NA,NA,NA
77846,7.26785,7.90942,8.58469,0.793,NA,NA,NA,NA,NA,NA,NA
78020,7.93334,7.89495,7.41283,NA,NA,NA,NA,0.91,NA,NA,NA
78282,8.93261,7.4753,7.49339,0.748,NA,NA,NA,NA,NA,NA,NA
78416,8.03703,7.60351,7.35369,NA,NA,NA,NA,0.945,NA,NA,NA
78601,6.92189,7.08478,8.16008,NA,NA,NA,NA,0.738,NA,NA,NA
78892,8.22033,7.71519,8.25308,NA,0.772,NA,NA,NA,NA,NA,NA
79122,8.9684,8.0272,8.55167,NA,NA,NA,NA,0.569,NA,NA,NA
79323,8.67838,7.58704,8.20091,NA,NA,NA,NA,0.739,NA,NA,NA
79454,7.57373,7.82458,8.05065,NA,NA,NA,NA,NA,NA,0.654,NA
79679,8.08344,8.3215,8.20853,0.849,NA,NA,NA,NA,NA,NA,NA
79936,8.64703,8.01179,8.20625,0.782,NA,NA,NA,NA,NA,NA,NA
80019,8.2247,7.20284,8.38958,0.798,NA,NA,NA,NA,NA,NA,NA
80295,8.17543,7.55476,7.17343,NA,NA,NA,NA,0.845,NA,NA,NA
80437,7.92241,7.55984,7.07397,NA,NA,NA,NA,0.869,NA,NA,NA
80614,8.18505,7.42264,7.65342,NA,NA,0.701,NA,NA,NA,NA,NA
80860,7.71915,7.73447,7.55485,NA,NA,NA,NA,0.943,NA,NA,NA
81083,8.46869,7.79212,7.37503,NA,NA,NA,NA,0.853,NA,NA,NA
81354,7.8673,7.48907,8.89243,NA,NA,NA,NA,0.768,NA,NA,NA
81589,7.73951,7.59174,7.51309,0.989,NA,NA,NA,NA,NA,NA,NA
81741,8.22611,6.556,7.83498,NA,NA,NA,NA,0.681,NA,NA,NA
81817,8.14153,7.57083,7.13425,NA,NA,0.654,NA,NA,NA,NA,NA
82193,7.74512,6.91061,5.37211,0.38,NA,NA,NA,NA,NA,NA,NA
82255,7.59184,7.41953,5.04989,NA,NA,NA,NA,0.6,NA,NA,NA
82405,7.75117,7.99288,7.02957,0.87,NA,NA,NA,NA,NA,NA,NA
82708,7.12176,8.21129,7.13928,0.782,NA,NA,NA,NA,NA,NA,NA
82836,8.82781,8.46343,8.10685,NA,NA,NA,0.603,NA,NA,NA,NA
83194,7.85154,7.64133,8.1288,NA,NA,NA,NA,0.935,NA,NA,NA
83237,8.0314,7.37727,7.77197,NA,0.775,NA,NA,NA,NA,NA,NA
83568,7.99891,7.38486,7.84695,NA,NA,NA,NA,0.954,NA,NA,NA
83754,7.78358,8.49909,8.05696,0.86,NA,NA,NA,NA,NA,NA,NA
83844,7.27824,7.2183,7.29474,NA,NA,0.691,NA,NA,NA,NA,NA
84192,8.16533,6.90944,7.57658,NA,NA,0.612,NA,NA,NA,NA,NA
84366,7.68634,8.11299,7.04438,NA,NA,NA,0.766,NA,NA,NA,NA
84505,5.00137,6.9314,8.05273,NA,NA,NA,NA,0.488,NA,NA,NA
84641,4.75439,7.47097,7.76973,NA,NA,NA,NA,0.759,NA,NA,NA
84827,6.59609,8.30894,7.74145,0.684,NA,NA,NA,NA,NA,NA,NA
85118,7.66946,7.44415,7.80083,0.98,NA,NA,NA,NA,NA,NA,NA
85384,8.25301,7.88641,7.62453,NA,NA,NA,0.857,NA,NA,NA,NA
85548,7.97166,8.09392,6.91272,NA,NA,NA,NA,0.8,NA,NA,NA
85795,7.71969,8.7018,7.88639,NA,NA,NA,NA,0.779,NA,NA,NA
85815,7.66191,8.75534,8.08413,0.792,NA,NA,NA,NA,NA,NA,NA
86176,7.46057,8.14184,7.4555,NA,NA,NA,0.851,NA,NA,NA,NA
86221,7.1062,8.1297,6.91393,0.752,NA,NA,NA,NA,NA,NA,NA
86481,8.02911,7.09038,7.27762,NA,NA,NA,0.768,NA,NA,NA,NA
86779,7.66152,7.87496,6.97177,NA,NA,NA,NA,0.871,NA,NA,NA
86918,6.92179,7.93383,8.15393,NA,NA,NA,NA,0.799,NA,NA,NA
87008,7.82474,8.13847,8.44322,0.838,NA,NA,NA,NA,NA,NA,NA
87355,7.12403,8.04611,7.2862,NA,NA,NA,NA,0.825,NA,NA,NA
87593,8.55319,7.73207,7.57479,NA,NA,0.643,NA,NA,NA,NA,NA
87680,7.53544,8.36811,8.08191,NA,NA,0.644,NA,NA,NA,NA,NA
87944,7.22847,8.14482,7.84874,NA,NA,NA,0.827,NA,NA,NA,NA
88018,7.75515,7.24252,8.05208,0.929,NA,NA,NA,NA,NA,NA,NA
88329,7.02347,7.57314,7.82584,0.875,NA,NA,NA,NA,NA,NA,NA
88448,8.02486,7.40266,7.44606,NA,NA,NA,NA,0.924,NA,NA,NA
88759,7.93817,7.32812,6.43294,NA,NA,NA,0.561,NA,NA,NA,NA
88948,7.32656,7.40007,7.97924,0.914,NA,NA,NA,NA,NA,NA,NA
89170,7.12132,7.27401,7.28856,NA,NA,NA,NA,0.819,NA,NA,NA
89341,8.38319,7.9794,8.24096,NA,NA,NA,0.775,NA,NA,NA,NA
89514,7.81609,7.75001,6.76736,NA,NA,NA,NA,0.778,NA,NA,NA
89683,7.86026,7.45418,7.41874,0.963,NA,NA,NA,NA,NA,NA,NA
89874,7.21105,7.50241,7.72813,NA,NA,NA,0.836,NA,NA,NA,NA
90139,8.38288,6.91357,7.85375,NA,NA,NA,0.634,NA,NA,NA,NA
90219,8.2828,7.21138,6.91707,NA,NA,NA,0.649,NA,NA,NA,NA
90554,7.70381,7.36664,7.34674,NA,NA,NA,0.783,NA,NA,NA,NA
90762,8.36414,7.7749,8.05101,NA,NA,NA,NA,0.886,NA,NA,NA
90850,8.46108,7.96409,8.14771,NA,0.684,NA,NA,NA,NA,NA,NA
91025,6.55071,8.76032,7.67619,0.556,NA,NA,NA,NA,NA,NA,NA
91356,7.37218,8.9742,8.2142,NA,NA,NA,NA,0.643,NA,NA,NA
91503,7.96785,8.43509,6.9514,0.756,NA,NA,NA,NA,NA,NA,NA
91762,7.5662,8.02697,7.30217,0.934,NA,NA,NA,NA,NA,NA,NA
91995,8.21922,7.69223,7.32802,0.914,NA,NA,NA,NA,NA,NA,NA
92142,8.37745,7.47597,7.83853,NA,NA,NA,NA,0.9,NA,NA,NA
92337,9.16571,7.78071,8.39069,NA,0.539,NA,NA,NA,NA,NA,NA
92559,9.13195,7.64161,8.47653,NA,NA,NA,NA,NA,0.398,NA,NA
92722,8.5695,8.32492,7.44555,NA,NA,NA,NA,0.782,NA,NA,NA
92834,8.10492,8.04675,7.2748,NA,NA,NA,0.742,NA,NA,NA,NA
93142,7.75316,7.52523,8.36891,NA,NA,0.647,NA,NA,NA,NA,NA
93351,8.30464,7.56873,7.92647,NA,NA,NA,0.757,NA,NA,NA,NA
93435,8.32876,9.07013,7.6237,NA,NA,NA,NA,0.612,NA,NA,NA
93602,8.91525,8.22859,7.79577,NA,0.661,NA,NA,NA,NA,NA,NA
93954,8.01876,7.48992,7.97402,NA,NA,NA,NA,0.953,NA,NA,NA
94163,7.62656,7.63191,7.87651,NA,NA,NA,NA,0.946,NA,NA,NA
94363,7.83115,7.42055,7.92982,NA,NA,NA,0.879,NA,NA,NA,NA
94534,6.79586,6.71518,7.85055,NA,NA,NA,NA,0.614,NA,NA,NA
94696,7.85207,8.96477,7.54473,NA,NA,NA,0.68,NA,NA,NA,NA
94899,8.24792,8.79991,6.45813,NA,NA,NA,NA,0.449,NA,NA,NA
95099,7.92375,8.26208,7.77866,0.927,NA,NA,NA,NA,NA,NA,NA
95294,7.28753,7.93041,8.87235,NA,NA,NA,NA,0.717,NA,NA,NA
95414,7.74874,6.84709,8.10773,0.779,NA,NA,NA,NA,NA,NA,NA
95770,7.10968,7.23976,8.19145,NA,NA,NA,NA,0.808,NA,NA,NA
95980,8.4822,6.68864,8.14965,NA,NA,NA,NA,0.621,NA,NA,NA
96177,8.91986,7.76666,7.40306,NA,NA,NA,NA,0.711,NA,NA,NA
96387,8.89189,8.01831,8.46745,0.651,NA,NA,NA,NA,NA,NA,NA
96589,7.99105,8.87513,7.97669,NA,NA,NA,NA,0.75,NA,NA,NA
96767,8.89394,8.16066,7.71117,NA,NA,NA,0.624,NA,NA,NA,NA
96834,9.15926,8.31408,7.06713,NA,NA,NA,NA,0.503,NA,NA,NA
97159,8.58308,8.13615,7.55255,0.814,NA,NA,NA,NA,NA,NA,NA
97226,8.72375,8.45519,7.64274,0.72,NA,NA,NA,NA,NA,NA,NA
97598,8.69672,7.28974,8.05464,NA,0.721,NA,NA,NA,NA,NA,NA
97748,7.87602,7.84672,8.25282,NA,0.862,NA,NA,NA,NA,NA,NA
97885,8.19107,6.79659,7.74176,0.763,NA,NA,NA,NA,NA,NA,NA
98026,8.13022,6.7759,7.07329,0.677,NA,NA,NA,NA,NA,NA,NA
98297,8.05478,7.46878,6.75574,0.776,NA,NA,NA,NA,NA,NA,NA
98418,7.99782,8.17391,7.01822,NA,0.777,NA,NA,NA,NA,NA,NA
98627,7.35517,8.16019,7.72596,NA,NA,NA,NA,0.92,NA,NA,NA
98941,7.54892,7.26988,8.14729,0.916,NA,NA,NA,NA,NA,NA,NA
99014,6.981,7.43408,8.81182,NA,0.63,NA,NA,NA,NA,NA,NA
99327,8.37519,7.95317,8.86389,0.689,NA,NA,NA,NA,NA,NA,NA
99531,8.44345,7.73083,8.51113,NA,0.736,NA,NA,NA,NA,NA,NA
99710,7.55789,7.70629,7.94306,NA,NA,NA,NA,0.948,NA,NA,NA
99932,8.42398,7.67258,7.82987,0.885,NA,NA,NA,NA,NA,NA,NA
100083,7.61845,7.81645,6.96364,NA,NA,NA,0.794,NA,NA,NA,NA
100244,7.08884,7.15467,7.7734,NA,NA,NA,0.762,NA,NA,NA,NA
100594,7.34298,6.79816,8.13554,NA,NA,NA,NA,0.747,NA,NA,NA
100772,7.58381,7.22834,8.23112,0.868,NA,NA,NA,NA,NA,NA,NA
100973,6.50996,7.70631,7.73215,0.69,NA,NA,NA,NA,NA,NA,NA
101140,6.72294,7.25936,8.03853,NA,NA,NA,NA,0.727,NA,NA,NA
101400,8.46644,7.44133,7.54469,NA,NA,NA,NA,0.869,NA,NA,NA
101406,8.32282,7.37526,7.60029,NA,NA,NA,NA,0.896,NA,NA,NA
101800,7.36778,7.54973,7.80171,0.965,NA,NA,NA,NA,NA,NA,NA
101801,7.3836,6.65066,7.1919,NA,NA,NA,NA,0.692,NA,NA,NA
102183,8.17843,6.64107,8.06609,NA,NA,NA,NA,0.666,NA,NA,NA
102346,7.28743,6.98613,7.52606,NA,0.68,NA,NA,NA,NA,NA,NA
102580,7.33648,7.17006,8.82483,NA,0.646,NA,NA,NA,NA,NA,NA
102736,8.08844,6.98866,8.07673,0.794,NA,NA,NA,NA,NA,NA,NA
102892,7.56156,8.00938,7.39363,NA,NA,NA,0.895,NA,NA,NA,NA
103087,7.50222,7.26029,7.448,NA,NA,NA,NA,0.928,NA,NA,NA
103315,7.62618,6.82519,6.95627,NA,NA,NA,0.627,NA,NA,NA,NA
103548,6.14473,7.42731,7.85251,NA,NA,NA,NA,0.557,NA,NA,NA
103688,7.34182,7.83056,7.74384,0.958,NA,NA,NA,NA,NA,NA,NA
103998,8.07875,7.51439,7.74736,0.946,NA,NA,NA,NA,NA,NA,NA
104079,7.44083,8.30836,8.23383,0.864,NA,NA,NA,NA,NA,NA,NA
104312,7.93012,8.93236,7.82382,0.749,NA,NA,NA,NA,NA,NA,NA
104586,8.589,7.7604,8.20185,NA,0.653,NA,NA,NA,NA,NA,NA
104716,8.48752,7.58304,7.64738,NA,NA,NA,NA,0.882,NA,NA,NA
104997,6.85844,7.66141,7.6595,NA,NA,NA,NA,0.806,NA,NA,NA
105092,7.42691,7.29908,7.37245,0.893,NA,NA,NA,NA,NA,NA,NA
105383,7.41707,7.62891,6.71324,0.751,NA,NA,NA,NA,NA,NA,NA
105500,8.13622,7.15135,7.0493,NA,NA,NA,NA,0.785,NA,NA,NA
105779,7.47404,7.74629,7.38214,NA,NA,NA,NA,0.913,NA,NA,NA
105877,7.92439,7.53564,7.27278,NA,NA,NA,NA,0.889,NA,NA,NA
106007,7.62047,7.35854,6.58322,NA,NA,0.528,NA,NA,NA,NA,NA
106361,6.95672,7.43259,7.80156,NA,NA,NA,NA,0.86,NA,NA,NA
106551,7.70352,7.82978,8.15663,NA,NA,NA,NA,0.934,NA,NA,NA
106601,7.59901,7.06642,7.87702,NA,NA,NA,0.794,NA,NA,NA,NA
106940,7.41483,7.07927,7.72193,NA,0.763,NA,NA,NA,NA,NA,NA
107066,7.17371,7.61394,7.46532,0.902,NA,NA,NA,NA,NA,NA,NA
107272,7.01667,8.41222,7.54057,0.799,NA,NA,NA,NA,NA,NA,NA
107508,7.99939,7.33182,7.79121,NA,NA,NA,0.893,NA,NA,NA,NA
107791,6.96837,8.49597,7.37416,NA,NA,NA,0.66,NA,NA,NA,NA
107995,7.89437,7.57226,8.30634,NA,NA,NA,0.778,NA,NA,NA,NA
108163,7.96904,7.89384,7.7882,NA,NA,NA,NA,NA,NA,0.651,NA
108283,8.57188,7.48547,8.08918,NA,NA,NA,NA,0.808,NA,NA,NA
108432,9.08334,7.72692,7.59479,NA,0.664,NA,NA,NA,NA,NA,NA
108762,9.154,7.56578,6.92077,NA,NA,NA,NA,0.576,NA,NA,NA
108922,7.55155,6.59502,7.88465,0.725,NA,NA,NA,NA,NA,NA,NA
109099,8.00661,7.48442,8.56657,NA,NA,NA,NA,0.837,NA,NA,NA
109299,7.82717,7.11973,7.83051,0.918,NA,NA,NA,NA,NA,NA,NA
109471,8.04707,7.82556,7.97004,NA,NA,NA,0.831,NA,NA,NA,NA
109667,8.0999,7.98542,8.81927,0.731,NA,NA,NA,NA,NA,NA,NA
109920,7.28577,7.2154,7.13832,NA,NA,NA,0.713,NA,NA,NA,NA
110176,7.85882,7.59399,8.16521,NA,0.897,NA,NA,NA,NA,NA,NA
110348,8.01005,8.18142,7.85333,0.915,NA,NA,NA,NA,NA,NA,NA
110402,7.40715,7.72052,6.89371,NA,0.735,NA,NA,NA,NA,NA,NA
110610,8.48366,7.44213,7.15004,NA,NA,NA,0.731,NA,NA,NA,NA
110830,8.17531,7.05306,8.10147,NA,NA,NA,NA,0.795,NA,NA,NA
111040,7.78591,7.87721,8.04633,NA,NA,NA,NA,0.963,NA,NA,NA
111335,8.04854,7.60652,7.59411,NA,NA,0.767,NA,NA,NA,NA,NA
111600,7.64692,8.23358,7.62426,0.927,NA,NA,NA,NA,NA,NA,NA
111751,8.16279,6.9622,7.2909,NA,0.642,NA,NA,NA,NA,NA,NA
111890,7.21447,7.19959,7.6594,NA,0.762,NA,NA,NA,NA,NA,NA
112041,7.99215,7.60004,8.12937,NA,NA,NA,NA,0.93,NA,NA,NA
112361,8.01861,6.69212,7.9563,NA,NA,NA,NA,0.709,NA,NA,NA
112435,8.1307,7.87319,7.71496,NA,NA,NA,NA,0.946,NA,NA,NA
112661,8.07124,8.69705,7.53752,NA,0.758,NA,NA,NA,NA,NA,NA
112869,7.62415,8.40163,6.84442,NA,NA,NA,NA,0.751,NA,NA,NA
113196,8.17555,7.81289,8.04856,NA,NA,NA,NA,0.929,NA,NA,NA
113233,7.33866,7.8385,8.24917,NA,NA,NA,0.779,NA,NA,NA,NA
113403,7.88102,7.84755,8.39508,NA,NA,NA,0.818,NA,NA,NA,NA
113698,7.54775,7.71754,7.5689,0.988,NA,NA,NA,NA,NA,NA,NA
113828,7.57073,7.90492,7.77017,NA,0.862,NA,NA,NA,NA,NA,NA
114018,6.67446,8.00347,7.25628,NA,NA,NA,NA,0.693,NA,NA,NA
114346,7.09167,7.78095,7.29997,NA,NA,NA,NA,0.858,NA,NA,NA
114543,7.77083,7.89221,7.9902,0.976,NA,NA,NA,NA,NA,NA,NA
114637,7.6157,8.5722,7.47027,NA,NA,NA,0.8,NA,NA,NA,NA
114852,6.71213,8.29936,7.18071,NA,NA,NA,NA,0.67,NA,NA,NA
115122,7.19862,7.78321,7.1467,NA,NA,NA,0.735,NA,NA,NA,NA
115319,7.46538,9.136,7.20485,NA,NA,NA,NA,0.631,NA,NA,NA
115474,8.32103,7.75281,7.71186,NA,NA,NA,NA,0.928,NA,NA,NA
115617,8.58073,7.69737,7.61812,0.844,NA,NA,NA,NA,NA,NA,NA
115916,8.22772,7.86519,7.28677,NA,0.806,NA,NA,NA,NA,NA,NA
116161,8.72122,7.32189,6.75262,0.606,NA,NA,NA,NA,NA,NA,NA
116235,7.66214,8.038,8.03036,NA,NA,NA,NA,0.909,NA,NA,NA
116435,7.86181,8.29585,9.13471,NA,NA,NA,NA,0.643,NA,NA,NA
116733,7.79095,7.27945,8.13346,0.885,NA,NA,NA,NA,NA,NA,NA
116942,7.99252,7.26353,7.24209,0.89,NA,NA,NA,NA,NA,NA,NA
117125,8.89572,7.35829,7.119,NA,NA,NA,NA,0.627,NA,NA,NA
117290,8.80867,7.21208,8.41287,0.653,NA,NA,NA,NA,NA,NA,NA
117533,7.81023,7.93361,7.96048,0.974,NA,NA,NA,NA,NA,NA,NA
117649,7.82553,8.68306,8.0152,NA,NA,NA,NA,0.792,NA,NA,NA
117834,8.4858,7.97518,7.53622,NA,0.776,NA,NA,NA,NA,NA,NA
118091,7.88328,7.66995,7.84402,NA,NA,NA,0.913,NA,NA,NA,NA
118249,7.18267,7.8876,7.55265,0.928,NA,NA,NA,NA,NA,NA,NA
118552,7.18801,7.48631,7.59111,0.921,NA,NA,NA,NA,NA,NA,NA
118683,8.2025,7.65334,7.31606,0.906,NA,NA,NA,NA,NA,NA,NA
118993,7.46449,7.69025,9.08767,NA,0.642,NA,NA,NA,NA,NA,NA
119132,7.63791,7.95748,7.71027,0.985,NA,NA,NA,NA,NA,NA,NA
119370,6.65845,8.27408,7.62419,NA,0.631,NA,NA,NA,NA,NA,NA
119414,7.7694,8.53713,7.30614,0.844,NA,NA,NA,NA,NA,NA,NA
119714,8.29393,8.07293,8.07293,0.873,NA,NA,NA,NA,NA,NA,NA
119997,7.34603,8.82995,8.0183,NA,0.667,NA,NA,NA,NA,NA,NA
120161,8.13772,8.07476,7.91157,NA,0.841,NA,NA,NA,NA,NA,NA
120346,7.9397,6.86487,7.91778,NA,0.686,NA,NA,NA,NA,NA,NA
120596,8.10943,7.02088,8.02118,0.807,NA,NA,NA,NA,NA,NA,NA
120698,8.12765,8.45456,7.59683,NA,NA,NA,NA,0.847,NA,NA,NA
120903,7.65118,8.48663,7.59267,0.858,NA,NA,NA,NA,NA,NA,NA
121150,8.13561,7.63976,7.70253,NA,0.905,NA,NA,NA,NA,NA,NA
121288,7.37464,7.95271,7.02249,NA,NA,NA,NA,NA,0.655,NA,NA
121404,7.96354,7.05127,7.32982,0.855,NA,NA,NA,NA,NA,NA,NA
121733,7.75773,7.75044,8.26317,0.918,NA,NA,NA,NA,NA,NA,NA
121857,6.87666,7.04309,9.1714,0.436,NA,NA,NA,NA,NA,NA,NA
122032,8.39363,8.04608,8.6964,NA,NA,NA,NA,NA,0.518,NA,NA
122384,7.91763,7.89163,7.96092,NA,NA,NA,NA,0.947,NA,NA,NA
122443,7.06784,8.0641,7.46963,NA,NA,NA,NA,0.866,NA,NA,NA
122690,8.07424,7.7861,7.19007,NA,NA,NA,NA,0.904,NA,NA,NA
122866,7.90663,8.50993,8.02183,0.859,NA,NA,NA,NA,NA,NA,NA
123150,7.37281,8.27402,7.1814,0.855,NA,NA,NA,NA,NA,NA,NA
123353,8.53289,7.91951,7.65504,NA,NA,NA,NA,0.845,NA,NA,NA
123530,7.64537,7.59991,7.70503,0.991,NA,NA,NA,NA,NA,NA,NA
123601,8.13891,8.32397,7.26072,NA,NA,NA,NA,0.842,NA,NA,NA
123812,7.75294,8.42642,8.07833,NA,NA,NA,NA,0.851,NA,NA,NA
124158,8.79716,8.21306,8.30004,0.688,NA,NA,NA,NA,NA,NA,NA
124233,8.53544,6.76709,8.06722,NA,NA,NA,0.575,NA,NA,NA,NA
124509,8.01195,8.1629,7.65461,NA,NA,0.73,NA,NA,NA,NA,NA
124693,8.48572,7.42663,7.13755,NA,NA,NA,NA,0.761,NA,NA,NA
124931,6.86217,7.21246,8.16044,NA,NA,NA,NA,0.755,NA,NA,NA
125004,7.55963,8.19327,8.18194,NA,NA,NA,NA,0.897,NA,NA,NA
125292,8.08164,7.32211,8.10043,NA,NA,NA,0.832,NA,NA,NA,NA
125405,8.02042,7.48404,7.14691,0.893,NA,NA,NA,NA,NA,NA,NA
125633,7.79332,6.92244,8.4194,NA,NA,NA,NA,0.74,NA,NA,NA
125821,7.90345,7.72979,7.91038,0.983,NA,NA,NA,NA,NA,NA,NA
126173,8.26325,7.20038,8.18433,NA,0.794,NA,NA,NA,NA,NA,NA
126359,7.21833,7.93496,8.19031,NA,0.763,NA,NA,NA,NA,NA,NA
126499,7.26194,7.53769,6.94845,NA,NA,NA,NA,0.826,NA,NA,NA
126749,7.40467,8.49053,8.2811,NA,NA,NA,NA,NA,0.547,NA,NA
126841,7.55595,8.38829,8.5352,0.791,NA,NA,NA,NA,NA,NA,NA
127173,7.73224,7.70818,6.88351,0.855,NA,NA,NA,NA,NA,NA,NA
127219,7.46719,7.59377,7.94012,NA,NA,NA,NA,0.958,NA,NA,NA
127500,7.63646,8.15876,7.76245,NA,NA,NA,0.891,NA,NA,NA,NA
127625,7.14836,7.30637,6.59739,NA,NA,NA,NA,0.651,NA,NA,NA
127846,7.03345,7.54043,8.02835,0.871,NA,NA,NA,NA,NA,NA,NA
128086,7.76477,7.63048,7.84031,0.952,NA,NA,NA,NA,NA,NA,NA
128237,8.0124,7.30415,7.11524,NA,0.8,NA,NA,NA,NA,NA,NA
128452,7.5756,7.77046,6.97453,NA,NA,NA,0.794,NA,NA,NA,NA
128675,7.96914,7.8581,7.31995,0.948,NA,NA,NA,NA,NA,NA,NA
128983,7.69111,7.31243,6.98948,NA,0.702,NA,NA,NA,NA,NA,NA
129135,8.00351,6.58656,7.40168,NA,NA,NA,NA,0.709,NA,NA,NA
129215,7.95219,7.52536,6.76102,0.788,NA,NA,NA,NA,NA,NA,NA
