id,x0,x1,x2,fitness-3.5,fitness-5,fitness-4,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-1,fitness-4.5
57617,1.62063,1.6786,-4.54099,NA,NA,NA,NA,-2.725,NA,NA,NA,NA
57898,1.65539,1.88695,-4.22578,NA,NA,NA,NA,NA,-6.182,NA,NA,NA
58074,2.33129,1.57958,-4.30411,NA,NA,NA,-16.555,NA,NA,NA,NA,NA
58214,2.08217,1.27545,-4.45796,NA,NA,NA,-17.821,NA,NA,NA,NA,NA
58449,1.7305,2.11573,-3.96176,NA,NA,NA,NA,-11.162,NA,NA,NA,NA
58739,2.25225,1.83468,-3.47546,NA,NA,NA,NA,-29.336,NA,NA,NA,NA
58856,1.69123,2.16005,-3.40195,NA,NA,NA,NA,NA,-41.557,NA,NA,NA
59049,1.98419,1.88932,-3.87077,NA,NA,NA,-14.088,NA,NA,NA,NA,NA
59313,2.22035,1.1059,-3.95525,NA,NA,NA,-25.198,NA,NA,NA,NA,NA
59573,1.27026,1.63551,-4.48793,NA,NA,NA,NA,-9.945,NA,NA,NA,NA
59687,1.36206,1.36344,-4.56027,NA,NA,NA,-14.572,NA,NA,NA,NA,NA
59995,1.84441,1.52766,-4.08569,NA,NA,NA,NA,NA,-7.43,NA,NA,NA
60171,1.78993,1.75695,-4.25273,NA,NA,NA,NA,-1.651,NA,NA,NA,NA
60339,1.75277,1.59622,-4.67153,NA,NA,NA,-11.209,NA,NA,NA,NA,NA
60578,2.10887,1.88524,-4.23273,NA,NA,NA,NA,NA,-10.389,NA,NA,NA
60619,1.38345,1.51491,-3.75719,NA,NA,NA,NA,NA,-21.67,NA,NA,NA
60995,1.17757,1.315,-4.87266,NA,NA,NA,-31.305,NA,NA,NA,NA,NA
61047,1.67435,2.30093,-4.13475,NA,NA,NA,NA,NA,-20.569,NA,NA,NA
61302,1.50493,2.15461,-4.89467,NA,NA,NA,NA,NA,-19.879,NA,NA,NA
61558,1.50313,0.606556,-4.12205,NA,NA,NA,NA,-61.442,NA,NA,NA,NA
61666,1.53484,1.14696,-4.73481,NA,NA,NA,-20.884,NA,NA,NA,NA,NA
61881,1.14731,1.73735,-4.96272,NA,NA,NA,NA,NA,-38.514,NA,NA,NA
62085,2.05294,2.06292,-4.7926,NA,NA,NA,NA,NA,-20.834,NA,NA,NA
62387,2.1634,1.62374,-4.69942,NA,NA,NA,NA,-10.619,NA,NA,NA,NA
62438,1.38178,1.52825,-4.70868,NA,NA,NA,-16.83,NA,NA,NA,NA,NA
62737,2.09039,1.43624,-4.27421,NA,NA,NA,-18.904,NA,NA,NA,NA,NA
62958,0.948317,1.77004,-4.15568,NA,NA,NA,NA,-23.437,NA,NA,NA,NA
63039,2.05733,1.04028,-4.16369,NA,NA,NA,-19.84,NA,NA,NA,NA,NA
63368,1.63901,1.50863,-4.46874,NA,NA,NA,-6.184,NA,NA,NA,NA,NA
63510,2.72813,1.47689,-4.63975,NA,NA,NA,-33.928,NA,NA,NA,NA,NA
63735,1.46366,1.81344,-4.45564,NA,NA,NA,NA,-5.43,NA,NA,NA,NA
63827,2.20433,1.78585,-3.6648,NA,NA,NA,NA,-19.756,NA,NA,NA,NA
64163,2.00979,2.00065,-4.46443,NA,NA,NA,NA,-7.678,NA,NA,NA,NA
64332,1.75649,2.4198,-4.13692,-32.665,NA,NA,NA,NA,NA,NA,NA,NA
64412,1.88196,2.6823,-4.75748,NA,NA,NA,NA,NA,-32.272,NA,NA,NA
64726,2.12369,1.75479,-4.14631,NA,NA,NA,-7.711,NA,NA,NA,NA,NA
64858,2.0163,1.87046,-4.55137,-21.973,NA,NA,NA,NA,NA,NA,NA,NA
65187,2.81769,1.64873,-4.29079,NA,NA,NA,-33.161,NA,NA,NA,NA,NA
65365,1.27843,1.94634,-4.35178,NA,NA,NA,NA,-10.438,NA,NA,NA,NA
65414,1.83397,1.60768,-4.13899,NA,NA,NA,NA,NA,NA,-27.109,NA,NA
65655,2.80294,1.28906,-4.23963,NA,NA,NA,NA,-33.669,NA,NA,NA,NA
65990,2.60965,1.07767,-4.79116,NA,NA,NA,NA,NA,-49.031,NA,NA,NA
66134,1.87532,1.7451,-3.25781,NA,NA,NA,NA,NA,-39.316,NA,NA,NA
66345,1.96346,1.31782,-4.03644,NA,NA,NA,NA,NA,-18.919,NA,NA,NA
66451,1.48228,1.41405,-4.07415,NA,NA,NA,NA,NA,-12.239,NA,NA,NA
66661,1.67778,2.22303,-4.48276,NA,NA,NA,NA,-11.513,NA,NA,NA,NA
66995,1.46814,1.63714,-4.17509,NA,NA,NA,NA,-4.341,NA,NA,NA,NA
67099,2.14324,1.64832,-4.06783,NA,NA,NA,NA,NA,NA,NA,NA,-74.388
67221,2.91135,1.57199,-4.47584,NA,NA,NA,-37.056,NA,NA,NA,NA,NA
67515,2.46446,1.36581,-3.19242,NA,NA,NA,NA,-54.67,NA,NA,NA,NA
67793,2.55075,1.93281,-4.67817,NA,NA,NA,NA,NA,-22.812,NA,NA,NA
67923,2.14605,1.3858,-4.66431,NA,NA,NA,NA,-11.003,NA,NA,NA,NA
68079,2.62557,1.98818,-4.1655,NA,NA,NA,NA,NA,NA,-37.179,NA,NA
68289,2.19322,2.21024,-4.44832,NA,NA,NA,-17.048,NA,NA,NA,NA,NA
68556,1.69683,1.82389,-2.99539,NA,NA,-80.883,NA,NA,NA,NA,NA,NA
68786,0.678594,2.3203,-4.78777,-59.667,NA,NA,NA,NA,NA,NA,NA,NA
68936,1.32006,2.25308,-4.92091,NA,NA,NA,-35.057,NA,NA,NA,NA,NA
69177,1.15137,1.78221,-4.81239,-35.003,NA,NA,NA,NA,NA,NA,NA,NA
69216,1.84175,1.85723,-4.28669,NA,NA,NA,NA,-3.578,NA,NA,NA,NA
69514,2.58486,2.95824,-4.30736,NA,NA,NA,NA,NA,NA,-71.547,NA,NA
69623,1.55377,2.09236,-4.94176,NA,NA,NA,NA,-17.493,NA,NA,NA,NA
69905,1.90496,1.68303,-4.58954,NA,NA,NA,NA,-3.36,NA,NA,NA,NA
70156,1.45529,1.41812,-4.39533,-23.385,NA,NA,NA,NA,NA,NA,NA,NA
70265,1.89932,1.05218,-4.90404,-49.638,NA,NA,NA,NA,NA,NA,NA,NA
70428,1.05828,2.19547,-4.58316,NA,NA,NA,NA,NA,NA,NA,NA,-97.564
70778,1.95307,1.95369,-4.68565,NA,NA,NA,NA,-8.754,NA,NA,NA,NA
70820,1.61705,2.54584,-4.09423,NA,NA,NA,-25.176,NA,NA,NA,NA,NA
71069,1.2517,2.24668,-4.36546,NA,NA,NA,-21.743,NA,NA,NA,NA,NA
71382,1.69892,2.5676,-4.5202,NA,NA,NA,NA,-23.411,NA,NA,NA,NA
71504,1.67122,2.28932,-4.72956,NA,NA,NA,NA,NA,-18.813,NA,NA,NA
71800,1.48605,1.85765,-4.66915,NA,NA,NA,NA,-9.789,NA,NA,NA,NA
71972,1.3952,1.60402,-4.66997,NA,NA,NA,NA,-9.624,NA,NA,NA,NA
72065,2.23644,1.54625,-4.61232,NA,NA,NA,NA,-11.37,NA,NA,NA,NA
72326,1.7896,1.99592,-4.6565,NA,NA,NA,-10.464,NA,NA,NA,NA,NA
72577,1.71507,1.3274,-3.98235,-26.892,NA,NA,NA,NA,NA,NA,NA,NA
72754,1.79686,2.54785,-4.05246,NA,NA,NA,-24.364,NA,NA,NA,NA,NA
72917,1.5285,1.16752,-4.87187,NA,NA,NA,NA,-22.212,NA,NA,NA,NA
73122,1.96267,0.578244,-4.80706,NA,NA,NA,NA,NA,-68.876,NA,NA,NA
73241,2.45303,1.14737,-4.14324,NA,NA,NA,-31.007,NA,NA,NA,NA,NA
73595,2.12371,1.96919,-3.95686,NA,NA,NA,-12.638,NA,NA,NA,NA,NA
73768,1.06418,2.4821,-4.1459,NA,NA,NA,-34.146,NA,NA,NA,NA,NA
73863,1.73546,2.03298,-4.7221,NA,NA,NA,NA,-10.903,NA,NA,NA,NA
74163,2.10775,1.87937,-4.33249,NA,NA,NA,NA,-5.809,NA,NA,NA,NA
74309,2.02569,2.35726,-4.82707,NA,NA,NA,NA,NA,-27.536,NA,NA,NA
74588,1.81473,1.74141,-4.35274,NA,NA,NA,NA,-2.363,NA,NA,NA,NA
74601,0.90239,1.86122,-4.32802,NA,NA,NA,NA,NA,-29.553,NA,NA,NA
74842,1.83758,1.17538,-4.5073,NA,NA,NA,NA,NA,NA,-31.371,NA,NA
75060,1.80546,2.27968,-4.48329,NA,NA,NA,NA,-12.577,NA,NA,NA,NA
75393,2.03665,1.92792,-3.83606,NA,NA,NA,NA,NA,-25.131,NA,NA,NA
75553,1.89789,1.10873,-4.02135,NA,NA,NA,NA,-16.048,NA,NA,NA,NA
75791,1.88984,1.7836,-4.72549,NA,NA,NA,NA,-6.883,NA,NA,NA,NA
75906,1.68163,1.42178,-4.55366,NA,NA,NA,-7.758,NA,NA,NA,NA,NA
76196,1.25043,1.59987,-4.59676,-29.283,NA,NA,NA,NA,NA,NA,NA,NA
76315,1.57233,2.04951,-3.83519,-31.56,NA,NA,NA,NA,NA,NA,NA,NA
76563,1.65389,1.41663,-4.09532,NA,NA,NA,NA,-3.982,NA,NA,NA,NA
76601,1.83537,1.79008,-4.07331,NA,NA,NA,NA,NA,-9.024,NA,NA,NA
76938,2.25186,0.780024,-4.80358,NA,NA,NA,-43.971,NA,NA,NA,NA,NA
77118,2.4358,1.40993,-4.79186,NA,NA,NA,NA,NA,-23.335,NA,NA,NA
77261,1.05063,2.56965,-4.9754,NA,NA,NA,-48.813,NA,NA,NA,NA,NA
77591,0.997187,1.37938,-4.82785,NA,NA,NA,NA,NA,-38.217,NA,NA,NA
77727,1.50961,2.4794,-4.36879,NA,NA,NA,-21.868,NA,NA,NA,NA,NA
77870,2.97103,1.04696,-4.83088,NA,NA,NA,NA,-55.948,NA,NA,NA,NA
78015,1.2729,1.32512,-3.9962,NA,NA,NA,NA,-15.91,NA,NA,NA,NA
78395,2.02335,1.95484,-3.8289,NA,NA,NA,NA,-12.481,NA,NA,NA,NA
78540,1.95961,1.65129,-3.85197,NA,NA,NA,-20.851,NA,NA,NA,NA,NA
78713,2.63778,1.90378,-4.36648,NA,NA,NA,NA,-22.294,NA,NA,NA,NA
78961,2.15589,0.887106,-4.69831,NA,NA,NA,NA,-35.247,NA,NA,NA,NA
79029,1.74122,1.1256,-3.84487,NA,NA,NA,-27.77,NA,NA,NA,NA,NA
79343,2.28869,1.33034,-4.56414,NA,NA,NA,NA,-14.456,NA,NA,NA,NA
79547,3.09562,2.18368,-4.05248,NA,NA,NA,NA,NA,-55.554,NA,NA,NA
79760,1.60755,1.94301,-3.73114,NA,NA,NA,NA,NA,-19.027,NA,NA,NA
79871,1.43892,1.71486,-3.17998,NA,NA,NA,NA,NA,-53.011,NA,NA,NA
80133,1.42931,2.47608,-4.38982,NA,NA,NA,NA,-21.506,NA,NA,NA,NA
80308,2.99813,2.19854,-4.46041,NA,NA,NA,NA,-43.173,NA,NA,NA,NA
80484,2.14828,1.88638,-4.53748,NA,NA,NA,NA,-8.432,NA,NA,NA,NA
80721,2.12811,1.97308,-4.25011,NA,NA,NA,NA,NA,-20.867,NA,NA,NA
80819,1.62188,1.80969,-3.82072,NA,NA,NA,NA,-9.807,NA,NA,NA,NA
81001,1.87045,2.67156,-3.75841,NA,NA,NA,NA,-35.769,NA,NA,NA,NA
81391,1.62977,2.25308,-4.44307,-27.667,NA,NA,NA,NA,NA,NA,NA,NA
81543,1.47026,1.41024,-4.77351,NA,NA,NA,NA,-13.239,NA,NA,NA,NA
81604,1.63514,1.57746,-4.96376,NA,NA,NA,NA,-14.208,NA,NA,NA,NA
81923,1.74452,2.23467,-4.83026,NA,NA,NA,NA,NA,NA,-40.732,NA,NA
82011,0.749364,2.02617,-4.59422,NA,NA,NA,NA,NA,-42.733,NA,NA,NA
82392,1.56106,1.66911,-4.39058,NA,NA,NA,NA,NA,-8.742,NA,NA,NA
82409,1.27749,1.90397,-4.57625,NA,NA,NA,NA,-11.853,NA,NA,NA,NA
82729,0.943813,1.99764,-4.06828,NA,NA,NA,NA,NA,-33.05,NA,NA,NA
82962,1.29014,1.72296,-4.06034,NA,NA,NA,NA,-10.017,NA,NA,NA,NA
83084,1.58913,2.20775,-4.7134,NA,NA,NA,-25.658,NA,NA,NA,NA,NA
83272,1.57609,0.940514,-4.50983,NA,NA,NA,NA,-26.031,NA,NA,NA,NA
83450,1.57492,2.33647,-4.88809,-33.673,NA,NA,NA,NA,NA,NA,NA,NA
83686,0.947096,2.29024,-4.38051,NA,NA,NA,NA,-29.281,NA,NA,NA,NA
83972,0.556134,1.97386,-4.69421,NA,NA,NA,NA,-45.561,NA,NA,NA,NA
84103,2.2217,1.56692,-4.84778,NA,NA,NA,NA,-14.437,NA,NA,NA,NA
84395,1.37781,2.78892,-4.49974,NA,NA,NA,NA,-36.124,NA,NA,NA,NA
84569,0.744869,2.78796,-4.22174,NA,NA,NA,-61.562,NA,NA,NA,NA,NA
84650,0.958881,3.05352,-4.14798,NA,NA,NA,NA,-60.591,NA,NA,NA,NA
84877,1.17684,2.80969,-4.4453,NA,NA,NA,NA,-40.99,NA,NA,NA,NA
85004,2.49122,1.3057,-4.91909,NA,NA,NA,NA,NA,NA,-45.049,NA,NA
85293,2.14413,2.66584,-4.55552,NA,NA,NA,NA,-30.872,NA,NA,NA,NA
85520,3.01021,2.11697,-4.68811,NA,NA,NA,-48.181,NA,NA,NA,NA,NA
85628,3.25001,2.00653,-4.40155,NA,NA,NA,-57.477,NA,NA,NA,NA,NA
85927,1.51352,1.61339,-3.9005,NA,NA,NA,NA,-8.278,NA,NA,NA,NA
86044,1.78482,2.09257,-3.71673,NA,NA,NA,NA,NA,NA,-35.437,NA,NA
86330,1.36769,2.36377,-3.48562,NA,NA,NA,NA,-37.934,NA,NA,NA,NA
86531,1.57171,2.45337,-3.72869,NA,NA,NA,-30.438,NA,NA,NA,NA,NA
86790,1.00775,2.32371,-4.09796,NA,NA,NA,-32.363,NA,NA,NA,NA,NA
86857,2.96162,2.38065,-4.33785,-67.793,NA,NA,NA,NA,NA,NA,NA,NA
87060,1.9466,2.19663,-3.7232,NA,NA,NA,NA,-19.776,NA,NA,NA,NA
87338,2.13163,2.30748,-4.3312,NA,NA,NA,NA,NA,NA,-38.06,NA,NA
87516,2.23289,2.21975,-4.14412,NA,NA,NA,NA,NA,-17.699,NA,NA,NA
87677,2.11203,2.5728,-4.47101,NA,NA,NA,NA,NA,-35.157,NA,NA,NA
87934,1.84415,1.86991,-4.6621,NA,NA,NA,NA,NA,-11.067,NA,NA,NA
88116,1.866,2.05155,-3.60064,NA,NA,NA,-23.677,NA,NA,NA,NA,NA
88308,1.55265,1.3244,-4.27379,NA,NA,NA,NA,NA,NA,-36.581,NA,NA
88557,1.69971,1.74559,-4.97743,NA,NA,NA,NA,NA,-24.636,NA,NA,NA
88732,1.38402,2.66515,-4.49241,NA,NA,NA,-31.54,NA,NA,NA,NA,NA
88849,1.34598,1.79924,-4.36629,NA,NA,NA,NA,NA,-16.026,NA,NA,NA
89155,1.69173,2.11929,-3.99921,NA,NA,NA,NA,-10.339,NA,NA,NA,NA
89350,0.290609,1.57312,-3.59049,-86.361,NA,NA,NA,NA,NA,NA,NA,NA
89443,1.34253,2.22414,-4.33032,NA,NA,NA,NA,-16.215,NA,NA,NA,NA
89713,2.23522,1.56847,-4.73776,NA,NA,NA,NA,NA,NA,NA,-55.668,NA
89953,1.14988,1.20335,-4.31718,NA,NA,NA,NA,-27.27,NA,NA,NA,NA
90010,1.88106,1.20758,-4.87484,NA,NA,NA,NA,NA,-29.188,NA,NA,NA
90251,2.48108,0.832572,-3.91672,NA,NA,NA,NA,NA,-51.771,NA,NA,NA
90402,2.04449,1.88073,-4.59238,NA,NA,NA,NA,-7.916,NA,NA,NA,NA
90786,2.28209,1.85718,-4.65078,NA,NA,NA,NA,-12.055,NA,NA,NA,NA
90879,2.46538,1.66041,-3.59451,NA,NA,NA,NA,NA,NA,NA,-69.213,NA
91150,1.37001,2.52574,-4.593,NA,NA,NA,-26.903,NA,NA,NA,NA,NA
91323,0.68193,1.85069,-3.15751,NA,NA,NA,NA,NA,NA,-106.178,NA,NA
91468,2.16537,1.16937,-3.77608,NA,NA,NA,NA,NA,-25.416,NA,NA,NA
91607,1.52232,1.18031,-4.48096,NA,NA,NA,NA,-14.573,NA,NA,NA,NA
91862,2.07109,0.871702,-4.89607,-55.204,NA,NA,NA,NA,NA,NA,NA,NA
92003,0.947826,0.734953,-4.42986,NA,NA,NA,-81.062,NA,NA,NA,NA,NA
92255,0.37637,1.84738,-4.41823,NA,NA,NA,-56.104,NA,NA,NA,NA,NA
92432,1.67143,2.18908,-4.95042,NA,NA,NA,NA,-18.607,NA,NA,NA,NA
92618,1.80544,2.21757,-4.80375,NA,NA,NA,NA,NA,NA,-31.013,NA,NA
92956,1.50435,1.1119,-4.39619,NA,NA,NA,NA,NA,NA,-37.967,NA,NA
93108,2.17444,1.226,-4.96071,NA,NA,NA,NA,-24.389,NA,NA,NA,NA
93399,1.95684,1.16109,-4.59261,NA,NA,NA,-19.415,NA,NA,NA,NA,NA
93487,2.27641,1.70976,-4.3974,NA,NA,NA,-11.997,NA,NA,NA,NA,NA
93645,2.47234,1.81706,-4.9695,NA,NA,NA,NA,-24.321,NA,NA,NA,NA
93851,2.78735,1.51762,-4.07355,NA,NA,NA,NA,-30.126,NA,NA,NA,NA
94067,2.34215,1.66818,-4.08715,NA,NA,NA,NA,-12.06,NA,NA,NA,NA
94250,2.40035,1.20111,-4.86023,NA,NA,NA,NA,NA,-34.363,NA,NA,NA
94440,2.61237,2.56957,-3.82041,NA,NA,NA,NA,NA,-49.309,NA,NA,NA
94641,1.78326,1.86639,-3.58612,NA,NA,NA,NA,-19.731,NA,NA,NA,NA
94901,2.36222,1.61078,-4.17183,NA,NA,NA,-19.786,NA,NA,NA,NA,NA
95128,1.95348,0.940602,-4.10327,NA,NA,NA,-26.939,NA,NA,NA,NA,NA
95301,1.33365,1.64985,-3.64996,NA,NA,NA,-23.394,NA,NA,NA,NA,NA
95422,1.74595,1.88027,-4.12284,NA,NA,NA,-6.761,NA,NA,NA,NA,NA
95615,1.64722,2.3626,-4.52783,NA,NA,NA,NA,-17.269,NA,NA,NA,NA
95885,1.11701,1.20612,-4.69464,NA,NA,NA,NA,-30.096,NA,NA,NA,NA
96004,0.462338,1.61159,-3.99608,NA,NA,NA,NA,-55.304,NA,NA,NA,NA
96270,1.28139,1.42135,-4.91284,NA,NA,NA,NA,NA,-23.844,NA,NA,NA
96415,1.64107,1.42857,-4.511,NA,NA,NA,NA,-3.372,NA,NA,NA,NA
96717,2.10114,1.70421,-4.14981,NA,NA,NA,NA,NA,-14.73,NA,NA,NA
96988,0.460943,1.5894,-4.82257,NA,NA,NA,NA,-57.512,NA,NA,NA,NA
97111,2.0812,1.60618,-4.92675,NA,NA,NA,NA,NA,-16.39,NA,NA,NA
97254,0.781241,1.89165,-4.49254,-57.212,NA,NA,NA,NA,NA,NA,NA,NA
97453,2.10129,1.98906,-4.57786,NA,NA,NA,NA,NA,-13.24,NA,NA,NA
97611,2.31638,0.860382,-4.54926,NA,NA,NA,NA,NA,NA,-70.359,NA,NA
97870,1.95724,1.57207,-4.14817,NA,NA,NA,NA,NA,-18.665,NA,NA,NA
98104,1.13127,1.26329,-4.59068,NA,NA,NA,NA,-24.305,NA,NA,NA,NA
98346,0.825616,1.88562,-3.87837,NA,NA,NA,-35.31,NA,NA,NA,NA,NA
98575,1.23113,1.64018,-4.55841,NA,NA,NA,NA,NA,-25.168,NA,NA,NA
98672,2.22223,2.75869,-4.36247,NA,NA,NA,NA,NA,-45.658,NA,NA,NA
98979,1.81468,2.61612,-4.39897,NA,NA,NA,-29.361,NA,NA,NA,NA,NA
99158,2.52061,1.61943,-4.53282,NA,NA,NA,-18.563,NA,NA,NA,NA,NA
99376,2.47421,2.23286,-3.90057,NA,NA,NA,-33.287,NA,NA,NA,NA,NA
99547,2.93102,1.73589,-4.65145,NA,NA,NA,NA,NA,-41.176,NA,NA,NA
99745,2.12535,1.04905,-3.99739,NA,NA,NA,-22.999,NA,NA,NA,NA,NA
99838,0.822689,2.16827,-4.81511,NA,NA,NA,NA,-37.85,NA,NA,NA,NA
100130,1.86383,2.69423,-4.55052,NA,NA,NA,NA,NA,-34.871,NA,NA,NA
100380,3.03963,1.98069,-4.82733,NA,NA,NA,NA,NA,-52.246,NA,NA,NA
100594,1.26917,2.45868,-4.84645,NA,NA,NA,NA,-29.08,NA,NA,NA,NA
100796,2.44212,2.16117,-4.87586,NA,NA,NA,NA,NA,-26.568,NA,NA,NA
100924,1.77115,1.10543,-4.64563,NA,NA,NA,NA,-15.781,NA,NA,NA,NA
101144,3.02675,1.77829,-4.42675,NA,NA,NA,-45.058,NA,NA,NA,NA,NA
101312,2.61066,1.87651,-4.32806,NA,NA,NA,-33.129,NA,NA,NA,NA,NA
101492,2.32472,2.33029,-4.37647,NA,NA,NA,-27.703,NA,NA,NA,NA,NA
101701,2.62731,2.39518,-4.71845,NA,NA,NA,NA,-34.279,NA,NA,NA,NA
101823,1.84266,2.8882,-4.17197,-60.825,NA,NA,NA,NA,NA,NA,NA,NA
102062,1.41874,2.20953,-4.3197,-43.503,NA,NA,NA,NA,NA,NA,NA,NA
102233,1.90933,2.00876,-4.37422,-40.171,NA,NA,NA,NA,NA,NA,NA,NA
102409,1.82069,2.61797,-4.5849,NA,NA,NA,-29.872,NA,NA,NA,NA,NA
102630,2.99358,1.17963,-3.78865,NA,NA,NA,NA,NA,-65.333,NA,NA,NA
102886,1.8629,1.25291,-4.35263,NA,NA,NA,NA,-5.808,NA,NA,NA,NA
103189,1.88986,1.61741,-4.58641,NA,NA,NA,NA,-3.049,NA,NA,NA,NA
103229,1.82335,2.70046,-4.96271,NA,NA,NA,-46.907,NA,NA,NA,NA,NA
103582,2.21652,2.08568,-4.6786,NA,NA,NA,NA,-14.418,NA,NA,NA,NA
103626,2.04578,2.08003,-4.61521,NA,NA,NA,NA,-10.64,NA,NA,NA,NA
103994,1.52402,1.41553,-4.18336,NA,NA,NA,-17.595,NA,NA,NA,NA,NA
104186,1.32861,2.06081,-4.97846,NA,NA,NA,NA,-22.179,NA,NA,NA,NA
104248,2.27657,1.023,-4.93568,NA,NA,NA,-41.954,NA,NA,NA,NA,NA
104439,1.7157,1.47272,-4.94456,NA,NA,NA,NA,NA,-16.627,NA,NA,NA
104745,0.894861,1.70573,-4.9961,NA,NA,NA,NA,-37.291,NA,NA,NA,NA
104957,2.15585,1.45061,-4.54702,NA,NA,NA,NA,-7.434,NA,NA,NA,NA
105009,1.58673,2.30037,-4.65114,NA,NA,NA,NA,-17.035,NA,NA,NA,NA
105215,1.06641,1.72072,-4.35114,NA,NA,NA,NA,NA,-21.882,NA,NA,NA
105435,1.899,1.52976,-4.43816,NA,NA,NA,NA,-1.602,NA,NA,NA,NA
105721,0.941513,2.49972,-3.64671,NA,NA,NA,-51.606,NA,NA,NA,NA,NA
105986,1.78946,2.66142,-3.79045,NA,NA,NA,NA,NA,-37.395,NA,NA,NA
106021,2.70065,2.01405,-4.01589,NA,NA,NA,-30.626,NA,NA,NA,NA,NA
106378,2.16901,2.45573,-3.99012,NA,NA,NA,-26.398,NA,NA,NA,NA,NA
106542,1.73888,1.65943,-4.93491,NA,NA,NA,NA,NA,-16.538,NA,NA,NA
106642,1.99268,1.82124,-4.91126,NA,NA,NA,NA,NA,NA,-27.986,NA,NA
106880,1.22741,2.3191,-4.80374,NA,NA,NA,NA,NA,-28.414,NA,NA,NA
107160,1.45727,1.72321,-4.38923,NA,NA,NA,NA,-4.832,NA,NA,NA,NA
107292,1.89012,1.32411,-4.31643,-21.256,NA,NA,NA,NA,NA,NA,NA,NA
107479,1.37541,1.25064,-4.80488,NA,NA,NA,NA,NA,-24.878,NA,NA,NA
107640,1.2908,2.00374,-3.75557,NA,NA,NA,NA,NA,-25.765,NA,NA,NA
107873,1.27325,1.71616,-4.80801,NA,NA,NA,NA,-15.848,NA,NA,NA,NA
108012,2.34331,1.44472,-4.84352,NA,NA,NA,NA,NA,-22.503,NA,NA,NA
108299,1.04746,2.13337,-4.29166,NA,NA,NA,-22.492,NA,NA,NA,NA,NA
108502,2.27798,1.40094,-4.2503,NA,NA,NA,NA,-10.226,NA,NA,NA,NA
108680,2.3967,1.64294,-4.74437,NA,NA,NA,NA,-16.204,NA,NA,NA,NA
108986,1.44546,1.73686,-3.93676,NA,NA,NA,NA,NA,-19.5,NA,NA,NA
109199,1.11583,1.82211,-4.47124,NA,NA,NA,NA,-15.758,NA,NA,NA,NA
109387,2.50626,2.09663,-4.94218,NA,NA,NA,NA,NA,-38.135,NA,NA,NA
109591,1.82612,2.24451,-3.3076,NA,NA,NA,NA,-37.558,NA,NA,NA,NA
109723,1.78336,1.81814,-4.30955,NA,NA,NA,-8.979,NA,NA,NA,NA,NA
109929,1.3986,2.81049,-4.59406,NA,NA,NA,NA,-37.084,NA,NA,NA,NA
110192,2.08752,2.00217,-4.94153,NA,NA,NA,NA,-17.475,NA,NA,NA,NA
110205,2.03772,1.44283,-4.8503,NA,NA,NA,NA,-12.158,NA,NA,NA,NA
110485,1.22081,1.84599,-4.85641,NA,NA,NA,NA,-20.245,NA,NA,NA,NA
110635,2.71131,2.10763,-4.93549,NA,NA,NA,NA,NA,-36.21,NA,NA,NA
110818,1.85813,2.42563,-4.75078,NA,NA,NA,NA,NA,-24.773,NA,NA,NA
111049,1.72867,1.60091,-3.58524,NA,NA,NA,NA,-18.553,NA,NA,NA,NA
111340,2.072,1.2818,-4.98155,NA,NA,NA,-32.433,NA,NA,NA,NA,NA
111581,2.23418,2.17563,-4.33395,NA,NA,NA,-22.924,NA,NA,NA,NA,NA
111695,1.85823,2.10387,-3.69178,NA,NA,NA,-24.177,NA,NA,NA,NA,NA
111813,2.94837,1.90435,-4.91557,NA,NA,NA,-44.332,NA,NA,NA,NA,NA
112098,2.45712,2.21208,-4.63031,NA,NA,NA,NA,-22.304,NA,NA,NA,NA
112345,1.6283,1.62564,-4.23886,NA,NA,NA,NA,NA,-7.391,NA,NA,NA
112516,2.19634,2.7612,-4.36461,NA,NA,NA,NA,NA,-38.819,NA,NA,NA
112678,1.73916,2.22503,-3.62864,NA,NA,NA,NA,NA,-25.274,NA,NA,NA
112868,1.3091,2.33208,-4.44844,NA,NA,NA,NA,NA,-25.816,NA,NA,NA
113016,1.80856,2.36211,-3.45239,NA,NA,NA,NA,NA,NA,-48.497,NA,NA
113240,2.13325,2.23455,-4.82584,NA,NA,NA,NA,NA,-20.368,NA,NA,NA
113600,1.27083,2.33015,-4.33626,NA,NA,NA,NA,-19.611,NA,NA,NA,NA
113669,1.73315,2.09747,-4.03525,NA,NA,NA,NA,-10.396,NA,NA,NA,NA
113882,1.75884,1.95042,-4.0863,NA,NA,NA,-7.852,NA,NA,NA,NA,NA
114111,1.07137,2.29021,-4.81899,NA,NA,NA,NA,NA,-32.493,NA,NA,NA
114317,2.32174,2.88536,-4.40216,NA,NA,NA,NA,NA,NA,-57.049,NA,NA
114534,2.78073,1.70782,-3.57382,NA,NA,NA,NA,NA,NA,-69.193,NA,NA
114603,1.70259,1.9244,-3.88289,NA,NA,NA,NA,NA,NA,-27.625,NA,NA
114932,2.33515,1.36119,-3.91655,NA,NA,NA,NA,NA,-26.882,NA,NA,NA
115167,1.51136,2.55107,-3.79027,NA,NA,NA,NA,-30.482,NA,NA,NA,NA
115318,2.17136,1.3674,-4.18003,NA,NA,NA,-10.074,NA,NA,NA,NA,NA
115450,1.9146,2.32396,-4.57203,NA,NA,NA,NA,-14.908,NA,NA,NA,NA
