id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness3.5
96758,5,4.71372,-0.661079,NA,NA,12648.603,NA
96903,5,5,-0.58636,NA,NA,6910.904,NA
97056,5,5,-0.664134,NA,NA,10369.147,NA
97199,5,5,-0.889672,NA,NA,15755.493,NA
97539,5,5,-0.553749,NA,NA,5222.485,NA
97788,4.96256,5,-0.613368,NA,NA,9459.2,NA
97837,5,5,-0.782446,NA,NA,13008.796,NA
98154,5,5,-0.570303,NA,NA,6091.126,NA
98222,5,4.68802,-0.574655,NA,NA,5731.247,NA
98593,4.6848,5,-1.03309,NA,NA,4870.864,NA
98706,5,5,-0.648374,NA,NA,9754.528,NA
98922,5,5,-0.767894,NA,NA,16747.087,NA
99125,5,5,-1.8936,NA,NA,4195.001,NA
99270,5,5,0.451982,1396.82,NA,NA,NA
99582,5,5,-0.0785204,NA,3799.57,NA,NA
99765,5,4.28989,-0.58804,2843.977,NA,NA,NA
99991,5,5,-2.12527,NA,NA,4276.519,NA
100146,5,5,-0.775146,NA,NA,17277.011,NA
100232,5,5,-1.93157,NA,NA,4952.327,NA
100446,5,5,-0.758518,NA,NA,16706.608,NA
100653,5,4.91595,-0.913612,3586.741,NA,NA,NA
100884,5,4.66586,-0.823027,NA,NA,10428.491,NA
101003,5,5,-0.966597,NA,NA,8962.101,NA
101289,5,4.39359,-1.3516,NA,NA,5090.893,NA
101567,5,4.37805,-1.3576,NA,NA,5599.554,NA
101618,4.7259,4.90679,-1.22815,NA,4921.31,NA,NA
101947,5,5,-0.61329,NA,NA,8218.337,NA
102022,4.92018,5,-0.835634,NA,NA,16315.947,NA
102388,5,5,-0.745576,11602.534,NA,NA,NA
102536,4.27582,5,-1.24187,NA,NA,4382.51,NA
102611,5,4.70353,-0.652785,NA,NA,9688.16,NA
102842,4.89637,5,0.196607,NA,NA,2837.805,NA
103134,5,5,-0.837707,NA,NA,12841.578,NA
103291,4.70068,4.98096,-1.01714,NA,NA,6629.247,NA
103586,4.7662,5,-0.602691,NA,NA,9252.917,NA
103689,5,5,-0.755955,NA,NA,15317.677,NA
103931,5,5,-0.632043,NA,NA,9066.18,NA
104170,5,5,0.318165,NA,NA,3441.595,NA
104218,5,5,-0.775692,NA,NA,12964.735,NA
104405,5,5,-0.730352,NA,NA,15154.432,NA
104690,4.93708,4.78451,-1.06998,NA,NA,4976.608,NA
104994,5,5,-0.729264,NA,NA,12294.907,NA
105037,4.91264,5,-0.738617,NA,NA,16012.427,NA
105286,5,5,-0.726844,NA,NA,12243.008,NA
105488,4.99859,5,-0.812643,NA,NA,13117.985,NA
105609,4.66071,5,-0.657873,NA,NA,7886.259,NA
105884,5,5,-0.726693,NA,NA,12239.715,NA
106182,5,4.40555,-1.29638,NA,NA,4008.109,NA
106285,5,5,-0.629788,NA,NA,11138.519,NA
106589,5,4.91758,-0.712146,NA,NA,15147.061,NA
106721,4.92041,4.32629,-1.57328,NA,NA,6719.658,NA
106890,5,4.73018,0.38546,NA,NA,4664.967,NA
107085,5,4.93699,-0.603521,NA,NA,12321.455,NA
107210,4.62731,5,-0.891688,NA,NA,7167.757,NA
107506,4.83759,5,-1.02341,NA,NA,7969.9,NA
107778,5,5,-0.926234,NA,NA,10655.973,NA
107993,5,5,-0.858779,NA,NA,12529.792,NA
108172,5,5,-0.604042,NA,NA,7780.223,NA
108241,5,5,-1.94466,NA,NA,5143.357,NA
108500,5,5,-1.03736,NA,NA,5207.508,NA
108623,5,5,-1.07849,NA,NA,2727.517,NA
108855,5,5,-0.845167,NA,NA,12746.709,NA
109151,4.93158,5,-0.583011,NA,NA,10346.495,NA
109388,5,4.71043,0.244998,3177.148,NA,NA,NA
109566,5,5,-1.05719,NA,NA,4029.438,NA
109698,4.30389,4.59094,-1.49812,NA,NA,2835.938,NA
109885,5,4.64768,-1.96858,NA,NA,3851.292,NA
110186,5,5,-0.64563,NA,NA,9642.386,NA
110251,5,5,-0.849541,NA,NA,16442.526,NA
110567,4.80286,5,-1.01876,NA,NA,8050.05,NA
110631,5,3.79345,-0.630093,NA,NA,3302.953,NA
110918,5,4.73405,-0.80051,NA,NA,14308.027,NA
111126,5,5,-0.668073,NA,NA,10514.574,NA
111295,4.88473,3.88446,-0.744612,NA,NA,4410.419,NA
111434,5,5,-1.03058,NA,NA,5600.505,NA
111617,5,5,-0.795405,NA,NA,13054.276,NA
111981,5,5,-0.593756,NA,NA,9125.107,NA
112059,5,4.90388,-0.21057,6320.506,NA,NA,NA
112372,5,4.49785,-1.37109,NA,NA,866.488,NA
112438,4.61633,4.82681,-0.777383,NA,NA,9415.131,NA
112750,4.41169,4.96539,-1.3474,NA,NA,5085.639,NA
112984,5,5,-2.031,NA,NA,5496.227,NA
113159,5,5,-0.624839,NA,NA,8747.304,NA
113337,3.73934,5,-0.856446,NA,NA,4557.337,NA
113551,4.49253,5,-1.33881,NA,NA,1155.705,NA
113795,4.74081,4.85984,-0.832107,13242.88,NA,NA,NA
113908,5,4.88155,-0.864432,NA,NA,16446.252,NA
114171,5,5,-0.647727,NA,NA,9728.219,NA
114209,5,5,-0.905256,NA,NA,11375.351,NA
114475,4.87749,5,-0.773269,NA,NA,17175.545,NA
114649,5,5,-1.05109,NA,NA,4395.929,NA
114906,5,4.7718,-0.678127,NA,NA,13203.165,NA
115182,4.91075,5,-0.795332,NA,NA,16793.473,NA
115247,5,5,-1.069,NA,NA,3311.302,NA
115582,5,4.1783,-1.46223,NA,NA,6103.732,NA
115773,5,5,-0.987929,NA,NA,7921.681,NA
115946,5,5,0.18492,NA,NA,2157.244,NA
116015,4.97007,5,0.337705,NA,NA,4705.99,NA
116278,5,5,0.232799,NA,NA,2609.497,NA
116568,4.67403,5,-0.787231,NA,NA,10981.466,NA
116655,4.32474,4.79543,-0.0667991,NA,NA,4874.235,NA
116860,4.30028,5,-1.448,NA,NA,7273.948,NA
117039,4.86816,5,-0.931851,NA,NA,16705.259,NA
117207,5,4.75569,-0.795267,NA,NA,20301.094,NA
117396,5,3.34364,-1.28575,NA,NA,3724.359,NA
117751,5,4.6169,-1.2717,2875.38,NA,NA,NA
117875,5,4.93387,-0.740538,NA,NA,18437.875,NA
118175,5,4.67829,-0.785017,NA,NA,14647.863,NA
118282,4.60302,5,-0.742615,NA,NA,7179.129,NA
118549,4.26785,4.81084,-1.52792,9648.001,NA,NA,NA
118752,3.42851,5,-1.22556,NA,NA,1373.436,NA
118949,4.81917,4.79737,-2.18535,NA,NA,4811.41,NA
119123,5,5,-0.975697,NA,NA,8529.46,NA
119231,5,5,-0.983646,NA,NA,8137.792,NA
119399,5,5,-0.876262,NA,NA,NA,4294.913
119714,5,4.7479,-0.91987,NA,NA,16495.291,NA
119822,5,4.5684,-0.561565,543.414,NA,NA,NA
120054,5,5,-0.812393,NA,NA,13035.457,NA
120247,5,5,-0.722556,NA,NA,12147.08,NA
120565,5,5,-0.813232,NA,4487.112,NA,NA
120690,3.79313,5,-0.800264,NA,NA,4803.991,NA
120974,4.73021,5,-0.731085,NA,NA,13340.407,NA
121070,4.82431,5,-2.94731,NA,NA,4026.678,NA
121213,5,5,-1.91479,NA,NA,6188.997,NA
121463,4.94131,5,-2.07639,NA,NA,6193.574,NA
121647,5,5,-1.86421,NA,NA,3410.265,NA
121907,5,5,-0.895804,NA,NA,11660.413,NA
122138,5,5,-0.627669,6719.5,NA,NA,NA
122217,4.69401,5,-1.35745,5545.476,NA,NA,NA
122478,5,5,-2.03335,NA,NA,6594.446,NA
122606,4.97068,5,-0.762612,NA,NA,14398.934,NA
122952,4.81874,5,-0.627795,NA,NA,14370.703,NA
123014,5,5,-0.575108,NA,NA,6339.084,NA
123351,4.18211,4.40716,-0.916385,NA,NA,2578.528,NA
123480,4.67806,5,-0.632061,NA,NA,7812.477,NA
123717,5,4.14787,-1.615,NA,NA,4289.392,NA
123973,5,5,-0.769697,7847.825,NA,NA,NA
124076,5,5,-0.225126,NA,4082.323,NA,NA
124268,5,5,-0.805464,NA,NA,13053.918,NA
124455,5,5,-0.679975,NA,NA,10932.942,NA
124742,5,5,-0.968311,NA,NA,8881.937,NA
124797,5,5,-0.687364,NA,NA,11176.151,NA
125164,5,4.92555,-0.613727,NA,NA,10352.535,NA
125207,5,5,-0.36626,2666.942,NA,NA,NA
125526,5,4.71093,-1.54471,NA,5979.569,NA,NA
125601,4.75602,4.73006,-0.899343,NA,NA,14609.811,NA
125887,5,5,-0.845309,NA,NA,12744.738,NA
126034,5,4.93543,-1.87716,NA,NA,4654.868,NA
126385,4.84381,5,-1.8282,NA,NA,3850.295,NA
126542,5,5,-0.987501,NA,NA,7943.432,NA
126729,5,5,-0.614336,NA,NA,8267.102,NA
126836,4.36426,5,-1.5844,NA,NA,4520.928,NA
127062,5,5,-2.17956,NA,NA,3035.078,NA
127235,4.88605,5,-0.681205,NA,NA,14485.486,NA
127556,5,4.9627,-1.01624,NA,NA,9419.318,NA
127788,5,5,-0.750024,NA,NA,12672.215,NA
127915,5,5,-0.702679,NA,NA,11637.853,NA
128059,5,5,-0.886177,NA,NA,11924.879,NA
128218,5,5,-0.569581,NA,NA,6053.689,NA
128551,5,5,0.209743,NA,NA,2184.011,NA
128696,5,4.92033,-0.834039,NA,NA,20501.663,NA
128866,5,5,-0.704453,NA,NA,11687.517,NA
129047,5,5,-2.90922,NA,NA,3630.823,NA
129199,5,5,-1.90997,NA,NA,4558.046,NA
129569,4.58999,5,-1.90257,NA,NA,1805.674,NA
129627,5,5,-2.96413,NA,NA,3160.065,NA
129874,5,5,-0.789297,NA,NA,13039.262,NA
130065,5,5,-0.993695,6476.888,NA,NA,NA
130246,5,5,-1.82685,NA,NA,2913.548,NA
130591,5,5,-0.891594,NA,NA,15683.982,NA
130593,5,4.80075,-0.680743,NA,NA,14025.004,NA
130918,5,5,-0.867719,14156.675,NA,NA,NA
131150,5,5,-1.88281,NA,NA,3926.295,NA
131287,4.61965,5,-0.819502,NA,NA,7390.049,NA
131483,4.92317,4.73869,-0.696509,NA,NA,16082.455,NA
131771,5,5,-0.56486,NA,NA,5807.818,NA
131978,5,4.73492,-2.01846,NA,NA,6088.043,NA
132164,5,4.28167,-1.29118,NA,NA,5747.272,NA
132199,4.96512,5,-1.97023,NA,NA,6176.88,NA
132496,4.16416,5,-1.25035,NA,NA,3677.265,NA
132651,5,4.76064,-0.597081,NA,NA,8806.644,NA
132923,5,5,-1.00514,NA,NA,7019.81,NA
133028,5,4.60717,-0.957301,NA,NA,4713.889,NA
133270,4.98139,5,-0.917104,NA,NA,11861.821,NA
133555,5,4.89278,-0.768797,NA,NA,16943.032,NA
133663,5,5,-0.860546,NA,NA,12497.514,NA
133851,5,5,-0.813704,NA,NA,13030.289,NA
134035,5,5,-0.86161,NA,NA,12477.625,NA
134309,4.87928,4.4153,-0.324091,NA,NA,4019.503,NA
134545,4.83931,5,-0.832476,NA,NA,17118.819,NA
134742,5,4.60048,-0.886053,NA,NA,7396.827,NA
134974,5,5,-0.843935,NA,NA,12763.553,NA
135096,5,5,-0.826072,NA,NA,12955.319,NA
135331,5,4.27023,-1.27973,NA,NA,5461.414,NA
135513,5,4.74419,-0.882541,NA,NA,17408.499,NA
135641,5,5,-1.00654,NA,NA,6944.229,NA
135948,5,5,-1.05622,NA,NA,5199.17,NA
136165,5,3.28164,-1.48666,NA,NA,4136.349,NA
136370,5,4.26828,-0.306226,NA,NA,3946.955,NA
136423,5,5,-0.555452,NA,NA,5312.75,NA
136729,5,4.2895,-1.31226,NA,NA,6201.183,NA
136956,5,4.80647,0.188559,NA,NA,2224.956,NA
137096,4.88562,5,-0.841059,19324.878,NA,NA,NA
137205,5,5,-1.93712,NA,NA,5037.77,NA
137534,5,5,-0.930323,NA,NA,10502.327,NA
137736,4.80682,5,-1.83637,NA,NA,3252.306,NA
137899,4.27702,5,-1.64712,NA,NA,3632.358,NA
138011,4.2878,5,-1.31144,NA,NA,6189.239,NA
138345,4.79412,4.88199,-1.92047,NA,NA,7985.098,NA
138402,5,5,-0.688215,NA,NA,11203.324,NA
138661,3.80415,5,-0.624722,NA,NA,3172.828,NA
138855,4.86037,5,-0.67928,NA,NA,14541.996,NA
138997,5,5,-0.644972,NA,NA,9615.278,NA
139382,4.68046,5,-0.741996,NA,3894.426,NA,NA
139586,4.3275,5,-1.26184,NA,NA,5979.448,NA
139654,4.90111,4.67538,-2.21579,NA,NA,2961.716,NA
139942,5,5,-0.576917,NA,NA,7689.597,NA
140060,4.90157,4.23686,-0.0641252,NA,NA,5908.306,NA
140220,5,5,-0.855251,NA,NA,12591.416,NA
140553,5,4.83798,-0.955024,NA,NA,15688.661,NA
140689,5,5,-0.808433,NA,NA,13047.829,NA
140930,4.99467,5,-0.946152,NA,NA,10104.267,NA
141126,4.28495,5,-1.52541,NA,NA,6513.518,NA
141233,4.07387,5,-1.4572,NA,NA,2973.601,NA
141561,5,5,-0.927291,NA,NA,10616.665,NA
141668,4.88849,5,-1.06447,NA,NA,4727.343,NA
141798,5,5,-0.966779,NA,NA,11848.598,NA
142191,5,3.86939,-0.899569,NA,NA,3366.955,NA
142269,5,5,-0.858682,NA,NA,16493.179,NA
142483,5,5,-0.991716,NA,NA,7727.741,NA
142638,5,5,-0.659693,NA,NA,12788.922,NA
142960,5,5,-0.722975,NA,NA,12156.676,NA
143113,4.9205,5,-0.779126,NA,NA,16464.477,NA
143377,5,5,-1.01577,NA,NA,7751.936,NA
143518,5,4.93817,-0.805315,NA,NA,15996.135,NA
143623,5,5,-0.784721,NA,NA,13020.506,NA
143820,5,4.99979,-1.53844,NA,5967.42,NA,NA
144121,4.89311,5,-0.778151,NA,NA,21896.582,NA
144332,5,5,-0.52735,NA,NA,3804.874,NA
144417,4.59375,5,-0.845447,NA,NA,5485.515,NA
144716,5,4.9574,-2.07692,NA,NA,5936.638,NA
144932,5,5,-0.747582,NA,NA,12634.246,NA
145079,5,5,-1.90977,NA,NA,4553.941,NA
145380,5,5,-0.986513,NA,NA,7993.513,NA
145425,5,4.70672,-0.633821,NA,NA,9042.309,NA
145732,5,5,-2.04357,NA,NA,5421.444,NA
145884,4.72234,5,-0.816265,NA,NA,13694.398,NA
146166,5,5,-2.07513,NA,NA,5106.234,NA
146304,4.73482,5,-3.02425,4053.446,NA,NA,NA
146472,4.72528,5,-1.52663,NA,6157.903,NA,NA
146786,5,5,-1.86508,NA,NA,3435.851,NA
146813,4.85206,5,-1.89328,NA,NA,5579.537,NA
147185,4.85506,4.69395,-0.963838,NA,NA,11315.774,NA
147212,5,4.3201,-1.33987,NA,NA,6480.058,NA
147478,5,5,-0.880285,NA,NA,12455.052,NA
147659,5,4.17381,-0.293262,NA,NA,4541.519,NA
147905,5,5,-0.808232,13992.744,NA,NA,NA
148147,5,5,-0.702395,NA,NA,11629.828,NA
148226,5,5,-0.936865,NA,NA,13210.262,NA
148528,5,5,-0.571222,NA,NA,6138.711,NA
148601,5,5,-0.751767,NA,NA,16006.255,NA
148869,5,4.91209,-2.85389,NA,NA,2521.924,NA
149003,5,5,-2.15042,NA,NA,3736.873,NA
149308,4.96909,5,-1.46377,8182.992,NA,NA,NA
149524,5,4.85964,-1.86913,NA,NA,5619.748,NA
149741,4.9795,5,-0.920657,NA,NA,11809.075,NA
149847,5,5,-0.850452,NA,NA,12669.184,NA
150011,5,5,-0.669637,NA,NA,13983.522,NA
150233,5,5,-0.618372,NA,NA,8453.695,NA
150575,5,5,-2.0263,NA,NA,5516.376,NA
150694,5,5,-0.872849,NA,NA,12246.851,NA
150976,5,4.34651,-1.55802,NA,NA,6841.442,NA
151111,4.75669,5,-2.81193,NA,NA,1815.763,NA
151267,5,5,-2.07824,NA,NA,6585.59,NA
151456,5,3.35086,-1.45594,NA,NA,4484.48,NA
151654,5,3.71401,-0.972792,NA,NA,2979.889,NA
151916,4.7319,4.26009,-1.38759,NA,NA,7874.389,NA
152057,4.82687,4.33381,-1.55952,NA,NA,7243.768,NA
152238,5,3.80328,-1.01087,NA,NA,2437.904,NA
152557,5,4.24239,-1.29342,NA,NA,5686.514,NA
152602,5,4.80608,-1.19139,NA,3250.072,NA,NA
152924,5,4.61969,-0.743986,NA,NA,7150.635,NA
153080,5,5,-1.9592,NA,NA,5312.712,NA
153268,5,4.79518,-3.23812,NA,NA,756.025,NA
153520,5,5,-2.22533,NA,NA,1826.832,NA
153660,5,4.76377,-0.62153,NA,NA,10252.13,NA
153893,4.87493,5,-0.568102,NA,NA,7939.121,NA
154040,5,4.67646,-0.865509,NA,NA,10592.93,NA
154259,5,5,-0.539083,NA,NA,4438.471,NA
154453,4.72966,5,-0.864142,NA,NA,13418.969,NA
154715,5,5,-0.936807,NA,NA,10250.04,NA
154920,5,4.29962,-0.211903,3586.509,NA,NA,NA
155068,5,4.80214,-2.14236,NA,NA,5023.228,NA
155377,5,4.65987,-0.608253,NA,NA,6179.787,NA
155409,4.6808,5,-0.126985,NA,3836.54,NA,NA
155735,5,5,-0.846966,NA,NA,12721.277,NA
155835,5,5,-0.975094,NA,NA,8558.657,NA
155997,5,4.59977,-0.930304,NA,NA,5688.7,NA
156284,5,5,-1.03848,NA,NA,5142.065,NA
156493,5,5,-1.79369,NA,NA,918.095,NA
156609,4.91547,4.66554,-2.14038,NA,NA,4058.514,NA
156965,5,5,-1.97713,NA,NA,5459.411,NA
156996,4.36932,3.23794,-0.71557,NA,NA,2314.449,NA
157385,4.80982,4.96997,-1.34271,NA,NA,NA,5761.765
157475,5,4.88524,-0.890833,NA,NA,15584.543,NA
157602,5,5,-1.9607,NA,NA,5327.613,NA
157929,5,5,-0.998714,NA,NA,8970.978,NA
158092,5,5,-0.927593,NA,NA,10605.382,NA
158356,4.73163,5,0.261287,NA,NA,3283.325,NA
158420,5,4.88668,-0.933498,NA,NA,13694.934,NA
158774,5,5,-0.909584,NA,NA,11236.591,NA
158981,5,5,-0.618245,NA,NA,9651.229,NA
159161,5,5,-0.904101,NA,NA,11646.576,NA
159377,4.23592,5,-0.240993,NA,NA,4603.725,NA
159397,5,4.24581,-0.289278,NA,NA,4785.653,NA
159731,4.53448,5,-0.789514,NA,NA,1513.962,NA
159793,3.76298,5,-0.756115,NA,NA,4731.834,NA
160144,3.23772,5,-1.48902,NA,NA,5098.244,NA
160314,5,5,-0.71324,NA,NA,11921.453,NA
160425,5,5,-0.0615734,3651.041,NA,NA,NA
160723,5,5,0.422729,3053.224,NA,NA,NA
160983,4.94027,5,-0.566953,NA,NA,7216.848,NA
161086,5,4.16397,-1.35846,NA,NA,7254.417,NA
161373,5,3.82066,-1.93305,NA,NA,1749.542,NA
161402,5,5,-1.91538,NA,NA,5074.371,NA
161755,5,5,-0.946743,6119.473,NA,NA,NA
161969,4.96887,5,-1.44352,NA,4524.685,NA,NA
162016,5,5,-0.61296,4277.413,NA,NA,NA
162190,5,5,0.164908,NA,NA,1142.923,NA
162480,5,5,-1.04632,NA,NA,4680.096,NA
162680,5,4.83074,-0.730271,NA,NA,16266.705,NA
162941,5,5,-0.639459,NA,NA,9384.912,NA
163016,5,5,-0.644479,NA,NA,9594.912,NA
163381,4.94371,5,-0.96045,NA,NA,11185.975,NA
163392,5,5,-0.60825,NA,NA,7981.093,NA
163629,5,4.90406,-0.58906,NA,NA,9142.644,NA
163802,4.96029,4.73833,-0.715561,NA,NA,15415.39,NA
164050,5,5,-0.810265,NA,NA,16191.535,NA
164332,4.67163,5,-0.625218,NA,NA,9623.249,NA
164566,5,5,-0.883074,NA,NA,12004.461,NA
164654,5,5,-0.94107,NA,NA,10078.502,NA
164974,5,5,-1.00422,NA,NA,7069.303,NA
165112,5,5,-0.827493,NA,NA,12943.671,NA
165305,4.72746,5,-1.00794,NA,NA,7359.002,NA
165459,5,5,-0.816794,NA,NA,13016.002,NA
165720,5,5,-0.830471,NA,NA,12917.232,NA
165927,5,5,-0.732983,NA,NA,14608.923,NA
165990,4.35086,5,-1.34722,NA,NA,6112.068,NA
166200,5,4.95604,-0.806058,NA,NA,15302.554,NA
166416,5,5,-1.10183,NA,NA,1275.528,NA
166722,5,5,-0.59778,NA,NA,7678.699,NA
166974,4.64975,4.28251,-1.26539,NA,NA,3673.527,NA
167134,5,4.74772,-2.02479,NA,NA,6311.024,NA
167282,5,5,-0.794523,NA,NA,13052.817,NA
167532,4.2722,5,-1.47249,NA,NA,8508.42,NA
167670,4.77717,5,-0.548986,NA,NA,6104.633,NA
167833,5,5,-0.692194,NA,NA,13917.857,NA
168184,4.66895,5,-0.844645,NA,NA,10438.435,NA
168309,4.73352,4.95061,-0.965993,NA,NA,11697.434,NA
168460,4.19439,5,-1.31859,NA,NA,5622.198,NA
168719,4.83656,5,-0.224945,NA,2241.949,NA,NA
168983,5,3.82821,-0.786679,NA,NA,4493.622,NA
169039,4.87583,5,-0.545202,NA,NA,6329.423,NA
169230,5,4.29523,-1.36384,NA,NA,7003.888,NA
169512,5,5,-2.09564,NA,NA,5631.127,NA
169600,4.80442,5,-1.54531,NA,6810.007,NA,NA
169921,5,4.95439,-2.09404,NA,NA,7198.208,NA
170067,5,5,-1.90693,NA,NA,4494.76,NA
170280,5,5,-2.62472,1352.544,NA,NA,NA
170519,5,5,-1.94663,NA,NA,5168.948,NA
170660,4.62615,5,-0.721967,NA,NA,7311.302,NA
170825,5,5,-0.690398,NA,NA,11272.225,NA
171031,5,4.40086,-0.792295,3698.332,NA,NA,NA
171241,5,4.96734,0.278681,3271.263,NA,NA,NA
171414,5,5,-0.511251,NA,NA,3818.452,NA
171629,5,5,-0.785939,NA,NA,13026.125,NA
171868,5,5,-0.707721,NA,NA,11776.878,NA
171996,5,5,0.191899,NA,NA,2392.624,NA
172344,4.15315,5,0.816637,NA,NA,1622.585,NA
172563,5,5,-0.733525,NA,NA,15065.379,NA
172738,5,5,-1.29535,4516.437,NA,NA,NA
172896,4.99132,5,-0.813635,NA,NA,NA,3781.267
173010,5,4.88607,1.4508,NA,NA,2315.231,NA
173222,5,5,0.815354,2138.444,NA,NA,NA
173536,4.81081,5,-0.680624,NA,NA,14204.573,NA
173682,5,5,-0.897418,NA,NA,11613.502,NA
173879,4.75425,5,-0.687056,NA,NA,12995.661,NA
174077,5,5,-0.959934,NA,NA,9267.714,NA
174357,4.94499,5,-2.18486,NA,NA,3498.973,NA
174398,4.86775,5,-0.827512,NA,NA,17234.28,NA
174614,4.88643,5,-0.650757,NA,NA,12998.846,NA
174857,4.71147,4.78707,-0.500728,NA,NA,2980.219,NA
175012,5,4.7997,-0.691267,NA,NA,14438.906,NA
175285,5,5,-0.749818,NA,NA,12669.079,NA
175585,4.80827,5,-0.652886,NA,NA,12843.722,NA
175725,5,5,-1.00073,NA,NA,7255.782,NA
175849,5,4.35695,-0.292282,NA,NA,3656.44,NA
176143,5,4.62655,-0.543787,NA,NA,2836.539,NA
176227,5,4.81942,-1.23839,NA,3637.592,NA,NA
176584,5,4.38449,-0.259411,NA,NA,3560.757,NA
176644,5,5,-0.875233,NA,NA,14234.211,NA
176943,4.17519,5,-1.51642,4304.827,NA,NA,NA
177102,4.31042,5,-0.943014,3926.358,NA,NA,NA
177196,5,4.66342,-0.729801,NA,NA,11276.003,NA
177462,5,4.70544,-0.830106,NA,NA,16372.641,NA
177777,5,5,-0.899488,NA,NA,11552.268,NA
177929,5,5,-0.665614,NA,NA,10424.185,NA
178163,5,4.9134,-0.895404,NA,NA,14959.128,NA
178294,5,4.70015,-0.919327,NA,NA,10480.595,NA
178412,5,4.48132,-0.97308,786.173,NA,NA,NA
178626,5,5,-0.954772,NA,NA,9497.736,NA
178927,5,5,-0.606117,NA,NA,7879.584,NA
179049,4.83175,5,-0.836927,NA,NA,16984.039,NA
179356,4.77167,4.67742,-1.47455,4586.721,NA,NA,NA
179543,5,5,-0.930675,NA,NA,10488.902,NA
179651,5,5,-0.807238,NA,NA,13050.608,NA
179864,5,4.66556,-0.626937,NA,NA,7091.311,NA
180178,3.15347,5,-1.05075,NA,693.69,NA,NA
180365,4.86362,5,-0.79254,19488.809,NA,NA,NA
180478,5,4.73356,-0.598157,NA,NA,8199.483,NA
180670,5,4.88745,-0.955259,NA,NA,12495.387,NA
180878,5,5,-1.36593,4972.237,NA,NA,NA
181174,5,4.94275,-0.659296,NA,NA,12353.094,NA
181280,5,5,-0.995305,NA,NA,7541.538,NA
181489,4.28692,4.239,-0.603423,NA,NA,3080.46,NA
181743,5,4.88393,-1.03047,NA,NA,7411.451,NA
181919,5,5,-0.992107,NA,NA,10271.881,NA
182091,5,5,-1.01392,6670.104,NA,NA,NA
182316,5,4.99601,-2.1949,NA,NA,2688.328,NA
182460,5,5,-0.77341,NA,NA,12946.718,NA
182597,5,5,-0.887866,NA,NA,11880.395,NA
182817,4.76829,5,-0.852859,NA,NA,15222.008,NA
183185,5,5,-0.919758,NA,NA,10890.497,NA
183378,5,4.8019,-0.95713,NA,NA,12041.16,NA
183556,4.22303,5,-1.30663,NA,NA,5800.779,NA
183663,5,5,-0.540182,NA,NA,4497.578,NA
183793,5,5,-0.584965,NA,NA,6840.733,NA
184036,5,5,-0.623017,NA,NA,8665.27,NA
184362,5,5,0.306564,3898.179,NA,NA,NA
184554,5,5,-0.580161,NA,NA,6597.482,NA
184597,5,5,-0.917313,NA,NA,10976.187,NA
184824,5,4.90865,-1.88404,NA,NA,5370.264,NA
185157,4.9446,5,-1.95412,NA,NA,6349.701,NA
185263,4.80825,5,-2.06128,NA,NA,6807.402,NA
185582,5,5,-1.95603,NA,NA,5279.641,NA
185702,5,5,-1.02018,NA,NA,6191.945,NA
185952,5,4.87398,-0.563837,NA,NA,7646.494,NA
186059,5,5,-0.750979,NA,NA,12686.591,NA
186215,5,5,-0.767983,NA,NA,12897.553,NA
186435,5,4.72988,0.27565,NA,NA,3433.732,NA
186775,5,5,-0.705974,NA,NA,11729.452,NA
186927,5,5,-2.1003,NA,NA,4735.453,NA
187175,5,5,-2.06645,NA,NA,NA,1723.741
187204,4.96198,5,-1.87047,NA,NA,NA,1474.018
187507,4.79198,4.59231,-0.913582,NA,NA,7092.283,NA
187708,4.78619,5,-0.608048,NA,NA,9964.636,NA
187954,4.34442,5,-1.38269,NA,NA,6594.809,NA
188122,4.29754,5,-0.0981474,NA,NA,4204.001,NA
188272,4.78974,5,-0.75158,7669.264,NA,NA,NA
188581,5,5,-1.51627,4731.506,NA,NA,NA
188746,5,4.93059,0.247857,NA,NA,3538.91,NA
188872,5,5,-0.889097,11213.896,NA,NA,NA
189047,5,4.98107,-0.967617,NA,NA,11538.773,NA
189352,5,5,-0.662125,NA,NA,10293.682,NA
189485,5,5,-0.838577,NA,NA,12831.395,NA
189594,5,4.62193,-2.16465,NA,NA,1975.195,NA
189933,4.89973,5,-0.870132,NA,NA,16046.274,NA
190130,5,4.34509,-1.51426,NA,NA,7582.538,NA
190204,5,4.89985,-1.49311,4928.931,NA,NA,NA
190541,5,4.99567,-0.93069,11647.222,NA,NA,NA
190736,5,5,-1.01413,NA,NA,6529.083,NA
190870,5,5,-0.716649,NA,NA,12006.725,NA
191078,5,5,-1.24354,NA,NA,NA,1660.311
191263,5,5,-2.00267,5178.55,NA,NA,NA
191399,5,4.83711,-1.00883,NA,NA,11539.705,NA
191675,4.77397,5,-0.603178,NA,NA,9443.809,NA
191859,4.69781,5,-0.817415,NA,NA,12373.642,NA
192090,4.79646,5,-1.93388,NA,NA,6343.972,NA
192264,5,5,-0.837984,NA,NA,16889.817,NA
192445,4.689,5,-1.91725,NA,NA,4287.448,NA
192700,5,5,-0.954677,NA,NA,9501.913,NA
192867,5,5,-2.04121,3141.927,NA,NA,NA
193038,4.70222,4.81952,-2.13798,NA,NA,5093.295,NA
193286,5,4.17267,-1.4549,NA,NA,6009.509,NA
193444,5,5,-0.858004,NA,NA,16566.091,NA
