id,x0,x1,x2,fitness-4,fitness-2.5,fitness-1.5,fitness-3,fitness-2,fitness-3.5,fitness-1,fitness-4.5,fitness-5,fitness-0.5
55667,0.474866,2.25776,-4.38508,NA,-51.418,NA,NA,NA,NA,NA,NA,NA,NA
55820,2.04469,1.34888,-4.51172,NA,NA,NA,NA,-11.039,NA,NA,NA,NA,NA
56120,2.85459,2.47837,-5,NA,-52.6,NA,NA,NA,NA,NA,NA,NA,NA
56323,2.48446,2.56042,-4.47565,NA,NA,NA,-35.353,NA,NA,NA,NA,NA,NA
56535,2.30873,2.14336,-4.7242,NA,NA,NA,NA,-30.365,NA,NA,NA,NA,NA
56689,1.84609,2.36874,-4.5105,NA,-15.86,NA,NA,NA,NA,NA,NA,NA,NA
56911,2.47142,1.42879,-5,NA,NA,NA,NA,-31.214,NA,NA,NA,NA,NA
57130,1.6833,2.8861,-4.01776,NA,-38.979,NA,NA,NA,NA,NA,NA,NA,NA
57383,1.11893,2.68894,-4.12913,NA,-37.745,NA,NA,NA,NA,NA,NA,NA,NA
57427,1.97472,1.43893,-4.76673,NA,NA,NA,NA,-18.535,NA,NA,NA,NA,NA
57623,1.9365,2.07587,-5,NA,NA,NA,NA,NA,-31.129,NA,NA,NA,NA
57990,1.48148,1.89161,-4.17539,NA,-6.562,NA,NA,NA,NA,NA,NA,NA,NA
58136,1.31938,1.37476,-4.59939,NA,NA,NA,NA,-15.186,NA,NA,NA,NA,NA
58370,1.87645,1.73194,-4.6451,NA,NA,NA,NA,-12.994,NA,NA,NA,NA,NA
58584,1.2322,1.54837,-4.55539,NA,NA,-30.461,NA,NA,NA,NA,NA,NA,NA
58679,1.52663,1.53908,-5,NA,-17.363,NA,NA,NA,NA,NA,NA,NA,NA
58924,1.6804,1.37816,-4.99135,NA,NA,NA,NA,-22.421,NA,NA,NA,NA,NA
59007,1.90116,2.27789,-5,NA,NA,-41.906,NA,NA,NA,NA,NA,NA,NA
59321,1.52024,1.22777,-3.09523,NA,NA,NA,-55.118,NA,NA,NA,NA,NA,NA
59533,0.925877,1.59762,-4.70649,NA,-28.662,NA,NA,NA,NA,NA,NA,NA,NA
59799,2.5348,1.79666,-4.51567,NA,NA,NA,-20.019,NA,NA,NA,NA,NA,NA
59894,1.88588,0.719769,-5,NA,NA,NA,NA,-63.966,NA,NA,NA,NA,NA
60019,1.73526,0.961151,-5,NA,NA,NA,-48.072,NA,NA,NA,NA,NA,NA
60212,2.82557,0.843693,-3.83895,NA,-61.002,NA,NA,NA,NA,NA,NA,NA,NA
60565,2.99498,1.34591,-5,NA,-50.822,NA,NA,NA,NA,NA,NA,NA,NA
60649,2.38543,1.56579,-5,NA,-23.83,NA,NA,NA,NA,NA,NA,NA,NA
61000,1.28065,2.27249,-5,NA,-27.898,NA,NA,NA,NA,NA,NA,NA,NA
61099,1.40263,1.40075,-5,NA,NA,NA,NA,NA,-45.109,NA,NA,NA,NA
61232,1.5591,1.20426,-4.33764,NA,NA,NA,-22.508,NA,NA,NA,NA,NA,NA
61438,2.43548,1.69874,-3.9754,NA,NA,NA,NA,-22.612,NA,NA,NA,NA,NA
61647,3.30084,2.52181,-2.71867,NA,-188.613,NA,NA,NA,NA,NA,NA,NA,NA
61818,2.89231,1.98827,-3.73502,NA,NA,NA,NA,-48.619,NA,NA,NA,NA,NA
62107,2.51029,2.34108,-4.08676,NA,-27.876,NA,NA,NA,NA,NA,NA,NA,NA
62338,1.24013,2.36158,-5,NA,NA,NA,-40.02,NA,NA,NA,NA,NA,NA
62572,2.63696,2.23474,-5,NA,-37.147,NA,NA,NA,NA,NA,NA,NA,NA
62697,1.38059,2.42174,-5,NA,NA,-51.541,NA,NA,NA,NA,NA,NA,NA
62988,1.3548,2.29351,-4.10433,NA,-18.253,NA,NA,NA,NA,NA,NA,NA,NA
63018,1.98773,1.37346,-4.75523,NA,NA,NA,NA,NA,NA,-56.187,NA,NA,NA
63216,1.95736,1.99285,-5,NA,NA,NA,NA,-22.415,NA,NA,NA,NA,NA
63493,2.41401,1.84517,-5,NA,NA,NA,-25.631,NA,NA,NA,NA,NA,NA
63614,1.92045,2.74314,-5,-87.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
63940,2.07065,0.822003,-5,NA,-44.894,NA,NA,NA,NA,NA,NA,NA,NA
64122,2.01747,1.70993,-5,NA,NA,NA,NA,NA,NA,-61.488,NA,NA,NA
64313,0.942402,1.66655,-5,NA,-36.005,NA,NA,NA,NA,NA,NA,NA,NA
64576,1.815,1.36811,-5,NA,-17.823,NA,NA,NA,NA,NA,NA,NA,NA
64662,1.4542,0.935408,-5,NA,NA,NA,NA,NA,-62.094,NA,NA,NA,NA
64941,2.09148,0.881764,-3.91442,-75.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
65172,1.83153,1.30115,-4.42543,-54.634,NA,NA,NA,NA,NA,NA,NA,NA,NA
65293,2.30011,1.87364,-5,NA,-21.181,NA,NA,NA,NA,NA,NA,NA,NA
65420,1.46212,1.2504,-4.87239,NA,NA,NA,NA,-27.026,NA,NA,NA,NA,NA
65643,1.44592,1.87566,-5,NA,NA,NA,-20.374,NA,NA,NA,NA,NA,NA
65985,1.17429,1.94503,-5,NA,NA,NA,-26.887,NA,NA,NA,NA,NA,NA
66119,1.27202,2.32915,-4.5306,NA,NA,NA,NA,NA,-43.877,NA,NA,NA,NA
66341,0.964965,2.1176,-5,NA,NA,NA,-44.187,NA,NA,NA,NA,NA,NA
66462,2.91001,1.53136,-5,NA,NA,NA,NA,NA,-59.85,NA,NA,NA,NA
66746,2.04934,1.45465,-5,NA,NA,NA,NA,NA,-33.132,NA,NA,NA,NA
66984,1.12789,1.45869,-5,-67.451,NA,NA,NA,NA,NA,NA,NA,NA,NA
67168,0.95414,1.30447,-5,NA,NA,NA,NA,NA,-53.642,NA,NA,NA,NA
67284,1.49991,1.80347,-4.1746,NA,NA,NA,-7.338,NA,NA,NA,NA,NA,NA
67431,1.59193,1.23749,-3.58897,NA,NA,NA,-32.267,NA,NA,NA,NA,NA,NA
67756,1.11071,1.17528,-3.48113,NA,NA,NA,-54.255,NA,NA,NA,NA,NA,NA
67968,1.89376,1.33864,-5,NA,-18.754,NA,NA,NA,NA,NA,NA,NA,NA
68012,1.034,2.12035,-4.4332,NA,-22.876,NA,NA,NA,NA,NA,NA,NA,NA
68269,1.66256,2.16802,-4.49334,NA,NA,NA,-18.619,NA,NA,NA,NA,NA,NA
68543,3.12677,1.39709,-3.80076,NA,-56.835,NA,NA,NA,NA,NA,NA,NA,NA
68625,1.94832,0.924635,-5,NA,-41.604,NA,NA,NA,NA,NA,NA,NA,NA
68949,2.04397,0.992637,-4.3899,NA,-21.672,NA,NA,NA,NA,NA,NA,NA,NA
69033,2.85536,1.79625,-5,NA,NA,NA,NA,-50.463,NA,NA,NA,NA,NA
69253,2.38897,2.16722,-5,NA,NA,NA,-31.547,NA,NA,NA,NA,NA,NA
69515,1.94417,1.7469,-5,NA,NA,NA,NA,-18.054,NA,NA,NA,NA,NA
69734,2.10736,1.45792,-5,NA,-18.606,NA,NA,NA,NA,NA,NA,NA,NA
69991,0.631151,1.3609,-4.74439,NA,NA,NA,NA,-58.214,NA,NA,NA,NA,NA
70074,1.68261,2.33351,-4.65544,NA,-16.297,NA,NA,NA,NA,NA,NA,NA,NA
70217,1.96199,2.05182,-4.85536,NA,-13.638,NA,NA,NA,NA,NA,NA,NA,NA
70597,1.55466,1.0676,-5,NA,NA,NA,NA,NA,-50.896,NA,NA,NA,NA
70710,1.42721,0.600134,-5,-106.652,NA,NA,NA,NA,NA,NA,NA,NA,NA
70937,0.975234,1.27473,-5,-79.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
71193,1.80451,3.40765,-5,NA,NA,NA,NA,NA,-105.922,NA,NA,NA,NA
71298,1.24309,2.15524,-5,NA,-26.35,NA,NA,NA,NA,NA,NA,NA,NA
71409,1.6945,0.754716,-4.64645,NA,NA,NA,-43.666,NA,NA,NA,NA,NA,NA
71793,2.09114,1.62036,-4.81066,NA,NA,NA,-14.603,NA,NA,NA,NA,NA,NA
71939,2.58703,2.43972,-5,NA,-40.7,NA,NA,NA,NA,NA,NA,NA,NA
72124,2.83015,1.37191,-5,NA,NA,-61.155,NA,NA,NA,NA,NA,NA,NA
72282,2.06767,2.1309,-5,NA,NA,NA,NA,-22.985,NA,NA,NA,NA,NA
72511,1.7555,1.98954,-5,NA,-17.969,NA,NA,NA,NA,NA,NA,NA,NA
72718,1.23337,1.54734,-4.96097,NA,NA,-46.66,NA,NA,NA,NA,NA,NA,NA
72969,2.61392,1.5774,-5,NA,NA,NA,NA,NA,-55.372,NA,NA,NA,NA
73172,1.70383,1.1774,-5,-64.828,NA,NA,NA,NA,NA,NA,NA,NA,NA
73276,1.84126,1.71892,-4.08659,NA,NA,NA,NA,-8.262,NA,NA,NA,NA,NA
73496,1.94202,3.61155,-3.57331,NA,NA,-120.29,NA,NA,NA,NA,NA,NA,NA
73679,1.55983,1.97877,-3.28465,NA,NA,-54.462,NA,NA,NA,NA,NA,NA,NA
73943,1.53307,2.51173,-5,NA,NA,NA,NA,-32.191,NA,NA,NA,NA,NA
74171,1.94474,2.38799,-5,NA,NA,NA,NA,-27.32,NA,NA,NA,NA,NA
74336,2.10557,2.20863,-4.84063,NA,NA,NA,NA,NA,NA,-67.28,NA,NA,NA
74456,1.53264,2.25317,-5,NA,NA,-45.6,NA,NA,NA,NA,NA,NA,NA
74781,1.61522,2.00306,-5,NA,NA,NA,NA,-23.879,NA,NA,NA,NA,NA
74890,1.72187,1.67108,-4.86583,NA,NA,NA,NA,-13.238,NA,NA,NA,NA,NA
75026,2.00611,0.992241,-4.43005,NA,-21.993,NA,NA,NA,NA,NA,NA,NA,NA
75352,1.56418,1.60678,-4.60886,NA,NA,NA,NA,-16.099,NA,NA,NA,NA,NA
75427,1.13968,1.4679,-4.27211,NA,-17.176,NA,NA,NA,NA,NA,NA,NA,NA
75783,1.62895,1.05969,-4.34079,NA,NA,NA,NA,-19.755,NA,NA,NA,NA,NA
75814,1.81141,1.46297,-5,NA,NA,NA,-21.302,NA,NA,NA,NA,NA,NA
76053,3.42794,1.86623,-5,NA,NA,NA,NA,-73.051,NA,NA,NA,NA,NA
76393,2.4966,2.0812,-3.87505,NA,NA,NA,NA,NA,-38.28,NA,NA,NA,NA
76554,3.4485,2.37996,-4.13901,NA,NA,NA,NA,-80.348,NA,NA,NA,NA,NA
76681,3.23949,2.33842,-4.14819,NA,-62.315,NA,NA,NA,NA,NA,NA,NA,NA
76833,2.86206,2.16298,-4.12951,NA,NA,NA,NA,-39.05,NA,NA,NA,NA,NA
77083,1.40612,2.40113,-4.64943,NA,NA,NA,NA,NA,-43.324,NA,NA,NA,NA
77208,3.10191,2.2304,-4.40309,-89.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
77540,1.66492,1.52332,-4.20966,NA,-1.211,NA,NA,NA,NA,NA,NA,NA,NA
77634,1.18814,2.19278,-4.82561,NA,NA,NA,-26.173,NA,NA,NA,NA,NA,NA
77946,0.123825,2.53221,-5,NA,NA,NA,NA,NA,NA,NA,-155.788,NA,NA
78134,1.04773,0.583128,-4.57151,NA,-102.439,NA,NA,NA,NA,NA,NA,NA,NA
78247,2.01922,2.0864,-4.56282,NA,-9.767,NA,NA,NA,NA,NA,NA,NA,NA
78557,1.639,2.42355,-4.04973,NA,NA,NA,-22.593,NA,NA,NA,NA,NA,NA
78608,1.57156,1.11633,-4.19145,NA,NA,-35.378,NA,NA,NA,NA,NA,NA,NA
78897,2.52486,1.06832,-4.90811,NA,NA,-65.624,NA,NA,NA,NA,NA,NA,NA
79194,3.01044,0.873917,-4.7571,NA,NA,-79.229,NA,NA,NA,NA,NA,NA,NA
79233,2.86748,1.58579,-4.00129,NA,-35.689,NA,NA,NA,NA,NA,NA,NA,NA
79498,2.75228,1.07424,-4.6065,NA,-39.571,NA,NA,NA,NA,NA,NA,NA,NA
79614,3.03273,2.52528,-5,NA,NA,NA,NA,-67.54,NA,NA,NA,NA,NA
79839,1.38648,1.28744,-5,NA,NA,NA,-27.821,NA,NA,NA,NA,NA,NA
80076,2.46892,2.14852,-3.83173,NA,-27.069,NA,NA,NA,NA,NA,NA,NA,NA
80227,1.74698,1.3193,-4.52445,NA,NA,-32.399,NA,NA,NA,NA,NA,NA,NA
80418,0.986381,3.57583,-5,NA,NA,NA,NA,NA,-123.555,NA,NA,NA,NA
80777,2.59918,2.52158,-5,NA,-43.582,NA,NA,NA,NA,NA,NA,NA,NA
80833,3.76645,2.01086,-5,NA,NA,NA,-100.842,NA,NA,NA,NA,NA,NA
81082,2.09142,2.00336,-5,NA,-18.481,NA,NA,NA,NA,NA,NA,NA,NA
81212,0.782898,1.35682,-4.5904,NA,-40.045,NA,NA,NA,NA,NA,NA,NA,NA
81466,0.422944,2.0613,-4.61767,NA,-53.293,NA,NA,NA,NA,NA,NA,NA,NA
81751,1.87357,1.68975,-3.00862,NA,-51.847,NA,NA,NA,NA,NA,NA,NA,NA
81884,2.49354,1.84237,-4.82248,NA,NA,NA,NA,-23.397,NA,NA,NA,NA,NA
82173,2.58634,1.20908,-5,NA,NA,NA,-39.448,NA,NA,NA,NA,NA,NA
82315,2.3176,1.82709,-4.57076,NA,-11.891,NA,NA,NA,NA,NA,NA,NA,NA
82436,1.63828,1.39156,-3.49029,NA,-27.049,NA,NA,NA,NA,NA,NA,NA,NA
82681,2.06132,1.12029,-5,NA,NA,NA,-38.224,NA,NA,NA,NA,NA,NA
82976,1.8481,2.09798,-5,NA,-19.259,NA,NA,NA,NA,NA,NA,NA,NA
83090,1.67737,2.19429,-5,NA,NA,NA,NA,-24.632,NA,NA,NA,NA,NA
83203,1.81349,1.04092,-4.4121,NA,NA,NA,-19.63,NA,NA,NA,NA,NA,NA
83586,1.96333,1.23313,-5,NA,NA,NA,NA,NA,-38.826,NA,NA,NA,NA
83612,1.26867,2.12015,-5,NA,NA,NA,-32.703,NA,NA,NA,NA,NA,NA
83936,1.75069,1.75696,-5,NA,NA,NA,-18.661,NA,NA,NA,NA,NA,NA
84178,2.38652,2.51611,-5,NA,NA,NA,-46.338,NA,NA,NA,NA,NA,NA
84288,3.04843,2.04644,-5,NA,NA,NA,NA,NA,NA,NA,-141,NA,NA
84430,3.13552,1.73052,-4.03039,NA,NA,NA,NA,NA,-81.073,NA,NA,NA,NA
84623,2.36977,0.651241,-4.74173,NA,-57.852,NA,NA,NA,NA,NA,NA,NA,NA
84802,0.506345,1.76139,-5,NA,NA,-86.731,NA,NA,NA,NA,NA,NA,NA
85091,1.02687,1.84074,-5,NA,NA,NA,NA,NA,NA,-82.957,NA,NA,NA
85235,1.51619,1.68443,-4.6627,NA,NA,NA,NA,-17.06,NA,NA,NA,NA,NA
85426,1.59868,1.4441,-5,NA,NA,NA,NA,-20.533,NA,NA,NA,NA,NA
85795,1.60222,2.04556,-5,NA,NA,-33.867,NA,NA,NA,NA,NA,NA,NA
85828,2.24363,2.31904,-4.77468,NA,NA,-52.299,NA,NA,NA,NA,NA,NA,NA
86080,0.865378,1.47957,-5,NA,NA,NA,NA,-53.034,NA,NA,NA,NA,NA
86372,1.30882,3.15766,-5,NA,-64.439,NA,NA,NA,NA,NA,NA,NA,NA
86414,1.72235,2.81148,-4.58577,NA,NA,NA,NA,-37.054,NA,NA,NA,NA,NA
86648,2.05246,1.38339,-4.59059,NA,-7.607,NA,NA,NA,NA,NA,NA,NA,NA
86892,2.05604,1.44775,-5,NA,NA,-42.711,NA,NA,NA,NA,NA,NA,NA
87016,1.76705,2.07549,-3.95042,NA,NA,NA,NA,-21.912,NA,NA,NA,NA,NA
87336,2.85753,3.0488,-4.04995,NA,NA,NA,-85.721,NA,NA,NA,NA,NA,NA
87499,2.3236,2.37014,-4.84302,NA,NA,NA,NA,NA,-39.039,NA,NA,NA,NA
87793,1.64401,2.52176,-4.64446,NA,-22.726,NA,NA,NA,NA,NA,NA,NA,NA
87886,2.51578,2.29377,-4.94326,NA,-32.817,NA,NA,NA,NA,NA,NA,NA,NA
88135,2.0896,1.70969,-5,NA,NA,NA,-26.291,NA,NA,NA,NA,NA,NA
88374,2.20332,2.31986,-3.75755,NA,-25.942,NA,NA,NA,NA,NA,NA,NA,NA
88578,1.48222,1.78869,-5,NA,NA,NA,-22.149,NA,NA,NA,NA,NA,NA
88764,1.73451,1.44661,-5,NA,NA,NA,-24.073,NA,NA,NA,NA,NA,NA
88877,2.35258,1.40912,-4.78499,NA,NA,NA,NA,NA,-40.383,NA,NA,NA,NA
89002,2.63056,2.336,-5,NA,NA,NA,NA,NA,-59.54,NA,NA,NA,NA
89214,1.65607,3.30472,-5,NA,-70.391,NA,NA,NA,NA,NA,NA,NA,NA
89551,1.66581,2.10624,-5,NA,-18.879,NA,NA,NA,NA,NA,NA,NA,NA
89655,2.1139,2.21696,-4.64252,NA,NA,NA,NA,-18.218,NA,NA,NA,NA,NA
89801,2.07952,2.44983,-5,NA,NA,NA,NA,NA,-41.816,NA,NA,NA,NA
90105,2.86348,2.53563,-5,NA,-54.478,NA,NA,NA,NA,NA,NA,NA,NA
90345,2.21387,3.09343,-4.77848,NA,NA,NA,NA,-65.651,NA,NA,NA,NA,NA
90539,2.29712,2.37808,-4.11266,NA,NA,NA,-26.59,NA,NA,NA,NA,NA,NA
90774,1.79182,1.79235,-4.97569,NA,NA,NA,NA,NA,-38.365,NA,NA,NA,NA
90840,2.40636,1.73889,-5,-57.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
91132,2.08311,1.9384,-5,NA,NA,NA,NA,-25.761,NA,NA,NA,NA,NA
91385,0.842821,2.22969,-5,NA,-42.147,NA,NA,NA,NA,NA,NA,NA,NA
91402,1.04154,1.83477,-5,NA,-30.114,NA,NA,NA,NA,NA,NA,NA,NA
91704,0.532087,2.8664,-5,NA,NA,NA,NA,NA,NA,-138.652,NA,NA,NA
91996,1.44827,3.37078,-4.75394,NA,NA,NA,-78.684,NA,NA,NA,NA,NA,NA
92125,2.37408,2.79581,-4.99514,NA,NA,NA,-51.761,NA,NA,NA,NA,NA,NA
92379,1.89047,2.296,-3.64195,NA,NA,-45.263,NA,NA,NA,NA,NA,NA,NA
92522,1.57229,2.08584,-5,NA,NA,-33.537,NA,NA,NA,NA,NA,NA,NA
92679,2.571,2.41982,-3.90189,NA,NA,NA,-42.252,NA,NA,NA,NA,NA,NA
92813,2.4441,2.37515,-3.34898,NA,-52.134,NA,NA,NA,NA,NA,NA,NA,NA
93087,1.1436,1.7047,-4.2393,NA,NA,NA,NA,NA,-35.231,NA,NA,NA,NA
93307,0.91068,1.16794,-4.00967,NA,-44.604,NA,NA,NA,NA,NA,NA,NA,NA
93528,3.17589,0.788315,-4.71151,NA,NA,NA,NA,-80.712,NA,NA,NA,NA,NA
93765,3.04214,0.215649,-4.90205,NA,NA,-158.014,NA,NA,NA,NA,NA,NA,NA
93940,1.88634,0.609985,-4.84469,NA,NA,NA,NA,NA,NA,-105.86,NA,NA,NA
94114,1.9486,0.730382,-5,NA,NA,NA,NA,-65.724,NA,NA,NA,NA,NA
94388,1.22563,1.99895,-5,NA,NA,NA,NA,NA,NA,-61.424,NA,NA,NA
94411,1.77928,1.00886,-5,NA,NA,-73.551,NA,NA,NA,NA,NA,NA,NA
94757,2.21129,1.01993,-4.42108,NA,NA,NA,-32.749,NA,NA,NA,NA,NA,NA
94805,1.01225,1.99331,-5,NA,NA,-57.369,NA,NA,NA,NA,NA,NA,NA
95022,1.74307,1.69104,-5,NA,NA,NA,NA,-19.7,NA,NA,NA,NA,NA
95277,1.63832,1.97252,-5,NA,-18.008,NA,NA,NA,NA,NA,NA,NA,NA
95449,2.19926,1.87131,-4.50986,NA,-8.756,NA,NA,NA,NA,NA,NA,NA,NA
95789,1.20749,1.56853,-5,NA,-26.745,NA,NA,NA,NA,NA,NA,NA,NA
95882,2.41027,1.10487,-4.62592,NA,NA,NA,-31.632,NA,NA,NA,NA,NA,NA
96144,0.714181,0.701352,-4.74158,NA,NA,NA,NA,NA,-110.517,NA,NA,NA,NA
96205,1.25273,2.02027,-4.15669,NA,NA,NA,NA,NA,-45.722,NA,NA,NA,NA
96499,2.34833,2.36101,-3.35967,-106.505,NA,NA,NA,NA,NA,NA,NA,NA,NA
96762,2.03461,2.23773,-4.13202,-50.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
96963,2.81387,2.38726,-3.90534,NA,NA,NA,-47.998,NA,NA,NA,NA,NA,NA
97139,1.66188,1.46235,-4.52014,NA,-3.495,NA,NA,NA,NA,NA,NA,NA,NA
97215,1.7268,3.03894,-4.51752,NA,NA,NA,-53.118,NA,NA,NA,NA,NA,NA
97513,1.37818,1.66979,-3.93525,NA,NA,NA,NA,NA,-29.908,NA,NA,NA,NA
97727,1.99006,0.758936,-5,NA,-54.772,NA,NA,NA,NA,NA,NA,NA,NA
97937,1.05055,1.04141,-4.87627,NA,-48.117,NA,NA,NA,NA,NA,NA,NA,NA
98083,0.435067,0.890011,-5,NA,NA,NA,-111.672,NA,NA,NA,NA,NA,NA
98212,0.38229,2.60773,-4.62125,NA,-66.464,NA,NA,NA,NA,NA,NA,NA,NA
98452,0.924404,1.7087,-5,NA,NA,NA,NA,NA,-61.565,NA,NA,NA,NA
98764,0.156548,2.13076,-5,NA,-77.139,NA,NA,NA,NA,NA,NA,NA,NA
98929,1.3396,2.62471,-3.81224,NA,NA,-58.867,NA,NA,NA,NA,NA,NA,NA
99181,0.604215,1.19731,-3.15647,NA,NA,NA,NA,-102.582,NA,NA,NA,NA,NA
99242,0.105743,2.24884,-4.56174,NA,NA,-96.602,NA,NA,NA,NA,NA,NA,NA
99451,1.1665,2.38277,-4.84843,NA,NA,NA,-35.335,NA,NA,NA,NA,NA,NA
99604,2.70139,2.35998,-4.52842,NA,NA,NA,-36.936,NA,NA,NA,NA,NA,NA
99809,1.71411,1.5521,-4.38319,NA,NA,NA,NA,-9.238,NA,NA,NA,NA,NA
100172,2.21225,1.33246,-4.69755,NA,NA,NA,NA,-21.304,NA,NA,NA,NA,NA
100259,2.57313,1.0759,-4.52836,NA,NA,-50.015,NA,NA,NA,NA,NA,NA,NA
100440,2.59168,1.92592,-4.5087,NA,NA,-39.124,NA,NA,NA,NA,NA,NA,NA
100729,2.25379,2.37958,-5,NA,NA,NA,NA,-31.18,NA,NA,NA,NA,NA
100968,1.04748,2.23985,-4.5755,NA,NA,NA,NA,-32.941,NA,NA,NA,NA,NA
101118,2.40807,1.25411,-5,NA,NA,-52.73,NA,NA,NA,NA,NA,NA,NA
101282,3.0667,1.86315,-3.53318,NA,-61.876,NA,NA,NA,NA,NA,NA,NA,NA
101546,2.36994,2.37688,-3.49629,NA,NA,-59.046,NA,NA,NA,NA,NA,NA,NA
101791,0.715789,3.14616,-5,NA,-82.781,NA,NA,NA,NA,NA,NA,NA,NA
101908,1.73428,2.89057,-4.60194,NA,NA,NA,-39.985,NA,NA,NA,NA,NA,NA
102034,0.839709,3.02168,-5,NA,-70.102,NA,NA,NA,NA,NA,NA,NA,NA
102231,0.843641,1.12367,-4.87073,NA,NA,NA,NA,NA,-68.563,NA,NA,NA,NA
102565,0.845119,1.39583,-4.31074,NA,NA,NA,NA,NA,-57.32,NA,NA,NA,NA
102620,2.65703,2.55333,-3.70329,NA,NA,NA,-61.806,NA,NA,NA,NA,NA,NA
102952,2.8532,2.43339,-4.16204,NA,NA,NA,NA,-44.558,NA,NA,NA,NA,NA
103095,2.40902,3.10711,-3.95139,NA,NA,NA,-67.962,NA,NA,NA,NA,NA,NA
103269,2.76893,2.3581,-5,NA,NA,NA,-53.981,NA,NA,NA,NA,NA,NA
103576,2.03886,2.54554,-5,NA,-32.077,NA,NA,NA,NA,NA,NA,NA,NA
103791,2.18499,2.08103,-5,NA,-21.286,NA,NA,NA,NA,NA,NA,NA,NA
103832,2.136,2.06609,-4.46317,NA,-9.957,NA,NA,NA,NA,NA,NA,NA,NA
104001,2.94172,1.30117,-4.09083,NA,NA,NA,NA,-49.015,NA,NA,NA,NA,NA
104367,2.2791,1.87379,-5,NA,NA,NA,NA,-31.469,NA,NA,NA,NA,NA
104530,0.979114,1.5301,-5,NA,NA,NA,NA,-38.57,NA,NA,NA,NA,NA
104757,1.34637,1.76502,-4.16608,NA,NA,NA,NA,NA,-41.201,NA,NA,NA,NA
104838,1.88031,1.19003,-4.66262,NA,-12.748,NA,NA,NA,NA,NA,NA,NA,NA
105169,0.888869,1.39554,-5,NA,NA,NA,NA,-48.524,NA,NA,NA,NA,NA
105358,0.937634,1.23875,-3.93079,NA,-42.084,NA,NA,NA,NA,NA,NA,NA,NA
105518,0.5216,1.443,-3.71374,NA,NA,NA,NA,NA,-70.762,NA,NA,NA,NA
105758,0.240642,1.24597,-3.79256,NA,NA,NA,NA,NA,-101.649,NA,NA,NA,NA
105802,1.50958,1.64956,-4.40776,NA,NA,NA,NA,NA,-36.288,NA,NA,NA,NA
106066,1.62852,1.4652,-4.29866,NA,NA,NA,NA,NA,-32.228,NA,NA,NA,NA
106275,2.09993,1.94556,-4.73928,NA,-11.379,NA,NA,NA,NA,NA,NA,NA,NA
106541,1.56799,1.64561,-3.06145,NA,NA,NA,NA,NA,-61.605,NA,NA,NA,NA
106687,1.62851,1.60782,-5,NA,-15.45,NA,NA,NA,NA,NA,NA,NA,NA
106997,1.98672,2.29257,-4.97871,NA,NA,NA,NA,NA,-43.919,NA,NA,NA,NA
107005,2.05627,1.8099,-3.74352,NA,NA,NA,-16.703,NA,NA,NA,NA,NA,NA
107347,2.41085,2.54272,-4.50498,NA,-30.624,NA,NA,NA,NA,NA,NA,NA,NA
107521,3.2251,2.42727,-4.99984,NA,-69.279,NA,NA,NA,NA,NA,NA,NA,NA
107662,2.58495,2.20438,-5,NA,-34.223,NA,NA,NA,NA,NA,NA,NA,NA
107914,2.168,2.54134,-4.3709,NA,NA,NA,NA,-28.492,NA,NA,NA,NA,NA
108120,2.69394,2.68729,-4.4893,NA,NA,-63.691,NA,NA,NA,NA,NA,NA,NA
108273,2.58571,2.74286,-5,NA,NA,NA,NA,NA,-80.376,NA,NA,NA,NA
108497,2.70614,2.77127,-5,NA,-58.251,NA,NA,NA,NA,NA,NA,NA,NA
108795,1.20116,2.22293,-5,NA,NA,NA,-33.294,NA,NA,NA,NA,NA,NA
108911,2.21045,2.15313,-5,NA,NA,NA,NA,NA,-42.272,NA,NA,NA,NA
109118,1.58417,2.55056,-5,NA,-32.836,NA,NA,NA,NA,NA,NA,NA,NA
109279,2.51023,1.27919,-5,NA,NA,NA,NA,-45.457,NA,NA,NA,NA,NA
109509,2.04409,1.95528,-5,NA,-18.425,NA,NA,NA,NA,NA,NA,NA,NA
109698,1.1493,1.59428,-5,NA,NA,NA,-31.076,NA,NA,NA,NA,NA,NA
109815,2.00767,2.09819,-3.03196,NA,NA,NA,-61.728,NA,NA,NA,NA,NA,NA
110153,2.01585,2.03276,-4.1478,NA,NA,NA,NA,-19.349,NA,NA,NA,NA,NA
110303,1.70895,1.61191,-2.42283,NA,-103.818,NA,NA,NA,NA,NA,NA,NA,NA
110546,1.34485,1.23208,-3.62354,NA,NA,NA,NA,-37.564,NA,NA,NA,NA,NA
110703,0.843131,0.882503,-4.27539,NA,-72.543,NA,NA,NA,NA,NA,NA,NA,NA
110902,1.51632,0.538577,-4.4831,NA,NA,NA,NA,NA,-79.158,NA,NA,NA,NA
111103,2.96128,1.07744,-4.07417,NA,NA,NA,NA,NA,-73.724,NA,NA,NA,NA
111284,3.35096,0.887012,-4.93138,NA,NA,NA,NA,NA,-105.006,NA,NA,NA,NA
111595,2.52294,0.815591,-4.42864,-75.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
