id,x0,x1,x2,fitness-5,fitness-3.5,fitness-3,fitness-2,fitness-4,fitness-2.5,fitness-1.5,fitness-1,fitness-4.5,fitness-0.5
54270,2.15693,1.82118,-3.77947,NA,NA,NA,NA,NA,NA,-48.721,NA,NA,NA
54470,2.16809,1.4064,-4.68838,NA,NA,NA,-22.637,NA,NA,NA,NA,NA,NA
54641,3.07918,1.40401,-4.33032,NA,NA,NA,-50.977,NA,NA,NA,NA,NA,NA
54931,2.45702,2.78709,-4.26384,NA,NA,-51.28,NA,NA,NA,NA,NA,NA,NA
55170,1.51165,2.95316,-4.53065,NA,NA,-43.175,NA,NA,NA,NA,NA,NA,NA
55247,0.697745,1.98135,-3.68725,NA,NA,-47.342,NA,NA,NA,NA,NA,NA,NA
55455,1.96043,1.79912,-4.18304,NA,NA,NA,NA,NA,-3.049,NA,NA,NA,NA
55710,2.05481,2.52794,-3.47774,NA,NA,-42.112,NA,NA,NA,NA,NA,NA,NA
55863,1.63006,1.55019,-4.24163,NA,NA,-16.964,NA,NA,NA,NA,NA,NA,NA
56111,1.35571,3.36292,-4.53919,-181.355,NA,NA,NA,NA,NA,NA,NA,NA,NA
56242,2.21936,1.66961,-4.92077,NA,NA,NA,NA,-56.71,NA,NA,NA,NA,NA
56598,2.30445,1.11801,-4.73207,NA,NA,NA,NA,-86.214,NA,NA,NA,NA,NA
56637,2.72696,1.53393,-4.97583,NA,NA,NA,-38.109,NA,NA,NA,NA,NA,NA
56844,2.40849,1.95419,-4.49603,NA,NA,NA,-26.579,NA,NA,NA,NA,NA,NA
57085,2.37562,2.14459,-4.85214,NA,NA,NA,-25.737,NA,NA,NA,NA,NA,NA
57302,3.04284,3.40847,-4.71105,NA,NA,NA,NA,NA,-104.586,NA,NA,NA,NA
57579,2.07426,2.04282,-4.62683,NA,NA,NA,NA,NA,NA,-31.971,NA,NA,NA
57613,1.48799,2.86628,-4.08168,NA,NA,-45.469,NA,NA,NA,NA,NA,NA,NA
57938,1.99375,1.77124,-4.75926,NA,NA,NA,NA,NA,NA,NA,NA,-87.621,NA
58018,1.89825,1.37469,-3.98427,NA,NA,NA,-8.893,NA,NA,NA,NA,NA,NA
58296,1.24511,0.482413,-3.17585,NA,NA,NA,-134.454,NA,NA,NA,NA,NA,NA
58525,1.65391,0.453195,-3.98365,NA,NA,NA,NA,NA,-78.054,NA,NA,NA,NA
58799,1.19584,1.99916,-4.32208,NA,NA,NA,NA,NA,-13.998,NA,NA,NA,NA
58838,0.175132,2.98183,-4.36615,NA,NA,NA,-96.568,NA,NA,NA,NA,NA,NA
59169,0.341504,1.71111,-4.80292,NA,NA,NA,NA,NA,NA,-76.201,NA,NA,NA
59220,1.10066,1.95669,-4.42487,NA,NA,NA,-26.447,NA,NA,NA,NA,NA,NA
59567,1.94387,1.91071,-4.34187,NA,NA,NA,NA,NA,-3.873,NA,NA,NA,NA
59796,1.81093,1.98126,-4.51414,NA,NA,NA,-7.714,NA,NA,NA,NA,NA,NA
59801,1.39018,1.12334,-4.03506,NA,NA,NA,-31.916,NA,NA,NA,NA,NA,NA
60130,3.38178,2.01527,-4.4697,NA,NA,-63.856,NA,NA,NA,NA,NA,NA,NA
60340,2.37278,1.05301,-4.05269,NA,-56.85,NA,NA,NA,NA,NA,NA,NA,NA
60569,2.21916,1.12416,-4.70017,NA,-38.165,NA,NA,NA,NA,NA,NA,NA,NA
60686,2.61192,2.2991,-4.32054,NA,NA,NA,NA,NA,-29.25,NA,NA,NA,NA
60907,2.12168,2.7788,-4.52057,NA,NA,NA,NA,NA,-34.366,NA,NA,NA,NA
61191,1.14002,3.02481,-4.2462,NA,-64.624,NA,NA,NA,NA,NA,NA,NA,NA
61389,0.971377,3.20949,-4.60513,NA,NA,NA,NA,-118.779,NA,NA,NA,NA,NA
61508,1.04692,2.30129,-4.06863,NA,NA,-28.684,NA,NA,NA,NA,NA,NA,NA
61685,0.85123,1.97724,-4.31143,NA,NA,NA,-40.632,NA,NA,NA,NA,NA,NA
61965,2.24296,0.675009,-4.85542,NA,NA,NA,NA,NA,NA,-81.79,NA,NA,NA
62122,1.22618,1.62035,-4.83576,NA,NA,NA,-20.436,NA,NA,NA,NA,NA,NA
62324,1.36711,2.21983,-3.88886,NA,NA,NA,NA,NA,-18.947,NA,NA,NA,NA
62544,1.64824,1.94342,-3.88573,NA,NA,NA,-18.85,NA,NA,NA,NA,NA,NA
62696,2.12532,2.39556,-4.13319,NA,NA,NA,NA,NA,-20.366,NA,NA,NA,NA
62957,1.38811,2.14195,-4.30211,NA,NA,-16.348,NA,NA,NA,NA,NA,NA,NA
63184,1.53784,2.31996,-3.94493,NA,-42.363,NA,NA,NA,NA,NA,NA,NA,NA
63261,1.65571,0.904608,-3.70289,NA,NA,-43.1,NA,NA,NA,NA,NA,NA,NA
63477,2.28445,1.55332,-4.78154,NA,NA,-18.159,NA,NA,NA,NA,NA,NA,NA
63669,2.12858,1.12825,-3.97903,NA,NA,NA,NA,-62.29,NA,NA,NA,NA,NA
63882,3.38248,1.64287,-4.62375,NA,NA,-72.499,NA,NA,NA,NA,NA,NA,NA
64012,3.53091,1.41327,-4.16886,NA,NA,NA,NA,NA,-74.775,NA,NA,NA,NA
64261,1.95057,1.74258,-4.38628,NA,NA,-8.04,NA,NA,NA,NA,NA,NA,NA
64487,2.07418,1.97938,-4.80889,NA,NA,NA,NA,-64.794,NA,NA,NA,NA,NA
64647,1.74718,2.218,-4.57522,NA,-25.563,NA,NA,NA,NA,NA,NA,NA,NA
64981,2.79835,1.95796,-4.70616,NA,NA,-36.126,NA,NA,NA,NA,NA,NA,NA
65182,2.3241,2.57383,-3.36265,NA,NA,NA,NA,NA,-54.062,NA,NA,NA,NA
65304,1.2312,2.72604,-4.91767,NA,-56.842,NA,NA,NA,NA,NA,NA,NA,NA
65590,0.805115,1.91866,-4.44594,NA,NA,-36.534,NA,NA,NA,NA,NA,NA,NA
65636,1.85274,1.21257,-3.79054,NA,NA,NA,-28.865,NA,NA,NA,NA,NA,NA
65818,1.91233,0.899893,-4.41557,NA,NA,NA,-39.019,NA,NA,NA,NA,NA,NA
66182,2.14565,2.1077,-4.89263,NA,NA,-19.873,NA,NA,NA,NA,NA,NA,NA
66339,1.81463,2.11809,-4.4929,NA,NA,NA,-13.734,NA,NA,NA,NA,NA,NA
66413,1.92118,1.72863,-4.99691,NA,NA,NA,NA,NA,NA,-41.52,NA,NA,NA
66780,2.57149,0.341487,-4.8001,NA,NA,-91.055,NA,NA,NA,NA,NA,NA,NA
66940,1.26025,1.21872,-3.32844,NA,NA,NA,-55.558,NA,NA,NA,NA,NA,NA
67059,2.51148,2.62036,-4.1496,NA,NA,-38.586,NA,NA,NA,NA,NA,NA,NA
67294,2.01723,2.13218,-4.41954,NA,NA,NA,-12.968,NA,NA,NA,NA,NA,NA
67452,1.73867,2.05584,-4.40871,NA,NA,NA,NA,NA,-7.013,NA,NA,NA,NA
67746,1.75728,1.76287,-4.69368,NA,NA,-15.56,NA,NA,NA,NA,NA,NA,NA
67909,2.13313,2.55659,-4.70016,NA,NA,-31.206,NA,NA,NA,NA,NA,NA,NA
68088,1.92548,2.36803,-4.60492,NA,-30.205,NA,NA,NA,NA,NA,NA,NA,NA
68375,2.01681,0.887396,-4.75836,NA,NA,-37.263,NA,NA,NA,NA,NA,NA,NA
68482,1.54953,1.85727,-4.21888,NA,NA,-15.745,NA,NA,NA,NA,NA,NA,NA
68716,2.8065,1.98175,-4.41049,NA,NA,-34.867,NA,NA,NA,NA,NA,NA,NA
68969,2.47435,2.02547,-4.26904,NA,-32.877,NA,NA,NA,NA,NA,NA,NA,NA
69044,1.81383,2.2738,-4.8775,NA,NA,-21.508,NA,NA,NA,NA,NA,NA,NA
69393,1.98886,1.05583,-4.03897,NA,NA,NA,-25.689,NA,NA,NA,NA,NA,NA
69527,1.51604,1.23856,-3.8092,NA,NA,NA,-31.479,NA,NA,NA,NA,NA,NA
69738,2.43233,1.6748,-4.70457,NA,NA,NA,NA,NA,-17.205,NA,NA,NA,NA
69871,2.36631,1.65653,-4.17063,NA,NA,NA,-20.535,NA,NA,NA,NA,NA,NA
70038,2.77876,1.13162,-4.55469,NA,NA,NA,NA,NA,NA,NA,-86.294,NA,NA
70334,2.57304,1.50804,-4.71566,NA,NA,NA,-30.191,NA,NA,NA,NA,NA,NA
70456,2.33478,2.13711,-4.22408,NA,NA,NA,NA,NA,-16.679,NA,NA,NA,NA
70759,1.61514,1.28331,-4.27179,NA,NA,-9.969,NA,NA,NA,NA,NA,NA,NA
70874,0.909415,1.91083,-4.24295,NA,NA,-27.266,NA,NA,NA,NA,NA,NA,NA
71074,0.759741,2.30208,-4.68459,NA,NA,-45.956,NA,NA,NA,NA,NA,NA,NA
71232,1.91216,1.45532,-4.96844,NA,-47.757,NA,NA,NA,NA,NA,NA,NA,NA
71433,1.06935,1.60123,-4.29917,NA,NA,NA,NA,NA,-19.173,NA,NA,NA,NA
71619,0.706737,1.87557,-4.56276,NA,NA,NA,-44.922,NA,NA,NA,NA,NA,NA
71965,1.36451,2.01871,-4.96602,NA,NA,NA,-33.159,NA,NA,NA,NA,NA,NA
72045,2.48238,1.91255,-4.46538,NA,NA,-24.145,NA,NA,NA,NA,NA,NA,NA
72361,2.74978,2.54389,-4.3271,NA,-56.24,NA,NA,NA,NA,NA,NA,NA,NA
72423,2.97546,1.98552,-3.95699,NA,NA,NA,NA,-86.704,NA,NA,NA,NA,NA
72717,2.25851,1.84753,-3.12736,NA,NA,-53.119,NA,NA,NA,NA,NA,NA,NA
72942,3.00375,1.39173,-4.16559,NA,NA,NA,NA,NA,NA,-70.145,NA,NA,NA
73191,2.35985,1.89886,-4.83109,NA,NA,NA,NA,-58.502,NA,NA,NA,NA,NA
73345,1.86031,2.69368,-4.5297,NA,NA,-29.923,NA,NA,NA,NA,NA,NA,NA
73599,2.23322,0.971634,-3.82568,NA,NA,-38.151,NA,NA,NA,NA,NA,NA,NA
73778,1.833,0.598249,-4.37429,NA,NA,-58.853,NA,NA,NA,NA,NA,NA,NA
73981,2.0769,1.73425,-4.93947,NA,-35.02,NA,NA,NA,NA,NA,NA,NA,NA
74094,1.13903,1.68121,-4.65464,NA,NA,-18.576,NA,NA,NA,NA,NA,NA,NA
74316,2.56199,1.78949,-4.84914,NA,NA,NA,-28.574,NA,NA,NA,NA,NA,NA
74475,1.99083,2.25223,-4.70505,NA,NA,NA,-20.602,NA,NA,NA,NA,NA,NA
74626,1.70689,2.19273,-4.53238,NA,NA,NA,-12.874,NA,NA,NA,NA,NA,NA
74868,1.65615,3.02435,-4.45278,NA,-60.426,NA,NA,NA,NA,NA,NA,NA,NA
75094,2.07354,2.06161,-3.98759,NA,-34.514,NA,NA,NA,NA,NA,NA,NA,NA
75324,2.17861,1.16284,-3.94906,NA,NA,NA,-30.12,NA,NA,NA,NA,NA,NA
75565,1.82595,2.22544,-4.68341,NA,NA,NA,NA,NA,-13.211,NA,NA,NA,NA
75608,2.33639,1.87107,-4.81389,NA,NA,NA,-21.758,NA,NA,NA,NA,NA,NA
75841,1.58719,1.60127,-4.69125,NA,NA,NA,-16.161,NA,NA,NA,NA,NA,NA
76151,1.00841,1.53598,-4.45073,NA,NA,NA,-34.049,NA,NA,NA,NA,NA,NA
76390,1.87518,1.10891,-4.8754,NA,NA,NA,NA,NA,NA,NA,-68.986,NA,NA
76590,1.85617,1.30761,-4.77755,NA,NA,NA,NA,NA,-11.474,NA,NA,NA,NA
76717,3.02842,2.20784,-4.92314,NA,-71.206,NA,NA,NA,NA,NA,NA,NA,NA
76944,2.90174,2.84488,-4.21673,NA,NA,-66.111,NA,NA,NA,NA,NA,NA,NA
77114,2.61834,2.28114,-4.77684,NA,-51.415,NA,NA,NA,NA,NA,NA,NA,NA
77263,1.3075,2.61304,-4.70314,NA,NA,NA,NA,NA,-31.715,NA,NA,NA,NA
77419,1.67658,2.80154,-4.69633,NA,NA,-37.435,NA,NA,NA,NA,NA,NA,NA
77704,2.58317,3.30505,-4.60132,NA,NA,-77.598,NA,NA,NA,NA,NA,NA,NA
77827,2.07462,1.74184,-4.18248,NA,NA,NA,NA,NA,-4.371,NA,NA,NA,NA
78021,2.34344,2.00502,-4.05877,NA,NA,NA,NA,NA,-15.281,NA,NA,NA,NA
78206,3.39126,1.75151,-4.28836,NA,NA,NA,NA,NA,-62.237,NA,NA,NA,NA
78471,2.76423,1.19026,-4.29111,NA,NA,-41.445,NA,NA,NA,NA,NA,NA,NA
78615,2.5614,1.13341,-4.65367,NA,NA,-40.935,NA,NA,NA,NA,NA,NA,NA
78963,1.0959,1.25261,-4.58268,NA,NA,NA,NA,NA,-28.785,NA,NA,NA,NA
79108,2.40904,0.494728,-3.79238,NA,NA,-76.815,NA,NA,NA,NA,NA,NA,NA
79323,1.62759,1.74992,-3.09491,NA,-59.133,NA,NA,NA,NA,NA,NA,NA,NA
79408,2.61506,2.35626,-4.06253,NA,NA,-37.833,NA,NA,NA,NA,NA,NA,NA
79680,2.52627,1.93289,-3.46997,NA,NA,-49.824,NA,NA,NA,NA,NA,NA,NA
79865,2.34089,2.66007,-3.58466,NA,NA,NA,NA,-92.706,NA,NA,NA,NA,NA
80021,1.256,2.4994,-4.12112,NA,NA,NA,NA,NA,-27.061,NA,NA,NA,NA
80254,0.634519,1.45513,-4.5095,NA,NA,NA,NA,NA,NA,NA,-104.63,NA,NA
80475,-0.327321,1.57767,-4.20414,NA,-122.124,NA,NA,NA,NA,NA,NA,NA,NA
80796,1.47188,2.07815,-4.73593,NA,NA,NA,NA,NA,-13.191,NA,NA,NA,NA
80928,1.54949,1.99439,-3.57557,NA,NA,NA,NA,NA,NA,-39.101,NA,NA,NA
81066,1.49969,2.58615,-4.52517,NA,NA,-33.362,NA,NA,NA,NA,NA,NA,NA
81324,1.29768,3.12095,-3.95332,NA,NA,-65.291,NA,NA,NA,NA,NA,NA,NA
81493,1.8502,2.17976,-4.55637,NA,NA,NA,-13.503,NA,NA,NA,NA,NA,NA
81779,1.85037,1.37434,-4.08761,NA,NA,NA,NA,NA,-5.086,NA,NA,NA,NA
81801,1.41129,1.83377,-4.75962,NA,NA,-19.556,NA,NA,NA,NA,NA,NA,NA
82165,2.95033,1.67583,-4.22051,NA,NA,NA,NA,NA,-36.68,NA,NA,NA,NA
82214,2.92167,2.3198,-4.78766,NA,NA,NA,NA,NA,-46.112,NA,NA,NA,NA
82480,1.80165,2.47326,-4.9865,NA,NA,NA,NA,NA,-27.545,NA,NA,NA,NA
82782,0.415288,3.44095,-4.42121,NA,NA,NA,NA,NA,NA,-134.822,NA,NA,NA
82864,2.0413,2.14252,-4.00123,NA,NA,NA,NA,NA,-12.37,NA,NA,NA,NA
83055,1.88468,1.01092,-4.18806,NA,NA,NA,-20.043,NA,NA,NA,NA,NA,NA
83319,1.10457,3.4194,-4.8595,NA,NA,NA,-89.919,NA,NA,NA,NA,NA,NA
83486,1.82692,3.20245,-4.34567,NA,NA,-56.071,NA,NA,NA,NA,NA,NA,NA
83733,1.68351,2.66057,-4.7196,NA,NA,-36.198,NA,NA,NA,NA,NA,NA,NA
83806,2.6231,2.29595,-4.20684,NA,NA,NA,NA,NA,NA,NA,-74.042,NA,NA
84044,2.246,2.75402,-4.54011,NA,NA,NA,NA,NA,NA,NA,-90.452,NA,NA
84224,1.83195,2.86187,-4.97942,NA,NA,NA,NA,NA,NA,-59.775,NA,NA,NA
84488,2.95554,2.39479,-3.56833,NA,NA,NA,-65.178,NA,NA,NA,NA,NA,NA
84615,2.28664,2.09008,-4.02738,NA,-29.331,NA,NA,NA,NA,NA,NA,NA,NA
84927,2.32777,2.16551,-4.10231,NA,NA,NA,NA,NA,-18.393,NA,NA,NA,NA
85137,2.12948,1.48932,-4.09723,NA,NA,NA,NA,NA,-8.271,NA,NA,NA,NA
85222,2.91876,0.79713,-4.59917,NA,NA,NA,-67.602,NA,NA,NA,NA,NA,NA
85588,1.79949,1.22581,-4.89698,NA,NA,NA,NA,NA,NA,-37.389,NA,NA,NA
85636,1.59904,0.880235,-4.5509,NA,NA,NA,NA,NA,-31.208,NA,NA,NA,NA
85813,0.517418,1.67289,-4.84011,NA,NA,NA,NA,NA,-52.293,NA,NA,NA,NA
86132,-0.15889,1.79298,-4.66002,NA,NA,NA,-105.408,NA,NA,NA,NA,NA,NA
86282,1.79029,1.81977,-4.42316,NA,NA,NA,NA,NA,NA,-19.782,NA,NA,NA
86543,1.45485,2.45125,-4.36867,NA,NA,-21.791,NA,NA,NA,NA,NA,NA,NA
86778,1.01531,1.5838,-4.38071,NA,NA,NA,NA,NA,-20.838,NA,NA,NA,NA
86896,1.56451,1.58617,-4.44584,NA,NA,-8.973,NA,NA,NA,NA,NA,NA,NA
87101,1.36391,1.80003,-4.60525,NA,NA,NA,NA,NA,-9.78,NA,NA,NA,NA
87339,1.23041,2.6249,-4.21005,NA,-49.379,NA,NA,NA,NA,NA,NA,NA,NA
87514,2.6693,2.26464,-4.73171,NA,NA,-42.205,NA,NA,NA,NA,NA,NA,NA
87646,2.14092,1.60604,-4.75493,NA,NA,NA,NA,NA,-11.297,NA,NA,NA,NA
87871,1.85282,2.19958,-4.80385,NA,NA,NA,NA,NA,-15.056,NA,NA,NA,NA
88029,1.63723,1.37925,-4.68723,NA,NA,NA,-17.004,NA,NA,NA,NA,NA,NA
88248,1.9583,1.24198,-4.93201,NA,NA,NA,NA,NA,-20.125,NA,NA,NA,NA
88544,1.23544,1.97655,-4.44892,NA,NA,-18.62,NA,NA,NA,NA,NA,NA,NA
88681,1.98923,3.27731,-4.25651,NA,NA,NA,NA,NA,-60.62,NA,NA,NA,NA
88955,1.16707,2.97368,-4.24384,NA,NA,NA,NA,NA,NA,-63.877,NA,NA,NA
89164,0.915664,3.98013,-4.30194,NA,NA,NA,NA,NA,NA,-145.324,NA,NA,NA
89313,1.01978,1.79187,-3.73931,NA,NA,-30.169,NA,NA,NA,NA,NA,NA,NA
89426,0.999888,2.07547,-4.29676,NA,NA,NA,NA,NA,-22.708,NA,NA,NA,NA
89616,0.772889,1.91796,-3.27216,NA,-79.603,NA,NA,NA,NA,NA,NA,NA,NA
89900,1.79742,1.67882,-4.34016,NA,NA,-11.755,NA,NA,NA,NA,NA,NA,NA
90192,0.956902,1.20642,-4.2436,NA,NA,NA,NA,NA,-38.208,NA,NA,NA,NA
90349,2.77291,1.18019,-4.67969,NA,NA,NA,NA,NA,NA,-70.829,NA,NA,NA
90569,1.90277,1.89089,-4.75529,NA,NA,-20.931,NA,NA,NA,NA,NA,NA,NA
90787,1.59229,1.57588,-4.68635,NA,NA,NA,NA,NA,-5.977,NA,NA,NA,NA
90873,1.98643,2.00376,-4.71873,NA,NA,NA,-21.632,NA,NA,NA,NA,NA,NA
91078,2.28449,1.41704,-3.52233,NA,NA,NA,NA,NA,NA,NA,-68.329,NA,NA
91205,1.41634,2.64756,-3.9267,NA,NA,NA,-35.917,NA,NA,NA,NA,NA,NA
91558,2.31947,1.94923,-3.68691,NA,NA,NA,NA,NA,NA,-54.903,NA,NA,NA
91606,2.16656,1.66152,-4.86407,NA,NA,NA,-16.408,NA,NA,NA,NA,NA,NA
91870,1.38239,0.551098,-4.03679,NA,NA,NA,-91.372,NA,NA,NA,NA,NA,NA
92064,2.6974,1.33841,-3.6315,NA,NA,NA,NA,NA,NA,-55.063,NA,NA,NA
92364,1.6386,1.51395,-3.66126,NA,NA,NA,NA,NA,NA,NA,-84.04,NA,NA
92566,2.01793,1.34845,-3.90899,NA,NA,NA,NA,NA,NA,-29.94,NA,NA,NA
92750,2.55343,1.09255,-4.24671,NA,NA,NA,-38.444,NA,NA,NA,NA,NA,NA
92850,2.27997,2.0845,-4.88966,NA,NA,NA,NA,NA,NA,NA,-54.961,NA,NA
93178,1.24376,1.65514,-4.29651,NA,NA,NA,-11.782,NA,NA,NA,NA,NA,NA
93207,1.32807,2.20179,-4.98277,NA,NA,NA,NA,NA,-25.249,NA,NA,NA,NA
93579,1.66196,2.32525,-4.89988,NA,NA,-25.587,NA,NA,NA,NA,NA,NA,NA
93641,2.00222,3.42186,-3.23951,NA,-117.966,NA,NA,NA,NA,NA,NA,NA,NA
93953,0.995394,3.66699,-4.91192,NA,NA,NA,-111.52,NA,NA,NA,NA,NA,NA
94069,1.25023,2.18738,-4.92947,NA,NA,NA,-30.351,NA,NA,NA,NA,NA,NA
94353,1.28017,1.01966,-4.59158,NA,NA,NA,NA,NA,-32.462,NA,NA,NA,NA
94477,2.25607,1.6288,-3.71127,NA,NA,-20.17,NA,NA,NA,NA,NA,NA,NA
94660,2.28757,2.38616,-3.6724,NA,NA,NA,NA,NA,-32.816,NA,NA,NA,NA
94843,3.00163,2.48682,-3.38667,NA,NA,NA,-83.474,NA,NA,NA,NA,NA,NA
95151,2.43928,2.29208,-3.84434,NA,NA,NA,NA,NA,-29.19,NA,NA,NA,NA
95374,2.31971,2.92322,-3.71219,NA,NA,NA,-61.871,NA,NA,NA,NA,NA,NA
95486,2.67078,2.17069,-4.68523,NA,NA,NA,NA,NA,-29.455,NA,NA,NA,NA
95708,2.31824,2.11446,-4.56033,NA,NA,NA,NA,NA,-15.978,NA,NA,NA,NA
95891,2.41789,1.95199,-4.38504,NA,NA,NA,NA,NA,-14.601,NA,NA,NA,NA
96059,2.58053,2.30765,-4.11665,NA,NA,NA,NA,NA,-29.489,NA,NA,NA,NA
96389,1.75303,1.7202,-4.01722,NA,NA,NA,NA,NA,NA,-35.807,NA,NA,NA
96454,0.769896,1.70625,-4.79578,NA,NA,NA,-42.164,NA,NA,NA,NA,NA,NA
96724,1.20411,0.978315,-3.9554,NA,NA,NA,NA,NA,NA,-76.196,NA,NA,NA
96861,1.95911,1.1022,-4.40976,NA,NA,NA,NA,NA,NA,-38.294,NA,NA,NA
97167,1.52192,1.13263,-4.97387,NA,NA,NA,NA,NA,NA,NA,-74.899,NA,NA
97397,1.92058,1.56744,-4.77633,NA,NA,NA,-9.776,NA,NA,NA,NA,NA,NA
97415,2.35949,1.44409,-3.48418,NA,NA,NA,NA,NA,-34.422,NA,NA,NA,NA
97800,2.94779,1.49935,-3.12657,NA,NA,NA,-80.259,NA,NA,NA,NA,NA,NA
97985,1.66279,1.59971,-4.47158,NA,NA,-13.754,NA,NA,NA,NA,NA,NA,NA
98115,0.942397,1.16978,-4.36198,NA,NA,-44.944,NA,NA,NA,NA,NA,NA,NA
98202,1.34008,1.86952,-4.46552,NA,NA,-13.855,NA,NA,NA,NA,NA,NA,NA
98537,2.39667,3.48389,-4.47569,NA,NA,NA,-87.312,NA,NA,NA,NA,NA,NA
98605,1.26194,2.26699,-4.15854,NA,NA,NA,NA,NA,NA,-41.219,NA,NA,NA
98883,2.40119,1.77664,-3.90901,NA,NA,-22.722,NA,NA,NA,NA,NA,NA,NA
99096,2.6417,2.34894,-4.75632,NA,NA,-38.618,NA,NA,NA,NA,NA,NA,NA
99351,1.85119,2.21045,-4.14373,NA,NA,NA,-13.883,NA,NA,NA,NA,NA,NA
99583,1.74408,1.2294,-4.57613,NA,NA,NA,NA,NA,-8.426,NA,NA,NA,NA
99697,3.16521,0.907047,-4.98005,NA,-91.607,NA,NA,NA,NA,NA,NA,NA,NA
99900,2.48586,0.445259,-4.00697,NA,NA,NA,NA,NA,-76.007,NA,NA,NA,NA
100090,2.39142,0.221109,-4.16507,NA,NA,-101.269,NA,NA,NA,NA,NA,NA,NA
100378,2.06423,0.927548,-4.11013,NA,-53.513,NA,NA,NA,NA,NA,NA,NA,NA
100430,2.56839,2.23063,-3.87223,NA,NA,NA,NA,NA,-31.298,NA,NA,NA,NA
100644,1.85457,1.24483,-4.02832,NA,NA,-12.973,NA,NA,NA,NA,NA,NA,NA
100932,0.727389,1.42224,-4.24618,NA,NA,NA,-54.758,NA,NA,NA,NA,NA,NA
101009,1.14476,1.62304,-4.81936,NA,NA,NA,-26.25,NA,NA,NA,NA,NA,NA
101216,1.51997,1.8728,-4.33025,NA,NA,-13.555,NA,NA,NA,NA,NA,NA,NA
101498,2.58258,1.3118,-4.5056,NA,NA,-26.169,NA,NA,NA,NA,NA,NA,NA
101753,3.15211,1.72821,-4.96711,NA,NA,-64.019,NA,NA,NA,NA,NA,NA,NA
101900,1.3697,2.10467,-4.34004,NA,NA,NA,NA,NA,NA,-30.9,NA,NA,NA
102138,1.17312,1.50575,-3.25061,NA,NA,-47.527,NA,NA,NA,NA,NA,NA,NA
102387,2.29062,0.770316,-4.86356,NA,-61.939,NA,NA,NA,NA,NA,NA,NA,NA
102409,1.64625,1.76309,-4.18261,NA,NA,NA,NA,NA,-3.147,NA,NA,NA,NA
102713,1.64836,1.08094,-4.5107,NA,NA,NA,NA,NA,-16.502,NA,NA,NA,NA
102852,1.49691,1.64047,-4.30804,NA,NA,NA,NA,NA,NA,-26.738,NA,NA,NA
103180,1.6553,1.58477,-4.52463,NA,NA,NA,-10.56,NA,NA,NA,NA,NA,NA
103201,2.06078,0.860235,-4.85395,NA,NA,NA,-52.053,NA,NA,NA,NA,NA,NA
103570,1.75863,2.132,-3.1264,NA,NA,NA,NA,NA,NA,NA,-91.365,NA,NA
103660,2.449,2.56503,-4.18996,NA,NA,NA,NA,NA,NA,NA,-64.496,NA,NA
103832,3.24686,2.49509,-4.16167,NA,NA,-69.456,NA,NA,NA,NA,NA,NA,NA
104189,2.42266,1.56351,-3.53934,NA,NA,NA,-44.286,NA,NA,NA,NA,NA,NA
104245,2.29516,2.36856,-4.65806,NA,NA,NA,NA,NA,-22.83,NA,NA,NA,NA
104433,1.99754,2.30307,-4.52606,NA,NA,NA,-16.584,NA,NA,NA,NA,NA,NA
104690,0.948821,1.95322,-4.44631,NA,-35.549,NA,NA,NA,NA,NA,NA,NA,NA
104802,1.32357,2.03776,-4.52604,NA,NA,-13.495,NA,NA,NA,NA,NA,NA,NA
105184,0.542021,1.79442,-3.57348,NA,NA,NA,NA,NA,-60.911,NA,NA,NA,NA
105223,1.34322,2.0486,-4.82584,NA,NA,NA,NA,NA,NA,-33.256,NA,NA,NA
105451,1.80237,2.66434,-4.05138,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.061
105689,2.57887,1.40967,-4.66714,NA,NA,NA,-33.823,NA,NA,NA,NA,NA,NA
105856,3.65505,2.11674,-3.47013,NA,NA,NA,-114.424,NA,NA,NA,NA,NA,NA
106015,2.03024,1.50511,-3.32828,NA,NA,NA,-39.524,NA,NA,NA,NA,NA,NA
106296,2.79409,2.17136,-4.39537,NA,NA,NA,NA,NA,NA,-44.108,NA,NA,NA
106515,2.47918,1.63819,-4.40383,NA,NA,NA,NA,NA,-16.629,NA,NA,NA,NA
106697,2.69935,1.91098,-4.4711,NA,NA,NA,-29.072,NA,NA,NA,NA,NA,NA
106924,1.9482,2.78561,-4.1499,NA,NA,NA,NA,NA,NA,-60.286,NA,NA,NA
107087,1.89762,2.69948,-3.98891,NA,NA,NA,-39.823,NA,NA,NA,NA,NA,NA
107210,1.00462,2.36523,-4.12474,NA,NA,NA,-42.12,NA,NA,NA,NA,NA,NA
107455,1.9096,2.79886,-3.85054,NA,NA,-42.617,NA,NA,NA,NA,NA,NA,NA
107785,2.43786,2.36359,-4.17015,NA,NA,NA,NA,NA,-25.3,NA,NA,NA,NA
107820,1.66972,2.93274,-4.78765,NA,NA,NA,NA,NA,NA,-70.475,NA,NA,NA
108110,2.21967,2.9047,-3.86888,NA,NA,NA,-55.417,NA,NA,NA,NA,NA,NA
108309,1.35013,2.58569,-4.88444,NA,NA,NA,-43.498,NA,NA,NA,NA,NA,NA
108424,1.9736,2.08349,-4.6166,NA,NA,NA,NA,NA,NA,-24.635,NA,NA,NA
108618,2.83178,1.06935,-3.78283,NA,NA,NA,-53.129,NA,NA,NA,NA,NA,NA
