id,x0,x1,x2,fitness-5,fitness-4.5,fitness-1.5,fitness-2.5,fitness-3,fitness-4,fitness-2,fitness-3.5,fitness-1,fitness0,fitness1,fitness1.5,fitness-0.5,fitness0.5,fitness2,fitness4,fitness3.5,fitness2.5,fitness3,fitness5,fitness4.5
33142,-1.72538,5,-2.23278,NA,81.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33224,-2.25538,4.87508,-2.75887,NA,NA,NA,NA,NA,6.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33570,-1.74065,4.3681,-1.72096,NA,6.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33656,-3.56956,5,-1.93452,NA,NA,NA,NA,NA,NA,NA,177.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33961,-2.35909,5,-1.41219,615.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34197,-1.36049,5,-2.45333,1109.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34342,0.699988,3.3842,-3.58654,NA,25.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34427,0.958742,3.47093,-4.7912,NA,-8.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34629,1.57086,4.29071,-4.59791,NA,NA,NA,-0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34965,0.582182,4.03074,-4.99794,NA,NA,NA,NA,NA,NA,NA,NA,10.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35162,0.72929,4.02079,-3.46763,NA,NA,NA,NA,NA,NA,NA,NA,2.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35304,1.12635,4.21447,-3.19659,NA,NA,NA,NA,NA,NA,NA,NA,-69.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35417,2.42854,2.72094,-2.53336,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35687,3.30217,2.44848,-2.07771,NA,NA,NA,NA,NA,NA,NA,NA,-252.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35978,3.86895,2.12651,-1.09769,NA,NA,-79.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36102,3.81436,5,-0.616301,NA,NA,3442.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36251,4.11386,5,-0.714569,NA,NA,NA,NA,NA,NA,NA,NA,2348.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36427,4.2072,5,-1.01985,NA,NA,NA,NA,NA,NA,1379.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36657,4.2259,5,-2.24274,NA,NA,NA,NA,NA,NA,262.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36826,5,3.77631,-0.304537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2354.625,NA,NA,NA,NA,NA,NA,NA,NA
37136,5,3.346,-0.0725168,NA,NA,2729.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37201,4.46604,3.7994,1.24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-85.107,NA,NA,NA,NA,NA,NA,NA,NA
37534,3.87045,4.19773,0.685792,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37757,3.91766,5,1.40784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.114,NA,NA,NA,NA,NA,NA,NA,NA
37942,3.97807,5,0.931978,NA,NA,NA,NA,NA,NA,NA,NA,142.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38144,5,5,-1.77249,NA,NA,NA,12.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38205,5,5,-0.33163,NA,NA,NA,NA,NA,NA,NA,33.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38567,5,4.48654,1.07742,NA,NA,NA,1.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38705,3.84581,5,0.506922,NA,NA,424.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38882,3.4025,3.5851,1.74062,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39191,3.08521,3.47408,1.61403,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39369,5,2.93062,1.02375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.231,NA,NA,NA,NA,NA,NA,NA,NA
39468,3.98502,2.83408,0.10164,NA,NA,-1.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39708,5,4.9074,0.0539934,NA,NA,NA,372.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39869,5,5,-0.364545,NA,NA,NA,NA,757.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40021,4.94943,5,-0.0200432,NA,NA,NA,NA,NA,NA,3479.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40213,5,5,1.15846,NA,NA,NA,NA,NA,NA,NA,335.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40529,4.68297,5,1.7062,521.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40779,1.9901,5,1.35456,NA,NA,NA,NA,NA,-77.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40846,2.92987,3.20874,1.04117,NA,NA,NA,NA,NA,NA,NA,5.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41152,3.25606,1.23523,0.963938,NA,NA,NA,NA,NA,NA,94.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41330,4.22866,2.10086,1.61129,NA,NA,NA,NA,6.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41519,4.08824,2.34513,1.62093,NA,NA,NA,NA,NA,NA,NA,-0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41785,4.23324,0.847208,1.34718,NA,NA,NA,NA,NA,174.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41984,2.74754,1.37515,0.198735,NA,NA,NA,NA,NA,NA,NA,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42005,1.85865,2.5814,-0.0515047,NA,NA,NA,NA,27.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42380,1.83154,1.32205,-0.256499,NA,NA,NA,NA,NA,-102.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42554,0.85624,2.61122,-0.0469414,64.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42734,1.55795,3.66391,-1.20996,NA,0.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42837,0.461736,4.2178,-0.553644,NA,229.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43171,-0.342211,3.256,-1.07022,206.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43386,-0.107026,3.8935,-0.232831,NA,NA,NA,NA,322.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43598,-0.710576,5,-0.537599,NA,NA,NA,NA,1736.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43724,-0.276025,4.37166,-0.475416,NA,NA,NA,NA,NA,125.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43871,-1.31423,5,0.871724,1068.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44174,-1.16234,3.2737,1.24952,NA,NA,NA,NA,NA,36.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44380,-2.58088,4.27773,1.03393,NA,NA,NA,NA,NA,-57.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44556,-1.99596,3.66577,0.90336,NA,NA,NA,NA,NA,NA,NA,144.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44713,-2.10935,3.38841,1.74067,45.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44981,-1.55635,3.27534,0.858393,NA,NA,NA,NA,NA,NA,NA,317.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45137,-0.756618,2.46769,1.0531,NA,NA,NA,-34.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45381,-2.46521,1.45135,1.1188,NA,NA,NA,-12.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45528,-0.712047,0.529886,0.763971,NA,NA,NA,NA,NA,NA,155.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45661,-0.839748,-0.490324,1.97601,NA,NA,NA,NA,NA,98.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45818,-1.73735,-0.328901,2.40915,NA,62.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46156,-2.10254,-1.28506,1.54591,53.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46376,-4.04076,-0.816543,1.60763,83.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46491,-4.44027,-2.65213,3.07948,-19.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46733,-4.57191,-1.6488,3.90278,NA,NA,NA,NA,NA,26.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46870,-5,-3.26215,5,14.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47008,-4.20353,-2.48204,4.40717,24.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47390,-3.98162,-3.5421,4.76526,-242.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47579,-3.75958,-2.86493,4.85597,43.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47798,-4.9718,-2.03226,2.64172,76.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47912,-4.38656,-2.19883,2.6258,NA,6.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48099,-4.27304,-0.956617,1.46179,NA,NA,NA,NA,NA,35.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48385,-4.66057,-0.223738,2.01007,NA,NA,NA,NA,9.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48559,-3.32233,0.666661,0.283206,NA,NA,NA,NA,NA,NA,NA,17.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48628,-2.84809,0.390145,0.636906,NA,NA,NA,NA,NA,NA,NA,-10.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48996,-3.0113,0.19738,0.901725,NA,NA,NA,NA,NA,NA,NA,-9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49031,-1.81243,-1.04468,0.0219087,NA,NA,NA,NA,116.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49268,-2.45174,-0.140281,1.93505,NA,NA,NA,NA,169.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49587,-1.46768,0.376684,1.99116,NA,NA,NA,160.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49738,-0.954818,-0.824386,2.3538,NA,NA,NA,NA,NA,NA,289.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49956,-3.88781,-0.574215,0.888532,NA,NA,NA,NA,NA,NA,NA,NA,840.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50026,-4.89508,-0.561531,1.63475,NA,NA,NA,NA,NA,NA,121.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50211,-3.98756,-2.02554,1.82068,NA,NA,NA,NA,NA,NA,153.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50594,-2.69298,-2.56528,2.20028,NA,NA,131.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50655,-3.04256,-4.07982,3.59783,NA,NA,NA,NA,NA,NA,NA,NA,118.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50964,-2.22012,-4.64781,3.25046,NA,NA,NA,NA,NA,NA,NA,NA,-27.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51178,-2.57021,-3.41302,1.55855,NA,NA,12.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51308,-2.0406,-2.67502,1.30066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-225.9,NA,NA,NA,NA,NA,NA,NA,NA
51448,-2.36659,-2.29091,2.38276,NA,NA,NA,NA,NA,NA,NA,NA,-2.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51664,-4.98748,-2.09729,3.29818,NA,NA,674.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51831,-5,-2.00625,5,NA,NA,NA,NA,NA,NA,698.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52184,-5,-2.65212,5,NA,NA,NA,38.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52362,-3.5417,-2.44022,5,NA,NA,NA,NA,266.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52484,-3.80138,-2.95399,2.921,NA,NA,NA,NA,NA,15.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52603,-3.00319,-2.65274,4.17043,59.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52922,-3.09743,-3.03966,4.66744,238.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53126,-3.05303,-3.52581,4.93225,-304.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53380,-1.53226,-3.2086,4.27542,NA,NA,NA,NA,NA,123.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53418,-1.88223,-4.30213,4.39963,NA,NA,NA,NA,NA,NA,NA,-46.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53633,-1.35862,-5,3.56099,NA,NA,NA,NA,NA,NA,NA,51.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53844,-2.16047,-5,4.25052,NA,NA,NA,NA,NA,NA,NA,177.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54036,-2.1713,-5,5,NA,NA,NA,NA,244.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54286,-1.57366,-3.59388,5,NA,NA,NA,NA,NA,NA,846.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54422,-0.138806,-4.36255,5,NA,NA,NA,NA,NA,NA,966.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54603,1.35279,-3.72894,4.45134,NA,NA,-3.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54938,0.414304,-3.26043,4.59866,NA,NA,-30.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55018,0.406243,-1.92317,5,NA,NA,NA,NA,NA,NA,NA,NA,2524.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55271,-0.149984,-2.74518,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.558,NA,NA,NA,NA,NA,NA,NA
55467,-0.643897,-3.27372,4.76393,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55698,-1.39727,-3.63109,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.925,NA,NA,NA,NA,NA,NA,NA,NA
55833,-0.0699424,-2.08682,4.009,NA,NA,NA,NA,NA,NA,6.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56067,-1.45836,-3.13848,4.20782,NA,NA,NA,NA,NA,NA,NA,NA,885.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56206,-1.9948,-2.89611,3.83122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56550,-3.09445,-3.46695,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.488,NA,NA,NA,NA,NA,NA
56611,-2.21481,-3.74132,4.95212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56971,-2.15548,-2.83436,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-64.409,NA,NA,NA
57184,-1.4527,-3.47271,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-870.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57271,-1.49144,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2847.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57472,-2.37876,-5,3.24646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.877,NA,NA,NA
57710,-4.74141,-4.05064,3.00295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.478,NA,NA,NA,NA
57917,-5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231.605
58200,-5,-5,4.11204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.518
58239,-4.56537,-3.43749,2.97872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.309,NA,NA
58558,-2.2846,-3.52015,2.40112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.654,NA,NA,NA,NA
58730,-1.80193,-2.52827,2.3826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.347,NA,NA
58922,-1.7022,-0.858916,1.49192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.477,NA,NA,NA
59103,-2.92012,-0.896644,0.552754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.147,NA,NA,NA,NA,NA,NA,NA,NA,NA
59306,-3.13561,0.385708,2.11776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59442,-4.50091,1.89595,3.30475,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59687,-4.21188,0.627133,4.22022,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59881,-3.57282,-0.58564,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60077,-3.69872,0.0282628,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.896,NA,NA,NA,NA,NA,NA,NA,NA,NA
60233,-3.67476,-0.949526,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.044,NA,NA,NA,NA,NA,NA,NA,NA,NA
60539,-4.24956,0.104141,3.28796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60641,-5,1.16071,4.96451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.304,NA,NA,NA,NA,NA,NA,NA
60929,-5,0.972146,3.70481,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61029,-5,2.0269,1.75673,NA,NA,NA,NA,NA,NA,NA,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61276,-5,2.15559,1.79827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.76,NA,NA,NA,NA,NA,NA,NA,NA
61498,-5,2.95344,2.32837,NA,NA,NA,NA,NA,NA,NA,NA,NA,-74.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61613,-4.92117,2.67911,1.90123,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61915,-4.51266,2.64284,1.51252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.501,NA,NA,NA,NA,NA,NA,NA,NA
62177,-4.15125,4.02773,1.05943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.97,NA,NA,NA,NA,NA,NA,NA,NA
62314,-3.36117,3.64292,0.151608,NA,NA,39.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62515,-3.71788,2.69032,-1.07399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.644,NA,NA,NA,NA,NA,NA,NA,NA
62769,-2.85765,2.45169,-2.95806,NA,NA,NA,NA,NA,NA,NA,NA,21.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62944,-3.01181,2.43478,-2.7294,NA,NA,NA,NA,NA,NA,NA,NA,42.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63037,-3.40591,1.79829,-2.68477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63246,-3.33827,0.538836,-4.01426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63465,-1.94997,2.29589,-2.38499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.002,NA,NA,NA,NA,NA,NA,NA,NA,NA
63680,-1.88719,2.23507,-2.94619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963,NA,NA,NA,NA,NA,NA,NA,NA,NA
63869,-3.42253,2.75568,-3.47992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64078,-2.71265,2.64932,-4.53528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.513,NA,NA,NA,NA,NA,NA,NA
64381,-3.24656,1.68364,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64587,-2.2901,3.10026,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64747,-2.99348,4.0987,-3.64508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.337,NA,NA,NA,NA,NA,NA,NA
64892,-1.41577,5,-4.01674,NA,NA,4525.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65074,0.424786,4.1577,-4.96153,NA,NA,NA,121.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65337,0.400078,4.59652,-5,NA,NA,NA,NA,NA,NA,188.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65532,2.57019,5,-3.59758,NA,NA,NA,2.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65698,3.45628,5,-1.73064,NA,NA,215.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65959,3.64671,4.90928,-1.0888,NA,NA,589.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66167,3.4764,5,-1.70335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316.627,NA,NA,NA,NA,NA,NA,NA,NA
66248,4.06891,3.53563,-3.40011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.308,NA,NA,NA,NA,NA,NA,NA,NA
66563,3.46557,1.25996,-2.26724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
