id,x0,x1,x2,fitness1,fitness0,fitness-1,fitness-2,fitness-0.5,fitness-1.5,fitness2.5,fitness2,fitness4.5,fitness5,fitness4,fitness3.5,fitness3,fitness0.5,fitness1.5,fitness-3,fitness-4,fitness-3.5,fitness-2.5,fitness-5,fitness-4.5
34192,5,2.11003,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34553,5,3.59007,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34677,5,4.45886,4.27382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34893,5,3.78805,3.34141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.707,NA,NA,NA,NA,NA,NA,NA,NA,NA
35046,3.41694,4.2913,3.36092,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35368,3.85132,4.90482,4.37303,NA,NA,NA,NA,NA,NA,NA,NA,NA,1882.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35499,4.82547,4.24101,4.97711,NA,NA,NA,NA,NA,NA,NA,NA,NA,7838.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35664,2.42605,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1849.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35877,3.3375,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3052.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36009,4.80986,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6501.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36251,4.14259,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36530,5,3.10843,4.99665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1713.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36633,3.31129,3.3337,4.24274,NA,NA,NA,NA,NA,NA,NA,NA,NA,708.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36834,4.22913,2.90306,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37063,4.86472,3.65298,4.18375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37264,5,4.10051,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2956.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37391,4.20098,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5464.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37698,3.64513,4.63819,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37796,2.85802,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1314.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38110,1.45323,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38280,2.52377,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38391,0.983143,4.83702,2.35055,NA,NA,NA,NA,NA,NA,NA,NA,NA,721.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38664,-0.134232,5,3.38259,NA,NA,NA,NA,NA,NA,NA,NA,1816.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38910,-0.732197,5,4.60047,NA,NA,NA,NA,NA,NA,NA,NA,NA,5763.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39006,-2.12523,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5047.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39190,-1.94558,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5155.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39516,-2.42591,4.34593,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39628,-2.84457,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1809.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39829,-1.3908,5,4.38898,NA,NA,NA,NA,NA,NA,NA,NA,NA,5528.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40132,-1.85742,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1750.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40228,-0.205736,4.42058,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3942.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40426,0.995813,3.53646,4.09209,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40634,1.82699,4.20145,4.9241,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40988,0.536202,4.05233,4.47052,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41154,-0.271293,4.67596,4.41894,NA,NA,NA,NA,NA,NA,NA,NA,820.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41308,-0.408924,4.09887,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41530,0.70064,5,4.37584,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41733,1.87417,5,4.1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,885.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41827,2.35065,5,2.98081,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42078,2.11388,4.06426,1.12434,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42377,1.96022,4.75114,0.254633,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42445,1.22846,3.89459,0.944881,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42717,2.41374,5,0.978533,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42843,2.75573,5,2.24669,NA,NA,NA,NA,NA,NA,NA,NA,766.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43012,3.90166,4.90395,2.9792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43231,3.15112,5,3.77627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43561,2.90756,5,4.21057,NA,NA,NA,NA,NA,NA,NA,NA,NA,948.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43671,4.27182,3.00004,5,NA,NA,NA,NA,NA,NA,NA,NA,-10.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43913,4.58824,3.87836,4.77381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409.197,NA,NA,NA,NA,NA,NA,NA,NA
44017,3.42242,4.98486,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2210.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44263,1.86137,4.04936,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,421.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44455,0.035417,4.47208,5,NA,NA,NA,NA,NA,NA,NA,NA,275.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44731,-1.36096,4.46021,4.58407,NA,NA,NA,NA,NA,NA,NA,NA,NA,1256.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44807,-2.18109,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2996.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45078,-2.05013,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45211,-1.40276,5,3.71849,NA,NA,NA,NA,NA,NA,NA,NA,1558.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45578,-2.21438,4.90895,3.25405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45626,-2.88282,3.8085,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.38,NA,NA,NA,NA,NA,NA,NA,NA
45806,-3.31935,4.79563,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
46186,-2.4481,5,4.71733,NA,NA,NA,NA,NA,NA,NA,NA,1302.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46192,-2.21576,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2086.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46547,-1.82557,5,4.44024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
46761,-0.9904,4.65244,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.603,NA,NA,NA,NA,NA,NA,NA,NA
46803,-1.31535,4.35501,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1885.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
47125,-0.366801,4.62232,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.269,NA,NA,NA,NA,NA,NA,NA,NA,NA
47223,-1.49908,4.16873,5,NA,NA,NA,NA,NA,NA,NA,NA,1552.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47568,-1.40276,3.98701,5,NA,NA,NA,NA,NA,NA,NA,-13.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47767,-1.62543,5,5,1680.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47848,-1.93773,4.94016,5,NA,5345.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48071,-1.16954,5,5,NA,NA,4265.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48196,-2.08964,5,4.93139,2306.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48587,-1.88567,4.54888,4.81589,NA,729.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48652,-2.08782,4.17968,5,NA,99.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48906,-1.14579,3.9528,5,NA,NA,NA,NA,NA,NA,NA,25.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49015,-0.486461,4.88153,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.307,NA,NA,NA,NA,NA,NA,NA,NA
49259,-1.38545,5,5,NA,NA,NA,NA,NA,NA,2352.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49401,-0.723849,5,5,2264.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49682,0.898835,4.31531,5,NA,NA,NA,NA,NA,NA,NA,527.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49915,-0.982885,5,4.33707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
50180,-0.964918,4.31543,4.25864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.825,NA,NA,NA,NA,NA,NA,NA,NA
50337,-2.40004,4.89476,4.96794,NA,NA,NA,NA,NA,NA,NA,477.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50513,-1.99156,3.42093,3.72225,107.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50738,-3.12753,3.41004,3.1151,-7.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50944,-4.35501,2.84963,4.41087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.583,NA,NA,NA,NA,NA,NA,NA
51017,-5,0.867927,5,NA,NA,NA,NA,NA,NA,NA,225.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51238,-5,1.74386,5,177.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51439,-5,4.21141,4.86817,NA,644.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51666,-5,5,5,NA,1527.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51871,-4.48479,5,4.89604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245.281,NA,NA,NA,NA,NA,NA,NA
52153,-4.49697,5,4.90686,NA,NA,NA,NA,2805.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52346,-5,5,4.79289,NA,NA,NA,NA,1797.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52557,-5,5,4.87916,981.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52590,-5,5,5,281.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52818,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,630.207,NA,NA,NA,NA,NA,NA
53048,-5,4.13404,5,NA,NA,NA,NA,NA,NA,331.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53233,-5,4.68245,4.27091,NA,NA,NA,NA,NA,NA,NA,345.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53547,-3.46902,3.93231,5,NA,NA,NA,NA,NA,NA,NA,107.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53747,-2.42414,3.66246,4.48157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.855,NA,NA,NA,NA,NA,NA
53847,-3.51192,3.74479,4.10726,NA,NA,NA,NA,NA,NA,NA,87.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54180,-4.02708,3.86407,2.7236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.086,NA,NA,NA,NA,NA,NA,NA
54371,-3.9887,4.35044,2.27542,NA,NA,NA,NA,334.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54553,-3.58998,5,1.46675,NA,NA,171.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54684,-3.42594,5,1.26818,NA,NA,NA,NA,NA,784.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54812,-0.675141,5,0.810884,NA,NA,593.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55166,-1.35638,5,1.87682,NA,NA,4111.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55301,-3.39158,5,2.05194,NA,-2.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55578,-2.93518,5,3.6335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.623,NA,NA,NA,NA,NA,NA,NA
55709,-1.93313,5,4.78222,NA,2268.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55846,-2.09506,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.525,NA,NA,NA,NA,NA,NA
55986,-3.21374,5,4.77608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293.582,NA,NA,NA,NA,NA,NA
56202,-2.87539,4.7694,4.94973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881.071,NA,NA,NA,NA,NA,NA,NA,NA
56479,-2.56089,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906.529,NA,NA,NA,NA,NA,NA
56704,-1.57103,4.33843,4.77497,NA,NA,NA,NA,NA,NA,NA,1784.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56792,-1.32709,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749.844,NA,NA,NA,NA,NA,NA
57014,-2.46892,5,4.52964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.671,NA,NA,NA,NA,NA,NA
57333,-2.05164,4.27631,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022.211,NA,NA,NA,NA,NA,NA
57411,-3.01337,5,5,414.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57722,-3.20459,3.82469,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.418,NA,NA,NA,NA,NA,NA
57816,-3.4495,5,4.84429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.544,NA,NA,NA,NA,NA,NA,NA,NA,NA
58080,-4.00685,3.31047,3.14179,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58233,-5,4.68638,1.69102,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58535,-4.96061,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3511.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58756,-3.97618,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1673.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58955,-2.37265,4.96897,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
59131,-2.19356,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3564.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59226,-4.07261,5,4.67202,NA,NA,NA,NA,NA,NA,NA,NA,NA,1865.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59432,-4.93079,4.64969,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1864.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59696,-4.0807,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2166.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59907,-0.622508,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10541.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60018,0.474838,5,4.82691,NA,NA,NA,NA,NA,NA,NA,NA,NA,2697.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60244,0.440571,5,4.89891,NA,NA,NA,NA,NA,NA,NA,NA,NA,3416.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60519,0.371505,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3352.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60642,0.443273,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2577.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60908,1.26857,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2487.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61117,1.23537,5,4.94671,NA,NA,NA,NA,NA,NA,NA,NA,NA,3197.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61256,1.39953,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2294.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61515,1.1855,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61686,0.124109,3.51203,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61855,0.0136321,4.12298,4.55294,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62082,2.14226,3.79219,4.63983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
62243,0.905274,3.1886,4.66895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.943,NA,NA,NA,NA,NA,NA,NA,NA
62450,-0.131482,3.90289,4.97801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
62764,0.646229,3.49718,4.25898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62853,0.279799,4.91353,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4122.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63043,-1.899,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63254,-2.16976,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3195.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63531,-3.15208,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
63657,-3.93925,5,3.77661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63806,-4.48519,5,5,NA,NA,NA,NA,NA,NA,NA,NA,1480.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64162,-3.03178,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3203.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64255,-3.08712,4.79347,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3597.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64541,-5,5,4.76011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64716,-5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64811,-4.3628,4.82363,4.32409,NA,NA,NA,NA,NA,NA,NA,NA,NA,1448.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65028,-4.73423,4.54121,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65204,-4.82798,4.12103,4.35979,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65526,-3.52032,3.15329,3.89584,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65782,-3.39043,2.84872,5,NA,NA,NA,NA,NA,NA,NA,NA,21.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65819,-3.69365,3.08384,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66062,-3.20528,2.01611,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66293,-2.02373,1.79992,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66426,-2.2837,3.64928,4.93125,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66678,-1.26727,3.18349,4.67912,NA,NA,NA,NA,NA,NA,NA,NA,NA,2174.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66958,-0.801151,3.61115,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.213,NA,NA,NA,NA,NA,NA,NA,NA
67169,-0.830356,5,4.96865,NA,NA,NA,NA,NA,NA,NA,NA,NA,18873.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67208,-3.25834,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67421,-3.2434,4.3219,4.45447,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67604,-3.93182,4.73522,4.86879,NA,NA,NA,NA,NA,NA,NA,NA,NA,3652.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67972,-2.24967,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1161.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68123,-1.30652,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6053.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68306,-1.07817,4.71589,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820.096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68446,-2.73135,4.38153,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68721,-2.97108,4.75734,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3743.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
