id,x0,x1,x2,fitness-1,fitness-1.5,fitness-3,fitness-3.5,fitness-2.5,fitness-2,fitness-4
67540,1.81793,1.48497,-4.65522,NA,NA,NA,-22.893,NA,NA,NA
67616,1.80245,1.41741,-4.15733,NA,-38.025,NA,NA,NA,NA,NA
67982,1.73196,1.87067,-4.11684,NA,NA,NA,NA,-3.747,NA,NA
68198,1.64034,1.24862,-4.62622,NA,NA,-13.953,NA,NA,NA,NA
68213,1.50551,1.42002,-3.9841,NA,NA,NA,NA,NA,-12.931,NA
68587,2.0103,1.33021,-4.02529,NA,NA,NA,NA,NA,-16.925,NA
68735,2.4734,1.76055,-4.55791,NA,NA,NA,NA,NA,-21.635,NA
68860,1.82796,2.43844,-5,NA,NA,NA,NA,-27.175,NA,NA
69028,2.31934,1.4258,-5,NA,NA,NA,NA,NA,-26.844,NA
69256,1.02158,1.42734,-4.35507,NA,NA,NA,NA,NA,-30.907,NA
69565,1.26511,2.04745,-5,NA,NA,NA,NA,-25.177,NA,NA
69620,1.59407,1.85727,-3.83273,NA,NA,-12.541,NA,NA,NA,NA
69946,1.87132,1.38945,-5,NA,NA,-23.419,NA,NA,NA,NA
70002,1.45846,1.79063,-4.91352,NA,NA,NA,NA,-14.671,NA,NA
70249,1.23906,2.02517,-4.23917,NA,NA,NA,NA,-14.386,NA,NA
70532,1.74105,2.23602,-3.80949,NA,NA,NA,NA,-17.496,NA,NA
70784,1.51087,1.47504,-4.21219,NA,NA,NA,NA,-5.253,NA,NA
70924,2.57739,1.3786,-4.52637,NA,NA,-30.41,NA,NA,NA,NA
71119,1.68095,2.29725,-5,NA,NA,NA,NA,-22.988,NA,NA
71389,1.88348,1.88724,-5,NA,NA,NA,NA,NA,-20.037,NA
71495,1.61282,2.51167,-5,NA,NA,NA,NA,NA,-31.744,NA
71632,1.16612,2.45253,-4.47753,NA,NA,NA,NA,-28.25,NA,NA
71974,1.30403,2.15545,-5,NA,NA,NA,NA,-24.914,NA,NA
72039,1.47573,1.95304,-4.1197,NA,NA,NA,-23.465,NA,NA,NA
72360,1.66632,2.10367,-4.04797,NA,NA,NA,-23.038,NA,NA,NA
72481,1.62321,2.10248,-3.92781,NA,NA,NA,-25.15,NA,NA,NA
72696,2.41692,2.03876,-4.51641,NA,NA,NA,-34.949,NA,NA,NA
72809,1.57318,1.67136,-5,NA,NA,-17.042,NA,NA,NA,NA
73046,2.28002,1.57765,-5,NA,NA,NA,-41.518,NA,NA,NA
73346,1.68524,2.23595,-5,NA,NA,-22.771,NA,NA,NA,NA
73548,1.96068,2.504,-4.10383,NA,NA,-26.103,NA,NA,NA,NA
73634,1.20731,2.23946,-4.46846,NA,NA,NA,NA,-19.495,NA,NA
73940,2.69875,1.89564,-4.62619,NA,NA,NA,NA,-25.943,NA,NA
74183,1.81026,1.72878,-4.83392,NA,NA,NA,NA,NA,-11.646,NA
74378,1.6325,1.41664,-5,NA,NA,NA,NA,-19.152,NA,NA
74561,1.79468,1.57575,-4.51271,NA,NA,NA,NA,NA,-12.837,NA
74631,1.61729,1.14678,-4.06408,NA,NA,NA,NA,NA,-15.921,NA
74829,1.65609,1.69469,-4.69892,NA,NA,NA,NA,-7.229,NA,NA
75193,1.77885,1.98099,-4.67803,NA,NA,NA,NA,-8.345,NA,NA
75339,1.47188,1.25247,-5,NA,NA,NA,NA,NA,-38.02,NA
75491,1.70608,1.48631,-4.81935,NA,NA,NA,NA,-9.727,NA,NA
75736,1.09088,2.3958,-4.14157,NA,NA,NA,NA,-28.492,NA,NA
75876,2.40919,1.80569,-5,NA,NA,NA,NA,-24.697,NA,NA
76002,2.31347,1.70754,-5,NA,-41.047,NA,NA,NA,NA,NA
76280,1.50157,2.11004,-4.95022,NA,NA,-23.075,NA,NA,NA,NA
76481,1.51297,1.55527,-5,NA,NA,-21.121,NA,NA,NA,NA
76640,1.63586,1.61148,-5,NA,NA,NA,NA,-15.257,NA,NA
76988,1.86207,1.00981,-4.28545,NA,NA,NA,NA,-16.704,NA,NA
77018,2.33819,1.92497,-4.1917,NA,NA,NA,NA,NA,-17.075,NA
77258,2.4668,1.7365,-5,NA,NA,NA,NA,-25.07,NA,NA
77462,1.90369,1.38206,-5,NA,NA,NA,NA,-18.956,NA,NA
77730,1.54394,1.55971,-4.37361,NA,NA,-16.563,NA,NA,NA,NA
77982,1.70343,1.71877,-4.3109,NA,NA,-3.083,NA,NA,NA,NA
78081,2.14189,0.993449,-4.25362,NA,NA,NA,NA,-22.111,NA,NA
78308,2.39847,1.4552,-4.16231,NA,NA,NA,NA,NA,-20.156,NA
78434,1.96898,2.42902,-4.42255,NA,NA,NA,NA,-17.698,NA,NA
78750,2.119,1.41082,-4.67417,NA,NA,NA,NA,NA,-15.784,NA
78807,1.71099,1.99681,-3.89039,NA,NA,NA,NA,-10.139,NA,NA
79093,1.99237,1.26318,-4.29883,NA,NA,NA,NA,-6.375,NA,NA
79201,1.97326,1.77645,-5,NA,NA,NA,NA,-15.783,NA,NA
79458,1.5311,1.8159,-5,NA,NA,NA,NA,NA,-25.394,NA
79780,1.58954,1.90479,-5,NA,NA,NA,NA,NA,-24.754,NA
79973,1.46549,1.54822,-4.61458,NA,NA,-18.737,NA,NA,NA,NA
80140,2.52535,1.48619,-4.3484,NA,NA,-27.138,NA,NA,NA,NA
80214,2.18875,1.73984,-5,NA,NA,NA,NA,NA,-22.846,NA
80407,2.01571,1.65222,-4.77854,NA,-29.402,NA,NA,NA,NA,NA
80676,1.77663,2.32021,-4.14839,NA,NA,NA,NA,NA,-19.259,NA
80885,1.21109,2.08797,-5,NA,NA,NA,-42.901,NA,NA,NA
81186,1.35933,2.18037,-5,NA,NA,-35.253,NA,NA,NA,NA
81400,0.917478,2.47161,-5,NA,NA,NA,NA,NA,-48.339,NA
81486,1.59566,2.46314,-4.80924,NA,NA,NA,-35.724,NA,NA,NA
81617,1.84515,2.35788,-5,NA,NA,NA,NA,-25.388,NA,NA
81960,1.14872,2.34365,-4.35488,NA,NA,NA,NA,-23.361,NA,NA
82092,1.41105,2.52942,-3.93408,NA,NA,NA,NA,-28.693,NA,NA
82287,1.62139,1.94437,-4.40405,NA,NA,NA,-28.218,NA,NA,NA
82496,1.8099,2.14463,-5,NA,NA,-23.724,NA,NA,NA,NA
82665,1.68649,2.6333,-5,NA,NA,NA,NA,-34.181,NA,NA
82827,1.57656,1.73523,-4.12442,NA,NA,NA,NA,-4.555,NA,NA
83120,1.55587,1.57203,-4.22335,NA,-32.186,NA,NA,NA,NA,NA
83308,1.72503,1.59953,-4.68759,NA,-30.006,NA,NA,NA,NA,NA
83536,1.58289,1.27247,-4.29339,NA,NA,NA,NA,-5.994,NA,NA
83797,2.6664,1.67326,-4.54984,NA,NA,NA,NA,-23.149,NA,NA
83916,2.337,1.90402,-5,NA,NA,NA,NA,NA,-24.12,NA
84113,1.57453,1.61762,-4.81702,NA,NA,NA,NA,NA,-14.48,NA
84266,1.77486,1.61274,-5,NA,NA,NA,NA,NA,-22.809,NA
84438,1.42494,1.72819,-4.48259,NA,NA,NA,NA,-6.12,NA,NA
84634,1.3756,1.73183,-4.33868,NA,NA,-10.594,NA,NA,NA,NA
84833,1.64848,1.78637,-4.91549,NA,NA,NA,NA,-13.935,NA,NA
85030,1.45499,2.20369,-4.24456,NA,NA,NA,NA,-12.98,NA,NA
85343,2.48743,1.8283,-4.22196,NA,NA,-18.748,NA,NA,NA,NA
85552,2.15298,1.72765,-4.58273,NA,NA,-15.138,NA,NA,NA,NA
85668,2.53915,1.84349,-4.81433,NA,NA,NA,NA,-22.762,NA,NA
85812,2.0872,1.83604,-4.40508,NA,NA,NA,NA,NA,-10.71,NA
86084,1.06527,2.01182,-4.82692,NA,NA,-29.977,NA,NA,NA,NA
86391,1.48979,1.2039,-5,NA,NA,-39.318,NA,NA,NA,NA
86570,1.64939,1.44789,-5,NA,NA,NA,NA,-17.204,NA,NA
86783,2.30475,1.89426,-4.52585,NA,NA,NA,NA,-12.556,NA,NA
86943,2.12012,1.96372,-5,NA,NA,NA,NA,-18.432,NA,NA
87042,2.17879,1.35881,-4.85255,NA,NA,NA,NA,NA,-18.058,NA
87348,1.31782,2.20032,-5,NA,NA,NA,NA,NA,-27.024,NA
87549,1.72162,1.5077,-5,NA,NA,NA,NA,NA,-18.732,NA
87643,2.66747,1.91107,-4.76684,NA,NA,NA,NA,NA,-30.034,NA
87980,1.52181,2.31994,-3.69239,NA,NA,NA,NA,-25.176,NA,NA
88193,2.05969,2.65893,-5,NA,NA,NA,NA,-37.289,NA,NA
88320,1.37102,2.25533,-5,NA,NA,NA,NA,-25.56,NA,NA
88511,1.23202,1.57246,-5,NA,NA,-30.765,NA,NA,NA,NA
88777,2.18374,1.89618,-4.02063,NA,NA,-11.54,NA,NA,NA,NA
88881,1.98051,0.963914,-4.61892,NA,NA,NA,NA,-23.379,NA,NA
89137,1.50533,1.59013,-4.59443,NA,NA,-16.578,NA,NA,NA,NA
89209,2.25476,1.93982,-4.43363,NA,NA,NA,NA,NA,-13.931,NA
89467,1.9929,1.6818,-5,NA,NA,NA,NA,-16.242,NA,NA
89643,1.46293,1.70835,-5,NA,NA,NA,NA,NA,-29.076,NA
89920,1.7333,1.54919,-5,NA,NA,NA,NA,NA,-17.651,NA
90178,1.78981,1.50297,-5,NA,NA,NA,NA,-16.305,NA,NA
90340,1.30727,1.26862,-5,NA,NA,NA,NA,NA,-39.327,NA
90600,1.39384,1.64201,-4.65488,NA,NA,NA,NA,NA,-14.953,NA
90660,1.42109,2.03878,-5,NA,NA,NA,NA,-20.585,NA,NA
90821,1.91027,2.50175,-4.57114,NA,NA,NA,NA,NA,-23.895,NA
91178,1.55877,1.9231,-4.06004,NA,NA,NA,NA,-6.508,NA,NA
91300,1.50808,2.27496,-3.89519,NA,NA,NA,NA,-18.261,NA,NA
91560,1.75267,2.15787,-4.23687,NA,NA,-21.496,NA,NA,NA,NA
91682,1.79321,2.27784,-4.20016,NA,NA,-18.236,NA,NA,NA,NA
91931,2.24359,1.81515,-4.69148,NA,NA,NA,NA,-12.113,NA,NA
92062,1.68257,1.61789,-4.80554,NA,NA,NA,NA,NA,-12.792,NA
92237,1.91213,1.9504,-3.70223,NA,NA,NA,NA,NA,-21.351,NA
92587,2.06835,2.15339,-4.92626,NA,NA,NA,NA,-18.512,NA,NA
92692,1.59566,2.50629,-4.41875,NA,NA,-22.946,NA,NA,NA,NA
92920,1.65255,1.6753,-3.75817,NA,NA,-14.235,NA,NA,NA,NA
93109,1.62234,1.75781,-4.92297,NA,NA,NA,NA,-12.979,NA,NA
93310,1.4236,2.41608,-4.65022,NA,NA,NA,NA,-21.924,NA,NA
93510,2.48072,1.75185,-5,NA,NA,NA,NA,NA,-29.119,NA
93665,2.9121,1.63517,-3.83825,NA,NA,NA,NA,NA,-44.717,NA
93876,2.51719,1.72128,-5,NA,NA,NA,NA,NA,-37.176,NA
94133,2.96016,1.08845,-5,NA,NA,NA,NA,NA,-58.473,NA
94300,2.79035,2.14892,-5,NA,NA,NA,NA,NA,-46.733,NA
94410,1.88567,1.76946,-4.22565,NA,NA,NA,NA,NA,-5.433,NA
94627,1.7943,2.11856,-5,NA,NA,-26.415,NA,NA,NA,NA
94955,2.41027,1.44141,-4.76546,NA,NA,-20.188,NA,NA,NA,NA
95097,2.03647,1.80685,-5,NA,NA,-22.433,NA,NA,NA,NA
95263,2.03421,1.4714,-4.44907,NA,NA,NA,NA,-4.304,NA,NA
95585,1.57683,1.23391,-3.89893,NA,NA,NA,NA,-14.669,NA,NA
95777,2.18845,1.35095,-4.54127,NA,NA,NA,NA,-10.904,NA,NA
95904,1.353,1.39579,-3.91867,NA,NA,NA,NA,NA,-20.657,NA
96006,1.17883,2.34191,-4.43189,NA,NA,-24.19,NA,NA,NA,NA
96322,1.70634,1.96723,-4.62748,NA,NA,-10.628,NA,NA,NA,NA
96442,2.42567,1.25542,-5,NA,NA,NA,NA,-31.568,NA,NA
96605,2.14223,1.10604,-4.93418,NA,NA,NA,NA,-26.09,NA,NA
96876,2.08897,1.63695,-5,NA,NA,NA,NA,-17.43,NA,NA
97196,1.55993,1.77617,-4.48813,NA,NA,NA,NA,-4.121,NA,NA
97381,1.75652,1.45817,-3.27654,NA,NA,-42.388,NA,NA,NA,NA
97473,2.76548,1.32784,-4.86689,NA,NA,-43.427,NA,NA,NA,NA
97673,2.10087,2.17741,-5,NA,NA,NA,NA,-21.811,NA,NA
97925,1.87832,1.21246,-5,NA,NA,NA,NA,-22.17,NA,NA
98093,2.23898,1.56184,-4.75326,NA,NA,NA,NA,NA,-17.325,NA
98315,1.51221,1.70636,-5,NA,NA,NA,NA,NA,-21.311,NA
98519,1.33089,1.18384,-4.74716,NA,NA,-26.488,NA,NA,NA,NA
98711,1.90382,1.32261,-4.29511,NA,NA,NA,NA,NA,-11.854,NA
98935,1.78291,2.49438,-5,NA,NA,NA,NA,-28.94,NA,NA
99040,1.30653,2.3336,-4.53821,NA,NA,-21.538,NA,NA,NA,NA
99268,1.91363,2.01891,-3.97105,NA,NA,NA,NA,NA,NA,-47.376
99519,1.53051,2.45068,-4.84891,NA,NA,NA,NA,NA,-26.356,NA
99750,2.43897,1.55817,-4.85971,NA,NA,-25.248,NA,NA,NA,NA
99836,0.638968,1.8704,-4.15412,NA,NA,NA,NA,-42.014,NA,NA
100130,1.37977,1.46634,-5,NA,NA,NA,-39.592,NA,NA,NA
100332,2.24682,2.22774,-5,NA,NA,-28.792,NA,NA,NA,NA
100491,1.58813,2.00433,-3.91675,NA,NA,-19.898,NA,NA,NA,NA
100662,1.64017,2.18983,-4.41102,NA,NA,-17.374,NA,NA,NA,NA
100868,1.7229,2.25281,-4.63648,NA,NA,NA,NA,NA,-16.351,NA
101157,2.3633,1.81928,-4.6609,NA,NA,-24.448,NA,NA,NA,NA
101316,2.02904,1.15735,-5,NA,NA,NA,NA,-28.404,NA,NA
101477,2.02474,1.63605,-5,NA,NA,NA,-34.835,NA,NA,NA
101738,2.14036,2.08851,-4.86531,NA,NA,-18.135,NA,NA,NA,NA
101976,1.90391,1.98497,-4.29909,NA,NA,NA,-28.76,NA,NA,NA
102113,2.42367,1.88717,-3.90057,NA,NA,-25.279,NA,NA,NA,NA
102249,1.19543,1.42473,-3.60416,NA,NA,-33.86,NA,NA,NA,NA
102507,1.50907,1.76848,-3.82449,NA,NA,NA,NA,-11.093,NA,NA
102675,1.90903,1.1079,-4.02707,NA,NA,NA,NA,-15.333,NA,NA
102884,2.12764,1.62036,-4.40728,NA,NA,NA,NA,-5.343,NA,NA
103068,2.4465,1.60185,-4.23197,NA,NA,-16.668,NA,NA,NA,NA
103306,2.28235,2.05178,-4.94043,NA,NA,NA,NA,-20.887,NA,NA
103453,2.40564,2.03298,-5,NA,NA,-33.594,NA,NA,NA,NA
103800,1.81347,2.51393,-5,NA,NA,NA,NA,-29.513,NA,NA
103934,1.8666,1.18977,-5,NA,NA,NA,NA,NA,-27.544,NA
104023,1.1449,1.7358,-5,NA,NA,-30.219,NA,NA,NA,NA
104326,2.30084,1.8799,-4.91034,NA,NA,NA,-39.104,NA,NA,NA
104577,1.42353,1.3666,-5,NA,NA,NA,NA,-22.744,NA,NA
104616,1.417,1.47649,-5,NA,NA,-33.46,NA,NA,NA,NA
104910,1.74854,2.43124,-5,NA,NA,NA,NA,-27.12,NA,NA
105169,1.71922,2.06007,-4.94062,NA,NA,NA,NA,NA,-23.924,NA
105362,2.08712,1.36296,-5,NA,NA,NA,NA,NA,-27.559,NA
105446,2.42174,2.05745,-4.42257,NA,NA,NA,NA,-16.782,NA,NA
105797,1.60295,2.1992,-4.20062,NA,NA,NA,NA,NA,-18.863,NA
105854,2.16822,2.11752,-4.2128,NA,NA,NA,NA,NA,-16.594,NA
106075,2.34232,2.16269,-5,NA,NA,NA,NA,-27.019,NA,NA
106254,2.08335,1.31908,-4.94506,NA,NA,NA,NA,NA,-20.215,NA
106535,1.59984,1.3278,-5,NA,NA,NA,NA,NA,-22.723,NA
106734,2.52045,1.80642,-4.59827,NA,NA,NA,NA,-18.713,NA,NA
106857,2.43936,2.2165,-4.80024,NA,NA,NA,NA,NA,-27.547,NA
107015,1.95077,1.94753,-5,NA,NA,NA,NA,-16.223,NA,NA
107257,1.38285,1.20415,-4.42959,NA,NA,NA,NA,NA,-24.35,NA
107545,1.26654,2.11847,-5,NA,NA,NA,NA,-24.762,NA,NA
107677,1.85883,2.1361,-4.26111,NA,-23.51,NA,NA,NA,NA,NA
107827,1.72715,2.45021,-3.754,NA,NA,NA,NA,NA,-32.179,NA
108163,2.04676,2.27294,-4.10426,NA,NA,NA,NA,-14.557,NA,NA
108206,1.17198,1.52724,-4.29161,NA,NA,-14.571,NA,NA,NA,NA
108505,1.69793,1.68363,-4.30169,NA,-24.5,NA,NA,NA,NA,NA
108720,1.66325,2.02256,-4.89486,NA,NA,NA,NA,-14.296,NA,NA
108824,1.88571,1.68908,-5,NA,NA,-26.59,NA,NA,NA,NA
109041,1.84297,0.885133,-5,NA,NA,NA,-65.102,NA,NA,NA
109214,1.95357,2.39092,-5,NA,NA,NA,-41.989,NA,NA,NA
109423,1.08407,1.72067,-4.95746,NA,NA,NA,NA,-27.265,NA,NA
109682,1.44318,1.30208,-5,NA,NA,NA,NA,NA,-26.875,NA
109864,1.91838,2.05592,-5,NA,NA,NA,NA,-17.695,NA,NA
110033,1.23063,2.60307,-3.98929,NA,NA,NA,NA,-33.943,NA,NA
110292,1.67021,2.46257,-4.98296,NA,NA,NA,NA,-27.416,NA,NA
110560,1.1562,2.33027,-4.18511,NA,NA,NA,NA,-23.241,NA,NA
110633,1.2076,1.52124,-4.22945,NA,NA,NA,NA,-12.794,NA,NA
110851,1.00488,1.34619,-4.63693,NA,NA,NA,NA,-31.589,NA,NA
111157,2.2906,1.802,-4.41354,NA,NA,NA,NA,NA,-14.073,NA
111308,1.61204,1.57819,-4.81129,NA,NA,NA,NA,-9.268,NA,NA
111497,2.00639,1.83696,-5,NA,NA,NA,NA,-16.394,NA,NA
111769,1.65745,2.11688,-4.36604,NA,NA,NA,NA,NA,-11.058,NA
111879,1.1031,1.40169,-4.39603,NA,NA,NA,NA,NA,-37.473,NA
112165,1.69601,1.56613,-5,NA,NA,NA,NA,NA,-21.904,NA
112321,2.13673,1.81554,-4.50034,NA,NA,NA,NA,NA,-17.119,NA
112420,1.78374,1.772,-4.50579,NA,NA,NA,NA,-4.088,NA,NA
112788,1.95898,1.22515,-4.19197,NA,NA,NA,NA,NA,-18.935,NA
112813,1.69398,1.91203,-5,NA,NA,-19.972,NA,NA,NA,NA
113162,1.51603,1.86939,-4.2123,NA,NA,NA,NA,NA,-12.017,NA
113351,1.46152,1.54596,-5,NA,NA,NA,NA,-18.946,NA,NA
113524,1.71745,2.26918,-4.96711,NA,NA,NA,NA,NA,-23.474,NA
113645,2.22089,1.86488,-5,NA,NA,NA,NA,NA,-28.628,NA
113992,2.01345,1.95219,-5,NA,NA,-21.273,NA,NA,NA,NA
114098,1.5521,1.69342,-4.1972,NA,NA,NA,NA,-4.218,NA,NA
114289,1.49197,2.19492,-4.95457,NA,NA,-23.481,NA,NA,NA,NA
114562,1.59648,1.2657,-4.48416,NA,NA,NA,NA,-7.858,NA,NA
114623,1.70636,2.40443,-4.96981,NA,NA,NA,NA,-25.088,NA,NA
114841,1.56751,1.26374,-4.92639,NA,NA,-22.825,NA,NA,NA,NA
115141,2.04974,1.0192,-3.89137,NA,NA,NA,NA,-24.557,NA,NA
115248,1.76015,1.39374,-4.33968,NA,NA,NA,NA,NA,-10.555,NA
115493,1.74542,1.32001,-5,NA,NA,NA,NA,NA,-21.793,NA
115641,1.72079,1.65964,-5,NA,NA,NA,NA,-15.741,NA,NA
115978,2.40555,1.80476,-5,NA,NA,-25.177,NA,NA,NA,NA
116123,2.41397,1.66128,-4.76354,NA,NA,NA,NA,-18.157,NA,NA
116289,2.21854,2.13488,-4.52409,NA,NA,NA,NA,-13.836,NA,NA
116548,1.7191,2.52967,-4.00726,NA,NA,NA,NA,-23.49,NA,NA
116623,1.646,2.42441,-4.42964,NA,NA,-22.78,NA,NA,NA,NA
116927,1.59629,1.65751,-5,NA,NA,NA,NA,-15.672,NA,NA
117134,2.08116,1.09785,-5,NA,NA,NA,NA,-28.712,NA,NA
117317,2.36236,1.53843,-3.36402,NA,NA,NA,NA,-37.779,NA,NA
117442,2.16112,0.857688,-4.416,NA,NA,NA,NA,-30.829,NA,NA
117686,2.0972,1.99405,-5,NA,NA,NA,NA,NA,-23.317,NA
117819,1.65409,1.71215,-5,NA,NA,-23.073,NA,NA,NA,NA
118026,2.23457,0.923928,-3.71163,NA,NA,-41.638,NA,NA,NA,NA
118322,2.15138,1.32774,-4.1302,NA,NA,NA,NA,NA,-11.636,NA
118520,1.2803,1.61066,-4.48526,NA,NA,NA,NA,NA,-19.277,NA
118687,2.01397,2.75451,-4.41593,NA,NA,NA,NA,-31.232,NA,NA
118957,1.75959,2.56407,-5,NA,NA,NA,NA,-31.48,NA,NA
119057,1.53382,2.5209,-5,NA,NA,-37.423,NA,NA,NA,NA
119270,2.20609,2.42938,-4.41958,NA,NA,NA,NA,NA,-23.163,NA
119482,1.84351,2.6507,-4.48975,NA,NA,NA,NA,-27.082,NA,NA
119680,1.58342,1.25158,-5,NA,NA,-24.849,NA,NA,NA,NA
119887,1.68866,1.85587,-5,NA,NA,-27.842,NA,NA,NA,NA
120126,1.29819,2.19492,-4.18903,NA,NA,NA,NA,-17.041,NA,NA
120350,1.2288,2.19068,-4.48776,NA,NA,NA,NA,NA,-23.569,NA
120408,0.922323,2.48878,-4.59741,NA,NA,NA,NA,NA,-39.199,NA
120608,1.64967,1.5927,-3.46958,NA,NA,NA,NA,-24.374,NA,NA
120980,0.976103,1.34984,-3.97992,NA,NA,NA,NA,NA,-36.606,NA
121039,2.47664,1.37331,-4.53669,NA,NA,NA,NA,-18.323,NA,NA
121244,2.04246,2.13122,-5,NA,NA,NA,NA,-20.119,NA,NA
121510,2.31751,1.71297,-5,NA,NA,-28.053,NA,NA,NA,NA
121720,2.57583,2.09491,-3.97608,NA,NA,NA,NA,-26.986,NA,NA
121933,2.49409,1.47991,-4.3134,NA,NA,NA,NA,-17.937,NA,NA
122151,1.93368,2.02686,-4.59993,NA,NA,NA,NA,NA,-11.774,NA
122308,1.46603,1.37391,-4.49956,NA,NA,NA,NA,NA,-12.012,NA
122553,1.77866,1.41272,-5,NA,NA,NA,NA,NA,-19.353,NA
122780,1.22641,1.43215,-4.78027,NA,NA,NA,NA,-20.922,NA,NA
122953,1.93007,1.32225,-5,NA,NA,NA,NA,-18.787,NA,NA
123074,1.85727,1.83419,-5,NA,NA,NA,NA,-15.239,NA,NA
123254,1.32401,1.73959,-5,NA,NA,NA,NA,-21.516,NA,NA
123437,1.88962,1.76204,-4.51102,NA,NA,NA,NA,-4.27,NA,NA
123781,1.61467,1.20216,-4.16272,NA,NA,-15.89,NA,NA,NA,NA
123907,1.19161,1.05729,-4.6703,NA,NA,NA,NA,-34.743,NA,NA
124136,1.35158,1.40885,-4.59642,NA,NA,NA,NA,NA,-13.188,NA
124204,2.16541,1.8027,-4.63668,NA,NA,NA,NA,-8.911,NA,NA
124516,1.22431,1.4503,-5,NA,NA,NA,NA,NA,-34.953,NA
124676,1.61025,1.78918,-4.85517,NA,NA,NA,NA,-12.291,NA,NA
124912,1.40613,1.68434,-5,NA,NA,NA,NA,-19.133,NA,NA
125175,1.66847,1.93068,-4.41764,NA,NA,-6.021,NA,NA,NA,NA
125316,1.32117,1.46671,-4.97053,NA,NA,NA,NA,-22.505,NA,NA
125572,1.80377,1.4149,-5,NA,NA,-22.109,NA,NA,NA,NA
125612,2.51841,2.15486,-4.33705,NA,NA,-26.182,NA,NA,NA,NA
125901,0.995618,1.50224,-4.31195,NA,NA,NA,NA,-23.103,NA,NA
126179,1.55394,1.97122,-4.61315,NA,NA,NA,NA,-9.117,NA,NA
126236,2.37578,1.84383,-4.53434,NA,NA,-14.954,NA,NA,NA,NA
126580,1.5185,1.66613,-5,NA,NA,NA,NA,-17.303,NA,NA
126688,1.97423,2.39311,-5,NA,NA,NA,NA,NA,-30.782,NA
126958,1.64722,2.14572,-4.37258,NA,NA,-21.585,NA,NA,NA,NA
127164,2.09091,1.18955,-3.90422,NA,NA,NA,-35.328,NA,NA,NA
127235,2.40369,1.85722,-4.38909,NA,NA,-14.832,NA,NA,NA,NA
127419,2.4131,1.5672,-4.07425,NA,NA,NA,NA,-14.836,NA,NA
127722,1.59178,1.70777,-4.74545,NA,NA,-11.403,NA,NA,NA,NA
127964,1.36869,1.79013,-4.92488,NA,NA,-19.852,NA,NA,NA,NA
128070,1.86576,2.2532,-4.4169,NA,NA,NA,-24.661,NA,NA,NA
128213,1.83364,1.75232,-4.71398,NA,NA,-8.456,NA,NA,NA,NA
128558,2.28345,2.01706,-4.23781,NA,NA,-22.052,NA,NA,NA,NA
128779,1.35287,2.31581,-5,NA,NA,-33.507,NA,NA,NA,NA
128929,1.57988,1.73756,-4.34798,NA,NA,-16.069,NA,NA,NA,NA
129016,1.88909,1.69032,-3.70995,NA,NA,NA,-39.003,NA,NA,NA
129249,1.87152,1.65137,-5,NA,NA,-17.667,NA,NA,NA,NA
129498,1.4781,1.67409,-5,NA,NA,-18.411,NA,NA,NA,NA
129718,1.63278,1.31827,-4.62368,NA,NA,NA,NA,-8.498,NA,NA
129829,1.38468,1.56947,-4.80482,NA,NA,NA,NA,-13.456,NA,NA
130009,2.04079,2.31742,-4.05328,NA,NA,NA,NA,-17.607,NA,NA
130280,2.1854,1.60918,-4.03101,NA,NA,NA,NA,-8.921,NA,NA
130526,1.95353,1.42162,-4.34078,NA,NA,NA,NA,-2.873,NA,NA
130674,3.14863,1.42078,-4.59316,NA,NA,NA,NA,-49.523,NA,NA
130978,2.33502,1.17499,-3.75504,NA,NA,-29.98,NA,NA,NA,NA
131177,2.44844,1.29072,-4.28643,NA,NA,NA,NA,NA,-20.424,NA
131398,1.58941,1.33547,-5,NA,NA,NA,NA,NA,-35.585,NA
131429,1.7342,0.808365,-5,NA,NA,-49.566,NA,NA,NA,NA
131762,2.33497,0.918605,-4.72259,NA,NA,NA,NA,-35.475,NA,NA
131866,1.72731,1.40444,-4.78403,NA,NA,NA,NA,NA,-14.156,NA
132193,2.03336,1.32268,-4.70645,NA,NA,NA,NA,NA,-20.139,NA
132268,1.55949,1.95353,-5,NA,NA,NA,NA,NA,-24.321,NA
132596,1.96498,1.85151,-5,NA,NA,NA,-29.643,NA,NA,NA
132628,2.05455,1.62204,-4.02176,NA,NA,NA,NA,-5.448,NA,NA
132931,1.72383,1.64885,-4.50329,NA,NA,-12.393,NA,NA,NA,NA
133038,1.26509,2.1613,-4.20282,NA,NA,NA,NA,-15.409,NA,NA
133209,2.46074,2.04492,-4.08729,NA,NA,NA,NA,NA,-28.65,NA
133597,2.29515,1.735,-3.82651,NA,NA,NA,NA,-16.252,NA,NA
133627,1.784,2.45343,-4.49118,NA,NA,NA,NA,-18.476,NA,NA
133975,2.36661,1.27063,-5,NA,NA,NA,NA,-27.775,NA,NA
134149,1.63772,1.25567,-4.18329,NA,NA,NA,NA,NA,-14.298,NA
134329,1.29609,1.26335,-4.11301,NA,NA,NA,NA,NA,-20.535,NA
134465,1.84848,1.4049,-5,NA,NA,NA,NA,NA,-19.854,NA
134677,2.43545,1.61252,-4.59498,NA,NA,NA,NA,NA,-18.796,NA
134834,2.05278,2.34464,-4.59137,NA,NA,NA,NA,-17.178,NA,NA
135058,2.05024,1.92118,-4.06524,NA,NA,NA,NA,NA,-10.966,NA
135359,2.04091,2.1047,-4.33766,NA,NA,NA,NA,NA,-10.55,NA
