id,x0,x1,x2,fitness-1,fitness-0.5,fitness-2,fitness-3,fitness-2.5,fitness-3.5,fitness-4,fitness-1.5,fitness-4.5,fitness-5,fitness0
52428,1.24122,1.09952,-4.74253,NA,NA,-48.349,NA,NA,NA,NA,NA,NA,NA,NA
52783,0.350415,1.62927,-5,NA,NA,NA,NA,NA,NA,NA,-82.332,NA,NA,NA
52833,1.26089,2.05504,-3.9177,NA,NA,NA,NA,NA,NA,NA,-46.261,NA,NA,NA
53165,0.668158,2.4825,-4.23262,NA,NA,NA,NA,NA,NA,-81.722,NA,NA,NA,NA
53300,1.71735,2.50935,-3.99756,NA,NA,-30.615,NA,NA,NA,NA,NA,NA,NA,NA
53501,1.1652,2.8653,-3.83285,NA,NA,NA,NA,-49.46,NA,NA,NA,NA,NA,NA
53734,1.45261,3.02797,-4.40137,NA,NA,NA,NA,-45.999,NA,NA,NA,NA,NA,NA
53925,1.64096,3.39683,-4.10867,NA,NA,NA,NA,NA,-100.225,NA,NA,NA,NA,NA
54124,2.44917,2.89826,-4.1596,NA,NA,NA,NA,NA,NA,-93.897,NA,NA,NA,NA
54255,2.50765,3.25142,-3.46956,NA,NA,NA,NA,NA,-118.749,NA,NA,NA,NA,NA
54514,1.58338,2.48191,-3.1558,NA,NA,-56.427,NA,NA,NA,NA,NA,NA,NA,NA
54780,2.57875,1.55845,-3.93269,-68.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54907,3.11003,2.424,-4.65215,NA,NA,-57.759,NA,NA,NA,NA,NA,NA,NA,NA
55071,2.46016,1.61611,-4.28147,NA,NA,NA,NA,-14.523,NA,NA,NA,NA,NA,NA
55214,1.45467,1.44186,-4.89311,NA,NA,NA,NA,-16.347,NA,NA,NA,NA,NA,NA
55525,1.73354,1.79408,-5,NA,NA,-27.434,NA,NA,NA,NA,NA,NA,NA,NA
55679,1.59716,2.51955,-5,NA,NA,NA,NA,-31.057,NA,NA,NA,NA,NA,NA
55908,2.70698,2.52547,-5,NA,NA,NA,NA,-47.375,NA,NA,NA,NA,NA,NA
56147,2.86258,2.3993,-5,NA,NA,NA,NA,-49.612,NA,NA,NA,NA,NA,NA
56394,2.19473,3.53753,-3.89277,NA,NA,-88.957,NA,NA,NA,NA,NA,NA,NA,NA
56469,2.4546,3.0851,-5,NA,NA,NA,NA,-65.108,NA,NA,NA,NA,NA,NA
56786,2.60917,3.07667,-5,NA,NA,NA,NA,-69.54,NA,NA,NA,NA,NA,NA
56830,3.13478,2.57403,-5,NA,NA,NA,NA,NA,-82.509,NA,NA,NA,NA,NA
57160,2.30625,2.42771,-3.75238,NA,NA,NA,NA,NA,NA,-70.68,NA,NA,NA,NA
57338,2.55518,2.05888,-4.01463,NA,NA,NA,NA,NA,NA,-60.756,NA,NA,NA,NA
57460,1.51003,2.23549,-4.93098,NA,NA,NA,-32.005,NA,NA,NA,NA,NA,NA,NA
57673,1.2667,2.24093,-5,NA,NA,NA,-36.442,NA,NA,NA,NA,NA,NA,NA
57858,0.663242,1.52032,-5,NA,NA,NA,NA,-53.703,NA,NA,NA,NA,NA,NA
58138,1.50465,1.86584,-3.67173,NA,NA,NA,NA,NA,NA,NA,-34.025,NA,NA,NA
58333,0.63559,1.27596,-4.67891,NA,NA,NA,NA,-56.353,NA,NA,NA,NA,NA,NA
58534,2.22928,2.05925,-4.25533,NA,NA,NA,NA,NA,NA,-63.774,NA,NA,NA,NA
58733,2.51993,2.0594,-3.78375,NA,NA,NA,NA,NA,-61.158,NA,NA,NA,NA,NA
58951,2.88039,1.46435,-3.15172,NA,NA,NA,NA,NA,NA,NA,NA,-176.176,NA,NA
59129,0.848851,1.89098,-3.32903,NA,NA,NA,NA,NA,-70.962,NA,NA,NA,NA,NA
59270,0.890992,1.9667,-4.70626,NA,NA,NA,NA,NA,NA,-89.481,NA,NA,NA,NA
59564,-0.38276,1.98892,-4.41314,NA,NA,NA,NA,NA,NA,-139.001,NA,NA,NA,NA
59793,0.818481,2.24256,-4.80821,NA,NA,NA,NA,NA,NA,-72.04,NA,NA,NA,NA
59951,1.57761,2.39756,-5,NA,NA,NA,-34.934,NA,NA,NA,NA,NA,NA,NA
60056,1.49408,2.83702,-5,NA,NA,NA,-46.98,NA,NA,NA,NA,NA,NA,NA
60373,0.922442,2.86217,-5,NA,NA,NA,-62.871,NA,NA,NA,NA,NA,NA,NA
60546,2.13178,1.71739,-5,NA,NA,-29.444,NA,NA,NA,NA,NA,NA,NA,NA
60731,1.11685,2.30264,-5,NA,NA,-35.094,NA,NA,NA,NA,NA,NA,NA,NA
60809,1.0512,2.69816,-4.17707,NA,NA,NA,NA,-39.548,NA,NA,NA,NA,NA,NA
61039,1.55325,2.49683,-4.91501,NA,NA,NA,NA,NA,-44.981,NA,NA,NA,NA,NA
61218,1.94743,1.50635,-4.35041,NA,NA,NA,NA,NA,-19.217,NA,NA,NA,NA,NA
61489,1.38444,2.28793,-5,NA,NA,NA,NA,NA,NA,-78.046,NA,NA,NA,NA
61790,2.10387,3.4924,-5,NA,NA,NA,NA,-85.116,NA,NA,NA,NA,NA,NA
61843,1.95908,2.68994,-5,NA,NA,NA,NA,-36.696,NA,NA,NA,NA,NA,NA
62158,2.26041,1.78524,-3.55641,NA,NA,-37.704,NA,NA,NA,NA,NA,NA,NA,NA
62391,2.1132,2.55583,-3.50812,NA,NA,NA,-48.392,NA,NA,NA,NA,NA,NA,NA
62409,1.68147,1.57889,-4.18273,NA,NA,-9.25,NA,NA,NA,NA,NA,NA,NA,NA
62625,1.43729,2.13128,-4.18781,NA,NA,NA,NA,NA,NA,NA,-27.106,NA,NA,NA
62857,1.69949,1.83104,-5,NA,NA,NA,NA,-16.337,NA,NA,NA,NA,NA,NA
63184,0.594134,2.07828,-5,NA,NA,NA,-51.156,NA,NA,NA,NA,NA,NA,NA
63375,1.84308,2.23585,-5,NA,NA,-22.755,NA,NA,NA,NA,NA,NA,NA,NA
63521,1.33765,2.7941,-5,NA,NA,NA,NA,NA,NA,NA,-66.674,NA,NA,NA
63696,1.15112,1.0395,-5,NA,NA,NA,NA,-53.43,NA,NA,NA,NA,NA,NA
63883,2.00874,1.03864,-4.77191,NA,NA,-26.035,NA,NA,NA,NA,NA,NA,NA,NA
64198,2.13155,0.512961,-4.6361,NA,NA,NA,NA,-67.699,NA,NA,NA,NA,NA,NA
64212,3.01855,1.77905,-3.73548,NA,NA,NA,-56.886,NA,NA,NA,NA,NA,NA,NA
64531,3.41944,1.55237,-5,NA,NA,NA,-77.302,NA,NA,NA,NA,NA,NA,NA
64782,2.22143,2.82848,-5,NA,NA,NA,NA,-46.507,NA,NA,NA,NA,NA,NA
64876,1.24847,2.01149,-5,NA,NA,-30.939,NA,NA,NA,NA,NA,NA,NA,NA
65122,2.24275,1.91063,-4.84633,NA,NA,NA,NA,NA,NA,NA,-44.839,NA,NA,NA
65371,1.99228,2.11299,-4.46419,NA,NA,NA,-13.007,NA,NA,NA,NA,NA,NA,NA
65572,2.08841,2.02824,-3.81085,NA,NA,NA,NA,-15.68,NA,NA,NA,NA,NA,NA
65726,0.981149,1.19265,-4.66153,NA,NA,-47.229,NA,NA,NA,NA,NA,NA,NA,NA
65868,0.942894,1.56238,-4.88339,NA,NA,-40.63,NA,NA,NA,NA,NA,NA,NA,NA
66008,1.13299,2.19625,-4.5755,NA,NA,-29.313,NA,NA,NA,NA,NA,NA,NA,NA
66377,1.40212,3.10476,-5,-96.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66474,1.35169,1.68667,-5,NA,NA,NA,NA,-19.881,NA,NA,NA,NA,NA,NA
66634,2.05406,0.737259,-4.30526,NA,NA,NA,NA,NA,NA,NA,-67.497,NA,NA,NA
66962,1.54358,1.38665,-5,NA,NA,NA,NA,-20.662,NA,NA,NA,NA,NA,NA
67034,1.25518,1.97589,-4.13977,NA,NA,NA,NA,-14.13,NA,NA,NA,NA,NA,NA
67384,1.94054,1.98151,-4.40223,NA,NA,NA,-10.637,NA,NA,NA,NA,NA,NA,NA
67455,2.60842,1.25003,-5,NA,NA,NA,-44.736,NA,NA,NA,NA,NA,NA,NA
67701,1.64989,0.874726,-4.59804,NA,NA,NA,NA,-31.687,NA,NA,NA,NA,NA,NA
67817,1.40979,1.25821,-3.87772,NA,NA,NA,NA,NA,-33.632,NA,NA,NA,NA,NA
68099,2.4905,2.03021,-5,NA,NA,NA,NA,-28.614,NA,NA,NA,NA,NA,NA
68290,1.18196,2.47036,-4.48421,NA,NA,NA,NA,-27.186,NA,NA,NA,NA,NA,NA
68497,1.20107,2.50583,-5,NA,NA,NA,-40.501,NA,NA,NA,NA,NA,NA,NA
68690,1.70127,1.4291,-4.87174,NA,NA,NA,-13.654,NA,NA,NA,NA,NA,NA,NA
68934,2.79586,1.00845,-5,NA,NA,NA,NA,NA,-72.854,NA,NA,NA,NA,NA
69080,2.27168,0.970145,-5,NA,NA,NA,NA,-38.992,NA,NA,NA,NA,NA,NA
69296,2.4063,2.70631,-5,NA,NA,NA,NA,NA,-60.366,NA,NA,NA,NA,NA
69553,2.96707,2.30936,-5,NA,NA,-53.863,NA,NA,NA,NA,NA,NA,NA,NA
69664,2.26485,2.31145,-3.58724,-75.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69871,2.31066,2.47089,-4.16744,NA,NA,NA,NA,NA,NA,NA,-38.358,NA,NA,NA
70189,1.80624,3.07431,-4.22502,NA,NA,NA,NA,-47.846,NA,NA,NA,NA,NA,NA
70330,2.35418,2.42648,-4.60085,-57.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70575,1.94344,2.65202,-5,NA,NA,NA,NA,NA,NA,NA,-50.904,NA,NA,NA
70663,2.34813,2.59176,-5,NA,NA,NA,NA,-39.187,NA,NA,NA,NA,NA,NA
70996,2.10747,1.63093,-4.15759,NA,NA,-7.285,NA,NA,NA,NA,NA,NA,NA,NA
71001,2.25339,1.71664,-4.79162,NA,NA,NA,-19.807,NA,NA,NA,NA,NA,NA,NA
71377,1.57295,1.57722,-5,-68.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71513,2.44747,1.01521,-5,NA,NA,NA,NA,-40.654,NA,NA,NA,NA,NA,NA
71768,1.6235,0.375932,-5,NA,NA,NA,-101.313,NA,NA,NA,NA,NA,NA,NA
71947,2.08976,1.2338,-5,NA,NA,NA,NA,NA,-35.384,NA,NA,NA,NA,NA
72127,2.98998,1.48983,-4.76343,NA,NA,NA,-43.511,NA,NA,NA,NA,NA,NA,NA
72272,3.04665,1.6713,-4.4145,NA,NA,-50.665,NA,NA,NA,NA,NA,NA,NA,NA
72509,2.78531,1.37436,-4.6213,NA,NA,NA,NA,NA,NA,NA,-54.469,NA,NA,NA
72692,1.89222,1.79461,-3.95066,NA,NA,NA,NA,-6.66,NA,NA,NA,NA,NA,NA
72828,1.92172,1.25281,-4.1252,NA,NA,-18.263,NA,NA,NA,NA,NA,NA,NA,NA
73189,1.86128,1.52147,-3.62122,NA,NA,-30.55,NA,NA,NA,NA,NA,NA,NA,NA
73323,1.42797,2.6247,-3.61601,NA,NA,-53.484,NA,NA,NA,NA,NA,NA,NA,NA
73440,2.43537,2.41531,-5,NA,NA,-42.822,NA,NA,NA,NA,NA,NA,NA,NA
73786,1.84917,2.47336,-4.66707,NA,NA,NA,NA,NA,NA,NA,-34.626,NA,NA,NA
73954,2.78,2.34544,-4.65748,NA,NA,NA,NA,-39.007,NA,NA,NA,NA,NA,NA
74064,2.7768,2.20712,-5,NA,NA,NA,NA,-41.927,NA,NA,NA,NA,NA,NA
74315,2.16938,1.96374,-5,NA,NA,NA,-26.731,NA,NA,NA,NA,NA,NA,NA
74405,2.40787,2.61049,-5,NA,NA,NA,NA,-41.633,NA,NA,NA,NA,NA,NA
74711,2.8262,1.99976,-5,NA,NA,-46.345,NA,NA,NA,NA,NA,NA,NA,NA
74888,3.4465,0.731674,-4.44369,NA,NA,NA,NA,NA,NA,NA,-128.2,NA,NA,NA
75084,3.12895,2.0246,-3.37985,NA,NA,NA,NA,NA,NA,NA,-87.701,NA,NA,NA
75236,2.15372,1.53169,-4.15965,NA,NA,NA,NA,NA,-32.169,NA,NA,NA,NA,NA
75445,0.920418,2.23791,-4.91288,NA,NA,NA,NA,NA,-57.61,NA,NA,NA,NA,NA
75641,1.25712,2.03528,-5,NA,NA,NA,NA,-23.96,NA,NA,NA,NA,NA,NA
75854,1.83993,1.7646,-4.9867,NA,NA,NA,NA,NA,-43.811,NA,NA,NA,NA,NA
76175,1.94508,0.884566,-3.42361,NA,NA,NA,NA,-55.476,NA,NA,NA,NA,NA,NA
76268,2.36618,0.79549,-4.13086,NA,NA,NA,-44.413,NA,NA,NA,NA,NA,NA,NA
76565,2.17167,1.10935,-5,NA,NA,-38.398,NA,NA,NA,NA,NA,NA,NA,NA
76711,2.28158,3.28806,-5,NA,NA,-77.095,NA,NA,NA,NA,NA,NA,NA,NA
76871,0.569832,2.82137,-3.50896,NA,NA,NA,NA,-81.456,NA,NA,NA,NA,NA,NA
77138,0.37653,2.52495,-4.12691,NA,NA,NA,NA,NA,NA,NA,-90.291,NA,NA,NA
77364,0.808801,2.12987,-2.78105,NA,NA,-115.948,NA,NA,NA,NA,NA,NA,NA,NA
77498,1.35086,1.3636,-3.46375,NA,NA,-39.018,NA,NA,NA,NA,NA,NA,NA,NA
77635,2.04885,1.91339,-5,NA,NA,NA,NA,NA,NA,NA,-32.167,NA,NA,NA
77984,1.88547,1.32331,-5,NA,NA,NA,NA,NA,NA,NA,-35.883,NA,NA,NA
78075,1.96516,2.08463,-5,NA,NA,NA,NA,-18.402,NA,NA,NA,NA,NA,NA
78367,2.67447,1.54742,-4.18582,NA,NA,NA,NA,-23.592,NA,NA,NA,NA,NA,NA
78432,1.91958,2.16234,-4.89532,NA,NA,NA,-17.883,NA,NA,NA,NA,NA,NA,NA
78753,2.52224,2.03595,-5,NA,NA,NA,-36.302,NA,NA,NA,NA,NA,NA,NA
78836,1.93553,1.58888,-5,NA,NA,NA,NA,-16.251,NA,NA,NA,NA,NA,NA
79191,2.46726,1.64375,-5,NA,NA,NA,NA,NA,-53.238,NA,NA,NA,NA,NA
79276,2.27874,0.77437,-4.865,NA,NA,NA,-49.398,NA,NA,NA,NA,NA,NA,NA
79586,1.42148,0.858918,-3.71536,NA,NA,NA,NA,NA,-70.393,NA,NA,NA,NA,NA
79764,1.18611,1.13316,-4.08899,NA,NA,NA,-38.161,NA,NA,NA,NA,NA,NA,NA
79959,2.97593,1.97214,-4.56595,NA,NA,NA,-43.109,NA,NA,NA,NA,NA,NA,NA
80200,2.69252,1.92499,-5,NA,NA,NA,-37.218,NA,NA,NA,NA,NA,NA,NA
80370,2.14076,2.10318,-4.97267,NA,NA,-28.063,NA,NA,NA,NA,NA,NA,NA,NA
80572,1.14045,2.50943,-4.5065,NA,NA,NA,NA,-29.483,NA,NA,NA,NA,NA,NA
80777,1.8559,2.04829,-5,NA,NA,NA,NA,-18.381,NA,NA,NA,NA,NA,NA
80950,1.3393,2.42035,-5,NA,NA,NA,NA,-31.511,NA,NA,NA,NA,NA,NA
81003,2.31413,1.7524,-4.55854,NA,NA,NA,NA,-11.76,NA,NA,NA,NA,NA,NA
81361,1.65181,2.36997,-4.42271,NA,NA,NA,NA,-16.948,NA,NA,NA,NA,NA,NA
81450,1.84578,1.76861,-4.05498,NA,NA,-7.742,NA,NA,NA,NA,NA,NA,NA,NA
81795,2.35049,0.971576,-4.91552,NA,NA,NA,-37.252,NA,NA,NA,NA,NA,NA,NA
81936,1.93924,1.69244,-5,NA,NA,NA,NA,NA,NA,NA,-42.176,NA,NA,NA
82120,1.46602,2.16328,-5,NA,NA,-31.316,NA,NA,NA,NA,NA,NA,NA,NA
82281,2.42884,2.02503,-5,NA,NA,NA,NA,NA,-51.686,NA,NA,NA,NA,NA
82404,1.82266,2.27552,-4.54322,NA,NA,NA,-17.124,NA,NA,NA,NA,NA,NA,NA
82711,1.63593,1.36416,-4.97201,NA,NA,NA,NA,-18.099,NA,NA,NA,NA,NA,NA
82903,1.20168,1.91566,-5,NA,NA,NA,NA,NA,-43.593,NA,NA,NA,NA,NA
83022,2.63129,2.11317,-5,NA,NA,NA,-35.411,NA,NA,NA,NA,NA,NA,NA
83241,2.28433,2.31871,-3.44638,NA,NA,NA,-45.062,NA,NA,NA,NA,NA,NA,NA
83436,2.42126,1.28849,-4.90118,NA,NA,NA,-31.447,NA,NA,NA,NA,NA,NA,NA
83741,1.86082,1.80569,-3.25205,NA,NA,NA,-44.632,NA,NA,NA,NA,NA,NA,NA
83855,2.86401,1.47771,-3.2122,NA,NA,NA,NA,-71.528,NA,NA,NA,NA,NA,NA
84076,2.5203,1.81686,-4.87257,NA,NA,NA,NA,NA,NA,-74.669,NA,NA,NA,NA
84217,2.14938,2.95743,-4.47182,NA,NA,NA,NA,NA,NA,NA,NA,-115.125,NA,NA
84471,0.94288,1.69168,-4.46335,NA,NA,NA,NA,NA,NA,-77.835,NA,NA,NA,NA
84657,1.35908,0.834143,-5,NA,NA,NA,NA,NA,-74.107,NA,NA,NA,NA,NA
84958,2.76602,1.60987,-4.54146,NA,NA,NA,NA,-27.147,NA,NA,NA,NA,NA,NA
85034,3.08657,1.74989,-4.88956,NA,NA,NA,-48.95,NA,NA,NA,NA,NA,NA,NA
85242,2.42441,2.07302,-4.55314,NA,NA,NA,NA,-18.014,NA,NA,NA,NA,NA,NA
85508,1.65993,2.01221,-5,NA,NA,-20.141,NA,NA,NA,NA,NA,NA,NA,NA
85664,2.07206,0.800338,-5,NA,NA,NA,NA,-47.33,NA,NA,NA,NA,NA,NA
85842,1.66576,1.43658,-4.32302,NA,NA,-9.097,NA,NA,NA,NA,NA,NA,NA,NA
86091,1.25459,2.61089,-4.31535,NA,NA,-34.321,NA,NA,NA,NA,NA,NA,NA,NA
86299,2.45905,2.5017,-4.23807,NA,NA,NA,NA,NA,-61.266,NA,NA,NA,NA,NA
86577,2.09908,1.87837,-5,NA,NA,NA,NA,-18.212,NA,NA,NA,NA,NA,NA
86691,0.915955,2.01135,-4.52338,NA,NA,NA,NA,-27.216,NA,NA,NA,NA,NA,NA
86811,2.43037,0.4662,-5,NA,NA,-90.973,NA,NA,NA,NA,NA,NA,NA,NA
87057,1.23606,1.4374,-4.69581,NA,NA,NA,-20.363,NA,NA,NA,NA,NA,NA,NA
87217,2.47132,1.48344,-5,NA,NA,NA,NA,NA,NA,NA,-56.644,NA,NA,NA
87496,2.03092,2.65843,-4.93665,-68.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87643,1.78067,2.35904,-4.40293,NA,NA,NA,NA,NA,NA,NA,-35.931,NA,NA,NA
87802,2.11423,2.65792,-3.74169,-88.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88144,2.80815,2.59484,-3.5844,NA,NA,NA,NA,-63.501,NA,NA,NA,NA,NA,NA
88313,2.94211,1.98732,-5,NA,NA,NA,NA,-44.983,NA,NA,NA,NA,NA,NA
88515,3.12241,1.68474,-4.97232,NA,NA,NA,-60.316,NA,NA,NA,NA,NA,NA,NA
88728,2.66753,1.83535,-5,NA,NA,NA,NA,NA,-44.254,NA,NA,NA,NA,NA
88960,1.07341,1.43715,-4.86657,NA,NA,NA,-33.848,NA,NA,NA,NA,NA,NA,NA
89079,1.92476,1.60787,-3.77012,NA,NA,NA,NA,NA,-29.897,NA,NA,NA,NA,NA
89368,2.7143,2.50072,-3.46647,NA,NA,NA,NA,-61.548,NA,NA,NA,NA,NA,NA
89468,2.66189,2.10033,-3.61144,NA,NA,NA,NA,NA,NA,NA,-53.46,NA,NA,NA
89645,2.58726,2.83775,-3.6544,NA,NA,NA,NA,NA,NA,NA,-74.327,NA,NA,NA
89914,1.35039,2.25964,-5,NA,NA,-36.607,NA,NA,NA,NA,NA,NA,NA,NA
90124,2.3508,2.44893,-3.69508,NA,NA,NA,NA,NA,NA,NA,-60.727,NA,NA,NA
90348,2.18997,3.09191,-4.85951,NA,NA,-65.883,NA,NA,NA,NA,NA,NA,NA,NA
90463,1.59616,2.34575,-4.05313,NA,NA,-22.534,NA,NA,NA,NA,NA,NA,NA,NA
90606,1.77168,0.80591,-3.43563,NA,NA,NA,NA,-60.302,NA,NA,NA,NA,NA,NA
90862,1.43547,1.8674,-5,NA,NA,NA,NA,-19.975,NA,NA,NA,NA,NA,NA
91158,2.29735,2.10281,-4.93027,NA,NA,-23.588,NA,NA,NA,NA,NA,NA,NA,NA
91395,2.37382,2.67319,-3.45092,NA,NA,NA,-58.909,NA,NA,NA,NA,NA,NA,NA
91586,2.73155,3.43151,-4.27488,NA,NA,NA,-98.641,NA,NA,NA,NA,NA,NA,NA
91615,3.02129,2.55025,-4.1915,NA,NA,NA,NA,-55.952,NA,NA,NA,NA,NA,NA
91860,1.93835,1.51194,-3.9073,NA,NA,NA,NA,-8.686,NA,NA,NA,NA,NA,NA
92161,2.85875,1.3641,-4.85577,NA,NA,NA,-40.507,NA,NA,NA,NA,NA,NA,NA
92312,1.6642,1.03514,-5,NA,NA,NA,-32.921,NA,NA,NA,NA,NA,NA,NA
92477,1.01719,1.84597,-5,NA,NA,-33.552,NA,NA,NA,NA,NA,NA,NA,NA
92648,1.49032,1.77453,-5,NA,NA,-28.866,NA,NA,NA,NA,NA,NA,NA,NA
92968,1.66922,1.81861,-4.68048,NA,NA,-15.529,NA,NA,NA,NA,NA,NA,NA,NA
93027,1.4961,1.69135,-4.45175,NA,NA,-12.235,NA,NA,NA,NA,NA,NA,NA,NA
93357,1.01199,3.02122,-5,-99.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93596,1.37088,2.36973,-4.39088,NA,NA,-21.937,NA,NA,NA,NA,NA,NA,NA,NA
93777,3.02037,2.38871,-4.1511,NA,NA,-53.522,NA,NA,NA,NA,NA,NA,NA,NA
93887,3.05514,2.19883,-5,NA,NA,-55.991,NA,NA,NA,NA,NA,NA,NA,NA
94022,1.13149,1.15842,-5,NA,NA,-53.84,NA,NA,NA,NA,NA,NA,NA,NA
94369,1.28851,1.76021,-3.66478,NA,NA,-29.436,NA,NA,NA,NA,NA,NA,NA,NA
94464,2.57403,3.07232,-4.75867,NA,NA,NA,NA,-63.486,NA,NA,NA,NA,NA,NA
94613,2.61943,2.97927,-4.12416,-89.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94998,1.27844,2.20093,-4.22319,NA,NA,NA,NA,-16.577,NA,NA,NA,NA,NA,NA
95087,1.53406,2.17859,-2.94794,NA,NA,-70.714,NA,NA,NA,NA,NA,NA,NA,NA
95222,1.80208,1.02643,-2.73458,NA,NA,NA,-89.763,NA,NA,NA,NA,NA,NA,NA
95416,0.851603,2.57319,-2.42551,NA,NA,NA,NA,-132.412,NA,NA,NA,NA,NA,NA
95714,1.70862,2.13574,-3.46399,NA,NA,NA,-30.379,NA,NA,NA,NA,NA,NA,NA
95937,0.452702,1.6449,-5,NA,NA,NA,NA,NA,-85.647,NA,NA,NA,NA,NA
96067,1.72124,1.66364,-5,NA,NA,NA,NA,-14.791,NA,NA,NA,NA,NA,NA
96239,1.64811,2.18199,-4.88405,NA,NA,NA,NA,NA,-30.91,NA,NA,NA,NA,NA
96492,1.05344,2.52297,-5,NA,NA,-43.282,NA,NA,NA,NA,NA,NA,NA,NA
96764,1.30768,1.89157,-3.91627,NA,NA,NA,NA,-13.619,NA,NA,NA,NA,NA,NA
96857,1.76477,1.18316,-2.9618,NA,NA,NA,NA,-68.185,NA,NA,NA,NA,NA,NA
97014,2.43582,2.29742,-3.93665,NA,NA,NA,-30.07,NA,NA,NA,NA,NA,NA,NA
97254,3.01,1.99599,-4.3701,NA,NA,NA,NA,-39.982,NA,NA,NA,NA,NA,NA
97450,1.91875,2.20019,-4.70792,NA,NA,NA,-17.372,NA,NA,NA,NA,NA,NA,NA
97644,1.77265,2.76649,-4.19709,-75.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97957,2.93028,1.374,-4.00196,NA,NA,-42.516,NA,NA,NA,NA,NA,NA,NA,NA
98035,1.98746,1.50257,-5,NA,NA,NA,-22.654,NA,NA,NA,NA,NA,NA,NA
98335,2.7833,2.40509,-5,NA,NA,NA,-50.766,NA,NA,NA,NA,NA,NA,NA
98558,2.94314,1.65188,-4.88154,NA,NA,NA,-43.766,NA,NA,NA,NA,NA,NA,NA
98716,2.68444,1.82396,-5,NA,NA,NA,NA,NA,NA,NA,-53.743,NA,NA,NA
98915,2.37386,0.518672,-5,NA,NA,NA,NA,-79.281,NA,NA,NA,NA,NA,NA
99166,1.7595,1.12606,-4.8698,NA,NA,NA,-23.992,NA,NA,NA,NA,NA,NA,NA
99237,0.805408,1.8716,-5,NA,NA,NA,NA,-41.187,NA,NA,NA,NA,NA,NA
99438,0.816423,1.36151,-5,NA,NA,NA,NA,NA,-66.873,NA,NA,NA,NA,NA
99645,0.0422358,2.06087,-5,NA,NA,NA,NA,-86.456,NA,NA,NA,NA,NA,NA
99843,1.57168,1.97561,-4.9032,NA,NA,-26.06,NA,NA,NA,NA,NA,NA,NA,NA
100052,0.997768,2.85052,-4.21976,NA,NA,-54.117,NA,NA,NA,NA,NA,NA,NA,NA
100218,1.65761,1.61072,-3.93831,NA,NA,NA,NA,NA,NA,NA,-42.258,NA,NA,NA
100565,0.989222,2.01768,-5,NA,NA,NA,-33.262,NA,NA,NA,NA,NA,NA,NA
100776,1.69229,1.44799,-3.71782,NA,NA,-22.342,NA,NA,NA,NA,NA,NA,NA,NA
100949,1.7478,1.09276,-4.53745,NA,NA,-25.06,NA,NA,NA,NA,NA,NA,NA,NA
101142,1.2719,1.44381,-5,NA,NA,NA,-28.848,NA,NA,NA,NA,NA,NA,NA
101357,2.01127,1.50806,-5,NA,NA,-22.135,NA,NA,NA,NA,NA,NA,NA,NA
101410,1.57078,2.86704,-5,NA,NA,-46.924,NA,NA,NA,NA,NA,NA,NA,NA
101707,1.59463,3.3163,-4.25057,NA,NA,NA,NA,NA,NA,NA,-94.523,NA,NA,NA
101958,1.94411,2.33943,-4.42114,NA,NA,-16.831,NA,NA,NA,NA,NA,NA,NA,NA
102063,2.26269,2.42312,-4.02832,NA,NA,NA,NA,-25.194,NA,NA,NA,NA,NA,NA
102378,1.96941,0.989002,-4.09652,NA,NA,NA,NA,-20.366,NA,NA,NA,NA,NA,NA
102530,1.97538,1.26043,-4.87685,NA,NA,NA,NA,NA,-37.257,NA,NA,NA,NA,NA
102735,0.55028,1.39856,-5,NA,NA,NA,NA,NA,-86.389,NA,NA,NA,NA,NA
102839,1.5803,2.18235,-4.12825,NA,NA,NA,NA,NA,NA,NA,NA,-91.617,NA,NA
103092,1.71787,2.38305,-4.10938,NA,NA,NA,NA,NA,-42.826,NA,NA,NA,NA,NA
103213,1.71669,2.80194,-5,NA,NA,NA,NA,NA,-53.398,NA,NA,NA,NA,NA
103529,1.94573,2.25505,-5,NA,NA,NA,NA,-22.346,NA,NA,NA,NA,NA,NA
103760,1.84765,2.43902,-5,NA,NA,NA,-28.18,NA,NA,NA,NA,NA,NA,NA
103998,2.14137,2.03461,-5,NA,NA,NA,NA,-19.795,NA,NA,NA,NA,NA,NA
104130,1.97652,1.13332,-5,NA,NA,NA,NA,NA,NA,NA,-50.151,NA,NA,NA
104372,2.50706,0.857167,-5,NA,NA,NA,NA,NA,NA,NA,-70.436,NA,NA,NA
104556,1.67794,1.63941,-4.72626,NA,NA,NA,NA,NA,NA,NA,-34.455,NA,NA,NA
104796,1.95217,2.09337,-4.39554,NA,NA,-19.8,NA,NA,NA,NA,NA,NA,NA,NA
104848,2.02149,2.46196,-3.94363,NA,NA,-27.978,NA,NA,NA,NA,NA,NA,NA,NA
