id,x0,x1,x2,fitness-4.5,fitness-3,fitness-3.5,fitness-4,fitness-5,fitness-2.5
69490,-2.5827,2.97222,-4.61962,NA,NA,NA,-98.971,NA,NA
69645,-1.12345,4.18386,-4.99187,-58.963,NA,NA,NA,NA,NA
69957,-2.28672,4.49998,-4.76156,NA,NA,NA,-58.569,NA,NA
70167,-2.11389,4.04689,-4.60782,-42.405,NA,NA,NA,NA,NA
70254,-1.65986,3.97533,-4.88455,-15.913,NA,NA,NA,NA,NA
70539,-1.77239,4.37893,-4.75067,NA,NA,NA,NA,-43.906,NA
70729,-1.85371,4.87538,-4.59594,NA,NA,NA,NA,-74.275,NA
70998,-1.886,3.93975,-4.79474,NA,NA,NA,-37.914,NA,NA
71191,-2.15653,3.7496,-4.98055,NA,NA,-63.134,NA,NA,NA
71375,-1.34029,3.32287,-4.84798,-11.195,NA,NA,NA,NA,NA
71415,-1.39289,3.80895,-4.66299,NA,NA,NA,NA,-27.548,NA
71769,-2.0474,3.2518,-4.77584,-33.526,NA,NA,NA,NA,NA
71832,-2.20806,3.44286,-4.8286,NA,NA,NA,-51.841,NA,NA
72126,-2.44383,4.64703,-4.25169,-81.963,NA,NA,NA,NA,NA
72366,-1.95622,3.82008,-4.43443,-25.572,NA,NA,NA,NA,NA
72401,-2.07276,4.28578,-4.49473,-55.326,NA,NA,NA,NA,NA
72782,-2.38465,4.38521,-4.95255,-62.726,NA,NA,NA,NA,NA
72914,-2.11196,3.33562,-4.81333,-32.978,NA,NA,NA,NA,NA
73143,-1.7209,3.73074,-4.5033,NA,NA,NA,-25.491,NA,NA
73375,-1.25101,3.69685,-4.22914,NA,NA,NA,-57.16,NA,NA
73597,-1.92647,3.92005,-4.94619,NA,NA,NA,-28.394,NA,NA
73601,-1.6137,3.98683,-4.51914,-28.735,NA,NA,NA,NA,NA
73818,-1.38422,3.91913,-4.53071,-22.377,NA,NA,NA,NA,NA
74197,-1.51398,3.78366,-4.57082,-26.238,NA,NA,NA,NA,NA
74205,-1.39284,3.65624,-4.11692,NA,NA,NA,-63.608,NA,NA
74456,-2.05739,3.61069,-4.633,NA,NA,NA,-36.238,NA,NA
74695,-1.17466,3.71377,-4.80891,NA,NA,NA,NA,-41.249,NA
74959,-1.63362,4.56929,-4.07405,NA,NA,NA,NA,-78.279,NA
75077,-1.3044,4.75664,-4.1426,NA,NA,NA,-91.437,NA,NA
75317,-1.52442,4.14428,-4.28416,-53.638,NA,NA,NA,NA,NA
75428,-1.67485,3.88808,-4.49692,-32.565,NA,NA,NA,NA,NA
75689,-1.39828,4.08911,-4.22268,NA,NA,NA,NA,-59.896,NA
75811,-1.45855,4.36334,-3.87626,-75.038,NA,NA,NA,NA,NA
76054,-1.7101,3.78905,-4.84648,-9.748,NA,NA,NA,NA,NA
76386,-2.21148,3.69632,-4.73926,-35.634,NA,NA,NA,NA,NA
76489,-2.2346,4.28589,-4.36364,NA,NA,NA,NA,-66.021,NA
76780,-2.13007,3.98958,-4.52612,NA,NA,NA,-45.321,NA,NA
76966,-1.43515,4.34153,-4.80791,-50.591,NA,NA,NA,NA,NA
77123,-1.09685,4.20802,-4.83908,NA,NA,-45.268,NA,NA,NA
77299,-1.63205,4.37325,-4.88846,-42.527,NA,NA,NA,NA,NA
77467,-1.92685,4.34525,-4.45515,NA,NA,NA,NA,-50.251,NA
77742,-1.70032,3.33679,-4.96332,NA,NA,NA,-30.61,NA,NA
77914,-2.42932,3.83705,-4.84133,-45.195,NA,NA,NA,NA,NA
78138,-2.57005,3.6589,-4.4933,-60.574,NA,NA,NA,NA,NA
78222,-1.29916,4.24346,-4.88067,-43.089,NA,NA,NA,NA,NA
78480,-2.23258,3.88362,-4.39453,-55.228,NA,NA,NA,NA,NA
78608,-1.62293,3.68867,-4.72229,-18.564,NA,NA,NA,NA,NA
78974,-1.41736,3.33609,-4.67038,-21.783,NA,NA,NA,NA,NA
79019,-2.1312,2.99851,-4.5662,NA,NA,NA,-81.246,NA,NA
79214,-2.70834,3.61844,-4.71073,NA,NA,NA,NA,-66.784,NA
79426,-2.53056,4.43122,-3.99802,NA,NA,NA,-91.759,NA,NA
79698,-1.79295,4.07998,-4.68848,NA,NA,NA,-35.256,NA,NA
79900,-1.94902,3.58974,-4.63498,NA,NA,NA,NA,-49.741,NA
80186,-1.645,3.78018,-4.74153,-11.75,NA,NA,NA,NA,NA
80327,-1.07335,4.40827,-4.843,-76.138,NA,NA,NA,NA,NA
80445,-2.41413,4.95017,-4.41408,NA,NA,NA,-85.602,NA,NA
80668,-2.17317,4.78906,-4.66351,NA,NA,NA,NA,-67.834,NA
80909,-2.66582,4.50865,-4.91911,NA,NA,NA,NA,-68.111,NA
81007,-2.52718,3.70838,-4.46885,-59.795,NA,NA,NA,NA,NA
81311,-2.13266,4.91174,-4.87822,NA,NA,NA,-74.519,NA,NA
81567,-2.13495,3.65209,-4.5862,NA,NA,-70.311,NA,NA,NA
81612,-1.97914,4.36918,-4.59865,NA,NA,NA,-49.064,NA,NA
81847,-2.00322,3.69913,-4.68036,-33.874,NA,NA,NA,NA,NA
82100,-2.3389,4.70113,-4.84276,NA,NA,NA,-58.887,NA,NA
82356,-2.30055,3.6835,-4.98326,NA,NA,NA,-52.414,NA,NA
82481,-2.32653,4.03115,-4.4386,NA,NA,NA,-62.924,NA,NA
82731,-1.81173,4.11027,-4.62102,-31.236,NA,NA,NA,NA,NA
82862,-2.15527,3.95208,-4.41632,NA,NA,NA,NA,-55.755,NA
83192,-1.24943,3.34194,-4.85944,-24.566,NA,NA,NA,NA,NA
83387,-2.43301,3.41219,-4.21317,-64.255,NA,NA,NA,NA,NA
83573,-2.90438,3.56937,-4.57894,-76.662,NA,NA,NA,NA,NA
83714,-2.49519,3.70142,-3.96774,-82.991,NA,NA,NA,NA,NA
83932,-1.33368,3.3495,-4.96392,-13.786,NA,NA,NA,NA,NA
84023,-1.84273,3.4715,-4.88957,NA,NA,-64.138,NA,NA,NA
84295,-1.26203,3.82888,-4.44596,NA,NA,NA,NA,-51.58,NA
84421,-1.4206,3.87433,-4.82375,NA,NA,NA,NA,-22.266,NA
84627,-2.19532,3.90425,-4.84717,NA,NA,NA,NA,-44.004,NA
84979,-1.49631,4.2279,-4.84149,-28.209,NA,NA,NA,NA,NA
85151,-1.93166,4.75511,-4.49975,NA,NA,NA,NA,-74.789,NA
85329,-2.39613,4.39817,-4.30778,-59.186,NA,NA,NA,NA,NA
85523,-1.63083,3.34774,-4.63477,NA,NA,NA,-28.634,NA,NA
85793,-1.80078,3.35882,-4.9085,NA,NA,NA,-32.878,NA,NA
85967,-1.77803,3.63594,-4.61908,-17.05,NA,NA,NA,NA,NA
86200,-1.93455,4.21493,-4.96663,-31.944,NA,NA,NA,NA,NA
86336,-2.67154,3.64892,-4.88079,NA,NA,-70.395,NA,NA,NA
86504,-2.14056,3.87243,-4.58357,-40.329,NA,NA,NA,NA,NA
86698,-2.12788,4.58316,-4.98621,-57.231,NA,NA,NA,NA,NA
86935,-1.70268,3.82394,-4.95781,-27.177,NA,NA,NA,NA,NA
87199,-2.03931,4.29448,-3.66957,-69.575,NA,NA,NA,NA,NA
87363,-1.40951,4.88759,-4.30428,-80.111,NA,NA,NA,NA,NA
87420,-1.94271,4.15372,-4.55015,-40.749,NA,NA,NA,NA,NA
87627,-1.89363,3.11885,-4.41309,NA,NA,NA,NA,-80.955,NA
87865,-2.03519,3.6969,-4.99833,-33.856,NA,NA,NA,NA,NA
88003,-1.85263,3.93143,-4.46475,NA,NA,-61.914,NA,NA,NA
88251,-1.6667,4.44082,-4.40222,-51.8,NA,NA,NA,NA,NA
88409,-1.83672,4.09322,-4.75632,-27.507,NA,NA,NA,NA,NA
88774,-1.92193,3.37974,-4.38846,-59.49,NA,NA,NA,NA,NA
88819,-1.67311,3.82915,-4.48815,NA,NA,NA,NA,-35.792,NA
89189,-1.51195,4.34411,-4.84092,-37.29,NA,NA,NA,NA,NA
89391,-1.39766,3.91538,-4.93474,-12.862,NA,NA,NA,NA,NA
89547,-1.47588,3.78294,-4.66018,NA,NA,NA,-11.001,NA,NA
89684,-1.45378,3.63833,-4.86327,NA,NA,NA,-6.757,NA,NA
89860,-1.72901,4.10425,-4.57671,-37.437,NA,NA,NA,NA,NA
90148,-1.14577,4.17932,-4.9001,-52.357,NA,NA,NA,NA,NA
90216,-1.63792,4.35467,-4.78938,-50.36,NA,NA,NA,NA,NA
90487,-1.45432,4.55065,-4.48761,-58.619,NA,NA,NA,NA,NA
90612,-1.41857,4.53012,-4.735,NA,NA,NA,NA,-59.929,NA
90917,-1.36062,3.84618,-4.94723,-14.246,NA,NA,NA,NA,NA
91025,-1.40648,3.94181,-4.98884,NA,NA,NA,-31.28,NA,NA
91375,-1.76001,3.57909,-4.93748,-15.447,NA,NA,NA,NA,NA
91428,-1.8472,3.9149,-4.6833,NA,NA,NA,NA,-45.17,NA
91794,-1.49159,4.12344,-4.78513,-19.679,NA,NA,NA,NA,NA
91961,-1.65193,3.35284,-4.81556,NA,NA,NA,-27.218,NA,NA
92056,-1.1657,3.95158,-4.86281,NA,NA,NA,-25.185,NA,NA
92383,-2.14841,4.07957,-4.43348,-51.054,NA,NA,NA,NA,NA
92457,-2.01007,3.32434,-4.53809,-52.658,NA,NA,NA,NA,NA
92607,-1.71796,4.56606,-4.97872,NA,NA,NA,-48.649,NA,NA
92923,-1.71613,4.47253,-4.62046,-53.223,NA,NA,NA,NA,NA
93038,-1.54741,4.38966,-4.84492,-44.279,NA,NA,NA,NA,NA
93270,-1.41605,4.79025,-4.7741,NA,NA,NA,NA,-59.39,NA
93478,-1.68008,3.86091,-4.77311,NA,NA,NA,-15.238,NA,NA
93709,-1.47777,3.8391,-4.50678,NA,NA,NA,NA,-37.724,NA
93916,-1.89784,3.97587,-4.50955,NA,NA,NA,-35.597,NA,NA
94151,-2.70979,4.38536,-4.98887,NA,NA,NA,-68.954,NA,NA
94288,-1.64102,4.50873,-4.92362,NA,NA,NA,-47.788,NA,NA
94572,-1.75152,4.11005,-4.73516,NA,NA,NA,-29.648,NA,NA
94762,-1.83276,3.3638,-4.99538,-33.005,NA,NA,NA,NA,NA
94860,-2.11965,3.73942,-4.76824,NA,NA,NA,-38.892,NA,NA
95076,-2.39978,4.00823,-4.82399,NA,NA,NA,NA,-54.966,NA
95337,-2.4184,4.40943,-4.81935,-58.359,NA,NA,NA,NA,NA
95538,-1.87014,4.38464,-4.14031,-69.996,NA,NA,NA,NA,NA
95652,-1.25245,3.42838,-4.91714,-16.904,NA,NA,NA,NA,NA
95910,-1.52891,3.44403,-4.79762,-8.312,NA,NA,NA,NA,NA
96097,-1.87298,3.31678,-4.77689,-32.538,NA,NA,NA,NA,NA
96279,-1.91677,4.30552,-4.46323,NA,NA,NA,NA,-49.754,NA
96573,-2.13169,4.50542,-4.92083,-53.963,NA,NA,NA,NA,NA
96699,-2.07614,3.83481,-4.75138,-40.548,NA,NA,NA,NA,NA
96812,-1.97067,3.52111,-4.57446,NA,NA,NA,NA,-48.05,NA
97154,-1.26164,3.71281,-4.58899,NA,NA,NA,-25.777,NA,NA
97256,-1.98652,3.909,-4.16938,-51.608,NA,NA,NA,NA,NA
97414,-1.62405,4.63636,-4.97704,-50.945,NA,NA,NA,NA,NA
97678,-1.95091,3.45517,-4.87656,NA,NA,NA,-28.702,NA,NA
97968,-1.78955,3.0501,-4.99268,NA,NA,NA,-57.346,NA,NA
98121,-1.31719,4.13248,-4.5158,NA,NA,NA,NA,-51.264,NA
98319,-1.37756,3.97829,-4.58217,NA,NA,NA,-35.439,NA,NA
98532,-1.76769,4.45941,-4.73309,NA,NA,NA,-64.48,NA,NA
98737,-2.29084,3.75135,-4.49088,-59.364,NA,NA,NA,NA,NA
98862,-1.63132,3.43719,-4.63326,NA,NA,NA,-27.224,NA,NA
99139,-1.44649,3.19272,-4.88921,-30.932,NA,NA,NA,NA,NA
99399,-1.11064,3.94358,-4.66599,-29.615,NA,NA,NA,NA,NA
99586,-1.71656,4.4282,-4.14222,-68.241,NA,NA,NA,NA,NA
99757,-1.42807,4.00486,-4.99244,-16.962,NA,NA,NA,NA,NA
99909,-1.74503,4.41794,-4.54435,-47.959,NA,NA,NA,NA,NA
100058,-1.61935,3.78244,-4.57105,NA,NA,NA,-33.338,NA,NA
100224,-1.96675,3.98816,-4.51179,-40.797,NA,NA,NA,NA,NA
100489,-1.47677,4.13061,-4.39466,-48.246,NA,NA,NA,NA,NA
100680,-1.82655,3.53537,-3.96694,NA,NA,NA,-95.946,NA,NA
100981,-2.47356,3.64171,-4.50395,NA,NA,NA,-62.13,NA,NA
101101,-2.99366,4.3422,-4.92723,-82.188,NA,NA,NA,NA,NA
101243,-2.06829,4.08838,-4.23533,-63.191,NA,NA,NA,NA,NA
101564,-1.60226,3.61835,-4.43661,-33.651,NA,NA,NA,NA,NA
101649,-2.245,4.31885,-4.46878,-50.155,NA,NA,NA,NA,NA
101878,-1.90534,4.26313,-4.82374,NA,NA,NA,-53.202,NA,NA
102030,-1.41241,3.76022,-4.64229,-14.702,NA,NA,NA,NA,NA
102364,-0.978047,3.75775,-4.5322,-62.896,NA,NA,NA,NA,NA
102517,-1.40147,4.1711,-4.64528,NA,NA,NA,-60.354,NA,NA
102611,-1.64493,3.62091,-4.97127,NA,NA,NA,-5.625,NA,NA
102864,-2.00187,3.53892,-4.89042,-22.825,NA,NA,NA,NA,NA
103092,-2.13564,4.77935,-4.88552,-70.311,NA,NA,NA,NA,NA
103254,-1.41231,3.87225,-4.3225,-21.517,NA,NA,NA,NA,NA
103460,-2.26177,3.30475,-3.84716,NA,NA,NA,NA,-79.662,NA
103677,-1.62689,3.34523,-4.52145,NA,NA,NA,-53.414,NA,NA
103966,-1.66465,3.95782,-4.75512,-11.26,NA,NA,NA,NA,NA
104001,-1.53285,3.36572,-4.80002,-15.59,NA,NA,NA,NA,NA
104243,-2.3288,4.97424,-4.55735,-78.25,NA,NA,NA,NA,NA
104596,-2.42951,4.39356,-4.31917,NA,NA,NA,-81.992,NA,NA
104620,-1.79509,3.59091,-4.56054,-22.913,NA,NA,NA,NA,NA
104879,-1.75322,3.67595,-4.36932,NA,NA,NA,-41.529,NA,NA
105090,-1.00548,3.79374,-4.78301,-35.332,NA,NA,NA,NA,NA
105313,-1.66663,3.62092,-4.7331,NA,NA,NA,NA,-26.878,NA
105402,-1.76329,3.47217,-4.80729,NA,NA,-44.1,NA,NA,NA
105715,-2.26186,3.71534,-4.91177,-44.549,NA,NA,NA,NA,NA
105949,-2.19239,4.49022,-4.65807,-55.849,NA,NA,NA,NA,NA
106148,-1.8337,3.9844,-4.63966,NA,NA,NA,-27.57,NA,NA
106212,-0.9923,4.01858,-4.83044,-47.631,NA,NA,NA,NA,NA
106559,-1.45583,4.05656,-4.58373,NA,NA,NA,-28.126,NA,NA
106683,-1.80299,4.48095,-4.93971,NA,NA,NA,-49.153,NA,NA
106900,-2.01257,3.47629,-4.84972,NA,NA,NA,NA,-45.317,NA
107108,-1.71701,4.49748,-4.81593,-49.25,NA,NA,NA,NA,NA
107297,-1.93716,4.56881,-4.9047,NA,NA,NA,NA,-51.214,NA
107432,-1.65971,4.386,-4.85603,NA,NA,NA,-48.956,NA,NA
107761,-1.51526,3.8798,-4.39094,-29.303,NA,NA,NA,NA,NA
107821,-1.38931,4.07201,-4.6045,-26.709,NA,NA,NA,NA,NA
108004,-2.34327,3.36992,-4.9547,NA,NA,NA,-49.969,NA,NA
108305,-1.4039,4.14345,-4.68524,-22.833,NA,NA,NA,NA,NA
108485,-0.726688,4.1183,-4.80637,-65.631,NA,NA,NA,NA,NA
108723,-1.84951,3.96281,-4.6796,-23.168,NA,NA,NA,NA,NA
108978,-1.47185,4.57401,-4.74531,NA,NA,NA,-66.226,NA,NA
109092,-1.62991,4.50386,-4.17365,-72.487,NA,NA,NA,NA,NA
109271,-1.84771,4.81291,-4.96346,NA,NA,NA,NA,-65.32,NA
109576,-2.33465,4.06077,-4.59972,-50.22,NA,NA,NA,NA,NA
109765,-0.915017,3.59718,-4.66812,-60.584,NA,NA,NA,NA,NA
109928,-2.39057,4.2721,-4.19048,NA,NA,NA,-59.304,NA,NA
110087,-1.50037,4.47095,-4.96237,-49.035,NA,NA,NA,NA,NA
110395,-1.31717,3.77038,-4.77493,-17.575,NA,NA,NA,NA,NA
110406,-1.73333,4.06427,-4.92077,-29.188,NA,NA,NA,NA,NA
110657,-1.91455,3.59136,-4.85989,-26.052,NA,NA,NA,NA,NA
110881,-1.3216,3.95406,-4.77561,-27.975,NA,NA,NA,NA,NA
111031,-1.54009,3.81123,-4.79232,-11.896,NA,NA,NA,NA,NA
111263,-1.21736,3.57028,-4.84101,-14.133,NA,NA,NA,NA,NA
111409,-1.17345,3.72868,-4.78983,-13.232,NA,NA,NA,NA,NA
111661,-1.59124,3.79599,-4.66368,-12.096,NA,NA,NA,NA,NA
111922,-1.7502,3.92765,-4.54427,NA,NA,NA,-36.563,NA,NA
112190,-2.41188,3.9729,-4.74648,-46.192,NA,NA,NA,NA,NA
112368,-1.36844,4.38894,-4.66034,-43.335,NA,NA,NA,NA,NA
112581,-1.91927,4.95823,-4.78888,-69.658,NA,NA,NA,NA,NA
112753,-1.89129,4.51572,-4.44478,-59.015,NA,NA,NA,NA,NA
112948,-2.31473,4.61254,-4.95848,-49.979,NA,NA,NA,NA,NA
113031,-2.24373,4.25366,-4.83529,NA,NA,NA,NA,-44.33,NA
113338,-1.90662,4.19946,-4.67143,NA,NA,NA,-42.629,NA,NA
113592,-2.003,3.82163,-4.37854,NA,NA,NA,-56.636,NA,NA
113634,-2.36937,4.95268,-4.75077,NA,NA,NA,-80.814,NA,NA
113817,-1.00151,4.01102,-4.8469,-50.761,NA,NA,NA,NA,NA
114100,-1.16442,4.21695,-4.89734,NA,NA,NA,-55.174,NA,NA
114225,-2.44461,4.53006,-4.86025,-60.303,NA,NA,NA,NA,NA
114433,-1.78795,4.5892,-4.34493,NA,NA,NA,-69.205,NA,NA
114635,-1.5167,4.00674,-4.41156,NA,NA,NA,-34.622,NA,NA
114824,-1.04207,4.20498,-4.62436,NA,NA,NA,-69.225,NA,NA
115079,-1.46475,3.30635,-4.64853,NA,NA,NA,NA,-50.503,NA
115358,-1.96329,3.74566,-4.80725,-30.901,NA,NA,NA,NA,NA
115459,-1.37852,3.95605,-4.67068,NA,NA,NA,NA,-37.902,NA
115686,-1.75719,4.20738,-4.71458,NA,NA,NA,NA,-36.264,NA
115833,-2.06828,3.40961,-4.2603,NA,NA,NA,NA,-47.837,NA
116115,-1.66803,3.84697,-4.32046,NA,NA,NA,-33.588,NA,NA
116353,-1.80869,3.74198,-4.68911,-13.497,NA,NA,NA,NA,NA
116564,-2.1352,3.78707,-4.4267,-42.335,NA,NA,NA,NA,NA
116721,-1.43467,3.86362,-4.79158,NA,NA,NA,NA,-25.325,NA
116932,-1.48705,3.72417,-4.64809,-8.391,NA,NA,NA,NA,NA
117109,-1.59352,4.52721,-4.52669,NA,NA,NA,NA,-61.214,NA
117306,-2.67965,4.27786,-4.7985,-63.785,NA,NA,NA,NA,NA
117491,-2.23317,3.43646,-4.95657,-47.972,NA,NA,NA,NA,NA
117681,-2.84996,4.42723,-4.73641,-75.092,NA,NA,NA,NA,NA
117937,-1.28505,4.03875,-4.80948,-28.277,NA,NA,NA,NA,NA
118160,-2.09791,3.40716,-4.62177,-48.21,NA,NA,NA,NA,NA
118232,-1.3389,4.0472,-4.55562,-30.593,NA,NA,NA,NA,NA
118516,-1.42056,4.8194,-4.91773,NA,NA,NA,NA,-62.308,NA
118725,-1.95291,3.79584,-4.06802,NA,NA,NA,-67.982,NA,NA
118910,-2.06991,3.11967,-4.61047,NA,NA,NA,-71.166,NA,NA
119075,-1.90082,3.42192,-4.85425,-24.192,NA,NA,NA,NA,NA
119232,-1.71383,4.0059,-4.5836,NA,NA,NA,-33.086,NA,NA
119552,-1.10502,4.49838,-4.63769,-71.882,NA,NA,NA,NA,NA
119633,-1.28804,3.24632,-4.90904,-44.819,NA,NA,NA,NA,NA
119979,-2.2552,3.32642,-4.48922,NA,NA,NA,-60.928,NA,NA
120160,-1.37832,3.65673,-4.91186,-5.013,NA,NA,NA,NA,NA
120237,-2.10969,3.77458,-4.51798,-36.96,NA,NA,NA,NA,NA
120554,-2.33327,4.00141,-4.59127,-52.034,NA,NA,NA,NA,NA
120795,-0.989775,4.01059,-4.98377,NA,NA,NA,-51.235,NA,NA
120813,-1.83106,3.70789,-4.66179,NA,NA,NA,NA,-35.153,NA
121164,-2.04427,3.83934,-3.69451,NA,NA,NA,NA,-67.426,NA
121291,-2.00976,3.61464,-4.91628,-30.272,NA,NA,NA,NA,NA
121522,-2.31924,4.24582,-4.98922,NA,NA,NA,NA,-45.228,NA
121613,-2.48317,3.46374,-4.48853,-65.956,NA,NA,NA,NA,NA
121984,-2.56718,4.0943,-4.99378,-55.386,NA,NA,NA,NA,NA
122011,-2.62895,4.14299,-4.95264,-54.435,NA,NA,NA,NA,NA
122372,-2.18045,3.7546,-4.53065,NA,NA,NA,NA,-51.92,NA
122588,-2.37283,3.7098,-4.90779,NA,NA,NA,-59.983,NA,NA
122663,-2.19402,4.38072,-3.88034,NA,NA,NA,-88.562,NA,NA
122971,-1.71692,3.91852,-3.75655,-60.448,NA,NA,NA,NA,NA
123076,-1.83331,4.20761,-4.68998,NA,NA,NA,NA,-43.175,NA
123353,-2.55162,4.01343,-4.55684,-58.872,NA,NA,NA,NA,NA
123423,-2.51056,4.05091,-4.65036,-55.763,NA,NA,NA,NA,NA
123772,-2.14762,3.74431,-4.81091,-37.134,NA,NA,NA,NA,NA
123838,-2.41931,3.56392,-4.87749,NA,NA,NA,-60.708,NA,NA
124193,-1.04841,3.68119,-4.61889,-37.636,NA,NA,NA,NA,NA
124399,-2.61775,3.4631,-4.95438,NA,NA,NA,NA,-79.99,NA
124598,-2.00941,3.62065,-4.69024,NA,NA,NA,NA,-40.971,NA
124709,-1.45663,3.7847,-4.99824,NA,NA,NA,-7.15,NA,NA
124829,-1.69574,4.16142,-4.64228,-33.792,NA,NA,NA,NA,NA
125125,-1.28532,4.4212,-4.59642,NA,NA,NA,NA,-65.093,NA
125288,-1.68765,3.69801,-4.67398,-9.773,NA,NA,NA,NA,NA
125402,-2.19897,4.71889,-4.86858,-57.778,NA,NA,NA,NA,NA
125700,-2.19637,4.52239,-4.7512,-54.866,NA,NA,NA,NA,NA
125864,-1.11227,4.288,-4.24965,-45.591,NA,NA,NA,NA,NA
126179,-1.66849,4.6456,-4.58473,-60.362,NA,NA,NA,NA,NA
126208,-2.47245,3.87351,-4.75895,NA,NA,NA,NA,-55.635,NA
126519,-1.6142,3.71754,-4.27428,NA,NA,-55.761,NA,NA,NA
126714,-1.63989,3.74668,-4.86221,-2.483,NA,NA,NA,NA,NA
126844,-1.20521,3.66269,-4.89283,NA,NA,NA,-24.258,NA,NA
127056,-1.43886,3.44595,-4.42777,-46.998,NA,NA,NA,NA,NA
127244,-1.99367,4.06523,-4.20606,NA,NA,NA,-64.622,NA,NA
127420,-1.80512,3.6352,-4.38395,-43.268,NA,NA,NA,NA,NA
127625,-1.26343,4.04546,-4.85033,NA,NA,NA,-28.156,NA,NA
127894,-2.89582,3.5336,-4.6712,NA,NA,NA,NA,-75.301,NA
128015,-1.90854,3.17961,-4.80506,NA,NA,NA,-47.829,NA,NA
128386,-2.29399,4.20396,-4.62222,-52.279,NA,NA,NA,NA,NA
128544,-2.26939,4.15959,-4.45084,NA,NA,NA,NA,-65.468,NA
128733,-1.77127,4.21613,-4.65915,-39.147,NA,NA,NA,NA,NA
128958,-2.45022,4.14972,-4.86198,NA,NA,NA,NA,-53.294,NA
129034,-1.98797,4.06897,-4.59402,NA,NA,NA,-37.923,NA,NA
129380,-1.20992,4.14006,-4.7329,-42.816,NA,NA,NA,NA,NA
129413,-2.0364,4.11901,-4.44194,NA,NA,NA,NA,-46.643,NA
129649,-2.14619,3.60701,-4.25207,-57.994,NA,NA,NA,NA,NA
129824,-2.07142,3.84873,-4.27677,NA,NA,NA,-39.54,NA,NA
130137,-2.28224,3.93481,-4.32898,-68.415,NA,NA,NA,NA,NA
130246,-2.51361,3.77794,-4.89769,NA,NA,NA,-59.723,NA,NA
130531,-2.54854,3.35573,-4.20483,NA,NA,NA,NA,-71.403,NA
130652,-2.06695,3.80989,-4.31805,-35.615,NA,NA,NA,NA,NA
130893,-1.50146,4.25632,-4.50032,NA,NA,NA,-51.946,NA,NA
131180,-1.5081,4.1051,-4.74204,NA,NA,NA,NA,-41.663,NA
131217,-1.25997,3.95408,-4.89132,-19.233,NA,NA,NA,NA,NA
131579,-0.868758,3.5208,-4.66655,-70.305,NA,NA,NA,NA,NA
131771,-1.53705,3.71799,-4.53172,NA,NA,NA,NA,-47.535,NA
131989,-1.64745,4.29643,-4.68498,NA,NA,NA,-44.878,NA,NA
132164,-1.65116,3.29151,-4.89795,NA,NA,NA,-33.13,NA,NA
132272,-1.80845,3.36998,-4.77753,-30.697,NA,NA,NA,NA,NA
132551,-0.997057,3.85442,-4.68862,-51.539,NA,NA,NA,NA,NA
132773,-1.26848,3.37515,-4.86143,-17.645,NA,NA,NA,NA,NA
132881,-1.75319,3.94525,-4.51271,-31.025,NA,NA,NA,NA,NA
133180,-0.911946,3.72817,-4.69412,NA,NA,NA,-89.339,NA,NA
133395,-1.66076,3.26128,-4.80982,-37.227,NA,NA,NA,NA,NA
133472,-2.31323,4.23942,-4.60037,-53.731,NA,NA,NA,NA,NA
133683,-1.47263,3.8417,-4.85065,NA,NA,NA,-5.465,NA,NA
133977,-1.81423,4.10812,-4.5539,NA,NA,NA,-38.354,NA,NA
134132,-2.13196,4.51199,-4.91682,-53.913,NA,NA,NA,NA,NA
134387,-1.6608,3.31798,-4.08069,-72.762,NA,NA,NA,NA,NA
134534,-1.48603,3.85099,-4.52896,NA,NA,NA,-18.833,NA,NA
134726,-1.85559,3.39361,-4.93723,-30.946,NA,NA,NA,NA,NA
134813,-3.06912,3.45342,-4.98671,-88.489,NA,NA,NA,NA,NA
135076,-1.87691,3.62209,-4.44949,NA,NA,NA,-39.475,NA,NA
135218,-1.63305,3.75741,-4.25088,NA,NA,NA,-50.061,NA,NA
135539,-1.7346,4.25399,-4.31797,-54.187,NA,NA,NA,NA,NA
135641,-2.01019,3.32765,-4.68376,NA,NA,NA,-36.753,NA,NA
135999,-2.0859,3.79077,-4.87298,NA,NA,-38.927,NA,NA,NA
136119,-2.20926,4.7768,-4.75789,NA,NA,NA,NA,-72.018,NA
136224,-2.30186,4.73145,-4.94986,-69.178,NA,NA,NA,NA,NA
136514,-1.77984,4.32808,-4.74237,NA,NA,NA,-46.787,NA,NA
136740,-1.94309,3.30166,-4.66849,-35.268,NA,NA,NA,NA,NA
136969,-1.0186,4.26837,-4.31516,-47.356,NA,NA,NA,NA,NA
137099,-2.18378,4.71596,-4.41395,-71.149,NA,NA,NA,NA,NA
137259,-1.9597,4.91594,-4.45904,-75.358,NA,NA,NA,NA,NA
137545,-1.84454,3.70169,-4.03569,NA,NA,NA,NA,-72.004,NA
137718,-2.36682,4.18618,-4.38655,NA,NA,NA,-55.291,NA,NA
137858,-1.96813,3.48194,-4.53016,-43.056,NA,NA,NA,NA,NA
138022,-2.71582,3.72864,-4.11406,-75.391,NA,NA,NA,NA,NA
138388,-1.74406,4.47309,-4.66819,-50.953,NA,NA,NA,NA,NA
138433,-1.58785,3.98796,-4.31315,NA,NA,NA,-49.583,NA,NA
138624,-1.29707,4.0763,-4.91623,NA,NA,NA,-24.215,NA,NA
138922,-1.76422,4.38093,-4.5752,NA,NA,NA,-53.849,NA,NA
