id,x0,x1,x2,fitness-3,fitness-2,fitness-2.5,fitness-3.5,fitness-1.5,fitness-4
71256,2.5899,1.70818,-4.66221,NA,-23.379,NA,NA,NA,NA
71414,1.44593,1.53407,-3.94149,-15.762,NA,NA,NA,NA,NA
71637,2.05348,1.40454,-3.93753,NA,NA,-9.062,NA,NA,NA
71965,1.61004,2.65309,-4.57366,NA,NA,NA,-41.641,NA,NA
72133,1.82843,1.83423,-4.41069,NA,NA,-3.201,NA,NA,NA
72383,1.94366,1.42923,-4.10677,-13.276,NA,NA,NA,NA,NA
72538,1.3792,1.84629,-4.64145,NA,NA,NA,-34.312,NA,NA
72686,2.23249,1.668,-4.32272,-19.696,NA,NA,NA,NA,NA
72964,1.22673,1.37583,-4.61739,NA,-19.23,NA,NA,NA,NA
73146,1.90696,1.38951,-4.08266,NA,-12.775,NA,NA,NA,NA
73362,2.48145,2.01008,-4.72361,NA,-31.763,NA,NA,NA,NA
73493,1.91492,2.21069,-3.58102,NA,-27.648,NA,NA,NA,NA
73663,2.09551,1.50232,-4.21749,-9.925,NA,NA,NA,NA,NA
73807,2.23056,1.91288,-4.03655,NA,NA,NA,NA,-25.691,NA
74170,1.31706,1.60311,-4.55574,NA,NA,-10.466,NA,NA,NA
74324,1.47054,2.15537,-4.98571,-22.318,NA,NA,NA,NA,NA
74478,2.15508,1.72585,-3.73096,NA,NA,NA,NA,-31.385,NA
74607,1.9593,1.69518,-4.12799,NA,NA,-2.682,NA,NA,NA
74989,2.52465,1.60467,-4.02664,NA,-20.958,NA,NA,NA,NA
75129,2.17416,1.34506,-4.62864,NA,NA,-10.663,NA,NA,NA
75258,1.98872,1.31473,-4.2927,NA,NA,-4.933,NA,NA,NA
75600,1.49622,1.91528,-4.73777,-14.324,NA,NA,NA,NA,NA
75690,1.9732,1.98211,-4.01144,NA,NA,-7.95,NA,NA,NA
75884,2.15224,2.10428,-4.87521,NA,NA,-17.242,NA,NA,NA
76016,2.2775,1.79607,-4.52088,-15.029,NA,NA,NA,NA,NA
76358,1.13908,2.22468,-4.16249,NA,-24.891,NA,NA,NA,NA
76478,1.81737,2.18714,-4.65407,NA,-23.606,NA,NA,NA,NA
76723,1.71706,1.63504,-4.56772,NA,NA,NA,-19.272,NA,NA
76802,1.9243,1.95862,-4.25025,NA,NA,-4.753,NA,NA,NA
77042,1.81342,1.77589,-4.93237,-22.284,NA,NA,NA,NA,NA
77328,1.81662,1.96045,-4.42491,NA,NA,-5.485,NA,NA,NA
77544,1.76837,1.98116,-4.11402,NA,NA,-5.473,NA,NA,NA
77661,1.61528,1.59723,-3.60061,NA,NA,-19.415,NA,NA,NA
77885,2.23157,1.88727,-4.71148,NA,-14.731,NA,NA,NA,NA
78091,3.05777,1.6571,-4.08444,NA,NA,-42.795,NA,NA,NA
78382,2.28686,1.21756,-4.02181,NA,NA,-17.29,NA,NA,NA
78580,1.97674,0.953333,-4.34284,NA,NA,NA,-39.505,NA,NA
78609,2.27426,1.05702,-4.5089,NA,NA,NA,-37.136,NA,NA
78946,2.17874,1.02065,-4.33916,-20.99,NA,NA,NA,NA,NA
79018,2.04709,1.97786,-4.31407,NA,-8.316,NA,NA,NA,NA
79380,1.23665,2.193,-4.92676,NA,NA,-25.689,NA,NA,NA
79417,1.66918,2.00527,-3.91058,NA,NA,-10.624,NA,NA,NA
79738,2.01466,1.36185,-4.50556,NA,-12.947,NA,NA,NA,NA
79848,2.32491,1.20224,-3.93094,NA,NA,-22.183,NA,NA,NA
80160,1.39163,2.0315,-4.93011,-19.809,NA,NA,NA,NA,NA
80219,1.74969,1.79689,-4.75928,NA,NA,-7.354,NA,NA,NA
80582,2.16324,1.76505,-4.30518,-9.857,NA,NA,NA,NA,NA
80786,1.92813,1.30968,-4.70889,NA,NA,-10.206,NA,NA,NA
80954,1.72721,1.34517,-4.87744,NA,-16.553,NA,NA,NA,NA
81004,1.60603,1.81445,-4.55426,NA,NA,-4.939,NA,NA,NA
81240,1.66807,2.51607,-4.66329,NA,NA,-23.039,NA,NA,NA
81446,1.76182,1.29041,-4.20922,-21.127,NA,NA,NA,NA,NA
81779,1.64697,1.26963,-3.80793,NA,NA,NA,-41.37,NA,NA
81925,3.01028,1.07637,-4.32614,-58.027,NA,NA,NA,NA,NA
82166,1.52293,0.985802,-4.14105,-27.077,NA,NA,NA,NA,NA
82398,1.58272,1.271,-4.29603,NA,-15.078,NA,NA,NA,NA
82598,1.71336,2.09536,-4.97662,NA,NA,-18.973,NA,NA,NA
82781,1.92022,1.884,-4.30501,NA,NA,NA,NA,-33.508,NA
82908,1.38624,1.80728,-4.63642,NA,NA,-9.709,NA,NA,NA
83102,2.38758,1.99165,-4.89965,NA,NA,-22.182,NA,NA,NA
83364,1.72836,2.04932,-3.76166,-21.874,NA,NA,NA,NA,NA
83415,1.76809,1.46282,-4.37759,NA,-3.068,NA,NA,NA,NA
83796,1.38177,2.81141,-4.50905,-37.401,NA,NA,NA,NA,NA
83983,1.591,1.51624,-4.75246,NA,NA,-7.977,NA,NA,NA
84098,1.72285,2.55487,-4.23498,NA,NA,-22.191,NA,NA,NA
84312,1.64578,1.44967,-4.5828,-14.729,NA,NA,NA,NA,NA
84536,1.31087,1.88933,-4.3462,NA,NA,NA,-24.355,NA,NA
84733,1.39207,1.2736,-3.88948,-19.548,NA,NA,NA,NA,NA
84998,1.94058,1.53327,-4.08721,NA,-7.14,NA,NA,NA,NA
85121,1.95903,1.46688,-4.45488,-6.539,NA,NA,NA,NA,NA
85210,1.74721,1.61964,-4.61527,-6.299,NA,NA,NA,NA,NA
85515,1.27463,1.99217,-4.89077,NA,NA,-19.869,NA,NA,NA
85677,2.11714,1.72135,-3.7138,NA,NA,-15.285,NA,NA,NA
85810,1.75507,2.4444,-4.78783,NA,-23.759,NA,NA,NA,NA
86060,1.78943,1.86476,-4.90255,NA,NA,-12.832,NA,NA,NA
86385,1.07558,1.44977,-4.32919,NA,-24.468,NA,NA,NA,NA
86470,2.02443,1.28726,-4.79369,NA,-20.362,NA,NA,NA,NA
86623,1.29321,1.70058,-4.82916,NA,NA,-15.903,NA,NA,NA
86986,1.99558,1.34028,-4.24779,NA,NA,NA,NA,-24.931,NA
87006,1.96511,1.43594,-4.53348,NA,NA,-4.142,NA,NA,NA
87211,2.14578,1.67099,-4.22837,NA,-11.166,NA,NA,NA,NA
87586,1.23494,1.47026,-4.2077,NA,-26.911,NA,NA,NA,NA
87655,2.09386,1.91402,-4.12189,NA,-9.35,NA,NA,NA,NA
87826,1.61852,2.26318,-4.69137,NA,NA,NA,NA,-34.867,NA
88142,1.53259,1.31824,-4.44792,NA,NA,-6.211,NA,NA,NA
88382,1.19705,1.46725,-4.77555,NA,NA,-19.663,NA,NA,NA
88540,1.21705,2.13938,-4.60704,NA,-23.063,NA,NA,NA,NA
88653,1.0483,1.59864,-4.54141,NA,NA,-20.496,NA,NA,NA
88866,1.73462,1.59987,-4.48713,NA,NA,-3.208,NA,NA,NA
89026,2.12049,1.44624,-4.69851,NA,NA,-10.217,NA,NA,NA
89209,1.76387,2.07297,-4.98918,-23.373,NA,NA,NA,NA,NA
89404,1.45866,1.67648,-4.50797,NA,NA,-6.572,NA,NA,NA
89687,1.42556,1.69181,-4.65948,-20.81,NA,NA,NA,NA,NA
89847,1.64112,1.98181,-4.4505,NA,-8.941,NA,NA,NA,NA
90054,2.29692,1.01086,-3.90684,NA,NA,-29.421,NA,NA,NA
90338,2.24521,1.97414,-4.11716,NA,NA,-11.833,NA,NA,NA
90508,1.90322,1.8084,-4.06609,NA,-11.236,NA,NA,NA,NA
90735,2.23389,1.51414,-4.30971,NA,NA,-7.755,NA,NA,NA
90985,2.86829,1.82223,-4.60452,NA,NA,-32.982,NA,NA,NA
91008,1.77157,1.95124,-3.55279,NA,NA,-21.318,NA,NA,NA
91290,1.54248,1.6962,-4.54836,NA,-14.761,NA,NA,NA,NA
91454,2.60874,2.16208,-4.31861,NA,NA,-24.849,NA,NA,NA
91608,1.02332,1.9198,-3.8916,NA,NA,-24.874,NA,NA,NA
91824,1.38767,1.63946,-4.27085,NA,NA,NA,-35.522,NA,NA
92005,1.41715,1.6702,-3.97347,-23.217,NA,NA,NA,NA,NA
92339,1.80746,1.65714,-3.84687,NA,NA,-8.378,NA,NA,NA
92507,2.24789,2.05093,-3.67152,NA,NA,-24.199,NA,NA,NA
92688,1.80884,1.52083,-4.64488,-6.208,NA,NA,NA,NA,NA
92916,2.08686,1.21844,-4.75019,-18.472,NA,NA,NA,NA,NA
93106,0.719741,1.42344,-4.16769,NA,NA,-41.286,NA,NA,NA
93399,0.896247,1.78216,-4.23198,-33.137,NA,NA,NA,NA,NA
93519,1.63011,1.57604,-4.67505,NA,NA,-5.651,NA,NA,NA
93625,1.93583,2.36968,-4.99232,NA,NA,-24.88,NA,NA,NA
93841,2.09099,2.11269,-3.85091,NA,NA,-15.92,NA,NA,NA
94134,1.35979,2.43833,-4.20375,NA,-25.55,NA,NA,NA,NA
94239,1.29297,1.97888,-4.56662,NA,NA,-13.29,NA,NA,NA
94543,1.77429,1.7761,-4.57491,NA,NA,-3.357,NA,NA,NA
94766,1.33064,0.89127,-3.95638,NA,NA,-41.263,NA,NA,NA
94888,2.29796,1.59362,-4.33323,NA,-11.179,NA,NA,NA,NA
95014,1.8681,1.46355,-4.26751,NA,NA,NA,-19.283,NA,NA
95399,2.13317,1.76044,-4.49488,NA,NA,-6.35,NA,NA,NA
95556,1.71148,2.61608,-4.39353,NA,NA,NA,NA,-41.223,NA
95696,1.57051,2.0371,-4.24517,NA,-11.416,NA,NA,NA,NA
95834,1.38898,1.84449,-4.0794,NA,NA,NA,NA,-35.8,NA
96157,2.56682,1.3542,-4.55792,NA,-35.23,NA,NA,NA,NA
96319,2.67196,2.13754,-4.40128,NA,NA,NA,NA,-45.317,NA
96436,1.60083,1.62953,-3.66418,NA,NA,-16.407,NA,NA,NA
96644,1.55729,1.48476,-4.17365,NA,NA,-2.739,NA,NA,NA
96856,1.07228,1.46798,-4.86903,NA,NA,-28.436,NA,NA,NA
97162,2.09972,2.06876,-4.6455,NA,-14.108,NA,NA,NA,NA
97260,1.65483,2.12436,-4.71164,NA,NA,-12.279,NA,NA,NA
97475,2.28727,1.96309,-4.2108,NA,-17.269,NA,NA,NA,NA
97717,2.71273,1.86802,-3.97336,-30.424,NA,NA,NA,NA,NA
97880,1.40326,1.89364,-4.76359,NA,NA,-12.227,NA,NA,NA
98155,1.52924,1.94669,-4.04195,NA,NA,-8.817,NA,NA,NA
98319,1.55277,1.67109,-4.04152,-18.603,NA,NA,NA,NA,NA
98519,1.45385,1.59118,-4.58246,NA,-9.617,NA,NA,NA,NA
98736,2.68998,1.75383,-4.55566,-25.66,NA,NA,NA,NA,NA
98961,2.2315,1.53909,-4.4932,-16.006,NA,NA,NA,NA,NA
99162,1.35164,1.40726,-4.48627,NA,-13.821,NA,NA,NA,NA
99331,2.40245,1.55414,-4.90759,NA,NA,NA,NA,-34.771,NA
99510,1.63802,1.82983,-4.96646,NA,-28.414,NA,NA,NA,NA
99692,2.072,2.06269,-4.7813,NA,NA,-13.546,NA,NA,NA
99905,1.94531,1.49791,-4.21626,NA,-7.057,NA,NA,NA,NA
100046,1.4241,2.05402,-4.45215,-22.28,NA,NA,NA,NA,NA
100292,1.55245,1.42539,-4.97621,NA,-19.971,NA,NA,NA,NA
100402,1.81207,1.66889,-4.56801,NA,-7.659,NA,NA,NA,NA
100793,2.14569,1.20996,-4.81881,NA,-20.932,NA,NA,NA,NA
100931,1.96735,1.33203,-4.09765,-9.951,NA,NA,NA,NA,NA
101176,2.28473,1.27482,-4.43627,NA,NA,NA,-31.416,NA,NA
101221,1.19062,1.76129,-4.37041,-13.443,NA,NA,NA,NA,NA
101586,1.82606,1.51905,-4.37272,NA,NA,-1.553,NA,NA,NA
101716,1.94828,1.2657,-4.89403,NA,NA,NA,-33.055,NA,NA
101859,1.37668,2.40319,-4.36663,NA,NA,-19.544,NA,NA,NA
102079,1.84805,1.37408,-4.76617,NA,NA,NA,-32.514,NA,NA
102395,2.57579,1.45466,-4.4054,NA,NA,-20.706,NA,NA,NA
102593,2.39729,1.42803,-4.82395,NA,-23.318,NA,NA,NA,NA
102606,1.90477,1.68073,-3.70065,NA,-21.903,NA,NA,NA,NA
102880,2.32737,1.32221,-4.17775,NA,-21.135,NA,NA,NA,NA
103154,1.85327,1.91445,-4.93443,NA,-14.927,NA,NA,NA,NA
103323,1.87779,2.12488,-4.32953,-12.392,NA,NA,NA,NA,NA
103592,1.2774,1.56781,-4.16611,NA,-11.923,NA,NA,NA,NA
103728,1.50326,1.95841,-4.55107,NA,NA,-8.32,NA,NA,NA
103827,2.26728,1.97944,-4.63796,-18.416,NA,NA,NA,NA,NA
104132,1.58206,2.00118,-3.99458,NA,-22.897,NA,NA,NA,NA
104315,1.231,2.31189,-4.01055,-24.924,NA,NA,NA,NA,NA
104449,1.73418,2.15926,-4.34861,NA,NA,-8.712,NA,NA,NA
104605,1.80975,1.91934,-4.31809,NA,NA,-3.183,NA,NA,NA
104882,1.92504,1.61602,-4.31681,NA,NA,-1.711,NA,NA,NA
105197,1.24561,1.98061,-4.41053,NA,NA,-13.509,NA,NA,NA
105284,2.78783,1.56392,-4.01864,NA,-35.871,NA,NA,NA,NA
105475,1.90303,2.28977,-4.14229,NA,-20.014,NA,NA,NA,NA
105744,1.33268,1.7106,-4.78019,NA,-15.322,NA,NA,NA,NA
105924,1.34209,1.9701,-3.65428,NA,NA,-22.137,NA,NA,NA
106037,1.74038,1.94299,-4.30436,-8.779,NA,NA,NA,NA,NA
106231,1.90645,2.40851,-4.87917,NA,NA,NA,-46.587,NA,NA
106533,2.22781,1.6115,-3.67877,NA,NA,-18.98,NA,NA,NA
106798,2.37896,2.04953,-4.89131,NA,NA,-22.48,NA,NA,NA
106862,1.56981,2.01729,-3.87925,NA,-23.834,NA,NA,NA,NA
107180,2.51957,2.14327,-4.166,NA,-24.635,NA,NA,NA,NA
107394,1.95697,1.71852,-4.37848,NA,NA,-2.215,NA,NA,NA
107401,1.85099,1.58779,-4.50609,NA,NA,-2.996,NA,NA,NA
107739,2.03343,1.91505,-3.88957,-22.042,NA,NA,NA,NA,NA
107877,2.47273,2.52667,-4.26112,NA,-33.723,NA,NA,NA,NA
108143,2.32277,2.50575,-4.53768,NA,NA,-26.932,NA,NA,NA
108234,1.53198,2.21567,-4.09387,NA,NA,-13.151,NA,NA,NA
108406,1.70969,1.67718,-4.07058,NA,-14.027,NA,NA,NA,NA
108668,1.46884,1.91722,-4.67173,NA,-16.937,NA,NA,NA,NA
108811,2.32822,2.16648,-4.19018,NA,NA,-16.464,NA,NA,NA
109005,1.3707,1.49843,-4.62223,-16.444,NA,NA,NA,NA,NA
109267,1.85205,1.10847,-4.85782,-33.417,NA,NA,NA,NA,NA
109468,2.10012,1.27991,-4.71016,NA,NA,-13.108,NA,NA,NA
109662,1.87659,1.87991,-4.20521,NA,-7.452,NA,NA,NA,NA
109978,2.28034,1.70879,-4.01249,NA,-20.203,NA,NA,NA,NA
110175,1.87023,1.14103,-3.98342,NA,-22.439,NA,NA,NA,NA
110337,1.53103,1.65509,-4.43962,NA,NA,-3.961,NA,NA,NA
110458,1.68757,1.28782,-4.62297,-19.786,NA,NA,NA,NA,NA
110645,1.30154,2.14143,-4.15208,NA,NA,-15.328,NA,NA,NA
110831,2.03096,1.14794,-4.52792,NA,NA,-14.219,NA,NA,NA
111199,2.68277,1.56373,-3.8629,NA,NA,-30.204,NA,NA,NA
111388,1.95054,1.66433,-3.91687,NA,-15.474,NA,NA,NA,NA
111428,2.85429,2.21719,-4.44633,NA,NA,-37.068,NA,NA,NA
111762,1.99608,1.4504,-3.98234,NA,-17.208,NA,NA,NA,NA
111848,2.0881,1.73055,-4.3255,NA,-6.253,NA,NA,NA,NA
112136,1.77875,2.30219,-4.83937,NA,-20.429,NA,NA,NA,NA
112209,2.05652,1.48225,-3.7383,NA,-23.233,NA,NA,NA,NA
112403,2.28516,2.23321,-4.17574,NA,-27.535,NA,NA,NA,NA
112644,2.25936,2.72672,-4.60165,NA,-40.509,NA,NA,NA,NA
112823,1.54752,2.13684,-3.78275,NA,NA,-16.936,NA,NA,NA
113047,2.06183,1.56246,-3.3826,NA,NA,-30.393,NA,NA,NA
113362,1.69144,1.33383,-4.32092,-9.688,NA,NA,NA,NA,NA
113403,2.08151,2.0382,-4.57247,NA,NA,NA,-23.704,NA,NA
113716,1.91304,2.01839,-4.10008,-9.416,NA,NA,NA,NA,NA
113879,1.92594,1.69457,-4.11379,-14.858,NA,NA,NA,NA,NA
114053,2.41385,1.75167,-4.48629,-19.509,NA,NA,NA,NA,NA
114340,1.78911,1.78089,-4.92745,NA,NA,-12.176,NA,NA,NA
114561,1.88076,1.4025,-4.74715,NA,-21.224,NA,NA,NA,NA
114785,2.11815,1.44501,-4.12567,NA,NA,-6.961,NA,NA,NA
114818,1.86576,1.2635,-4.62433,NA,-13.649,NA,NA,NA,NA
115003,1.89894,1.83815,-4.95236,NA,-21.263,NA,NA,NA,NA
115387,2.30865,1.12265,-4.07542,NA,-23.86,NA,NA,NA,NA
115547,1.71396,2.14465,-3.65503,NA,NA,-20.39,NA,NA,NA
115655,1.81936,1.66724,-4.52352,NA,-11.437,NA,NA,NA,NA
115923,2.43828,1.50847,-4.10259,NA,-28.645,NA,NA,NA,NA
116180,2.21744,1.57775,-3.88729,NA,NA,-12.437,NA,NA,NA
116231,1.93096,1.79845,-4.81993,NA,NA,-10.33,NA,NA,NA
116520,1.99918,1.60958,-4.85943,NA,-14.502,NA,NA,NA,NA
116655,1.36873,1.77393,-4.57292,NA,-12.272,NA,NA,NA,NA
116901,1.30696,1.98707,-4.57633,NA,NA,-13.336,NA,NA,NA
117072,1.3128,1.63081,-4.65842,NA,NA,-10.816,NA,NA,NA
117256,1.25425,1.15353,-4.80756,NA,NA,-31.251,NA,NA,NA
117558,2.45176,1.5624,-4.55389,NA,-17.647,NA,NA,NA,NA
117724,2.25778,1.59063,-4.69502,-21.402,NA,NA,NA,NA,NA
117813,2.33058,1.50626,-4.81685,-26.583,NA,NA,NA,NA,NA
118187,2.14364,1.84301,-4.41965,NA,-13.896,NA,NA,NA,NA
118320,1.97662,1.85887,-3.52832,NA,NA,-22.059,NA,NA,NA
118480,1.58619,1.3337,-4.64714,-15.619,NA,NA,NA,NA,NA
118644,1.7202,1.52805,-4.62586,NA,NA,NA,-22.338,NA,NA
118843,1.72512,1.57135,-4.97147,-26.957,NA,NA,NA,NA,NA
119043,1.98852,2.10828,-4.83623,NA,NA,-14.552,NA,NA,NA
119316,1.62638,2.39076,-4.07728,-24.284,NA,NA,NA,NA,NA
119533,2.39475,2.03068,-3.85401,-23.816,NA,NA,NA,NA,NA
119733,2.27443,1.70691,-4.58592,NA,NA,-10.233,NA,NA,NA
119914,1.73379,1.15905,-4.73249,NA,NA,-16.609,NA,NA,NA
120069,1.702,1.23656,-4.57806,NA,NA,-9.062,NA,NA,NA
120286,1.24786,1.26918,-4.51649,NA,NA,-18.474,NA,NA,NA
120454,2.32276,1.45621,-4.63308,-21.097,NA,NA,NA,NA,NA
120705,1.83571,1.9957,-3.84925,NA,NA,NA,-35.961,NA,NA
120879,2.04525,1.0749,-4.17793,-20.936,NA,NA,NA,NA,NA
121157,1.34793,1.80429,-4.07409,NA,NA,-8.68,NA,NA,NA
121266,1.5151,0.999157,-4.56342,NA,NA,-27.081,NA,NA,NA
121589,1.63491,1.95518,-3.48724,NA,NA,-24.918,NA,NA,NA
121766,2.47352,1.37067,-3.61274,NA,-35.298,NA,NA,NA,NA
121972,1.56789,1.78702,-4.80533,NA,NA,-10.945,NA,NA,NA
122057,1.76431,1.51635,-4.88719,-16.023,NA,NA,NA,NA,NA
122342,2.13581,1.82883,-4.61666,-18.427,NA,NA,NA,NA,NA
122589,2.13109,2.21806,-4.56347,-17.191,NA,NA,NA,NA,NA
122610,1.45092,1.33967,-4.84237,NA,NA,-16.659,NA,NA,NA
122891,2.40867,1.21148,-4.24803,NA,-21.523,NA,NA,NA,NA
123156,1.67083,1.68247,-4.13833,NA,-7.594,NA,NA,NA,NA
123382,1.43481,1.40432,-4.79008,NA,NA,-14.012,NA,NA,NA
123600,1.73444,1.76204,-4.56618,-13.83,NA,NA,NA,NA,NA
123765,1.89354,2.43013,-4.47711,NA,NA,-18.26,NA,NA,NA
123961,1.57604,1.72939,-3.99259,NA,NA,-5.323,NA,NA,NA
124112,1.76424,2.79953,-4.68983,NA,NA,NA,-45.894,NA,NA
124215,2.84192,2.22905,-4.12683,-39.224,NA,NA,NA,NA,NA
124507,1.33201,1.8959,-4.31897,-9.95,NA,NA,NA,NA,NA
124678,1.85468,1.77132,-3.97167,-15.916,NA,NA,NA,NA,NA
124964,1.47577,1.9116,-3.65668,NA,NA,NA,-33.967,NA,NA
125075,2.04802,1.08083,-4.11587,-25.89,NA,NA,NA,NA,NA
125361,1.47451,1.43135,-4.5764,NA,NA,-7.183,NA,NA,NA
125487,1.4321,0.961657,-4.75128,NA,NA,-37.46,NA,NA,NA
125704,1.5671,1.20569,-3.98387,NA,NA,-13.764,NA,NA,NA
125926,2.28114,1.74233,-4.72983,NA,NA,-13.174,NA,NA,NA
126132,0.963058,2.0856,-4.35576,-27.433,NA,NA,NA,NA,NA
126282,1.19948,2.17053,-4.1793,NA,-20.222,NA,NA,NA,NA
126532,1.49618,1.49808,-4.99486,NA,NA,-18.395,NA,NA,NA
126760,1.22242,2.38368,-4.44714,-25.316,NA,NA,NA,NA,NA
126954,1.51367,1.54982,-3.93562,NA,NA,-8.815,NA,NA,NA
127126,1.13305,1.64104,-4.04139,NA,NA,-16.522,NA,NA,NA
127229,1.89313,1.87166,-4.33658,NA,NA,-2.85,NA,NA,NA
127442,1.25039,1.72225,-4.0531,NA,NA,-11.53,NA,NA,NA
127720,1.46438,1.93455,-4.5315,NA,NA,NA,NA,-45.086,NA
127819,1.64688,2.36015,-4.81905,NA,-30.345,NA,NA,NA,NA
128105,1.85425,1.67526,-4.24253,NA,NA,-1.438,NA,NA,NA
128336,1.99916,2.00138,-4.40719,NA,NA,-6.418,NA,NA,NA
128579,2.39659,1.89638,-4.07881,-18.446,NA,NA,NA,NA,NA
128655,1.28605,1.51075,-4.78051,NA,NA,-15.278,NA,NA,NA
128875,1.11856,1.71668,-4.80214,NA,-27.586,NA,NA,NA,NA
129135,1.32883,2.65423,-4.68125,NA,-33.922,NA,NA,NA,NA
129304,1.95197,1.83652,-4.03557,NA,-9.13,NA,NA,NA,NA
129442,2.41771,1.59139,-4.85784,NA,NA,-19.461,NA,NA,NA
129746,1.31757,1.90087,-4.95095,NA,NA,-19.553,NA,NA,NA
129983,1.66043,1.31438,-4.20832,-15.129,NA,NA,NA,NA,NA
130191,1.85996,2.23606,-4.3658,-18.038,NA,NA,NA,NA,NA
130271,1.97932,1.87632,-4.96677,NA,NA,NA,-32.16,NA,NA
130567,1.13646,1.59355,-4.12212,-17.756,NA,NA,NA,NA,NA
130666,2.03406,1.52809,-4.33223,NA,-5.616,NA,NA,NA,NA
130897,1.55741,1.51662,-4.446,NA,-15.109,NA,NA,NA,NA
131068,2.02733,1.57468,-4.42021,NA,NA,NA,NA,-23.998,NA
131304,1.94579,1.86982,-4.5149,NA,-7.212,NA,NA,NA,NA
131561,1.63964,1.52513,-4.64749,NA,NA,-6.028,NA,NA,NA
131628,1.50639,2.67408,-4.92251,NA,-37.988,NA,NA,NA,NA
131993,2.48531,1.87696,-4.47874,-22.413,NA,NA,NA,NA,NA
132109,1.90562,1.96493,-4.48062,-10.056,NA,NA,NA,NA,NA
132309,1.88478,2.32913,-4.80268,-20.596,NA,NA,NA,NA,NA
132551,2.1245,1.757,-4.2092,NA,NA,-5.314,NA,NA,NA
132786,1.83231,1.89422,-4.26144,NA,NA,-2.895,NA,NA,NA
132996,1.86237,2.01237,-4.8692,NA,NA,-13.23,NA,NA,NA
133144,2.27116,1.83847,-4.01162,-13.791,NA,NA,NA,NA,NA
133225,2.31047,2.01196,-4.4454,NA,NA,-13.511,NA,NA,NA
133555,2.20062,1.33832,-4.05901,NA,NA,-11.657,NA,NA,NA
133712,2.35573,1.36742,-4.52474,NA,NA,-14.249,NA,NA,NA
133819,1.61613,1.119,-4.3356,NA,-24.745,NA,NA,NA,NA
134188,1.51823,1.50095,-3.69796,NA,NA,-16.78,NA,NA,NA
134288,1.67745,2.2922,-4.34302,NA,NA,-13.493,NA,NA,NA
134504,1.77591,1.51031,-4.48606,NA,-4.563,NA,NA,NA,NA
134738,1.66678,1.04397,-4.90791,NA,NA,-27.7,NA,NA,NA
134909,2.34107,1.95608,-4.83925,-21.52,NA,NA,NA,NA,NA
135107,1.7758,1.13428,-4.17408,NA,NA,-10.417,NA,NA,NA
135353,1.05526,1.29762,-4.36406,NA,NA,-24.5,NA,NA,NA
135474,1.87249,1.262,-4.68135,NA,NA,-11.782,NA,NA,NA
135646,2.18277,1.96341,-4.76948,NA,NA,-13.364,NA,NA,NA
135931,2.44703,2.11505,-4.61408,NA,-22.039,NA,NA,NA,NA
136132,2.45981,1.83984,-4.25915,NA,-17.51,NA,NA,NA,NA
136232,1.90061,1.98242,-4.26562,NA,-6.942,NA,NA,NA,NA
136523,1.87115,2.13811,-4.27181,NA,NA,NA,NA,-23.537,NA
136717,2.10735,1.41879,-4.65011,NA,-19.285,NA,NA,NA,NA
136854,1.45318,1.76728,-4.78847,-19.217,NA,NA,NA,NA,NA
137035,2.2034,1.55215,-4.103,NA,NA,-7.797,NA,NA,NA
137237,0.85678,2.38004,-4.04052,NA,NA,NA,-57.05,NA,NA
137424,2.14547,1.73284,-3.97774,NA,NA,-8.912,NA,NA,NA
137781,1.42016,2.02851,-4.91345,NA,-26.357,NA,NA,NA,NA
137865,1.12664,1.70206,-4.70627,NA,NA,-18.734,NA,NA,NA
138108,0.696994,2.22328,-4.41509,NA,NA,-38.64,NA,NA,NA
138313,1.87037,2.36305,-3.84909,NA,NA,-20.437,NA,NA,NA
138434,1.30717,2.27678,-4.79906,NA,NA,NA,NA,-54.294,NA
138727,1.55205,1.81397,-4.34903,NA,NA,-3.968,NA,NA,NA
138959,1.73311,1.81432,-4.57916,NA,NA,-3.756,NA,NA,NA
139143,1.48128,1.44629,-4.5444,NA,NA,-5.992,NA,NA,NA
139293,1.05012,2.16181,-4.03173,NA,-29.96,NA,NA,NA,NA
139485,2.26153,1.86128,-3.92643,NA,-22.562,NA,NA,NA,NA
139737,1.6761,2.53232,-4.17151,-29.252,NA,NA,NA,NA,NA
139952,1.79596,1.7838,-4.72516,NA,-10.714,NA,NA,NA,NA
140135,2.70775,1.5678,-4.38181,-27.398,NA,NA,NA,NA,NA
140391,2.37712,1.28709,-4.33079,NA,NA,-15.787,NA,NA,NA
140405,0.781281,2.14227,-4.74638,NA,NA,-36.641,NA,NA,NA
140746,1.57166,2.26702,-4.78372,NA,-21.562,NA,NA,NA,NA
140987,1.48957,1.62984,-4.18433,NA,-10.051,NA,NA,NA,NA
141067,0.989772,2.20357,-4.52856,NA,-35.33,NA,NA,NA,NA
141371,1.99574,2.25078,-4.6378,NA,-21.722,NA,NA,NA,NA
141537,2.06598,2.24085,-4.94836,NA,NA,-21.789,NA,NA,NA
141729,1.23861,1.95152,-4.42647,NA,-16.677,NA,NA,NA,NA
141857,1.56704,2.49294,-3.7714,-29.851,NA,NA,NA,NA,NA
142050,2.34991,1.62876,-4.99193,-23.639,NA,NA,NA,NA,NA
142375,1.92105,1.59509,-4.05329,NA,NA,-4.698,NA,NA,NA
142565,1.67423,1.99456,-4.22483,NA,NA,-6.598,NA,NA,NA
