id,x0,x1,x2,fitness-0.5,fitness-2.5,fitness-2,fitness-3,fitness-4,fitness-1.5,fitness-3.5
67701,2.0068,1.77537,-3.57776,NA,NA,-31.565,NA,NA,NA,NA
67916,1.44649,2.89873,-4.41947,NA,NA,-40.94,NA,NA,NA,NA
68074,1.37024,1.89626,-3.89349,NA,-12.688,NA,NA,NA,NA,NA
68248,2.20023,1.72484,-4.18129,NA,NA,NA,-11.393,NA,NA,NA
68588,1.83447,2.55064,-4.35842,NA,-21.366,NA,NA,NA,NA,NA
68703,1.35756,1.85742,-4.37827,NA,NA,NA,-15.07,NA,NA,NA
68944,2.18244,1.82424,-4.90541,NA,-16.242,NA,NA,NA,NA,NA
69165,1.50985,1.80762,-5,NA,NA,-22.318,NA,NA,NA,NA
69388,2.14384,1.53924,-4.3678,NA,NA,-12.569,NA,NA,NA,NA
69478,1.37518,1.53806,-3.89677,NA,NA,NA,NA,NA,-41.059,NA
69658,1.32772,2.03133,-4.81298,NA,-17.597,NA,NA,NA,NA,NA
69811,2.45564,1.07221,-3.8135,NA,-36.186,NA,NA,NA,NA,NA
70133,1.95507,1.34044,-4.27655,NA,NA,NA,-11.702,NA,NA,NA
70282,1.86417,1.7685,-5,NA,NA,-20.564,NA,NA,NA,NA
70542,1.76807,1.81813,-5,NA,NA,NA,-21.428,NA,NA,NA
70715,2.24902,1.51168,-5,NA,NA,-25.376,NA,NA,NA,NA
70833,1.59975,2.30186,-4.78632,NA,NA,-23.697,NA,NA,NA,NA
71073,1.34286,1.96752,-3.5556,NA,-25.774,NA,NA,NA,NA,NA
71396,1.52595,1.3512,-3.97692,NA,-9.286,NA,NA,NA,NA,NA
71461,1.69861,2.17003,-5,NA,-20.29,NA,NA,NA,NA,NA
71684,2.04241,1.72215,-4.38388,NA,-3.96,NA,NA,NA,NA,NA
71967,1.87906,1.13789,-4.79745,NA,NA,NA,-22.082,NA,NA,NA
72157,2.28424,1.87599,-4.47056,NA,NA,NA,-23.135,NA,NA,NA
72262,1.50884,1.63325,-4.61959,NA,-7.078,NA,NA,NA,NA,NA
72532,2.44505,1.94401,-4.14084,NA,-16.724,NA,NA,NA,NA,NA
72621,2.31661,2.43535,-4.56424,NA,-25.316,NA,NA,NA,NA,NA
72838,1.71635,1.32129,-4.51685,NA,-5.842,NA,NA,NA,NA,NA
73075,1.49225,1.7058,-5,NA,NA,NA,-18.523,NA,NA,NA
73270,2.1195,1.37238,-4.10866,NA,-7.743,NA,NA,NA,NA,NA
73487,2.03822,1.98146,-4.36137,NA,NA,NA,-18.403,NA,NA,NA
73676,2.35424,2.24624,-5,NA,NA,NA,NA,-63.063,NA,NA
73949,1.4003,1.23539,-4.00461,NA,NA,NA,-16.899,NA,NA,NA
74057,2.4355,1.60168,-4.58341,NA,NA,NA,-17.356,NA,NA,NA
74217,1.65037,2.14912,-4.00336,NA,-11.579,NA,NA,NA,NA,NA
74404,2.31826,2.20832,-4.21636,NA,NA,NA,-21.471,NA,NA,NA
74633,1.48755,1.73116,-3.5215,NA,-25.115,NA,NA,NA,NA,NA
74837,1.37682,1.90639,-4.19041,NA,-7.912,NA,NA,NA,NA,NA
75064,1.7111,1.87645,-3.53543,NA,NA,NA,-27.756,NA,NA,NA
75296,1.64843,1.75908,-4.12541,NA,-2.493,NA,NA,NA,NA,NA
75594,1.93383,2.06324,-4.34125,NA,NA,NA,-12.235,NA,NA,NA
75689,0.99111,1.83211,-4.71943,NA,NA,-39.783,NA,NA,NA,NA
75966,1.90185,1.64105,-3.83371,NA,NA,-12.05,NA,NA,NA,NA
76039,2.10202,2.02402,-4.45839,NA,NA,NA,-11.775,NA,NA,NA
76314,1.66814,0.927583,-4.96125,NA,NA,NA,-47.759,NA,NA,NA
76403,1.58923,2.29614,-3.78662,NA,NA,-29.583,NA,NA,NA,NA
76621,2.32999,1.84382,-3.96939,NA,NA,NA,-19.983,NA,NA,NA
76936,2.38379,1.92066,-4.90192,NA,-20.536,NA,NA,NA,NA,NA
77067,2.1128,1.95926,-3.72922,NA,NA,NA,-28.102,NA,NA,NA
77391,2.03595,2.08463,-5,NA,NA,NA,-23.528,NA,NA,NA
77476,1.93118,2.14938,-5,NA,NA,-26.773,NA,NA,NA,NA
77726,2.36994,2.62918,-4.56488,NA,NA,-40.245,NA,NA,NA,NA
77885,1.58048,1.74306,-4.37101,NA,-3.124,NA,NA,NA,NA,NA
78196,1.97316,1.38763,-4.4856,NA,NA,-15.185,NA,NA,NA,NA
78206,2.15128,2.18383,-4.50796,NA,NA,NA,-14.512,NA,NA,NA
78451,1.58216,2.27946,-4.55408,NA,-14.235,NA,NA,NA,NA,NA
78755,1.88072,2.44954,-5,NA,-28.038,NA,NA,NA,NA,NA
78813,2.55056,2.45323,-4.33839,NA,-31.58,NA,NA,NA,NA,NA
79088,2.53456,2.00557,-5,NA,NA,NA,-31.287,NA,NA,NA
79276,2.02289,2.15275,-4.86188,NA,-16.342,NA,NA,NA,NA,NA
79597,1.37899,1.52275,-5,NA,-20.823,NA,NA,NA,NA,NA
79748,2.00509,1.16877,-4.00982,NA,NA,-17.654,NA,NA,NA,NA
79870,2.36347,1.35543,-4.07973,NA,NA,NA,NA,NA,-37.519,NA
80156,2.75467,1.63682,-4.45107,NA,-26.312,NA,NA,NA,NA,NA
80284,1.83898,1.13532,-4.75796,NA,NA,-28.979,NA,NA,NA,NA
80555,1.45135,1.59408,-5,NA,-19.06,NA,NA,NA,NA,NA
80779,1.31454,2.0707,-5,NA,-23.391,NA,NA,NA,NA,NA
80921,2.07062,1.85536,-5,NA,-16.558,NA,NA,NA,NA,NA
81143,2.20503,1.87326,-5,NA,-18.915,NA,NA,NA,NA,NA
81328,1.9724,2.14445,-4.26922,NA,NA,-20.135,NA,NA,NA,NA
81584,1.62407,1.5559,-5,NA,NA,-25.946,NA,NA,NA,NA
81721,2.09972,1.54115,-5,NA,NA,NA,-19.529,NA,NA,NA
81882,1.94321,2.43819,-4.19537,NA,NA,NA,-23.461,NA,NA,NA
82039,1.07094,1.47165,-4.84512,NA,-27.404,NA,NA,NA,NA,NA
82229,1.57313,1.63388,-4.87362,NA,-11.84,NA,NA,NA,NA,NA
82524,1.99307,2.1961,-4.74486,NA,NA,-18.956,NA,NA,NA,NA
82748,1.35037,2.6553,-5,NA,NA,NA,-46.918,NA,NA,NA
82842,2.18212,0.918068,-4.09065,NA,-27.877,NA,NA,NA,NA,NA
83187,2.49192,1.57813,-4.58777,NA,-18.1,NA,NA,NA,NA,NA
83249,1.58989,1.71924,-4.35659,NA,-1.998,NA,NA,NA,NA,NA
83542,1.71284,1.20293,-5,NA,NA,-27.217,NA,NA,NA,NA
83764,2.38431,1.76169,-3.87896,NA,NA,NA,NA,NA,-47.863,NA
83860,1.46074,1.81497,-4.16957,NA,NA,NA,-9.566,NA,NA,NA
84022,1.6366,1.40024,-4.22888,NA,-3.725,NA,NA,NA,NA,NA
84275,1.57635,2.06759,-4.4904,NA,NA,NA,-19.137,NA,NA,NA
84434,1.20621,1.55981,-5,NA,NA,NA,-28.066,NA,NA,NA
84721,1.19952,1.93161,-4.61313,NA,NA,-21.581,NA,NA,NA,NA
84870,1.47169,1.79306,-3.54985,NA,NA,NA,-23.304,NA,NA,NA
85144,1.99422,0.904912,-4.18412,NA,-25.219,NA,NA,NA,NA,NA
85325,1.82934,1.44713,-4.63286,NA,NA,NA,NA,NA,NA,-32.232
85577,1.35176,2.06434,-5,NA,-22.659,NA,NA,NA,NA,NA
85625,1.74233,1.69269,-4.57512,NA,NA,NA,-13.352,NA,NA,NA
85839,1.7539,1.80166,-4.16928,NA,-2.114,NA,NA,NA,NA,NA
86166,2.25721,1.99245,-3.6477,NA,NA,-26.065,NA,NA,NA,NA
86400,2.27597,1.36614,-4.42113,NA,NA,-19.674,NA,NA,NA,NA
86419,1.92905,1.9873,-4.49027,NA,-6.41,NA,NA,NA,NA,NA
86699,1.55513,2.54774,-4.68851,NA,-25.951,NA,NA,NA,NA,NA
86902,1.67193,2.02194,-5,NA,-18.033,NA,NA,NA,NA,NA
87118,1.75562,0.780075,-4.06355,NA,NA,NA,-39.886,NA,NA,NA
87362,1.73632,0.82866,-4.08283,NA,NA,NA,-36.849,NA,NA,NA
87424,1.32336,1.60701,-4.22461,NA,NA,NA,-10.036,NA,NA,NA
87758,1.873,1.80089,-4.11101,NA,NA,NA,-9.103,NA,NA,NA
87872,1.9111,1.64543,-4.92739,NA,-12.645,NA,NA,NA,NA,NA
88151,2.35367,1.22082,-4.69142,NA,NA,-24.909,NA,NA,NA,NA
88296,2.00392,1.7157,-5,NA,NA,NA,-16.975,NA,NA,NA
88411,2.50062,1.11548,-4.40681,NA,NA,NA,-28.358,NA,NA,NA
88641,2.30862,1.72906,-4.86759,NA,NA,NA,-22.565,NA,NA,NA
88916,2.44327,1.97388,-4.92633,NA,NA,-25.933,NA,NA,NA,NA
89108,2.24216,1.19309,-4.49505,NA,-15.469,NA,NA,NA,NA,NA
89287,1.42105,1.6392,-3.617,NA,NA,-28.104,NA,NA,NA,NA
89480,0.907742,1.98533,-5,NA,-36.784,NA,NA,NA,NA,NA
89676,1.82422,1.97219,-4.41935,NA,NA,NA,NA,NA,NA,-18.903
89954,2.15886,2.03086,-4.38399,NA,-10.676,NA,NA,NA,NA,NA
90166,1.78595,1.05377,-3.78559,NA,-24.955,NA,NA,NA,NA,NA
90251,1.61969,1.16938,-5,NA,NA,NA,-27.906,NA,NA,NA
90484,2.17982,2.13699,-4.4075,NA,NA,NA,-23.904,NA,NA,NA
90613,1.66637,2.29261,-4.86025,NA,NA,NA,-24.156,NA,NA,NA
90856,1.30163,1.66427,-4.23685,NA,NA,NA,-14.543,NA,NA,NA
91020,1.74836,1.32857,-5,NA,-18.823,NA,NA,NA,NA,NA
91299,1.50376,1.41119,-5,NA,NA,-24.67,NA,NA,NA,NA
91537,2.25025,2.20743,-4.58757,NA,NA,NA,NA,NA,NA,-30.496
91731,1.29602,1.48585,-4.0555,NA,-12.451,NA,NA,NA,NA,NA
91806,1.44737,2.21279,-4.31036,NA,NA,NA,-15.169,NA,NA,NA
92044,1.87284,2.33908,-4.30614,NA,-14.079,NA,NA,NA,NA,NA
92250,1.62084,1.76197,-5,NA,-16.806,NA,NA,NA,NA,NA
92592,1.90935,1.63722,-5,NA,-14.662,NA,NA,NA,NA,NA
92798,2.03135,1.16717,-4.21118,NA,NA,NA,-14.505,NA,NA,NA
92977,1.80288,2.19837,-5,NA,-20.504,NA,NA,NA,NA,NA
93160,1.39495,1.66624,-4.32176,NA,NA,-21.544,NA,NA,NA,NA
93297,1.70463,1.62387,-5,NA,NA,-19.209,NA,NA,NA,NA
93483,1.17083,1.84915,-4.91065,NA,NA,NA,-31.199,NA,NA,NA
93682,2.59352,1.19009,-5,NA,-38.092,NA,NA,NA,NA,NA
93840,2.17396,1.96024,-4.514,NA,NA,-13.166,NA,NA,NA,NA
94179,2.18764,2.29733,-5,NA,NA,NA,NA,NA,-38.386,NA
94274,2.34453,2.17074,-4.50274,NA,-18.362,NA,NA,NA,NA,NA
94591,1.83019,2.16095,-4.1572,NA,NA,NA,-11.286,NA,NA,NA
94751,1.21954,2.33992,-4.17103,NA,NA,NA,-31.269,NA,NA,NA
94869,0.979783,1.0765,-4.93829,NA,-51.736,NA,NA,NA,NA,NA
95042,0.720694,2.1867,-4.17029,NA,-37.206,NA,NA,NA,NA,NA
95396,1.12612,2.3943,-4.21307,NA,NA,NA,-26.923,NA,NA,NA
95508,2.02528,1.58255,-4.6577,NA,NA,-10.446,NA,NA,NA,NA
95688,2.00469,1.72476,-5,NA,-16.265,NA,NA,NA,NA,NA
95861,1.67441,1.96649,-4.35276,NA,-5.48,NA,NA,NA,NA,NA
96012,1.27144,1.80228,-4.12854,NA,NA,-13.433,NA,NA,NA,NA
96213,1.77904,2.19661,-3.87882,NA,-14.836,NA,NA,NA,NA,NA
96435,1.90645,2.26199,-4.83417,NA,NA,NA,-21.311,NA,NA,NA
96777,1.01929,1.8259,-5,NA,-30.991,NA,NA,NA,NA,NA
96913,2.03734,1.86798,-4.34729,NA,-5.487,NA,NA,NA,NA,NA
97101,1.78265,1.03336,-5,NA,NA,-38.131,NA,NA,NA,NA
97341,1.84298,1.14754,-5,NA,-25.262,NA,NA,NA,NA,NA
97511,1.62208,2.33816,-4.86139,NA,-21.809,NA,NA,NA,NA,NA
97697,1.97632,2.20057,-5,NA,NA,-23.404,NA,NA,NA,NA
97944,2.07197,2.27412,-4.61659,NA,NA,-18.743,NA,NA,NA,NA
98092,2.58569,1.47094,-4.44972,NA,-21.556,NA,NA,NA,NA,NA
98218,2.25615,1.89877,-4.11876,NA,NA,NA,-22.145,NA,NA,NA
98600,2.18972,1.61829,-4.60504,NA,NA,NA,-15.233,NA,NA,NA
98739,2.48877,2.31174,-5,NA,-33.827,NA,NA,NA,NA,NA
98884,2.51232,1.89595,-5,NA,-27.132,NA,NA,NA,NA,NA
99166,1.88815,2.39897,-5,NA,-26.182,NA,NA,NA,NA,NA
99229,1.55253,1.78236,-5,NA,-16.4,NA,NA,NA,NA,NA
99471,1.10683,2.55788,-4.21996,NA,NA,NA,-32.951,NA,NA,NA
99696,1.88396,2.12731,-4.32559,NA,-8.193,NA,NA,NA,NA,NA
99881,2.58697,1.59046,-4.80092,NA,-24.436,NA,NA,NA,NA,NA
100112,2.49624,1.68452,-5,NA,-26.492,NA,NA,NA,NA,NA
100368,1.49448,2.08424,-5,NA,NA,NA,-27.385,NA,NA,NA
100561,1.49141,1.86002,-5,NA,NA,NA,-20.334,NA,NA,NA
100622,1.84757,1.92801,-5,NA,-15.772,NA,NA,NA,NA,NA
100964,1.92969,1.61915,-4.92182,NA,-12.87,NA,NA,NA,NA,NA
101156,2.11968,2.5304,-4.32632,NA,NA,NA,-29.709,NA,NA,NA
101324,2.15547,2.21426,-4.49279,NA,NA,-16.259,NA,NA,NA,NA
101533,1.04485,1.5151,-4.57368,NA,NA,-25.288,NA,NA,NA,NA
101647,2.17551,1.72478,-5,NA,-18.762,NA,NA,NA,NA,NA
101935,2.0753,1.53087,-4.63879,NA,NA,NA,-20.594,NA,NA,NA
102113,1.73662,2.30037,-3.67142,NA,-25.096,NA,NA,NA,NA,NA
102325,1.27515,2.22749,-5,NA,NA,NA,-30.991,NA,NA,NA
102533,1.89404,1.21382,-4.54144,NA,NA,NA,-15.5,NA,NA,NA
102780,1.16631,1.42365,-5,NA,NA,-37.803,NA,NA,NA,NA
102966,1.87428,2.02107,-4.62297,NA,NA,-10.997,NA,NA,NA,NA
103145,1.52957,1.59845,-4.22853,NA,NA,-5.565,NA,NA,NA,NA
103207,1.80293,0.980126,-4.83158,NA,NA,-31.809,NA,NA,NA,NA
103505,1.81857,1.56271,-5,NA,NA,NA,-18.828,NA,NA,NA
103662,1.17618,1.29875,-5,NA,-33.468,NA,NA,NA,NA,NA
103984,1.93655,1.37798,-4.69263,NA,NA,-11.546,NA,NA,NA,NA
104032,1.44722,1.45503,-3.7808,NA,-15.134,NA,NA,NA,NA,NA
104272,1.78159,1.47915,-4.44083,NA,NA,NA,-8.391,NA,NA,NA
104528,1.50342,1.36523,-4.55023,NA,NA,-11.852,NA,NA,NA,NA
104683,1.797,1.89457,-3.38119,NA,-28.092,NA,NA,NA,NA,NA
104895,1.7051,1.9488,-4.46954,NA,NA,NA,-7.567,NA,NA,NA
105076,1.77111,2.27803,-4.77216,NA,-17.257,NA,NA,NA,NA,NA
105391,1.39623,2.30878,-5,NA,-26.741,NA,NA,NA,NA,NA
105456,1.14283,1.80322,-5,NA,-28.014,NA,NA,NA,NA,NA
105610,1.45861,1.52474,-3.31033,NA,NA,-39.429,NA,NA,NA,NA
105874,2.20255,2.31885,-4.16691,NA,NA,-25.05,NA,NA,NA,NA
106168,1.94665,2.04193,-4.54099,NA,NA,NA,-11.559,NA,NA,NA
106221,2.67845,2.0947,-5,NA,NA,NA,-42.025,NA,NA,NA
106477,2.63881,1.07507,-4.69848,NA,-36.661,NA,NA,NA,NA,NA
106703,2.2199,1.31753,-5,NA,-22.79,NA,NA,NA,NA,NA
106919,1.76161,1.71001,-5,NA,-15.575,NA,NA,NA,NA,NA
107134,1.8706,1.26959,-5,NA,NA,NA,NA,NA,-38.264,NA
107255,2.37962,1.65532,-4.70512,NA,NA,-20.683,NA,NA,NA,NA
107478,2.33336,1.13727,-4.48581,NA,NA,-26.573,NA,NA,NA,NA
107771,2.21079,1.74913,-3.89835,NA,NA,-18.984,NA,NA,NA,NA
107981,1.6402,1.88093,-4.54758,NA,NA,-13.064,NA,NA,NA,NA
108076,2.49908,1.05036,-4.42377,NA,NA,-33.454,NA,NA,NA,NA
108368,1.29891,2.13496,-5,NA,NA,-28.765,NA,NA,NA,NA
108545,1.94539,2.53031,-4.61177,NA,NA,-25.209,NA,NA,NA,NA
108766,1.43388,1.75982,-4.99788,NA,NA,-27.288,NA,NA,NA,NA
108951,2.92504,1.66428,-4.48327,NA,-35.085,NA,NA,NA,NA,NA
109095,2.69052,1.54125,-4.29575,NA,NA,NA,-25.575,NA,NA,NA
109233,1.99642,1.29209,-5,NA,NA,-26.704,NA,NA,NA,NA
109441,2.39223,1.85075,-5,NA,NA,NA,NA,NA,-38.38,NA
109623,1.41987,2.11369,-5,NA,NA,NA,-23.645,NA,NA,NA
109998,1.10065,2.05933,-4.4258,NA,-19.06,NA,NA,NA,NA,NA
110104,1.04801,2.30963,-4.44162,NA,-25.915,NA,NA,NA,NA,NA
110298,0.963191,1.97451,-3.85493,NA,-30.482,NA,NA,NA,NA,NA
110491,1.91634,2.11235,-5,NA,NA,-23.02,NA,NA,NA,NA
110679,1.60757,1.97489,-3.90568,NA,NA,-12.507,NA,NA,NA,NA
110956,1.75604,1.42954,-3.96667,NA,NA,-22.361,NA,NA,NA,NA
111029,1.68232,1.69904,-4.34891,NA,NA,NA,-14.891,NA,NA,NA
111338,2.23343,1.97036,-4.26329,NA,-9.962,NA,NA,NA,NA,NA
111587,1.52492,1.57933,-5,NA,-17.625,NA,NA,NA,NA,NA
111632,1.17537,1.81334,-3.90187,NA,NA,-24.718,NA,NA,NA,NA
111973,1.95932,1.04046,-4.60907,NA,NA,-21.359,NA,NA,NA,NA
112107,1.40659,1.59698,-5,NA,NA,NA,-20.319,NA,NA,NA
112247,1.3854,1.54748,-4.00093,NA,NA,NA,-11.775,NA,NA,NA
112466,1.92929,1.52044,-4.57181,NA,-3.534,NA,NA,NA,NA,NA
112697,1.77462,1.50744,-4.50649,NA,NA,-11.058,NA,NA,NA,NA
112858,1.85831,1.23505,-3.69717,NA,NA,-27.64,NA,NA,NA,NA
113057,1.91053,2.31714,-3.73323,NA,-22.73,NA,NA,NA,NA,NA
113237,1.51259,1.39317,-3.87082,NA,NA,NA,-16,NA,NA,NA
113545,2.63558,1.47517,-4.32826,NA,NA,NA,NA,NA,NA,-35.879
113689,2.52076,1.868,-4.51951,NA,NA,NA,-19.237,NA,NA,NA
113897,1.67199,1.53951,-4.48241,NA,NA,NA,-6.127,NA,NA,NA
114109,1.6317,1.27565,-3.63843,NA,-22.595,NA,NA,NA,NA,NA
114349,2.057,1.26293,-5,NA,-22.276,NA,NA,NA,NA,NA
114467,1.56152,2.21528,-5,NA,-21.603,NA,NA,NA,NA,NA
114611,2.52688,1.7751,-5,NA,-28.126,NA,NA,NA,NA,NA
114835,2.06857,2.61733,-5,NA,NA,NA,NA,NA,NA,-47.06
115063,2.01074,0.997178,-4.7293,NA,-24.435,NA,NA,NA,NA,NA
115262,2.14391,1.73758,-4.86176,NA,-12.675,NA,NA,NA,NA,NA
115421,1.71624,1.50782,-4.67821,NA,NA,-19.449,NA,NA,NA,NA
115767,1.79402,0.933837,-4.76567,NA,-29.389,NA,NA,NA,NA,NA
115899,1.57064,1.44032,-4.09386,NA,-4.215,NA,NA,NA,NA,NA
116167,1.90198,2.04515,-4.37819,NA,NA,-10.874,NA,NA,NA,NA
116233,1.39901,1.53352,-4.40377,NA,NA,NA,NA,NA,-31.597,NA
116580,1.36125,2.41628,-5,NA,NA,-34.051,NA,NA,NA,NA
116722,1.97624,1.42797,-5,NA,NA,NA,NA,-58.811,NA,NA
116925,1.38914,2.53683,-5,NA,NA,NA,NA,NA,NA,-47.119
117103,1.62709,2.18014,-4.79645,NA,NA,-17.438,NA,NA,NA,NA
117312,1.27029,1.39678,-4.88913,NA,NA,-25.429,NA,NA,NA,NA
117599,1.66543,1.29485,-4.7142,NA,NA,NA,-16.511,NA,NA,NA
117714,2.38939,1.50211,-4.25339,NA,-13.062,NA,NA,NA,NA,NA
117921,2.2434,1.92175,-3.89182,NA,NA,-16.436,NA,NA,NA,NA
118150,1.6789,1.71204,-4.42217,NA,-1.212,NA,NA,NA,NA,NA
118237,1.54467,1.92058,-3.23428,NA,-37.028,NA,NA,NA,NA,NA
118521,1.73723,1.64989,-4.05597,NA,-3.152,NA,NA,NA,NA,NA
118743,1.96764,1.84389,-4.42123,NA,NA,NA,-12.445,NA,NA,NA
118953,1.88437,2.16931,-4.45581,NA,NA,-17.586,NA,NA,NA,NA
119197,1.89929,1.81482,-5,NA,NA,-19.422,NA,NA,NA,NA
119261,1.86096,2.17429,-4.83846,NA,-15.581,NA,NA,NA,NA,NA
119562,2.02233,1.40987,-4.6962,NA,NA,-10.948,NA,NA,NA,NA
119694,2.35441,0.880003,-5,NA,NA,-54.713,NA,NA,NA,NA
119847,2.08346,1.86681,-4.57441,NA,-8.012,NA,NA,NA,NA,NA
120146,1.87892,1.29168,-4.35763,NA,-4.413,NA,NA,NA,NA,NA
120280,2.10125,2.43116,-4.05701,NA,NA,NA,-30.792,NA,NA,NA
120552,2.61173,2.35476,-4.61708,NA,-31.74,NA,NA,NA,NA,NA
120665,2.17188,1.68458,-4.49081,NA,-6.553,NA,NA,NA,NA,NA
120971,1.81841,1.89826,-4.46653,NA,-4.351,NA,NA,NA,NA,NA
121001,1.92902,2.06384,-3.5527,NA,NA,-34.268,NA,NA,NA,NA
121220,1.67955,1.83595,-4.20527,NA,NA,-14.161,NA,NA,NA,NA
121527,2.52057,1.48754,-5,NA,NA,NA,-34.288,NA,NA,NA
121716,2.03723,1.79874,-5,NA,-17.125,NA,NA,NA,NA,NA
121839,1.63388,1.76896,-4.44968,NA,NA,NA,-5.337,NA,NA,NA
122166,2.34011,1.42914,-4.14517,NA,-13.726,NA,NA,NA,NA,NA
122332,2.10381,1.50436,-5,NA,NA,NA,NA,NA,-39.062,NA
122469,1.71405,1.84933,-5,NA,NA,-23.276,NA,NA,NA,NA
122795,2.61194,2.35851,-5,NA,-39.145,NA,NA,NA,NA,NA
122961,2.04034,2.77285,-5,NA,NA,NA,-45.05,NA,NA,NA
123086,1.51986,2.09591,-4.6534,NA,-11.399,NA,NA,NA,NA,NA
123349,1.82623,1.67908,-5,NA,NA,-16.872,NA,NA,NA,NA
123491,2.04897,2.86206,-4.39109,NA,NA,-40.501,NA,NA,NA,NA
123758,3.10121,1.79535,-5,NA,-51.843,NA,NA,NA,NA,NA
123962,2.25714,1.67448,-4.82125,NA,NA,NA,-15.516,NA,NA,NA
124025,1.606,1.31726,-5,NA,NA,NA,NA,NA,NA,-42.193
124225,1.71964,1.90601,-5,NA,NA,NA,-19.806,NA,NA,NA
124514,1.75336,1.54949,-5,NA,NA,-19.931,NA,NA,NA,NA
124770,1.84754,1.74004,-4.70026,NA,-5.572,NA,NA,NA,NA,NA
124916,1.64514,1.37671,-4.09242,NA,-6.47,NA,NA,NA,NA,NA
125047,1.2094,1.06669,-4.60965,NA,NA,NA,-37.085,NA,NA,NA
125389,2.18157,2.02193,-3.76104,NA,NA,-19.685,NA,NA,NA,NA
125576,1.47442,2.92327,-4.21195,NA,-40.782,NA,NA,NA,NA,NA
125769,1.42994,1.38847,-5,NA,NA,NA,-24.306,NA,NA,NA
125978,2.14028,1.57589,-4.38778,NA,-5.027,NA,NA,NA,NA,NA
126039,1.28356,1.18373,-4.30814,NA,-19.9,NA,NA,NA,NA,NA
126294,1.27655,2.3693,-5,NA,-30.272,NA,NA,NA,NA,NA
126471,2.1438,1.09696,-5,NA,-30.68,NA,NA,NA,NA,NA
126689,1.59028,1.74016,-5,NA,NA,NA,-18.484,NA,NA,NA
126802,1.92785,1.89197,-4.67654,NA,NA,NA,-10.162,NA,NA,NA
127092,1.30169,1.66325,-5,NA,NA,-24.67,NA,NA,NA,NA
127388,2.24859,1.80365,-5,NA,-20.103,NA,NA,NA,NA,NA
127497,2.13941,1.38691,-4.52421,NA,-8.569,NA,NA,NA,NA,NA
127741,1.2681,1.69585,-5,NA,NA,NA,-22.909,NA,NA,NA
127970,1.3252,1.6007,-4.36511,NA,NA,NA,-21.655,NA,NA,NA
128149,1.78354,1.64285,-4.3901,NA,-0.927,NA,NA,NA,NA,NA
128251,1.84752,1.58134,-4.93996,NA,NA,NA,-20.335,NA,NA,NA
128423,1.68523,1.93921,-4.0437,NA,-6.589,NA,NA,NA,NA,NA
128768,1.90871,1.51025,-4.62928,NA,-4.744,NA,NA,NA,NA,NA
128916,1.51414,1.54783,-5,NA,-17.6,NA,NA,NA,NA,NA
129188,1.75535,1.76375,-4.78133,NA,NA,NA,-15.97,NA,NA,NA
129348,1.64792,1.97814,-4.52887,NA,NA,-11.714,NA,NA,NA,NA
129414,1.74214,1.97928,-4.1561,NA,NA,-10.497,NA,NA,NA,NA
129793,1.29022,1.49607,-3.48117,NA,-31.925,NA,NA,NA,NA,NA
129861,1.66499,1.73643,-5,NA,NA,-24.063,NA,NA,NA,NA
130050,2.21826,1.97448,-5,NA,NA,-25.797,NA,NA,NA,NA
130278,1.48676,2.44595,-5,NA,NA,NA,-31.021,NA,NA,NA
130594,1.6928,1.5001,-4.15114,NA,-1.843,NA,NA,NA,NA,NA
130642,3.15192,1.87011,-4.59888,NA,NA,-50.216,NA,NA,NA,NA
130956,2.16839,1.78234,-5,NA,NA,-22.533,NA,NA,NA,NA
131121,2.39219,1.45825,-4.44802,NA,-13.58,NA,NA,NA,NA,NA
131325,1.83938,2.13005,-4.78351,NA,NA,-20.846,NA,NA,NA,NA
131502,2.52328,2.44819,-4.34341,NA,-30.318,NA,NA,NA,NA,NA
131738,1.53226,1.60559,-3.85708,NA,-9.242,NA,NA,NA,NA,NA
131844,1.91595,2.64163,-4.6807,NA,NA,NA,NA,NA,NA,-51.376
132117,1.76359,2.19212,-4.23628,NA,NA,NA,NA,NA,NA,-25.156
132347,1.15532,1.64209,-3.91919,NA,NA,NA,-24.023,NA,NA,NA
132494,1.89099,1.43642,-4.58729,NA,NA,NA,-11.989,NA,NA,NA
132748,1.48264,1.64695,-4.56833,NA,NA,NA,-17.001,NA,NA,NA
132918,1.48215,1.87626,-4.28087,NA,-6.168,NA,NA,NA,NA,NA
133159,1.80995,2.06497,-5,NA,NA,NA,-26.59,NA,NA,NA
133278,2.05773,1.53756,-4.44685,NA,-5.078,NA,NA,NA,NA,NA
133447,1.26938,1.85182,-4.68971,NA,NA,NA,-20.253,NA,NA,NA
133744,2.27902,0.986263,-3.88543,NA,-31.056,NA,NA,NA,NA,NA
133849,2.28013,2.28922,-4.81158,NA,NA,-26.196,NA,NA,NA,NA
134077,2.15903,1.74901,-5,NA,-17.61,NA,NA,NA,NA,NA
134262,1.92719,1.10623,-3.88288,NA,NA,-26.006,NA,NA,NA,NA
134452,1.5951,2.16427,-4.21862,NA,NA,-12.995,NA,NA,NA,NA
134719,1.30512,2.28577,-4.76985,NA,NA,NA,NA,NA,-39.989,NA
134977,1.433,1.98539,-4.89852,NA,NA,-18.724,NA,NA,NA,NA
135142,2.19378,1.4222,-5,NA,-19.89,NA,NA,NA,NA,NA
135268,1.51162,1.78408,-5,NA,NA,NA,-19.354,NA,NA,NA
