id,x0,x1,x2,fitness-1.5,fitness-2,fitness-0.5,fitness-1,fitness0,fitness2.5,fitness3.5,fitness5,fitness4.5,fitness4,fitness3,fitness2
52002,5,-1.28379,5,NA,NA,NA,NA,NA,NA,NA,NA,5156.529,NA,NA,NA
52331,5,-0.465587,4.73236,NA,NA,NA,NA,NA,NA,NA,520.556,NA,NA,NA,NA
52395,5,0.299552,5,NA,NA,NA,NA,NA,NA,NA,3363.436,NA,NA,NA,NA
52639,4.99991,-0.967144,5,NA,NA,NA,NA,NA,NA,NA,8940.254,NA,NA,NA,NA
52822,5,-0.784841,5,NA,NA,NA,NA,NA,NA,NA,13021.08,NA,NA,NA,NA
53107,5,-0.779079,5,NA,NA,NA,NA,NA,NA,NA,12988.566,NA,NA,NA,NA
53350,4.84242,-0.582185,5,NA,NA,NA,NA,NA,NA,NA,8904.788,NA,NA,NA,NA
53512,5,-1.31687,4.46445,NA,NA,NA,NA,NA,NA,NA,2149.983,NA,NA,NA,NA
53630,5,-1.83676,4.94944,NA,NA,NA,NA,NA,NA,NA,3023.243,NA,NA,NA,NA
53964,5,-0.866018,5,NA,NA,NA,NA,NA,NA,NA,12391.606,NA,NA,NA,NA
54038,3.90615,-0.763106,5,NA,NA,NA,NA,NA,NA,NA,2846.508,NA,NA,NA,NA
54230,4.81437,-0.75534,4.84605,NA,NA,NA,NA,NA,NA,NA,NA,10563.14,NA,NA,NA
54454,5,-0.611333,5,NA,NA,NA,NA,NA,NA,NA,8126.659,NA,NA,NA,NA
54677,4.21033,-2.11823,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480.76,NA,NA
54795,3.57758,-1.8608,5,NA,NA,NA,NA,NA,NA,NA,404.026,NA,NA,NA,NA
55017,4.28808,-1.16077,5,NA,NA,NA,NA,NA,NA,NA,1511.797,NA,NA,NA,NA
55355,5,-1.09103,5,NA,NA,NA,NA,NA,NA,NA,1949.451,NA,NA,NA,NA
55552,5,-1.02566,5,NA,NA,NA,NA,NA,NA,NA,5882.1,NA,NA,NA,NA
55697,5,-1.40092,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2053.387,NA,NA
55843,5,-1.37498,5,NA,NA,NA,NA,NA,NA,NA,NA,7088.432,NA,NA,NA
56085,5,-0.791097,5,NA,NA,NA,NA,NA,NA,NA,13044.88,NA,NA,NA,NA
56322,5,-0.569587,5,NA,NA,NA,NA,NA,NA,NA,6054,NA,NA,NA,NA
56563,4.28956,-1.39892,4.97169,NA,NA,NA,NA,NA,NA,NA,8174.195,NA,NA,NA,NA
56588,4.56132,-1.36835,4.36553,NA,NA,NA,NA,NA,NA,NA,NA,1493.059,NA,NA,NA
56929,4.1238,-1.51425,5,NA,NA,NA,NA,NA,NA,NA,4258.728,NA,NA,NA,NA
57159,4.69919,-0.982893,5,NA,NA,NA,NA,NA,NA,NA,7822.842,NA,NA,NA,NA
57197,4.23259,-1.38147,3.87492,NA,NA,NA,NA,NA,NA,NA,1971.005,NA,NA,NA,NA
57449,5,-1.06746,5,NA,NA,NA,NA,NA,NA,NA,3405.518,NA,NA,NA,NA
57738,4.72467,-0.58133,5,NA,NA,NA,NA,NA,NA,NA,7062.072,NA,NA,NA,NA
57812,5,-0.972461,5,NA,NA,NA,NA,NA,NA,NA,8685.278,NA,NA,NA,NA
57999,4.81353,-1.19251,4.40306,NA,NA,NA,NA,NA,NA,NA,2445.384,NA,NA,NA,NA
58227,5,-2.07023,5,NA,NA,NA,NA,NA,NA,NA,5166.577,NA,NA,NA,NA
58560,4.54223,-1.44391,4.27419,NA,NA,NA,NA,NA,NA,NA,1151.867,NA,NA,NA,NA
58624,5,-0.843322,4.82886,NA,NA,NA,NA,NA,NA,NA,16846.428,NA,NA,NA,NA
58777,5,-0.27905,4.46264,NA,NA,NA,NA,NA,NA,NA,NA,820.702,NA,NA,NA
58981,5,-0.109918,4.65688,NA,NA,NA,NA,NA,NA,NA,NA,3329.878,NA,NA,NA
59197,5,-0.878939,5,NA,NA,NA,NA,NA,NA,NA,12106.168,NA,NA,NA,NA
59417,4.30923,-1.17877,5,NA,NA,NA,NA,NA,NA,NA,2154.918,NA,NA,NA,NA
59638,4.38985,-1.31282,5,NA,NA,NA,NA,NA,NA,NA,4702.052,NA,NA,NA,NA
59961,5,-0.851536,5,NA,NA,NA,NA,NA,NA,NA,15570.269,NA,NA,NA,NA
60037,5,-0.78681,5,NA,NA,NA,NA,NA,NA,NA,13029.865,NA,NA,NA,NA
60185,5,-0.840827,5,NA,NA,NA,NA,NA,NA,NA,12803.98,NA,NA,NA,NA
60373,4.83239,-1.10684,4.81749,NA,NA,NA,NA,NA,NA,NA,NA,1010.71,NA,NA,NA
60764,5,-1.28844,4.2568,NA,NA,NA,NA,NA,NA,NA,5646.136,NA,NA,NA,NA
60835,4.745,-0.722671,3.64388,NA,NA,NA,NA,NA,NA,NA,3376.675,NA,NA,NA,NA
61025,4.42087,-0.175522,5,NA,NA,NA,NA,NA,NA,NA,2941.281,NA,NA,NA,NA
61337,5,-0.171653,4.07677,NA,NA,NA,NA,NA,NA,NA,2043.946,NA,NA,NA,NA
61516,4.77207,-0.875149,4.64644,NA,NA,NA,NA,NA,NA,NA,NA,10127.329,NA,NA,NA
61639,5,-1.46112,4.95872,NA,NA,NA,NA,NA,NA,NA,NA,4900.399,NA,NA,NA
61888,5,-1.27575,4.32361,NA,NA,NA,NA,NA,NA,NA,5132.133,NA,NA,NA,NA
62088,5,-2.19947,4.77758,NA,NA,NA,NA,NA,NA,NA,3099.555,NA,NA,NA,NA
62282,5,-1.90404,4.69038,NA,NA,NA,NA,NA,NA,NA,NA,3599.443,NA,NA,NA
62458,4.15483,-1.4802,5,NA,NA,NA,NA,NA,NA,NA,5410.195,NA,NA,NA,NA
62675,5,-0.96445,5,NA,NA,NA,NA,NA,NA,NA,9061.631,NA,NA,NA,NA
62832,5,-0.717623,5,NA,NA,NA,NA,NA,NA,NA,12030.517,NA,NA,NA,NA
63123,4.94447,-0.720861,5,NA,NA,NA,NA,NA,NA,NA,14624.327,NA,NA,NA,NA
63257,4.89543,-0.950733,5,NA,NA,NA,NA,NA,NA,NA,12668.834,NA,NA,NA,NA
63486,5,-1.44981,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6886,NA,NA
63640,5,-3.75693,5,NA,NA,NA,NA,NA,NA,NA,510.598,NA,NA,NA,NA
63901,5,-2.084,5,NA,NA,NA,NA,NA,NA,NA,4986.928,NA,NA,NA,NA
64107,5,-1.81601,5,NA,NA,NA,NA,NA,NA,NA,1788.868,NA,NA,NA,NA
64247,5,-1.8441,5,NA,NA,NA,NA,NA,NA,NA,3420.59,NA,NA,NA,NA
64561,5,-1.39703,3.39546,NA,NA,NA,NA,NA,NA,NA,3251.439,NA,NA,NA,NA
64582,4.88235,-1.19079,4.25145,NA,NA,NA,NA,NA,NA,NA,3461.689,NA,NA,NA,NA
64938,5,-0.669985,5,NA,NA,NA,NA,NA,NA,NA,10583.936,NA,NA,NA,NA
65030,4.85053,-1.06311,5,NA,NA,NA,NA,NA,NA,NA,4889.92,NA,NA,NA,NA
65351,5,-1.62918,4.1426,NA,NA,NA,NA,NA,NA,NA,2948.268,NA,NA,NA,NA
65462,5,-2.08765,2.68338,NA,NA,NA,NA,NA,NA,NA,1042.296,NA,NA,NA,NA
65667,5,-1.80225,5,NA,NA,NA,NA,NA,NA,NA,1259.887,NA,NA,NA,NA
65961,5,-0.835674,5,NA,NA,NA,NA,NA,NA,3093.066,NA,NA,NA,NA,NA
66165,5,-0.594823,5,NA,NA,NA,NA,NA,NA,NA,7331.82,NA,NA,NA,NA
66279,5,-1.9373,5,NA,NA,NA,NA,NA,NA,NA,5040.432,NA,NA,NA,NA
66394,5,-0.631711,5,NA,NA,NA,NA,NA,NA,NA,11921.659,NA,NA,NA,NA
66715,5,0.279215,5,NA,NA,NA,NA,NA,NA,NA,3211.716,NA,NA,NA,NA
66847,5,-0.99912,4.71427,NA,NA,NA,NA,NA,NA,NA,8326.758,NA,NA,NA,NA
67122,4.71245,-0.836449,3.85108,NA,NA,NA,NA,NA,NA,NA,4148.355,NA,NA,NA,NA
67340,5,-0.558893,5,NA,NA,NA,NA,NA,NA,NA,5494.554,NA,NA,NA,NA
67533,5,-0.473144,4.85325,NA,NA,NA,NA,NA,NA,NA,1534.794,NA,NA,NA,NA
67591,5,-0.364857,4.36073,NA,NA,NA,NA,NA,NA,NA,2342.885,NA,NA,NA,NA
67792,5,0.279827,4.76514,NA,NA,NA,NA,NA,NA,NA,3848.887,NA,NA,NA,NA
68158,5,-1.16015,4.25271,NA,NA,NA,NA,NA,NA,NA,1477.348,NA,NA,NA,NA
68281,5,-0.897477,4.97371,NA,NA,NA,NA,NA,NA,NA,12889.38,NA,NA,NA,NA
68466,4.81854,-0.495656,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.395,NA,NA
68601,4.2103,-0.315398,5,NA,NA,NA,NA,NA,NA,1097.274,NA,NA,NA,NA,NA
68897,4.56304,-0.546195,5,NA,NA,NA,NA,NA,NA,NA,NA,1373.432,NA,NA,NA
69080,5,-1.72542,5,NA,NA,NA,NA,NA,NA,737.588,NA,NA,NA,NA,NA
69231,3.21053,-0.113297,4.58827,NA,NA,NA,NA,NA,NA,NA,1120.758,NA,NA,NA,NA
69564,3.70197,-0.845793,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1452.263,NA,NA
69687,4.68433,-1.35627,5,NA,NA,NA,NA,NA,NA,2034.498,NA,NA,NA,NA,NA
69849,5,-0.917944,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3333.75,NA,NA
70025,5,-0.761161,5,NA,NA,NA,NA,NA,NA,NA,12823.217,NA,NA,NA,NA
70363,5,-0.541858,5,NA,NA,NA,NA,NA,NA,NA,4587.619,NA,NA,NA,NA
70506,5,-2.11714,5,NA,NA,NA,NA,NA,NA,NA,4435.066,NA,NA,NA,NA
70732,4.64953,-2.15157,5,NA,NA,NA,NA,NA,NA,NA,3539,NA,NA,NA,NA
70868,5,-0.897041,4.69355,NA,NA,NA,NA,NA,NA,NA,10836.207,NA,NA,NA,NA
70989,4.89316,-0.510016,5,NA,NA,NA,NA,NA,NA,NA,3758.834,NA,NA,NA,NA
71300,5,-0.323262,4.24074,NA,NA,NA,NA,NA,NA,NA,3558.664,NA,NA,NA,NA
71558,5,-0.825011,5,NA,NA,NA,NA,NA,NA,NA,12963.609,NA,NA,NA,NA
71595,4.38826,-1.36069,5,NA,NA,NA,NA,NA,NA,NA,NA,3350.234,NA,NA,NA
71938,2.96774,-1.05732,5,NA,NA,NA,NA,NA,NA,NA,NA,380.796,NA,NA,NA
72007,4.063,-1.33336,5,NA,NA,NA,NA,NA,NA,NA,3001.521,NA,NA,NA,NA
72286,5,-1.97072,5,NA,NA,NA,NA,NA,NA,NA,7217.807,NA,NA,NA,NA
72527,5,-0.768425,4.92555,NA,NA,NA,NA,NA,NA,NA,16212.118,NA,NA,NA,NA
72648,5,-0.875862,5,NA,NA,NA,NA,NA,NA,NA,12178.612,NA,NA,NA,NA
72836,5,-0.502506,4.87468,NA,NA,NA,NA,NA,NA,NA,3263.268,NA,NA,NA,NA
72991,5,-1.02537,5,NA,NA,NA,NA,NA,NA,NA,NA,4335.808,NA,NA,NA
73235,5,0.536265,5,NA,NA,NA,NA,NA,NA,NA,NA,722.209,NA,NA,NA
73424,4.70056,-0.671897,5,NA,NA,NA,NA,NA,NA,3712.331,NA,NA,NA,NA,NA
73670,5,0.364107,5,NA,NA,NA,NA,NA,NA,NA,3391.377,NA,NA,NA,NA
73881,5,-0.973626,5,NA,NA,NA,NA,NA,NA,NA,8629.428,NA,NA,NA,NA
74123,5,-0.529176,4.83485,NA,NA,NA,NA,NA,NA,NA,NA,5931.272,NA,NA,NA
74225,5,0.276513,5,NA,NA,NA,NA,NA,NA,NA,3186.351,NA,NA,NA,NA
74395,5,-0.71122,5,NA,NA,NA,NA,NA,NA,NA,11869.468,NA,NA,NA,NA
74571,5,-1.09728,5,NA,NA,NA,NA,NA,NA,NA,1559.734,NA,NA,NA,NA
74967,5,0.277741,5,NA,NA,NA,NA,NA,NA,NA,3198.03,NA,NA,NA,NA
75134,5,-0.754965,5,NA,NA,NA,NA,NA,NA,NA,12743.713,NA,NA,NA,NA
75175,4.24646,-0.268106,5,NA,NA,NA,NA,NA,NA,NA,4421.11,NA,NA,NA,NA
75517,3.32526,-0.847601,4.3514,NA,NA,NA,NA,NA,NA,NA,3468.061,NA,NA,NA,NA
75675,2.3481,-0.206629,5,NA,NA,NA,NA,NA,NA,NA,2211.282,NA,NA,NA,NA
75941,4.35293,-1.0081,4.50188,NA,NA,NA,NA,NA,NA,NA,182.704,NA,NA,NA,NA
75991,5,-0.775878,4.59822,NA,NA,NA,NA,NA,NA,NA,5892.136,NA,NA,NA,NA
76221,5,-0.620092,4.79017,NA,NA,NA,NA,NA,NA,NA,10740.498,NA,NA,NA,NA
76378,5,-2.04168,4.98782,NA,NA,NA,NA,NA,NA,1889.436,NA,NA,NA,NA,NA
76728,4.74662,-1.46609,5,NA,NA,NA,NA,NA,NA,3074.087,NA,NA,NA,NA,NA
76829,5,-0.713101,5,NA,NA,NA,NA,NA,NA,NA,12446.835,NA,NA,NA,NA
77112,5,-0.594191,5,NA,NA,NA,NA,NA,NA,NA,7300.682,NA,NA,NA,NA
77249,5,-0.578844,5,NA,NA,NA,NA,NA,NA,NA,6530.377,NA,NA,NA,NA
77466,4.71597,-0.668106,4.26271,NA,NA,NA,NA,NA,NA,NA,NA,NA,3396.781,NA,NA
77697,5,-1.23212,5,NA,NA,NA,NA,NA,NA,NA,NA,3577.642,NA,NA,NA
77895,5,-1.84613,5,NA,NA,NA,NA,NA,NA,NA,2847.71,NA,NA,NA,NA
78023,5,-1.96946,5,NA,NA,NA,NA,NA,NA,NA,NA,1223.101,NA,NA,NA
78316,5,-1.94199,4.86948,NA,NA,NA,NA,NA,NA,NA,6797.321,NA,NA,NA,NA
78550,5,-1.93143,5,NA,NA,NA,NA,NA,NA,NA,4950.087,NA,NA,NA,NA
78579,4.44515,-1.31837,5,NA,NA,NA,NA,NA,NA,NA,2945.023,NA,NA,NA,NA
78858,5,-1.02161,5,NA,NA,NA,NA,NA,NA,NA,6111.49,NA,NA,NA,NA
79093,4.6734,-1.08967,5,NA,NA,NA,NA,NA,NA,NA,1708.037,NA,NA,NA,NA
79322,4.77083,-1.90078,5,NA,NA,NA,NA,NA,NA,NA,5285.624,NA,NA,NA,NA
79466,5,-2.51214,4.32403,NA,NA,NA,NA,NA,NA,NA,1973.893,NA,NA,NA,NA
79624,5,-2.06522,5,NA,NA,NA,NA,NA,NA,NA,6682.071,NA,NA,NA,NA
79838,5,-2.4628,4.65998,NA,NA,NA,NA,NA,NA,NA,NA,1513.627,NA,NA,NA
80152,4.94915,-1.44136,5,NA,NA,NA,NA,NA,NA,4622,NA,NA,NA,NA,NA
80331,5,-2.01639,5,NA,NA,NA,NA,NA,NA,NA,7291.178,NA,NA,NA,NA
80448,5,-1.89646,5,NA,NA,NA,NA,NA,NA,NA,4262.344,NA,NA,NA,NA
80602,5,-0.64382,5,NA,NA,NA,NA,NA,NA,NA,9567.617,NA,NA,NA,NA
80793,5,-0.645584,5,NA,NA,NA,NA,NA,NA,NA,12455.13,NA,NA,NA,NA
81050,5,0.443549,5,NA,NA,NA,NA,NA,NA,NA,2573.087,NA,NA,NA,NA
81254,5,-0.868488,4.28226,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222.396,NA,NA
81455,5,-0.905265,5,NA,NA,NA,NA,NA,NA,NA,11375.068,NA,NA,NA,NA
81605,4.63153,-0.527118,5,NA,NA,NA,NA,NA,NA,NA,2391.545,NA,NA,NA,NA
81881,5,-2.05862,4.89078,NA,NA,NA,NA,NA,NA,NA,6961.128,NA,NA,NA,NA
82077,5,-2.07009,4.62516,NA,NA,NA,NA,NA,NA,NA,3087.437,NA,NA,NA,NA
82236,4.79242,-1.02961,5,NA,NA,NA,NA,NA,NA,NA,7146.853,NA,NA,NA,NA
82447,5,-1.08844,5,NA,NA,NA,NA,NA,NA,NA,2110.637,NA,NA,NA,NA
82580,5,-1.37191,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4569.781,NA,NA
82854,3.41722,-0.775967,3.35488,NA,NA,NA,NA,NA,NA,NA,1300.136,NA,NA,NA,NA
83068,5,-3.1549,3.91973,NA,NA,NA,NA,NA,NA,NA,381.588,NA,NA,NA,NA
83282,5,-3.15105,4.69409,NA,NA,NA,NA,NA,NA,NA,NA,1944.001,NA,NA,NA
83473,5,-3.65602,4.33835,NA,NA,NA,NA,NA,NA,NA,682.854,NA,NA,NA,NA
83655,4.79061,-3.18362,4.76128,NA,NA,NA,NA,NA,NA,NA,2303.84,NA,NA,NA,NA
83870,5,-2.84902,5,NA,NA,NA,NA,NA,NA,NA,1884.186,NA,NA,NA,NA
84030,5,-1.04069,5,NA,NA,NA,NA,NA,NA,NA,5012.516,NA,NA,NA,NA
84177,4.13677,-1.35314,5,NA,NA,NA,NA,NA,NA,NA,4769.119,NA,NA,NA,NA
84378,3.92448,-2.06231,5,NA,NA,NA,NA,NA,NA,NA,944.626,NA,NA,NA,NA
84710,4.91493,-2.07969,5,NA,NA,NA,NA,NA,NA,NA,6453.197,NA,NA,NA,NA
84959,5,-1.89498,3.87872,NA,NA,NA,NA,NA,NA,NA,1165.397,NA,NA,NA,NA
85006,5,0.199377,5,NA,NA,NA,NA,NA,NA,NA,1967.246,NA,NA,NA,NA
85241,5,-0.556075,5,NA,NA,NA,NA,NA,NA,NA,5345.725,NA,NA,NA,NA
85525,5,1.40707,5,NA,NA,NA,NA,NA,NA,NA,2949.761,NA,NA,NA,NA
85722,4.64759,0.440368,3.61908,NA,NA,NA,NA,NA,NA,NA,NA,217.643,NA,NA,NA
85940,5,0.553355,5,NA,NA,NA,NA,NA,NA,NA,438.588,NA,NA,NA,NA
86042,4.96761,1.502,5,NA,NA,NA,NA,NA,NA,NA,1171.421,NA,NA,NA,NA
86303,5,-0.577649,5,NA,NA,NA,NA,NA,NA,NA,6469.338,NA,NA,NA,NA
86453,4.24082,-1.47444,5,NA,NA,NA,NA,NA,NA,NA,7023.273,NA,NA,NA,NA
86760,5,-1.59496,5,NA,NA,NA,NA,NA,NA,NA,NA,5042.36,NA,NA,NA
86829,4.41572,-1.51573,5,NA,NA,NA,NA,NA,NA,NA,5470.865,NA,NA,NA,NA
87070,5,-1.93581,5,NA,NA,NA,NA,NA,NA,NA,5018.192,NA,NA,NA,NA
87263,5,-1.97798,5,NA,NA,NA,NA,NA,NA,NA,5464.668,NA,NA,NA,NA
87415,4.73154,-2.09983,5,NA,NA,NA,NA,NA,NA,NA,NA,4111.178,NA,NA,NA
87708,5,-1.98639,4.97243,NA,NA,NA,NA,NA,NA,NA,8007.303,NA,NA,NA,NA
87913,4.08066,-2.45429,5,NA,NA,NA,NA,NA,NA,NA,839.964,NA,NA,NA,NA
88142,4.20223,-1.93711,4.4097,NA,NA,NA,NA,NA,NA,NA,NA,1259.446,NA,NA,NA
88331,5,-0.88953,5,NA,NA,NA,NA,NA,NA,NA,11835.769,NA,NA,NA,NA
88366,4.78515,-1.49912,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6442.136,NA,NA
88588,5,0.184379,5,NA,NA,NA,NA,NA,NA,NA,1972.702,NA,NA,NA,NA
88959,5,-0.784336,4.68079,NA,NA,NA,NA,NA,NA,NA,15037.018,NA,NA,NA,NA
89140,5,-1.92334,3.80938,NA,NA,NA,NA,NA,NA,NA,NA,1563.892,NA,NA,NA
89213,5,-2.88486,4.67341,NA,NA,NA,NA,NA,NA,NA,2036.587,NA,NA,NA,NA
89495,4.13081,-2.57616,2.83425,NA,NA,NA,NA,NA,NA,NA,322.01,NA,NA,NA,NA
89567,4.73649,-2.13006,5,NA,NA,NA,NA,NA,NA,NA,4615.882,NA,NA,NA,NA
89946,5,-1.80895,5,NA,NA,NA,NA,NA,NA,NA,1520.728,NA,NA,NA,NA
90153,5,-1.54539,3.33278,NA,NA,NA,NA,NA,NA,NA,NA,386.172,NA,NA,NA
90229,5,-0.992256,4.60876,NA,NA,NA,NA,NA,NA,NA,3932.365,NA,NA,NA,NA
90388,5,-0.518406,5,NA,NA,NA,NA,NA,NA,NA,3319.75,NA,NA,NA,NA
90679,5,-1.92928,4.58149,NA,NA,NA,NA,NA,NA,NA,NA,1983.101,NA,NA,NA
90932,4.97538,-2.14403,5,NA,NA,NA,NA,NA,NA,NA,NA,2323.211,NA,NA,NA
91094,4.96377,-2.94017,5,NA,NA,NA,NA,NA,NA,NA,4581.175,NA,NA,NA,NA
91178,5,-3.04165,4.92308,NA,NA,NA,NA,NA,NA,NA,3993.047,NA,NA,NA,NA
91426,5,-2.79884,5,NA,NA,NA,NA,NA,NA,NA,969.758,NA,NA,NA,NA
91655,5,-1.50348,4.81026,NA,NA,NA,NA,NA,NA,NA,NA,8818.846,NA,NA,NA
91918,5,0.276665,4.85543,NA,NA,NA,NA,NA,NA,NA,4249.199,NA,NA,NA,NA
92105,4.98456,0.013848,5,NA,NA,NA,NA,NA,NA,NA,NA,2218.244,NA,NA,NA
92283,5,0.720948,4.67175,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346.172,NA,NA
92554,4.80387,2.49398,4.8689,NA,NA,NA,NA,NA,NA,NA,NA,1351.486,NA,NA,NA
92596,5,-0.00488213,5,NA,NA,NA,NA,NA,NA,NA,NA,1657.595,NA,NA,NA
92934,5,-1.36337,4.069,NA,NA,NA,NA,NA,NA,NA,NA,1294.792,NA,NA,NA
93070,4.83322,-0.33463,4.29967,NA,NA,NA,NA,NA,NA,NA,4462.773,NA,NA,NA,NA
93196,5,0.198637,4.60457,NA,NA,NA,NA,NA,NA,NA,952.905,NA,NA,NA,NA
93561,5,0.410315,5,NA,NA,NA,NA,NA,NA,NA,3016.383,NA,NA,NA,NA
93619,5,1.28014,4.83915,NA,NA,NA,NA,NA,NA,NA,3379.142,NA,NA,NA,NA
93770,5,0.265212,5,NA,NA,NA,NA,NA,NA,NA,3067.108,NA,NA,NA,NA
94094,4.9537,-0.794787,5,NA,NA,NA,NA,NA,NA,NA,15401.179,NA,NA,NA,NA
94238,5,-0.724918,4.99222,NA,NA,NA,NA,NA,NA,NA,12623.171,NA,NA,NA,NA
94481,5,-0.834872,5,NA,NA,NA,NA,NA,NA,NA,12873.143,NA,NA,NA,NA
94685,4.36893,0.108135,5,NA,NA,NA,NA,NA,NA,NA,345.763,NA,NA,NA,NA
94799,3.3133,0.665021,5,NA,NA,NA,NA,NA,NA,NA,687.441,NA,NA,NA,NA
95013,4.47422,-0.189248,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,213.044,NA,NA
95328,5,-1.41293,4.25919,NA,NA,NA,NA,NA,NA,NA,NA,8299.459,NA,NA,NA
95537,4.97959,-2.14072,5,NA,NA,NA,NA,NA,NA,NA,5624.248,NA,NA,NA,NA
95719,5,-1.27831,3.36185,NA,NA,NA,NA,NA,NA,NA,2785.488,NA,NA,NA,NA
95963,5,-0.76016,3.83815,NA,NA,NA,NA,NA,NA,NA,4286.086,NA,NA,NA,NA
96089,4.65538,-0.599637,5,NA,NA,NA,NA,NA,NA,NA,5691.244,NA,NA,NA,NA
96308,5,-0.938716,5,NA,NA,NA,NA,NA,NA,NA,10173.774,NA,NA,NA,NA
96504,5,-0.164828,5,NA,NA,NA,NA,NA,NA,686.271,NA,NA,NA,NA,NA
96567,5,-0.152105,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2782.99,NA,NA
96936,3.85142,-0.857105,4.64103,NA,NA,NA,NA,NA,NA,NA,NA,2696.47,NA,NA,NA
97137,5,-0.152916,4.87317,NA,NA,NA,NA,NA,NA,NA,NA,6334.818,NA,NA,NA
97235,5,0.31427,5,NA,NA,NA,NA,NA,NA,NA,3430.023,NA,NA,NA,NA
97402,5,0.358869,4.68578,NA,NA,NA,NA,NA,NA,NA,3063.383,NA,NA,NA,NA
97732,5,-0.836061,4.98735,NA,NA,NA,NA,NA,NA,NA,13573.265,NA,NA,NA,NA
97797,5,-1.98488,5,NA,NA,NA,NA,NA,NA,NA,5501.684,NA,NA,NA,NA
98050,4.79372,-1.80184,5,NA,NA,NA,NA,NA,NA,NA,2053.013,NA,NA,NA,NA
98267,4.97841,-0.811379,4.73681,NA,NA,NA,NA,NA,NA,NA,15740.156,NA,NA,NA,NA
98409,5,0.40345,4.54714,NA,NA,NA,NA,NA,NA,NA,562.466,NA,NA,NA,NA
98751,4.83661,1.21282,5,NA,NA,NA,NA,NA,NA,NA,3430.153,NA,NA,NA,NA
98824,5,0.34631,4.78332,NA,NA,NA,NA,NA,NA,NA,4291.129,NA,NA,NA,NA
99075,5,-0.647672,4.75853,NA,NA,NA,NA,NA,NA,NA,15219.525,NA,NA,NA,NA
99321,5,0.314182,5,NA,NA,NA,NA,NA,NA,NA,3429.732,NA,NA,NA,NA
99408,4.44174,0.516135,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.417,NA,NA
99652,5,-0.679541,5,NA,NA,NA,NA,NA,NA,3363.752,NA,NA,NA,NA,NA
99782,5,-0.633585,5,NA,NA,NA,NA,NA,NA,NA,9133.267,NA,NA,NA,NA
100051,5,-0.903949,5,NA,NA,NA,NA,NA,NA,NA,11416.246,NA,NA,NA,NA
100220,5,-0.561948,3.69943,NA,NA,NA,NA,NA,NA,NA,1857.94,NA,NA,NA,NA
100407,5,0.286492,4.95032,NA,NA,NA,NA,NA,NA,NA,3897.428,NA,NA,NA,NA
100677,4.31954,-0.402256,5,NA,NA,NA,NA,NA,NA,NA,2062.347,NA,NA,NA,NA
100942,5,-0.0855963,5,NA,NA,NA,NA,NA,NA,NA,NA,4066.873,NA,NA,NA
101137,3.75551,-2.09737,5,NA,NA,NA,NA,NA,NA,NA,NA,1533.518,NA,NA,NA
101354,4.16399,-3.9789,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,400.273,NA,NA
101488,5,-1.84436,5,NA,NA,NA,NA,NA,NA,NA,NA,2869.63,NA,NA,NA
101569,5,-1.8684,5,NA,NA,NA,NA,NA,NA,NA,3532.204,NA,NA,NA,NA
101835,5,-3.88884,5,NA,NA,NA,NA,NA,NA,NA,2767.031,NA,NA,NA,NA
102145,4.80301,-3.90136,5,NA,NA,NA,NA,NA,NA,NA,2940.491,NA,NA,NA,NA
102336,5,-4.00556,5,NA,NA,NA,NA,NA,NA,NA,3190.455,NA,NA,NA,NA
102417,4.65093,-3.05772,4.85103,NA,NA,NA,NA,NA,NA,NA,3459.274,NA,NA,NA,NA
102723,5,-3.01047,4.86903,NA,NA,NA,NA,NA,NA,NA,4324.984,NA,NA,NA,NA
102914,5,-3.91919,5,NA,NA,NA,NA,NA,NA,NA,2420.562,NA,NA,NA,NA
103040,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
103643,5,-5,5,NA,NA,NA,NA,NA,NA,NA,3183.521,NA,NA,NA,NA
103941,5,-5,5,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA,NA,NA
104016,5,-5,4.69862,NA,NA,NA,NA,NA,NA,NA,2442.5,NA,NA,NA,NA
104305,4.97511,-5,5,NA,NA,NA,NA,NA,NA,NA,2827.086,NA,NA,NA,NA
104449,5,-4.89283,5,NA,NA,NA,NA,NA,NA,NA,2366.656,NA,NA,NA,NA
104747,5,-5,5,NA,NA,NA,NA,NA,NA,NA,3187.727,NA,NA,NA,NA
104779,5,-5,5,NA,NA,NA,NA,NA,NA,NA,NA,2625.274,NA,NA,NA
