id,x0,x1,x2,fitness-1.5,fitness-1,fitness-2,fitness0,fitness1.5,fitness4,fitness3,fitness2.5,fitness-0.5,fitness1,fitness0.5,fitness2,fitness-2.5,fitness-3,fitness-4,fitness-3.5,fitness-4.5,fitness-5,fitness4.5,fitness3.5,fitness5
32765,3.9355,3.97953,-4.61766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,NA,NA,NA,NA,NA
32805,4.85956,3.35689,-4.7686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.647,NA,NA,NA,NA,NA,NA,NA
33147,4.93909,3.80479,-3.42298,NA,NA,300.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33269,4.73018,4.71134,-1.54366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058.209,NA,NA,NA,NA,NA,NA,NA,NA
33452,4.7615,4.26549,-2.16018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-525.251,NA,NA,NA,NA,NA
33674,4.88826,4.20344,-2.11301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1046.544,NA,NA,NA
33865,3.64709,4.77425,-0.937184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.338,NA,NA,NA,NA,NA
34127,3.93429,3.11764,0.591189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254,NA,NA,NA,NA,NA
34248,3.5657,1.22832,2.52689,-6.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34566,3.14859,1.67485,3.20558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.181,NA,NA,NA,NA,NA,NA,NA
34716,3.1846,1.34205,2.66507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.994,NA,NA,NA
34889,3.54951,1.07571,3.6849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574,NA,NA,NA,NA,NA,NA
35200,2.8509,1.29206,2.90085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.885,NA,NA,NA,NA
35203,2.11932,1.98184,1.80762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.063,NA,NA,NA,NA,NA,NA
35424,2.64107,2.23716,1.04614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.004,NA,NA,NA,NA
35616,3.8357,3.71585,2.66954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.182,NA,NA,NA,NA,NA,NA
35988,4.30466,4.53653,2.54332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA
36026,4.16076,4.2995,2.71917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.589,NA,NA,NA
36286,4.75637,4.81102,3.23477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1292.981,NA,NA,NA,NA,NA
36467,3.38547,3.7957,3.67464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.991,NA,NA,NA,NA,NA
36719,4.91611,3.27513,4.31621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864.285,NA,NA,NA,NA,NA,NA,NA
36820,3.94455,3.28805,4.40739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-61.816,NA,NA,NA,NA,NA,NA,NA,NA
37071,4.6688,2.32907,4.74428,3040.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37247,3.61132,1.46479,4.28752,NA,81.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37535,4.42158,0.479322,3.61952,NA,NA,29.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37689,4.07508,-0.0807642,2.25597,-282.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37949,4.53193,1.87678,2.90332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.469,NA,NA,NA,NA,NA,NA,NA,NA
38111,4.48193,3.28827,4.06154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.659,NA,NA,NA,NA,NA
38286,4.00119,2.8801,2.99739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA
38559,4.81108,2.83495,3.12303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.24,NA,NA,NA,NA,NA
38757,4.87157,2.30469,2.36579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.133,NA,NA,NA,NA,NA,NA
38882,3.82929,1.11073,1.67259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.057,NA,NA,NA
39103,4.93775,3.18404,-0.448121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.066,NA,NA,NA,NA,NA
39287,4.89259,3.53901,-0.728446,325.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39478,4.25643,3.62174,-1.56168,NA,NA,NA,1033.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39684,4.22924,1.11752,-1.1229,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39992,3.36758,0.801689,0.714177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40023,3.15197,0.348251,-0.702738,NA,NA,NA,548.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40361,3.63053,-1.27406,-2.32424,NA,NA,NA,NA,24.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40578,4.31931,-0.121289,-1.51672,NA,NA,NA,3302.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40601,3.41806,-0.473922,-1.65484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.831,NA,NA,NA,NA,NA,NA,NA,NA
40812,4.07871,-0.114906,-2.94776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.537,NA,NA,NA,NA,NA,NA
41185,3.85603,-0.236639,-1.73545,NA,NA,254.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41241,4.78905,-0.12391,-0.538737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239.307,NA,NA,NA,NA,NA
41464,4.61287,0.176563,-0.664597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.815,NA,NA,NA,NA,NA,NA,NA
41651,4.69923,-1.2528,-0.502422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.541,NA,NA,NA,NA,NA
41873,4.7899,-0.0079338,0.66595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-328.683,NA,NA,NA,NA
42031,3.31619,0.327624,0.216404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.308,NA,NA,NA,NA
42271,4.5449,0.807323,-0.672903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.792,NA,NA,NA,NA
42538,3.27159,0.788292,-0.831166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.181,NA,NA,NA
42651,1.68758,2.33017,-3.92905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.166,NA,NA,NA
42868,0.995491,1.04921,-4.65628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.133,NA,NA,NA,NA
43161,0.386261,1.56058,-4.96462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.038,NA,NA,NA,NA,NA
43205,-0.417936,1.23078,-2.87779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.565,NA,NA,NA,NA,NA,NA
43426,-0.169559,2.35844,-2.40468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.975,NA,NA,NA,NA,NA
43606,-1.09183,1.99801,-1.87412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.463,NA,NA,NA,NA,NA,NA,NA,NA
43946,-0.99115,3.06656,-1.62494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.172,NA,NA,NA,NA,NA,NA,NA
44126,0.0242296,4.85986,-1.69905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.89,NA,NA,NA,NA,NA,NA
44327,-0.175735,4.52723,-1.09393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.666,NA,NA,NA,NA,NA
44472,0.16675,4.50194,-1.34542,NA,NA,NA,NA,NA,NA,NA,NA,98.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44683,-0.190731,2.89673,-2.48657,NA,NA,NA,-242.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44837,0.191145,3.14305,-1.69971,NA,254.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45006,0.0143526,2.9897,-1.95765,NA,NA,NA,NA,NA,NA,NA,NA,30.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45248,1.67372,3.6446,-2.85787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45434,2.30586,3.90072,-3.12919,NA,65.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45696,2.77119,3.84937,-1.70909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45808,2.44966,3.11766,-1.01535,296.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46062,1.14799,3.15901,-1.85573,NA,73.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46243,1.30061,3.49187,-1.76736,NA,-0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46539,2.21675,3.43152,-0.749323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.18,NA,NA,NA,NA,NA
46785,2.65642,4.10914,-0.374575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.664,NA,NA,NA,NA,NA
46994,2.44046,4.57329,-0.887108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.586,NA,NA,NA,NA,NA,NA
47016,1.5002,4.88221,-1.3256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.291,NA,NA,NA,NA
47243,1.70315,4.29853,-0.470549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.984,NA,NA,NA,NA,NA,NA,NA,NA
47440,1.09092,2.31328,0.629331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
47681,0.949402,1.98213,1.11291,14.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47994,1.17873,2.13997,0.914403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.759,NA,NA,NA,NA,NA,NA,NA
48102,2.43305,3.01481,0.768844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.977,NA,NA,NA,NA,NA
48218,2.3668,3.92491,0.449507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.065,NA,NA,NA,NA,NA
48588,1.32532,4.9988,3.22125,NA,NA,136.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48723,1.07577,4.90061,2.8216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.023,NA,NA,NA,NA,NA,NA
48925,3.01303,4.87311,1.25395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.174,NA,NA,NA,NA,NA
49112,4.64152,4.8065,1.45479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.677,NA,NA,NA,NA,NA,NA,NA,NA
49399,4.65994,4.97081,3.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355.767,NA,NA,NA,NA,NA
49473,3.54516,3.82172,3.74664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.952,NA,NA,NA,NA,NA,NA
49655,3.95983,4.09919,4.01768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.937,NA,NA,NA,NA,NA,NA
49956,4.76078,3.01218,4.87967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.173,NA,NA,NA,NA,NA,NA,NA
50039,3.86971,3.84168,3.21734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.545,NA,NA,NA,NA,NA,NA,NA,NA
50222,4.65426,3.80418,4.14448,1253.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50575,2.1215,3.2979,4.29618,307.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50702,2.48726,3.23437,3.94909,-56.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50987,4.00612,4.3172,3.2237,117.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51155,3.13815,4.23089,2.83174,NA,NA,219.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51382,3.35034,3.35926,2.5557,-7.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51536,2.85342,2.77193,3.20792,NA,116.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51701,2.26016,3.32513,2.59535,NA,30.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51878,2.46373,3.29499,2.67805,NA,NA,NA,-50.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52088,3.13637,2.63891,4.33277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.937,NA,NA,NA,NA,NA,NA,NA,NA
52209,3.48727,4.36452,4.54002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA
52518,2.91526,4.46244,2.82769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.525,NA,NA,NA,NA
52753,2.56975,4.4396,2.54898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA
52982,2.11313,3.83336,0.25945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.78,NA,NA,NA,NA,NA,NA
53171,0.289847,4.61053,-0.687431,NA,NA,565.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53249,0.647775,3.53883,-1.23915,NA,12.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53436,1.54732,2.95575,-0.0122571,22.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53772,-0.687743,1.55899,0.526054,4.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53832,0.309575,3.05441,1.90242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.674,NA,NA,NA,NA,NA,NA,NA
54173,-0.145582,2.44769,2.28846,NA,NA,243.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54329,2.8695,0.734011,3.89859,NA,NA,98.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54406,0.977003,2.18346,3.23762,NA,NA,92.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54760,-0.0300526,1.26905,1.74087,372.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54809,-0.406203,1.24649,1.536,NA,NA,14.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55099,1.90098,0.283491,2.11114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.119,NA,NA,NA,NA,NA,NA,NA
55389,1.98438,0.757437,0.319064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.036,NA,NA,NA,NA,NA,NA,NA,NA
55479,1.0123,2.06892,0.860846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.244,NA,NA,NA,NA,NA,NA,NA,NA
55637,-0.374061,0.489976,2.65037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-18.076,NA,NA,NA,NA,NA,NA
55934,-1.11861,2.04816,4.17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA
56087,-1.6669,3.48233,4.63841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.877,NA,NA,NA,NA,NA
56202,-2.75025,4.71465,4.90131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.643,NA,NA,NA,NA,NA
56548,-4.52854,4.71627,3.6382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.631,NA,NA,NA,NA,NA,NA,NA
56774,-4.51634,4.61925,2.75564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-57.128,NA,NA,NA,NA,NA
56954,-3.94364,4.38153,1.53559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.172,NA,NA,NA,NA,NA,NA,NA,NA
57149,-4.97568,4.61303,1.17037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38.813,NA,NA,NA,NA,NA
57244,-3.2232,4.58,1.45984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.479,NA,NA,NA,NA,NA
57441,-4.38513,2.38791,1.59865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.988,NA,NA,NA,NA,NA,NA
57716,-4.41806,2.13992,1.24699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.638,NA,NA,NA
57819,-4.38434,3.45707,0.971421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,NA,NA,NA,NA
58161,-4.10457,2.93468,1.66968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.512,NA,NA,NA,NA,NA,NA,NA,NA
58368,-3.45662,2.02062,2.37537,NA,-0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58457,-3.86656,1.52249,1.4641,NA,19.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58739,-4.67313,1.1894,0.322574,NA,NA,NA,NA,NA,NA,NA,NA,63.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58939,-2.85761,-0.336207,0.815863,NA,NA,NA,420.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59052,-0.808439,-1.79508,0.426805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59388,-1.82067,-2.04339,-1.70145,NA,NA,NA,NA,NA,NA,NA,NA,300.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59554,-0.987302,-1.96893,-3.03618,1637.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59623,-1.40243,-0.854087,-3.90673,NA,NA,2864.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59836,-0.213653,-1.72667,-4.93095,NA,NA,NA,NA,NA,NA,NA,NA,179.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60101,-0.860133,-2.99739,-4.3195,NA,NA,NA,NA,NA,NA,NA,NA,822.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60337,0.276377,-4.10665,-4.79619,NA,NA,NA,NA,NA,NA,NA,NA,-27.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60402,0.841414,-3.72861,-3.73678,NA,NA,-0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60764,-0.396546,-4.11437,-3.35074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.072,NA,NA,NA,NA,NA,NA,NA,NA
60860,0.735172,-4.64085,-1.11935,1.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61010,1.72618,-4.69228,-1.41674,NA,NA,48.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61321,2.16557,-4.71775,-1.37517,NA,NA,NA,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61454,2.65187,-4.71262,-2.04004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61660,1.99073,-4.56995,-2.92434,NA,NA,NA,NA,NA,NA,14.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61923,0.465034,-3.73281,-1.46921,NA,NA,NA,NA,NA,1.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62085,-0.826007,-2.78767,-2.76715,NA,NA,NA,NA,NA,12.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62339,-0.806134,-3.29694,-0.984306,NA,NA,NA,NA,NA,374.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62585,-1.92327,-3.93007,-1.65418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.315,NA
62755,-1.95966,-3.06363,-2.68915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.621,NA
62939,-3.50522,-2.24153,-2.75787,NA,NA,NA,NA,NA,-2.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63200,-0.336715,-2.93617,-1.11185,NA,NA,NA,NA,NA,71.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63278,0.252895,-2.38556,-1.58519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.029,NA,NA
63487,-0.0287591,-1.62271,-2.0334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1343.157,NA,NA
63754,-0.276645,-1.96713,-2.40266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.197,NA
63883,-0.154253,-1.97847,-1.84242,NA,NA,NA,NA,NA,NA,436.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64046,-0.0412225,-1.7661,-2.18471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.691
64391,0.0281293,-2.14996,-4.09311,NA,NA,NA,NA,NA,155.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64595,-0.198169,-2.5518,-4.53385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.769,NA,NA
64686,-1.0173,-4.26833,-4.40445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.814
64870,-0.29222,-3.7443,-3.34715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.96,NA
65166,-2.23483,-4.6103,-2.52869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5
65366,-1.61759,-3.88855,-1.40004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2986.018
65425,-1.24958,-3.46747,-2.12322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.625,NA,NA
65646,-0.0210683,-3.20795,-2.59751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.649
