id,x0,x1,x2,fitness-1,fitness-2,fitness-3,fitness-2.5,fitness-5,fitness-4.5,fitness-4,fitness-3.5
63562,-1.78605,3.81284,-5,NA,NA,NA,NA,-49.942,NA,NA,NA
63701,-1.26804,4.64306,-5,NA,NA,NA,NA,NA,NA,-82.015,NA
63872,-2.18806,4.54544,-5,NA,NA,NA,NA,NA,-56.105,NA,NA
64147,-1.54192,4.68413,-5,NA,NA,NA,NA,NA,NA,-64.497,NA
64267,-2.34482,5,-5,NA,NA,NA,NA,NA,NA,NA,-93.531
64580,-1.55911,4.50716,-5,NA,NA,NA,NA,-60.998,NA,NA,NA
64779,-1.8903,4.46331,-5,NA,NA,NA,NA,-56.999,NA,NA,NA
64824,-1.81302,3.78563,-4.49252,NA,NA,NA,NA,NA,NA,-42.883,NA
65144,-1.48475,3.64152,-4.58347,NA,NA,NA,NA,-50.095,NA,NA,NA
65209,-1.48303,3.73116,-5,NA,NA,NA,NA,NA,-3.752,NA,NA
65444,-2.1388,4.88252,-5,NA,NA,NA,NA,NA,-69.892,NA,NA
65603,-2.05605,4.09094,-4.59432,NA,NA,NA,NA,-52.669,NA,NA,NA
65997,-2.02484,3.61672,-5,NA,NA,NA,NA,-46.328,NA,NA,NA
66006,-2.64311,4.13078,-5,NA,NA,NA,NA,-70.716,NA,NA,NA
66300,-2.05324,4.29641,-5,NA,NA,NA,NA,NA,-32.864,NA,NA
66455,-2.74346,5,-4.22189,NA,NA,NA,NA,NA,NA,NA,-110.095
66683,-1.9141,4.13039,-4.69005,NA,NA,NA,NA,-52.666,NA,NA,NA
66995,-2.10037,4.02195,-4.72508,NA,NA,NA,NA,NA,-40.742,NA,NA
67084,-0.705564,3.88275,-4.3252,NA,NA,NA,NA,NA,NA,-83.103,NA
67376,-2.46474,4.35577,-4.77691,NA,NA,NA,NA,NA,-59.095,NA,NA
67409,-1.79393,4.63844,-5,NA,NA,NA,NA,-69.035,NA,NA,NA
67729,-1.48754,4.31034,-5,NA,NA,NA,NA,-62.094,NA,NA,NA
68000,-1.50679,5,-5,NA,NA,NA,NA,-84.059,NA,NA,NA
68089,-2.55613,5,-4.69279,NA,NA,NA,NA,-89.758,NA,NA,NA
68354,-1.38911,3.90654,-5,NA,NA,NA,NA,-34.58,NA,NA,NA
68424,-2.62107,4.8687,-5,NA,NA,NA,NA,NA,-79.134,NA,NA
68707,-2.86396,3.63168,-5,NA,NA,NA,NA,NA,-68.858,NA,NA
68844,-2.19047,4.39312,-5,NA,NA,NA,NA,NA,NA,-60.207,NA
69141,-2.03579,5,-5,NA,NA,NA,NA,NA,-67.753,NA,NA
69247,-1.62479,4.84951,-5,NA,NA,NA,NA,-78.222,NA,NA,NA
69536,-1.65732,5,-5,NA,NA,NA,NA,-73.082,NA,NA,NA
69776,-2.64785,3.89215,-5,NA,NA,NA,NA,NA,-60.112,NA,NA
69834,-1.9196,3.17673,-5,NA,NA,NA,NA,-66.606,NA,NA,NA
70110,-2.14975,4.89899,-4.31457,NA,NA,NA,NA,-82.783,NA,NA,NA
70341,-3.47378,5,-4.73028,NA,NA,NA,NA,NA,-129.283,NA,NA
70493,-1.96495,5,-4.96079,NA,NA,NA,NA,-82.328,NA,NA,NA
70706,-0.93001,5,-5,NA,NA,NA,NA,-104.04,NA,NA,NA
70950,-1.86343,4.725,-5,NA,NA,NA,NA,-64.648,NA,NA,NA
71124,-1.59407,5,-5,NA,NA,NA,NA,-76.547,NA,NA,NA
71367,-0.977548,4.21942,-4.95214,NA,NA,NA,NA,-59.824,NA,NA,NA
71476,-2.36147,3.32026,-5,NA,NA,NA,NA,NA,NA,-59.476,NA
71658,-1.6924,3.64999,-5,NA,NA,NA,NA,NA,-24.467,NA,NA
71913,-1.37368,3.55008,-4.86409,NA,NA,NA,NA,-58.081,NA,NA,NA
72009,-2.16569,3.48809,-4.78003,NA,NA,NA,NA,-55.9,NA,NA,NA
72315,-1.63112,3.1518,-5,NA,NA,NA,NA,-67.057,NA,NA,NA
72567,-2.24009,4.74546,-4.92866,NA,NA,NA,NA,-71.789,NA,NA,NA
72723,-1.41079,3.7611,-5,NA,NA,NA,NA,NA,-17.959,NA,NA
72955,-2.53141,2.97496,-5,NA,NA,NA,NA,-77.628,NA,NA,NA
73053,-2.07976,3.01424,-5,NA,NA,NA,NA,NA,-77.146,NA,NA
73211,-3.83852,3.59863,-5,NA,NA,NA,NA,NA,-130.04,NA,NA
73442,-2.8959,5,-5,NA,NA,NA,NA,-96.865,NA,NA,NA
73795,-3.22642,4.44809,-4.93238,NA,NA,NA,NA,-98.78,NA,NA,NA
73968,-2.66302,5,-4.97168,NA,NA,NA,NA,-93.628,NA,NA,NA
74087,-2.17188,5,-5,NA,NA,NA,NA,NA,-73.899,NA,NA
74301,-2.24787,3.31726,-4.84477,NA,NA,-156.827,NA,NA,NA,NA,NA
74402,-2.48593,3.99482,-4.59135,NA,NA,NA,NA,NA,NA,-64.555,NA
74737,-3.05788,4.36881,-3.67965,NA,NA,NA,NA,NA,NA,-121.336,NA
74880,-1.22435,5,-5,NA,NA,NA,NA,NA,-90.966,NA,NA
75019,-1.61232,3.32872,-5,NA,NA,NA,NA,-43.657,NA,NA,NA
75334,-1.60927,4.04347,-5,NA,NA,NA,NA,-44.512,NA,NA,NA
75579,-1.92864,5,-5,NA,NA,NA,NA,-79.81,NA,NA,NA
75657,-1.57418,4.91676,-4.07956,NA,NA,NA,NA,-94.512,NA,NA,NA
75936,-1.79637,5,-5,NA,NA,NA,NA,-74.205,NA,NA,NA
76107,-0.898085,4.43668,-5,NA,NA,NA,NA,-91.899,NA,NA,NA
76344,-1.38679,4.46639,-4.84757,NA,NA,NA,NA,NA,-48.897,NA,NA
76418,-1.60655,3.65205,-5,NA,NA,NA,NA,NA,-4.473,NA,NA
76648,-2.7424,2.86085,-4.94248,NA,NA,NA,NA,NA,-107.26,NA,NA
76992,-1.27065,4.19225,-4.43814,NA,NA,NA,NA,-60.082,NA,NA,NA
77168,-2.39521,4.01255,-5,NA,NA,NA,NA,-58.036,NA,NA,NA
77281,-1.44363,5,-5,NA,NA,NA,NA,NA,-76.249,NA,NA
77473,-2.75314,5,-5,NA,NA,NA,NA,-92.939,NA,NA,NA
77794,-1.80499,3.5049,-5,NA,NA,NA,NA,-42.982,NA,NA,NA
77953,-2.18782,3.5974,-4.79846,NA,NA,NA,NA,-53.216,NA,NA,NA
78132,-1.39085,3.7643,-5,NA,NA,NA,NA,-31.747,NA,NA,NA
78375,-1.72501,3.26815,-5,NA,NA,NA,NA,NA,NA,NA,-59.273
78497,-2.32705,3.51017,-4.80107,NA,NA,NA,NA,NA,NA,-53.762,NA
78693,-1.63393,4.13699,-5,NA,NA,NA,NA,NA,-31.343,NA,NA
78873,-1.77065,3.47078,-5,NA,NA,NA,NA,NA,NA,-39.85,NA
79188,-2.03785,4.05142,-5,NA,NA,NA,NA,-44.652,NA,NA,NA
79237,-2.65317,4.48461,-4.55532,NA,NA,NA,NA,NA,-69.726,NA,NA
79420,-0.975383,4.20723,-5,NA,NA,NA,NA,NA,-73.545,NA,NA
79788,-2.47785,4.49329,-4.5339,NA,NA,NA,NA,NA,-65.611,NA,NA
79998,-2.15912,3.88283,-5,NA,NA,NA,NA,-48.525,NA,NA,NA
80075,-2.41822,5,-4.62142,NA,NA,NA,NA,-84.03,NA,NA,NA
80366,-2.16158,4.26298,-5,NA,NA,NA,NA,NA,NA,-46.248,NA
80533,-1.65747,3.80516,-5,NA,NA,NA,NA,NA,-17.652,NA,NA
80685,-2.49962,3.96238,-5,NA,NA,NA,NA,NA,NA,-63.796,NA
80881,-2.33165,3.54839,-5,NA,NA,NA,NA,-53.795,NA,NA,NA
81137,-2.74468,5,-5,NA,NA,NA,NA,NA,NA,-88.414,NA
81300,-2.18002,4.04118,-4.78815,NA,NA,NA,NA,NA,NA,-47.777,NA
81478,-2.59472,4.47658,-5,NA,NA,NA,NA,NA,NA,NA,-93.184
81689,-1.27851,3.55511,-5,NA,NA,NA,NA,NA,NA,-42.802,NA
81812,-1.10796,3.63527,-5,NA,NA,-178.937,NA,NA,NA,NA,NA
82141,-1.99156,3.45353,-5,NA,NA,NA,NA,NA,-39.41,NA,NA
82332,-1.49417,3.48947,-4.58783,NA,NA,NA,NA,NA,NA,-18.905,NA
82483,-2.20442,3.48213,-5,NA,NA,NA,NA,NA,NA,-48.204,NA
82717,-1.69676,3.36682,-4.21782,NA,NA,NA,NA,-108.331,NA,NA,NA
82977,-1.21158,4.46487,-5,NA,NA,NA,NA,-70.558,NA,NA,NA
83172,-2.31428,3.55413,-5,NA,NA,NA,NA,-53.689,NA,NA,NA
83207,-2.47724,3.91766,-5,NA,NA,NA,NA,-59.224,NA,NA,NA
83409,-2.90547,4.30589,-5,NA,NA,NA,NA,-72.245,NA,NA,NA
83711,-1.84093,3.64666,-5,NA,NA,NA,NA,NA,-22.637,NA,NA
83894,-2.15637,4.73656,-5,NA,NA,NA,NA,NA,NA,-66.155,NA
84144,-1.53317,3.94142,-5,NA,NA,NA,NA,NA,-11.314,NA,NA
84335,-0.789307,4.60921,-4.93117,NA,NA,NA,NA,-82.147,NA,NA,NA
84567,-2.44261,5,-3.65866,NA,NA,NA,NA,-115.496,NA,NA,NA
84784,-1.72104,5,-5,NA,NA,NA,NA,NA,NA,-81.626,NA
84947,-2.27644,5,-4.82746,NA,NA,NA,NA,NA,NA,NA,-96.087
85149,-1.92275,3.77904,-4.7981,NA,NA,NA,NA,NA,-26.586,NA,NA
85206,-2.39889,2.8931,-5,NA,NA,NA,NA,-94.356,NA,NA,NA
85451,-1.77721,5,-5,NA,NA,NA,NA,-73.455,NA,NA,NA
85746,-2.94659,4.62496,-4.59804,NA,NA,NA,NA,NA,-83.853,NA,NA
85861,-2.28064,4.09815,-5,NA,NA,NA,NA,NA,NA,-51.983,NA
86061,-1.55626,3.62717,-4.77603,NA,NA,NA,NA,-44.406,NA,NA,NA
86211,-1.44535,3.974,-5,NA,NA,NA,NA,-40.875,NA,NA,NA
86495,-1.50694,5,-5,NA,NA,NA,NA,-80.138,NA,NA,NA
86667,-2.00851,5,-4.632,NA,NA,NA,NA,-76.821,NA,NA,NA
86903,-1.36253,4.29182,-5,NA,NA,NA,NA,NA,-31.671,NA,NA
87145,-1.58556,4.50364,-5,NA,NA,NA,NA,-60.81,NA,NA,NA
87208,-2.79877,4.25569,-4.02921,NA,NA,NA,NA,-89.873,NA,NA,NA
87595,-1.7271,4.89843,-4.55844,NA,NA,NA,NA,-76.519,NA,NA,NA
87658,-1.41473,4.85024,-4.63788,NA,NA,NA,NA,NA,NA,-84.91,NA
87935,-1.18819,5,-4.56511,NA,NA,NA,NA,NA,-94.467,NA,NA
88179,-2.05482,3.81935,-4.67225,NA,NA,NA,NA,-40.056,NA,NA,NA
88277,-1.87151,5,-3.74192,NA,NA,NA,NA,NA,-107.37,NA,NA
88449,-2.46318,4.69376,-4.89163,NA,NA,NA,NA,NA,NA,-66.014,NA
88767,-1.83426,4.50816,-5,NA,NA,NA,NA,-58.294,NA,NA,NA
88840,-2.11382,2.73765,-5,NA,NA,NA,NA,-93.791,NA,NA,NA
89045,-2.21662,4.24781,-4.95387,NA,NA,NA,NA,NA,-53.058,NA,NA
89346,-2.01184,3.68866,-4.54863,NA,NA,NA,NA,NA,-31.419,NA,NA
89465,-1.75602,4.57518,-5,NA,NA,NA,NA,NA,NA,-72.836,NA
89709,-1.19038,3.69445,-5,NA,NA,-152.475,NA,NA,NA,NA,NA
89841,-2.59804,4.11939,-5,NA,NA,NA,-148.011,NA,NA,NA,NA
90109,-2.16087,5,-5,NA,NA,NA,NA,NA,-74.361,NA,NA
90281,-1.6958,4.6066,-5,NA,NA,NA,NA,-72.491,NA,NA,NA
90474,-2.17242,3.43233,-4.48825,NA,NA,NA,NA,-63.8,NA,NA,NA
90679,-2.06888,4.01266,-4.43795,NA,NA,NA,NA,-58.097,NA,NA,NA
90918,-2.04399,4.9188,-4.07336,NA,NA,NA,NA,-90.44,NA,NA,NA
91094,-1.43167,5,-4.00826,NA,NA,-170.09,NA,NA,NA,NA,NA
91397,-1.78366,3.68153,-3.83217,NA,NA,NA,NA,NA,NA,NA,-144.843
91564,-0.911096,4.16775,-4.50439,NA,NA,NA,NA,NA,NA,-88.428,NA
91629,-1.15279,3.3641,-4.54093,NA,NA,NA,NA,NA,-51.181,NA,NA
91862,-1.46343,3.53366,-5,NA,NA,NA,NA,-40.539,NA,NA,NA
92041,-2.42747,4.91874,-5,NA,NA,NA,NA,-79.914,NA,NA,NA
92352,-1.86687,4.31591,-5,NA,NA,NA,NA,NA,-42.118,NA,NA
92577,-1.30145,4.56191,-4.86729,NA,NA,NA,NA,-60.613,NA,NA,NA
92604,-2.16784,5,-5,NA,NA,NA,NA,-78.463,NA,NA,NA
92924,-2.21318,5,-5,NA,NA,NA,NA,-75.677,NA,NA,NA
93055,-1.86262,5,-5,NA,NA,NA,NA,-77.391,NA,NA,NA
93309,-1.73484,5,-4.44093,NA,NA,NA,NA,-90.222,NA,NA,NA
93424,-1.76745,5,-5,NA,NA,NA,NA,-71.75,NA,NA,NA
93638,-2.30814,4.04278,-4.69614,NA,NA,NA,NA,NA,-47.007,NA,NA
93907,-1.62182,3.42175,-5,NA,NA,NA,NA,-31.674,NA,NA,NA
94039,-1.46953,2.90867,-4.68102,NA,NA,NA,NA,-79.449,NA,NA,NA
94246,-1.47395,3.33618,-5,NA,NA,NA,NA,-69.585,NA,NA,NA
94482,-1.87819,4.18027,-5,NA,NA,NA,NA,NA,NA,NA,-77.676
94733,-1.38161,3.72887,-5,NA,NA,NA,NA,-33.277,NA,NA,NA
94812,-2.3081,3.09728,-5,NA,NA,NA,NA,-74.052,NA,NA,NA
95111,-1.98838,4.5623,-5,NA,NA,NA,NA,-52.747,NA,NA,NA
95297,-2.10364,4.43148,-5,NA,NA,NA,NA,NA,-48.569,NA,NA
95467,-0.993025,4.47338,-5,NA,NA,NA,NA,-83.221,NA,NA,NA
95674,-2.73263,4.45237,-5,NA,NA,NA,NA,-74.889,NA,NA,NA
95897,-2.75268,5,-5,NA,NA,NA,NA,-94.912,NA,NA,NA
96030,-2.98617,4.60546,-5,NA,NA,NA,NA,-93.169,NA,NA,NA
96221,-3.14536,3.83476,-5,NA,NA,NA,NA,-84.071,NA,NA,NA
96568,-2.43133,4.67413,-5,NA,NA,NA,NA,-70.242,NA,NA,NA
96643,-1.66532,3.81907,-5,NA,NA,NA,NA,-34.702,NA,NA,NA
96849,-1.64502,5,-5,NA,NA,NA,NA,-73.564,NA,NA,NA
97013,-2.03045,5,-5,NA,NA,NA,NA,NA,NA,-91.613,NA
97273,-2.26679,5,-4.78469,NA,NA,NA,NA,NA,NA,NA,-83.029
97419,-2.17696,4.85572,-5,NA,NA,NA,NA,-72.749,NA,NA,NA
97677,-1.21914,4.17634,-4.06847,NA,NA,NA,NA,-92.058,NA,NA,NA
97999,-2.01772,4.93291,-4.66005,NA,NA,NA,NA,-76.075,NA,NA,NA
98138,-1.48975,4.42568,-5,NA,NA,NA,NA,-62.029,NA,NA,NA
98279,-1.42314,5,-4.48527,NA,NA,NA,NA,NA,-87.601,NA,NA
98472,-1.85912,3.74277,-4.62616,NA,NA,NA,NA,NA,NA,-38.466,NA
98796,-2.17779,4.01838,-5,NA,NA,NA,NA,NA,-41.387,NA,NA
98839,-2.77124,4.79279,-4.69664,NA,NA,NA,NA,NA,-82.193,NA,NA
99070,-2.36873,5,-5,NA,NA,NA,NA,NA,NA,NA,-107.588
99304,-2.48735,4.31148,-4.15185,NA,NA,NA,NA,NA,NA,-80.614,NA
99502,-3.00268,4.24754,-4.96573,NA,NA,NA,NA,NA,-86.456,NA,NA
99739,-2.52738,5,-5,NA,NA,NA,NA,-86.449,NA,NA,NA
99807,-1.95,4.82897,-5,NA,NA,NA,NA,NA,-71.555,NA,NA
100182,-1.40543,5,-5,NA,NA,NA,NA,-91.849,NA,NA,NA
100302,-1.89489,5,-5,NA,NA,NA,NA,-78.938,NA,NA,NA
100562,-1.03513,4.88762,-4.20843,NA,NA,NA,NA,-105.187,NA,NA,NA
100725,-1.9428,4.79109,-4.47943,NA,NA,NA,NA,-79.442,NA,NA,NA
100960,-1.14003,3.73971,-4.38476,NA,NA,NA,NA,-52.795,NA,NA,NA
101014,-2.00135,5,-5,NA,NA,NA,NA,-81.851,NA,NA,NA
101304,-2.29329,5,-4.63174,NA,NA,NA,NA,-80.419,NA,NA,NA
101406,-2.67931,4.8977,-5,NA,NA,NA,NA,NA,NA,-85.829,NA
101794,-2.37771,4.48678,-5,NA,NA,NA,NA,-61.403,NA,NA,NA
101921,-2.81161,3.96202,-4.64401,NA,NA,NA,NA,NA,-67.708,NA,NA
102049,-2.40659,3.23917,-5,NA,NA,NA,NA,-63.637,NA,NA,NA
102248,-2.22172,3.20422,-4.84983,NA,NA,NA,NA,-62.651,NA,NA,NA
102500,-1.8659,3.77743,-5,NA,NA,NA,NA,-32.06,NA,NA,NA
102692,-1.48548,4.38203,-5,NA,NA,NA,NA,NA,-39.756,NA,NA
102890,-1.96586,4.23382,-4.58286,NA,NA,NA,NA,NA,-41.784,NA,NA
103048,-1.46389,4.52789,-5,NA,NA,NA,NA,-60.188,NA,NA,NA
103252,-2.11537,4.58991,-5,NA,NA,NA,NA,-58.483,NA,NA,NA
103558,-3.17222,4.2831,-5,NA,NA,NA,NA,-94.533,NA,NA,NA
103725,-2.77351,4.49746,-4.49334,NA,NA,NA,NA,NA,-76.072,NA,NA
103924,-2.88882,3.7555,-4.13456,NA,NA,NA,NA,NA,NA,NA,-95.581
104196,-1.75494,3.38534,-4.29725,NA,NA,-85.505,NA,NA,NA,NA,NA
104330,-2.15354,3.90547,-5,NA,NA,-117.41,NA,NA,NA,NA,NA
104484,-0.765074,3.55523,-5,NA,NA,NA,NA,NA,NA,-125.357,NA
104698,-3.18657,3.20918,-5,NA,NA,NA,NA,NA,-95.556,NA,NA
104907,-2.34079,3.44088,-5,NA,NA,NA,NA,-48.765,NA,NA,NA
105191,-2.69909,4.23233,-3.94242,NA,NA,NA,NA,NA,-81.277,NA,NA
105383,-2.70274,5,-4.89825,NA,NA,NA,NA,-95.094,NA,NA,NA
105556,-2.42044,4.21827,-4.1989,NA,NA,NA,NA,NA,NA,NA,-104.133
105730,-2.43628,4.34455,-4.35579,NA,NA,NA,NA,NA,NA,-71.418,NA
105873,-1.77927,4.46565,-5,NA,NA,NA,NA,-51.864,NA,NA,NA
106076,-1.45685,3.66731,-5,NA,NA,NA,NA,NA,NA,-4.655,NA
106370,-1.92937,3.81589,-5,NA,NA,NA,NA,NA,-26.854,NA,NA
106580,-2.60519,4.15482,-5,NA,NA,NA,NA,-67.416,NA,NA,NA
106799,-2.09571,4.47075,-3.99842,NA,NA,NA,NA,NA,-76.9,NA,NA
106803,-1.80749,3.96943,-5,NA,NA,NA,NA,-46.159,NA,NA,NA
107153,-1.56615,4.20934,-5,NA,NA,NA,NA,-46.614,NA,NA,NA
107346,-2.46468,3.36201,-5,NA,NA,NA,NA,-64.438,NA,NA,NA
107546,-2.10125,3.686,-5,NA,NA,NA,NA,NA,-36.147,NA,NA
107601,-3.11284,3.98011,-5,NA,NA,NA,NA,NA,NA,NA,-102.198
108000,-1.62846,4.72438,-5,NA,NA,NA,NA,-72.534,NA,NA,NA
108186,-2.40659,5,-4.17591,NA,NA,NA,NA,-97.569,NA,NA,NA
108227,-1.72011,5,-5,NA,NA,NA,NA,-72.195,NA,NA,NA
108517,-2.0359,3.516,-5,NA,NA,NA,NA,-58.198,NA,NA,NA
108698,-1.91173,4.79874,-5,NA,NA,NA,NA,-63.641,NA,NA,NA
108927,-1.75594,4.65806,-5,NA,NA,NA,NA,-73.754,NA,NA,NA
109095,-2.04098,5,-5,NA,NA,NA,NA,NA,NA,NA,-105.985
109203,-3.05496,4.50943,-5,NA,NA,NA,NA,NA,NA,NA,-112.119
109434,-2.21382,4.0767,-5,NA,NA,NA,NA,-45.495,NA,NA,NA
109782,-1.24564,5,-5,NA,NA,NA,NA,-91.636,NA,NA,NA
109949,-1.64296,4.72327,-5,NA,NA,NA,NA,NA,-61.207,NA,NA
110047,-1.80528,5,-5,NA,NA,NA,NA,-74.593,NA,NA,NA
110227,-2.71093,3.98862,-4.45703,NA,NA,NA,NA,-74.524,NA,NA,NA
110416,-2.81407,3.91061,-4.53354,NA,NA,NA,NA,-73.725,NA,NA,NA
110739,-1.84218,3.80117,-4.72795,NA,NA,NA,NA,NA,NA,-19.551,NA
110909,-1.37436,3.6322,-4.90224,NA,NA,NA,NA,-37.776,NA,NA,NA
111060,-3.09386,3.62564,-5,NA,NA,NA,NA,NA,-80.659,NA,NA
111239,-2.80941,3.9374,-4.76604,NA,NA,NA,NA,-72.101,NA,NA,NA
111468,-2.29215,3.70826,-5,NA,NA,NA,NA,-62.467,NA,NA,NA
111671,-1.55125,4.03652,-5,NA,NA,NA,NA,NA,NA,-23.647,NA
111813,-2.22308,5,-4.09802,NA,NA,NA,NA,NA,NA,-100.504,NA
112138,-3.35778,4.3573,-5,NA,NA,NA,NA,NA,-95.972,NA,NA
112343,-3.07359,4.35369,-3.91526,NA,NA,NA,NA,NA,NA,-108.299,NA
112595,-3.21157,4.12318,-3.81603,NA,NA,NA,NA,NA,-107.763,NA,NA
112669,-3.00863,4.9192,-5,NA,NA,NA,NA,NA,-97.384,NA,NA
112938,-3.03936,5,-5,NA,NA,NA,NA,-105,NA,NA,NA
113176,-1.91902,4.95212,-5,NA,NA,NA,NA,-75.859,NA,NA,NA
113375,-2.56667,2.86859,-5,NA,NA,NA,NA,-83.17,NA,NA,NA
113567,-1.80096,3.30178,-5,NA,NA,NA,NA,NA,NA,-40.329,NA
113663,-2.13793,4.06321,-4.70865,NA,NA,NA,NA,NA,-39.521,NA,NA
113846,-1.26405,4.35789,-5,NA,NA,NA,NA,-69.779,NA,NA,NA
114151,-1.89366,5,-5,NA,NA,NA,NA,-78.883,NA,NA,NA
114336,-1.93587,5,-5,NA,NA,NA,NA,-80.56,NA,NA,NA
114486,-2.6328,4.96057,-4.63951,NA,NA,NA,NA,NA,-83.142,NA,NA
114712,-2.20416,4.27169,-5,NA,NA,NA,NA,NA,-50.627,NA,NA
114819,-2.83866,5,-5,NA,NA,NA,NA,-96.289,NA,NA,NA
115044,-1.92781,5,-4.99942,NA,NA,NA,NA,-80.294,NA,NA,NA
115318,-1.85163,5,-5,NA,NA,NA,NA,-74.877,NA,NA,NA
115462,-2.2143,5,-5,NA,NA,NA,NA,-77.225,NA,NA,NA
115790,-2.88149,4.19767,-5,NA,NA,NA,NA,NA,-69.788,NA,NA
115881,-2.64019,4.68357,-5,NA,NA,NA,NA,NA,-81.735,NA,NA
116117,-2.61713,4.35015,-4.60306,NA,NA,NA,NA,NA,NA,-81.031,NA
116397,-1.75311,4.71591,-4.90006,NA,NA,NA,NA,NA,-41.88,NA,NA
116585,-1.3142,4.27682,-5,NA,NA,NA,NA,NA,NA,-42.508,NA
116787,-1.43655,3.19748,-5,NA,NA,NA,NA,NA,NA,-61.009,NA
116908,-1.19565,5,-5,NA,NA,NA,NA,-89.348,NA,NA,NA
117147,-1.47593,3.89535,-4.94231,NA,NA,NA,NA,NA,NA,-16.784,NA
117212,-1.7892,4.38617,-5,NA,NA,NA,NA,NA,NA,-48.586,NA
117428,-2.3731,3.83437,-4.91899,NA,NA,NA,NA,NA,NA,-50.965,NA
117604,-2.45902,3.57051,-4.3711,NA,NA,NA,NA,NA,NA,-75.878,NA
117924,-2.65284,4.35574,-5,NA,NA,NA,NA,NA,NA,-72.262,NA
118061,-2.78273,3.92126,-4.09188,NA,NA,NA,NA,-85.484,NA,NA,NA
118285,-2.11668,5,-3.83514,NA,NA,NA,NA,-107.74,NA,NA,NA
118479,-1.6271,4.91942,-5,NA,NA,NA,NA,-76.389,NA,NA,NA
118704,-2.30825,3.73894,-5,NA,NA,NA,NA,-56.928,NA,NA,NA
118881,-1.56844,3.50643,-5,NA,NA,NA,NA,NA,NA,-9.234,NA
119175,-2.31263,4.72245,-5,NA,NA,NA,NA,-78.253,NA,NA,NA
119306,-2.20962,4.81615,-5,NA,NA,NA,NA,-73.843,NA,NA,NA
119470,-1.77927,4.13774,-5,NA,NA,NA,NA,-41.196,NA,NA,NA
119788,-2.76474,5,-5,NA,NA,NA,NA,NA,-88.209,NA,NA
119940,-1.99811,5,-5,NA,NA,NA,NA,NA,-67.908,NA,NA
120144,-1.8133,5,-4.49456,NA,NA,NA,NA,-83.516,NA,NA,NA
120264,-1.86143,5,-5,NA,NA,NA,NA,-76.481,NA,NA,NA
120434,-0.912215,5,-5,NA,NA,NA,NA,-107.119,NA,NA,NA
120612,-1.64393,3.74989,-4.37859,NA,NA,NA,NA,-37.407,NA,NA,NA
120819,-1.55835,3.97035,-5,NA,NA,NA,NA,NA,NA,-19.097,NA
121001,-2.33547,5,-3.83894,NA,NA,NA,NA,NA,NA,-109.595,NA
121361,-1.531,4.32743,-4.2514,NA,NA,NA,NA,-68.569,NA,NA,NA
121443,-2.59406,3.65528,-4.81845,NA,NA,NA,NA,NA,NA,NA,-114.12
121688,-2.60245,3.41506,-5,NA,NA,NA,NA,NA,NA,NA,-108.653
121839,-3.16933,4.72015,-5,NA,NA,NA,NA,NA,-99.151,NA,NA
122130,-2.85626,4.42277,-5,NA,NA,NA,NA,-76.663,NA,NA,NA
122292,-2.14696,4.20634,-5,NA,NA,NA,NA,-54.935,NA,NA,NA
122531,-2.37245,4.50262,-5,NA,NA,NA,NA,-65.21,NA,NA,NA
122664,-1.2475,3.90933,-5,NA,NA,NA,NA,-50.364,NA,NA,NA
122952,-1.51326,4.82299,-5,NA,NA,NA,NA,-69.394,NA,NA,NA
123083,-1.6696,5,-5,NA,NA,NA,NA,-72.702,NA,NA,NA
123266,-2.78006,4.96555,-4.40986,NA,NA,NA,NA,NA,NA,-102.593,NA
123587,-3.06342,4.95207,-5,NA,NA,NA,NA,-105.758,NA,NA,NA
123702,-1.88308,5,-5,NA,NA,NA,NA,-78.391,NA,NA,NA
123843,-1.08466,5,-4.38156,NA,NA,NA,NA,-120.723,NA,NA,NA
124104,-0.841505,4.15282,-4.87959,NA,NA,NA,NA,-90.182,NA,NA,NA
124267,-2.67232,4.6509,-4.27592,NA,NA,NA,NA,NA,-68.761,NA,NA
124433,-2.34132,5,-5,NA,NA,NA,NA,-77.535,NA,NA,NA
124666,-1.84355,4.41888,-5,NA,NA,NA,NA,NA,-47.224,NA,NA
124985,-3.24054,2.96966,-5,NA,NA,NA,NA,NA,NA,-111.127,NA
125057,-2.54635,3.57765,-5,NA,NA,NA,NA,NA,NA,-61.824,NA
125398,-1.98343,4.80283,-5,NA,NA,NA,NA,NA,-63.068,NA,NA
125581,-2.41532,5,-4.55627,NA,NA,NA,NA,-86.199,NA,NA,NA
125632,-2.65916,5,-5,NA,NA,NA,NA,NA,NA,-84.091,NA
125990,-2.27095,4.36755,-4.79022,NA,NA,NA,NA,-49.836,NA,NA,NA
126092,-2.15166,4.28281,-4.56434,NA,NA,NA,NA,-57.21,NA,NA,NA
126285,-1.86681,4.01826,-4.68754,NA,NA,NA,NA,NA,-30.496,NA,NA
126422,-1.95142,4.74547,-5,NA,NA,NA,NA,NA,-66.272,NA,NA
126662,-2.23085,5,-5,NA,NA,NA,NA,-76.912,NA,NA,NA
126929,-2.14883,5,-5,NA,NA,NA,NA,-79.058,NA,NA,NA
127176,-1.57723,3.71919,-4.67598,NA,NA,NA,NA,NA,-22.354,NA,NA
127214,-2.14576,3.62727,-4.81088,NA,NA,NA,NA,-50.291,NA,NA,NA
127470,-2.01446,5,-5,NA,NA,NA,NA,-81.889,NA,NA,NA
