id,x0,x1,x2,fitness-3,fitness-5,fitness-4,fitness-4.5,fitness-3.5
75380,-1.46231,4.28404,-4.7476,NA,NA,NA,-26.391,NA
75563,-1.566,3.6911,-4.56495,NA,NA,-48.327,NA,NA
75630,-1.65605,4.14053,-4.92608,NA,NA,NA,-30.176,NA
75840,-1.63849,3.50886,-4.937,NA,-33.376,NA,NA,NA
76185,-1.95302,3.74426,-4.79638,NA,NA,-28.616,NA,NA
76226,-1.86829,4.63272,-4.89649,NA,NA,NA,NA,-81.115
76546,-2.1894,4.89361,-4.92915,NA,NA,-77.642,NA,NA
76677,-1.49626,4.39204,-4.19038,NA,NA,-82.33,NA,NA
76970,-1.99286,4.26038,-4.65683,NA,NA,-44.848,NA,NA
77188,-1.47637,3.99654,-4.59863,NA,NA,-34.066,NA,NA
77246,-1.47928,4.59002,-4.38536,NA,NA,NA,-59.612,NA
77515,-1.38494,3.97888,-4.9054,NA,NA,NA,-20.992,NA
77638,-1.49718,3.84892,-4.45319,NA,NA,NA,-21.409,NA
77801,-2.20375,4.06533,-4.71896,NA,NA,NA,-42.897,NA
78048,-1.77526,4.48087,-4.42163,NA,-61.06,NA,NA,NA
78263,-1.44045,4.29268,-4.87453,NA,NA,NA,-28.556,NA
78462,-2.59746,3.60765,-4.93681,NA,-63.168,NA,NA,NA
78606,-2.23973,4.5265,-4.98242,NA,NA,NA,-56.257,NA
78994,-1.62849,3.91954,-4.91531,NA,-30.01,NA,NA,NA
79002,-2.25064,4.34982,-4.79307,NA,-47.906,NA,NA,NA
79222,-1.58422,4.16925,-4.77652,NA,NA,-30.283,NA,NA
79413,-1.99208,4.26107,-4.94131,NA,-57.304,NA,NA,NA
79635,-2.00733,4.64351,-4.67164,NA,-56.345,NA,NA,NA
79907,-1.90542,4.5222,-4.62561,NA,NA,-57.933,NA,NA
80064,-1.84315,3.77293,-4.62646,NA,-35.209,NA,NA,NA
80271,-1.23859,3.91593,-4.5337,NA,-46.903,NA,NA,NA
80422,-1.24832,3.39804,-4.36188,NA,NA,NA,-64.787,NA
80666,-1.55385,3.79263,-4.91324,NA,NA,-8.589,NA,NA
80801,-2.78325,3.4472,-4.69541,NA,NA,NA,-71.569,NA
81087,-2.38071,4.2768,-4.16243,NA,NA,NA,-57.885,NA
81229,-1.40228,3.83112,-4.23818,NA,NA,NA,-47.622,NA
81496,-1.74843,3.06087,-4.67946,NA,-74.613,NA,NA,NA
81715,-1.79476,3.44316,-4.68239,NA,NA,NA,-29.578,NA
81914,-1.16002,3.8214,-4.4073,NA,-50.449,NA,NA,NA
82033,-1.79536,4.28033,-4.50899,NA,NA,-47.642,NA,NA
82342,-1.62203,3.45094,-4.99504,NA,NA,NA,-16.365,NA
82401,-2.73429,4.36151,-4.97822,NA,-74.731,NA,NA,NA
82769,-2.30501,4.35607,-3.66777,NA,-84.327,NA,NA,NA
82906,-2.34966,4.11183,-4.39283,NA,NA,NA,-52.055,NA
83100,-1.75137,4.34464,-4.62954,NA,NA,-55.095,NA,NA
83300,-1.97232,3.98307,-4.32833,NA,NA,-47.471,NA,NA
83555,-1.21272,3.98691,-4.60721,NA,NA,NA,-41.494,NA
83610,-1.20065,3.98322,-4.89301,NA,NA,NA,-32.341,NA
83900,-1.5972,3.28565,-4.57152,NA,NA,-37.882,NA,NA
84065,-1.61588,3.5973,-4.80518,NA,NA,NA,-3.723,NA
84296,-2.1889,3.76184,-4.85799,NA,NA,NA,-40.298,NA
84509,-2.34148,4.62235,-4.91556,NA,NA,-54.983,NA,NA
84698,-1.15028,4.12853,-4.73269,NA,-49.909,NA,NA,NA
84846,-1.69319,4.28976,-4.97336,NA,-34.698,NA,NA,NA
85174,-1.57427,3.89941,-4.89572,NA,NA,NA,-23.97,NA
85307,-1.56855,3.20557,-4.93713,NA,NA,NA,-37.38,NA
85547,-1.49789,4.10706,-4.9401,NA,-47.596,NA,NA,NA
85673,-2.32263,3.9007,-4.40191,NA,NA,NA,-54.647,NA
85952,-2.3613,4.31662,-4.49336,NA,NA,NA,-51.75,NA
86031,-1.96116,3.86509,-4.61876,NA,-44.259,NA,NA,NA
86291,-1.82136,4.63224,-4.92733,NA,NA,NA,-53.185,NA
86497,-1.53323,3.41177,-4.58301,NA,-46.511,NA,NA,NA
86641,-1.70054,4.53962,-4.57255,NA,NA,NA,-55.417,NA
86970,-1.83869,3.78388,-4.89628,NA,-36.65,NA,NA,NA
87135,-1.43461,3.94696,-4.16576,NA,NA,NA,-63.774,NA
87238,-2.26494,3.11689,-4.84634,NA,NA,NA,-64.828,NA
87443,-2.31192,4.40379,-4.75277,NA,NA,NA,-61.635,NA
87640,-2.26459,4.2959,-4.99104,NA,NA,-51.642,NA,NA
87922,-1.4429,4.32495,-4.94266,NA,NA,NA,-49.275,NA
88065,-2.27378,4.22842,-4.68073,NA,NA,NA,-52.438,NA
88323,-2.10865,3.64773,-4.58143,NA,NA,NA,-40.13,NA
88469,-1.93058,3.46209,-4.64299,NA,NA,NA,-37.091,NA
88661,-1.23198,3.70407,-4.55696,NA,-47.376,NA,NA,NA
88940,-1.95939,4.09846,-4.80454,NA,NA,NA,-27.214,NA
89088,-2.08565,3.81959,-4.35204,NA,NA,-43.822,NA,NA
89348,-1.33107,3.20236,-4.67937,NA,-62.391,NA,NA,NA
89540,-1.29309,3.57023,-4.47214,NA,NA,NA,-43.894,NA
89606,-1.75483,3.17702,-4.58038,NA,-63.707,NA,NA,NA
89818,-1.79031,4.04278,-4.72969,NA,-36.301,NA,NA,NA
90179,-2.24434,4.16508,-4.94575,NA,NA,NA,NA,-61.752
90314,-2.1711,4.3051,-4.92299,NA,NA,NA,-47.69,NA
90573,-2.18855,3.5925,-4.49644,NA,NA,NA,-47.526,NA
90615,-2.1805,3.9992,-4.65273,NA,NA,NA,-44.374,NA
90944,-1.51041,3.17153,-4.82375,NA,NA,NA,-38.878,NA
91026,-1.91223,3.45375,-4.95447,NA,NA,NA,-22.253,NA
91233,-1.72078,3.86536,-4.70981,NA,-41.696,NA,NA,NA
91544,-1.48653,3.33084,-4.77913,NA,NA,NA,-16.34,NA
91609,-1.92345,3.7192,-4.61266,NA,NA,NA,-28.454,NA
91837,-1.67738,3.62165,-4.82089,NA,-38.507,NA,NA,NA
92022,-2.14288,4.14919,-4.69837,NA,NA,-48.995,NA,NA
92221,-1.47978,3.24069,-4.38681,NA,-62.825,NA,NA,NA
92471,-2.07681,3.4844,-4.85643,NA,NA,NA,-32.518,NA
92758,-1.51173,4.00961,-4.02704,NA,NA,NA,-70.896,NA
92964,-2.34997,4.25701,-4.81959,NA,NA,NA,-53.775,NA
93037,-2.14268,4.40298,-4.28279,NA,NA,NA,-66.841,NA
93278,-1.28296,4.06578,-4.87192,NA,-42.653,NA,NA,NA
93424,-1.84957,4.35147,-4.64248,NA,NA,-56.83,NA,NA
93767,-1.94788,4.06312,-4.78536,NA,NA,NA,-37.685,NA
93943,-3.22341,3.45072,-4.84193,NA,NA,NA,-79.483,NA
94082,-2.3109,3.34533,-4.25934,NA,NA,NA,-45.155,NA
94241,-2.33879,3.55547,-4.23601,NA,-70.895,NA,NA,NA
94450,-2.26094,3.59795,-4.32718,NA,-65.225,NA,NA,NA
94744,-1.00838,3.82099,-4.76475,NA,NA,NA,-34.455,NA
94985,-0.788286,3.85976,-4.4421,NA,NA,NA,-56.706,NA
95101,-1.8051,4.26093,-4.6925,NA,NA,-46.481,NA,NA
95360,-1.78152,3.69038,-4.63093,NA,NA,-22.626,NA,NA
95515,-1.35476,4.28767,-4.79257,NA,NA,-30.928,NA,NA
95744,-2.67948,3.45414,-4.20536,NA,NA,-83.875,NA,NA
95959,-1.71597,4.0656,-4.89116,NA,NA,-29.731,NA,NA
96083,-2.23534,3.90571,-4.63983,NA,-48.316,NA,NA,NA
96231,-1.59531,4.0346,-4.87609,NA,NA,NA,-18.944,NA
96559,-1.95053,3.82117,-4.59514,NA,NA,NA,-28.874,NA
96731,-2.10266,3.73891,-4.56383,NA,NA,NA,-36.848,NA
96915,-1.97195,4.41142,-4.82377,NA,-57.458,NA,NA,NA
97027,-1.64278,4.1822,-4.76463,NA,NA,-33.983,NA,NA
97232,-2.12383,4.2572,-4.37602,NA,NA,NA,-55.819,NA
97433,-2.64475,3.73983,-4.50428,NA,NA,NA,-62.729,NA
97678,-2.24444,3.67378,-4.62657,NA,-56.673,NA,NA,NA
97861,-1.51764,3.25792,-4.82922,NA,NA,-28.7,NA,NA
98052,-1.25699,4.57401,-4.8146,NA,NA,NA,-67.125,NA
98293,-1.25316,4.80882,-4.41555,NA,-91.874,NA,NA,NA
98502,-1.55155,3.8051,-4.75096,NA,NA,NA,-22.435,NA
98664,-1.69936,4.27477,-4.53231,NA,-60.605,NA,NA,NA
98843,-1.04378,3.86598,-4.77606,NA,NA,NA,-18.811,NA
99001,-1.88759,4.37496,-4.60864,NA,-54.814,NA,NA,NA
99292,-1.86331,3.47253,-4.58324,NA,NA,-33.164,NA,NA
99586,-2.76537,4.0271,-4.48131,NA,NA,NA,-68.723,NA
99782,-2.24117,3.65288,-4.75313,NA,NA,NA,-37.496,NA
99971,-2.15473,4.3812,-4.49026,NA,NA,NA,-55.42,NA
100191,-2.31931,3.82983,-4.76979,NA,NA,-37.266,NA,NA
100214,-2.07529,4.1883,-4.41059,NA,-47.775,NA,NA,NA
100555,-2.12842,3.75055,-4.54734,NA,NA,-40.453,NA,NA
100748,-2.05426,4.16435,-4.58684,NA,NA,NA,-41.744,NA
100830,-2.34845,4.4885,-4.13537,NA,NA,-77.073,NA,NA
101030,-1.46012,4.29374,-4.7081,NA,NA,NA,-36.075,NA
101371,-1.76772,3.03581,-4.64593,NA,NA,NA,-56.759,NA
101589,-2.15785,4.07842,-4.50405,NA,-55.478,NA,NA,NA
101638,-1.93754,3.28894,-4.66526,NA,NA,NA,-34.688,NA
101814,-1.43712,3.50399,-4.57276,NA,NA,NA,-18.528,NA
102123,-1.41812,4.06649,-4.49877,NA,NA,NA,-41.555,NA
102348,-1.52935,3.61707,-4.93778,NA,NA,NA,-9.169,NA
102542,-1.81642,3.72123,-4.45111,NA,NA,-32.748,NA,NA
102625,-1.75968,3.632,-4.86021,NA,NA,NA,-12.69,NA
102842,-1.81988,4.16222,-4.62671,NA,NA,NA,-36.085,NA
103079,-1.85153,4.29287,-4.394,NA,-56.23,NA,NA,NA
103359,-1.44278,4.65607,-4.97999,NA,-56.937,NA,NA,NA
103500,-1.91038,3.4452,-4.74903,NA,NA,NA,-21.189,NA
103613,-2.17008,3.8036,-4.33491,NA,-57.277,NA,NA,NA
103965,-1.5746,3.81394,-4.96735,NA,-30.596,NA,NA,NA
104030,-1.7309,3.89139,-4.69269,NA,NA,-12.511,NA,NA
104328,-1.29555,4.24915,-4.8416,NA,NA,NA,-25.521,NA
104594,-1.14785,3.90124,-4.76764,NA,NA,NA,-20.803,NA
104759,-2.06244,4.4031,-4.97532,NA,NA,NA,-45.432,NA
104907,-1.77264,3.56141,-4.8235,NA,-34.946,NA,NA,NA
105190,-1.74156,3.68381,-4.60897,NA,NA,NA,-19.097,NA
105242,-1.62951,3.43915,-4.64218,NA,NA,NA,-28.758,NA
105431,-1.34998,3.57395,-4.61986,NA,NA,-32.957,NA,NA
105620,-1.07685,4.30121,-4.86601,NA,-44.477,NA,NA,NA
105826,-1.64445,4.36037,-4.92583,NA,NA,-46.196,NA,NA
106078,-1.74652,4.17473,-4.65216,NA,NA,NA,-36.766,NA
106367,-2.24558,3.48697,-4.93323,NA,NA,NA,-46.717,NA
106409,-2.1851,3.56995,-4.71513,NA,NA,-47.568,NA,NA
106708,-2.59608,3.65129,-4.10318,NA,NA,NA,-75.394,NA
106937,-2.1141,3.90708,-4.46836,NA,-56.712,NA,NA,NA
107102,-1.7074,3.75649,-4.83773,NA,-46.191,NA,NA,NA
107301,-1.4485,3.97553,-4.55862,NA,NA,NA,-21.63,NA
107519,-1.21271,4.21525,-4.60724,NA,-60.406,NA,NA,NA
107729,-1.58201,3.77494,-4.97399,NA,NA,-10.486,NA,NA
107964,-1.95233,3.94802,-4.99544,NA,-33.531,NA,NA,NA
108119,-1.1746,4.06003,-4.94447,NA,NA,-45.454,NA,NA
108261,-2.14921,4.2768,-4.9601,NA,NA,NA,-42.245,NA
108552,-2.0368,4.48072,-4.93829,NA,-57.406,NA,NA,NA
108781,-1.64801,3.64367,-4.61861,NA,NA,NA,-10.962,NA
108867,-1.50869,4.17439,-4.84183,NA,NA,NA,-32.353,NA
109104,-1.47472,4.23978,-4.68421,NA,NA,NA,-33.553,NA
109245,-1.28066,3.67779,-4.89065,NA,NA,NA,-15.689,NA
109404,-1.61215,4.10224,-4.56109,NA,NA,NA,-35.242,NA
109743,-2.03698,3.45646,-4.52792,NA,NA,NA,-46.978,NA
109882,-1.76033,4.27356,-4.9008,NA,-35.332,NA,NA,NA
110147,-1.76591,4.39029,-4.63975,NA,NA,NA,-47.877,NA
110340,-2.39225,4.49674,-4.9767,NA,NA,NA,-57.944,NA
110598,-1.96449,4.47568,-4.32101,NA,-62.643,NA,NA,NA
110778,-1.58099,4.26645,-4.80337,NA,-38.915,NA,NA,NA
110855,-2.41185,4.60047,-4.75999,NA,-69.549,NA,NA,NA
111194,-2.21901,4.42975,-4.64991,NA,-58.605,NA,NA,NA
111224,-1.71634,4.48999,-4.45236,NA,NA,NA,-57.064,NA
111430,-1.57998,4.07368,-4.57051,NA,NA,-37.662,NA,NA
111629,-2.00302,3.33485,-4.7424,NA,NA,NA,-32.443,NA
111980,-1.08021,3.93192,-4.79492,NA,NA,NA,-38.892,NA
112152,-1.58036,4.63822,-4.19763,NA,-73.9,NA,NA,NA
112299,-1.66757,4.31725,-4.81294,NA,NA,-34.525,NA,NA
112451,-1.68857,4.72045,-4.81222,NA,NA,NA,-40.636,NA
112647,-1.7327,3.57684,-4.91284,NA,NA,NA,-18.08,NA
112953,-1.92545,4.54551,-4.69695,NA,NA,NA,-54.49,NA
113067,-2.12421,3.84647,-4.72512,NA,-43.407,NA,NA,NA
113385,-1.86053,3.97921,-4.66552,NA,NA,NA,-34.535,NA
113555,-1.68646,3.80848,-4.87683,NA,-49.378,NA,NA,NA
113605,-1.91256,4.49996,-4.54984,NA,-57.395,NA,NA,NA
113849,-1.76894,3.61767,-4.52339,NA,NA,NA,-34.218,NA
114010,-2.32214,3.77547,-4.37715,NA,-45.732,NA,NA,NA
114312,-1.40731,3.73429,-4.85376,NA,-22.883,NA,NA,NA
114483,-2.04046,2.93292,-4.95936,NA,NA,NA,-67.704,NA
114676,-2.36568,3.55751,-4.63107,NA,-57.578,NA,NA,NA
114912,-1.39252,3.76914,-4.02421,NA,NA,-85.633,NA,NA
115056,-1.56678,3.80582,-4.71193,NA,NA,NA,-6.655,NA
115263,-2.08097,4.14648,-4.74593,NA,NA,-52.578,NA,NA
115547,-2.0688,3.59875,-4.91661,NA,NA,NA,-31.624,NA
115716,-1.0701,3.70316,-4.826,NA,NA,-35.758,NA,NA
115961,-2.44624,4.15623,-4.56879,NA,NA,NA,-56.896,NA
116104,-1.74367,4.61181,-4.75986,NA,NA,NA,-41.915,NA
116313,-2.06507,4.34972,-4.55939,NA,-53.359,NA,NA,NA
116443,-1.41065,3.88591,-4.64548,NA,NA,-15.446,NA,NA
116603,-3.00773,3.82308,-4.77807,NA,NA,-68.461,NA,NA
116824,-2.08258,3.74157,-4.11282,NA,NA,-59.284,NA,NA
117170,-1.51379,3.12331,-4.79521,NA,NA,-58.719,NA,NA
117360,-1.7596,4.12089,-4.78547,NA,NA,-30.792,NA,NA
117528,-1.32349,3.71234,-4.90125,NA,NA,-12.648,NA,NA
117708,-2.20146,4.49532,-4.27323,NA,NA,NA,-66.596,NA
117852,-2.13786,4.59814,-4.21326,NA,NA,NA,-69.028,NA
118083,-2.38549,4.34859,-4.43071,NA,-73.934,NA,NA,NA
118203,-1.91013,4.02287,-4.19316,NA,NA,-57.404,NA,NA
118484,-1.5987,3.50507,-4.75412,NA,-29.428,NA,NA,NA
118699,-2.49478,4.00277,-4.99793,NA,NA,-58.063,NA,NA
118843,-2.041,4.14532,-4.06602,NA,NA,NA,-69.881,NA
119002,-1.75506,3.80381,-4.64847,NA,NA,NA,-13.25,NA
119244,-1.35324,4.80862,-4.60626,NA,NA,NA,-78.781,NA
119548,-2.88388,3.77705,-4.93996,NA,NA,NA,-62.068,NA
119689,-1.323,4.35746,-4.36423,NA,NA,NA,-67.808,NA
119935,-1.43764,4.12212,-4.65955,NA,-52.285,NA,NA,NA
120003,-1.47465,3.81053,-4.72242,NA,NA,NA,-6.385,NA
120278,-0.960102,4.03137,-4.75824,NA,NA,-72.447,NA,NA
120491,-1.62917,3.42251,-4.90092,NA,NA,-16.735,NA,NA
120786,-1.40512,4.71658,-4.89399,NA,NA,-58.553,NA,NA
120891,-1.76684,4.63027,-4.83063,NA,NA,-51.252,NA,NA
121128,-1.58679,4.24714,-4.62191,NA,-50.883,NA,NA,NA
121347,-1.45313,3.61346,-4.77111,NA,NA,-20.219,NA,NA
121576,-1.1261,3.59334,-4.86129,NA,-48.914,NA,NA,NA
121694,-1.81563,3.86368,-4.80671,NA,NA,NA,-15.132,NA
121880,-1.70714,3.52653,-4.89328,NA,NA,NA,-16.282,NA
122179,-2.27635,3.97753,-4.6525,NA,NA,-50.175,NA,NA
122212,-1.22965,4.23285,-4.63863,NA,NA,-47.063,NA,NA
122550,-2.65713,4.06713,-4.54976,NA,NA,-73.301,NA,NA
122602,-2.02326,3.94006,-4.74064,NA,-34.77,NA,NA,NA
122976,-2.08367,3.51815,-4.80409,NA,NA,-39.187,NA,NA
123093,-2.11954,4.05998,-4.22764,NA,NA,NA,-58.582,NA
123368,-1.95386,3.70947,-4.93771,NA,NA,NA,-29.573,NA
123443,-1.89278,4.11535,-4.08878,NA,NA,NA,-64.122,NA
123729,-1.84267,4.0971,-4.67195,NA,NA,NA,-32.199,NA
123893,-1.91155,4.12602,-4.36311,NA,NA,NA,-52.827,NA
124159,-2.02237,4.23811,-3.87652,NA,NA,NA,-59.314,NA
124385,-2.56136,3.95062,-4.89712,NA,NA,NA,-58.786,NA
124520,-1.80025,3.48191,-4.68423,NA,NA,NA,-24.821,NA
124796,-1.76608,3.74265,-4.84988,NA,NA,NA,-24.214,NA
124881,-1.76491,4.35686,-4.7477,NA,NA,-45.724,NA,NA
125193,-2.62531,3.61396,-4.90302,NA,NA,-66.429,NA,NA
125400,-2.3211,3.48422,-4.18831,NA,NA,NA,-56.833,NA
125502,-2.06878,3.90627,-4.48831,NA,NA,NA,-39.245,NA
125736,-1.52132,3.78497,-4.501,NA,NA,NA,-28.45,NA
125920,-2.06708,3.1132,-4.27599,NA,NA,NA,-71.229,NA
126046,-2.23765,4.87059,-4.99801,NA,NA,NA,-69.805,NA
126389,-1.22651,3.51306,-4.59015,NA,NA,NA,-27.984,NA
126561,-1.87229,3.58805,-4.62469,NA,NA,-25.014,NA,NA
126607,-1.9574,3.62769,-4.93906,NA,NA,NA,-31.167,NA
126989,-2.09138,4.681,-3.86631,NA,-79.482,NA,NA,NA
127098,-1.08182,3.75313,-4.41416,NA,NA,-54.518,NA,NA
127368,-1.65424,3.87889,-4.79481,NA,NA,NA,-6.178,NA
127578,-1.21781,4.20279,-4.76139,NA,NA,NA,-45.014,NA
127772,-1.45478,3.72972,-4.66995,NA,NA,NA,-14.989,NA
127934,-1.94329,3.72324,-4.54888,NA,NA,-38.838,NA,NA
128169,-2.72159,4.03972,-4.26821,NA,-73.865,NA,NA,NA
128276,-2.90815,4.64965,-4.59497,NA,-85.682,NA,NA,NA
128463,-2.16254,3.84749,-4.67697,NA,NA,NA,-39.735,NA
128674,-1.3294,4.00153,-4.28119,NA,NA,NA,-46.847,NA
128900,-2.1673,3.89598,-4.68107,NA,-44.399,NA,NA,NA
129179,-2.10802,3.34667,-4.50641,NA,NA,-60.281,NA,NA
129276,-1.74797,3.14149,-4.67557,NA,-59.257,NA,NA,NA
129529,-1.18128,3.7595,-4.8842,NA,-45.952,NA,NA,NA
129625,-1.0476,3.61446,-4.78387,NA,NA,NA,-42.474,NA
129861,-1.91729,4.07369,-4.4922,NA,NA,NA,-38.825,NA
130188,-2.56002,3.61228,-4.78481,NA,NA,NA,NA,-81.084
130347,-1.33707,3.12174,-4.94021,NA,NA,NA,-60.144,NA
130515,-1.55313,4.20612,-4.41563,NA,NA,-45.812,NA,NA
130792,-1.52309,4.08625,-4.82621,NA,NA,-30.054,NA,NA
130902,-1.6713,3.70277,-4.83724,NA,-43.922,NA,NA,NA
131073,-1.14771,3.92461,-4.77576,NA,NA,NA,-44.375,NA
131217,-1.93678,3.98763,-4.71664,NA,NA,NA,NA,-55.649
131575,-2.2945,3.7221,-4.97712,NA,NA,NA,-47.373,NA
131651,-2.23467,3.70255,-4.71724,NA,NA,-39.785,NA,NA
131813,-1.93252,3.48165,-4.84701,NA,NA,NA,-22.983,NA
132002,-2.2298,3.8533,-4.80476,NA,NA,NA,-41.972,NA
132232,-1.94295,3.8618,-4.82582,NA,NA,NA,-30.325,NA
132523,-1.61068,4.24942,-4.74433,NA,NA,-41.864,NA,NA
132751,-1.85676,3.59129,-4.84592,NA,NA,-46.577,NA,NA
132931,-1.26004,3.88708,-4.69437,NA,-39.305,NA,NA,NA
133030,-2.08862,4.2888,-4.56259,NA,-52.763,NA,NA,NA
133234,-1.83249,4.91319,-4.9172,NA,NA,-72.324,NA,NA
133497,-2.64711,3.85304,-4.3223,NA,NA,NA,-49.249,NA
133756,-2.12612,3.27012,-4.79,NA,NA,NA,-43.802,NA
133998,-1.85159,4.07599,-4.94339,NA,NA,-36.414,NA,NA
134080,-1.79389,3.60545,-4.54586,NA,NA,NA,-27.574,NA
134275,-1.61015,4.4498,-4.6066,NA,NA,NA,-50.191,NA
134476,-1.12573,4.71948,-4.99183,NA,NA,NA,-63.18,NA
134768,-1.45605,3.51829,-4.97315,NA,-39.212,NA,NA,NA
134951,-1.90441,3.21123,-4.58462,NA,NA,NA,-48.761,NA
135174,-2.41586,3.99554,-4.77899,NA,NA,NA,-47.275,NA
135329,-1.07422,3.79035,-4.52076,NA,-54.621,NA,NA,NA
135483,-2.11384,4.27898,-4.04996,NA,NA,NA,-72.184,NA
135731,-1.95749,4.3023,-4.48204,NA,NA,-53.367,NA,NA
135838,-1.8359,4.0396,-4.20725,NA,-63.272,NA,NA,NA
136168,-2.00076,3.39066,-4.65407,NA,NA,NA,-38.954,NA
136376,-2.51198,4.03132,-3.9313,NA,-81.681,NA,NA,NA
136499,-1.48426,3.90253,-4.51563,NA,NA,NA,-32.27,NA
136629,-1.69454,3.73453,-4.6346,NA,NA,-13.856,NA,NA
136990,-2.20956,4.6166,-4.30344,NA,NA,NA,-76.99,NA
137105,-1.67069,4.18748,-4.06452,NA,NA,NA,-64.555,NA
137302,-1.30346,4.09113,-4.84188,NA,-41.365,NA,NA,NA
137577,-1.4263,3.51506,-4.87179,NA,NA,NA,-3.306,NA
137691,-1.07043,3.56386,-4.80936,NA,-48.835,NA,NA,NA
137833,-1.7958,4.22793,-4.44053,NA,NA,NA,-37.639,NA
138076,-1.5369,4.81893,-4.65972,NA,NA,NA,-70.783,NA
138399,-1.63582,3.91714,-4.77467,NA,-46.904,NA,NA,NA
138422,-1.45882,3.42332,-4.18641,NA,NA,NA,-73.158,NA
138631,-1.82615,3.46674,-4.51812,NA,-49.008,NA,NA,NA
138941,-1.31799,4.11905,-4.48144,NA,NA,NA,-46.735,NA
139015,-1.1566,4.09318,-4.82969,NA,NA,NA,-40.161,NA
139242,-1.15065,4.73474,-4.78763,NA,NA,NA,-59.242,NA
139554,-1.26517,3.90589,-4.46672,NA,NA,-44.429,NA,NA
139617,-1.18552,4.10875,-4.38008,NA,NA,NA,-51.481,NA
139872,-1.65643,4.71887,-4.72852,NA,NA,NA,-46.613,NA
140097,-1.54336,3.93083,-4.49488,NA,NA,NA,-27.275,NA
140394,-1.33798,3.66784,-4.44496,NA,NA,-28.407,NA,NA
140562,-2.23718,3.99537,-4.79423,NA,NA,NA,-42.07,NA
140730,-2.04322,3.9643,-4.52254,NA,NA,NA,-39.85,NA
140984,-2.05543,4.16473,-4.55693,NA,NA,NA,-44.574,NA
141095,-1.39653,3.74159,-4.74393,NA,NA,NA,-9.761,NA
141343,-0.695992,4.10115,-4.42212,NA,-99.254,NA,NA,NA
141452,-1.85115,3.73273,-4.53253,NA,-38.041,NA,NA,NA
141692,-1.78078,3.85968,-4.50459,NA,NA,-33.001,NA,NA
141892,-2.03002,3.25276,-4.39549,NA,-54.495,NA,NA,NA
142047,-1.42437,3.5035,-4.47559,NA,NA,-42.743,NA,NA
142264,-2.17048,4.47978,-4.97685,NA,NA,NA,-52.707,NA
142539,-1.61297,3.48205,-4.7421,NA,NA,NA,-17.962,NA
142655,-1.7704,3.11166,-4.65271,NA,NA,-55.637,NA,NA
142824,-1.52845,3.29707,-4.50931,NA,NA,-50.174,NA,NA
143014,-2.16933,3.98404,-4.52072,NA,NA,NA,-44.747,NA
143259,-1.47891,4.08529,-4.88712,NA,NA,NA,-19.768,NA
143460,-1.56167,4.03491,-4.69399,NA,NA,-19.097,NA,NA
143708,-1.86961,4.3531,-4.27608,NA,-60.788,NA,NA,NA
143808,-1.91165,3.53679,-4.3855,NA,NA,NA,-45.616,NA
144137,-2.56082,3.9491,-4.69938,NA,NA,-62.719,NA,NA
144324,-2.1423,3.5491,-4.60806,NA,NA,NA,-41.517,NA
144600,-1.86372,3.8477,-4.28897,NA,NA,NA,-42.731,NA
144799,-1.65618,3.41878,-4.4109,NA,NA,-40.023,NA,NA
144903,-1.81288,3.48757,-4.99301,NA,NA,NA,-22.961,NA
145008,-2.27848,2.68736,-4.40895,NA,NA,-119.605,NA,NA
145314,-1.60559,4.3101,-4.38924,NA,NA,NA,-48.888,NA
145525,-1.98348,3.89568,-4.44476,NA,NA,-34.066,NA,NA
145725,-1.03662,3.85368,-4.81585,NA,NA,-20.446,NA,NA
145854,-1.37688,3.69824,-4.63391,NA,NA,NA,-22.874,NA
146003,-2.23788,4.89243,-4.35554,NA,NA,-83.724,NA,NA
146289,-1.58374,3.6219,-4.73784,NA,NA,NA,-9.591,NA
146569,-2.04452,4.55729,-4.86788,NA,NA,NA,-55.009,NA
146689,-1.37455,4.75652,-4.90529,NA,NA,-56.715,NA,NA
146863,-1.89218,3.71004,-4.85077,NA,NA,-35.834,NA,NA
147190,-1.68117,4.08312,-4.12121,NA,NA,NA,-56.195,NA
147265,-2.22442,3.70155,-4.18219,NA,NA,NA,-63.168,NA
147598,-1.77358,3.7225,-4.9956,NA,NA,NA,-9.89,NA
147734,-1.59261,3.98317,-4.98236,NA,NA,NA,-12.767,NA
147951,-2.15026,3.70763,-4.80805,NA,NA,NA,-40.301,NA
148145,-1.68843,4.60436,-4.6328,NA,NA,-56.435,NA,NA
148363,-1.8398,4.11981,-4.99773,NA,NA,NA,-34.177,NA
148478,-2.10341,4.62286,-4.41399,NA,NA,NA,-61.784,NA
148680,-1.44895,3.85981,-4.68955,NA,NA,NA,-25.52,NA
148999,-1.64895,4.06146,-4.83423,NA,NA,NA,-25.069,NA
149009,-1.02803,3.6543,-4.53589,NA,-67.174,NA,NA,NA
149400,-1.64625,3.8587,-4.53829,NA,-36.824,NA,NA,NA
149516,-1.90418,4.1906,-4.93154,NA,NA,NA,-37.439,NA
149612,-1.69693,3.91452,-4.86616,NA,NA,-45.769,NA,NA
149811,-2.32591,3.50946,-3.82978,NA,NA,NA,-96.196,NA
150031,-2.1197,3.55626,-4.69511,NA,NA,-47.089,NA,NA
150355,-2.13402,3.36034,-4.60739,NA,NA,-66.382,NA,NA
150589,-1.57742,3.85972,-4.68461,NA,-31.316,NA,NA,NA
