id,x0,x1,x2,fitness-3,fitness-2.5,fitness-4,fitness-2,fitness-1.5,fitness-3.5,fitness-1,fitness-4.5,fitness-0.5
59053,2.38171,2.15929,-4.55491,NA,NA,NA,-22.281,NA,NA,NA,NA,NA
59253,1.1286,2.26347,-5,NA,-31.823,NA,NA,NA,NA,NA,NA,NA
59570,0.823425,2.28138,-5,NA,NA,NA,-45.693,NA,NA,NA,NA,NA
59618,1.60527,2.95356,-4.76259,NA,NA,NA,-45.704,NA,NA,NA,NA,NA
59946,2.37266,2.14711,-4.98217,NA,-26.382,NA,NA,NA,NA,NA,NA,NA
60066,1.81788,2.04714,-5,NA,NA,NA,-23.346,NA,NA,NA,NA,NA
60301,1.12315,1.70689,-5,NA,-29.179,NA,NA,NA,NA,NA,NA,NA
60562,2.16017,1.65477,-5,NA,NA,NA,-21.197,NA,NA,NA,NA,NA
60730,2.43472,2.48941,-5,NA,NA,NA,NA,-50.19,NA,NA,NA,NA
60867,2.4307,2.31689,-4.87584,NA,NA,NA,-32.609,NA,NA,NA,NA,NA
61172,2.04708,1.61776,-4.18378,NA,NA,NA,-5.309,NA,NA,NA,NA,NA
61201,2.37856,2.42995,-5,NA,-34.392,NA,NA,NA,NA,NA,NA,NA
61458,0.874903,1.83037,-3.60957,NA,-40.873,NA,NA,NA,NA,NA,NA,NA
61678,1.7775,2.20697,-5,NA,NA,NA,-25.389,NA,NA,NA,NA,NA
61932,2.05021,1.20882,-5,NA,NA,NA,-31.363,NA,NA,NA,NA,NA
62085,1.34761,1.21232,-3.93577,NA,-20.64,NA,NA,NA,NA,NA,NA,NA
62270,1.99384,1.01758,-5,-32.406,NA,NA,NA,NA,NA,NA,NA,NA
62475,3.13055,1.71684,-4.3674,-46.222,NA,NA,NA,NA,NA,NA,NA,NA
62741,1.69955,2.17409,-4.90927,NA,-17.321,NA,NA,NA,NA,NA,NA,NA
62932,0.686108,1.78667,-4.37679,NA,-36.493,NA,NA,NA,NA,NA,NA,NA
63137,1.21272,1.72481,-5,NA,NA,NA,-26.89,NA,NA,NA,NA,NA
63390,1.92885,1.91458,-4.79977,NA,NA,NA,-17.363,NA,NA,NA,NA,NA
63448,1.35805,2.2688,-3.88533,NA,-20.598,NA,NA,NA,NA,NA,NA,NA
63763,2.30915,1.21591,-4.9963,NA,NA,NA,-35.301,NA,NA,NA,NA,NA
63910,1.99278,1.93764,-5,NA,NA,-50.376,NA,NA,NA,NA,NA,NA
64047,2.26291,1.30063,-4.90817,-26.009,NA,NA,NA,NA,NA,NA,NA,NA
64255,0.987972,1.75704,-5,-38.432,NA,NA,NA,NA,NA,NA,NA,NA
64501,1.34991,1.61182,-4.63458,-14.168,NA,NA,NA,NA,NA,NA,NA,NA
64654,2.66001,2.77247,-5,NA,NA,NA,-59.923,NA,NA,NA,NA,NA
64931,1.79318,2.29696,-5,NA,NA,NA,-24.596,NA,NA,NA,NA,NA
65154,1.29325,2.16514,-5,-29.449,NA,NA,NA,NA,NA,NA,NA,NA
65273,2.43247,1.51676,-5,NA,-25.657,NA,NA,NA,NA,NA,NA,NA
65432,2.23939,1.82219,-5,-20.37,NA,NA,NA,NA,NA,NA,NA,NA
65784,1.9167,1.83674,-5,NA,-16.211,NA,NA,NA,NA,NA,NA,NA
65933,1.48867,1.36587,-5,NA,NA,NA,-25.375,NA,NA,NA,NA,NA
66082,2.11104,2.24767,-4.74544,NA,NA,NA,-24.812,NA,NA,NA,NA,NA
66369,3.12076,1.89734,-5,NA,-53.336,NA,NA,NA,NA,NA,NA,NA
66567,1.54043,2.07607,-5,NA,NA,NA,NA,-48.397,NA,NA,NA,NA
66780,2.38629,1.18703,-4.17509,NA,-20.196,NA,NA,NA,NA,NA,NA,NA
66894,1.72428,1.26577,-4.1643,NA,NA,NA,-14.279,NA,NA,NA,NA,NA
67051,2.15303,1.54633,-4.69655,NA,-9.52,NA,NA,NA,NA,NA,NA,NA
67320,1.70558,1.77385,-4.21486,NA,-1.478,NA,NA,NA,NA,NA,NA,NA
67592,0.906221,2.4062,-3.09893,NA,-70.15,NA,NA,NA,NA,NA,NA,NA
67799,2.23968,2.02944,-3.83649,-19.22,NA,NA,NA,NA,NA,NA,NA,NA
67900,1.89822,2.03792,-4.55852,NA,-7.427,NA,NA,NA,NA,NA,NA,NA
68117,2.27238,1.77421,-4.7118,-19.65,NA,NA,NA,NA,NA,NA,NA,NA
68215,1.54393,1.5068,-3.59019,NA,NA,-55.338,NA,NA,NA,NA,NA,NA
68411,1.76896,0.841139,-5,NA,NA,-91.253,NA,NA,NA,NA,NA,NA
68625,1.78803,1.51851,-5,NA,NA,NA,-20.034,NA,NA,NA,NA,NA
68877,1.64785,2.18775,-5,-24.406,NA,NA,NA,NA,NA,NA,NA,NA
69065,2.08843,1.48368,-5,-19.063,NA,NA,NA,NA,NA,NA,NA,NA
69223,0.804651,2.23567,-5,NA,NA,NA,NA,-63.744,NA,NA,NA,NA
69552,1.99582,2.22432,-5,NA,NA,NA,-26.256,NA,NA,NA,NA,NA
69704,2.25722,2.35309,-5,NA,NA,NA,-30.393,NA,NA,NA,NA,NA
69869,1.10564,1.72349,-4.74119,-21.15,NA,NA,NA,NA,NA,NA,NA,NA
70047,1.22827,2.0902,-4.61523,NA,NA,NA,NA,NA,NA,-58.22,NA,NA
70300,1.78839,1.18788,-5,NA,NA,NA,-29.202,NA,NA,NA,NA,NA
70577,1.83608,1.7549,-5,NA,-14.625,NA,NA,NA,NA,NA,NA,NA
70676,1.12413,2.05425,-4.17085,NA,-19.888,NA,NA,NA,NA,NA,NA,NA
70957,1.81607,2.09509,-4.59039,NA,-8.795,NA,NA,NA,NA,NA,NA,NA
71183,2.61127,2.19964,-5,NA,-34.991,NA,NA,NA,NA,NA,NA,NA
71337,2.17333,2.06327,-4.36238,NA,-11.649,NA,NA,NA,NA,NA,NA,NA
71423,1.66158,1.90465,-4.05989,NA,NA,NA,NA,NA,NA,-62.842,NA,NA
71780,2.21774,2.10572,-5,NA,NA,NA,NA,-46.799,NA,NA,NA,NA
71949,2.54641,1.92727,-4.63242,NA,-21.305,NA,NA,NA,NA,NA,NA,NA
72008,2.1077,2.11641,-5,NA,NA,NA,NA,-34.619,NA,NA,NA,NA
72303,2.22499,2.14822,-4.84493,NA,NA,NA,-22.675,NA,NA,NA,NA,NA
72547,2.17976,1.36877,-5,NA,-21.071,NA,NA,NA,NA,NA,NA,NA
72784,2.19978,0.838407,-5,NA,NA,NA,-52.256,NA,NA,NA,NA,NA
72842,1.43567,1.88579,-5,NA,NA,NA,-32.247,NA,NA,NA,NA,NA
73084,1.14688,2.36667,-5,NA,NA,NA,-44.431,NA,NA,NA,NA,NA
73209,1.40833,0.979143,-4.59321,NA,-31.481,NA,NA,NA,NA,NA,NA,NA
73546,1.59338,1.41064,-4.1932,NA,NA,NA,-13.833,NA,NA,NA,NA,NA
73602,2.31687,1.6213,-4.39357,-11.05,NA,NA,NA,NA,NA,NA,NA,NA
73978,1.56624,2.19952,-5,NA,NA,NA,NA,-36.966,NA,NA,NA,NA
74140,2.39271,1.85883,-4.7212,NA,NA,NA,-25.472,NA,NA,NA,NA,NA
74348,2.13283,1.63655,-4.71514,NA,NA,NA,NA,-35.903,NA,NA,NA,NA
74483,1.91332,1.56933,-4.7405,NA,NA,NA,-18.697,NA,NA,NA,NA,NA
74776,2.45732,1.93419,-4.83392,NA,-22.548,NA,NA,NA,NA,NA,NA,NA
74824,1.2038,2.29878,-5,-35.424,NA,NA,NA,NA,NA,NA,NA,NA
75198,1.53079,0.594951,-4.82998,NA,-69.26,NA,NA,NA,NA,NA,NA,NA
75235,2.11811,0.998478,-5,-39.815,NA,NA,NA,NA,NA,NA,NA,NA
75576,2.13732,1.22151,-5,NA,-25.046,NA,NA,NA,NA,NA,NA,NA
75737,2.45888,1.98622,-4.68716,-27.088,NA,NA,NA,NA,NA,NA,NA,NA
75949,2.02977,1.82918,-5,NA,-16.092,NA,NA,NA,NA,NA,NA,NA
76185,1.31228,2.21084,-3.94181,NA,-18.763,NA,NA,NA,NA,NA,NA,NA
76246,1.26077,1.65352,-4.82792,NA,-16.854,NA,NA,NA,NA,NA,NA,NA
76411,0.565074,1.82191,-5,NA,NA,NA,-58.621,NA,NA,NA,NA,NA
76779,1.7636,1.58925,-5,NA,NA,NA,-20.004,NA,NA,NA,NA,NA
76983,1.75403,2.65692,-5,NA,-35.192,NA,NA,NA,NA,NA,NA,NA
77153,2.40524,1.68643,-5,NA,-23.595,NA,NA,NA,NA,NA,NA,NA
77380,2.94894,1.79725,-5,NA,-43.888,NA,NA,NA,NA,NA,NA,NA
77547,2.57805,1.9565,-4.88971,NA,NA,NA,-29.072,NA,NA,NA,NA,NA
77723,1.96772,1.54464,-5,-20.249,NA,NA,NA,NA,NA,NA,NA,NA
77849,2.8349,2.32474,-5,NA,NA,NA,-54.527,NA,NA,NA,NA,NA
78060,1.62947,1.52406,-3.75538,NA,-12.384,NA,NA,NA,NA,NA,NA,NA
78349,0.998848,2.34831,-4.10399,NA,-30.102,NA,NA,NA,NA,NA,NA,NA
78496,1.05812,2.04862,-3.81602,NA,NA,NA,NA,NA,-41.069,NA,NA,NA
78730,1.816,2.22904,-4.38683,-12.155,NA,NA,NA,NA,NA,NA,NA,NA
78970,2.09715,0.999098,-4.92978,-32.713,NA,NA,NA,NA,NA,NA,NA,NA
79170,1.34333,1.68216,-5,NA,-20.101,NA,NA,NA,NA,NA,NA,NA
79240,1.56059,1.93754,-4.98453,NA,-16.964,NA,NA,NA,NA,NA,NA,NA
79479,1.27631,1.68789,-4.03335,NA,NA,NA,NA,-30.721,NA,NA,NA,NA
79654,2.35075,2.28743,-5,-32.892,NA,NA,NA,NA,NA,NA,NA,NA
79910,1.31434,2.21095,-5,NA,-26.977,NA,NA,NA,NA,NA,NA,NA
80152,1.38073,2.0796,-4.96231,NA,-21.81,NA,NA,NA,NA,NA,NA,NA
80318,1.68845,2.065,-5,-21.068,NA,NA,NA,NA,NA,NA,NA,NA
80513,1.82113,2.20814,-4.61129,NA,NA,NA,NA,NA,-29.719,NA,NA,NA
80622,2.08486,1.62777,-5,-17.492,NA,NA,NA,NA,NA,NA,NA,NA
80880,1.99612,1.67332,-5,NA,NA,NA,NA,-29.804,NA,NA,NA,NA
81187,2.80968,1.59179,-4.62528,NA,-30.225,NA,NA,NA,NA,NA,NA,NA
81331,2.11888,0.968034,-5,NA,NA,NA,-42.925,NA,NA,NA,NA,NA
81477,1.55405,2.11605,-5,NA,-19.741,NA,NA,NA,NA,NA,NA,NA
81706,1.74318,1.65117,-5,-16.572,NA,NA,NA,NA,NA,NA,NA,NA
81859,1.51407,1.73382,-4.65453,-9.258,NA,NA,NA,NA,NA,NA,NA,NA
82126,1.75261,1.38281,-3.97753,NA,-7.687,NA,NA,NA,NA,NA,NA,NA
82215,1.81834,1.68659,-5,NA,NA,NA,-16.57,NA,NA,NA,NA,NA
82543,1.58194,1.39142,-4.90793,-21.628,NA,NA,NA,NA,NA,NA,NA,NA
82737,1.22999,1.86044,-4.42301,-17.011,NA,NA,NA,NA,NA,NA,NA,NA
82997,1.94475,1.70029,-4.00143,NA,NA,NA,-10.711,NA,NA,NA,NA,NA
83015,2.24042,2.00207,-4.0573,NA,NA,NA,-17.421,NA,NA,NA,NA,NA
83211,2.2904,1.59908,-4.18661,-12.333,NA,NA,NA,NA,NA,NA,NA,NA
83536,1.22897,1.54964,-4.10106,NA,NA,NA,NA,NA,NA,-62.565,NA,NA
83716,1.67441,1.11822,-4.08621,NA,-13.268,NA,NA,NA,NA,NA,NA,NA
83944,1.97806,0.977906,-4.40972,NA,-21.44,NA,NA,NA,NA,NA,NA,NA
84140,1.47999,2.54939,-4.72034,NA,-26.27,NA,NA,NA,NA,NA,NA,NA
84340,1.888,2.18041,-4.76689,-18.253,NA,NA,NA,NA,NA,NA,NA,NA
84471,1.72346,1.89545,-5,-18.201,NA,NA,NA,NA,NA,NA,NA,NA
84643,2.29249,2.22723,-5,NA,-26.128,NA,NA,NA,NA,NA,NA,NA
84923,1.65686,1.73837,-4.85291,-19.194,NA,NA,NA,NA,NA,NA,NA,NA
85063,1.23506,2.08783,-3.70733,-31.63,NA,NA,NA,NA,NA,NA,NA,NA
85240,1.30733,2.05172,-4.72448,NA,-15.804,NA,NA,NA,NA,NA,NA,NA
85487,1.30589,1.28174,-4.61531,NA,NA,NA,-30.527,NA,NA,NA,NA,NA
85722,1.67418,2.16613,-3.73305,NA,NA,NA,-20.137,NA,NA,NA,NA,NA
85897,1.45246,1.92375,-4.16157,-8.811,NA,NA,NA,NA,NA,NA,NA,NA
86069,1.34887,1.66951,-5,NA,NA,NA,NA,NA,-39.324,NA,NA,NA
86294,1.35657,1.48122,-5,NA,NA,NA,-30.879,NA,NA,NA,NA,NA
86423,1.34596,1.35471,-4.57322,NA,-11.599,NA,NA,NA,NA,NA,NA,NA
86641,2.11945,1.3662,-5,-21.196,NA,NA,NA,NA,NA,NA,NA,NA
86922,2.23916,0.664065,-5,NA,NA,NA,-71.426,NA,NA,NA,NA,NA
87163,1.75593,1.02434,-5,NA,NA,NA,-47.787,NA,NA,NA,NA,NA
87252,1.63699,1.1995,-4.68438,NA,NA,NA,-27.305,NA,NA,NA,NA,NA
87574,2.37073,1.65197,-5,-23.247,NA,NA,NA,NA,NA,NA,NA,NA
87669,2.09102,1.52469,-4.27259,NA,-4.657,NA,NA,NA,NA,NA,NA,NA
87844,2.45293,2.29936,-5,-36.869,NA,NA,NA,NA,NA,NA,NA,NA
88060,1.62471,2.26285,-5,NA,NA,NA,-25.848,NA,NA,NA,NA,NA
88396,1.19773,2.25311,-5,NA,-30.452,NA,NA,NA,NA,NA,NA,NA
88582,3.05656,2.75089,-5,NA,-72.12,NA,NA,NA,NA,NA,NA,NA
88747,1.87111,1.94648,-5,-17.956,NA,NA,NA,NA,NA,NA,NA,NA
88926,2.1161,2.21614,-4.72183,-18.928,NA,NA,NA,NA,NA,NA,NA,NA
89011,2.85634,2.25312,-4.46887,-42.157,NA,NA,NA,NA,NA,NA,NA,NA
89394,2.6082,1.01911,-3.84625,-48.157,NA,NA,NA,NA,NA,NA,NA,NA
89445,2.00948,1.62932,-3.58637,NA,NA,NA,-22.363,NA,NA,NA,NA,NA
89683,2.56125,1.25561,-4.01847,NA,NA,NA,-32.182,NA,NA,NA,NA,NA
89892,1.84237,2.45958,-3.98158,NA,-20.839,NA,NA,NA,NA,NA,NA,NA
90015,1.78066,2.58013,-4.17515,NA,-23.354,NA,NA,NA,NA,NA,NA,NA
90376,2.64659,1.97672,-4.63136,NA,-24.789,NA,NA,NA,NA,NA,NA,NA
90543,2.27497,1.80589,-4.7699,NA,NA,NA,NA,NA,NA,-50.512,NA,NA
90652,1.47365,1.69568,-4.07294,NA,NA,NA,NA,-47.647,NA,NA,NA,NA
90873,2.3834,1.12774,-5,-34.424,NA,NA,NA,NA,NA,NA,NA,NA
91158,2.03197,1.70727,-4.53285,-14.856,NA,NA,NA,NA,NA,NA,NA,NA
91350,1.83511,1.30128,-5,NA,-19.72,NA,NA,NA,NA,NA,NA,NA
91581,1.03687,1.55981,-5,-34.646,NA,NA,NA,NA,NA,NA,NA,NA
91624,1.49627,1.39054,-4.95632,NA,-18.785,NA,NA,NA,NA,NA,NA,NA
91941,1.95024,2.29817,-5,NA,-23.608,NA,NA,NA,NA,NA,NA,NA
92007,2.36214,2.09304,-5,-29.142,NA,NA,NA,NA,NA,NA,NA,NA
92348,2.58081,0.959639,-4.08287,NA,-38.626,NA,NA,NA,NA,NA,NA,NA
92579,2.36011,1.65902,-4.75278,NA,NA,NA,NA,-39.477,NA,NA,NA,NA
92781,2.1703,1.36633,-5,-25.375,NA,NA,NA,NA,NA,NA,NA,NA
92940,2.11151,1.37869,-5,NA,NA,NA,-25.933,NA,NA,NA,NA,NA
93011,2.54346,1.52861,-4.9333,NA,-27.115,NA,NA,NA,NA,NA,NA,NA
93236,1.30797,1.75188,-4.50628,NA,NA,NA,-11.188,NA,NA,NA,NA,NA
93401,1.76173,2.33094,-5,NA,NA,NA,-26.488,NA,NA,NA,NA,NA
93652,0.566284,2.10784,-4.68706,NA,NA,NA,-57.088,NA,NA,NA,NA,NA
93974,1.68952,1.49346,-4.13073,NA,-1.889,NA,NA,NA,NA,NA,NA,NA
94001,2.4553,1.86224,-4.57356,NA,NA,NA,-22.78,NA,NA,NA,NA,NA
94356,2.0193,1.5804,-4.42936,NA,NA,NA,NA,-32.794,NA,NA,NA,NA
94413,1.72237,2.54422,-4.6953,NA,-23.946,NA,NA,NA,NA,NA,NA,NA
94782,1.83788,1.94212,-5,NA,NA,NA,-22.64,NA,NA,NA,NA,NA
94951,0.865041,1.93376,-4.33132,NA,NA,NA,NA,NA,-39.894,NA,NA,NA
95128,1.62748,1.90638,-4.14134,NA,-4.84,NA,NA,NA,NA,NA,NA,NA
95213,1.18663,2.22376,-4.1967,NA,NA,NA,NA,-37.679,NA,NA,NA,NA
95513,2.28362,2.19447,-4.89977,NA,-23.165,NA,NA,NA,NA,NA,NA,NA
95714,1.68438,1.78238,-3.84522,-10.557,NA,NA,NA,NA,NA,NA,NA,NA
95979,1.08522,2.04246,-5,NA,-29.386,NA,NA,NA,NA,NA,NA,NA
96160,2.39512,1.76223,-4.88169,NA,-19.41,NA,NA,NA,NA,NA,NA,NA
96285,2.68365,1.30941,-4.25895,NA,NA,NA,-36.559,NA,NA,NA,NA,NA
96445,2.4821,1.21344,-4.63226,-29.622,NA,NA,NA,NA,NA,NA,NA,NA
96767,2.1614,1.71445,-5,NA,-17.336,NA,NA,NA,NA,NA,NA,NA
96979,1.69105,1.60486,-4.53936,NA,-3.645,NA,NA,NA,NA,NA,NA,NA
97075,1.56333,1.72694,-5,NA,NA,NA,-19.432,NA,NA,NA,NA,NA
97244,1.58951,1.16734,-5,-36.189,NA,NA,NA,NA,NA,NA,NA,NA
97424,2.02589,1.57583,-4.58983,NA,-5.087,NA,NA,NA,NA,NA,NA,NA
97601,2.04848,2.13226,-3.95669,NA,-14.208,NA,NA,NA,NA,NA,NA,NA
97960,2.09818,0.684227,-5,NA,NA,NA,-65.48,NA,NA,NA,NA,NA
98150,2.89825,1.51228,-3.63397,NA,NA,NA,NA,NA,NA,-82.161,NA,NA
98351,1.45223,2.20299,-3.3117,NA,NA,NA,-41.225,NA,NA,NA,NA,NA
98415,2.1693,2.30611,-3.87691,NA,-21.485,NA,NA,NA,NA,NA,NA,NA
98655,0.625841,1.92106,-5,-50.272,NA,NA,NA,NA,NA,NA,NA,NA
98869,1.50956,1.42521,-4.45097,NA,-4.646,NA,NA,NA,NA,NA,NA,NA
99066,1.69941,2.61861,-4.17608,NA,-25.921,NA,NA,NA,NA,NA,NA,NA
99223,1.56409,1.94576,-3.63835,NA,-19.999,NA,NA,NA,NA,NA,NA,NA
99415,2.73369,2.28781,-4.14347,-36.175,NA,NA,NA,NA,NA,NA,NA,NA
99655,2.0764,1.83599,-4.68082,-11.057,NA,NA,NA,NA,NA,NA,NA,NA
99843,2.01923,1.63144,-4.18599,NA,-4.397,NA,NA,NA,NA,NA,NA,NA
100001,1.49426,1.93761,-3.71753,-17.546,NA,NA,NA,NA,NA,NA,NA,NA
100343,1.59321,1.84791,-3.77937,NA,-12.748,NA,NA,NA,NA,NA,NA,NA
100470,2.10803,1.81431,-4.63434,NA,-8.617,NA,NA,NA,NA,NA,NA,NA
100787,1.61446,1.99095,-5,-23.398,NA,NA,NA,NA,NA,NA,NA,NA
100894,0.733718,2.14569,-4.42375,-43.478,NA,NA,NA,NA,NA,NA,NA,NA
101146,1.39872,1.98388,-4.31675,-19.439,NA,NA,NA,NA,NA,NA,NA,NA
101383,1.25685,2.10261,-5,NA,NA,NA,NA,NA,-40.066,NA,NA,NA
101504,2.13216,1.44933,-5,NA,NA,NA,NA,-36.528,NA,NA,NA,NA
101773,0.867171,2.17127,-5,NA,NA,NA,-48.315,NA,NA,NA,NA,NA
101872,1.75469,1.99243,-5,NA,NA,NA,NA,-47.38,NA,NA,NA,NA
102131,1.59128,2.1027,-4.65562,NA,NA,NA,NA,NA,NA,-55.015,NA,NA
102385,1.57307,2.10323,-4.06773,NA,-10.773,NA,NA,NA,NA,NA,NA,NA
102546,2.6677,1.52949,-4.4019,NA,-23.049,NA,NA,NA,NA,NA,NA,NA
102700,1.5306,1.9268,-4.36445,-10.569,NA,NA,NA,NA,NA,NA,NA,NA
102869,1.57777,2.30835,-5,NA,-24.039,NA,NA,NA,NA,NA,NA,NA
103019,1.50711,2.19867,-5,NA,-22.272,NA,NA,NA,NA,NA,NA,NA
103211,1.91976,2.40648,-4.26922,NA,-17.156,NA,NA,NA,NA,NA,NA,NA
103583,1.60834,1.81723,-5,NA,NA,NA,-21.812,NA,NA,NA,NA,NA
103631,1.41109,0.64771,-5,-76.061,NA,NA,NA,NA,NA,NA,NA,NA
103843,1.84487,2.97165,-4.68381,NA,-43.021,NA,NA,NA,NA,NA,NA,NA
104137,1.97948,2.84429,-4.0741,-39.416,NA,NA,NA,NA,NA,NA,NA,NA
104273,1.44418,2.52466,-4.61907,NA,-25.398,NA,NA,NA,NA,NA,NA,NA
104439,1.26549,1.6594,-4.70948,NA,NA,NA,NA,-33.504,NA,NA,NA,NA
104652,2.56825,0.887508,-4.61309,NA,-42.991,NA,NA,NA,NA,NA,NA,NA
104974,1.52225,1.38219,-3.64936,NA,-20.894,NA,NA,NA,NA,NA,NA,NA
105161,1.83341,1.24105,-3.79021,NA,NA,NA,-24.161,NA,NA,NA,NA,NA
105373,1.16891,1.35222,-2.78363,-80.758,NA,NA,NA,NA,NA,NA,NA,NA
105458,1.12769,1.6311,-3.47553,-44.359,NA,NA,NA,NA,NA,NA,NA,NA
105695,1.2173,1.8947,-3.28255,-42.51,NA,NA,NA,NA,NA,NA,NA,NA
105886,1.45029,1.92072,-3.56321,-30.301,NA,NA,NA,NA,NA,NA,NA,NA
106137,1.56892,2.31736,-4.80378,NA,NA,NA,NA,NA,-33.512,NA,NA,NA
106326,0.862117,2.33065,-4.6351,-37.176,NA,NA,NA,NA,NA,NA,NA,NA
106587,2.45417,2.36454,-4.58046,-28.381,NA,NA,NA,NA,NA,NA,NA,NA
106729,2.12791,2.30674,-3.97947,NA,-18.471,NA,NA,NA,NA,NA,NA,NA
106838,1.58867,2.25742,-4.08808,NA,NA,NA,NA,NA,-26.007,NA,NA,NA
107045,1.36451,1.96503,-4.04876,NA,-10.681,NA,NA,NA,NA,NA,NA,NA
107338,1.84543,1.85093,-5,NA,NA,NA,NA,NA,-28.087,NA,NA,NA
107426,1.58283,1.84983,-3.88737,-12.107,NA,NA,NA,NA,NA,NA,NA,NA
107718,0.981624,1.52083,-4.49319,NA,NA,NA,-30.787,NA,NA,NA,NA,NA
107839,1.18496,2.11469,-4.48615,NA,NA,NA,-19.115,NA,NA,NA,NA,NA
108010,1.33262,1.19049,-5,-33.859,NA,NA,NA,NA,NA,NA,NA,NA
108274,0.88836,1.69246,-4.80341,-32.07,NA,NA,NA,NA,NA,NA,NA,NA
108499,0.958535,2.70193,-5,NA,-51.842,NA,NA,NA,NA,NA,NA,NA
108661,1.45577,1.95911,-4.73829,NA,-12.157,NA,NA,NA,NA,NA,NA,NA
108939,1.75911,2.57113,-4.97634,NA,-30.763,NA,NA,NA,NA,NA,NA,NA
109155,1.40203,1.79431,-5,-21.461,NA,NA,NA,NA,NA,NA,NA,NA
109333,1.88385,1.71452,-5,NA,NA,NA,NA,NA,-35.995,NA,NA,NA
109518,2.15066,2.08675,-5,NA,NA,NA,-22.163,NA,NA,NA,NA,NA
109766,2.56929,1.30635,-4.21416,NA,-23.281,NA,NA,NA,NA,NA,NA,NA
109894,2.58049,1.22643,-4.25875,NA,NA,NA,-30.625,NA,NA,NA,NA,NA
110090,2.28262,1.89668,-4.46157,NA,NA,NA,-13.48,NA,NA,NA,NA,NA
110388,2.11856,1.80317,-4.56336,-20.135,NA,NA,NA,NA,NA,NA,NA,NA
110490,1.94757,2.41832,-5,-35.05,NA,NA,NA,NA,NA,NA,NA,NA
110697,1.82571,1.80254,-5,NA,NA,NA,-17.463,NA,NA,NA,NA,NA
110894,2.16751,2.47507,-5,-34.061,NA,NA,NA,NA,NA,NA,NA,NA
111172,1.40121,1.25779,-4.92656,NA,NA,NA,NA,NA,-38.337,NA,NA,NA
111306,1.44175,2.74845,-5,-48.073,NA,NA,NA,NA,NA,NA,NA,NA
111535,1.78092,2.09178,-5,-26.577,NA,NA,NA,NA,NA,NA,NA,NA
111766,1.7988,2.30369,-5,NA,-23.108,NA,NA,NA,NA,NA,NA,NA
111805,1.86935,2.72028,-4.60488,NA,-30.426,NA,NA,NA,NA,NA,NA,NA
112083,1.75811,1.64941,-3.67901,-24.703,NA,NA,NA,NA,NA,NA,NA,NA
112378,1.76768,2.31341,-3.77614,NA,NA,NA,-25.331,NA,NA,NA,NA,NA
112497,1.80899,1.37752,-4.81577,NA,NA,NA,-20.517,NA,NA,NA,NA,NA
112693,1.34267,1.86156,-3.93397,NA,NA,NA,-20.126,NA,NA,NA,NA,NA
112898,1.59346,1.28084,-4.77678,NA,NA,NA,-23.529,NA,NA,NA,NA,NA
113077,2.67858,1.44965,-4.80303,NA,NA,NA,NA,NA,NA,-74.676,NA,NA
113288,2.29314,1.88981,-4.53954,NA,-11.517,NA,NA,NA,NA,NA,NA,NA
113501,1.86788,1.70059,-5,-17.637,NA,NA,NA,NA,NA,NA,NA,NA
113670,2.23688,1.46339,-5,-23.354,NA,NA,NA,NA,NA,NA,NA,NA
113862,2.14897,1.30885,-5,NA,-21.504,NA,NA,NA,NA,NA,NA,NA
114019,2.11017,1.74837,-4.59767,-11.447,NA,NA,NA,NA,NA,NA,NA,NA
114291,2.15388,1.30538,-3.83975,NA,-16.531,NA,NA,NA,NA,NA,NA,NA
114422,2.03091,1.12669,-4.40656,NA,NA,NA,-15.064,NA,NA,NA,NA,NA
114782,1.84973,1.90168,-4.49613,NA,NA,NA,NA,NA,-18.463,NA,NA,NA
114868,2.31771,2.65672,-5,NA,NA,NA,NA,NA,-62.551,NA,NA,NA
115159,1.89263,2.78324,-4.52562,-40.576,NA,NA,NA,NA,NA,NA,NA,NA
115256,1.47857,1.90711,-4.42013,NA,NA,NA,-9.077,NA,NA,NA,NA,NA
115595,2.23141,1.99592,-5,NA,NA,NA,-31.093,NA,NA,NA,NA,NA
115778,2.4242,2.81388,-4.31874,NA,NA,NA,-44.713,NA,NA,NA,NA,NA
115932,1.32263,1.38772,-3.72291,NA,NA,NA,-25.291,NA,NA,NA,NA,NA
116067,1.79963,1.89152,-3.96818,NA,-7.552,NA,NA,NA,NA,NA,NA,NA
116202,1.84372,1.19165,-5,NA,NA,NA,-30.885,NA,NA,NA,NA,NA
116492,2.22578,2.2067,-5,NA,-24.613,NA,NA,NA,NA,NA,NA,NA
116660,1.92404,1.29129,-5,-22.174,NA,NA,NA,NA,NA,NA,NA,NA
116921,2.58619,2.83456,-5,NA,-57.019,NA,NA,NA,NA,NA,NA,NA
117007,1.69115,2.3579,-4.29874,-24.528,NA,NA,NA,NA,NA,NA,NA,NA
117223,1.4604,2.64605,-3.56797,NA,NA,NA,-53.393,NA,NA,NA,NA,NA
117479,1.47638,1.72057,-3.96683,-16.962,NA,NA,NA,NA,NA,NA,NA,NA
117685,1.42188,1.8408,-4.94244,NA,NA,NA,NA,-31.849,NA,NA,NA,NA
117972,1.44691,1.26725,-5,NA,-26.158,NA,NA,NA,NA,NA,NA,NA
118002,2.02099,1.37939,-5,-25.882,NA,NA,NA,NA,NA,NA,NA,NA
118372,1.15081,2.53772,-5,NA,-39.67,NA,NA,NA,NA,NA,NA,NA
