id,x0,x1,x2,fitness-3.5,fitness-4,fitness-4.5,fitness-5
87535,-2.50608,4.12743,-5,NA,NA,NA,-57.978
87743,-1.65299,4.14185,-4.69355,NA,NA,NA,-40.988
87837,-1.53934,4.5447,-5,NA,NA,NA,-62.298
88133,-2.41975,4.2127,-5,NA,NA,NA,-52.236
88255,-1.46002,3.88485,-5,NA,NA,NA,-35.291
88447,-1.65966,3.63254,-5,NA,NA,NA,-46.211
88723,-1.62764,4.26047,-5,NA,NA,NA,-40.34
88839,-1.19512,4.13589,-5,NA,NA,-39.609,NA
89083,-2.47651,3.60729,-4.94049,NA,NA,-54.532,NA
89258,-2.24481,4.08495,-5,NA,NA,NA,-50.705
89576,-1.94995,3.45101,-5,NA,NA,-39.765,NA
89614,-1.19896,3.3751,-5,NA,NA,NA,-50.005
89913,-1.59398,3.60931,-4.79915,NA,NA,NA,-44.463
90156,-1.82067,3.98385,-4.32183,NA,NA,-44.946,NA
90215,-1.86747,3.98303,-4.85542,NA,NA,-22.524,NA
90489,-1.9973,4.65781,-4.69594,NA,NA,NA,-53.868
90705,-1.818,3.70632,-4.88464,NA,NA,NA,-37.048
90888,-1.71477,3.78344,-4.9044,NA,NA,-19.951,NA
91113,-1.37522,4.09745,-5,NA,NA,-31.747,NA
91249,-1.42233,3.48578,-5,NA,-34.497,NA,NA
91530,-1.93939,4.69452,-4.99295,NA,NA,NA,-56.358
91636,-1.88986,3.4904,-5,NA,NA,-24.118,NA
91857,-1.10637,3.62352,-5,NA,NA,NA,-69.822
92171,-1.9108,3.73297,-5,NA,NA,NA,-38.816
92331,-1.91902,3.25453,-5,NA,-36.773,NA,NA
92503,-1.25987,3.40919,-5,NA,NA,-35.093,NA
92732,-1.90045,3.84451,-4.38822,NA,NA,NA,-63.644
92811,-1.03996,3.25426,-5,NA,NA,NA,-70.304
93077,-1.94571,4.46136,-5,NA,NA,-46.398,NA
93312,-1.84122,3.50606,-5,NA,NA,-21.779,NA
93461,-1.62583,3.90682,-4.80024,NA,-8.799,NA,NA
93772,-1.64896,3.34688,-5,NA,-36.289,NA,NA
93932,-0.972801,3.93819,-5,NA,NA,-42.301,NA
94105,-2.04146,3.71654,-5,NA,-34.82,NA,NA
94325,-1.87858,3.05596,-5,NA,NA,NA,-69.403
94449,-1.575,3.41291,-5,NA,NA,-15.206,NA
94706,-1.80447,4.27541,-5,NA,-41.942,NA,NA
94904,-1.22609,3.3635,-5,NA,NA,-30.441,NA
95124,-2.00918,3.16156,-4.62664,NA,NA,-58.595,NA
95240,-2.03278,3.62144,-5,NA,NA,-31.875,NA
95589,-1.68711,3.33765,-4.24775,NA,NA,-29.311,NA
95749,-1.47232,4.36592,-5,NA,NA,-44.746,NA
95880,-1.77271,4.09373,-5,NA,NA,-26.856,NA
96166,-2.52249,4.04816,-5,NA,-58.136,NA,NA
96379,-2.44243,4.40054,-5,NA,NA,NA,-61.386
96457,-2.1089,3.90811,-5,NA,NA,NA,-43.095
96726,-1.64686,4.17195,-5,NA,NA,-33.642,NA
96823,-1.12367,4.12659,-5,NA,-51.047,NA,NA
97077,-1.98544,3.91441,-5,NA,NA,-33.255,NA
97311,-1.4886,3.34104,-4.77096,NA,NA,-20.248,NA
97418,-1.76033,3.42604,-5,NA,NA,-28.105,NA
97708,-1.42599,3.71815,-4.81577,NA,NA,NA,-22.56
97894,-1.71473,4.08584,-5,NA,NA,NA,-41.281
98149,-1.9465,3.77838,-5,NA,NA,-30.132,NA
98321,-1.86941,3.41633,-5,NA,NA,-24.668,NA
98442,-2.09414,3.37585,-5,NA,NA,-36.756,NA
98650,-1.57863,3.45373,-4.31481,NA,-40.542,NA,NA
98966,-2.58423,3.19059,-5,NA,-89.952,NA,NA
99115,-1.98116,3.40272,-4.43311,NA,-46.914,NA,NA
99335,-1.66345,3.86604,-5,NA,-13.216,NA,NA
99538,-1.55049,3.14512,-5,NA,NA,NA,-63.169
99717,-1.41281,3.67768,-5,NA,NA,-6.873,NA
99907,-1.95002,3.34074,-5,NA,NA,-25.691,NA
100075,-1.68276,3.59142,-5,NA,NA,-17.747,NA
100236,-1.826,3.98833,-5,NA,NA,NA,-42.736
100498,-2.23133,4.20253,-5,NA,NA,NA,-48.769
100710,-2.03007,3.28351,-5,NA,NA,-45.869,NA
100820,-1.78424,4.24208,-5,NA,NA,-40.135,NA
101177,-1.89526,3.51784,-5,NA,NA,-32.015,NA
101217,-1.88328,3.74859,-5,NA,NA,NA,-40.607
101593,-1.59729,4.18325,-5,NA,NA,NA,-42.439
101625,-1.49956,3.69474,-5,NA,NA,NA,-32.785
101886,-1.68449,4.1433,-5,NA,-32.044,NA,NA
102008,-2.18998,4.07325,-5,NA,NA,NA,-51.069
102336,-2.35523,4.19809,-5,NA,NA,NA,-48.617
102536,-1.77734,3.38927,-5,NA,NA,NA,-40.223
102690,-1.19144,4.13249,-4.38724,NA,NA,-52.314,NA
102866,-2.16672,5,-4.63277,NA,NA,NA,-76.764
103182,-1.89646,3.92754,-5,NA,NA,NA,-40.782
103360,-1.75401,3.63791,-4.29596,NA,NA,NA,-54.313
103485,-1.94019,3.99747,-5,NA,NA,-29.234,NA
103667,-1.56954,4.19057,-4.97589,NA,-31.07,NA,NA
103803,-1.9016,4.62685,-4.71907,NA,NA,NA,-56.061
104070,-1.75734,4.56119,-5,NA,-60.02,NA,NA
104350,-1.37649,3.6065,-4.77096,NA,NA,-11.733,NA
104431,-1.52891,4.10473,-5,NA,-25.46,NA,NA
104689,-1.73586,3.36806,-5,NA,-29.636,NA,NA
104978,-1.42182,3.88726,-5,NA,-14.698,NA,NA
105146,-0.958544,3.88943,-5,NA,NA,-41.822,NA
105212,-1.93832,3.26974,-4.76397,NA,NA,-29.545,NA
105566,-2.32659,3.51127,-4.15429,NA,NA,-63.653,NA
105772,-1.71547,3.99761,-5,NA,NA,NA,-47.012
105825,-1.3006,3.62512,-5,NA,NA,NA,-49.33
106055,-2.02628,3.62346,-5,NA,NA,NA,-45.64
106279,-1.49177,4.01377,-5,NA,NA,NA,-44.651
106426,-1.85522,3.68157,-5,NA,NA,NA,-43.811
106739,-1.14816,3.72666,-4.36468,NA,NA,NA,-55.536
106965,-2.16101,3.70318,-5,NA,NA,NA,-49.819
107157,-1.93522,4.70304,-5,NA,NA,NA,-56.66
107276,-1.95602,4.05405,-4.77652,NA,NA,NA,-48.444
107430,-1.29487,4.19113,-4.85813,NA,NA,-24.177,NA
107727,-1.49375,4.28769,-5,NA,NA,-30.778,NA
107908,-2.25553,4.53218,-5,NA,NA,-54.395,NA
108097,-1.4346,3.68573,-5,NA,NA,-4.047,NA
108289,-2.27222,4.44212,-5,NA,NA,NA,-57.924
108593,-2.00491,3.87284,-4.67277,NA,NA,NA,-38.884
108746,-1.19474,3.7442,-4.75038,NA,NA,-14.392,NA
108978,-1.64802,3.56188,-5,NA,NA,NA,-41.658
109186,-2.3429,3.98427,-5,NA,NA,-42.411,NA
109214,-1.60876,3.30351,-4.75393,NA,-32.67,NA,NA
109569,-1.55476,3.59361,-5,NA,-17.04,NA,NA
109743,-1.00182,3.75728,-5,NA,NA,-36.778,NA
109924,-1.68131,3.85208,-5,NA,NA,-6.991,NA
110070,-1.76817,4.24814,-4.39363,NA,-70.877,NA,NA
110289,-2.15353,4.07279,-4.57909,NA,-51.189,NA,NA
110478,-1.91395,4.04295,-5,NA,NA,-33.001,NA
110626,-1.45972,3.8286,-5,NA,-12.683,NA,NA
110992,-1.66987,4.05952,-5,NA,-22.95,NA,NA
111033,-1.94734,3.85681,-4.62121,NA,NA,NA,-44.206
111236,-1.18568,4.20482,-5,NA,NA,NA,-56.236
111436,-2.71916,3.85013,-4.94279,NA,NA,NA,-58.291
111674,-2.17254,3.61855,-5,NA,NA,NA,-52.176
111983,-1.83569,3.89192,-5,NA,NA,-17.49,NA
112050,-2.388,4.05913,-5,NA,NA,NA,-55.437
112338,-1.2901,4.68963,-5,NA,NA,NA,-65.091
112470,-1.09056,3.73911,-4.32887,NA,NA,NA,-47.177
112758,-1.07239,3.59476,-4.95744,NA,NA,NA,-68.84
112978,-1.81411,3.98172,-5,NA,NA,NA,-45.674
113126,-1.78856,4.12466,-5,NA,-43.513,NA,NA
113337,-1.6875,4.49826,-4.64379,NA,NA,NA,-61.467
113554,-1.8665,4.16638,-5,NA,-35.16,NA,NA
113716,-2.19889,4.07208,-4.70438,NA,-45.561,NA,NA
113988,-1.25556,4.11295,-5,NA,NA,NA,-59.514
114083,-1.28307,4.34887,-5,NA,NA,NA,-71.253
114252,-1.56674,3.53742,-5,NA,NA,NA,-44.398
114403,-1.91316,3.78052,-5,NA,NA,NA,-37.551
114610,-1.80095,3.8327,-5,NA,NA,NA,-48.572
114892,-1.83089,3.39927,-5,NA,NA,-30.034,NA
115139,-2.15376,4.12778,-4.72751,NA,NA,-40.582,NA
115328,-1.41806,3.42922,-4.7118,NA,-42.678,NA,NA
115488,-2.15875,4.07882,-5,NA,NA,-40.053,NA
115688,-1.26704,3.72323,-5,NA,NA,-27.402,NA
115902,-1.2299,3.99653,-5,NA,-25.499,NA,NA
116109,-1.69221,4.27443,-5,NA,NA,-44.703,NA
116230,-1.60249,3.8773,-4.56395,NA,NA,-17.476,NA
116565,-1.68553,4.10109,-5,NA,NA,-26.997,NA
116670,-1.16729,3.93458,-5,NA,NA,NA,-66.022
116906,-2.01245,4.56137,-4.53911,NA,NA,NA,-66.343
117023,-1.84971,4.47619,-5,NA,NA,-49.696,NA
117391,-1.69883,3.74186,-5,NA,-10.585,NA,NA
117477,-1.88967,3.54409,-4.65943,NA,NA,NA,-37.924
117737,-1.55873,3.71884,-5,NA,-4.144,NA,NA
117995,-1.44158,3.75248,-5,NA,NA,NA,-33.403
118005,-1.8612,3.2846,-5,NA,NA,NA,-58.428
118265,-2.16772,4.67298,-5,NA,NA,NA,-65.374
118566,-1.75614,3.97898,-5,NA,NA,NA,-47.526
118675,-2.03521,3.87507,-5,NA,NA,NA,-35.989
118870,-1.8277,4.26404,-5,NA,NA,NA,-46.834
119131,-1.56964,4.26439,-4.99974,NA,NA,-36.375,NA
119255,-1.59575,3.84008,-4.60284,NA,NA,-12.482,NA
119505,-2.03826,4.1066,-5,NA,NA,-33.352,NA
119765,-1.48064,3.78798,-5,NA,-23.295,NA,NA
119801,-1.41815,3.49689,-5,NA,-10.733,NA,NA
120183,-1.62477,3.35703,-5,NA,-27.763,NA,NA
120359,-1.78933,3.42613,-5,NA,NA,NA,-41.089
120421,-2.17627,4.24391,-5,NA,NA,NA,-53.249
120622,-2.62873,4.09674,-4.37081,NA,NA,NA,-65.419
120871,-1.93403,4.01,-5,NA,NA,NA,-43.986
121200,-2.22907,4.48085,-5,NA,NA,NA,-60.449
121311,-2.02537,4.36897,-4.4468,NA,NA,NA,-51.388
121477,-2.16731,3.87816,-4.93037,NA,NA,-39.407,NA
121619,-1.72435,3.22766,-4.76495,NA,NA,NA,-43.49
121998,-1.79108,3.65778,-5,NA,NA,NA,-46.598
122086,-1.89923,3.50514,-5,NA,NA,NA,-52.094
122365,-1.36851,3.63987,-4.52437,NA,-32.245,NA,NA
122525,-2.2761,3.74833,-4.72213,NA,NA,-32.718,NA
122796,-3.01617,3.75529,-4.80869,NA,NA,-64.76,NA
122999,-2.58905,3.51813,-5,NA,NA,NA,-72.24
123086,-1.73101,4.25295,-5,NA,NA,NA,-37.676
123237,-1.15495,4.19802,-4.88097,NA,NA,-51.286,NA
123408,-1.62089,3.74717,-5,NA,NA,NA,-38.462
123642,-2.19032,3.54288,-5,NA,NA,NA,-53.165
123983,-1.55763,3.96065,-5,NA,NA,-23.977,NA
124200,-1.16875,3.40495,-5,NA,NA,NA,-47.832
124391,-1.64308,3.3072,-5,NA,NA,NA,-41.928
124531,-2.13808,4.50608,-5,NA,NA,NA,-59.319
124716,-2.01337,4.61768,-5,NA,NA,NA,-51.931
124840,-1.29605,4.60799,-5,NA,NA,-67.533,NA
125199,-1.60009,3.99348,-5,NA,NA,-17.925,NA
125328,-1.62463,3.77083,-5,NA,NA,NA,-50.674
125598,-1.5766,4.05376,-5,NA,NA,NA,-44.864
125687,-2.03152,3.63147,-5,NA,NA,NA,-37.488
125829,-1.74182,4.29849,-5,NA,NA,-43.04,NA
126111,-1.3032,3.18333,-5,NA,NA,NA,-81.551
126206,-1.41874,2.87055,-4.89436,NA,NA,NA,-55.549
126419,-2.10739,3.55189,-5,NA,NA,-34.003,NA
126785,-1.93772,3.71719,-4.43284,NA,NA,-30.956,NA
126897,-1.15938,4.14698,-5,NA,NA,-47.305,NA
127091,-1.35115,3.82905,-5,NA,NA,NA,-32.637
127356,-2.10989,4.15362,-4.57347,NA,NA,NA,-51.764
127503,-2.13675,4.3581,-4.78297,NA,NA,-45.783,NA
127623,-1.85346,3.77142,-4.60122,NA,NA,NA,-46.858
127962,-1.9643,3.07171,-4.59895,NA,NA,NA,-74.341
128171,-1.78526,3.54627,-5,NA,NA,-26.439,NA
128274,-1.18749,4.40371,-4.97131,NA,NA,-60.107,NA
128469,-1.70595,4.37454,-4.80307,NA,NA,NA,-40.464
128759,-2.3646,3.53092,-4.69281,NA,NA,NA,-55.849
129000,-2.05602,3.74992,-5,NA,NA,-34.748,NA
129013,-1.47313,4.70137,-4.88891,NA,-78.656,NA,NA
129362,-2.22007,4.32823,-5,NA,NA,NA,-52.126
129432,-1.95047,3.86933,-5,NA,NA,NA,-35.685
129739,-1.53421,4.24155,-5,NA,NA,-33.724,NA
129826,-2.40061,4.28318,-4.58607,NA,NA,-56.842,NA
130113,-2.0395,3.81845,-5,NA,NA,NA,-35.06
130272,-1.64907,3.66471,-5,NA,NA,-21.756,NA
130478,-1.59908,3.62685,-4.64007,NA,-9.128,NA,NA
130743,-2.179,4.16012,-5,NA,NA,NA,-51.623
130896,-0.965844,3.99946,-5,NA,NA,-49.167,NA
131013,-1.41584,3.92438,-4.47995,NA,NA,-23.572,NA
131208,-1.48257,3.24596,-4.44369,NA,NA,NA,-66.334
131411,-2.14549,3.51338,-4.94218,NA,NA,NA,-49.837
131663,-1.76887,3.56401,-5,NA,-19.801,NA,NA
131811,-1.67172,4.41954,-5,NA,NA,NA,-49.921
132110,-2.49454,4.55509,-4.98765,NA,NA,-63.738,NA
132337,-2.36532,5,-5,NA,NA,NA,-78.344
132512,-2.58449,4.03851,-5,NA,-59.744,NA,NA
132730,-2.20976,4.11293,-5,NA,NA,NA,-50.431
133000,-1.35111,3.66004,-5,NA,NA,NA,-27.488
133180,-1.01329,3.58868,-5,NA,-52.988,NA,NA
133366,-1.71239,3.98801,-4.75056,NA,NA,-14.436,NA
133425,-1.22869,3.80243,-5,NA,-26.641,NA,NA
133686,-2.04313,3.77606,-5,NA,NA,NA,-35.739
133888,-1.59229,4.06328,-5,NA,NA,NA,-44.288
134059,-2.0033,3.59985,-5,NA,NA,-36.236,NA
134310,-1.5976,4.0243,-5,NA,NA,-17.886,NA
134469,-2.12089,4.75511,-5,NA,NA,NA,-63.562
134757,-1.88587,3.68289,-4.59111,NA,NA,NA,-48.202
134999,-2.97548,3.43913,-5,NA,NA,NA,-74.096
135159,-1.43447,3.58474,-5,NA,-24.058,NA,NA
135337,-1.31335,4.31973,-4.96241,NA,-59.525,NA,NA
135511,-1.89162,3.94238,-4.46837,NA,NA,NA,-42.655
135793,-2.05983,4.26578,-4.85529,NA,NA,NA,-55.585
135859,-1.95584,3.54583,-4.44295,NA,NA,NA,-52.465
136046,-1.76016,3.35654,-5,NA,-33.079,NA,NA
136221,-1.7539,3.47371,-4.98279,NA,NA,-20.618,NA
136409,-1.89008,4.18686,-5,NA,NA,NA,-43.399
136660,-1.1028,3.76248,-5,NA,NA,-28.527,NA
136954,-1.36106,3.9896,-5,NA,NA,-20.201,NA
137083,-1.66539,3.64798,-4.86225,NA,NA,NA,-48.942
137338,-1.87703,3.9439,-5,NA,NA,NA,-42.43
137523,-2.1369,4.11659,-4.66403,NA,NA,NA,-51.491
137741,-1.5956,3.88009,-5,NA,NA,-15.697,NA
137811,-1.53212,4.33523,-5,NA,NA,-38.532,NA
138007,-1.87249,4.14277,-4.88158,NA,-48.795,NA,NA
138225,-1.38321,3.56004,-5,NA,NA,-6.347,NA
138427,-2.60993,3.33793,-4.42138,NA,-68.281,NA,NA
138605,-1.67881,3.09053,-4.29347,NA,NA,NA,-73.013
138856,-2.09459,3.70374,-4.68706,NA,NA,NA,-44.955
139180,-1.43007,4.78125,-5,NA,NA,NA,-62.161
139392,-1.63151,3.87269,-4.934,NA,NA,NA,-53.729
139538,-2.32787,3.4813,-4.66683,NA,NA,NA,-54.086
139672,-1.61092,4.1644,-4.91649,NA,-32.131,NA,NA
139865,-1.79467,4.1033,-5,NA,-36.613,NA,NA
140033,-1.62184,3.36507,-5,NA,-41.192,NA,NA
140302,-1.26986,3.7279,-5,NA,-24.066,NA,NA
140519,-1.5191,3.67101,-4.30301,NA,NA,NA,-67.272
140743,-1.42725,4.07951,-5,NA,-22.541,NA,NA
140940,-1.36391,3.48681,-4.46861,NA,-39.744,NA,NA
141003,-1.81414,3.19098,-5,NA,-60.693,NA,NA
141281,-1.53194,4.1682,-4.4455,NA,NA,-40.932,NA
141410,-2.49398,3.89087,-5,NA,NA,-53.164,NA
141709,-1.32926,3.21358,-5,NA,-54.167,NA,NA
141936,-1.98547,3.41122,-4.75511,NA,-23.342,NA,NA
142171,-2.80581,3.89262,-5,NA,-67.617,NA,NA
142388,-1.7112,3.4763,-5,NA,-18.417,NA,NA
142556,-1.28187,3.84614,-5,NA,-17.329,NA,NA
142657,-1.35984,3.88838,-5,NA,NA,-23.819,NA
142885,-1.68463,4.68428,-5,NA,NA,-46.417,NA
143149,-1.6997,3.66472,-5,NA,NA,NA,-48.675
143358,-1.35968,3.63434,-4.80488,NA,NA,-16.788,NA
143401,-1.97595,4.39325,-5,NA,NA,NA,-61.156
143635,-2.10303,3.54003,-4.88037,NA,NA,-37.753,NA
143901,-2.39237,4.58464,-4.61414,NA,NA,-62.856,NA
144075,-1.63453,4.02193,-5,NA,NA,NA,-45.369
144357,-1.42901,3.8559,-5,NA,NA,NA,-25.835
144475,-1.62776,3.62971,-5,NA,NA,NA,-45.585
144701,-1.95571,3.03368,-5,NA,NA,NA,-60.31
144809,-1.52456,3.17956,-5,NA,NA,NA,-68.202
145064,-1.52117,3.93699,-5,NA,NA,-11.3,NA
145280,-2.02283,5,-5,NA,NA,-69.351,NA
145405,-1.71438,3.56334,-5,NA,NA,NA,-41.538
145761,-1.19144,4.01818,-4.72756,NA,NA,NA,-60.78
145886,-1.56944,3.38556,-5,NA,-20.659,NA,NA
146147,-2.089,3.40058,-5,NA,NA,-41.518,NA
146362,-1.8986,4.34604,-4.57813,NA,-54.966,NA,NA
146440,-1.55952,3.50925,-5,NA,NA,-27.095,NA
146751,-2.19929,3.50176,-5,NA,NA,NA,-52.958
146921,-1.81469,4.01479,-5,NA,NA,-21.905,NA
147132,-1.34542,3.75713,-4.76296,NA,-7.815,NA,NA
147335,-1.37695,3.67077,-5,NA,NA,NA,-30.505
147458,-2.05339,4.08713,-5,NA,NA,NA,-52.353
147761,-1.35591,3.33154,-4.35916,NA,NA,NA,-42.707
147934,-2.07944,3.20595,-4.343,NA,-78.377,NA,NA
148144,-1.58728,3.60359,-4.60206,NA,NA,NA,-48.496
148319,-1.6669,3.68613,-5,NA,NA,-5.725,NA
148586,-1.23653,4.18321,-5,NA,NA,NA,-61.555
148667,-1.99901,3.48353,-4.93321,NA,-40.979,NA,NA
148866,-1.35334,3.16319,-5,NA,-51.963,NA,NA
149067,-1.9384,4.25516,-5,NA,-52.454,NA,NA
149340,-1.67916,4.07195,-4.9197,NA,-35.611,NA,NA
149575,-1.24188,4.536,-5,NA,NA,NA,-71.054
149750,-1.96429,4.23305,-4.78328,NA,NA,NA,-65.085
149810,-2.11507,4.36501,-5,NA,NA,NA,-59.784
150064,-1.90426,3.92261,-5,NA,NA,-29.838,NA
150253,-1.6775,4.01575,-5,NA,NA,-16.862,NA
150439,-1.56515,3.78695,-5,NA,NA,-21.227,NA
150684,-1.09698,3.39799,-5,NA,NA,NA,-49.639
150851,-1.51755,3.88231,-5,NA,NA,-22.492,NA
151035,-2.0324,3.64085,-4.90216,NA,-32.748,NA,NA
151224,-1.72233,3.25414,-4.93095,NA,NA,-40.115,NA
151508,-1.83141,3.95586,-5,NA,NA,NA,-36.401
151654,-1.69929,4.08432,-5,NA,NA,-28.249,NA
151859,-1.98244,3.55355,-5,NA,NA,NA,-52.539
152182,-1.85659,3.4285,-5,NA,-34.29,NA,NA
152234,-2.47265,4.12494,-5,NA,-66.378,NA,NA
152512,-1.34631,3.55212,-5,NA,-14.394,NA,NA
152799,-1.79732,4.09271,-5,NA,NA,-27.026,NA
152847,-1.45389,3.18817,-5,NA,-37.843,NA,NA
153104,-2.16692,3.91802,-4.64194,NA,NA,-41.176,NA
153354,-1.62606,3.87534,-5,NA,NA,-26.253,NA
153491,-1.58228,4.1846,-4.99023,NA,NA,NA,-37.123
153754,-1.76761,3.56602,-5,NA,-30.106,NA,NA
153960,-2.07331,4.58942,-5,NA,NA,NA,-55.582
154143,-1.74025,3.46212,-5,NA,NA,NA,-36.922
154322,-1.56739,4.62041,-4.39171,NA,NA,-69.925,NA
154599,-1.34119,4.02413,-5,NA,NA,NA,-49.177
154624,-1.22966,4.38053,-5,NA,NA,NA,-67.372
154956,-1.9347,3.02012,-4.71492,NA,NA,NA,-62.998
155173,-2.45259,4.17003,-5,NA,NA,NA,-57.273
155367,-1.95564,3.83294,-5,NA,NA,-30.839,NA
155475,-1.72567,3.73782,-5,NA,NA,-18.622,NA
155744,-1.64256,4.05821,-5,NA,NA,NA,-43.387
155808,-1.31619,4.47078,-5,NA,-58.761,NA,NA
156032,-2.27321,3.72465,-5,NA,NA,-37.3,NA
156379,-1.84764,2.99461,-5,NA,NA,-63.31,NA
156532,-1.81529,3.63311,-5,NA,-17.969,NA,NA
156686,-1.98542,3.77435,-5,NA,NA,NA,-31.083
156976,-1.39953,3.821,-4.67992,NA,NA,NA,-34.999
157141,-1.90088,3.77919,-4.59679,NA,NA,NA,-46.819
157322,-1.90392,4.3214,-5,NA,NA,NA,-57.245
157568,-2.04136,3.72429,-4.30784,NA,-42.465,NA,NA
157654,-1.95798,4.15393,-5,NA,NA,NA,-55.772
157954,-1.75532,4.36599,-4.58267,NA,-58.38,NA,NA
158182,-1.83141,4.52802,-5,NA,NA,NA,-55.827
158393,-2.29391,3.99183,-4.34268,NA,-63.407,NA,NA
158551,-1.95978,4.53043,-5,NA,NA,NA,-52.919
158790,-1.85351,4.36755,-5,NA,NA,NA,-53.15
158877,-1.65058,4.15409,-5,NA,NA,-33.122,NA
159189,-1.4896,3.72513,-5,NA,NA,NA,-37.866
159205,-1.57811,3.50091,-5,NA,NA,NA,-43.582
159581,-1.96871,3.84864,-4.96409,NA,NA,NA,-32.015
159701,-1.79582,3.58558,-4.8509,NA,NA,NA,-43.458
159826,-1.08972,4.81484,-5,NA,NA,-71.24,NA
160175,-1.79607,4.40885,-5,NA,NA,NA,-51.039
160307,-2.02945,3.98994,-4.93498,NA,NA,-35.262,NA
160523,-1.14127,4.06245,-5,NA,NA,-38.928,NA
160751,-2.2711,4.21187,-4.59389,NA,NA,NA,-57.273
160833,-2.38705,4.64376,-5,NA,NA,-58.961,NA
161021,-1.99583,4.53849,-4.35491,NA,NA,-56.123,NA
161213,-1.53563,3.19729,-4.77023,NA,NA,-38.786,NA
161411,-1.25804,3.53937,-5,NA,NA,-24.904,NA
161643,-1.83289,3.60165,-5,NA,NA,NA,-44.983
161983,-1.86403,3.8015,-5,NA,NA,NA,-42.065
162090,-1.47906,3.81728,-5,NA,NA,-19.588,NA
162269,-1.99344,3.6099,-4.70564,NA,-44.301,NA,NA
162426,-0.985364,3.88543,-5,NA,-43.66,NA,NA
162786,-1.78285,3.13457,-4.83233,NA,NA,-43.289,NA
162924,-1.76727,3.39569,-5,NA,NA,NA,-34.163
163031,-1.56301,3.93982,-5,NA,NA,-25.751,NA
163234,-2.11457,4.03861,-4.916,NA,NA,NA,-49.21
163405,-1.983,3.78795,-5,NA,NA,NA,-34.021
163737,-2.03815,3.23398,-5,NA,NA,NA,-72.11
163816,-2.07786,3.06825,-5,NA,NA,-72.367,NA
164095,-1.41223,4.38757,-5,NA,-61.967,NA,NA
164318,-1.56445,3.91091,-5,NA,NA,-21.878,NA
164564,-1.83603,4.08804,-5,NA,NA,NA,-42.568
164730,-1.86115,3.87902,-5,NA,NA,-20.805,NA
164801,-1.3469,3.34293,-5,NA,NA,-17.594,NA
165117,-1.7123,3.996,-5,NA,NA,-26.183,NA
165278,-1.0926,3.85584,-4.99273,NA,-21.866,NA,NA
165532,-2.12668,4.61901,-4.74362,NA,NA,NA,-59.591
165631,-1.79971,3.52586,-4.65773,NA,NA,NA,-46.492
165953,-1.75399,3.75411,-5,NA,NA,NA,-51.518
166154,-1.99465,3.77101,-5,NA,NA,-33.147,NA
166354,-1.89645,4.08286,-4.45352,NA,NA,NA,-52.3
166463,-2.24186,3.9514,-4.85522,NA,NA,NA,-58.499
166644,-1.64667,3.36045,-5,NA,NA,NA,-37.828
166965,-1.41666,3.27524,-5,NA,NA,NA,-80.285
167065,-1.54833,4.07395,-5,NA,NA,NA,-45.989
167400,-1.33854,3.79019,-5,NA,NA,NA,-33.78
167537,-2.16691,4.51513,-5,NA,NA,NA,-60.451
167651,-2.31849,3.74769,-4.58063,NA,NA,NA,-53.548
167946,-1.85068,3.85096,-4.93909,NA,NA,NA,-43.278
168106,-1.78835,3.64282,-4.88781,NA,NA,NA,-46.83
168268,-2.05702,4.60376,-5,NA,NA,NA,-54.723
168579,-2.01142,4.12737,-5,NA,NA,NA,-47.913
168682,-1.87136,4.32179,-5,NA,NA,NA,-52.774
168890,-1.68595,3.83082,-4.99428,NA,NA,-6.265,NA
169027,-2.2392,4.44572,-5,NA,NA,NA,-58.105
169295,-1.55326,3.68108,-5,NA,NA,-20.701,NA
169545,-1.64227,4.38175,-4.86078,NA,NA,-45.046,NA
169647,-1.85644,4.15713,-5,NA,NA,NA,-41.98
169849,-1.99227,3.97554,-4.71629,NA,-34.273,NA,NA
170174,-1.57132,3.68308,-5,NA,NA,-5.122,NA
170305,-1.52282,3.246,-5,NA,NA,-32.482,NA
170502,-1.32903,3.45925,-5,NA,-39.542,NA,NA
170781,-1.63456,4.07607,-5,NA,NA,-21.813,NA
170933,-1.59741,3.67599,-5,NA,-10.333,NA,NA
171101,-1.79606,4.3035,-5,NA,NA,NA,-44.593
171343,-1.96425,4.54567,-5,NA,NA,NA,-55.086
171521,-1.89287,4.07732,-4.59743,NA,NA,NA,-49.826
171629,-2.0237,4.17875,-5,NA,NA,NA,-59.443
171892,-1.45249,3.86656,-5,NA,NA,-19.717,NA
172042,-1.36548,3.97697,-5,NA,NA,NA,-42.244
172306,-1.19864,3.64829,-5,NA,-18.104,NA,NA
172590,-1.47201,4.19176,-5,NA,NA,NA,-59.544
172676,-2.04091,3.66021,-5,NA,-35.396,NA,NA
172969,-1.83349,3.73835,-4.59221,NA,NA,-23.735,NA
173028,-2.13182,3.57948,-5,NA,NA,-36.571,NA
173371,-1.55932,4.08169,-5,NA,-22.749,NA,NA
173518,-1.84909,4.16657,-5,-55.591,NA,NA,NA
173670,-2.26973,3.98368,-5,NA,NA,-40.748,NA
173976,-2.31891,5,-5,NA,NA,-80.492,NA
174179,-1.38683,4.51828,-4.93362,-76.439,NA,NA,NA
174349,-1.64195,4.15364,-4.88364,NA,-31.583,NA,NA
174509,-2.05839,3.54354,-4.67123,NA,NA,-32.262,NA
174704,-1.39626,4.36745,-5,NA,-36.861,NA,NA
