id,x0,x1,x2,fitness0,fitness-0.5,fitness-1.5,fitness-1,fitness-2.5,fitness1,fitness0.5,fitness-2,fitness-3,fitness1.5,fitness-3.5,fitness-4,fitness-4.5,fitness-5
42673,0.30434,-2.0367,-1.52888,NA,NA,NA,NA,NA,NA,NA,NA,843.277,NA,NA,NA,NA,NA
42827,0.925347,-2.11671,-0.948084,NA,NA,NA,1112.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43186,0.411255,-1.69849,0.0611137,NA,NA,293.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43354,-1.29585,-1.27122,0.208647,1893.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43425,-1.2086,-0.863119,-0.699267,NA,NA,NA,9200.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43605,-0.492338,-0.714882,-0.295051,NA,NA,NA,2866.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43946,-0.865317,-0.380459,-0.692589,NA,7129.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44079,-1.44683,-2.9454,-0.288947,NA,NA,4087.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44336,-0.852336,-1.56816,-0.439183,NA,NA,1620.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44424,-1.17557,-0.793488,-1.37246,NA,NA,NA,NA,1598.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
44610,-1.97862,-0.118664,-1.56544,NA,NA,5904.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44870,-1.01211,0.376605,-1.63485,NA,NA,NA,2452.682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45195,-0.717134,-0.193515,-1.91193,NA,7464.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45301,-0.630441,-0.713945,-0.736405,NA,NA,10802.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45401,-0.758733,-0.0917972,-0.276441,NA,5815.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45698,-0.401696,0.283312,-0.858925,NA,NA,NA,1609.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45997,-0.191251,-1.25532,-0.22778,NA,NA,NA,7433.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46038,-0.598173,-1.38656,-0.186669,NA,NA,10351.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46201,0.45264,-0.124693,-0.184299,NA,NA,1645.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46408,1.32129,-1.38993,-1.87892,NA,NA,NA,2168.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46754,0.234389,-0.8208,-2.01854,2042.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46825,-0.704705,-0.776851,-2.78381,NA,NA,510.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47071,-0.84768,-1.29785,-2.52161,NA,NA,NA,NA,1493.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
47335,-1.64219,-0.251262,-2.06963,NA,NA,3611.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47492,-2.13607,-0.724914,-1.57362,NA,NA,NA,NA,NA,NA,NA,3253.268,NA,NA,NA,NA,NA,NA
47703,-2.14857,-1.39737,-1.86541,NA,NA,NA,2792.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47996,-0.410602,-1.48496,-1.36689,NA,NA,NA,5454.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48128,-2.00774,-0.297219,-1.88911,NA,NA,NA,2040.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48334,-1.03456,-0.557446,-1.50938,NA,4028.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48429,-0.0961093,-1.51448,-0.198842,NA,6238.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48701,-1.42408,-3.1683,-0.663347,NA,2675.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48972,-1.26571,-4.62897,-1.4462,NA,NA,NA,1989.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49046,-1.36413,-2.92177,-0.142996,NA,NA,3925.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49225,-0.590135,-1.43808,0.602199,NA,533.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49582,-1.57552,-2.33388,-0.294145,NA,NA,NA,1129.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49683,-1.09039,-1.3849,-1.01696,NA,NA,NA,1403.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49849,-0.847216,0.0259509,-0.740938,NA,NA,NA,9795.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50092,-1.04847,-0.235834,0.721123,NA,NA,1449.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50400,-0.933257,0.853832,-0.499197,NA,NA,NA,NA,NA,NA,NA,644.748,NA,NA,NA,NA,NA,NA
50488,-0.877786,0.271697,-0.988538,NA,NA,4454.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50615,-0.923869,-0.761318,0.38709,NA,NA,4371.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50886,-0.254726,-0.194571,0.201299,NA,NA,1623.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51102,-2.17206,-1.4039,-1.06534,NA,502.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51314,-0.883743,-0.816331,-2.25442,1877.708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51487,-0.774445,-0.756805,-0.484422,NA,NA,3955.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51642,-0.514007,-0.78681,-0.863793,NA,NA,4508.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51831,-0.052203,-0.585754,-1.60721,NA,NA,3870.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52170,-0.778527,0.223558,-1.57264,NA,NA,NA,4715.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52320,-0.488256,-0.108642,-0.245693,646.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52555,-0.159759,-0.323883,-0.521627,1728.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52614,-0.0939974,-0.0536835,-1.46107,NA,NA,NA,4073.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52848,-0.201944,-1.21645,-0.759913,6217.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53127,-0.805757,-0.128467,-0.769192,NA,NA,NA,19789.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53352,-2.47434,0.328807,-0.622149,NA,NA,NA,NA,NA,NA,NA,709.768,NA,NA,NA,NA,NA,NA
53476,-2.43474,-0.936993,0.373522,NA,NA,NA,NA,NA,NA,NA,402.248,NA,NA,NA,NA,NA,NA
53746,-0.25078,-0.904735,-0.425135,NA,NA,2253.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53933,-1.02108,-1.48356,0.291507,NA,NA,NA,2761.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54177,-0.441837,-0.188545,-0.834501,NA,NA,1229.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54304,0.0314403,-0.814458,-1.28491,3816.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54486,0.288496,-2.0336,-0.916511,2239.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54785,-1.44212,-1.30561,-0.94,NA,NA,18900.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54858,-1.07574,-0.957122,-0.863625,NA,NA,5788.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55015,-0.965886,-0.416567,-1.17868,NA,NA,417.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55285,-0.924702,-0.225801,-0.301532,NA,NA,8065.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55428,-0.841298,-0.89533,1.22084,3459.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55686,-0.70997,-1.52396,1.50031,NA,NA,NA,1864.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55942,-2.57932,-1.28762,0.711042,NA,NA,NA,NA,NA,NA,NA,435.333,NA,NA,NA,NA,NA,NA
56106,-1.31436,-1.03178,-0.201013,NA,NA,5573.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56379,-0.238532,-0.831687,-0.630601,NA,NA,NA,NA,NA,NA,NA,4108.531,NA,NA,NA,NA,NA,NA
56537,-0.134507,-0.635003,-1.28989,6959.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56721,-0.657949,-1.4313,-1.35906,9373.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56966,-1.58181,-1.48211,-0.235982,NA,NA,NA,NA,NA,NA,3428.795,NA,NA,NA,NA,NA,NA,NA
57072,-1.98284,-1.36879,-1.98557,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235.317,NA,NA,NA,NA
57390,-1.22203,-1.45992,-2.65439,NA,1931.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57410,-1.31021,-1.2611,-2.73487,NA,460.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57772,-0.701781,-0.858042,-2.15951,5133.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57819,-1.37842,-0.767026,-2.15509,NA,5913.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58187,-1.44867,-0.686297,-1.84503,NA,NA,NA,7154.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58348,-1.43497,-0.98276,-1.20717,NA,NA,5701.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58425,-1.18865,-2.06414,-0.725398,NA,NA,NA,2893.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58683,-1.04183,-2.17398,-0.632068,NA,NA,1703.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58968,-0.178542,-1.89787,-0.603302,NA,NA,NA,5014.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59055,-0.488687,-1.48531,-1.17485,NA,NA,924.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59213,-0.688885,-0.272938,-1.41739,NA,7454.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59412,-0.931798,-1.36142,-1.98592,1781.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59736,1.05619,-0.74435,-1.915,NA,NA,NA,464.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59904,0.778761,-1.06355,-1.62894,NA,NA,1348.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60060,-0.191384,-1.52928,-1.98045,NA,NA,7371.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60303,-0.644038,-1.31545,-0.56776,NA,NA,NA,NA,NA,NA,NA,4684.373,NA,NA,NA,NA,NA,NA
60410,0.82772,-2.16132,-0.71193,NA,NA,NA,NA,NA,NA,NA,724.49,NA,NA,NA,NA,NA,NA
60777,0.31963,-1.60875,-0.814693,NA,NA,NA,NA,NA,NA,NA,2746.617,NA,NA,NA,NA,NA,NA
60890,-0.0853277,-0.755376,-0.659836,NA,10001.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61080,-2.59491,-1.48589,-0.889175,NA,NA,6001.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61318,-0.97929,-0.783119,-1.01496,NA,NA,12196.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61531,-1.64248,-1.58107,-1.40781,NA,7292.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61691,-1.83318,-0.259953,-1.2426,NA,NA,1552.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61927,-0.991086,-0.0797667,-1.26445,NA,NA,4591.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62003,-0.881461,-1.24272,-0.957072,NA,NA,NA,NA,NA,NA,NA,4719.193,NA,NA,NA,NA,NA,NA
62357,-1.30067,-0.682963,-0.759924,NA,NA,NA,24033.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62451,-1.34911,-0.624009,-0.996901,NA,NA,NA,NA,NA,NA,1804.097,NA,NA,NA,NA,NA,NA,NA
62630,-0.731163,-0.926524,-1.42509,NA,NA,NA,NA,NA,NA,NA,8140.267,NA,NA,NA,NA,NA,NA
62973,-0.0551222,-1.56451,-0.275384,NA,NA,NA,NA,NA,NA,NA,2763.483,NA,NA,NA,NA,NA,NA
63111,-0.845546,-1.2825,1.40335,NA,NA,NA,3909.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63288,-1.56574,-0.0685096,-2.02627,NA,2866.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63429,-0.788569,-0.278308,-1.93317,NA,NA,NA,3917.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63631,-2.08052,-0.741435,-0.377535,NA,1793.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63825,-0.761413,-0.974433,-0.836711,NA,6047.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64124,-0.0286607,-1.2575,-0.307508,NA,3703.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64331,-0.71333,-0.171821,-1.83768,NA,NA,NA,2968.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64439,-1.04742,-0.228225,-0.886797,NA,NA,NA,NA,NA,NA,NA,3479.735,NA,NA,NA,NA,NA,NA
64625,-1.72435,-0.316222,-0.100058,NA,NA,NA,776.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64997,-0.630214,-0.563494,-0.753833,NA,NA,NA,NA,NA,2180.643,NA,NA,NA,NA,NA,NA,NA,NA
65046,-0.781687,-0.392535,-0.586327,NA,NA,NA,5504.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65215,-2.02874,-1.01642,-1.61675,NA,2488.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65470,-0.852495,-0.73822,0.511478,NA,NA,3605.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65666,-0.966339,-1.02615,-0.859636,NA,NA,10796.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65801,0.202831,-0.329764,-1.27882,NA,NA,1643.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66057,-0.714775,-0.143983,-1.01552,NA,NA,NA,NA,NA,NA,NA,3670.88,NA,NA,NA,NA,NA,NA
66289,-0.936764,-0.810218,-1.33513,NA,NA,NA,NA,NA,NA,NA,6884.795,NA,NA,NA,NA,NA,NA
66581,0.62664,-1.61046,-1.84417,NA,NA,367.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66690,-0.226956,-0.783523,-1.46818,NA,NA,NA,4607.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66900,0.480302,-1.72172,-0.802416,NA,NA,NA,1132.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67077,0.0603415,-0.892314,-0.071483,NA,NA,2549.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67317,-1.03568,-1.45961,-1.64422,NA,NA,NA,NA,1709.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
67420,0.018968,-1.3528,-0.716719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.359,NA,NA,NA
67729,-0.726605,-1.62986,-0.93395,NA,NA,NA,NA,NA,NA,NA,NA,3652.807,NA,NA,NA,NA,NA
67847,-0.0432504,-1.43487,-1.23475,NA,NA,NA,NA,NA,NA,NA,3251.755,NA,NA,NA,NA,NA,NA
68050,-0.751803,-0.722376,-1.44153,NA,NA,NA,NA,NA,NA,NA,14161.872,NA,NA,NA,NA,NA,NA
68218,-0.565409,-0.873216,-1.51499,NA,NA,NA,12004.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68516,-0.643485,-0.0787579,-0.834086,NA,NA,NA,12522.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68780,-0.0964652,-0.675801,-0.419005,NA,NA,NA,786.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68919,-0.905227,-0.835195,-0.777832,NA,NA,32073.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69087,-0.304567,-0.844875,-1.30405,NA,NA,9702.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69316,-1.57134,-2.2335,-0.802882,NA,3481.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69411,-1.82045,-1.99823,-0.770796,NA,NA,2351.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69697,-0.581224,-0.968493,-0.536162,NA,NA,3175.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69932,0.344533,-0.900033,1.1428,91.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70020,-0.665479,-1.45526,0.199847,NA,2265.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70203,-0.41132,-0.721291,-1.22954,NA,NA,2084.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70551,0.332126,-1.29661,-0.28411,NA,NA,2956.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70740,0.824683,-0.306433,-0.943731,NA,2027.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70886,1.28702,-1.26414,-1.43937,553.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71180,0.781096,-0.0514209,-1.55813,NA,1365.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71261,0.662272,-0.551293,-0.858045,NA,2120.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71543,0.18799,-0.402186,-0.552507,NA,NA,NA,361.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71722,-1.52384,-0.0667223,-0.435216,NA,1007.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71990,-0.712985,-0.97329,-0.306828,NA,NA,NA,NA,NA,NA,3351.963,NA,NA,NA,NA,NA,NA,NA
72185,-0.920096,0.0881762,-1.33629,NA,NA,NA,1406.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72396,-0.842469,-1.19952,-1.80411,NA,NA,NA,1474.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72570,-1.48289,-1.62718,-1.41113,NA,13142.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72617,-1.63575,-1.63959,-1.95685,1826.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72953,0.873979,-1.20537,-1.34249,NA,3088.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73150,-0.894678,-1.06349,-0.703709,NA,NA,6084.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73245,-0.916609,-0.8271,-0.695554,NA,NA,28597.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73454,-0.87248,-0.0770321,-1.60772,NA,NA,NA,5800.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73770,-1.44738,0.0240038,-1.67015,NA,2694.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73965,-0.0517608,0.392835,-1.904,NA,1067.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74010,-1.02716,0.443444,-2.39361,NA,NA,NA,283.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74212,-0.696074,-0.744386,-1.37442,NA,11003.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74596,-0.604533,-0.921675,-2.95368,NA,2129.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74771,-0.706347,-0.886891,-1.94207,5411.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74935,-0.339575,-0.763009,-0.834965,NA,NA,NA,7395.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75122,-1.49727,-0.243646,0.188933,NA,NA,1610.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75383,-1.4266,-0.339705,-0.220289,NA,NA,NA,NA,NA,NA,NA,908.765,NA,NA,NA,NA,NA,NA
75422,-1.31913,-0.0356624,-0.782043,NA,NA,NA,NA,2212.018,NA,NA,NA,NA,NA,NA,NA,NA,NA
75792,-1.16145,-1.19407,-0.930905,NA,NA,579.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75990,-1.60325,-0.534121,-1.88621,NA,NA,NA,2047.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76189,-2.00666,-0.510182,-1.24626,NA,NA,NA,NA,NA,NA,NA,761.678,NA,NA,NA,NA,NA,NA
76202,-0.907588,-1.27731,-1.39858,NA,NA,NA,12001.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76512,-1.62139,-0.539072,-1.42999,NA,NA,4552.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76607,-0.923974,-1.70126,-0.242157,NA,NA,3472.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76904,0.772182,-0.689993,-0.312075,1589.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77155,-0.297318,-0.885485,-0.0521206,NA,NA,NA,NA,NA,NA,1865.944,NA,NA,NA,NA,NA,NA,NA
77202,-0.661527,-0.727064,-0.634494,NA,11939.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77598,0.00448946,-1.58932,-0.858412,3969.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77737,-0.966904,-1.50838,-1.54758,8292.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77857,-0.563769,-0.615689,-1.99794,NA,1526.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78084,-0.676334,-0.809155,-1.86157,5360.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78266,-0.349909,-1.04702,-2.43722,NA,234.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78462,-0.571597,-1.82774,-1.90079,NA,NA,1001.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78743,-0.115915,-1.62459,-0.903391,NA,NA,6992.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78829,0.683841,-1.51009,-2.42259,NA,NA,NA,792.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79043,-0.263803,-0.610837,-2.45098,1572.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79275,-0.459792,-0.193873,-1.38955,98.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79498,0.0750973,-0.880659,-0.981616,NA,804.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79662,0.898455,-0.725306,-0.644743,NA,3075.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79966,0.987884,-0.843793,-2.10235,NA,1893.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80157,-0.175954,-0.861317,-0.869419,NA,NA,NA,NA,1664.255,NA,NA,NA,NA,NA,NA,NA,NA,NA
80278,-2.05961,-0.990168,-0.825359,NA,NA,8054.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80547,-1.47453,0.0478882,-0.850497,NA,NA,NA,1735.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80622,-0.157234,-0.54238,-1.57655,NA,NA,5143.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80946,0.0965958,-0.993849,-0.955922,NA,NA,NA,NA,NA,NA,NA,505.256,NA,NA,NA,NA,NA,NA
81057,-0.889901,-0.700901,-0.520251,NA,NA,7468.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81311,-0.91082,-0.328031,-0.641405,NA,NA,NA,11406.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81518,-0.339395,-0.641973,-2.89743,NA,NA,NA,NA,NA,NA,NA,543.756,NA,NA,NA,NA,NA,NA
81754,-0.56379,-0.538667,-1.33603,NA,NA,NA,NA,NA,NA,NA,661.204,NA,NA,NA,NA,NA,NA
81983,-1.51536,-1.92665,-3.29246,NA,NA,35.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82076,-1.58787,-0.893105,-2.39833,NA,NA,2586.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82297,-1.62041,-1.25295,-0.859366,NA,NA,8621.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82472,-2.55593,-1.27185,-0.56369,NA,NA,2442.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82707,-2.41141,-2.06253,-1.53352,NA,NA,2313.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82857,-1.65194,-1.62594,-0.537291,1810.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83182,-1.63135,-0.507019,-0.986536,NA,NA,NA,2737.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83278,-0.721266,-0.257917,-1.55406,4837.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83469,-1.42292,-0.0505812,-0.640024,NA,NA,NA,NA,NA,2579.364,NA,NA,NA,NA,NA,NA,NA,NA
83753,-1.23469,-0.541215,-1.66066,NA,NA,NA,NA,NA,769.149,NA,NA,NA,NA,NA,NA,NA,NA
83929,-2.49368,0.898306,-1.48404,NA,NA,NA,NA,NA,NA,482.731,NA,NA,NA,NA,NA,NA,NA
84074,-2.07188,-1.27565,-1.87236,NA,NA,NA,3122.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84248,-2.09722,-0.813431,-1.71647,NA,NA,NA,2517.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84552,-0.990758,-1.48697,-0.924049,NA,NA,NA,NA,NA,NA,NA,6303.269,NA,NA,NA,NA,NA,NA
84628,-0.613544,-2.19566,-0.240398,NA,NA,NA,2063.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84845,-0.525101,-3.60878,-0.60835,NA,NA,NA,791.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85075,0.353241,-2.69571,-1.39601,NA,NA,250.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85245,1.30811,-1.22718,-2.84289,NA,NA,NA,415.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
