id,x0,x1,x2,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-3.5,fitness-4
73137,1.55864,2.40993,-4.31278,-19.361,NA,NA,NA,NA,NA
73353,2.06356,1.86285,-3.95551,NA,NA,NA,NA,-40.894,NA
73496,1.97163,1.58058,-5,-17.55,NA,NA,NA,NA,NA
73724,1.9614,1.33018,-5,NA,-20.246,NA,NA,NA,NA
73963,1.97136,1.5164,-4.46322,-13.181,NA,NA,NA,NA,NA
74033,1.35858,1.97335,-4.9121,NA,-18.087,NA,NA,NA,NA
74257,1.30953,1.49155,-4.78061,NA,NA,NA,NA,-43.658,NA
74414,1.92215,2.82848,-4.23235,NA,-35.314,NA,NA,NA,NA
74679,1.80859,1.32442,-3.89307,NA,NA,NA,-32.618,NA,NA
74846,1.35188,1.917,-3.21568,NA,-41.125,NA,NA,NA,NA
75053,2.04663,1.63256,-4.37392,NA,NA,-5.516,NA,NA,NA
75256,1.90842,2.02029,-4.28085,NA,NA,NA,-21.619,NA,NA
75591,1.71589,1.08426,-3.59877,NA,-33.105,NA,NA,NA,NA
75799,2.19627,1.99875,-5,NA,-19.977,NA,NA,NA,NA
75943,1.90046,2.30311,-5,NA,-23.148,NA,NA,NA,NA
76069,2.2502,1.79444,-4.69123,NA,-11.848,NA,NA,NA,NA
76235,1.67796,1.81098,-5,NA,-15.16,NA,NA,NA,NA
76467,2.37609,2.57574,-5,NA,-39.618,NA,NA,NA,NA
76677,1.98018,2.09745,-4.17296,NA,NA,-11.753,NA,NA,NA
76979,2.41097,1.9379,-4.10715,-20.553,NA,NA,NA,NA,NA
77179,2.03464,1.86592,-4.30253,NA,NA,NA,-27.186,NA,NA
77244,1.69452,2.1815,-3.91722,NA,NA,-20.812,NA,NA,NA
77409,1.5947,1.61023,-4.07851,NA,NA,-10.037,NA,NA,NA
77730,2.20842,2.26554,-4.47087,NA,-16.196,NA,NA,NA,NA
77885,1.61637,1.29479,-4.01623,NA,NA,NA,NA,-39.066,NA
78141,0.850572,2.25612,-4.28063,-32.977,NA,NA,NA,NA,NA
78377,1.3745,1.76752,-3.6552,NA,-19.692,NA,NA,NA,NA
78432,1.55719,2.05338,-4.47187,NA,-7.827,NA,NA,NA,NA
78742,1.58533,1.92745,-4.522,NA,NA,-12.186,NA,NA,NA
78930,1.31756,1.76573,-4.5146,NA,-8.769,NA,NA,NA,NA
79041,2.24326,1.54566,-5,NA,NA,-25.929,NA,NA,NA
79357,2.5104,2.4371,-5,NA,-38.884,NA,NA,NA,NA
79500,1.54974,2.14641,-4.40217,NA,-10.27,NA,NA,NA,NA
79739,1.49537,1.48982,-5,NA,-19.043,NA,NA,NA,NA
79997,1.93027,1.69628,-5,NA,-16.374,NA,NA,NA,NA
80149,1.96152,2.47304,-4.6051,NA,-21.801,NA,NA,NA,NA
80245,2.56854,1.82827,-5,NA,-29.967,NA,NA,NA,NA
80412,2.18851,2.21562,-3.88544,NA,-19.49,NA,NA,NA,NA
80667,1.7149,2.02478,-4.31633,NA,NA,-20.207,NA,NA,NA
80872,1.26042,2.28498,-5,NA,-28.435,NA,NA,NA,NA
81007,0.667161,2.11533,-4.58191,NA,NA,-42.108,NA,NA,NA
81314,1.31108,1.28804,-3.90208,-20.737,NA,NA,NA,NA,NA
81455,1.65505,2.01555,-5,NA,-17.725,NA,NA,NA,NA
81641,1.62511,1.2803,-4.45187,-8.133,NA,NA,NA,NA,NA
81848,2.40421,1.43177,-4.68154,-20.56,NA,NA,NA,NA,NA
82005,2.0929,1.77125,-4.84717,-18.278,NA,NA,NA,NA,NA
82221,1.08566,1.74118,-4.191,NA,-16.625,NA,NA,NA,NA
82538,2.73288,1.96827,-4.76743,NA,-30.186,NA,NA,NA,NA
82684,2.18438,2.42829,-5,NA,-30.141,NA,NA,NA,NA
82982,2.49091,2.83165,-5,NA,NA,-55.146,NA,NA,NA
83131,1.65761,1.87367,-5,-19.629,NA,NA,NA,NA,NA
83257,2.3187,1.63131,-5,NA,-21.889,NA,NA,NA,NA
83513,2.35451,1.87552,-4.08017,-20.916,NA,NA,NA,NA,NA
83790,1.82628,2.0745,-5,-19.693,NA,NA,NA,NA,NA
83905,0.988594,2.08366,-5,NA,-33.344,NA,NA,NA,NA
84081,1.46742,1.85341,-4.49365,-13.057,NA,NA,NA,NA,NA
84213,1.59359,2.49767,-4.10379,NA,-21.589,NA,NA,NA,NA
84525,1.30022,2.11393,-4.3873,-19.76,NA,NA,NA,NA,NA
84617,1.29082,1.42539,-5,NA,NA,-35.059,NA,NA,NA
84866,1.87958,1.72555,-5,NA,NA,-16.838,NA,NA,NA
85132,1.49802,2.31801,-3.42082,NA,-35.884,NA,NA,NA,NA
85296,1.8023,2.21474,-4.2894,-12.388,NA,NA,NA,NA,NA
85584,2.04642,2.18411,-5,NA,NA,-29.695,NA,NA,NA
85633,2.14596,2.11617,-4.42244,NA,NA,-14.09,NA,NA,NA
85899,1.74246,1.02517,-3.67873,NA,NA,NA,NA,-49.557,NA
86085,2.65187,1.33877,-4.16466,NA,NA,-28.359,NA,NA,NA
86202,1.61357,1.31633,-4.00568,NA,-8.066,NA,NA,NA,NA
86415,2.6445,2.25757,-4.3677,NA,NA,-29.785,NA,NA,NA
86737,1.80297,1.16527,-5,NA,-25.181,NA,NA,NA,NA
86961,2.09157,1.62721,-5,-17.443,NA,NA,NA,NA,NA
87148,1.65111,1.72475,-4.50492,NA,-3.346,NA,NA,NA,NA
87380,2.02572,1.89327,-4.03925,NA,-7.219,NA,NA,NA,NA
87472,1.32408,1.37227,-4.80216,NA,NA,-30.915,NA,NA,NA
87750,1.87907,1.21391,-4.7322,NA,NA,-20.682,NA,NA,NA
87814,2.74333,1.43013,-5,NA,-37.878,NA,NA,NA,NA
88045,1.76053,1.89305,-3.87972,NA,-9.016,NA,NA,NA,NA
88270,1.14177,1.36537,-4.27,NA,NA,NA,NA,-38.699,NA
88405,1.94744,1.38284,-5,NA,-18.1,NA,NA,NA,NA
88645,2.11877,1.55488,-4.21541,-13.732,NA,NA,NA,NA,NA
88847,1.91057,2.51421,-4.20275,NA,-21.063,NA,NA,NA,NA
89160,1.51175,1.61254,-4.14464,NA,NA,-15.239,NA,NA,NA
89339,2.04368,1.53382,-4.05541,-7.723,NA,NA,NA,NA,NA
89443,1.36632,2.36899,-5,-30.12,NA,NA,NA,NA,NA
89616,1.2406,1.73434,-4.29059,NA,NA,-15.866,NA,NA,NA
89851,1.47651,1.82726,-3.8627,NA,NA,NA,-51.875,NA,NA
90048,1.86688,2.09424,-4.63281,NA,-10.001,NA,NA,NA,NA
90376,1.39412,2.2316,-4.11623,NA,-16.051,NA,NA,NA,NA
90549,2.22872,1.9302,-3.50891,NA,-27.569,NA,NA,NA,NA
90717,1.42348,1.6202,-5,NA,-18.919,NA,NA,NA,NA
90871,1.68123,1.31837,-5,-21.881,NA,NA,NA,NA,NA
91126,1.28755,1.18967,-4.04836,-28.044,NA,NA,NA,NA,NA
91301,1.16582,1.37146,-3.96377,-29.112,NA,NA,NA,NA,NA
91550,2.12019,1.3414,-5,-21.321,NA,NA,NA,NA,NA
91778,1.64516,1.73616,-5,-25.516,NA,NA,NA,NA,NA
91952,2.1023,1.32697,-5,-24.5,NA,NA,NA,NA,NA
92057,1.19885,1.5152,-4.67648,NA,-16.637,NA,NA,NA,NA
92265,2.18164,2.16033,-3.84367,NA,NA,-21.16,NA,NA,NA
92440,2.19789,1.44515,-3.95129,NA,-12.715,NA,NA,NA,NA
92752,1.87197,1.54235,-4.63336,NA,NA,NA,NA,NA,-41.785
92979,1.94893,1.89187,-4.32894,NA,-3.717,NA,NA,NA,NA
93029,1.7903,1.62013,-4.73599,-18.272,NA,NA,NA,NA,NA
93392,2.46148,1.69081,-5,NA,NA,-27.954,NA,NA,NA
93514,1.77979,2.46126,-4.61826,-25.955,NA,NA,NA,NA,NA
93657,1.203,1.20499,-4.31722,-27.584,NA,NA,NA,NA,NA
93971,0.985656,2.3558,-4.78641,NA,NA,NA,-46.65,NA,NA
94138,0.960323,1.22319,-4.88495,NA,-45.241,NA,NA,NA,NA
94303,1.80634,1.5069,-5,NA,-16.604,NA,NA,NA,NA
94482,1.6436,1.8045,-5,-17.401,NA,NA,NA,NA,NA
94674,1.97585,1.78966,-4.44694,-7.872,NA,NA,NA,NA,NA
94887,2.05318,1.60363,-4.0962,-19.132,NA,NA,NA,NA,NA
95128,1.44447,1.2239,-5,NA,-28.762,NA,NA,NA,NA
95231,1.99559,1.46553,-5,-18.764,NA,NA,NA,NA,NA
95542,1.68258,1.5727,-5,NA,-15.642,NA,NA,NA,NA
95704,1.61713,1.6627,-4.96133,NA,-13.866,NA,NA,NA,NA
95914,1.59448,1.47827,-4.65148,NA,-5.73,NA,NA,NA,NA
96049,1.98061,1.2463,-4.52031,NA,-8.779,NA,NA,NA,NA
96264,1.92436,1.64889,-4.19939,NA,NA,NA,-20.58,NA,NA
96584,1.82703,1.72396,-5,-20.926,NA,NA,NA,NA,NA
96699,1.59159,1.57455,-5,-18.2,NA,NA,NA,NA,NA
96890,1.14444,1.72635,-4.24062,-18.917,NA,NA,NA,NA,NA
97009,1.63348,1.29328,-4.11052,NA,NA,-9.694,NA,NA,NA
97263,2.29012,1.23249,-5,NA,-26.925,NA,NA,NA,NA
97424,2.02619,1.37407,-5,NA,NA,NA,-34.187,NA,NA
97606,2.50227,1.94209,-5,NA,-27.675,NA,NA,NA,NA
97831,2.18068,1.70694,-4.75547,NA,-10.834,NA,NA,NA,NA
98072,2.20518,1.49585,-5,NA,NA,-22.376,NA,NA,NA
98221,1.75054,2.41196,-5,NA,NA,-30.632,NA,NA,NA
98592,1.50053,1.07738,-5,-36.125,NA,NA,NA,NA,NA
98797,1.84165,2.08859,-5,-19.139,NA,NA,NA,NA,NA
98902,2.01393,1.33039,-5,NA,NA,-34.086,NA,NA,NA
99112,1.86458,1.98722,-4.02532,NA,NA,-19.335,NA,NA,NA
99369,1.65552,1.92438,-4.21908,NA,-5.615,NA,NA,NA,NA
99478,1.94593,1.8479,-4.48068,NA,NA,-6.142,NA,NA,NA
99739,2.37612,2.44694,-4.33238,NA,-26.116,NA,NA,NA,NA
99904,1.9797,1.50601,-3.93138,NA,-7.089,NA,NA,NA,NA
100145,1.6132,1.41056,-4.83326,NA,-11.564,NA,NA,NA,NA
100334,1.82746,2.14495,-5,-23.277,NA,NA,NA,NA,NA
100494,2.07251,1.83792,-5,NA,-16.466,NA,NA,NA,NA
100614,2.03286,2.02612,-4.65533,NA,-9.847,NA,NA,NA,NA
100940,1.44117,1.61544,-4.68385,NA,-8.284,NA,NA,NA,NA
101048,2.00929,1.2586,-5,NA,NA,-35.166,NA,NA,NA
101391,1.85464,1.32274,-3.8154,NA,-12.668,NA,NA,NA,NA
101592,1.7573,2.33545,-4.01248,NA,NA,-18.276,NA,NA,NA
101699,1.99897,2.28864,-4.66749,NA,NA,NA,NA,-31.123,NA
101803,2.24271,2.10707,-4.72705,-20.655,NA,NA,NA,NA,NA
102106,2.48679,2.32126,-5,-38.342,NA,NA,NA,NA,NA
102307,2.18697,2.6503,-5,NA,NA,-39.809,NA,NA,NA
102587,2.33314,1.76336,-5,-22.803,NA,NA,NA,NA,NA
102638,1.61866,2.06273,-4.75514,NA,-11.68,NA,NA,NA,NA
102874,1.04411,1.31682,-5,NA,-37.673,NA,NA,NA,NA
103108,2.15738,1.25387,-4.43087,NA,-10.43,NA,NA,NA,NA
103248,1.05811,1.71469,-5,NA,-30.739,NA,NA,NA,NA
103523,1.17055,1.93591,-5,-26.426,NA,NA,NA,NA,NA
103738,2.17351,1.6835,-4.74557,NA,NA,-14.808,NA,NA,NA
103992,1.88291,1.80231,-5,-21.933,NA,NA,NA,NA,NA
104133,2.45677,1.51671,-3.94398,NA,-19.48,NA,NA,NA,NA
104261,1.85652,1.39713,-3.16343,NA,-45.024,NA,NA,NA,NA
104464,1.6672,2.02071,-4.08096,-14.805,NA,NA,NA,NA,NA
104629,1.2436,2.2975,-4.14432,NA,NA,-22.84,NA,NA,NA
104820,2.01933,2.46531,-5,NA,-29.288,NA,NA,NA,NA
105019,1.36546,2.19476,-4.48371,-20.96,NA,NA,NA,NA,NA
105347,1.79564,1.91975,-4.42197,NA,-3.884,NA,NA,NA,NA
105410,1.61296,2.03829,-4.17991,NA,NA,-10.204,NA,NA,NA
105693,1.93085,1.67028,-3.74005,NA,-11.882,NA,NA,NA,NA
105884,1.2045,1.86474,-3.68226,-28.089,NA,NA,NA,NA,NA
106028,2.02374,2.12165,-5,NA,-20.56,NA,NA,NA,NA
106380,1.60218,1.27019,-5,NA,-22.376,NA,NA,NA,NA
106446,0.67294,1.78006,-5,NA,NA,-54.444,NA,NA,NA
106783,1.62743,1.96408,-3.953,NA,-9.26,NA,NA,NA,NA
106933,2.47189,1.75716,-4.1143,NA,NA,NA,-31.835,NA,NA
107030,1.63971,1.48525,-5,-19.589,NA,NA,NA,NA,NA
107213,1.23453,2.04157,-5,NA,-24.66,NA,NA,NA,NA
107547,2.07626,2.44916,-3.42525,-41.633,NA,NA,NA,NA,NA
107755,2.26048,1.71524,-4.8004,NA,-14.175,NA,NA,NA,NA
107999,2.20292,1.8312,-5,NA,-18.951,NA,NA,NA,NA
108191,3.02582,0.937628,-5,NA,-65.882,NA,NA,NA,NA
108349,2.57056,2.23282,-4.10533,-30.141,NA,NA,NA,NA,NA
108509,1.43994,1.96952,-4.38184,NA,NA,-9.499,NA,NA,NA
108601,1.89287,1.52359,-5,NA,-15.219,NA,NA,NA,NA
108885,1.47743,1.47883,-4.26929,NA,NA,NA,NA,-32.881,NA
109185,2.1005,1.83171,-3.9642,-15.698,NA,NA,NA,NA,NA
109235,1.39917,1.44122,-5,NA,-22.129,NA,NA,NA,NA
109545,2.00997,1.42465,-3.93389,NA,-10.329,NA,NA,NA,NA
109641,2.32962,1.77304,-5,NA,NA,-29.526,NA,NA,NA
109964,2.07707,1.21942,-5,NA,NA,-32.261,NA,NA,NA
110174,1.49811,1.54535,-5,NA,NA,-27.913,NA,NA,NA
110323,1.76457,1.70083,-4.08152,NA,-2.423,NA,NA,NA,NA
110561,1.3735,2.21027,-4.20681,NA,-15.467,NA,NA,NA,NA
110723,2.16966,1.28031,-3.95723,NA,-13.483,NA,NA,NA,NA
110882,1.53872,1.84364,-5,NA,-17.769,NA,NA,NA,NA
111060,1.8355,2.13958,-4.68505,NA,NA,-19.203,NA,NA,NA
111315,2.25152,1.9036,-4.87552,-20.343,NA,NA,NA,NA,NA
111435,2.26641,1.88025,-4.06985,-22.838,NA,NA,NA,NA,NA
111778,1.4157,1.53264,-4.71799,NA,NA,-15.447,NA,NA,NA
111893,1.38146,1.83108,-4.40481,NA,-7.124,NA,NA,NA,NA
112031,1.26257,1.1876,-4.55689,-24.486,NA,NA,NA,NA,NA
112217,1.86312,2.01074,-4.64059,NA,NA,-10.408,NA,NA,NA
112424,1.70787,2.06019,-4.84721,NA,NA,-15.015,NA,NA,NA
112647,1.31886,1.80069,-4.36996,NA,NA,-14.595,NA,NA,NA
112898,2.09876,1.7936,-5,NA,-16.981,NA,NA,NA,NA
113045,1.666,1.05375,-4.68059,NA,NA,NA,NA,-35.582,NA
113346,1.11102,2.14353,-4.35596,NA,-19.982,NA,NA,NA,NA
113576,0.895945,1.85951,-4.30625,NA,-27.046,NA,NA,NA,NA
113636,1.49632,1.8252,-5,NA,-17.202,NA,NA,NA,NA
113868,1.61556,2.02377,-4.25243,NA,NA,NA,NA,-29.789,NA
114038,1.81185,1.64764,-4.74795,NA,-6.347,NA,NA,NA,NA
114382,2.72638,1.45381,-4.63727,-29.177,NA,NA,NA,NA,NA
114513,2.14728,2.03697,-4.87505,-24.156,NA,NA,NA,NA,NA
114655,1.17488,2.02609,-4.52428,NA,-17.588,NA,NA,NA,NA
114835,1.15675,1.95514,-4.81486,-27.29,NA,NA,NA,NA,NA
115095,1.23858,1.288,-5,NA,-30.355,NA,NA,NA,NA
115250,2.03096,2.12817,-5,NA,-20.423,NA,NA,NA,NA
115422,2.22436,2.07772,-5,NA,NA,-26.988,NA,NA,NA
115667,1.94763,1.99632,-5,-21.106,NA,NA,NA,NA,NA
115823,2.16201,1.26016,-5,NA,NA,NA,NA,-38.503,NA
116055,1.90411,1.28244,-4.59598,NA,-8.189,NA,NA,NA,NA
116231,1.1365,1.21468,-4.70868,NA,NA,NA,-52.355,NA,NA
116469,1.66667,2.24281,-4.26464,NA,-11.57,NA,NA,NA,NA
116703,1.93911,1.92907,-4.26948,-5.991,NA,NA,NA,NA,NA
116930,1.36258,2.16478,-5,-27.445,NA,NA,NA,NA,NA
117049,1.70399,1.47578,-4.36717,-7.333,NA,NA,NA,NA,NA
117287,2.1544,1.83114,-5,NA,-18.322,NA,NA,NA,NA
117482,2.38488,1.5237,-5,NA,NA,-27.031,NA,NA,NA
117787,1.54408,1.93625,-4.76094,NA,-10.546,NA,NA,NA,NA
117816,1.31901,1.6137,-5,NA,NA,-24.309,NA,NA,NA
118012,2.09012,2.12365,-3.67696,-30.895,NA,NA,NA,NA,NA
118369,2.23927,2.16292,-3.80362,-22.788,NA,NA,NA,NA,NA
118460,1.33702,1.99163,-3.89161,-20.758,NA,NA,NA,NA,NA
118737,1.94523,2.7794,-4.92593,-40.56,NA,NA,NA,NA,NA
118861,2.16978,1.75765,-4.86778,NA,-14.367,NA,NA,NA,NA
119056,2.43066,1.86066,-4.68344,NA,-17.684,NA,NA,NA,NA
119362,2.99853,1.99114,-5,NA,NA,-56.175,NA,NA,NA
119556,2.23062,1.44365,-4.0915,NA,-9.711,NA,NA,NA,NA
119645,1.94411,1.96916,-3.91491,NA,NA,NA,NA,-23.245,NA
119953,1.5075,1.7433,-4.83745,-16.803,NA,NA,NA,NA,NA
120025,1.73158,1.86478,-5,-18.178,NA,NA,NA,NA,NA
120247,1.08581,2.01181,-5,-37.984,NA,NA,NA,NA,NA
120411,1.47668,1.32672,-4.59345,NA,-9.138,NA,NA,NA,NA
120630,0.85161,1.95067,-4.5603,-36.145,NA,NA,NA,NA,NA
120838,2.15852,1.66416,-4.20635,-8.79,NA,NA,NA,NA,NA
121043,1.63794,1.73954,-4.28147,NA,NA,-7.763,NA,NA,NA
121380,1.92975,2.02641,-5,NA,NA,NA,-30.863,NA,NA
121482,1.98743,1.78314,-4.50507,NA,NA,-6.966,NA,NA,NA
121751,2.22754,1.89642,-4.61588,NA,-10.628,NA,NA,NA,NA
121964,2.26308,1.06321,-5,NA,NA,-41.636,NA,NA,NA
122083,2.18313,1.20229,-5,NA,NA,-28.901,NA,NA,NA
122315,1.30871,1.92722,-5,NA,-21.716,NA,NA,NA,NA
122598,1.02088,1.66284,-5,NA,-32.265,NA,NA,NA,NA
122785,1.73229,2.23388,-4.97113,-24.15,NA,NA,NA,NA,NA
122936,1.13909,1.91683,-5,NA,-27.436,NA,NA,NA,NA
123094,1.82485,1.44989,-4.62582,NA,-6.38,NA,NA,NA,NA
123213,1.92808,1.78708,-4.30427,NA,NA,NA,-19.947,NA,NA
123403,1.41751,1.47826,-4.41398,NA,NA,-9.162,NA,NA,NA
123606,1.43535,1.47382,-4.5119,NA,-8.542,NA,NA,NA,NA
123861,1.34291,1.84408,-4.43058,-12.353,NA,NA,NA,NA,NA
124054,1.70777,1.96453,-3.86878,NA,-10.001,NA,NA,NA,NA
124330,2.16894,1.62406,-4.48369,NA,-7.282,NA,NA,NA,NA
124516,1.97804,1.95612,-4.38519,-11.437,NA,NA,NA,NA,NA
124627,1.90552,1.82291,-3.74905,NA,NA,-21.263,NA,NA,NA
124830,1.45089,1.50666,-5,NA,NA,-23.905,NA,NA,NA
125184,1.89359,0.705297,-5,-55.144,NA,NA,NA,NA,NA
125312,2.3679,1.62589,-5,-29.82,NA,NA,NA,NA,NA
125545,1.3326,1.76358,-5,NA,NA,-23.259,NA,NA,NA
125700,1.47436,2.37955,-4.67112,NA,-19.837,NA,NA,NA,NA
125859,1.51408,2.00908,-4.77752,-20.612,NA,NA,NA,NA,NA
126124,1.91019,2.17736,-5,-24.019,NA,NA,NA,NA,NA
126337,2.08735,1.4459,-4.2339,NA,NA,-14.375,NA,NA,NA
126547,1.90992,1.67431,-4.49923,NA,NA,-4.088,NA,NA,NA
126647,2.41362,2.16372,-5,-30.501,NA,NA,NA,NA,NA
126971,2.03184,2.16144,-4.7968,-24.811,NA,NA,NA,NA,NA
127174,1.72842,2.08933,-4.35534,NA,NA,NA,-22.113,NA,NA
127296,1.46349,1.3701,-4.60295,NA,-8.789,NA,NA,NA,NA
127401,1.6934,1.29063,-4.35385,NA,-4.351,NA,NA,NA,NA
127638,1.64453,1.82397,-4.02889,-14.578,NA,NA,NA,NA,NA
127844,1.76156,1.66078,-4.37001,NA,-2.141,NA,NA,NA,NA
128091,2.02361,2.17818,-3.8724,NA,NA,NA,-32.126,NA,NA
128395,1.78852,1.24696,-5,NA,-22.308,NA,NA,NA,NA
128505,1.44466,1.89374,-5,NA,NA,-22.756,NA,NA,NA
128749,1.99788,1.78529,-5,-21.134,NA,NA,NA,NA,NA
128997,2.32808,1.76429,-4.01995,NA,-13.776,NA,NA,NA,NA
129148,1.90093,1.31363,-4.39247,NA,-4.168,NA,NA,NA,NA
129201,2.5303,2.41577,-5,-45.797,NA,NA,NA,NA,NA
129488,2.6813,1.63648,-4.76824,NA,NA,-28.89,NA,NA,NA
129767,2.135,2.30011,-4.60552,NA,NA,-24.215,NA,NA,NA
129860,1.05369,1.59472,-5,NA,-30.946,NA,NA,NA,NA
130082,1.84904,2.75494,-4.90465,NA,NA,-38.379,NA,NA,NA
130236,1.2913,2.3165,-4.52172,NA,NA,-29.303,NA,NA,NA
130497,2.26755,1.28661,-3.43802,-37.186,NA,NA,NA,NA,NA
130633,2.37892,1.63234,-5,-29.809,NA,NA,NA,NA,NA
130903,2.20264,1.53598,-5,-24.846,NA,NA,NA,NA,NA
131078,0.78626,1.69399,-4.6901,NA,-34.793,NA,NA,NA,NA
131300,1.41672,1.90038,-3.72806,NA,NA,NA,NA,-30.68,NA
131467,1.33724,1.63904,-4.24022,NA,NA,NA,NA,-24.693,NA
131791,1.07448,1.15389,-4.7906,-43.922,NA,NA,NA,NA,NA
131928,2.24064,1.52381,-4.47219,NA,-8.664,NA,NA,NA,NA
132142,1.86178,2.39384,-4.6269,NA,NA,-27.904,NA,NA,NA
132350,1.72078,2.32119,-4.07515,-18.155,NA,NA,NA,NA,NA
132592,1.99728,1.33092,-5,NA,-19.845,NA,NA,NA,NA
132640,1.57953,2.02581,-4.3696,NA,NA,-17.486,NA,NA,NA
132905,1.49233,2.04378,-4.16299,NA,NA,NA,NA,-27.484,NA
133003,1.97674,1.09774,-4.24856,-14.323,NA,NA,NA,NA,NA
133202,1.23006,1.81921,-4.69671,-25.135,NA,NA,NA,NA,NA
133423,1.36794,1.35001,-3.97702,NA,NA,-22.812,NA,NA,NA
133672,0.895481,1.94166,-4.06033,-31.5,NA,NA,NA,NA,NA
133879,1.29891,2.36953,-4.61975,NA,NA,-26.626,NA,NA,NA
134098,1.63289,2.04696,-3.94776,-15.851,NA,NA,NA,NA,NA
134241,1.08908,2.08333,-5,NA,-30.007,NA,NA,NA,NA
134455,1.78512,1.4557,-4.33959,-14.32,NA,NA,NA,NA,NA
134744,2.3219,1.99186,-5,-29.79,NA,NA,NA,NA,NA
134865,2.85945,1.90545,-4.4899,-36.144,NA,NA,NA,NA,NA
135020,1.54537,1.17801,-5,NA,-27.481,NA,NA,NA,NA
135304,1.67409,1.80492,-5,NA,NA,NA,NA,-30.574,NA
135590,1.16066,1.66399,-4.08148,NA,-15.498,NA,NA,NA,NA
135622,1.63267,1.36899,-4.0508,NA,-6.71,NA,NA,NA,NA
135960,2.12022,1.64615,-5,NA,-17.588,NA,NA,NA,NA
136035,1.94649,1.6843,-4.36211,NA,-3.041,NA,NA,NA,NA
136287,1.21597,1.27011,-4.632,-24.105,NA,NA,NA,NA,NA
136470,1.84964,1.65085,-3.7426,-12.93,NA,NA,NA,NA,NA
136684,1.98687,1.42369,-4.30982,-12.849,NA,NA,NA,NA,NA
136982,2.58666,1.57586,-4.27464,NA,-20.768,NA,NA,NA,NA
137179,2.52268,2.39743,-3.8456,NA,-35.654,NA,NA,NA,NA
137349,1.32074,2.02768,-4.96552,-24.271,NA,NA,NA,NA,NA
137578,1.12856,2.04534,-4.08593,NA,NA,-21.125,NA,NA,NA
137791,2.03604,2.52481,-4.75485,NA,NA,-30.629,NA,NA,NA
137849,1.63799,1.87507,-4.50644,-11.847,NA,NA,NA,NA,NA
138035,1.46892,1.56586,-5,NA,-18.156,NA,NA,NA,NA
138233,1.56316,1.73622,-5,-21.585,NA,NA,NA,NA,NA
138546,1.98627,2.1888,-3.60506,NA,-24.251,NA,NA,NA,NA
138703,2.22045,1.32327,-4.26642,NA,NA,-13.038,NA,NA,NA
138953,2.01357,2.22052,-4.4338,-14.414,NA,NA,NA,NA,NA
139099,2.28133,1.26035,-4.34319,NA,-13.287,NA,NA,NA,NA
139303,1.89115,1.12154,-5,NA,-26.152,NA,NA,NA,NA
139523,0.890649,1.41548,-4.53435,NA,-32.68,NA,NA,NA,NA
139622,1.3535,2.70695,-3.93069,NA,-35.865,NA,NA,NA,NA
139890,2.2261,2.13953,-5,-29.366,NA,NA,NA,NA,NA
140146,2.30991,1.8582,-5,-22.866,NA,NA,NA,NA,NA
140355,2.22346,2.45653,-5,-37.102,NA,NA,NA,NA,NA
140484,1.46137,2.14955,-4.13411,-16.827,NA,NA,NA,NA,NA
140607,2.36433,1.27262,-3.96777,NA,NA,-23.07,NA,NA,NA
140844,1.89755,1.78202,-4.72627,-9.677,NA,NA,NA,NA,NA
141143,2.32175,1.93772,-5,NA,-22.015,NA,NA,NA,NA
141333,2.44125,1.79983,-4.83797,NA,NA,-24.943,NA,NA,NA
141408,1.42514,1.6099,-4.41373,-19.758,NA,NA,NA,NA,NA
141746,1.82139,1.52753,-4.52137,-9.333,NA,NA,NA,NA,NA
141985,1.97559,1.45103,-4.40694,-12.202,NA,NA,NA,NA,NA
142101,1.45926,1.2961,-4.89276,NA,-18.926,NA,NA,NA,NA
142286,1.70704,1.3935,-4.21861,NA,NA,-5.695,NA,NA,NA
142586,1.41878,1.80077,-4.42636,NA,-6.636,NA,NA,NA,NA
142664,1.77796,1.89668,-4.63677,NA,NA,-13.886,NA,NA,NA
142815,1.79778,1.88909,-4.62861,NA,-5.641,NA,NA,NA,NA
143088,2.13973,2.3707,-4.61803,NA,NA,-26.553,NA,NA,NA
143270,2.16841,2.07375,-3.97303,NA,NA,-18.635,NA,NA,NA
143448,1.55493,1.27176,-4.66472,NA,NA,NA,-31.358,NA,NA
143685,1.97521,2.45415,-5,NA,-27.978,NA,NA,NA,NA
143991,2.50532,2.00304,-4.89097,NA,-24.726,NA,NA,NA,NA
144098,2.32285,1.83524,-5,NA,NA,NA,-40.019,NA,NA
144229,2.19959,2.27218,-5,NA,-25.439,NA,NA,NA,NA
144416,1.74721,1.63692,-4.57937,-12.357,NA,NA,NA,NA,NA
144626,1.57301,1.71291,-4.1626,NA,NA,-5.281,NA,NA,NA
144949,1.70154,1.67801,-4.19639,NA,NA,-8.497,NA,NA,NA
145070,1.96335,1.63954,-4.35783,-12.831,NA,NA,NA,NA,NA
145326,2.6438,2.03972,-4.594,NA,-25.403,NA,NA,NA,NA
145594,2.67159,1.48242,-4.69235,NA,NA,-28.378,NA,NA,NA
145699,1.73838,1.61134,-3.87685,NA,NA,-14.991,NA,NA,NA
145940,1.94651,2.239,-5,NA,-22.05,NA,NA,NA,NA
146013,1.78315,1.82519,-4.42373,-6.094,NA,NA,NA,NA,NA
146296,2.0452,1.66666,-4.52069,NA,-4.204,NA,NA,NA,NA
