id,x0,x1,x2,fitness-2.5,fitness-0.5,fitness-1,fitness-1.5,fitness-2,fitness0,fitness1.5,fitness0.5,fitness1,fitness-3,fitness-5,fitness-4.5,fitness3,fitness4.5,fitness3.5,fitness5,fitness4
42095,5,4.79512,5,NA,NA,NA,NA,NA,NA,NA,2715.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
42226,5,4.81447,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3705.794,NA,NA,NA,NA
42471,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5461.006,NA,NA,NA
42581,4.62768,4.90354,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1863.116,NA,NA,NA,NA
42873,4.40264,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1274.882,NA,NA
43069,4.27154,5,3.87977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1519.85,NA
43302,5,5,3.24982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.591,NA,NA,NA
43471,5,5,4.64948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.323,NA,NA,NA
43675,5,4.96495,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6293.766,NA,NA,NA
43792,5,4.82369,4.26246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8987.7,NA
44025,4.43581,4.86658,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3846.799,NA
44217,5,5,4.69875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2622.047,NA,NA,NA
44383,5,4.18655,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128.442,NA,NA,NA,NA
44622,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4613.559,NA,NA,NA
44804,4.11418,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3297.294,NA
45135,4.2257,4.80743,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8184.169,NA
45298,5,4.20559,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5074.362,NA
45571,4.33342,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5207.967,NA
45708,2.1773,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906.339,NA
45952,1.13388,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856.66,NA
46118,-0.152061,5,4.25309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4716.614,NA
46333,-2.79146,4.86381,4.91256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1409.408,NA
46420,-1.92913,4.19906,4.23714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1752.259,NA
46705,-1.63877,4.23649,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3762.077,NA
46903,-2.14941,4.21385,4.39244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1063.545,NA
46987,-0.642358,5,4.68616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8383.823,NA,NA,NA
47296,1.28052,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2547.831,NA
47435,-0.636055,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11814.372,NA
47666,-1.30926,5,4.34487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5607.399,NA
47948,-0.789916,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16986.558,NA
48142,-0.303326,4.43889,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007.835,NA
48239,-0.406117,4.25785,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575.397,NA
48511,-1.32479,4.86452,4.06346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3456.644,NA,NA,NA
48687,-0.599073,4.77519,3.72653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3268.032,NA
48957,-0.784645,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13020.14,NA
49068,-0.763118,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12845.963,NA
49337,-0.657504,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10116.848,NA
49529,-0.344751,5,4.00794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.332,NA
49751,0.775579,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836.15
49928,-0.0759046,5,4.44767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348.875,NA
50147,-0.833494,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12887.59,NA
50166,-0.181306,4.66075,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3059.146,NA,NA,NA
50450,-1.63985,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3801.797,NA,NA,NA
50650,0.0347284,5,4.95667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130.332,NA,NA,NA,NA
50795,-0.261894,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2724.38,NA,NA,NA
51136,-1.81918,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906.933,NA
51251,-1.84338,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2757.137,NA
51417,-0.927756,5,4.93751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8161.843,NA,NA,NA
51622,-0.844363,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12757.754,NA
51836,-0.625984,5,4.86651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11718.606,NA
52149,0.0273598,5,4.34973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1794.719,NA
52217,-0.593194,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7251.461,NA
52443,0.336367,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3462.445,NA
52764,-0.887815,3.69535,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3846.595,NA
52864,-0.428282,4.27988,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,910.145,NA
53068,-0.646395,4.61672,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5349.092,NA
53225,-0.581432,5,3.74018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3050.056,NA
53563,-1.94891,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5197.531,NA
53723,-2.03979,4.60001,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2527.471,NA
53962,-0.921822,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10816.936,NA
54142,-0.707706,4.74725,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13441.125,NA
54323,-0.834614,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7564.887,NA,NA,NA
54408,-0.649162,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9786.46,NA
54675,-0.874023,5,4.69092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7484.683,NA,NA,NA
54884,-2.04337,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5422.868,NA
55128,-1.69199,5,4.31356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2253.262,NA
55178,-2.19282,5,4.91616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3439.948,NA
55506,-1.72437,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299.621
55650,-0.635451,4.83661,4.19636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053.045,NA,NA,NA,NA
55787,-1.01108,4.92966,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11070.679,NA
56065,-1.29134,3.39647,4.59082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053.081,NA
56237,-0.927444,4.29014,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445.625,NA,NA,NA
56500,-1.15211,2.49313,4.94318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.121,NA
56691,-1.92234,5,3.77365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781.983,NA
56906,-1.34671,5,4.31293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8760.94,NA
57078,-1.22378,4.9612,4.46199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565.751,NA
57330,-0.991584,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10185.07,NA
57372,-1.34164,4.41055,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4441.505,NA
57701,-0.777733,5,4.69512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12189.235,NA
57936,-1.80168,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1237.419,NA
58118,-2.80241,4.72568,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.6,NA
58301,-1.05076,4.70263,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4290.475,NA
58392,0.238225,5,4.64672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2047.888,NA
58691,0.490519,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753.334,NA
58954,-0.755187,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12746.757,NA
59152,-0.926895,4.91666,3.86269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5449.074,NA
59226,-0.131812,4.94835,4.30794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935.043
59403,-1.18321,4.94961,2.35357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261.567,NA
59711,-0.793718,5,3.85004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5023.514,NA
59796,-0.780066,4.72929,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14012.115,NA
60056,-0.617605,4.79457,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13692.09,NA
60335,-0.78747,5,4.9391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15937.005,NA
60395,-1.31587,4.79665,4.32154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7696.171,NA
60697,-1.37828,5,3.44927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2106.768,NA
60850,-2.31262,5,4.1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.666,NA
61081,-0.888477,4.33036,3.23794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2592.457,NA
61268,-1.89529,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5123.487,NA
61490,-1.67521,4.02991,4.67165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.814,NA
61739,-0.833158,3.83862,4.6438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2987.404,NA
61842,-0.0788726,4.38211,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3125.26,NA
62074,0.176017,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1312.856,NA,NA,NA
62257,-1.89635,4.65597,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3216.182,NA
62387,-0.917734,5,4.74104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12281.368,NA
62570,-2.07914,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5053.883,NA
62901,-2.19088,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2745.488,NA
63003,-1.3362,5,4.28794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6648.894,NA
63181,-2.05166,4.28648,3.16889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.478,NA
63453,-0.879855,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12084.067,NA
63646,-0.708464,4.30093,4.29973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4711.366,NA
63867,-0.864461,4.76341,4.15841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2979.475
64045,-0.740487,4.84926,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501.491,NA,NA,NA
64286,-1.39123,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4583.588,NA,NA,NA
64462,-0.948557,4.97342,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10851.961,NA
64692,-1.49255,4.45477,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295.916,NA
64788,-0.584667,4.37944,4.08153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985.477,NA
65131,-0.815072,3.95188,4.34795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.105,NA,NA
65332,-1.29445,5,4.44595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.324
65437,-1.98889,5,3.72219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936.336,NA
65710,-1.26276,5,4.29798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.352
65891,-1.63636,5,4.38982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2970.882,NA
66095,-0.916439,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4088.408
66208,-0.964442,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8150.552,NA,NA,NA
66397,-1.87855,5,4.69457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3572.473,NA
66751,-1.9086,4.92057,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5741.185,NA
66935,-2.22803,4.75947,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2068.556,NA
67070,-2.03606,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5469.749,NA
67326,-2.37146,5,4.20627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1064.024,NA
67379,-1.32278,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,813.096
67607,-1.34087,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499.587,NA,NA,NA
67771,-0.816664,4.31496,3.2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2849.126,NA
67980,-0.602183,3.63677,4.94875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.31,NA,NA
68156,-2.10591,3.54039,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.076,NA
68471,-0.521594,4.82175,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6080.743,NA
68591,-1.22101,5,4.37364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036.505,NA
68950,-1.3797,3.2954,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4204.545,NA
69087,-0.99274,4.76722,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5674.808,NA,NA,NA
69176,-0.736912,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12448.174,NA
69422,-1.2295,3.05385,4.82489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.486,NA
69567,-0.592554,4.91232,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6880.292,NA,NA,NA
69786,-0.472101,5,4.99151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852.991,NA
70106,-2.05234,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5351.701,NA
70296,-3.08915,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.222
70438,-3.12724,5,4.91924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3032.563,NA
70611,-3.18801,4.73388,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609.892,NA
70932,-1.94814,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5188.002,NA
70965,-0.893194,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11734.718,NA
71242,-0.678506,4.64912,4.75071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9040.897,NA
71526,-1.93292,5,3.79193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1831.869,NA
71732,-1.2013,4.29779,4.67309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2512.368,NA
71922,-1.0971,4.71894,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631.647,NA
72031,-0.844694,4.83367,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16875.824,NA
72250,1.18857,5,4.89885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2223.146,NA
72531,1.3068,5,4.93651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4266.769,NA
72726,1.31875,5,4.72397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502.735,NA,NA,NA
72787,-0.0554827,5,4.1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2673.063,NA
73044,-0.87857,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14939.836,NA
73327,-1.65913,4.24561,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2443.796,NA,NA,NA
73451,-1.2463,4.88796,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4619.683
73739,-0.76299,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12844.51,NA
73831,-0.72355,4.58194,4.61801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500.96,NA
73980,-0.751759,4.97667,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13950.841,NA
74331,0.339397,5,3.87351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,985.17,NA
74378,0.8982,4.66324,4.27133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522.13,NA
74730,-0.173486,4.70018,4.11163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3545.222,NA
74831,-1.4788,4.35482,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6302.593,NA
75120,-1.53538,4.91906,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7400.567,NA,NA,NA
75188,-2.10656,5,4.62677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3029.587,NA,NA,NA
75398,-3.0608,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3055.736,NA
75695,-1.54515,5,4.03517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339.844,NA
75826,-1.56365,3.36253,4.80679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3818.787,NA
76137,-0.690513,4.27931,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4424.754,NA,NA,NA
76311,-0.854596,4.92182,3.61114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1067.909
76456,-1.47558,5,3.13463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2398.13,NA,NA,NA
76693,-1.41012,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6064.599
76866,-0.784788,5,4.82732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17155.315,NA
77017,0.169677,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265.834,NA
77316,-0.235726,4.20208,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5762.123,NA
77424,-0.565957,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7619.855,NA
77660,-0.506303,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3456.276,NA
77847,-0.242317,3.74284,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674.194,NA,NA,NA
78033,-0.729985,4.27755,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569.831,NA,NA
78170,-0.0264154,5,4.20961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779.584,NA
78408,-1.93083,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4940.441,NA
78699,-1.20232,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756.712
78827,-0.753471,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13835.745,NA,NA,NA
78948,-1.01564,5,4.82618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8484.542,NA
79329,-0.693587,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11370.783,NA
79429,0.392374,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3197.876,NA
79561,-0.0552966,4.8635,4.37712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1781.953,NA,NA,NA
79849,-0.572226,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6190.612,NA
79949,-0.958685,5,4.09935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720.847
80174,-0.76911,5,4.79295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13821.075,NA,NA,NA
80496,-1.02153,5,3.86752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801.355,NA
80531,-0.856649,4.84623,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16724.117,NA
80771,-0.7858,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13025.507,NA
81119,-1.99768,4.81674,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7235.47,NA
81246,-2.07006,5,4.64675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4495.633,NA
81506,-3.11683,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2519.084,NA
81664,-4.96231,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.438
81832,-4.04249,4.88248,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3253.615,NA
82070,-4.61407,4.85934,4.71525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.569,NA,NA,NA
82227,-5,5,4.67083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2117.625,NA
82398,-5,5,4.89327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3358.37,NA
