id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1.5,fitness-1
73092,1.70682,1.89272,-5,NA,NA,NA,-19.601,NA,NA
73258,1.94752,1.59495,-4.06809,NA,-5.052,NA,NA,NA,NA
73513,1.85752,1.51834,-3.95572,NA,-4.917,NA,NA,NA,NA
73601,1.87929,2.13361,-4.08995,NA,-9.841,NA,NA,NA,NA
73805,2.38238,2.61254,-4.59397,NA,NA,NA,-36.95,NA,NA
74149,1.79229,2.29728,-5,-34.91,NA,NA,NA,NA,NA
74321,2.39963,2.30907,-5,NA,NA,-32.738,NA,NA,NA
74591,0.930101,1.76276,-4.39594,NA,NA,-28.154,NA,NA,NA
74604,1.71935,2.14061,-4.70268,NA,NA,NA,-19.979,NA,NA
74990,1.58677,2.07506,-5,NA,-18.769,NA,NA,NA,NA
75128,1.85852,1.42672,-5,NA,NA,-20.397,NA,NA,NA
75345,1.2751,1.64134,-4.62385,NA,-11.281,NA,NA,NA,NA
75476,1.25897,2.31628,-4.65601,NA,-23.021,NA,NA,NA,NA
75729,2.13248,2.10726,-4.50928,NA,NA,NA,-14.191,NA,NA
75980,2.30418,1.58335,-5,NA,-20.939,NA,NA,NA,NA
76136,2.1148,1.89293,-4.11732,NA,NA,NA,-17.162,NA,NA
76208,1.48696,1.34372,-4.2464,NA,NA,NA,-12.198,NA,NA
76461,1.59013,2.28795,-5,NA,NA,NA,-27.841,NA,NA
76688,2.01743,2.63408,-4.6819,NA,-28.67,NA,NA,NA,NA
76960,2.05014,2.07886,-4.28877,NA,-8.994,NA,NA,NA,NA
77102,2.08279,2.40903,-5,NA,-28.172,NA,NA,NA,NA
77323,2.35882,2.33891,-5,NA,-31.18,NA,NA,NA,NA
77403,1.54043,1.66033,-4.60238,NA,NA,NA,-9.511,NA,NA
77710,1.83396,1.95389,-4.97573,NA,NA,NA,-18.363,NA,NA
77945,1.66975,2.55195,-5,NA,-31.148,NA,NA,NA,NA
78079,1.99469,2.20988,-4.17484,NA,NA,-19.845,NA,NA,NA
78206,1.10715,1.68034,-4.49014,NA,NA,NA,-21.447,NA,NA
78495,1.6535,1.80779,-4.998,NA,NA,NA,-21.353,NA,NA
78692,2.1261,1.27717,-5,NA,NA,NA,-27.145,NA,NA
78853,1.70979,1.28537,-4.29507,NA,NA,-7.158,NA,NA,NA
79093,1.98887,1.27584,-4.46088,NA,-8.668,NA,NA,NA,NA
79298,1.96056,1.49794,-3.83762,NA,-11.098,NA,NA,NA,NA
79462,2.1161,1.57844,-4.80355,NA,-10.943,NA,NA,NA,NA
79761,2.55262,1.54045,-4.81019,NA,-23.863,NA,NA,NA,NA
79950,2.16594,1.89467,-4.68903,NA,NA,NA,-13.616,NA,NA
80170,2.13415,1.63083,-5,NA,NA,NA,-19.329,NA,NA
80322,1.92892,1.65255,-5,NA,-15.196,NA,NA,NA,NA
80554,2.21257,2.01319,-5,NA,-21.057,NA,NA,NA,NA
80744,2.79286,1.78783,-4.39241,NA,-28.264,NA,NA,NA,NA
80864,2.07849,1.79399,-4.1703,NA,NA,-18.976,NA,NA,NA
81173,1.49557,1.78248,-5,-31.796,NA,NA,NA,NA,NA
81283,1.55537,1.83126,-5,NA,NA,-18.435,NA,NA,NA
81535,2.67993,1.5108,-4.53412,NA,NA,-30.692,NA,NA,NA
81704,2.4454,1.94165,-3.97976,NA,-19.923,NA,NA,NA,NA
81965,2.3455,2.33159,-4.93761,NA,-28.793,NA,NA,NA,NA
82164,1.47064,1.50611,-4.41679,NA,NA,NA,-18.543,NA,NA
82206,2.30563,2.01708,-4.2824,NA,-13.054,NA,NA,NA,NA
82565,2.5942,1.73538,-4.14793,NA,NA,-23.498,NA,NA,NA
82635,2.63315,2.29549,-4.29807,NA,NA,-32.751,NA,NA,NA
82902,2.94222,1.94043,-4.28042,NA,-36.409,NA,NA,NA,NA
83195,2.48585,2.37064,-4.31456,NA,NA,-28.952,NA,NA,NA
83363,2.02969,1.52718,-4.79913,NA,-11.127,NA,NA,NA,NA
83413,2.43679,2.53427,-5,NA,-39.663,NA,NA,NA,NA
83671,1.63414,1.7521,-4.56649,NA,NA,NA,-8.275,NA,NA
83881,2.05435,2.24795,-4.32216,NA,NA,NA,-15.519,NA,NA
84077,2.37301,1.91501,-5,NA,-24.03,NA,NA,NA,NA
84335,0.804993,2.11165,-4.25683,NA,NA,-39.303,NA,NA,NA
84591,1.29107,2.00393,-4.14601,NA,-12.218,NA,NA,NA,NA
84671,1.64705,1.59028,-3.29496,NA,NA,-37.99,NA,NA,NA
84818,1.704,2.05015,-3.68316,NA,-19.015,NA,NA,NA,NA
85134,1.40941,1.23425,-4.08765,NA,-13.308,NA,NA,NA,NA
85385,1.336,2.19164,-4.99299,NA,-24.389,NA,NA,NA,NA
85574,2.19883,1.86122,-5,NA,NA,NA,-21.623,NA,NA
85782,1.70407,1.61192,-3.88371,NA,NA,-11.113,NA,NA,NA
85869,2.18107,1.93845,-4.02131,-33.609,NA,NA,NA,NA,NA
86067,1.29544,1.21795,-4.49959,NA,NA,NA,-21.249,NA,NA
86394,1.34634,1.17311,-4.07911,NA,NA,-21.956,NA,NA,NA
86432,2.4549,1.40298,-4.70234,NA,NA,-31.657,NA,NA,NA
86720,1.86451,1.42417,-5,NA,NA,NA,-18.828,NA,NA
86814,1.63456,1.56779,-4.79731,NA,-10.089,NA,NA,NA,NA
87042,1.63309,1.74657,-5,NA,NA,NA,-18.937,NA,NA
87257,1.75101,1.33764,-4.24491,NA,NA,-11.731,NA,NA,NA
87509,1.71825,2.49788,-4.39527,NA,-20.549,NA,NA,NA,NA
87720,2.10027,1.77199,-3.79997,NA,NA,NA,-25.662,NA,NA
87913,1.95905,1.9507,-3.74537,NA,NA,NA,-18.932,NA,NA
88094,2.15493,2.1667,-4.61567,NA,-14.215,NA,NA,NA,NA
88237,1.48053,2.27405,-4.62036,NA,NA,NA,-18.418,NA,NA
88428,1.39721,2.00252,-5,NA,NA,-25.597,NA,NA,NA
88716,2.72847,1.76934,-4.50352,NA,NA,NA,-29.059,NA,NA
88926,1.34385,2.40196,-5,NA,-29.844,NA,NA,NA,NA
89024,1.96647,2.20663,-5,NA,NA,-30.152,NA,NA,NA
89341,2.17104,1.71265,-5,-30.989,NA,NA,NA,NA,NA
89455,1.58922,1.505,-4.90047,NA,NA,NA,-25.054,NA,NA
89703,1.46204,1.58159,-5,NA,-18.501,NA,NA,NA,NA
89953,1.45302,1.9717,-5,NA,NA,NA,-24.165,NA,NA
90148,1.56733,1.34937,-3.56356,NA,-24.488,NA,NA,NA,NA
90298,1.97083,2.36232,-5,NA,NA,NA,-31.516,NA,NA
90452,2.41565,1.29396,-4.89614,NA,NA,-25.803,NA,NA,NA
90633,1.323,1.70428,-5,NA,-20.542,NA,NA,NA,NA
90838,1.99555,2.30288,-5,NA,NA,NA,-26.34,NA,NA
91197,2.32972,1.33039,-5,NA,-25.138,NA,NA,NA,NA
91390,1.78375,1.37856,-3.88235,-28.205,NA,NA,NA,NA,NA
91489,2.08546,1.56055,-5,NA,-17.471,NA,NA,NA,NA
91618,2.05569,1.86707,-4.46301,NA,-6.924,NA,NA,NA,NA
91896,1.41505,1.49379,-4.46815,NA,-7.193,NA,NA,NA,NA
92089,2.11955,1.70707,-3.93889,-23.92,NA,NA,NA,NA,NA
92365,1.90501,2.01655,-5,NA,-17.012,NA,NA,NA,NA
92598,1.8011,1.5365,-5,NA,-15.862,NA,NA,NA,NA
92771,2.15038,1.47234,-4.70767,NA,NA,-15.857,NA,NA,NA
92805,0.639402,2.11211,-5,NA,NA,NA,-52.353,NA,NA
93108,1.61496,1.81834,-4.42947,NA,NA,NA,-12.115,NA,NA
93389,1.28848,1.49164,-4.51056,NA,NA,NA,NA,-29.053,NA
93564,1.54446,1.71888,-5,NA,NA,NA,NA,-34.125,NA
93637,2.23115,1.31151,-4.38732,NA,NA,NA,NA,-39.489,NA
93964,1.39925,1.45031,-4.47809,NA,NA,-12.561,NA,NA,NA
94085,1.24836,1.82371,-4.39233,-27.64,NA,NA,NA,NA,NA
94373,1.9094,1.99025,-5,NA,-17.108,NA,NA,NA,NA
94514,1.41201,1.55919,-4.67657,NA,NA,NA,-15.435,NA,NA
94734,2.35797,1.04615,-4.26482,NA,-23.766,NA,NA,NA,NA
94953,1.79116,1.77504,-4.74481,NA,NA,NA,-17.779,NA,NA
95144,1.86412,1.62446,-5,NA,NA,NA,-19.046,NA,NA
95244,1.86687,2.19511,-4.49363,NA,NA,NA,-20.008,NA,NA
95511,1.1329,1.6567,-4.36338,NA,-14.718,NA,NA,NA,NA
95687,2.29822,1.88228,-3.77421,NA,NA,-24.832,NA,NA,NA
95911,2.60654,2.07357,-5,NA,NA,-33.778,NA,NA,NA
96038,1.74769,1.59299,-4.58332,NA,-2.562,NA,NA,NA,NA
96329,1.59561,1.20491,-4.24322,NA,NA,-12.818,NA,NA,NA
96470,2.20651,1.90599,-4.96174,NA,-17.913,NA,NA,NA,NA
96770,2.15784,1.93643,-4.73694,NA,-12.46,NA,NA,NA,NA
96864,1.7605,1.6841,-4.41106,NA,NA,NA,-11.609,NA,NA
97056,1.52443,2.65272,-4.32327,NA,NA,NA,-32.081,NA,NA
97294,1.30377,2.0408,-4.05728,-39.657,NA,NA,NA,NA,NA
97551,1.56878,1.65061,-3.95554,NA,-7.157,NA,NA,NA,NA
97661,2.43974,1.63748,-4.48185,NA,-13.998,NA,NA,NA,NA
97948,1.83513,1.87779,-4.29084,NA,NA,-5.343,NA,NA,NA
98035,2.01034,2.53872,-4.18277,NA,-23.831,NA,NA,NA,NA
98390,1.49806,2.26254,-4.56985,NA,-15.719,NA,NA,NA,NA
98517,2.17222,1.57724,-4.20433,NA,-6.152,NA,NA,NA,NA
98782,2.01061,1.4359,-4.66362,NA,-7.285,NA,NA,NA,NA
98872,1.95744,1.39102,-5,NA,NA,-18.798,NA,NA,NA
99126,2.28055,1.76103,-4.69788,NA,-12.259,NA,NA,NA,NA
99299,1.84771,1.96663,-4.8091,NA,-10.529,NA,NA,NA,NA
99546,1.6615,2.25904,-4.27922,NA,NA,-13.083,NA,NA,NA
99694,1.8965,2.04773,-5,NA,-17.512,NA,NA,NA,NA
99860,1.24642,2.16082,-4.92179,NA,NA,NA,-32.17,NA,NA
100079,1.62868,2.27717,-4.5968,NA,-14.012,NA,NA,NA,NA
100290,2.02674,1.45199,-4.07464,NA,NA,-19.038,NA,NA,NA
100494,2.61557,1.31452,-5,NA,NA,-38.439,NA,NA,NA
100630,2.21807,1.47055,-5,NA,-20.865,NA,NA,NA,NA
100880,1.95189,1.54941,-5,NA,NA,NA,NA,-33.121,NA
101179,1.17116,1.66505,-5,NA,-27.512,NA,NA,NA,NA
101284,1.49594,1.62886,-5,-32.384,NA,NA,NA,NA,NA
101430,1.64887,2.02676,-4.5891,NA,-7.62,NA,NA,NA,NA
101632,1.49086,1.93226,-5,NA,-18.761,NA,NA,NA,NA
101955,1.51388,2.36831,-5,NA,NA,NA,-28.354,NA,NA
102053,2.09405,1.9392,-5,NA,NA,NA,-19.383,NA,NA
102393,1.41142,2.19629,-5,NA,-23.246,NA,NA,NA,NA
102520,2.62232,1.40699,-5,NA,-33.991,NA,NA,NA,NA
102771,1.93659,2.18437,-4.20509,NA,NA,-12.394,NA,NA,NA
102831,0.576552,2.07326,-5,NA,NA,-53.201,NA,NA,NA
103043,1.59948,1.07637,-5,NA,NA,-35.442,NA,NA,NA
103271,2.18429,1.35475,-5,NA,-21.307,NA,NA,NA,NA
103410,1.74625,2.14735,-3.58833,NA,NA,-23.686,NA,NA,NA
103740,1.12479,1.84424,-5,NA,-27.361,NA,NA,NA,NA
103897,1.79429,2.77635,-5,NA,-40.124,NA,NA,NA,NA
104048,2.24146,2.57864,-4.00153,NA,NA,-38.838,NA,NA,NA
104284,1.81265,1.89917,-4.72007,NA,NA,-11.671,NA,NA,NA
104408,1.99812,1.89006,-5,NA,NA,NA,-23.613,NA,NA
104785,2.13508,1.49494,-4.36974,NA,-5.598,NA,NA,NA,NA
104998,1.46387,2.07474,-5,NA,NA,NA,-27.525,NA,NA
105170,2.02451,0.953218,-4.40486,NA,NA,NA,-26.052,NA,NA
105378,2.26841,2.17845,-3.84023,NA,-21.101,NA,NA,NA,NA
105453,1.66098,1.77907,-4.45495,NA,NA,NA,-16.205,NA,NA
105655,2.09112,1.64566,-4.28164,NA,-4.788,NA,NA,NA,NA
105948,1.62091,2.02826,-5,NA,NA,-19.555,NA,NA,NA
106010,1.53644,1.21799,-4.7101,NA,NA,NA,-25.04,NA,NA
106393,1.91642,1.10796,-4.07056,NA,-13.653,NA,NA,NA,NA
106587,1.8261,1.09051,-3.87921,NA,-19.909,NA,NA,NA,NA
106628,1.33423,1.79198,-4.58974,NA,NA,NA,-20.094,NA,NA
106914,1.58396,1.25082,-5,NA,NA,NA,-28.797,NA,NA
107163,1.98293,2.30486,-5,NA,-23.52,NA,NA,NA,NA
107279,1.61916,2.18902,-4.91799,NA,NA,-21.827,NA,NA,NA
107557,2.35445,2.36793,-4.13167,NA,NA,-26.639,NA,NA,NA
107660,1.8263,1.93654,-5,NA,NA,NA,NA,-31.769,NA
107840,1.90584,2.4076,-5,NA,NA,-27.253,NA,NA,NA
108061,2.35734,1.85017,-5,NA,NA,NA,-24.1,NA,NA
108371,2.14489,1.75719,-5,NA,NA,NA,NA,-32.651,NA
108598,2.47013,2.20666,-5,NA,NA,NA,-34.099,NA,NA
108728,2.43511,2.08591,-5,NA,NA,-28.278,NA,NA,NA
108940,2.94862,1.92195,-5,NA,NA,NA,-46.097,NA,NA
109135,1.52746,1.29502,-5,NA,-23.006,NA,NA,NA,NA
109354,2.03014,1.47509,-5,NA,-18.092,NA,NA,NA,NA
109572,1.81124,1.42017,-4.34176,NA,NA,NA,-5.62,NA,NA
109634,2.35649,1.48464,-4.06955,NA,-13.448,NA,NA,NA,NA
109937,1.79327,2.00304,-4.97317,NA,-17.121,NA,NA,NA,NA
110160,1.46944,2.17936,-4.89479,NA,NA,NA,-20.597,NA,NA
110251,2.2828,1.30338,-5,-47.596,NA,NA,NA,NA,NA
110514,1.26917,1.183,-4.83031,NA,-27.395,NA,NA,NA,NA
110723,2.53171,1.63397,-4.28779,NA,-17.266,NA,NA,NA,NA
110945,2.01249,1.76322,-4.49341,NA,NA,NA,-11.43,NA,NA
111036,1.97348,1.58302,-4.94574,NA,NA,NA,-25.199,NA,NA
111300,1.86833,2.00214,-5,NA,NA,-20.675,NA,NA,NA
111543,1.21068,1.78603,-4.91296,NA,-21.308,NA,NA,NA,NA
111791,2.3809,1.26913,-4.29711,NA,-16.444,NA,NA,NA,NA
111989,1.49938,1.78728,-4.06887,NA,NA,-11.3,NA,NA,NA
112003,1.76867,1.55117,-4.31062,NA,NA,-2.522,NA,NA,NA
112351,1.11268,1.79523,-3.93375,NA,-19.479,NA,NA,NA,NA
112519,1.28327,1.41627,-3.9605,NA,-14.418,NA,NA,NA,NA
112764,1.41111,1.8639,-4.18637,NA,NA,NA,-10.801,NA,NA
112920,1.47888,1.42224,-3.52531,NA,NA,-27.162,NA,NA,NA
113147,1.47999,1.64681,-3.95474,NA,NA,-14.24,NA,NA,NA
113336,2.44383,1.99227,-4.08621,NA,-17.903,NA,NA,NA,NA
113426,1.73312,2.28956,-4.34456,NA,NA,NA,-15.574,NA,NA
113670,1.80593,2.10905,-4.29262,-20.83,NA,NA,NA,NA,NA
113973,2.08747,1.99976,-4.10885,NA,-9.069,NA,NA,NA,NA
114002,1.11794,2.00253,-4.92804,NA,NA,-30.625,NA,NA,NA
114385,1.57251,1.57316,-5,-29.33,NA,NA,NA,NA,NA
114489,1.1696,2.04565,-4.30899,NA,NA,NA,-20.93,NA,NA
114665,1.31574,1.28263,-4.07492,NA,-14.519,NA,NA,NA,NA
114917,1.95067,1.4979,-5,NA,-16.067,NA,NA,NA,NA
115090,2.60807,1.59767,-5,NA,NA,-31.759,NA,NA,NA
115356,2.20896,1.50042,-5,NA,NA,-23.592,NA,NA,NA
115441,1.98013,2.0711,-5,NA,-18.461,NA,NA,NA,NA
115718,1.59977,2.23768,-5,NA,-21.856,NA,NA,NA,NA
115862,1.22896,1.39821,-4.5473,NA,NA,-16.003,NA,NA,NA
116092,1.88428,2.09771,-5,NA,-19.053,NA,NA,NA,NA
116230,2.0848,2.14122,-5,NA,NA,-25.555,NA,NA,NA
116514,1.36158,1.41994,-5,NA,-22.768,NA,NA,NA,NA
116652,2.78689,1.21672,-4.63179,NA,NA,NA,-45.433,NA,NA
116989,2.2592,1.93803,-4.59705,NA,NA,NA,-20.43,NA,NA
117165,2.47988,1.72577,-5,NA,-26.372,NA,NA,NA,NA
117242,2.01571,1.70448,-5,NA,NA,-24.874,NA,NA,NA
117435,2.27069,1.74416,-4.82213,NA,NA,-19.839,NA,NA,NA
117724,2.01233,1.87628,-5,NA,-16.231,NA,NA,NA,NA
117939,2.09443,2.49715,-4.06799,NA,-24.295,NA,NA,NA,NA
118007,1.99312,1.74897,-4.03464,NA,-4.855,NA,NA,NA,NA
118228,1.53553,1.78013,-4.12571,NA,-4.541,NA,NA,NA,NA
118475,2.46709,1.7994,-5,NA,NA,-27.668,NA,NA,NA
118800,1.17815,2.18414,-4.58336,NA,-19.609,NA,NA,NA,NA
118814,1.5642,1.14669,-5,-43.216,NA,NA,NA,NA,NA
119103,2.09261,1.76753,-5,NA,-17.342,NA,NA,NA,NA
119250,2.029,1.44965,-4.34723,NA,NA,-9.76,NA,NA,NA
119491,2.02552,1.82143,-4.04356,NA,-6.47,NA,NA,NA,NA
119745,1.7566,1.70876,-4.47794,NA,NA,-4.094,NA,NA,NA
119905,2.87601,2.19067,-5,NA,NA,NA,-46.627,NA,NA
120141,1.79515,1.78255,-4.49359,NA,-3.244,NA,NA,NA,NA
120347,1.60942,2.60577,-4.21511,NA,NA,-26.724,NA,NA,NA
120589,1.52396,1.74004,-4.24052,NA,-4.688,NA,NA,NA,NA
120785,1.71627,1.2662,-4.10178,-26.971,NA,NA,NA,NA,NA
120980,1.78585,1.80073,-5,NA,-14.768,NA,NA,NA,NA
121088,1.85785,2.16181,-5,NA,NA,NA,-21.871,NA,NA
121386,1.70942,1.67034,-3.56297,NA,NA,NA,-24.08,NA,NA
121402,2.0661,1.93739,-4.06547,NA,-7.633,NA,NA,NA,NA
121780,1.98312,2.07828,-4.84614,NA,-14.235,NA,NA,NA,NA
121917,2.04628,2.12657,-4.92083,NA,-18.131,NA,NA,NA,NA
122181,1.39509,1.7637,-4.09969,NA,-6.979,NA,NA,NA,NA
122248,2.53489,1.63948,-4.16558,NA,-17.619,NA,NA,NA,NA
122528,1.59545,1.25817,-4.49295,NA,NA,NA,-12.427,NA,NA
122711,1.36304,1.78313,-4.74069,NA,-12.051,NA,NA,NA,NA
122801,1.73573,1.8748,-5,NA,-16.318,NA,NA,NA,NA
123055,2.21351,1.80686,-3.87688,NA,NA,-18.798,NA,NA,NA
123266,2.36667,2.00736,-4.49566,NA,NA,NA,-16.115,NA,NA
123440,2.38689,2.04398,-4.36399,NA,NA,NA,-21.233,NA,NA
123738,1.16286,1.75732,-4.31944,NA,-14.632,NA,NA,NA,NA
123892,1.55391,1.22463,-4.2417,NA,-9.738,NA,NA,NA,NA
124063,1.79524,0.904152,-4.86293,NA,NA,-35.642,NA,NA,NA
124220,2.07472,1.52986,-5,NA,-18.154,NA,NA,NA,NA
124578,1.87456,1.89487,-4.8039,NA,-9.723,NA,NA,NA,NA
124643,1.18895,1.35767,-5,NA,-30.049,NA,NA,NA,NA
124999,1.78106,1.31304,-4.64648,NA,NA,-11.21,NA,NA,NA
125066,2.06926,1.04888,-4.26119,NA,NA,-21.875,NA,NA,NA
125345,1.25517,1.45564,-4.75023,NA,-18.583,NA,NA,NA,NA
125507,1.81847,1.92186,-3.79626,NA,NA,-15.122,NA,NA,NA
125671,1.76451,1.92673,-3.72046,NA,-14.341,NA,NA,NA,NA
125864,1.56931,1.33857,-3.56076,NA,NA,-27.194,NA,NA,NA
126020,1.51965,2.49712,-4.34337,NA,NA,NA,NA,-38.049,NA
126209,1.42092,1.95982,-4.72142,NA,-12.131,NA,NA,NA,NA
126578,1.63435,1.38013,-4.43168,NA,-4.017,NA,NA,NA,NA
126698,2.09668,1.77293,-3.97775,NA,-8.614,NA,NA,NA,NA
126895,1.97716,1.84513,-4.80356,NA,NA,NA,-16.627,NA,NA
127134,1.34006,1.4962,-3.9514,NA,NA,NA,-15.68,NA,NA
127212,1.95508,1.44794,-4.2667,NA,-2.636,NA,NA,NA,NA
127421,2.12363,2.24402,-4.61424,NA,-16.193,NA,NA,NA,NA
127624,1.29104,2.33599,-5,NA,NA,NA,-30.917,NA,NA
127883,1.68516,1.93505,-4.86745,NA,NA,NA,-14.223,NA,NA
128011,1.52841,2.04382,-5,NA,NA,NA,NA,-33.364,NA
128204,1.252,1.55254,-3.94137,NA,-14.259,NA,NA,NA,NA
128407,1.61628,1.34406,-4.2564,NA,-4.814,NA,NA,NA,NA
128621,1.29945,1.89639,-4.76894,NA,NA,NA,-17.056,NA,NA
128846,2.33515,1.76666,-4.45149,NA,-11.051,NA,NA,NA,NA
129026,2.47345,2.0252,-4.78572,NA,-22.972,NA,NA,NA,NA
129289,2.1644,2.19858,-5,NA,NA,NA,-27.412,NA,NA
129551,2.14232,1.5699,-4.90689,NA,NA,NA,NA,-32.143,NA
129624,2.15108,1.40701,-5,NA,NA,NA,NA,-39.583,NA
129894,1.86922,2.02848,-4.33879,NA,-6.321,NA,NA,NA,NA
130194,2.28654,1.87471,-5,NA,NA,NA,-22.658,NA,NA
130322,2.02754,1.75514,-5,NA,NA,-25.672,NA,NA,NA
130556,1.95142,1.38631,-5,NA,-17.642,NA,NA,NA,NA
130776,1.89862,2.27693,-4.62296,NA,-13.986,NA,NA,NA,NA
130852,2.40385,1.68827,-4.3773,NA,-12.355,NA,NA,NA,NA
131151,1.85051,1.092,-4.70006,NA,NA,NA,-25.362,NA,NA
131295,1.59186,1.87363,-4.6166,NA,NA,-8.074,NA,NA,NA
131419,2.00773,1.80417,-4.61675,NA,-5.803,NA,NA,NA,NA
131607,2.00385,1.52229,-4.00963,NA,NA,-11.022,NA,NA,NA
131865,1.06282,1.38899,-4.49346,NA,NA,NA,-26.116,NA,NA
132058,1.56378,1.96449,-5,NA,NA,NA,-24.871,NA,NA
132347,1.88014,2.06563,-5,NA,NA,-25.054,NA,NA,NA
132441,2.31039,1.45731,-4.83321,NA,NA,NA,-24.228,NA,NA
132733,2.06548,2.14852,-4.39681,NA,NA,-12.508,NA,NA,NA
132864,1.41369,1.53934,-4.37411,NA,NA,-13.281,NA,NA,NA
133027,1.30047,1.87061,-3.82211,NA,NA,NA,NA,-35.072,NA
133202,1.80782,1.88693,-3.72785,NA,NA,NA,NA,-32.261,NA
133515,2.10974,1.42811,-3.9321,NA,NA,NA,-19.389,NA,NA
133643,1.19286,1.20328,-4.3038,NA,NA,-24.297,NA,NA,NA
133821,1.51271,1.49777,-3.92381,NA,-10.078,NA,NA,NA,NA
134081,1.92532,1.20128,-3.97108,NA,NA,NA,-15.024,NA,NA
134289,1.90284,2.14262,-3.90524,NA,-13.383,NA,NA,NA,NA
134401,1.24272,2.57066,-3.87336,NA,-34.492,NA,NA,NA,NA
134735,1.82309,1.83005,-4.36978,NA,NA,-10.524,NA,NA,NA
134935,2.15249,1.28154,-5,NA,-23.011,NA,NA,NA,NA
135186,2.61361,2.09353,-5,NA,-32.852,NA,NA,NA,NA
135269,1.87632,2.41704,-3.81127,NA,NA,-24.857,NA,NA,NA
135585,1.1862,1.86127,-4.39307,NA,NA,-14.942,NA,NA,NA
135645,2.45696,1.45775,-4.86675,NA,NA,-26.28,NA,NA,NA
135847,2.14009,1.1772,-5,NA,NA,-32.07,NA,NA,NA
136200,1.81106,1.66169,-4.83011,NA,-8.608,NA,NA,NA,NA
136269,2.32735,1.25001,-5,NA,NA,-31.684,NA,NA,NA
136542,2.3562,2.06636,-5,NA,NA,-28.689,NA,NA,NA
136685,2.31528,1.59525,-4.123,NA,NA,-12.186,NA,NA,NA
136880,2.17869,1.99726,-3.91932,NA,NA,-20.636,NA,NA,NA
137189,1.5537,1.54649,-4.30736,-25.96,NA,NA,NA,NA,NA
137351,1.9503,2.19097,-4.73909,NA,-13.945,NA,NA,NA,NA
137421,2.18474,2.26621,-4.82434,NA,-20.444,NA,NA,NA,NA
137761,2.28445,2.01785,-4.58449,NA,NA,NA,-15.76,NA,NA
137819,1.19202,1.91494,-4.83334,NA,-19.629,NA,NA,NA,NA
138105,1.83205,1.77673,-3.87621,NA,NA,NA,-11.967,NA,NA
138360,1.61442,1.91643,-4.80399,NA,-10.903,NA,NA,NA,NA
138437,2.08466,1.72814,-4.38327,NA,NA,NA,-16.005,NA,NA
138636,1.63611,1.78269,-4.3202,NA,NA,NA,-12.821,NA,NA
138909,2.07241,1.7217,-3.44966,NA,-26.729,NA,NA,NA,NA
139166,1.89614,2.04052,-4.1273,NA,-8.192,NA,NA,NA,NA
139265,1.52111,2.03337,-4.9092,NA,-17.082,NA,NA,NA,NA
139438,0.79038,1.80022,-5,-54.247,NA,NA,NA,NA,NA
139773,1.75731,1.51988,-4.20722,NA,-2.667,NA,NA,NA,NA
139859,1.64604,2.43481,-4.36012,NA,-17.522,NA,NA,NA,NA
140135,1.5355,2.15736,-5,NA,NA,NA,-22.912,NA,NA
140286,1.846,1.51845,-4.59376,NA,-4.688,NA,NA,NA,NA
140545,2.03966,1.18899,-4.63836,NA,-13.664,NA,NA,NA,NA
140659,2.21529,1.32456,-4.63837,NA,NA,-16.567,NA,NA,NA
140935,2.05283,1.23699,-4.8067,NA,NA,-17.567,NA,NA,NA
141065,2.37766,1.28208,-3.76249,NA,NA,NA,-28.013,NA,NA
141323,1.45904,1.59665,-3.93191,NA,NA,-11.852,NA,NA,NA
141450,2.23747,1.24813,-4.23184,NA,-12.439,NA,NA,NA,NA
141763,1.93378,0.648308,-4.29571,NA,-45.949,NA,NA,NA,NA
141988,1.47722,1.51531,-4.27394,NA,NA,-6.667,NA,NA,NA
142044,1.65355,1.05565,-4.65416,NA,NA,NA,-23.106,NA,NA
142206,2.19236,1.52037,-4.4775,NA,-7.214,NA,NA,NA,NA
142592,1.62401,2.00411,-3.9231,NA,NA,NA,-12.945,NA,NA
142697,2.39529,0.979582,-4.71012,NA,NA,NA,-41.326,NA,NA
142836,1.5533,1.66013,-4.42026,NA,-2.251,NA,NA,NA,NA
143025,2.56606,1.1354,-4.53462,NA,-29.291,NA,NA,NA,NA
143345,1.2136,1.50274,-5,NA,-26.341,NA,NA,NA,NA
143581,1.22236,1.95417,-5,NA,NA,NA,-30.745,NA,NA
143768,1.56649,1.4082,-5,NA,-19.07,NA,NA,NA,NA
143946,1.84737,1.66933,-4.68239,NA,-5.041,NA,NA,NA,NA
144001,1.99172,1.46035,-5,NA,-17.022,NA,NA,NA,NA
144384,1.80455,1.43751,-4.08745,-21.725,NA,NA,NA,NA,NA
144568,1.65702,1.31602,-3.86191,NA,-12.819,NA,NA,NA,NA
144660,1.69015,1.3602,-3.78959,NA,NA,NA,-27.572,NA,NA
144947,0.927399,1.53592,-4.60574,NA,NA,NA,NA,NA,-70.923
145039,1.52753,1.56284,-4.91545,NA,NA,NA,-24.365,NA,NA
145384,1.55538,1.51078,-4.56467,NA,NA,-11.369,NA,NA,NA
145558,1.97781,2.01917,-4.2169,NA,-6.709,NA,NA,NA,NA
145635,2.21517,2.42357,-3.91886,NA,-25.577,NA,NA,NA,NA
145844,2.4568,1.64969,-4.47307,NA,NA,NA,-17.404,NA,NA
146170,2.30538,1.54107,-4.04168,NA,NA,NA,NA,-32.163,NA
