id,x0,x1,x2,fitness4.5,fitness5,fitness3.5,fitness4,fitness3,fitness1.5,fitness0.5,fitness-0.5,fitness0,fitness-2,fitness-1,fitness-1.5,fitness-3,fitness-4,fitness-5,fitness-2.5,fitness1
40429,-0.245129,4.07485,4.85373,NA,2583.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40674,-0.746394,4.75797,5,NA,14826.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40914,-0.54543,5,5,NA,4779.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41084,-0.710875,4.30983,5,3385.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41195,-1.54538,4.44631,5,NA,2814.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41511,-2.01802,5,5,NA,7371.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41644,-1.93902,5,5,NA,6085.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41953,-2.00201,4.85487,5,4988.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42025,-3.14461,3.82367,5,NA,750.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42264,-1.86225,4.58286,5,NA,1247.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42411,-0.673551,5,5,NA,10711.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42623,0.323121,4.81492,4.98401,NA,6409.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42952,0.00588881,4.40377,5,NA,1689.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43085,-0.633456,4.68,4.7791,NA,12391.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43202,-0.94388,4.12476,3.32665,NA,1462.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43420,-0.680872,4.08025,4.24743,NA,1929.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43594,-0.97448,5,5,NA,8588.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43855,-1.23721,4.96235,5,NA,NA,NA,3793.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44055,-0.860634,3.72085,5,NA,4370.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44310,-0.650863,4.98638,5,NA,10441.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44499,-0.599495,5,5,NA,7598.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44716,-0.887783,5,5,NA,11882.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44827,-0.953322,4.86795,4.72742,NA,13637.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45133,-2.57982,4.43584,5,NA,961.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45166,0.0281125,4.3143,5,NA,1930.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45503,0.245588,5,5,NA,3204.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45599,-0.706269,5,5,NA,11737.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45910,-0.69208,5,5,NA,11324.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46061,-0.930659,4.73271,5,NA,11442.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46322,-0.738435,5,5,NA,NA,1996.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46468,-0.65247,5,4.67455,9006.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46591,-0.546541,5,5,NA,NA,NA,1233.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46860,-0.727388,5,5,NA,12254.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47040,0.429721,5,5,NA,2773.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47297,-0.0257988,4.25686,5,NA,3049.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47441,0.426695,4.6897,4.79731,NA,3278.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47673,0.592992,4.35108,4.79205,NA,309.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47949,-0.141441,5,5,NA,NA,NA,3242.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48110,-0.954616,5,5,NA,9504.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48310,-1.40627,5,3.05926,NA,1126.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48490,-1.7324,5,3.2364,NA,631.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48613,-0.365005,5,3.47411,NA,754.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48951,-0.16971,5,4.16273,NA,3818.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49160,-0.810471,5,3.75287,NA,5975.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49338,-2.13068,4.65459,5,NA,3117.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49373,-1.64071,3.21588,3.82215,812.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49689,-1.18879,3.94461,4.18788,212.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49847,-0.991291,4.97051,5,NA,8695.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50050,-1.93787,5,5,NA,NA,NA,1875.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50196,-1.53591,4.64465,5,4401.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50400,-0.763302,5,5,NA,12848.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50573,-0.931177,5,5,NA,10469.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50869,-2.11023,5,5,NA,4563.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51114,-3.15183,5,5,NA,2043.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51345,-2.09146,4.80606,5,NA,6286.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51448,-1.6822,3.32312,5,NA,1473.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51760,-1.31875,4.32747,5,NA,6035.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51855,-3.00118,5,5,NA,3252.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51965,-2.13588,5,5,NA,4057.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52277,-1.06382,5,5,NA,4781.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52497,-3.05631,4.97043,5,1528.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52668,-2.88821,5,5,NA,3138.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52784,-2.35892,5,5,NA,NA,577.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53151,-0.891559,5,5,NA,NA,NA,3764.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53182,-1.39809,5,4.72014,NA,NA,NA,4335.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53412,-1.89296,3.84944,4.77796,NA,1650.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53756,-1.54969,3.66659,4.29614,NA,2274.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53815,-1.00094,5,4.7103,8015.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54044,-0.765909,4.30463,5,NA,NA,NA,1622.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54307,-1.19587,4.16384,4.62806,1208.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54461,-0.980173,4.86506,5,NA,11071.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54621,-0.833782,3.76675,4.87024,NA,8482.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54809,-0.757413,2.76179,5,NA,3447.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55034,-2.13508,4.93924,4.9128,NA,6389.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55227,-2.14767,5,3.65899,NA,1166.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55368,-1.47137,4.91749,4.57614,1637.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55750,-1.00563,5,5,4443.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55898,-0.659732,5,4.85049,NA,13591.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55966,-1.68856,5,4.29346,NA,2402.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56346,0.396254,5,5,NA,4190.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56528,-1.63728,5,4.96129,NA,NA,NA,4284.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56697,-1.95504,5,5,NA,6121.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56814,-1.27223,5,4.93434,6495.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57160,-1.57758,4.85462,5,NA,NA,4081.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57255,-1.90651,5,5,NA,NA,NA,NA,1072.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57421,-1.41228,5,4.93432,8517.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57744,-1.59215,5,4.77362,5560.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57948,-1.94085,5,5,NA,6718.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57987,-1.29447,5,5,1310.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58233,-0.813724,4.83474,4.61488,NA,9372.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58361,-0.894472,5,4.66777,NA,9508.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58626,-0.500268,5,5,914.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58768,-1.2627,5,4.21309,NA,4655.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59129,-0.648878,5,3.56326,NA,717.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59298,-0.704743,5,5,NA,11695.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59447,-0.689745,4.73986,4.88105,NA,16632.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59560,-1.57713,5,3.81987,NA,NA,NA,1323.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59918,-1.81734,4.90844,4.91859,1169.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60005,-0.757602,5,3.75626,NA,4720.816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60324,-0.213296,5,4.04016,NA,1179.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60494,-0.682694,5,5,NA,11023.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60723,-0.882771,5,5,NA,12012.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60946,-0.850528,5,3.59807,NA,1932.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61020,-0.322501,4.82571,3.40503,NA,2594.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61175,-1.33096,4.16806,4.70713,NA,5248.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61373,-2.01429,4.79852,5,7784.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61680,-1.07234,5,5,NA,4059.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61799,-0.562931,4.60302,5,NA,2739.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62143,-0.392744,4.40863,5,NA,1314.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62270,0.51671,4.82686,5,1835.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62400,1.53842,4.79668,4.71423,NA,591.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62705,3.2232,4.83363,5,NA,4345.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62795,2.3378,5,4.84285,NA,3399.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62994,2.37661,5,4.85735,NA,NA,874.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63244,2.12029,5,4.82153,1644.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63393,4.15999,5,5,NA,4317.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63674,4.6211,4.40218,5,NA,NA,NA,731.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63937,2.30564,4.6932,5,NA,NA,849.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63965,-1.02568,5,4.77509,NA,8777.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64343,-1.98653,5,5,NA,5509.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64489,-0.684321,5,3.71707,NA,3838.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64620,1.18164,5,4.8652,NA,2141.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64933,-0.51691,5,5,NA,3238.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64988,-0.208977,4.39103,2.77503,NA,997.884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65306,-0.985859,4.84866,4.38838,NA,NA,NA,1183.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65448,-1.30945,4.94387,4.78463,NA,NA,NA,8688.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65729,-0.744771,5,4.90051,NA,19797.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65747,-1.98957,5,5,NA,5521.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66027,-0.794855,5,5,NA,13053.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66172,-0.713737,5,5,12641.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66339,-0.22246,5,4.38533,NA,3745.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66673,1.35346,5,5,NA,2573.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66805,0.525968,5,4.72219,813.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67092,-0.904936,4.70722,5,4207.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67336,-0.859994,5,4.47585,1173.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67482,-0.915833,5,4.85486,NA,14698.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67668,-0.970757,5,5,NA,8766.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67796,-0.76447,5,5,NA,12861.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68095,-1.47126,5,3.34939,NA,3845.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68157,-0.64988,5,3.62581,NA,2730.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68508,-0.0818812,5,4.16627,NA,3211.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68578,0.2722,5,3.09614,NA,NA,NA,216.159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68762,-0.00589661,4.90128,4.2526,NA,3457.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69060,-0.520209,4.95302,5,NA,4039.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69281,-1.41569,4.68472,4.14562,NA,4778.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69451,-1.24406,4.85399,3.10821,NA,1799.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69635,-1.54847,4.15384,4.64574,NA,3240.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69928,-1.90413,5,5,2259.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70041,-0.345023,4.17794,5,NA,2665.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70219,-0.582408,4.75899,4.93633,NA,9729.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70481,-0.839763,5,5,NA,12817.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70610,-0.192622,4.98579,4.91819,5701.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70868,0.42129,4.86339,5,NA,3844.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70964,0.386877,3.89368,4.96187,NA,925.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71273,-0.793937,2.7712,4.68286,NA,4088.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71367,-0.0284206,4.08301,5,886.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71560,-0.799679,4.40875,4.36661,NA,3001.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71800,-0.760815,4.68805,4.72186,NA,NA,NA,3346.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72005,-0.890323,5,5,NA,13083.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72307,-1.84246,5,5,3049.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72528,-1.60502,4.14192,4.39872,967.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72724,-1.28251,4.33423,3.84527,NA,1848.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72914,-0.714614,4.2014,4.09355,NA,2206.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73020,-0.0144051,4.67326,5,2062.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73259,-0.953431,4.94087,4.90958,NA,19552.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73366,-1.69182,4.36589,4.92235,NA,2482.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73546,-1.98278,3.91142,5,NA,1153.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73853,-1.02375,4.79626,4.66321,NA,6021.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74047,-0.816007,5,4.6731,9057.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74265,-0.228974,5,4.10263,NA,3468.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74437,-1.44414,5,5,5586.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74590,-0.474682,5,5,NA,959.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74879,-1.62886,4.79294,4.25502,NA,5202.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75005,-0.883028,5,5,NA,12005.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75184,-0.698564,5,5,NA,11519.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75384,-0.492113,5,5,NA,1893.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75715,-0.624831,4.91548,4.99845,NA,11254.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75796,-0.507425,5,5,NA,3053.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76038,-0.516944,5,5,NA,3838.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76246,-1.50272,5,5,NA,NA,NA,1870.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76533,-0.0448599,5,5,2771.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76578,-1.03451,5,5,NA,5373.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76847,-1.36293,5,4.72231,NA,NA,NA,3669.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76952,-0.932044,5,4.56916,NA,3287.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77256,-0.708255,4.93047,5,NA,14680.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77337,-1.9015,4.57529,5,NA,1450.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77647,-0.864389,5,5,8929.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77885,-1.44255,4.43058,4.75695,NA,4757.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78024,-0.986666,5,4.61524,NA,4353.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78169,-1.0008,4.7541,5,NA,8436.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78451,-0.79574,4.56093,5,NA,3326.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78708,-1.35846,4.41325,5,3715.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78848,-0.863852,5,5,NA,14894.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78936,-0.762978,4.93746,4.94471,NA,19028.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79149,1.26689,5,5,NA,2477.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79445,2.39252,5,4.66633,NA,1771.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79693,2.18795,5,4.69035,NA,1856.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79871,1.17564,5,4.81789,NA,1988.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80021,1.27754,5,5,NA,2534.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80215,-0.588366,5,5,NA,7011.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80362,-2.17577,5,5,NA,3130.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80673,-1.00454,5,5,NA,7052.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
