id,x0,x1,x2,fitness6.5,fitness7.5,fitness8,fitness8.5,fitness7,fitness9,fitness9.5
69471,7.83346,8.14824,7.11636,NA,NA,NA,0.781,NA,NA,NA
69754,8.07302,8.76539,7.58313,NA,NA,0.748,NA,NA,NA,NA
69911,7.25143,8.19071,7.33602,NA,NA,0.858,NA,NA,NA,NA
70139,7.00095,8.06285,6.28132,NA,NA,NA,NA,0.446,NA,NA
70277,7.29443,8.22066,7.21793,NA,0.852,NA,NA,NA,NA,NA
70580,6.97395,8.23686,8.19431,NA,0.786,NA,NA,NA,NA,NA
70687,7.04975,7.61416,8.1629,NA,NA,NA,NA,0.805,NA,NA
70899,7.99716,8.35074,7.29056,0.674,NA,NA,NA,NA,NA,NA
71111,7.67352,7.90932,7.81106,NA,NA,0.957,NA,NA,NA,NA
71215,7.49649,7.97035,7.67002,NA,NA,NA,NA,0.877,NA,NA
71537,7.95975,7.86069,8.66044,NA,NA,0.826,NA,NA,NA,NA
71741,7.41017,8.14308,8.19023,NA,NA,NA,NA,0.756,NA,NA
71957,7.25077,8.1963,7.58324,NA,0.903,NA,NA,NA,NA,NA
72042,7.57869,8.61593,7.32316,NA,0.824,NA,NA,NA,NA,NA
72225,7.64226,8.54496,7.66196,NA,0.835,NA,NA,NA,NA,NA
72574,8.33308,8.04525,7.28047,NA,NA,0.842,NA,NA,NA,NA
72715,7.15042,7.50538,7.61289,NA,NA,0.894,NA,NA,NA,NA
72906,7.359,7.24196,8.38243,NA,NA,0.803,NA,NA,NA,NA
73144,7.15916,7.27327,7.0248,NA,0.782,NA,NA,NA,NA,NA
73395,8.41108,7.93797,7.39351,NA,NA,0.876,NA,NA,NA,NA
73556,8.31402,8.47297,7.63313,NA,0.825,NA,NA,NA,NA,NA
73691,8.43217,8.3785,7.63218,NA,0.813,NA,NA,NA,NA,NA
73806,7.45349,7.79448,7.29747,NA,NA,0.947,NA,NA,NA,NA
74179,6.92419,7.38632,7.90135,NA,0.833,NA,NA,NA,NA,NA
74278,8.28191,7.81567,7.80503,NA,NA,0.882,NA,NA,NA,NA
74511,7.10019,7.48157,8.21537,NA,NA,0.855,NA,NA,NA,NA
74723,7.68121,7.37834,8.11444,NA,NA,0.921,NA,NA,NA,NA
74868,7.51843,7.14439,8.3809,NA,NA,0.821,NA,NA,NA,NA
75193,7.55105,7.15555,7.23112,NA,NA,0.875,NA,NA,NA,NA
75261,7.30358,7.87933,7.34512,NA,NA,0.899,NA,NA,NA,NA
75470,7.28543,7.13593,8.1518,NA,0.842,NA,NA,NA,NA,NA
75648,7.33155,8.23321,7.62728,NA,0.884,NA,NA,NA,NA,NA
75829,7.75724,7.37763,8.24793,NA,0.92,NA,NA,NA,NA,NA
76015,8.48431,7.50767,8.43112,NA,0.79,NA,NA,NA,NA,NA
76207,8.05305,7.27252,8.53362,NA,0.796,NA,NA,NA,NA,NA
76600,7.68445,7.10052,7.73894,NA,0.916,NA,NA,NA,NA,NA
76740,8.14344,7.31513,7.58197,NA,0.91,NA,NA,NA,NA,NA
76886,7.99035,7.6939,8.04269,NA,NA,NA,NA,0.838,NA,NA
77004,7.77632,7.33039,7.04776,NA,0.833,NA,NA,NA,NA,NA
77254,7.28593,7.59517,6.87932,NA,0.814,NA,NA,NA,NA,NA
77488,7.22188,7.85151,6.95824,NA,NA,0.805,NA,NA,NA,NA
77658,7.8306,7.75856,7.37171,NA,0.951,NA,NA,NA,NA,NA
77894,7.86906,7.59068,7.87109,NA,NA,0.985,NA,NA,NA,NA
78138,7.14463,7.81382,8.08813,NA,NA,NA,NA,0.818,NA,NA
78338,6.96311,7.68558,8.14251,NA,NA,0.834,NA,NA,NA,NA
78509,7.26401,7.69028,7.77523,NA,0.956,NA,NA,NA,NA,NA
78780,6.99094,8.13537,8.10412,NA,0.811,NA,NA,NA,NA,NA
78993,8.34588,8.03473,7.52844,NA,NA,NA,NA,0.786,NA,NA
79016,7.36016,7.06309,7.08256,NA,0.792,NA,NA,NA,NA,NA
79307,8.06764,7.26749,8.11578,NA,0.9,NA,NA,NA,NA,NA
79573,7.86072,7.74556,7.46344,NA,NA,NA,NA,0.924,NA,NA
79746,8.15974,8.40346,7.2345,NA,0.818,NA,NA,NA,NA,NA
79886,7.57952,7.57563,7.39775,NA,0.97,NA,NA,NA,NA,NA
80001,8.0424,7.43587,8.39793,NA,0.866,NA,NA,NA,NA,NA
80370,7.3271,7.36219,7.27219,NA,0.872,NA,NA,NA,NA,NA
80442,7.40063,7.9736,6.97497,NA,NA,0.826,NA,NA,NA,NA
80744,8.08892,7.27806,8.52761,NA,0.8,NA,NA,NA,NA,NA
80892,7.25176,7.51467,8.14403,NA,0.893,NA,NA,NA,NA,NA
81022,7.54424,6.88778,7.10729,NA,NA,0.774,NA,NA,NA,NA
81243,7.84376,7.98707,7.53557,0.646,NA,NA,NA,NA,NA,NA
81567,7.34297,7.34392,7.62406,NA,0.926,NA,NA,NA,NA,NA
81615,7.84552,6.93531,7.78754,NA,0.83,NA,NA,NA,NA,NA
81906,7.90703,7.52983,7.16126,0.685,NA,NA,NA,NA,NA,NA
82159,8.3468,7.25117,7.70722,NA,0.846,NA,NA,NA,NA,NA
82232,7.98498,7.64348,7.76043,NA,NA,NA,NA,NA,0.772,NA
82599,8.35101,7.99783,7.45619,NA,NA,0.879,NA,NA,NA,NA
82728,7.71347,6.86662,7.00663,NA,NA,0.741,NA,NA,NA,NA
82810,8.19939,7.06199,7.41573,NA,NA,NA,NA,0.728,NA,NA
83189,8.06996,7.87902,7.32306,NA,0.924,NA,NA,NA,NA,NA
83345,7.38006,7.41826,7.27028,NA,NA,0.917,NA,NA,NA,NA
83595,8.2065,8.39322,7.62154,NA,NA,0.863,NA,NA,NA,NA
83634,7.31229,7.67961,7.55916,NA,NA,0.958,NA,NA,NA,NA
83836,7.36966,7.46659,8.01566,NA,NA,0.944,NA,NA,NA,NA
84031,8.5899,7.7484,7.27149,NA,0.786,NA,NA,NA,NA,NA
84295,8.26255,7.2574,7.37907,NA,0.847,NA,NA,NA,NA,NA
84571,8.74381,7.77304,7.96217,NA,0.801,NA,NA,NA,NA,NA
84759,8.57174,7.56563,7.66759,NA,NA,0.823,NA,NA,NA,NA
84992,7.477,8.13101,8.17157,NA,NA,0.906,NA,NA,NA,NA
85026,7.62425,7.89943,7.70304,NA,0.976,NA,NA,NA,NA,NA
85340,7.31001,8.12702,8.66517,NA,NA,0.773,NA,NA,NA,NA
85596,7.95396,7.29678,9.26081,NA,NA,0.603,NA,NA,NA,NA
85783,7.44771,7.21773,8.73554,NA,NA,NA,0.674,NA,NA,NA
85965,8.06298,7.2454,8.30675,NA,NA,NA,0.753,NA,NA,NA
86136,7.78015,7.49269,8.21523,NA,NA,0.931,NA,NA,NA,NA
86317,7.79537,7.60838,8.62791,NA,0.85,NA,NA,NA,NA,NA
86509,6.96612,8.19459,7.6495,NA,NA,0.817,NA,NA,NA,NA
86678,7.33961,8.07784,7.10702,NA,NA,0.844,NA,NA,NA,NA
86927,7.38541,7.48395,7.91344,NA,NA,NA,NA,0.903,NA,NA
87036,8.12559,7.99949,7.68896,NA,0.907,NA,NA,NA,NA,NA
87366,7.27798,7.59423,7.08626,NA,NA,0.867,NA,NA,NA,NA
87409,7.15696,7.48283,7.17318,NA,NA,0.862,NA,NA,NA,NA
87610,8.14314,7.7831,7.68688,NA,NA,NA,0.904,NA,NA,NA
87873,8.28651,7.33956,7.63038,NA,NA,0.904,NA,NA,NA,NA
88156,7.56268,7.03688,7.64965,NA,NA,0.884,NA,NA,NA,NA
88208,8.04954,7.32554,7.92995,NA,0.933,NA,NA,NA,NA,NA
88539,7.42795,7.39962,7.86374,NA,0.954,NA,NA,NA,NA,NA
88736,7.50868,7.95191,7.96272,NA,NA,NA,NA,0.918,NA,NA
88821,7.73976,7.84191,7.72749,NA,NA,NA,0.917,NA,NA,NA
89063,8.49785,7.63935,7.3717,NA,0.863,NA,NA,NA,NA,NA
89262,7.82359,7.95548,7.0334,NA,NA,NA,NA,0.79,NA,NA
89434,7.71354,7.12498,8.04921,NA,NA,0.898,NA,NA,NA,NA
89753,7.57943,6.99823,7.57099,NA,0.885,NA,NA,NA,NA,NA
89859,7.05135,7.45542,8.29418,NA,NA,0.829,NA,NA,NA,NA
90060,7.21729,7.72806,7.582,NA,NA,0.902,NA,NA,NA,NA
90344,7.31434,7.58879,7.87511,NA,NA,0.942,NA,NA,NA,NA
90524,7.19383,7.03718,7.91256,NA,0.836,NA,NA,NA,NA,NA
90678,8.32476,7.64058,7.27032,NA,NA,0.866,NA,NA,NA,NA
90864,8.16516,8.06122,7.9479,NA,0.918,NA,NA,NA,NA,NA
91121,7.17066,7.59046,7.51547,NA,0.912,NA,NA,NA,NA,NA
91242,7.2172,7.45951,8.125,NA,NA,NA,NA,NA,0.712,NA
91504,7.8451,7.94897,8.31731,NA,NA,NA,NA,0.855,NA,NA
91738,8.25014,7.68129,8.29798,NA,NA,0.834,NA,NA,NA,NA
91916,7.49092,8.17872,7.20483,NA,0.886,NA,NA,NA,NA,NA
92138,7.58515,8.10027,7.86138,NA,0.958,NA,NA,NA,NA,NA
92366,8.16684,7.57592,7.6927,NA,NA,0.942,NA,NA,NA,NA
92401,7.55023,7.89381,7.43957,NA,NA,NA,0.84,NA,NA,NA
92700,7.83338,7.65851,7.78815,NA,0.995,NA,NA,NA,NA,NA
92950,7.65074,7.63108,7.64692,NA,NA,NA,NA,0.884,NA,NA
93194,8.00547,7.24911,7.67694,NA,0.933,NA,NA,NA,NA,NA
93283,7.72348,7.69572,8.2982,NA,0.89,NA,NA,NA,NA,NA
93408,7.69175,7.2888,8.01941,NA,0.909,NA,NA,NA,NA,NA
93637,7.64655,8.95245,7.82342,NA,0.744,NA,NA,NA,NA,NA
93995,7.19075,8.11152,8.37468,NA,0.828,NA,NA,NA,NA,NA
94123,6.69735,8.03731,7.34161,NA,0.741,NA,NA,NA,NA,NA
94249,7.5578,7.55063,7.8854,0.75,NA,NA,NA,NA,NA,NA
94545,7.9529,7.43494,8.01617,NA,NA,NA,NA,0.841,NA,NA
94670,7.9838,7.43383,7.56099,NA,NA,0.964,NA,NA,NA,NA
94885,7.53932,7.70279,7.6303,NA,NA,0.983,NA,NA,NA,NA
95109,7.60655,6.8815,7.56257,NA,NA,NA,NA,0.782,NA,NA
95272,7.60555,7.73292,7.18755,NA,0.924,NA,NA,NA,NA,NA
95447,8.16987,7.42223,7.64357,NA,0.928,NA,NA,NA,NA,NA
95726,7.54829,7.84441,8.05593,NA,NA,NA,NA,0.912,NA,NA
95873,7.76005,8.26186,7.75302,NA,NA,0.908,NA,NA,NA,NA
96162,7.18331,7.70271,7.10773,NA,NA,0.83,NA,NA,NA,NA
96242,7.67418,7.58908,7.8176,NA,NA,0.993,NA,NA,NA,NA
96521,6.84284,7.97355,7.19972,NA,0.765,NA,NA,NA,NA,NA
96623,7.76043,7.17028,7.22462,NA,NA,0.88,NA,NA,NA,NA
96870,7.70098,7.93034,8.12715,NA,NA,NA,0.842,NA,NA,NA
97077,8.44478,7.60289,8.15866,NA,NA,0.813,NA,NA,NA,NA
97217,8.28922,8.2704,8.07917,NA,NA,0.844,NA,NA,NA,NA
97542,7.51042,7.59576,7.6554,NA,NA,NA,0.908,NA,NA,NA
97769,7.43283,7.67765,8.22607,NA,NA,NA,0.845,NA,NA,NA
97935,7.54639,8.12549,8.60744,NA,0.822,NA,NA,NA,NA,NA
98116,7.29848,7.87723,8.32442,NA,NA,NA,0.813,NA,NA,NA
98324,7.60979,7.11946,7.28662,NA,NA,NA,0.812,NA,NA,NA
98510,7.97955,7.30662,6.93273,NA,NA,0.806,NA,NA,NA,NA
98779,8.25014,6.73857,7.83275,NA,NA,NA,0.658,NA,NA,NA
98969,7.474,7.52472,6.80192,NA,0.789,NA,NA,NA,NA,NA
99026,7.38849,8.27019,7.326,NA,NA,0.866,NA,NA,NA,NA
99271,7.36806,7.27604,7.49894,NA,NA,0.885,NA,NA,NA,NA
99491,8.20471,7.48633,7.97609,NA,NA,NA,0.861,NA,NA,NA
99749,6.94691,7.38979,7.49124,NA,NA,0.838,NA,NA,NA,NA
99915,6.86409,7.62039,7.487,NA,NA,NA,0.7,NA,NA,NA
100149,7.8817,7.5622,7.60251,NA,NA,NA,0.867,NA,NA,NA
100303,8.42982,7.47784,7.52979,NA,NA,0.878,NA,NA,NA,NA
100476,7.61443,7.60355,8.21196,NA,NA,0.945,NA,NA,NA,NA
100625,8.45693,7.33348,8.04897,NA,0.831,NA,NA,NA,NA,NA
100851,7.67851,8.17201,8.00022,NA,NA,0.939,NA,NA,NA,NA
101177,6.87677,8.72406,7.85658,NA,0.681,NA,NA,NA,NA,NA
101224,7.6071,8.56538,7.42848,NA,NA,NA,NA,0.764,NA,NA
101431,7.47765,8.27944,7.1287,NA,NA,0.842,NA,NA,NA,NA
101667,8.09275,7.76335,7.26574,NA,0.914,NA,NA,NA,NA,NA
101981,8.33725,7.71241,7.92134,NA,NA,NA,0.809,NA,NA,NA
102131,7.29751,7.20991,8.13613,NA,0.867,NA,NA,NA,NA,NA
102216,7.15537,8.09697,7.72973,NA,NA,NA,NA,0.837,NA,NA
102502,8.07167,7.69308,7.14318,NA,0.876,NA,NA,NA,NA,NA
102605,7.59364,6.88303,7.82815,NA,NA,NA,NA,0.794,NA,NA
102832,6.7982,7.47561,7.41201,NA,0.798,NA,NA,NA,NA,NA
103155,7.99053,6.97172,6.93418,NA,NA,NA,NA,0.601,NA,NA
103381,7.62143,7.36828,7.69706,NA,0.958,NA,NA,NA,NA,NA
103509,8.10991,6.95135,7.96411,NA,NA,0.833,NA,NA,NA,NA
103698,7.63062,6.76632,7.65653,NA,0.806,NA,NA,NA,NA,NA
103982,7.741,7.40532,7.60389,NA,NA,0.97,NA,NA,NA,NA
104011,7.62527,7.46705,8.14508,NA,0.948,NA,NA,NA,NA,NA
104283,8.71073,8.08225,7.24679,NA,NA,0.737,NA,NA,NA,NA
104567,7.90994,7.13009,7.36378,NA,NA,0.884,NA,NA,NA,NA
104686,7.12098,7.9496,7.61135,NA,NA,0.898,NA,NA,NA,NA
104830,7.82426,7.03931,7.7326,NA,NA,0.89,NA,NA,NA,NA
105085,7.95525,7.38977,7.00959,NA,NA,0.85,NA,NA,NA,NA
105358,8.35756,7.5089,7.20082,NA,0.858,NA,NA,NA,NA,NA
105420,8.35316,7.99069,7.91713,NA,NA,NA,NA,0.749,NA,NA
105686,7.73387,7.48761,7.77752,NA,NA,NA,NA,0.916,NA,NA
105994,7.79402,8.25655,7.52634,NA,NA,0.931,NA,NA,NA,NA
106146,8.43078,8.11348,7.19363,NA,NA,NA,0.759,NA,NA,NA
106279,7.89571,8.28471,7.61842,NA,NA,0.917,NA,NA,NA,NA
106491,7.72844,8.77691,7.59217,NA,0.814,NA,NA,NA,NA,NA
106602,7.5148,7.7568,8.12968,NA,NA,0.921,NA,NA,NA,NA
106893,7.41024,7.65583,7.45571,NA,NA,0.941,NA,NA,NA,NA
107086,8.07079,7.82342,7.16188,NA,NA,NA,0.784,NA,NA,NA
107246,7.63608,8.03876,7.50473,NA,NA,NA,NA,NA,0.763,NA
107589,7.87109,7.54128,8.25836,NA,NA,NA,0.759,NA,NA,NA
107655,8.24128,8.11267,7.78579,NA,0.912,NA,NA,NA,NA,NA
107841,7.55899,8.29542,7.30582,NA,NA,0.893,NA,NA,NA,NA
108112,7.87435,7.72295,7.87334,NA,NA,0.979,NA,NA,NA,NA
108203,8.48025,7.8953,7.9979,NA,NA,NA,NA,0.804,NA,NA
108578,7.94018,8.2656,8.02066,NA,0.869,NA,NA,NA,NA,NA
108625,7.52028,7.93365,8.42052,NA,0.874,NA,NA,NA,NA,NA
108897,7.87859,7.45792,7.53784,NA,NA,NA,NA,0.879,NA,NA
109058,8.27462,8.10726,8.44639,NA,NA,0.783,NA,NA,NA,NA
109242,8.21078,8.01106,7.67125,NA,NA,NA,0.795,NA,NA,NA
109432,7.51114,7.43105,7.31242,NA,NA,0.92,NA,NA,NA,NA
109620,7.97769,7.28206,7.71491,NA,NA,NA,0.841,NA,NA,NA
109844,7.55584,6.79417,8.30199,NA,0.732,NA,NA,NA,NA,NA
110181,8.50804,7.54647,7.8883,0.582,NA,NA,NA,NA,NA,NA
110229,7.46263,8.14427,6.76502,NA,NA,NA,0.703,NA,NA,NA
110597,7.4858,8.4005,7.03929,NA,0.803,NA,NA,NA,NA,NA
110760,8.42389,7.61634,7.79713,NA,0.871,NA,NA,NA,NA,NA
110953,7.66707,8.26008,7.78134,NA,NA,NA,NA,0.849,NA,NA
111171,7.94965,7.81787,7.68333,NA,NA,0.978,NA,NA,NA,NA
111386,7.61514,7.3807,7.71452,NA,NA,0.973,NA,NA,NA,NA
111459,7.73221,7.40255,7.528,NA,0.961,NA,NA,NA,NA,NA
111794,7.83462,7.08268,7.94576,NA,0.891,NA,NA,NA,NA,NA
111836,8.13174,7.33369,7.53411,NA,NA,NA,NA,0.769,NA,NA
112095,7.64807,8.13975,7.58015,NA,NA,NA,NA,0.823,NA,NA
112227,7.2679,7.71976,7.6899,NA,NA,NA,0.793,NA,NA,NA
112409,7.2883,7.5375,7.07708,NA,NA,NA,0.727,NA,NA,NA
112602,7.71116,7.76771,7.65338,NA,NA,NA,NA,NA,NA,0.656
112974,7.30364,7.94986,7.95659,NA,NA,NA,NA,NA,0.762,NA
113124,7.00975,8.46998,7.25064,NA,NA,0.731,NA,NA,NA,NA
113237,7.2399,8.64272,7.98159,NA,0.776,NA,NA,NA,NA,NA
113432,8.12336,7.80152,8.691,NA,NA,0.764,NA,NA,NA,NA
113729,7.97126,7.62855,8.14082,NA,NA,0.937,NA,NA,NA,NA
113850,7.51108,7.19528,8.02587,NA,NA,0.907,NA,NA,NA,NA
114170,7.68164,8.07769,7.37006,NA,0.948,NA,NA,NA,NA,NA
114395,8.25083,7.61258,7.57194,NA,NA,NA,0.802,NA,NA,NA
114467,7.96623,8.18294,7.24685,NA,NA,NA,0.783,NA,NA,NA
114676,7.29898,7.83121,7.67392,NA,0.916,NA,NA,NA,NA,NA
114872,7.42456,7.59502,7.5951,NA,0.957,NA,NA,NA,NA,NA
115143,7.06631,8.12306,7.60559,NA,NA,0.85,NA,NA,NA,NA
115347,7.18247,8.43085,7.34001,NA,NA,0.771,NA,NA,NA,NA
115484,7.55261,7.22802,8.53065,NA,NA,NA,NA,0.695,NA,NA
115676,7.87333,8.02127,7.87434,NA,NA,NA,NA,0.897,NA,NA
115906,7.5947,7.37385,7.72252,NA,NA,0.963,NA,NA,NA,NA
116155,7.49626,7.40241,7.7147,NA,NA,NA,NA,0.88,NA,NA
116216,7.77093,6.97875,8.47939,NA,NA,0.778,NA,NA,NA,NA
116499,7.71555,7.01365,7.75219,NA,NA,NA,NA,0.829,NA,NA
116766,8.49153,6.86041,8.07294,NA,NA,0.694,NA,NA,NA,NA
116887,8.23069,8.21988,7.07662,NA,NA,0.771,NA,NA,NA,NA
117178,7.30392,7.43025,7.69945,NA,NA,0.923,NA,NA,NA,NA
117261,7.3541,6.94135,8.05693,NA,NA,0.821,NA,NA,NA,NA
117550,7.59493,7.03059,7.1362,NA,NA,NA,NA,0.743,NA,NA
117645,7.62391,7.27598,7.56794,NA,0.954,NA,NA,NA,NA,NA
117897,8.52978,7.21835,7.29385,NA,NA,NA,0.69,NA,NA,NA
118116,8.85427,7.70174,8.12292,NA,0.73,NA,NA,NA,NA,NA
118374,7.45415,7.03504,7.21296,NA,0.797,NA,NA,NA,NA,NA
118494,8.1425,7.58414,7.71753,NA,NA,0.958,NA,NA,NA,NA
118798,8.16961,6.93798,7.24265,NA,NA,0.778,NA,NA,NA,NA
118874,7.77868,7.34261,7.61184,NA,NA,0.966,NA,NA,NA,NA
119093,7.52937,8.05559,7.85282,NA,0.962,NA,NA,NA,NA,NA
119307,8.25716,7.84436,8.92223,NA,0.712,NA,NA,NA,NA,NA
119570,8.06031,7.12778,7.49669,0.687,NA,NA,NA,NA,NA,NA
119605,8.5083,7.27826,7.14947,NA,NA,0.769,NA,NA,NA,NA
119987,7.53826,7.87997,6.97931,NA,NA,NA,0.803,NA,NA,NA
120136,7.64786,7.57782,6.9238,NA,NA,NA,0.753,NA,NA,NA
120268,6.94244,8.31824,7.59559,NA,NA,NA,NA,0.685,NA,NA
120491,8.05509,8.56963,8.11668,NA,0.803,NA,NA,NA,NA,NA
120620,7.61274,8.83799,7.61251,NA,0.768,NA,NA,NA,NA,NA
120939,8.20413,7.90946,7.03908,NA,0.848,NA,NA,NA,NA,NA
121014,7.35799,7.98335,7.76033,NA,NA,NA,NA,NA,0.782,NA
121273,7.35529,7.10962,8.23863,NA,NA,NA,0.774,NA,NA,NA
121441,7.35328,7.49976,7.10897,NA,0.887,NA,NA,NA,NA,NA
121677,7.83558,7.78949,7.36537,NA,0.945,NA,NA,NA,NA,NA
121990,7.36359,7.29206,6.932,NA,0.809,NA,NA,NA,NA,NA
122052,6.63286,8.03565,7.70922,NA,0.746,NA,NA,NA,NA,NA
122265,7.56362,7.76606,6.96376,NA,NA,0.872,NA,NA,NA,NA
122521,7.68788,8.23759,7.1804,NA,NA,0.837,NA,NA,NA,NA
122777,7.588,7.3705,6.85138,NA,NA,0.81,NA,NA,NA,NA
122802,7.94725,8.19192,7.54497,NA,NA,NA,0.857,NA,NA,NA
123143,8.10887,8.107,8.08188,NA,0.881,NA,NA,NA,NA,NA
123275,7.33031,7.45637,8.31746,NA,NA,NA,NA,0.82,NA,NA
123565,7.21,6.95896,8.0515,NA,NA,0.798,NA,NA,NA,NA
123708,7.11786,8.51408,7.66388,NA,NA,0.762,NA,NA,NA,NA
123848,7.45565,8.08271,7.30991,NA,NA,NA,NA,0.821,NA,NA
124112,7.53711,7.94802,6.8711,NA,0.833,NA,NA,NA,NA,NA
124226,7.44447,7.13495,8.20132,NA,NA,NA,0.74,NA,NA,NA
124589,7.74696,7.74201,7.26276,NA,NA,0.913,NA,NA,NA,NA
124747,7.96645,7.81476,7.88275,NA,NA,0.931,NA,NA,NA,NA
124816,8.22647,7.85304,8.01836,NA,NA,0.924,NA,NA,NA,NA
125172,8.70376,7.70935,7.51006,NA,0.827,NA,NA,NA,NA,NA
125394,8.05846,6.97826,7.39799,NA,NA,0.829,NA,NA,NA,NA
125457,7.49744,7.08094,7.43851,NA,NA,NA,0.797,NA,NA,NA
125666,7.47922,7.50029,7.75662,NA,NA,0.947,NA,NA,NA,NA
125852,7.07423,7.25681,8.1347,NA,NA,NA,0.739,NA,NA,NA
126151,8.17401,6.98576,7.42897,NA,NA,NA,0.747,NA,NA,NA
126310,8.15116,7.27884,7.85165,NA,NA,NA,0.816,NA,NA,NA
126439,7.51596,7.43559,7.94134,NA,NA,0.914,NA,NA,NA,NA
126636,6.95209,6.98407,8.10021,NA,NA,NA,0.677,NA,NA,NA
126931,7.66395,8.39577,7.7477,NA,NA,0.912,NA,NA,NA,NA
127116,7.48446,7.71901,7.61712,NA,NA,NA,0.884,NA,NA,NA
127214,8.43961,7.59191,7.70811,NA,NA,0.892,NA,NA,NA,NA
127488,7.75793,8.46596,7.59871,NA,NA,NA,0.772,NA,NA,NA
127605,7.26459,7.6052,8.47379,NA,NA,0.804,NA,NA,NA,NA
127898,7.89934,7.34921,7.68167,NA,NA,NA,0.885,NA,NA,NA
128154,7.97876,7.66002,7.05758,NA,NA,NA,0.75,NA,NA,NA
128305,7.66518,7.47319,8.40364,NA,NA,NA,0.777,NA,NA,NA
128467,6.87264,7.92112,8.11209,NA,0.812,NA,NA,NA,NA,NA
128688,7.58161,7.80823,7.3297,NA,NA,NA,NA,0.917,NA,NA
128834,8.29473,7.98492,7.57586,NA,NA,NA,NA,0.855,NA,NA
129023,7.77034,7.37468,8.07719,NA,NA,NA,0.835,NA,NA,NA
129308,8.01748,7.59146,7.0901,NA,0.868,NA,NA,NA,NA,NA
129554,8.1317,7.4086,7.92852,NA,0.927,NA,NA,NA,NA,NA
129646,7.97472,7.53495,7.11846,NA,NA,0.889,NA,NA,NA,NA
129831,8.02212,8.41395,7.15646,NA,NA,0.819,NA,NA,NA,NA
130117,7.75569,8.36316,7.48449,NA,NA,NA,NA,0.843,NA,NA
130367,8.30169,8.24387,7.89106,NA,NA,0.82,NA,NA,NA,NA
130432,7.87514,7.51412,7.44643,NA,NA,NA,NA,NA,0.738,NA
130647,8.21552,7.64934,7.93815,NA,0.939,NA,NA,NA,NA,NA
130896,8.23767,7.98329,7.02551,NA,NA,0.829,NA,NA,NA,NA
131156,8.17599,7.80106,7.63006,NA,NA,0.901,NA,NA,NA,NA
131300,7.3368,7.17342,7.8609,NA,0.895,NA,NA,NA,NA,NA
131439,7.20516,7.5162,7.92898,NA,NA,NA,0.872,NA,NA,NA
131748,7.74243,8.03473,8.15005,NA,NA,0.911,NA,NA,NA,NA
131944,7.5026,7.5016,7.96982,NA,0.939,NA,NA,NA,NA,NA
132163,7.55087,7.97511,8.30601,NA,0.886,NA,NA,NA,NA,NA
132298,7.51997,7.15012,8.06199,NA,0.864,NA,NA,NA,NA,NA
132513,7.79109,8.01104,7.96448,NA,NA,NA,0.872,NA,NA,NA
132671,7.37044,7.96463,7.31412,NA,NA,0.924,NA,NA,NA,NA
132904,7.92297,7.70134,7.48977,NA,0.935,NA,NA,NA,NA,NA
133011,7.98109,7.18774,7.82007,NA,0.924,NA,NA,NA,NA,NA
133343,7.67424,7.683,8.31948,NA,0.93,NA,NA,NA,NA,NA
133517,8.19675,8.27387,7.87448,NA,0.887,NA,NA,NA,NA,NA
133799,7.47324,8.50443,8.71321,NA,0.71,NA,NA,NA,NA,NA
133937,8.21482,7.7324,7.96778,NA,NA,NA,0.853,NA,NA,NA
134072,7.70129,7.51296,7.5978,NA,NA,NA,0.929,NA,NA,NA
134343,7.0127,8.07759,7.69611,NA,0.867,NA,NA,NA,NA,NA
134410,8.21175,6.95216,7.58859,NA,0.827,NA,NA,NA,NA,NA
134685,8.15586,8.0382,8.13148,NA,0.866,NA,NA,NA,NA,NA
134847,7.6925,7.61724,7.37769,NA,0.975,NA,NA,NA,NA,NA
135030,7.58373,7.21461,7.28167,NA,NA,0.865,NA,NA,NA,NA
135230,7.53167,7.82577,8.02074,NA,NA,NA,0.915,NA,NA,NA
135503,7.92899,7.58494,8.07379,NA,NA,NA,NA,0.91,NA,NA
135641,8.08704,8.60985,7.82786,NA,NA,0.828,NA,NA,NA,NA
136000,7.43143,7.99801,7.87188,NA,NA,0.96,NA,NA,NA,NA
136187,7.25206,7.51045,7.12878,NA,0.875,NA,NA,NA,NA,NA
136322,7.96221,7.72927,7.26454,NA,0.94,NA,NA,NA,NA,NA
136544,7.66096,8.20037,7.45424,NA,NA,0.935,NA,NA,NA,NA
136800,7.94246,7.82377,7.2999,NA,NA,NA,0.866,NA,NA,NA
136888,8.04533,7.84406,7.53754,NA,NA,NA,0.901,NA,NA,NA
137194,8.06176,7.03807,8.70987,NA,NA,0.709,NA,NA,NA,NA
137253,7.08136,7.54431,8.47627,NA,NA,0.8,NA,NA,NA,NA
137567,7.15121,7.72629,8.36264,NA,0.854,NA,NA,NA,NA,NA
137773,7.87486,7.52253,7.4982,NA,0.961,NA,NA,NA,NA,NA
137810,7.78171,7.47063,7.19212,NA,NA,NA,0.87,NA,NA,NA
138049,7.54097,7.08583,8.06435,NA,0.876,NA,NA,NA,NA,NA
138331,7.54466,7.61324,8.08677,NA,NA,NA,0.889,NA,NA,NA
138462,6.92154,8.25351,7.44009,NA,NA,0.767,NA,NA,NA,NA
138619,7.64463,8.30673,7.58213,NA,NA,0.927,NA,NA,NA,NA
138804,8.01281,8.28513,8.05567,NA,NA,0.885,NA,NA,NA,NA
139074,8.09037,7.57886,7.98069,NA,NA,NA,NA,0.842,NA,NA
