id,x0,x1,x2,fitness-1,fitness0,fitness1,fitness0.5,fitness2.5,fitness4.5,fitness4,fitness5,fitness3,fitness2,fitness-2,fitness-0.5,fitness-1.5,fitness-2.5,fitness-3.5,fitness-3,fitness-4.5,fitness-4,fitness1.5,fitness3.5,fitness-5
34725,2.7036,4.25379,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.823,NA,NA,NA,NA,NA,NA,NA,NA
34916,2.86583,5,4.64046,2069.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35115,3.79184,5,4.8828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6111.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
35353,3.91653,4.32915,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380.584,NA,NA,NA,NA,NA,NA,NA,NA
35524,4.35176,4.07545,4.91904,2050.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35721,5,5,4.88758,10559.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35931,3.97276,4.55885,4.29745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.264,NA,NA,NA,NA,NA,NA,NA,NA
36114,3.447,4.83729,4.97266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035.02,NA,NA,NA,NA,NA,NA,NA,NA
36224,4.38804,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801.323,NA,NA,NA,NA,NA,NA,NA,NA,NA
36590,4.40873,4.83669,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066.888,NA,NA,NA,NA,NA,NA,NA
36687,4.25082,5,4.5244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.06,NA,NA,NA,NA,NA,NA,NA,NA
36943,5,4.35142,3.74538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483.763,NA,NA,NA,NA,NA,NA,NA,NA,NA
37088,4.83921,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258.471,NA,NA,NA,NA,NA,NA,NA,NA,NA
37303,3.81675,5,4.99103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3940.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
37583,4.9064,5,4.56173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1464.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
37635,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2405.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37997,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9401.228,NA,NA,NA,NA,NA,NA,NA,NA,NA
38080,5,3.59595,4.1264,NA,NA,-88.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38340,3.68559,3.39058,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38429,3.14434,3.88841,5,NA,NA,NA,NA,NA,NA,NA,NA,156.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38653,5,5,5,NA,NA,NA,NA,NA,NA,4773.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38882,5,4.75071,5,NA,NA,NA,NA,NA,NA,NA,NA,3045.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39120,4.98249,4.43019,5,NA,NA,NA,NA,NA,NA,NA,3299.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39209,5,4.07448,5,NA,NA,NA,NA,NA,NA,NA,2275.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39583,5,3.20749,5,NA,NA,NA,NA,NA,NA,NA,3175.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39615,5,4.75368,4.22157,NA,NA,NA,NA,NA,NA,NA,6115.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39896,5,4.66499,4.73466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005.652,NA
40088,4.73863,3.71628,5,NA,NA,NA,NA,NA,NA,1975.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40229,4.59688,4.0124,4.85005,NA,NA,NA,NA,NA,NA,NA,350.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40552,5,5,5,NA,NA,NA,NA,NA,4399.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40783,5,5,3.36934,NA,NA,NA,NA,NA,NA,NA,2774.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40868,4.56956,3.60189,3.05995,NA,NA,NA,NA,NA,NA,NA,52.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41146,5,4.19306,3.6683,NA,NA,NA,NA,NA,NA,NA,1402.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41221,5,4.15503,2.58681,NA,NA,NA,NA,NA,NA,NA,269.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41405,3.61428,4.9887,2.47364,NA,NA,NA,NA,NA,NA,NA,240.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41636,3.88804,5,2.48175,NA,NA,NA,NA,NA,NA,NA,285.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41811,5,4.44998,2.59814,NA,NA,NA,NA,NA,NA,NA,202.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42094,5,3.62417,3.2528,NA,NA,NA,NA,NA,NA,NA,665.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42246,5,3.17755,5,NA,NA,NA,NA,NA,NA,NA,2650.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42465,4.70573,2.12263,3.2933,NA,NA,NA,NA,NA,181.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42710,4.06139,0.449037,4.73228,NA,NA,NA,NA,NA,NA,NA,NA,113.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42803,4.53229,1.42401,5,NA,NA,NA,NA,NA,NA,NA,216.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43065,5,3.23318,5,NA,NA,NA,NA,NA,NA,NA,3610.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43396,4.56622,3.45338,5,NA,NA,NA,NA,NA,NA,NA,584.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43475,3.89856,4.3506,4.85096,NA,NA,NA,NA,NA,NA,NA,1968.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43622,5,4.9691,5,NA,NA,NA,NA,NA,2655.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43816,4.66335,4.21795,4.27535,NA,NA,NA,NA,NA,NA,1580.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44087,4.3929,3.69111,3.33589,NA,NA,NA,NA,NA,NA,290.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44230,3.80871,4.18076,3.91472,NA,NA,NA,NA,NA,NA,NA,342.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44500,3.44924,4.07182,4.36419,NA,NA,NA,NA,NA,NA,NA,224.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44604,2.29091,4.63859,2.88707,NA,NA,NA,NA,NA,403.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44811,2.47032,4.66151,3.84696,NA,NA,NA,NA,NA,NA,NA,322.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45073,2.85564,5,3.33916,NA,NA,NA,NA,NA,NA,NA,740.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45303,3.28226,5,3.81889,NA,NA,NA,NA,NA,NA,279.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45416,2.24201,5,3.94112,NA,NA,NA,NA,NA,206.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45730,3.02658,5,5,NA,NA,NA,NA,NA,NA,NA,265.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45984,3.17102,5,5,NA,NA,NA,NA,NA,NA,NA,2575.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46032,3.41702,5,5,NA,NA,NA,NA,NA,NA,NA,2875.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46257,3.15252,5,5,NA,NA,NA,NA,NA,NA,NA,2342.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46459,1.68548,5,5,NA,NA,NA,NA,NA,915.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46630,1.51173,5,5,NA,NA,NA,NA,NA,NA,NA,1088.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46834,1.68214,4.94294,5,NA,NA,NA,NA,NA,1226.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47186,3.91108,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252.46,NA
47355,4.68567,5,3.75303,NA,NA,NA,NA,NA,NA,1102.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47424,4.24585,3.57741,5,NA,NA,NA,NA,NA,NA,131.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47659,5,4.57574,4.81817,NA,NA,NA,NA,NA,1158.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47837,4.46814,3.72321,5,NA,NA,NA,NA,NA,NA,NA,816.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48040,4.92573,4.19083,3.78301,NA,NA,NA,NA,NA,NA,NA,2264.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48390,3.25439,3.90484,4.6493,NA,NA,NA,NA,NA,NA,NA,520.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48436,3.50133,4.35714,5,NA,NA,NA,NA,NA,-66.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48654,4.08585,4.83931,5,NA,NA,NA,NA,NA,NA,NA,3420.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48843,4.12513,4.15705,4.15771,NA,NA,NA,NA,NA,NA,NA,857.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49104,4.12771,4.56309,3.86214,NA,NA,NA,NA,NA,NA,NA,292.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49287,5,4.93702,2.28987,NA,NA,NA,NA,NA,NA,NA,3229.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49403,5,3.83985,2.7584,NA,NA,NA,NA,NA,NA,325.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49722,5,4.03084,4.67896,NA,NA,NA,NA,NA,NA,12.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49981,3.99646,3.63283,5,NA,NA,NA,NA,NA,NA,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50007,3.83973,3.98369,3.69948,NA,NA,NA,NA,-2.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50267,4.80002,3.17122,3.22332,NA,NA,NA,NA,NA,607.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50434,5,1.05194,1.49378,NA,NA,NA,NA,NA,NA,NA,115.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50753,5,1.17594,0.909786,NA,NA,NA,NA,NA,NA,NA,509.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50911,5,1.25071,0.611395,NA,NA,NA,NA,NA,NA,NA,224.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51132,5,1.92107,1.2555,NA,NA,NA,NA,NA,NA,NA,652.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51222,4.87249,1.44292,1.14466,NA,NA,NA,NA,NA,187.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51534,5,2.79554,1.46036,NA,NA,NA,NA,NA,NA,164.823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51714,5,3.07645,2.88626,NA,NA,NA,NA,NA,NA,NA,244.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51976,5,1.7581,4.2795,NA,NA,NA,NA,NA,NA,NA,NA,31.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52130,5,2.20781,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.477,NA
52334,5,1.19715,5,NA,NA,NA,NA,NA,1895.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52462,5,1.20452,5,NA,NA,NA,NA,NA,NA,NA,1908.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52713,5,0.855382,4.71946,NA,NA,NA,NA,NA,NA,422.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52794,4.22619,1.69143,5,NA,NA,NA,NA,NA,NA,NA,NA,295.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53179,4.35207,0.0070424,3.51951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.764,NA
53362,4.27353,0.627825,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53531,2.27458,0.371165,5,NA,NA,NA,NA,NA,NA,633.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53698,2.90345,1.40926,5,NA,NA,NA,NA,NA,291.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53944,3.43888,2.934,5,NA,NA,NA,NA,NA,NA,NA,261.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54156,3.97158,3.83242,5,NA,NA,NA,NA,NA,NA,NA,-162.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54321,5,3.41012,4.65699,NA,NA,NA,NA,NA,NA,NA,1717.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54447,5,2.19477,4.64132,NA,NA,NA,NA,NA,NA,NA,1810.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54732,4.73674,0.47709,4.96861,NA,NA,NA,NA,NA,NA,NA,3229.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54986,4.96079,-1.25755,3.20388,NA,NA,NA,NA,NA,NA,NA,2945.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55116,5,-1.95717,2.75354,NA,NA,NA,NA,NA,NA,NA,1650.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55347,4.42668,-1.41138,2.95242,NA,NA,NA,NA,NA,NA,NA,479.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55482,5,-1.06301,2.82363,NA,NA,NA,NA,NA,NA,NA,1288.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55624,5,1.40184,3.65624,NA,NA,NA,NA,NA,NA,NA,606.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55903,5,3.71957,1.89092,NA,NA,NA,NA,NA,238.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56011,4.86446,3.30242,0.0452777,NA,NA,NA,NA,NA,NA,NA,1254.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56320,5,5,0.473439,NA,NA,NA,NA,NA,NA,NA,2073.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56431,4.95407,5,-1.06793,NA,NA,NA,NA,NA,NA,NA,3980.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56742,4.84886,5,0.155848,NA,NA,NA,NA,NA,NA,NA,1201.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56821,5,5,0.758485,NA,NA,NA,NA,NA,1170.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57116,5,4.72278,0.375581,NA,NA,NA,NA,NA,NA,NA,3505.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57350,4.35141,5,0.941198,NA,NA,NA,NA,NA,1611.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57399,4.31782,4.18929,1.42718,NA,NA,NA,NA,NA,NA,223.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57757,5,4.70454,1.16567,NA,NA,NA,NA,NA,NA,NA,1345.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57811,5,5,0.434054,NA,NA,NA,NA,NA,NA,NA,2712.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58065,5,5,0.497829,NA,NA,NA,NA,NA,NA,NA,1610.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58225,5,4.82338,-0.707179,NA,NA,NA,NA,NA,NA,NA,15447.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58557,5,4.82095,-0.128409,NA,NA,NA,NA,NA,NA,NA,NA,1316.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58708,5,4.71008,-0.138017,NA,NA,NA,NA,NA,3540.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58898,3.95257,4.8979,-0.462182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.427,NA
59153,4.63364,4.73966,-0.325384,NA,NA,NA,NA,NA,NA,NA,NA,743.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59306,5,5,-0.655122,NA,NA,NA,NA,NA,5346.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59549,5,5,-1.88357,NA,NA,NA,NA,NA,NA,NA,3945.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59765,5,4.12947,-1.41215,NA,NA,NA,NA,NA,NA,NA,5986.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59858,4.73167,5,-1.99689,NA,NA,NA,NA,NA,NA,NA,6982.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60089,4.73602,5,-2.18994,NA,NA,NA,NA,NA,NA,NA,3054.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60272,4.14561,5,-0.331348,NA,NA,NA,NA,NA,NA,NA,2518.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60492,4.68721,5,-1.71506,NA,NA,NA,NA,NA,NA,1316.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60725,5,5,-1.90045,NA,NA,NA,NA,NA,NA,991.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60981,5,5,-1.6367,NA,NA,NA,NA,NA,NA,3814.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61048,4.10894,5,-1.77105,NA,NA,NA,NA,NA,-2.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61282,5,5,-2.5221,NA,NA,NA,NA,NA,NA,2003.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61462,5,5,-1.32955,NA,NA,NA,NA,NA,NA,NA,NA,3624.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61623,5,4.75754,-1.2456,NA,NA,NA,NA,NA,NA,NA,NA,3005.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61843,5,5,-0.897944,NA,NA,NA,NA,1510.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62072,4.7107,5,-1.39049,NA,NA,NA,NA,NA,NA,NA,NA,NA,3155.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62244,4.53644,4.01951,-1.11531,NA,NA,NA,NA,-0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62496,5,4.66435,-0.654647,NA,NA,NA,NA,NA,NA,NA,NA,803.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62643,4.40655,5,-1.55187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482.437,NA
62838,5,4.28986,-1.33607,NA,NA,NA,NA,NA,5447.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63035,5,4.14441,-2.03435,NA,NA,NA,NA,NA,1583.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63196,5,3.9018,-3.08675,NA,NA,NA,NA,NA,NA,NA,656.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63464,4.85183,2.62473,-2.13808,NA,NA,NA,NA,NA,NA,NA,688.178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63639,3.41954,4.08414,-1.80649,NA,NA,NA,NA,NA,NA,-23.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63894,4.79081,3.24512,-0.808757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787.97,NA
64003,5,3.40348,-0.196001,NA,NA,NA,NA,NA,NA,735.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64229,5,4.58739,-0.287682,NA,NA,NA,NA,NA,1676.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64497,5,4.68522,0.357575,NA,NA,NA,NA,NA,1990.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64723,4.86252,2.90289,-0.646336,NA,NA,NA,NA,NA,NA,NA,3072.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64978,5,2.83556,1.34873,NA,NA,NA,NA,NA,254.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65107,4.68077,3.22218,2.22197,NA,NA,NA,NA,NA,NA,410.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65386,4.0566,2.99188,-0.65789,NA,NA,NA,NA,NA,NA,47.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65512,4.41381,4.80401,-0.610886,NA,NA,NA,NA,NA,NA,1718.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65729,5,5,-0.177226,NA,NA,NA,NA,NA,1576.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65885,4.46442,4.43204,-0.711947,NA,NA,NA,NA,NA,NA,NA,896.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66032,5,5,-0.90167,NA,NA,NA,NA,NA,NA,NA,11486.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66192,3.77775,5,-0.600966,NA,NA,NA,NA,NA,NA,NA,2833.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66528,4.10178,4.94222,-1.56241,NA,NA,NA,NA,NA,NA,NA,3862.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66638,4.48523,4.91798,-2.52044,NA,NA,NA,NA,NA,NA,NA,514.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66948,3.55436,5,-3.76467,NA,NA,NA,NA,NA,32.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67142,2.94645,4.34414,-4.68686,NA,NA,NA,NA,NA,NA,NA,41.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67369,1.93144,5,-5,NA,NA,NA,NA,NA,NA,NA,494.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67505,3.62012,5,-3.86871,NA,NA,NA,NA,NA,273.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67681,5,5,-3.86168,NA,NA,NA,NA,NA,NA,NA,2472.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67914,4.90359,5,-5,NA,NA,NA,NA,NA,NA,NA,3322.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68089,5,3.70594,-5,NA,NA,NA,NA,NA,NA,NA,859.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68210,5,5,-4.46928,NA,NA,NA,NA,NA,NA,1531.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68501,5,4.72134,-5,NA,NA,NA,NA,NA,NA,NA,2682.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68775,5,5,-4.5487,NA,NA,NA,NA,NA,1393.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68842,5,5,-3.00021,NA,NA,NA,NA,NA,NA,NA,3251.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68996,5,4.78689,-2.85965,NA,NA,NA,NA,NA,NA,NA,2573.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
