id,x0,x1,x2,fitness8,fitness7.5,fitness7,fitness9.5,fitness8.5,fitness9,fitness6.5,fitness6,fitness10
60385,6.43619,7.91804,7.98548,NA,0.668,NA,NA,NA,NA,NA,NA,NA
60438,6.81484,7.77067,7.26294,0.783,NA,NA,NA,NA,NA,NA,NA,NA
60754,7.40657,7.71684,8.30724,NA,NA,0.842,NA,NA,NA,NA,NA,NA
60911,6.84465,7.83356,8.68528,0.653,NA,NA,NA,NA,NA,NA,NA,NA
61107,6.70192,8.0172,8.69281,NA,NA,NA,NA,0.553,NA,NA,NA,NA
61345,7.37072,7.84238,8.87955,NA,NA,NA,NA,0.678,NA,NA,NA,NA
61519,8.25381,7.08211,8.73665,NA,NA,NA,NA,NA,0.471,NA,NA,NA
61637,7.36986,8.04475,9.15173,0.645,NA,NA,NA,NA,NA,NA,NA,NA
61963,7.38093,8.37163,7.87758,NA,NA,NA,NA,0.791,NA,NA,NA,NA
62002,7.84449,7.29373,7.06476,NA,NA,NA,NA,NA,0.596,NA,NA,NA
62318,7.292,7.81443,7.27198,NA,NA,NA,NA,0.816,NA,NA,NA,NA
62519,7.21662,7.06407,7.29097,NA,NA,NA,NA,0.711,NA,NA,NA,NA
62649,7.80385,8.29471,8.03464,NA,NA,NA,NA,0.793,NA,NA,NA,NA
62873,7.70828,7.40385,8.18487,0.934,NA,NA,NA,NA,NA,NA,NA,NA
63018,8.5854,7.21528,7.63169,NA,NA,NA,NA,0.739,NA,NA,NA,NA
63208,8.19881,7.77232,7.56792,NA,0.932,NA,NA,NA,NA,NA,NA,NA
63552,8.28824,6.76632,6.58633,NA,0.503,NA,NA,NA,NA,NA,NA,NA
63675,7.93267,7.85135,7.46153,NA,NA,0.789,NA,NA,NA,NA,NA,NA
63818,7.71335,8.14894,7.5725,0.931,NA,NA,NA,NA,NA,NA,NA,NA
64123,7.97174,8.58615,7.32582,NA,0.82,NA,NA,NA,NA,NA,NA,NA
64387,7.62876,7.7402,7.3259,0.921,NA,NA,NA,NA,NA,NA,NA,NA
64460,7.00279,7.02755,7.52113,0.77,NA,NA,NA,NA,NA,NA,NA,NA
64718,8.36482,6.99097,8.33486,NA,0.734,NA,NA,NA,NA,NA,NA,NA
64954,8.31924,8.09625,8.41133,NA,0.81,NA,NA,NA,NA,NA,NA,NA
65162,8.7592,7.32933,7.68952,0.79,NA,NA,NA,NA,NA,NA,NA,NA
65288,7.96232,7.45345,7.09134,NA,NA,NA,NA,0.801,NA,NA,NA,NA
65532,8.1701,7.46006,8.06092,NA,0.904,NA,NA,NA,NA,NA,NA,NA
65667,7.7128,7.98262,8.73488,0.812,NA,NA,NA,NA,NA,NA,NA,NA
65811,8.44459,7.70934,7.96434,NA,0.886,NA,NA,NA,NA,NA,NA,NA
66018,7.8997,7.04262,7.21202,NA,0.845,NA,NA,NA,NA,NA,NA,NA
66252,8.09178,6.77777,8.02987,NA,NA,NA,NA,0.699,NA,NA,NA,NA
66423,7.49161,8.05428,7.74225,0.964,NA,NA,NA,NA,NA,NA,NA,NA
66682,8.01469,8.42698,7.23622,NA,0.833,NA,NA,NA,NA,NA,NA,NA
66967,8.29339,7.79917,7.25667,0.879,NA,NA,NA,NA,NA,NA,NA,NA
67197,8.02239,7.65214,7.50346,NA,NA,NA,NA,NA,0.771,NA,NA,NA
67245,7.3823,7.08068,7.24991,0.837,NA,NA,NA,NA,NA,NA,NA,NA
67449,7.82238,8.11257,7.05486,0.861,NA,NA,NA,NA,NA,NA,NA,NA
67610,7.21361,7.84965,7.52747,NA,NA,0.89,NA,NA,NA,NA,NA,NA
67896,7.41868,8.12087,7.99806,0.887,NA,NA,NA,NA,NA,NA,NA,NA
68153,8.05734,8.6559,7.96707,NA,NA,0.741,NA,NA,NA,NA,NA,NA
68299,7.73297,8.41645,7.03568,NA,NA,0.692,NA,NA,NA,NA,NA,NA
68575,8.11346,8.39576,6.68737,NA,NA,NA,NA,NA,NA,0.343,NA,NA
68647,8.17283,9.28891,6.95721,NA,0.48,NA,NA,NA,NA,NA,NA,NA
68967,8.23224,8.76148,7.37918,0.71,NA,NA,NA,NA,NA,NA,NA,NA
69199,7.83214,7.8656,7.62205,NA,NA,0.916,NA,NA,NA,NA,NA,NA
69213,7.03238,7.60215,7.23161,NA,0.849,NA,NA,NA,NA,NA,NA,NA
69570,7.66157,7.61657,7.91184,NA,NA,NA,NA,0.823,NA,NA,NA,NA
69732,7.23141,7.34897,7.97243,NA,NA,0.849,NA,NA,NA,NA,NA,NA
69935,7.12542,6.91645,7.60031,NA,0.791,NA,NA,NA,NA,NA,NA,NA
70176,7.70471,7.94261,8.75632,NA,0.798,NA,NA,NA,NA,NA,NA,NA
70215,7.45233,7.99209,7.67101,0.919,NA,NA,NA,NA,NA,NA,NA,NA
70572,7.84429,6.7036,7.01546,NA,0.686,NA,NA,NA,NA,NA,NA,NA
70780,8.48815,7.895,9.14374,NA,NA,0.549,NA,NA,NA,NA,NA,NA
70890,8.45465,7.05632,7.75224,NA,0.799,NA,NA,NA,NA,NA,NA,NA
71134,8.51162,6.93447,8.02861,NA,NA,NA,NA,0.67,NA,NA,NA,NA
71386,7.60332,6.29991,7.71925,0.632,NA,NA,NA,NA,NA,NA,NA,NA
71421,8.48584,8.17257,8.5187,0.706,NA,NA,NA,NA,NA,NA,NA,NA
71781,8.36452,7.31478,7.49201,0.828,NA,NA,NA,NA,NA,NA,NA,NA
71893,7.67926,7.1685,8.00125,NA,NA,NA,NA,NA,0.691,NA,NA,NA
72086,7.29457,6.99575,7.03428,NA,0.748,NA,NA,NA,NA,NA,NA,NA
72253,7.66816,8.35466,8.26615,0.861,NA,NA,NA,NA,NA,NA,NA,NA
72472,7.7456,8.22811,7.60777,NA,0.925,NA,NA,NA,NA,NA,NA,NA
72705,7.66271,8.64244,7.52479,0.845,NA,NA,NA,NA,NA,NA,NA,NA
72837,8.39133,8.93357,7.07243,0.6,NA,NA,NA,NA,NA,NA,NA,NA
73009,7.96122,7.9002,9.07497,0.703,NA,NA,NA,NA,NA,NA,NA,NA
73231,7.59774,7.65232,8.35665,0.892,NA,NA,NA,NA,NA,NA,NA,NA
73494,7.33724,8.76576,6.85399,0.587,NA,NA,NA,NA,NA,NA,NA,NA
73725,8.08382,7.74838,6.83886,0.812,NA,NA,NA,NA,NA,NA,NA,NA
73974,7.19088,8.01082,6.77865,0.719,NA,NA,NA,NA,NA,NA,NA,NA
74024,7.49323,7.49318,6.97845,NA,NA,NA,NA,NA,0.666,NA,NA,NA
74294,8.10494,7.65006,7.65881,0.958,NA,NA,NA,NA,NA,NA,NA,NA
74414,8.2548,7.67536,7.32654,0.866,NA,NA,NA,NA,NA,NA,NA,NA
74621,7.96539,7.82804,7.79111,NA,0.979,NA,NA,NA,NA,NA,NA,NA
74801,9.30824,6.78909,8.22928,0.399,NA,NA,NA,NA,NA,NA,NA,NA
75114,8.07169,8.71591,7.24595,0.72,NA,NA,NA,NA,NA,NA,NA,NA
75226,8.55869,8.18748,7.33892,NA,0.796,NA,NA,NA,NA,NA,NA,NA
75514,7.99547,7.53465,8.57727,NA,0.847,NA,NA,NA,NA,NA,NA,NA
75690,7.79789,7.74814,8.57747,0.821,NA,NA,NA,NA,NA,NA,NA,NA
75951,8.06102,8.01789,8.48788,NA,0.841,NA,NA,NA,NA,NA,NA,NA
76130,8.48003,7.73561,7.46391,NA,NA,0.754,NA,NA,NA,NA,NA,NA
76309,8.27503,8.11109,8.91733,NA,NA,NA,NA,NA,NA,0.449,NA,NA
76457,7.89372,8.37006,8.07165,0.885,NA,NA,NA,NA,NA,NA,NA,NA
76628,9.18903,7.26073,7.81951,NA,NA,0.552,NA,NA,NA,NA,NA,NA
76967,7.07274,7.25456,8.58293,NA,0.72,NA,NA,NA,NA,NA,NA,NA
77110,7.30199,7.16079,8.29538,0.831,NA,NA,NA,NA,NA,NA,NA,NA
77392,7.54345,7.96803,8.20402,0.93,NA,NA,NA,NA,NA,NA,NA,NA
77427,8.08884,7.16061,7.98079,NA,NA,NA,NA,0.827,NA,NA,NA,NA
77690,8.51555,7.75879,8.13334,0.793,NA,NA,NA,NA,NA,NA,NA,NA
77871,8.55828,8.01457,7.31063,NA,NA,0.762,NA,NA,NA,NA,NA,NA
78115,7.29902,7.66869,7.98438,NA,NA,NA,NA,0.892,NA,NA,NA,NA
78291,7.77003,7.83662,8.37871,NA,0.889,NA,NA,NA,NA,NA,NA,NA
78416,6.76654,7.14423,6.64067,NA,0.519,NA,NA,NA,NA,NA,NA,NA
78678,7.57828,8.165,7.29694,0.917,NA,NA,NA,NA,NA,NA,NA,NA
78861,7.52089,7.97584,6.55947,NA,NA,0.646,NA,NA,NA,NA,NA,NA
79133,7.20288,7.87791,7.16802,NA,NA,NA,NA,0.79,NA,NA,NA,NA
79304,8.01318,7.16991,6.75882,0.705,NA,NA,NA,NA,NA,NA,NA,NA
79481,8.31213,7.81504,7.06626,0.825,NA,NA,NA,NA,NA,NA,NA,NA
79789,8.07762,8.29878,6.918,0.755,NA,NA,NA,NA,NA,NA,NA,NA
79954,7.19739,6.99381,7.78783,NA,NA,NA,NA,NA,0.634,NA,NA,NA
80105,7.68559,6.70124,8.77853,NA,0.593,NA,NA,NA,NA,NA,NA,NA
80366,8.09196,7.97635,8.58789,NA,NA,0.701,NA,NA,NA,NA,NA,NA
80476,8.14585,7.62467,7.28894,NA,NA,NA,NA,0.863,NA,NA,NA,NA
80800,7.66153,8.69853,8.12136,NA,NA,NA,NA,NA,0.622,NA,NA,NA
80841,7.96703,7.62704,6.75552,0.775,NA,NA,NA,NA,NA,NA,NA,NA
81067,6.96376,6.95789,8.15928,0.707,NA,NA,NA,NA,NA,NA,NA,NA
81244,8.37876,8.96606,8.51641,NA,0.528,NA,NA,NA,NA,NA,NA,NA
81453,7.62865,7.17248,8.65547,NA,0.769,NA,NA,NA,NA,NA,NA,NA
81800,7.54117,6.49085,7.2961,NA,0.671,NA,NA,NA,NA,NA,NA,NA
81808,6.6437,8.1561,7.23579,NA,0.685,NA,NA,NA,NA,NA,NA,NA
82191,7.12467,7.47236,6.83567,NA,0.756,NA,NA,NA,NA,NA,NA,NA
82203,8.39763,7.98974,7.06746,NA,0.809,NA,NA,NA,NA,NA,NA,NA
82507,8.46509,7.66535,7.87937,NA,NA,NA,NA,NA,0.668,NA,NA,NA
82651,7.68493,7.75308,7.46046,NA,NA,NA,NA,NA,0.709,NA,NA,NA
82864,7.36284,7.7458,7.68945,NA,NA,NA,NA,NA,0.73,NA,NA,NA
83042,6.88072,7.70877,7.41962,0.798,NA,NA,NA,NA,NA,NA,NA,NA
83269,8.69679,7.79652,7.40807,0.816,NA,NA,NA,NA,NA,NA,NA,NA
83495,7.76919,8.29452,7.63845,0.93,NA,NA,NA,NA,NA,NA,NA,NA
83623,7.45076,8.05174,8.01421,NA,0.932,NA,NA,NA,NA,NA,NA,NA
83930,8.01737,9.155,7.22765,NA,NA,NA,NA,0.542,NA,NA,NA,NA
84096,8.45191,8.17776,8.33579,0.775,NA,NA,NA,NA,NA,NA,NA,NA
84293,7.96266,7.78329,8.18903,0.887,NA,NA,NA,NA,NA,NA,NA,NA
84562,8.27141,7.26322,7.75017,NA,NA,NA,NA,0.791,NA,NA,NA,NA
84645,7.6012,7.77724,7.91757,NA,0.976,NA,NA,NA,NA,NA,NA,NA
84868,7.18116,7.79299,8.12115,NA,NA,NA,NA,0.766,NA,NA,NA,NA
85136,8.51115,6.91507,7.98248,0.732,NA,NA,NA,NA,NA,NA,NA,NA
85267,7.61914,7.60245,8.20954,NA,NA,NA,NA,NA,0.769,NA,NA,NA
85519,7.68416,7.83719,8.31708,NA,0.927,NA,NA,NA,NA,NA,NA,NA
85668,7.18315,8.18056,8.17946,NA,0.832,NA,NA,NA,NA,NA,NA,NA
85922,7.80762,7.84697,7.29669,NA,NA,0.835,NA,NA,NA,NA,NA,NA
86067,8.28083,7.4881,7.80675,NA,0.925,NA,NA,NA,NA,NA,NA,NA
86237,7.85098,7.12725,8.28904,0.842,NA,NA,NA,NA,NA,NA,NA,NA
86537,7.44292,7.32612,7.304,NA,NA,NA,NA,NA,0.669,NA,NA,NA
86723,8.16048,6.97861,6.90103,0.704,NA,NA,NA,NA,NA,NA,NA,NA
86814,7.35709,7.3254,7.78993,NA,NA,NA,NA,NA,0.754,NA,NA,NA
87113,7.39947,7.18438,8.15958,NA,NA,NA,NA,0.748,NA,NA,NA,NA
87386,6.93108,8.44814,7.83062,NA,NA,0.715,NA,NA,NA,NA,NA,NA
87589,8.47909,8.1768,8.82152,NA,NA,NA,NA,NA,0.453,NA,NA,NA
87669,7.50191,9.0714,7.91122,NA,NA,NA,NA,0.628,NA,NA,NA,NA
87807,8.35198,8.39345,7.75889,NA,0.826,NA,NA,NA,NA,NA,NA,NA
88174,7.58408,8.12809,6.98507,0.843,NA,NA,NA,NA,NA,NA,NA,NA
88284,7.81061,8.21088,7.56523,NA,NA,0.77,NA,NA,NA,NA,NA,NA
88454,8.03627,7.23763,7.63053,NA,NA,NA,NA,0.864,NA,NA,NA,NA
88687,7.01379,7.83288,8.49634,NA,NA,NA,NA,0.668,NA,NA,NA,NA
88807,6.80054,7.65766,8.42436,NA,NA,NA,NA,0.608,NA,NA,NA,NA
89119,8.13981,5.90445,8.7752,NA,0.304,NA,NA,NA,NA,NA,NA,NA
89232,8.33447,7.1419,8.66143,0.677,NA,NA,NA,NA,NA,NA,NA,NA
89448,8.34909,7.75002,8.16858,0.87,NA,NA,NA,NA,NA,NA,NA,NA
89609,7.61134,7.36575,7.97378,NA,NA,0.807,NA,NA,NA,NA,NA,NA
89808,8.47046,6.50725,7.86475,NA,0.607,NA,NA,NA,NA,NA,NA,NA
90009,7.82592,7.55324,7.65851,0.97,NA,NA,NA,NA,NA,NA,NA,NA
90242,7.1706,7.52093,8.34158,NA,0.823,NA,NA,NA,NA,NA,NA,NA
90450,7.58278,8.01304,8.05593,NA,NA,NA,NA,NA,0.738,NA,NA,NA
90655,7.72596,8.04645,7.97209,0.961,NA,NA,NA,NA,NA,NA,NA,NA
90896,7.69985,7.70181,7.85665,0.994,NA,NA,NA,NA,NA,NA,NA,NA
91009,7.65785,7.51797,7.78138,NA,NA,0.862,NA,NA,NA,NA,NA,NA
91251,7.38992,8.09463,7.703,0.921,NA,NA,NA,NA,NA,NA,NA,NA
91482,8.04768,8.13908,8.71274,0.761,NA,NA,NA,NA,NA,NA,NA,NA
91610,7.76547,9.29602,8.19074,NA,NA,NA,NA,0.52,NA,NA,NA,NA
91953,7.63518,8.43923,8.64301,NA,NA,NA,NA,0.608,NA,NA,NA,NA
92180,7.25411,8.00933,7.62955,NA,NA,NA,NA,0.87,NA,NA,NA,NA
92362,8.07251,7.17118,7.86436,0.859,NA,NA,NA,NA,NA,NA,NA,NA
92411,7.68344,7.20339,7.5697,NA,NA,NA,NA,0.789,NA,NA,NA,NA
92790,8.22528,7.27771,7.6121,NA,NA,NA,NA,0.788,NA,NA,NA,NA
92972,7.80109,8.65477,7.50719,0.826,NA,NA,NA,NA,NA,NA,NA,NA
93153,7.7825,8.61196,7.28508,NA,0.821,NA,NA,NA,NA,NA,NA,NA
93296,7.89619,8.46282,7.68354,0.868,NA,NA,NA,NA,NA,NA,NA,NA
93531,7.8733,7.82568,8.19169,0.921,NA,NA,NA,NA,NA,NA,NA,NA
93784,7.74879,8.49276,8.61104,NA,NA,NA,NA,0.65,NA,NA,NA,NA
93806,7.28808,8.02169,7.82414,0.939,NA,NA,NA,NA,NA,NA,NA,NA
94136,8.52329,7.59776,7.81838,NA,NA,NA,NA,0.789,NA,NA,NA,NA
94238,7.86779,7.72017,7.99681,NA,0.965,NA,NA,NA,NA,NA,NA,NA
94489,7.95062,7.09906,6.94211,NA,NA,NA,NA,0.725,NA,NA,NA,NA
94783,7.70755,8.12361,7.42617,NA,NA,0.873,NA,NA,NA,NA,NA,NA
94977,7.73875,7.82185,9.49205,0.604,NA,NA,NA,NA,NA,NA,NA,NA
95020,6.88396,8.01352,8.16561,NA,0.797,NA,NA,NA,NA,NA,NA,NA
95275,7.96422,7.83631,7.49742,0.968,NA,NA,NA,NA,NA,NA,NA,NA
95547,7.63071,7.30113,7.51497,0.9,NA,NA,NA,NA,NA,NA,NA,NA
95740,8.24492,7.50088,7.56383,0.921,NA,NA,NA,NA,NA,NA,NA,NA
95923,7.50992,6.95621,7.47962,NA,NA,NA,NA,0.795,NA,NA,NA,NA
96198,7.62292,7.97113,6.89767,NA,0.843,NA,NA,NA,NA,NA,NA,NA
96366,7.59593,7.98772,7.1693,NA,0.919,NA,NA,NA,NA,NA,NA,NA
96428,7.60026,7.34959,6.94637,0.83,NA,NA,NA,NA,NA,NA,NA,NA
96619,8.58216,8.4262,7.81288,NA,0.755,NA,NA,NA,NA,NA,NA,NA
96946,7.79947,7.35173,7.58637,NA,0.955,NA,NA,NA,NA,NA,NA,NA
97024,8.90808,7.76363,7.54824,NA,NA,0.685,NA,NA,NA,NA,NA,NA
97233,7.89133,7.94538,7.10345,NA,0.891,NA,NA,NA,NA,NA,NA,NA
97547,7.51816,7.69661,8.23547,NA,0.926,NA,NA,NA,NA,NA,NA,NA
97617,8.16766,7.62825,8.7664,NA,NA,0.666,NA,NA,NA,NA,NA,NA
97909,7.44589,7.16337,7.59142,NA,NA,0.78,NA,NA,NA,NA,NA,NA
98104,7.72401,7.1935,6.97234,NA,0.827,NA,NA,NA,NA,NA,NA,NA
98203,7.42196,7.99695,8.19112,NA,NA,NA,NA,NA,0.731,NA,NA,NA
98552,7.42969,7.19024,7.13404,NA,NA,0.759,NA,NA,NA,NA,NA,NA
98758,7.64448,8.46809,6.44346,NA,NA,NA,NA,0.481,NA,NA,NA,NA
98806,7.51927,7.20468,7.74277,0.887,NA,NA,NA,NA,NA,NA,NA,NA
99159,6.78029,7.6592,7.2689,NA,NA,NA,NA,0.713,NA,NA,NA,NA
99313,8.5439,7.21957,6.65244,NA,0.595,NA,NA,NA,NA,NA,NA,NA
99579,7.41004,7.44267,7.03687,NA,0.862,NA,NA,NA,NA,NA,NA,NA
99791,6.7758,7.08379,8.42235,0.636,NA,NA,NA,NA,NA,NA,NA,NA
99922,7.29279,6.85962,6.87765,0.636,NA,NA,NA,NA,NA,NA,NA,NA
100084,7.92319,7.46982,6.86983,NA,0.814,NA,NA,NA,NA,NA,NA,NA
100338,7.56614,7.93807,7.75949,NA,NA,NA,NA,0.86,NA,NA,NA,NA
100553,8.15924,7.67681,8.1078,NA,0.918,NA,NA,NA,NA,NA,NA,NA
100627,7.64509,7.78255,8.33815,0.901,NA,NA,NA,NA,NA,NA,NA,NA
100988,7.87276,7.21408,7.46321,0.924,NA,NA,NA,NA,NA,NA,NA,NA
101119,7.51647,8.12418,7.4839,NA,0.945,NA,NA,NA,NA,NA,NA,NA
101218,7.30495,7.99535,7.33956,0.917,NA,NA,NA,NA,NA,NA,NA,NA
101469,7.17204,8.00928,8.51436,NA,0.802,NA,NA,NA,NA,NA,NA,NA
101607,7.13591,8.28155,8.50976,0.747,NA,NA,NA,NA,NA,NA,NA,NA
101830,7.46844,7.64994,6.96687,NA,0.86,NA,NA,NA,NA,NA,NA,NA
102075,7.50789,7.71558,8.28921,0.925,NA,NA,NA,NA,NA,NA,NA,NA
102294,6.8972,8.19475,7.15105,0.728,NA,NA,NA,NA,NA,NA,NA,NA
102451,6.79895,8.45047,7.1856,NA,NA,NA,NA,0.587,NA,NA,NA,NA
102660,7.68937,8.98324,7.98932,0.711,NA,NA,NA,NA,NA,NA,NA,NA
102926,7.75201,6.96345,6.81009,0.703,NA,NA,NA,NA,NA,NA,NA,NA
103092,7.44386,7.06356,6.88532,NA,NA,0.654,NA,NA,NA,NA,NA,NA
103293,7.21059,6.95414,7.03099,NA,0.719,NA,NA,NA,NA,NA,NA,NA
103540,7.60772,7.69985,8.39343,NA,0.912,NA,NA,NA,NA,NA,NA,NA
103757,7.02169,8.77773,7.83128,0.666,NA,NA,NA,NA,NA,NA,NA,NA
103911,7.87385,7.92131,8.03441,NA,NA,NA,NA,0.908,NA,NA,NA,NA
104077,8.9587,8.56859,8.09539,NA,NA,NA,NA,0.502,NA,NA,NA,NA
104333,8.97549,8.38765,7.55391,0.656,NA,NA,NA,NA,NA,NA,NA,NA
104524,8.18808,8.57897,8.37649,NA,NA,0.696,NA,NA,NA,NA,NA,NA
104608,8.28632,8.233,8.65695,NA,0.733,NA,NA,NA,NA,NA,NA,NA
104962,7.03134,8.92944,7.57407,0.656,NA,NA,NA,NA,NA,NA,NA,NA
105125,7.06428,8.01661,7.59124,0.845,NA,NA,NA,NA,NA,NA,NA,NA
105266,7.01562,7.32995,8.30508,NA,NA,NA,NA,0.686,NA,NA,NA,NA
105584,7.23417,6.82403,7.50481,NA,NA,0.733,NA,NA,NA,NA,NA,NA
105714,7.15887,6.57399,7.26418,0.614,NA,NA,NA,NA,NA,NA,NA,NA
105959,6.5371,8.50371,7.76955,0.607,NA,NA,NA,NA,NA,NA,NA,NA
106153,7.57215,8.42143,7.68067,NA,NA,0.841,NA,NA,NA,NA,NA,NA
106300,7.28104,8.20173,6.65469,NA,0.68,NA,NA,NA,NA,NA,NA,NA
106583,7.43417,7.96609,6.23697,NA,NA,0.53,NA,NA,NA,NA,NA,NA
106637,7.50645,6.96338,7.14144,NA,NA,0.743,NA,NA,NA,NA,NA,NA
106971,8.04121,7.50085,7.81697,NA,NA,0.827,NA,NA,NA,NA,NA,NA
107124,7.88551,7.31836,7.08983,NA,NA,0.732,NA,NA,NA,NA,NA,NA
107342,8.19837,7.89966,7.6394,NA,0.909,NA,NA,NA,NA,NA,NA,NA
107514,7.80425,7.74744,7.40479,NA,0.978,NA,NA,NA,NA,NA,NA,NA
107660,7.21342,7.29087,7.28559,0.87,NA,NA,NA,NA,NA,NA,NA,NA
107965,7.72368,7.44816,7.23023,NA,NA,NA,NA,0.822,NA,NA,NA,NA
108161,7.5279,7.75499,8.4015,0.875,NA,NA,NA,NA,NA,NA,NA,NA
108292,7.51425,7.30433,7.1046,NA,0.855,NA,NA,NA,NA,NA,NA,NA
108551,7.28054,7.68459,7.54158,NA,0.952,NA,NA,NA,NA,NA,NA,NA
108700,7.68767,7.2723,7.1626,NA,0.882,NA,NA,NA,NA,NA,NA,NA
108835,7.89167,7.77705,7.4631,NA,NA,0.887,NA,NA,NA,NA,NA,NA
109093,8.37673,8.21107,7.36242,NA,NA,0.774,NA,NA,NA,NA,NA,NA
109393,8.50297,8.28611,8.19011,NA,0.776,NA,NA,NA,NA,NA,NA,NA
109428,8.09704,7.11289,8.32274,NA,NA,NA,NA,0.659,NA,NA,NA,NA
109692,7.38528,7.16349,8.32784,NA,NA,0.786,NA,NA,NA,NA,NA,NA
109816,7.78149,7.04152,7.58615,0.893,NA,NA,NA,NA,NA,NA,NA,NA
110003,8.21579,7.25124,7.66119,NA,0.891,NA,NA,NA,NA,NA,NA,NA
110330,7.38361,7.38885,7.94959,NA,NA,NA,NA,0.866,NA,NA,NA,NA
110535,8.08628,7.52123,7.59571,0.961,NA,NA,NA,NA,NA,NA,NA,NA
110757,7.24401,7.27052,7.61883,NA,0.878,NA,NA,NA,NA,NA,NA,NA
110909,8.10081,7.19025,8.14875,NA,0.87,NA,NA,NA,NA,NA,NA,NA
111003,7.2294,6.57168,6.99525,NA,0.587,NA,NA,NA,NA,NA,NA,NA
111262,7.00948,7.33508,9.06121,NA,0.604,NA,NA,NA,NA,NA,NA,NA
111562,7.52489,6.69453,8.46282,0.664,NA,NA,NA,NA,NA,NA,NA,NA
111714,7.0342,8.25137,8.22601,NA,NA,NA,NA,0.676,NA,NA,NA,NA
111832,7.73876,7.4654,7.93984,NA,NA,NA,0.589,NA,NA,NA,NA,NA
112037,6.88605,7.96431,7.69218,NA,0.828,NA,NA,NA,NA,NA,NA,NA
112257,7.21896,7.77123,7.77447,NA,0.946,NA,NA,NA,NA,NA,NA,NA
112431,7.96341,7.80886,7.91153,NA,NA,0.912,NA,NA,NA,NA,NA,NA
112664,7.51308,7.8689,7.66044,NA,NA,0.918,NA,NA,NA,NA,NA,NA
112956,7.90623,7.36718,7.72497,NA,0.928,NA,NA,NA,NA,NA,NA,NA
113095,8.67916,8.41001,8.15688,NA,0.705,NA,NA,NA,NA,NA,NA,NA
113246,7.31118,8.15417,6.83512,0.712,NA,NA,NA,NA,NA,NA,NA,NA
113511,7.08798,8.87373,8.16962,0.66,NA,NA,NA,NA,NA,NA,NA,NA
113755,7.87708,8.63942,7.31529,0.806,NA,NA,NA,NA,NA,NA,NA,NA
113945,7.17416,7.39464,7.69261,0.912,NA,NA,NA,NA,NA,NA,NA,NA
114123,8.00973,7.04214,6.76196,NA,0.668,NA,NA,NA,NA,NA,NA,NA
114359,7.66489,8.12928,7.08375,NA,0.881,NA,NA,NA,NA,NA,NA,NA
114478,7.67836,7.89802,8.5638,NA,NA,0.776,NA,NA,NA,NA,NA,NA
114746,7.89881,7.81309,8.43946,NA,0.889,NA,NA,NA,NA,NA,NA,NA
114826,7.10403,7.78091,7.59213,NA,0.882,NA,NA,NA,NA,NA,NA,NA
115154,6.98359,7.74737,7.14348,NA,0.814,NA,NA,NA,NA,NA,NA,NA
115273,8.28638,8.12385,8.05256,0.858,NA,NA,NA,NA,NA,NA,NA,NA
115580,7.27581,7.44061,7.47857,NA,NA,0.853,NA,NA,NA,NA,NA,NA
115709,7.78878,6.73038,7.54474,NA,0.796,NA,NA,NA,NA,NA,NA,NA
115809,7.31741,6.98125,7.45964,NA,NA,NA,NA,0.771,NA,NA,NA,NA
116058,7.78794,7.73425,8.36106,NA,NA,0.868,NA,NA,NA,NA,NA,NA
116232,7.27954,7.61693,7.80388,NA,NA,0.859,NA,NA,NA,NA,NA,NA
116535,8.14967,7.92756,8.16697,0.902,NA,NA,NA,NA,NA,NA,NA,NA
116733,7.36743,7.53063,8.26193,0.872,NA,NA,NA,NA,NA,NA,NA,NA
116989,9.746,8.13755,7.72623,0.525,NA,NA,NA,NA,NA,NA,NA,NA
117079,8.6458,8.93153,8.16579,0.541,NA,NA,NA,NA,NA,NA,NA,NA
117231,7.37946,7.30705,7.87059,NA,NA,NA,NA,NA,NA,0.667,NA,NA
117574,8.50916,7.6083,7.5042,NA,0.849,NA,NA,NA,NA,NA,NA,NA
117773,7.52283,7.55598,7.05068,NA,NA,NA,NA,0.821,NA,NA,NA,NA
117972,8.59056,8.02737,7.53008,0.834,NA,NA,NA,NA,NA,NA,NA,NA
118143,8.1111,7.39576,7.6487,NA,NA,NA,NA,NA,0.755,NA,NA,NA
118358,8.65283,8.72941,7.56757,NA,0.676,NA,NA,NA,NA,NA,NA,NA
118413,8.50038,8.1929,7.0488,NA,0.728,NA,NA,NA,NA,NA,NA,NA
118767,8.13828,8.01558,7.39164,NA,NA,0.877,NA,NA,NA,NA,NA,NA
118892,8.02251,7.36562,7.60045,NA,NA,0.826,NA,NA,NA,NA,NA,NA
119060,7.6592,7.84915,8.13421,NA,NA,0.895,NA,NA,NA,NA,NA,NA
119307,7.82429,7.78776,8.59542,NA,NA,0.772,NA,NA,NA,NA,NA,NA
119588,7.59526,7.01679,8.07652,0.868,NA,NA,NA,NA,NA,NA,NA,NA
119717,7.33571,7.4803,8.73196,NA,0.77,NA,NA,NA,NA,NA,NA,NA
119991,8.27356,8.05088,8.02173,NA,0.887,NA,NA,NA,NA,NA,NA,NA
120011,8.72523,7.85528,7.90412,NA,0.816,NA,NA,NA,NA,NA,NA,NA
120283,7.30437,8.11785,7.98774,0.908,NA,NA,NA,NA,NA,NA,NA,NA
120564,7.6708,8.67773,6.9658,0.716,NA,NA,NA,NA,NA,NA,NA,NA
120687,7.60076,7.98093,7.4276,0.915,NA,NA,NA,NA,NA,NA,NA,NA
