id,x0,x1,x2,fitness-2.5,fitness-4.5,fitness-5,fitness-4,fitness-3.5
79801,-1.72085,2.85149,-5,NA,-73.462,NA,NA,NA
80130,-1.28435,2.87267,-5,NA,NA,-89.64,NA,NA
80283,-1.81784,4.69522,-4.80195,NA,NA,-71.602,NA,NA
80452,-1.55544,3.21124,-4.70462,NA,-36.006,NA,NA,NA
80742,-1.74352,3.46897,-5,NA,NA,NA,-35.271,NA
80891,-1.07041,3.83568,-5,NA,NA,NA,-55.725,NA
81158,-2.21694,3.49797,-4.62169,NA,NA,NA,-50.119,NA
81371,-2.04484,4.90915,-5,NA,NA,-72.077,NA,NA
81594,-0.947726,3.77483,-5,NA,NA,NA,-54.587,NA
81725,-2.97518,3.80435,-4.75308,NA,NA,-89.272,NA,NA
81972,-2.38649,4.18841,-4.82899,NA,-63.947,NA,NA,NA
82196,-2.96532,2.93711,-4.30081,NA,NA,-86.172,NA,NA
82268,-1.72257,3.55914,-5,NA,-15.187,NA,NA,NA
82494,-1.18694,4.37502,-5,NA,-59.941,NA,NA,NA
82711,-2.00234,3.66675,-5,NA,NA,-40.764,NA,NA
82942,-2.27476,3.71356,-5,NA,-48.489,NA,NA,NA
83145,-2.06008,4.63369,-4.94763,NA,NA,NA,-58.691,NA
83278,-1.91087,3.72337,-5,NA,NA,-39.135,NA,NA
83569,-1.4552,4.01932,-5,NA,-16.947,NA,NA,NA
83666,-1.75095,3.41589,-5,NA,NA,-32.494,NA,NA
83864,-2.32433,3.36493,-5,NA,NA,-48.274,NA,NA
84125,-2.72602,4.44966,-5,NA,-67.357,NA,NA,NA
84378,-2.53975,3.80954,-4.8666,NA,NA,-52.224,NA,NA
84451,-3.12634,3.43345,-4.38291,NA,NA,-92.959,NA,NA
84785,-2.87142,3.1876,-4.88346,NA,NA,-82.769,NA,NA
84923,-2.52168,4.32758,-5,NA,NA,-67.112,NA,NA
85186,-1.86329,4.42976,-5,NA,NA,-55.636,NA,NA
85376,-2.00646,4.44074,-5,NA,NA,-59.762,NA,NA
85584,-1.57845,4.25882,-5,NA,NA,-46.149,NA,NA
85692,-1.09768,3.85345,-4.92765,NA,-18.438,NA,NA,NA
85805,-1.19152,4.26871,-4.797,NA,NA,-55.63,NA,NA
86112,-2.51945,3.98365,-5,NA,NA,-58.827,NA,NA
86284,-1.51184,3.76757,-5,NA,NA,-39.054,NA,NA
86564,-1.93115,4.13415,-5,NA,NA,-52.819,NA,NA
86747,-2.73279,4.62351,-4.59822,NA,NA,-80.074,NA,NA
86995,-1.64941,5,-5,NA,NA,NA,-82.785,NA
87186,-2.90588,4.34536,-5,NA,-79.058,NA,NA,NA
87211,-2.02834,3.49829,-5,NA,NA,-60.178,NA,NA
87587,-2.16576,4.02791,-3.83634,NA,NA,-83.808,NA,NA
87636,-2.61203,3.42334,-4.70625,NA,NA,-83.06,NA,NA
87945,-2.71735,3.29515,-4.37189,NA,NA,-72.211,NA,NA
88090,-1.57484,3.46741,-5,NA,NA,-44.252,NA,NA
88221,-1.48805,3.82203,-4.58004,NA,-17.568,NA,NA,NA
88481,-1.27089,3.65264,-5,NA,NA,-43.161,NA,NA
88632,-1.78947,3.82732,-5,NA,NA,-49.631,NA,NA
88869,-2.0964,4.83086,-4.76465,NA,NA,-65.476,NA,NA
89088,-2.67349,3.96148,-5,NA,NA,-60.746,NA,NA
89395,-2.03218,3.90331,-5,NA,NA,-37.139,NA,NA
89564,-1.51241,4.09101,-5,NA,NA,-48.388,NA,NA
89717,-0.83702,3.7107,-4.85551,NA,NA,-65.56,NA,NA
89922,-1.64793,3.72359,-5,NA,-4.897,NA,NA,NA
90175,-1.95679,4.61731,-5,NA,NA,NA,-63.224,NA
90205,-1.53391,3.92066,-4.65328,NA,-13.052,NA,NA,NA
90443,-1.69129,4.75579,-4.54614,NA,NA,-68.03,NA,NA
90652,-2.27285,3.72876,-4.37941,NA,NA,-48.774,NA,NA
90810,-1.35565,3.85376,-4.01088,NA,NA,-82.556,NA,NA
91081,-1.77985,3.34172,-4.92851,NA,NA,-37.934,NA,NA
91334,-2.16954,4.43702,-5,NA,NA,-58.351,NA,NA
91438,-1.7268,4.25541,-4.8496,NA,NA,-30.928,NA,NA
91713,-1.92238,4.24201,-5,NA,NA,-55.676,NA,NA
91881,-1.99568,4.12742,-4.09067,NA,NA,NA,-70.922,NA
92079,-2.46622,4.13516,-5,NA,NA,NA,NA,-69.821
92393,-2.30858,3.09787,-5,NA,-69.604,NA,NA,NA
92441,-1.80455,4.1138,-4.72447,NA,NA,-36.481,NA,NA
92705,-1.29828,3.32269,-5,NA,NA,-81.14,NA,NA
92896,-2.69631,3.38194,-4.96738,NA,NA,-86.353,NA,NA
93069,-1.81984,4.27227,-5,NA,NA,-46.121,NA,NA
93391,-2.27607,4.29702,-5,NA,-58.374,NA,NA,NA
93573,-1.97516,3.83862,-5,NA,NA,NA,-31.556,NA
93695,-1.0171,4.33204,-5,NA,-84.559,NA,NA,NA
93934,-1.53621,3.75682,-5,NA,NA,-41.828,NA,NA
94067,-1.47971,3.54647,-5,NA,-6.637,NA,NA,NA
94289,-1.85471,4.3243,-4.31941,NA,NA,-63.517,NA,NA
94508,-2.15414,4.16126,-4.67362,NA,NA,-54.695,NA,NA
94766,-1.01346,4.30835,-5,NA,NA,-58.776,NA,NA
94927,-1.99556,4.90507,-5,NA,NA,-71.266,NA,NA
95151,-2.24601,5,-5,NA,NA,-76.705,NA,NA
95278,-1.48535,3.74886,-5,NA,NA,-36.748,NA,NA
95589,-1.54741,4.11851,-5,NA,NA,-46.965,NA,NA
95755,-1.55307,3.57248,-5,NA,NA,-28.805,NA,NA
95880,-2.00032,4.01805,-5,NA,-32.082,NA,NA,NA
96116,-2.42074,4.01604,-5,NA,-50.095,NA,NA,NA
96297,-2.2431,3.83222,-5,NA,NA,-59.716,NA,NA
96459,-1.63792,4.17274,-5,NA,NA,-39.045,NA,NA
96762,-1.78531,3.38765,-5,NA,NA,NA,-32.102,NA
96910,-1.80112,3.27903,-4.85132,NA,-38.017,NA,NA,NA
97120,-1.29183,3.60306,-5,NA,-11.819,NA,NA,NA
97237,-2.0505,4.00055,-4.96964,NA,NA,NA,-36.071,NA
97418,-0.988676,4.04008,-5,NA,NA,-73.973,NA,NA
97638,-1.99801,4.31679,-5,NA,NA,-63.32,NA,NA
97883,-1.49656,3.65428,-4.35643,NA,NA,-48.262,NA,NA
98067,-1.64362,4.45428,-5,NA,-48.712,NA,NA,NA
98205,-2.13621,5,-4.59913,NA,NA,-80.626,NA,NA
98575,-2.09289,4.27176,-5,NA,NA,-60.688,NA,NA
98754,-1.75783,3.71022,-4.53083,NA,NA,-35.695,NA,NA
98866,-1.27017,4.51566,-5,NA,NA,NA,-76.119,NA
99094,-2.49142,4.62581,-5,NA,-66.915,NA,NA,NA
99330,-1.52303,5,-5,NA,-76.92,NA,NA,NA
99554,-1.92357,3.59449,-5,NA,NA,-44.35,NA,NA
99756,-2.13776,3.62671,-5,NA,NA,NA,-42.781,NA
99920,-1.43596,3.50642,-5,NA,NA,-58.726,NA,NA
100080,-1.41529,4.00704,-5,NA,NA,-44.482,NA,NA
100354,-1.69119,3.97487,-5,NA,NA,-48.533,NA,NA
100427,-0.96597,3.29745,-4.79857,NA,NA,-73.98,NA,NA
100608,-2.18274,4.12068,-5,NA,NA,-51.251,NA,NA
100896,-1.48019,4.31285,-5,NA,NA,-63.243,NA,NA
101118,-2.1349,4.61082,-5,NA,NA,-60.339,NA,NA
101242,-1.52524,4.11042,-5,NA,-31.47,NA,NA,NA
101597,-2.26799,4.16123,-5,NA,NA,-47.924,NA,NA
101666,-1.40937,4.5118,-4.71693,NA,NA,-58.551,NA,NA
101831,-0.788167,4.69057,-5,NA,NA,-80.788,NA,NA
102140,-1.21167,4.5265,-5,NA,NA,-74.088,NA,NA
102394,-2.26552,4.40816,-4.62952,NA,NA,NA,NA,-79.898
102530,-1.70596,5,-4.30809,NA,-74.369,NA,NA,NA
102683,-2.6478,4.42961,-4.84583,NA,NA,-73.995,NA,NA
102803,-2.07135,3.19355,-5,NA,NA,-69.817,NA,NA
103083,-1.13394,4.2217,-5,NA,NA,-51.038,NA,NA
103308,-1.54574,4.59599,-4.74857,NA,NA,-65.837,NA,NA
103449,-1.99218,5,-5,NA,-67.794,NA,NA,NA
103667,-2.91668,4.88105,-5,NA,NA,-97.213,NA,NA
103990,-2.01912,3.28734,-4.17657,NA,NA,-60.71,NA,NA
104141,-1.33104,3.49539,-4.84773,NA,NA,NA,-28.748,NA
104271,-1.32305,3.90959,-5,NA,NA,NA,-24.046,NA
104518,-1.68927,5,-5,NA,NA,-72.303,NA,NA
104748,-1.53035,3.93573,-5,NA,NA,-42.693,NA,NA
104874,-2.10024,3.78038,-5,NA,-37.558,NA,NA,NA
105034,-1.72758,3.79442,-4.7005,NA,NA,NA,-14.837,NA
105332,-1.93097,3.39247,-5,NA,NA,NA,-41.492,NA
105549,-0.943856,4.06337,-5,NA,NA,NA,-65.224,NA
105669,-1.75955,3.86694,-5,NA,-10.539,NA,NA,NA
105932,-2.0984,4.50956,-5,NA,NA,-58.151,NA,NA
106164,-1.9102,4.30911,-4.2679,NA,NA,-54.473,NA,NA
106324,-1.34155,4.76002,-5,NA,NA,NA,-89.19,NA
106440,-1.53147,4.31343,-4.65694,NA,-38.843,NA,NA,NA
106774,-1.18074,2.79557,-5,NA,-120.85,NA,NA,NA
106909,-1.36291,3.90441,-5,NA,NA,NA,-16.143,NA
107072,-2.12117,4.63372,-5,NA,NA,-59.49,NA,NA
107308,-1.99805,4.463,-5,NA,-47.994,NA,NA,NA
107431,-2.63265,5,-4.99102,NA,NA,-92.42,NA,NA
107739,-2.21492,4.22521,-5,NA,NA,-49.692,NA,NA
107918,-1.65506,3.95737,-5,NA,-11.807,NA,NA,NA
108124,-2.5509,4.38281,-5,NA,NA,NA,NA,-84.481
108221,-2.05434,4.72638,-4.90614,NA,NA,-52.442,NA,NA
108505,-1.96413,4.06297,-5,NA,NA,-48.682,NA,NA
108642,-0.81068,4.09007,-5,NA,-68.835,NA,NA,NA
108863,-1.23711,3.58402,-4.54301,NA,NA,-59.357,NA,NA
109111,-2.65475,3.35653,-4.52299,NA,NA,-70.431,NA,NA
109254,-1.78425,4.24238,-4.93682,NA,NA,-38.381,NA,NA
109449,-1.68238,4.17254,-4.79242,NA,NA,-30.964,NA,NA
109687,-1.27116,4.25462,-5,NA,-47.862,NA,NA,NA
109870,-2.05274,3.60461,-5,NA,-34.258,NA,NA,NA
110139,-1.55554,4.24055,-4.7308,NA,NA,-41.813,NA,NA
110383,-2.45759,4.4152,-4.62368,NA,-61.019,NA,NA,NA
110440,-2.21628,3.66589,-4.52515,NA,NA,-56.142,NA,NA
110707,-2.17209,4.88076,-5,NA,NA,-73.437,NA,NA
110827,-2.41572,4.52793,-5,NA,NA,-67.546,NA,NA
111157,-1.61543,3.68282,-5,NA,NA,-47.541,NA,NA
111214,-2.45426,2.88592,-5,NA,-81.86,NA,NA,NA
111570,-1.83298,3.61962,-4.82445,NA,-14.018,NA,NA,NA
111706,-1.43803,3.37264,-4.54742,NA,-33.67,NA,NA,NA
111923,-2.04992,3.46501,-5,NA,NA,-63.603,NA,NA
112042,-1.78329,4.20129,-4.63435,NA,-39.545,NA,NA,NA
112275,-1.42515,4.97305,-4.75154,NA,NA,-85.578,NA,NA
112462,-0.930277,4.54165,-4.50203,NA,NA,-96.742,NA,NA
112608,-2.05064,3.65182,-4.0248,NA,-71.593,NA,NA,NA
112918,-1.7184,3.26947,-4.8596,NA,NA,-36.86,NA,NA
113050,-2.13538,3.49317,-5,NA,-36.039,NA,NA,NA
113209,-1.39337,4.61656,-5,NA,NA,-55.646,NA,NA
113531,-2.02877,4.37801,-4.78463,NA,NA,-58.671,NA,NA
113771,-1.80809,4.0157,-5,NA,NA,NA,-32.718,NA
113872,-1.00378,4.11084,-5,NA,NA,-64.622,NA,NA
114143,-2.18551,4.77294,-5,NA,NA,-70.679,NA,NA
114344,-1.88597,4.3266,-5,NA,NA,-55.466,NA,NA
114546,-1.93822,3.31555,-5,NA,NA,NA,-35.995,NA
114739,-1.60903,4.60542,-5,NA,NA,-70.211,NA,NA
114885,-3.10932,3.63331,-5,NA,NA,-86.153,NA,NA
115165,-2.38129,3.46461,-5,NA,NA,-52.283,NA,NA
115342,-2.02744,3.35562,-5,NA,NA,-54.23,NA,NA
115504,-1.3158,3.48392,-4.49724,NA,NA,-57.291,NA,NA
115620,-1.08578,3.51341,-4.81741,NA,-46.163,NA,NA,NA
115821,-1.63184,2.43361,-4.60198,NA,NA,-137.501,NA,NA
116041,-2.07752,3.14077,-4.95856,NA,NA,NA,-67.312,NA
116372,-2.05741,4.41833,-5,NA,-43.765,NA,NA,NA
116563,-1.66779,3.76378,-4.69615,NA,-10.915,NA,NA,NA
116665,-2.79882,3.50347,-4.47267,NA,-75.794,NA,NA,NA
116986,-2.24654,2.72645,-5,NA,-93.657,NA,NA,NA
117071,-1.61931,4.71723,-5,NA,-51.234,NA,NA,NA
117203,-1.49573,4.35242,-5,NA,-38.617,NA,NA,NA
117514,-2.70081,4.32363,-5,NA,NA,-76.007,NA,NA
117767,-2.74403,3.86062,-5,NA,NA,-63.504,NA,NA
117975,-2.06343,3.37726,-5,NA,NA,NA,-35.399,NA
118118,-2.14872,3.73523,-4.46951,NA,NA,NA,-44.882,NA
118285,-1.93952,3.70307,-4.83653,NA,NA,NA,NA,-45.771
118592,-1.57352,3.68839,-5,NA,NA,NA,-35.013,NA
118693,-1.90169,2.73145,-5,NA,NA,NA,-105.361,NA
118928,-2.80436,3.47052,-4.55291,NA,NA,NA,-84.336,NA
119086,-2.08697,4.6034,-5,NA,NA,NA,-62.989,NA
119295,-2.06249,3.2773,-5,NA,-37.627,NA,NA,NA
119555,-1.98196,4.04236,-5,NA,NA,-47.181,NA,NA
119630,-2.22407,4.06254,-5,NA,NA,-51.373,NA,NA
119840,-2.46854,4.15079,-5,NA,-54.239,NA,NA,NA
120186,-2.30131,3.78784,-4.51763,NA,NA,-51.94,NA,NA
120381,-2.85202,3.70992,-5,NA,NA,-77.069,NA,NA
120590,-2.69644,3.77231,-4.46677,NA,NA,-80.132,NA,NA
120647,-1.5327,3.17405,-4.77764,NA,NA,-68.643,NA,NA
120921,-2.74898,3.74367,-4.68247,NA,NA,-66.733,NA,NA
121196,-2.53258,3.71699,-5,NA,-59.989,NA,NA,NA
121310,-2.7451,3.42846,-4.93516,NA,NA,-81.544,NA,NA
121528,-1.84035,3.87629,-5,NA,-18.115,NA,NA,NA
121610,-2.41393,3.74003,-4.68818,NA,NA,-64.874,NA,NA
121858,-1.58691,3.47061,-5,NA,NA,NA,-28.319,NA
122150,-1.97495,3.73029,-5,NA,-31.324,NA,NA,NA
122242,-1.35107,4.13126,-5,NA,NA,-46.016,NA,NA
122492,-1.31007,3.69201,-4.90436,NA,NA,-37.727,NA,NA
122737,-1.58618,3.66221,-5,NA,NA,-45.486,NA,NA
122952,-1.0663,4.35522,-5,NA,NA,-56.89,NA,NA
123143,-1.88202,4.37187,-5,NA,NA,-55.794,NA,NA
123206,-1.5911,3.35632,-5,NA,NA,-45.176,NA,NA
123478,-2.18101,5,-4.43708,NA,NA,-84.373,NA,NA
123713,-2.26599,4.32863,-5,NA,NA,-50.147,NA,NA
123907,-1.90307,3.68175,-4.89981,NA,NA,-39.235,NA,NA
124146,-1.72206,3.52277,-4.71246,NA,NA,-39.693,NA,NA
124342,-2.352,4.30264,-5,NA,NA,-49.953,NA,NA
124440,-2.21669,4.1718,-5,NA,NA,-49.63,NA,NA
124708,-1.91546,5,-5,NA,NA,-79.815,NA,NA
124956,-2.63535,3.57702,-5,NA,-61.482,NA,NA,NA
125105,-2.23821,3.95242,-5,NA,-37.109,NA,NA,NA
125383,-1.61527,4.76747,-5,NA,-61.246,NA,NA,NA
125483,-1.79462,4.37274,-5,NA,NA,-48.354,NA,NA
125747,-1.6477,5,-5,NA,NA,-73.451,NA,NA
125824,-1.51226,4.833,-5,NA,NA,-71.846,NA,NA
126023,-1.83797,3.6386,-5,NA,-15.972,NA,NA,NA
126395,-2.16484,3.96854,-4.76885,NA,NA,-50.185,NA,NA
126558,-2.31328,4.7577,-4.75702,NA,-54.546,NA,NA,NA
126632,-1.79819,4.58296,-4.89234,NA,NA,NA,-48.286,NA
126938,-1.56698,4.39644,-5,NA,NA,-54.126,NA,NA
127062,-1.77764,4.26255,-5,NA,NA,-41.237,NA,NA
127213,-1.64441,3.50131,-5,NA,NA,-38.551,NA,NA
127513,-2.58874,4.41564,-4.78048,NA,NA,-73.114,NA,NA
127799,-1.97723,3.93766,-5,NA,NA,-38.4,NA,NA
127951,-1.50269,3.76788,-5,NA,NA,-38.067,NA,NA
128077,-1.79558,3.80728,-4.364,NA,NA,-42.637,NA,NA
128381,-1.70134,4.04192,-4.49429,NA,NA,NA,-40.025,NA
128509,-2.6392,4.92293,-4.71127,NA,NA,-83.386,NA,NA
128723,-2.14865,5,-5,NA,NA,-79.064,NA,NA
128824,-1.06863,4.20551,-4.33235,NA,-40.739,NA,NA,NA
129005,-2.37565,3.64085,-4.81375,NA,NA,NA,-74.04,NA
129333,-2.63349,3.88018,-5,NA,-59.829,NA,NA,NA
129493,-2.49928,4.57666,-4.70422,NA,-65.773,NA,NA,NA
129699,-2.58809,4.02998,-4.69258,NA,NA,-63.368,NA,NA
129849,-1.98058,3.64227,-5,NA,-28.876,NA,NA,NA
130009,-1.41863,3.25048,-4.94271,NA,NA,NA,-39.371,NA
130281,-1.74441,4.02589,-5,NA,NA,-42.344,NA,NA
130476,-1.14794,4.26227,-5,NA,NA,-52.836,NA,NA
130707,-1.99205,3.86271,-5,NA,NA,-34.513,NA,NA
130893,-1.73997,3.49033,-5,NA,NA,-32.712,NA,NA
131141,-2.02071,4.13096,-4.21745,NA,NA,NA,-59.542,NA
131379,-2.5488,5,-4.29991,NA,NA,-89.889,NA,NA
131520,-1.94699,5,-5,NA,-70.998,NA,NA,NA
131700,-1.97873,4.10679,-5,NA,-32.939,NA,NA,NA
131947,-1.69641,4.15023,-4.52359,NA,NA,NA,-40.092,NA
132197,-1.1644,4.32763,-5,NA,NA,-58.002,NA,NA
132380,-1.74931,5,-4.80929,NA,NA,-70.323,NA,NA
132583,-2.20908,3.75732,-5,NA,-37.075,NA,NA,NA
132602,-1.63301,3.61857,-4.76861,NA,-11.801,NA,NA,NA
132826,-1.28991,4.61894,-5,NA,-66.149,NA,NA,NA
133190,-1.52891,3.45683,-5,NA,NA,-51.348,NA,NA
133210,-1.65061,3.27834,-5,NA,-38.095,NA,NA,NA
133446,-1.84445,3.80933,-5,NA,-20.297,NA,NA,NA
133725,-1.38225,3.71896,-4.55773,NA,NA,-56.191,NA,NA
133966,-1.39232,4.57697,-5,NA,NA,-57.374,NA,NA
134127,-1.17602,3.93651,-4.74836,NA,-20.819,NA,NA,NA
134207,-1.51944,3.4964,-5,NA,NA,-34.709,NA,NA
134434,-1.61384,3.93192,-4.75722,NA,NA,-50.791,NA,NA
134625,-2.57875,4.32303,-5,NA,NA,-72.209,NA,NA
134949,-2.31374,3.87188,-4.7385,NA,-38.842,NA,NA,NA
135122,-1.59096,4.25868,-3.91377,NA,-86.859,NA,NA,NA
135285,-1.62447,4.00253,-4.57461,NA,NA,-48.371,NA,NA
135595,-1.97818,4.03532,-5,NA,-35.952,NA,NA,NA
135653,-1.08103,3.38471,-5,NA,NA,-49.811,NA,NA
135941,-1.25215,3.43806,-5,NA,-36.776,NA,NA,NA
136147,-1.5312,3.71061,-5,NA,-5.092,NA,NA,NA
136399,-1.82764,3.75571,-5,NA,-22.368,NA,NA,NA
136448,-1.91179,3.03867,-5,NA,NA,NA,-74.712,NA
136653,-1.90552,3.66282,-4.95622,NA,-20.761,NA,NA,NA
136815,-2.31464,4.44832,-4.74677,NA,NA,-56.662,NA,NA
137055,-1.63214,3.49848,-5,NA,-19.176,NA,NA,NA
137235,-1.95822,3.60241,-5,NA,NA,-46.505,NA,NA
137427,-2.15593,3.17754,-5,NA,NA,-68.02,NA,NA
137775,-2.18241,4.13564,-4.58131,NA,NA,NA,-59.45,NA
137900,-1.18474,4.28114,-4.34172,NA,NA,NA,-106.012,NA
138115,-2.12652,4.02369,-4.81564,NA,NA,NA,-38.501,NA
138207,-1.61324,4.4098,-5,NA,NA,-51.378,NA,NA
138536,-1.58472,3.46291,-5,NA,NA,-43.036,NA,NA
138712,-1.53966,3.86014,-5,NA,NA,-28.182,NA,NA
138969,-1.67637,4.61634,-4.64593,NA,NA,-71.369,NA,NA
139053,-1.77597,5,-5,NA,NA,-72.864,NA,NA
139227,-2.17732,5,-4.53576,NA,NA,-81.976,NA,NA
139520,-2.09122,4.72905,-5,NA,NA,-59.579,NA,NA
139673,-1.95373,3.59051,-5,NA,NA,-47.616,NA,NA
139819,-2.19563,3.9765,-4.57203,NA,NA,-54.331,NA,NA
140002,-2.35833,4.36111,-4.4979,NA,-54.072,NA,NA,NA
140394,-1.17624,4.01492,-5,NA,NA,-47.707,NA,NA
140422,-2.46036,3.05443,-5,NA,-73.374,NA,NA,NA
140689,-1.57298,3.46323,-5,NA,NA,-44.566,NA,NA
140889,-1.60431,3.40378,-5,NA,NA,-41.254,NA,NA
141156,-1.75044,3.42248,-5,NA,NA,-31.312,NA,NA
141317,-1.70136,4.02685,-5,NA,-18.46,NA,NA,NA
141421,-2.36738,4.74343,-5,NA,-57.516,NA,NA,NA
141607,-1.58902,3.40307,-5,NA,-16.954,NA,NA,NA
141972,-2.53327,3.77073,-4.63783,NA,-57.648,NA,NA,NA
142038,-2.49388,3.83174,-5,NA,NA,-55.591,NA,NA
142377,-2.04384,4.25647,-4.51483,NA,NA,-50.18,NA,NA
142439,-2.79201,4.67467,-5,NA,NA,-82.134,NA,NA
142767,-2.76781,4.44719,-5,NA,-70.224,NA,NA,NA
142923,-2.49621,3.60872,-4.41257,NA,NA,-64.971,NA,NA
143091,-2.41004,3.74719,-4.76024,NA,NA,NA,-46.295,NA
143212,-1.57598,3.60008,-5,NA,NA,-44.227,NA,NA
143403,-1.66536,4.08819,-5,NA,NA,NA,-25.663,NA
143776,-2.20876,4.07425,-4.50368,NA,NA,-51.916,NA,NA
143890,-1.91305,4.39163,-5,NA,-47.114,NA,NA,NA
144034,-1.70156,3.22629,-5,NA,-40.822,NA,NA,NA
144261,-2.08398,2.97104,-5,NA,NA,-63.477,NA,NA
144490,-2.29039,3.77904,-5,NA,NA,NA,-43.289,NA
144745,-1.78786,3.63614,-5,NA,NA,-45.935,NA,NA
144898,-2.36295,4.13976,-4.77856,NA,-58.922,NA,NA,NA
145193,-2.01305,5,-5,NA,-68.632,NA,NA,NA
145319,-2.01878,5,-5,NA,-67.561,NA,NA,NA
145420,-1.81918,5,-5,NA,NA,-75.236,NA,NA
145715,-1.88017,3.84751,-5,NA,NA,-34.134,NA,NA
145847,-1.55233,4.64412,-5,NA,-56.976,NA,NA,NA
146067,-1.09556,4.39895,-5,NA,NA,-63.194,NA,NA
146253,-1.77343,4.85448,-4.79319,NA,-61.576,NA,NA,NA
146556,-2.32694,3.59927,-5,NA,-46.392,NA,NA,NA
146619,-2.12048,4.87902,-5,NA,-68.503,NA,NA,NA
146954,-1.86617,3.32582,-5,NA,-31.155,NA,NA,NA
147139,-1.46271,4.09715,-5,NA,-21.183,NA,NA,NA
147274,-1.27335,3.88268,-5,NA,NA,-44.66,NA,NA
147500,-1.52341,4.14783,-5,NA,NA,-50.423,NA,NA
147610,-1.54825,4.34654,-5,NA,NA,-53.951,NA,NA
147935,-2.15831,3.67224,-5,NA,NA,-50.133,NA,NA
148151,-2.21364,3.63408,-5,NA,-44.082,NA,NA,NA
148226,-1.39305,3.38838,-4.60902,NA,NA,NA,-30.979,NA
148406,-2.21531,3.3508,-4.58424,NA,NA,NA,-58.389,NA
148612,-1.35218,3.46017,-4.63698,NA,NA,NA,-18.471,NA
148982,-2.07511,3.62221,-5,NA,NA,-47.437,NA,NA
149179,-1.22823,3.69214,-5,NA,NA,-44.522,NA,NA
149330,-0.685269,3.92026,-4.88854,NA,NA,-73.299,NA,NA
149589,-1.48992,3.84971,-5,NA,NA,-36.812,NA,NA
149647,-1.45256,4.19845,-5,NA,NA,-62.495,NA,NA
149876,-1.21004,3.23146,-5,NA,NA,-76.792,NA,NA
150096,-1.78227,4.08262,-5,NA,NA,-42.919,NA,NA
150237,-1.88318,4.8194,-4.47874,NA,NA,-76.307,NA,NA
150516,-1.7768,4.07215,-5,NA,NA,-43.137,NA,NA
150788,-1.80655,5,-4.76705,NA,NA,-74.344,NA,NA
150885,-1.92641,5,-5,NA,NA,NA,-72.015,NA
151068,-2.5461,3.6902,-5,NA,-60.58,NA,NA,NA
151359,-1.8591,4.56769,-5,NA,NA,-59.618,NA,NA
151555,-1.27401,4.28754,-4.46827,NA,-63.566,NA,NA,NA
151632,-2.00733,3.45551,-5,NA,NA,NA,-34.749,NA
151921,-2.48665,4.08766,-5,NA,NA,NA,-65.69,NA
152050,-2.45423,4.45003,-5,NA,-61.307,NA,NA,NA
152366,-2.13309,4.23044,-4.35072,NA,NA,-55.753,NA,NA
152470,-1.38117,3.209,-5,NA,-33.22,NA,NA,NA
152642,-1.05212,4.40715,-4.74489,NA,NA,-64.882,NA,NA
152849,-1.38715,3.7241,-4.55415,NA,NA,-56.607,NA,NA
153199,-2.16815,3.6885,-5,NA,NA,NA,-56.538,NA
153389,-1.41979,3.98183,-5,NA,NA,-41.546,NA,NA
153487,-1.68462,4.35317,-5,NA,NA,-42.698,NA,NA
153664,-1.02814,3.97282,-5,NA,-40.333,NA,NA,NA
153807,-2.92643,3.77468,-4.19308,NA,NA,-76.858,NA,NA
154024,-2.48889,3.69484,-4.56425,NA,NA,-63.961,NA,NA
154266,-2.34332,3.93114,-5,NA,NA,-62.211,NA,NA
154555,-2.31189,4.1478,-5,NA,NA,-48.357,NA,NA
154632,-1.62754,3.74841,-5,NA,NA,-50.4,NA,NA
154947,-1.93925,3.68882,-4.17508,NA,NA,-74.01,NA,NA
155155,-1.39277,4.58518,-5,NA,NA,-56.934,NA,NA
155275,-1.173,4.23731,-5,NA,NA,-55.097,NA,NA
155536,-2.08376,3.61691,-5,NA,-33.507,NA,NA,NA
155604,-2.18657,3.52456,-4.6844,NA,NA,-52.6,NA,NA
155971,-1.89834,3.89217,-5,NA,-24.763,NA,NA,NA
156147,-2.30784,3.88492,-4.3896,NA,NA,-46.503,NA,NA
156351,-1.62058,3.67907,-4.22194,NA,NA,-55.613,NA,NA
156537,-1.80458,3.83083,-5,NA,NA,-48.234,NA,NA
156783,-1.98556,3.82328,-5,NA,NA,-33.808,NA,NA
156990,-1.35608,3.38315,-4.40004,NA,NA,-41.184,NA,NA
157119,-1.41768,3.81717,-5,NA,-8.914,NA,NA,NA
157373,-1.17255,4.21692,-5,NA,-50.507,NA,NA,NA
157559,-1.01996,4.1762,-5,NA,NA,-54.96,NA,NA
157704,-1.38544,4.13176,-5,NA,-20.8,NA,NA,NA
157985,-1.8043,4.21853,-5,NA,NA,-43.086,NA,NA
158185,-2.38011,5,-5,NA,-78.779,NA,NA,NA
158206,-2.38359,5,-5,NA,NA,-79.104,NA,NA
158549,-1.62454,3.89619,-5,NA,NA,-50.169,NA,NA
158626,-1.31834,4.56236,-5,NA,NA,-62.283,NA,NA
158917,-1.32396,4.65964,-5,NA,NA,-59.408,NA,NA
159112,-1.45834,3.63136,-5,NA,NA,-42.671,NA,NA
159390,-2.52832,4.3441,-5,NA,NA,-67.852,NA,NA
159451,-2.44658,3.80335,-4.87053,NA,NA,NA,-47.92,NA
159707,-2.34628,3.33224,-4.82577,NA,NA,-43.517,NA,NA
