id,x0,x1,x2,fitness2,fitness0.5,fitness1,fitness0,fitness-0.5,fitness-1.5,fitness-2,fitness-3,fitness-1,fitness-2.5,fitness2.5,fitness-3.5,fitness3,fitness1.5,fitness-5,fitness-4,fitness4,fitness3.5,fitness5,fitness4.5,fitness-4.5
34954,4.25064,3.73763,4.33824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.099,NA,NA,NA,NA
35068,4.6402,3.37838,4.28554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716.428,NA
35197,4.67984,3.31381,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1786.706,NA
35448,4.05672,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795.942,NA,NA
35630,5,5,4.2841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5546.409,NA,NA
35982,4.33508,5,4.70106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5005.655,NA,NA
36003,4.78195,5,4.30926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888.499,NA
36265,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.567,NA,NA,NA
36481,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3001.504,NA,NA,NA
36764,5,4.35635,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4812.576,NA
36811,4.92639,4.33624,4.68703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5985.889,NA,NA
37178,5,4.9157,4.15892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5487.853,NA,NA
37343,4.34569,5,3.92342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919.279,NA,NA
37472,3.79605,5,3.36027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050.836,NA,NA
37654,4.65731,4.20513,3.75414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1423.734,NA,NA
37949,4.76473,3.22588,3.76096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363.186,NA,NA
38072,5,3.47114,3.15195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.027,NA
38345,5,3.08704,2.82251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.27,NA
38566,5,2.81373,2.14636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.24,NA,NA
38604,5,3.02429,1.99195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.192,NA,NA,NA
38801,5,3.69707,0.242765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,901.824,NA,NA
39044,5,4.19542,-2.13841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248.694,NA,NA,NA,NA
39302,4.92392,4.55003,-3.80191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.754,NA
39534,5,3.77259,-4.79302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.606,NA,NA
39661,5,4.89069,-3.85065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331.474,NA,NA
39832,4.85472,5,-2.14145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5247.955,NA,NA
40003,3.79309,4.14442,-1.75371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.888,NA,NA
40261,3.64543,5,-1.04418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191.705,NA,NA
40442,4.62093,5,-0.82021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7475.277,NA,NA
40693,2.96917,4.8966,0.412914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.397,NA,NA
40865,2.63184,5,1.41639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.984,NA,NA
41127,3.23201,3.70561,-0.0913352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.837,NA,NA
41366,3.49188,4.25477,-0.840627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767.034,NA,NA
41573,4.54524,4.51708,-1.01859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.942,NA,NA
41744,5,3.05134,-0.210345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.159,NA,NA
41879,5,2.97707,-2.84999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.512,NA,NA
42138,5,2.74715,-2.02475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.679,NA,NA
42271,4.84089,2.40831,-1.41247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3614.282,NA,NA
42525,3.71366,4.21575,-1.53977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.841,NA,NA
42729,4.19004,5,-2.64062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177.328,NA,NA
42850,5,5,-3.9155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3115.141,NA,NA
43005,5,4.74993,-2.21466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433.357,NA,NA
43381,5,4.44627,-1.73599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.514,NA,NA
43549,4.85424,4.8342,-1.73909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175.369,NA,NA,NA,NA
43606,5,5,-1.90318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1201.068,NA,NA,NA,NA,NA,NA,NA,NA
43980,5,5,-1.03039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.017,NA,NA,NA,NA,NA,NA,NA
43995,5,5,-1.95879,1441.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44219,5,4.9441,-0.319075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44513,5,5,0.239373,737.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44601,5,5,-0.361703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1633.254,NA,NA,NA
44903,4.87115,4.85392,0.240869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5424.086,NA
45132,5,5,0.180894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1982.387,NA,NA
45228,4.68604,4.65388,-0.677089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7248.295,NA,NA
45463,5,4.10191,-0.785653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1580.286,NA,NA,NA
45634,5,4.47932,-0.184777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.275,NA,NA,NA,NA,NA,NA,NA,NA
45947,5,3.26665,-1.06396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.77,NA,NA,NA,NA,NA,NA,NA,NA
46124,5,2.65689,-1.44558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725.159,NA,NA,NA,NA,NA,NA,NA,NA
46329,4.84496,3.34541,-0.481061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.259,NA
46552,5,3.73983,-2.07735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1985.791,NA,NA
46621,5,5,-1.9814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7263.814,NA,NA
46789,3.83539,5,-3.94207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1038.168,NA,NA
47009,5,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2559.19,NA,NA
47269,5,4.89382,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3062.974,NA
47460,4.188,4.04488,-4.42346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.134,NA,NA,NA,NA
47598,3.21867,3.88382,-4.22049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.043,NA,NA
47804,3.32069,3.82412,-3.48651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.674,NA,NA
48090,5,3.16217,-3.59989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.939,NA,NA
48340,5,5,-4.18502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822.407,NA,NA
48482,5,5,-3.0858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.394,NA,NA,NA,NA,NA,NA,NA,NA
48698,3.63674,5,-3.98416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.046,NA,NA,NA,NA,NA,NA,NA,NA
48974,5,4.85522,-3.1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.234,NA,NA,NA,NA
49188,5,5,-4.51396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.421,NA,NA,NA,NA
49220,4.75348,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3601.469,NA,NA
49453,5,4.77388,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133.388,NA,NA,NA,NA
49608,4.55094,5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.825,NA,NA
49793,5,5,-4.95036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609.179,NA
50116,5,5,-3.75113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.376,NA,NA,NA,NA,NA,NA,NA,NA
50271,4.73737,4.82946,-2.32171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.271,NA,NA,NA,NA
50423,5,3.9626,-1.82861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.631,NA,NA
50722,5,3.80791,-0.666107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3767.31,NA,NA
50794,5,3.60736,-1.66673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.672,NA,NA,NA,NA
51128,5,2.3345,-1.29402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2692.309,NA,NA
51359,5,0.947833,-1.3324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.41,NA
51513,4.23736,-0.572751,-1.01047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.605,NA,NA,NA,NA
51638,5,-0.278793,-0.735089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12958.918,NA,NA
51809,2.72171,-0.854411,-0.404763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089.602,NA,NA
52109,2.67036,-1.41278,0.161714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.277,NA,NA
52329,2.66182,-2.48725,-0.877653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819.659,NA,NA
52530,3.33794,-2.20761,-0.949795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,904.083,NA,NA
52723,3.29662,-1.46254,-2.56426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1475.876,NA,NA
52823,3.66365,-0.607885,-1.19827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166.75,NA,NA
53054,4.0817,-0.551655,-1.84165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.867,NA,NA
53350,4.73386,1.02419,-1.27028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.084,NA,NA,NA,NA
53513,3.72692,-0.422928,-1.84861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.375,NA,NA
53687,3.97534,-0.509202,-2.57429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.615,NA
53898,3.9259,-1.39746,-1.47205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732.593,NA,NA,NA,NA
54001,5,0.646039,-0.709561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.542,NA,NA,NA,NA,NA,NA,NA,NA
54334,5,1.41306,-0.846102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936.962,NA
54460,4.62096,2.7893,-0.74495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979.986,NA,NA
54720,4.70675,2.41976,-1.31225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129.842,NA,NA
54835,4.9512,4.5696,-1.01407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2335.644,NA,NA
55153,5,5,-0.866755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15925.399,NA,NA
55326,4.0916,4.63475,-1.40815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2878.344,NA,NA
55557,4.33661,4.2289,0.514124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,466.974,NA,NA
55735,2.83667,5,1.49194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.415,NA,NA
55971,4.15467,5,-0.245876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3566.68,NA,NA
56118,4.47356,5,-1.61707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.778,NA,NA
56284,5,5,-2.98763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3237.884,NA,NA
56445,5,3.83515,-2.11903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486.191,NA,NA
56779,5,5,-0.984581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8090.911,NA,NA
56852,3.69308,5,-0.488046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.071,NA,NA
57005,4.3768,4.96808,-1.30449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5530.163,NA,NA
57255,3.85922,3.82508,-0.124148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-963.303,NA,NA
57448,5,4.58876,-0.856785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5072.755,NA,NA
57728,5,3.23056,-0.90672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907.778,NA,NA,NA,NA
57966,5,2.29187,-0.394095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915.124,NA,NA
58104,5,2.64468,-0.057354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.847,NA
58284,4.75044,3.64758,2.45351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.168,NA,NA
58478,4.28929,5,2.35362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.507,NA
58706,2.67528,4.75963,2.47344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.53,NA,NA
58927,1.41088,4.831,1.65824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.443,NA,NA,NA,NA
59183,2.56335,4.69057,-0.144031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59348,3.20956,5,0.258484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.514,NA,NA,NA,NA,NA,NA,NA
59509,2.94317,5,-0.974097,NA,156.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59690,4.13003,5,-1.29781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59807,2.89724,5,-2.13885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.328,NA,NA,NA,NA
60031,1.64415,4.78192,-1.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.045,NA
60258,2.53346,5,-0.396384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.903,NA,NA
60412,2.71968,5,-0.582667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659.559,NA,NA
60710,1.90983,5,-1.08773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.7,NA,NA
60825,1.29394,5,-1.68499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1179.802,NA,NA
61036,2.61249,5,-0.963285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1236.581,NA,NA
61261,3.51282,5,-0.289503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.751,NA,NA
61582,5,5,-0.67194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10654.017,NA,NA
61589,5,4.23918,0.978651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225.068,NA,NA
61918,5,4.94461,1.20543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886.757,NA,NA
62015,3.4453,5,-0.118609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1367.41,NA,NA
62266,3.77335,4.44522,-0.187501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.335,NA,NA
62568,2.77347,3.14126,1.25673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.985,NA,NA,NA,NA
62705,5,2.74669,-0.145165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.38,NA
62815,4.77518,3.67354,-1.18503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531.701,NA,NA,NA,NA
63017,4.90671,2.90116,-0.845287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3188.311,NA,NA
63314,3.09507,4.9064,-1.72025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.362,NA,NA
63502,4.45518,5,-1.35479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2784.607,NA,NA
63650,5,4.22322,-2.64258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262.346,NA,NA
63972,5,5,-2.21438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123.313,NA,NA
64091,4.58352,5,-2.13323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.407,NA
64194,5,5,-0.523446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3593.269,NA,NA
64498,5,5,-0.635174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9201.957,NA,NA
64717,5,5,-1.25228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4633.837,NA
64827,5,5,-1.49389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3074.144,NA
65176,4.62672,4.38731,-1.57221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589.736,NA,NA
65370,4.23078,5,-1.27188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6544.59,NA,NA
65426,4.85408,4.23433,-1.61458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3986.716,NA
65635,5,5,-1.43772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2634.919,NA
65847,5,4.93153,-2.47713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517.225,NA
66131,5,5,-3.20112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.94,NA,NA
66245,5,5,-2.80774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1142.174,NA,NA
66552,5,4.6446,-3.88129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770.073,NA,NA
66768,5,5,-2.88488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2425.521,NA,NA
66843,5,4.61759,-1.10892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.014,NA,NA
67008,5,4.99804,-1.94154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198.336,NA,NA,NA,NA
67369,4.19586,4.64297,-4.06771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.139,NA,NA,NA,NA,NA,NA,NA,NA
67576,4.33373,5,-3.13971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838.788,NA
67759,4.33586,4.51473,-3.61586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.16,NA
67874,3.33926,5,-2.77172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.138,NA
68032,3.8884,4.80601,-4.11972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.2,NA,NA
68259,4.90756,5,-4.08282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3668.312,NA,NA
68401,4.08755,5,-3.45287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.721,NA,NA
68667,4.76301,5,-3.12679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2848.563,NA,NA
68986,5,5,-2.18339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3482.099,NA,NA
