id,x0,x1,x2,fitness-4,fitness-2,fitness-1,fitness-0.5,fitness0,fitness-2.5,fitness-3.5,fitness-3,fitness-1.5,fitness0.5,fitness2,fitness1.5,fitness3,fitness5,fitness4.5,fitness3.5,fitness1,fitness2.5,fitness-4.5,fitness-5,fitness4
34890,5,5,-1.37191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3221.387,NA,NA,NA,NA,NA
35141,5,5,-0.6087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648.068,NA,NA,NA,NA,NA
35225,4.89956,4.95585,-0.630593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2047.355,NA,NA,NA,NA,NA
35575,3.28939,4.91875,0.766899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.497,NA,NA,NA,NA,NA,NA
35763,4.22622,4.5965,-0.0713904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643.119,NA,NA,NA,NA,NA,NA,NA
35903,5,4.90311,-0.758708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16618.253,NA,NA,NA,NA,NA,NA,NA
36113,4.43011,5,-0.355979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1619.441,NA,NA,NA,NA,NA,NA,NA
36244,5,4.50789,0.903767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.52,NA,NA,NA,NA,NA,NA,NA
36576,3.97545,4.15637,1.30722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-50.74,NA,NA,NA,NA,NA,NA
36640,4.27405,5,0.646231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1289.716,NA,NA,NA,NA,NA,NA,NA
36820,5,5,0.30634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3848.951,NA,NA,NA,NA,NA,NA
37156,5,5,0.411923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2998.031,NA,NA,NA,NA,NA,NA,NA
37340,5,4.69585,-1.28657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3225.791
37533,5,4.95403,0.491043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054.892,NA,NA,NA,NA,NA,NA,NA
37637,4.93548,5,2.28023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159.078
37971,5,5,2.50343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.624
38097,5,5,4.7067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3275.259
38206,3.75752,5,4.34911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.425,NA,NA,NA,NA,NA
38554,4.42358,5,4.11624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.968,NA,NA,NA,NA,NA,NA,NA,NA
38691,4.36606,5,4.15014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832.47,NA,NA,NA,NA,NA
38901,4.37064,5,2.26055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.024
39188,4.47181,4.25886,3.22419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.496,NA,NA,NA,NA,NA,NA
39278,4.99334,4.47745,3.70712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.42,NA,NA,NA,NA,NA,NA,NA
39396,4.48303,3.79811,3.94164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.767
39661,4.81422,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5368.828
39812,4.63753,5,4.68931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.548,NA,NA,NA
40051,5,4.93363,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40381,3.8352,4.91233,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40509,3.9202,3.02375,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.013,NA,NA,NA
40707,4.86214,3.8571,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118.695,NA,NA,NA,NA,NA
40985,3.81549,4.5702,3.64238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.272,NA,NA,NA,NA,NA,NA
41179,5,5,4.70773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3229.435,NA,NA,NA,NA,NA
41238,4.97195,3.38662,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3338.242,NA,NA,NA,NA,NA,NA,NA
41538,4.95552,4.41658,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5407.749,NA,NA,NA,NA,NA,NA,NA
41754,4.73988,4.30438,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999.576,NA,NA,NA,NA,NA,NA
41877,4.92684,4.3207,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6700.252,NA,NA,NA,NA,NA,NA,NA
42014,5,5,3.03393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.646,NA,NA,NA,NA,NA,NA,NA
42197,3.69917,5,1.14152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.718,NA,NA,NA,NA,NA,NA,NA
42420,3.70665,5,2.22034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.507,NA,NA,NA,NA,NA,NA,NA
42744,5,5,1.3608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2543.301,NA,NA,NA,NA,NA,NA,NA
42969,5,3.95925,2.00176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-84.951,NA,NA,NA,NA,NA,NA,NA
43026,4.26853,3.85124,0.910656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.459,NA,NA,NA,NA,NA,NA
43314,2.34121,3.91317,-0.226704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.291,NA,NA,NA,NA,NA,NA,NA
43498,4.70873,5,0.328882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1272.558
43638,5,4.77994,0.282736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.301,NA,NA,NA,NA,NA,NA
43846,5,5,-0.795541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13054.479,NA,NA,NA,NA,NA,NA,NA
43990,4.49886,5,-2.45997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.578,NA,NA,NA,NA,NA,NA,NA
44284,5,5,-3.10941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607.319,NA,NA,NA,NA,NA,NA,NA
44553,5,4.41701,-3.33451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.326,NA,NA,NA,NA,NA,NA,NA
44781,5,5,-4.96384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2539.768,NA,NA,NA,NA,NA,NA
44924,5,5,-2.99652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3888.66,NA,NA,NA,NA,NA,NA,NA
45030,4.63494,5,-2.17712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007.422,NA,NA,NA,NA,NA,NA,NA
45244,5,5,-2.99353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1318.32,NA,NA,NA,NA,NA,NA
45550,5,5,-2.04998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1422.002,NA,NA,NA
45736,5,5,-3.3783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.832,NA,NA,NA,NA,NA,NA
45946,5,3.88071,-4.59242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-622.223,NA,NA,NA,NA,NA,NA,NA
46052,5,3.90036,-1.31732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.111,NA,NA,NA,NA,NA
46243,3.68641,4.35618,-2.63852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.397,NA,NA,NA
46561,3.15863,5,-3.74232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.927,NA,NA,NA,NA,NA,NA,NA,NA
46603,3.35347,4.97518,-0.787852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3054.062
46955,2.99819,5,-0.325974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-151.417,NA,NA,NA,NA,NA,NA,NA
47087,5,5,-0.900839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5457.79,NA,NA,NA,NA,NA,NA
47250,5,5,0.388141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3234.252,NA,NA,NA,NA,NA,NA,NA
47471,4.46586,4.41882,-0.576985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534.868,NA,NA,NA,NA,NA,NA,NA
47604,4.71093,4.69943,-0.944517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9579.162,NA,NA,NA,NA,NA,NA,NA
47790,5,3.87927,-2.10525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.192,NA,NA,NA,NA,NA
48024,5,4.76558,-1.03119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1404.644,NA,NA,NA,NA,NA,NA
48303,4.02939,4.84587,-0.607886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.157
48559,5,5,-0.143418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4026.38,NA,NA,NA,NA,NA,NA
48594,5,5,-1.32345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3224.921,NA,NA,NA,NA,NA,NA
48901,5,5,-2.80096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1338.892,NA,NA,NA,NA,NA,NA,NA
49012,5,5,-2.94519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3820.959,NA,NA,NA,NA,NA,NA,NA
49312,5,5,-3.14642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123.013,NA,NA,NA,NA,NA,NA,NA
49470,5,5,-4.17563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.448,NA,NA,NA,NA,NA,NA
49730,4.92867,5,-3.95601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3239.81,NA,NA,NA,NA,NA,NA,NA
49976,5,5,-3.90082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827.073,NA,NA,NA,NA,NA
50151,4.12368,5,-4.89881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.474
50361,3.79564,5,-4.12086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.071,NA,NA,NA,NA,NA
50552,3.49667,5,-4.75372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.434,NA,NA,NA,NA,NA,NA
50747,3.90622,4.31773,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.811,NA,NA,NA,NA,NA
50968,3.43243,4.27288,-4.55527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.172,NA,NA,NA,NA,NA,NA,NA,NA
51135,4.93305,5,-2.64383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524.162,NA,NA,NA,NA,NA,NA
51348,4.77794,5,-2.54196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1849.412
51400,5,4.84339,-1.34693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7486.512
51783,4.85593,4.27561,-1.31482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8363.814,NA,NA,NA,NA,NA,NA,NA
51859,3.28794,4.26802,-0.25064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.222
52003,5,5,1.28819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578.39,NA,NA,NA,NA,NA,NA,NA
52271,5,4.93052,1.49101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1169.659,NA,NA,NA,NA,NA,NA
52485,4.64209,5,2.51106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.313,NA,NA,NA,NA,NA,NA,NA
52666,4.82213,5,1.33856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431.756,NA,NA,NA,NA,NA,NA,NA
52867,5,3.14976,0.711514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692.008,NA,NA,NA,NA,NA,NA,NA
53187,5,3.66861,0.383209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938.994,NA,NA,NA,NA,NA,NA,NA
53236,5,3.94345,0.439483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.14,NA,NA,NA,NA,NA,NA,NA
53392,5,4.33247,0.603684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.685,NA,NA,NA,NA,NA,NA,NA
53647,4.39495,5,1.93098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.255,NA,NA,NA,NA,NA,NA,NA
53803,5,5,2.49417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.795,NA,NA,NA,NA,NA,NA,NA
54181,4.96512,5,3.13887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2458.084,NA,NA,NA,NA,NA,NA,NA
54204,4.40039,4.51989,2.61351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.097,NA,NA,NA,NA,NA,NA,NA
54500,2.78413,5,4.22309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442.968,NA,NA,NA,NA,NA,NA,NA
54630,4.45787,5,4.91986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3257.834,NA,NA,NA,NA,NA,NA,NA
54870,3.18247,5,3.76095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.906
55149,3.75834,3.75347,4.63071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.984,NA,NA,NA,NA,NA,NA
55214,3.43794,3.69602,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775.985,NA,NA,NA,NA,NA,NA,NA
55472,5,2.61797,4.24496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642.442,NA,NA,NA,NA,NA,NA,NA
55764,4.10552,-0.339304,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.594,NA,NA,NA,NA,NA,NA
55825,4.43455,0.898126,4.81585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.496,NA,NA,NA,NA,NA
56013,3.34576,-1.02839,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.185
56374,3.33187,-1.53107,4.91449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5378.636,NA,NA,NA,NA,NA,NA,NA
56407,4.05516,-1.46302,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2296.212,NA,NA,NA,NA,NA,NA,NA
56702,5,-0.890765,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11802.136,NA,NA,NA,NA,NA,NA,NA
56901,4.79791,-1.45174,4.2844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9339.813,NA,NA,NA,NA,NA,NA,NA
56986,5,-0.633956,3.85343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886.444,NA,NA,NA,NA,NA,NA,NA
57288,5,-0.0587106,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2913.364,NA,NA,NA,NA,NA,NA
57562,4.56297,-0.0413837,4.93859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.66,NA,NA,NA,NA,NA
57661,5,-0.774373,4.34063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2561.655,NA,NA,NA,NA,NA,NA,NA,NA
57902,5,-0.327106,4.43419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.447,NA,NA,NA
58002,5,-0.810545,4.09769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1503.942,NA,NA,NA,NA,NA
58199,3.39043,-0.823925,4.72793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250.654,NA,NA,NA,NA,NA
58421,3.92578,0.308896,4.88359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,956.422,NA,NA,NA,NA,NA,NA,NA
58700,4.3402,-0.0988126,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3918.455,NA,NA,NA,NA,NA,NA,NA
58788,4.82141,-1.86187,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4379.867,NA,NA,NA,NA,NA,NA,NA
59062,5,-0.861049,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11058.507,NA,NA,NA,NA,NA,NA
59316,5,-1.82736,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2084.344,NA,NA,NA,NA,NA,NA
59536,5,-1.28591,4.43428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919.349,NA,NA,NA,NA,NA,NA
59614,3.8061,-0.82223,3.83557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248.875,NA,NA,NA,NA,NA,NA
59926,3.06139,-1.44026,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178.012,NA,NA,NA,NA,NA,NA,NA
60090,3.48266,-1.53646,4.43629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.413,NA,NA,NA,NA,NA
60269,4.82358,-1.54309,4.97631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6729.783,NA,NA,NA,NA,NA,NA
60406,4.71142,-0.795337,3.87239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5019.051,NA,NA,NA,NA,NA,NA,NA
60658,4.3486,-0.173175,3.99022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA
60943,5,0.99243,4.68814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.98,NA,NA,NA,NA,NA,NA
61032,5,0.791142,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,931.007,NA,NA,NA,NA,NA
61209,4.73136,1.71073,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812.223,NA,NA,NA,NA,NA
61434,5,1.75126,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1466.767,NA,NA,NA,NA,NA,NA
61736,4.34689,1.9451,4.96937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.719,NA,NA,NA,NA,NA,NA,NA
61901,3.26642,3.90132,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751.611,NA,NA,NA,NA,NA,NA,NA
62124,3.02433,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.346,NA,NA,NA,NA,NA,NA,NA
62210,1.82298,3.33158,4.7907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.825,NA,NA,NA,NA,NA,NA,NA
62397,1.678,4.36095,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.806,NA,NA,NA,NA,NA,NA
62759,2.51036,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.957
62978,3.70047,5,2.69054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.774,NA,NA,NA,NA,NA,NA
63120,5,5,3.42071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100.232,NA,NA,NA,NA,NA,NA,NA
63239,5,3.1144,3.65591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.871,NA,NA,NA,NA,NA,NA,NA
63550,5,4.32803,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5270.137,NA,NA,NA,NA,NA,NA,NA
63610,4.68837,4.4012,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4686.147,NA,NA,NA,NA,NA,NA,NA
63870,3.07287,4.86182,4.36401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.02
64031,2.80463,4.91624,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.024,NA,NA,NA,NA,NA,NA
64200,3.35775,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3813.756,NA,NA,NA,NA,NA,NA,NA
64548,4.41959,4.76345,3.79218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488.225,NA,NA,NA,NA,NA,NA,NA
64609,4.92258,3.40509,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2945.463,NA,NA,NA,NA,NA,NA,NA
64983,4.84427,3.02592,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.299,NA,NA,NA,NA,NA,NA,NA
65179,5,2.30993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2627.385,NA,NA,NA,NA,NA,NA,NA
65263,4.65985,2.47351,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775.555,NA,NA,NA,NA,NA,NA
65515,4.98408,1.15321,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1661.564,NA,NA,NA,NA,NA,NA,NA
65634,5,0.396157,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3163.244,NA,NA,NA,NA,NA,NA,NA
65889,4.00674,1.03799,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.952,NA,NA,NA,NA,NA,NA,NA
66005,5,1.6436,4.40724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.68,NA,NA,NA,NA,NA,NA,NA
66186,5,1.41738,2.9942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.359,NA,NA,NA,NA,NA,NA,NA
66584,5,1.33947,3.78746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065.798,NA,NA,NA,NA,NA,NA,NA
66777,5,1.39118,4.65852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672.307
66967,5,3.38664,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576.183,NA,NA,NA,NA,NA,NA,NA
67105,5,5,4.42943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092.04,NA,NA,NA,NA,NA,NA,NA
67302,5,3.76576,3.51308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.081,NA,NA,NA,NA,NA,NA,NA
67501,5,3.20896,3.74202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075.728,NA,NA,NA,NA,NA,NA,NA
67607,5,2.07781,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.598,NA,NA,NA,NA,NA,NA
67966,5,2.03652,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.803,NA,NA,NA,NA,NA,NA,NA,NA
68173,3.92914,2.73183,3.28873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4
68310,4.95823,4.96455,4.42421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.53
68490,4.75654,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4662.613
68599,5,5,4.38961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5328.945,NA,NA,NA,NA,NA,NA,NA
68787,4.07526,5,4.72122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822.85
69099,4.97281,3.9457,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.925
69377,4.61563,3.10447,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.492,NA,NA,NA,NA,NA,NA,NA
