id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-1.5,fitness-2,fitness-4,fitness-1
66113,2.06201,1.13681,-3.94209,-32.167,NA,NA,NA,NA,NA,NA
66225,1.65129,1.95253,-4.78464,NA,NA,-17.099,NA,NA,NA,NA
66422,1.55947,2.18846,-4.27711,NA,NA,-17.938,NA,NA,NA,NA
66660,1.03965,2.57409,-4.82579,NA,NA,-41.841,NA,NA,NA,NA
66980,1.09668,3.22404,-4.51637,NA,NA,NA,NA,-74.953,NA,NA
67151,1.57125,2.26819,-4.28162,NA,NA,NA,-27.652,NA,NA,NA
67294,2.1232,1.60359,-4.43578,NA,NA,NA,NA,-12.661,NA,NA
67569,2.55544,1.69087,-4.30483,NA,-19.03,NA,NA,NA,NA,NA
67764,2.55699,1.6773,-4.95705,NA,NA,-31.008,NA,NA,NA,NA
67991,1.56776,2.44107,-4.0036,NA,-21.016,NA,NA,NA,NA,NA
68196,2.0714,1.48644,-4.0754,NA,NA,-10.088,NA,NA,NA,NA
68368,1.99564,2.49148,-4.71616,NA,-23.686,NA,NA,NA,NA,NA
68448,2.29477,1.99166,-3.97511,NA,-15.374,NA,NA,NA,NA,NA
68690,0.947721,1.71671,-3.96386,NA,NA,-26.82,NA,NA,NA,NA
68877,1.84285,2.3528,-4.53859,NA,NA,NA,-30.135,NA,NA,NA
69023,2.0518,2.09561,-3.88881,NA,-13.727,NA,NA,NA,NA,NA
69347,2.2127,0.714563,-3.75765,NA,NA,-54.836,NA,NA,NA,NA
69582,1.40927,2.20783,-3.79089,-41.895,NA,NA,NA,NA,NA,NA
69757,1.8564,2.51919,-4.5708,NA,NA,-29.768,NA,NA,NA,NA
69900,1.42607,1.74695,-4.90058,NA,-15.928,NA,NA,NA,NA,NA
70068,1.54339,1.15514,-4.32556,NA,-12.77,NA,NA,NA,NA,NA
70328,1.27419,1.97506,-4.69991,NA,NA,NA,-37.483,NA,NA,NA
70492,1.17625,2.37189,-4.50436,NA,-24.275,NA,NA,NA,NA,NA
70729,1.40016,1.69006,-4.91309,-41.039,NA,NA,NA,NA,NA,NA
70822,0.681258,1.75971,-4.14963,NA,NA,-41.345,NA,NA,NA,NA
71127,2.2074,2.45228,-4.69141,NA,NA,-25.732,NA,NA,NA,NA
71358,0.831569,1.28543,-4.9472,NA,-53.525,NA,NA,NA,NA,NA
71427,1.63402,2.32121,-4.59603,NA,-15.646,NA,NA,NA,NA,NA
71709,2.38962,3.15665,-4.79063,NA,NA,NA,NA,-66.995,NA,NA
71992,2.11353,2.28759,-4.73574,NA,NA,NA,NA,-26.057,NA,NA
72068,1.77182,1.45839,-4.9665,NA,NA,NA,-47.853,NA,NA,NA
72380,1.87674,0.990488,-4.40976,NA,NA,NA,NA,-28.703,NA,NA
72449,1.59375,1.93741,-4.8049,NA,-10.736,NA,NA,NA,NA,NA
72679,1.78258,2.01889,-3.92965,NA,-10.273,NA,NA,NA,NA,NA
72969,1.09839,1.67276,-4.57111,NA,NA,NA,-55.618,NA,NA,NA
73153,1.35781,2.02814,-4.49059,NA,NA,NA,NA,NA,NA,-72.996
73388,1.58689,1.01248,-4.88248,NA,NA,NA,NA,-42.188,NA,NA
73416,1.99658,2.01144,-4.44637,NA,-7.652,NA,NA,NA,NA,NA
73740,1.72813,2.07357,-4.95046,NA,-16.311,NA,NA,NA,NA,NA
73965,1.57467,1.53346,-4.95222,NA,NA,-20.957,NA,NA,NA,NA
74033,1.76624,1.91755,-4.64926,NA,-6.809,NA,NA,NA,NA,NA
74232,1.02928,2.19216,-4.34005,NA,NA,-30.649,NA,NA,NA,NA
74497,2.3521,2.05266,-4.41388,-42.177,NA,NA,NA,NA,NA,NA
74798,3.02036,2.0353,-4.52913,NA,NA,NA,NA,-50.54,NA,NA
74823,2.6727,1.7499,-4.43291,NA,NA,-26.269,NA,NA,NA,NA
75043,2.53162,2.00633,-4.05225,NA,NA,NA,NA,-29.201,NA,NA
75343,2.57448,1.54883,-3.78293,NA,-27.594,NA,NA,NA,NA,NA
75453,2.31766,1.37544,-4.31178,NA,-12.633,NA,NA,NA,NA,NA
75788,1.86122,1.60295,-3.70226,NA,-13.424,NA,NA,NA,NA,NA
75862,2.85647,1.5744,-4.8017,NA,NA,NA,-49.036,NA,NA,NA
76088,2.48311,1.85261,-4.41252,NA,-17.115,NA,NA,NA,NA,NA
76242,1.8155,2.18056,-4.7254,NA,NA,-22.818,NA,NA,NA,NA
76524,1.30557,1.95911,-4.56396,NA,NA,-14.769,NA,NA,NA,NA
76707,1.12454,1.29255,-3.34371,NA,-54.281,NA,NA,NA,NA,NA
76836,1.63831,2.70417,-3.60741,NA,-41.688,NA,NA,NA,NA,NA
77174,1.41848,1.17333,-4.2589,NA,NA,NA,NA,-17.19,NA,NA
77287,0.86795,2.18346,-4.98276,NA,NA,-44.837,NA,NA,NA,NA
77550,1.60071,2.62157,-4.57056,-48.259,NA,NA,NA,NA,NA,NA
77665,0.799729,2.37184,-4.71218,NA,-41.529,NA,NA,NA,NA,NA
77837,1.48127,2.22458,-4.85951,NA,-20.125,NA,NA,NA,NA,NA
78041,1.27749,2.21633,-4.61479,NA,NA,-20.951,NA,NA,NA,NA
78342,2.18947,1.88342,-4.90878,-31.959,NA,NA,NA,NA,NA,NA
78554,1.34824,2.67209,-4.12886,NA,-32.148,NA,NA,NA,NA,NA
78604,2.36243,2.56909,-4.51545,NA,NA,-37.738,NA,NA,NA,NA
78994,1.36327,2.12598,-4.59915,NA,NA,-16.475,NA,NA,NA,NA
79144,1.22484,3.16557,-3.17967,NA,NA,NA,NA,-95.746,NA,NA
79255,1.70503,2.20816,-3.46315,NA,NA,NA,NA,-32.466,NA,NA
79523,2.39015,1.97682,-4.15147,NA,-16.097,NA,NA,NA,NA,NA
79717,2.10309,1.91832,-4.66878,NA,-9.465,NA,NA,NA,NA,NA
79821,2.42159,2.41846,-4.9039,NA,NA,-37.464,NA,NA,NA,NA
80030,0.939652,2.17031,-4.08748,NA,NA,-30.684,NA,NA,NA,NA
80237,2.09602,1.84064,-4.63226,NA,-8.16,NA,NA,NA,NA,NA
80443,1.81532,0.944853,-4.43101,NA,NA,NA,-74.602,NA,NA,NA
80784,2.25348,2.21018,-4.76545,NA,NA,NA,NA,-24.375,NA,NA
80864,1.22257,2.03568,-4.62298,NA,-16.625,NA,NA,NA,NA,NA
81165,1.24411,2.43514,-4.52216,NA,NA,NA,-48.287,NA,NA,NA
81367,1.54358,2.25233,-3.97083,NA,-16.487,NA,NA,NA,NA,NA
81493,1.90884,2.49,-4.36918,NA,-19.562,NA,NA,NA,NA,NA
81612,1.80326,2.44884,-3.25051,NA,NA,-51.365,NA,NA,NA,NA
81964,1.71589,1.71643,-3.35069,NA,NA,-31.249,NA,NA,NA,NA
82004,2.03582,1.36749,-4.30863,NA,NA,-8.751,NA,NA,NA,NA
82321,1.76038,1.43486,-4.74411,NA,-7.665,NA,NA,NA,NA,NA
82413,1.69602,2.35531,-4.19281,NA,NA,NA,NA,-27.645,NA,NA
82606,1.20979,1.84262,-4.8787,NA,NA,-25.474,NA,NA,NA,NA
82994,1.88257,0.968593,-4.87669,NA,NA,NA,NA,-42.462,NA,NA
83147,1.14046,2.09068,-4.56827,NA,NA,NA,NA,-21.268,NA,NA
83354,1.73246,1.11007,-4.62929,NA,NA,NA,NA,-19.734,NA,NA
83574,1.03258,1.44693,-4.88598,NA,NA,NA,-53.026,NA,NA,NA
83650,2.44556,2.5314,-4.88195,NA,-35.884,NA,NA,NA,NA,NA
83910,2.38052,1.72772,-4.88408,-40.532,NA,NA,NA,NA,NA,NA
84110,1.71036,1.17164,-4.62415,-37.999,NA,NA,NA,NA,NA,NA
84241,1.72153,2.08135,-4.35874,NA,NA,NA,NA,-18.079,NA,NA
84483,1.66906,2.71823,-4.17245,NA,NA,-30.635,NA,NA,NA,NA
84659,1.02631,2.3397,-4.11201,NA,NA,-33.326,NA,NA,NA,NA
84815,1.31726,1.64942,-4.8182,NA,NA,-17.086,NA,NA,NA,NA
85123,1.82725,2.2696,-3.968,NA,NA,-24.493,NA,NA,NA,NA
85356,2.26506,0.999099,-3.62601,NA,-40.425,NA,NA,NA,NA,NA
85545,1.41025,1.7757,-4.67313,NA,-9.085,NA,NA,NA,NA,NA
85658,2.15282,2.49708,-4.89017,NA,-29.594,NA,NA,NA,NA,NA
85820,2.18106,1.91982,-4.99858,NA,NA,NA,NA,-28.753,NA,NA
86162,1.41936,1.72674,-3.92367,NA,NA,NA,-28.236,NA,NA,NA
86210,2.75571,1.33815,-4.86482,NA,-35.044,NA,NA,NA,NA,NA
86585,1.08359,1.8141,-4.52935,-33.277,NA,NA,NA,NA,NA,NA
86717,1.96589,1.9372,-4.34344,NA,NA,-12.964,NA,NA,NA,NA
86969,1.84016,1.39986,-4.82677,NA,NA,-16.479,NA,NA,NA,NA
87143,0.860484,1.46226,-4.0821,NA,NA,-40.766,NA,NA,NA,NA
87358,2.72056,1.58315,-4.20339,NA,NA,NA,NA,-28.456,NA,NA
87498,2.26569,1.66527,-4.39711,NA,-9.23,NA,NA,NA,NA,NA
87796,1.85761,2.06213,-4.45759,NA,NA,NA,NA,-18.494,NA,NA
87809,2.01854,1.889,-4.93133,NA,-15.244,NA,NA,NA,NA,NA
88002,1.80288,2.40383,-3.65585,NA,NA,-34.022,NA,NA,NA,NA
88394,2.4658,1.08539,-4.59882,NA,-27.955,NA,NA,NA,NA,NA
88484,2.35798,1.77746,-4.19774,NA,NA,-16.721,NA,NA,NA,NA
88725,2.50458,2.37034,-4.21513,NA,NA,NA,NA,-37.205,NA,NA
88975,2.35006,2.06604,-4.9739,NA,NA,NA,NA,-33.643,NA,NA
89077,2.54695,2.1602,-4.02021,NA,NA,-27.129,NA,NA,NA,NA
89387,1.74102,1.61273,-3.80539,NA,NA,NA,NA,-11.848,NA,NA
89569,1.52254,2.19943,-4.23104,NA,-11.336,NA,NA,NA,NA,NA
89603,1.84765,1.69454,-4.86317,NA,NA,NA,NA,-12.058,NA,NA
89930,0.913347,1.87928,-4.58812,NA,NA,NA,NA,-29.154,NA,NA
90043,1.23367,2.45646,-4.50497,NA,NA,NA,NA,-35.389,NA,NA
90367,2.23177,1.48726,-4.58364,NA,NA,NA,NA,-15.742,NA,NA
90475,1.7257,2.1861,-4.4104,NA,NA,-12.42,NA,NA,NA,NA
90675,1.41949,1.71131,-3.78938,NA,NA,-19.994,NA,NA,NA,NA
90875,0.772729,1.40404,-4.98287,NA,-48.528,NA,NA,NA,NA,NA
91066,1.44134,1.17498,-3.93479,-45.528,NA,NA,NA,NA,NA,NA
91335,1.47255,0.948492,-4.63092,NA,-30.107,NA,NA,NA,NA,NA
91433,1.63974,1.29923,-4.76067,NA,-12.952,NA,NA,NA,NA,NA
91668,1.16012,1.98373,-3.83348,NA,-22.334,NA,NA,NA,NA,NA
91814,0.589073,1.84523,-3.64419,NA,NA,-54.06,NA,NA,NA,NA
92087,1.44316,2.43244,-4.51731,NA,NA,NA,-50.211,NA,NA,NA
92392,1.68394,1.51658,-4.29838,NA,NA,NA,NA,-4.253,NA,NA
92508,1.57421,2.0902,-4.44208,NA,-8.781,NA,NA,NA,NA,NA
92707,1.95469,2.18612,-4.57346,NA,NA,-20.658,NA,NA,NA,NA
92988,1.99751,1.96354,-3.90635,NA,NA,NA,NA,-18.334,NA,NA
93149,1.62791,1.85464,-4.52916,NA,NA,NA,-34.065,NA,NA,NA
93260,2.77392,2.30705,-4.11139,NA,NA,NA,-54.45,NA,NA,NA
93531,1.2631,1.91648,-4.4284,NA,NA,NA,NA,-22.683,NA,NA
93773,2.47336,1.69229,-4.4641,NA,NA,NA,NA,-19.713,NA,NA
93962,1.22091,1.76196,-4.11001,NA,NA,-17.159,NA,NA,NA,NA
94084,1.24265,2.32945,-4.56647,NA,NA,NA,NA,-23.288,NA,NA
94361,1.97306,1.26653,-4.71367,NA,-12.087,NA,NA,NA,NA,NA
94517,1.81418,1.81196,-4.36234,NA,-1.782,NA,NA,NA,NA,NA
94783,1.68877,1.27709,-3.82218,NA,NA,NA,-53.332,NA,NA,NA
94870,1.62288,1.20981,-4.51847,NA,NA,NA,-50.454,NA,NA,NA
95168,1.73,0.98086,-4.76982,NA,-29.659,NA,NA,NA,NA,NA
95225,1.19089,2.20696,-4.33073,NA,NA,NA,-33.791,NA,NA,NA
95595,1.932,1.97354,-4.5947,NA,NA,NA,NA,-13.608,NA,NA
95764,1.58534,2.65417,-4.83221,NA,NA,NA,NA,-38.357,NA,NA
95906,1.65085,2.04358,-4.92592,NA,NA,-19.062,NA,NA,NA,NA
96007,0.669133,1.6472,-4.86035,NA,-44.172,NA,NA,NA,NA,NA
96288,1.60186,1.6443,-4.23691,NA,-1.187,NA,NA,NA,NA,NA
96427,1.35234,1.68106,-4.30746,NA,-6.41,NA,NA,NA,NA,NA
96739,2.21864,1.74543,-4.97655,NA,NA,NA,NA,-22.142,NA,NA
96872,1.46703,1.57519,-4.61303,NA,NA,NA,NA,NA,NA,-72.365
97081,2.72541,1.97897,-4.79642,NA,NA,NA,-43.009,NA,NA,NA
97258,1.68255,3.0011,-4.80865,-59.274,NA,NA,NA,NA,NA,NA
97529,1.8152,2.21348,-4.71425,NA,-14.308,NA,NA,NA,NA,NA
97643,0.727602,2.08207,-4.34394,NA,NA,NA,NA,-41.127,NA,NA
97845,2.2795,2.0623,-4.62258,NA,NA,NA,NA,-20.637,NA,NA
98074,1.25367,1.80839,-4.04482,NA,-12.657,NA,NA,NA,NA,NA
98235,2.09591,2.43654,-4.89378,NA,NA,NA,NA,NA,-58.005,NA
98452,2.4486,2.47031,-4.64701,NA,NA,-41.454,NA,NA,NA,NA
98702,2.03407,1.51388,-4.30799,NA,-3.958,NA,NA,NA,NA,NA
98860,2.49931,1.50852,-4.3757,NA,NA,-22.368,NA,NA,NA,NA
99025,2.21067,1.4311,-4.68366,NA,-11.558,NA,NA,NA,NA,NA
99299,2.73491,1.01843,-3.89067,NA,-45.312,NA,NA,NA,NA,NA
99593,2.1662,2.58026,-3.88668,NA,-30.742,NA,NA,NA,NA,NA
99774,2.57089,1.577,-3.96409,NA,NA,NA,-37.158,NA,NA,NA
99905,1.5514,0.90989,-4.3164,NA,NA,NA,NA,-38.925,NA,NA
100089,1.56152,2.13273,-4.01923,NA,NA,NA,NA,-21.358,NA,NA
100225,1.72799,1.82974,-4.09808,NA,NA,NA,-27.471,NA,NA,NA
100502,1.61165,1.173,-4.62231,NA,-12.978,NA,NA,NA,NA,NA
100619,2.25669,2.21686,-4.88674,NA,-22.359,NA,NA,NA,NA,NA
100818,1.65607,1.92834,-4.91009,NA,-13.049,NA,NA,NA,NA,NA
101111,1.4442,2.0844,-4.72449,NA,NA,NA,-27.975,NA,NA,NA
101203,1.37732,2.04829,-4.67469,NA,NA,NA,NA,NA,NA,-71.056
101473,2.34462,1.19339,-4.97107,NA,-29.947,NA,NA,NA,NA,NA
101791,1.91687,1.31048,-4.08271,NA,NA,NA,NA,-14.254,NA,NA
101960,1.05841,1.96057,-4.31552,NA,NA,-24.026,NA,NA,NA,NA
102057,1.73045,1.6557,-4.4613,-23.084,NA,NA,NA,NA,NA,NA
102208,1.80984,2.47523,-3.8259,-38.674,NA,NA,NA,NA,NA,NA
102593,2.50045,1.54118,-4.97281,NA,NA,-29.935,NA,NA,NA,NA
102693,2.50677,1.16354,-4.11529,NA,NA,NA,NA,-28.461,NA,NA
102993,2.53919,1.82833,-4.99678,NA,-27.951,NA,NA,NA,NA,NA
103178,1.93388,2.08483,-4.23846,NA,-8.301,NA,NA,NA,NA,NA
103232,1.56879,2.1434,-4.41944,NA,-9.4,NA,NA,NA,NA,NA
103496,2.20522,1.62105,-3.92672,NA,NA,NA,-29.904,NA,NA,NA
103681,0.835025,1.33148,-4.41813,NA,-37.852,NA,NA,NA,NA,NA
103852,1.54447,1.73198,-4.63059,NA,NA,-12.234,NA,NA,NA,NA
104114,1.58109,1.63134,-3.67369,NA,NA,NA,NA,-24.321,NA,NA
104237,1.88267,2.00946,-4.60637,NA,NA,-9.286,NA,NA,NA,NA
104596,1.45209,0.992424,-3.71398,NA,NA,NA,NA,-43.266,NA,NA
104707,1.34371,2.66604,-3.56056,NA,-44.829,NA,NA,NA,NA,NA
104868,1.42904,1.42693,-4.66451,NA,-9.868,NA,NA,NA,NA,NA
105132,1.4828,1.53265,-4.93635,NA,NA,-22.917,NA,NA,NA,NA
105302,1.6988,0.952921,-4.77944,NA,NA,-31.606,NA,NA,NA,NA
105567,2.09539,1.61076,-4.64432,NA,NA,NA,-29.247,NA,NA,NA
105756,2.79375,2.68646,-4.12867,NA,NA,NA,NA,-57.089,NA,NA
105843,2.12009,1.30973,-3.73682,NA,-19.084,NA,NA,NA,NA,NA
106127,1.20912,1.64539,-4.2003,NA,NA,-13.385,NA,NA,NA,NA
106330,1.75016,2.26604,-4.23006,NA,-12.547,NA,NA,NA,NA,NA
106530,2.36669,2.70323,-4.26942,NA,NA,NA,NA,-41.969,NA,NA
106693,2.75539,1.30193,-4.53613,NA,NA,-35.948,NA,NA,NA,NA
106962,1.99993,0.779328,-4.91476,NA,NA,-47.58,NA,NA,NA,NA
107158,2.75717,1.95446,-4.61448,NA,-28.524,NA,NA,NA,NA,NA
107378,2.53195,1.83895,-4.8895,NA,NA,-27.081,NA,NA,NA,NA
107497,2.41664,1.82763,-4.18118,NA,-14.299,NA,NA,NA,NA,NA
107635,2.14871,1.92167,-4.62284,-31.279,NA,NA,NA,NA,NA,NA
107875,1.9387,1.07766,-4.25032,NA,-13.77,NA,NA,NA,NA,NA
108005,2.60463,1.62395,-4.80589,NA,NA,NA,NA,-32.219,NA,NA
108324,1.46406,1.85085,-3.69439,NA,-16.965,NA,NA,NA,NA,NA
108498,0.58705,1.69696,-4.6454,-54.932,NA,NA,NA,NA,NA,NA
108757,1.81227,1.52959,-4.88653,NA,NA,NA,NA,-20.292,NA,NA
108808,2.45242,1.58457,-4.4166,NA,NA,NA,-46.972,NA,NA,NA
109139,2.5814,1.66939,-4.0372,NA,-21.983,NA,NA,NA,NA,NA
109244,2.8678,1.98535,-4.98322,NA,NA,NA,-60.808,NA,NA,NA
109467,2.88634,1.68522,-4.13949,NA,NA,NA,NA,-39.665,NA,NA
109654,1.59747,1.36846,-3.87525,NA,NA,NA,NA,-13.273,NA,NA
109904,2.04086,1.17266,-3.43433,NA,NA,-37.698,NA,NA,NA,NA
110085,1.87542,0.296107,-4.95697,-106.104,NA,NA,NA,NA,NA,NA
110338,1.11291,1.17392,-4.55332,-54.999,NA,NA,NA,NA,NA,NA
110558,1.29068,1.63321,-4.64646,NA,NA,-20.516,NA,NA,NA,NA
110740,0.163333,2.27053,-4.47457,NA,-70.698,NA,NA,NA,NA,NA
110919,1.676,2.02785,-4.37405,NA,-5.948,NA,NA,NA,NA,NA
111127,1.38259,2.19556,-4.96874,NA,NA,-24.481,NA,NA,NA,NA
111223,1.81622,1.38995,-4.98411,NA,NA,-23.276,NA,NA,NA,NA
111419,1.55009,1.93628,-4.64307,NA,NA,NA,NA,-20.2,NA,NA
111724,1.68386,1.74513,-4.87706,NA,-10.61,NA,NA,NA,NA,NA
111929,2.12899,0.855791,-4.27189,NA,NA,NA,NA,-36.235,NA,NA
112195,1.89191,2.15766,-4.00655,NA,-12.457,NA,NA,NA,NA,NA
112246,3.08537,2.09304,-4.39912,NA,-45.387,NA,NA,NA,NA,NA
112550,3.2397,2.2381,-4.33694,NA,NA,-67.212,NA,NA,NA,NA
112728,2.19663,1.84701,-4.66478,NA,NA,NA,NA,NA,NA,-47.434
112835,1.80652,0.641784,-4.04566,NA,-50.978,NA,NA,NA,NA,NA
113028,2.67805,1.73661,-3.90466,-45.256,NA,NA,NA,NA,NA,NA
113280,2.42357,1.98217,-3.39941,NA,NA,NA,NA,-44.1,NA,NA
113454,0.965645,1.75192,-4.14665,-50.387,NA,NA,NA,NA,NA,NA
113717,1.81688,1.55107,-4.11554,NA,NA,-4.331,NA,NA,NA,NA
113985,0.753352,1.9988,-4.45895,NA,-33.462,NA,NA,NA,NA,NA
114131,1.13132,1.78613,-4.46349,NA,-15.154,NA,NA,NA,NA,NA
114224,1.68479,2.57753,-3.65487,NA,NA,NA,NA,-37.878,NA,NA
114536,2.32732,2.85196,-4.25774,NA,NA,-52.992,NA,NA,NA,NA
114758,2.21526,2.91574,-4.4175,NA,NA,-47.772,NA,NA,NA,NA
114837,1.80515,2.15428,-4.59617,NA,NA,-12.633,NA,NA,NA,NA
115165,1.67801,2.65991,-4.58478,NA,-27.156,NA,NA,NA,NA,NA
115246,2.19884,1.65725,-4.61876,NA,NA,NA,NA,-17.591,NA,NA
115581,2.37361,1.42758,-4.83291,-49.982,NA,NA,NA,NA,NA,NA
115616,2.00752,2.13044,-4.36213,NA,NA,-10.753,NA,NA,NA,NA
115869,1.76406,1.05249,-4.10794,NA,-15.668,NA,NA,NA,NA,NA
116196,2.34111,1.4617,-4.11873,NA,NA,-15.53,NA,NA,NA,NA
116266,2.17288,2.27917,-3.58846,NA,NA,NA,NA,-38.416,NA,NA
116411,0.248704,2.98121,-4.91067,NA,NA,-96.108,NA,NA,NA,NA
116736,0.353193,1.85776,-4.88632,NA,NA,NA,NA,-64.544,NA,NA
116833,0.500658,1.93501,-4.44727,NA,NA,NA,NA,-56.211,NA,NA
117139,1.35693,2.22076,-4.52614,-27.802,NA,NA,NA,NA,NA,NA
117211,0.55544,1.83229,-4.78267,NA,-47.549,NA,NA,NA,NA,NA
117468,2.29117,1.958,-4.50953,NA,-12.59,NA,NA,NA,NA,NA
117651,1.4209,1.8123,-4.54918,NA,NA,-18.649,NA,NA,NA,NA
117846,2.30222,1.79859,-4.79416,NA,-15.911,NA,NA,NA,NA,NA
118197,1.44687,2.22421,-4.47085,-33.361,NA,NA,NA,NA,NA,NA
118339,1.13437,2.66342,-4.6762,NA,NA,-38.295,NA,NA,NA,NA
118420,2.24096,1.89381,-4.97928,NA,NA,NA,NA,-21.338,NA,NA
118763,2.09774,1.59489,-4.54341,NA,-5.413,NA,NA,NA,NA,NA
118849,2.37389,1.94813,-4.77114,NA,NA,-19.846,NA,NA,NA,NA
119190,1.51719,1.74398,-4.21726,NA,-4.486,NA,NA,NA,NA,NA
119398,2.03995,1.16067,-4.83407,-40.816,NA,NA,NA,NA,NA,NA
119475,1.67196,0.917429,-4.88484,NA,NA,-41.35,NA,NA,NA,NA
119653,1.51489,2.0899,-4.03514,NA,-11.662,NA,NA,NA,NA,NA
119927,1.60259,1.85304,-3.71866,NA,NA,NA,NA,-19.592,NA,NA
120036,1.80705,1.97136,-3.7653,NA,NA,NA,NA,-16.241,NA,NA
120342,1.43936,1.66661,-4.53467,NA,NA,NA,-36.958,NA,NA,NA
120559,1.86194,1.24209,-4.30867,NA,-6.545,NA,NA,NA,NA,NA
120710,1.80469,2.60702,-4.25416,NA,NA,NA,NA,-28.466,NA,NA
120923,1.54105,1.99146,-3.96905,NA,NA,-16.973,NA,NA,NA,NA
121136,2.277,1.38993,-4.72238,NA,NA,NA,NA,-19.739,NA,NA
121245,1.55691,2.1615,-4.16032,NA,NA,-11.816,NA,NA,NA,NA
121433,1.43887,1.49483,-4.3825,NA,NA,NA,NA,-7.039,NA,NA
121627,1.20572,1.18645,-4.74032,NA,NA,-33.184,NA,NA,NA,NA
121945,0.676773,1.95777,-4.71693,NA,-39.45,NA,NA,NA,NA,NA
122003,1.01121,2.27063,-4.12889,NA,NA,NA,NA,-33.093,NA,NA
122252,1.65331,1.59546,-4.11421,NA,-2.23,NA,NA,NA,NA,NA
122563,1.9548,2.17531,-4.33041,NA,NA,NA,NA,-20.177,NA,NA
122710,3.03078,2.2497,-4.65671,NA,NA,NA,NA,-48.549,NA,NA
122932,1.49755,2.53807,-4.86409,NA,NA,-35.174,NA,NA,NA,NA
123034,1.42236,1.9362,-4.95933,NA,NA,NA,NA,-21.738,NA,NA
123322,1.30332,1.704,-4.2364,NA,-7.685,NA,NA,NA,NA,NA
123491,1.92362,2.61757,-4.71501,NA,NA,NA,NA,-38.874,NA,NA
123680,1.88873,2.12835,-4.68738,NA,NA,NA,-24.935,NA,NA,NA
123901,2.01355,1.94851,-4.91215,NA,-14.319,NA,NA,NA,NA,NA
124061,2.18163,1.54839,-3.77839,-36.474,NA,NA,NA,NA,NA,NA
124245,2.93299,1.3565,-4.44415,-49.692,NA,NA,NA,NA,NA,NA
124466,2.09429,1.61968,-3.37312,NA,NA,NA,NA,-37.441,NA,NA
124749,1.89326,1.84122,-2.92653,NA,-56.293,NA,NA,NA,NA,NA
124868,1.69602,1.70644,-3.73111,NA,NA,NA,NA,-18.225,NA,NA
125174,1.74635,1.51001,-4.40677,NA,NA,NA,NA,-19.342,NA,NA
125283,2.16285,1.92511,-4.74078,NA,-11.839,NA,NA,NA,NA,NA
125545,2.03747,1.6962,-4.29211,NA,NA,-6.382,NA,NA,NA,NA
125714,2.28403,1.44622,-3.97761,NA,NA,NA,NA,-15.193,NA,NA
125909,2.09913,1.82782,-4.01663,NA,NA,-12.25,NA,NA,NA,NA
126033,2.32895,2.72992,-4.10429,NA,NA,-39.437,NA,NA,NA,NA
126247,1.15913,2.8334,-3.97123,NA,-44.877,NA,NA,NA,NA,NA
126551,1.70537,2.39383,-4.83252,NA,-22.409,NA,NA,NA,NA,NA
126767,0.942219,1.30223,-4.51934,NA,NA,-39.362,NA,NA,NA,NA
126915,0.758992,2.21875,-4.11764,NA,-37.979,NA,NA,NA,NA,NA
127164,1.83804,1.41729,-4.3996,NA,-2.792,NA,NA,NA,NA,NA
127246,1.14875,1.44427,-4.13899,NA,NA,-21.814,NA,NA,NA,NA
127402,1.75977,1.20937,-4.64516,-47.007,NA,NA,NA,NA,NA,NA
127713,1.60888,1.46906,-4.27261,NA,-2.936,NA,NA,NA,NA,NA
127988,0.901706,1.71427,-4.61889,NA,NA,-28.739,NA,NA,NA,NA
128156,1.96212,1.42996,-4.55759,NA,NA,-16.485,NA,NA,NA,NA
128390,1.4178,2.05262,-4.74543,NA,NA,NA,-42.163,NA,NA,NA
128587,2.29008,1.15423,-4.51853,NA,-18.719,NA,NA,NA,NA,NA
128774,2.54975,1.74341,-3.93768,NA,-22.017,NA,NA,NA,NA,NA
128934,1.49137,1.54208,-3.88238,NA,NA,NA,-33.95,NA,NA,NA
129028,0.632025,1.93208,-4.93348,NA,NA,NA,NA,-51.719,NA,NA
129284,2.09494,1.79673,-4.94067,NA,NA,NA,-31.679,NA,NA,NA
129562,2.3761,1.88493,-4.4483,NA,NA,NA,NA,-19.088,NA,NA
129617,1.83819,2.05617,-4.83327,NA,NA,NA,NA,-17.602,NA,NA
129853,1.20154,1.93834,-4.28467,NA,NA,NA,NA,-20.236,NA,NA
130105,2.17251,2.07438,-3.66923,NA,NA,-23.767,NA,NA,NA,NA
130399,1.38763,3.03287,-4.9689,NA,-54.858,NA,NA,NA,NA,NA
130559,2.07302,2.43899,-4.72668,NA,NA,-23.905,NA,NA,NA,NA
130735,2.74382,3.39199,-4.07471,NA,-90.736,NA,NA,NA,NA,NA
130909,1.46962,2.2561,-4.93043,NA,NA,NA,-52.241,NA,NA,NA
131164,1.25098,1.84219,-4.77525,NA,-16.958,NA,NA,NA,NA,NA
131234,1.65947,2.2481,-4.58627,NA,NA,-20.056,NA,NA,NA,NA
131531,2.18641,1.57293,-4.55699,NA,-7.739,NA,NA,NA,NA,NA
131798,1.46743,0.91457,-4.49399,-51.903,NA,NA,NA,NA,NA,NA
131966,2.08179,1.80938,-3.96555,NA,NA,-9.88,NA,NA,NA,NA
132157,1.48196,1.66922,-4.55454,NA,NA,-18.759,NA,NA,NA,NA
132348,1.03998,1.57132,-4.28665,NA,-19.659,NA,NA,NA,NA,NA
