id,x0,x1,x2,fitness-3.5,fitness-2.5,fitness-3,fitness-2,fitness-1.5,fitness-4,fitness-1
67836,1.9765,1.8539,-5,NA,-16.481,NA,NA,NA,NA,NA
68142,1.69943,2.03722,-4.26562,NA,-7.132,NA,NA,NA,NA,NA
68285,1.75007,2.74029,-5,NA,NA,-41.356,NA,NA,NA,NA
68503,2.13324,1.34358,-4.40372,NA,-8.096,NA,NA,NA,NA,NA
68672,1.87414,1.91347,-5,NA,-15.478,NA,NA,NA,NA,NA
68902,0.812913,2.71944,-5,NA,NA,NA,-66.347,NA,NA,NA
69179,1.90834,1.69825,-5,NA,NA,NA,-17.266,NA,NA,NA
69400,0.962836,1.8336,-5,NA,NA,-40.974,NA,NA,NA,NA
69457,1.26538,1.37564,-5,NA,-26.654,NA,NA,NA,NA,NA
69774,1.36476,1.43832,-5,NA,-23.014,NA,NA,NA,NA,NA
69877,1.58824,2.47136,-5,NA,NA,NA,-32.031,NA,NA,NA
70140,1.04241,1.47901,-5,NA,-35.253,NA,NA,NA,NA,NA
70324,1.65514,1.99562,-4.19653,NA,-5.354,NA,NA,NA,NA,NA
70533,2.02379,1.33841,-4.55383,NA,NA,-12.093,NA,NA,NA,NA
70743,1.68407,2.21322,-3.8681,NA,-16.227,NA,NA,NA,NA,NA
70879,1.42641,2.70662,-5,NA,NA,-40.895,NA,NA,NA,NA
71138,1.42038,1.92704,-5,NA,-20.679,NA,NA,NA,NA,NA
71381,1.02668,1.62373,-5,NA,-33.793,NA,NA,NA,NA,NA
71471,1.97218,1.28988,-5,NA,NA,NA,NA,-41.447,NA,NA
71774,0.915838,0.745344,-4.80726,NA,NA,-82.48,NA,NA,NA,NA
71925,1.16519,2.09176,-3.71793,NA,-26.965,NA,NA,NA,NA,NA
72170,0.773335,1.69505,-4.51583,NA,NA,NA,NA,-53.223,NA,NA
72222,1.5781,1.50252,-5,NA,NA,-23.932,NA,NA,NA,NA
72558,1.52275,1.76998,-5,NA,-17.19,NA,NA,NA,NA,NA
72652,1.52327,1.89661,-5,NA,NA,-28.358,NA,NA,NA,NA
72842,1.52537,1.85299,-4.37753,NA,NA,-8.049,NA,NA,NA,NA
73001,1.55732,1.93555,-4.52232,NA,-6.998,NA,NA,NA,NA,NA
73309,1.8735,2.37156,-5,NA,-25.102,NA,NA,NA,NA,NA
73487,1.85475,2.30597,-5,NA,NA,NA,-31.439,NA,NA,NA
73637,1.27165,2.53664,-4.99452,NA,-36.079,NA,NA,NA,NA,NA
73961,1.95736,1.60054,-5,NA,NA,NA,-24.672,NA,NA,NA
74016,2.0163,1.97562,-5,NA,NA,-20.736,NA,NA,NA,NA
74215,2.03695,1.53251,-5,NA,NA,NA,-22.81,NA,NA,NA
74566,2.06356,2.10951,-5,NA,NA,-26.103,NA,NA,NA,NA
74774,1.99687,1.57964,-5,NA,-15.669,NA,NA,NA,NA,NA
74871,1.80335,1.73604,-5,NA,NA,NA,-19.387,NA,NA,NA
75077,1.9948,1.53398,-4.82398,NA,NA,-16.628,NA,NA,NA,NA
75215,1.20736,2.03943,-4.1317,NA,NA,NA,-18.143,NA,NA,NA
75547,1.51755,2.10012,-4.07331,NA,-10.252,NA,NA,NA,NA,NA
75751,1.09617,2.54509,-4.32922,NA,-31.547,NA,NA,NA,NA,NA
75869,1.96732,2.91006,-4.32597,-61.54,NA,NA,NA,NA,NA,NA
76156,1.913,2.72861,-4.26141,NA,NA,-37.31,NA,NA,NA,NA
76221,1.27544,2.7806,-4.4014,NA,-37.835,NA,NA,NA,NA,NA
76480,1.3556,2.04501,-5,NA,NA,NA,NA,-35.824,NA,NA
76604,2.59888,2.34093,-5,NA,-37.814,NA,NA,NA,NA,NA
76864,2.18249,0.900561,-4.29178,NA,NA,-29.021,NA,NA,NA,NA
77090,1.63035,1.25451,-4.87145,NA,-16.682,NA,NA,NA,NA,NA
77240,2.06249,1.59724,-3.81438,NA,NA,NA,-26.245,NA,NA,NA
77466,2.07699,1.01068,-4.45584,-34.543,NA,NA,NA,NA,NA,NA
77742,1.7792,1.61393,-5,NA,NA,-21.314,NA,NA,NA,NA
77928,1.40671,1.33413,-5,NA,NA,-27.054,NA,NA,NA,NA
78109,1.76178,1.72312,-5,NA,-15,NA,NA,NA,NA,NA
78210,1.61473,1.63223,-5,NA,-16.369,NA,NA,NA,NA,NA
78413,1.20875,2.40862,-4.34322,NA,NA,-25.38,NA,NA,NA,NA
78751,1.84311,1.41645,-4.38248,-20.453,NA,NA,NA,NA,NA,NA
78815,1.03849,1.08533,-5,-66.134,NA,NA,NA,NA,NA,NA
79163,1.34768,1.0255,-5,NA,NA,-49.556,NA,NA,NA,NA
79361,2.19383,2.45364,-5,NA,-31.053,NA,NA,NA,NA,NA
79528,2.38144,1.05097,-5,-47.863,NA,NA,NA,NA,NA,NA
79782,2.01943,2.04549,-5,NA,-18.689,NA,NA,NA,NA,NA
79832,1.45437,1.06548,-5,NA,NA,-43.988,NA,NA,NA,NA
80122,1.82452,2.20382,-5,-39.62,NA,NA,NA,NA,NA,NA
80274,2.62413,1.56355,-5,NA,-32.53,NA,NA,NA,NA,NA
80562,2.19568,1.58508,-4.64173,NA,-8.785,NA,NA,NA,NA,NA
80602,1.38461,1.51064,-4.26292,NA,NA,-15.935,NA,NA,NA,NA
80892,0.791862,2.88079,-4.17213,NA,-57.465,NA,NA,NA,NA,NA
81049,2.29873,2.06513,-4.00378,NA,NA,NA,-20.128,NA,NA,NA
81211,2.10639,0.64415,-4.64176,NA,-49.609,NA,NA,NA,NA,NA
81433,3.09715,2.09774,-4.86323,NA,NA,-56.321,NA,NA,NA,NA
81743,2.39781,1.12485,-5,NA,NA,-35.82,NA,NA,NA,NA
81882,2.04527,1.4364,-4.76212,NA,NA,NA,-17.824,NA,NA,NA
82124,2.1775,1.49375,-4.69024,NA,-11.035,NA,NA,NA,NA,NA
82399,1.17571,1.98061,-5,NA,-25.935,NA,NA,NA,NA,NA
82529,2.3531,2.22853,-5,NA,NA,NA,-35.261,NA,NA,NA
82787,2.58958,1.84901,-5,NA,NA,NA,-35.773,NA,NA,NA
82888,1.76099,2.05875,-5,NA,NA,NA,-23.904,NA,NA,NA
83157,1.55009,1.34364,-5,NA,-20.282,NA,NA,NA,NA,NA
83350,2.22173,1.33824,-4.92561,NA,-19.667,NA,NA,NA,NA,NA
83466,1.14402,2.202,-5,NA,-29.747,NA,NA,NA,NA,NA
83798,1.62927,1.59375,-5,NA,NA,-28.244,NA,NA,NA,NA
83889,1.37754,2.28331,-5,NA,NA,-27.429,NA,NA,NA,NA
84028,1.55096,1.38312,-3.80032,NA,NA,-20.591,NA,NA,NA,NA
84326,1.72378,2.05317,-4.53824,NA,-7.507,NA,NA,NA,NA,NA
84536,1.50632,1.60547,-5,NA,NA,-19.861,NA,NA,NA,NA
84784,1.59329,1.88384,-4.29724,NA,-3.485,NA,NA,NA,NA,NA
84847,1.50152,1.67826,-4.86378,NA,NA,NA,-21.866,NA,NA,NA
85117,1.06141,1.29782,-5,NA,NA,-39.874,NA,NA,NA,NA
85272,0.387804,1.31573,-3.55956,NA,-82.425,NA,NA,NA,NA,NA
85433,1.9563,2.77352,-4.35014,NA,NA,NA,-33.297,NA,NA,NA
85769,1.79751,1.66827,-4.01767,NA,NA,NA,NA,-36.319,NA,NA
85959,1.15464,1.55899,-3.86812,NA,NA,-24.745,NA,NA,NA,NA
86086,2.1033,0.802576,-4.85029,NA,-43.719,NA,NA,NA,NA,NA
86302,0.921319,1.42799,-4.86889,NA,NA,-36.992,NA,NA,NA,NA
86516,1.65315,1.96598,-4.58056,NA,-7.688,NA,NA,NA,NA,NA
86682,1.63006,1.42352,-5,NA,-17.737,NA,NA,NA,NA,NA
86853,1.19639,1.45285,-5,-44.037,NA,NA,NA,NA,NA,NA
87012,2.40535,1.37041,-5,NA,NA,NA,-28.828,NA,NA,NA
87364,1.74624,1.81833,-4.14429,NA,NA,NA,-5.84,NA,NA,NA
87448,2.28597,2.30453,-3.98374,NA,NA,NA,-23.255,NA,NA,NA
87751,2.17513,1.90948,-4.03791,NA,NA,-13.685,NA,NA,NA,NA
87857,1.853,1.48855,-3.61215,NA,NA,-19.596,NA,NA,NA,NA
88111,2.21459,1.43943,-4.13543,-26.76,NA,NA,NA,NA,NA,NA
88317,2.41647,0.791132,-5,NA,NA,NA,-58.209,NA,NA,NA
88532,1.6257,1.49979,-5,NA,NA,NA,-26.29,NA,NA,NA
88740,2.27084,2.16205,-4.28804,NA,NA,-19.087,NA,NA,NA,NA
88864,1.86345,2.08542,-3.84621,NA,NA,NA,NA,-28.975,NA,NA
89131,2.80141,1.13486,-4.44185,NA,NA,NA,-44.198,NA,NA,NA
89257,1.15599,1.69808,-4.3942,-28.176,NA,NA,NA,NA,NA,NA
89449,1.39822,2.45359,-4.27578,NA,NA,-29.604,NA,NA,NA,NA
89646,2.33574,2.08809,-4.6396,NA,NA,NA,-19.507,NA,NA,NA
89868,2.15671,2.42473,-3.98625,NA,NA,-25.456,NA,NA,NA,NA
90120,1.63722,2.2477,-5,NA,NA,NA,-30.738,NA,NA,NA
90396,2.10004,0.938378,-3.85491,NA,NA,-42.192,NA,NA,NA,NA
90496,2.10564,2.43015,-4.70053,NA,-22.429,NA,NA,NA,NA,NA
90706,2.016,2.45104,-5,NA,NA,-29.736,NA,NA,NA,NA
90905,1.3935,1.98912,-5,-46.075,NA,NA,NA,NA,NA,NA
91104,1.55376,1.65058,-4.86569,NA,NA,-23.593,NA,NA,NA,NA
91227,1.09816,1.84216,-4.81,NA,NA,-32.516,NA,NA,NA,NA
91547,1.44865,2.74869,-4.9673,NA,NA,NA,-41.531,NA,NA,NA
91623,2.11661,1.15326,-5,NA,NA,NA,-30.133,NA,NA,NA
91895,2.25721,1.64461,-5,NA,-20.342,NA,NA,NA,NA,NA
92096,2.06717,1.60674,-4.44263,NA,-4.663,NA,NA,NA,NA,NA
92273,1.9299,1.02966,-4.41094,NA,NA,NA,-25.191,NA,NA,NA
92547,2.07073,1.80125,-4.64421,NA,NA,NA,-11.812,NA,NA,NA
92601,1.89632,1.65778,-5,NA,-14.558,NA,NA,NA,NA,NA
92855,2.33398,2.45399,-4.98557,-47.427,NA,NA,NA,NA,NA,NA
93155,1.8635,2.74546,-4.56346,NA,NA,-34.149,NA,NA,NA,NA
93302,1.84441,2.22469,-5,NA,NA,-29.391,NA,NA,NA,NA
93568,1.91817,1.77195,-4.90961,-34.161,NA,NA,NA,NA,NA,NA
93662,1.81901,2.34815,-4.85939,-42.066,NA,NA,NA,NA,NA,NA
93853,1.76542,1.26116,-5,NA,NA,-27.669,NA,NA,NA,NA
94197,1.46932,2.5727,-5,NA,NA,NA,-40.909,NA,NA,NA
94237,1.33229,1.56779,-4.87769,NA,NA,NA,-30.792,NA,NA,NA
94486,2.39671,2.46669,-4.86533,NA,NA,-40.233,NA,NA,NA,NA
94758,1.39416,2.6948,-4.90346,NA,NA,-47.505,NA,NA,NA,NA
94833,1.62884,1.01095,-5,NA,-36.313,NA,NA,NA,NA,NA
95171,1.37471,1.47186,-4.15483,NA,NA,NA,-25.345,NA,NA,NA
95228,2.36376,1.72036,-4.18401,NA,-12.574,NA,NA,NA,NA,NA
95443,2.11287,2.01282,-4.29901,NA,NA,NA,NA,NA,-65.584,NA
95667,2.23781,2.40936,-4.09521,NA,NA,NA,-28.629,NA,NA,NA
95994,1.92791,2.61866,-4.32165,NA,NA,-25.938,NA,NA,NA,NA
96158,2.00116,1.07178,-4.37568,NA,-15.528,NA,NA,NA,NA,NA
96367,1.39162,1.18542,-4.46086,NA,NA,NA,-18.319,NA,NA,NA
96556,0.94428,2.2606,-3.71603,NA,-40.234,NA,NA,NA,NA,NA
96789,2.21832,1.08811,-4.42792,NA,NA,NA,-26.396,NA,NA,NA
96859,2.23384,1.17826,-4.5347,NA,-16.475,NA,NA,NA,NA,NA
97076,2.79748,1.77073,-4.03122,NA,-30.65,NA,NA,NA,NA,NA
97390,1.96433,0.976811,-4.36072,NA,NA,NA,-34.366,NA,NA,NA
97529,3.00294,1.48809,-5,NA,NA,NA,-57.413,NA,NA,NA
97745,1.49848,1.41631,-4.48633,NA,NA,NA,NA,-31.035,NA,NA
97935,2.78763,1.30755,-4.86499,NA,-37.411,NA,NA,NA,NA,NA
98083,2.45311,0.957055,-3.67305,NA,NA,NA,-51.28,NA,NA,NA
98293,2.83761,1.73373,-4.33125,NA,-30.036,NA,NA,NA,NA,NA
98553,1.69307,1.59765,-4.48961,-24.673,NA,NA,NA,NA,NA,NA
98670,2.05484,2.04607,-4.97109,NA,NA,NA,-29.265,NA,NA,NA
98862,1.57869,1.25274,-3.46416,NA,-32.732,NA,NA,NA,NA,NA
99031,2.10646,2.79233,-3.69701,NA,-44.521,NA,NA,NA,NA,NA
99217,1.86257,2.46458,-3.44048,NA,NA,-44.762,NA,NA,NA,NA
99595,2.34161,1.57831,-5,NA,-22.135,NA,NA,NA,NA,NA
99651,2.40236,1.83737,-5,NA,NA,-32.682,NA,NA,NA,NA
99946,2.66847,1.59312,-5,-57.117,NA,NA,NA,NA,NA,NA
100196,1.43081,1.84963,-5,NA,-20.237,NA,NA,NA,NA,NA
100257,1.78716,1.19067,-4.39024,NA,-7.533,NA,NA,NA,NA,NA
100443,2.41931,1.609,-4.57384,NA,NA,NA,NA,-32.697,NA,NA
100769,1.36804,1.93766,-3.98082,NA,NA,NA,NA,-40.559,NA,NA
100863,2.41857,1.22638,-5,NA,NA,NA,-35.013,NA,NA,NA
101106,2.46398,1.49177,-4.29787,NA,NA,NA,NA,-30.613,NA,NA
101269,2.46864,1.33081,-5,NA,-28.856,NA,NA,NA,NA,NA
101448,2.06398,1.60352,-4.43642,NA,NA,-17.379,NA,NA,NA,NA
101634,2.0032,2.82793,-4.85902,NA,NA,-44.558,NA,NA,NA,NA
101911,2.05045,1.87704,-4.82741,NA,NA,-13.522,NA,NA,NA,NA
102106,1.82076,2.5392,-5,NA,NA,NA,-32.632,NA,NA,NA
102353,2.18338,2.84224,-3.86941,NA,-44.134,NA,NA,NA,NA,NA
102461,1.87704,2.46432,-5,NA,-28.746,NA,NA,NA,NA,NA
102628,1.70357,3.24063,-5,NA,-66.271,NA,NA,NA,NA,NA
102904,2.10711,2.38487,-5,NA,-27.192,NA,NA,NA,NA,NA
103162,2.33877,2.59882,-5,NA,NA,-40.533,NA,NA,NA,NA
103287,2.3547,2.47259,-5,NA,-35.286,NA,NA,NA,NA,NA
103588,2.04292,1.84913,-5,NA,NA,NA,NA,-33.387,NA,NA
103698,1.5796,2.23021,-5,NA,NA,-26.92,NA,NA,NA,NA
103923,2.0052,2.15455,-5,NA,NA,NA,NA,NA,-52.201,NA
104013,1.95183,2.33766,-5,NA,NA,-31.387,NA,NA,NA,NA
104263,2.0067,2.04328,-5,NA,NA,NA,-25.233,NA,NA,NA
104412,1.16822,1.53841,-4.37019,NA,NA,NA,-20.19,NA,NA,NA
104681,2.22327,1.2036,-3.92612,NA,NA,NA,NA,-35.12,NA,NA
104828,1.47342,1.46009,-4.88882,NA,NA,NA,NA,-34.473,NA,NA
105127,2.19798,1.91545,-4.67175,NA,NA,NA,-20.875,NA,NA,NA
105220,2.52547,1.92489,-4.25424,NA,NA,NA,-19.549,NA,NA,NA
105414,1.08272,1.40464,-4.5973,NA,NA,-28.773,NA,NA,NA,NA
105627,1.27762,1.9175,-5,-34.384,NA,NA,NA,NA,NA,NA
105841,1.61634,1.20464,-3.97744,NA,-13.527,NA,NA,NA,NA,NA
106172,1.6035,1.64613,-4.25831,NA,-2.235,NA,NA,NA,NA,NA
106219,1.94077,2.20426,-4.67515,NA,NA,-16.775,NA,NA,NA,NA
106406,0.566195,1.48541,-5,NA,-58.471,NA,NA,NA,NA,NA
106762,1.167,1.98662,-3.76132,NA,NA,NA,NA,-53.242,NA,NA
106830,1.66691,1.84797,-4.59983,NA,NA,NA,-6.713,NA,NA,NA
107125,1.67389,2.47191,-4.38183,NA,NA,NA,-20.786,NA,NA,NA
107368,2.36089,1.58802,-3.84776,NA,NA,NA,-22.199,NA,NA,NA
107596,2.12321,0.84492,-4.19383,NA,NA,NA,-36.608,NA,NA,NA
107707,1.42952,1.31444,-4.01966,NA,NA,-19.872,NA,NA,NA,NA
107945,2.26717,1.65081,-4.3005,NA,NA,-10.259,NA,NA,NA,NA
108013,2.37967,1.27025,-3.54339,NA,-35.509,NA,NA,NA,NA,NA
108396,2.25052,1.3765,-3.40912,NA,NA,-40.964,NA,NA,NA,NA
108499,2.60834,0.7647,-5,NA,-65.981,NA,NA,NA,NA,NA
108704,1.44688,1.32879,-5,NA,-24.639,NA,NA,NA,NA,NA
108867,1.07641,1.69015,-4.66938,NA,NA,NA,-23.039,NA,NA,NA
109040,2.34028,1.86249,-5,NA,NA,NA,-29.398,NA,NA,NA
109237,2.06912,1.23633,-4.84202,-36.158,NA,NA,NA,NA,NA,NA
109406,1.12473,2.2345,-4.25998,NA,-21.638,NA,NA,NA,NA,NA
109791,1.1934,1.75493,-5,NA,-25.376,NA,NA,NA,NA,NA
109993,0.743819,2.15397,-5,NA,NA,NA,NA,-76.063,NA,NA
110047,1.41999,2.1895,-5,-36.423,NA,NA,NA,NA,NA,NA
110362,1.86444,2.48156,-5,NA,NA,-30.23,NA,NA,NA,NA
110536,2.35207,1.82028,-4.1235,NA,-13.055,NA,NA,NA,NA,NA
110766,2.6307,1.87388,-4.26295,NA,NA,-25.742,NA,NA,NA,NA
110877,2.16493,2.21758,-4.40319,NA,NA,NA,-16.279,NA,NA,NA
111186,2.11894,1.03147,-4.1235,NA,NA,NA,-34.853,NA,NA,NA
111392,1.73318,1.86488,-4.39388,NA,NA,NA,-5.894,NA,NA,NA
111543,1.79117,1.48426,-4.55843,NA,NA,NA,NA,-21.819,NA,NA
111752,1.43584,1.39272,-4.52125,NA,NA,NA,-20.894,NA,NA,NA
111917,1.57436,2.84535,-5,NA,NA,NA,-50.224,NA,NA,NA
112006,3.1199,2.34482,-3.71546,NA,-66.113,NA,NA,NA,NA,NA
112347,2.46411,2.85805,-3.64072,NA,NA,-62.959,NA,NA,NA,NA
112493,2.44041,1.31929,-4.4846,NA,NA,NA,-21.351,NA,NA,NA
112679,1.65929,1.42013,-5,NA,NA,NA,-20.025,NA,NA,NA
112880,2.19746,1.51917,-4.23775,NA,NA,NA,-17.7,NA,NA,NA
113014,2.05308,2.06929,-5,NA,NA,NA,-21.801,NA,NA,NA
113232,1.67438,1.93697,-4.81243,NA,NA,NA,-12.501,NA,NA,NA
113563,1.28262,1.67429,-5,NA,NA,-28.468,NA,NA,NA,NA
113698,2.00106,2.28832,-4.96529,NA,NA,NA,-29.425,NA,NA,NA
113824,1.35171,2.53668,-5,NA,-34.677,NA,NA,NA,NA,NA
114082,2.80035,1.84837,-5,NA,-37.524,NA,NA,NA,NA,NA
114307,2.26794,1.87144,-5,NA,NA,NA,NA,-38.346,NA,NA
114504,1.84632,2.12523,-5,NA,-18.822,NA,NA,NA,NA,NA
114796,1.70692,2.0454,-5,NA,NA,-26.057,NA,NA,NA,NA
114950,2.55626,1.56002,-5,NA,NA,-32.382,NA,NA,NA,NA
115086,2.05397,1.5125,-4.33097,-25.384,NA,NA,NA,NA,NA,NA
115390,2.70897,2.43662,-4.84715,-59.466,NA,NA,NA,NA,NA,NA
115528,1.39756,3.21931,-4.28487,NA,-58.48,NA,NA,NA,NA,NA
115657,2.11295,2.29693,-3.5554,NA,NA,NA,NA,-48.837,NA,NA
115952,1.92455,2.46713,-4.79461,NA,-24.191,NA,NA,NA,NA,NA
116037,2.43874,2.22189,-4.02632,NA,NA,NA,-24.714,NA,NA,NA
116298,2.24038,2.66973,-3.94696,NA,NA,NA,-39.154,NA,NA,NA
116573,2.85692,1.74278,-4.22741,NA,NA,NA,-32.853,NA,NA,NA
116741,1.90565,2.19673,-4.79833,NA,NA,NA,NA,-27.675,NA,NA
116940,2.66618,1.46772,-4.87144,NA,-30.31,NA,NA,NA,NA,NA
117116,1.68737,1.35091,-5,NA,NA,NA,-22.815,NA,NA,NA
117259,2.60687,1.74611,-4.98361,NA,NA,NA,-39.455,NA,NA,NA
117559,2.91387,2.12458,-4.45283,NA,-37.663,NA,NA,NA,NA,NA
117704,2.42599,2.08872,-5,NA,-26.923,NA,NA,NA,NA,NA
117927,1.62017,2.40248,-5,NA,NA,NA,-35.973,NA,NA,NA
118008,1.6875,2.14013,-4.33179,NA,NA,NA,-21.102,NA,NA,NA
118274,1.97899,2.08,-5,NA,-19.493,NA,NA,NA,NA,NA
118579,1.36629,2.65231,-5,NA,NA,-48.754,NA,NA,NA,NA
118701,1.09827,2.32331,-4.64743,NA,NA,-37.38,NA,NA,NA,NA
118930,1.68116,1.34407,-5,NA,NA,-25.373,NA,NA,NA,NA
119077,1.97907,2.3671,-4.7555,NA,-19.869,NA,NA,NA,NA,NA
119340,3.20711,1.74254,-5,NA,NA,-59.08,NA,NA,NA,NA
119525,2.4014,1.51911,-5,NA,NA,NA,NA,NA,NA,-73.655
119776,2.55895,1.58386,-5,NA,-28.575,NA,NA,NA,NA,NA
119892,2.33708,2.07067,-5,NA,-24.55,NA,NA,NA,NA,NA
120043,2.18083,1.5712,-5,NA,NA,-22.563,NA,NA,NA,NA
120232,1.7925,1.79716,-5,NA,-15.95,NA,NA,NA,NA,NA
120499,1.55989,2.10794,-3.9177,NA,NA,-14.313,NA,NA,NA,NA
120716,2.01841,1.18307,-4.53997,NA,-11.453,NA,NA,NA,NA,NA
120804,1.77728,2.04973,-5,NA,NA,NA,NA,NA,-52.632,NA
121116,1.16648,1.78986,-4.8706,NA,-20.882,NA,NA,NA,NA,NA
121209,2.70298,1.86282,-4.25733,NA,-24.761,NA,NA,NA,NA,NA
121507,2.55501,1.79631,-5,NA,-28.108,NA,NA,NA,NA,NA
121677,1.82656,1.42023,-5,NA,NA,-29.471,NA,NA,NA,NA
121803,1.55114,1.95627,-5,-43.651,NA,NA,NA,NA,NA,NA
122083,1.87884,1.64034,-5,NA,-15.312,NA,NA,NA,NA,NA
122302,2.35944,1.65097,-4.24664,NA,NA,NA,-13.242,NA,NA,NA
122440,2.28496,2.41692,-4.38008,NA,NA,NA,NA,-35.213,NA,NA
122748,2.06576,2.32456,-5,NA,-25.996,NA,NA,NA,NA,NA
122963,2.02812,2.74937,-5,NA,NA,NA,-45.596,NA,NA,NA
123181,1.98803,2.16886,-5,-32.529,NA,NA,NA,NA,NA,NA
123399,1.71831,2.1671,-5,NA,-19.761,NA,NA,NA,NA,NA
123524,2.43392,2.003,-4.63175,NA,NA,NA,-24.738,NA,NA,NA
123665,2.58654,1.72107,-4.51463,NA,NA,NA,NA,NA,NA,-55.437
123864,2.46928,2.05483,-5,NA,NA,NA,-31.508,NA,NA,NA
124186,2.37661,2.18477,-5,NA,NA,-29.453,NA,NA,NA,NA
124373,1.5132,2.07445,-4.38866,NA,NA,NA,NA,-23.834,NA,NA
124482,1.11813,0.972932,-4.83868,NA,-49.299,NA,NA,NA,NA,NA
124720,1.81318,1.15742,-4.90545,NA,NA,-28.295,NA,NA,NA,NA
124923,1.87956,1.7638,-4.86371,-34.122,NA,NA,NA,NA,NA,NA
125171,2.91183,2.25175,-5,NA,NA,-51.99,NA,NA,NA,NA
125339,2.47469,1.42196,-5,NA,-27.423,NA,NA,NA,NA,NA
125513,2.28757,0.646215,-5,NA,-62.426,NA,NA,NA,NA,NA
125780,1.80038,1.82404,-5,NA,NA,-18.778,NA,NA,NA,NA
125984,1.67817,1.85758,-4.2594,NA,NA,NA,NA,-34.141,NA,NA
126031,2.04762,1.12474,-4.56996,NA,NA,NA,-18.831,NA,NA,NA
126267,1.50107,1.93869,-4.15394,NA,NA,-20.414,NA,NA,NA,NA
126448,1.1992,2.38044,-5,NA,NA,-40.807,NA,NA,NA,NA
126707,1.62713,1.68329,-5,NA,NA,NA,NA,-40.886,NA,NA
127000,1.51215,1.40668,-5,-33.881,NA,NA,NA,NA,NA,NA
127083,1.66699,2.02135,-5,NA,-17.816,NA,NA,NA,NA,NA
127248,2.14051,2.19243,-4.12822,NA,-13.597,NA,NA,NA,NA,NA
127514,1.58715,2.19096,-5,NA,-21.739,NA,NA,NA,NA,NA
127780,1.30848,2.24306,-4.22713,NA,-16.633,NA,NA,NA,NA,NA
127921,2.57591,1.28284,-5,NA,NA,-39.977,NA,NA,NA,NA
128125,1.95744,1.98771,-5,-46.277,NA,NA,NA,NA,NA,NA
128295,1.72149,2.94441,-5,NA,NA,-52.158,NA,NA,NA,NA
128504,2.09068,2.59461,-5,NA,NA,-37.399,NA,NA,NA,NA
128602,2.7133,0.908532,-5,NA,-55.47,NA,NA,NA,NA,NA
128845,2.25382,2.12523,-5,NA,NA,NA,NA,NA,NA,-65.514
129007,2.08111,2.82171,-4.92756,NA,-42.194,NA,NA,NA,NA,NA
129314,2.2186,1.78699,-4.64133,NA,NA,NA,-16.995,NA,NA,NA
129481,2.06339,1.88647,-5,NA,NA,-19.439,NA,NA,NA,NA
129728,2.32986,2.01704,-5,NA,NA,NA,NA,NA,-62.342,NA
129835,1.0675,1.99142,-4.70078,-47.981,NA,NA,NA,NA,NA,NA
130099,1.89464,2.82675,-4.43685,NA,NA,NA,-35.491,NA,NA,NA
130381,2.04362,2.82399,-4.76328,NA,NA,NA,NA,-51.961,NA,NA
130573,1.48933,1.67295,-5,NA,-17.504,NA,NA,NA,NA,NA
130682,2.30366,2.8183,-5,NA,NA,NA,-51.217,NA,NA,NA
130947,1.87917,1.81471,-4.46469,NA,NA,NA,-7.188,NA,NA,NA
131001,2.2392,1.14591,-4.5331,NA,-18.986,NA,NA,NA,NA,NA
131256,1.32209,1.80733,-4.85644,NA,-15.636,NA,NA,NA,NA,NA
131600,1.60727,1.28568,-5,NA,NA,-27.896,NA,NA,NA,NA
131635,1.45289,1.06035,-4.33448,-36.14,NA,NA,NA,NA,NA,NA
131962,2.39965,2.32582,-5,NA,NA,NA,-37.489,NA,NA,NA
132116,1.07157,1.39325,-3.66655,NA,NA,NA,-45.33,NA,NA,NA
132349,1.64902,1.91821,-3.69345,NA,NA,-16.273,NA,NA,NA,NA
132574,1.37756,1.12706,-3.82704,NA,-29.001,NA,NA,NA,NA,NA
132760,1.09427,1.32268,-4.68655,NA,NA,-36.996,NA,NA,NA,NA
132817,0.763593,1.78921,-5,-55.083,NA,NA,NA,NA,NA,NA
133200,1.17966,1.86127,-5,NA,-24.928,NA,NA,NA,NA,NA
133270,2.24177,0.999837,-5,NA,-36.008,NA,NA,NA,NA,NA
133527,2.27536,0.931571,-5,NA,NA,NA,-46.187,NA,NA,NA
133736,2.91841,1.60514,-4.4349,NA,NA,-36.476,NA,NA,NA,NA
133817,1.57449,1.48436,-5,-32.65,NA,NA,NA,NA,NA,NA
134184,1.79913,1.35709,-4.69255,NA,NA,NA,-11.165,NA,NA,NA
134279,1.83044,1.78814,-5,NA,-15.072,NA,NA,NA,NA,NA
134435,2.31962,1.25377,-5,NA,-29.063,NA,NA,NA,NA,NA
134731,1.65858,1.12238,-5,NA,NA,NA,NA,-63.367,NA,NA
134940,1.80477,1.72345,-5,NA,NA,NA,-21.281,NA,NA,NA
135176,2.36951,0.986138,-4.4604,NA,NA,NA,-34.31,NA,NA,NA
135255,2.38832,2.5748,-4.43331,NA,NA,NA,-38.801,NA,NA,NA
135512,2.66695,1.71981,-5,NA,NA,NA,-41.5,NA,NA,NA
135666,1.99233,1.64824,-4.08394,NA,NA,NA,-11.764,NA,NA,NA
135868,2.24641,1.77749,-4.48278,NA,NA,NA,-15.059,NA,NA,NA
136158,1.48241,2.10035,-3.84181,NA,NA,NA,-20.139,NA,NA,NA
136315,2.61095,1.42531,-4.48414,NA,-22.606,NA,NA,NA,NA,NA
