id,x0,x1,x2,fitness7,fitness7.5,fitness9.5,fitness9,fitness8.5,fitness8,fitness10,fitness6.5,fitness6,fitness5,fitness4.5,fitness4
50287,7.39149,6.95724,7.1738,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA
50491,7.08221,7.29087,8.24718,NA,NA,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA
50608,7.51849,6.32806,7.77454,NA,NA,NA,NA,0.557,NA,NA,NA,NA,NA,NA,NA
50900,7.40465,7.49803,8.35366,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51163,6.81843,7.03707,8.15134,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA
51203,7.62102,6.8724,8.45685,NA,NA,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA
51467,8.05393,6.38902,8.33605,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51655,7.56869,7.66905,8.99488,NA,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA
51928,7.56454,7.55457,8.51479,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52103,7.83472,8.12271,8.24886,NA,NA,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA
52344,7.34521,7.81497,8.10273,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA,NA
52474,7.34556,8.1239,7.73427,NA,NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA
52707,8.20758,7.81365,7.88384,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA,NA
52963,7.72116,8.28192,8.50807,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53112,7.5361,7.9562,9.82012,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA
53400,7.41415,8.51773,8.62248,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53597,7.15432,7.53828,9.07293,NA,NA,NA,NA,0.605,NA,NA,NA,NA,NA,NA,NA
53615,7.30515,8.07518,7.52685,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
53878,7.36917,7.0635,7.3283,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54007,6.87726,6.62442,7.05104,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,NA
54301,7.9035,7.7373,8.03481,NA,NA,0.597,NA,NA,NA,NA,NA,NA,NA,NA,NA
54497,8.44413,8.39881,8.46933,NA,NA,NA,NA,0.628,NA,NA,NA,NA,NA,NA,NA
54664,9.33862,7.68276,7.63883,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54883,8.95703,7.3228,7.35028,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55113,7.83426,7.6837,8.84163,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55208,6.77368,7.34749,9.01191,0.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55485,8.38872,7.52853,8.4427,NA,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55659,8.3738,8.2876,7.45529,NA,NA,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA
55916,7.40281,7.5204,7.21253,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56027,5.90569,7.22542,8.00935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281,NA
56315,7.1045,7.47085,7.78892,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56471,7.12003,7.21631,7.0455,0.702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56639,8.57532,9.33597,7.33263,0.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56810,8.3887,9.94296,7.63851,NA,NA,NA,NA,NA,0.422,NA,NA,NA,NA,NA,NA
57178,7.07083,8.24713,7.59846,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA
57368,7.96924,7.53724,7.37175,NA,NA,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA
57482,7.45966,7.90153,7.16417,NA,NA,NA,NA,NA,NA,NA,NA,0.446,NA,NA,NA
57615,8.94707,7.55845,7.232,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA
57969,9.95812,7.38166,7.5012,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58038,8.2778,7.37016,8.04243,NA,NA,NA,NA,NA,0.847,NA,NA,NA,NA,NA,NA
58357,7.7408,7.58158,8.25492,NA,NA,NA,NA,NA,0.915,NA,NA,NA,NA,NA,NA
58511,7.99999,7.78951,8.53233,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA
58689,8.55554,7.35885,8.01153,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58970,8.60831,8.10544,7.77314,NA,0.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59069,7.52703,8.6946,7.4918,NA,NA,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA
59358,8.22399,8.25801,7.6632,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
59436,8.05327,9.27927,7.66123,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA
59603,8.31254,7.99128,8.07012,NA,NA,NA,NA,NA,0.884,NA,NA,NA,NA,NA,NA
59958,7.81165,7.41266,7.44555,NA,NA,NA,NA,NA,0.957,NA,NA,NA,NA,NA,NA
60136,8.22415,7.16057,7.96861,NA,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60351,7.38674,7.83367,8.3487,NA,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60551,6.90772,7.57348,6.53038,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA
60701,7.66928,9.17804,6.96717,NA,NA,NA,NA,0.443,NA,NA,NA,NA,NA,NA,NA
60959,7.28093,9.8229,7.22526,NA,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA
61152,7.8336,9.57875,6.96794,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61355,7.30737,8.43379,8.25762,NA,NA,NA,NA,NA,0.802,NA,NA,NA,NA,NA,NA
61544,8.29694,7.56527,7.98926,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
61732,7.4443,7.89238,8.83141,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61988,6.29154,7.25022,7.78947,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62102,6.32221,7.88142,8.96124,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62232,6.51145,7.47041,8.4031,NA,NA,NA,NA,0.544,NA,NA,NA,NA,NA,NA,NA
62493,7.4878,7.22658,7.85987,NA,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA
62783,7.92835,7.58944,6.57658,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA
62974,7.75284,8.46887,6.40649,NA,NA,NA,NA,NA,NA,0.123,NA,NA,NA,NA,NA
63039,7.18752,6.66604,8.07133,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA
63212,7.58549,7.52771,8.38308,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA
63505,7.64941,8.30165,8.55124,NA,NA,NA,0.507,NA,NA,NA,NA,NA,NA,NA,NA
63796,8.02472,7.34284,7.91729,NA,NA,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA
63867,7.39483,7.76564,8.04122,NA,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA
64042,8.10261,8.3162,7.76469,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64344,8.5369,7.64578,8.00146,NA,NA,NA,NA,NA,NA,NA,0.507,NA,NA,NA,NA
64580,8.29403,8.20082,7.75334,NA,0.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64659,9.11649,8.76668,7.97298,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64878,8.74931,7.78937,7.06362,NA,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA
65015,7.97884,7.06356,7.90751,NA,NA,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA
65396,7.98141,7.51986,7.14299,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65585,8.71936,7.71265,8.53486,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA
65628,8.63494,7.11031,7.84475,NA,NA,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA
65997,8.2846,7.38122,7.78136,NA,NA,NA,NA,0.738,NA,NA,NA,NA,NA,NA,NA
66121,6.73942,7.35518,8.26821,NA,NA,NA,NA,0.621,NA,NA,NA,NA,NA,NA,NA
66320,7.01456,8.32262,8.79879,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA,NA
66522,7.7367,7.93035,8.57993,NA,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
66692,7.17623,8.00057,6.85297,0.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66826,7.08707,6.83682,7.49584,NA,NA,NA,NA,NA,0.715,NA,NA,NA,NA,NA,NA
67022,7.51953,7.19577,7.24084,NA,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67260,7.34691,8.2789,7.08316,NA,NA,NA,0.523,NA,NA,NA,NA,NA,NA,NA,NA
67567,7.6265,7.28532,6.47969,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA,NA
67680,6.9806,8.48537,6.91364,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67872,7.38522,8.22449,7.35522,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68143,8.08496,9.82197,7.06272,NA,NA,NA,NA,NA,0.424,NA,NA,NA,NA,NA,NA
68217,6.99663,10.036,6.88654,NA,NA,NA,NA,0.168,NA,NA,NA,NA,NA,NA,NA
68500,7.29105,8.09298,6.46481,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA
68603,7.96777,8.29865,7.62305,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68854,8.26168,7.84434,8.66958,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69087,8.64712,9.01674,7.69968,NA,NA,NA,NA,0.543,NA,NA,NA,NA,NA,NA,NA
69326,7.73867,8.84438,8.86796,NA,NA,NA,0.303,NA,NA,NA,NA,NA,NA,NA,NA
69429,7.65757,7.69658,6.87142,NA,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA
69652,8.15132,6.79311,6.13263,NA,NA,NA,NA,NA,0.361,NA,NA,NA,NA,NA,NA
69879,8.30605,7.5192,7.7283,NA,NA,NA,NA,NA,NA,NA,0.706,NA,NA,NA,NA
70007,8.06025,7.96979,7.40856,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70222,8.86437,7.50326,8.452,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70461,8.27603,7.50344,7.04883,NA,NA,NA,NA,NA,0.807,NA,NA,NA,NA,NA,NA
70712,7.53312,7.39493,6.4084,NA,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA,NA
70816,7.48762,7.23449,6.87651,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA
71138,7.65337,6.9037,8.54229,NA,NA,NA,NA,0.651,NA,NA,NA,NA,NA,NA,NA
71333,8.3758,7.06604,7.83981,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71438,7.90528,7.86355,7.8088,NA,0.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71606,7.37212,8.22766,8.23818,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA
71803,7.72524,7.47173,7.51524,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA
72013,7.26873,6.79726,8.10992,NA,NA,NA,NA,NA,0.703,NA,NA,NA,NA,NA,NA
72233,7.51717,7.84726,6.69366,NA,NA,NA,0.551,NA,NA,NA,NA,NA,NA,NA,NA
72411,7.36898,8.35602,8.26102,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72722,7.99197,8.38937,8.78106,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA
72867,8.56439,7.7771,7.64066,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA
73113,7.19584,8.39888,8.21234,NA,NA,NA,NA,0.684,NA,NA,NA,NA,NA,NA,NA
73329,7.48025,7.60064,8.02344,NA,NA,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA
73587,8.32784,8.69284,7.03129,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA
73682,8.05324,8.36497,7.40015,NA,NA,NA,0.645,NA,NA,NA,NA,NA,NA,NA,NA
73826,8.9525,8.63797,7.81733,NA,NA,NA,NA,0.476,NA,NA,NA,NA,NA,NA,NA
74109,7.39226,10.1428,7.48126,NA,NA,NA,NA,0.386,NA,NA,NA,NA,NA,NA,NA
74321,7.17537,9.65627,6.6919,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74471,8.17991,9.14695,6.95794,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74781,6.55315,7.72299,7.07968,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74912,7.78499,7.31542,6.45847,0.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75097,7.43266,6.53083,8.4413,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75332,7.74155,8.29835,8.44921,NA,NA,NA,NA,NA,0.825,NA,NA,NA,NA,NA,NA
75518,8.32098,9.08638,7.5375,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75730,7.21102,9.26006,8.03243,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75876,7.34137,7.49172,8.75993,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76082,8.13949,8.20695,7.83838,NA,NA,NA,NA,0.844,NA,NA,NA,NA,NA,NA,NA
76300,7.89407,8.76222,7.50554,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA
76488,6.98386,9.08927,7.41396,0.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76619,7.87679,9.22464,6.81622,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76907,6.4365,8.69381,7.01692,NA,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77114,7.31892,8.69352,7.96322,NA,NA,NA,NA,NA,NA,NA,0.505,NA,NA,NA,NA
77294,8.31071,7.82198,6.93558,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77470,7.33443,7.81616,8.39734,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA
77689,7.94029,6.31409,7.60984,0.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77847,8.38073,7.1149,8.98594,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78008,7.09506,5.73667,8.70157,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78265,7.35251,5.86888,8.91036,NA,NA,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA
78540,8.08308,6.05766,7.34325,NA,NA,NA,NA,NA,0.504,NA,NA,NA,NA,NA,NA
78769,7.97018,6.70871,8.10272,NA,NA,NA,NA,NA,0.719,NA,NA,NA,NA,NA,NA
78924,6.88262,6.48419,6.662,NA,NA,NA,0.164,NA,NA,NA,NA,NA,NA,NA,NA
79064,7.23751,7.31771,6.82578,NA,NA,NA,NA,NA,NA,0.313,NA,NA,NA,NA,NA
79366,6.92853,8.07745,7.60981,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA
79552,6.89404,7.02324,8.10273,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA
79692,7.36479,7.98894,7.58649,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
79844,8.54454,9.09745,8.43623,NA,NA,NA,NA,0.438,NA,NA,NA,NA,NA,NA,NA
80090,7.0038,8.41562,7.76063,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
80391,7.51533,8.50117,7.92146,NA,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
80476,8.81938,8.6445,7.72261,NA,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA
80631,7.90495,8.22644,7.46758,NA,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80884,8.14194,7.88615,8.20876,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81048,7.80525,7.90355,8.71445,NA,NA,NA,NA,NA,NA,NA,0.625,NA,NA,NA,NA
81308,8.53706,7.46828,6.94369,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81539,7.2216,7.77794,7.49701,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81650,9.33703,8.08684,7.79348,NA,NA,NA,NA,NA,0.634,NA,NA,NA,NA,NA,NA
81824,8.51093,6.97935,6.67977,NA,NA,NA,NA,0.495,NA,NA,NA,NA,NA,NA,NA
82074,8.48019,7.56985,7.38919,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA
82309,8.19274,6.68252,7.45294,0.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82437,7.7637,8.02742,6.57362,NA,0.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82652,7.98044,7.10533,6.74405,NA,NA,NA,NA,0.583,NA,NA,NA,NA,NA,NA,NA
82939,7.77391,7.62902,7.42982,NA,NA,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA
83193,8.4931,6.86499,7.05376,NA,NA,NA,NA,NA,NA,NA,NA,0.164,NA,NA,NA
83250,7.99969,7.11321,6.64909,NA,0.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83471,7.77893,7.59762,4.3622,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA,NA
83628,7.61216,8.68786,3.77072,NA,NA,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA
83853,8.63216,9.93169,4.35653,NA,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84008,7.69494,7.54783,4.56116,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84287,7.3465,7.33415,3.71933,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84475,6.27054,7.01193,4.24235,NA,NA,NA,NA,NA,0.506,NA,NA,NA,NA,NA,NA
84794,7.19272,7.89887,5.04783,NA,NA,NA,NA,0.502,NA,NA,NA,NA,NA,NA,NA
84843,8.05072,7.56521,7.00713,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85065,8.35632,6.85813,8.03467,NA,NA,NA,NA,NA,0.748,NA,NA,NA,NA,NA,NA
85330,9.54162,7.87336,8.13102,NA,NA,NA,NA,NA,0.573,NA,NA,NA,NA,NA,NA
85484,7.92454,7.54498,8.24088,NA,0.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85718,7.00365,7.99503,6.9988,NA,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85982,7.50866,7.2166,6.69477,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86113,8.15646,6.88279,7.19626,NA,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86337,8.6842,7.415,7.78086,NA,NA,NA,NA,NA,0.818,NA,NA,NA,NA,NA,NA
86452,8.01761,8.34524,7.2823,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86746,7.90387,8.3754,6.65515,NA,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86967,7.70775,8.06168,7.93832,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
87045,8.8832,8.65576,7.55055,NA,NA,NA,NA,NA,0.623,NA,NA,NA,NA,NA,NA
87296,7.5727,7.85816,6.74105,NA,NA,NA,NA,0.702,NA,NA,NA,NA,NA,NA,NA
87503,7.41324,7.18202,7.6332,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87683,6.66233,7.15332,7.75359,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA
87939,7.20962,7.07887,7.83244,NA,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA
88110,8.12485,7.6375,8.65253,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88389,7.35144,9.28512,8.4505,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88421,7.94261,9.26519,7.18561,NA,NA,NA,NA,NA,0.595,NA,NA,NA,NA,NA,NA
88794,6.63036,7.92941,7.48685,NA,0.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88869,7.39062,7.7081,7.17567,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,NA,NA
89075,7.03438,7.51809,7.44631,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA,NA,NA
89368,7.99185,7.04966,7.32949,0.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89485,7.54615,7.00649,8.57387,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA
89750,8.00599,7.60586,8.25161,NA,NA,NA,NA,NA,0.919,NA,NA,NA,NA,NA,NA
89994,9.19908,8.61713,8.06882,NA,NA,NA,NA,0.408,NA,NA,NA,NA,NA,NA,NA
90143,8.33724,6.68986,6.31616,NA,NA,NA,NA,NA,0.348,NA,NA,NA,NA,NA,NA
90315,8.28776,8.42867,8.20017,NA,NA,NA,NA,NA,0.763,NA,NA,NA,NA,NA,NA
90487,6.85301,7.34934,8.16675,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA
90648,7.25152,7.97606,7.79694,NA,NA,NA,NA,NA,NA,0.481,NA,NA,NA,NA,NA
90997,7.32539,7.13473,7.17086,NA,NA,0.435,NA,NA,NA,NA,NA,NA,NA,NA,NA
91181,7.2228,7.35139,7.5117,NA,NA,NA,0.717,NA,NA,NA,NA,NA,NA,NA,NA
91207,7.84238,7.16941,7.6316,NA,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91596,7.03164,7.83443,8.37503,NA,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91757,7.60579,7.68322,8.50679,NA,NA,NA,NA,NA,0.876,NA,NA,NA,NA,NA,NA
91927,7.30665,7.86129,9.30408,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA
92104,8.18105,7.42981,7.83743,NA,NA,NA,NA,NA,0.936,NA,NA,NA,NA,NA,NA
92315,8.18677,8.13165,8.73713,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92417,6.92856,8.12742,8.62959,NA,0.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92777,7.3096,6.48527,8.8502,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA
92950,8.1566,7.15619,8.03805,NA,0.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93124,6.99982,10.2248,8.40032,NA,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA
93213,6.72612,9.02402,7.43811,NA,NA,NA,NA,NA,0.526,NA,NA,NA,NA,NA,NA
93559,7.93945,8.41863,7.84138,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA
93793,8.2749,7.54274,8.354,NA,NA,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA
93892,7.57895,7.93986,8.13392,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA
94051,7.44837,6.97752,8.65778,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA
94373,7.33329,6.36732,9.49565,NA,NA,NA,NA,NA,0.209,NA,NA,NA,NA,NA,NA
94507,7.4944,6.70391,8.37507,NA,0.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94773,7.28758,7.71542,7.46594,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94821,6.9877,7.87663,8.79689,NA,NA,NA,NA,NA,0.678,NA,NA,NA,NA,NA,NA
95143,7.74364,8.01191,8.37484,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA,NA,NA
95229,7.84979,7.33924,7.48732,NA,NA,NA,NA,0.899,NA,NA,NA,NA,NA,NA,NA
95522,8.17944,7.0021,8.36329,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95694,7.22949,7.89113,9.96913,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95809,7.38976,9.13201,8.90669,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96157,7.15596,8.07179,7.87958,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA,NA,NA
96242,4.82773,7.56751,8.82167,0.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96587,4.56229,8.0455,8.4826,NA,0.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96661,3.81402,7.15809,8.19707,NA,NA,NA,NA,0.733,NA,NA,NA,NA,NA,NA,NA
96982,4.81112,8.0083,8.44452,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA
97174,5.03493,7.20852,7.34081,0.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97207,5.7263,7.6038,8.46902,NA,NA,NA,NA,NA,0.384,NA,NA,NA,NA,NA,NA
97504,6.58665,7.52974,7.77231,NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97736,7.24701,7.71034,8.5502,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97875,8.28562,7.28368,9.45674,NA,NA,NA,NA,NA,NA,NA,NA,0.121,NA,NA,NA
98077,7.74392,7.23207,8.90148,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98338,9.09587,7.77135,7.7735,NA,0.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98496,9.10564,7.75977,7.9476,NA,NA,NA,NA,0.656,NA,NA,NA,NA,NA,NA,NA
98757,8.99438,8.12477,8.11106,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA,NA,NA
98924,8.4532,7.15003,8.45679,NA,0.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99069,8.03654,6.47467,8.96128,NA,NA,NA,NA,NA,0.427,NA,NA,NA,NA,NA,NA
99291,7.94907,7.47554,8.44613,NA,0.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99491,8.91392,7.86416,8.18049,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99725,7.97502,8.80938,7.78561,NA,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA
99947,7.70894,9.50587,6.98128,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA
100181,7.26741,8.36611,7.82296,NA,0.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100348,6.768,7.64244,7.29584,NA,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
100435,7.75929,6.98998,8.35371,NA,NA,NA,NA,NA,0.795,NA,NA,NA,NA,NA,NA
100719,9.80447,6.99546,7.61485,NA,NA,NA,NA,0.355,NA,NA,NA,NA,NA,NA,NA
