id,x0,x1,x2,fitness-2,fitness-1,fitness-1.5,fitness0,fitness-0.5,fitness0.5,fitness-2.5,fitness1,fitness-3,fitness-3.5,fitness1.5,fitness2,fitness-5,fitness-4
42826,-3.1019,-0.835022,-0.656549,NA,NA,NA,NA,NA,NA,1376.146,NA,NA,NA,NA,NA,NA,NA
43157,-1.54822,-0.547234,-2.0991,NA,NA,NA,NA,NA,NA,NA,NA,1047.608,NA,NA,NA,NA,NA
43337,-1.63927,-1.43125,-0.991494,NA,NA,8524.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43401,-1.00073,-1.30555,-0.990018,NA,NA,NA,NA,10053.169,NA,NA,NA,NA,NA,NA,NA,NA,NA
43643,-0.800924,-1.49399,-0.765207,NA,12843.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43833,-1.42255,-1.30403,-0.220221,NA,4834.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44122,-0.264586,0.700662,-0.851092,NA,NA,3549.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44374,-0.934642,0.703549,-0.755161,NA,3370.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44508,-1.48304,-0.791681,0.745705,NA,NA,7437.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44702,-0.727138,-0.00898204,-0.161872,NA,NA,NA,NA,3383.856,NA,NA,NA,NA,NA,NA,NA,NA,NA
44824,-0.984518,-0.928467,-1.49336,NA,NA,NA,NA,17123.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
45109,-0.278446,-1.02032,-0.655943,2643.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45302,-0.097748,-1.53755,-0.555304,NA,NA,NA,2900.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45547,0.040639,-0.773594,-1.60966,NA,NA,2886.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45741,0.237363,-0.63813,0.414703,NA,NA,969.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45802,-0.580914,-0.591326,-0.1527,NA,5610.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46130,-1.0386,-0.937493,0.498944,NA,NA,1452.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46222,-1.42014,-0.507766,-0.0684601,NA,NA,2894.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46536,-0.901023,-0.299584,-1.47038,NA,NA,NA,NA,NA,NA,1566.141,NA,NA,NA,NA,NA,NA,NA
46707,-1.66531,-0.547841,-1.39295,NA,NA,3475.977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46911,-1.23601,-1.27867,-1.80563,NA,NA,1068.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47020,-0.669581,-0.876797,-1.43672,NA,29218.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47232,-1.95138,-0.382103,-1.85796,NA,101.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47530,-0.413824,-0.952518,-0.533028,NA,1659.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47712,0.874838,-0.964038,-0.238123,NA,NA,NA,2522.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47962,-1.00133,-1.4246,-0.890776,NA,NA,NA,NA,2307.592,NA,NA,NA,NA,NA,NA,NA,NA,NA
48027,-0.159334,-0.634094,-1.35122,NA,NA,12750.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48377,-0.401834,-1.07835,-0.337862,NA,NA,NA,443.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48580,-0.719919,-0.998026,-0.827518,NA,NA,NA,NA,6934.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
48727,-0.803658,-1.49637,0.934567,NA,NA,NA,4312.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48964,-1.39951,-1.04333,-0.88745,NA,NA,NA,NA,NA,3333.991,NA,NA,NA,NA,NA,NA,NA,NA
49093,-1.39719,-0.203862,-0.509241,NA,NA,NA,2885.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49306,-1.84225,-0.520407,-0.176226,NA,519.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49543,-1.37079,-1.19805,-1.33631,NA,4856.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49679,-0.236946,-1.64639,-1.60257,NA,3459.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49950,-1.6403,-1.0053,-0.880154,NA,4065.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50186,-0.844109,-1.44543,-0.752184,NA,NA,NA,NA,NA,9628.949,NA,NA,NA,NA,NA,NA,NA,NA
50318,-0.799585,-1.32019,-0.104835,NA,NA,10000.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50595,-0.978001,-1.49936,-0.502285,1629.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50614,-1.57235,-2.16364,-0.197143,NA,NA,3867.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50950,-1.68646,-0.996211,-1.35148,NA,NA,NA,3605.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51015,-1.81273,-0.821178,-1.47177,NA,NA,NA,NA,4045.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
51302,-2.09354,-2.64523,-0.753678,NA,NA,NA,NA,2054.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
51564,-0.948217,-2.6093,-1.07654,NA,NA,NA,NA,1065.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
51770,-0.707442,0.156248,-1.45841,NA,NA,NA,NA,2276.371,NA,NA,NA,NA,NA,NA,NA,NA,NA
51969,-0.839761,-0.650021,-2.46565,279.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52114,-0.86301,-0.833177,-1.99215,NA,NA,NA,NA,8843.756,NA,NA,NA,NA,NA,NA,NA,NA,NA
52246,-1.0468,-1.94975,-2.519,NA,1005.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52535,-1.51084,-1.1128,-0.850602,NA,1563.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52633,-2.88921,-0.98357,-0.212631,NA,2475.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52804,-2.97962,-1.29614,-0.322167,NA,NA,2813.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53105,-2.07939,-0.689709,-0.812044,NA,NA,11893.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53333,-0.890279,-1.19859,-1.51272,NA,NA,9973.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53422,-0.262698,-1.25433,-0.910235,NA,NA,NA,NA,3782.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
53603,0.227781,-1.41103,-0.888645,NA,NA,NA,NA,NA,1733.546,NA,NA,NA,NA,NA,NA,NA,NA
53891,-2.01176,0.224144,-0.176642,NA,NA,NA,NA,NA,548.845,NA,NA,NA,NA,NA,NA,NA,NA
54034,-0.198368,-0.124535,-0.797461,NA,6848.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54312,-0.811192,-1.86729,-1.50701,NA,3216.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54592,-1.6444,-1.49793,-0.74407,NA,NA,NA,NA,NA,NA,3754.04,NA,NA,NA,NA,NA,NA,NA
54670,-0.833691,-2.48268,-0.27809,NA,NA,NA,NA,NA,NA,1373.273,NA,NA,NA,NA,NA,NA,NA
54891,-0.922904,-2.20048,-1.2075,1150.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55180,-1.30801,-0.290284,0.272693,NA,1997.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55342,-0.629187,0.677367,-0.625096,NA,3098.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55505,-0.10959,-0.337061,-0.939481,NA,NA,6362.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55601,-0.0633114,-0.12777,-0.0484344,NA,4511.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55805,-1.45313,-0.384763,0.330151,NA,NA,2146.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56025,-0.223413,-0.597018,-0.850096,NA,13865.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56364,-0.893141,-0.799607,-0.863063,NA,NA,NA,NA,8568.978,NA,NA,NA,NA,NA,NA,NA,NA,NA
56486,-0.818683,-1.22696,-1.43711,NA,NA,NA,NA,1357.857,NA,NA,NA,NA,NA,NA,NA,NA,NA
56630,-0.876831,-1.27592,-1.39471,NA,NA,NA,NA,10534.533,NA,NA,NA,NA,NA,NA,NA,NA,NA
56971,-1.05347,-0.932657,-0.871758,NA,NA,NA,NA,NA,2483.533,NA,NA,NA,NA,NA,NA,NA,NA
57162,-2.14091,-1.44794,-0.977908,NA,NA,NA,NA,NA,NA,NA,1339.005,NA,NA,NA,NA,NA,NA
57324,-1.6974,-0.577633,-0.935968,NA,NA,NA,NA,1527.454,NA,NA,NA,NA,NA,NA,NA,NA,NA
57417,-1.60596,0.380152,-0.592893,NA,NA,NA,NA,NA,876.257,NA,NA,NA,NA,NA,NA,NA,NA
57725,-1.98905,-1.59328,-0.776466,NA,NA,NA,NA,NA,2366.446,NA,NA,NA,NA,NA,NA,NA,NA
57807,-0.504352,-0.80814,-1.73012,NA,NA,NA,NA,442.358,NA,NA,NA,NA,NA,NA,NA,NA,NA
58200,-0.569943,-1.55597,-1.40293,NA,2254.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58359,-0.145559,-0.829085,-1.9958,NA,NA,NA,NA,9621.215,NA,NA,NA,NA,NA,NA,NA,NA,NA
58544,-1.39713,-0.356696,-1.00367,NA,NA,NA,NA,2913.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
58716,-1.06718,-1.46399,-1.46633,NA,NA,NA,NA,4896.314,NA,NA,NA,NA,NA,NA,NA,NA,NA
58973,-1.63731,-1.32574,-2.13563,NA,2270.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59134,-1.81757,-0.628622,-3.09699,NA,NA,671.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59281,-1.44865,-1.92397,-3.10751,NA,NA,NA,NA,2754.568,NA,NA,NA,NA,NA,NA,NA,NA,NA
59521,-1.34792,-1.03551,-3.50557,NA,NA,NA,NA,616.521,NA,NA,NA,NA,NA,NA,NA,NA,NA
59755,-0.549098,-1.38156,-3.58848,NA,NA,1930.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59968,-1.20873,-0.622665,-2.07067,NA,NA,NA,NA,3387.891,NA,NA,NA,NA,NA,NA,NA,NA,NA
60128,-1.39944,0.0160665,-0.864059,NA,NA,NA,5085.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60386,-1.31959,-0.62442,-1.00768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403.753,NA,NA,NA
60422,-0.693778,-1.36228,-0.861935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5152.775,NA,NA,NA
60613,-0.829159,-1.39801,-0.213066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056.917,NA,NA
60807,-1.28583,-1.66782,-1.66308,NA,3417.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61139,-0.82249,-1.25118,-1.25206,NA,NA,NA,5734.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61325,-1.32861,-1.35496,-1.67243,NA,NA,NA,NA,8081.054,NA,NA,NA,NA,NA,NA,NA,NA,NA
61430,-0.762736,-1.58453,-2.0156,NA,11177.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61715,-1.30344,-2.4359,-0.794632,NA,NA,4921.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61844,-0.797905,-1.2349,-1.25876,NA,NA,10080.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62076,-1.46963,-0.943127,0.58307,NA,NA,417.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62361,-0.994619,-0.211171,-0.877435,NA,NA,NA,NA,10968.681,NA,NA,NA,NA,NA,NA,NA,NA,NA
62470,-1.07355,-0.575,-1.29146,NA,2903.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62695,-0.746369,-0.94421,-0.854255,NA,NA,NA,18342.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62941,-0.77037,-0.177895,-1.47628,NA,NA,NA,NA,9809.601,NA,NA,NA,NA,NA,NA,NA,NA,NA
63121,-1.52137,-1.91045,-1.36495,NA,NA,5657.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63288,-1.01967,-1.02573,-1.49375,NA,3515.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63467,0.181465,-0.763623,-1.26545,NA,3081.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63766,-1.28027,-0.971438,-3.47277,NA,NA,3064.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63810,-1.24978,-0.699376,-2.16683,2360.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64163,-1.40938,-0.954049,1.28589,NA,NA,NA,NA,5235.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
64258,-1.32196,-1.37914,-1.4725,NA,24891.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64490,-1.33727,-1.34299,-1.95212,NA,NA,NA,NA,NA,NA,NA,2275.458,NA,NA,NA,NA,NA,NA
64702,-1.8615,-1.84866,-0.575163,NA,NA,NA,722.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64852,-0.819421,-0.880762,-0.326537,NA,NA,NA,3106.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65192,-0.910062,-0.428808,-0.0945238,NA,NA,NA,1158.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65339,-0.902042,0.170249,-0.881003,NA,NA,NA,1512.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65416,-1.04909,-0.672807,-0.971311,NA,1729.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65793,0.0888036,-1.53288,-0.702259,NA,NA,1103.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65876,-0.309309,-1.40208,-0.928769,NA,NA,NA,1549.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66184,-0.66028,-2.46358,-0.151419,NA,NA,NA,1809.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66234,-0.822016,-0.234266,0.238939,NA,4858.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66589,-0.675956,-1.40492,-0.873282,NA,NA,NA,NA,28447.547,NA,NA,NA,NA,NA,NA,NA,NA,NA
66632,-0.860358,-1.88898,-1.63552,NA,6164.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66885,-0.147433,-0.909181,-1.09324,NA,3002.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67098,1.02564,-1.64546,-0.865014,NA,NA,1435.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67361,0.966693,-1.60684,-0.849696,NA,NA,NA,NA,NA,NA,311.673,NA,NA,NA,NA,NA,NA,NA
67447,0.0247796,-0.748796,-0.021226,NA,NA,NA,NA,NA,NA,489.156,NA,NA,NA,NA,NA,NA,NA
67785,-0.0240813,-0.791709,-0.681876,5326.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67966,-1.29014,-1.54142,-0.605124,NA,NA,NA,NA,7322.868,NA,NA,NA,NA,NA,NA,NA,NA,NA
68034,-0.27479,-0.927335,-1.55249,NA,NA,11910.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68209,-0.29398,-1.4834,-0.993825,NA,4707.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68435,1.4345,-0.779536,-0.731362,NA,NA,5265.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68681,0.334748,-0.293757,-0.717026,NA,2115.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68856,-0.747833,-1.52787,-0.698187,NA,28961.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69068,-0.678312,-0.547595,-1.14781,NA,1657.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69395,-0.684531,-1.44248,-0.87997,NA,30058.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69484,-0.216313,-2.04684,-1.94246,1415.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69698,-0.55611,-2.04863,-1.20051,1140.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69947,-2.20893,-1.96593,-0.673318,NA,NA,2299.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70192,-1.44338,-2.14789,-2.39809,NA,NA,1274.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70205,-1.96807,-3.008,-0.89112,NA,1448.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70510,-2.06952,-2.17773,-1.03308,NA,NA,1475.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70649,-1.9109,-1.41564,-0.361792,NA,NA,2086.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70975,-1.41884,0.348678,-0.168764,NA,NA,5037.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71175,-0.213872,1.4768,-0.641065,NA,1699.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71369,-0.899904,0.0515887,-1.63615,NA,NA,2927.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71438,0.158501,-0.5931,-2.08997,NA,NA,605.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71659,-0.0841337,-0.273469,-1.51246,NA,7558.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71839,-0.767543,-1.3526,-0.845984,NA,NA,NA,NA,29012.492,NA,NA,NA,NA,NA,NA,NA,NA,NA
72106,-0.721954,-0.626941,-0.633954,NA,NA,NA,NA,9626.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
72343,-0.00400148,-1.01122,-0.966516,NA,4907.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72502,0.0431143,-0.920757,-1.92834,NA,NA,NA,NA,1653.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
72761,-0.590998,-0.673161,-2.78658,NA,NA,882.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72819,-0.565787,-0.33987,-1.92653,NA,2859.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73033,0.208204,-0.934747,-0.7904,NA,NA,NA,NA,2222.241,NA,NA,NA,NA,NA,NA,NA,NA,NA
73215,-1.7083,-1.32484,-0.818518,NA,NA,5037.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73473,-0.86915,-1.29435,-0.897579,NA,NA,NA,NA,NA,5980.874,NA,NA,NA,NA,NA,NA,NA,NA
73616,-0.581604,-1.25643,-1.00643,NA,NA,NA,NA,4321.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
73827,-0.522508,-1.56778,-0.942734,NA,3896.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74005,-0.787755,-0.588173,-0.609294,NA,NA,12680.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74284,0.0842844,-1.31841,-0.313586,NA,1460.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74535,0.342001,-1.40351,-0.647371,NA,NA,NA,NA,2724.518,NA,NA,NA,NA,NA,NA,NA,NA,NA
74632,0.740475,-1.54129,-0.948012,NA,NA,4901.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74979,0.594218,-0.924048,-0.161785,NA,NA,555.812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75181,0.0676223,-0.0305652,-0.801995,NA,NA,2052.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75291,-0.970054,1.22954,-1.20554,NA,341.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75470,-1.301,-1.47207,-1.15381,NA,NA,NA,NA,NA,922.522,NA,NA,NA,NA,NA,NA,NA,NA
75749,-1.35303,-0.484902,-0.627559,NA,2749.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75937,-1.41368,-1.31756,-0.605686,NA,NA,NA,NA,7655.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
76118,-0.540659,-1.56313,-0.930876,NA,NA,NA,NA,6897.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
76366,-0.887856,-1.46543,-0.148526,NA,NA,16317.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76594,-1.30489,-1.26371,-1.42997,NA,14300.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76615,-0.886272,-1.37791,-2.10584,NA,NA,NA,NA,8243.509,NA,NA,NA,NA,NA,NA,NA,NA,NA
76925,-0.530039,-1.99342,-0.621712,NA,NA,NA,1993.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77125,-1.62876,-1.36752,-0.0904506,NA,8766.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77347,0.338613,-1.47899,-1.02467,NA,1922.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77598,0.925087,-1.14767,-1.31512,NA,622.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77602,-0.354414,-0.629449,-0.844653,NA,NA,NA,NA,NA,NA,NA,NA,2321.57,NA,NA,NA,NA,NA
77959,-0.655937,-1.3533,-0.701373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3651.102,NA
78143,-0.970913,-1.18178,-0.794607,3363.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78220,-0.731817,-1.04598,-1.52136,2983.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78521,-0.0450198,-1.01159,-1.20904,NA,811.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78641,0.37825,-1.48603,-0.978457,NA,3731.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78889,-0.381097,-2.06595,0.0330357,NA,NA,762.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79154,-1.6182,-1.15317,-0.631942,NA,NA,2120.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79391,-1.47555,-0.672818,-1.55659,NA,NA,3922.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79484,-0.971916,-0.75626,-1.03258,NA,NA,10100.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79748,-0.875179,-1.71403,-0.0703244,NA,NA,2226.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79824,-1.41341,-0.844008,-1.24188,1364.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80108,-1.83258,-0.561687,-1.4514,NA,NA,NA,NA,881.715,NA,NA,NA,NA,NA,NA,NA,NA,NA
80268,-0.991617,-0.778188,-1.84317,NA,NA,4398.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80414,-0.489481,-0.703819,-1.26688,NA,NA,NA,NA,NA,NA,NA,NA,676.245,NA,NA,NA,NA,NA
80610,-1.52952,-0.711156,-2.15651,3626.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80979,-1.27089,-1.31046,-1.84061,NA,NA,NA,2362.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81108,-1.57991,-0.839818,0.326218,NA,6053.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81235,-0.92408,-0.101439,0.762576,NA,NA,3956.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81575,-0.0559349,-0.730436,0.876882,NA,NA,3583.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81766,-2.01634,-0.93008,-0.138425,NA,8370.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81983,-2.91157,-1.00758,-1.17879,NA,1293.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82083,-3.8031,-1.31443,-0.203145,NA,NA,1279.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82323,-2.80791,-1.33716,-0.754675,NA,NA,NA,NA,2580.793,NA,NA,NA,NA,NA,NA,NA,NA,NA
82550,-2.91006,-1.43598,-0.579565,NA,1299.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82731,-3.81802,-1.48609,-0.333912,NA,NA,NA,NA,NA,NA,NA,409.138,NA,NA,NA,NA,NA,NA
82980,-4.62096,-0.327828,-1.25629,NA,NA,NA,NA,803.474,NA,NA,NA,NA,NA,NA,NA,NA,NA
83136,-4.54796,0.840346,-1.31876,NA,1208.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83340,-3.64374,-0.15948,-0.857523,NA,NA,955.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83493,-2.63847,-0.268591,-0.938743,NA,1224.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83650,-1.33169,-1.35706,-1.40849,NA,5688.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83955,-1.68287,-2.48822,-1.47602,NA,NA,NA,NA,NA,NA,NA,NA,698.865,NA,NA,NA,NA,NA
84032,-1.55872,-1.39705,-1.62567,NA,NA,NA,NA,NA,NA,NA,NA,2346.237,NA,NA,NA,NA,NA
84277,-1.24779,-1.17405,-1.17935,642.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84524,-1.84962,-1.5826,-0.716114,NA,5911.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84602,-1.034,-2.57544,-1.65958,NA,NA,1428.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84920,-0.645061,-1.87707,-1.7109,838.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85028,0.401571,-0.210618,-2.01179,403.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85297,-1.51388,-0.605248,-1.73031,NA,NA,1519.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85580,-0.800765,-0.654406,-2.11409,NA,NA,8855.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
