id,x0,x1,x2,fitness-1.5,fitness-2,fitness-2.5,fitness-1,fitness0.5,fitness0,fitness-0.5,fitness1,fitness2,fitness2.5,fitness3.5,fitness4.5,fitness5,fitness4
46737,-0.888635,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11859.87,NA
46850,-0.672463,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10672.62,NA
47121,-0.57369,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8130.789,NA
47334,-1.92078,5,4.73818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5294.143,NA
47490,-1.98698,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5510.956,NA
47748,-1.666,5,4.45385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263.551,NA
47859,-0.717828,4.45056,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2095.85,NA,NA
48017,-0.562509,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7415.398,NA
48332,-0.926459,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9881.174,NA,NA
48570,-0.582555,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6719.007,NA
48696,-0.802711,5,4.8852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17244.937,NA
48948,-1.43232,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7393.581,NA,NA
49054,-0.987039,4.70252,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7737.276,NA
49346,-1.32488,5,4.77178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6642.745
49583,-1.89494,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4226.757,NA
49670,-1.4385,5,4.31919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7127.584,NA
49882,-1.01992,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6206.542,NA
50019,-0.769647,4.61064,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6724.174,NA
50314,-1.33086,4.21494,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6145.886,NA
50426,-0.895585,4.85102,4.93371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23114.41,NA
50675,-0.581819,4.87246,3.84234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2929.159,NA
50964,-0.819494,5,4.62606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9340.415,NA
51100,-0.889147,5,4.94504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14288.751,NA
51201,-0.781453,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15431.994,NA
51534,-0.774942,5,4.64791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9260.864,NA
51698,-0.71772,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12032.872,NA
51888,-1.05575,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4855.924,NA
52121,-0.58525,4.86765,4.92156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11549.742,NA
52221,-0.698256,5,4.8987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15025.333,NA
52465,-0.719324,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12071.455,NA
52700,-0.829844,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9222.757,NA,NA
52804,-3.01178,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3248.023,NA
53179,-1.88047,5,4.55217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.592,NA
53206,-1.44034,4.88967,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7992.589,NA,NA
53433,-0.642678,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9520.119,NA
53769,-0.631913,4.83562,4.7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11803.605,NA
53846,-0.51601,4.98345,4.77373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4169.055,NA
54056,0.240682,4.89348,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3590.064,NA
54253,-0.999178,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7338.05,NA
54524,-0.688146,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11201.127,NA
54781,-1.07265,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667.147,NA,NA
54872,-1.93301,5,4.93317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6160.968,NA
55009,-2.03615,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5469.233,NA
55310,-1.50584,4.34512,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3867.349,NA,NA
55504,-1.06375,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3631.823,NA
55712,-1.48039,4.27562,4.72743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8112.31,NA
55896,-1.35905,4.73021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6112.833,NA,NA
56165,-1.98161,4.32087,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901.46
56375,-1.96674,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5382.751,NA
56549,-1.87524,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4341.236,NA
56755,-2.18589,4.8075,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3711.758,NA
56807,-1.45645,4.3137,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8857.706,NA
57117,-0.775228,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12961.199,NA
57314,-0.479934,4.94928,4.77151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1795.609,NA
57460,-0.763982,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12855.642,NA
57757,-0.676657,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14370.673,NA
57857,-0.201603,4.25291,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6385.964,NA
58196,-0.752533,4.85918,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21490.286,NA
58290,-0.560108,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.061,NA,NA
58501,-0.909542,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11237.962,NA
58617,-0.680053,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10935.576,NA
58809,-1.04621,4.7257,4.97386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5536.482,NA
59016,-1.42413,5,4.23734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7204.759,NA
59378,-0.0378903,4.34791,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2971.737,NA
59421,-0.757148,5,4.80163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16367.2,NA
59598,-0.80565,5,4.70715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12932.634,NA
59870,-0.609134,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9617.094,NA
60073,-0.780677,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12998.598,NA
60317,-0.953539,4.60536,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4705.078,NA
60586,-1.38353,4.70618,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2146.171,NA,NA
60751,-1.88495,4.79964,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5087.222,NA
60841,-2.21616,4.65816,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2066.315,NA
61155,-1.8605,4.71029,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3311.998,NA
61265,-1.94027,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5158.602,NA,NA
61515,-1.85774,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1778.082,NA,NA
61672,-1.9231,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4809.371,NA
61815,-0.757578,5,4.85969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17034.2,NA
62022,-0.595849,5,4.8404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2380.894,NA,NA
62206,1.37646,4.82819,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3244.224,NA
62562,0.507216,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1421.171,NA
62646,1.40371,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258.603,NA
62919,-0.949954,4.72839,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10434.267,NA
63095,-0.921881,4.62856,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7083.682,NA,NA
63277,-0.684257,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11075.465,NA
63483,-0.534809,4.73687,4.8895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7554.376,NA
63683,0.350354,4.70993,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3869.083,NA
63815,-0.713215,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11920.816,NA
64038,-0.749729,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13092.855,NA,NA
64327,-0.997651,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3675.662,NA,NA
64465,-0.805103,4.68071,4.79367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14445.351,NA
64742,-0.747713,4.31362,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4562.823
64942,-0.921981,4.85412,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12844.977,NA,NA
65050,-0.844711,2.76811,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4546.634,NA
65328,-0.633325,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11635.713,NA
65480,-0.798914,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13057.702,NA
65659,0.199903,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978.611,NA
65924,0.210262,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2194.459,NA
66108,-0.855654,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12584.567,NA
66208,-0.878943,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12106.072,NA
66500,-0.592401,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7212.225,NA
66767,-1.51951,4.76179,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4723.638,NA,NA
66952,-0.757621,4.72491,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13568.702,NA
67179,-0.984699,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8084.983,NA
67318,-0.633324,5,4.72465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9676.455,NA
67536,-0.82734,5,4.8293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17080.275,NA
67646,-0.884113,4.78234,4.56655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4233.251,NA
67892,-1.28119,5,4.84572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5643.615,NA,NA
68133,-0.822089,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4959.3,NA,NA
68383,-0.727352,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12254.037,NA
68405,-0.93864,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10176.827,NA
68755,-0.670313,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10595.753,NA
68968,-2.10733,5,4.86782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6144.548,NA
69077,-1.06686,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3442.183,NA
69379,-1.24346,4.28681,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4422.262,NA
69450,-0.88088,4.78607,4.83064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19903.952,NA
69783,-0.832965,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10570.84,NA,NA
69872,-0.727569,3.90171,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2832.544,NA
70018,-0.670113,4.75817,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15054.818,NA
70223,-1.49914,4.31697,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8539.361,NA
70538,-0.575154,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6341.447,NA
70680,-0.96152,5,4.71772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9506.654,NA
70826,-0.752219,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12704.86,NA
71166,-0.704384,4.85898,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15577.525,NA
71325,0.418226,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2922.917,NA
71492,0.747905,5,4.48749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.861,NA
71603,-0.323352,4.97368,4.35032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3616.703,NA
71953,-1.61877,5,4.14711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3228.564,NA
72003,-1.29167,5,4.11709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4647.93,NA
72221,-0.911242,5,4.87339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14862.548,NA
72583,-0.78792,5,4.84762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17352.046,NA
72665,-1.3611,4.94822,4.10647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700.284,NA
72868,-1.03922,4.95416,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6008.391,NA
73166,-1.59397,4.09025,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2457.446,NA
73292,-1.88088,5,4.84136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5148.856,NA
73581,-1.44829,4.87322,4.14706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7132.672,NA
73650,-1.5218,5,4.37672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5316.706,NA
73826,-1.04572,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4715.681,NA
74104,-0.626346,5,4.97653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9689.132,NA
74256,-0.846616,4.84457,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18233.198,NA
74512,-0.710045,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11838.733,NA
74665,-1.027,5,4.90121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7557.993,NA
74899,-1.30977,5,4.38317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6342.663,NA
75032,-0.950466,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12504.462,NA
75329,-1.37289,5,4.35606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6099.73,NA,NA
75561,-1.42356,4.39219,4.99081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5732.772,NA
75599,-1.50818,4.11549,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5404.279,NA
75933,-0.796239,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13055.434,NA
76095,0.21989,4.69721,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2257.943,NA
76238,-1.02592,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5867.298,NA
76508,-0.788755,4.81311,4.62725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10310.794,NA
76618,-0.632367,4.71102,4.67315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7665.377,NA
76798,-0.542416,4.77757,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5677.405,NA
77036,-0.68803,5,4.92137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14173.107,NA
77337,-0.74039,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12512.409,NA
77443,-1.06956,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3277.003,NA
77734,-0.638397,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9339.882,NA
77965,-0.880836,5,4.97273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13431.777,NA
78025,-0.909901,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11226.227,NA
78285,-0.780191,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12995.629,NA
78523,0.454811,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2394.875,NA
78768,-0.978759,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8380.067,NA
78923,-0.68536,4.67447,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12261.018,NA
79150,-2.12198,5,4.91803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5525.499,NA
79238,-0.815239,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17001.087,NA
79435,-0.711058,5,4.6444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8268.098,NA
79773,-0.778102,5,4.91123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21972.366,NA
79984,-1.55616,5,4.13441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4873.058,NA
80088,-0.80641,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13052.274,NA
80204,-0.89715,5,4.95864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13524.753,NA
80421,-0.866563,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12380.567,NA
80768,-2.05119,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5361.651,NA
80883,-2.02708,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5513.331,NA
81196,-1.94704,5,4.95079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6152.005,NA
81297,-0.93738,4.83226,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13521.419,NA
81430,-1.48995,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6504.008
81769,-0.88156,5,4.75177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13920.972,NA
81915,-0.534471,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4967.199,NA
82126,-0.705047,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11703.965,NA
82235,-0.56746,4.77477,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7265.344,NA
82460,-0.69132,4.80931,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16521.832,NA,NA
82696,-0.494965,4.98284,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2199.823,NA
82864,-0.700143,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11565.459,NA
83175,-0.776858,4.67417,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14256.919,NA
83356,-0.562466,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5682.455,NA
83588,-1.22292,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908.733,NA,NA
83654,-0.165214,5,4.48302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182.543,NA
83805,-0.567173,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5928.51,NA
84007,-0.638139,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9328.911,NA
84207,-1.45858,4.12356,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4631.611,NA
84409,-0.79576,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13054.795,NA
84724,-0.673889,4.85818,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14294.515,NA
84844,-0.942568,4.89151,4.8379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17462.338,NA
85082,-0.908347,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7664.105,NA,NA
85351,-0.945517,4.71233,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10014.757,NA
85534,-0.732348,4.80254,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4225.797
85683,-0.700805,4.98417,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12379.939,NA
85827,-1.34458,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4561.395
86147,-1.40467,5,4.62351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4313.959,NA,NA
86265,-0.888898,4.21825,4.84993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3205.256,NA,NA,NA
86524,-0.755896,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2767.251,NA,NA
86708,-0.544528,3.85798,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462.115,NA
86877,-2.04953,5,4.84171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9187.867,NA
86999,-2.22915,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1722.808,NA
87261,-1.65248,4.79617,4.31972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4262.429,NA
87424,-0.938882,4.72242,4.68352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9488.505,NA
87613,-0.543844,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694.154,NA
87800,-0.796287,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13055.494,NA
88071,-1.4268,4.31627,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7177.297,NA
88233,-0.885365,4.67725,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10247.85,NA
88428,0.356057,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3424.5,NA
88767,-0.843594,4.57444,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4174.278,NA
88928,-0.6954,5,4.91996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14495.903,NA
89126,0.344246,4.64172,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360.134,NA
89222,-1.22472,4.21453,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3576.577,NA
89544,-0.63528,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9206.523,NA
89721,0.358524,4.78271,4.77581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5196.739,NA
89799,-0.271202,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3778.195,NA,NA
90126,-0.925101,3.814,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3816.366,NA
90370,-0.601201,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9785.656,NA
90425,-0.648793,5,4.9318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12133.987,NA
90610,-0.926552,4.59021,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5254.373,NA
90912,-1.02845,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5722.799,NA
91083,-0.747669,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12635.629,NA
91274,-0.611147,5,4.9521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9619.039,NA
91574,-0.363546,5,4.17507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2273.767,NA
91751,-1.97628,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5234.575,NA,NA
91934,-1.56575,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099.244,NA,NA
92085,-1.8819,4.82562,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5134.93,NA
92202,-0.933124,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10394.633,NA
92516,-0.887814,5,4.99968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11899.103,NA
92776,-2.02014,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5536.213,NA
92937,-0.640052,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12147.211,NA
93126,-1.35873,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6637.397
93205,-1.48666,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4134.512,NA,NA,NA
93542,0.361915,4.83883,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4513.499,NA
93628,-0.801582,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13057.762,NA
