id,x0,x1,x2,fitness-0.5,fitness-1.5,fitness-3,fitness-2.5,fitness-2,fitness-3.5,fitness-4,fitness-1
61676,1.9208,2.28059,-4.53478,NA,NA,NA,-13.378,NA,NA,NA,NA
61991,2.1066,1.83388,-3.49455,NA,NA,-28.243,NA,NA,NA,NA,NA
62168,0.651431,1.48506,-4.03224,NA,NA,-45.654,NA,NA,NA,NA,NA
62367,2.62052,2.13986,-4.99323,NA,-50.326,NA,NA,NA,NA,NA,NA
62541,2.67403,2.20481,-3.9837,NA,-52.483,NA,NA,NA,NA,NA,NA
62773,0.957812,1.35176,-4.21121,NA,NA,NA,NA,-40.023,NA,NA,NA
62963,2.9589,2.13012,-3.71086,NA,NA,NA,NA,-52.818,NA,NA,NA
63140,2.07659,2.52981,-3.28731,NA,NA,NA,NA,-54.679,NA,NA,NA
63254,1.77419,1.81878,-4.37278,NA,NA,-11.524,NA,NA,NA,NA,NA
63569,2.16006,2.63696,-4.29737,NA,NA,NA,-29.092,NA,NA,NA,NA
63776,1.94911,1.15843,-4.62045,NA,NA,NA,NA,-22.497,NA,NA,NA
63914,0.5685,2.36495,-3.70346,NA,NA,NA,-58.144,NA,NA,NA,NA
64111,1.52635,2.33593,-4.11989,NA,NA,NA,NA,-28.59,NA,NA,NA
64301,2.08591,2.38635,-4.77023,NA,NA,NA,-21.577,NA,NA,NA,NA
64582,2.18703,2.87077,-4.95137,NA,NA,NA,NA,NA,-62.155,NA,NA
64674,1.90227,2.11753,-3.57156,NA,NA,NA,NA,NA,NA,-59.073,NA
64849,2.19184,1.9659,-3.89782,NA,NA,-16.977,NA,NA,NA,NA,NA
65142,2.1447,1.64937,-4.18028,NA,NA,-8.057,NA,NA,NA,NA,NA
65239,1.87821,1.7326,-4.6126,NA,NA,-6.178,NA,NA,NA,NA,NA
65542,1.94205,1.62735,-4.99828,NA,NA,-17.025,NA,NA,NA,NA,NA
65621,2.19345,1.53268,-4.75039,NA,NA,-18.519,NA,NA,NA,NA,NA
65967,2.79501,0.664233,-4.37495,NA,NA,NA,-63.894,NA,NA,NA,NA
66088,1.9206,0.822695,-4.80477,NA,NA,-39.811,NA,NA,NA,NA,NA
66376,1.15938,1.933,-4.77176,NA,NA,NA,-20.561,NA,NA,NA,NA
66419,2.11472,1.77141,-4.19183,NA,NA,NA,NA,-11.873,NA,NA,NA
66691,1.19106,0.825827,-4.43902,NA,-105.473,NA,NA,NA,NA,NA,NA
66942,1.61452,1.38996,-4.2403,NA,NA,NA,NA,-12.776,NA,NA,NA
67102,1.42117,1.33477,-4.16334,NA,NA,-21.257,NA,NA,NA,NA,NA
67382,1.2605,1.25591,-3.67192,NA,NA,-35.15,NA,NA,NA,NA,NA
67402,0.488149,2.33345,-4.06626,NA,NA,NA,-53.1,NA,NA,NA,NA
67768,1.52415,2.90431,-3.71509,NA,NA,NA,-49.427,NA,NA,NA,NA
67958,1.54946,2.67198,-4.67178,NA,NA,-33.102,NA,NA,NA,NA,NA
68075,1.21593,1.72357,-4.94594,NA,NA,-26.161,NA,NA,NA,NA,NA
68269,2.02864,1.66052,-4.48276,NA,NA,-5.814,NA,NA,NA,NA,NA
68407,1.18042,1.71878,-4.35402,NA,NA,NA,NA,NA,-30.41,NA,NA
68702,2.15339,1.19674,-4.68946,NA,NA,NA,-15.714,NA,NA,NA,NA
68920,1.67386,2.09458,-4.4931,NA,NA,NA,NA,-12.996,NA,NA,NA
69152,2.01355,1.68101,-3.16869,NA,NA,NA,-40.902,NA,NA,NA,NA
69234,1.67786,1.45394,-4.90003,NA,NA,NA,NA,-28.06,NA,NA,NA
69566,1.55954,1.33198,-4.09729,NA,NA,NA,NA,-15.112,NA,NA,NA
69788,2.37944,0.863355,-4.22572,NA,NA,NA,NA,-49.298,NA,NA,NA
69960,1.76409,1.77354,-4.23567,NA,NA,NA,NA,-4.601,NA,NA,NA
70094,1.67729,2.13113,-4.74963,NA,NA,NA,-12.517,NA,NA,NA,NA
70300,1.21445,1.30716,-4.84825,NA,NA,NA,-24.478,NA,NA,NA,NA
70521,0.827232,1.54089,-4.0183,NA,NA,NA,-36.816,NA,NA,NA,NA
70707,1.52738,1.63391,-4.38013,NA,NA,NA,NA,-5.658,NA,NA,NA
70983,0.333936,1.99463,-3.88767,NA,NA,NA,-64.535,NA,NA,NA,NA
71012,1.75001,1.2,-3.34442,NA,NA,NA,-40.026,NA,NA,NA,NA
71311,2.60749,1.45098,-4.78473,NA,NA,NA,NA,-31.308,NA,NA,NA
71474,2.31655,2.27326,-4.79202,NA,NA,NA,-23.61,NA,NA,NA,NA
71671,2.23102,1.88366,-4.35005,NA,NA,NA,-8.475,NA,NA,NA,NA
72000,0.859896,1.5321,-4.70314,NA,NA,NA,NA,-37.237,NA,NA,NA
72036,2.53086,1.48538,-4.13496,NA,NA,NA,NA,-22.971,NA,NA,NA
72392,1.88423,1.45242,-4.38277,NA,NA,NA,-1.521,NA,NA,NA,NA
72566,1.33371,1.73028,-3.94702,NA,NA,NA,-11.854,NA,NA,NA,NA
72627,1.60348,1.98873,-4.31901,NA,NA,NA,NA,-8.472,NA,NA,NA
72901,1.14797,1.61707,-4.59016,NA,NA,-20.247,NA,NA,NA,NA,NA
73054,0.791075,0.922154,-4.65931,NA,NA,NA,-72.438,NA,NA,NA,NA
73282,1.43449,2.51315,-4.35063,NA,NA,NA,NA,-26.021,NA,NA,NA
73576,1.64652,1.31139,-4.2551,NA,NA,NA,-4.228,NA,NA,NA,NA
73773,1.34442,1.08895,-4.68942,NA,NA,NA,-26.158,NA,NA,NA,NA
73892,0.999925,1.50739,-4.33592,NA,NA,NA,-22.779,NA,NA,NA,NA
74041,1.79003,1.64741,-3.84336,NA,NA,NA,-9.061,NA,NA,NA,NA
74247,1.13005,1.38289,-3.52437,NA,-74.076,NA,NA,NA,NA,NA,NA
74559,1.97661,1.87034,-4.68913,NA,-36.068,NA,NA,NA,NA,NA,NA
74727,2.2659,1.67017,-4.77913,NA,NA,NA,NA,-16.813,NA,NA,NA
74873,2.35922,2.29651,-4.20026,NA,NA,NA,-21.56,NA,NA,NA,NA
75119,1.94428,2.93624,-4.64467,NA,NA,NA,-41.356,NA,NA,NA,NA
75399,1.85122,2.05073,-4.91866,NA,NA,NA,-15.891,NA,NA,NA,NA
75590,1.19956,2.65548,-4.04411,NA,NA,NA,-34.962,NA,NA,NA,NA
75634,1.88269,1.3752,-3.50152,NA,NA,NA,-26.867,NA,NA,NA,NA
75928,2.58593,1.79597,-4.74799,NA,NA,NA,NA,NA,-48.815,NA,NA
76051,2.78912,1.09843,-4.30058,NA,NA,NA,NA,NA,-52.578,NA,NA
76279,2.56132,1.12116,-4.15514,NA,NA,-33.021,NA,NA,NA,NA,NA
76551,1.3979,1.81277,-4.67172,NA,NA,-11.606,NA,NA,NA,NA,NA
76700,1.00979,1.4207,-4.76147,NA,NA,NA,-28.572,NA,NA,NA,NA
76980,1.84151,1.72375,-4.73581,NA,NA,-17.491,NA,NA,NA,NA,NA
77093,1.26623,1.63796,-4.08757,NA,NA,NA,-10.155,NA,NA,NA,NA
77327,1.33252,1.88195,-4.38525,NA,NA,NA,NA,NA,-41.932,NA,NA
77467,1.14623,2.03857,-4.125,NA,NA,-22.182,NA,NA,NA,NA,NA
77604,2.2959,1.23265,-4.34265,NA,NA,-23.942,NA,NA,NA,NA,NA
77909,2.31106,0.767636,-4.77304,NA,NA,NA,-45.932,NA,NA,NA,NA
78036,2.49582,1.76352,-4.48699,NA,NA,NA,-17.749,NA,NA,NA,NA
78276,2.55923,1.63788,-4.89396,NA,NA,NA,-25.638,NA,NA,NA,NA
78582,2.18931,2.03708,-4.20996,NA,NA,NA,-11.436,NA,NA,NA,NA
78788,2.61465,2.2596,-4.05421,NA,NA,-34.056,NA,NA,NA,NA,NA
78869,2.70688,0.991591,-4.57965,NA,NA,NA,-41.255,NA,NA,NA,NA
79162,3.16844,2.40425,-4.61236,NA,NA,NA,NA,-59.414,NA,NA,NA
79312,2.60755,1.56878,-4.2576,NA,NA,NA,NA,-31.325,NA,NA,NA
79519,3.22721,1.22411,-4.72916,NA,NA,-59.989,NA,NA,NA,NA,NA
79643,1.90839,1.88135,-4.82192,NA,NA,NA,NA,-13.028,NA,NA,NA
79922,2.01455,1.75309,-4.77286,NA,NA,NA,-8.835,NA,NA,NA,NA
80037,1.73946,2.21827,-4.17855,NA,NA,NA,NA,-13.423,NA,NA,NA
80370,2.55686,1.3231,-4.72834,NA,-39.469,NA,NA,NA,NA,NA,NA
80593,2.84228,1.71392,-4.3554,NA,NA,NA,-30.495,NA,NA,NA,NA
80755,1.27155,1.07545,-4.12508,NA,NA,-32.915,NA,NA,NA,NA,NA
80869,1.29795,2.2012,-4.48924,NA,NA,NA,-16.609,NA,NA,NA,NA
81106,1.45811,2.5779,-4.74571,NA,NA,-38.197,NA,NA,NA,NA,NA
81296,2.02524,1.85511,-4.81119,NA,NA,NA,NA,-21.282,NA,NA,NA
81588,2.18444,1.43567,-4.30554,NA,NA,NA,NA,NA,NA,NA,-49.364
81639,2.20676,2.60435,-4.41718,NA,NA,NA,NA,-31.342,NA,NA,NA
81993,1.81441,2.17925,-4.67943,NA,NA,-14.704,NA,NA,NA,NA,NA
82123,1.84585,1.80535,-3.61397,NA,NA,-25.509,NA,NA,NA,NA,NA
82337,1.49977,1.24613,-4.82329,NA,NA,-21.244,NA,NA,NA,NA,NA
82433,2.20376,1.41404,-4.58578,NA,NA,NA,NA,-12.795,NA,NA,NA
82686,2.201,2.32867,-3.78927,NA,NA,NA,NA,-35.943,NA,NA,NA
82907,1.68934,1.99304,-3.89926,NA,NA,NA,-9.768,NA,NA,NA,NA
83096,1.34149,1.00937,-4.42367,NA,NA,NA,NA,NA,-46.853,NA,NA
83389,2.13074,1.69705,-3.61024,NA,NA,NA,-20.606,NA,NA,NA,NA
83551,1.98928,1.80257,-4.97092,NA,NA,NA,NA,-20.478,NA,NA,NA
83787,1.60896,1.02333,-4.64888,NA,NA,NA,NA,-33.606,NA,NA,NA
83866,2.38652,1.90758,-4.86957,NA,NA,NA,-19.844,NA,NA,NA,NA
84025,1.82022,2.27293,-4.74234,NA,NA,NA,NA,NA,-38.435,NA,NA
84334,2.4525,2.06914,-4.46535,NA,NA,NA,NA,-27.449,NA,NA,NA
84549,2.1736,2.92532,-3.54691,NA,NA,NA,-58.663,NA,NA,NA,NA
84696,1.53156,1.8274,-4.49818,NA,NA,-7.143,NA,NA,NA,NA,NA
84801,2.10697,1.74919,-4.65621,NA,NA,-21.095,NA,NA,NA,NA,NA
85100,1.96176,1.38275,-4.97205,NA,NA,-27.795,NA,NA,NA,NA,NA
85266,2.44719,1.77374,-4.02125,NA,NA,NA,-16.714,NA,NA,NA,NA
85466,1.82851,1.65531,-4.47316,NA,NA,NA,NA,NA,-18.665,NA,NA
85607,1.44342,2.99568,-4.17955,NA,NA,-52.976,NA,NA,NA,NA,NA
85816,1.24375,2.77814,-4.81046,NA,NA,NA,NA,NA,-60.475,NA,NA
86037,2.058,1.3372,-3.69141,NA,NA,NA,-18.625,NA,NA,NA,NA
86298,1.85443,1.1138,-4.47316,NA,NA,-17.901,NA,NA,NA,NA,NA
86558,1.61997,1.20116,-4.96147,NA,NA,NA,-25.905,NA,NA,NA,NA
86663,1.96933,1.85669,-4.57148,NA,NA,-11.906,NA,NA,NA,NA,NA
86821,2.55995,2.2272,-4.26318,NA,NA,-30.721,NA,NA,NA,NA,NA
87044,1.84813,2.35025,-4.76287,NA,NA,NA,NA,-20.513,NA,NA,NA
87268,1.66326,1.53391,-4.5233,NA,NA,NA,-2.476,NA,NA,NA,NA
87432,1.76353,1.24544,-4.3467,NA,NA,NA,-6.92,NA,NA,NA,NA
87601,1.30648,1.38711,-4.90693,NA,NA,NA,NA,NA,-49.434,NA,NA
87967,1.88824,1.76426,-4.80104,NA,NA,NA,NA,NA,-28.159,NA,NA
88120,2.38985,1.15077,-4.53216,NA,NA,NA,-22.248,NA,NA,NA,NA
88344,2.77714,2.24063,-3.71705,NA,NA,NA,NA,-48.692,NA,NA,NA
88523,1.81436,1.68551,-3.95463,NA,-23.027,NA,NA,NA,NA,NA,NA
88775,1.85352,1.29525,-4.68864,NA,NA,-21.181,NA,NA,NA,NA,NA
88847,0.985392,2.78246,-4.11517,NA,NA,NA,NA,NA,-57.318,NA,NA
89029,1.44682,2.55691,-4.10298,NA,NA,-27.698,NA,NA,NA,NA,NA
89278,1.56948,1.94915,-4.57237,NA,-24.037,NA,NA,NA,NA,NA,NA
89457,1.68819,0.984896,-3.91734,NA,NA,NA,-28.906,NA,NA,NA,NA
89768,1.97385,1.29074,-4.24635,NA,NA,NA,-6.39,NA,NA,NA,NA
89867,2.58586,1.75852,-4.66032,NA,NA,NA,-21.67,NA,NA,NA,NA
90096,1.76211,1.80911,-4.404,NA,NA,NA,NA,-12.474,NA,NA,NA
90379,2.24422,1.46087,-4.89536,NA,NA,NA,NA,-23.31,NA,NA,NA
90481,1.96506,1.74307,-4.95436,NA,NA,NA,NA,-19.801,NA,NA,NA
90714,2.12802,2.08615,-3.90933,NA,NA,-24.229,NA,NA,NA,NA,NA
90804,2.36826,1.65332,-4.89304,NA,NA,NA,-18.892,NA,NA,NA,NA
91019,2.35372,1.38368,-4.18367,NA,NA,-25.602,NA,NA,NA,NA,NA
91378,1.81954,0.924384,-4.53438,NA,NA,NA,-24.528,NA,NA,NA,NA
91526,1.17952,1.48729,-4.77469,NA,NA,NA,NA,-22.764,NA,NA,NA
91695,2.7681,0.462968,-4.86335,NA,NA,-84.736,NA,NA,NA,NA,NA
91975,1.89313,1.80163,-4.5644,NA,NA,NA,NA,-15.342,NA,NA,NA
92129,2.26201,3.03337,-4.97469,NA,NA,NA,-56.843,NA,NA,NA,NA
92269,1.43315,2.60088,-4.68975,NA,NA,NA,NA,NA,-45.68,NA,NA
92518,1.59946,2.13251,-4.49606,NA,NA,-11.898,NA,NA,NA,NA,NA
92695,1.67213,1.73058,-4.44153,NA,NA,NA,NA,NA,-35.434,NA,NA
92804,2.09781,1.4757,-3.7406,NA,NA,NA,-16.219,NA,NA,NA,NA
93190,1.34339,1.84408,-3.4751,NA,NA,NA,-28.231,NA,NA,NA,NA
93291,1.60591,2.34594,-3.7816,NA,NA,-24.618,NA,NA,NA,NA,NA
93474,2.64882,2.38387,-3.98092,NA,NA,NA,NA,NA,-51.745,NA,NA
93713,1.96717,2.73682,-4.2117,NA,NA,-36.1,NA,NA,NA,NA,NA
93884,1.57154,2.34713,-4.67201,NA,NA,NA,-17.971,NA,NA,NA,NA
94169,2.05534,3.02778,-4.23388,NA,NA,-49.392,NA,NA,NA,NA,NA
94291,2.26183,1.66214,-4.49429,NA,NA,NA,-8.832,NA,NA,NA,NA
94569,1.62488,1.28856,-4.9273,NA,NA,NA,-18.676,NA,NA,NA,NA
94616,1.61543,0.603226,-3.91737,NA,NA,NA,NA,-84.116,NA,NA,NA
94952,1.09619,1.30737,-4.92324,NA,-52.346,NA,NA,NA,NA,NA,NA
95150,1.0195,2.17538,-4.55855,NA,NA,NA,NA,-30.239,NA,NA,NA
95393,2.1542,1.92079,-4.79474,NA,-33.623,NA,NA,NA,NA,NA,NA
95459,1.89954,1.16178,-4.82093,NA,-60.009,NA,NA,NA,NA,NA,NA
95625,1.91361,1.51051,-4.9101,NA,NA,NA,-13.164,NA,NA,NA,NA
95812,2.24214,1.44834,-3.76703,NA,NA,NA,NA,-24.592,NA,NA,NA
96036,2.40768,2.31767,-4.04478,NA,NA,NA,NA,-26.943,NA,NA,NA
96233,2.78813,2.16389,-4.73094,NA,NA,-42.817,NA,NA,NA,NA,NA
96510,3.08343,1.61373,-4.49696,NA,NA,-50.109,NA,NA,NA,NA,NA
96747,1.80374,1.58963,-3.8238,NA,NA,NA,NA,-14.116,NA,NA,NA
96864,1.80288,1.5022,-3.70876,NA,NA,NA,NA,-17.175,NA,NA,NA
97024,2.06246,1.19813,-4.21722,NA,NA,-12.068,NA,NA,NA,NA,NA
97335,2.51288,1.91973,-3.98601,NA,NA,-22.013,NA,NA,NA,NA,NA
97479,2.67329,1.21114,-3.94181,NA,NA,-39.951,NA,NA,NA,NA,NA
97680,2.13238,2.29962,-4.21575,NA,NA,-25.503,NA,NA,NA,NA,NA
97892,2.17914,2.18066,-3.86285,NA,NA,NA,NA,NA,-39.602,NA,NA
98086,1.67136,1.37378,-4.83185,NA,NA,-14.778,NA,NA,NA,NA,NA
98304,1.69444,1.94853,-4.11869,NA,NA,-8.264,NA,NA,NA,NA,NA
98493,1.81557,1.98958,-4.96459,NA,NA,-20.424,NA,NA,NA,NA,NA
98720,1.12755,1.74406,-4.21373,NA,NA,NA,-15.666,NA,NA,NA,NA
98969,1.17333,1.45231,-4.68276,NA,NA,-21.762,NA,NA,NA,NA,NA
99017,1.2279,1.15569,-3.7652,NA,NA,NA,-34.221,NA,NA,NA,NA
99273,1.55609,2.12893,-4.61211,NA,-35.038,NA,NA,NA,NA,NA,NA
99498,2.21544,1.43675,-3.94767,NA,NA,NA,NA,-14.054,NA,NA,NA
99664,2.01439,1.25435,-4.68339,NA,NA,NA,NA,-18.971,NA,NA,NA
99856,2.12558,1.91719,-4.4829,NA,NA,NA,NA,NA,NA,NA,-51.381
100132,2.60334,2.80626,-4.25117,NA,NA,NA,-47.465,NA,NA,NA,NA
100283,2.42097,2.35317,-4.39539,NA,NA,NA,NA,-32.777,NA,NA,NA
100422,2.69973,2.3475,-4.48767,NA,NA,NA,NA,-35.981,NA,NA,NA
100728,2.03343,1.1331,-4.75096,NA,NA,NA,-18.68,NA,NA,NA,NA
100815,1.65342,1.58114,-4.30931,NA,NA,NA,NA,-6.651,NA,NA,NA
101180,1.11629,1.87609,-4.11919,NA,NA,NA,NA,-25.172,NA,NA,NA
101311,2.11411,2.15538,-3.3797,NA,NA,NA,NA,-40.323,NA,NA,NA
101458,0.943241,1.95816,-4.46136,NA,-46.441,NA,NA,NA,NA,NA,NA
101724,1.84776,1.22957,-4.65993,NA,NA,-14.379,NA,NA,NA,NA,NA
101862,1.70439,1.74451,-4.72642,NA,NA,NA,NA,-10.846,NA,NA,NA
102122,1.43333,1.94424,-4.54246,NA,NA,NA,-9.761,NA,NA,NA,NA
102228,1.62738,2.85606,-4.93313,NA,NA,NA,-42.262,NA,NA,NA,NA
102499,0.899949,2.02489,-4.38585,NA,NA,NA,-28.102,NA,NA,NA,NA
102609,2.01859,1.70993,-3.6482,NA,NA,-18.977,NA,NA,NA,NA,NA
102823,1.91587,2.08321,-3.45625,NA,NA,NA,-28.38,NA,NA,NA,NA
103150,1.46652,3.42517,-4.99376,NA,NA,NA,-79.954,NA,NA,NA,NA
103210,2.11955,2.1377,-3.88727,NA,NA,NA,NA,-19.669,NA,NA,NA
103482,1.96053,1.81595,-3.6126,NA,NA,NA,-17.468,NA,NA,NA,NA
103681,1.65254,1.96264,-4.52123,NA,NA,NA,NA,NA,-25.438,NA,NA
103932,1.51545,2.03331,-4.08901,NA,NA,NA,-10.01,NA,NA,NA,NA
104191,1.83045,2.93867,-4.17692,NA,NA,NA,-39.977,NA,NA,NA,NA
104340,2.0205,1.95512,-4.52684,NA,-23.529,NA,NA,NA,NA,NA,NA
104515,2.15131,1.82641,-4.56778,NA,NA,NA,NA,-17.123,NA,NA,NA
104712,2.24688,2.28399,-4.41038,NA,NA,-24.842,NA,NA,NA,NA,NA
104883,1.82836,1.88321,-4.35198,NA,NA,NA,-2.79,NA,NA,NA,NA
105123,1.30518,1.4238,-4.48721,NA,NA,-19.622,NA,NA,NA,NA,NA
105284,2.1204,2.41059,-4.39672,NA,NA,NA,NA,NA,-31.252,NA,NA
105424,1.66278,1.98063,-4.49206,NA,NA,NA,NA,NA,-21.83,NA,NA
105764,1.68695,1.3051,-4.64071,NA,NA,-11.666,NA,NA,NA,NA,NA
105843,2.25563,1.65872,-4.16117,NA,NA,NA,-9.516,NA,NA,NA,NA
106194,3.14599,1.83663,-4.65584,NA,NA,-52.266,NA,NA,NA,NA,NA
106388,1.25832,1.5872,-4.55475,NA,NA,NA,-11.931,NA,NA,NA,NA
106487,1.11795,0.85367,-4.6045,NA,NA,NA,NA,NA,-73.193,NA,NA
106719,1.5787,2.56073,-4.75851,NA,NA,NA,NA,-32.119,NA,NA,NA
106888,2.02284,1.51748,-4.03696,NA,NA,NA,NA,-9.296,NA,NA,NA
107077,2.06422,1.87251,-4.23756,NA,NA,NA,-6.672,NA,NA,NA,NA
107319,2.24906,1.55912,-4.55509,NA,NA,NA,NA,-10.957,NA,NA,NA
107542,2.29398,1.59511,-4.89144,NA,NA,-18.336,NA,NA,NA,NA,NA
107733,1.68056,2.34062,-4.84793,NA,NA,NA,-20.292,NA,NA,NA,NA
107939,1.31292,2.15593,-4.32309,NA,NA,NA,-14.15,NA,NA,NA,NA
108005,2.2774,1.6985,-4.63145,NA,NA,-17.674,NA,NA,NA,NA,NA
108255,1.86783,1.8123,-4.14527,NA,NA,NA,NA,-15.113,NA,NA,NA
108417,1.7619,1.77898,-4.64057,NA,NA,NA,NA,-13.784,NA,NA,NA
108618,1.08623,1.77326,-3.55606,NA,NA,NA,NA,-49.239,NA,NA,NA
108861,2.41006,1.36542,-3.46489,NA,NA,NA,NA,-42.488,NA,NA,NA
109194,2.71564,1.64742,-4.36613,NA,NA,NA,NA,-30.172,NA,NA,NA
109329,2.65944,1.55229,-4.70508,NA,NA,NA,NA,-27.38,NA,NA,NA
109495,2.22285,1.66442,-4.16578,NA,NA,NA,NA,NA,-38.368,NA,NA
109713,2.51259,1.44566,-4.65849,NA,NA,NA,NA,NA,-43.873,NA,NA
109884,2.35818,1.5914,-4.91431,NA,NA,NA,NA,-30.541,NA,NA,NA
110141,2.05404,1.90238,-3.69851,NA,-44.803,NA,NA,NA,NA,NA,NA
110356,1.90342,2.41925,-4.08584,NA,NA,NA,NA,-20.355,NA,NA,NA
110408,1.3253,1.35937,-4.92689,NA,NA,NA,NA,-29.613,NA,NA,NA
110780,1.18012,1.73158,-4.44651,NA,NA,NA,NA,-28.965,NA,NA,NA
110941,1.18358,2.2595,-4.04167,NA,NA,NA,NA,-33.052,NA,NA,NA
111080,1.95409,2.40177,-4.94452,NA,NA,NA,NA,-30.868,NA,NA,NA
111241,1.12293,2.25701,-4.27511,NA,NA,NA,NA,-30.587,NA,NA,NA
111597,2.32726,1.45105,-3.55554,NA,NA,NA,-29.217,NA,NA,NA,NA
111608,1.49929,1.58049,-4.13279,NA,NA,NA,-4.015,NA,NA,NA,NA
111972,1.42442,1.80057,-4.13628,NA,NA,-8.985,NA,NA,NA,NA,NA
112143,1.93339,1.70694,-4.73271,NA,NA,-12.145,NA,NA,NA,NA,NA
112337,1.90375,2.44404,-3.89894,NA,NA,NA,-22.255,NA,NA,NA,NA
112479,1.17607,2.50067,-4.14564,NA,NA,NA,-29.091,NA,NA,NA,NA
112606,1.62723,2.05907,-3.4057,NA,NA,NA,-29.617,NA,NA,NA,NA
112863,1.65002,2.00579,-3.88815,NA,NA,NA,NA,NA,-23.889,NA,NA
113032,1.92569,1.90769,-3.87464,NA,NA,NA,NA,-13.163,NA,NA,NA
113382,1.01771,1.41384,-4.16153,NA,NA,-26.556,NA,NA,NA,NA,NA
113489,1.99977,1.12726,-3.61476,NA,NA,-30.657,NA,NA,NA,NA,NA
113646,2.33907,2.3291,-4.57994,NA,NA,NA,NA,-31.301,NA,NA,NA
113888,1.65547,2.00807,-4.44326,NA,NA,NA,NA,-9.538,NA,NA,NA
114200,1.97246,1.55714,-4.62724,NA,NA,NA,NA,-16.509,NA,NA,NA
114319,2.79602,1.0173,-4.48725,NA,NA,-48.626,NA,NA,NA,NA,NA
114560,1.883,2.09346,-4.91937,NA,NA,NA,NA,-17.274,NA,NA,NA
114611,1.58105,1.70817,-3.84273,NA,NA,NA,NA,NA,-33.135,NA,NA
114808,2.63925,1.97025,-4.49924,NA,NA,NA,-23.167,NA,NA,NA,NA
115092,1.33493,2.9946,-4.25956,NA,NA,-53.823,NA,NA,NA,NA,NA
115234,1.73674,2.23928,-3.99172,NA,NA,NA,NA,-24.847,NA,NA,NA
115464,1.97807,1.86856,-4.91971,NA,NA,NA,NA,-21.398,NA,NA,NA
115647,2.64409,2.31356,-4.67032,NA,NA,NA,NA,-38.325,NA,NA,NA
115834,1.95894,2.1182,-4.99771,NA,-37.874,NA,NA,NA,NA,NA,NA
116177,1.93553,2.37242,-4.90722,NA,-36.144,NA,NA,NA,NA,NA,NA
116347,2.33597,1.8802,-4.31887,NA,NA,NA,NA,-16.052,NA,NA,NA
116528,2.12617,1.40353,-4.04082,NA,NA,-23.154,NA,NA,NA,NA,NA
116657,2.26269,1.39474,-3.87096,NA,NA,NA,NA,NA,NA,-53.383,NA
116841,1.8948,1.88206,-4.85669,NA,NA,-17.466,NA,NA,NA,NA,NA
117096,2.13207,1.39272,-4.13912,NA,NA,-14.896,NA,NA,NA,NA,NA
117391,0.805476,1.77136,-4.44937,NA,NA,-36.226,NA,NA,NA,NA,NA
117548,0.867632,1.82799,-4.85874,NA,NA,NA,NA,-36.77,NA,NA,NA
117657,1.81858,2.20783,-4.22204,NA,NA,NA,NA,-20.034,NA,NA,NA
117923,2.22774,2.10728,-3.67054,NA,NA,NA,-24.184,NA,NA,NA,NA
118112,1.21834,1.5439,-3.38069,NA,NA,NA,-40.781,NA,NA,NA,NA
118323,1.67844,1.59714,-4.95587,NA,NA,NA,NA,NA,-44.507,NA,NA
118442,1.35866,2.05669,-4.99854,NA,NA,NA,-21.876,NA,NA,NA,NA
118723,2.15281,2.50233,-4.31286,NA,NA,NA,NA,-29.718,NA,NA,NA
118851,2.2289,1.93961,-4.19546,NA,NA,-15.794,NA,NA,NA,NA,NA
119194,2.3991,1.83458,-4.57313,NA,NA,-21.291,NA,NA,NA,NA,NA
119286,2.71761,2.04396,-3.49562,NA,NA,-50.655,NA,NA,NA,NA,NA
119459,2.45476,1.67384,-4.49944,NA,NA,NA,-15.076,NA,NA,NA,NA
119638,2.87228,1.90495,-4.0034,NA,NA,-43.076,NA,NA,NA,NA,NA
119916,1.99831,1.77713,-4.7889,NA,NA,NA,NA,NA,-29.029,NA,NA
120080,1.22793,1.83222,-4.17486,NA,NA,-22.712,NA,NA,NA,NA,NA
120397,2.18922,1.76896,-4.10426,NA,NA,-21.161,NA,NA,NA,NA,NA
120405,2.70402,0.884124,-4.39607,NA,NA,NA,-49.578,NA,NA,NA,NA
120702,0.89102,1.10293,-4.75355,NA,NA,NA,-51.738,NA,NA,NA,NA
120904,1.68196,1.95768,-4.9141,NA,NA,NA,-13.518,NA,NA,NA,NA
121190,1.74101,1.98548,-4.32137,NA,NA,NA,-4.68,NA,NA,NA,NA
121285,2.2396,1.9614,-4.095,NA,NA,NA,-12.218,NA,NA,NA,NA
121523,1.93225,2.28236,-4.10681,NA,-28.551,NA,NA,NA,NA,NA,NA
121643,2.71599,0.951332,-4.22771,NA,NA,NA,NA,-46.274,NA,NA,NA
121813,2.30809,2.01204,-3.90955,NA,NA,NA,NA,-28.963,NA,NA,NA
122197,2.10233,1.84454,-4.55941,NA,-21.916,NA,NA,NA,NA,NA,NA
122377,1.59763,1.35958,-4.50395,NA,NA,NA,-4.822,NA,NA,NA,NA
122412,1.56539,1.09706,-4.27451,NA,NA,-16.226,NA,NA,NA,NA,NA
122625,1.82638,2.247,-4.88873,NA,NA,NA,-18.198,NA,NA,NA,NA
122930,1.9856,2.41805,-4.8711,NA,NA,NA,-24.293,NA,NA,NA,NA
123102,1.72239,1.83843,-3.85777,NA,NA,-18.276,NA,NA,NA,NA,NA
123368,1.68883,2.03518,-4.11439,NA,NA,-18.736,NA,NA,NA,NA,NA
