id,x0,x1,x2,fitness-5,fitness-4.5,fitness-4,fitness-3.5,fitness-3
75284,-1.36053,3.8668,-4.70979,NA,-23.804,NA,NA,NA
75471,-1.21894,4.18142,-3.83923,-103.366,NA,NA,NA,NA
75691,-2.41248,4.13782,-4.7848,NA,-58.975,NA,NA,NA
75824,-1.09697,4.0153,-4.63181,NA,-41.946,NA,NA,NA
76180,-1.84473,3.58355,-4.55227,NA,NA,-30.916,NA,NA
76372,-2.07338,3.8363,-4.40864,NA,NA,NA,-84.802,NA
76515,-1.35151,3.85017,-4.86061,NA,-21.389,NA,NA,NA
76759,-2.7195,4.63088,-4.58199,NA,-75.809,NA,NA,NA
76979,-2.60859,3.14722,-4.76976,-77.24,NA,NA,NA,NA
77155,-2.02937,4.87196,-3.80946,NA,NA,-105.605,NA,NA
77292,-1.84307,3.92074,-4.80713,NA,-28.259,NA,NA,NA
77455,-1.71571,3.78097,-4.67001,NA,-9.731,NA,NA,NA
77783,-1.9352,3.56889,-4.57022,NA,-30.956,NA,NA,NA
77994,-1.80939,4.0317,-4.9878,NA,-30.153,NA,NA,NA
78162,-2.86941,3.98669,-4.7944,NA,-66.423,NA,NA,NA
78387,-1.72586,4.20262,-4.65472,NA,-38.084,NA,NA,NA
78496,-1.57232,4.1174,-4.24233,NA,NA,-64.082,NA,NA
78665,-2.29939,4.65296,-4.049,NA,NA,-87.827,NA,NA
78862,-2.21128,4.99619,-4.74137,NA,NA,NA,-87.271,NA
79200,-0.714791,4.55875,-4.74651,NA,NA,-112.75,NA,NA
79288,-2.69517,4.11664,-4.84519,NA,NA,-75.215,NA,NA
79484,-1.94643,3.99692,-4.93512,NA,-29.753,NA,NA,NA
79648,-1.39489,4.39331,-4.57086,NA,-53.549,NA,NA,NA
79824,-1.51327,3.89886,-4.41135,-51.011,NA,NA,NA,NA
80107,-1.43204,3.905,-3.90356,NA,NA,-84.496,NA,NA
80235,-2.52182,3.85649,-4.74036,-54.319,NA,NA,NA,NA
80461,-2.26772,3.52797,-4.85964,-48.586,NA,NA,NA,NA
80731,-2.44812,3.89092,-4.84357,NA,-49.607,NA,NA,NA
80958,-2.02198,3.65609,-4.78327,NA,NA,-32.533,NA,NA
81114,-2.38798,3.87638,-4.44111,NA,-56.412,NA,NA,NA
81373,-2.57699,3.93796,-4.77175,NA,-63.487,NA,NA,NA
81474,-2.12107,4.97004,-4.79247,NA,-71.996,NA,NA,NA
81621,-1.9977,4.8186,-4.47029,NA,-68.603,NA,NA,NA
81887,-3.1234,3.94455,-4.92277,NA,-80.77,NA,NA,NA
82081,-2.38325,4.10345,-3.6589,NA,-96.059,NA,NA,NA
82207,-2.08741,3.44273,-4.19797,NA,NA,-72.705,NA,NA
82535,-1.6176,3.57968,-4.915,NA,-12.638,NA,NA,NA
82759,-1.51281,3.63917,-4.55067,-43.497,NA,NA,NA,NA
82944,-2.0295,4.08593,-4.00072,NA,NA,-83.113,NA,NA
83178,-3.33496,4.78535,-4.35065,NA,-110.628,NA,NA,NA
83399,-2.08315,4.98754,-4.5013,NA,NA,-83.015,NA,NA
83565,-2.27106,3.9568,-4.57689,NA,-46.738,NA,NA,NA
83758,-3.06898,4.32226,-4.95234,-82.293,NA,NA,NA,NA
83868,-2.3463,4.09716,-4.0225,-74.417,NA,NA,NA,NA
84122,-1.75956,4.9304,-4.23209,NA,-83.958,NA,NA,NA
84251,-1.92328,4.45345,-4.556,NA,NA,-54.761,NA,NA
84513,-1.97725,4.98897,-4.94629,NA,NA,-69.462,NA,NA
84617,-1.69975,4.59646,-4.35341,NA,-61.82,NA,NA,NA
84976,-1.49491,3.65808,-4.38323,NA,NA,-48.493,NA,NA
85182,-1.9286,3.3811,-4.44686,-47.568,NA,NA,NA,NA
85263,-2.38289,3.39556,-4.9505,NA,-58.539,NA,NA,NA
85416,-1.7039,3.43343,-4.31907,NA,-23.786,NA,NA,NA
85733,-1.98228,4.18284,-4.52681,NA,-45.551,NA,NA,NA
85837,-1.59397,3.61955,-4.72724,NA,NA,-9.048,NA,NA
86054,-1.75346,3.92211,-4.97382,NA,-11.677,NA,NA,NA
86265,-1.17498,3.37257,-4.86923,NA,-44.11,NA,NA,NA
86576,-1.96587,3.74277,-4.51607,-50.611,NA,NA,NA,NA
86777,-1.50968,4.1815,-4.41397,-48.945,NA,NA,NA,NA
86940,-1.81946,4.17114,-4.79775,NA,-35.029,NA,NA,NA
87113,-1.7863,3.851,-4.50937,NA,NA,-33.199,NA,NA
87381,-1.18545,4.70746,-4.88557,NA,-63.853,NA,NA,NA
87552,-1.43528,3.63115,-4.7694,NA,-9.25,NA,NA,NA
87601,-1.22804,3.68673,-4.44127,NA,-45.162,NA,NA,NA
87855,-1.80697,3.49208,-4.91314,NA,-26.52,NA,NA,NA
88187,-1.44904,3.92705,-4.90603,-29.292,NA,NA,NA,NA
88212,-1.23666,3.95322,-4.29157,-69.575,NA,NA,NA,NA
88509,-1.55776,4.08675,-3.41584,NA,-123.296,NA,NA,NA
88653,-1.71669,3.87563,-4.65407,NA,NA,-40.102,NA,NA
88808,-2.63361,3.40565,-3.80949,NA,-74.878,NA,NA,NA
89056,-1.98211,3.90086,-4.64063,NA,NA,NA,-61.733,NA
89225,-2.63415,4.13253,-4.19521,NA,NA,-75.712,NA,NA
89469,-1.78182,3.60985,-4.58689,-36.557,NA,NA,NA,NA
89691,-2.08213,3.91761,-4.88117,NA,-36.716,NA,NA,NA
89985,-2.34124,3.9836,-4.56136,NA,NA,NA,-94.489,NA
90063,-1.53148,3.94595,-4.15491,NA,-57.746,NA,NA,NA
90388,-1.09442,3.90654,-4.80612,NA,-16.539,NA,NA,NA
90419,-2.49722,3.75387,-3.66867,NA,NA,-105.284,NA,NA
90650,-2.7395,4.35106,-4.74748,NA,-69.479,NA,NA,NA
90987,-2.43254,4.70899,-4.24908,NA,-83.392,NA,NA,NA
91142,-1.29665,3.56112,-4.89317,NA,NA,-32.937,NA,NA
91304,-2.14658,4.15945,-4.34014,NA,NA,-60.334,NA,NA
91531,-1.66172,4.41768,-4.58785,NA,-48.693,NA,NA,NA
91786,-1.53861,4.7589,-4.85846,-68.168,NA,NA,NA,NA
91911,-2.34053,3.5441,-4.76051,NA,NA,-56.38,NA,NA
92052,-2.03582,4.31529,-4.47097,-47.636,NA,NA,NA,NA
92344,-2.66781,3.43669,-4.31775,NA,NA,-66.533,NA,NA
92597,-1.08325,2.79251,-4.88973,NA,-115.727,NA,NA,NA
92713,-1.05936,3.38255,-4.86576,-37.532,NA,NA,NA,NA
92904,-1.68875,4.98323,-4.99478,NA,-74.614,NA,NA,NA
93090,-1.78374,3.18332,-4.88785,NA,-42.506,NA,NA,NA
93369,-1.36596,3.37762,-4.87649,-54.127,NA,NA,NA,NA
93431,-2.07603,4.50028,-4.78348,NA,NA,-57.567,NA,NA
93713,-1.3339,4.03989,-4.89,NA,-19.996,NA,NA,NA
93956,-1.65735,4.75625,-4.90387,NA,-43.759,NA,NA,NA
94055,-1.22672,4.36787,-3.85117,-104.339,NA,NA,NA,NA
94242,-2.51558,4.18288,-3.95289,-83.913,NA,NA,NA,NA
94546,-2.30059,3.81846,-4.03006,NA,-70.956,NA,NA,NA
94633,-1.85154,3.91846,-4.85973,NA,NA,-19.456,NA,NA
94916,-1.13095,3.68447,-4.40484,NA,-59.461,NA,NA,NA
95038,-2.38623,3.67388,-4.7398,NA,-42.506,NA,NA,NA
95370,-1.71753,3.6182,-4.71171,NA,NA,-22.032,NA,NA
95542,-1.5862,3.15014,-4.66116,NA,NA,-54.194,NA,NA
95736,-2.42141,4.72256,-4.54757,NA,NA,-74.308,NA,NA
95958,-2.05099,4.93656,-4.65219,-73.599,NA,NA,NA,NA
96195,-1.92051,3.29447,-4.63225,NA,-45.108,NA,NA,NA
96297,-2.17436,3.38961,-4.79736,-53.166,NA,NA,NA,NA
96486,-1.47822,3.35481,-4.96393,NA,-15.355,NA,NA,NA
96665,-1.13662,4.7504,-4.99973,NA,-67.981,NA,NA,NA
96827,-0.961867,3.63805,-4.56514,NA,NA,-70.967,NA,NA
97190,-1.58275,3.65256,-4.1656,NA,-56.994,NA,NA,NA
97299,-1.86586,4.15008,-4.33533,NA,NA,-53.137,NA,NA
97490,-2.30889,4.50048,-4.04531,-80.017,NA,NA,NA,NA
97740,-1.90423,3.23435,-4.95995,NA,-46.133,NA,NA,NA
97881,-2.49518,3.40785,-4.24508,NA,NA,-85.498,NA,NA
98087,-2.23279,4.71046,-4.9718,NA,-56.553,NA,NA,NA
98339,-2.53628,3.81979,-4.67751,NA,-56.194,NA,NA,NA
98454,-1.09516,2.9028,-4.96939,NA,-57.83,NA,NA,NA
98670,-3.02548,2.49829,-4.79742,NA,-123.978,NA,NA,NA
98920,-2.16954,3.89669,-4.36478,-54.045,NA,NA,NA,NA
99049,-1.71427,4.29911,-4.38356,NA,-32.751,NA,NA,NA
99366,-2.52883,4.11679,-4.56319,NA,-59.01,NA,NA,NA
99576,-2.11182,4.71079,-4.84254,-57.017,NA,NA,NA,NA
99705,-2.31547,3.88127,-4.60848,-54.53,NA,NA,NA,NA
99971,-2.25681,4.00995,-4.10187,-67.81,NA,NA,NA,NA
100020,-2.64464,4.95215,-4.27376,NA,-93.379,NA,NA,NA
100360,-3.27819,4.39203,-4.12718,NA,-111.025,NA,NA,NA
100501,-2.42063,4.22141,-4.67658,NA,-57.433,NA,NA,NA
100680,-2.16208,4.61074,-4.08266,NA,-76.441,NA,NA,NA
100816,-2.28987,4.07423,-4.10942,-72.664,NA,NA,NA,NA
101088,-2.7693,3.83659,-4.89007,NA,NA,-70.146,NA,NA
101338,-2.52038,4.43158,-4.91484,NA,NA,-75.56,NA,NA
101424,-2.15391,4.39804,-4.38148,NA,NA,-65.581,NA,NA
101613,-2.45693,3.63236,-4.78112,NA,NA,-54.224,NA,NA
101890,-1.64512,4.37233,-4.5566,NA,-44.558,NA,NA,NA
102147,-1.79489,3.47443,-4.69532,NA,-29.884,NA,NA,NA
102396,-2.00483,3.31204,-4.74715,NA,NA,-36.663,NA,NA
102448,-1.95244,4.0818,-4.89382,NA,-26.608,NA,NA,NA
102670,-0.663829,3.51163,-4.85608,NA,-85.859,NA,NA,NA
102895,-2.50352,4.32576,-4.70229,NA,NA,-64.284,NA,NA
103073,-2.29989,3.60637,-4.86132,-50.951,NA,NA,NA,NA
103269,-2.02568,4.29331,-4.6659,NA,NA,-46.826,NA,NA
103417,-1.94731,4.41632,-4.47202,NA,NA,-59.597,NA,NA
103753,-1.52045,4.17566,-4.36579,NA,-49.954,NA,NA,NA
103963,-1.6404,4.23945,-4.92014,NA,-41.442,NA,NA,NA
104028,-1.35827,4.00369,-4.64408,NA,NA,-31.55,NA,NA
104301,-1.80244,3.77533,-3.90838,NA,NA,-89.834,NA,NA
104512,-1.45305,3.6409,-4.83069,NA,NA,NA,-38.554,NA
104619,-2.40537,4.3071,-4.99229,NA,-56.145,NA,NA,NA
104807,-2.25024,4.77063,-4.07935,NA,NA,-90.802,NA,NA
105067,-1.60819,4.19613,-4.04335,NA,-69.917,NA,NA,NA
105264,-1.68199,3.96692,-4.21349,NA,NA,-57.22,NA,NA
105454,-1.81522,3.95679,-4.60143,-43.882,NA,NA,NA,NA
105747,-2.2601,4.68179,-4.83792,NA,NA,NA,-99.01,NA
105998,-3.06051,4.43351,-4.56565,NA,-85.315,NA,NA,NA
106177,-2.57234,3.98005,-4.8143,NA,-56.382,NA,NA,NA
106323,-2.29123,4.63955,-4.6503,NA,-59.522,NA,NA,NA
106493,-1.38856,3.87403,-4.34862,NA,-27.196,NA,NA,NA
106768,-1.10284,4.02603,-4.99545,NA,-37.867,NA,NA,NA
106860,-1.54867,4.09498,-4.81164,NA,NA,-26.001,NA,NA
107089,-2.38265,4.51439,-4.78049,-66.465,NA,NA,NA,NA
107319,-1.51613,4.74839,-4.46263,NA,-70.136,NA,NA,NA
107582,-1.73792,4.00014,-4.34477,NA,NA,-47.176,NA,NA
107747,-1.97865,4.32342,-3.84191,NA,-60.865,NA,NA,NA
107832,-2.42847,3.48807,-3.98341,NA,-86.449,NA,NA,NA
108109,-1.72902,3.8625,-3.80787,NA,-66.897,NA,NA,NA
108360,-2.21849,4.30027,-4.55239,-59.798,NA,NA,NA,NA
108405,-2.07557,3.98458,-4.88247,NA,NA,-37.763,NA,NA
108770,-1.46049,3.95078,-4.58551,NA,NA,-46.429,NA,NA
108880,-3.41047,3.94045,-4.67697,-101.839,NA,NA,NA,NA
109161,-2.91781,3.91859,-4.29206,-73.185,NA,NA,NA,NA
109266,-1.3338,4.49006,-4.64762,-68.24,NA,NA,NA,NA
109417,-1.50574,4.62361,-4.93418,NA,NA,NA,-77.072,NA
109784,-2.75587,4.31337,-4.57262,NA,NA,-73.525,NA,NA
109830,-2.52675,3.99471,-4.73772,NA,-57.561,NA,NA,NA
110125,-2.20341,4.44168,-4.85002,NA,-53.572,NA,NA,NA
110381,-1.82796,4.70742,-4.58906,NA,NA,NA,-86.885,NA
110476,-1.77537,4.00909,-3.98726,-75.149,NA,NA,NA,NA
110704,-2.1862,3.33534,-4.34359,NA,-66.03,NA,NA,NA
110839,-1.35906,3.55329,-4.60992,NA,NA,-20.224,NA,NA
111037,-2.67599,3.86412,-4.99041,NA,-62.296,NA,NA,NA
111266,-2.34684,3.93619,-4.44104,-51.008,NA,NA,NA,NA
111500,-1.34892,3.55108,-4.74806,NA,NA,-12.255,NA,NA
111768,-1.58358,3.3444,-4.92083,NA,-21.116,NA,NA,NA
111856,-1.97351,4.60953,-4.86835,NA,NA,NA,-74.096,NA
112006,-1.36942,4.01806,-4.45072,NA,-36.497,NA,NA,NA
112285,-0.835103,3.12907,-4.751,NA,NA,-131.987,NA,NA
112431,-1.27444,4.09703,-4.30239,NA,NA,-65.848,NA,NA
112670,-1.62873,3.91646,-4.9574,NA,NA,-13.279,NA,NA
112910,-0.908703,4.31959,-4.84906,-86.008,NA,NA,NA,NA
113011,-2.36669,4.15425,-4.65098,NA,-54.344,NA,NA,NA
113243,-1.52537,3.94374,-4.42803,NA,NA,-29.845,NA,NA
113520,-1.77254,4.55019,-3.80376,NA,-85.945,NA,NA,NA
113700,-1.56002,4.1911,-4.50575,-52.98,NA,NA,NA,NA
113814,-2.56298,4.35765,-4.81895,NA,NA,-56.674,NA,NA
114064,-1.76498,3.94364,-4.65894,NA,-27.92,NA,NA,NA
114227,-1.42942,2.94254,-4.25326,NA,-64.333,NA,NA,NA
114411,-1.71837,3.67828,-4.61896,NA,NA,NA,-58.172,NA
114625,-1.657,4.41457,-4.74389,-46.132,NA,NA,NA,NA
114888,-1.01728,4.23995,-4.51767,NA,NA,-72.354,NA,NA
115155,-1.4213,3.94218,-4.53159,NA,-29.621,NA,NA,NA
115224,-1.72393,4.9411,-4.1452,NA,-87.449,NA,NA,NA
115548,-1.48741,3.67006,-4.31492,NA,-36.281,NA,NA,NA
115755,-1.5027,4.4051,-4.97871,NA,-47.557,NA,NA,NA
115884,-2.00626,4.32057,-4.23566,NA,NA,-65.888,NA,NA
116175,-1.92302,4.00756,-4.49394,-49.879,NA,NA,NA,NA
116226,-1.36055,4.36463,-4.38733,NA,NA,-61.217,NA,NA
116582,-1.25391,3.49417,-4.04307,NA,-90.928,NA,NA,NA
116700,-1.15188,3.89862,-4.254,-58.657,NA,NA,NA,NA
116855,-0.898013,4.45617,-4.97504,NA,-83.589,NA,NA,NA
117190,-1.25952,3.50892,-4.67254,NA,-20.892,NA,NA,NA
117227,-1.70741,3.38192,-4.60867,NA,NA,-29.253,NA,NA
117450,-2.17911,4.28796,-4.14677,NA,NA,-74.207,NA,NA
117753,-2.32208,3.95194,-4.43777,-51.826,NA,NA,NA,NA
117840,-1.57158,3.15604,-4.34997,NA,-73.81,NA,NA,NA
118056,-1.34325,3.26143,-4.79076,NA,-36.908,NA,NA,NA
118385,-2.86948,4.12319,-4.91869,NA,-69.629,NA,NA,NA
118491,-1.39562,3.49698,-4.36679,NA,NA,-51.064,NA,NA
118724,-1.28834,3.54009,-4.82176,NA,-8.384,NA,NA,NA
118889,-1.54799,3.86873,-4.41703,NA,-32.248,NA,NA,NA
119146,-2.06872,4.03931,-4.16919,NA,-59.05,NA,NA,NA
119225,-2.12101,4.35096,-4.86588,-60.946,NA,NA,NA,NA
119528,-2.15102,3.13424,-4.94909,-68.629,NA,NA,NA,NA
119616,-1.74505,3.26,-4.8933,-38.771,NA,NA,NA,NA
119926,-2.12468,2.85056,-4.69787,-82.637,NA,NA,NA,NA
120174,-1.73276,3.28898,-4.72536,NA,NA,-38.14,NA,NA
120390,-2.19541,4.35452,-4.63901,NA,-52.512,NA,NA,NA
120463,-1.61855,4.12067,-4.40095,NA,-33.06,NA,NA,NA
120603,-1.27257,3.52239,-4.50739,NA,NA,-35.48,NA,NA
120990,-1.54104,4.59349,-4.71676,-62.388,NA,NA,NA,NA
121193,-1.74565,4.06186,-4.33892,NA,-39.426,NA,NA,NA
121329,-1.97372,4.75701,-4.66845,NA,NA,-67.841,NA,NA
121545,-2.19624,4.2027,-4.41512,NA,-51.082,NA,NA,NA
121720,-1.4186,3.7815,-4.89956,NA,NA,-15.589,NA,NA
121801,-1.15354,4.6064,-4.80269,-86.001,NA,NA,NA,NA
122155,-2.158,4.03356,-4.57791,NA,NA,-45.071,NA,NA
122218,-2.16044,3.96051,-4.78116,NA,NA,-40.27,NA,NA
122600,-1.70803,3.5221,-4.47819,NA,NA,-28.427,NA,NA
122701,-1.65571,3.96161,-3.88018,-87.283,NA,NA,NA,NA
122846,-2.5891,3.56068,-4.7266,NA,NA,NA,-86.38,NA
123137,-1.69072,3.70128,-4.45423,-35.53,NA,NA,NA,NA
123325,-2.22636,4.35652,-4.51148,-59.116,NA,NA,NA,NA
123547,-1.65486,4.3319,-4.39425,NA,-35.079,NA,NA,NA
123642,-1.2976,3.74379,-4.79821,NA,NA,-22.072,NA,NA
123909,-1.0665,3.41441,-4.5205,NA,-48.52,NA,NA,NA
124022,-1.63318,3.65259,-4.3582,-42.585,NA,NA,NA,NA
124307,-2.66559,4.35419,-4.52028,NA,NA,-73.73,NA,NA
124544,-2.92228,4.32655,-4.32695,NA,NA,-98.002,NA,NA
124721,-1.3791,3.90695,-4.86571,NA,-12.537,NA,NA,NA
124889,-1.07707,4.86907,-4.39306,-88.927,NA,NA,NA,NA
125124,-1.43613,4.68437,-4.46708,NA,-59.966,NA,NA,NA
125317,-2.12812,3.21482,-4.7756,NA,-49.213,NA,NA,NA
125456,-2.02784,2.85428,-4.32701,NA,-70.987,NA,NA,NA
125605,-1.33556,4.64786,-4.42822,NA,-56.742,NA,NA,NA
125999,-0.970379,3.59218,-4.92198,NA,-46.124,NA,NA,NA
126112,-1.30456,3.49915,-4.48844,NA,NA,-52.201,NA,NA
126204,-2.06153,3.88281,-3.77175,-66.523,NA,NA,NA,NA
126580,-2.12727,4.35207,-4.13772,NA,-70.317,NA,NA,NA
126668,-2.27236,4.0531,-3.98608,NA,-73.318,NA,NA,NA
126986,-1.38788,3.82033,-4.87956,NA,-17.529,NA,NA,NA
127003,-2.4473,4.06532,-4.82641,NA,-52.421,NA,NA,NA
127319,-1.63245,4.70089,-4.59504,NA,-64.487,NA,NA,NA
127433,-1.93561,3.58503,-4.67535,NA,-32.017,NA,NA,NA
127682,-2.08771,4.97426,-3.53646,NA,NA,NA,-155.35,NA
127902,-1.23836,4.77574,-4.97582,-77.523,NA,NA,NA,NA
128037,-1.53611,4.41673,-4.61728,NA,-48.083,NA,NA,NA
128213,-2.34639,4.34713,-4.70519,NA,NA,-57.633,NA,NA
128427,-1.45309,3.52171,-4.2633,NA,NA,NA,-83.942,NA
128763,-1.77345,3.42769,-4.54743,NA,-27.816,NA,NA,NA
128884,-1.18017,4.21602,-4.82783,-49.095,NA,NA,NA,NA
129195,-0.754921,4.65097,-4.81266,-67.732,NA,NA,NA,NA
129375,-0.873279,3.80117,-4.23848,NA,NA,-89.009,NA,NA
129536,-2.18362,4.00088,-4.57349,-50.696,NA,NA,NA,NA
129664,-2.32964,3.95576,-4.57304,NA,NA,NA,-73.656,NA
129868,-1.4953,4.2596,-4.81316,NA,-25.686,NA,NA,NA
130147,-1.61275,4.44547,-4.42046,NA,-53.116,NA,NA,NA
130397,-2.01286,4.52984,-4.79313,NA,-58.513,NA,NA,NA
130426,-1.34995,3.91224,-4.46414,NA,-30.894,NA,NA,NA
130685,-1.45466,4.46473,-4.5923,-62.541,NA,NA,NA,NA
130845,-1.68311,4.22129,-4.57437,NA,-36.222,NA,NA,NA
131087,-1.31849,4.41065,-4.54192,NA,-59.667,NA,NA,NA
131318,-1.26577,4.63701,-4.12835,NA,-87.292,NA,NA,NA
131550,-1.82183,4.36938,-4.04801,-75.289,NA,NA,NA,NA
131717,-1.66513,4.34273,-4.63524,NA,-45.41,NA,NA,NA
131834,-1.63666,3.55091,-4.93794,NA,NA,-9.702,NA,NA
132131,-1.07849,3.81683,-4.2065,NA,NA,-56.832,NA,NA
132310,-1.67277,3.67568,-4.74515,NA,NA,-15.442,NA,NA
132485,-2.17524,3.58737,-4.71932,NA,-39.943,NA,NA,NA
132667,-2.43579,3.48907,-4.51043,NA,NA,-73.203,NA,NA
132849,-1.72148,3.81183,-4.31267,NA,-53.245,NA,NA,NA
133100,-2.40801,3.25721,-4.4027,NA,NA,-69.163,NA,NA
133276,-2.54128,2.89792,-4.22156,-116.972,NA,NA,NA,NA
133569,-2.99537,2.6939,-4.58844,-114.567,NA,NA,NA,NA
133661,-1.94651,3.19288,-4.91231,NA,-40.555,NA,NA,NA
133969,-1.58958,4.07127,-4.74293,NA,NA,-34.802,NA,NA
134183,-1.49071,3.81378,-3.8942,NA,-85.308,NA,NA,NA
134298,-2.30539,3.30318,-4.45018,NA,NA,-61.201,NA,NA
134482,-1.66102,4.27581,-4.24236,NA,-34.564,NA,NA,NA
134772,-1.7511,3.63304,-4.1922,-61.148,NA,NA,NA,NA
134975,-1.71943,4.82392,-3.58353,NA,NA,-132.404,NA,NA
135088,-1.10915,4.25463,-4.41227,-83.351,NA,NA,NA,NA
135294,-2.08156,3.82342,-4.90953,NA,-40.134,NA,NA,NA
135535,-1.43496,4.03232,-4.95328,NA,-20.094,NA,NA,NA
135741,-1.59003,4.5949,-4.68456,NA,-53.63,NA,NA,NA
135875,-1.67824,4.00366,-4.3534,NA,NA,-44.518,NA,NA
136112,-1.905,4.66664,-4.96937,NA,NA,-63.623,NA,NA
136389,-1.36639,3.34093,-4.44851,NA,-56.732,NA,NA,NA
136490,-1.59611,4.5684,-4.6073,-65.921,NA,NA,NA,NA
136647,-1.48136,3.43367,-4.90141,NA,NA,-7.839,NA,NA
136934,-1.7832,4.88273,-4.3421,-75.881,NA,NA,NA,NA
137184,-2.3642,4.57363,-4.39692,NA,-66.08,NA,NA,NA
137307,-1.98905,3.84392,-4.42394,-68.103,NA,NA,NA,NA
137521,-1.66333,3.93404,-4.8013,NA,NA,-23.855,NA,NA
137697,-2.14411,3.84874,-4.63776,-48.955,NA,NA,NA,NA
137984,-1.95535,3.76331,-4.4965,NA,-41.777,NA,NA,NA
138022,-1.51184,4.56248,-4.77042,-59.108,NA,NA,NA,NA
138270,-2.03779,4.00782,-4.72939,NA,-35.69,NA,NA,NA
138527,-2.01811,3.52448,-4.62848,NA,NA,-33.006,NA,NA
138724,-2.59858,4.0078,-4.90711,-57.925,NA,NA,NA,NA
138812,-2.9183,3.51722,-4.98584,NA,-75.466,NA,NA,NA
139029,-2.72745,4.79649,-4.88887,-77.715,NA,NA,NA,NA
139213,-1.82644,4.48077,-4.71484,NA,NA,-51.226,NA,NA
139558,-2.58283,4.35718,-4.26578,-66.866,NA,NA,NA,NA
139735,-1.73181,3.9001,-4.81508,NA,NA,-60.595,NA,NA
139829,-2.45185,3.35613,-4.8833,NA,NA,-68.948,NA,NA
140185,-1.88072,3.34644,-4.79695,NA,-36.53,NA,NA,NA
140381,-1.89556,3.40756,-4.73573,NA,-32.994,NA,NA,NA
140459,-1.75038,3.32895,-4.39131,-69.968,NA,NA,NA,NA
140765,-1.59943,3.60313,-4.75245,NA,NA,-18.59,NA,NA
140854,-1.52866,3.91752,-4.13918,-73.383,NA,NA,NA,NA
141105,-1.21471,4.21431,-4.83146,NA,NA,-47.729,NA,NA
141354,-1.52006,4.93745,-4.61414,NA,NA,-82.532,NA,NA
141421,-2.96819,4.67587,-4.59674,NA,NA,-92.465,NA,NA
141635,-1.99543,3.83403,-4.93782,-28.444,NA,NA,NA,NA
141937,-2.25465,3.80016,-4.91952,NA,-29.464,NA,NA,NA
142055,-2.39849,3.45784,-4.61203,NA,NA,-66.385,NA,NA
142278,-1.68116,3.17556,-4.7748,NA,-42.344,NA,NA,NA
142569,-2.1127,3.54063,-4.8776,NA,-39.266,NA,NA,NA
142614,-1.88366,3.95909,-4.75076,-38.76,NA,NA,NA,NA
142832,-2.67107,2.42448,-4.76326,NA,-96.553,NA,NA,NA
143063,-2.70874,4.17818,-4.73503,NA,NA,-80.654,NA,NA
143215,-2.57882,4.64974,-4.56459,NA,NA,-74.27,NA,NA
143472,-2.74021,4.73128,-4.40102,NA,-77.083,NA,NA,NA
143629,-2.10997,4.12735,-4.29498,NA,-59.1,NA,NA,NA
143880,-2.56394,3.30569,-4.94215,NA,-53.23,NA,NA,NA
144104,-1.86788,3.41337,-4.21523,NA,-64.544,NA,NA,NA
144335,-2.43622,4.77107,-4.56766,NA,NA,-80.731,NA,NA
144582,-2.00733,4.46547,-4.55448,NA,-54.624,NA,NA,NA
144752,-2.24033,4.53351,-4.4449,-63.786,NA,NA,NA,NA
144862,-2.10626,4.84131,-4.51248,NA,-71.071,NA,NA,NA
145079,-2.00194,4.36642,-4.92961,NA,-32.652,NA,NA,NA
145298,-1.91279,4.56327,-4.38727,NA,-56.186,NA,NA,NA
145539,-1.86795,3.93384,-4.62044,NA,-31.259,NA,NA,NA
145622,-1.77856,3.84212,-4.73024,NA,NA,-15.354,NA,NA
145874,-1.40406,4.34254,-4.61153,-62.441,NA,NA,NA,NA
146058,-1.58806,4.08656,-4.772,-32.111,NA,NA,NA,NA
146244,-1.72082,4.74193,-4.12651,-76.199,NA,NA,NA,NA
146496,-1.0274,4.22418,-4.01422,NA,-112.205,NA,NA,NA
146740,-1.23715,4.40959,-4.62466,NA,-63.34,NA,NA,NA
146844,-2.32205,4.40408,-4.57394,NA,-58.94,NA,NA,NA
147101,-2.38158,3.83879,-4.81677,-63.062,NA,NA,NA,NA
147301,-1.56834,3.90017,-4.92694,NA,NA,-9.108,NA,NA
147532,-1.5753,4.3925,-4.26597,NA,-58.596,NA,NA,NA
147623,-2.08976,4.61751,-4.96305,-54.569,NA,NA,NA,NA
147806,-2.01921,4.43359,-4.05271,-73.624,NA,NA,NA,NA
148178,-1.27854,4.34503,-4.77113,NA,-47.822,NA,NA,NA
148313,-2.07912,3.49068,-4.9538,NA,-32.39,NA,NA,NA
148403,-3.16658,4.47576,-4.73546,NA,NA,-94.897,NA,NA
148677,-1.69265,3.8754,-4.88109,NA,NA,-6.158,NA,NA
148908,-2.08323,4.78971,-4.57874,NA,-66.867,NA,NA,NA
149165,-1.84927,3.22722,-4.97662,NA,-39.98,NA,NA,NA
149382,-1.42294,3.47851,-4.92632,NA,-4.695,NA,NA,NA
149590,-1.76811,3.40442,-4.58065,NA,-30.82,NA,NA,NA
149747,-1.35868,3.38722,-4.50926,NA,NA,-42.256,NA,NA
149826,-2.33417,2.92096,-4.9554,NA,-81.406,NA,NA,NA
150027,-1.55327,3.62737,-4.41767,NA,NA,-39.827,NA,NA
150321,-1.36262,3.77886,-4.79052,NA,-15.511,NA,NA,NA
150566,-1.03811,3.96291,-4.33614,-63.602,NA,NA,NA,NA
