id,x0,x1,x2,fitness-3,fitness-1,fitness-2.5,fitness-2,fitness-3.5,fitness-4,fitness-1.5,fitness-5,fitness-4.5,fitness-0.5
55644,3.19961,2.09226,-4.45618,NA,NA,NA,NA,-77.43,NA,NA,NA,NA,NA
55990,2.40519,1.97462,-5,-27.683,NA,NA,NA,NA,NA,NA,NA,NA,NA
56008,1.84286,1.26809,-5,NA,NA,NA,-27.329,NA,NA,NA,NA,NA,NA
56370,1.67667,1.63778,-5,NA,NA,NA,NA,NA,NA,-36.318,NA,NA,NA
56538,1.61475,1.2043,-4.23547,NA,NA,NA,-26.622,NA,NA,NA,NA,NA,NA
56714,1.43983,2.71728,-5,-42.327,NA,NA,NA,NA,NA,NA,NA,NA,NA
56937,1.37106,1.2635,-5,NA,NA,NA,NA,-40.317,NA,NA,NA,NA,NA
57009,1.77029,0.951002,-3.71953,NA,NA,NA,NA,-54.436,NA,NA,NA,NA,NA
57285,1.47584,1.92443,-3.07964,NA,NA,NA,-51.214,NA,NA,NA,NA,NA,NA
57428,1.34665,1.59067,-3.57824,NA,NA,NA,NA,NA,NA,-62.987,NA,NA,NA
57714,2.43611,1.10429,-5,NA,NA,NA,-42.127,NA,NA,NA,NA,NA,NA
57863,1.84055,1.21995,-4.00217,-17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
58107,2.11987,1.35714,-4.93466,-23.203,NA,NA,NA,NA,NA,NA,NA,NA,NA
58214,2.10274,0.693534,-5,NA,NA,-60.14,NA,NA,NA,NA,NA,NA,NA
58507,1.67503,1.66092,-4.97344,-15.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
58748,1.36763,2.16919,-5,-31.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
58831,1.5272,1.30711,-4.77465,NA,NA,NA,NA,NA,-57.292,NA,NA,NA,NA
59088,2.14142,1.94049,-4.44287,NA,NA,NA,NA,NA,-45.203,NA,NA,NA,NA
59395,1.99461,1.39481,-5,-18.997,NA,NA,NA,NA,NA,NA,NA,NA,NA
59420,1.6221,2.52284,-5,-33.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
59655,1.90209,1.30278,-3.60128,NA,NA,-22.805,NA,NA,NA,NA,NA,NA,NA
59887,2.55361,0.884107,-3.73841,NA,NA,-53.331,NA,NA,NA,NA,NA,NA,NA
60170,2.02034,1.48559,-4.96001,NA,NA,-15.652,NA,NA,NA,NA,NA,NA,NA
60296,2.80102,1.89226,-5,-48.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
60416,2.15649,2.95396,-4.50385,NA,NA,NA,NA,-60.748,NA,NA,NA,NA,NA
60684,1.99275,2.18284,-5,NA,NA,NA,NA,NA,NA,-35.498,NA,NA,NA
60807,2.20775,2.16216,-5,NA,-62.395,NA,NA,NA,NA,NA,NA,NA,NA
61139,0.82276,1.50859,-4.97153,NA,-109.553,NA,NA,NA,NA,NA,NA,NA,NA
61230,2.32065,2.20047,-4.43599,NA,NA,-17.453,NA,NA,NA,NA,NA,NA,NA
61525,0.933207,2.63598,-5,-52.187,NA,NA,NA,NA,NA,NA,NA,NA,NA
61616,1.77156,2.62368,-5,NA,NA,-33.456,NA,NA,NA,NA,NA,NA,NA
61839,2.09676,2.0292,-5,-22.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
62092,1.57866,1.78328,-5,NA,NA,NA,NA,-46.972,NA,NA,NA,NA,NA
62382,1.38527,2.28642,-5,NA,NA,NA,NA,NA,NA,-39.969,NA,NA,NA
62420,1.55271,2.64667,-3.91031,NA,NA,NA,-32.638,NA,NA,NA,NA,NA,NA
62638,1.50303,2.99492,-5,NA,NA,NA,-57.934,NA,NA,NA,NA,NA,NA
62950,1.9576,2.97533,-5,NA,NA,NA,NA,NA,NA,-62.603,NA,NA,NA
63087,1.50953,2.21255,-5,NA,NA,NA,NA,NA,NA,-45.038,NA,NA,NA
63357,0.794174,2.19248,-4.49522,-34.632,NA,NA,NA,NA,NA,NA,NA,NA,NA
63427,1.04153,0.91179,-5,-68.588,NA,NA,NA,NA,NA,NA,NA,NA,NA
63639,3.13541,1.08101,-5,NA,NA,-65.091,NA,NA,NA,NA,NA,NA,NA
63871,1.59842,1.40618,-4.38018,NA,NA,-2.667,NA,NA,NA,NA,NA,NA,NA
64184,1.63256,1.33811,-3.6825,NA,NA,NA,-21.434,NA,NA,NA,NA,NA,NA
64290,-0.205084,1.71872,-4.6733,-102.988,NA,NA,NA,NA,NA,NA,NA,NA,NA
64574,1.11758,1.58026,-5,NA,NA,NA,NA,-53.878,NA,NA,NA,NA,NA
64657,1.28823,2.54668,-5,NA,NA,NA,NA,-50.76,NA,NA,NA,NA,NA
64998,2.1048,2.05799,-5,-24.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
65074,1.95116,1.58583,-5,NA,NA,NA,NA,-47.017,NA,NA,NA,NA,NA
65291,2.56061,2.24812,-5,NA,NA,NA,NA,NA,NA,-56.853,NA,NA,NA
65432,2.53972,1.01085,-4.75527,NA,NA,NA,-41.826,NA,NA,NA,NA,NA,NA
65618,2.56115,0.786633,-3.245,NA,NA,NA,-86.705,NA,NA,NA,NA,NA,NA
65911,2.66669,0.935979,-3.82003,NA,NA,-52.196,NA,NA,NA,NA,NA,NA,NA
66083,2.21507,1.27657,-3.82454,NA,NA,-20.6,NA,NA,NA,NA,NA,NA,NA
66295,1.93371,0.818205,-5,NA,NA,NA,NA,-62.41,NA,NA,NA,NA,NA
66577,1.37656,0.676825,-4.21684,NA,NA,-56.661,NA,NA,NA,NA,NA,NA,NA
66682,1.99373,1.52507,-5,-22.607,NA,NA,NA,NA,NA,NA,NA,NA,NA
66886,0.637541,1.45651,-5,NA,NA,NA,NA,-69.892,NA,NA,NA,NA,NA
67073,0.853874,2.3267,-4.88251,NA,NA,NA,NA,-69.215,NA,NA,NA,NA,NA
67350,1.71568,2.3532,-4.9196,-24.408,NA,NA,NA,NA,NA,NA,NA,NA,NA
67544,2.2764,2.08246,-5,-29.523,NA,NA,NA,NA,NA,NA,NA,NA,NA
67766,2.47493,2.19479,-4.71861,-31.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
67815,2.53705,2.76658,-5,NA,NA,NA,NA,NA,NA,-72.492,NA,NA,NA
68058,2.0681,1.79096,-5,NA,NA,NA,-25.921,NA,NA,NA,NA,NA,NA
68279,1.59316,1.26518,-5,NA,NA,-22.435,NA,NA,NA,NA,NA,NA,NA
68453,1.67717,1.91902,-5,NA,NA,-15.796,NA,NA,NA,NA,NA,NA,NA
68684,2.32505,2.25535,-4.75601,NA,-71.596,NA,NA,NA,NA,NA,NA,NA,NA
68832,1.85328,1.74802,-5,NA,NA,NA,-18.184,NA,NA,NA,NA,NA,NA
69133,1.91001,1.52322,-5,NA,NA,NA,-22.551,NA,NA,NA,NA,NA,NA
69204,1.54462,3.16342,-3.43611,-76.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
69486,0.577728,2.21557,-4.6164,NA,NA,NA,-47.573,NA,NA,NA,NA,NA,NA
69728,2.20388,2.16463,-4.0001,NA,NA,NA,NA,-28.718,NA,NA,NA,NA,NA
69925,1.83161,1.61351,-4.76946,-10.992,NA,NA,NA,NA,NA,NA,NA,NA,NA
70148,2.4468,1.20499,-4.98645,NA,NA,-33.555,NA,NA,NA,NA,NA,NA,NA
70241,1.54295,2.8141,-5,NA,NA,NA,-46.325,NA,NA,NA,NA,NA,NA
70539,0.80423,2.68573,-5,NA,NA,NA,NA,NA,NA,-80.84,NA,NA,NA
70756,0.704535,1.44876,-5,NA,NA,-52.278,NA,NA,NA,NA,NA,NA,NA
70893,1.48115,2.58466,-4.39902,NA,NA,-25.447,NA,NA,NA,NA,NA,NA,NA
71062,1.62626,2.9427,-3.83833,NA,NA,NA,NA,NA,NA,-74.631,NA,NA,NA
71270,1.46901,1.8595,-4.93258,NA,NA,-17.282,NA,NA,NA,NA,NA,NA,NA
71437,0.974034,2.85619,-4.8498,NA,-86.707,NA,NA,NA,NA,NA,NA,NA,NA
71608,1.69651,1.74149,-4.5369,NA,NA,NA,NA,NA,NA,-36.278,NA,NA,NA
71950,1.66321,2.47335,-5,-35.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
72046,2.79634,1.54578,-5,NA,NA,NA,-47.836,NA,NA,NA,NA,NA,NA
72382,1.66732,1.17386,-5,NA,NA,NA,-33.287,NA,NA,NA,NA,NA,NA
72452,1.96801,1.65745,-4.49666,NA,NA,NA,-6.338,NA,NA,NA,NA,NA,NA
72727,1.5365,1.68353,-4.29889,NA,NA,-2.351,NA,NA,NA,NA,NA,NA,NA
72801,1.83269,1.46261,-2.79388,NA,NA,NA,-80.981,NA,NA,NA,NA,NA,NA
73108,2.63723,2.34931,-4.22191,NA,NA,NA,NA,NA,NA,-43.548,NA,NA,NA
73216,2.95423,1.81732,-4.79544,NA,-90.804,NA,NA,NA,NA,NA,NA,NA,NA
73514,2.09886,2.25241,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88.329
73616,1.74787,2.36293,-4.61561,NA,NA,-17.455,NA,NA,NA,NA,NA,NA,NA
73911,1.21959,1.11721,-4.3334,NA,NA,NA,NA,NA,NA,-52.684,NA,NA,NA
74069,0.746795,1.00278,-5,-79.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
74398,1.84324,0.724885,-5,NA,NA,-56.955,NA,NA,NA,NA,NA,NA,NA
74454,0.892122,1.78633,-5,NA,NA,-39.129,NA,NA,NA,NA,NA,NA,NA
74774,2.94683,2.31767,-4.65063,NA,NA,NA,NA,-62.767,NA,NA,NA,NA,NA
74938,1.57305,1.84241,-5,NA,NA,NA,-22.643,NA,NA,NA,NA,NA,NA
75020,1.9118,2.31923,-4.2989,NA,NA,NA,NA,NA,NA,-27.556,NA,NA,NA
75218,1.33797,2.33008,-4.89759,NA,NA,-25.756,NA,NA,NA,NA,NA,NA,NA
75462,1.98527,2.03166,-4.35396,NA,NA,-7.156,NA,NA,NA,NA,NA,NA,NA
75800,2.3155,2.17365,-5,NA,NA,NA,-32.923,NA,NA,NA,NA,NA,NA
75887,1.41505,3.25292,-5,NA,NA,NA,-76.639,NA,NA,NA,NA,NA,NA
76061,1.50222,2.10456,-5,NA,NA,-21.637,NA,NA,NA,NA,NA,NA,NA
76383,2.06467,2.12336,-4.91222,NA,NA,NA,NA,NA,NA,-33.13,NA,NA,NA
76499,2.09092,2.08267,-5,NA,NA,NA,-27.511,NA,NA,NA,NA,NA,NA
76621,2.1031,1.66766,-4.32724,NA,NA,NA,-12.684,NA,NA,NA,NA,NA,NA
76931,3.35573,1.30431,-4.94422,NA,NA,NA,-78.864,NA,NA,NA,NA,NA,NA
77178,3.77203,2.30251,-5,NA,NA,NA,NA,NA,NA,-121.567,NA,NA,NA
77399,3.32409,2.64535,-5,NA,NA,NA,NA,NA,NA,-94.969,NA,NA,NA
77461,1.73511,2.26729,-5,NA,NA,NA,-29.702,NA,NA,NA,NA,NA,NA
77692,2.41537,1.9005,-5,NA,NA,-24.079,NA,NA,NA,NA,NA,NA,NA
77839,2.33631,1.25588,-3.38394,NA,NA,NA,-45.035,NA,NA,NA,NA,NA,NA
78173,1.73255,1.66429,-4.05534,NA,NA,NA,NA,NA,NA,-20.308,NA,NA,NA
78347,1.44865,1.39181,-4.05572,NA,NA,NA,-23.658,NA,NA,NA,NA,NA,NA
78430,2.74679,1.48987,-4.01339,NA,NA,NA,-36.74,NA,NA,NA,NA,NA,NA
78741,2.52891,2.50887,-5,NA,NA,NA,-42.566,NA,NA,NA,NA,NA,NA
78912,1.29097,1.511,-5,-31.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
79198,0.374565,1.61015,-4.51246,-59.473,NA,NA,NA,NA,NA,NA,NA,NA,NA
79277,0.480988,1.64794,-5,NA,NA,NA,-64.293,NA,NA,NA,NA,NA,NA
79508,0.817497,2.50572,-3.99478,-46.422,NA,NA,NA,NA,NA,NA,NA,NA,NA
79733,2.18392,3.11499,-3.94247,NA,NA,NA,NA,NA,-101.843,NA,NA,NA,NA
79910,0.51907,3.02615,-4.88216,NA,NA,NA,NA,NA,-113.19,NA,NA,NA,NA
80152,1.23995,1.72903,-5,NA,NA,NA,NA,-50.566,NA,NA,NA,NA,NA
80270,1.83835,1.58155,-5,NA,NA,NA,NA,NA,-69.606,NA,NA,NA,NA
80531,2.3906,1.93945,-4.04161,NA,NA,-15.763,NA,NA,NA,NA,NA,NA,NA
80616,2.13937,1.65052,-3.27859,NA,NA,NA,NA,-64.052,NA,NA,NA,NA,NA
80908,1.53773,2.27014,-3.71698,-28.574,NA,NA,NA,NA,NA,NA,NA,NA,NA
81196,1.13236,2.10708,-3.94744,NA,NA,NA,NA,NA,NA,-39.434,NA,NA,NA
81337,1.70734,1.66641,-3.19254,NA,NA,NA,-42.785,NA,NA,NA,NA,NA,NA
81581,1.50305,1.62066,-4.03154,NA,NA,NA,-11.254,NA,NA,NA,NA,NA,NA
81778,1.48851,1.646,-4.75489,-11.074,NA,NA,NA,NA,NA,NA,NA,NA,NA
81858,2.48845,1.13473,-5,NA,NA,-36.819,NA,NA,NA,NA,NA,NA,NA
82146,1.7464,1.55115,-5,NA,-58.098,NA,NA,NA,NA,NA,NA,NA,NA
82280,1.7077,2.43564,-5,NA,NA,NA,-29.614,NA,NA,NA,NA,NA,NA
82592,1.77198,1.67158,-5,NA,NA,NA,NA,NA,NA,-30.08,NA,NA,NA
82759,1.85382,1.23408,-4.91523,NA,NA,-19.624,NA,NA,NA,NA,NA,NA,NA
82975,1.53944,2.50845,-5,NA,NA,-30.888,NA,NA,NA,NA,NA,NA,NA
83006,1.70096,2.14645,-5,-28.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
83362,2.5886,1.71195,-4.70682,NA,NA,-22.123,NA,NA,NA,NA,NA,NA,NA
83457,2.85887,1.01385,-5,NA,NA,NA,NA,NA,NA,-72.381,NA,NA,NA
83786,1.73014,1.37269,-4.95059,-17.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
83979,1.36929,0.893544,-4.27983,NA,NA,-34.941,NA,NA,NA,NA,NA,NA,NA
84122,2.04697,1.14449,-3.54507,NA,NA,NA,NA,NA,NA,-53.728,NA,NA,NA
84251,1.93797,2.58581,-4.33474,-32.759,NA,NA,NA,NA,NA,NA,NA,NA,NA
84482,1.95552,2.04956,-4.62268,NA,NA,NA,-14.262,NA,NA,NA,NA,NA,NA
84760,2.6907,2.57005,-5,NA,NA,NA,-50.567,NA,NA,NA,NA,NA,NA
84959,1.25002,2.74656,-5,-45.615,NA,NA,NA,NA,NA,NA,NA,NA,NA
85144,1.10188,1.57715,-5,NA,NA,-29.604,NA,NA,NA,NA,NA,NA,NA
85279,1.43541,0.920963,-4.75788,-38.624,NA,NA,NA,NA,NA,NA,NA,NA,NA
85528,1.60974,1.46403,-4.51745,-15.272,NA,NA,NA,NA,NA,NA,NA,NA,NA
85791,1.10408,1.54942,-5,-35.513,NA,NA,NA,NA,NA,NA,NA,NA,NA
85917,2.43382,1.75916,-3.84909,NA,NA,-20.026,NA,NA,NA,NA,NA,NA,NA
86193,3.4475,1.68363,-5,NA,NA,NA,NA,-87.001,NA,NA,NA,NA,NA
86224,2.9152,1.44655,-5,NA,NA,NA,NA,-69.772,NA,NA,NA,NA,NA
86586,2.79003,2.22492,-4.78815,NA,NA,NA,-47.917,NA,NA,NA,NA,NA,NA
86712,2.28384,1.19624,-4.4532,NA,NA,NA,-21.22,NA,NA,NA,NA,NA,NA
86861,1.95839,1.45876,-4.8588,-14.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
87001,2.23466,1.63365,-5,NA,NA,NA,NA,NA,NA,-46.63,NA,NA,NA
87248,1.51373,1.80533,-5,NA,NA,NA,-20.685,NA,NA,NA,NA,NA,NA
87408,0.823503,2.63437,-4.39005,NA,NA,-44.925,NA,NA,NA,NA,NA,NA,NA
87697,0.795741,2.15995,-3.77108,-43.735,NA,NA,NA,NA,NA,NA,NA,NA,NA
87920,0.812196,2.30358,-4.54298,-43.684,NA,NA,NA,NA,NA,NA,NA,NA,NA
88057,1.96076,1.50048,-5,-23.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
88330,1.68742,1.89807,-4.08986,NA,NA,-5.526,NA,NA,NA,NA,NA,NA,NA
88484,1.96551,2.96267,-4.65775,NA,NA,-43.3,NA,NA,NA,NA,NA,NA,NA
88745,1.36362,1.27033,-5,NA,NA,-28.795,NA,NA,NA,NA,NA,NA,NA
88850,2.07551,1.00743,-4.63601,NA,NA,NA,-31.852,NA,NA,NA,NA,NA,NA
89048,1.99292,1.29359,-4.92144,-22.485,NA,NA,NA,NA,NA,NA,NA,NA,NA
89366,2.10798,1.35395,-5,NA,NA,-19.734,NA,NA,NA,NA,NA,NA,NA
89519,1.95443,0.946083,-5,NA,NA,NA,NA,NA,NA,-57.175,NA,NA,NA
89690,2.82813,2.77408,-4.4044,NA,NA,NA,-56.94,NA,NA,NA,NA,NA,NA
89896,2.11323,2.16953,-4.0549,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.705
90160,1.57473,2.01193,-3.77862,NA,NA,NA,NA,NA,NA,-38.629,NA,NA,NA
90363,2.17359,2.34041,-4.44806,NA,NA,NA,NA,NA,NA,-46.351,NA,NA,NA
90406,2.96615,1.78118,-5,NA,NA,NA,-52.813,NA,NA,NA,NA,NA,NA
90739,1.89219,2.59629,-4.12955,-26.191,NA,NA,NA,NA,NA,NA,NA,NA,NA
90809,2.05803,1.82788,-4.78404,-11.517,NA,NA,NA,NA,NA,NA,NA,NA,NA
91020,1.27446,1.66119,-4.85348,NA,NA,-16.989,NA,NA,NA,NA,NA,NA,NA
91356,2.00448,1.62859,-4.89898,NA,NA,-12.426,NA,NA,NA,NA,NA,NA,NA
91425,2.12597,2.79888,-5,NA,NA,NA,-46.195,NA,NA,NA,NA,NA,NA
91677,2.32052,3.07819,-5,NA,NA,-61.447,NA,NA,NA,NA,NA,NA,NA
91911,1.82935,1.46767,-5,NA,NA,-16.091,NA,NA,NA,NA,NA,NA,NA
92034,1.69053,1.15793,-4.56442,NA,NA,NA,NA,-42.303,NA,NA,NA,NA,NA
92351,2.28482,1.41733,-4.82989,-26.475,NA,NA,NA,NA,NA,NA,NA,NA,NA
92516,1.74134,2.55017,-4.18042,NA,NA,-23.044,NA,NA,NA,NA,NA,NA,NA
92771,1.458,2.92588,-4.22458,-42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
92967,1.52525,2.2336,-5,NA,NA,NA,NA,NA,NA,-35.458,NA,NA,NA
93153,1.72138,1.87886,-4.27126,NA,NA,NA,-13.025,NA,NA,NA,NA,NA,NA
93340,1.2846,2.48561,-4.28818,NA,NA,NA,NA,NA,NA,-39.159,NA,NA,NA
93449,1.86551,2.27715,-5,NA,-64.074,NA,NA,NA,NA,NA,NA,NA,NA
93794,2.63695,2.1391,-4.72107,NA,NA,NA,NA,NA,NA,-45.699,NA,NA,NA
93884,2.23497,1.91325,-4.76381,NA,-48.769,NA,NA,NA,NA,NA,NA,NA,NA
94177,2.62234,2.6258,-5,NA,NA,NA,-50.801,NA,NA,NA,NA,NA,NA
94263,2.57103,1.02212,-3.77339,NA,NA,NA,-46.751,NA,NA,NA,NA,NA,NA
94594,2.22073,1.22714,-4.77149,NA,NA,-19.714,NA,NA,NA,NA,NA,NA,NA
94635,1.81832,0.869741,-5,-47.117,NA,NA,NA,NA,NA,NA,NA,NA,NA
94852,0.956613,1.89112,-4.02584,NA,NA,-24.447,NA,NA,NA,NA,NA,NA,NA
95041,2.69924,1.49205,-4.07843,NA,NA,-26.625,NA,NA,NA,NA,NA,NA,NA
95217,2.06466,2.05966,-5,NA,NA,NA,NA,NA,NA,-32.288,NA,NA,NA
95596,-0.0856419,1.80387,-5,NA,NA,-97.303,NA,NA,NA,NA,NA,NA,NA
95627,1.89913,2.21253,-5,NA,NA,NA,NA,-42.619,NA,NA,NA,NA,NA
95990,2.87545,1.4867,-3.83939,-48.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
96053,2.31108,1.43034,-5,NA,NA,-24.265,NA,NA,NA,NA,NA,NA,NA
96296,2.44228,1.56474,-4.04522,-25.759,NA,NA,NA,NA,NA,NA,NA,NA,NA
96551,1.09578,1.1674,-3.77158,NA,NA,NA,NA,-64.949,NA,NA,NA,NA,NA
96660,1.47864,2.31192,-5,NA,NA,NA,NA,-52.894,NA,NA,NA,NA,NA
96975,1.85285,1.44349,-5,NA,NA,NA,NA,-38.554,NA,NA,NA,NA,NA
97137,1.26969,1.51111,-5,NA,NA,NA,-38.177,NA,NA,NA,NA,NA,NA
97274,0.830087,2.61144,-5,NA,NA,-54.262,NA,NA,NA,NA,NA,NA,NA
97405,1.01158,1.73427,-4.10166,NA,NA,NA,NA,-44.754,NA,NA,NA,NA,NA
97729,2.38462,1.5796,-4.85842,-27.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
97986,2.19457,0.643474,-5,NA,NA,-60.532,NA,NA,NA,NA,NA,NA,NA
98177,1.5575,1.54276,-5,NA,NA,NA,NA,-37.63,NA,NA,NA,NA,NA
98377,2.25057,1.16936,-5,NA,NA,NA,NA,NA,NA,NA,NA,-126.095,NA
98502,1.79729,1.48851,-5,NA,NA,NA,NA,NA,-61.692,NA,NA,NA,NA
98703,1.73306,1.83623,-5,-21.107,NA,NA,NA,NA,NA,NA,NA,NA,NA
98920,1.27392,2.07127,-5,NA,NA,NA,-36.021,NA,NA,NA,NA,NA,NA
99038,1.76049,2.51526,-4.72268,NA,NA,NA,NA,-37.712,NA,NA,NA,NA,NA
99209,2.38506,2.79934,-4.66284,-45.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
99549,2.87731,2.0424,-4.54767,NA,NA,NA,NA,-55.204,NA,NA,NA,NA,NA
99743,3.29229,2.40644,-3.42892,-104.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
99802,3.233,1.86075,-4.46146,NA,NA,NA,-55.158,NA,NA,NA,NA,NA,NA
100134,1.79204,2.76848,-4.79502,NA,NA,NA,NA,-47.589,NA,NA,NA,NA,NA
100267,1.67795,1.63846,-5,NA,NA,NA,-19.757,NA,NA,NA,NA,NA,NA
100516,0.79571,2.92165,-5,NA,NA,NA,-74.967,NA,NA,NA,NA,NA,NA
100735,1.99342,2.61682,-5,NA,-76.782,NA,NA,NA,NA,NA,NA,NA,NA
100852,1.84945,2.24474,-5,NA,NA,NA,-33.163,NA,NA,NA,NA,NA,NA
101039,1.7292,1.25647,-4.37421,NA,NA,NA,NA,NA,NA,-43.945,NA,NA,NA
101326,0.953977,1.78955,-5,NA,NA,-34.199,NA,NA,NA,NA,NA,NA,NA
101536,1.94423,0.888205,-5,NA,NA,NA,NA,NA,NA,-80.797,NA,NA,NA
101656,1.62954,1.16915,-4.49948,NA,NA,NA,-25.333,NA,NA,NA,NA,NA,NA
101922,2.89183,0.833694,-3.65196,-72.324,NA,NA,NA,NA,NA,NA,NA,NA,NA
102129,3.32369,1.30285,-4.15514,NA,NA,-61.935,NA,NA,NA,NA,NA,NA,NA
102296,2.34339,2.0639,-3.86336,NA,NA,NA,NA,-36.118,NA,NA,NA,NA,NA
102587,2.06041,0.923337,-4.16351,NA,NA,NA,NA,-44.105,NA,NA,NA,NA,NA
102746,2.11285,0.707055,-3.33172,NA,NA,NA,NA,-81.858,NA,NA,NA,NA,NA
102935,1.61522,2.06459,-4.28746,-18.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
103191,0.907841,1.97202,-4.08919,NA,NA,-28.849,NA,NA,NA,NA,NA,NA,NA
103388,1.06076,2.7823,-3.6331,NA,NA,-54.549,NA,NA,NA,NA,NA,NA,NA
103532,1.54412,1.31376,-3.78842,NA,NA,NA,-34.851,NA,NA,NA,NA,NA,NA
103625,1.35579,1.94708,-5,NA,-61.979,NA,NA,NA,NA,NA,NA,NA,NA
103965,0.86668,2.28937,-5,NA,-85.994,NA,NA,NA,NA,NA,NA,NA,NA
104045,0.990098,1.47659,-5,NA,NA,NA,NA,NA,NA,-53.142,NA,NA,NA
104230,2.07739,1.56624,-5,NA,NA,NA,-19.495,NA,NA,NA,NA,NA,NA
104540,2.41495,1.89697,-5,NA,NA,NA,NA,NA,NA,-39.052,NA,NA,NA
104675,2.14686,2.05905,-4.96485,NA,NA,-20.283,NA,NA,NA,NA,NA,NA,NA
104933,2.28768,1.93346,-4.35647,NA,NA,-11.062,NA,NA,NA,NA,NA,NA,NA
105070,0.890332,2.91047,-4.17128,-61.381,NA,NA,NA,NA,NA,NA,NA,NA,NA
105221,1.35722,1.8009,-4.83154,-22.245,NA,NA,NA,NA,NA,NA,NA,NA,NA
105510,1.65971,1.5374,-5,NA,NA,-16.365,NA,NA,NA,NA,NA,NA,NA
105622,2.54213,1.19196,-5,-36.598,NA,NA,NA,NA,NA,NA,NA,NA,NA
105927,1.98176,2.07997,-5,-21.063,NA,NA,NA,NA,NA,NA,NA,NA,NA
106036,2.1211,2.61676,-5,NA,NA,NA,NA,-52.334,NA,NA,NA,NA,NA
106237,1.5249,1.58001,-4.01626,NA,NA,NA,-22.234,NA,NA,NA,NA,NA,NA
106510,1.77895,1.28329,-3.83636,NA,NA,NA,-16.208,NA,NA,NA,NA,NA,NA
106719,2.34833,1.54008,-3.56709,NA,NA,NA,-29.732,NA,NA,NA,NA,NA,NA
106852,2.72085,1.92292,-4.12411,NA,NA,-27.385,NA,NA,NA,NA,NA,NA,NA
107141,2.76684,3.0584,-4.13171,NA,NA,-68.312,NA,NA,NA,NA,NA,NA,NA
107391,3.29248,1.48186,-4.85416,NA,NA,NA,-63.434,NA,NA,NA,NA,NA,NA
107448,3.11932,2.21611,-4.0682,NA,NA,NA,NA,NA,NA,-79.803,NA,NA,NA
107775,3.25602,0.937615,-4.4388,NA,NA,NA,NA,NA,NA,-100.202,NA,NA,NA
107870,2.45829,1.28868,-4.6583,NA,NA,NA,-34.355,NA,NA,NA,NA,NA,NA
108040,1.68393,1.74444,-5,NA,NA,NA,-26.77,NA,NA,NA,NA,NA,NA
108398,1.89324,2.47456,-4.57603,NA,NA,NA,NA,NA,NA,-45.012,NA,NA,NA
108476,2.00442,3.894,-4.72379,NA,NA,-112.177,NA,NA,NA,NA,NA,NA,NA
108724,2.95823,2.56319,-4.78034,-58.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
108866,1.93224,2.9258,-5,-51.108,NA,NA,NA,NA,NA,NA,NA,NA,NA
109111,1.93574,2.99803,-5,NA,NA,NA,-52.586,NA,NA,NA,NA,NA,NA
109397,2.28598,2.21682,-5,NA,NA,NA,-33.848,NA,NA,NA,NA,NA,NA
109494,2.24783,2.88049,-4.97697,NA,NA,-48.676,NA,NA,NA,NA,NA,NA,NA
109624,2.00514,3.80884,-5,NA,NA,NA,-111.212,NA,NA,NA,NA,NA,NA
109911,2.83224,2.80952,-5,-66.404,NA,NA,NA,NA,NA,NA,NA,NA,NA
110039,3.41063,2.05189,-5,NA,NA,-73.262,NA,NA,NA,NA,NA,NA,NA
110210,2.14198,2.54909,-5,NA,NA,-33.113,NA,NA,NA,NA,NA,NA,NA
110535,2.3423,1.99976,-5,NA,NA,NA,NA,-40.496,NA,NA,NA,NA,NA
110761,1.64727,1.7654,-4.79804,-14.193,NA,NA,NA,NA,NA,NA,NA,NA,NA
110846,1.799,0.491645,-5,NA,NA,-82.703,NA,NA,NA,NA,NA,NA,NA
111175,2.5781,0.517176,-5,NA,NA,-85.557,NA,NA,NA,NA,NA,NA,NA
111223,1.36255,1.23567,-5,NA,NA,NA,NA,-41.202,NA,NA,NA,NA,NA
111439,2.00884,1.79328,-4.78034,-18.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
