id,x0,x1,x2,fitness4.5,fitness4,fitness5,fitness2.5,fitness1,fitness-1,fitness0,fitness-2,fitness-3.5,fitness-2.5,fitness-1.5,fitness-3,fitness-0.5,fitness1.5,fitness0.5,fitness2,fitness-4
37594,-1.567,-0.180702,-0.341844,NA,NA,NA,NA,NA,NA,NA,986.427,NA,NA,NA,NA,NA,NA,NA,NA,NA
37741,-0.908114,-0.726577,-1.81555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3623.509,NA,NA,NA,NA,NA,NA
37804,-1.25064,-1.52899,-2.02946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6146.548,NA,NA,NA,NA,NA,NA
38052,-0.743269,-2.05773,-3.14676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1690.722,NA,NA,NA,NA,NA,NA
38392,-0.380739,-0.640284,-1.96073,NA,NA,NA,NA,NA,3587.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38557,-0.738345,-0.887054,-1.07429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3348.036,NA,NA,NA,NA,NA,NA
38677,-0.939341,-1.318,-0.476457,NA,NA,NA,NA,NA,2109.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38832,-0.223165,-0.90253,-0.271173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9029.926,NA,NA,NA,NA,NA,NA
39078,-0.945337,-1.84708,-1.99029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1302.153,NA,NA,NA,NA,NA,NA
39212,-0.887766,-1.11253,-0.556816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598.262,NA,NA,NA,NA,NA,NA
39521,-1.03114,-1.05992,-0.145606,NA,NA,NA,NA,NA,NA,NA,1100.746,NA,NA,NA,NA,NA,NA,NA,NA,NA
39778,-2.05825,-0.733928,-0.0871062,NA,NA,NA,NA,NA,NA,NA,3319.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
39869,-1.62651,-0.112947,0.247954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830.729,NA,NA,NA,NA,NA,NA
40138,-1.37669,-0.112973,-0.744177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16872.298,NA,NA,NA,NA,NA,NA
40254,-1.91511,-0.846302,-0.951196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7470.128,NA,NA,NA,NA,NA,NA
40426,-2.56072,-0.153725,-1.33018,NA,NA,NA,NA,NA,NA,NA,932.229,NA,NA,NA,NA,NA,NA,NA,NA,NA
40652,-1.08023,-0.87438,-0.823495,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.808,NA,NA,NA,NA,NA,NA,NA
40860,-0.35739,-0.337662,0.337646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447.874,NA,NA,NA,NA,NA,NA
41101,0.598715,-0.546597,-0.0805326,NA,NA,NA,NA,NA,170.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41352,-1.27671,-0.166924,-1.22544,NA,NA,NA,NA,NA,NA,NA,1228.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
41549,-0.595888,0.309507,-1.41347,NA,NA,NA,NA,NA,NA,NA,2131.888,NA,NA,NA,NA,NA,NA,NA,NA,NA
41607,-1.71721,-0.751123,-1.41976,NA,NA,NA,NA,NA,3152.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41910,-2.05559,-1.37181,-1.43236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12113.098,NA,NA,NA,NA,NA,NA
42176,-1.51401,-0.908942,-1.23214,NA,NA,NA,NA,NA,6203.546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42244,-0.942678,-0.478347,-1.08021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.125,NA,NA,NA,NA,NA,NA
42471,-0.674779,0.042363,-0.549914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525.743,NA,NA,NA,NA
42780,-0.708678,-1.02024,-0.0403154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362.036,NA,NA,NA
42833,-1.34542,-2.15031,-0.713192,NA,NA,NA,NA,NA,NA,1962.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43195,-1.15582,-1.33031,-1.45886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2253.405,NA,NA,NA,NA
43209,-1.93644,-0.899182,-2.10775,NA,NA,NA,NA,NA,1747.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43403,-2.4207,-2.08104,-2.01129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.927,NA,NA,NA,NA
43685,-1.51764,-2.95794,-0.801553,NA,NA,NA,NA,NA,NA,NA,3568.394,NA,NA,NA,NA,NA,NA,NA,NA,NA
43815,-2.22916,-1.89056,-1.57345,NA,NA,NA,NA,NA,NA,NA,517.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
44081,-0.503454,-0.773291,-0.231262,NA,NA,NA,NA,NA,NA,NA,1040.107,NA,NA,NA,NA,NA,NA,NA,NA,NA
44348,-1.53706,-0.849481,0.745447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5904.582,NA,NA,NA,NA,NA,NA
44489,-0.770358,-0.248918,-1.53682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16283.971,NA,NA,NA,NA,NA,NA
44699,-1.10955,-1.26238,-2.0171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.765,NA,NA,NA,NA
44840,-1.09505,-0.902396,-2.00577,NA,NA,NA,NA,NA,NA,1263.409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45007,-0.596976,-1.52322,-1.48982,NA,NA,NA,NA,NA,NA,5315.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45294,-0.881611,-1.61078,-1.63065,NA,NA,NA,NA,NA,2010.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45590,-1.39629,-2.18629,-0.862602,NA,NA,NA,NA,NA,8133.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45654,-0.911596,-1.58715,-1.68173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5667.424,NA,NA,NA,NA,NA,NA
45905,-0.267104,-0.890739,-1.24099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9965.341,NA,NA,NA,NA,NA,NA
46149,-1.48629,-1.89657,-1.50052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8386.661,NA,NA,NA,NA,NA,NA
46218,-1.00992,-1.52976,-1.4206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4614.148,NA,NA,NA,NA,NA,NA
46508,-1.01492,-1.22371,-1.97974,NA,NA,NA,NA,NA,NA,NA,1681.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
46674,-0.113898,-1.92868,-2.41308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204.623,NA,NA,NA,NA,NA,NA
46911,-0.751039,-0.00275624,-2.36475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.183,NA,NA,NA,NA,NA,NA
47040,-0.939004,-0.196277,-2.08089,NA,NA,NA,NA,NA,6139.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47296,-1.51954,-1.45601,-3.35254,NA,NA,NA,NA,NA,3008.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47439,-1.38728,-0.132326,-2.60155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575.695,NA,NA,NA,NA
47767,-0.875806,-0.713022,-1.79006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1167.692,NA,NA,NA,NA
47908,-1.50527,-0.77315,-0.666083,NA,NA,NA,NA,NA,28526.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48044,1.01564,-0.277099,-0.37789,NA,NA,NA,NA,NA,667.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48316,-0.170214,-1.1791,0.314143,NA,NA,NA,NA,NA,569.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48523,-0.92412,-1.65007,-0.177776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6126.991,NA,NA,NA,NA,NA,NA
48800,-0.193026,-1.5265,0.47049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923.911,NA,NA,NA,NA,NA,NA
48821,-0.0595429,-1.88821,-0.259818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282.637,NA,NA,NA,NA,NA,NA
49193,-1.28729,-2.03523,-0.00642512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671.082,NA,NA,NA,NA,NA,NA
49360,-1.47973,-1.89433,-0.747746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055.438,NA,NA,NA,NA
49528,-1.8525,-0.907171,-0.162532,NA,NA,NA,NA,NA,2346.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49607,-1.49684,-1.5403,0.484768,NA,NA,NA,NA,NA,NA,2315.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49844,-1.89968,-0.599922,-0.179887,NA,NA,NA,NA,NA,NA,NA,2120.323,NA,NA,NA,NA,NA,NA,NA,NA,NA
50186,-0.195495,-1.42843,-0.702694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15988.793,NA,NA,NA,NA,NA,NA
50257,-0.00154178,-0.9292,-0.0552853,NA,NA,NA,NA,NA,NA,2436.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50513,-1.243,-1.34243,-0.293914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2439.101,NA,NA
50723,-2.09385,-1.3208,-1.1476,NA,NA,NA,NA,355.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50921,-1.52184,-2.00383,-1.54518,NA,NA,NA,NA,2771.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51016,-1.07294,-1.49351,-2.02644,NA,NA,NA,NA,NA,1338.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51212,-0.743548,-1.33288,-1.33114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17641.076,NA,NA,NA,NA,NA,NA
51447,-0.587226,-1.42826,-1.58755,NA,NA,NA,NA,NA,4821.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51712,-1.36638,-0.532987,-1.59245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4412.366,NA,NA,NA,NA,NA,NA
51992,-1.80236,-0.929226,-0.827068,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.157,NA,NA,NA,NA,NA,NA,NA
52079,-0.444808,-1.23341,-1.27775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.035,NA,NA,NA,NA
52319,-2.63542,-1.19548,-2.42133,NA,NA,NA,NA,NA,505.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52577,-1.45816,-1.09058,-1.04767,NA,NA,NA,NA,NA,NA,NA,846.241,NA,NA,NA,NA,NA,NA,NA,NA,NA
52650,-2.08605,-1.29941,-2.11237,NA,NA,NA,NA,NA,4148.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52812,-1.25156,-1.36262,-0.49757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2870.069,NA,NA,NA,NA,NA,NA
53140,-1.07469,-1.28685,-1.4698,NA,NA,NA,NA,NA,NA,2014.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53364,-1.43768,-2.48104,-0.729601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3927.152,NA,NA,NA,NA
53441,-0.749474,-1.98715,-1.21517,NA,NA,NA,NA,NA,NA,NA,3240.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
53641,-2.01682,-2.52417,-1.49253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2337.218,NA,NA,NA,NA,NA,NA
53864,-1.31715,-1.06036,-1.38436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2571.979,NA,NA,NA,NA
54051,-0.680942,-0.765273,-0.859272,NA,NA,NA,NA,2208.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54289,-0.472843,0.964248,-0.147939,NA,NA,NA,NA,NA,NA,159.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54404,-1.34892,0.728927,-0.223319,NA,NA,NA,NA,NA,NA,325.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54697,-2.05767,0.778559,-0.919395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3438.39,NA,NA,NA,NA
54947,-2.14059,-0.562037,-0.741576,NA,NA,NA,NA,NA,NA,1499.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55164,-1.47019,-1.24385,-0.763435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2451.469,NA,NA,NA,NA
55279,-1.03698,-0.70637,-1.87849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1291.927,NA,NA,NA,NA
55510,-3.14969,-0.728953,-1.59516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594.949,NA,NA,NA,NA
55682,-0.84927,0.326815,-0.766523,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584.746,NA,NA,NA,NA,NA,NA,NA
55908,-0.100393,-0.785719,-0.371947,NA,NA,NA,NA,NA,NA,NA,NA,NA,1678.621,NA,NA,NA,NA,NA,NA,NA
56003,-1.29051,-0.567732,-0.959419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1578.864
56398,-0.830754,-0.806743,-2.02207,NA,NA,NA,NA,NA,NA,NA,NA,3355.76,NA,NA,NA,NA,NA,NA,NA,NA
56415,-0.22813,-1.36559,-2.12906,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647.139,NA,NA,NA,NA,NA,NA,NA
56724,-0.789945,-1.9123,-1.7023,NA,NA,NA,NA,NA,3617.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56997,0.250286,-2.68924,-1.66956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.555,NA,NA,NA,NA,NA,NA
57149,-1.62921,-2.06108,-0.627331,NA,NA,NA,NA,NA,NA,NA,1178.701,NA,NA,NA,NA,NA,NA,NA,NA,NA
57360,-0.731432,-0.169992,-0.854071,NA,NA,NA,NA,NA,8888.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57496,-0.365786,-1.28686,-0.858204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8150.817,NA,NA,NA,NA,NA,NA
57748,-2.0547,-1.44229,-2.42078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207.92,NA,NA,NA,NA,NA,NA
57836,-1.89428,-0.322506,-1.19444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1393.003,NA,NA,NA,NA,NA,NA
58102,-1.68972,-0.809942,-1.6338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5240.509,NA,NA,NA,NA,NA,NA
58268,-1.24296,-1.0532,-0.288686,NA,NA,NA,NA,NA,NA,1876.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58403,-0.209791,-0.0999183,-0.743115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6106.522,NA,NA,NA,NA
58678,0.287684,-1.9035,-0.727719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1361.244,NA,NA,NA,NA
58927,-0.639716,-2.17309,-0.888881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6233.509,NA,NA,NA,NA,NA,NA
59173,-0.843494,-1.92778,-1.95048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3646.284,NA,NA,NA,NA,NA,NA
59395,-0.880331,-1.63208,-1.69252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4837.024,NA,NA,NA,NA,NA,NA
59597,-0.180955,-0.830365,-0.852619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5066.192,NA,NA,NA,NA,NA
59711,1.03111,-1.63439,-0.754819,NA,NA,NA,NA,NA,NA,NA,NA,300.718,NA,NA,NA,NA,NA,NA,NA,NA
59878,-0.115169,-0.600751,-1.01294,NA,NA,NA,NA,NA,5849.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60026,0.402327,-0.242037,-0.542611,NA,NA,NA,NA,NA,2106.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60324,-0.321654,-1.22191,-0.67723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3794.276,NA,NA,NA,NA
60596,-0.766531,-0.895576,-0.797521,NA,NA,NA,NA,6671.694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60649,-0.763312,-0.591091,-1.24172,NA,NA,NA,NA,NA,NA,291.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60926,-0.177141,-1.17445,-1.94032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641.464,NA,NA,NA,NA,NA,NA
61176,-0.570396,-0.706774,-1.60421,NA,NA,NA,NA,NA,8942.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61322,-0.983062,1.24727,-0.25636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.587,NA,NA
61571,-0.620654,0.504744,1.293,NA,NA,NA,NA,NA,336.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61648,-0.596488,-0.0688557,0.956651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1608.521,NA,NA,NA,NA,NA,NA
61890,-0.75631,-0.90579,0.17217,NA,NA,NA,NA,NA,1519.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62026,-1.60658,-1.29682,-0.593997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8762.327,NA,NA,NA,NA,NA,NA
62359,-1.33431,-2.01744,-0.245495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2836.196,NA,NA,NA,NA
62511,-0.0929332,-1.0101,-0.869642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9599.1,NA,NA,NA,NA
62766,-1.36026,-0.813318,-0.424131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322.909,NA,NA,NA,NA,NA,NA
62933,-0.811135,0.28122,-0.715245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3015.64,NA,NA,NA,NA,NA,NA
63040,-0.634876,-0.242211,-1.41446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12480.984,NA,NA,NA,NA,NA,NA
63235,-0.53637,-1.30764,-0.93228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3212.87,NA,NA,NA,NA
63484,-0.683156,-1.38408,0.0436317,NA,NA,NA,NA,NA,3473.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63645,-0.0577186,-0.814391,-0.889151,NA,NA,NA,NA,NA,4203.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63958,-1.37164,-2.40128,0.355277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304.189,NA,NA,NA,NA,NA,NA
64105,-0.619854,-2.9161,-0.855594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3036.925,NA,NA,NA,NA,NA,NA
64383,-1.39875,-2.72056,-0.206166,NA,NA,NA,NA,NA,1092.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64449,-1.27963,-3.01226,0.420194,NA,NA,NA,NA,NA,1562.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64779,-1.01973,-2.9163,0.197232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.612,NA,NA,NA,NA,NA,NA
64859,-0.83671,-3.04393,-1.66199,NA,NA,NA,NA,NA,3344.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65044,-1.88811,-2.50047,-1.56,NA,NA,NA,NA,NA,NA,1400.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65203,-0.743385,-1.44677,-0.824862,NA,NA,NA,NA,NA,NA,7602.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65491,-1.90245,-0.947852,-2.03388,NA,NA,NA,NA,NA,NA,1999.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65752,-0.0260489,-1.60655,-1.39824,NA,NA,NA,NA,NA,8155.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65849,-0.167078,-0.82284,-0.519169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5554.579,NA,NA,NA,NA
66143,-2.03066,-0.843476,-0.00132027,NA,NA,NA,NA,NA,NA,941.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66219,-2.59727,-1.45795,-2.05143,NA,NA,NA,NA,NA,NA,1213.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66501,-2.90554,-2.19031,-0.944051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275.411,NA,NA,NA,NA,NA,NA
66799,-1.9248,-1.58109,-0.606838,NA,NA,NA,NA,NA,6303.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66842,-0.816181,-1.17163,-0.957331,NA,NA,NA,NA,NA,NA,NA,2270.571,NA,NA,NA,NA,NA,NA,NA,NA,NA
67181,-0.807997,-0.65248,-1.58704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19111.564,NA,NA,NA,NA
67235,-0.433129,-1.19114,-0.777119,NA,NA,NA,NA,NA,NA,742.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67444,-1.38394,-0.578544,-1.18049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2744.902,NA,NA,NA,NA
67744,-1.44193,-1.92651,-1.20137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2682.752,NA,NA,NA,NA
67819,-0.984083,-0.75865,-1.36369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5336.331,NA,NA
68029,-1.0122,-1.62593,-0.336838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753.477,NA,NA,NA,NA
68304,-1.54462,-0.800901,-0.937238,NA,NA,NA,NA,NA,NA,2303.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68519,-1.83439,-0.315864,-1.01361,NA,NA,NA,NA,NA,1205.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68778,-0.148061,-0.923949,-0.398842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775.166,NA,NA,NA,NA
68864,-0.905528,-1.06125,-0.0979466,NA,NA,NA,NA,NA,NA,NA,1523.871,NA,NA,NA,NA,NA,NA,NA,NA,NA
69106,-0.933431,-0.908297,0.392986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6149.3,NA,NA,NA,NA,NA,NA
69396,-0.365417,-0.615554,-0.980425,NA,NA,NA,NA,NA,NA,NA,2188.398,NA,NA,NA,NA,NA,NA,NA,NA,NA
69407,-1.93461,-0.680202,-0.597641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2067.685,NA,NA,NA,NA,NA,NA
69716,-1.50279,-0.12708,-1.56185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9137.981,NA,NA,NA,NA
69846,-1.05337,-0.66763,-1.18425,NA,NA,NA,NA,NA,3345.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70081,0.346179,-0.497491,-0.596027,NA,NA,NA,NA,NA,NA,642.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70317,-0.499124,-0.236934,-0.736865,NA,NA,NA,NA,NA,NA,NA,1589.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
70446,-1.07393,-1.2562,-0.207235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1413.955,NA,NA,NA,NA
70701,-0.276399,-1.51033,0.324167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3745.498,NA,NA,NA,NA,NA,NA
70921,-0.697165,-1.70884,1.76623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365.308,NA,NA,NA,NA,NA,NA
71060,-0.970887,-2.00121,-0.710639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8625.278,NA,NA,NA,NA,NA,NA
71331,-1.63846,-1.29382,-1.5449,NA,NA,NA,NA,NA,3777.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71590,-2.15142,-0.747194,-1.27869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041.553,NA,NA
71698,-3.00607,-0.730861,-0.592698,NA,NA,NA,NA,NA,NA,2660.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71998,-2.00308,-1.30178,-0.730929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10187.577,NA,NA,NA,NA
72157,-0.300818,-1.5882,-0.216475,NA,NA,NA,NA,NA,NA,1297.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72219,-0.654793,-0.85349,-0.559563,NA,NA,NA,NA,NA,NA,8029.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72425,-1.47314,-1.38698,-0.382538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8641.294,NA,NA,NA,NA
72791,-2.00049,-1.17885,-0.884667,NA,NA,NA,NA,NA,4546.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72998,-1.75487,-0.963105,-0.914067,NA,NA,NA,NA,NA,1468.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73094,-0.701428,-0.890586,0.358593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8093.853,NA,NA,NA,NA,NA,NA
73353,-0.106091,-0.846998,0.250752,NA,NA,NA,NA,NA,2610.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73593,-0.309634,-0.208564,0.673511,NA,NA,NA,NA,NA,1450.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73773,-1.28573,0.000511829,0.0110888,NA,NA,NA,NA,NA,2442.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73878,-0.546758,-0.142187,-0.571798,NA,NA,NA,NA,NA,4224.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74039,-0.579228,-0.915504,0.239768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3464.103,NA,NA,NA,NA,NA,NA
74379,-0.922666,-1.56991,-0.319252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589.626,NA,NA,NA,NA,NA,NA
74404,0.00252456,-1.36129,-1.0879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1622.297,NA,NA,NA,NA,NA,NA
74758,-0.614584,-1.19456,-0.329818,NA,NA,NA,NA,NA,NA,1738.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74838,-2.16929,-0.293306,-0.872312,NA,NA,NA,NA,NA,3701.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
