id,x0,x1,x2,fitness-1,fitness-2,fitness-2.5,fitness-1.5,fitness0,fitness-3,fitness-5,fitness-3.5,fitness-4,fitness-4.5,fitness-0.5,fitness0.5,fitness1
45989,2.7731,1.58166,-3.68744,NA,NA,-38.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46144,1.30202,2.2116,-2.98625,NA,NA,-62.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46272,0.569232,2.95957,-3.98034,NA,NA,NA,-96.268,NA,NA,NA,NA,NA,NA,NA,NA,NA
46579,0.0391691,2.77676,-3.84599,NA,NA,NA,NA,NA,-102.164,NA,NA,NA,NA,NA,NA,NA
46738,0.416967,1.96819,-3.70916,NA,NA,NA,NA,NA,NA,NA,-72.35,NA,NA,NA,NA,NA
46964,1.11465,2.62169,-3.20283,NA,NA,NA,NA,NA,-67.636,NA,NA,NA,NA,NA,NA,NA
47199,1.79824,1.28349,-4.53011,NA,NA,NA,NA,NA,NA,NA,NA,-48.183,NA,NA,NA,NA
47330,2.70861,1.66311,-4.43201,NA,NA,NA,NA,NA,NA,NA,NA,-65.424,NA,NA,NA,NA
47440,2.14896,1.81486,-4.42003,NA,NA,NA,NA,NA,NA,NA,NA,-59.811,NA,NA,NA,NA
47689,1.73468,2.18832,-3.53877,NA,NA,NA,NA,NA,NA,NA,NA,NA,-107.991,NA,NA,NA
47887,3.10738,2.37397,-3.93937,NA,NA,NA,NA,NA,NA,NA,NA,-101.332,NA,NA,NA,NA
48157,3.30239,2.85791,-4.62339,NA,NA,NA,NA,NA,NA,NA,-117.915,NA,NA,NA,NA,NA
48233,1.92387,2.11513,-4.95125,NA,NA,-17.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48468,1.77413,2.47558,-4.27802,NA,NA,NA,NA,NA,NA,NA,-43.872,NA,NA,NA,NA,NA
48772,1.90564,1.4369,-4.05503,NA,NA,NA,NA,NA,-20.392,NA,NA,NA,NA,NA,NA,NA
48874,1.73106,1.48564,-4.61405,NA,NA,NA,NA,NA,-15.214,NA,NA,NA,NA,NA,NA,NA
49101,2.85678,3.29392,-3.74666,NA,NA,NA,NA,NA,-100.4,NA,NA,NA,NA,NA,NA,NA
49247,1.2856,3.10141,-3.59769,NA,NA,NA,NA,NA,NA,NA,-93.745,NA,NA,NA,NA,NA
49581,0.789316,3.39555,-4.13672,NA,NA,NA,NA,NA,NA,NA,NA,-120.089,NA,NA,NA,NA
49630,1.47102,3.02594,-4.76859,NA,NA,NA,NA,NA,NA,NA,NA,-103.343,NA,NA,NA,NA
49977,1.55403,3.75476,-4.41943,NA,NA,NA,NA,NA,NA,NA,-111.564,NA,NA,NA,NA,NA
50058,2.40921,3.47065,-3.00894,NA,NA,-133.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50305,2.15656,2.87085,-3.0214,-142.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50415,0.873651,2.41554,-3.46095,NA,-59.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50606,1.18262,3.07852,-4.55003,NA,-64.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50884,1.98709,1.79418,-2.32671,NA,NA,-117.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51147,2.16457,1.97071,-3.30657,NA,NA,-36.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51254,3.10234,2.27314,-4.67896,NA,NA,-52.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51445,2.97983,2.8634,-4.82033,NA,-78.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51715,2.4033,2.69605,-2.83626,NA,NA,NA,-124.545,NA,NA,NA,NA,NA,NA,NA,NA,NA
51924,1.51707,3.43583,-3.40852,NA,-96.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52161,1.35623,3.67501,-3.47111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-211.269,NA,NA
52315,2.63355,2.8096,-4.30514,-91.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52416,3.69455,2.19951,-4.48489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-160.476,NA,NA
52713,4.21505,2.48491,-3.61634,-186.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52844,4.4996,2.04944,-3.59936,-228.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53103,4.26309,2.81487,-4.16909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-220.145,NA,NA
53290,3.25544,2.93758,-4.08324,NA,NA,NA,-111.352,NA,NA,NA,NA,NA,NA,NA,NA,NA
53469,1.58186,3.12749,-4.07268,NA,-55.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53782,2.97691,3.67344,-3.71554,NA,NA,NA,NA,NA,NA,NA,-164.601,NA,NA,NA,NA,NA
53941,2.70859,3.02583,-3.48614,NA,NA,-86.908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54102,2.64651,1.6952,-3.9252,NA,NA,NA,-42.529,NA,NA,NA,NA,NA,NA,NA,NA,NA
54302,1.87142,2.0911,-3.97335,NA,-11.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54497,1.30208,1.4364,-2.41546,NA,-123.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54755,2.34261,3.25376,-2.96711,NA,NA,NA,-132.673,NA,NA,NA,NA,NA,NA,NA,NA,NA
54834,2.84377,3.35968,-2.42505,-241.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55075,1.92657,4.18274,-4.50089,NA,-142.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55215,1.3526,4.70411,-4.66492,NA,NA,NA,-231.591,NA,NA,NA,NA,NA,NA,NA,NA,NA
55469,1.385,4.19919,-3.80523,NA,NA,NA,NA,NA,-153.015,NA,NA,NA,NA,NA,NA,NA
55644,1.14061,3.82062,-4.92724,NA,NA,-115.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55815,2.50085,3.29895,-4.41166,NA,NA,NA,NA,NA,NA,NA,-88.577,NA,NA,NA,NA,NA
56166,2.38376,2.85644,-3.50811,NA,NA,NA,NA,NA,NA,NA,NA,-106.312,NA,NA,NA,NA
56277,2.1442,3.31482,-3.98868,NA,NA,NA,NA,NA,-70.082,NA,NA,NA,NA,NA,NA,NA
56442,2.80989,3.21657,-4.77791,NA,-87.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56710,2.49801,2.45241,-3.50017,NA,NA,NA,-60.915,NA,NA,NA,NA,NA,NA,NA,NA,NA
56822,2.46485,3.43332,-4.44999,NA,NA,-80.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57021,1.19004,1.8994,-4.58769,NA,-23.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57233,1.46927,1.71712,-4.23113,NA,-7.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57584,1.41075,2.0497,-3.65412,NA,NA,NA,-42.301,NA,NA,NA,NA,NA,NA,NA,NA,NA
57689,2.75601,2.70268,-4.98309,NA,-59.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57827,1.61327,2.859,-3.4435,NA,NA,NA,-80.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
58103,2.01552,2.1355,-4.3851,NA,NA,NA,NA,NA,-17.241,NA,NA,NA,NA,NA,NA,NA
58222,2.36942,0.806965,-2.81622,NA,NA,NA,NA,NA,NA,NA,NA,-137.375,NA,NA,NA,NA
58562,2.67239,-0.116897,-4.55822,NA,NA,NA,NA,NA,NA,NA,NA,NA,-201.814,NA,NA,NA
58779,2.94191,1.16666,-4.58071,NA,NA,NA,NA,NA,-50.928,NA,NA,NA,NA,NA,NA,NA
58821,1.44537,0.478598,-4.86732,NA,NA,NA,NA,NA,NA,NA,NA,NA,-165.112,NA,NA,NA
59052,2.91012,1.53697,-4.17102,NA,NA,NA,NA,NA,NA,NA,NA,-90.045,NA,NA,NA,NA
59216,2.80923,3.25469,-4.71205,NA,NA,NA,NA,NA,-93.674,NA,NA,NA,NA,NA,NA,NA
59440,2.68908,4.3201,-4.45777,NA,NA,NA,NA,NA,NA,NA,-196.139,NA,NA,NA,NA,NA
59703,2.52906,3.86565,-4.2438,NA,NA,NA,NA,NA,NA,NA,NA,-157.829,NA,NA,NA,NA
59931,1.84659,4.9228,-3.67477,NA,NA,-239.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60196,1.29076,3.39439,-3.74166,NA,NA,NA,NA,NA,-87.895,NA,NA,NA,NA,NA,NA,NA
60216,2.41258,2.30085,-4.23699,NA,NA,NA,NA,NA,NA,NA,NA,-59.505,NA,NA,NA,NA
60411,2.51217,3.30348,-4.90923,NA,NA,NA,NA,NA,NA,NA,NA,-113.336,NA,NA,NA,NA
60672,2.02532,2.7293,-4.00887,NA,NA,NA,NA,NA,NA,NA,NA,-90.382,NA,NA,NA,NA
60852,0.666819,2.50079,-4.40798,NA,NA,NA,NA,NA,NA,NA,NA,-104.786,NA,NA,NA,NA
61106,1.55738,1.82463,-4.99452,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.95,NA,NA,NA
61384,1.58456,3.39521,-4.9335,NA,NA,NA,NA,NA,NA,NA,NA,-132.678,NA,NA,NA,NA
61501,1.37104,3.33218,-4.2541,NA,NA,NA,NA,NA,NA,NA,-92.69,NA,NA,NA,NA,NA
61665,2.43528,3.59451,-2.98461,NA,NA,NA,NA,NA,NA,NA,-172,NA,NA,NA,NA,NA
61964,0.348974,3.36083,-3.0287,NA,NA,NA,-203.516,NA,NA,NA,NA,NA,NA,NA,NA,NA
62143,1.35151,4.49077,-2.81997,NA,NA,NA,-258.539,NA,NA,NA,NA,NA,NA,NA,NA,NA
62332,1.69178,3.58213,-4.54008,-119.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62598,2.65065,3.00003,-3.56949,NA,NA,-76.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62648,3.0508,3.94061,-3.44034,NA,-179.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62901,2.87245,3.93103,-4.37876,-171.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63076,2.21161,2.91704,-4.99724,NA,NA,-51.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63363,1.79785,3.28814,-3.29943,NA,-96.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63421,2.48971,1.87469,-4.80776,NA,NA,NA,NA,NA,NA,NA,-47.094,NA,NA,NA,NA,NA
63650,1.77425,-0.311494,-4.06547,NA,NA,NA,NA,NA,-214.536,NA,NA,NA,NA,NA,NA,NA
63911,1.97,0.983407,-4.78122,NA,NA,NA,NA,NA,NA,NA,-41.778,NA,NA,NA,NA,NA
64133,1.48439,0.0527022,-4.72654,NA,NA,NA,NA,NA,NA,NA,-157.27,NA,NA,NA,NA,NA
64391,0.928392,2.31753,-4.92547,NA,NA,NA,NA,NA,NA,NA,NA,-69.554,NA,NA,NA,NA
64405,1.04092,1.45661,-4.29108,NA,NA,NA,NA,NA,NA,NA,NA,-77.721,NA,NA,NA,NA
64791,2.1089,1.40823,-3.83286,NA,NA,NA,NA,NA,NA,NA,NA,-59.351,NA,NA,NA,NA
64923,2.15107,1.88252,-4.64917,NA,NA,-9.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65001,2.3894,2.64002,-2.80303,NA,-104.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65267,1.35469,2.04466,-2.94262,NA,-64.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65552,1.31544,1.22008,-4.04175,NA,NA,NA,NA,NA,NA,NA,-40.076,NA,NA,NA,NA,NA
65637,0.320745,1.14668,-4.64789,NA,NA,NA,NA,NA,NA,NA,NA,-122.563,NA,NA,NA,NA
65808,0.235371,1.38367,-4.4651,NA,NA,NA,NA,NA,NA,NA,NA,-118.154,NA,NA,NA,NA
66032,1.58997,1.72299,-4.97819,NA,NA,NA,NA,NA,NA,NA,NA,-57.067,NA,NA,NA,NA
66305,1.77332,2.4556,-4.16617,NA,-21.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66578,2.68309,3.15031,-4.90269,NA,NA,NA,NA,NA,NA,NA,NA,-119.434,NA,NA,NA,NA
66637,3.10996,4.26239,-4.95399,NA,NA,NA,NA,NA,NA,NA,NA,NA,-259.537,NA,NA,NA
66983,2.913,3.99129,-3.93398,NA,NA,NA,NA,NA,NA,NA,-168.717,NA,NA,NA,NA,NA
67119,3.90493,3.08764,-4.86205,NA,NA,-146.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67355,3.34616,1.74732,-3.95715,NA,-67.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67408,2.81867,2.30204,-4.77906,NA,NA,-41.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67800,3.85398,2.28256,-4.40829,NA,NA,-103.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67851,3.75409,0.74208,-4.19041,NA,-119.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68050,3.59756,1.85554,-3.21806,-139.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68345,2.92503,1.38973,-3.06229,NA,-89.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68571,1.61989,2.75439,-3.09318,-126.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68629,1.42195,2.25205,-4.27336,NA,-18.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68961,1.79514,2.88702,-4.77982,NA,-47.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69174,2.93041,4.26838,-4.1814,NA,NA,NA,-202.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
69383,2.98775,3.25735,-2.38529,NA,-237.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69444,3.44689,3.57839,-2.90476,NA,-222.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69673,3.12762,4.83049,-3.44587,NA,NA,NA,-290.306,NA,NA,NA,NA,NA,NA,NA,NA,NA
69806,3.16487,4.25922,-4.62278,NA,NA,-186.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70181,4.12944,4.34486,-4.37657,NA,NA,NA,NA,NA,-273.359,NA,NA,NA,NA,NA,NA,NA
70267,3.5509,1.01587,-4.54986,NA,NA,NA,NA,NA,-87.651,NA,NA,NA,NA,NA,NA,NA
70454,4.08136,0.801185,-2.56615,NA,NA,-266.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70701,3.23231,1.97341,-1.86822,NA,-309.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70850,2.92045,2.30224,-2.26781,NA,NA,-209.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71033,1.9069,1.96907,-2.44922,NA,NA,-103.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71354,2.06996,3.22386,-2.17116,NA,NA,-206.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71589,2.08894,2.12508,-3.76138,NA,NA,-18.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71757,1.36505,2.42584,-3.75552,NA,NA,NA,NA,NA,NA,NA,NA,-66.684,NA,NA,NA,NA
71870,2.47996,4.45201,-4.85493,NA,NA,NA,NA,NA,NA,-287.328,NA,NA,NA,NA,NA,NA
72013,2.46598,2.85643,-4.54152,NA,NA,NA,NA,NA,NA,NA,NA,-82.241,NA,NA,NA,NA
72313,2.19286,2.30546,-4.58033,NA,-19.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72495,3.39215,1.48108,-4.20256,NA,NA,-64.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72631,2.6477,1.70161,-4.8448,NA,NA,NA,NA,NA,NA,NA,-40.985,NA,NA,NA,NA,NA
72866,1.78827,1.93339,-4.4939,NA,NA,NA,NA,NA,NA,NA,NA,-45.007,NA,NA,NA,NA
73175,2.00419,0.855131,-4.81329,NA,NA,-39.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73396,1.87674,1.41065,-4.18063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.757,NA,NA
73584,2.64369,1.57053,-4.54549,NA,NA,NA,NA,NA,-29.561,NA,NA,NA,NA,NA,NA,NA
73661,0.00887899,2.22834,-4.82581,NA,NA,-85.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73830,1.48913,2.62614,-4.99131,NA,-41.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74028,0.986035,2.83363,-4.92978,NA,NA,-54.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74367,1.39509,2.13354,-4.26394,NA,NA,NA,NA,NA,NA,NA,NA,-47.251,NA,NA,NA,NA
74599,1.16539,2.64953,-4.05954,NA,NA,NA,NA,NA,-40.199,NA,NA,NA,NA,NA,NA,NA
74618,1.23651,1.27098,-4.61501,NA,NA,-19.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74845,1.34394,2.12902,-4.32474,NA,-23.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75074,-0.438454,1.21571,-4.78422,NA,NA,NA,NA,NA,NA,NA,-151.688,NA,NA,NA,NA,NA
75277,-0.253693,2.63104,-4.78573,NA,NA,NA,NA,NA,NA,NA,-135.828,NA,NA,NA,NA,NA
75593,0.997906,3.72359,-4.1909,NA,NA,NA,NA,NA,-113.295,NA,NA,NA,NA,NA,NA,NA
75658,0.86888,2.23569,-4.32592,NA,NA,NA,NA,NA,-34.288,NA,NA,NA,NA,NA,NA,NA
75804,0.83463,3.63323,-4.98216,NA,NA,NA,NA,NA,-121.477,NA,NA,NA,NA,NA,NA,NA
76046,1.31822,2.73176,-4.12222,NA,NA,NA,NA,NA,NA,NA,NA,-94.665,NA,NA,NA,NA
76285,2.35383,2.97216,-3.43218,NA,NA,NA,NA,NA,NA,NA,NA,-132.711,NA,NA,NA,NA
76563,1.78946,0.756567,-3.84507,NA,NA,NA,NA,NA,NA,NA,NA,-85.461,NA,NA,NA,NA
76614,1.17167,2.09078,-4.98271,NA,NA,NA,NA,NA,NA,NA,NA,-69.576,NA,NA,NA,NA
76929,0.915442,1.67946,-3.32228,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.225,NA,NA,NA
77178,1.41798,1.51374,-3.73365,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.012,NA,NA,NA
77304,0.459794,1.82435,-4.71586,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.479,NA,NA,NA
77408,1.952,2.93227,-4.44716,NA,NA,NA,NA,NA,NA,NA,NA,-91.345,NA,NA,NA,NA
77754,3.05128,2.39128,-4.00548,NA,NA,NA,NA,NA,-59.183,NA,NA,NA,NA,NA,NA,NA
77925,3.08549,1.22489,-4.16749,NA,NA,NA,NA,NA,-54.758,NA,NA,NA,NA,NA,NA,NA
78192,2.82961,2.30176,-3.6525,NA,-55.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78339,2.52793,2.56929,-3.26694,NA,-71.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78575,1.99498,1.59899,-3.21122,NA,NA,NA,-73.146,NA,NA,NA,NA,NA,NA,NA,NA,NA
78736,1.47639,2.32892,-3.12377,NA,NA,-53.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78949,0.201554,2.22517,-3.33599,NA,NA,NA,NA,NA,-94.483,NA,NA,NA,NA,NA,NA,NA
79090,1.63278,1.34897,-4.27838,NA,NA,-5.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79277,1.95392,1.6275,-4.86127,NA,NA,-11.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79444,2.05231,2.24703,-3.61544,NA,NA,NA,NA,NA,-30.741,NA,NA,NA,NA,NA,NA,NA
79659,0.446277,2.93336,-4.66214,NA,NA,-76.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79942,1.24414,2.9749,-4.25988,NA,-48.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80107,2.33017,1.91442,-4.43753,NA,NA,NA,-44.317,NA,NA,NA,NA,NA,NA,NA,NA,NA
80224,1.80573,1.6118,-4.35767,NA,-7.777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80571,2.06769,2.33962,-3.33889,NA,-47.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80635,3.38347,3.22053,-3.18712,NA,-161.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80961,3.30459,3.46733,-4.58872,NA,NA,NA,-133.214,NA,NA,NA,NA,NA,NA,NA,NA,NA
81108,4.2082,2.22425,-4.88066,NA,NA,NA,NA,NA,NA,NA,NA,-190.187,NA,NA,NA,NA
81301,3.59167,2.0839,-3.98076,NA,NA,NA,NA,NA,NA,NA,NA,NA,-173.691,NA,NA,NA
81496,4.46273,1.92884,-4.7565,NA,NA,NA,NA,NA,NA,NA,NA,-218.038,NA,NA,NA,NA
81723,4.09934,2.82444,-4.66467,NA,NA,NA,NA,NA,NA,NA,NA,-200.391,NA,NA,NA,NA
81811,3.09034,3.01558,-4.52293,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.652,NA,NA,NA
82106,2.52446,2.34633,-4.77062,NA,NA,NA,NA,NA,NA,NA,-52.179,NA,NA,NA,NA,NA
82272,3.18849,3.09018,-4.99309,NA,NA,NA,NA,NA,NA,NA,-122.895,NA,NA,NA,NA,NA
82442,3.31272,3.01102,-4.07017,NA,NA,NA,NA,NA,-104.751,NA,NA,NA,NA,NA,NA,NA
82691,2.8228,3.15309,-4.88634,NA,NA,NA,NA,NA,NA,NA,NA,-136.975,NA,NA,NA,NA
82903,1.40293,2.06254,-4.36839,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.799,NA,NA,NA
83020,1.85201,1.94372,-3.18649,NA,NA,NA,NA,NA,NA,-142.906,NA,NA,NA,NA,NA,NA
83379,1.74702,1.79719,-4.76236,NA,NA,NA,NA,NA,NA,NA,-29.09,NA,NA,NA,NA,NA
83519,1.6387,2.48759,-4.72559,NA,NA,-22.646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83722,2.24052,2.56324,-4.0578,NA,-36.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83884,4.22702,3.76175,-4.44176,NA,NA,NA,NA,NA,-227.762,NA,NA,NA,NA,NA,NA,NA
84054,4.87118,2.58836,-2.81951,NA,NA,NA,-332.627,NA,NA,NA,NA,NA,NA,NA,NA,NA
84302,4.76951,2.40514,-3.46227,NA,-241.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84532,4.12959,0.511904,-4.81951,NA,NA,-156.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84703,3.4926,2.15333,-4.48519,NA,NA,NA,NA,NA,NA,NA,-89.678,NA,NA,NA,NA,NA
84955,2.96198,1.68607,-4.14946,NA,NA,-37.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85008,2.37282,1.9371,-4.30932,NA,NA,-13.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85261,2.76175,1.94184,-4.36734,NA,NA,-28.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85549,0.552778,2.56991,-3.84764,NA,NA,NA,NA,NA,NA,NA,-83.148,NA,NA,NA,NA,NA
85655,0.114862,2.0397,-4.12478,NA,NA,NA,NA,NA,NA,NA,-97.236,NA,NA,NA,NA,NA
85818,1.30291,1.31721,-4.59383,NA,NA,NA,NA,NA,-23.784,NA,NA,NA,NA,NA,NA,NA
86049,-0.0157881,0.387441,-4.91434,NA,-243.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86292,0.373793,2.08764,-4.38852,NA,-62.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86599,1.54051,2.98703,-4.34146,NA,NA,NA,-62.718,NA,NA,NA,NA,NA,NA,NA,NA,NA
86713,0.659086,2.23346,-3.53519,NA,NA,-56.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86860,1.77031,0.80346,-4.25613,NA,NA,NA,NA,NA,NA,NA,NA,-91.142,NA,NA,NA,NA
87165,2.58547,1.28776,-4.94487,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.547,NA,NA,NA
87370,2.09576,3.12497,-4.06159,NA,NA,NA,NA,NA,NA,-164.269,NA,NA,NA,NA,NA,NA
87600,3.16447,2.65186,-3.79099,NA,NA,NA,NA,NA,NA,NA,NA,NA,-169.286,NA,NA,NA
87715,4.22201,3.83489,-3.53893,NA,NA,NA,NA,NA,NA,NA,NA,NA,-391.208,NA,NA,NA
87895,3.26379,2.74844,-3.89157,NA,NA,NA,NA,NA,NA,NA,-120.188,NA,NA,NA,NA,NA
88090,4.60655,2.67512,-3.95735,NA,-207.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88398,4.55461,2.2824,-3.8775,-221.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88497,4.01674,2.26154,-4.86391,NA,NA,-120.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88752,2.16259,1.68492,-3.3713,NA,NA,NA,-59.356,NA,NA,NA,NA,NA,NA,NA,NA,NA
88938,0.968151,1.75325,-3.45681,NA,-50.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89008,-0.473953,1.84589,-4.5343,NA,-126.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89387,0.236907,2.32441,-4.55398,NA,NA,-67.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89556,0.336648,2.44211,-4.53538,NA,NA,NA,NA,NA,-64.546,NA,NA,NA,NA,NA,NA,NA
89630,1.30693,2.80197,-3.00231,NA,NA,NA,NA,NA,-79.803,NA,NA,NA,NA,NA,NA,NA
89944,2.29765,4.56914,-3.55396,NA,-211.974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90162,2.85884,3.59218,-3.53846,NA,NA,NA,-146.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
90325,2.6214,3.49558,-3.27617,NA,NA,NA,-139.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
90410,3.6672,1.66699,-2.03111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-297.3,NA,NA
90753,3.49058,1.78073,-3.96359,NA,NA,NA,NA,NA,NA,NA,-100.336,NA,NA,NA,NA,NA
90830,3.13898,2.79374,-3.52473,NA,NA,NA,NA,NA,-103.944,NA,NA,NA,NA,NA,NA,NA
91017,2.06034,2.10542,-3.71523,NA,NA,NA,NA,NA,NA,NA,-33.571,NA,NA,NA,NA,NA
91213,2.05908,2.44386,-4.95037,NA,NA,-28.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91547,3.03415,2.63334,-4.39771,NA,NA,NA,NA,NA,-60.702,NA,NA,NA,NA,NA,NA,NA
91657,2.83748,2.3651,-4.15105,NA,NA,-40.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91910,2.33187,1.14487,-3.55374,NA,NA,NA,NA,NA,-48.25,NA,NA,NA,NA,NA,NA,NA
