id,x0,x1,x2,fitness-1,fitness-0.5,fitness0.5,fitness1,fitness0,fitness-1.5,fitness-2,fitness-2.5,fitness-3,fitness-3.5,fitness1.5,fitness2.5,fitness3,fitness4.5,fitness3.5,fitness5,fitness4,fitness2,fitness-4,fitness-4.5
33352,-1.80716,1.11986,-1.41987,NA,NA,NA,NA,NA,NA,82.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33580,-0.103596,1.97615,-1.23888,NA,909.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33640,-1.275,0.967689,-1.16963,NA,547.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33966,-0.68044,-0.906106,-0.47301,NA,NA,NA,NA,1217.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34069,-0.729016,-1.59846,-1.18666,NA,NA,NA,NA,NA,6565.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34315,-1.4436,-0.347473,-0.674119,NA,NA,NA,NA,NA,1179.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34504,-0.566265,-0.961897,-1.22159,NA,NA,NA,NA,NA,NA,2662.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34776,0.831691,-0.628597,-0.295968,NA,NA,NA,NA,NA,3235.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34908,-0.062421,-0.650344,-1.01752,6787.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35008,1.05533,0.17764,0.211632,NA,34.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35342,0.396551,-1.89459,-0.605955,NA,NA,NA,NA,NA,1852.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35420,-0.258976,-1.03409,-0.199972,NA,NA,NA,NA,207.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35648,0.685393,-0.654739,-1.14848,NA,NA,NA,180.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35900,1.93845,-0.823885,-0.808959,NA,NA,844.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36106,-0.912635,-0.280796,0.0229747,NA,NA,NA,NA,NA,3086.609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36258,-0.890788,0.408379,0.0115917,NA,NA,NA,NA,NA,NA,1064.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36487,-1.24149,-0.68263,-0.19284,NA,NA,NA,NA,NA,NA,NA,NA,NA,1952.942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36776,-1.60487,-1.27981,-1.01163,NA,NA,NA,NA,NA,NA,NA,2045.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36905,-0.921658,-0.965819,-0.870531,NA,NA,NA,NA,NA,19628.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37093,-1.64271,-0.123247,-0.449911,273.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37284,-1.27248,0.0549559,-0.969387,NA,506.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37582,-1.26212,0.683113,-0.578533,NA,NA,323.906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37625,-1.21054,-1.31227,0.375825,NA,NA,NA,NA,1932.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37810,-1.70384,-0.697372,0.366026,NA,929.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38115,-0.840158,-0.154809,-0.0118974,NA,4521.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38254,-1.53249,-0.128038,-1.16122,2807.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38555,-0.583572,-0.44799,-1.39425,NA,NA,NA,NA,NA,594.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38697,-0.0177293,0.453805,-2.95915,637.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38818,-0.673063,-0.646242,-3.06717,NA,NA,NA,NA,386.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39160,-1.27901,-0.0854191,-2.56972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488.778,NA,NA,NA,NA,NA,NA,NA,NA,NA
39271,-0.68549,-0.137509,-1.54279,NA,NA,NA,NA,520.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39421,-1.01359,-0.13751,-0.11665,NA,NA,NA,NA,529.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39798,-0.874608,0.760423,0.895479,NA,NA,NA,332.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39872,0.0307657,0.301411,0.852869,NA,338.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40190,-0.408644,-0.835185,-1.53141,NA,3301.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40254,-1.13234,-1.33427,-0.651169,NA,NA,NA,NA,220.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40498,-1.97685,-1.06744,-0.232745,NA,NA,442.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40688,-1.95515,-1.37331,-0.0380903,NA,1824.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40900,-2.08502,-1.30611,-1.80062,977.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41028,-0.626799,-3.18197,-1.62801,NA,NA,455.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41250,-0.345488,-2.58205,-1.60721,NA,1685.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41477,0.588257,-2.43076,-1.25978,135.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41752,-1.20554,-1.92015,-1.47134,NA,2824.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41993,-2.28661,-1.6592,-0.548958,82.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42199,-0.84306,-0.470627,1.542,NA,NA,NA,NA,NA,23.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42248,-0.961475,0.201679,1.24997,NA,NA,NA,NA,511.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42581,0.0754848,-0.437155,2.47182,NA,NA,NA,NA,21.726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42762,-0.829635,-0.57008,1.81916,NA,2989.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42978,-1.44882,-0.315519,1.146,NA,NA,NA,NA,NA,1259.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43061,-2.55812,-2.05876,1.18752,NA,516.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43326,-2.06733,-1.31132,1.04264,NA,210.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43590,-2.9178,-2.56038,-1.2363,NA,NA,NA,NA,474.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43689,-2.53538,-2.82947,-1.24643,NA,NA,NA,NA,317.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43815,-1.46701,-3.22733,-0.810618,NA,2220.492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44155,-1.30888,-1.23255,-0.249,NA,NA,1933.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44208,-0.857054,-0.557697,-0.904435,NA,NA,NA,NA,9040.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44428,0.296136,-2.0247,-0.57538,NA,913.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44638,1.25639,-2.89525,-0.0620953,477.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44825,0.507158,-3.00316,-1.34507,NA,720.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45140,-0.699694,-4.09963,-0.591755,NA,1178.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45252,-0.694412,-2.9178,-1.02097,NA,NA,NA,NA,2219.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45427,-1.23426,-2.66759,-0.567354,547.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45707,-1.66405,-2.41582,-1.29307,1572.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45892,0.0072439,-2.27932,0.0464633,NA,NA,NA,NA,15.927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46128,-0.980602,-2.14245,-0.598363,NA,NA,NA,NA,1383.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46398,-0.545763,-2.88121,-0.848303,NA,1222.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46584,0.420898,-3.37865,-0.855931,614.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46659,-1.42448,-2.57971,-1.47571,7399.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46940,-0.992399,-2.28151,-0.292186,298.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47153,-1.70384,-2.36663,-0.0611117,NA,NA,158.508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47211,-0.883561,-1.30298,-0.927545,NA,NA,NA,NA,4461.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47511,-1.31386,-1.17781,-1.32081,NA,3635.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47702,-2.01272,-0.822053,-2.19557,NA,1710.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47986,-2.05509,-1.49821,-3.50441,NA,NA,NA,NA,1512.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48032,-2.08982,-1.38107,-3.07013,NA,620.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48305,-1.21196,-1.94293,-2.5412,NA,394.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48600,-0.114853,-2.11326,-1.45902,NA,NA,NA,NA,1794.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48651,-1.51123,-1.50993,-1.04469,NA,NA,NA,NA,5238.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48817,-1.25434,-0.955597,0.808185,NA,NA,NA,NA,2111.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49105,-0.889078,2.38631,-0.17484,NA,NA,965.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49376,-1.36742,2.07342,-0.780613,1226.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49468,-1.61607,-1.2255,-2.01775,NA,NA,NA,NA,NA,NA,NA,988.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49714,-1.0111,-0.606398,-1.39801,11722.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49946,-1.45203,-0.92707,-2.21703,NA,NA,NA,NA,NA,NA,1205.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50180,-1.0317,-0.311651,-0.68922,NA,NA,NA,NA,NA,NA,1778.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50368,-1.20574,-0.582985,0.36065,NA,NA,NA,NA,NA,NA,NA,NA,509.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50516,-1.47867,0.630201,0.00342,NA,NA,NA,NA,NA,NA,436.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50709,-1.20861,-0.890323,-0.671395,11839.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50820,-0.719055,1.44428,-2.21591,NA,NA,NA,NA,511.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51168,-0.383462,1.20949,-1.355,NA,NA,NA,NA,NA,1065.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51321,-1.39998,1.61442,-1.8951,NA,NA,NA,NA,NA,653.844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51491,-1.55227,-0.172741,-0.932164,NA,NA,NA,NA,NA,13186.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51601,-1.33388,-0.851183,-2.38442,NA,NA,NA,NA,3091.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51815,-2.20787,-1.67989,-2.57439,NA,NA,NA,33.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52198,-1.51265,-1.65618,-1.41375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566.563,NA,NA,NA,NA,NA,NA,NA,NA
52258,-1.89559,-1.33571,-0.690244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794.072,NA,NA,NA,NA,NA,NA,NA,NA
52530,-1.6103,-1.39628,-1.60219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004.513,NA,NA,NA,NA,NA,NA,NA
52791,-1.30308,0.190387,-1.64509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209.12,NA,NA,NA,NA,NA,NA,NA
52858,-0.231421,0.35309,-0.573193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1180.417,NA,NA,NA,NA,NA,NA
53102,-0.387453,-0.310512,-0.25085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.933,NA,NA,NA,NA,NA,NA,NA
53240,-0.954442,-0.51039,-1.59881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968.76,NA,NA,NA,NA,NA
53439,-1.4049,-1.23586,-1.01496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773.05,NA,NA,NA,NA,NA,NA,NA
53748,-0.331482,-0.530607,-1.06525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.327,NA,NA,NA,NA,NA,NA
53988,-1.42112,-1.47194,-0.769669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29764.18,NA,NA,NA,NA
54116,-0.807296,-1.31241,-0.695237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1758.393,NA,NA,NA,NA,NA,NA
54299,-0.384174,-0.437668,-0.920728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.858,NA,NA,NA,NA
54439,-0.907291,-1.86248,-2.55469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.709,NA,NA,NA,NA,NA,NA
54665,-1.43253,-1.63039,-2.1267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5139.766,NA,NA,NA,NA
54880,-2.5493,-1.65641,-2.16786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563.056,NA,NA,NA,NA,NA,NA
55005,-2.39231,-1.87194,-1.4295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1259.455,NA,NA,NA,NA
55395,-1.29593,-2.00687,-1.82865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.748,NA,NA,NA,NA,NA,NA
55414,-0.193347,-0.876133,-1.22349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8176.767,NA,NA,NA,NA
55607,1.31448,-0.891416,0.314866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790.25,NA,NA,NA,NA
55863,0.280433,-0.789194,0.547583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.144,NA,NA,NA,NA
56055,-0.0565739,0.216075,0.206426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.611,NA,NA,NA
56329,0.459372,-0.266196,-0.925825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.105,NA,NA,NA
56573,0.43019,-0.0375863,-0.271278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1652.323,NA,NA,NA,NA
56718,-0.36414,-0.949033,-1.4325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8459.603,NA,NA,NA,NA
56918,-2.05212,-0.982947,-2.16799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.387,NA,NA,NA
57100,-0.925097,-1.93906,-0.755448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9699.204,NA,NA,NA,NA
57392,-1.05475,-1.534,-1.29401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6618.958,NA,NA,NA,NA
57546,-0.866319,-0.928305,-0.416105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609.755,NA,NA,NA,NA,NA,NA
57719,-1.17008,-0.299435,-1.54272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874.414,NA,NA,NA,NA,NA
57878,-2.99459,-0.766865,-1.24606,NA,NA,1457.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58131,-2.40271,-0.584095,-1.56483,NA,NA,NA,NA,1439.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58206,-2.96634,0.199228,-0.838841,NA,NA,NA,NA,NA,1409.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58473,-1.34502,-0.336465,-1.43818,NA,NA,NA,NA,NA,NA,5098.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58798,-1.67304,-0.0924817,-1.44091,NA,NA,NA,NA,NA,NA,NA,NA,1523.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58958,-2.87709,-0.0910632,-1.54957,NA,NA,NA,NA,NA,1370.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59179,-2.71135,-1.82816,-1.07973,NA,72.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59331,-0.496827,-2.50919,-0.719821,NA,NA,437.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59509,-1.70513,-1.6963,-1.957,NA,NA,NA,NA,NA,953.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59723,-2.34328,-1.29947,-2.20086,NA,NA,NA,NA,NA,NA,NA,116.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59812,-0.00642504,-0.71833,-1.26214,NA,NA,NA,NA,NA,NA,NA,898.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60150,-0.921847,-1.46231,-1.01333,NA,NA,NA,NA,NA,NA,NA,951.748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60273,-1.9248,-2.46333,-1.6451,NA,NA,NA,NA,NA,1409.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60456,-2.56853,-2.68465,-0.722864,NA,NA,NA,NA,NA,851.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60661,-1.44036,-2.23051,-0.723203,1747.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60954,-1.1409,-0.807945,0.47013,596.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61007,-0.823586,-0.897353,-0.196786,NA,8473.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61201,-1.42866,0.23735,0.239904,NA,1268.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61552,-1.47759,0.219588,-1.49943,NA,NA,NA,NA,NA,4209.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61680,-2.70609,-0.682184,-1.41918,NA,NA,NA,NA,NA,1594.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61912,-1.3501,-1.02879,-0.872209,NA,5035.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62108,-0.635952,-1.79966,-0.0662652,NA,909.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62240,-0.538639,-1.72133,-0.87936,NA,NA,NA,NA,465.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62481,-1.66188,-1.3832,-1.42325,11711.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62791,-1.56771,-1.17089,-1.54086,5158.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62880,-1.35808,-0.679176,-1.02338,13962.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63036,-1.3539,-1.15685,-1.61314,NA,1644.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63323,-1.23402,-1.42471,-1.67784,NA,3555.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63583,-1.94148,-0.103582,-0.244739,NA,NA,NA,NA,2951.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63711,-1.22556,0.321125,-1.39089,NA,NA,NA,NA,NA,3997.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63843,-0.769872,0.458543,-1.42966,4760.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64166,0.226836,-0.114932,-1.36472,NA,NA,NA,602.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64389,-0.26721,-0.205193,-0.990563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
64594,-0.221965,-0.783045,-2.18277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.288,NA,NA,NA,NA,NA,NA,NA,NA,NA
64761,-0.19296,-0.300706,-1.04753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.989,NA,NA,NA,NA,NA,NA,NA
64838,-0.292795,-0.688858,-1.58314,NA,NA,NA,NA,3236.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65006,-0.794822,-0.343819,-2.45785,NA,NA,NA,NA,2107.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65322,-0.112367,-1.6144,-1.98597,NA,NA,NA,NA,NA,4480.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65454,-0.774597,-1.21187,-2.10455,NA,NA,NA,NA,NA,NA,2520.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65761,0.508109,-2.49944,-0.210463,NA,NA,NA,NA,NA,NA,NA,168.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65892,0.216939,-2.29555,-0.844268,NA,NA,NA,NA,NA,NA,12.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66139,-0.358357,-3.09344,-1.38764,NA,911.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66230,-1.4848,-2.32627,-0.635278,NA,NA,NA,NA,NA,1503.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66418,-1.4767,-1.3187,-1.43304,NA,400.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66608,-0.317919,-2.0002,-0.00621061,NA,NA,NA,NA,NA,2271.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
