id,x0,x1,x2,fitness-5,fitness-4.5,fitness-3.5,fitness-3,fitness-1.5,fitness-1,fitness-2,fitness-0.5,fitness-2.5,fitness0,fitness0.5,fitness1,fitness1.5,fitness2,fitness3.5,fitness5,fitness4.5,fitness4,fitness2.5,fitness-4,fitness3
32336,-1.52628,-3.05377,3.53734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.152,NA,NA,NA,NA,NA
32483,-2.85597,-2.09401,4.3188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.53,NA,NA,NA,NA,NA
32723,-2.04576,-1.4706,4.91352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4960.115,NA,NA,NA,NA
32868,-1.42013,-1.63215,2.5366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.672,NA,NA,NA,NA
33183,-0.57534,-0.0400748,0.402042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794.015,NA,NA,NA
33322,-1.27375,-0.0601422,1.33179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058.057,NA,NA,NA,NA,NA
33473,-2.10286,-1.04913,-0.850774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1258.704,NA,NA,NA
33679,-1.45924,-1.53569,-1.49457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6061.536,NA,NA,NA,NA,NA,NA
33919,-0.533749,-1.33066,-0.218847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430.5,NA,NA,NA,NA,NA,NA
34106,-0.917095,-0.65917,0.896672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212.382,NA,NA,NA,NA,NA,NA,NA,NA
34353,0.047937,-0.285045,-0.339383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34466,-1.46866,0.092152,-0.138517,NA,NA,NA,NA,NA,NA,NA,960.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34709,-0.0778825,-1.43799,2.39796,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34946,-0.646283,-2.95473,0.273553,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35123,-1.54183,-1.51261,-0.325878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2970.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35257,-1.84412,-2.39694,-0.637777,NA,NA,NA,NA,NA,1102.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35425,-1.59586,-1.59476,-0.938409,NA,NA,NA,NA,NA,NA,NA,NA,3069.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35614,-0.956952,-2.04117,-0.519794,NA,NA,NA,NA,NA,NA,NA,NA,416.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35873,-0.687316,-2.39669,-1.70186,NA,NA,NA,NA,863.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36184,-0.336864,-2.26439,-1.23365,NA,NA,NA,NA,332.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36312,-1.27261,-1.08638,-1.83404,NA,NA,NA,NA,NA,896.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36410,-2.10328,-0.876694,-1.46088,NA,NA,NA,NA,NA,NA,1356.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36759,-2.12431,-1.78913,-1.45993,NA,NA,NA,NA,NA,713.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36883,-0.792161,-1.39186,-1.29114,NA,NA,NA,NA,NA,6814.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37195,-0.787902,-2.02538,-1.22462,NA,NA,NA,NA,NA,NA,3209.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37233,-0.823036,-0.402316,-1.65012,NA,NA,NA,NA,3180.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37508,0.965161,0.508048,-3.01552,NA,NA,NA,NA,NA,NA,76.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37762,0.998482,-0.982631,-1.19942,NA,NA,NA,NA,846.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37859,0.84148,-1.41339,-0.40194,NA,NA,NA,NA,NA,1763.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38091,0.838259,-0.58994,-1.39339,NA,NA,NA,NA,NA,NA,NA,2363.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38334,1.15076,-1.37307,-0.601586,NA,NA,NA,NA,NA,NA,NA,1674.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38546,0.788122,-1.72171,-1.04298,NA,NA,NA,NA,478.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38697,1.86377,-1.41508,-1.59841,NA,NA,NA,NA,NA,NA,NA,799.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38956,0.634718,-0.929285,-1.64119,NA,NA,NA,NA,NA,NA,NA,NA,NA,907.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39019,0.48876,-1.63838,-1.62723,NA,NA,NA,NA,1010.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39278,0.946422,-2.16541,-0.858418,NA,NA,NA,NA,NA,NA,580.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39538,0.628649,-2.09284,-0.804226,NA,NA,NA,NA,NA,1458.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39666,-0.134027,-2.06953,0.912919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39924,-1.52606,-1.20315,0.447662,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40149,-1.51696,-0.656985,0.864036,NA,NA,NA,NA,NA,NA,NA,2498.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40322,-1.36278,0.0604998,0.72016,NA,NA,NA,NA,NA,NA,NA,707.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40472,-0.996683,-0.595407,0.46728,NA,NA,NA,NA,2117.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40638,-0.614454,-2.23096,-0.31338,NA,NA,NA,NA,NA,NA,580.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40979,-0.172933,-1.92318,-0.939837,NA,NA,NA,706.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41158,-1.13539,-1.98859,-1.40566,NA,NA,NA,NA,669.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41279,-1.92324,-0.99226,-1.59397,NA,NA,NA,NA,NA,4077.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41572,-1.38879,-0.604212,0.304993,NA,NA,NA,1445.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41681,-0.725812,-0.531404,-0.0730213,NA,NA,NA,1433.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41802,0.361335,-0.645574,-0.175997,NA,NA,NA,1237.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42148,-2.13699,-1.33285,-0.120933,NA,NA,NA,NA,NA,NA,NA,NA,1444.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42226,-2.46642,-0.679208,0.300498,NA,NA,NA,313.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42496,-1.47328,-0.992335,0.76292,NA,NA,NA,NA,NA,NA,NA,NA,59.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42673,0.168213,-0.800469,-0.358099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.609,NA,NA,NA,NA,NA,NA,NA,NA
42825,-0.786262,0.231994,-2.17878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.713,NA,NA,NA,NA,NA,NA,NA,NA
43121,-1.71928,-0.313016,-1.89407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.732,NA,NA
43321,-2.65928,-0.530307,-0.760614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.639,NA,NA
43598,-2.96731,-0.793786,-0.244912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.366,NA,NA,NA,NA,NA,NA,NA,NA
43689,-3.59857,-1.34056,-1.69761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.093,NA,NA,NA,NA,NA,NA,NA,NA
43937,-4.40023,-1.38589,-2.21549,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44069,-4.90986,-1.22651,-0.401809,NA,NA,NA,NA,NA,NA,NA,389.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44389,-2.98407,-0.827033,-0.581709,NA,NA,NA,NA,NA,NA,NA,NA,NA,1660.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44569,-3.55109,-2.02803,-0.617506,NA,NA,NA,NA,NA,2047.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44773,-2.94664,-0.150219,-0.396201,NA,NA,NA,NA,952.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44991,-2.03735,-0.419575,-0.614669,NA,NA,NA,NA,NA,NA,NA,1073.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45094,-1.54435,-0.850765,-0.899017,NA,NA,NA,NA,NA,NA,NA,NA,NA,2906.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45214,-1.05732,-0.777569,-0.307112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1651.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45471,-0.785777,-2.94193,-0.604304,NA,NA,NA,NA,NA,NA,NA,NA,NA,3523.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45711,-0.226413,-1.43286,-0.680837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1319.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
45944,-1.30196,-2.09229,-0.631684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46104,-1.56395,-2.10183,-1.99602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46289,-0.140965,-2.22275,-2.51586,NA,NA,NA,NA,791.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46408,-0.435515,-1.65686,-3.01916,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46792,-1.09497,-1.90553,-1.69567,NA,NA,NA,NA,NA,238.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46909,-1.43327,-1.67492,-1.85498,NA,NA,NA,NA,2439.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47002,-1.42006,-2.6007,-2.50126,NA,NA,NA,NA,NA,1966.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47321,-0.955598,-4.33312,-1.15815,NA,NA,NA,NA,NA,213.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47473,-0.9404,-4.8729,-0.772949,NA,NA,NA,NA,4978.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47668,-0.319652,-4.56071,-0.534311,NA,NA,NA,NA,638.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47930,-1.24646,-3.92959,-0.772523,NA,NA,NA,NA,NA,4492.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48101,-0.215594,-2.7297,-0.275906,NA,NA,NA,NA,NA,NA,NA,407.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48246,-0.172167,-2.21852,-2.00494,NA,NA,NA,NA,NA,NA,NA,1376.657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48595,-1.65063,-2.9521,-0.71785,NA,NA,NA,NA,NA,NA,NA,2520.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48797,-0.677471,-1.5267,-0.686756,NA,NA,NA,NA,NA,NA,NA,20969.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48895,-0.311004,-0.629849,-0.602886,NA,NA,NA,NA,NA,NA,NA,6869.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49074,0.103918,0.860101,-0.837628,NA,NA,NA,NA,459.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49315,-0.293843,-1.19679,-0.675253,NA,NA,NA,NA,NA,NA,231.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49486,0.39144,-1.98749,-0.725792,NA,NA,NA,NA,NA,1366.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49765,-0.0653805,-1.22193,-0.767013,NA,NA,NA,NA,NA,NA,NA,3428.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49876,1.90993,-0.279626,-0.938074,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50129,1.97253,-1.15263,-1.39894,NA,NA,NA,NA,NA,360.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50356,1.72505,-0.85743,-1.61682,NA,NA,NA,NA,3165.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50493,2.47148,-0.129107,-1.64938,NA,NA,NA,NA,NA,NA,NA,NA,217.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50774,2.67888,0.00528766,-0.644149,NA,NA,238.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50836,2.24704,0.196931,-1.3712,NA,NA,NA,NA,NA,NA,386.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51130,3.22839,0.189419,-0.249115,NA,NA,NA,183.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51269,2.78822,-0.656307,0.0822455,NA,NA,NA,NA,NA,NA,NA,NA,155.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51403,1.75983,-1.64275,-0.950953,NA,NA,NA,NA,2353.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51672,-0.397153,-1.54178,-0.177782,NA,NA,NA,747.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51853,-1.45286,-2.19101,0.382758,NA,NA,NA,507.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52137,0.00658422,-2.04198,-0.725576,NA,NA,NA,NA,NA,NA,1846.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52249,-2.53903,-1.49916,-0.382179,NA,NA,NA,NA,NA,956.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52584,-3.87424,-1.51844,-0.871736,NA,NA,NA,NA,NA,NA,1237.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52738,-1.45388,-2.42472,-1.39479,NA,NA,NA,NA,NA,NA,2149.888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52859,-3.15848,-1.29146,-1.27794,NA,NA,NA,NA,2613.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53147,-1.98267,-2.13475,-0.810852,NA,NA,NA,NA,5100.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53268,-0.539626,-2.17914,-1.07631,NA,NA,NA,NA,656.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53533,-2.16092,-2.11708,-1.41374,NA,NA,NA,NA,NA,2672.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53742,-1.53565,-3.06318,-0.567627,NA,NA,NA,283.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53979,-0.906024,-2.13971,-1.00683,NA,NA,NA,NA,4718.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54091,-1.4571,-1.27166,-0.875299,NA,NA,NA,NA,20215.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54289,-2.2989,-1.69826,-2.08489,NA,NA,NA,NA,44.539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54464,-0.927453,-1.9253,-1.91025,NA,NA,NA,NA,2698.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54622,-0.620887,-0.088192,-1.71373,NA,NA,NA,NA,1169.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54811,1.01391,-1.8195,-1.68134,NA,NA,NA,NA,121.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55098,-0.817209,-2.09894,-2.10205,NA,NA,NA,NA,5127.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55327,-1.24793,-2.14107,-1.61843,NA,NA,NA,NA,2932.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55429,-1.42252,-2.33158,-0.621526,NA,NA,NA,NA,NA,NA,NA,NA,327.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55644,-0.697017,-2.44945,-2.82363,NA,NA,NA,NA,NA,NA,259.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55808,-0.00217734,-3.16092,-1.8137,NA,NA,NA,NA,NA,260.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56072,-0.338247,-2.53988,-0.971254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56303,-0.239861,-2.5408,-0.447369,NA,NA,NA,NA,NA,218.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56589,-0.537714,-1.98044,-0.810285,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56732,0.645515,-0.776426,-1.37954,NA,NA,NA,NA,1573.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56940,1.23859,-0.201685,-0.913996,NA,NA,NA,NA,NA,NA,925.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57139,0.145748,-1.07022,-0.675973,NA,NA,NA,NA,326.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57397,0.809091,-0.683326,-1.74271,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57594,-0.768684,-1.31561,-2.85425,NA,NA,NA,NA,NA,3695.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57746,-0.951119,-1.96347,-2.5192,NA,NA,NA,NA,NA,3290.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57969,0.0345802,-0.0708489,-4.42343,NA,NA,NA,122.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58020,-0.25533,-0.808558,-2.81317,NA,NA,NA,NA,NA,NA,NA,NA,139.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58335,-1.34963,-1.79895,-1.52531,NA,NA,NA,NA,1808.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58448,-0.932113,-1.93733,-2.95177,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58779,-0.0164934,0.018658,-1.33141,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58958,-0.539921,0.559853,-0.912701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
59101,-0.872714,0.480546,-0.982178,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59384,-1.27352,-0.429537,-2.16165,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59405,-1.641,-0.601404,-1.25511,NA,NA,NA,NA,NA,NA,NA,NA,NA,3868.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59787,-0.844401,-0.635201,-1.3561,NA,NA,NA,NA,NA,NA,NA,16941.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59922,-1.36492,-0.306286,-1.01583,NA,NA,NA,NA,6620.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60089,-1.18635,0.283313,-0.847551,NA,NA,NA,NA,NA,3183.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60281,-1.34343,-0.0402098,-1.61333,NA,NA,NA,NA,NA,NA,NA,6016.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60408,-1.22841,-0.163225,-1.31792,NA,NA,NA,NA,NA,NA,3735.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60760,-0.40337,-0.26552,-1.00855,NA,NA,NA,NA,2041.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60864,0.509528,-1.84767,-0.509143,NA,NA,NA,NA,185.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61148,-0.981092,-1.48703,0.000915497,NA,NA,NA,NA,1044.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61289,-0.571659,-1.97901,-0.702883,NA,NA,NA,NA,6621.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61432,-2.30852,-1.70629,-0.551338,NA,NA,NA,NA,101.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61697,-1.80618,-0.766954,-1.63736,NA,NA,NA,550.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61995,-1.04564,-1.95228,-0.730141,NA,NA,NA,NA,NA,NA,NA,NA,1199.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62111,-0.965798,-2.80359,-0.240207,NA,NA,NA,NA,NA,NA,597.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62289,-1.4972,-3.23436,0.462262,NA,NA,NA,NA,NA,NA,110.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62429,-2.26999,-1.75085,0.0816346,NA,NA,NA,NA,NA,NA,NA,NA,3.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62725,-1.00437,-0.731874,-1.42182,NA,NA,NA,NA,NA,NA,1818.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62976,-0.540267,-0.436177,-0.876398,NA,NA,NA,NA,NA,870.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63037,-0.053298,-1.62276,-0.798712,NA,NA,NA,NA,8112.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63289,-0.118944,-0.870579,-0.767185,NA,NA,NA,NA,NA,NA,8031.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63480,-1.33038,0.737728,-1.06069,NA,NA,NA,NA,NA,NA,NA,NA,530.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63611,-0.148403,-1.54286,0.819687,NA,NA,NA,NA,NA,NA,NA,3318.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63881,-0.744498,-1.4875,0.0373248,NA,NA,NA,NA,NA,NA,NA,3555.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64136,-0.699018,-1.33244,0.374652,NA,NA,NA,NA,NA,711.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64365,-0.653794,-1.67506,0.416512,NA,NA,NA,NA,NA,NA,1087.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64428,-1.54658,-1.13084,-1.34008,NA,NA,NA,151.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
