id,x0,x1,x2,fitness-1,fitness-2.5,fitness-3,fitness-2,fitness-4,fitness-3.5,fitness-1.5,fitness0.5
63214,0.780493,1.90628,-5,NA,NA,-44.353,NA,NA,NA,NA,NA
63508,2.2007,2.14407,-5,NA,NA,NA,-32.18,NA,NA,NA,NA
63747,1.83904,1.65987,-4.75462,NA,NA,NA,NA,NA,NA,-33.735,NA
63810,1.50925,2.33183,-5,NA,-26.2,NA,NA,NA,NA,NA,NA
64097,2.13435,1.91804,-5,NA,-18.781,NA,NA,NA,NA,NA,NA
64322,1.82955,1.40247,-4.68786,NA,-6.626,NA,NA,NA,NA,NA,NA
64473,1.83759,1.8661,-4.82933,NA,NA,NA,NA,NA,-31.838,NA,NA
64792,1.38928,2.21347,-4.42723,NA,NA,NA,-15.909,NA,NA,NA,NA
64970,1.96535,2.61342,-4.24749,NA,NA,NA,-27.688,NA,NA,NA,NA
65095,1.96109,2.02882,-4.5703,NA,NA,NA,-11.785,NA,NA,NA,NA
65373,1.97717,1.25899,-4.38009,NA,NA,NA,-16.617,NA,NA,NA,NA
65530,1.80206,1.4422,-5,NA,NA,NA,-19.134,NA,NA,NA,NA
65623,1.61412,2.32067,-4.07881,NA,NA,NA,NA,NA,-30.803,NA,NA
65915,1.5296,2.16731,-4.82288,NA,-17.695,NA,NA,NA,NA,NA,NA
66082,2.10669,2.05268,-3.94633,NA,NA,-15.535,NA,NA,NA,NA,NA
66309,1.73947,2.24341,-4.39062,NA,NA,-19.048,NA,NA,NA,NA,NA
66467,2.17743,1.60967,-4.39847,NA,NA,-10.106,NA,NA,NA,NA,NA
66743,2.19632,1.63299,-4.15474,NA,NA,NA,NA,NA,-22.046,NA,NA
66925,2.66931,1.96256,-4.35204,NA,-24.278,NA,NA,NA,NA,NA,NA
67067,2.1037,1.85803,-3.65167,NA,-18.945,NA,NA,NA,NA,NA,NA
67253,1.77501,2.3111,-4.29983,NA,-13.293,NA,NA,NA,NA,NA,NA
67448,2.02999,1.40422,-4.84406,NA,-12.423,NA,NA,NA,NA,NA,NA
67720,1.88816,2.23549,-5,NA,-21.524,NA,NA,NA,NA,NA,NA
67885,1.70969,1.94915,-4.27066,NA,NA,NA,-17.22,NA,NA,NA,NA
68042,1.66999,2.04266,-4.98428,NA,NA,NA,-21.606,NA,NA,NA,NA
68343,1.34571,1.6672,-5,NA,NA,-26.607,NA,NA,NA,NA,NA
68495,2.6201,1.85764,-4.43585,NA,-22.085,NA,NA,NA,NA,NA,NA
68602,1.64993,1.59433,-5,NA,-15.869,NA,NA,NA,NA,NA,NA
68978,1.41391,1.74188,-5,NA,NA,-25.35,NA,NA,NA,NA,NA
69150,1.01431,1.50782,-4.82445,NA,-28.948,NA,NA,NA,NA,NA,NA
69256,1.5104,1.32082,-5,NA,-22.383,NA,NA,NA,NA,NA,NA
69537,1.90789,1.57669,-4.03673,NA,NA,-10.857,NA,NA,NA,NA,NA
69662,1.82027,2.16688,-4.82222,NA,-14.607,NA,NA,NA,NA,NA,NA
69898,2.57011,1.95135,-5,NA,NA,NA,-40.04,NA,NA,NA,NA
70179,2.44144,2.69317,-4.48873,NA,-37.1,NA,NA,NA,NA,NA,NA
70214,1.2592,1.39373,-4.43628,NA,NA,NA,-31.015,NA,NA,NA,NA
70525,1.85763,1.02173,-3.97835,NA,NA,-24.45,NA,NA,NA,NA,NA
70709,2.21553,1.36871,-4.11602,NA,NA,NA,-12.863,NA,NA,NA,NA
70898,2.30429,2.31111,-4.89875,NA,NA,NA,-27.944,NA,NA,NA,NA
71113,2.02966,2.01303,-3.92298,NA,NA,NA,-14.704,NA,NA,NA,NA
71273,1.83134,2.28902,-4.43117,NA,NA,-24.167,NA,NA,NA,NA,NA
71454,1.74321,2.01202,-4.39668,NA,-5.687,NA,NA,NA,NA,NA,NA
71618,1.83036,2.33577,-4.58368,NA,NA,-16.396,NA,NA,NA,NA,NA
71902,1.81733,1.59285,-4.76705,NA,-7.784,NA,NA,NA,NA,NA,NA
72051,2.25626,1.15036,-4.46532,NA,-17.864,NA,NA,NA,NA,NA,NA
72378,2.31818,1.34609,-4.85309,NA,-20.11,NA,NA,NA,NA,NA,NA
72432,1.60819,1.61012,-4.55915,NA,-3.472,NA,NA,NA,NA,NA,NA
72672,1.02453,1.55879,-4.77509,NA,NA,-28.622,NA,NA,NA,NA,NA
72886,1.16137,1.58074,-5,NA,-27.387,NA,NA,NA,NA,NA,NA
73056,1.49986,1.70168,-4.81228,NA,-10.734,NA,NA,NA,NA,NA,NA
73318,0.943992,1.01919,-4.60773,NA,-50.346,NA,NA,NA,NA,NA,NA
73525,1.23382,1.35247,-4.31738,NA,-14.259,NA,NA,NA,NA,NA,NA
73787,1.90754,1.88563,-4.26706,NA,NA,-8.495,NA,NA,NA,NA,NA
73982,1.5678,1.30987,-4.82455,NA,NA,-15.362,NA,NA,NA,NA,NA
74109,1.30932,1.28848,-4.71683,NA,-17.919,NA,NA,NA,NA,NA,NA
74339,1.27624,1.79811,-4.92968,NA,NA,NA,-23.475,NA,NA,NA,NA
74449,0.987122,1.93165,-4.77304,NA,NA,NA,NA,NA,NA,-41.558,NA
74696,1.69271,2.14442,-4.4582,NA,NA,NA,-17.681,NA,NA,NA,NA
74944,1.90021,1.96425,-3.61261,NA,NA,NA,-28.998,NA,NA,NA,NA
75131,0.734156,1.40642,-4.42274,NA,NA,-46.147,NA,NA,NA,NA,NA
75395,1.16331,1.74242,-4.93698,NA,NA,-31.369,NA,NA,NA,NA,NA
75568,1.98316,1.2137,-4.39356,NA,NA,-10.493,NA,NA,NA,NA,NA
75777,2.0596,1.59527,-4.95536,NA,NA,NA,-16.282,NA,NA,NA,NA
75867,1.75622,1.7715,-5,NA,NA,-19.757,NA,NA,NA,NA,NA
76112,1.95127,1.63152,-5,NA,NA,-17.812,NA,NA,NA,NA,NA
76219,1.90705,1.67404,-5,NA,NA,-18.824,NA,NA,NA,NA,NA
76407,2.07277,1.47106,-4.76913,NA,NA,NA,-15.057,NA,NA,NA,NA
76784,1.07161,1.69886,-5,NA,-31.929,NA,NA,NA,NA,NA,NA
76878,1.97217,2.12217,-5,NA,NA,NA,-22.944,NA,NA,NA,NA
77129,1.20024,1.30743,-4.77665,NA,NA,NA,-36.698,NA,NA,NA,NA
77379,1.46413,1.13343,-4.44545,NA,-16.316,NA,NA,NA,NA,NA,NA
77425,2.01897,1.68855,-4.55986,NA,NA,-9.011,NA,NA,NA,NA,NA
77654,2.09948,2.14026,-3.6944,NA,NA,-33.642,NA,NA,NA,NA,NA
77994,2.29775,1.69688,-4.43616,NA,NA,-10.848,NA,NA,NA,NA,NA
78084,2.61246,1.39329,-4.29129,NA,NA,NA,NA,NA,NA,-41.04,NA
78277,1.44137,2.08021,-5,NA,-20.888,NA,NA,NA,NA,NA,NA
78580,1.37094,1.51864,-4.94163,NA,NA,NA,-21.335,NA,NA,NA,NA
78792,1.89362,1.99631,-5,NA,NA,-21.514,NA,NA,NA,NA,NA
78849,2.4207,1.37527,-5,NA,-26.903,NA,NA,NA,NA,NA,NA
79087,2.48557,1.82013,-5,NA,-25.707,NA,NA,NA,NA,NA,NA
79209,2.54277,1.86418,-5,NA,-28.106,NA,NA,NA,NA,NA,NA
79543,1.77596,1.33981,-4.40704,NA,NA,-5.36,NA,NA,NA,NA,NA
79711,1.46438,1.18263,-4.83288,NA,NA,-28.389,NA,NA,NA,NA,NA
79984,1.86576,1.37164,-4.15865,NA,-3.239,NA,NA,NA,NA,NA,NA
80015,1.31942,2.33598,-5,NA,-30.167,NA,NA,NA,NA,NA,NA
80367,1.37822,2.26506,-4.72864,NA,-18.929,NA,NA,NA,NA,NA,NA
80562,2.03975,1.29033,-4.25724,NA,NA,-20.952,NA,NA,NA,NA,NA
80775,1.71537,1.78457,-4.53278,NA,-3.797,NA,NA,NA,NA,NA,NA
80904,1.88368,1.72036,-4.10485,NA,NA,NA,NA,NA,NA,-27.973,NA
81095,1.93249,1.61895,-4.0532,NA,-3.735,NA,NA,NA,NA,NA,NA
81254,1.52075,1.35988,-4.03822,NA,NA,-18.671,NA,NA,NA,NA,NA
81402,1.48303,1.80954,-3.41943,NA,-28.174,NA,NA,NA,NA,NA,NA
81654,2.51762,1.60261,-4.22946,NA,NA,NA,-19.313,NA,NA,NA,NA
81916,2.25223,2.16719,-4.86108,NA,-21.189,NA,NA,NA,NA,NA,NA
82093,2.18661,1.39288,-4.80442,NA,NA,NA,NA,NA,-27.49,NA,NA
82282,2.31596,2.19155,-5,NA,NA,-32.062,NA,NA,NA,NA,NA
82479,1.24364,1.17351,-5,NA,NA,NA,-40.176,NA,NA,NA,NA
82651,1.26814,2.33561,-5,NA,-29.512,NA,NA,NA,NA,NA,NA
82919,1.57899,2.48895,-5,NA,-30.021,NA,NA,NA,NA,NA,NA
83119,1.8923,2.37571,-5,NA,-25.054,NA,NA,NA,NA,NA,NA
83339,1.77402,1.69817,-5,NA,NA,NA,-18.855,NA,NA,NA,NA
83448,2.40817,1.7504,-5,NA,NA,-25.715,NA,NA,NA,NA,NA
83655,2.04384,2.01514,-5,NA,-18.239,NA,NA,NA,NA,NA,NA
83962,2.48351,1.73522,-4.76486,NA,NA,NA,-22.561,NA,NA,NA,NA
84050,1.2061,1.9973,-4.20667,NA,-15.152,NA,NA,NA,NA,NA,NA
84399,2.24736,2.03777,-4.51682,NA,-13.021,NA,NA,NA,NA,NA,NA
84534,1.95335,0.981413,-4.11972,NA,-23.451,NA,NA,NA,NA,NA,NA
84699,2.23324,1.71225,-5,NA,-19.317,NA,NA,NA,NA,NA,NA
84859,2.01837,1.50787,-5,NA,-17.655,NA,NA,NA,NA,NA,NA
85165,1.41463,1.11206,-4.7273,NA,-23.366,NA,NA,NA,NA,NA,NA
85301,1.30405,2.1856,-4.13457,NA,NA,NA,NA,NA,NA,-31.765,NA
85599,2.01314,1.12432,-4.89355,NA,NA,NA,-37.962,NA,NA,NA,NA
85608,0.802358,1.98332,-4.47007,NA,NA,-34.787,NA,NA,NA,NA,NA
85872,2.54257,2.09299,-4.51219,NA,NA,NA,-23.661,NA,NA,NA,NA
86011,1.49969,2.26909,-4.68873,NA,NA,-20.993,NA,NA,NA,NA,NA
86219,1.93376,1.48736,-4.19014,NA,-3.299,NA,NA,NA,NA,NA,NA
86490,1.86815,1.67632,-5,NA,-14.758,NA,NA,NA,NA,NA,NA
86647,1.84505,1.91436,-5,NA,-16.106,NA,NA,NA,NA,NA,NA
86833,1.12368,1.54222,-5,NA,-31.175,NA,NA,NA,NA,NA,NA
87111,2.72471,2.17043,-4.7248,NA,NA,-36.342,NA,NA,NA,NA,NA
87305,1.76371,2.05328,-4.6291,NA,NA,-19.919,NA,NA,NA,NA,NA
87426,1.01985,2.05597,-3.96333,NA,NA,NA,-29.466,NA,NA,NA,NA
87751,2.31129,1.51036,-4.69345,NA,NA,-15.049,NA,NA,NA,NA,NA
87957,1.73993,1.71669,-5,NA,-14.872,NA,NA,NA,NA,NA,NA
88117,2.00999,2.03895,-5,NA,NA,-26.108,NA,NA,NA,NA,NA
88329,2.06024,1.46366,-5,NA,-19.266,NA,NA,NA,NA,NA,NA
88511,1.31853,1.70025,-4.67641,NA,NA,NA,-21.042,NA,NA,NA,NA
88645,1.95095,1.93577,-5,NA,NA,NA,-19.851,NA,NA,NA,NA
88996,1.96843,1.35154,-4.49255,NA,-5.692,NA,NA,NA,NA,NA,NA
89200,2.09445,1.1076,-4.71225,NA,NA,NA,-27.688,NA,NA,NA,NA
89203,2.06508,1.77245,-4.06777,NA,NA,NA,-19.134,NA,NA,NA,NA
89582,2.25321,1.72242,-4.34598,NA,NA,NA,NA,NA,NA,-23.529,NA
89619,2.43049,1.20112,-4.33095,NA,NA,NA,NA,NA,NA,-40.093,NA
89884,1.55838,1.63615,-4.18119,NA,NA,NA,-17.185,NA,NA,NA,NA
90033,1.35856,1.319,-3.99919,NA,-13.95,NA,NA,NA,NA,NA,NA
90385,1.89877,2.35309,-4.06275,NA,NA,NA,-19.747,NA,NA,NA,NA
90461,2.03898,2.63247,-4.5043,NA,NA,NA,-30.467,NA,NA,NA,NA
90716,2.21271,1.61906,-4.96362,NA,-17.482,NA,NA,NA,NA,NA,NA
90838,1.41203,2.59939,-4.46594,NA,NA,NA,-31.73,NA,NA,NA,NA
91021,1.51268,1.54827,-3.79913,NA,NA,-15.578,NA,NA,NA,NA,NA
91305,1.6975,2.01131,-4.02407,NA,NA,-10.483,NA,NA,NA,NA,NA
91402,1.24409,1.53302,-3.93931,NA,-15.346,NA,NA,NA,NA,NA,NA
91793,2.11249,1.20266,-3.88717,NA,NA,NA,NA,NA,NA,-36.183,NA
91865,1.89988,2.02446,-5,NA,-17.031,NA,NA,NA,NA,NA,NA
92081,2.55773,1.76155,-5,NA,NA,-31.729,NA,NA,NA,NA,NA
92371,2.03192,2.39221,-5,NA,NA,NA,NA,NA,NA,-41.745,NA
92441,1.81757,2.00925,-4.19188,NA,-5.384,NA,NA,NA,NA,NA,NA
92673,2.32127,1.76643,-3.58053,NA,NA,NA,-33.588,NA,NA,NA,NA
92865,2.68113,1.57972,-5,NA,-34.563,NA,NA,NA,NA,NA,NA
93085,1.90915,1.59175,-4.86144,NA,-9.902,NA,NA,NA,NA,NA,NA
93279,1.20894,1.66132,-5,NA,NA,NA,NA,NA,NA,-47.488,NA
93524,1.3561,2.14337,-4.50922,NA,-14.472,NA,NA,NA,NA,NA,NA
93731,1.97147,2.92088,-4.4641,NA,-39.298,NA,NA,NA,NA,NA,NA
93876,2.41866,1.3193,-4.64557,NA,-19.153,NA,NA,NA,NA,NA,NA
94070,2.27565,1.58327,-4.21754,NA,-9.036,NA,NA,NA,NA,NA,NA
94225,2.08144,1.6618,-4.4857,NA,NA,-12.594,NA,NA,NA,NA,NA
94422,2.57757,2.5444,-4.38425,NA,-36.061,NA,NA,NA,NA,NA,NA
94741,1.96729,0.965064,-4.18011,NA,NA,-23.725,NA,NA,NA,NA,NA
94896,2.10533,1.84977,-4.85506,NA,NA,NA,-25.01,NA,NA,NA,NA
95042,1.51915,1.73218,-4.05866,NA,NA,NA,NA,NA,NA,-28.826,NA
95304,1.28542,1.18818,-4.52431,NA,-19.296,NA,NA,NA,NA,NA,NA
95503,1.89856,1.07674,-4.9527,NA,NA,-26.821,NA,NA,NA,NA,NA
95704,1.74906,1.48985,-4.77244,NA,NA,NA,-13.794,NA,NA,NA,NA
95861,1.38693,1.86633,-4.23395,NA,NA,NA,-14.238,NA,NA,NA,NA
96162,1.51324,1.81116,-4.4861,NA,-4.558,NA,NA,NA,NA,NA,NA
96264,1.52042,2.10385,-4.19909,NA,NA,-16.138,NA,NA,NA,NA,NA
96588,1.5712,1.83937,-5,NA,NA,-21.994,NA,NA,NA,NA,NA
96669,1.94991,1.28751,-5,NA,NA,-22.694,NA,NA,NA,NA,NA
96974,2.62066,1.30135,-5,NA,-35.563,NA,NA,NA,NA,NA,NA
97030,1.52136,1.66502,-5,NA,NA,-21.831,NA,NA,NA,NA,NA
97294,1.56025,2.24516,-4.24966,NA,-13.043,NA,NA,NA,NA,NA,NA
97468,0.849317,1.51923,-4.60578,NA,NA,-39.591,NA,NA,NA,NA,NA
97713,1.53359,1.62724,-3.61984,NA,NA,-26.098,NA,NA,NA,NA,NA
97808,1.61627,1.5212,-3.98714,NA,-5.398,NA,NA,NA,NA,NA,NA
98168,1.95232,0.943614,-4.38,NA,-22.031,NA,NA,NA,NA,NA,NA
98203,2.60299,1.72911,-4.38304,NA,-19.946,NA,NA,NA,NA,NA,NA
98409,1.9313,1.44585,-4.3257,NA,-1.925,NA,NA,NA,NA,NA,NA
98774,1.75827,1.6359,-4.11725,NA,-1.525,NA,NA,NA,NA,NA,NA
98968,1.65613,1.36274,-4.86,NA,NA,-17.336,NA,NA,NA,NA,NA
99045,2.0259,1.85279,-5,NA,NA,NA,-19.465,NA,NA,NA,NA
99324,1.94987,1.08482,-4.28379,NA,NA,-16.104,NA,NA,NA,NA,NA
99441,2.12982,2.51435,-5,NA,-31.672,NA,NA,NA,NA,NA,NA
99722,2.22147,2.27007,-5,NA,NA,NA,-27.694,NA,NA,NA,NA
99908,2.34486,1.90746,-5,NA,-22.759,NA,NA,NA,NA,NA,NA
100162,2.66629,2.32703,-4.5595,NA,NA,NA,-33.313,NA,NA,NA,NA
100245,2.14748,2.01091,-4.8016,NA,NA,NA,-18.062,NA,NA,NA,NA
100480,1.38072,1.42336,-4.20544,NA,NA,NA,-13.878,NA,NA,NA,NA
100634,1.57604,2.69059,-4.06441,NA,NA,NA,-36.545,NA,NA,NA,NA
100967,1.62482,2.16853,-4.57818,NA,NA,-14.14,NA,NA,NA,NA,NA
101017,1.42674,1.11357,-5,NA,-37.024,NA,NA,NA,NA,NA,NA
101297,1.93691,2.27561,-4.8712,NA,-20.048,NA,NA,NA,NA,NA,NA
101434,1.98959,1.25793,-5,NA,NA,-29.192,NA,NA,NA,NA,NA
101638,2.85467,1.97579,-4.47164,NA,NA,-42.943,NA,NA,NA,NA,NA
101944,2.78925,1.94067,-4.70914,NA,-31.356,NA,NA,NA,NA,NA,NA
102141,1.92528,1.35914,-5,NA,NA,NA,-26.54,NA,NA,NA,NA
102313,1.85658,2.07621,-4.21424,NA,NA,-8.516,NA,NA,NA,NA,NA
102401,1.2888,1.69692,-4.21057,NA,NA,-17.131,NA,NA,NA,NA,NA
102726,1.54273,1.66568,-4.98386,NA,NA,-18.318,NA,NA,NA,NA,NA
102893,1.48051,1.63494,-4.85063,NA,NA,NA,-19.412,NA,NA,NA,NA
103117,1.59102,1.60707,-4.35463,NA,NA,-11.69,NA,NA,NA,NA,NA
103290,1.50911,1.81581,-4.26128,NA,-4.09,NA,NA,NA,NA,NA,NA
103499,1.98117,1.4909,-3.6217,NA,NA,NA,-22.418,NA,NA,NA,NA
103671,1.35469,1.60617,-3.84975,NA,-13.625,NA,NA,NA,NA,NA,NA
103893,1.19165,2.01063,-4.48174,NA,-15.198,NA,NA,NA,NA,NA,NA
104065,2.01694,2.10844,-4.34939,NA,-9.047,NA,NA,NA,NA,NA,NA
104263,2.09543,1.18094,-4.02708,NA,-15.569,NA,NA,NA,NA,NA,NA
104582,1.43903,1.4959,-4.41608,NA,NA,NA,-19.675,NA,NA,NA,NA
104794,1.91692,1.46815,-4.90109,NA,-12.724,NA,NA,NA,NA,NA,NA
104962,2.31431,0.798648,-4.41672,NA,NA,-50.628,NA,NA,NA,NA,NA
105195,1.87639,1.38957,-4.07537,NA,-5.55,NA,NA,NA,NA,NA,NA
105359,0.922882,1.80994,-4.43425,NA,-25.12,NA,NA,NA,NA,NA,NA
105505,1.61924,1.65753,-4.06603,NA,-3.531,NA,NA,NA,NA,NA,NA
105758,2.48412,1.66844,-4.59709,NA,NA,NA,-23.837,NA,NA,NA,NA
105902,2.3374,1.24712,-4.41841,NA,-15.977,NA,NA,NA,NA,NA,NA
106091,1.77507,1.63522,-4.31686,NA,-1.376,NA,NA,NA,NA,NA,NA
106313,1.72273,1.89025,-4.43787,NA,NA,NA,-9.557,NA,NA,NA,NA
106477,1.59406,1.77936,-4.1957,NA,-3.067,NA,NA,NA,NA,NA,NA
106607,2.03356,1.35441,-4.15727,NA,NA,-9.132,NA,NA,NA,NA,NA
106884,1.38391,1.92265,-4.01414,NA,NA,NA,-24.462,NA,NA,NA,NA
107041,1.61951,2.1861,-3.92798,NA,NA,NA,NA,NA,NA,-41.277,NA
107317,2.06256,1.88442,-4.46553,NA,NA,-18.108,NA,NA,NA,NA,NA
107566,1.53996,2.26942,-4.75302,NA,-16.995,NA,NA,NA,NA,NA,NA
107748,1.96533,1.54336,-4.28178,NA,NA,-13.966,NA,NA,NA,NA,NA
107897,2.06527,1.50627,-4.14285,NA,-4.443,NA,NA,NA,NA,NA,NA
108004,1.49714,1.28873,-5,NA,-23.722,NA,NA,NA,NA,NA,NA
108286,1.57792,1.30463,-4.08889,NA,NA,-21.675,NA,NA,NA,NA,NA
108587,1.15752,1.31069,-5,NA,-32.945,NA,NA,NA,NA,NA,NA
108673,1.77041,1.2306,-4.29219,NA,-6.979,NA,NA,NA,NA,NA,NA
108969,1.94082,2.146,-4.7737,NA,NA,NA,-15.873,NA,NA,NA,NA
109034,1.92916,2.06399,-4.38163,NA,NA,NA,-16.514,NA,NA,NA,NA
109369,1.69553,1.68478,-5,NA,NA,-17.091,NA,NA,NA,NA,NA
109414,1.93268,1.61503,-5,NA,-14.719,NA,NA,NA,NA,NA,NA
109663,2.38256,1.20293,-5,NA,NA,NA,-35.391,NA,NA,NA,NA
109931,1.81626,1.75814,-5,NA,-15.665,NA,NA,NA,NA,NA,NA
110177,1.31115,1.68509,-5,NA,-21.204,NA,NA,NA,NA,NA,NA
110259,1.67843,1.96991,-5,NA,NA,NA,-18.672,NA,NA,NA,NA
110574,1.60726,2.11748,-4.85135,NA,NA,-17.04,NA,NA,NA,NA,NA
110738,1.69524,1.96505,-4.60905,NA,NA,NA,-8.465,NA,NA,NA,NA
110978,1.8843,1.84668,-4.78398,NA,-9.456,NA,NA,NA,NA,NA,NA
111034,1.81801,2.12725,-4.34095,NA,NA,-10.524,NA,NA,NA,NA,NA
111215,1.46479,1.51695,-4.21439,NA,NA,NA,-11.775,NA,NA,NA,NA
111537,0.848574,1.87087,-4.41213,NA,-30.663,NA,NA,NA,NA,NA,NA
111741,1.93876,1.15431,-4.32635,NA,-9.427,NA,NA,NA,NA,NA,NA
111855,1.93985,1.44295,-5,NA,NA,-19.913,NA,NA,NA,NA,NA
112121,1.54569,2.05067,-5,NA,-18.825,NA,NA,NA,NA,NA,NA
112234,1.928,2.54134,-5,NA,-30.668,NA,NA,NA,NA,NA,NA
112552,1.91246,2.23975,-5,NA,-21.595,NA,NA,NA,NA,NA,NA
112712,1.97818,2.20326,-4.49518,NA,NA,NA,-18.459,NA,NA,NA,NA
112900,1.88226,1.98094,-3.61305,NA,-19.029,NA,NA,NA,NA,NA,NA
113198,1.90732,1.38552,-5,NA,NA,-19.968,NA,NA,NA,NA,NA
113209,1.58948,2.02732,-4.32721,NA,-6.189,NA,NA,NA,NA,NA,NA
113437,1.92918,1.69184,-3.58315,NA,NA,-19.636,NA,NA,NA,NA,NA
113602,2.11447,1.74821,-4.45215,NA,-5.91,NA,NA,NA,NA,NA,NA
113930,1.47334,1.50437,-4.65323,NA,NA,-17.139,NA,NA,NA,NA,NA
114099,1.52035,1.68006,-4.17422,NA,-3.888,NA,NA,NA,NA,NA,NA
114259,1.5601,1.40735,-4.6789,NA,-7.745,NA,NA,NA,NA,NA,NA
114550,2.37056,1.44494,-4.80159,NA,-18.77,NA,NA,NA,NA,NA,NA
114800,2.18602,1.77248,-4.74442,NA,NA,-15.6,NA,NA,NA,NA,NA
114818,2.25186,2.13265,-4.88796,NA,-20.083,NA,NA,NA,NA,NA,NA
115109,2.06626,2.27396,-4.55719,NA,NA,NA,-16.559,NA,NA,NA,NA
115382,2.28972,1.43964,-5,NA,-22.326,NA,NA,NA,NA,NA,NA
115413,2.24096,1.80812,-4.95047,NA,NA,NA,-20.731,NA,NA,NA,NA
115743,2.12007,1.63945,-4.48007,NA,NA,NA,-6.774,NA,NA,NA,NA
115926,2.4228,2.59894,-4.81524,NA,NA,NA,-40.212,NA,NA,NA,NA
116146,1.83204,1.68979,-4.29728,NA,NA,NA,-6.051,NA,NA,NA,NA
116233,2.15398,1.17955,-4.2896,NA,NA,-15.947,NA,NA,NA,NA,NA
116589,1.03663,2.14583,-4.97283,NA,NA,-32.545,NA,NA,NA,NA,NA
116736,1.85491,2.02925,-4.09639,NA,-6.876,NA,NA,NA,NA,NA,NA
116878,2.70398,2.16534,-3.93133,NA,NA,NA,NA,NA,-54.544,NA,NA
117129,1.37827,2.36405,-4.2757,NA,-19.395,NA,NA,NA,NA,NA,NA
117345,1.27325,1.79328,-5,NA,-21.855,NA,NA,NA,NA,NA,NA
117424,1.15768,2.2971,-4.69546,NA,-24.93,NA,NA,NA,NA,NA,NA
117629,2.5158,2.43344,-4.3181,NA,-30.019,NA,NA,NA,NA,NA,NA
117942,2.71104,1.83168,-4.82532,NA,-29.246,NA,NA,NA,NA,NA,NA
118083,2.50387,1.60885,-4.42051,NA,-16.083,NA,NA,NA,NA,NA,NA
118392,1.42159,1.72001,-4.37818,NA,-4.716,NA,NA,NA,NA,NA,NA
118558,2.08959,1.08172,-5,NA,-31.488,NA,NA,NA,NA,NA,NA
118729,1.83199,1.86806,-5,NA,NA,-17.053,NA,NA,NA,NA,NA
118902,2.11201,1.74681,-3.96048,NA,NA,-9.854,NA,NA,NA,NA,NA
119001,1.83386,2.33447,-4.95673,NA,NA,-25.15,NA,NA,NA,NA,NA
119364,1.34261,1.40573,-4.62007,NA,-12.601,NA,NA,NA,NA,NA,NA
119596,1.99227,1.16866,-5,NA,-24.874,NA,NA,NA,NA,NA,NA
119761,2.00253,1.34913,-3.90311,NA,-10.485,NA,NA,NA,NA,NA,NA
119909,2.02611,2.0206,-5,NA,-18.14,NA,NA,NA,NA,NA,NA
120006,2.1272,2.04725,-5,NA,-19.727,NA,NA,NA,NA,NA,NA
120314,1.97699,2.01488,-4.05233,NA,NA,NA,-15.852,NA,NA,NA,NA
120433,0.823036,2.28816,-4.22843,NA,-35.216,NA,NA,NA,NA,NA,NA
120695,2.08693,1.80102,-4.11138,NA,NA,-15.099,NA,NA,NA,NA,NA
120956,2.9311,2.09842,-4.42014,NA,NA,-42.817,NA,NA,NA,NA,NA
121160,2.05074,2.08293,-4.18223,NA,-10.091,NA,NA,NA,NA,NA,NA
121256,1.80689,1.54837,-4.00007,NA,NA,-7.477,NA,NA,NA,NA,NA
121503,1.69046,1.09961,-5,NA,-31.973,NA,NA,NA,NA,NA,NA
121623,2.1789,1.2749,-4.50789,NA,NA,-13.861,NA,NA,NA,NA,NA
121830,1.29889,1.89316,-4.79627,NA,-15.238,NA,NA,NA,NA,NA,NA
122182,1.2396,1.67671,-4.56973,NA,-13.798,NA,NA,NA,NA,NA,NA
122303,2.05994,1.57304,-5,NA,NA,NA,-19.38,NA,NA,NA,NA
122519,2.24383,1.44714,-5,NA,NA,NA,-27.684,NA,NA,NA,NA
122711,1.45236,1.16351,-5,NA,-30.543,NA,NA,NA,NA,NA,NA
122837,1.3773,2.01334,-4.78735,NA,NA,NA,NA,NA,NA,-32.797,NA
123132,1.66478,1.90617,-5,NA,-15.739,NA,NA,NA,NA,NA,NA
123286,1.59083,1.61404,-5,NA,-17.053,NA,NA,NA,NA,NA,NA
123572,1.83783,1.93186,-5,NA,NA,NA,-19.595,NA,NA,NA,NA
123703,1.74694,1.40967,-4.28071,NA,NA,NA,-17.702,NA,NA,NA,NA
123855,2.40164,2.1564,-5,NA,NA,NA,-31.832,NA,NA,NA,NA
124071,2.41559,2.43867,-5,NA,-35.968,NA,NA,NA,NA,NA,NA
124359,2.14201,1.53858,-5,NA,NA,NA,NA,NA,-35.276,NA,NA
124558,2.17676,1.84838,-4.73208,NA,NA,NA,NA,NA,-29.283,NA,NA
124610,1.78439,1.23234,-4.10257,NA,-7.789,NA,NA,NA,NA,NA,NA
124809,1.82327,1.27218,-3.74243,NA,-16.821,NA,NA,NA,NA,NA,NA
125178,2.41189,1.50034,-4.09269,NA,NA,NA,-18.606,NA,NA,NA,NA
125210,1.58013,1.58126,-4.02253,NA,-4.042,NA,NA,NA,NA,NA,NA
125547,1.68798,1.51438,-3.8848,NA,-7.046,NA,NA,NA,NA,NA,NA
125627,2.30949,2.00933,-5,NA,-22.58,NA,NA,NA,NA,NA,NA
125963,2.19757,1.79499,-5,NA,NA,-20.917,NA,NA,NA,NA,NA
126199,1.27047,2.42801,-4.66267,NA,NA,-27.647,NA,NA,NA,NA,NA
