id,x0,x1,x2,fitness-2.5,fitness-2,fitness-1.5,fitness-3.5,fitness-3,fitness-4,fitness-1,fitness-0.5,fitness0,fitness-5,fitness-4.5,fitness0.5,fitness1
46669,1.98326,0.212426,-3.85094,NA,-137.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46951,0.720108,2.98227,-4.27689,NA,NA,NA,NA,NA,NA,NA,-142.133,NA,NA,NA,NA,NA
47141,2.19498,2.1946,-4.74569,NA,NA,NA,NA,NA,NA,NA,-92.434,NA,NA,NA,NA,NA
47390,0.49485,3.90286,-5,NA,NA,NA,NA,NA,NA,NA,-215.248,NA,NA,NA,NA,NA
47511,-0.264146,3.77797,-4.79057,NA,NA,NA,NA,-185.548,NA,NA,NA,NA,NA,NA,NA,NA
47680,0.88849,2.69577,-4.88343,NA,-52.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47864,2.09998,3.10952,-5,NA,NA,NA,NA,-65.309,NA,NA,NA,NA,NA,NA,NA,NA
48039,2.07882,3.1778,-4.73329,NA,NA,NA,NA,-59.64,NA,NA,NA,NA,NA,NA,NA,NA
48315,3.79131,3.16797,-4.14645,-143.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48513,2.14872,4.32039,-3.46393,NA,NA,-199.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48710,2.47498,2.59552,-2.96246,NA,NA,NA,NA,NA,NA,NA,-178.148,NA,NA,NA,NA,NA
48966,0.506324,3.64844,-3.69139,NA,NA,-170.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49121,0.605785,3.48138,-3.31529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-425.87,NA
49246,1.112,2.89724,-4.5811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-308.038
49521,1.51127,1.80672,-4.0851,NA,NA,NA,NA,NA,NA,NA,-84.37,NA,NA,NA,NA,NA
49643,1.41541,2.15839,-4.92442,NA,-27.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49894,2.7042,0.583575,-5,NA,NA,NA,NA,NA,NA,-155.748,NA,NA,NA,NA,NA,NA
50012,2.59596,1.03114,-5,NA,NA,-67.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50246,3.18738,-0.152577,-5,NA,-201.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50423,3.18084,1.31892,-5,NA,NA,NA,NA,-70.065,NA,NA,NA,NA,NA,NA,NA,NA
50697,1.96195,0.940241,-4.69924,-27.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50966,2.10296,1.61683,-4.23999,-4.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51001,2.95895,0.813994,-3.85892,NA,NA,NA,NA,-68.685,NA,NA,NA,NA,NA,NA,NA,NA
51378,2.80791,1.96486,-5,-38.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51490,2.30358,2.52211,-4.60317,NA,-30.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51618,2.78157,1.91113,-5,NA,NA,-52.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51913,1.5281,1.52872,-4.95666,NA,NA,-37.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52165,2.15146,1.91159,-5,-19.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52209,2.67675,2.09967,-5,-35.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52564,2.43564,3.17649,-4.86428,NA,NA,NA,NA,-68.278,NA,NA,NA,NA,NA,NA,NA,NA
52633,2.02595,2.03076,-4.92517,NA,-27.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52804,1.69959,2.54562,-3.35111,NA,NA,NA,NA,NA,-86.129,NA,NA,NA,NA,NA,NA,NA
53185,2.56615,2.54534,-3.48928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-138.091,NA,NA
53278,1.92907,3.01929,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-179.006,NA,NA,NA
53520,0.580203,2.55294,-4.64625,NA,NA,NA,NA,NA,NA,NA,NA,NA,-178.124,NA,NA,NA
53751,-0.0755801,1.71188,-5,NA,NA,NA,NA,-105.079,NA,NA,NA,NA,NA,NA,NA,NA
53943,2.08827,1.53033,-4.16605,NA,NA,NA,-29.981,NA,NA,NA,NA,NA,NA,NA,NA,NA
54181,0.691968,3.46809,-3.7174,NA,NA,NA,NA,NA,NA,NA,NA,NA,-230.652,NA,NA,NA
54218,0.515352,2.75019,-2.77299,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238.872,NA,NA,NA
54404,1.04886,2.57739,-3.11452,NA,NA,NA,-90.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
54772,2.29219,1.34948,-4.62682,NA,NA,NA,NA,NA,-67.927,NA,NA,NA,NA,NA,NA,NA
54981,2.55103,0.734788,-4.87951,NA,NA,NA,-69.664,NA,NA,NA,NA,NA,NA,NA,NA,NA
55079,2.87624,1.92365,-4.04785,-35.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55310,2.10016,1.62493,-4.13899,NA,NA,NA,NA,NA,-54.136,NA,NA,NA,NA,NA,NA,NA
55532,2.50794,1.75284,-2.95081,NA,NA,NA,NA,-87.679,NA,NA,NA,NA,NA,NA,NA,NA
55674,2.51044,1.36307,-3.74364,NA,NA,NA,-52.737,NA,NA,NA,NA,NA,NA,NA,NA,NA
55902,0.500489,1.84043,-5,NA,NA,NA,-79.342,NA,NA,NA,NA,NA,NA,NA,NA,NA
56173,1.13924,2.82085,-4.98665,-50.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56272,0.146307,2.61256,-4.24046,NA,-84.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56523,1.67422,3.10639,-4.66406,NA,NA,NA,NA,-52.514,NA,NA,NA,NA,NA,NA,NA,NA
56740,3.11365,2.78484,-4.8087,NA,NA,NA,NA,NA,-132.14,NA,NA,NA,NA,NA,NA,NA
56858,1.80164,1.71195,-5,NA,NA,NA,NA,-15.745,NA,NA,NA,NA,NA,NA,NA,NA
57033,1.72827,1.58069,-4.86105,NA,-16.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57304,2.16626,1.53535,-5,NA,NA,NA,NA,NA,NA,-56.506,NA,NA,NA,NA,NA,NA
57471,1.86836,1.19355,-5,NA,NA,-47.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57751,0.564921,2.63117,-4.78635,NA,NA,NA,NA,NA,-92.222,NA,NA,NA,NA,NA,NA,NA
57984,3.03424,3.34602,-5,NA,NA,NA,-130.575,NA,NA,NA,NA,NA,NA,NA,NA,NA
58185,2.18547,3.73205,-5,NA,NA,NA,NA,NA,-138.453,NA,NA,NA,NA,NA,NA,NA
58389,2.79053,3.26408,-4.5353,-82.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58451,2.72293,3.33381,-4.49344,NA,NA,NA,NA,-84.179,NA,NA,NA,NA,NA,NA,NA,NA
58610,3.21943,1.44258,-4.53307,NA,NA,NA,NA,NA,-94.211,NA,NA,NA,NA,NA,NA,NA
58948,1.42048,2.0196,-2.94329,NA,NA,NA,NA,NA,-93.503,NA,NA,NA,NA,NA,NA,NA
59170,1.51112,2.46032,-3.37089,NA,NA,NA,NA,-51.831,NA,NA,NA,NA,NA,NA,NA,NA
59239,2.06601,2.30991,-4.26991,NA,NA,NA,NA,-16.876,NA,NA,NA,NA,NA,NA,NA,NA
59401,1.40237,3.02686,-3.82938,NA,-64.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59762,3.54796,1.57479,-5,NA,-90.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59960,3.27645,-0.254771,-5,-202.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60111,1.95672,0.271696,-4.10573,NA,NA,NA,NA,-96.671,NA,NA,NA,NA,NA,NA,NA,NA
60369,1.41197,0.902123,-5,-54.601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60557,1.28693,1.35812,-5,NA,NA,NA,NA,-27.87,NA,NA,NA,NA,NA,NA,NA,NA
60620,-0.0350352,1.48072,-5,NA,NA,NA,-111.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
60951,-0.345197,1.55838,-3.84351,NA,NA,NA,-130.994,NA,NA,NA,NA,NA,NA,NA,NA,NA
61070,0.415931,2.06269,-4.78046,NA,NA,-72.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61276,2.23381,2.46286,-4.48822,-23.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61440,2.04799,1.93357,-5,NA,NA,NA,-29.476,NA,NA,NA,NA,NA,NA,NA,NA,NA
61730,2.75641,1.574,-5,NA,-43.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61978,1.89437,1.79483,-4.33881,NA,-7.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62001,1.71394,1.27601,-4.70655,NA,-15.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62201,3.24472,1.1176,-5,NA,NA,NA,-80.811,NA,NA,NA,NA,NA,NA,NA,NA,NA
62464,2.00201,1.81916,-5,NA,NA,NA,-37.379,NA,NA,NA,NA,NA,NA,NA,NA,NA
62721,1.03955,1.48059,-4.00595,NA,-27.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62813,1.191,1.17822,-4.80085,NA,NA,NA,-44.952,NA,NA,NA,NA,NA,NA,NA,NA,NA
63066,2.88384,0.644159,-5,-83.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63318,3.77268,1.31368,-5,-98.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63455,2.90889,1.52268,-5,-43.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63667,1.98118,0.418403,-5,NA,-92.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63889,2.81328,1.2045,-4.50942,NA,NA,NA,NA,-37.784,NA,NA,NA,NA,NA,NA,NA,NA
64027,0.913814,1.64253,-2.51214,-108.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64257,2.19635,2.21473,-3.6239,NA,NA,NA,NA,-28.819,NA,NA,NA,NA,NA,NA,NA,NA
64528,1.52971,2.3843,-3.88193,-21.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64679,0.860712,1.59549,-5,NA,NA,NA,-56.054,NA,NA,NA,NA,NA,NA,NA,NA,NA
64924,1.09085,2.10059,-4.44628,-20.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65045,1.55383,1.08242,-4.37235,-15.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65243,1.87518,3.35957,-4.34964,NA,NA,NA,NA,NA,NA,-111.601,NA,NA,NA,NA,NA,NA
65566,1.39914,4.90637,-5,-232.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65625,1.56855,4.36896,-5,NA,NA,NA,NA,-166.785,NA,NA,NA,NA,NA,NA,NA,NA
65927,1.39226,3.7229,-3.24929,-127.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66098,0.60605,2.17377,-2.8843,-95.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66219,0.0130857,3.18037,-1.89822,NA,NA,NA,NA,NA,NA,NA,NA,NA,-416.126,NA,NA,NA
66593,-0.154833,1.85568,-3.38768,NA,NA,NA,NA,NA,NA,NA,NA,NA,-226.894,NA,NA,NA
66800,-0.270472,1.2448,-3.55569,NA,NA,NA,NA,NA,NA,NA,NA,NA,-238.497,NA,NA,NA
66840,0.572328,0.920363,-4.67655,NA,NA,NA,-97.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
67031,1.25838,1.59712,-5,NA,NA,NA,-51.724,NA,NA,NA,NA,NA,NA,NA,NA,NA
67365,1.96624,0.950128,-4.04229,NA,NA,NA,-38.563,NA,NA,NA,NA,NA,NA,NA,NA,NA
67526,1.79965,0.294427,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-206.72,NA,NA,NA
67667,0.955635,0.07576,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-274.246,NA,NA,NA
67965,1.67969,0.0221741,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-244.813,NA,NA,NA
68147,2.4799,0.471468,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-191.65,NA,NA,NA
68315,1.94537,0.858694,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.868,NA,NA
68451,1.42803,0.856747,-5,NA,NA,NA,-67.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
68688,1.00467,0.921976,-5,-68.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68816,2.00574,0.0309811,-5,-148.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69085,1.7275,0.348723,-5,NA,NA,NA,NA,-103.822,NA,NA,NA,NA,NA,NA,NA,NA
69275,0.968785,0.217467,-5,NA,NA,NA,-168.906,NA,NA,NA,NA,NA,NA,NA,NA,NA
69440,1.18793,0.729281,-4.54713,NA,NA,NA,-72.106,NA,NA,NA,NA,NA,NA,NA,NA,NA
69743,1.7557,1.11117,-5,NA,NA,NA,NA,-29.664,NA,NA,NA,NA,NA,NA,NA,NA
69935,3.26269,0.462357,-5,NA,-113.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70190,3.21952,0.932813,-4.57007,NA,-74.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70354,3.20608,1.30272,-4.33553,NA,NA,NA,NA,-54.926,NA,NA,NA,NA,NA,NA,NA,NA
70517,2.9991,1.23196,-5,-52.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70669,1.61521,1.46506,-5,NA,NA,-36.838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70927,2.43764,0.970626,-5,NA,-55.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71069,2.86714,2.97857,-3.3488,NA,-99.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71299,1.85186,3.15436,-4.86372,-56.548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71450,1.99571,1.23522,-3.96147,NA,NA,-36.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71753,1.99507,1.2354,-3.17179,NA,-61.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71946,0.313209,1.53301,-3.04804,NA,-114.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72149,1.08958,1.66813,-4.29211,NA,NA,NA,-29.642,NA,NA,NA,NA,NA,NA,NA,NA,NA
72269,1.78648,2.7651,-3.85817,NA,NA,NA,NA,-39.913,NA,NA,NA,NA,NA,NA,NA,NA
72460,1.92255,3.33139,-4.47363,-64.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72778,2.60007,2.55137,-5,NA,NA,NA,NA,NA,-103.686,NA,NA,NA,NA,NA,NA,NA
72946,1.9845,3.30495,-5,NA,NA,NA,NA,-73.869,NA,NA,NA,NA,NA,NA,NA,NA
73155,0.587914,2.49846,-5,NA,NA,NA,NA,-68.037,NA,NA,NA,NA,NA,NA,NA,NA
73383,1.83881,1.50863,-3.95394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.744,NA,NA
73439,1.43916,2.32421,-5,NA,NA,NA,NA,-27.907,NA,NA,NA,NA,NA,NA,NA,NA
73667,2.4878,2.50026,-5,-39.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73884,2.16692,1.8409,-5,NA,NA,-40.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74143,1.66347,0.337611,-5,NA,-124.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74360,2.40103,1.82631,-5,NA,NA,NA,NA,NA,NA,NA,-106.511,NA,NA,NA,NA,NA
74580,2.28602,2.00867,-5,NA,NA,-47.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74615,2.35925,1.41088,-4.10514,NA,NA,-38.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74986,1.82561,1.57223,-4.67176,NA,NA,-25.979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75037,2.41015,2.1656,-4.66863,-21.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75391,2.84997,1.08085,-4.37582,NA,NA,NA,NA,-42.702,NA,NA,NA,NA,NA,NA,NA,NA
75423,1.93967,1.46209,-3.76472,-13.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75601,2.36365,2.35947,-5,NA,NA,NA,NA,-34.504,NA,NA,NA,NA,NA,NA,NA,NA
75997,1.97037,3.34504,-5,NA,NA,-100.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76073,0.777362,2.36321,-5,NA,NA,NA,-57.798,NA,NA,NA,NA,NA,NA,NA,NA,NA
76253,0.916415,1.7706,-5,NA,NA,NA,-49.896,NA,NA,NA,NA,NA,NA,NA,NA,NA
76500,0.462007,2.13684,-3.72879,-59.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76688,0.419589,1.64259,-3.72086,NA,NA,NA,NA,NA,-103.69,NA,NA,NA,NA,NA,NA,NA
76939,-0.0952377,1.72131,-2.00377,-251.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77148,-0.447779,2.85811,-3.61073,NA,NA,NA,NA,NA,-180.758,NA,NA,NA,NA,NA,NA,NA
77391,0.261514,2.68588,-4.71006,-79.219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77597,-0.196072,3.37718,-5,NA,NA,-182.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77711,1.54903,4.41648,-4.69595,NA,NA,-179.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77935,2.35434,2.85156,-5,NA,-58.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78063,1.55343,2.08989,-5,NA,NA,-32.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78209,2.31688,2.21264,-5,-27.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78409,0.896036,2.22792,-5,NA,NA,NA,NA,-45.061,NA,NA,NA,NA,NA,NA,NA,NA
78611,-0.0443934,2.71007,-4.90816,NA,-110.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78939,0.303849,1.73183,-5,-71.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79109,1.4476,0.674573,-5,NA,NA,NA,NA,-71.553,NA,NA,NA,NA,NA,NA,NA,NA
79216,1.38806,1.383,-5,NA,NA,NA,NA,-25.144,NA,NA,NA,NA,NA,NA,NA,NA
79486,2.06736,1.91774,-5,NA,NA,NA,NA,-24.168,NA,NA,NA,NA,NA,NA,NA,NA
79639,3.63123,1.49375,-5,-87.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79912,2.39663,2.01097,-3.69817,-26.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80133,3.37915,2.79797,-4.14083,NA,NA,-101.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80385,1.97342,2.91893,-4.2354,NA,-42.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80503,0.865496,2.01644,-3.50555,NA,-59.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80689,2.34676,1.45533,-4.42275,NA,NA,NA,NA,-16.66,NA,NA,NA,NA,NA,NA,NA,NA
80858,2.09975,0.681521,-4.23108,NA,-51.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81127,1.42865,1.9,-3.82835,-13.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81201,1.72264,2.59378,-4.54131,NA,NA,NA,NA,NA,NA,-82.895,NA,NA,NA,NA,NA,NA
81532,3.37594,2.29881,-4.70617,NA,NA,-95.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81622,1.95207,2.16214,-2.75206,-75.422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81967,0.890275,2.05977,-3.40488,NA,NA,NA,NA,-52.64,NA,NA,NA,NA,NA,NA,NA,NA
82167,1.55224,1.46587,-2.55566,NA,NA,NA,NA,-93.426,NA,NA,NA,NA,NA,NA,NA,NA
82220,1.15849,2.97108,-2.40933,NA,NA,NA,NA,-145.062,NA,NA,NA,NA,NA,NA,NA,NA
82414,0.472408,3.6132,-4.06951,NA,NA,NA,-134.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
82749,0.922974,2.84562,-5,-58.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82862,-0.0704227,3.29429,-5,NA,NA,NA,NA,-139.708,NA,NA,NA,NA,NA,NA,NA,NA
83179,-0.497826,3.58183,-4.27126,NA,NA,NA,-199.845,NA,NA,NA,NA,NA,NA,NA,NA,NA
83397,1.06297,3.72516,-4.58087,NA,NA,NA,-123.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
83551,2.32426,2.2766,-4.73083,NA,NA,NA,NA,-33.216,NA,NA,NA,NA,NA,NA,NA,NA
83780,2.22325,2.50962,-4.71785,-26.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83808,2.1381,2.63205,-5,NA,-39.132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84075,1.47625,1.45389,-4.7644,NA,NA,NA,NA,NA,NA,-57.753,NA,NA,NA,NA,NA,NA
84269,1.92819,1.59596,-4.54833,NA,NA,NA,NA,NA,NA,-67.969,NA,NA,NA,NA,NA,NA
84535,3.8735,1.96897,-3.74078,NA,-115.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84610,3.70143,2.13427,-3.53004,NA,NA,NA,NA,-132.703,NA,NA,NA,NA,NA,NA,NA,NA
84922,1.28813,2.57136,-4.89094,NA,NA,NA,NA,-36.951,NA,NA,NA,NA,NA,NA,NA,NA
85199,2.09181,3.52169,-5,NA,NA,NA,NA,NA,-127.171,NA,NA,NA,NA,NA,NA,NA
85376,1.91775,3.44703,-4.66102,-73.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85472,0.438347,2.52354,-3.51158,-79.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85617,1.44553,2.3013,-3.24351,NA,NA,NA,-58.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
85869,2.03173,2.27811,-3.39364,-37.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86143,2.58108,2.28625,-5,NA,-40.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86343,3.65615,2.13297,-5,NA,NA,NA,NA,-92.757,NA,NA,NA,NA,NA,NA,NA,NA
86590,2.00801,2.19484,-5,NA,NA,NA,NA,NA,-53.399,NA,NA,NA,NA,NA,NA,NA
86704,0.474084,1.29736,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,-184.967,NA,NA,NA
86852,1.87995,3.18895,-5,-62.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87144,1.6653,3.9148,-4.62323,NA,NA,NA,-127.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
87398,0.0581176,1.78521,-5,-86.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87475,1.01983,1.89059,-5,NA,NA,NA,NA,-31.448,NA,NA,NA,NA,NA,NA,NA,NA
87752,2.83815,1.58467,-5,NA,-48.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87806,2.75904,0.484429,-4.75969,NA,NA,NA,NA,NA,NA,-122.17,NA,NA,NA,NA,NA,NA
88029,2.99379,0.943282,-4.70754,NA,-64.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88360,1.39377,1.77225,-3.95447,NA,NA,-51.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88551,1.43107,2.15177,-4.57202,NA,-16.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88766,2.12156,1.90635,-4.50484,-7.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89000,1.47541,3.44848,-4.11248,NA,NA,NA,-93.532,NA,NA,NA,NA,NA,NA,NA,NA,NA
89085,1.58675,2.80045,-5,-41.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89237,1.57809,2.55177,-4.8198,NA,-30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89448,2.28464,2.51898,-3.83219,NA,NA,-53.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89674,1.67904,3.02749,-4.57144,-45.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89939,1.45087,2.07675,-3.49834,-27.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90033,1.05338,2.50025,-3.98415,NA,NA,-71.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90393,0.55308,1.58066,-4.83132,NA,NA,-67.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90471,1.36999,2.17146,-5,NA,NA,-38.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90784,2.41586,2.73629,-5,-46.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90890,1.84308,2.55072,-3.91073,NA,NA,NA,NA,-29.089,NA,NA,NA,NA,NA,NA,NA,NA
91166,1.59024,3.18175,-2.77926,NA,NA,-135.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91332,2.51587,2.6139,-2.56857,-134.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91515,1.73238,2.86276,-4.59222,NA,NA,NA,NA,NA,NA,NA,NA,NA,-158.204,NA,NA,NA
91704,2.71768,1.92266,-4.9635,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.73,NA,NA,NA
91866,2.11719,3.0191,-4.96959,NA,NA,NA,NA,NA,NA,NA,NA,NA,-159.672,NA,NA,NA
92188,1.64727,2.66679,-5,NA,NA,NA,NA,NA,-71.125,NA,NA,NA,NA,NA,NA,NA
92248,0.883978,1.85526,-4.6451,-28.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92510,0.403703,2.45079,-4.24014,NA,NA,NA,-80.814,NA,NA,NA,NA,NA,NA,NA,NA,NA
92781,0.49411,1.80054,-4.18192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.454,NA,NA
93000,1.96266,2.14444,-3.54267,NA,NA,NA,NA,NA,-71.071,NA,NA,NA,NA,NA,NA,NA
93099,3.15466,2.14506,-3.49437,NA,NA,NA,NA,-91.923,NA,NA,NA,NA,NA,NA,NA,NA
93252,3.27964,1.8864,-3.55767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-181.54,NA,NA
93475,2.70503,2.01617,-3.09459,NA,NA,NA,NA,NA,NA,NA,NA,NA,-235.352,NA,NA,NA
