id,x0,x1,x2,fitness-1.5,fitness0,fitness-0.5,fitness1,fitness2.5,fitness5,fitness4.5,fitness4,fitness3.5,fitness3,fitness2,fitness1.5,fitness0.5,fitness-2,fitness-2.5,fitness-1,fitness-3,fitness-3.5,fitness-5,fitness-4,fitness-4.5
32464,0.798436,-0.623891,4.75239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355.588,NA,NA,NA,NA,NA,NA
32673,1.61177,0.692665,4.53561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.864,NA,NA,NA,NA
32892,0.282999,-1.03244,2.84841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.702,NA,NA,NA,NA,NA,NA,NA
33112,-0.414979,0.0620123,4.74385,NA,NA,575.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33261,-0.248187,-1.11784,4.97308,NA,193.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33533,-1.10207,-1.90053,4.96928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.686,NA,NA,NA,NA,NA,NA,NA,NA,NA
33674,-1.57068,-1.655,4.85639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.717,NA,NA,NA,NA,NA,NA,NA,NA
33902,-3.28853,-2.0563,4.92922,NA,198.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34076,-3.3255,-1.42588,4.97702,NA,309.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34202,-2.78991,-1.34498,4.97273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.867,NA,NA,NA,NA,NA,NA,NA,NA
34533,-3.11309,-1.74182,4.08447,NA,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34777,-3.19975,-1.32741,3.35188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.939,NA,NA,NA,NA,NA,NA,NA,NA
34870,-3.7345,-0.517119,3.76097,NA,-4.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35175,-2.45634,-1.03641,4.36983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
35210,-1.48443,-1.04903,3.22235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.428,NA,NA,NA,NA,NA,NA,NA,NA,NA
35506,-2.56153,0.920232,2.9128,NA,NA,179.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35787,-1.85911,2.89295,4.66102,NA,439.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35943,-1.68761,3.71106,4.69529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA
36194,-1.80083,3.08543,4.33453,NA,NA,79.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36250,-2.10121,1.83429,4.14068,NA,NA,385.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36457,-0.290053,1.81607,4.62294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628.504,NA,NA,NA,NA,NA
36716,0.842088,2.8765,4.30838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.437,NA,NA,NA,NA,NA
36905,0.609498,2.75707,4.64969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
37060,-0.726819,2.31281,4.66668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.696,NA,NA,NA,NA,NA,NA,NA,NA
37386,-0.0111239,1.78958,4.67345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.297,NA,NA,NA,NA,NA,NA,NA,NA,NA
37488,-0.900699,1.45065,3.77237,NA,NA,NA,NA,NA,NA,NA,NA,227.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37755,-0.412396,0.272147,3.57976,NA,NA,NA,NA,NA,NA,NA,24.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37871,-3.06371,-0.221358,2.4128,NA,NA,NA,NA,NA,NA,NA,NA,48.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38127,-3.13726,0.0924695,3.68932,NA,NA,NA,NA,NA,91.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38399,-2.83744,-0.84063,4.26706,NA,NA,NA,NA,NA,NA,1719.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38527,-1.92081,-1.66184,4.11667,NA,NA,NA,NA,NA,NA,NA,325.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38669,-1.51296,-1.90392,4.3731,NA,NA,NA,NA,NA,NA,1248.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38857,-1.32307,-2.35551,3.8361,NA,NA,NA,NA,NA,NA,NA,NA,218.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39042,-0.958471,-1.4259,3.83401,NA,NA,NA,NA,NA,NA,NA,860.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39330,-0.799615,-1.96707,4.98836,NA,NA,NA,NA,NA,NA,4542.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39548,-1.89547,0.0268969,4.52118,NA,NA,NA,NA,NA,NA,NA,NA,25.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39686,0.355468,-0.464097,4.92983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39969,0.361848,-1.22008,4.7704,NA,NA,NA,NA,NA,NA,NA,NA,670.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40032,0.263848,-0.282174,4.43237,NA,NA,NA,NA,NA,NA,516.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40229,1.31578,-0.524711,3.86845,NA,NA,NA,NA,NA,NA,207.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40403,0.861946,-0.35946,4.6981,NA,NA,NA,NA,NA,NA,533.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40696,2.00415,-0.226813,4.89107,NA,NA,NA,NA,NA,NA,NA,NA,289.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40965,2.00096,-0.624608,4.40017,NA,NA,NA,NA,41.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41172,0.842299,0.809196,4.27763,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41364,0.812803,1.19581,3.22931,NA,NA,NA,NA,62.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41589,0.208824,-0.213176,4.22121,NA,NA,NA,NA,NA,NA,NA,NA,323.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41747,-0.181341,0.548127,4.58477,NA,NA,NA,NA,NA,NA,207.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41870,-1.63577,0.272771,4.6002,NA,NA,NA,NA,NA,NA,800.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42049,-0.378023,1.37815,4.64312,NA,NA,NA,NA,NA,NA,658.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42326,-0.182887,-0.788917,4.80889,NA,NA,NA,NA,NA,15394.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42560,0.0737339,-0.97031,3.58132,NA,NA,NA,NA,NA,NA,NA,21.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42688,0.722587,-1.25333,4.21058,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42947,1.2504,-1.93258,3.14456,NA,NA,NA,NA,81.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43070,3.64864,-3.67144,1.8243,NA,NA,NA,NA,NA,NA,39.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43394,2.07606,-3.13368,2.17517,NA,NA,NA,NA,NA,36.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43552,2.15413,-3.07018,2.14125,NA,NA,NA,NA,9.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43605,2.20444,-2.42629,3.7075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-67.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
43913,1.38389,0.0945556,3.49176,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44123,-0.0849484,0.147026,4.87135,NA,NA,NA,NA,NA,NA,NA,223.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44269,0.228688,-0.792689,3.05757,NA,NA,NA,NA,NA,NA,NA,NA,108.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44454,0.809866,-0.496285,3.704,NA,NA,NA,NA,NA,NA,NA,101.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44718,-0.531063,-0.970396,2.20208,NA,NA,NA,NA,70.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44994,-0.526852,-0.296525,3.10014,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45158,-0.595829,-0.923017,4.7186,NA,NA,NA,NA,NA,NA,NA,NA,3400.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45306,0.194294,-2.60464,2.62341,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45533,-0.572489,-0.424656,1.49041,NA,NA,NA,NA,NA,NA,NA,NA,36.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45763,-2.65818,-1.83066,1.73831,NA,NA,NA,NA,NA,NA,NA,13.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45880,-1.93315,-3.34098,0.010723,NA,NA,NA,NA,NA,NA,NA,102.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46162,-3.53834,-3.39548,1.36577,NA,NA,NA,NA,NA,182.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46346,-3.42478,-3.06242,0.846844,NA,NA,NA,NA,NA,368.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46583,-2.76096,-4.7165,-0.181618,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46724,-0.996248,-3.9187,-0.844656,NA,NA,NA,NA,NA,NA,NA,436.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46833,-2.95425,-4.98729,-2.97845,NA,NA,NA,NA,NA,NA,303.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47043,-0.979199,-4.6944,-3.54593,NA,NA,NA,NA,NA,NA,62.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47333,-0.937706,-3.83178,-2.40808,NA,NA,NA,NA,NA,NA,NA,NA,190.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47592,-0.60662,-2.1049,-0.93278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47787,-1.71787,-0.981098,-2.08903,NA,NA,NA,NA,NA,NA,NA,292.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47992,-0.788618,-0.853814,-1.56163,NA,NA,NA,NA,NA,NA,12594.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48038,-0.882787,-0.81668,-1.12107,NA,NA,NA,NA,NA,195.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48392,-1.38451,-0.218909,-2.70847,NA,NA,NA,NA,NA,NA,634.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48454,-1.68933,-1.14292,-3.22463,NA,NA,NA,NA,NA,70.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48628,-1.28731,-1.79642,-2.86907,NA,NA,NA,NA,NA,NA,NA,NA,98.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48808,-2.32906,-1.6502,-3.49472,NA,NA,NA,NA,NA,NA,NA,NA,9.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49096,-0.228422,-0.709468,-1.69202,NA,NA,NA,NA,NA,5603.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49295,-0.257161,-0.223314,-1.28185,NA,NA,NA,NA,NA,NA,2727.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49494,0.541711,-0.530319,-1.17805,NA,NA,NA,NA,NA,NA,44.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49608,0.0531857,-0.559636,-2.21022,NA,NA,NA,NA,NA,NA,226.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49964,-0.841959,1.44336,-2.32194,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50062,0.0072464,-0.194156,0.932432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.666,NA,NA,NA,NA,NA,NA,NA,NA,NA
50385,1.42794,-0.163982,0.723439,NA,491.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50468,1.73769,-0.458636,-1.14437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA
50660,2.6805,-2.98011,-0.799501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.721,NA,NA,NA,NA
50954,2.49968,-2.9697,-0.741822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.479,NA,NA,NA
51011,4.34904,-3.03093,-0.945875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.636,NA,NA,NA,NA,NA,NA
51374,4.12072,-3.61686,-0.724751,NA,NA,360.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51592,4.21585,-3.38073,-0.176869,NA,NA,NA,337.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51697,4.77402,-4.33365,-0.192507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2202.816,NA,NA,NA,NA,NA
51946,4.39486,-4.30355,-1.07309,NA,41.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52137,4.38274,-4.78128,-0.555822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.341,NA,NA,NA,NA,NA,NA,NA,NA
52213,2.96394,-2.44975,1.50894,NA,NA,NA,11.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52486,1.05496,-1.79772,1.1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA
52707,1.40752,-1.32273,-0.436252,NA,NA,NA,NA,NA,NA,NA,104.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52925,2.13885,-1.22879,-0.101936,NA,NA,NA,NA,NA,NA,NA,291.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53113,4.55604,-1.89715,1.44747,NA,NA,NA,NA,NA,NA,NA,63.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53322,2.98932,-1.44497,0.54088,NA,NA,NA,NA,NA,43.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53587,4.53162,-0.789821,-1.28712,NA,NA,NA,NA,NA,NA,1341.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53780,4.63515,-1.25116,-2.14886,NA,NA,NA,NA,NA,NA,901.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53944,4.90329,-2.06105,-1.38787,NA,NA,NA,NA,NA,NA,2838.858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54072,4.66796,-1.74965,-1.83986,NA,NA,NA,NA,NA,283.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54397,3.93156,-1.10551,-1.05332,NA,NA,NA,NA,NA,NA,NA,41.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54486,4.96346,-1.38072,-0.960745,NA,NA,NA,NA,NA,NA,NA,NA,4794.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54601,3.93704,-0.819087,-1.62623,NA,NA,NA,NA,NA,NA,175.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54879,2.89589,-0.689448,-1.46159,NA,NA,NA,NA,NA,2955.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55001,3.35143,-0.260498,-1.92362,NA,NA,NA,NA,NA,NA,844.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55274,4.75477,-1.41565,-2.65228,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55451,4.67103,-1.26119,-0.908162,NA,NA,NA,NA,NA,NA,NA,NA,2296.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55795,3.71411,-1.65992,-1.98663,NA,NA,NA,NA,NA,NA,1232.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55880,4.08867,-0.355481,-1.68886,NA,NA,NA,NA,145.939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56088,3.42158,1.71899,-2.25611,NA,NA,NA,NA,NA,NA,NA,7.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56243,4.76291,1.71282,-0.202085,NA,NA,NA,NA,NA,NA,834.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56561,3.81285,2.35937,-0.186356,NA,NA,NA,NA,NA,NA,227.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56686,3.37668,1.6173,-0.562114,NA,NA,NA,NA,NA,NA,NA,NA,61.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56874,3.77567,2.50392,-2.17861,NA,NA,NA,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57034,4.62106,3.16758,-1.66382,NA,NA,NA,NA,NA,NA,931.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57356,4.70467,2.65942,-1.34859,NA,NA,NA,NA,NA,NA,NA,NA,607.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57497,4.83229,0.784922,-2.08551,NA,NA,NA,NA,499.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57623,4.50696,0.193122,-3.0604,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57861,4.43749,-0.966597,-3.3925,NA,NA,NA,NA,NA,NA,NA,NA,178.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58049,4.06987,-0.484815,-2.49758,NA,NA,NA,NA,NA,NA,NA,51.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58381,3.69036,-1.8901,-2.93179,NA,NA,NA,NA,NA,NA,250.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58544,4.89297,-0.485849,-1.51891,NA,NA,NA,NA,NA,NA,2483.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58617,4.12944,-0.400998,-1.24187,NA,NA,NA,NA,NA,NA,NA,NA,217.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58928,3.73616,0.438632,-2.39698,NA,NA,NA,NA,NA,NA,202.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59132,2.79269,-0.825345,-1.22891,NA,NA,NA,NA,NA,NA,1905.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59375,3.27465,-1.24903,-1.89837,NA,NA,NA,NA,NA,NA,NA,NA,445.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59526,4.66369,-0.79157,-1.11956,NA,NA,NA,NA,NA,NA,NA,NA,34.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59691,4.82266,0.770713,0.47196,NA,NA,NA,NA,NA,NA,357.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59926,2.74238,-1.0024,-0.113539,NA,NA,NA,NA,NA,1923.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60027,1.42841,-0.152452,-1.15743,NA,NA,NA,NA,NA,558.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60397,0.608463,0.723514,-0.22525,NA,NA,NA,NA,NA,NA,NA,118.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60576,1.4645,2.66188,-0.216011,NA,NA,NA,NA,NA,NA,129.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60717,1.05155,2.4471,-0.0803841,NA,NA,NA,NA,NA,96.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60935,0.953925,2.91295,0.942708,NA,NA,NA,NA,NA,NA,NA,NA,13.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61016,1.53752,2.25353,-0.211397,NA,NA,NA,NA,NA,NA,76.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61236,1.28116,3.16596,-0.815124,NA,NA,NA,NA,NA,NA,NA,NA,88.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61470,1.54286,2.09133,-1.57068,NA,NA,NA,NA,NA,NA,NA,14.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61714,0.964187,1.38724,-1.35587,NA,NA,NA,NA,NA,NA,NA,NA,111.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61832,0.195113,2.727,-0.776538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62049,-0.376979,4.25706,-0.118489,NA,NA,NA,NA,NA,NA,NA,NA,NA,524.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62313,-0.0576425,3.70091,-1.60619,NA,NA,NA,NA,NA,NA,NA,NA,540.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62402,-0.963793,3.76768,-2.64675,NA,NA,NA,NA,NA,NA,NA,269.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62652,-2.0641,3.29634,-3.16094,NA,NA,NA,NA,NA,NA,NA,157.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62899,-0.330843,4.91075,-1.98103,NA,NA,NA,NA,NA,5839.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63010,-0.838311,3.19956,-1.84448,NA,NA,NA,NA,NA,1794.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63210,-2.11171,3.33252,-0.777655,NA,NA,NA,NA,NA,NA,586.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63537,-2.62049,2.30765,0.348511,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63744,-2.95092,2.56882,0.831722,NA,NA,NA,NA,NA,NA,NA,NA,-9.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63972,-0.846829,2.72884,0.27643,NA,NA,NA,NA,NA,NA,NA,NA,347.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64118,-0.576409,0.930905,0.188397,NA,NA,NA,NA,NA,NA,127.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64358,-0.00715673,0.0140911,-0.869928,NA,NA,NA,NA,NA,NA,1439.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64570,-1.50583,-1.39767,-1.55083,NA,NA,NA,NA,NA,NA,NA,9257.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64601,-2.4257,-0.922999,-2.18661,NA,NA,NA,NA,NA,NA,692.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64931,-2.41378,-1.00724,-1.53884,NA,NA,NA,NA,NA,3036.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65062,-2.45664,-0.682906,-0.185016,NA,NA,NA,NA,NA,NA,847.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65311,-1.91595,-0.239303,0.144634,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
