id,x0,x1,x2,fitness-4,fitness-3.5,fitness-4.5,fitness-5
81857,-1.66143,3.82509,-4.98711,NA,NA,NA,-44.178
82039,-1.23275,3.9532,-4.2658,NA,NA,-59.346,NA
82397,-1.3259,4.15594,-4.74012,NA,NA,-23.954,NA
82523,-1.8368,4.68777,-4.92795,NA,NA,-55.457,NA
82779,-2.17218,4.23802,-4.33032,-66.62,NA,NA,NA
82925,-2.19253,3.90009,-4.32301,NA,NA,-56.149,NA
83058,-1.76884,3.89066,-4.92488,NA,NA,NA,-41.179
83376,-1.06969,3.84482,-4.80722,NA,NA,-17.838,NA
83468,-1.93306,3.92935,-4.406,NA,NA,-33.172,NA
83617,-2.42364,3.52078,-4.62812,NA,NA,-57.546,NA
83974,-2.22428,3.43372,-4.87402,NA,NA,-53.111,NA
84040,-1.57869,3.32227,-4.28158,NA,NA,-60.933,NA
84351,-1.36678,3.76792,-4.61409,NA,NA,NA,-37.121
84518,-2.31262,3.93713,-4.73957,NA,NA,-43.44,NA
84772,-1.54014,4.27208,-4.40282,NA,NA,NA,-60.631
84928,-2.02471,3.92748,-4.39536,NA,NA,-39.968,NA
85039,-1.69417,3.76471,-4.78947,-27.84,NA,NA,NA
85284,-2.32893,4.49454,-4.39754,NA,NA,-65.371,NA
85406,-1.3496,3.95629,-4.73069,NA,-44.183,NA,NA
85783,-1.4503,3.75077,-4.86493,NA,NA,-1.647,NA
85889,-1.68569,4.16564,-4.35814,NA,NA,-42.582,NA
86075,-1.48549,4.88049,-4.83795,NA,NA,NA,-72.028
86354,-1.62676,4.48602,-4.58772,NA,NA,-54.445,NA
86404,-2.53954,4.08826,-4.47877,NA,NA,-62.603,NA
86647,-1.25957,4.0683,-4.744,NA,NA,NA,-41.738
86927,-2.18476,4.0513,-4.45833,NA,NA,-48.168,NA
87118,-1.63171,4.57902,-4.51313,-68.092,NA,NA,NA
87396,-1.66965,3.89492,-4.69986,NA,NA,NA,-44.059
87504,-2.30156,3.38556,-4.7976,-42.725,NA,NA,NA
87739,-3.22307,3.30681,-4.75278,NA,NA,NA,-103.946
87880,-1.52918,3.52934,-4.98288,NA,NA,-15.991,NA
88049,-1.67102,4.10061,-4.52185,NA,NA,NA,-47.033
88264,-1.61156,4.2416,-4.47736,NA,NA,-48.697,NA
88429,-1.78017,4.11574,-4.78377,NA,NA,-31.91,NA
88613,-2.25328,4.58396,-4.62619,NA,NA,-58.681,NA
88844,-1.78639,4.76659,-4.70527,NA,NA,-55.758,NA
89033,-1.21645,4.0224,-4.66462,-34.687,NA,NA,NA
89275,-1.40003,4.11201,-4.92096,NA,NA,-37.786,NA
89527,-1.40086,4.5833,-4.13022,NA,NA,NA,-89.751
89618,-1.55816,4.71105,-4.86633,NA,NA,NA,-66.95
89819,-1.50523,4.71103,-4.96099,NA,NA,NA,-62.076
90062,-1.57945,4.90927,-4.66529,NA,NA,NA,-76.493
90273,-1.92349,4.88111,-4.73733,NA,NA,NA,-67.891
90588,-1.96579,3.21695,-4.75683,NA,NA,NA,-64.813
90756,-1.09332,3.6732,-4.86234,NA,NA,-29.008,NA
90964,-0.952959,4.05212,-4.78286,NA,NA,NA,-65.378
91033,-1.35386,4.50196,-4.18063,-92.619,NA,NA,NA
91238,-1.13455,3.71743,-4.87442,NA,NA,NA,-62.959
91533,-1.51316,3.79236,-4.84191,NA,NA,NA,-21.613
91629,-1.8469,4.14417,-4.70975,NA,NA,-31.607,NA
91926,-1.40852,4.24739,-4.67471,-29.794,NA,NA,NA
92071,-2.3636,3.63783,-4.69435,-48.673,NA,NA,NA
92307,-2.46338,3.20961,-4.28935,NA,NA,-79.755,NA
92447,-1.95915,4.58438,-4.96888,-62.682,NA,NA,NA
92658,-1.76316,4.12325,-4.80529,NA,NA,NA,-34.738
92818,-2.53915,4.43469,-4.52059,NA,NA,-66.162,NA
93192,-2.41229,3.18369,-4.75281,NA,NA,NA,-68.822
93382,-2.1343,4.35969,-4.95462,NA,NA,NA,-53.989
93540,-1.56578,3.2669,-4.81236,NA,NA,-32.668,NA
93699,-1.2104,4.41256,-4.98708,NA,NA,NA,-67.114
93860,-1.42052,4.23874,-4.77397,NA,NA,-23.777,NA
94199,-1.74405,3.56005,-4.89632,NA,NA,NA,-27.315
94223,-1.59949,3.05897,-4.76483,NA,NA,-45.33,NA
94565,-1.21993,3.57592,-4.92059,NA,NA,NA,-48.229
94774,-1.50018,4.20518,-4.62564,NA,NA,NA,-51.113
94971,-1.26391,3.61893,-4.6371,-35.724,NA,NA,NA
95014,-1.35793,3.90894,-4.68743,NA,NA,NA,-30.48
95318,-1.39856,3.99838,-4.38088,NA,NA,-33.372,NA
95462,-1.95642,4.37118,-4.86528,NA,NA,-35.48,NA
95653,-1.69403,3.56142,-4.8045,NA,NA,-9.447,NA
95811,-2.64991,3.58371,-4.41016,NA,NA,-70.032,NA
96165,-2.60671,4.4816,-4.78172,NA,NA,-65.229,NA
96359,-1.67706,3.96401,-4.34516,NA,NA,-43.084,NA
96599,-1.48809,4.13722,-4.6811,-34.59,NA,NA,NA
96748,-1.24384,4.34102,-4.78644,-65.614,NA,NA,NA
96874,-1.50917,4.25615,-4.81837,NA,NA,-29.831,NA
97075,-2.12739,4.33326,-4.75794,-50.333,NA,NA,NA
97248,-2.34764,2.86259,-4.96307,NA,NA,-60.566,NA
97433,-1.46791,4.2141,-4.49861,NA,NA,-46.467,NA
97627,-1.48125,4.21523,-4.68886,-50.566,NA,NA,NA
97934,-1.4872,3.26431,-4.72135,NA,NA,NA,-63.372
98065,-1.59532,3.33914,-4.78292,NA,NA,-31.66,NA
98397,-1.88451,3.79026,-4.90481,NA,NA,NA,-34.594
98542,-2.09152,3.95934,-4.90532,NA,NA,-37.318,NA
98735,-2.07261,3.52949,-4.66551,NA,NA,NA,-53.837
98843,-1.78223,4.0831,-4.24186,NA,NA,NA,-62.203
99078,-1.51719,3.79419,-4.77774,NA,NA,-14.191,NA
99328,-2.34053,4.15974,-4.13376,NA,NA,-65.547,NA
99472,-1.80548,4.66918,-4.93637,-61.278,NA,NA,NA
99706,-1.64674,4.12359,-4.95277,NA,NA,NA,-31.784
99895,-2.30173,2.99012,-4.79159,NA,NA,-58.149,NA
100083,-1.72125,4.45516,-4.76733,NA,NA,NA,-49.059
100400,-1.36685,3.21079,-4.88113,NA,NA,NA,-63.147
100538,-1.31253,4.395,-4.43969,NA,NA,-68.103,NA
100613,-1.5654,3.51151,-4.86269,NA,NA,-5.623,NA
100881,-1.06763,4.28165,-4.56942,NA,NA,-62.987,NA
101053,-2.15866,4.34229,-4.61625,-52.189,NA,NA,NA
101289,-1.58495,4.32558,-4.44911,NA,NA,NA,-57.158
101532,-1.82852,4.28468,-4.94709,NA,NA,-40.212,NA
101722,-2.12969,3.94223,-4.35106,NA,NA,NA,-55.981
101971,-2.90995,4.16384,-4.75447,NA,NA,-75.771,NA
102115,-2.12692,4.37819,-4.415,NA,NA,NA,-58.132
102317,-1.99147,4.17853,-4.22623,NA,NA,-66.391,NA
102579,-1.75833,4.72471,-4.93928,NA,NA,-44.603,NA
102619,-1.43072,3.67971,-4.40834,NA,NA,-22.338,NA
102962,-2.26212,3.19413,-4.51575,NA,NA,-69.521,NA
103116,-2.09628,4.48225,-4.35304,NA,NA,-61.795,NA
103229,-2.42753,3.79334,-4.22082,NA,NA,-78.18,NA
103429,-1.78038,3.48691,-4.61614,NA,NA,NA,-45.482
103704,-1.86371,4.42785,-4.41943,-58.311,NA,NA,NA
103921,-1.66598,3.99273,-4.30791,-48.866,NA,NA,NA
104018,-1.96347,4.09862,-4.63717,-39.202,NA,NA,NA
104207,-2.24955,4.0479,-4.9069,NA,NA,-43.597,NA
104584,-1.93479,4.32778,-4.78478,NA,NA,-41.527,NA
104738,-1.602,3.68629,-4.87126,NA,NA,-21.698,NA
104924,-1.08415,3.99607,-4.92391,-33.542,NA,NA,NA
105009,-1.37549,3.6939,-4.8195,-14.224,NA,NA,NA
105266,-1.56409,3.48742,-4.77996,-45.371,NA,NA,NA
105540,-0.983939,4.14282,-4.47782,NA,NA,-61.108,NA
105724,-1.01021,3.70403,-4.53389,-58.3,NA,NA,NA
105977,-1.45514,4.30775,-4.32021,NA,NA,NA,-47.866
106026,-2.20853,4.23634,-4.16365,NA,NA,-64.486,NA
106381,-1.72479,3.43586,-4.48147,-41.712,NA,NA,NA
106486,-2.62432,3.52157,-4.81499,NA,NA,NA,-71.991
106734,-1.46489,4.19112,-4.47094,NA,NA,-48.91,NA
106920,-1.23407,4.28105,-4.53136,NA,NA,-57.587,NA
107042,-1.68853,3.96454,-4.7639,NA,NA,-12.264,NA
107277,-1.92872,4.49619,-4.66821,NA,NA,NA,-58.365
107599,-1.45157,4.07973,-4.29031,NA,NA,NA,-58.111
107694,-1.82896,3.688,-4.97868,NA,NA,-13.883,NA
107833,-1.29231,4.58115,-4.92928,NA,NA,-65.654,NA
108073,-1.73639,4.15215,-4.85288,NA,NA,NA,-31.321
108346,-2.11869,4.38292,-4.70366,NA,NA,NA,-60.038
108435,-2.58247,4.17882,-4.80754,NA,NA,-48.183,NA
108618,-1.9112,3.77877,-4.77261,-24.514,NA,NA,NA
108908,-2.15507,4.52268,-4.59614,NA,NA,-58.971,NA
109124,-3.05399,4.03957,-4.94073,NA,NA,-77.091,NA
109332,-1.70061,3.37594,-4.99415,-29.579,NA,NA,NA
109460,-2.54623,4.60557,-4.98716,NA,NA,-72.315,NA
109713,-2.10116,4.86518,-4.59997,-73.845,NA,NA,NA
109992,-2.1446,4.54316,-4.85861,-60.251,NA,NA,NA
110030,-1.66223,3.58347,-4.83005,NA,NA,NA,-25.959
110244,-1.66242,3.72363,-4.28629,NA,NA,NA,-38.685
110553,-1.33027,3.46584,-4.07677,NA,NA,-89.085,NA
110688,-2.03557,3.77921,-4.18125,NA,NA,-56.347,NA
110928,-1.36842,4.09391,-4.76488,NA,NA,-32.552,NA
111113,-1.4868,3.87207,-4.68132,-34.343,NA,NA,NA
111310,-2.25132,4.01515,-4.66045,-49.509,NA,NA,NA
111533,-2.11128,3.65375,-4.61878,NA,NA,NA,-45.475
111748,-1.34951,3.55783,-4.71232,NA,NA,-7.98,NA
111818,-2.01607,3.90867,-4.2302,NA,NA,-41.965,NA
112159,-2.36058,4.10429,-4.61981,NA,NA,-52.461,NA
112241,-1.70914,3.2978,-4.92184,NA,NA,-36.919,NA
112449,-1.77486,3.8366,-4.33713,-40.427,NA,NA,NA
112629,-1.0388,3.94638,-4.74455,NA,NA,-28.972,NA
112951,-1.90943,3.48825,-4.8101,NA,NA,-35.658,NA
113064,-2.4134,3.90675,-4.74929,NA,NA,-41.692,NA
113383,-2.31864,4.63907,-4.87825,NA,NA,-47.67,NA
113484,-1.63027,4.404,-4.64236,NA,NA,-48.204,NA
113721,-2.06533,3.64059,-4.76697,NA,NA,-34.974,NA
113858,-1.67279,3.68908,-4.50474,NA,NA,-24.723,NA
114170,-1.62504,3.71631,-4.56048,-30.115,NA,NA,NA
114324,-1.92906,3.88501,-4.85489,NA,NA,-28.386,NA
114475,-1.37248,4.15988,-4.52688,NA,NA,NA,-51.02
114719,-2.25284,3.97586,-4.91378,NA,NA,-43.005,NA
114816,-2.29119,4.50245,-4.4646,NA,NA,-63.011,NA
115087,-2.25261,3.91104,-4.59494,NA,NA,-44.27,NA
115266,-1.42097,4.08459,-4.42835,-45.413,NA,NA,NA
115471,-2.38501,3.62641,-4.39187,NA,NA,-60.281,NA
115638,-1.92096,3.95738,-4.99078,NA,NA,-28.277,NA
115909,-1.21823,3.87448,-4.86187,NA,NA,NA,-44.458
116154,-2.63246,3.81243,-4.44974,NA,NA,-57.989,NA
116291,-2.29355,3.94819,-4.90176,-42.934,NA,NA,NA
116439,-1.92369,4.21798,-3.74387,-85.684,NA,NA,NA
116748,-1.40647,4.48928,-4.57174,NA,NA,-59.634,NA
116966,-2.89529,3.4234,-4.43968,NA,NA,-70.809,NA
117181,-2.51853,3.75255,-4.97955,NA,NA,-57.471,NA
117229,-2.25749,4.14389,-4.84695,NA,NA,NA,-43.86
117412,-1.73297,3.46093,-4.62486,-31.015,NA,NA,NA
117762,-2.32459,3.80057,-4.30254,NA,NA,NA,-45.026
117948,-1.2246,4.42863,-4.80066,-69.716,NA,NA,NA
118140,-1.32512,3.71664,-4.29996,-69.337,NA,NA,NA
118345,-1.99144,3.81632,-4.47731,NA,NA,-27.19,NA
118492,-1.5249,3.81189,-4.62942,NA,NA,NA,-27.917
118683,-2.08459,2.82314,-4.69368,NA,NA,NA,-78.789
118940,-1.8067,3.50818,-4.69676,NA,NA,-20.439,NA
119139,-1.30509,3.94324,-4.94467,NA,NA,NA,-40.303
119215,-1.01051,3.82349,-4.8382,-27.712,NA,NA,NA
119557,-1.89283,3.46017,-4.94929,NA,NA,NA,-42.138
119692,-2.4438,3.21068,-4.75863,-75.263,NA,NA,NA
119827,-1.71608,4.21187,-4.59916,NA,NA,NA,-42.479
120050,-1.55007,3.73048,-4.8602,NA,NA,-20.424,NA
120324,-1.374,4.48754,-4.94213,NA,NA,-55.008,NA
120573,-1.71303,3.85103,-4.70101,NA,NA,-8.744,NA
120601,-1.37005,3.96921,-4.77055,NA,NA,-22.215,NA
120841,-1.17412,3.79854,-4.28096,NA,NA,-64.552,NA
121005,-1.66361,3.88699,-4.45678,NA,NA,NA,-35.052
121224,-2.71282,4.03706,-4.48353,NA,NA,-66.693,NA
121507,-2.34813,4.83196,-4.91922,NA,NA,-60.817,NA
121623,-1.95927,4.5908,-4.95546,NA,NA,-63.99,NA
121815,-1.97736,3.93411,-4.74613,NA,NA,-33.848,NA
122092,-1.56907,3.55326,-4.84042,-6.239,NA,NA,NA
122288,-1.65543,4.63541,-4.91985,NA,NA,-40.731,NA
122597,-1.89088,4.50261,-4.79504,NA,NA,-51.263,NA
122788,-2.61978,4.6752,-4.7125,NA,NA,NA,-68.845
122949,-1.73742,4.58764,-4.85953,-46.782,NA,NA,NA
123110,-1.66281,3.98079,-4.50435,NA,NA,NA,-41.977
123292,-2.24912,3.85699,-4.51558,NA,NA,-48.9,NA
123596,-1.16783,4.35107,-4.93164,NA,NA,NA,-54.994
123620,-1.32537,3.75259,-4.86238,NA,NA,NA,-25.871
123979,-1.54738,4.28097,-4.45335,NA,NA,-47.795,NA
124098,-1.69583,3.6076,-4.6568,NA,NA,-20.558,NA
124383,-1.72637,4.18871,-4.72849,NA,NA,-35.735,NA
124555,-2.14524,4.35017,-4.34865,NA,NA,-63.19,NA
124710,-1.9177,4.26018,-4.81729,NA,NA,NA,-59.722
124997,-1.61512,4.11703,-4.94972,NA,NA,NA,-37.901
125120,-2.33174,4.70266,-4.7786,NA,NA,-53.359,NA
125313,-1.1929,3.91115,-4.80629,NA,NA,-27.966,NA
125554,-1.32384,3.7743,-4.69462,-15.567,NA,NA,NA
125699,-2.03401,3.84577,-4.41923,NA,NA,NA,-69.604
125865,-2.15107,4.61496,-4.70891,NA,NA,-59.924,NA
126065,-1.45404,3.92533,-4.81472,NA,NA,-20.645,NA
126395,-1.43654,3.71656,-4.78387,NA,-32.531,NA,NA
126555,-2.07879,3.83958,-4.75358,NA,NA,-39.434,NA
126752,-1.1299,3.33294,-4.94114,NA,NA,NA,-46.495
126843,-1.84837,3.10389,-4.80205,NA,NA,NA,-65.302
127094,-1.55321,3.63247,-4.87602,NA,NA,NA,-23.924
127349,-1.55769,4.02875,-4.32658,NA,NA,NA,-58.313
127583,-2.41535,3.77201,-4.63003,NA,NA,-48.613,NA
127726,-1.28781,4.49276,-4.76541,NA,NA,NA,-62.393
127819,-1.08185,4.48472,-4.52625,-87.731,NA,NA,NA
128043,-1.80351,4.17334,-4.7027,NA,NA,-34.972,NA
128214,-1.86607,4.22685,-4.72518,NA,NA,-34.343,NA
128417,-1.91381,4.44105,-4.87632,NA,NA,-43.524,NA
128638,-1.38985,3.59252,-4.64396,NA,NA,-9.692,NA
128833,-2.37456,4.34126,-4.66529,NA,NA,-55.953,NA
129064,-1.6198,3.81471,-4.95551,NA,NA,NA,-42.641
129276,-2.04716,3.27033,-4.71298,NA,NA,NA,-74.87
129440,-1.48697,3.83737,-4.44658,NA,NA,-25.131,NA
129631,-1.82281,4.43127,-4.81038,-49.44,NA,NA,NA
129931,-2.02343,4.81665,-4.85772,NA,NA,-62.256,NA
130002,-1.89965,3.65989,-4.72688,NA,NA,-21.225,NA
130303,-2.52425,4.1892,-4.88042,NA,NA,NA,-64.001
130560,-2.31432,3.66001,-4.85678,-38.984,NA,NA,NA
130709,-2.46295,3.9196,-4.18162,NA,NA,NA,-67.759
130914,-1.60835,3.69463,-4.92855,NA,NA,-20.276,NA
131106,-1.7315,3.88119,-4.96111,-14.834,NA,NA,NA
131392,-1.35949,4.25169,-4.45993,NA,NA,NA,-45.936
131519,-1.55413,4.2574,-4.83382,NA,NA,-34.61,NA
131747,-1.54618,4.05071,-4.31921,-74.579,NA,NA,NA
131886,-1.45171,3.3131,-4.90566,NA,NA,NA,-56.939
132043,-1.27267,3.82776,-4.99439,-25.597,NA,NA,NA
132202,-1.78656,4.3498,-4.93448,NA,NA,-43.504,NA
132590,-1.52867,4.07889,-4.69606,NA,NA,-26.074,NA
132609,-2.23756,4.33567,-4.88131,-52.395,NA,NA,NA
132915,-1.78227,3.63235,-4.65467,NA,NA,-29.141,NA
133151,-1.40512,4.19404,-4.48028,NA,NA,-48.011,NA
133232,-1.51844,4.15941,-4.80331,NA,NA,-22.781,NA
133582,-1.4592,4.01385,-4.27244,NA,NA,NA,-62.318
133748,-1.53987,4.26148,-4.92669,-34.347,NA,NA,NA
133936,-1.64408,3.52599,-4.26258,NA,NA,-36.558,NA
134134,-1.54765,3.45857,-4.58041,-22.773,NA,NA,NA
134218,-1.6706,3.13072,-4.79684,NA,NA,-42.092,NA
134525,-2.12233,3.81852,-4.73375,NA,NA,NA,-38.916
134791,-2.48356,3.52356,-4.77042,NA,NA,-57.268,NA
134997,-1.86746,4.37164,-4.66197,-46.88,NA,NA,NA
135034,-1.73864,3.93891,-4.89023,NA,NA,-11.685,NA
135335,-1.37967,4.24236,-4.73702,NA,NA,-26.273,NA
135410,-2.12478,4.87603,-4.5007,NA,NA,-72.538,NA
135774,-1.97466,4.12406,-4.76853,NA,NA,-28.549,NA
135893,-1.55395,3.92781,-4.1745,-59.899,NA,NA,NA
136033,-2.39484,4.63649,-4.60983,NA,NA,-64.717,NA
136211,-1.83677,4.6572,-4.69842,NA,NA,NA,-64.307
136486,-1.83555,4.53423,-4.58295,NA,NA,NA,-59.295
136635,-1.84714,3.475,-4.98703,NA,NA,-30.662,NA
136931,-2.41029,3.80167,-4.64147,NA,NA,-52.559,NA
137069,-1.01521,4.25423,-4.39803,NA,NA,-84.878,NA
137359,-1.21249,3.97257,-4.56362,NA,NA,-39.399,NA
137426,-1.23758,3.89421,-4.96672,-25.295,NA,NA,NA
137715,-2.24202,3.75618,-4.36077,NA,NA,NA,-48.423
137932,-2.44992,4.2174,-4.84694,-61.503,NA,NA,NA
138086,-1.40976,3.57737,-4.81088,NA,NA,-5.208,NA
138335,-1.24732,3.50484,-4.56818,NA,NA,-27.55,NA
138513,-1.18701,3.7722,-4.47775,NA,NA,-45.171,NA
138747,-1.3749,4.41393,-4.48121,NA,NA,NA,-59.271
138893,-1.42088,3.91506,-4.62124,NA,NA,-19.488,NA
139164,-1.79504,3.702,-4.97117,NA,NA,-12.855,NA
139322,-2.74827,4.27438,-4.77901,NA,NA,NA,-71.562
139416,-2.82003,4.45977,-4.34399,-81.452,NA,NA,NA
139648,-2.0144,4.33337,-4.0033,NA,NA,-69.038,NA
139989,-2.20765,3.22692,-4.49794,NA,NA,-63.349,NA
140042,-1.89949,4.67923,-4.84988,NA,NA,NA,-56.386
140325,-1.43146,3.57323,-4.95124,NA,NA,-5.087,NA
140536,-2.05487,4.45709,-4.59759,NA,NA,-52.525,NA
140619,-1.89169,4.49389,-4.30361,-68.27,NA,NA,NA
140861,-2.73107,3.84077,-4.67301,NA,NA,-65.869,NA
141086,-1.42684,4.61066,-4.83384,NA,NA,NA,-49.445
141366,-2.26098,4.58548,-3.95193,NA,NA,-78.538,NA
141461,-2.39439,4.07114,-4.41462,NA,NA,-57.888,NA
141613,-2.73895,3.93457,-4.24091,-71.445,NA,NA,NA
141998,-1.21087,3.73024,-4.82014,NA,NA,-11.653,NA
142185,-1.32036,3.42277,-4.94064,-33.991,NA,NA,NA
142370,-1.72264,3.58177,-4.47222,-27.292,NA,NA,NA
142410,-2.00815,4.23269,-4.66767,NA,NA,-33.647,NA
142734,-1.32592,3.84062,-4.52198,NA,NA,-19.347,NA
142909,-1.98429,4.28695,-4.84446,-33.065,NA,NA,NA
143100,-2.48231,3.72975,-4.58935,NA,NA,-56.114,NA
143347,-1.64183,4.20994,-4.82606,NA,-49.383,NA,NA
143527,-2.19303,3.83353,-4.83007,NA,NA,NA,-48.256
143792,-2.27313,4.62226,-4.58662,-66.021,NA,NA,NA
143895,-2.36224,3.49772,-4.74012,NA,NA,NA,-49.715
144112,-1.6624,3.70005,-4.81957,NA,NA,-17.775,NA
144302,-1.28437,4.06592,-4.73582,-27.375,NA,NA,NA
144575,-2.10835,3.86538,-4.79643,-39.888,NA,NA,NA
144655,-1.68498,3.14579,-4.31999,-76.481,NA,NA,NA
144859,-1.44684,4.18677,-4.53894,-61.05,NA,NA,NA
145066,-1.19669,3.53776,-4.4574,NA,NA,NA,-58.939
145286,-2.05387,4.1488,-4.64521,NA,NA,-41.189,NA
145545,-2.2121,4.01093,-4.2377,NA,NA,NA,-60.612
145604,-2.08881,4.48125,-4.80723,-58.066,NA,NA,NA
145965,-1.1692,3.74253,-4.91827,-17.209,NA,NA,NA
146081,-1.26679,3.88819,-4.95975,NA,NA,-17.746,NA
146236,-2.31818,3.19813,-4.65186,-71.955,NA,NA,NA
146439,-1.68855,3.69901,-4.7463,-10.649,NA,NA,NA
146789,-1.4275,3.83105,-4.78737,NA,NA,NA,-24.123
146927,-1.40916,4.20013,-4.67386,NA,NA,-25.114,NA
147015,-1.29967,3.94689,-4.61524,NA,NA,-33.749,NA
147246,-1.05051,4.64551,-4.67793,NA,NA,-65.811,NA
147556,-1.67629,4.31901,-4.87357,NA,NA,-40.152,NA
147727,-1.28327,4.35078,-4.43864,NA,NA,-64.824,NA
147853,-1.72733,3.13936,-4.86046,-48.438,NA,NA,NA
148021,-2.00214,3.89709,-4.97946,NA,NA,-32.538,NA
148267,-2.27358,4.2,-4.44967,-53.631,NA,NA,NA
148449,-1.67604,4.41347,-4.8009,-48.944,NA,NA,NA
148642,-1.85187,3.90869,-4.59059,-31.496,NA,NA,NA
148921,-1.25755,3.86137,-4.20215,NA,NA,-53.474,NA
149050,-1.31843,4.44443,-4.67893,NA,NA,NA,-66.349
149378,-0.972734,3.96822,-4.73471,-46.625,NA,NA,NA
149587,-2.10054,4.13209,-4.61351,NA,NA,-44.927,NA
149610,-2.10448,4.08457,-4.88382,NA,NA,-34.225,NA
149976,-1.68636,4.06497,-4.55687,-43.268,NA,NA,NA
150043,-1.60031,4.15491,-4.67513,NA,NA,-33.304,NA
150349,-2.25782,4.26058,-4.0928,NA,NA,-66.602,NA
150427,-2.25639,3.77779,-4.79393,NA,NA,-41.845,NA
150774,-1.42734,4.4166,-4.44792,NA,NA,NA,-59.073
150922,-2.45572,4.65643,-4.96887,NA,NA,-64.284,NA
151138,-1.65504,3.8973,-4.767,NA,NA,-6.647,NA
151363,-2.01681,4.06742,-4.56136,-43.633,NA,NA,NA
151530,-1.33019,4.11045,-4.9978,NA,NA,-22.587,NA
151700,-1.60759,3.43596,-4.34049,NA,NA,-55.342,NA
151869,-1.55408,3.53791,-4.26694,NA,NA,NA,-69.373
152148,-1.20834,3.48244,-4.75472,NA,NA,-23.468,NA
152336,-1.59154,3.50805,-4.66001,-22.121,NA,NA,NA
152478,-2.12495,3.52089,-4.45831,NA,NA,NA,-51.722
152799,-2.12245,3.71635,-4.58453,NA,NA,NA,-45.163
152883,-1.65408,3.75274,-4.50217,NA,NA,-23.314,NA
153064,-1.98737,4.74932,-4.54253,NA,NA,NA,-69.519
153322,-1.95038,4.46257,-4.64177,NA,NA,NA,-59.062
153579,-1.90335,4.07876,-4.68747,NA,NA,-36.912,NA
153618,-1.85238,4.53296,-4.6204,-60.642,NA,NA,NA
153839,-2.28441,4.34316,-4.86999,NA,-50.026,NA,NA
154200,-1.52761,3.84578,-4.88551,NA,NA,NA,-31.584
154204,-1.56943,3.5998,-4.60721,NA,NA,NA,-43.517
154519,-1.64176,4.53705,-4.19184,-80.871,NA,NA,NA
154781,-1.28146,4.28116,-4.86494,NA,NA,-43.567,NA
154886,-1.78647,4.22897,-4.83765,NA,NA,NA,-35.659
155086,-2.01566,3.95889,-4.58019,NA,NA,NA,-44.824
155216,-2.0627,4.21778,-4.69658,-60.323,NA,NA,NA
155402,-2.14697,3.46378,-4.22319,NA,NA,-69.405,NA
155703,-1.35253,3.39278,-4.6641,NA,NA,-25.299,NA
155901,-2.35984,4.21728,-4.85501,NA,NA,-56.122,NA
156193,-1.51415,4.48388,-4.95813,NA,NA,NA,-58.585
156284,-1.5211,3.35088,-4.38406,NA,NA,-50.62,NA
156576,-2.3489,3.86445,-4.71633,-42.114,NA,NA,NA
156650,-1.9484,3.99677,-4.87421,NA,NA,-29.849,NA
156805,-0.773858,3.79906,-4.3366,NA,NA,-67.02,NA
157116,-1.20418,3.58294,-4.72781,NA,NA,-17.494,NA
157306,-1.85811,4.04416,-4.86451,NA,NA,NA,-42.334
157455,-2.43537,4.11209,-4.9861,NA,NA,-55.236,NA
157606,-1.71211,3.67506,-4.71374,NA,NA,-7.281,NA
157865,-1.49646,4.04096,-4.20995,NA,NA,-54.594,NA
158054,-2.04643,3.69558,-4.97312,NA,NA,-34.812,NA
158393,-1.56585,4.33874,-4.90152,NA,NA,-41.895,NA
158565,-1.74429,3.78067,-4.76029,NA,NA,NA,-32.606
158793,-0.888296,3.67301,-4.71183,NA,NA,-69.297,NA
158845,-1.60986,3.22517,-4.5115,NA,NA,-41.59,NA
159113,-1.47593,4.02492,-4.96224,NA,NA,NA,-32.705
159375,-1.64814,4.54857,-4.44561,NA,NA,NA,-59.526
159562,-1.30396,4.71096,-4.27557,NA,NA,-62.845,NA
159682,-2.11036,4.59082,-4.1648,-70.254,NA,NA,NA
159930,-1.41587,4.33196,-3.71272,NA,NA,-72.748,NA
160036,-2.45216,4.00786,-4.51802,NA,NA,-56.237,NA
160315,-2.0511,4.42406,-4.96079,NA,NA,NA,-52.759
160409,-1.47061,3.52946,-4.60694,NA,NA,-12.476,NA
160790,-1.23913,4.24986,-4.93253,NA,NA,-43.832,NA
160861,-1.5787,3.57411,-4.98894,NA,NA,-19.359,NA
161135,-2.40031,3.50895,-4.48851,-58.982,NA,NA,NA
161281,-1.10675,4.12175,-4.78412,NA,NA,NA,-50.528
161544,-2.65226,4.16614,-4.56136,NA,NA,-66.019,NA
161741,-1.38277,4.42986,-4.65424,-67.186,NA,NA,NA
161969,-1.07937,3.58266,-4.76025,NA,NA,-32.284,NA
162081,-1.54748,4.38045,-4.8698,-44.354,NA,NA,NA
162285,-1.71347,3.67658,-4.72389,NA,NA,-14.383,NA
162567,-2.4275,3.75323,-4.69601,NA,NA,-46.512,NA
162705,-1.78007,4.69717,-4.49847,NA,NA,-63.874,NA
162990,-1.67971,3.8772,-4.30929,-49.478,NA,NA,NA
163008,-2.05531,4.15835,-4.82408,NA,NA,NA,-58.253
163374,-1.99319,3.67068,-4.94283,-31.322,NA,NA,NA
163490,-2.23977,3.8087,-4.14512,-73.753,NA,NA,NA
163730,-1.92254,4.08802,-4.44017,NA,NA,-44.336,NA
