id,x0,x1,x2,fitness7.5,fitness6,fitness7,fitness9.5,fitness8,fitness6.5,fitness9,fitness8.5,fitness4,fitness4.5,fitness2.5,fitness3.5,fitness3,fitness5,fitness10,fitness10.5,fitness5.5,fitness0.5,fitness1.5
36140,5.03711,7.63573,7.3273,0.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36236,5.52631,7.88598,7.90219,NA,NA,NA,NA,NA,0.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36571,5.08317,7.37465,8.85478,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36723,6.31408,8.42914,7.48311,0.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36848,5.5439,8.59609,6.20176,NA,NA,NA,NA,-0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116,4.41576,9.32173,6.49009,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37287,2.47815,8.37319,7.07188,NA,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37438,3.36496,8.30906,8.07162,NA,NA,NA,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37736,3.4886,8.46166,7.55701,NA,NA,NA,NA,NA,NA,NA,0.503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37956,3.84079,7.52654,7.46748,0.923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38082,4.75977,7.01659,7.90111,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38335,6.20408,8.25137,8.41441,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38464,6.40532,7.32905,8.09293,NA,NA,0.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38661,6.59116,8.93427,7.19381,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38961,5.77937,7.52034,7.68955,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39112,3.65773,8.99278,9.42259,NA,NA,NA,NA,0.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39369,4.26873,9.71228,8.41399,NA,NA,NA,NA,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39427,6.48731,9.00438,8.42861,NA,NA,0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39757,6.40023,8.45796,10.093,NA,NA,0.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39894,7.26099,8.25853,10.5,NA,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40114,8.25034,7.75644,10.0585,0.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40298,8.83744,8.88377,9.89968,NA,NA,NA,NA,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40526,7.63682,8.8089,8.10669,NA,NA,NA,NA,NA,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40715,6.31205,7.29292,9.32154,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40941,7.82565,7.05083,8.54278,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41167,8.55975,8.67494,7.30803,NA,NA,0.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41248,6.72659,9.08312,7.23676,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41560,6.08022,8.41299,7.91286,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41725,5.97418,7.91745,7.42274,NA,NA,0.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41882,6.4929,7.65382,7.55306,NA,NA,NA,NA,NA,NA,NA,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42045,5.99568,6.45108,7.69616,NA,NA,NA,NA,NA,NA,-0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42345,7.467,7.12725,8.35719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399,NA,NA,NA,NA
42468,8.11452,6.48726,8.00694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA
42698,7.42262,7.03366,8.01782,NA,NA,NA,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42859,6.66987,6.66414,6.23807,NA,NA,NA,NA,NA,NA,-0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43002,5.98371,8.56858,7.13356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125,NA,NA,NA,NA
43285,7.02036,8.866,8.24109,NA,NA,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43539,7.02915,10.4935,7.11322,NA,NA,NA,NA,0.302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43627,7.58436,10.5,6.99013,NA,NA,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43955,8.25775,10.5,7.89041,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44036,8.75083,9.91364,8.37828,NA,NA,0.232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44307,7.66233,9.73504,7.81453,NA,NA,NA,NA,NA,NA,NA,0.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44436,7.91067,8.70939,6.62351,NA,NA,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44718,8.6627,8.68504,6.2931,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44951,8.31466,8.93772,6.95907,NA,NA,NA,NA,0.584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45160,9.1825,7.70668,7.51857,NA,NA,NA,NA,NA,NA,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45285,8.25671,7.30266,7.54963,NA,NA,NA,NA,NA,NA,0.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45452,8.07469,8.00557,6.65783,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45662,7.92349,7.3059,8.38633,NA,NA,NA,NA,NA,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45947,8.36291,7.86098,6.98524,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46002,7.76418,7.18035,8.51501,NA,NA,NA,NA,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46255,7.43005,5.92212,7.70128,NA,NA,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46463,7.54605,6.23547,7.49016,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46701,8.11339,7.28207,7.24845,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46971,8.04948,6.91468,6.23183,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47031,8.0789,6.41326,7.74915,NA,NA,NA,NA,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47371,7.20801,6.74332,7.64114,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47403,6.07072,4.97248,7.40713,NA,NA,NA,NA,0.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47634,6.1408,5.10619,8.72434,NA,NA,NA,NA,NA,NA,NA,-0.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47893,6.26534,3.53551,8.70013,NA,NA,NA,NA,NA,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48196,6.33303,5.48971,8.33164,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48254,7.3691,6.05951,9.02951,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48579,8.45737,6.71705,8.70143,NA,NA,NA,NA,NA,NA,NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48746,8.48114,5.67545,8.30211,NA,NA,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48920,7.83807,6.2053,8.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA
49121,9.26135,6.93151,7.95898,NA,NA,NA,NA,NA,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49242,8.63922,7.01189,7.81348,NA,NA,NA,NA,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49539,7.27619,8.01194,8.16059,0.901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49601,7.61688,8.12163,7.66951,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49931,7.07542,7.60643,8.33777,NA,NA,NA,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50131,8.51105,7.77829,7.77877,0.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50216,7.79541,8.9319,8.11125,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50532,7.14251,10.5,8.78567,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50785,8.02273,10.0982,7.98518,NA,NA,NA,NA,NA,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50835,7.20074,8.8011,8.44799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA
51192,6.76222,9.66297,5.64049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.482,NA,NA,NA,NA,NA
51220,6.68858,7.86836,5.09386,NA,-0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51490,4.74737,8.15411,6.55923,NA,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51628,5.86196,7.65646,7.71659,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51808,5.61217,7.63294,8.25665,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52059,5.79703,7.92541,8.10453,NA,NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52241,5.4573,8.72704,7.34578,NA,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52402,4.16691,7.159,8.09888,NA,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52639,5.39932,6.44906,7.95311,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52997,5.7135,7.76584,8.0081,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53138,6.10772,9.10089,7.73875,NA,-0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53364,4.24942,8.1465,7.56808,0.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53443,4.83031,8.69262,8.90523,0.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53631,4.35943,8.63651,8.53195,NA,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53884,4.03831,7.21111,7.84853,0.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54195,4.74706,6.26109,8.28144,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54223,3.99674,8.61344,8.83625,NA,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54464,5.08865,8.1983,9.24647,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54691,5.00325,8.75666,8.73755,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54925,5.27209,7.80338,8.41974,NA,NA,NA,NA,NA,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55193,6.33604,9.30589,8.7419,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,NA,NA,NA
55218,7.49154,9.40751,8.42656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA
55564,9.1466,8.23977,8.19713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389,NA
55772,8.67021,8.29852,9.49394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.091
55976,8.28169,7.23164,7.6707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749
56046,8.44421,7.25036,7.63708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456,NA
56230,7.79366,6.84696,8.49879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34
56495,7.74332,6.98315,8.44057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA,NA,NA,NA,NA,NA
56783,7.09105,6.766,8.32075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357,NA,NA,NA,NA,NA
56962,7.78297,7.26656,7.01728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361,NA,NA
57096,8.20238,7.92888,8.13698,NA,NA,NA,NA,NA,0.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57209,9.13168,7.66228,7.70158,NA,NA,NA,NA,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57566,7.81426,8.60141,8.30218,NA,NA,NA,NA,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57763,8.35489,7.2147,7.66888,NA,NA,NA,0.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57941,7.05064,7.13614,9.27949,NA,NA,NA,NA,NA,NA,0.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58064,8.23247,7.12205,9.80282,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58206,7.14904,7.72958,10.5,NA,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58584,5.71565,7.67609,10.5,NA,NA,NA,NA,-0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58616,8.32554,8.32289,8.99907,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58973,8.25261,7.66086,7.86757,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59001,7.12594,6.40243,7.55543,NA,NA,0.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59360,7.31312,7.37151,6.89398,NA,0.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59582,7.14023,6.9423,7.38705,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59683,7.38477,6.93642,8.07672,NA,NA,NA,NA,0.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59960,7.94736,7.48488,8.71734,NA,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60059,7.60384,6.81889,8.69449,NA,0.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60306,8.17778,6.4588,8.81278,NA,NA,NA,NA,NA,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60522,7.76528,5.67222,9.6973,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60645,8.11155,4.08338,9.96843,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60890,6.27496,4.27789,9.10318,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61147,6.1253,2.69665,9.6549,NA,NA,NA,NA,-0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61229,6.22063,2.9809,8.40446,NA,NA,NA,NA,NA,NA,NA,-0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61500,7.0113,4.02988,7.88792,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61778,7.47154,3.13185,6.99424,NA,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61976,7.44349,2.71009,7.8883,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62167,7.67238,0.980679,7.33998,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62389,7.09216,2.04316,8.57659,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62427,7.10782,1.94687,9.80364,NA,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62766,6.87657,1.94216,9.96692,NA,NA,NA,NA,NA,NA,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62916,7.29372,1.8482,7.38962,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63169,6.87389,2.40546,7.95817,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63366,7.56634,3.7857,7.25304,NA,NA,NA,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63548,7.92547,3.76841,8.48901,NA,NA,NA,NA,NA,NA,NA,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63629,7.34095,3.69116,7.96329,NA,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63993,7.2808,2.89195,8.04351,NA,NA,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64138,7.46261,3.60558,7.76884,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64279,7.66706,2.13112,7.09922,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64464,9.59434,1.25075,6.85154,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64616,9.94229,2.09885,7.54305,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64998,9.58277,3.78007,6.87953,NA,NA,NA,NA,NA,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65023,8.61423,2.34983,8.83213,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65218,8.54323,0.5,7.72568,NA,NA,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65592,7.41628,0.5,8.35807,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65642,8.25279,1.31203,7.57619,NA,NA,NA,NA,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65827,7.8394,1.58272,7.57889,NA,NA,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66026,8.09055,0.5,6.87239,NA,NA,NA,NA,0.396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66389,8.00743,0.566787,6.7351,NA,NA,NA,NA,NA,NA,NA,0.527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66568,8.97692,0.5,7.07545,NA,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66668,8.12995,0.5,8.49507,NA,NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66979,6.28046,0.5,8.11933,NA,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67116,6.90316,2.24878,8.31405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.652,NA,NA,NA,NA,NA,NA,NA,NA,NA
67255,6.38806,3.24313,7.37427,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
67504,6.85785,3.53661,6.85191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206,NA,NA,NA,NA,NA
67749,7.34684,5.32457,8.01324,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67869,6.82007,6.86879,7.83039,NA,NA,NA,NA,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68189,7.75939,6.50268,7.8434,NA,NA,NA,NA,NA,NA,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68264,8.06488,7.27765,7.76696,NA,NA,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68436,8.0589,7.27672,8.05721,NA,NA,NA,NA,NA,NA,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68631,8.64827,6.9588,7.43484,NA,NA,NA,NA,NA,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68955,8.12284,7.60687,7.436,NA,NA,NA,NA,NA,NA,NA,0.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69104,8.39716,7.62466,7.48424,NA,NA,NA,NA,NA,NA,0.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69332,7.28618,8.07246,7.42631,NA,NA,NA,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69507,6.7588,8.39282,7.33209,0.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69791,7.50895,8.67917,7.87971,NA,NA,NA,NA,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69888,7.2746,9.52738,8.01897,NA,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70065,7.33048,8.83378,6.58237,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70272,7.65484,8.37517,6.91391,NA,NA,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70456,9.41833,8.44752,7.17534,NA,NA,0.327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70730,7.92525,8.24047,6.80503,NA,NA,0.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70924,7.03797,8.00784,6.29855,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71020,7.86817,8.36645,6.58329,NA,NA,NA,NA,NA,0.414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71293,7.87394,8.02701,7.15597,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71457,7.89562,6.78719,8.71029,NA,NA,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71773,7.9484,7.66241,9.76286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA
71840,7.36229,7.77799,10.2119,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA
72023,6.35954,8.34827,9.36716,NA,NA,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72298,7.48315,8.05586,9.90412,NA,NA,NA,NA,NA,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
