id,x0,x1,x2,fitness0.5,fitness-0.5,fitness-1.5,fitness-1,fitness-2.5,fitness-2,fitness0,fitness1.5,fitness1,fitness2,fitness2.5,fitness5,fitness3.5,fitness4,fitness4.5,fitness3,fitness-3,fitness-4,fitness-3.5,fitness-4.5,fitness-5
32365,-1.9958,-1.32453,0.0727775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993.409,NA,NA,NA,NA,NA,NA
32482,-1.30959,-0.660017,-1.02171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447.989,NA,NA,NA,NA,NA,NA,NA
32601,-0.943295,-1.19519,-1.54882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5237.872,NA,NA,NA,NA,NA,NA
32939,-0.476337,-1.36119,-1.38866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2269.343,NA,NA,NA,NA,NA,NA,NA,NA,NA
33148,-0.790967,-2.10501,-1.48576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5669.559,NA,NA,NA,NA,NA,NA
33224,-0.393625,-2.36043,-0.80207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119.729,NA,NA,NA,NA,NA,NA,NA,NA,NA
33508,-0.25185,-2.94437,-1.54192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.229,NA,NA,NA,NA,NA,NA,NA
33612,-0.942629,-3.12115,0.853955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685.992,NA,NA,NA,NA,NA,NA
33931,-1.31548,-2.50251,0.476717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.927,NA,NA,NA,NA,NA,NA,NA
34130,-1.34174,-2.61066,-0.481657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.955,NA,NA,NA,NA,NA,NA,NA
34296,0.699397,-1.26805,-0.982001,NA,NA,NA,NA,NA,NA,NA,NA,501.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34404,0.725649,-0.676547,-0.15523,732.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34777,0.102217,-0.936608,-0.0965792,NA,NA,NA,NA,NA,NA,NA,NA,222.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34812,-0.805567,-1.2143,1.69007,278.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35192,-1.48832,-0.11495,0.938279,867.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35391,-1.46179,0.808184,0.40842,NA,NA,1140.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35427,-0.214413,-0.116497,-0.933232,NA,NA,7820.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35601,-1.23694,-0.32253,-0.00447358,NA,NA,NA,NA,NA,1319.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35857,0.375629,-1.60649,-0.559212,NA,NA,NA,NA,NA,535.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36057,0.319477,-0.736789,0.752174,NA,NA,NA,2493.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36286,1.74257,-0.642971,-0.65946,NA,NA,NA,2293.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36500,1.14532,-2.45337,-0.344204,NA,NA,251.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36755,-0.194317,-1.46178,0.852069,NA,NA,NA,5539.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36882,-1.32414,-1.88071,-0.588049,NA,5207.347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37034,-0.688639,-1.03362,-0.852224,NA,NA,NA,NA,3558.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37379,-0.0861112,0.607202,-0.968256,NA,NA,NA,NA,155.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37449,-0.0749436,0.684855,-1.1773,NA,NA,NA,NA,NA,361.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37770,-0.941579,0.71796,-2.50837,NA,NA,NA,NA,287.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37968,-1.28214,-1.29475,-1.19786,NA,NA,NA,NA,NA,1177.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38098,-1.74879,-0.9445,-0.91466,NA,NA,NA,2141.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38386,-0.586749,-0.931003,-1.04505,NA,NA,NA,3323.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38494,-0.880739,-1.09796,-1.52017,NA,NA,NA,NA,NA,1359.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38700,-0.760278,-1.03436,-1.40189,NA,NA,NA,NA,NA,5853.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38895,-0.917731,-1.86904,-1.44951,NA,NA,NA,8832.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39019,-1.94143,-2.19187,-0.875674,NA,NA,NA,NA,NA,NA,1973.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39317,-1.635,-2.04209,0.155502,NA,NA,NA,NA,NA,NA,125.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39458,-1.28518,-1.63671,0.110796,89.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39637,-1.24243,-1.28598,0.284134,NA,NA,2596.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39919,0.0522993,-2.2416,1.1159,NA,NA,NA,22.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40028,-0.837494,-2.44311,1.21801,NA,971.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40279,-0.199035,-0.942671,1.14543,NA,NA,NA,707.644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40503,-0.534443,-1.46503,0.375379,NA,2129.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40786,-0.715354,-0.953437,-0.304708,NA,NA,NA,14144.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40810,-1.98952,-0.0534537,-0.906533,NA,6194.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41079,-1.26581,0.435315,0.199845,NA,NA,NA,795.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41356,-0.717308,0.358115,0.244467,NA,NA,1668.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41485,0.251881,-2.00481,1.72185,NA,NA,NA,NA,NA,163.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41781,-0.762648,-0.939123,1.77098,NA,NA,NA,6075.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41895,-2.17103,0.423906,-0.681143,NA,NA,NA,NA,NA,NA,789.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42162,-3.60889,-0.0503949,-0.687985,NA,NA,NA,786.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42364,-3.36579,-0.264866,-1.05953,NA,NA,NA,NA,NA,NA,475.591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42403,-1.61503,-2.10435,-1.52046,NA,NA,NA,NA,NA,NA,NA,NA,1655.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42620,-0.942144,-0.530271,-1.38237,NA,NA,NA,8913.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42908,-1.82843,0.811289,-1.98941,NA,NA,NA,321.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43056,0.0921255,-0.616562,-0.101786,NA,NA,NA,NA,NA,NA,649.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43252,-1.42409,0.70654,-0.825433,NA,NA,NA,NA,1602.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43501,-0.398693,0.0695778,-1.40921,NA,NA,NA,NA,NA,444.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43734,-0.58912,-0.737022,-0.709359,NA,NA,NA,NA,1686.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43944,-0.809624,-1.24914,-0.178586,NA,NA,NA,7075.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44047,-1.47153,-1.99639,-1.86899,NA,4029.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44238,-0.551814,-2.31662,-1.66419,NA,NA,220.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44537,-0.501618,-2.25547,-0.866059,NA,NA,439.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44610,-1.15832,-3.09668,-0.545602,NA,NA,NA,561.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45000,-1.50329,-1.84302,0.243443,NA,NA,NA,1621.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45012,-2.27133,-1.05285,-0.237509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.663,NA,NA,NA,NA
45343,-1.53512,-0.530678,-0.658129,NA,NA,NA,399.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45531,-1.4149,-1.45272,-0.935812,NA,4201.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45712,-1.36816,-1.30002,-0.343709,NA,9969.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45815,-0.294007,-0.559103,-0.566045,NA,NA,NA,3880.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46035,-0.75588,-1.49269,-0.561805,NA,NA,NA,NA,362.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46364,-1.55252,-1.92252,-1.63741,NA,NA,4864.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46444,-1.45725,-1.57474,0.173893,NA,NA,NA,841.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46642,-0.978343,-0.303288,-0.202815,NA,NA,6863.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46829,-0.205393,-2.0059,0.782798,NA,1429.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47198,-0.257017,-0.625651,0.715354,NA,NA,2293.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47259,-0.415411,-0.546699,0.45768,NA,NA,NA,NA,NA,196.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47479,-1.3454,-0.957829,-0.0982112,NA,NA,NA,NA,NA,NA,2808.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47601,-1.95297,-1.3981,-0.992119,NA,NA,NA,3896.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47933,-2.00858,-1.36529,0.473193,NA,679.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48112,-1.26334,-1.4359,-1.19099,NA,NA,NA,7070.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48220,-1.15321,-0.707936,-0.920568,NA,NA,NA,NA,NA,2040.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48477,-0.855933,-0.966759,-0.255799,NA,NA,NA,12110.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48601,-1.51541,-2.58691,-0.599829,NA,1681.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48976,-2.15943,-1.21737,-1.4136,NA,NA,2573.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49187,-2.85618,-2.15206,-1.69875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.79,NA,NA,NA,NA
49398,-2.16128,-1.23624,-1.88201,NA,NA,NA,NA,NA,725.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49530,-1.05518,-0.862812,-0.818725,NA,NA,11231.727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49649,-1.67703,-1.08552,-1.26798,NA,NA,986.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49951,-0.758234,0.712628,-1.1471,NA,NA,NA,NA,130.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50113,-1.48329,2.16117,-0.220572,NA,NA,2416.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50342,-1.24406,2.71312,-0.171082,NA,NA,NA,NA,NA,NA,438.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50541,-0.531808,4.15277,-0.770889,NA,NA,2489.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50729,-0.54215,4.83809,-0.122993,NA,NA,5125.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50876,-0.297648,2.7233,0.683391,NA,NA,NA,569.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51008,-0.594427,0.0554311,1.83182,NA,NA,685.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51348,-0.73212,-0.758627,0.283586,NA,NA,7495.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51586,-0.743512,-1.34578,-1.59311,NA,NA,NA,NA,5123.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51760,-1.32587,-1.35807,-1.24554,NA,NA,NA,NA,NA,4556.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51854,-1.0151,-0.380105,-0.775033,NA,5774.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52009,-1.2091,0.84368,-1.55812,NA,2686.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52382,-1.41569,1.41294,-2.02479,732.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52513,-1.08477,0.898866,-1.36225,257.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52685,-2.06924,-0.728782,-2.24317,NA,909.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52840,-1.39754,-1.91941,-0.726025,NA,NA,NA,13084.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53122,-0.442655,-1.88776,-2.13303,53.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53223,-1.87323,-2.03316,-2.87011,NA,NA,NA,NA,NA,NA,274.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53576,-1.22173,-0.187276,-2.68603,NA,590.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53691,-0.0922928,-1.07498,-2.158,NA,242.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53923,-0.214102,-1.74191,-3.18247,NA,NA,274.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54020,0.686384,-0.0834222,-1.90943,NA,NA,1116.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54243,-0.63062,-0.0270191,-0.777706,NA,5997.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54475,-0.722908,0.250091,-0.830177,NA,NA,NA,4768.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54711,-1.87699,0.0864563,-1.527,NA,473.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54969,-1.57869,1.06845,-1.56597,NA,NA,NA,136.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55019,-2.96365,-0.175992,-2.47189,NA,754.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55276,-2.54355,-1.36806,-1.48651,NA,NA,NA,5658.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55445,-2.88983,-1.42979,-1.24172,NA,NA,NA,1139.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55677,-2.3921,-1.38519,-1.46018,NA,4033.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55993,-2.79395,-1.92344,-0.68926,NA,NA,NA,NA,NA,NA,550.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56094,-1.10747,-1.63611,-1.696,NA,193.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56320,-2.0273,-1.53469,-1.04224,1271.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56471,-1.91774,-1.03322,-0.410861,NA,723.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56772,-1.97457,-0.698546,-0.710781,NA,4913.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56871,-2.14927,-0.892759,0.27652,NA,NA,NA,NA,NA,NA,NA,NA,91.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57170,-2.04749,-0.315569,-0.762957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1355.067,NA,NA,NA,NA,NA,NA,NA,NA
57260,-1.86221,-2.02153,-2.52407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324.61,NA,NA,NA,NA,NA,NA
57442,-3.03382,-1.47566,-3.42234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
57651,-2.81456,0.892501,-3.64566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.448,NA,NA,NA,NA,NA,NA
57861,-2.55718,-0.222123,-4.08413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.675,NA,NA,NA,NA,NA,NA,NA,NA,NA
58149,-2.32513,-1.48635,-4.01636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
58288,-1.57365,-0.612975,-4.33678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.051,NA,NA,NA,NA,NA,NA,NA,NA,NA
58435,-1.57686,-0.781582,-3.72326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.036,NA,NA,NA,NA,NA,NA
58699,0.0862998,-0.70762,-1.50578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2550.289,NA,NA,NA,NA,NA,NA,NA,NA,NA
58980,0.323076,-0.8475,-0.780901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.481,NA,NA,NA,NA,NA,NA
59085,-0.397602,-1.20902,-0.574469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.96,NA,NA,NA,NA,NA,NA,NA
59250,-1.02582,-0.971856,-0.396473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.767,NA,NA,NA,NA,NA,NA,NA
59562,-1.42543,0.0367622,-2.07617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2246.915,NA,NA,NA,NA,NA,NA,NA,NA,NA
59756,-1.32328,0.532663,-1.95389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.781,NA,NA,NA,NA,NA,NA,NA
59870,-1.58224,-0.693286,-1.13854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60198,-1.99028,-0.309166,-0.0896105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60392,-2.43073,-1.98603,-0.177638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60487,-2.17962,-1.70173,-0.60508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.459,NA,NA,NA,NA,NA,NA
60639,-1.30172,-1.92592,-1.52366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160.683,NA,NA,NA,NA,NA,NA,NA,NA
60836,-0.198105,-1.57563,-0.219104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4159.52,NA,NA,NA,NA,NA,NA
61001,-0.959361,-0.542699,-0.168253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2744.625,NA,NA,NA,NA,NA,NA
61371,-0.814934,-0.812321,0.316646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2791.667,NA,NA,NA,NA,NA,NA,NA,NA
61450,-1.04332,-0.695704,-1.6161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2294.618,NA,NA,NA,NA,NA,NA,NA
61646,-1.57239,-1.48153,-0.950314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16226.867,NA,NA,NA,NA,NA,NA,NA,NA,NA
61901,-1.52538,-0.833443,-0.0413435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6186.253,NA,NA,NA,NA,NA,NA
62059,-2.1509,-0.868084,-0.833174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9208.453,NA,NA,NA,NA,NA,NA,NA,NA,NA
62309,-2.48412,0.458914,0.277897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.317,NA,NA,NA,NA,NA,NA
62591,-1.30854,-0.888296,0.870503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488.86,NA,NA,NA,NA,NA,NA,NA
62728,-1.5811,-1.57638,1.09617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.357,NA,NA,NA,NA,NA,NA
62841,-1.80872,-0.547736,0.238429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.271,NA,NA,NA,NA,NA,NA
63075,-1.57511,0.323711,0.781542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.092,NA,NA,NA,NA,NA
63396,-0.895248,-0.425555,-0.234256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.809,NA,NA,NA,NA,NA,NA,NA,NA
63570,-0.981598,-1.61586,1.19537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.701,NA,NA,NA,NA,NA,NA,NA
63730,-0.122613,-1.30227,0.933143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63976,-0.759917,-2.9473,-0.958087,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372.687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64184,-0.114469,-2.88022,-3.10971,NA,NA,NA,NA,NA,NA,NA,42.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64353,-0.78518,-3.26271,-2.16984,NA,NA,NA,NA,NA,NA,NA,NA,26.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64546,-0.571396,-2.33205,-0.8858,NA,NA,NA,NA,NA,NA,NA,NA,NA,253.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
