id,x0,x1,x2,fitness-2.5,fitness-4,fitness-3,fitness-3.5,fitness-2,fitness-1.5,fitness-4.5,fitness-1,fitness-0.5,fitness-5
55763,0.253342,1.59656,-4.11695,NA,NA,NA,-75.738,NA,NA,NA,NA,NA,NA
55977,1.04458,0.926359,-3.32344,NA,NA,-84.414,NA,NA,NA,NA,NA,NA,NA
56144,1.16945,1.82876,-4.41939,-13.368,NA,NA,NA,NA,NA,NA,NA,NA,NA
56327,1.71063,1.29138,-3.99989,NA,NA,NA,-31.207,NA,NA,NA,NA,NA,NA
56508,2.61573,1.82006,-5,NA,NA,NA,-49.046,NA,NA,NA,NA,NA,NA
56696,2.51854,2.48496,-3.89319,-36.382,NA,NA,NA,NA,NA,NA,NA,NA,NA
56889,2.98447,2.26675,-3.45432,NA,NA,NA,NA,NA,-77.979,NA,NA,NA,NA
57108,2.73874,2.23426,-5,NA,NA,NA,NA,NA,-57.346,NA,NA,NA,NA
57398,1.73122,1.7675,-5,NA,NA,NA,NA,-24.933,NA,NA,NA,NA,NA
57460,1.09047,1.90537,-4.7786,NA,NA,-23.063,NA,NA,NA,NA,NA,NA,NA
57664,0.114643,2.7036,-5,-95.609,NA,NA,NA,NA,NA,NA,NA,NA,NA
57960,0.57187,2.0956,-3.80353,NA,-82.594,NA,NA,NA,NA,NA,NA,NA,NA
58053,1.92882,1.73033,-3.55974,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
58258,3.22282,1.89863,-3.53234,NA,NA,-77.561,NA,NA,NA,NA,NA,NA,NA
58491,3.19553,3.19563,-4.70559,-98.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
58778,1.85494,2.60266,-4.2606,NA,NA,NA,-39.933,NA,NA,NA,NA,NA,NA
58952,1.37895,1.81645,-4.70571,NA,NA,NA,-36.213,NA,NA,NA,NA,NA,NA
59030,2.62503,2.73891,-5,NA,NA,NA,NA,-58.008,NA,NA,NA,NA,NA
59241,2.54045,2.15079,-5,NA,NA,-41.005,NA,NA,NA,NA,NA,NA,NA
59553,2.91343,1.54194,-4.67518,-36.506,NA,NA,NA,NA,NA,NA,NA,NA,NA
59631,3.06891,1.18344,-4.88663,-54.206,NA,NA,NA,NA,NA,NA,NA,NA,NA
59826,1.53603,1.01164,-5,NA,NA,NA,NA,-40.998,NA,NA,NA,NA,NA
60101,1.79647,1.63477,-4.61881,-3.335,NA,NA,NA,NA,NA,NA,NA,NA,NA
60203,2.51397,2.99989,-4.4008,NA,NA,NA,-74.266,NA,NA,NA,NA,NA,NA
60465,1.97469,2.72921,-5,NA,NA,-47.518,NA,NA,NA,NA,NA,NA,NA
60730,2.22947,3.30352,-5,NA,NA,NA,-97.422,NA,NA,NA,NA,NA,NA
60930,1.51015,3.41043,-3.58844,NA,NA,-87.287,NA,NA,NA,NA,NA,NA,NA
61002,1.07177,2.22962,-4.99682,-33.612,NA,NA,NA,NA,NA,NA,NA,NA,NA
61368,2.58066,2.36672,-5,-38.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
61521,1.68038,2.25245,-5,NA,NA,NA,NA,NA,NA,-105.809,NA,NA,NA
61642,0.961294,1.76831,-3.59248,NA,-76.409,NA,NA,NA,NA,NA,NA,NA,NA
61952,1.04413,0.80234,-4.08591,NA,NA,-63.009,NA,NA,NA,NA,NA,NA,NA
62114,0.590437,1.19944,-4.07089,NA,-90.203,NA,NA,NA,NA,NA,NA,NA,NA
62388,0.238847,1.56732,-3.66914,NA,-118.513,NA,NA,NA,NA,NA,NA,NA,NA
62515,1.92104,1.97565,-4.8034,NA,NA,NA,-24.349,NA,NA,NA,NA,NA,NA
62718,1.09304,2.19247,-5,NA,NA,NA,-45.623,NA,NA,NA,NA,NA,NA
62821,1.4988,1.59948,-4.06614,NA,NA,NA,-30.885,NA,NA,NA,NA,NA,NA
63046,2.26471,1.08084,-4.03806,NA,NA,-26.008,NA,NA,NA,NA,NA,NA,NA
63251,2.11485,3.086,-3.83913,NA,NA,NA,-70.983,NA,NA,NA,NA,NA,NA
63500,1.98247,2.18581,-3.0531,NA,NA,-60.183,NA,NA,NA,NA,NA,NA,NA
63613,1.06387,2.25394,-4.56202,NA,NA,NA,NA,-26.712,NA,NA,NA,NA,NA
63959,1.67628,2.31674,-5,NA,NA,NA,NA,NA,-37.119,NA,NA,NA,NA
64170,2.26657,2.85323,-4.34101,NA,NA,NA,NA,NA,NA,NA,-79.02,NA,NA
64340,1.49367,2.19168,-5,-22.156,NA,NA,NA,NA,NA,NA,NA,NA,NA
64563,1.86903,2.50346,-5,-29.017,NA,NA,NA,NA,NA,NA,NA,NA,NA
64640,0.888629,2.41495,-4.36571,NA,NA,NA,NA,NA,NA,NA,-78.592,NA,NA
64993,0.698854,1.63063,-4.50643,-38.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
65120,0.908852,2.19224,-4.51656,NA,NA,NA,NA,NA,-46.43,NA,NA,NA,NA
65340,0.205638,2.55937,-5,NA,NA,-86.701,NA,NA,NA,NA,NA,NA,NA
65419,0.837996,2.79513,-4.3234,NA,-83.424,NA,NA,NA,NA,NA,NA,NA,NA
65722,0.842798,2.45947,-4.6741,NA,NA,-41.708,NA,NA,NA,NA,NA,NA,NA
65993,1.26064,1.41433,-4.66431,NA,NA,NA,NA,NA,-40.26,NA,NA,NA,NA
66002,0.887983,1.40898,-4.67729,NA,NA,NA,-58.41,NA,NA,NA,NA,NA,NA
66270,1.23391,1.48978,-5,-25.526,NA,NA,NA,NA,NA,NA,NA,NA,NA
66585,1.00194,1.60834,-5,NA,NA,-33.252,NA,NA,NA,NA,NA,NA,NA
66749,1.1669,2.30894,-4.84516,NA,NA,NA,NA,-33.533,NA,NA,NA,NA,NA
66897,1.90218,2.10059,-4.35003,-7.639,NA,NA,NA,NA,NA,NA,NA,NA,NA
67001,1.70199,1.63499,-4.87101,-10.252,NA,NA,NA,NA,NA,NA,NA,NA,NA
67397,2.50507,2.03637,-5,NA,NA,-32.528,NA,NA,NA,NA,NA,NA,NA
67505,2.06926,1.83991,-4.55728,NA,NA,NA,NA,-9.246,NA,NA,NA,NA,NA
67787,1.93904,2.61438,-4.95283,NA,NA,NA,NA,-41.102,NA,NA,NA,NA,NA
67946,2.26527,1.49843,-4.90185,NA,NA,NA,NA,NA,-42.517,NA,NA,NA,NA
68165,1.61068,1.54544,-5,NA,NA,NA,NA,-31.428,NA,NA,NA,NA,NA
68213,0.919556,2.04618,-5,-37.138,NA,NA,NA,NA,NA,NA,NA,NA,NA
68472,0.787921,2.0291,-4.45493,NA,NA,-41.837,NA,NA,NA,NA,NA,NA,NA
68786,1.39242,2.41303,-3.73731,NA,NA,NA,NA,-34.218,NA,NA,NA,NA,NA
68881,1.4267,1.69009,-5,NA,NA,NA,-34.256,NA,NA,NA,NA,NA,NA
69006,2.41247,2.10699,-5,NA,NA,-38.149,NA,NA,NA,NA,NA,NA,NA
69314,1.27171,1.65391,-5,NA,-69.249,NA,NA,NA,NA,NA,NA,NA,NA
69574,2.26777,1.8673,-4.64758,NA,NA,-17.086,NA,NA,NA,NA,NA,NA,NA
69728,1.82305,2.21291,-5,NA,NA,NA,NA,-23.984,NA,NA,NA,NA,NA
69881,2.03974,1.64611,-3.05258,NA,NA,NA,NA,-51.324,NA,NA,NA,NA,NA
70111,1.38038,0.506663,-4.44772,NA,NA,-87.302,NA,NA,NA,NA,NA,NA,NA
70353,0.837876,1.30026,-4.22104,NA,NA,-42.594,NA,NA,NA,NA,NA,NA,NA
70529,2.10633,1.11586,-3.8344,NA,NA,NA,-37.453,NA,NA,NA,NA,NA,NA
70610,2.02931,1.20256,-3.63113,NA,NA,NA,NA,-29.234,NA,NA,NA,NA,NA
70955,1.51216,1.03691,-4.22181,-21.764,NA,NA,NA,NA,NA,NA,NA,NA,NA
71006,1.04938,1.86709,-5,-29.678,NA,NA,NA,NA,NA,NA,NA,NA,NA
71304,2.14797,1.69616,-4.36282,-5.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
71576,2.64598,2.58131,-4.27571,-40.039,NA,NA,NA,NA,NA,NA,NA,NA,NA
71664,2.1688,1.99209,-5,NA,NA,-27.05,NA,NA,NA,NA,NA,NA,NA
71968,1.686,1.12806,-5,-27.887,NA,NA,NA,NA,NA,NA,NA,NA,NA
72116,2.1569,0.618774,-5,NA,NA,NA,-77.149,NA,NA,NA,NA,NA,NA
72235,2.94068,0.722595,-5,NA,NA,-75.178,NA,NA,NA,NA,NA,NA,NA
72444,3.10716,2.04394,-3.49818,-69.716,NA,NA,NA,NA,NA,NA,NA,NA,NA
72621,1.62101,2.18541,-3.95836,NA,NA,NA,NA,-15.153,NA,NA,NA,NA,NA
72901,0.795864,1.68257,-4.04636,NA,NA,-41.372,NA,NA,NA,NA,NA,NA,NA
73182,1.11721,1.47244,-4.59508,NA,NA,NA,-35.462,NA,NA,NA,NA,NA,NA
73296,0.953977,2.08576,-3.70937,-34.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
73550,3.32375,1.35094,-4.66605,NA,NA,NA,NA,NA,NA,NA,-104.51,NA,NA
73760,1.46568,1.38764,-5,NA,NA,NA,NA,NA,-40.194,NA,NA,NA,NA
73891,1.28623,2.06286,-5,-23.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
74005,1.91404,1.56594,-4.64568,NA,NA,NA,NA,NA,-21.464,NA,NA,NA,NA
74341,1.87583,0.842308,-4.16497,NA,NA,-31.808,NA,NA,NA,NA,NA,NA,NA
74409,1.5258,1.65028,-4.83301,NA,NA,NA,-30.968,NA,NA,NA,NA,NA,NA
74635,2.4753,1.27788,-4.58353,NA,NA,NA,NA,-23.08,NA,NA,NA,NA,NA
74937,2.89604,1.4865,-4.04274,-36.768,NA,NA,NA,NA,NA,NA,NA,NA,NA
75160,3.17215,1.77061,-5,NA,NA,-61.536,NA,NA,NA,NA,NA,NA,NA
75217,1.83244,1.38203,-3.42765,-28.909,NA,NA,NA,NA,NA,NA,NA,NA,NA
75527,1.10739,1.0143,-2.86852,NA,NA,NA,-106.059,NA,NA,NA,NA,NA,NA
75783,1.69295,0.899693,-3.3983,-56.651,NA,NA,NA,NA,NA,NA,NA,NA,NA
75851,1.373,1.77412,-3.42387,NA,NA,NA,NA,NA,-47.896,NA,NA,NA,NA
76159,2.96637,2.15127,-4.35598,NA,NA,NA,NA,NA,NA,NA,-73.273,NA,NA
76234,2.50867,1.87377,-3.75527,NA,NA,NA,NA,NA,-40.113,NA,NA,NA,NA
76410,3.55906,1.04062,-4.02924,NA,NA,-93.308,NA,NA,NA,NA,NA,NA,NA
76730,2.41801,1.1472,-4.92769,NA,NA,NA,NA,NA,-67.442,NA,NA,NA,NA
76977,2.64595,1.74261,-5,NA,NA,NA,NA,-34.834,NA,NA,NA,NA,NA
77025,2.14757,2.24549,-5,-24.395,NA,NA,NA,NA,NA,NA,NA,NA,NA
77238,0.988628,2.11835,-4.94923,-32.242,NA,NA,NA,NA,NA,NA,NA,NA,NA
77527,0.0748799,1.68466,-4.60378,-80.792,NA,NA,NA,NA,NA,NA,NA,NA,NA
77691,1.11203,2.2378,-3.82604,NA,NA,NA,NA,-31.96,NA,NA,NA,NA,NA
77927,0.934009,1.18719,-3.47263,NA,NA,NA,NA,-72.059,NA,NA,NA,NA,NA
78130,1.0018,2.79367,-5,NA,NA,NA,NA,-55.868,NA,NA,NA,NA,NA
78301,1.92069,1.64481,-4.39075,-3.159,NA,NA,NA,NA,NA,NA,NA,NA,NA
78562,1.97826,0.988055,-5,-36.565,NA,NA,NA,NA,NA,NA,NA,NA,NA
78733,2.51365,2.59951,-3.35044,NA,NA,NA,NA,NA,-76.578,NA,NA,NA,NA
78944,2.74683,2.75455,-4.49009,-50.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
79128,1.93215,1.5392,-4.25221,-1.366,NA,NA,NA,NA,NA,NA,NA,NA,NA
79345,2.22552,3.13855,-3.87628,NA,NA,NA,NA,-65.869,NA,NA,NA,NA,NA
79483,2.12228,2.03661,-5,NA,NA,NA,NA,-26.969,NA,NA,NA,NA,NA
79659,0.612519,2.28706,-5,NA,NA,-54.651,NA,NA,NA,NA,NA,NA,NA
79832,0.720969,2.4788,-5,NA,NA,NA,NA,-56.475,NA,NA,NA,NA,NA
80169,0.735506,2.42617,-4.77037,NA,NA,-50.295,NA,NA,NA,NA,NA,NA,NA
80272,1.74879,2.50548,-4.96031,NA,NA,NA,-51.506,NA,NA,NA,NA,NA,NA
80568,0.959125,2.77697,-5,NA,NA,NA,NA,-63.658,NA,NA,NA,NA,NA
80692,1.9668,1.62534,-5,NA,NA,NA,NA,-17.776,NA,NA,NA,NA,NA
80998,2.44833,2.8688,-5,NA,NA,NA,NA,NA,-73.185,NA,NA,NA,NA
81061,2.30722,1.29512,-4.6442,NA,NA,NA,NA,-20.174,NA,NA,NA,NA,NA
81391,2.86848,2.77108,-4.81955,-61.082,NA,NA,NA,NA,NA,NA,NA,NA,NA
81518,2.79955,2.03286,-5,NA,NA,NA,NA,-44.083,NA,NA,NA,NA,NA
81767,1.45091,2.51173,-4.85348,NA,NA,-30.104,NA,NA,NA,NA,NA,NA,NA
81924,1.41185,1.1861,-3.68666,NA,NA,NA,-58.586,NA,NA,NA,NA,NA,NA
82125,2.16885,1.91487,-5,NA,NA,NA,NA,NA,NA,NA,NA,-84.247,NA
82282,2.43767,1.58585,-5,NA,NA,-25.556,NA,NA,NA,NA,NA,NA,NA
82474,1.52731,2.53654,-3.61873,-34.552,NA,NA,NA,NA,NA,NA,NA,NA,NA
82723,1.22331,4.33633,-3.09195,NA,NA,NA,NA,NA,-225.34,NA,NA,NA,NA
82961,1.26398,2.97677,-4.26307,NA,NA,NA,NA,NA,-65.234,NA,NA,NA,NA
83128,0.107481,2.85069,-3.24642,NA,NA,NA,NA,-133.86,NA,NA,NA,NA,NA
83227,0.827134,1.74585,-3.44926,NA,NA,NA,NA,NA,-79.819,NA,NA,NA,NA
83500,2.38905,2.17283,-3.25347,NA,NA,NA,NA,NA,-78.508,NA,NA,NA,NA
83747,1.18079,2.37128,-4.08777,NA,NA,NA,NA,NA,NA,NA,-86.534,NA,NA
83954,1.68196,2.44598,-3.59768,NA,NA,NA,NA,NA,NA,NA,-75.233,NA,NA
84185,2.39333,2.54047,-4.39732,NA,NA,NA,NA,-35.325,NA,NA,NA,NA,NA
84314,2.29813,2.88927,-5,-50.782,NA,NA,NA,NA,NA,NA,NA,NA,NA
84547,1.88202,1.48845,-5,NA,NA,-28.085,NA,NA,NA,NA,NA,NA,NA
84700,1.77062,1.94319,-5,NA,-52.397,NA,NA,NA,NA,NA,NA,NA,NA
84897,2.31315,1.25948,-5,NA,NA,NA,-43.41,NA,NA,NA,NA,NA,NA
85097,2.12978,1.6623,-5,NA,-52.35,NA,NA,NA,NA,NA,NA,NA,NA
85387,1.22431,2.15884,-5,NA,NA,NA,-38.631,NA,NA,NA,NA,NA,NA
85502,1.34171,1.83346,-5,NA,NA,-30.647,NA,NA,NA,NA,NA,NA,NA
85668,0.899439,2.3762,-4.34074,NA,NA,NA,NA,NA,-49.344,NA,NA,NA,NA
85892,1.34018,2.84007,-3.98461,NA,NA,NA,NA,NA,-72.631,NA,NA,NA,NA
86181,1.70274,2.65989,-4.23521,NA,NA,NA,NA,NA,NA,NA,-63.063,NA,NA
86369,2.16172,3.24675,-4.72478,NA,NA,NA,NA,NA,-79.199,NA,NA,NA,NA
86451,1.90206,1.67698,-5,NA,NA,NA,NA,-26.98,NA,NA,NA,NA,NA
86630,1.15392,1.16476,-5,NA,NA,NA,-52.21,NA,NA,NA,NA,NA,NA
86951,1.40236,1.95892,-4.64966,NA,NA,NA,-29.897,NA,NA,NA,NA,NA,NA
87023,1.32049,2.34438,-5,NA,NA,NA,NA,-38.088,NA,NA,NA,NA,NA
87242,1.63512,3.37682,-5,NA,NA,NA,NA,-82.177,NA,NA,NA,NA,NA
87497,2.49317,1.94131,-5,NA,NA,-29.734,NA,NA,NA,NA,NA,NA,NA
87678,1.732,1.4085,-5,NA,NA,-26.12,NA,NA,NA,NA,NA,NA,NA
87881,1.99534,1.2559,-4.87625,NA,NA,-19.359,NA,NA,NA,NA,NA,NA,NA
88060,2.26835,1.1704,-3.63531,-31.187,NA,NA,NA,NA,NA,NA,NA,NA,NA
88259,2.31583,1.39905,-4.4438,NA,NA,-19.257,NA,NA,NA,NA,NA,NA,NA
88566,1.67163,1.9586,-4.8287,-11.695,NA,NA,NA,NA,NA,NA,NA,NA,NA
88723,1.35937,2.76624,-5,-43.136,NA,NA,NA,NA,NA,NA,NA,NA,NA
88890,2.39755,3.06182,-5,-62.339,NA,NA,NA,NA,NA,NA,NA,NA,NA
89183,2.95249,1.05508,-5,NA,NA,NA,NA,NA,-73.132,NA,NA,NA,NA
89246,2.85224,1.69266,-5,NA,NA,-40.955,NA,NA,NA,NA,NA,NA,NA
89570,2.37547,1.07838,-3.39389,-49.157,NA,NA,NA,NA,NA,NA,NA,NA,NA
89604,1.65196,2.14105,-3.78128,NA,NA,NA,NA,-21.92,NA,NA,NA,NA,NA
89848,1.44891,1.98727,-2.87385,NA,NA,NA,NA,-69.614,NA,NA,NA,NA,NA
90016,1.85948,2.07582,-4.64175,NA,NA,-10.975,NA,NA,NA,NA,NA,NA,NA
90339,1.58743,2.21659,-4.18952,NA,NA,-19.719,NA,NA,NA,NA,NA,NA,NA
90440,1.9039,1.84857,-4.09805,NA,NA,-11.539,NA,NA,NA,NA,NA,NA,NA
90778,2.91029,2.03623,-5,NA,NA,NA,-65.936,NA,NA,NA,NA,NA,NA
90970,2.43614,1.50352,-5,NA,NA,NA,-37.452,NA,NA,NA,NA,NA,NA
91161,1.60939,2.60536,-5,NA,NA,-38.829,NA,NA,NA,NA,NA,NA,NA
91397,-0.0101626,2.65729,-5,NA,NA,-104.265,NA,NA,NA,NA,NA,NA,NA
91493,1.2768,2.47877,-3.86764,NA,NA,-36.452,NA,NA,NA,NA,NA,NA,NA
91637,0.966854,2.32838,-5,-38.603,NA,NA,NA,NA,NA,NA,NA,NA,NA
91859,1.48882,1.8482,-4.07052,NA,NA,NA,-36.929,NA,NA,NA,NA,NA,NA
92031,2.74899,1.38001,-4.44665,NA,NA,-39.873,NA,NA,NA,NA,NA,NA,NA
92359,2.96511,1.07542,-5,NA,NA,-57.183,NA,NA,NA,NA,NA,NA,NA
92443,2.81764,1.78785,-5,-38.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
92772,2.47626,2.2065,-3.84135,NA,NA,-38.704,NA,NA,NA,NA,NA,NA,NA
92894,1.58055,2.45853,-3.63899,NA,NA,-39.709,NA,NA,NA,NA,NA,NA,NA
93023,2.85909,3.43702,-3.87903,-103.875,NA,NA,NA,NA,NA,NA,NA,NA,NA
93341,1.46841,2.93675,-5,-49.885,NA,NA,NA,NA,NA,NA,NA,NA,NA
93569,0.646057,3.18076,-5,NA,NA,-89.104,NA,NA,NA,NA,NA,NA,NA
93676,0.245796,3.02307,-3.80494,NA,NA,-100.753,NA,NA,NA,NA,NA,NA,NA
93808,1.21201,1.74656,-4.2935,-12.235,NA,NA,NA,NA,NA,NA,NA,NA,NA
94071,1.95559,3.6845,-4.81726,-95.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
94399,1.69303,2.31087,-4.34803,NA,NA,NA,-31.14,NA,NA,NA,NA,NA,NA
94537,1.14326,1.31036,-4.13508,NA,NA,NA,-38.294,NA,NA,NA,NA,NA,NA
94629,1.16232,1.24072,-4.04743,NA,NA,NA,NA,-41.734,NA,NA,NA,NA,NA
94972,1.62601,1.67652,-4.00064,-4.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
95086,1.14352,1.91747,-4.65848,NA,NA,-20.716,NA,NA,NA,NA,NA,NA,NA
95283,1.80454,1.18714,-5,-24.313,NA,NA,NA,NA,NA,NA,NA,NA,NA
95581,2.31421,0.561239,-5,NA,NA,NA,NA,-78.972,NA,NA,NA,NA,NA
95789,1.72612,1.17919,-5,NA,NA,NA,NA,NA,-49.579,NA,NA,NA,NA
95995,2.49036,1.28825,-5,NA,NA,NA,NA,NA,-48.717,NA,NA,NA,NA
96106,3.34249,2.80191,-3.97424,NA,NA,NA,NA,-90.952,NA,NA,NA,NA,NA
96354,1.98865,2.63492,-4.90652,-32.188,NA,NA,NA,NA,NA,NA,NA,NA,NA
96560,1.84342,1.92357,-5,NA,NA,-23.709,NA,NA,NA,NA,NA,NA,NA
96751,2.51714,1.90065,-4.52608,NA,NA,-23.943,NA,NA,NA,NA,NA,NA,NA
96835,2.03634,3.3746,-4.70838,NA,NA,NA,NA,-72.093,NA,NA,NA,NA,NA
97063,1.34034,2.3651,-5,-30.327,NA,NA,NA,NA,NA,NA,NA,NA,NA
97253,1.35013,1.37774,-4.57789,NA,NA,NA,NA,-20.685,NA,NA,NA,NA,NA
97460,1.21842,1.87316,-4.83173,NA,NA,NA,NA,-21.403,NA,NA,NA,NA,NA
97737,2.11451,1.70892,-5,NA,NA,-18.021,NA,NA,NA,NA,NA,NA,NA
97927,1.55542,2.17737,-5,NA,NA,NA,-41.549,NA,NA,NA,NA,NA,NA
98026,2.09996,1.89674,-4.81746,NA,NA,-17.759,NA,NA,NA,NA,NA,NA,NA
98247,0.935336,1.76104,-4.62074,-25.928,NA,NA,NA,NA,NA,NA,NA,NA,NA
98555,1.77074,2.4944,-5,NA,NA,-30.513,NA,NA,NA,NA,NA,NA,NA
98626,2.04147,3.15545,-4.98152,NA,NA,NA,-72.555,NA,NA,NA,NA,NA,NA
98984,0.474879,2.59739,-4.00121,-62.969,NA,NA,NA,NA,NA,NA,NA,NA,NA
99197,0.562704,1.79516,-5,-54.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
99214,1.06062,2.37305,-5,-36.728,NA,NA,NA,NA,NA,NA,NA,NA,NA
99489,1.19231,3.07765,-5,-62.148,NA,NA,NA,NA,NA,NA,NA,NA,NA
99659,1.97504,1.53784,-4.53084,NA,NA,NA,NA,-15.748,NA,NA,NA,NA,NA
99834,2.0226,0.683593,-5,NA,NA,NA,NA,NA,NA,NA,-113.595,NA,NA
100005,2.46378,1.13978,-5,-35.211,NA,NA,NA,NA,NA,NA,NA,NA,NA
100241,2.60247,1.51629,-5,NA,NA,-31.885,NA,NA,NA,NA,NA,NA,NA
100423,2.46545,2.06374,-5,NA,NA,-29.742,NA,NA,NA,NA,NA,NA,NA
100756,2.2299,2.80899,-5,NA,NA,NA,NA,-52.191,NA,NA,NA,NA,NA
100803,2.55899,1.88783,-5,NA,NA,-36.682,NA,NA,NA,NA,NA,NA,NA
101153,2.17995,1.57497,-3.63487,-20.229,NA,NA,NA,NA,NA,NA,NA,NA,NA
101206,3.32536,2.7049,-4.99397,NA,NA,-94.129,NA,NA,NA,NA,NA,NA,NA
101543,2.19337,1.5937,-5,NA,NA,NA,-30.942,NA,NA,NA,NA,NA,NA
101623,2.16623,0.992316,-5,-34.442,NA,NA,NA,NA,NA,NA,NA,NA,NA
101813,1.79833,2.53261,-5,NA,NA,NA,-58.339,NA,NA,NA,NA,NA,NA
102068,1.33138,2.12598,-4.88337,NA,NA,NA,-43.293,NA,NA,NA,NA,NA,NA
102252,2.38954,1.46223,-4.51474,NA,NA,NA,NA,-16.107,NA,NA,NA,NA,NA
102508,1.34697,1.70388,-3.20719,NA,NA,-50.644,NA,NA,NA,NA,NA,NA,NA
102712,1.70725,2.30868,-3.26314,NA,NA,-49.003,NA,NA,NA,NA,NA,NA,NA
102891,1.84037,2.07136,-4.10126,NA,NA,NA,NA,-13.379,NA,NA,NA,NA,NA
103091,0.144196,1.55109,-4.50175,NA,NA,NA,NA,NA,NA,NA,-138.636,NA,NA
103274,1.73138,1.17937,-4.85328,NA,NA,NA,NA,-31.855,NA,NA,NA,NA,NA
103565,2.22813,2.44501,-4.90788,NA,NA,NA,NA,-31.032,NA,NA,NA,NA,NA
103734,2.11528,3.04108,-5,NA,NA,NA,NA,-56.909,NA,NA,NA,NA,NA
103954,1.83911,2.86904,-5,NA,NA,NA,NA,-51.856,NA,NA,NA,NA,NA
104051,2.63859,1.67994,-4.01966,NA,NA,NA,NA,-32.641,NA,NA,NA,NA,NA
104305,1.72365,1.59274,-4.29736,NA,NA,NA,NA,-6.195,NA,NA,NA,NA,NA
104562,1.15006,2.01755,-4.62984,NA,NA,NA,NA,-31.431,NA,NA,NA,NA,NA
104757,1.42693,2.13364,-5,NA,NA,NA,NA,NA,-35.29,NA,NA,NA,NA
104932,0.860114,1.59714,-5,-41.431,NA,NA,NA,NA,NA,NA,NA,NA,NA
105141,1.35026,1.64192,-4.41607,NA,NA,NA,NA,NA,NA,NA,-60.407,NA,NA
105393,1.71881,1.91278,-4.29119,NA,NA,NA,-24.558,NA,NA,NA,NA,NA,NA
105519,1.93943,3.04913,-4.72991,NA,NA,-50.179,NA,NA,NA,NA,NA,NA,NA
105605,2.71501,2.68051,-5,NA,NA,-55.073,NA,NA,NA,NA,NA,NA,NA
105991,2.42751,2.81931,-5,-50.997,NA,NA,NA,NA,NA,NA,NA,NA,NA
106101,0.811855,2.81431,-3.39124,-74.426,NA,NA,NA,NA,NA,NA,NA,NA,NA
106321,1.00953,2.88316,-4.81757,NA,NA,NA,NA,-61.648,NA,NA,NA,NA,NA
106555,1.96542,1.68438,-5,NA,NA,-18.269,NA,NA,NA,NA,NA,NA,NA
106605,1.40629,2.3859,-5,-28.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
106962,0.555954,2.43767,-4.98748,NA,NA,-63.797,NA,NA,NA,NA,NA,NA,NA
107187,1.73981,1.26522,-5,-21.527,NA,NA,NA,NA,NA,NA,NA,NA,NA
107227,1.6118,3.04057,-3.97033,-48.876,NA,NA,NA,NA,NA,NA,NA,NA,NA
107545,0.80033,2.17638,-4.55752,NA,NA,-37.669,NA,NA,NA,NA,NA,NA,NA
107628,0.877137,2.02973,-4.8924,NA,NA,NA,NA,NA,-49.961,NA,NA,NA,NA
107857,0.825709,2.44638,-3.48381,-57.784,NA,NA,NA,NA,NA,NA,NA,NA,NA
108187,1.3423,2.19957,-4.13166,NA,NA,NA,NA,-17.255,NA,NA,NA,NA,NA
108346,0.611534,2.08597,-4.0647,NA,NA,NA,NA,-49.959,NA,NA,NA,NA,NA
108597,0.422934,2.06158,-3.68923,NA,NA,-65.418,NA,NA,NA,NA,NA,NA,NA
108757,2.52762,2.04513,-5,NA,NA,NA,NA,-38.678,NA,NA,NA,NA,NA
109000,2.35911,1.78223,-3.42512,NA,NA,NA,NA,-39.303,NA,NA,NA,NA,NA
109094,2.71862,1.79777,-3.61661,NA,NA,-47.007,NA,NA,NA,NA,NA,NA,NA
109357,2.379,2.2118,-4.90785,NA,NA,NA,NA,-27.087,NA,NA,NA,NA,NA
109462,2.3629,1.49486,-5,NA,NA,NA,NA,-26.789,NA,NA,NA,NA,NA
109747,2.62496,1.86496,-5,NA,NA,-34.078,NA,NA,NA,NA,NA,NA,NA
109962,1.75045,1.33248,-4.47991,NA,NA,NA,NA,NA,-26.16,NA,NA,NA,NA
110158,2.11236,2.77693,-4.45632,NA,NA,-35.353,NA,NA,NA,NA,NA,NA,NA
110322,2.18421,2.98108,-5,NA,NA,NA,NA,-56.026,NA,NA,NA,NA,NA
110523,2.02042,2.27465,-5,-23.647,NA,NA,NA,NA,NA,NA,NA,NA,NA
110761,1.32985,1.68458,-3.97741,NA,-49.163,NA,NA,NA,NA,NA,NA,NA,NA
110991,1.22405,1.05979,-4.25811,NA,NA,NA,-44.417,NA,NA,NA,NA,NA,NA
111034,1.91692,0.396993,-5,NA,-106.25,NA,NA,NA,NA,NA,NA,NA,NA
111328,2.44358,1.78836,-3.79429,-23.158,NA,NA,NA,NA,NA,NA,NA,NA,NA
