id,x0,x1,x2,fitness-3.5,fitness-4,fitness-2.5,fitness-4.5,fitness-5,fitness-3
69442,-1.83867,3.83427,-4.79751,NA,NA,NA,-20.399,NA,NA
69762,-2.78346,4.91015,-4.59902,NA,-92.433,NA,NA,NA,NA
69878,-2.328,3.73333,-3.63202,NA,NA,NA,-81.511,NA,NA
70069,-1.96302,3.7385,-4.38036,NA,NA,NA,NA,-69.365,NA
70395,-1.74639,4.73301,-4.38376,NA,NA,NA,NA,-59.975,NA
70552,-0.310492,4.84418,-4.41535,NA,NA,NA,NA,-158.522,NA
70641,-1.62008,4.35179,-4.30895,NA,NA,NA,NA,-68.547,NA
70915,-2.54672,4.54775,-4.71132,-77.8,NA,NA,NA,NA,NA
71155,-2.56834,4.83856,-4.33893,NA,-97.13,NA,NA,NA,NA
71242,-2.5801,4.50647,-4.22683,NA,NA,NA,-75.009,NA,NA
71451,-2.38103,3.03479,-4.47716,NA,-92.872,NA,NA,NA,NA
71795,-2.5967,3.50972,-4.81396,NA,NA,NA,-57.237,NA,NA
71889,-2.07122,4.85971,-4.66313,NA,NA,NA,-73.142,NA,NA
72051,-2.12614,4.47394,-4.1592,NA,NA,NA,NA,-70.994,NA
72257,-1.52007,3.06645,-4.34456,NA,-80.564,NA,NA,NA,NA
72495,-2.65455,3.49152,-3.75466,NA,NA,NA,-83.614,NA,NA
72712,-2.41584,4.86324,-4.81136,NA,NA,NA,NA,-79.74,NA
72836,-1.67704,3.17039,-4.26399,NA,NA,NA,-67.224,NA,NA
73118,-0.860982,4.97974,-4.58476,NA,NA,NA,NA,-113.137,NA
73228,-1.77866,3.62387,-4.7172,NA,NA,NA,NA,-35.388,NA
73454,-0.746058,3.48071,-4.97015,NA,NA,NA,-69.505,NA,NA
73680,-1.57217,4.59479,-4.94221,NA,NA,NA,-50.682,NA,NA
73862,-2.31009,4.54197,-4.40054,NA,NA,NA,-69.239,NA,NA
74060,-3.23973,4.49756,-4.61142,NA,-99.803,NA,NA,NA,NA
74280,-2.63179,4.10471,-4.90378,NA,-72.947,NA,NA,NA,NA
74556,-2.66561,3.61891,-3.65441,NA,-116.218,NA,NA,NA,NA
74750,-1.99446,4.07997,-4.93691,NA,NA,NA,NA,NA,-92.706
74995,-1.45096,4.54443,-4.67518,NA,-64.19,NA,NA,NA,NA
75014,-0.857582,4.54825,-4.30336,NA,NA,NA,NA,-114.27,NA
75258,-1.37918,4.51739,-3.97148,NA,NA,NA,-92.168,NA,NA
75588,-3.49357,4.97118,-4.94987,NA,NA,NA,NA,-130.264,NA
75715,-2.60942,3.70079,-4.07898,NA,NA,NA,-79.114,NA,NA
75905,-2.52158,4.47239,-4.92009,-84.62,NA,NA,NA,NA,NA
76195,-1.82264,4.5609,-3.80762,-121.213,NA,NA,NA,NA,NA
76243,-2.55886,3.39813,-4.91041,NA,NA,NA,-49.995,NA,NA
76519,-2.86134,4.41118,-4.5903,NA,-82.927,NA,NA,NA,NA
76789,-2.37882,4.3558,-4.85516,NA,NA,NA,NA,-50.302,NA
76957,-2.67755,4.9291,-4.68768,NA,NA,NA,NA,-87.799,NA
77006,-1.34948,4.44889,-4.56505,NA,-60.454,NA,NA,NA,NA
77209,-2.06597,4.60812,-4.81881,NA,NA,NA,NA,-53.386,NA
77561,-2.72164,4.90622,-4.66983,NA,NA,NA,NA,-86.132,NA
77737,-2.18347,4.63505,-3.73926,NA,NA,NA,-92.306,NA,NA
77808,-2.39667,4.27808,-4.89418,NA,NA,NA,-58.715,NA,NA
78173,-2.46323,4.15513,-4.28423,NA,NA,NA,NA,-72.08,NA
78302,-2.18045,4.52173,-4.98664,NA,NA,NA,-54.189,NA,NA
78554,-2.64916,4.62924,-4.792,NA,NA,NA,NA,-66.8,NA
78690,-1.84195,4.09635,-4.7621,NA,NA,NA,NA,-42.524,NA
78835,-2.1187,4.57539,-4.01661,NA,NA,NA,NA,-80.861,NA
79182,-1.45847,4.17394,-3.5316,NA,-121.438,NA,NA,NA,NA
79392,-2.13933,2.47747,-4.00882,NA,-164.183,NA,NA,NA,NA
79592,-1.60261,3.65302,-4.04275,NA,NA,NA,NA,-77.112,NA
79756,-1.88841,3.83175,-4.74796,NA,NA,NA,-27.224,NA,NA
79961,-2.62245,3.8052,-4.88526,NA,NA,NA,NA,NA,-157.684
80161,-2.95318,3.74574,-4.67594,-102.897,NA,NA,NA,NA,NA
80352,-3.23381,4.07991,-4.89584,NA,-98.142,NA,NA,NA,NA
80598,-2.45398,3.21149,-4.93241,NA,-76.204,NA,NA,NA,NA
80719,-1.79634,4.12604,-4.29777,NA,NA,NA,NA,-66.368,NA
80980,-1.96702,4.87822,-4.69905,-85.636,NA,NA,NA,NA,NA
81062,-1.35693,4.98887,-4.46491,NA,NA,NA,NA,-86.062,NA
81273,-1.75194,4.20119,-3.95745,NA,NA,NA,-85.305,NA,NA
81434,-1.34548,3.08629,-4.98414,NA,NA,NA,-67.655,NA,NA
81734,-1.28439,4.28367,-4.29043,NA,-73.627,NA,NA,NA,NA
81875,-1.67799,4.03345,-4.4804,NA,NA,NA,NA,-47.139,NA
82067,-1.97994,3.69757,-4.9414,NA,NA,NA,NA,-31.312,NA
82226,-1.28427,4.93299,-3.90433,NA,NA,NA,-112.002,NA,NA
82546,-0.95113,4.85346,-4.0265,NA,NA,NA,-122.338,NA,NA
82622,-2.51804,4.36301,-4.65983,-100.699,NA,NA,NA,NA,NA
82956,-1.2235,4.94653,-4.52288,NA,-101.368,NA,NA,NA,NA
83002,-2.258,4.64204,-4.39701,NA,-78.408,NA,NA,NA,NA
83243,-2.29417,2.91193,-3.49903,NA,NA,NA,NA,-140.076,NA
83518,-1.57626,3.93253,-4.6411,-52.74,NA,NA,NA,NA,NA
83723,-2.06521,3.7698,-4.78671,NA,NA,NA,-39.882,NA,NA
83852,-2.38363,3.83007,-4.8649,NA,NA,NA,-38.04,NA,NA
84130,-1.69715,3.67027,-4.09099,NA,NA,NA,NA,-65.292,NA
84239,-1.56939,4.13238,-4.80281,NA,NA,NA,NA,-34.553,NA
84456,-2.012,3.38611,-4.68148,NA,NA,NA,-38.726,NA,NA
84679,-2.15931,3.65822,-4.70161,NA,NA,NA,-39.027,NA,NA
84854,-2.59446,4.59278,-4.60059,NA,NA,NA,NA,-73.379,NA
85199,-1.54955,4.42992,-4.97447,NA,-51.827,NA,NA,NA,NA
85226,-1.81501,4.84952,-4.73831,NA,NA,NA,-64.044,NA,NA
85407,-2.48777,4.01787,-3.3921,NA,NA,NA,NA,-113.308,NA
85717,-2.19926,4.79468,-4.86914,NA,NA,NA,-62.463,NA,NA
85879,-1.16238,3.26985,-4.89934,NA,NA,NA,-58.3,NA,NA
86042,-2.32945,4.67955,-4.88871,NA,NA,NA,NA,-71.237,NA
86265,-3.25206,4.39665,-4.93854,NA,NA,NA,NA,-101.251,NA
86551,-3.21059,4.08617,-3.95856,NA,-114.556,NA,NA,NA,NA
86737,-2.33423,4.37309,-3.98975,NA,NA,NA,NA,-76.501,NA
86841,-2.1691,4.43187,-4.41413,-87.313,NA,NA,NA,NA,NA
87163,-1.72674,4.50253,-4.70953,-80.114,NA,NA,NA,NA,NA
87272,-1.53421,3.98001,-3.87506,NA,-99.185,NA,NA,NA,NA
87462,-1.9067,4.27773,-4.69383,NA,NA,NA,-34.503,NA,NA
87617,-1.6018,4.75646,-4.45142,NA,NA,NA,-74.038,NA,NA
87897,-2.05456,4.34828,-4.91728,NA,NA,NA,-32.696,NA,NA
88046,-3.26905,4.73645,-4.76721,NA,NA,NA,-111.289,NA,NA
88243,-2.39893,3.69615,-4.69887,NA,NA,NA,-44.469,NA,NA
88472,-3.34035,3.62614,-4.75855,-106.532,NA,NA,NA,NA,NA
88717,-2.88099,4.06425,-4.6898,-84.137,NA,NA,NA,NA,NA
88859,-1.91276,4.09839,-4.46912,-92.652,NA,NA,NA,NA,NA
89190,-1.77543,4.94485,-4.55746,NA,-78.846,NA,NA,NA,NA
89250,-2.06735,4.47595,-4.90454,NA,-53.256,NA,NA,NA,NA
89524,-2.18872,3.90282,-4.64285,-86.565,NA,NA,NA,NA,NA
89728,-2.17661,3.97192,-4.63466,-89.798,NA,NA,NA,NA,NA
89918,-2.66106,4.96955,-4.83044,NA,NA,NA,-85.074,NA,NA
90161,-2.00237,4.60578,-4.72275,NA,-61.961,NA,NA,NA,NA
90220,-2.10771,3.18354,-4.23357,NA,NA,NA,NA,-78.07,NA
90523,-2.11926,3.75101,-4.81107,NA,NA,NA,NA,-37.461,NA
90753,-1.04295,4.22445,-3.3087,NA,NA,NA,-106.982,NA,NA
90994,-2.15509,4.82067,-4.306,NA,NA,NA,NA,NA,-124.623
91024,-2.28801,3.86567,-4.6938,NA,-49.28,NA,NA,NA,NA
91367,-3.45256,3.60595,-4.0746,NA,NA,NA,-116.919,NA,NA
91565,-2.61163,2.9163,-3.62233,NA,-122.328,NA,NA,NA,NA
91628,-1.88673,2.81611,-4.61223,NA,NA,NA,NA,-93.899,NA
91983,-2.71285,3.02428,-3.41041,NA,NA,NA,NA,-145.21,NA
92105,-2.77368,3.06504,-4.79997,NA,NA,NA,NA,-83.754,NA
92264,-2.43091,4.02002,-4.99557,NA,-54.347,NA,NA,NA,NA
92476,-2.64602,4.38051,-4.15957,NA,NA,NA,-86.935,NA,NA
92775,-2.71744,4.53398,-4.71662,NA,NA,NA,-71.767,NA,NA
92856,-1.03212,4.14781,-4.80886,NA,-55.071,NA,NA,NA,NA
93200,-1.50866,4.57869,-4.18678,NA,NA,NA,-72.772,NA,NA
93285,-2.5339,4.50743,-4.72243,NA,NA,NA,NA,-65.233,NA
93600,-3.54794,3.82026,-4.98779,NA,-117.09,NA,NA,NA,NA
93711,-2.67653,2.81603,-4.67176,NA,NA,NA,-105.743,NA,NA
93945,-1.82618,3.67992,-3.92803,-133.975,NA,NA,NA,NA,NA
94156,-1.4958,4.03063,-4.42405,NA,NA,NA,NA,-54.66,NA
94271,-2.60655,4.01415,-4.82783,NA,-63.537,NA,NA,NA,NA
94538,-2.16832,3.44603,-4.1307,NA,NA,NA,-72.189,NA,NA
94610,-1.12191,3.61199,-4.3024,NA,NA,NA,-68.617,NA,NA
94822,-0.720715,4.40356,-4.23145,NA,NA,NA,NA,-98.302,NA
95126,-2.18834,3.97415,-4.54481,NA,NA,NA,NA,-51.334,NA
95279,-3.07323,4.47611,-4.37943,NA,-96.769,NA,NA,NA,NA
95465,-2.17018,4.28438,-4.99573,NA,-55.26,NA,NA,NA,NA
95697,-2.85488,4.73721,-4.15539,NA,NA,NA,-95.473,NA,NA
95962,-2.0615,3.78479,-4.71726,NA,NA,NA,-35.973,NA,NA
96175,-1.404,3.119,-4.76371,NA,NA,NA,-57.948,NA,NA
96345,-1.93078,2.815,-4.12991,NA,NA,NA,-103.152,NA,NA
96404,-1.61876,2.86155,-4.02634,NA,NA,NA,-125.93,NA,NA
96638,-3.38939,4.0374,-4.24446,NA,-108.103,NA,NA,NA,NA
96860,-3.22565,4.65448,-3.4977,NA,NA,NA,-141.131,NA,NA
97157,-1.50249,4.21632,-4.18376,NA,NA,NA,-71.846,NA,NA
97333,-2.58201,4.6291,-4.69499,NA,NA,NA,NA,NA,-123.818
97505,-3.40548,4.20428,-4.50182,-118.629,NA,NA,NA,NA,NA
97711,-2.98137,3.5153,-4.44984,NA,-95.436,NA,NA,NA,NA
97956,-2.48661,3.76122,-4.68149,NA,-59.354,NA,NA,NA,NA
98011,-2.34002,3.27529,-4.34904,NA,NA,NA,-65.76,NA,NA
98329,-2.88464,3.52862,-4.56265,NA,NA,NA,-75.992,NA,NA
98474,-3.59372,3.96492,-4.82546,NA,NA,NA,-109.932,NA,NA
98628,-2.79071,4.46414,-3.68587,NA,-109.426,NA,NA,NA,NA
98879,-2.18405,4.04163,-4.9092,NA,NA,NA,NA,-48.849,NA
99033,-0.950548,4.96265,-4.92688,NA,-117.947,NA,NA,NA,NA
99235,-2.29038,4.20575,-4.79852,NA,NA,NA,-49.754,NA,NA
99445,-1.69358,4.37284,-4.42347,NA,NA,NA,-53.238,NA,NA
99657,-1.47148,3.93936,-4.5782,NA,NA,NA,NA,-38.321,NA
99827,-2.13622,4.99508,-4.28355,-101.516,NA,NA,NA,NA,NA
100005,-1.15498,4.18524,-3.46103,NA,NA,NA,-138.328,NA,NA
100202,-1.50313,3.79808,-3.89557,NA,-95.421,NA,NA,NA,NA
100515,-1.46396,4.81439,-4.20413,NA,NA,NA,NA,NA,-163.556
100676,-1.35131,3.55453,-4.87969,NA,NA,NA,NA,NA,-120.216
100824,-2.52144,4.84286,-4.60241,NA,NA,NA,-76.55,NA,NA
101169,-3.2197,3.76357,-4.71324,NA,-92.765,NA,NA,NA,NA
101255,-3.22962,4.60844,-4.97276,NA,-100.309,NA,NA,NA,NA
101588,-2.25397,4.162,-4.93598,NA,NA,NA,NA,-44.952,NA
101752,-2.63543,3.73905,-4.2912,-118.744,NA,NA,NA,NA,NA
101983,-3.20692,4.33498,-4.7575,NA,-96.113,NA,NA,NA,NA
102016,-3.74871,4.80494,-4.46611,NA,-146.743,NA,NA,NA,NA
102389,-2.52127,3.14999,-4.6314,NA,NA,NA,NA,-77.002,NA
102436,-2.22512,4.06043,-4.77355,NA,NA,NA,NA,-46.375,NA
102751,-1.23587,3.71789,-4.49083,NA,NA,NA,-43.01,NA,NA
102843,-1.31516,4.90729,-4.3551,NA,NA,NA,-88.852,NA,NA
103031,-1.19158,4.70436,-4.96221,NA,-103.163,NA,NA,NA,NA
103229,-1.68246,4.50204,-4.77,NA,NA,NA,-47.983,NA,NA
103443,-1.71449,4.95279,-4.15936,NA,-89.059,NA,NA,NA,NA
103740,-1.79781,4.51059,-4.94396,NA,-69.981,NA,NA,NA,NA
103974,-1.90244,4.09393,-4.72744,NA,-30.076,NA,NA,NA,NA
104067,-2.64907,4.41227,-4.34184,NA,-81.37,NA,NA,NA,NA
104375,-1.38365,4.59173,-4.92011,NA,-62.803,NA,NA,NA,NA
104589,-3.06825,3.74726,-4.20665,NA,-96.591,NA,NA,NA,NA
104618,-1.07881,4.41222,-4.71713,NA,-80.408,NA,NA,NA,NA
104838,-1.28153,3.90952,-4.2388,NA,NA,NA,NA,-88.933,NA
105071,-0.9639,4.28775,-4.89625,NA,NA,NA,NA,-64.601,NA
105228,-1.41366,4.81751,-4.31591,NA,NA,NA,-74.501,NA,NA
105506,-2.20727,4.61711,-4.10827,NA,NA,NA,-79.688,NA,NA
105743,-2.57958,3.8382,-4.09778,NA,-76.153,NA,NA,NA,NA
105989,-2.12121,4.66835,-3.66418,NA,NA,NA,NA,-95.934,NA
106039,-1.74875,4.30634,-3.61561,NA,NA,NA,NA,-86.653,NA
106386,-1.4349,4.88041,-4.53597,NA,-83.081,NA,NA,NA,NA
106592,-1.58637,4.7469,-4.78662,NA,NA,NA,NA,-78.262,NA
106628,-2.58576,4.26088,-3.87723,NA,NA,NA,-76.204,NA,NA
106997,-2.43037,3.53343,-4.72064,NA,-68.727,NA,NA,NA,NA
107184,-2.86873,4.91535,-4.47533,NA,NA,NA,-93.835,NA,NA
107381,-2.49957,4.71268,-4.57615,NA,NA,NA,NA,-72.926,NA
107574,-2.45425,4.96044,-4.65963,-114.872,NA,NA,NA,NA,NA
107711,-2.99686,4.46562,-4.41342,NA,NA,NA,NA,NA,-130.002
107919,-2.16708,4.44403,-4.62822,NA,NA,NA,-54.008,NA,NA
108138,-2.9465,4.012,-4.40295,NA,NA,NA,-79.898,NA,NA
108375,-3.01077,4.73279,-4.16782,NA,-107.722,NA,NA,NA,NA
108452,-1.95388,3.83189,-3.93201,NA,NA,NA,-86.954,NA,NA
108689,-2.5193,3.96491,-3.80704,-108.698,NA,NA,NA,NA,NA
108925,-3.35544,4.19634,-3.77293,NA,NA,NA,-125.9,NA,NA
109003,-1.57649,3.90784,-4.84975,NA,NA,NA,NA,-43.372,NA
109354,-1.68958,3.04567,-4.48724,NA,NA,NA,-71.638,NA,NA
109415,-2.16255,3.8452,-3.39969,NA,NA,NA,-112.492,NA,NA
109718,-2.27347,3.89043,-3.36348,NA,NA,NA,NA,-100.907,NA
109873,-2.85195,3.61451,-4.82271,NA,NA,NA,-69.712,NA,NA
110159,-2.10072,4.9243,-4.45058,NA,-87.799,NA,NA,NA,NA
110327,-1.61054,4.33996,-4.99106,NA,-49.35,NA,NA,NA,NA
110488,-1.43052,4.63257,-4.64942,NA,NA,NA,-65.831,NA,NA
110672,-2.05493,3.26758,-4.09795,-98.349,NA,NA,NA,NA,NA
110944,-2.07228,3.11401,-4.9793,NA,-70.125,NA,NA,NA,NA
111115,-1.88477,3.96211,-4.46721,NA,-42.515,NA,NA,NA,NA
111313,-2.65381,4.07467,-4.96819,NA,NA,NA,-58.394,NA,NA
111439,-2.34952,3.48123,-4.31827,NA,NA,NA,-48.771,NA,NA
111615,-1.97978,3.12087,-4.52979,NA,NA,NA,NA,-69.354,NA
111817,-2.99273,4.31645,-4.86201,NA,NA,NA,-84.81,NA,NA
112171,-2.42783,4.32077,-4.88958,NA,NA,NA,-55.815,NA,NA
112263,-2.15827,4.66112,-4.76786,NA,NA,NA,-61.35,NA,NA
112462,-2.55238,4.70416,-4.98888,-75.231,NA,NA,NA,NA,NA
112689,-0.781887,4.5735,-4.5646,NA,NA,NA,-105.416,NA,NA
112946,-1.47828,4.47291,-4.65366,NA,NA,NA,-51.989,NA,NA
113103,-3.06567,3.98262,-4.79775,NA,NA,NA,NA,-82.32,NA
113325,-2.6723,3.60493,-4.61597,NA,-77.249,NA,NA,NA,NA
113506,-2.46474,4.91947,-4.25193,-118.337,NA,NA,NA,NA,NA
113718,-2.86729,4.67737,-4.76687,NA,-90.734,NA,NA,NA,NA
113808,-3.20308,4.36281,-3.67352,NA,NA,NA,-122.159,NA,NA
114132,-2.5804,3.84945,-3.85548,NA,NA,NA,-95.331,NA,NA
114307,-2.73036,4.2211,-4.73609,NA,NA,NA,-59.474,NA,NA
114436,-3.6018,3.7655,-3.77606,NA,NA,NA,NA,-145.195,NA
114724,-3.57284,2.90558,-4.74858,NA,NA,NA,-121.429,NA,NA
114913,-1.83022,2.93872,-4.76073,NA,NA,NA,-68.548,NA,NA
115161,-1.59778,3.37552,-4.8802,NA,NA,NA,-26.291,NA,NA
115214,-1.63761,4.97689,-4.78365,NA,NA,NA,-75.343,NA,NA
115560,-0.773604,4.98738,-4.67175,NA,NA,NA,-112.421,NA,NA
115657,-0.832799,4.74468,-4.61767,NA,NA,NA,NA,-101.292,NA
115975,-1.89471,4.07996,-3.13398,NA,NA,NA,-135.981,NA,NA
116125,-2.37136,4.17068,-3.61713,NA,NA,NA,NA,-91.589,NA
116269,-3.41794,3.96878,-4.73284,NA,NA,NA,NA,-100.022,NA
116403,-2.27735,3.80978,-4.24074,NA,NA,NA,-78.399,NA,NA
116609,-1.60078,4.31725,-4.00512,NA,NA,NA,NA,-76.431,NA
116804,-1.14692,4.4768,-3.28223,NA,-170.267,NA,NA,NA,NA
117032,-2.59765,4.9737,-4.47711,NA,NA,NA,NA,-86.997,NA
117223,-1.51282,4.22277,-4.88298,-74.877,NA,NA,NA,NA,NA
117498,-1.94761,3.75439,-4.76221,NA,-30.694,NA,NA,NA,NA
117740,-0.716427,4.99283,-3.89836,NA,NA,NA,NA,-158.091,NA
117965,-1.38555,4.36618,-4.96422,NA,NA,NA,-33.963,NA,NA
118114,-1.81072,4.17847,-4.36352,NA,NA,NA,-43.2,NA,NA
118265,-3.54085,3.47631,-4.12065,NA,NA,NA,-119.901,NA,NA
118593,-2.00946,3.61901,-4.2371,NA,NA,NA,-51.874,NA,NA
118741,-3.01393,4.17516,-3.44008,NA,-124.577,NA,NA,NA,NA
118837,-3.04497,4.32652,-4.37235,NA,NA,NA,-79.85,NA,NA
119025,-3.22783,4.43031,-4.65253,NA,-95.749,NA,NA,NA,NA
119345,-3.74821,4.34178,-4.20602,NA,NA,NA,-136.801,NA,NA
119562,-3.50035,4.75434,-4.61368,NA,NA,NA,NA,-125.047,NA
119631,-2.25846,3.34627,-4.47689,NA,NA,NA,-60.922,NA,NA
119959,-2.37989,3.40083,-4.08285,NA,-88.217,NA,NA,NA,NA
120080,-2.21467,4.62767,-4.18102,NA,NA,NA,-80.623,NA,NA
120313,-1.19778,4.69989,-3.55215,NA,NA,NA,-131.711,NA,NA
120533,-2.38624,3.57453,-4.98723,NA,-61.226,NA,NA,NA,NA
120730,-0.882503,4.78929,-4.50048,NA,NA,NA,-104.223,NA,NA
120950,-1.63796,4.66983,-4.33446,NA,NA,NA,NA,-55.883,NA
121103,-1.75915,4.01196,-4.89954,NA,-41.07,NA,NA,NA,NA
121391,-1.44219,4.27321,-3.90532,NA,NA,NA,NA,-101.914,NA
121569,-1.33942,4.11038,-4.8173,NA,NA,NA,NA,-41.064,NA
121660,-1.36505,4.51729,-4.37772,NA,-84.185,NA,NA,NA,NA
121828,-2.46,4.65252,-4.65951,NA,-84.324,NA,NA,NA,NA
122191,-2.72746,3.02693,-4.49503,NA,-102.288,NA,NA,NA,NA
122363,-2.77933,4.74195,-4.01366,-134.667,NA,NA,NA,NA,NA
122578,-1.86523,4.0839,-4.62622,NA,-46.082,NA,NA,NA,NA
122721,-2.43985,3.57342,-4.85816,NA,NA,NA,NA,-55.109,NA
122971,-3.62256,2.94908,-3.88997,NA,NA,NA,NA,-158.118,NA
123072,-3.04351,3.6985,-3.60072,-152.429,NA,NA,NA,NA,NA
123330,-2.59902,3.42044,-3.52571,NA,-118.668,NA,NA,NA,NA
123541,-1.90924,3.26051,-3.83409,NA,NA,NA,-96.536,NA,NA
123752,-1.93144,4.42763,-4.34645,NA,-67.996,NA,NA,NA,NA
123832,-3.29162,4.60502,-3.59554,NA,-142.603,NA,NA,NA,NA
124123,-2.10088,3.72701,-4.97532,NA,NA,NA,NA,-36.846,NA
124321,-1.50514,3.37348,-4.53391,NA,NA,NA,NA,-52.567,NA
124537,-1.80539,3.40527,-4.82103,NA,NA,NA,NA,-38.97,NA
124702,-2.25171,3.50317,-3.8829,NA,NA,NA,NA,-78.552,NA
124950,-2.44612,3.43517,-4.19738,NA,NA,NA,-68.998,NA,NA
125109,-2.67949,4.1831,-4.83867,NA,NA,NA,NA,-77.081,NA
125340,-2.18851,3.86446,-4.95754,NA,NA,NA,-34.829,NA,NA
125512,-1.16233,2.91674,-4.12635,NA,NA,NA,NA,-129.453,NA
125627,-1.33456,4.24102,-4.69452,NA,NA,NA,NA,-67.559,NA
125864,-1.00465,4.37159,-3.87785,NA,NA,NA,-115.146,NA,NA
126140,-1.14145,3.67923,-3.54908,NA,NA,NA,NA,-152.098,NA
126204,-1.71899,4.80762,-4.71953,NA,NA,NA,NA,-71.813,NA
126403,-1.76094,4.53435,-4.47555,NA,NA,NA,NA,-60.528,NA
126611,-1.90595,4.45532,-4.94659,NA,NA,NA,NA,-50.632,NA
126999,-1.33256,3.54809,-4.87758,NA,NA,NA,-8.097,NA,NA
127001,-3.12673,3.02059,-4.37835,NA,-109.846,NA,NA,NA,NA
127261,-3.2531,4.40259,-4.40961,NA,NA,NA,NA,-97.729,NA
127435,-3.33593,4.39453,-3.65888,NA,NA,NA,-132.135,NA,NA
127713,-2.93352,4.29441,-4.17859,NA,NA,NA,-88.019,NA,NA
127874,-3.05792,3.47111,-4.21483,NA,NA,NA,-87.955,NA,NA
128183,-3.6289,3.69687,-4.26414,NA,NA,NA,NA,-119.878,NA
128271,-1.94431,3.33451,-4.56838,NA,NA,NA,-45.637,NA,NA
128577,-2.35157,3.72377,-4.60116,NA,-51.26,NA,NA,NA,NA
128723,-2.93599,4.03646,-4.37333,NA,NA,NA,-79.082,NA,NA
128929,-2.23582,4.39752,-4.25337,NA,-79.285,NA,NA,NA,NA
129149,-3.39392,3.27029,-4.88372,NA,-105.166,NA,NA,NA,NA
129223,-2.19632,3.80404,-3.79961,NA,NA,NA,NA,-93.351,NA
129586,-2.05222,4.18304,-4.89129,NA,NA,NA,-25.677,NA,NA
129749,-1.65628,3.86764,-4.29466,NA,NA,NA,-50.534,NA,NA
129906,-0.940012,3.72042,-4.66641,NA,-52.545,NA,NA,NA,NA
130007,-2.215,3.68793,-4.39747,NA,-57.581,NA,NA,NA,NA
130291,-1.39206,4.3907,-4.29574,NA,NA,NA,NA,-55.725,NA
130569,-1.51239,3.55047,-3.58084,NA,NA,NA,-121.679,NA,NA
130621,-2.42775,3.74018,-4.28748,NA,NA,NA,NA,-60.138,NA
130804,-2.39782,4.52685,-3.79575,-118.815,NA,NA,NA,NA,NA
131083,-1.29955,3.78101,-4.73136,NA,NA,NA,NA,-37.723,NA
131383,-2.09856,4.28854,-3.54627,NA,NA,NA,-97.723,NA,NA
131552,-1.49616,4.22767,-4.51041,NA,NA,NA,-43.849,NA,NA
131691,-2.57304,4.48358,-4.09986,NA,NA,NA,NA,-81.466,NA
131960,-1.85335,4.0083,-4.97318,NA,-38.131,NA,NA,NA,NA
132108,-1.80941,4.40373,-4.99286,NA,NA,NA,-46.053,NA,NA
132304,-2.39236,4.02881,-4.35356,NA,NA,NA,NA,-62.73,NA
132587,-1.98859,2.9429,-4.56327,NA,NA,NA,NA,-88.758,NA
132630,-1.99143,4.76125,-4.87977,NA,-64.233,NA,NA,NA,NA
132850,-1.64049,3.60231,-3.98467,NA,NA,NA,-74.508,NA,NA
133049,-2.86275,3.76748,-4.75786,NA,NA,NA,-66.602,NA,NA
133370,-1.94514,3.84045,-4.58249,NA,NA,NA,-33.141,NA,NA
133590,-2.21215,4.69936,-4.00469,NA,NA,NA,-82.124,NA,NA
133666,-2.54895,4.13465,-4.16248,NA,NA,NA,-77.074,NA,NA
133930,-2.97075,4.64506,-4.7278,NA,-89.734,NA,NA,NA,NA
134137,-2.94851,4.62733,-4.29363,NA,NA,NA,NA,-88.935,NA
134339,-2.38352,4.92244,-3.92051,NA,NA,NA,NA,-98.132,NA
134487,-2.21259,4.41375,-3.92054,NA,-87.361,NA,NA,NA,NA
134608,-1.19239,4.11573,-4.91807,NA,NA,NA,-37.473,NA,NA
134837,-1.02142,4.57152,-4.23109,NA,-99.392,NA,NA,NA,NA
135179,-1.39436,3.47143,-4.98015,NA,-16.587,NA,NA,NA,NA
135201,-1.64805,4.24851,-4.86924,NA,NA,NA,-37.354,NA,NA
135576,-1.89362,4.42969,-4.41976,NA,-60.921,NA,NA,NA,NA
135703,-1.9562,3.2114,-4.49896,NA,NA,NA,-59.095,NA,NA
135905,-2.03655,2.91139,-4.95933,NA,NA,NA,-70.805,NA,NA
136031,-1.13437,2.89468,-3.84005,NA,-198.754,NA,NA,NA,NA
136314,-1.97473,3.74676,-4.3437,-107.383,NA,NA,NA,NA,NA
136590,-1.60083,4.30751,-4.16898,NA,NA,NA,NA,-76.503,NA
136731,-2.57655,4.35403,-4.61324,NA,NA,NA,-62.395,NA,NA
136989,-3.30805,4.1763,-4.58297,NA,NA,NA,-94.633,NA,NA
137148,-2.85639,4.11332,-4.2667,-107.071,NA,NA,NA,NA,NA
137294,-2.13248,3.9047,-4.2382,-101.461,NA,NA,NA,NA,NA
137419,-0.755944,4.54769,-4.73873,NA,NA,NA,-99.745,NA,NA
137751,-2.49405,3.7028,-4.83205,NA,NA,NA,-55.268,NA,NA
137874,-2.269,4.02755,-4.446,NA,NA,NA,-52.21,NA,NA
138092,-1.99718,4.37868,-4.96667,NA,-57.571,NA,NA,NA,NA
138204,-1.46654,4.15279,-4.48388,NA,NA,NA,-42.781,NA,NA
138413,-1.74741,4.95864,-3.7834,NA,NA,NA,-113.172,NA,NA
138749,-2.30755,3.9854,-4.69569,NA,NA,NA,NA,-52.959,NA
138983,-1.39185,3.60139,-4.95213,NA,NA,NA,-7.85,NA,NA
139004,-2.07992,3.67891,-4.94926,NA,NA,NA,-35.659,NA,NA
