id,x0,x1,x2,fitness9.5,fitness8,fitness8.5,fitness7.5,fitness7,fitness9,fitness4.5,fitness5,fitness6.5,fitness6,fitness10
53352,7.90546,8.06242,5.64229,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA
53407,7.94618,6.83763,7.31479,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
53713,8.69746,7.99459,7.76809,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA
53951,7.6063,7.50323,7.79779,NA,0.985,NA,NA,NA,NA,NA,NA,NA,NA,NA
54001,7.88828,7.89837,7.94348,NA,NA,NA,0.967,NA,NA,NA,NA,NA,NA,NA
54201,7.22344,8.89209,8.033,NA,NA,NA,0.713,NA,NA,NA,NA,NA,NA,NA
54460,8.41305,8.07034,7.73722,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
54675,6.88181,8.16538,8.19254,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA
54994,6.56714,7.45703,8.71259,NA,NA,NA,0.537,NA,NA,NA,NA,NA,NA,NA
55133,7.57866,7.42807,7.6705,NA,NA,NA,0.979,NA,NA,NA,NA,NA,NA,NA
55296,8.92428,7.70819,8.46744,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA
55598,8.852,8.06402,7.58452,NA,NA,NA,0.759,NA,NA,NA,NA,NA,NA,NA
55769,7.2387,7.73024,7.12844,NA,NA,NA,0.874,NA,NA,NA,NA,NA,NA,NA
55833,7.49471,7.81592,7.41648,NA,NA,NA,0.966,NA,NA,NA,NA,NA,NA,NA
56001,5.98556,7.38514,7.59899,NA,0.504,NA,NA,NA,NA,NA,NA,NA,NA,NA
56384,8.00715,6.85714,7.90676,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA
56573,7.91391,6.90712,7.41671,NA,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA
56762,7.45279,7.24881,7.31318,NA,NA,NA,0.906,NA,NA,NA,NA,NA,NA,NA
56819,7.86867,8.29046,7.29918,NA,NA,NA,NA,0.828,NA,NA,NA,NA,NA,NA
57158,7.9479,7.98062,8.02213,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA
57241,7.62467,7.83465,7.32457,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587,NA
57572,8.22569,8.28301,8.03965,NA,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA
57651,8.16467,7.31726,8.47855,NA,NA,0.763,NA,NA,NA,NA,NA,NA,NA,NA
57989,7.86956,7.71302,7.79979,NA,NA,NA,0.981,NA,NA,NA,NA,NA,NA,NA
58172,7.49955,7.81439,7.57505,NA,NA,NA,0.965,NA,NA,NA,NA,NA,NA,NA
58390,7.27324,8.46504,7.11588,NA,NA,NA,NA,0.734,NA,NA,NA,NA,NA,NA
58553,7.54905,7.90929,7.87504,NA,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA
58691,6.65527,8.09748,7.35998,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA
58983,7.9026,8.02526,8.666,NA,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA
59018,8.2313,7.31108,8.42758,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA,NA
59228,7.8962,6.71579,8.0659,NA,0.758,NA,NA,NA,NA,NA,NA,NA,NA,NA
59513,7.17423,7.45974,7.42786,NA,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA
59604,7.89277,7.65274,7.65698,NA,NA,NA,NA,0.813,NA,NA,NA,NA,NA,NA
59827,7.3783,7.86921,7.50131,NA,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA
60178,8.29777,8.75717,7.5336,NA,NA,NA,NA,0.642,NA,NA,NA,NA,NA,NA
60370,6.77282,7.79473,7.82905,NA,NA,NA,0.814,NA,NA,NA,NA,NA,NA,NA
60416,7.82151,7.2203,7.5652,NA,0.939,NA,NA,NA,NA,NA,NA,NA,NA,NA
60609,8.0649,7.54432,7.14605,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA
60932,8.49064,7.34348,6.05186,NA,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA
61104,8.14471,7.19136,7.52869,NA,NA,NA,0.892,NA,NA,NA,NA,NA,NA,NA
61391,7.65146,7.26673,7.71788,NA,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA
61434,7.77732,8.51461,7.84398,NA,NA,0.706,NA,NA,NA,NA,NA,NA,NA,NA
61780,7.20837,8.20458,8.19348,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
61811,8.45956,7.38823,8.83375,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA
62016,8.94748,8.16252,7.67141,NA,NA,NA,0.712,NA,NA,NA,NA,NA,NA,NA
62272,7.74952,7.41309,7.29324,NA,NA,NA,0.921,NA,NA,NA,NA,NA,NA,NA
62499,7.48113,7.11656,7.78507,NA,0.904,NA,NA,NA,NA,NA,NA,NA,NA,NA
62745,8.10666,6.90188,8.41854,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA
62903,8.25049,7.7817,9.68203,NA,NA,NA,NA,0.429,NA,NA,NA,NA,NA,NA
63175,7.93133,8.06154,7.98652,NA,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA
63217,7.76659,7.99892,7.33444,NA,NA,NA,NA,NA,0.759,NA,NA,NA,NA,NA
63592,8.04625,8.11255,8.73866,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA
63733,8.09997,7.11917,7.62993,NA,NA,NA,NA,0.706,NA,NA,NA,NA,NA,NA
63981,7.97488,7.3052,7.89097,NA,0.941,NA,NA,NA,NA,NA,NA,NA,NA,NA
64181,7.84428,7.52534,8.97645,NA,NA,NA,NA,0.692,NA,NA,NA,NA,NA,NA
64293,7.12729,7.82895,8.02642,NA,NA,NA,NA,0.777,NA,NA,NA,NA,NA,NA
64581,6.93827,8.42735,6.99572,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA
64628,6.90656,7.70207,7.29193,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA,NA
64912,8.16359,8.67053,8.34919,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA
65016,7.31948,9.04207,7.86246,NA,NA,NA,NA,0.616,NA,NA,NA,NA,NA,NA
65348,8.21484,8.06894,8.03287,NA,NA,NA,NA,NA,0.701,NA,NA,NA,NA,NA
65450,8.6249,6.9371,7.55808,NA,NA,NA,0.727,NA,NA,NA,NA,NA,NA,NA
65699,7.89726,7.89818,8.58038,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA
65888,7.71836,7.28858,7.20184,NA,NA,NA,0.881,NA,NA,NA,NA,NA,NA,NA
66033,7.95673,8.10447,7.7675,NA,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA
66323,8.90288,7.85026,7.61217,NA,0.736,NA,NA,NA,NA,NA,NA,NA,NA,NA
66584,7.8752,7.23776,7.94283,NA,NA,0.768,NA,NA,NA,NA,NA,NA,NA,NA
66704,8.40004,7.54255,7.65632,NA,NA,NA,NA,NA,0.633,NA,NA,NA,NA,NA
66803,7.67454,7.62079,7.224,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
67191,7.56354,7.68872,7.71331,NA,NA,NA,NA,NA,NA,NA,NA,0.776,NA,NA
67208,7.68018,8.03353,7.29903,NA,NA,NA,0.918,NA,NA,NA,NA,NA,NA,NA
67489,7.87788,8.89926,8.6707,NA,NA,NA,0.604,NA,NA,NA,NA,NA,NA,NA
67775,7.86508,7.75248,9.10685,NA,NA,NA,NA,0.667,NA,NA,NA,NA,NA,NA
67885,8.20238,6.84628,8.03527,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA
68143,7.54834,7.43088,7.54488,NA,0.951,NA,NA,NA,NA,NA,NA,NA,NA,NA
68239,7.75519,7.93922,7.57453,NA,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA
68439,7.32593,7.7208,8.0079,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA
68792,7.59975,7.37672,8.18101,NA,0.927,NA,NA,NA,NA,NA,NA,NA,NA,NA
68841,8.30111,7.61336,8.61233,NA,NA,NA,NA,NA,NA,NA,NA,0.529,NA,NA
69164,7.42158,7.56303,8.06427,NA,0.924,NA,NA,NA,NA,NA,NA,NA,NA,NA
69257,7.00443,7.88661,7.56645,NA,NA,NA,0.869,NA,NA,NA,NA,NA,NA,NA
69539,8.28067,8.1751,7.53376,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA
69608,7.60408,8.20771,7.33684,NA,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA
69850,8.83775,7.69614,8.21093,NA,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA
70082,8.35284,7.80871,7.31718,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA
70211,8.25781,7.64017,7.0952,NA,NA,NA,NA,0.723,NA,NA,NA,NA,NA,NA
70579,6.64434,7.68197,8.09822,NA,NA,NA,0.742,NA,NA,NA,NA,NA,NA,NA
70638,7.70771,7.09683,8.58789,NA,NA,NA,NA,0.711,NA,NA,NA,NA,NA,NA
70974,7.37425,7.53755,8.04427,NA,NA,0.775,NA,NA,NA,NA,NA,NA,NA,NA
71068,7.84674,8.14257,7.73335,NA,NA,NA,NA,NA,NA,NA,NA,0.762,NA,NA
71332,7.83971,7.60644,7.06998,NA,NA,NA,NA,NA,NA,NA,NA,0.673,NA,NA
71583,8.47961,7.40496,7.03801,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA
71692,8.89729,7.4424,8.20552,NA,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA
71878,8.79132,7.69689,7.26491,NA,NA,NA,NA,0.657,NA,NA,NA,NA,NA,NA
72074,7.96911,7.24035,6.99839,NA,0.828,NA,NA,NA,NA,NA,NA,NA,NA,NA
72302,7.75398,7.59491,8.25832,NA,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA
72529,7.48578,8.11769,8.1515,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA
72673,8.31901,7.30037,7.89836,NA,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA
72997,7.14595,7.66337,7.82558,NA,NA,0.867,NA,NA,NA,NA,NA,NA,NA,NA
73007,8.70941,8.3584,7.7098,NA,NA,0.695,NA,NA,NA,NA,NA,NA,NA,NA
73392,7.02789,7.63405,7.55136,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
73478,7.43503,8.26662,7.65031,NA,NA,NA,NA,NA,NA,NA,NA,0.708,NA,NA
73734,7.91998,7.34072,7.3887,NA,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA
73946,8.92528,7.46537,7.80946,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA
74173,8.37817,8.34061,7.6283,NA,NA,NA,NA,0.76,NA,NA,NA,NA,NA,NA
74332,8.39209,8.48692,7.71672,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA,NA
74577,7.69579,7.63105,8.08545,NA,NA,0.807,NA,NA,NA,NA,NA,NA,NA,NA
74729,7.81326,7.07855,7.60213,NA,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA
74839,6.92357,6.59466,8.40066,NA,NA,0.467,NA,NA,NA,NA,NA,NA,NA,NA
75003,7.64675,6.88856,8.15994,NA,NA,0.667,NA,NA,NA,NA,NA,NA,NA,NA
75270,7.78068,7.79415,7.8214,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA
75471,7.61443,7.856,7.01217,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA
75787,7.49928,8.27437,8.38774,NA,NA,NA,NA,NA,0.664,NA,NA,NA,NA,NA
75875,7.74646,6.64485,7.74586,NA,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA
76162,7.77799,8.40142,7.89202,NA,NA,0.779,NA,NA,NA,NA,NA,NA,NA,NA
76278,8.46582,8.47763,6.7749,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,NA
76568,9.05881,7.32021,7.57852,NA,NA,NA,NA,NA,0.501,NA,NA,NA,NA,NA
76699,8.34094,7.6147,7.45092,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
76827,7.70069,8.15958,7.35459,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA
77112,7.71195,7.6015,8.74403,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
77389,7.96533,8.09227,7.87357,NA,NA,NA,NA,0.855,NA,NA,NA,NA,NA,NA
77492,7.269,7.16665,8.36152,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA
77663,7.82011,7.07831,8.05939,NA,NA,NA,0.883,NA,NA,NA,NA,NA,NA,NA
77861,7.35133,7.98944,8.40294,NA,NA,NA,NA,0.769,NA,NA,NA,NA,NA,NA
78158,8.15691,7.16249,7.13331,NA,NA,NA,0.826,NA,NA,NA,NA,NA,NA,NA
78254,8.52019,7.91339,6.77242,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA
78597,7.40405,8.29051,6.65946,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA
78760,7.63045,8.32286,7.21562,NA,NA,NA,0.865,NA,NA,NA,NA,NA,NA,NA
78820,6.99415,7.64835,7.26825,NA,NA,NA,0.812,NA,NA,NA,NA,NA,NA,NA
79146,7.28258,7.47515,8.34611,NA,NA,NA,NA,NA,NA,NA,NA,0.662,NA,NA
79374,7.70058,7.24636,7.57133,NA,NA,NA,NA,0.778,NA,NA,NA,NA,NA,NA
79548,8.0405,6.99329,7.86784,NA,0.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
79685,8.15828,7.7622,7.30563,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
79858,7.70228,7.44458,8.23887,NA,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA
80120,8.07402,7.23765,7.65313,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
80226,8.17927,7.21049,7.30956,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
80475,7.65561,8.22202,7.49026,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA
80659,7.47765,7.94192,7.16943,NA,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA
80943,8.26703,8.12036,7.10364,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
81016,7.31675,7.13324,8.01772,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA
81242,7.57268,7.56468,7.77889,NA,NA,0.895,NA,NA,NA,NA,NA,NA,NA,NA
81558,8.08315,8.2893,7.46786,NA,NA,NA,0.896,NA,NA,NA,NA,NA,NA,NA
81627,8.07956,8.22256,7.44641,NA,NA,NA,0.898,NA,NA,NA,NA,NA,NA,NA
81891,9.18808,7.8234,8.27056,NA,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA
82174,7.36184,8.68081,7.75032,NA,0.816,NA,NA,NA,NA,NA,NA,NA,NA,NA
82233,7.64353,7.08744,6.54998,NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA
82448,6.97062,8.18892,7.72969,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
82793,7.67702,7.9256,8.85893,NA,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA
82878,7.56933,8.24002,8.34044,NA,NA,0.748,NA,NA,NA,NA,NA,NA,NA,NA
83162,7.30796,8.70539,8.00586,NA,NA,0.662,NA,NA,NA,NA,NA,NA,NA,NA
83290,7.27314,8.40693,8.21251,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA
83493,6.88158,7.35725,8.31899,NA,NA,NA,0.735,NA,NA,NA,NA,NA,NA,NA
83630,8.05726,7.82878,7.84577,NA,NA,NA,0.967,NA,NA,NA,NA,NA,NA,NA
83894,7.26367,6.87742,8.079,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
84119,7.26708,7.63476,8.45272,NA,NA,0.754,NA,NA,NA,NA,NA,NA,NA,NA
84212,7.4894,7.69717,7.45979,NA,NA,NA,NA,0.922,NA,NA,NA,NA,NA,NA
84504,7.60105,7.94977,8.63144,NA,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA
84651,8.05105,8.15454,8.62918,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA
84894,7.98453,7.36319,8.02276,NA,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA
85067,6.86083,7.27292,8.15353,NA,NA,NA,0.756,NA,NA,NA,NA,NA,NA,NA
85283,7.76249,8.63936,7.45069,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA
85413,7.41586,7.63328,7.92658,NA,NA,NA,0.971,NA,NA,NA,NA,NA,NA,NA
85647,8.66095,8.08808,8.72067,NA,NA,NA,0.644,NA,NA,NA,NA,NA,NA,NA
85986,7.51145,7.3977,9.40432,NA,NA,NA,NA,0.524,NA,NA,NA,NA,NA,NA
86091,7.52618,8.51364,7.95538,NA,NA,NA,0.835,NA,NA,NA,NA,NA,NA,NA
86347,7.77426,8.58318,8.01748,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA
86500,8.01803,7.83976,8.41879,NA,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA
86662,6.4791,7.11163,6.98956,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA
86902,6.91448,7.44316,7.08356,NA,NA,0.705,NA,NA,NA,NA,NA,NA,NA,NA
87064,7.94693,7.56824,7.13272,NA,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA
87334,8.11664,7.30146,7.53043,NA,0.899,NA,NA,NA,NA,NA,NA,NA,NA,NA
87546,8.51983,8.41873,7.0036,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA
87650,8.77712,7.6365,8.31287,NA,NA,NA,0.745,NA,NA,NA,NA,NA,NA,NA
87898,7.76026,7.09109,8.11013,NA,NA,NA,NA,0.817,NA,NA,NA,NA,NA,NA
88122,7.10336,7.30464,8.67054,NA,NA,NA,0.731,NA,NA,NA,NA,NA,NA,NA
88282,7.82959,7.18801,8.28535,NA,NA,0.806,NA,NA,NA,NA,NA,NA,NA,NA
88437,7.95868,7.92757,8.39431,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA
88727,7.38562,6.64039,7.61391,NA,NA,NA,0.744,NA,NA,NA,NA,NA,NA,NA
88847,7.53567,7.27773,6.69945,NA,NA,NA,0.732,NA,NA,NA,NA,NA,NA,NA
89121,7.60307,8.28929,8.23432,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA
89262,8.17264,9.27287,8.48515,NA,NA,0.373,NA,NA,NA,NA,NA,NA,NA,NA
89534,6.94854,8.27045,7.49562,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,NA
89694,7.32686,8.24688,7.93633,NA,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA
89833,6.78714,8.66639,7.32308,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA
90123,8.04411,8.22653,7.56944,NA,NA,0.801,NA,NA,NA,NA,NA,NA,NA,NA
90250,8.66402,9.11212,7.13121,NA,0.445,NA,NA,NA,NA,NA,NA,NA,NA,NA
90580,7.35462,8.94097,7.81292,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA
90763,7.89734,9.18068,7.41078,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA
90953,6.96657,6.88546,7.91995,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA
91144,8.54651,7.51059,7.86848,NA,NA,NA,0.834,NA,NA,NA,NA,NA,NA,NA
91311,8.84688,7.62813,7.97578,NA,NA,NA,NA,NA,NA,NA,NA,0.463,NA,NA
91560,7.72312,7.76608,8.23566,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA
91772,7.18275,6.91508,7.56414,NA,NA,NA,0.803,NA,NA,NA,NA,NA,NA,NA
91811,7.34869,6.50326,7.25448,NA,NA,NA,NA,0.586,NA,NA,NA,NA,NA,NA
92176,8.00471,7.24109,7.59727,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA,NA
92260,7.45362,7.29171,7.9497,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA
92477,6.82978,7.6205,7.5754,NA,NA,NA,0.816,NA,NA,NA,NA,NA,NA,NA
92630,7.44275,7.34623,7.38177,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA
92899,7.25744,7.46761,7.30128,NA,NA,NA,0.905,NA,NA,NA,NA,NA,NA,NA
93084,6.57997,8.0479,8.22486,NA,NA,NA,0.641,NA,NA,NA,NA,NA,NA,NA
93241,7.41081,7.60844,7.93874,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA
93401,7.86457,8.1875,7.42286,NA,0.879,NA,NA,NA,NA,NA,NA,NA,NA,NA
93652,6.66913,7.96441,7.7358,NA,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA
93974,7.79237,7.35003,8.29213,NA,0.896,NA,NA,NA,NA,NA,NA,NA,NA,NA
94004,7.75401,7.79186,8.12909,NA,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA
94381,7.55573,8.1437,7.53296,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA
94483,8.29328,8.22494,7.90952,NA,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA
94635,8.0563,7.88397,7.5208,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,NA
94823,8.2493,7.90585,8.03623,NA,NA,NA,NA,NA,0.721,NA,NA,NA,NA,NA
95178,8.05054,7.89215,8.42641,NA,NA,NA,0.873,NA,NA,NA,NA,NA,NA,NA
95264,7.2818,7.912,8.19529,NA,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA
95499,7.30043,8.60845,7.82837,NA,NA,NA,0.809,NA,NA,NA,NA,NA,NA,NA
95770,6.95564,7.9282,7.82167,NA,NA,0.741,NA,NA,NA,NA,NA,NA,NA,NA
95824,6.79846,8.29932,8.66776,NA,NA,NA,0.609,NA,NA,NA,NA,NA,NA,NA
96043,7.81364,7.38113,7.23876,NA,NA,NA,0.917,NA,NA,NA,NA,NA,NA,NA
96324,8.25466,7.82618,8.20823,NA,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA
96520,8.43729,8.35353,8.19369,NA,NA,0.686,NA,NA,NA,NA,NA,NA,NA,NA
96640,8.13705,8.21832,8.63754,NA,NA,0.679,NA,NA,NA,NA,NA,NA,NA,NA
96998,8.43403,7.37919,7.01739,NA,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA
97182,8.05842,8.2985,7.84259,NA,NA,NA,NA,NA,NA,NA,NA,0.656,NA,NA
97238,8.08887,7.62575,8.10746,NA,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA
97452,7.78407,7.42166,8.61377,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,NA
97724,8.33933,7.65832,9.22111,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA
97809,8.9722,7.86209,7.71372,NA,NA,NA,NA,0.662,NA,NA,NA,NA,NA,NA
98143,7.9314,8.18004,7.74571,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA
98205,7.99009,7.18171,7.41436,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA
98503,7.06158,10.0907,7.39694,NA,NA,NA,0.412,NA,NA,NA,NA,NA,NA,NA
98640,6.35039,8.84863,8.21065,NA,NA,NA,0.397,NA,NA,NA,NA,NA,NA,NA
98862,8.34575,7.98212,7.99398,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
99150,7.84979,8.2489,7.85794,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA
99289,8.33552,7.39767,8.39297,NA,0.812,NA,NA,NA,NA,NA,NA,NA,NA,NA
99569,7.63395,8.97665,7.70434,NA,NA,NA,0.758,NA,NA,NA,NA,NA,NA,NA
99637,7.91488,8.77708,7.9416,NA,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
99824,7.48821,6.88265,8.26013,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA
100040,8.09893,7.65125,8.01821,NA,0.936,NA,NA,NA,NA,NA,NA,NA,NA,NA
100310,7.28144,6.94286,7.62984,NA,NA,0.722,NA,NA,NA,NA,NA,NA,NA,NA
100524,8.01306,7.74127,7.31513,NA,NA,NA,NA,0.893,NA,NA,NA,NA,NA,NA
100676,7.40848,8.05416,8.35216,NA,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA
100886,7.26315,7.32586,8.08881,NA,0.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
101174,7.21641,6.70292,7.97175,NA,NA,NA,NA,0.646,NA,NA,NA,NA,NA,NA
101295,6.91897,7.62768,8.56134,NA,NA,NA,NA,0.591,NA,NA,NA,NA,NA,NA
101478,8.26588,7.8527,9.6453,NA,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA
101633,7.10594,7.89537,8.28563,NA,NA,NA,NA,NA,NA,NA,NA,0.601,NA,NA
101881,7.61737,8.3592,7.76917,NA,NA,NA,NA,0.783,NA,NA,NA,NA,NA,NA
102040,7.91011,7.8006,7.75742,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA
102331,7.40574,7.90051,7.17088,NA,NA,NA,NA,0.751,NA,NA,NA,NA,NA,NA
102467,7.56109,7.78612,6.52283,NA,0.719,NA,NA,NA,NA,NA,NA,NA,NA,NA
102647,7.41053,7.6902,7.83156,NA,NA,NA,0.978,NA,NA,NA,NA,NA,NA,NA
102890,8.16219,7.49784,8.29134,NA,NA,NA,NA,0.782,NA,NA,NA,NA,NA,NA
103184,8.02578,8.21942,8.43467,NA,NA,0.766,NA,NA,NA,NA,NA,NA,NA,NA
103205,8.42573,7.47028,7.87179,NA,NA,NA,0.889,NA,NA,NA,NA,NA,NA,NA
103402,7.48972,7.98682,7.53713,NA,NA,NA,NA,0.856,NA,NA,NA,NA,NA,NA
103800,8.17918,6.98523,7.45194,NA,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA
103878,8.1333,7.00967,7.76352,NA,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA
104111,7.29823,7.82485,8.05937,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA
104317,6.62463,7.86625,7.88704,NA,NA,NA,NA,0.682,NA,NA,NA,NA,NA,NA
104508,7.20755,8.09447,7.31442,NA,0.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
104796,7.82125,7.01135,7.65959,NA,NA,0.749,NA,NA,NA,NA,NA,NA,NA,NA
104914,8.08791,7.13089,8.02275,NA,NA,NA,0.877,NA,NA,NA,NA,NA,NA,NA
105161,8.39908,6.98976,7.8819,NA,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA
105342,7.04646,8.33231,8.29834,NA,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA
105460,8.31687,8.33339,8.21936,NA,NA,NA,0.808,NA,NA,NA,NA,NA,NA,NA
105623,8.34986,7.96002,7.10491,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA
105852,7.6926,8.14128,8.06456,NA,NA,NA,0.937,NA,NA,NA,NA,NA,NA,NA
106033,7.38563,7.97768,7.33604,NA,NA,NA,NA,0.858,NA,NA,NA,NA,NA,NA
106318,8.16496,7.84026,7.38688,NA,NA,NA,0.932,NA,NA,NA,NA,NA,NA,NA
106444,8.39272,7.5806,7.04155,NA,NA,0.696,NA,NA,NA,NA,NA,NA,NA,NA
